категория	kategooria	категория	kategooria	N;INDF;FEM;SG	N;NOM;SG
варира	varieerub	варир	varieeruma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
икони	ikoonid	икона	ikoon	N;INDF;FEM;PL	N;NOM;PL
славата	kuulsus	слава	kuulsus	N;DEF;FEM;SG	N;NOM;SG
кръв	veri	кръв	veri	N;INDF;FEM;SG	N;NOM;SG
кръв	vere	кръв	veri	N;INDF;FEM;SG	N;NOM;SG
йерусалим	jeruusalemma	йерусалим	jeruusa_lemma	N;INDF;MASC;SG	N;NOM;SG
форум	foorum	форум	foorum	N;INDF;MASC;SG	N;NOM;SG
съединения	ühendid	съединение	ühend	N;INDF;NEUT;PL	N;NOM;PL
храмът	tempel	храм	tema	N;DEF;MASC;SG	N;NOM;SG
храмът	temple	храм	tema	N;DEF;MASC;SG	N;NOM;SG
департамент	osakond	департамент	osakond	N;INDF;MASC;SG	N;NOM;SG
участниците	osalejad	участник	osaleja	N;DEF;MASC;PL	N;NOM;PL
участниците	osalejaid	участник	osaleja	N;DEF;MASC;PL	N;PRT;PL
главни	peamised	главен	peamine	ADJ;INDF;PL	ADJ;NOM;PL
традиции	traditsioonid	традиция	traditsioon	N;INDF;FEM;PL	N;NOM;PL
традиции	traditsioonid	традиция	traditsioon	N;INDF;FEM;PL	N;NOM;PL
морета	merede	море	meri	N;INDF;NEUT;PL	N;GEN;PL
явно	ilmselt	явно	ilmselt	ADV	ADV
явно	nähtavasti	явно	nähtavasti	ADV	ADV
приложения	rakendused	приложение	rakendus	N;INDF;NEUT;PL	N;NOM;PL
приложения	taotlused	приложение	taotlus	N;INDF;NEUT;PL	N;NOM;PL
приложения	rakendused	приложение	rakendus	N;INDF;NEUT;PL	N;NOM;PL
приложения	lisad	приложение	lisa	N;INDF;NEUT;PL	N;NOM;PL
печат	pitser	печат	pitser	N;INDF;MASC;SG	N;NOM;SG
печат	tempel	печат	tema	N;INDF;MASC;SG	N;NOM;SG
печат	trükkimine	печат	trükkimine	N;INDF;MASC;SG	N;NOM;SG
печат	pitser	печат	pitser	N;INDF;MASC;SG	N;NOM;SG
печат	pitsat	печат	pitsa	N;INDF;MASC;SG	N;PRT;SG
печат	trükkimine	печат	trükkimine	N;INDF;MASC;SG	N;NOM;SG
печат	trüki	печат	trükk	N;INDF;MASC;SG	N;NOM;SG
служители	töötajad	служител	töötaja	N;INDF;MASC;PL	N;NOM;PL
служители	teenistujate	служител	teenistu=ja	N;INDF;MASC;PL	N;GEN;PL
служители	teenijad	служител	teenija	N;INDF;MASC;PL	N;NOM;PL
служители	teenistujad	служител	teenistuja	N;INDF;MASC;PL	N;NOM;PL
служители	teenrid	служител	teener	N;INDF;MASC;PL	N;NOM;PL
служители	töötajad	служител	töötaja	N;INDF;MASC;PL	N;NOM;PL
намаляване	vähendamine	намаляване	vähendamine	N;INDF;NEUT;SG	N;NOM;SG
намаляване	vähendamise	намаляване	vähendamine	N;INDF;NEUT;SG	N;GEN;SG
намаляване	vähenemine	намаляване	vähenemine	N;INDF;NEUT;SG	N;NOM;SG
доказателства	tõendid	доказателство	tõend	N;INDF;NEUT;PL	N;NOM;PL
доказателства	tõendid	доказателство	tõend	N;INDF;NEUT;PL	N;NOM;PL
доказателства	tõendeid	доказателство	tõend	N;INDF;NEUT;PL	N;PRT;PL
качество	kvaliteet	качество	kvaliteet	N;INDF;NEUT;SG	N;NOM;SG
десетки	tosinaid	десятка	tosin	N;INDF;FEM;PL	N;PRT;PL
драматичен	dramaatiline	драматичен	dramaatiline	ADJ;INDF;MASC;SG	ADJ;NOM;SG
григор	grigor	григор	grigor	N;INDF;MASC;SG	N;NOM;SG
франсоа	francois	франсоа	francois	N;INDF;MASC;SG	N;NOM;SG
франсоа	françois	франсоа	françois	N;INDF;MASC;SG	N;NOM;SG
диригент	dirigent	диригент	dirigent	N;INDF;MASC;SG	N;NOM;SG
личност	inimene	личност	inimene	N;INDF;FEM;SG	N;NOM;SG
личност	isik	личност	isik	N;INDF;FEM;SG	N;NOM;SG
личност	isiksus	личност	isiksus	N;INDF;FEM;SG	N;NOM;SG
личност	isikupära	личност	isiku_pära	N;INDF;FEM;SG	N;PRT;SG
ера	ajastu	ера	ajastu	N;INDF;FEM;SG	N;NOM;SG
ера	era	ера	era	N;INDF;FEM;SG	N;NOM;SG
португалски	portugali	португалски	portugali	ADJ;INDF;MASC;SG	ADJ
фестивала	festival	фестивал	festival	N;DEF;MASC;SG	N;NOM;SG
кристиан	cristian	кристиан	cristian	N;INDF;MASC;SG	N;NOM;SG
кристиан	christian	кристиан	christian	N;INDF;MASC;SG	N;NOM;SG
кристиан	kristlane	кристиан	kristlane	N;INDF;MASC;SG	N;NOM;SG
кристиан	kristjan	кристиан	kristjan	N;INDF;MASC;SG	N;NOM;SG
кристиан	kristian	кристиан	kristian	N;INDF;MASC;SG	N;NOM;SG
раждането	sünd	раждане	sünd	N;DEF;NEUT;SG	N;NOM;SG
раждането	sünni	раждане	sünd	N;DEF;NEUT;SG	N;NOM;SG
модул	moodul	модул	moodul	N;INDF;MASC;SG	N;NOM;SG
сърби	serblased	сърбин	serblane	N;INDF;MASC;PL	N;NOM;PL
картина	maal	картина	maa	N;INDF;FEM;SG	N;AT+ESS
;SG
картина	maali	картина	maal	N;INDF;FEM;SG	N;PRT;SG
картина	värvimine	картина	värvimine	N;INDF;FEM;SG	N;NOM;SG
обръща	tõmbab	обръщам-(се)	tõmbama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
очаква	eeldab	очаквам	eeldama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
поглед	piilu	поглед	piil	N;INDF;MASC;SG	N;NOM;SG
преводач	tõlk	преводач	tõlk	N;INDF;MASC;SG	N;NOM;SG
преводач	tõlkija	преводач	tõlkija	N;INDF;MASC;SG	N;NOM;SG
преводач	tõlk	преводач	tõlk	N;INDF;MASC;SG	N;NOM;SG
давид	david	давид	davi	N;INDF;MASC;SG	N;NOM;SG
обича	meeldib	обичам	meeldima	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
обича	armastab	обичам	armastama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
изображение	pilt	изображение	pilt	N;INDF;NEUT;SG	N;NOM;SG
изображение	pildi	изображение	pilt	N;INDF;NEUT;SG	N;GEN;SG
строителство	ehitamine	строителство	ehitamine	N;INDF;NEUT;SG	N;NOM;SG
строителство	ehitus	строителство	ehitus	N;INDF;NEUT;SG	N;NOM;SG
строителство	konstruktsioon	строителство	konstruktsioon	N;INDF;NEUT;SG	N;NOM;SG
вюртемберг	württemberg	вюртемберг	württemberg	N;INDF;MASC;SG	N;NOM;SG
здраве	tervist	здраве	tervis	N;INDF;NEUT;SG	N;PRT;SG
здраве	tervishoid	здраве	tervis_hoid	N;INDF;NEUT;SG	N;NOM;SG
здраве	tervis	здраве	tervis	N;INDF;NEUT;SG	N;NOM;SG
дълбоко	sügavalt	дълбоко	sügavalt	ADV	ADV
дълбоко	sügavale	дълбоко	sügavale	ADV	ADV
относително	suhteliselt	относително	suhteliselt	ADV	ADV
афганистан	afganistan	афганистан	afganistama	N;DEF;MASC;SG	N;NOM;SG
афганистан	afganistani	афганистан	afganistan	N;DEF;MASC;SG	N;SG
афганистан	afganistani	афганистан	afganistan	N;DEF;MASC;SG	N;SG
афганистан	afgaani	афганистан	afgaan	N;DEF;MASC;SG	N;NOM;SG
глави	päid	глава	päid	N;INDF;FEM;PL	N;PRT;PL
глави	peatükid	глава	pea_tükk	N;INDF;FEM;PL	N;NOM;PL
покрива	katus	покрив	katus	N;INDF;MASC;SG	N;NOM;SG
екипаж	meeskond	екипаж	meeskond	N;INDF;MASC;SG	N;NOM;SG
века	sajandi	век	sajand	N;DEF;MASC;SG	N;GEN;SG
века	sajand	век	sajand	N;DEF;MASC;SG	N;NOM;SG
партизанин	partisan	партизанин	partisan	N;INDF;MASC;SG	N;NOM;SG
асистент	abiline	асистент	abiline	N;INDF;MASC;SG	N;NOM;SG
асистент	assistent	асистент	assistent	N;INDF;MASC;SG	N;NOM;SG
пътуване	reisimine	пътуване	reisimine	N;INDF;NEUT;SG	N;NOM;SG
пътуване	reisi	пътуване	reis	N;INDF;NEUT;SG	N;PRT;SG
пътуване	rännak	пътуване	rännak	N;INDF;NEUT;SG	N;NOM;SG
пътуване	teekond	пътуване	teekond	N;INDF;NEUT;SG	N;NOM;SG
пътуване	reis	пътуване	reis	N;INDF;NEUT;SG	N;NOM;SG
пътуване	reisimine	пътуване	reisimine	N;INDF;NEUT;SG	N;NOM;SG
пътуване	trip	пътуване	trip	N;INDF;NEUT;SG	N;NOM;SG
пътуване	reis	пътуване	reis	N;INDF;NEUT;SG	N;NOM;SG
продължителност	kestus	продължителност	kestus	N;INDF;FEM;SG	N;NOM;SG
активна	aktiivne	активна	aktiivne	ADJ;INDF;FEM;SG	ADJ;NOM;SG
специалист	spetsialist	специалист	spetsialist	N;INDF;MASC;SG	N;NOM;SG
хаджи	haji	хаджи	haji	N;INDF;MASC;SG	N;NOM;SG
месо	liha	месо	liha	N;INDF;NEUT;SG	N;NOM;SG
цена	price	цена	price	N;INDF;FEM;SG	N;NOM;SG
цена	hind	цена	hind	N;INDF;FEM;SG	N;NOM;SG
цена	kulu	цена	kulu	N;INDF;FEM;SG	N;NOM;SG
цена	maksumus	цена	maksumus	N;INDF;FEM;SG	N;NOM;SG
правилно	paremale	правилно	paremale	ADV	ADV
представени	esitletud	представя-(се)	esitlema	V;PFV;INDF;PL;V.PTCP;PASS	V;PST;V.PTCP;PASS
представени	esitatud	представя-(се)	esitama	V;PFV;INDF;PL;V.PTCP;PASS	V;PST;V.PTCP;PASS
представени	esitatud	представя-(се)	esitama	V;PFV;INDF;PL;V.PTCP;PASS	V;PST;V.PTCP;PASS
представени	esindatud	представя-(се)	esindama	V;PFV;INDF;PL;V.PTCP;PASS	V;PST;V.PTCP;PASS
прилага	rakendab	прилагам	rakendama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
холмс	holmes	холмс	holm	N;INDF;MASC;SG	N;NOM;SG
водач	juhend	водач	juhend	N;INDF;MASC;SG	N;NOM;SG
водач	giid	водач	giid	N;INDF;MASC;SG	N;NOM;SG
водач	liider	водач	liider	N;INDF;MASC;SG	N;NOM;SG
водач	juht	водач	juht	N;INDF;MASC;SG	N;NOM;SG
водач	leader	водач	leader	N;INDF;MASC;SG	N;NOM;SG
антоний	antonius	антоний	antonius	N;INDF;MASC;SG	N;NOM;SG
ръце	relvad	ръка	relv	N;INDF;FEM;PL	N;NOM;PL
ръце	käed	ръка	käsi	N;INDF;FEM;PL	N;NOM;PL
ръце	käed	ръка	käsi	N;INDF;FEM;PL	N;NOM;PL
посветен	pühendatud	посветя-(се)	pühendama	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
посочено	viidatud	посоча	viitama	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
посочено	näidatud	посоча	näitama	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
коментар	kommentaari	коментар	kommentaar	N;INDF;MASC;SG	N;PRT;SG
коментар	kommentaar	коментар	kommentaar	N;INDF;MASC;SG	N;NOM;SG
популярна	populaarne	популярен	populaarne	ADJ;INDF;FEM;SG	ADJ;NOM;SG
стандарт	standard	стандарт	standard	N;INDF;MASC;SG	N;NOM;SG
региони	regioonid	регион	regioon	N;INDF;MASC;PL	N;NOM;PL
региони	piirkonnad	регион	piirkond	N;INDF;MASC;PL	N;NOM;PL
популярен	populaarne	популярен	populaarne	ADJ;INDF;MASC;SG	ADJ;NOM;SG
студио	stuudio	студио	stuudio	N;INDF;NEUT;SG	N;NOM;SG
червена	punane	червен	punane	ADJ;INDF;FEM;SG	ADJ;NOM;SG
пистата	pala	писта	pala	N;DEF;FEM;SG	N;NOM;SG
пистата	raja	писта	rada	N;DEF;FEM;SG	N;NOM;SG
пистата	rada	писта	rada	N;DEF;FEM;SG	N;PRT;SG
пистата	rööbastee	писта	rööbas_tee	N;DEF;FEM;SG	N;NOM;SG
съдбата	saatuse	съдба	saatus	N;DEF;FEM;SG	N;GEN;SG
съдбата	saatus	съдба	saatus	N;DEF;FEM;SG	N;NOM;SG
съдбата	saatuse	съдба	saatus	N;DEF;FEM;SG	N;GEN;SG
съдбата	saatus	съдба	saatus	N;DEF;FEM;SG	N;NOM;SG
чувства	tundeid	чувство	tunne	N;INDF;NEUT;PL	N;PRT;PL
чувства	tunded	чувство	tunne	N;INDF;NEUT;PL	N;NOM;PL
златна	kuldne	златен	kuldne	ADJ;INDF;FEM;SG	ADJ;NOM;SG
жанр	žanr	жанр	žanr	N;INDF;MASC;SG	N;NOM;SG
културен	kultuuriline	културен	kultuuriline	ADJ;INDF;MASC;SG	ADJ;NOM;SG
културен	kultiveeritud	културен	kultiveeri=tud	ADJ;INDF;MASC;SG	ADJ;PST;V.PTCP;PASS
обяснява	selgitab	обяснявам-(се)	selgitama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
обяснява	seletab	обяснявам-(се)	seletama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
врата	uks	врата	uks	N;INDF;FEM;SG	N;NOM;SG
врата	kaela	врата	kael	N;INDF;FEM;SG	N;PRT;SG
врата	kael	врата	kael	N;INDF;FEM;SG	N;NOM;SG
юрист	advokaat	юрист	advokaat	N;INDF;MASC;SG	N;NOM;SG
юрист	jurist	юрист	jurist	N;INDF;MASC;SG	N;NOM;SG
мира	mira	мир	mira	N;INDF;FEM;SG	N;NOM;SG
слава	kuulsus	слава	kuulsus	N;INDF;FEM;SG	N;NOM;SG
слава	hiilgus	слава	hiilgus	N;INDF;FEM;SG	N;NOM;SG
ниски	madalad	нисък	madal	ADJ;INDF;PL	ADJ;NOM;PL
естествени	looduslikud	естествен	looduslik	ADJ;INDF;PL	ADJ;NOM;PL
кухня	köök	кухня	köök	N;INDF;FEM;SG	N;NOM;SG
предприятия	ettevõtted	предприятие	ette_võte	N;INDF;NEUT;PL	N;NOM;PL
предприятия	ettevõtted	предприятие	ette_võte	N;INDF;NEUT;PL	N;NOM;PL
предприятия	ettevõtjad	предприятие	ette_võtja	N;INDF;NEUT;PL	N;NOM;PL
лигата	league	лига	league	N;DEF;FEM;SG	N;NOM;SG
откриване	avastamise	откриване	avastamine	N;INDF;NEUT;SG	N;GEN;SG
откриване	tuvastamine	откриване	tuvastamine	N;INDF;NEUT;SG	N;NOM;SG
откриване	avastamine	откриване	avastamine	N;INDF;NEUT;SG	N;NOM;SG
откриване	discovery	откриване	discovery	N;INDF;NEUT;SG	N;NOM;SG
откриване	avastus	откриване	avastus	N;INDF;NEUT;SG	N;NOM;SG
откриване	avastamine	откриване	avastamine	N;INDF;NEUT;SG	N;NOM;SG
откриване	avamine	откриване	avamine	N;INDF;NEUT;SG	N;NOM;SG
оборудване	varustus	оборудване	varustus	N;INDF;NEUT;SG	N;NOM;SG
тони	tony	тони	tony	N;INDF;MASC;SG	N;NOM;SG
тони	toni	тони	toni	N;INDF;MASC;SG	N;NOM;SG
фабрика	vabrik	фабрика	vabrik	N;INDF;FEM;SG	N;NOM;SG
фабрика	tehas	фабрика	tehas	N;INDF;FEM;SG	N;NOM;SG
мисии	missioonid	мисия	missioon	N;INDF;FEM;PL	N;NOM;PL
мисии	missioonide	мисия	missioon	N;INDF;FEM;PL	N;GEN;PL
рейн	rein	рейн	rein	N;INDF;MASC;SG	N;NOM;SG
рейн	reini	рейн	rein	N;INDF;MASC;SG	N;NOM;SG
рейн	vihm	рейн	vihm	N;INDF;MASC;SG	N;NOM;SG
рейн	rain	рейн	rain	N;INDF;MASC;SG	N;NOM;SG
станислав	stanislav	станислав	stanislav	N;INDF;MASC;SG	N;NOM;SG
списания	ajakirjad	списание	aja_kiri	N;INDF;NEUT;PL	N;NOM;PL
списания	ajakirjad	списание	aja_kiri	N;INDF;NEUT;PL	N;NOM;PL
списания	ajakirju	списание	aja_kiri	N;INDF;NEUT;PL	N;PRT;PL
списания	ajakirjade	списание	aja_kiri	N;INDF;NEUT;PL	N;GEN;PL
клубът	klubi	клуб	klubi	N;DEF;MASC;SG	N;NOM;SG
клубът	club	клуб	club	N;DEF;MASC;SG	N;NOM;SG
играл	mängis	играя	mängima	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
играл	mänginud	играя	mängima	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PST;V.PTCP;ACT
положението	olukord	положение	olu_kord	N;DEF;NEUT;SG	N;NOM;SG
положението	situatsioon	положение	situatsioon	N;DEF;NEUT;SG	N;NOM;SG
значителна	märkimisväärne	значителен	märkimis_väärne	ADJ;INDF;FEM;SG	ADJ;NOM;SG
проблемите	probleemid	проблем	probleem	N;DEF;MASC;PL	N;NOM;PL
кратка	lühike	кратък	lühike	ADJ;INDF;FEM;SG	ADJ;NOM;SG
вокал	vokaal	вокал	vokaal	N;INDF;MASC;SG	N;NOM;SG
усилия	jõupingutused	усилие	jõu_pingutus	N;INDF;NEUT;PL	N;NOM;PL
усилия	pingutused	усилие	pingutus	N;INDF;NEUT;PL	N;NOM;PL
усилия	jõupingutusi	усилие	jõu_pingutus	N;INDF;NEUT;PL	N;PRT;PL
усилия	jõupingutused	усилие	jõu_pingutus	N;INDF;NEUT;PL	N;NOM;PL
представена	esindatud	представя-(се)	esindama	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
представена	esitatud	представя-(се)	esitama	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
представена	esitletud	представя-(се)	esitlema	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
представена	esitatud	представя-(се)	esitama	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
контакт	kontakt	контакт	kontakt	N;INDF;MASC;SG	N;NOM;SG
контакт	kontakti	контакт	kontakt	N;INDF;MASC;SG	N;PRT;SG
космоса	kosmos	космос	kosmos	N;DEF;MASC;SG	N;NOM;SG
космоса	kosmos	космос	kosmos	N;DEF;MASC;SG	N;NOM;SG
космоса	ruum	космос	ruum	N;DEF;MASC;SG	N;NOM;SG
космоса	ruumi	космос	ruum	N;DEF;MASC;SG	N;PRT;SG
традиционно	traditsiooniliselt	традиционен	traditsiooniliselt	ADV	ADV
костур	ahven	костур	ahvema	N;INDF;MASC;SG	N;NOM;SG
костур	bass	костур	bass	N;INDF;MASC;SG	N;NOM;SG
разделен	eraldatud	разделя-(се)	eraldama	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
среден	keskmine	среден	keskmine	ADJ;INDF;MASC;SG	ADJ;NOM;SG
среден	keskmise	среден	keskmine	ADJ;INDF;MASC;SG	ADJ;GEN;SG
среден	keskmine	среден	keskmine	ADJ;INDF;MASC;SG	ADJ;NOM;SG
независима	iseseisev	независим	ise_seisev	ADJ;INDF;FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
независима	sõltumatu	независим	sõltumatu	ADJ;INDF;FEM;SG	ADJ;NOM;SG
фактори	tegureid	фактор	tegur	N;INDF;MASC;PL	N;PRT;PL
фактори	tegurid	фактор	tegur	N;INDF;MASC;PL	N;NOM;PL
туризъм	turism	туризъм	turism	N;INDF;MASC;SG	N;NOM;SG
бронзов	pronks	бронзов	pronks	N;INDF;MASC;SG	N;NOM;SG
географска	geograafiline	географски	geo_graafiline	ADJ;INDF;FEM;SG	ADJ;NOM;SG
географска	geograafiline	географски	geo_graafiline	ADJ;INDF;FEM;SG	ADJ;NOM;SG
динамо	dünamo	динамо	dünamo	N;INDF;NEUT;SG	N;NOM;SG
активен	aktiivne	активен	aktiivne	ADJ;INDF;MASC;SG	ADJ;NOM;SG
буква	kirja	буква	kiri	N;INDF;FEM;SG	N;IN+ALL;LGSPEC1;SG
буква	kiri	буква	kiri	N;INDF;FEM;SG	N;NOM;SG
спомени	mälestusi	споменя	mälestus	N;INDF;MASC;PL	N;PRT;PL
спомени	mälestused	споменя	mälestus	N;INDF;MASC;PL	N;NOM;PL
бъдеще	tulevikku	бъдеще	tulevik	N;INDF;NEUT;SG	N;PRT;SG
бъдеще	tulevik	бъдеще	tulevik	N;INDF;NEUT;SG	N;NOM;SG
отваря	avab	отварям-(се)	avama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
мароко	maroko	мароко	maroko	N;INDF;MASC;SG	N;NOM;SG
изследовател	uurija	изследовател	uurija	N;INDF;MASC;SG	N;NOM;SG
изследовател	maadeavastaja	изследовател	maade_avastaja	N;INDF;MASC;SG	N;NOM;SG
хранене	toitumine	хранене	toitumine	N;INDF;NEUT;SG	N;NOM;SG
хранене	toitumise	хранене	toitumine	N;INDF;NEUT;SG	N;GEN;SG
хранене	toitmine	хранене	toitmine	N;INDF;NEUT;SG	N;NOM;SG
хранене	toitmise	хранене	toitmine	N;INDF;NEUT;SG	N;GEN;SG
хранене	eine	хранене	eine	N;INDF;NEUT;SG	N;NOM;SG
хранене	jahu	хранене	jahu	N;INDF;NEUT;SG	N;PRT;SG
бразилски	brasiilia	бразилски	brasiilia	ADJ;INDF;MASC;SG	ADJ
племе	hõim	племе	hõim	N;INDF;NEUT;SG	N;NOM;SG
племе	hõimu	племе	hõim	N;INDF;NEUT;SG	N;GEN;SG
псевдоним	varjunimi	псевдоня	varjunim	N;INDF;MASC;SG	N;NOM;SG
псевдоним	alias	псевдоня	alias	N;INDF;MASC;SG	N;NOM;SG
псевдоним	pseudonüüm	псевдоня	pseudonüüm	N;INDF;MASC;SG	N;NOM;SG
пети	viiendaks	пети	viies	ADJ;INDF;MASC;SG	ADJ;TRANS;SG
азбука	tähestik	азбукам	tähestik	N;INDF;FEM;SG	N;NOM;SG
вътрешни	sisemised	вътрешен	sisemine	ADJ;INDF;PL	ADJ;NOM;PL
гватемала	guatemala	гватемал	guatemala	N;DEF;MASC;SG	N;NOM;SG
вино	veini	вино	vein	N;INDF;NEUT;SG	N;PRT;SG
вино	vein	вино	vein	N;INDF;NEUT;SG	N;NOM;SG
кратък	lühike	кратък	lühike	ADJ;INDF;MASC;SG	ADJ;NOM;SG
подножието	jalamil	подножие	jalam	N;DEF;NEUT;SG	N;AT+ESS
;SG
типове	tüübid	тип	tüüp	N;INDF;MASC;PL	N;NOM;PL
диск	ketta	диск	ketas	N;INDF;MASC;SG	N;NOM;SG
диск	plaat	диск	plaat	N;INDF;MASC;SG	N;NOM;SG
диск	ketas	диск	ketas	N;INDF;MASC;SG	N;NOM;SG
диск	plaadi	диск	plaat	N;INDF;MASC;SG	N;GEN;SG
диск	ketta	диск	ketas	N;INDF;MASC;SG	N;NOM;SG
диск	ketas	диск	ketas	N;INDF;MASC;SG	N;NOM;SG
разкрива	paljastab	разкривам-(се)	paljastama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
кожа	nahk	кожа	nahk	N;INDF;FEM;SG	N;NOM;SG
кожа	nahast	кожа	nahk	N;INDF;FEM;SG	N;IN+ABL;SG
кожа	nahka	кожа	nahk	N;INDF;FEM;SG	N;PRT;SG
кожа	nahk	кожа	nahk	N;INDF;FEM;SG	N;NOM;SG
кожа	naha	кожа	nahk	N;INDF;FEM;SG	N;GEN;SG
стотици	sadu	стотица	sadu	N;INDF;FEM;PL	N;NOM;PL
следователно	seetõttu	следователно	see_tõttu	ADV	ADV
следователно	seepärast	следователно	see_pärast	ADV	ADV
стихотворения	luuletusi	стихотворен	luuletus	N;INDF;NEUT;PL	N;PRT;PL
стихотворения	luuletused	стихотворен	luuletus	N;INDF;NEUT;PL	N;NOM;PL
отделен	eraldi	отделен	eraldi	ADJ;INDF;MASC;SG	ADJ
надежда	lootus	надежда	lootus	N;INDF;FEM;SG	N;NOM;SG
раздел	lõik	раздел	lõik	N;INDF;MASC;SG	N;NOM;SG
раздел	sektsioon	раздел	sektsioon	N;INDF;MASC;SG	N;NOM;SG
раздел	jagu	раздел	jagu	N;INDF;MASC;SG	N;PRT;SG
бундеслига	bundesliga	бундеслига	bundesl	N;INDF;FEM;SG	N;COM;SG
ракета	rakett	ракета	rakett	N;INDF;FEM;SG	N;NOM;SG
ракета	rakett	ракета	rakett	N;INDF;FEM;SG	N;NOM;SG
манастири	kloostrid	манастирам	klooster	N;INDF;FEM;PL	N;NOM;PL
кожата	nahka	кожа	nahk	N;DEF;FEM;SG	N;PRT;SG
кожата	nahk	кожа	nahk	N;DEF;FEM;SG	N;NOM;SG
кожата	naha	кожа	nahk	N;DEF;FEM;SG	N;GEN;SG
адвокат	advokaat	адвокат	advokaat	N;INDF;MASC;SG	N;NOM;SG
адвокат	advokaat	адвокат	advokaat	N;INDF;MASC;SG	N;NOM;SG
адвокат	jurist	адвокат	jurist	N;INDF;MASC;SG	N;NOM;SG
конфликти	konfliktid	конфликт	konflikt	N;INDF;MASC;PL	N;NOM;PL
конфликти	konfliktid	конфликт	konflikt	N;INDF;MASC;PL	N;NOM;PL
колонии	kolooniad	колония	koloonia	N;INDF;FEM;PL	N;NOM;PL
сингапур	singapuri	сингапур	singa_puri	N;INDF;MASC;SG	N;NOM;SG
сингапур	singapuris	сингапур	singa_puris	N;INDF;MASC;SG	N;IN+ESS;SG
червени	punased	червен	punane	ADJ;INDF;PL	ADJ;NOM;PL
червени	punased	червен	punane	ADJ;INDF;PL	ADJ;NOM;PL
грешка	väär	грешка	väär	N;INDF;FEM;SG	N;NOM;SG
грешка	viga	грешка	viga	N;INDF;FEM;SG	N;NOM;SG
вечер	õhtu	вечер	õhtu	N;INDF;FEM;SG	N;NOM;SG
вечер	õhtu	вечер	õhtu	N;INDF;FEM;SG	N;NOM;SG
вечер	öö	вечер	öö	N;INDF;FEM;SG	N;NOM;SG
вечер	ööd	вечер	öö	N;INDF;FEM;SG	N;NOM;SG
проучване	uuring	проучване	uuring	N;INDF;NEUT;SG	N;NOM;SG
проучване	uurimistöö	проучване	uurimis_töö	N;INDF;NEUT;SG	N;NOM;SG
проучване	ülevaatus	проучване	üle_vaatus	N;INDF;NEUT;SG	N;NOM;SG
проучване	uuring	проучване	uuring	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	järelevalve	наблюдение	järele_valve	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	jälgimine	наблюдение	jälgimine	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	seire	наблюдение	seir	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	tähelepanek	наблюдение	tähele_panek	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	vaatluse	наблюдение	vaatlus	N;INDF;NEUT;SG	N;GEN;SG
наблюдение	vaatlus	наблюдение	vaatlus	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	järelevalve	наблюдение	järele_valve	N;INDF;NEUT;SG	N;NOM;SG
съжаление	kahju	съжаление	kahju	N;INDF;NEUT;SG	N;NOM;SG
съжаление	kahetsus	съжаление	kahetsus	N;INDF;NEUT;SG	N;NOM;SG
съжаление	kahetsust	съжаление	kahetsus	N;INDF;NEUT;SG	N;PRT;SG
включена	kaasatud	включа-(се)	kaasama	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
хор	koor	хор	koor	N;INDF;MASC;SG	N;NOM;SG
