категорія	categoría	категорія	categoría	N;INAN;NOM;FEM;SG	N
мовлення	discurso	мовлення	discurso	N;INAN;NOM;NEUT;SG	N
мовлення	expresión	мовлення	expresión	N;INAN;NOM;NEUT;SG	N
дизайн	deseño	дизайн	deseño	N;INAN;NOM;MASC;SG	N
знає	sabe	знати	saber	V;IPFV;IND;SG;3;PRS;FIN	V
знає	coñece	знати	coñecer	V;IPFV;IND;SG;3;PRS;FIN	V
знає	sábeo	знати	sábeo	V;IPFV;IND;SG;3;PRS;FIN	V
законодавства	lexislación	законодавство	lexislación	N;INAN;NOM;NEUT;SG	N
законодавства	lei	законодавство	lei	N;INAN;NOM;NEUT;SG	N
картин	pinturas	картина	pintura	N;INAN;GEN;FEM;PL	N
картин	cadros	картина	cadro	N;INAN;GEN;FEM;PL	N
скульптури	esculturas	скульптура	escultura	N;INAN;NOM;FEM;PL	N
пасажирів	pasaxeiros	пасажир	pasaxeiro	N;INAN;GEN;MASC;PL	N
змінити	editar	змінити	editar	V;PFV;NFIN	V
змінити	cambiar	змінити	cambiar	V;PFV;NFIN	V
змінити	mudar	змінити	mudar	V;PFV;NFIN	V
священик	cura	священик	curo	N;ANIM;NOM;MASC;SG	N
змогли	podía	змогти	podía	V;PFV;IND;PL;PST;FIN	V
змогли	podería	змогти	poder	V;PFV;IND;PL;PST;FIN	V
поведінки	comportamento	поведінка	comportamento	N;INAN;NOM;FEM;PL	N
поведінки	comportamental	поведінка	comportamental	N;INAN;NOM;FEM;PL	N
циклу	acople	цикл	acoplar	N;INAN;GEN;MASC;SG	N
циклу	volta	цикл	volta	N;INAN;GEN;MASC;SG	N
вежа	torre	вежа	torre	N;INAN;NOM;FEM;SG	N
деталі	detalles	деталі	detalle	N;INAN;NOM;FEM;PL	N
деталі	crédito	деталі	crédito	N;INAN;NOM;FEM;PL	N
частинок	partículas	частинка	partícula	N;INAN;GEN;FEM;PL	N
єпископа	bispo	єпископ	bispo	N;ANIM;ACC;MASC;SG	N
асоціація	asociación	асоціація	asociación	N;INAN;NOM;FEM;SG	N
приймає	leva	приймати	levar	V;IPFV;IND;SG;3;PRS;FIN	V
розробив	deseñados	розробити	deseñar	V;PFV;MASC;IND;SG;PST;FIN	V
розробив	deseñadas	розробити	deseñar	V;PFV;MASC;IND;SG;PST;FIN	V
розробив	deseñado	розробити	deseñar	V;PFV;MASC;IND;SG;PST;FIN	V
розробив	deseñamos	розробити	deseñar	V;PFV;MASC;IND;SG;PST;FIN	V
сюжет	historia	сюжет	historia	N;INAN;NOM;MASC;SG	N
сюжет	relato	сюжет	relato	N;INAN;NOM;MASC;SG	N
майстерні	estudio	майстерня	estudio	N;INAN;NOM;FEM;PL	N
драма	drama	драма	dramar	N;INAN;NOM;FEM;SG	N
католицька	católica	католицький	católico	ADJ;NOM;FEM;SG	ADJ
католицька	católico	католицький	católico	ADJ;NOM;FEM;SG	ADJ
зауваження	nota	зауваження	nota	N;INAN;NOM;NEUT;PL	N
зауваження	conta	зауваження	conta	N;INAN;NOM;NEUT;PL	N
зауваження	aviso	зауваження	aviso	N;INAN;NOM;NEUT;PL	N
погляд	mirada	погляд	mirada	N;INAN;NOM;MASC;SG	N
віра	vera	віра	verar	N;ANIM;NOM;FEM;SG	N
віра	fe	віра	fe	N;ANIM;NOM;FEM;SG	N
віра	crenza	віра	crenza	N;ANIM;NOM;FEM;SG	N
стрічки	cinta	стрічка	cintar	N;INAN;NOM;FEM;PL	N
визволення	liberación	визволення	liberación	N;INAN;NOM;NEUT;SG	N
користування	uso	користування	uso	N;INAN;NOM;NEUT;SG	N
мінерали	minerais	мінерал	mineral	N;INAN;NOM;MASC;PL	N
інтереси	intereses	інтерес	interese	N;INAN;NOM;MASC;PL	N
представляє	representa	представляти	representar	V;IPFV;IND;SG;3;PRS;FIN	V
плани	plans	план	plan	N;INAN;NOM;MASC;PL	N
плани	planos	план	plano	N;INAN;NOM;MASC;PL	N
прибуток	ingresos	прибуток	ingreso	N;INAN;NOM;MASC;SG	N
прибуток	ingreso	прибуток	ingreso	N;INAN;NOM;MASC;SG	N
прибуток	renda	прибуток	renda	N;INAN;NOM;MASC;SG	N
сержант	sarxento	сержант	sarxento	N;ANIM;NOM;MASC;SG	N
кут	ángulo	кут	ángulo	N;INAN;NOM;MASC;SG	N
надано	ofrecía	надати	ofrecer	V;PFV;IND;0;FIN	V
надано	dado	надати	dar	V;PFV;IND;0;FIN	V
явище	fenómeno	явище	fenómeno	N;INAN;NOM;NEUT;SG	N
спеціальний	especial	спеціальний	especial	ADJ;NOM;MASC;SG	ADJ
спеціальний	especiais	спеціальний	especial	ADJ;NOM;MASC;SG	ADJ
подорож	viaxe	подорож	viaxe	N;INAN;NOM;FEM;SG	N
подорож	cara	подорож	cara	N;INAN;NOM;FEM;SG	N
подорож	viaxe	подорож	viaxe	N;INAN;NOM;FEM;SG	N
подорож	viaxe	подорож	viaxe	N;INAN;NOM;FEM;SG	N
оцінка	cualificación	оцінка	cualificación	N;INAN;NOM;FEM;SG	N
долини	vales	долина	val	N;INAN;NOM;FEM;PL	N
погляди	opinións	погляд	opinión	N;INAN;NOM;MASC;PL	N
учні	estudantes	учень	estudantes	N;ANIM;NOM;MASC;PL	N
учні	alumnos	учень	alumno	N;ANIM;NOM;MASC;PL	N
учні	alumnos	учень	alumno	N;ANIM;NOM;MASC;PL	N
повне	completo	повний	completo	ADJ;NOM;NEUT;SG	ADJ
пік	pico	пік	pico	N;INAN;NOM;MASC;SG	N
необхідні	necesario	необхідний	necesario	ADJ;NOM;PL	ADJ
необхідні	necesaria	необхідний	necesario	ADJ;NOM;PL	ADJ
необхідні	necesarios	необхідний	necesario	ADJ;NOM;PL	ADJ
необхідні	necesarias	необхідний	necesario	ADJ;NOM;PL	ADJ
необхідні	preciso	необхідний	preciso	ADJ;NOM;PL	ADJ
дали	deume	дати	deume	V;PFV;IND;PL;PST;FIN	V
дали	deu	дати	dar	V;PFV;IND;PL;PST;FIN	V
комах	insectos	комаха	insecto	N;ANIM;ACC;FEM;PL	N
зброю	armas	зброя	arma	N;INAN;ACC;FEM;SG	N
зброю	armamento	зброя	armamento	N;INAN;ACC;FEM;SG	N
зброю	arma	зброя	arma	N;INAN;ACC;FEM;SG	N
зброю	armas	зброя	arma	N;INAN;ACC;FEM;SG	N
зброю	fusís	зброя	fuso	N;INAN;ACC;FEM;SG	N
зброю	armados	зброя	armar	N;INAN;ACC;FEM;SG	N
зброю	metralladoras	зброя	metrallador	N;INAN;ACC;FEM;SG	N
ідею	idea	ідея	idea	N;INAN;ACC;FEM;SG	N
активний	activas	активний	activo	ADJ;NOM;MASC;SG	ADJ
співвідношення	proporción	співвідношення	proporción	N;INAN;NOM;NEUT;SG	N
співвідношення	porcentaxe	співвідношення	porcentaxe	N;INAN;NOM;NEUT;SG	N
співвідношення	aspecto	співвідношення	aspecto	N;INAN;NOM;NEUT;SG	N
зберігаються	almacenados	зберігатися	almacenar	V;IPFV;IND;PL;3;PRS;FIN	V
суддя	xuíz	суддя	xuíz	N;ANIM;NOM;MASC;SG	N
спроба	intento	спроба	intento	N;INAN;NOM;FEM;SG	N
платформа	plataforma	платформа	plataforma	N;INAN;NOM;FEM;SG	N
журі	xurado	жур	xurado	N;INAN;NOM;MASC;SG	N
стане	convértese	стати	convérter	V;PFV;IND;SG;3;FUT;FIN	V
стане	vólvese	стати	vólvese	V;PFV;IND;SG;3;FUT;FIN	V
стане	é	стати	ser	V;PFV;IND;SG;3;FUT;FIN	V
відповіді	respostas	відповідь	resposta	N;INAN;NOM;FEM;PL	N
відповіді	respostas	відповідь	resposta	N;INAN;NOM;FEM;PL	N
відповіді	repostas	відповідь	reposta	N;INAN;NOM;FEM;PL	N
концепції	conceptos	концепція	concepto	N;INAN;NOM;FEM;PL	N
потребує	ten	потребувати	ter	V;IPFV;IND;SG;3;PRS;FIN	V
потребує	necesita	потребувати	necesitar	V;IPFV;IND;SG;3;PRS;FIN	V
потребує	require	потребувати	requirir	V;IPFV;IND;SG;3;PRS;FIN	V
філософія	filosofía	філософія	filosofía	N;INAN;NOM;FEM;SG	N
почався	comecei	початися	comecer	V;PFV;MASC;IND;SG;PST;FIN	V
почався	comezamos	початися	comezar	V;PFV;MASC;IND;SG;PST;FIN	V
почався	empecei	початися	empecar	V;PFV;MASC;IND;SG;PST;FIN	V
почався	comezou	початися	comezar	V;PFV;MASC;IND;SG;PST;FIN	V
почався	comecei	початися	comecer	V;PFV;MASC;IND;SG;PST;FIN	V
почався	comezaron	початися	comezar	V;PFV;MASC;IND;SG;PST;FIN	V
почався	comezou	початися	comezar	V;PFV;MASC;IND;SG;PST;FIN	V
почався	empezou	початися	empezar	V;PFV;MASC;IND;SG;PST;FIN	V
висока	alto	високий	alto	ADJ;NOM;FEM;SG	ADJ
висока	alta	високий	alto	ADJ;NOM;FEM;SG	ADJ
релігійні	relixioso	релігійний	relixioso	ADJ;NOM;PL	ADJ
релігійні	relixiosa	релігійний	relixioso	ADJ;NOM;PL	ADJ
акторка	actriz	акторка	actriz	N;ANIM;NOM;FEM;SG	N
історичної	históricas	історичний	histórico	ADJ;GEN;FEM;SG	ADJ
історичної	histórica	історичний	histórico	ADJ;GEN;FEM;SG	ADJ
атаки	ataques	атаки	ataque	N;INAN;NOM;FEM;PL	N
атаки	ataque	атаки	ataque	N;INAN;NOM;FEM;PL	N
наші	noso	наш	noso	DET;NOM;PL;1	DET
наші	nosas	наш	noso	DET;NOM;PL;1	DET
наші	nosa	наш	noso	DET;NOM;PL;1	DET
наші	nosos	наш	noso	DET;NOM;PL;1	DET
наші	o	наш	o	DET;NOM;PL;1	DET
наші	a	наш	o	DET;NOM;PL;1	DET
наші	os	наш	o	DET;NOM;PL;1	DET
наші	noso	наш	noso	DET;NOM;PL;1	DET
наші	nosas	наш	noso	DET;NOM;PL;1	DET
наші	nosa	наш	noso	DET;NOM;PL;1	DET
наші	nosos	наш	noso	DET;NOM;PL;1	DET
спогади	lembranzas	спогад	lembranza	N;INAN;NOM;MASC;PL	N
спогади	recordos	спогад	recordo	N;INAN;NOM;MASC;PL	N
дорослому	grande	дорослий	grande	ADJ;DAT;NEUT;SG	ADJ
дорослому	maior	дорослий	maior	ADJ;DAT;NEUT;SG	ADJ
шампань	champaña	шампання	champaña	N;INAN;NOM;MASC;SG	N
засіб	ferramenta	засіб	ferramenta	N;INAN;NOM;MASC;SG	N
засіб	ferramentas	засіб	ferramenta	N;INAN;NOM;MASC;SG	N
тимчасово	temporalmente	тимчасово	témporal	ADV	ADV
обмін	intercambio	обмін	intercambio	N;INAN;NOM;MASC;SG	N
платформи	plataforma	платформа	plataforma	N;INAN;NOM;FEM;PL	N
проектування	deseño	проектування	deseño	N;INAN;NOM;NEUT;SG	N
довгі	longo	довгий	longo	ADJ;NOM;PL	ADJ
довгі	longa	довгий	longo	ADJ;NOM;PL	ADJ
пристроїв	mecanismos	пристрій	mecanismo	N;INAN;GEN;MASC;PL	N
пристроїв	dispositivos	пристрій	dispositivo	N;INAN;GEN;MASC;PL	N
пристроїв	aparellos	пристрій	aparello	N;INAN;GEN;MASC;PL	N
пристроїв	utensilios	пристрій	utensilio	N;INAN;GEN;MASC;PL	N
фізичні	física	фізичний	físico	ADJ;NOM;PL	ADJ
фізичні	físicos	фізичний	físico	ADJ;NOM;PL	ADJ
фізичні	físicas	фізичний	físico	ADJ;NOM;PL	ADJ
фізичні	físico	фізичний	físico	ADJ;NOM;PL	ADJ
артилерії	artillería	артилерія	artillería	N;INAN;NOM;FEM;PL	N
медіа	prensa	медіа	prensa	N;INAN;NOM;MASC;SG	N
медіа	medios	медіа	medio	N;INAN;NOM;MASC;SG	N
медіа	comunicación	медіа	comunicación	N;INAN;NOM;MASC;SG	N
повернутися	volvo	повернутися	volvo	V;PFV;NFIN	V
повернутися	regresar	повернутися	regresar	V;PFV;NFIN	V
повернутися	volva	повернутися	volva	V;PFV;NFIN	V
повернутися	volver	повернутися	volver	V;PFV;NFIN	V
природні	natural	природний	natural	ADJ;NOM;PL	ADJ
природні	normal	природний	normal	ADJ;NOM;PL	ADJ
природні	naturais	природний	natural	ADJ;NOM;PL	ADJ
підхід	enfoque	підхід	enfoque	N;INAN;NOM;MASC;SG	N
хвіст	cola	хвіст	cola	N;INAN;NOM;MASC;SG	N
економічні	económico	економічний	económico	ADJ;NOM;PL	ADJ
економічні	económicas	економічний	económico	ADJ;NOM;PL	ADJ
економічні	económica	економічний	económico	ADJ;NOM;PL	ADJ
журналісти	xornalismo	журналіст	xornalismo	N;ANIM;NOM;MASC;PL	N
журналісти	xornalistas	журналіст	xornalista	N;ANIM;NOM;MASC;PL	N
лікарня	hospital	лікарня	hospital	N;INAN;NOM;FEM;SG	N
вільний	libre	вільний	libre	ADJ;NOM;MASC;SG	ADJ
вільний	libres	вільний	libre	ADJ;NOM;MASC;SG	ADJ
німецькою	alemán	німецький	alemán	ADJ;INS;FEM;SG	ADJ
німецькою	alemana	німецький	alemanar	ADJ;INS;FEM;SG	ADJ
живопис	cadro	живопис	cadro	N;INAN;NOM;MASC;SG	N
живопис	pintura	живопис	pintura	N;INAN;NOM;MASC;SG	N
заліза	ferro	залізо	ferro	N;INAN;NOM;NEUT;SG	N
нагоди	nunha	нагода	nunha	N;INAN;NOM;FEM;PL	N
нагоди	ocasión	нагода	ocasión	N;INAN;NOM;FEM;PL	N
справді	realmente	справді	real	ADV	ADV
справді	moi	справді	moi	ADV	ADV
приєднання	á	приєднання	á	N;INAN;NOM;NEUT;SG	N
адміністрація	administración	адміністрація	administración	N;INAN;NOM;FEM;SG	N
дорослих	adulta	дорослий	adulto	ADJ;ACC;PL	ADJ
фігури	figuras	фігура	figura	N;INAN;NOM;FEM;PL	N
магазин	tenda	магазин	tenda	N;INAN;NOM;MASC;SG	N
магазин	delegados	магазин	delegado	N;INAN;NOM;MASC;SG	N
магазин	tenda	магазин	tenda	N;INAN;NOM;MASC;SG	N
магазин	almacéns	магазин	almacén	N;INAN;NOM;MASC;SG	N
магазин	almacén	магазин	almacén	N;INAN;NOM;MASC;SG	N
армій	exércitos	армія	exército	N;INAN;GEN;FEM;PL	N
відповідальність	responsabilidade	відповідальність	responsabilidade	N;INAN;NOM;FEM;SG	N
потік	fluxo	потік	fluxo	N;INAN;NOM;MASC;SG	N
потік	transmisión	потік	transmisión	N;INAN;NOM;MASC;SG	N
потік	río	потік	río	N;INAN;NOM;MASC;SG	N
потік	regato	потік	regato	N;INAN;NOM;MASC;SG	N
гай	tipo	гай	tipo	N;ANIM;NOM;MASC;SG	N
гай	home	гай	home	N;ANIM;NOM;MASC;SG	N
поточний	actual	поточний	actual	ADJ;NOM;MASC;SG	ADJ
поточний	actuais	поточний	actual	ADJ;NOM;MASC;SG	ADJ
поточний	corrente	поточний	corrente	ADJ;NOM;MASC;SG	ADJ
лідерів	líderes	лідер	líder	N;ANIM;ACC;MASC;PL	N
розумію	entender	розуміти	entender	V;IPFV;IND;SG;1;PRS;FIN	V
розумію	comprender	розуміти	comprender	V;IPFV;IND;SG;1;PRS;FIN	V
розумію	entendo	розуміти	enter	V;IPFV;IND;SG;1;PRS;FIN	V
колекція	colección	колекція	colección	N;INAN;NOM;FEM;SG	N
давніх	antiga	давній	antigo	ADJ;GEN;PL	ADJ
давніх	antigas	давній	antigo	ADJ;GEN;PL	ADJ
підтвердження	aprobación	підтвердження	aprobación	N;INAN;NOM;NEUT;SG	N
танк	tanque	танк	tanque	N;INAN;NOM;MASC;SG	N
танк	depósito	танк	depósito	N;INAN;NOM;MASC;SG	N
друзів	amigos	друг	amigo	N;ANIM;ACC;MASC;PL	N
будинках	casas	будинок	casa	N;INAN;ESS;MASC;PL	N
будинках	fogares	будинок	fogar	N;INAN;ESS;MASC;PL	N
вищий	alto	вищий	alto	ADJ;NOM;CMPR;MASC;SG	ADJ
вищий	alta	вищий	alto	ADJ;NOM;CMPR;MASC;SG	ADJ
вищий	maior	вищий	maior	ADJ;NOM;CMPR;MASC;SG	ADJ
вищий	altas	вищий	alto	ADJ;NOM;CMPR;MASC;SG	ADJ
вищий	alto	вищий	alto	ADJ;NOM;CMPR;MASC;SG	ADJ
структур	estruturas	структура	estrutura	N;INAN;GEN;FEM;PL	N
виконавців	recursos	виконавець	recurso	N;ANIM;ACC;MASC;PL	N
виконавців	artistas	виконавець	artista	N;ANIM;ACC;MASC;PL	N
четвертий	cuarto	четвертий	cuarto	ADJ;NOM;MASC;SG	ADJ
четвертий	cuarta	четвертий	cuarto	ADJ;NOM;MASC;SG	ADJ
уникнути	evitar	уникнути	evitar	V;PFV;NFIN	V
маршрут	ruta	маршрут	ruta	N;INAN;NOM;MASC;SG	N
царство	reino	царство	reino	N;INAN;NOM;NEUT;SG	N
царство	ceos	царство	ceos	N;INAN;NOM;NEUT;SG	N
пояснення	explicación	пояснення	explicación	N;INAN;NOM;NEUT;SG	N
пояснення	explicarllo	пояснення	explicarllo	N;INAN;NOM;NEUT;SG	N
журналістів	xornalistas	журналіст	xornalista	N;ANIM;ACC;MASC;PL	N
засуджений	presidiario	засуджений	presidiario	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ
вхід	entrada	вхід	entrada	N;INAN;NOM;MASC;SG	N
росіяни	rusos	росіянин	ruso	N;ANIM;NOM;MASC;PL	N
випадки	casos	випадок	caso	N;INAN;NOM;MASC;PL	N
випадки	caixas	випадок	caixa	N;INAN;NOM;MASC;PL	N
персонаж	carácter	персонаж	carácter	N;ANIM;NOM;MASC;SG	N
утримання	detención	утримання	detención	N;INAN;NOM;NEUT;SG	N
проводять	gastar	проводити	gastar	V;IPFV;IND;PL;3;PRS;FIN	V
проводять	pasar	проводити	pasar	V;IPFV;IND;PL;3;PRS;FIN	V
читання	lectura	читання	lectura	N;INAN;NOM;NEUT;SG	N
пара	par	пара	par	N;INAN;NOM;FEM;SG	N
пара	par	пара	par	N;INAN;NOM;FEM;SG	N
пара	dous	пара	dous	N;INAN;NOM;FEM;SG	N
пара	parella	пара	parella	N;INAN;NOM;FEM;SG	N
табір	campo	табір	campo	N;INAN;NOM;MASC;SG	N
табір	campamento	табір	campamento	N;INAN;NOM;MASC;SG	N
табір	acampamento	табір	acampamento	N;INAN;NOM;MASC;SG	N
офіцер	policía	офіцер	policía	N;ANIM;NOM;MASC;SG	N
офіцер	axente	офіцер	axente	N;ANIM;NOM;MASC;SG	N
сталося	pasou	статися	pasar	V;PFV;NEUT;IND;SG;PST;FIN	V
сталося	ocorreu	статися	ocorrer	V;PFV;NEUT;IND;SG;PST;FIN	V
сталося	aconteceu	статися	acontecer	V;PFV;NEUT;IND;SG;PST;FIN	V
сталося	sucedeu	статися	suceder	V;PFV;NEUT;IND;SG;PST;FIN	V
десятки	decenas	десяток	decenas	N;INAN;NOM;MASC;PL	N
десятки	ducias	десяток	ducia	N;INAN;NOM;MASC;PL	N
десятки	ducias	десяток	ducia	N;INAN;NOM;MASC;PL	N
десятки	ducia	десяток	ducia	N;INAN;NOM;MASC;PL	N
схожі	similar	схожий	similar	ADJ;NOM;PL	ADJ
схожі	similares	схожий	similar	ADJ;NOM;PL	ADJ
схожі	semellantes	схожий	semellante	ADJ;NOM;PL	ADJ
схожі	semellante	схожий	semellante	ADJ;NOM;PL	ADJ
схожі	parecidas	схожий	parecer	ADJ;NOM;PL	ADJ
нагорода	recompensa	нагорода	recompensa	N;INAN;NOM;FEM;SG	N
нагорода	premio	нагорода	premio	N;INAN;NOM;FEM;SG	N
почуття	sensación	почуття	sensación	N;INAN;NOM;NEUT;SG	N
почуття	sentimento	почуття	sentimento	N;INAN;NOM;NEUT;SG	N
почуття	sentido	почуття	sentido	N;INAN;NOM;NEUT;SG	N
почуття	sentimentos	почуття	sentimento	N;INAN;NOM;NEUT;SG	N
почуття	distancia	почуття	distancia	N;INAN;NOM;NEUT;SG	N
символів	carácter	символ	carácter	N;INAN;GEN;MASC;PL	N
символів	idiogramas	символ	idiograma	N;INAN;GEN;MASC;PL	N
символів	personaxes	символ	personaxe	N;INAN;GEN;MASC;PL	N
активність	actividade	активність	actividade	N;INAN;NOM;FEM;SG	N
надати	dar	надати	dar	V;PFV;NFIN	V
надати	dáme	надати	dáme	V;PFV;NFIN	V
надати	indultarme	надати	indultarme	V;PFV;NFIN	V
наслідки	consecuencias	наслідок	consecuencia	N;INAN;NOM;MASC;PL	N
соціальні	social	соціальний	social	ADJ;NOM;PL	ADJ
соціальні	sociais	соціальний	social	ADJ;NOM;PL	ADJ
затвердження	aprobación	затвердження	aprobación	N;INAN;NOM;NEUT;SG	N
дворі	patio	двір	patio	N;INAN;DAT;MASC;SG	N
дворі	xardín	двір	xardír	N;INAN;DAT;MASC;SG	N
дворі	pendente	двір	pendente	N;INAN;DAT;MASC;SG	N
маю	ter	мати	ter	V;IPFV;IND;SG;1;PRS;FIN	V
маю	teñen	мати	ter	V;IPFV;IND;SG;1;PRS;FIN	V
маю	temos	мати	ter	V;IPFV;IND;SG;1;PRS;FIN	V
маю	teño	мати	ter	V;IPFV;IND;SG;1;PRS;FIN	V
плавання	piscina	плавання	piscina	N;INAN;NOM;NEUT;SG	N
плавання	á	плавання	á	N;INAN;NOM;NEUT;SG	N
виглядає	parece	виглядати	parecer	V;IPFV;IND;SG;3;PRS;FIN	V
виглядає	semella	виглядати	semellar	V;IPFV;IND;SG;3;PRS;FIN	V
рідини	líquido	рідина	líquido	N;INAN;NOM;FEM;PL	N
самих	mesmos	самий	mesmo	DET;ANIM;ACC;PL;REFL	DET
самих	mesmas	самий	mesmo	DET;ANIM;ACC;PL;REFL	DET
танки	tanques	танка	tanque	N;INAN;NOM;MASC;PL	N
студенти	estudantes	студент	estudantes	N;ANIM;NOM;MASC;PL	N
студенти	alumnos	студент	alumno	N;ANIM;NOM;MASC;PL	N
майна	propiedade	майна	propiedade	N;INAN;GEN;MASC;SG	N
релігія	relixión	релігія	relixión	N;INAN;NOM;FEM;SG	N
галереї	galería	галерей	galería	N;INAN;NOM;FEM;PL	N
галереї	louvre	галерей	louvrer	N;INAN;NOM;FEM;PL	N
громадяни	cidadáns	громадянин	cidadán	N;ANIM;NOM;MASC;PL	N
зйомки	tiro	зйомка	tiro	N;INAN;NOM;FEM;PL	N
повноваження	responsabilidades	повноваження	responsabilidade	N;INAN;NOM;NEUT;PL	N
кохання	amor	кохання	amor	N;INAN;NOM;NEUT;SG	N
показано	amosado	показати	amosar	V;PFV;IND;0;FIN	V
показано	demostrado	показати	demostrar	V;PFV;IND;0;FIN	V
важливі	importante	важливий	importante	ADJ;NOM;PL	ADJ
важливі	importantes	важливий	importante	ADJ;NOM;PL	ADJ
тижні	semanas	тиждень	semana	N;INAN;NOM;MASC;PL	N
ґрунту	chan	ґрунт	chan	N;INAN;GEN;MASC;SG	N
ґрунту	terra	ґрунт	terra	N;INAN;GEN;MASC;SG	N
рекорд	disco	рекорд	disco	N;INAN;NOM;MASC;SG	N
сягає	chega	сягати	chegar	V;IPFV;IND;SG;3;PRS;FIN	V
втрат	perdas	втрата	perda	N;INAN;GEN;FEM;PL	N
революція	revolución	революція	revolución	N;INAN;NOM;FEM;SG	N
професія	profesión	професія	profesión	N;INAN;NOM;FEM;SG	N
відтоді	xa	відтоді	xa	ADV	ADV
спілкування	comunicación	спілкування	comunicación	N;INAN;NOM;NEUT;SG	N
спілкування	forma	спілкування	forma	N;INAN;NOM;NEUT;SG	N
спілкування	comunicarnos	спілкування	comunicarno	N;INAN;NOM;NEUT;SG	N
спілкування	comunicación	спілкування	comunicación	N;INAN;NOM;NEUT;SG	N
спілкування	conversación	спілкування	conversación	N;INAN;NOM;NEUT;SG	N
спілкування	conversa	спілкування	converso	N;INAN;NOM;NEUT;SG	N
правильно	ben	правильно	ben	ADV	ADV
квітки	flor	квітка	flor	N;INAN;NOM;FEM;PL	N
художнього	artístico	художній	artístico	ADJ;GEN;MASC;SG	ADJ
власність	propiedade	власність	propiedade	N;INAN;NOM;FEM;SG	N
різниця	diferenza	різниця	diferenza	N;INAN;NOM;FEM;SG	N
різниця	diferenzas	різниця	diferenza	N;INAN;NOM;FEM;SG	N
різниця	diferencia	різниця	diferencia	N;INAN;NOM;FEM;SG	N
акт	acto	акт	acto	N;INAN;NOM;MASC;SG	N
дозвіл	permiso	дозвіл	permiso	N;INAN;NOM;MASC;SG	N
руїни	ruínas	руїна	ruína	N;INAN;NOM;FEM;PL	N
принц	príncipe	принц	príncipe	N;ANIM;NOM;MASC;SG	N
параметри	opcións	параметр	opción	N;INAN;NOM;MASC;PL	N
функцію	función	функція	función	N;INAN;ACC;FEM;SG	N
говорити	falar	говорити	falar	V;IPFV;NFIN	V
говорити	falar	говорити	falar	V;IPFV;NFIN	V
говорити	falamos	говорити	falar	V;IPFV;NFIN	V
говорити	fala	говорити	falar	V;IPFV;NFIN	V
говорити	fale	говорити	fale	V;IPFV;NFIN	V
ситуацію	situación	ситуація	situación	N;INAN;ACC;FEM;SG	N
погано	mal	погано	mal	ADV	ADV
погано	mal	погано	mal	ADV	ADV
економічна	económico	економічний	económico	ADJ;NOM;FEM;SG	ADJ
економічна	económicas	економічний	económico	ADJ;NOM;FEM;SG	ADJ
економічна	económica	економічний	económico	ADJ;NOM;FEM;SG	ADJ
сестри	irmás	сестра	irmás	N;ANIM;NOM;FEM;PL	N
переваги	beneficios	перевага	beneficio	N;INAN;NOM;FEM;PL	N
парламент	parlamento	парламент	parlamento	N;INAN;NOM;MASC;SG	N
яйця	ovos	яйце	ovo	N;INAN;NOM;NEUT;PL	N
яйця	pelotas	яйце	pelota	N;INAN;NOM;NEUT;PL	N
яйця	collóns	яйце	collón	N;INAN;NOM;NEUT;PL	N
яйця	ovos	яйце	ovo	N;INAN;NOM;NEUT;PL	N
селах	aldeas	село	aldea	N;INAN;ESS;NEUT;PL	N
селах	pobos	село	pobo	N;INAN;ESS;NEUT;PL	N
манчестер	manchester	манчестер	manchester	N;INAN;NOM;MASC;SG	N
предмети	obxectos	предмет	obxecto	N;INAN;NOM;MASC;PL	N
сесії	altar	сесія	altar	N;INAN;NOM;FEM;PL	N
сесії	sesión	сесія	sesión	N;INAN;NOM;FEM;PL	N
міліції	milicia	міліція	milicia	N;INAN;NOM;FEM;PL	N
наслідок	consecuencia	наслідок	consecuencia	N;INAN;NOM;MASC;SG	N
закінчується	termina	закінчуватися	terminar	V;IPFV;IND;SG;3;PRS;FIN	V
закінчується	remata	закінчуватися	rematar	V;IPFV;IND;SG;3;PRS;FIN	V
природний	natural	природний	natural	ADJ;NOM;MASC;SG	ADJ
природний	normal	природний	normal	ADJ;NOM;MASC;SG	ADJ
природний	naturais	природний	natural	ADJ;NOM;MASC;SG	ADJ
фінансування	financiamento	фінансування	financiamento	N;INAN;NOM;NEUT;SG	N
файлів	arquivos	файл	arquivo	N;INAN;GEN;MASC;PL	N
журнали	revistas	журнал	revista	N;INAN;NOM;MASC;PL	N
фінал	final	фінал	final	N;INAN;NOM;MASC;SG	N
двері	porta	двері	porta	N;INAN;NOM	N
двері	portas	двері	porta	N;INAN;NOM	N
двері	porta	двері	porta	N;INAN;NOM	N
книжки	libros	книжка	libro	N;INAN;NOM;FEM;PL	N
пригоди	aventura	пригода	aventura	N;INAN;NOM;FEM;PL	N
подорожі	cara	подорож	cara	N;INAN;NOM;FEM;PL	N
подорожі	viaxes	подорож	viaxe	N;INAN;NOM;FEM;PL	N
подорожі	viaxe	подорож	viaxe	N;INAN;NOM;FEM;PL	N
сторона	lado	сторона	lado	N;INAN;NOM;FEM;SG	N
відмінності	diferenzas	відмінність	diferenza	N;INAN;NOM;FEM;PL	N
серце	corazón	серце	corazón	N;INAN;NOM;NEUT;SG	N
серце	cardíacas	серце	cardíaco	N;INAN;NOM;NEUT;SG	N
