dan	en	dan	en	CONJ	CONJ
kosong	leeg	kosong	leeg	ADJ;SG	ADJ
partikel	deeltjes	partikel	deel	N	N;PL
partikel	deeltje	partikel	deel	N	N;NEUT;SG
partikel	deeltjes	partikel	deel	N	N;PL
petunjuk	instructie	petunjuk	instructie	N;SG	N;MASC+FEM;SG
petunjuk	hint	petunjuk	hint	N;SG	N;MASC+FEM;SG
lanjutan	vervolg	lanjutan	vervolg	N;SG	N;NEUT;SG
dibantu	geholpen	dibantu	helpen	V;SG;PASS	V;V.PTCP
dibantu	geholpen	dibantu	helpen	V;SG;PASS	V;V.PTCP
dibantu	hielp	dibantu	helpen	V;SG;PASS	V;SG;PST;FIN
dibantu	bijgestaan	dibantu	bijstaan	V;SG;PASS	V;V.PTCP
invasi	invasie	invasi	invasie	N;SG	N;MASC+FEM;SG
rudal	raket	rudal	raket	N;SG	N;MASC+FEM;SG
personel	personeel	personel	personeel	N;SG	N;NEUT;SG
batuan	rots	batuan	rots	N;SG	N;MASC+FEM;SG
batuan	steen	batuan	steen	N;SG	N;MASC+FEM;SG
batuan	rock	batuan	rock	N;SG	N;MASC+FEM;SG
pengelolaan	beheer	penkelolaan	beheer	N;SG	N;NEUT;SG
pengelolaan	management	penkelolaan	management	N;SG	N;NEUT;SG
disetujui	goedgekeurde	disetujui	goedkeuren	V;SG;PASS	V;V.PTCP
disetujui	goedgekeurd	disetujui	goedkeuren	V;SG;PASS	V;V.PTCP
juri	jury	juri	jury	N;SG	N;MASC+FEM;SG
rasi	sterrenbeelden	rasi	sterrenbeeld	N	N;PL
mengakhiri	beëindigen	menakhiri	beëindigen	V;SG;ACT	V;NFIN
mengakhiri	beëindigen	menakhiri	beëindigen	V;SG;ACT	V;NFIN
mengakhiri	eindigend	menakhiri	eindigen	V;SG;ACT	V;V.PTCP
anggaran	budget	anggaran	budget	N;SG	N;NEUT;SG
anggaran	begroting	anggaran	begroting	N;SG	N;MASC+FEM;SG
penjelasan	verklaring	penjelasan	verklaring	N;SG	N;MASC+FEM;SG
penjelasan	uitleg	penjelasan	uitleg	N;SG	N;MASC+FEM;SG
penjelasan	toelichting	penjelasan	toelichting	N;SG	N;MASC+FEM;SG
penjelasan	uitleg	penjelasan	uitleg	N;SG	N;MASC+FEM;SG
perahu	boot	perahu	boot	N;SG	N;MASC+FEM;SG
lokomotif	locomotief	lokomotif	locomotief	N	N;MASC+FEM;SG
rusak	corrupt	rusak	corrupt	ADJ;SG	ADJ
rusak	kapot	rusak	kapot	ADJ;SG	ADJ
rusak	kapot	rusak	kapot	ADJ;SG	ADJ
rusak	corrupt	rusak	corrupt	ADJ;SG	ADJ
rusak	corrupte	rusak	corrupt	ADJ;SG	ADJ
rusak	gebrekkig	rusak	gebrekkig	ADJ;SG	ADJ
mengapa	waarom	mengapa	waarom	ADV	ADV
terkena	belicht	terkena	belicht	V;SG;PASS	V;V.PTCP
terkena	blootgesteld	terkena	blootstellen	V;SG;PASS	V;V.PTCP
menyampaikan	overbrengen	mensampaikan	overbrengen	V;SG;ACT	V;NFIN
mall	winkelcentrum	mall	winkelcentrum	N	N;NEUT;SG
memasukkan	binnenvaren	menmasukkan	binnenvaren	V;SG;ACT	V;NFIN
nasi	rijst	nasi	rijst	N;SG	N;MASC+FEM;SG
championship	kampioenschap	championship	kampioenschap	N	N;NEUT;SG
landasan	landingsbaan	landasan	landingsbaan	N;SG	N;MASC+FEM;SG
landasan	catwalk	landasan	catwalk	N;SG	N;MASC+FEM;SG
landasan	landingsbaan	landasan	landingsbaan	N;SG	N;MASC+FEM;SG
landasan	startbaan	landasan	startbaan	N;SG	N;MASC+FEM;SG
bab	hoofdstuk	bab	hoofdstuk	N;SG	N;NEUT;SG
bab	bab	bab	bab	N;SG	N;MASC+FEM;SG
lemah	zwak	lemah	zwak	ADJ;SG	ADJ
lemah	slap	lemah	slap	ADJ;SG	ADJ
lemah	zwakke	lemah	zwak	ADJ;SG	ADJ
menjawab	geantwoord	menjawab	antwoorden	V;SG;ACT	V;V.PTCP
menjawab	antwoordde	menjawab	antwoorden	V;SG;ACT	V;SG;PST;FIN
menjawab	beantwoorden	menjawab	beantwoorden	V;SG;ACT	V;NFIN
menjawab	antwoordde	menjawab	antwoorden	V;SG;ACT	V;SG;PST;FIN
menjawab	beantwoord	menjawab	beantwoorden	V;SG;ACT	V;V.PTCP
menjawab	beantwoorde	menjawab	beantwoorden	V;SG;ACT	V;SG;PST;FIN
menjawab	beantwoorden	menjawab	beantwoorden	V;SG;ACT	V;NFIN
kendali	controle	kendali	controle	N;SG	N;MASC+FEM;SG
menangani	behandelt	mentangani	behandelen	V;SG;ACT	V;SG;PRS;FIN
koran	krant	koran	krant	N;SG	N;MASC+FEM;SG
koran	dagblad	koran	dagblad	N;SG	N;NEUT;SG
koran	papier	koran	papier	N;SG	N;NEUT;SG
berlanjut	volhardt	berlanjut	volharden	V;SG;ACT	V;SG;PRS;FIN
berlanjut	vervolgt	berlanjut	vervolgen	V;SG;ACT	V;SG;PRS;FIN
meluncurkan	lanceert	menluncurkan	lanceren	V;SG;ACT	V;SG;PRS;FIN
meluncurkan	lanceren	menluncurkan	lanceren	V;SG;ACT	V;NFIN
meluncurkan	gelanceerd	menluncurkan	lanceren	V;SG;ACT	V;V.PTCP
silat	silat	silat	silat	N	N;MASC+FEM;SG
magelang	magelang	magelang	magelang	N	N;MASC+FEM;SG
dimensi	afmeting	dimensi	afmeting	N;SG	N;MASC+FEM;SG
dimensi	dimensie	dimensi	dimensie	N;SG	N;MASC+FEM;SG
monster	monster	monster	monster	N	N;NEUT;SG
monster	monsters	monster	monster	N	N;PL
signifikan	aanzienlijk	signifikan	aanzienlijk	ADJ;SG	ADJ
pura	pura	pura	pura	N	N;MASC+FEM;SG
domestik	binnenland	domestik	binnenland	N;SG	N;NEUT;SG
penerima	geadresseerde	penterima	geadresseerde	N;SG	N;MASC+FEM;SG
penerima	ontvanger	penterima	ontvanger	N;SG	N;MASC+FEM;SG
penerima	ontvanger	penterima	ontvanger	N;SG	N;MASC+FEM;SG
identitas	identiteit	identitas	identiteit	N;SG	N;MASC+FEM;SG
atap	dak	atap	dak	N;SG	N;NEUT;SG
dikelola	beheerde	dikelola	beheren	V;SG;PASS	V;SG;PST;FIN
dikelola	beheerd	dikelola	beheren	V;SG;PASS	V;V.PTCP
dikelola	onderhouden	dikelola	onderhouden	V;SG;PASS	V;V.PTCP
dikelola	beheert	dikelola	beheren	V;SG;PASS	V;SG;PRS;FIN
ancaman	bedreiging	ancaman	bedreiging	N;SG	N;MASC+FEM;SG
ancaman	bedreiging	ancaman	bedreiging	N;SG	N;MASC+FEM;SG
ancaman	dreigementen	ancaman	dreigement	N;SG	N;MASC+FEM;SG
ancaman	dreigement	ancaman	dreigement	N;SG	N;NEUT;SG
ancaman	bedreiging	ancaman	bedreiging	N;SG	N;MASC+FEM;SG
ancaman	dreiging	ancaman	dreiging	N;SG	N;MASC+FEM;SG
pengakuan	bevestiging	penakuan	bevestiging	N;SG	N;MASC+FEM;SG
pengakuan	erkenning	penakuan	erkenning	N;SG	N;MASC+FEM;SG
pengakuan	toelating	penakuan	toelating	N;SG	N;MASC+FEM;SG
pengakuan	biecht	penakuan	biecht	N;SG	N;MASC+FEM;SG
pengakuan	bekentenis	penakuan	bekentenis	N;SG	N;MASC+FEM;SG
pengakuan	biecht	penakuan	biecht	N;SG	N;MASC+FEM;SG
pengakuan	herkenning	penakuan	herkenning	N;SG	N;MASC+FEM;SG
pengakuan	erkenning	penakuan	erkenning	N;SG	N;MASC+FEM;SG
mahkamah	hof	mahkamah	hof	N;SG	N;NEUT;SG
penerbit	uitgeverij	penterbit	uitgeverij	N;SG	N;MASC+FEM;SG
penerbit	uitgever	penterbit	uitgever	N;SG	N;MASC+FEM;SG
penerbit	uitgever	penterbit	uitgever	N;SG	N;MASC+FEM;SG
penerbit	publicatie	penterbit	publicatie	N;SG	N;MASC+FEM;SG
penerbit	uitgeverij	penterbit	uitgeverij	N;SG	N;MASC+FEM;SG
penerbit	uitgeverij	penterbit	uitgeverij	N;SG	N;MASC+FEM;SG
jantan	male	jantan	maal	N;SG	N;MASC+FEM;SG
jantan	mannetje	jantan	mannetje	N;SG	N;NEUT;SG
karyawan	werknemer	karyawan	werknemer	N;MASC;SG	N;MASC+FEM;SG
karyawan	medewerker	karyawan	medewerker	N;MASC;SG	N;MASC+FEM;SG
halus	soepel	halus	soepel	ADJ;SG	ADJ
halus	gladde	halus	glad	ADJ;SG	ADJ
halus	glad	halus	glad	ADJ;SG	ADJ
halus	prima	halus	prima	ADJ;SG	ADJ
halus	subtiele	halus	subtiel	ADJ;SG	ADJ
halus	subtiel	halus	subtiel	ADJ;SG	ADJ
pedang	degen	pedang	degen	N;SG	N;SG
pedang	zwaard	pedang	zwaard	N;SG	N;NEUT;SG
restoran	eethuis	restoran	eethuis	N;SG	N;NEUT;SG
restoran	eetcafé	restoran	eetcafé	N;SG	N;NEUT;SG
restoran	diner	restoran	diner	N;SG	N;NEUT;SG
bersih	schoon	bersih	schoon	ADJ;SG	ADJ
bersih	proper	bersih	proper	ADJ;SG	ADJ
bersih	clean	bersih	clean	ADJ;SG	ADJ
direktorat	directoraat	direktorat	directoraat	N;SG	N;NEUT;SG
peluru	bullet	peluru	bullet	N;SG	N;MASC+FEM;SG
peluru	kogel	peluru	kogel	N;SG	N;MASC+FEM;SG
koloni	kolonie	koloni	kolonie	N;SG	N;MASC+FEM;SG
varian	variant	varian	variant	N;SG	N;MASC+FEM;SG
distribusi	distributie	distribusi	distributie	N;SG	N;MASC+FEM;SG
distribusi	verdeling	distribusi	verdeling	N;SG	N;MASC+FEM;SG
cucu	kleindochter	cucu	kleindochter	N;SG	N;MASC+FEM;SG
cucu	kleinkind	cucu	kleinkind	N;SG	N;NEUT;SG
cucu	kleinzoon	cucu	kleinzoon	N;SG	N;MASC+FEM;SG
baja	staal	baja	staal	N	N;NEUT;SG
baja	baja	baja	baja	N	N;MASC+FEM;SG
keterangan	onderschrift	keterangan	onderschrift	N;SG	N;NEUT;SG
keterangan	titel	keterangan	titel	N;SG	N;MASC+FEM;SG
keterangan	beschrijving	keterangan	beschrijving	N;SG	N;MASC+FEM;SG
keterangan	signalement	keterangan	signalement	N;SG	N;NEUT;SG
keterangan	omschrijving	keterangan	omschrijving	N;SG	N;MASC+FEM;SG
pejuang	warriors	pejuang	warriors	N;SG	N;MASC+FEM;SG
pejuang	strijder	pejuang	strijder	N;SG	N;MASC+FEM;SG
pejuang	krijger	pejuang	krijger	N;SG	N;MASC+FEM;SG
bawang	bawang	bawang	bawang	N;SG	N;MASC+FEM;SG
bawang	knoflook	bawang	knoflook	N;SG	N;MASC+FEM;SG
bawang	ui	bawang	ui	N;SG	N;MASC+FEM;SG
komposisi	compositie	komposisi	compositie	N;SG	N;MASC+FEM;SG
komposisi	samenstelling	komposisi	samenstelling	N;SG	N;MASC+FEM;SG
murni	ongerepte	murni	ongerept	ADJ;SG	ADJ
murni	ongerept	murni	ongerept	ADJ;SG	ADJ
murni	puur	murni	puur	ADJ;SG	ADJ
murni	zuiver	murni	zuiver	ADJ;SG	ADJ
murni	puur	murni	puur	ADJ;SG	ADJ
murni	zuiver	murni	zuiver	ADJ;SG	ADJ
murni	zuivere	murni	zuiver	ADJ;SG	ADJ
saksi	getuige	saksi	getuige	N;SG	N;MASC+FEM;SG
rumput	turf	rumput	turf	N;SG	N;NEUT;SG
rumput	grasveld	rumput	grasveld	N;SG	N;NEUT;SG
rumput	gazon	rumput	gazon	N;SG	N;NEUT;SG
rumput	gras	rumput	gras	N;SG	N;NEUT;SG
rumput	grass	rumput	grass	N;SG	N;MASC+FEM;SG
tank	tank	tank	tank	N	N;MASC+FEM;SG
tank	tanks	tank	tank	N	N;PL
sidang	beproeving	sidang	beproeving	N;SG	N;MASC+FEM;SG
sidang	proces	sidang	proces	N;SG	N;NEUT;SG
sidang	rechtzaak	sidang	rechtzaak	N;SG	N;MASC+FEM;SG
sidang	rechtszaak	sidang	rechtszaak	N;SG	N;MASC+FEM;SG
sidang	proef	sidang	proef	N;SG	N;MASC+FEM;SG
sidang	hof	sidang	hof	N;SG	N;NEUT;SG
baku	standaard	baku	standaard	ADJ;SG	ADJ
baku	rauw	baku	rauw	ADJ;SG	ADJ
baku	ruw	baku	ruw	ADJ;SG	ADJ
baku	ruwe	baku	ruw	ADJ;SG	ADJ
baku	rauwe	baku	rauw	ADJ;SG	ADJ
penari	dancer	pentari	dancer	N;SG	N;MASC+FEM;SG
penari	danser	pentari	danser	N;SG	N;MASC+FEM;SG
penari	danseres	pentari	danseres	N;SG	N;MASC+FEM;SG
memperkuat	versterken	menperkuat	versterken	V;SG;ACT	V;NFIN
memperkuat	sterkt	menperkuat	sterken	V;SG;ACT	V;SG;PRS;FIN
formal	officieel	formal	officieel	ADJ	ADJ
formal	formeel	formal	formeel	ADJ	ADJ
formal	formele	formal	formeel	ADJ	ADJ
formal	formeel	formal	formeel	ADJ	ADJ
perlawanan	tegenstand	perlawanan	tegenstand	N;SG	N;MASC+FEM;SG
perlawanan	weerstand	perlawanan	weerstand	N;SG	N;MASC+FEM;SG
perlawanan	resistentie	perlawanan	resistentie	N;SG	N;MASC+FEM;SG
perlawanan	verzet	perlawanan	verzet	N;SG	N;NEUT;SG
terbukti	bewezen	terbukti	bewijzen	V;SG;PASS	V;V.PTCP
terbukti	aangetoonde	terbukti	aantonen	V;SG;PASS	V;V.PTCP
terbukti	bewezen	terbukti	bewijzen	V;SG;PASS	V;V.PTCP
terbukti	bewees	terbukti	bewijzen	V;SG;PASS	V;SG;PST;FIN
betina	vrouw	betina	vrouw	N;SG	N;MASC+FEM;SG
betina	vrouwtje	betina	vrouwtje	N;SG	N;NEUT;SG
pameran	tentoonstelling	pameran	tentoonstelling	N;SG	N;MASC+FEM;SG
pameran	bewijsstuk	pameran	bewijsstuk	N;SG	N;NEUT;SG
pameran	expo	pameran	expo	N;SG	N;MASC+FEM;SG
pameran	tentoonstelling	pameran	tentoonstelling	N;SG	N;MASC+FEM;SG
pameran	expositie	pameran	expositie	N;SG	N;MASC+FEM;SG
mengungkapkan	onthullen	menungkapkan	onthullen	V;SG;ACT	V;NFIN
mengungkapkan	onthult	menungkapkan	onthullen	V;SG;ACT	V;SG;PRS;FIN
mengungkapkan	onthullen	menungkapkan	onthullen	V;SG;ACT	V;NFIN
mengungkapkan	onthult	menungkapkan	onthullen	V;SG;ACT	V;SG;PRS;FIN
mengungkapkan	openbaren	menungkapkan	openbaar	V;SG;ACT	V;NFIN
mengungkapkan	uitdrukt	menungkapkan	uitdrukken	V;SG;ACT	V;SG;PRS;FIN
mengungkapkan	onthulde	menungkapkan	onthullen	V;SG;ACT	V;SG;PST;FIN
mengungkapkan	onthuld	menungkapkan	onthullen	V;SG;ACT	V;V.PTCP
memahami	begrijpt	menpahami	begrijpen	V;SG;ACT	V;SG;PRS;FIN
memahami	begrijpen	menpahami	begrijpen	V;SG;ACT	V;NFIN
memahami	begrijp	menpahami	begrijpen	V;SG;ACT	V;SG;PRS;FIN
memahami	begrijpen	menpahami	begrijpen	V;SG;ACT	V;NFIN
peninggalan	relikwie	pentinggalan	relikwie	N;SG	N;NEUT;SG
kontribusi	bijdrage	kontribusi	bijdrage	N;SG	N;MASC+FEM;SG
mengenakan	dragend	menkenakan	dragen	V;SG;ACT	V;V.PTCP
mengenakan	dragen	menkenakan	dragen	V;SG;ACT	V;NFIN
mengenakan	droeg	menkenakan	dragen	V;SG;ACT	V;SG;PST;FIN
dicatat	geregistreerd	dicatat	registreren	V;SG;PASS	V;V.PTCP
dicatat	opgenomen	dicatat	opnemen	V;SG;PASS	V;V.PTCP
dicatat	genoteerd	dicatat	noteren	V;SG;PASS	V;V.PTCP
dicatat	opgemerkt	dicatat	opmerken	V;SG;PASS	V;V.PTCP
dicatat	genoteerd	dicatat	noteren	V;SG;PASS	V;V.PTCP
platform	perron	platform	perron	N	N;NEUT;SG
platform	platform	platform	platform	N	N;NEUT;SG
platform	platforms	platform	platform	N	N;PL
platform	platformen	platform	platform	N	N;PL
kamp	kamp	kamp	kamp	N;SG	N;NEUT;SG
kekayaan	rijkdom	kekayaan	rijkdom	N;SG	N;MASC+FEM;SG
kekayaan	rijkdom	kekayaan	rijkdom	N;SG	N;MASC+FEM;SG
kekayaan	rijkdom	kekayaan	rijkdom	N;SG	N;MASC+FEM;SG
baris	line	baris	lin	N;SG	N;MASC+FEM;SG
baris	lijn	baris	lijn	N;SG	N;MASC+FEM;SG
baris	rij	baris	rij	N;SG	N;MASC+FEM;SG
baris	row	baris	row	N;SG	N;MASC+FEM;SG
jahat	slechte	jahat	slecht	ADJ;SG	ADJ
jahat	slecht	jahat	slecht	ADJ;SG	ADJ
pembukaan	opening	penbukaan	opening	N;SG	N;MASC+FEM;SG
dilarang	verboden	dilarang	verboden	V;SG;PASS	V;V.PTCP
dilarang	verboden	dilarang	verboden	V;SG;PASS	V;V.PTCP
dilarang	verbannen	dilarang	verbannen	V;SG;PASS	V;V.PTCP
dilarang	verboden	dilarang	verboden	V;SG;PASS	V;V.PTCP
perbaikan	herstelling	perbaikan	herstelling	N;SG	N;MASC+FEM;SG
perbaikan	reparatie	perbaikan	reparatie	N;SG	N;MASC+FEM;SG
perbaikan	herstelling	perbaikan	herstelling	N;SG	N;MASC+FEM;SG
perbaikan	reparatie	perbaikan	reparatie	N;SG	N;MASC+FEM;SG
perbaikan	verbetering	perbaikan	verbetering	N;SG	N;MASC+FEM;SG
perbaikan	verbetering	perbaikan	verbetering	N;SG	N;MASC+FEM;SG
alun	alun	alun	alun	N;SG	N;MASC+FEM;SG
sayang	liefje	sayang	liefje	N;SG	N;NEUT;SG
sayang	schat	sayang	schat	N;SG	N;MASC+FEM;SG
sayang	honing	sayang	honing	N;SG	N;MASC+FEM;SG
sayang	dear	sayang	dear	N;SG	N;MASC+FEM;SG
sayang	baby	sayang	baby	N;SG	N;MASC+FEM;SG
sayang	schat	sayang	schat	N;SG	N;MASC+FEM;SG
sayang	schatje	sayang	schat	N;SG	N;NEUT;SG
sayang	schat	sayang	schat	N;SG	N;MASC+FEM;SG
sayang	lieveling	sayang	lieveling	N;SG	N;MASC+FEM;SG
bunuh	slachten	bunuh	slacht	V;SG;ACT	V;NFIN
bunuh	slacht	bunuh	slacht	V;SG;ACT	V;SG;PRS;FIN
mendarat	geland	mendarat	landen	V;SG;ACT	V;V.PTCP
mendarat	landde	mendarat	landen	V;SG;ACT	V;SG;PST;FIN
mendarat	aangeland	mendarat	aanlanden	V;SG;ACT	V;V.PTCP
mendarat	aangevoerde	mendarat	aanvoeren	V;SG;ACT	V;V.PTCP
penyair	dichters	penyair	dichter	N	N;PL
penyair	bard	penyair	bard	N	N;MASC+FEM;SG
pendudukan	bezigheid	pendudukan	bezigheid	N;SG	N;MASC+FEM;SG
pendudukan	beroep	pendudukan	beroep	N;SG	N;NEUT;SG
pendudukan	bezetting	pendudukan	bezetting	N;SG	N;MASC+FEM;SG
institusi	instelling	institusi	instelling	N;SG	N;MASC+FEM;SG
konsentrasi	concentratie	konsentrasi	concentratie	N;SG	N;MASC+FEM;SG
konsentrasi	concentraat	konsentrasi	concentraat	N;SG	N;NEUT;SG
tukang	reparateur	tukang	reparateur	N;SG	N;MASC+FEM;SG
tukang	aannemer	tukang	aannemer	N;SG	N;MASC+FEM;SG
tukang	klusjesman	tukang	klusjesman	N;SG	N;MASC+FEM;SG
pers	pers	pers	pers	N;SG	N;MASC+FEM;SG
mineral	mineraal	mineral	mineraal	N	N;NEUT;SG
mineral	mineralen	mineral	mineraal	N	N;PL
mineral	delfstoffen	mineral	delfstof	N	N;PL
dinyanyikan	gezongen	dinyanyikan	zingen	V;SG;PASS	V;V.PTCP
mengaku	opbiechten	menkaku	opbiecht	V;SG;ACT	V;NFIN
mengaku	bekennen	menkaku	bekennen	V;SG;ACT	V;NFIN
mengaku	toegelaten	menkaku	toelaten	V;SG;ACT	V;V.PTCP
mengaku	toegegeven	menkaku	toegeven	V;SG;ACT	V;V.PTCP
dibaca	lezen	dibaca	lezen	V;SG;PASS	V;NFIN
dibaca	gelezen	dibaca	lezen	V;SG;PASS	V;V.PTCP
dibaca	lees	dibaca	lezen	V;SG;PASS	V;SG;PRS;FIN
dibaca	leest	dibaca	lezen	V;SG;PASS	V;SG;PRS;FIN
ujian	test	ujian	test	N;SG	N;MASC+FEM;SG
ujian	examen	ujian	examen	N;SG	N;NEUT;SG
pengertian	notie	pengertian	notie	N;SG	N;MASC+FEM;SG
pengertian	inzicht	pengertian	inzicht	N;SG	N;NEUT;SG
pengertian	begrip	pengertian	begrip	N;SG	N;NEUT;SG
melaporkan	rapporteren	menlaporkan	rapporteren	V;SG;ACT	V;NFIN
melaporkan	gerapporteerde	menlaporkan	rapporteren	V;SG;ACT	V;V.PTCP
melaporkan	gemeld	menlaporkan	melden	V;SG;ACT	V;V.PTCP
melaporkan	gerapporteerd	menlaporkan	rapporteren	V;SG;ACT	V;V.PTCP
melaporkan	rapporteren	menlaporkan	rapporteren	V;SG;ACT	V;NFIN
klasifikasi	indeling	klasifikasi	indeling	N;SG	N;MASC+FEM;SG
klasifikasi	classificatie	klasifikasi	classificatie	N;SG	N;MASC+FEM;SG
menuntut	geëist	mentuntut	eisen	V;SG;ACT	V;V.PTCP
menuntut	eiste	mentuntut	eisen	V;SG;ACT	V;SG;PST;FIN
menuntut	geëiste	mentuntut	eisen	V;SG;ACT	V;V.PTCP
menuntut	eisen	mentuntut	eisen	V;SG;ACT	V;NFIN
bervariasi	gevarieerd	bervariasi	variëren	V;SG;ACT	V;V.PTCP
bervariasi	gevarieerde	bervariasi	variëren	V;SG;ACT	V;V.PTCP
bervariasi	variëren	bervariasi	variër	V;SG;ACT	V;NFIN
bervariasi	varieert	bervariasi	variëren	V;SG;ACT	V;SG;PRS;FIN
kuningan	brass	kuningan	bras	N;SG	N;MASC+FEM;SG
kuningan	messing	kuningan	messing	N;SG	N;MASC+FEM;SG
perumahan	huisvesting	penrumahan	huisvesting	N;SG	N;MASC+FEM;SG
perumahan	landgoed	penrumahan	landgoed	N;SG	N;NEUT;SG
bergantung	afhangen	bergantung	afhangen	V;SG;ACT	V;NFIN
rider	rider	rider	rider	N	N;MASC+FEM;SG
rider	rijder	rider	rijder	N	N;MASC+FEM;SG
rider	ruiter	rider	ruiter	N	N;MASC+FEM;SG
akun	rekening	akun	rekening	N;SG	N;MASC+FEM;SG
akun	account	akun	accounen	N;SG	N;NEUT;SG
kau	jij	kau	jij	PRO;SG;2;INFM	PRO;NOM;2
kau	jou	kau	jou	PRO;SG;2;INFM	PRO;ACC;2
hasilnya	resultaat	hasil	resultaat	N;SG	N;NEUT;SG
semenjak	sinds	semenjak	sinds	ADP	ADP
semenjak	sedert	semenjak	sedert	ADP	ADP
aktivis	activist	aktivis	activist	N;SG	N;MASC+FEM;SG
ritual	ritueel	ritual	ritueel	N	N;NEUT;SG
ritual	rituelen	ritual	rituel	N	N;PL
ritual	rituelen	ritual	rituel	N	N;PL
ekspedisi	expedities	ekspedisi	expeditie	N	N;PL
ekspedisi	expeditie	ekspedisi	expeditie	N	N;MASC+FEM;SG
robot	robotica	robot	robotica	N;SG	N;NEUT;SG
robot	robot	robot	robot	N;SG	N;MASC+FEM;SG
direncanakan	gepland	direncanakan	plannen	V;SG;PASS	V;V.PTCP
direncanakan	geplande	direncanakan	plannen	V;SG;PASS	V;V.PTCP
kekalahan	nederlaag	kekalahan	nederlaag	N;SG	N;MASC+FEM;SG
lingkaran	kring	lingkaran	kring	N;SG	N;MASC+FEM;SG
lingkaran	cirkel	lingkaran	cirkel	N;SG	N;MASC+FEM;SG
rawa	moeras	rawa	moeras	N;SG	N;NEUT;SG
rawa	wetland	rawa	wetland	N;SG	N;NEUT;SG
rawa	rawa	rawa	rawa	N;SG	N;MASC+FEM;SG
rawa	marsh	rawa	marsh	N;SG	N;MASC+FEM;SG
rawa	moeras	rawa	moeras	N;SG	N;NEUT;SG
pramuka	scout	pramuka	scout	N	N;MASC+FEM;SG
pramuka	verkenner	pramuka	verkenner	N	N;MASC+FEM;SG
pramuka	scouts	pramuka	scouts	N	N;PL
pramuka	verkenners	pramuka	verkenner	N	N;PL
paket	pakketje	paket	pakket	N;SG	N;NEUT;SG
paket	pakje	paket	pak	N;SG	N;NEUT;SG
paket	pakket	paket	pakket	N;SG	N;NEUT;SG
paket	arrangement	paket	arrangement	N;SG	N;NEUT;SG
paket	bundel	paket	bundel	N;SG	N;MASC+FEM;SG
paket	colli	paket	colli	N;SG	N;MASC+FEM;SG
paket	roedel	paket	roedel	N;SG	N;MASC+FEM;SG
paket	verpakking	paket	verpakking	N;SG	N;MASC+FEM;SG
paket	pack	paket	pack	N;SG	N;MASC+FEM;SG
peneliti	onderzoeker	penteliti	onderzoeker	N;SG	N;MASC+FEM;SG
derajat	graad	derajat	graad	N;SG	N;MASC+FEM;SG
mengganti	vervangt	menganti	vervangen	V;SG;ACT	V;SG;PRS;FIN
mengganti	vervangen	menganti	vervangen	V;SG;ACT	V;V.PTCP
mengganti	vervang	menganti	vervang	V;SG;ACT	V;SG;PRS;FIN
kritik	kritiek	kritik	kritiek	N;SG	N;MASC+FEM;SG
kritik	criticus	kritik	criticus	N;SG	N;MASC+FEM;SG
disertai	vergezelde	disertai	vergezellen	V	V;SG;PST;FIN
disertai	vergezeld	disertai	vergezellen	V	V;V.PTCP
kandang	kooi	kandang	kooi	N;SG	N;MASC+FEM;SG
kandang	kennel	kandang	kennel	N;SG	N;MASC+FEM;SG
bakat	talent	bakat	talent	N;SG	N;NEUT;SG
bakat	flair	bakat	flair	N;SG	N;MASC+FEM;SG
portal	portalen	portal	portaal	N	N;PL
portal	portal	portal	portal	N	N;MASC+FEM;SG
portal	poort	portal	poort	N	N;MASC+FEM;SG
portal	portaal	portal	portaal	N	N;NEUT;SG
bait	lokaas	bait	lokaas	N;SG	N;NEUT;SG
bait	aas	bait	aas	N;SG	N;MASC+FEM;SG
menunggu	wachtende	mentunggu	wachten	V;SG;ACT	V;V.PTCP
menunggu	afwachten	mentunggu	afwachten	V;SG;ACT	V;NFIN
menunggu	wachten	mentunggu	wachten	V;SG;ACT	V;NFIN
menunggu	hangende	mentunggu	hangen	V;SG;ACT	V;V.PTCP
membayar	betalen	menbayar	betalen	V;SG;ACT	V;NFIN
membayar	betaal	menbayar	betaal	V;SG;ACT	V;SG;PRS;FIN
membayar	betalen	menbayar	betalen	V;SG;ACT	V;NFIN
membayar	betaalt	menbayar	betalen	V;SG;ACT	V;SG;PRS;FIN
menghentikan	stoppen	menhentikan	stoppen	V;SG;ACT	V;NFIN
monarki	monarchie	monarki	monarchie	N;SG	N;MASC+FEM;SG
monarki	monarch	monarki	monarch	N;SG	N;MASC+FEM;SG
mitra	partner	mitra	partner	N;SG	N;MASC+FEM;SG
gerak	motion	gerak	motion	N;SG;ACT	N;MASC+FEM;SG
gerak	beweging	gerak	beweging	N;SG;ACT	N;MASC+FEM;SG
gerak	motie	gerak	motie	N;SG;ACT	N;MASC+FEM;SG
gerak	gebaar	gerak	gebaar	N;SG;ACT	N;NEUT;SG
pengobatan	medicatie	penobatan	medicatie	N;SG	N;MASC+FEM;SG
pengobatan	behandeling	penobatan	behandeling	N;SG	N;MASC+FEM;SG
cairan	vloeistof	cairan	vloeistof	N;SG	N;MASC+FEM;SG
cairan	vloeistof	cairan	vloeistof	N;SG	N;MASC+FEM;SG
berpikir	nadenken	berpikir	nadenken	V;SG;ACT	V;NFIN
berpikir	denken	berpikir	denken	V;SG;ACT	V;NFIN
berpikir	denkend	berpikir	denkend	V;SG;ACT	V;V.PTCP
