per	pour	per	pour	ADP	ADP
torrente	crique	torrente	crique	N;MASC;SG	N;FEM;SG
torrente	ruisseau	torrente	ruisseau	N;MASC;SG	N;MASC;SG
menzionato	mentionnée	menzionare	mentionner	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
menzionato	mentionné	menzionare	mentionner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
vuoi	vouloir	volere	vouloir	V;IMP;SG;2;PRS;FIN	V;NFIN
marmo	bille	marmo	bille	N;MASC;SG	N;FEM;SG
marmo	marbre	marmo	marbre	N;MASC;SG	N;MASC;SG
sky	ciels	sky	ciel	N;MASC	N;MASC;PL
sky	ciel	sky	ciel	N;MASC	N;MASC;SG
cambia	modifier	cambiare	modifier	V;IND;SG;3;PRS;FIN	V;NFIN
cambia	changer	cambiare	changer	V;IND;SG;3;PRS;FIN	V;NFIN
russell	russel	russell	russel	N;MASC;SG	N;MASC;SG
scontri	heurts	scontro	heurt	N;MASC;PL	N;MASC;PL
scontri	affrontements	scontro	affrontement	N;MASC;PL	N;MASC;PL
scontri	confrontations	scontro	confrontation	N;MASC;PL	N;FEM;PL
scontri	affrontements	scontro	affrontement	N;MASC;PL	N;MASC;PL
way	façon	way	façon	N;MASC	N;FEM;SG
way	manière	way	manière	N;MASC	N;FEM;SG
periodi	périodes	periodo	période	N;MASC;PL	N;FEM;PL
commento	commentaire	commento	commentaire	N;MASC;SG	N;MASC;SG
commento	commentaire	commento	commentaire	N;MASC;SG	N;MASC;SG
certamente	assurément	certamente	assurément	ADV	ADV
certamente	certainement	certamente	certainement	ADV	ADV
gloria	gloire	gloria	gloire	N;FEM;SG	N;FEM;SG
ottimo	grande	ottimo	grand	ADJ;MASC;SG	ADJ;FEM;SG
ottimo	génial	ottimo	génial	ADJ;MASC;SG	ADJ;MASC;SG
ottimo	grand	ottimo	grand	ADJ;MASC;SG	ADJ;MASC;SG
ottimo	excellente	ottimo	excellent	ADJ;MASC;SG	ADJ;FEM;SG
ottimo	excellent	ottimo	excellent	ADJ;MASC;SG	ADJ;MASC;SG
western	ouest	western	ouest	N	N;MASC;SG
western	western	western	western	N	N;MASC;SG
western	westerns	western	western	N	N;MASC;PL
andato	parti	andare	partir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
turchia	dinde	turchia	dinde	N;FEM;SG	N;FEM;SG
localizzazione	localisation	localizzazione	localisation	N;FEM;SG	N;FEM;SG
relativo	relatif	relativo	relatif	ADJ;MASC;SG	ADJ;MASC;SG
relativo	relative	relativo	relatif	ADJ;MASC;SG	ADJ;FEM;SG
continuo	continue	continuo	continu	ADJ;MASC;SG	ADJ;FEM;SG
continuo	continu	continuo	continu	ADJ;MASC;SG	ADJ;MASC;SG
sun	soleil	sun	soleil	N	N;MASC;SG
vincitrice	gagnante	vincitore	gagnant	ADJ;FEM;SG	ADJ;FEM;SG
classi	classes	classe	classe	N;FEM;PL	N;FEM;PL
cognome	nom	cognome	nom	N;MASC;SG	N;MASC;SG
cognome	patronyme	cognome	patronyme	N;MASC;SG	N;MASC;SG
speranza	espoir	speranza	espoir	N;FEM;SG	N;MASC;SG
speranza	espérance	speranza	espérance	N;FEM;SG	N;FEM;SG
esattamente	exactement	esattamente	exactement	ADV	ADV
montagne	montagnes	montagna	montagne	N;FEM;PL	N;FEM;PL
montagne	monts	montagna	mont	N;FEM;PL	N;MASC;PL
italo	italo	italo	italoir	N;MASC;SG	N;MASC;SG
schermo	screen	schermo	screen	N;MASC;SG	N;MASC;SG
schermo	ecran	schermo	ecran	N;MASC;SG	N;MASC;SG
schermo	écran	schermo	écran	N;MASC;SG	N;MASC;SG
power	puissance	power	puissance	N	N;FEM;SG
riduzione	réduction	riduzione	réduction	N;FEM;SG	N;FEM;SG
riduzione	réducteur	riduzione	réducteur	N;FEM;SG	N;MASC;SG
distretti	districts	distretto	district	N;MASC;PL	N;MASC;PL
distretti	arrondissements	distretto	arrondissement	N;MASC;PL	N;MASC;PL
distretti	quartiers	distretto	quartier	N;MASC;PL	N;MASC;PL
manuale	manuelle	manuale	manuelle	ADJ;SG	ADJ;FEM;SG
conferenza	conférence	conferenza	conférence	N;FEM;SG	N;FEM;SG
venduto	vendue	vendere	vendre	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
venduto	vendu	vendere	vendre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dick	bite	dick	bite	N	N;FEM;SG
varianti	variantes	variante	variante	N;FEM;PL	N;FEM;PL
comics	comics	comics	comics	N;MASC	N;MASC;SG
comics	bd	comics	bde	N;MASC	N;FEM;SG
assume	engage	assumere	engager	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
assume	assume	assumere	assumer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
assume	présume	assumere	présumer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
assume	suppose	assumere	supposer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pesce	poisson	pesce	poisson	N;MASC;SG	N;MASC;SG
macchine	machines	macchina	machine	N;FEM;PL	N;FEM;PL
macchine	machines	macchina	machine	N;FEM;PL	N;FEM;PL
gerusalemme	jérusalem	gerusalemma	jérusalem	ADJ;SG	ADJ;MASC;SG
alberi	arbres	albero	arbre	N;MASC;PL	N;MASC;PL
batterista	batteur	batterista	batteur	N;SG	N;MASC;SG
conclude	conclut	concludere	conclure	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
decenni	décennies	decennio	décennie	N;MASC;PL	N;FEM;PL
punk	punk	punk	punk	N	N;MASC;SG
punk	voyou	punk	voyou	N	N;MASC;SG
musiche	musiques	musica	musique	N;FEM;PL	N;FEM;PL
riviste	revues	rivista	revue	N;FEM;PL	N;FEM;PL
riviste	revues	rivista	revue	N;FEM;PL	N;FEM;PL
riviste	magazines	rivista	magazine	N;FEM;PL	N;MASC;PL
violenza	violence	violenza	violence	N;FEM;SG	N;FEM;SG
ridotto	réduit	ridurre	réduire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ridotto	réduite	ridurre	réduire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
considerazione	considération	considerazione	considération	N;FEM;SG	N;FEM;SG
confronto	comparatif	confronto	comparatif	N;MASC;SG	N;MASC;SG
confronto	comparaison	confronto	comparaison	N;MASC;SG	N;FEM;SG
confronto	confrontation	confronto	confrontation	N;MASC;SG	N;FEM;SG
confronto	affrontement	confronto	affrontement	N;MASC;SG	N;MASC;SG
valutazione	évaluation	valutazione	évaluation	N;FEM;SG	N;FEM;SG
valutazione	valorisation	valutazione	valorisation	N;FEM;SG	N;FEM;SG
valutazione	évaluation	valutazione	évaluation	N;FEM;SG	N;FEM;SG
valutazione	appréciation	valutazione	appréciation	N;FEM;SG	N;FEM;SG
valutazione	évaluation	valutazione	évaluation	N;FEM;SG	N;FEM;SG
valutazione	evaluation	valutazione	evaluation	N;FEM;SG	N;FEM;SG
chiaramente	manifestement	chiaramente	manifestement	ADV	ADV
chiaramente	clairement	chiaramente	clairement	ADV	ADV
canali	chaînes	canale	chaîne	N;MASC;PL	N;FEM;PL
canali	canaux	canale	canal	N;MASC;PL	N;MASC;PL
canali	canaux	canale	canal	N;MASC;PL	N;MASC;PL
estremità	extrémités	estremità	extrémité	N;FEM	N;FEM;PL
regio	royale	regio	royal	ADJ;MASC;SG	ADJ;FEM;SG
regio	royal	regio	royal	ADJ;MASC;SG	ADJ;MASC;SG
universale	universelle	universale	universel	ADJ;SG	ADJ;FEM;SG
universale	universel	universale	universel	ADJ;SG	ADJ;MASC;SG
dance	danse	dance	danse	N	N;FEM;SG
considerati	considérées	considerare	considérer	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
considerati	considérés	considerare	considérer	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
inutile	inutile	inutile	inutile	ADJ;SG	ADJ;MASC;SG
inutile	inutilisable	inutile	inutilisable	ADJ;SG	ADJ;MASC;SG
inutile	inutile	inutile	inutile	ADJ;SG	ADJ;MASC;SG
inutile	superflu	inutile	superflu	ADJ;SG	ADJ;MASC;SG
successore	successeur	successore	successeur	N;MASC;SG	N;MASC;SG
claude	claude	claude	claude	N;MASC;SG	N;MASC;SG
conservazione	préservation	conservazione	préservation	N;FEM;SG	N;FEM;SG
conservazione	conservation	conservazione	conservation	N;FEM;SG	N;FEM;SG
conservazione	préservation	conservazione	préservation	N;FEM;SG	N;FEM;SG
conservazione	conservation	conservazione	conservation	N;FEM;SG	N;FEM;SG
offerta	offre	offerta	offre	N;FEM;SG	N;FEM;SG
bartolomeo	barthélemy	bartolomeo	barthélemy	N;MASC;SG	N;MASC;SG
bartolomeo	bartholomew	bartolomeo	bartholomew	N;MASC;SG	N;MASC;SG
senatore	sénateur	senatore	sénateur	N;MASC;SG	N;MASC;SG
senatore	sénatrice	senatore	sénatrice	N;MASC;SG	N;FEM;SG
arrestato	arrêté	arrestare	arrêter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
arrestato	arrêtée	arrestare	arrêter	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
eliminare	élimine	eliminare	élimine	V;NFIN	V;IND;SG;3;PRS;FIN
eliminare	éliminer	eliminare	éliminer	V;NFIN	V;NFIN
eliminare	supprimer	eliminare	supprimer	V;NFIN	V;NFIN
eliminare	supprimez	eliminare	supprimer	V;NFIN	V;IMP;PL;2;PRS;FIN
eliminare	supprime	eliminare	supprimer	V;NFIN	V;IND;SG;3;PRS;FIN
eliminare	effacer	eliminare	effacer	V;NFIN	V;NFIN
capisce	comprend	capire	comprendre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
propone	propose	proporre	proposer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
democratico	démocratique	democratico	démocratique	ADJ;MASC;SG	ADJ;MASC;SG
nozze	noces	nozza	noce	N;FEM;PL	N;FEM;PL
nozze	mariages	nozza	mariage	N;FEM;PL	N;MASC;PL
include	inclut	includere	inclure	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
include	comprend	includere	comprendre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
misure	mesures	misura	mesure	N;FEM;PL	N;FEM;PL
misure	mesures	misura	mesure	N;FEM;PL	N;FEM;PL
risolvere	résoudre	risolvere	résoudre	V;NFIN	V;NFIN
risolvere	résoudre	risolvere	résoudre	V;NFIN	V;NFIN
risolvere	résout	risolvere	résoudre	V;NFIN	V;IND;SG;3;PRS;FIN
ombra	ombre	ombra	ombre	N;FEM;SG	N;FEM;SG
ombra	ombre	ombra	ombre	N;FEM;SG	N;FEM;SG
ombra	ombrage	ombra	ombrage	N;FEM;SG	N;MASC;SG
ombra	teinte	ombra	teinte	N;FEM;SG	N;FEM;SG
giunta	junte	giunta	junte	N;FEM;SG	N;FEM;SG
concilio	conseil	concilio	conseil	N;MASC;SG	N;MASC;SG
logo	logo	logo	logo	N;MASC;SG	N;MASC;SG
deputato	député	deputato	député	N;MASC;SG	N;MASC;SG
deputato	député	deputato	député	N;MASC;SG	N;MASC;SG
virtù	vertu	virtù	vertu	N;FEM;SG	N;FEM;SG
agenzia	agence	agenzia	agence	N;FEM;SG	N;FEM;SG
master	maitre	master	maître	N;MASC	N;MASC;SG
master	master	master	master	N;MASC	N;MASC;SG
master	maître	master	maître	N;MASC	N;MASC;SG
partiti	parties	partito	partie	N;MASC;PL	N;FEM;PL
altitudine	altitude	altitudine	altitude	N;FEM;SG	N;FEM;SG
altitudine	altitude	altitudine	altitude	N;FEM;SG	N;FEM;SG
altitudine	élévation	altitudine	élévation	N;FEM;SG	N;FEM;SG
cerimonia	cérémonie	cerimonia	cérémonie	N;FEM;SG	N;FEM;SG
distrutto	détruite	distruggere	détruire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
distrutto	détruit	distruggere	détruire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
distrutto	brisé	distruggere	briser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
distrutto	brisée	distruggere	briser	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
distrutto	râpé	distruggere	râper	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
distrutto	déchiré	distruggere	déchirer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
boss	boss	boss	boss	N;MASC	N;MASC;SG
boss	patron	boss	patron	N;MASC	N;MASC;SG
boss	patronne	boss	patronne	N;MASC	N;FEM;SG
oratorio	oratoire	oratorio	oratoire	N;MASC;SG	N;MASC;SG
riconoscimenti	distinctions	riconoscimento	distinction	N;MASC;PL	N;FEM;PL
riconoscimenti	trophées	riconoscimento	trophée	N;MASC;PL	N;MASC;PL
riconoscimenti	récompenses	riconoscimento	récompense	N;MASC;PL	N;FEM;PL
superare	dépassent	superare	dépasser	V;NFIN	V;IND;PL;3;PRS;FIN
superare	surmonter	superare	surmonter	V;NFIN	V;NFIN
superare	surmonté	superare	surmonter	V;NFIN	V;MASC;SG;PST;V.PTCP
capi	patrons	capo	patron	N;MASC;PL	N;MASC;PL
capi	têtes	capo	tête	N;MASC;PL	N;FEM;PL
free	free	frendere	free	N	N;MASC;SG
sostanza	substance	sostanza	substance	N;FEM;SG	N;FEM;SG
spiega	expliquer	spiegare	expliquer	V;IND;SG;3;PRS;FIN	V;NFIN
spiega	explique	spiegare	expliquer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
spiega	explique	spiegare	expliquer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bad	bad	bad	bad	N;SG	N;MASC;SG
varia	varie	variare	varier	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
versi	versets	verso	verset	N;MASC;PL	N;MASC;PL
organi	organes	organo	organe	N;MASC;PL	N;MASC;PL
medaglie	médailles	medaglia	médaille	N;FEM;PL	N;FEM;PL
religiosi	religieuses	religioso	religieux	ADJ;MASC;PL	ADJ;FEM;PL
tag	étiquette	tag	étiquette	N	N;FEM;SG
tag	tag	tag	tag	N	N;MASC;SG
tag	balise	tag	balise	N	N;FEM;SG
tag	identifications	tag	identification	N	N;FEM;PL
tag	balises	tag	balise	N	N;FEM;PL
tag	étiquettes	tag	étiquette	N	N;FEM;PL
tag	tags	tag	tag	N	N;MASC;PL
jordan	jordanie	jordan	jordanie	N;FEM;SG	N;FEM;SG
paragrafo	paragraphe	paragrafo	paragraphe	N;MASC;SG	N;MASC;SG
paragrafo	alinéa	paragrafo	alinéa	N;MASC;SG	N;MASC;SG
confederazione	confédération	confederazione	confédération	N;FEM;SG	N;FEM;SG
musical	musicals	musical	musical	N;MASC	N;MASC;PL
navigazione	navigation	navigazione	navigation	N;FEM;SG	N;FEM;SG
performance	performance	performance	performance	N;FEM	N;FEM;SG
performance	performances	performance	performance	N;FEM	N;FEM;PL
performance	rendement	performance	rendement	N;FEM	N;MASC;SG
box	coffret	box	coffret	N;MASC	N;MASC;SG
box	boîte	box	boîte	N;MASC	N;FEM;SG
box	boite	box	boîte	N;MASC	N;FEM;SG
raffaele	raffaele	raffaele	raffaele	N;SG	N;MASC;SG
cambiato	changé	cambiare	changer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cambiato	changée	cambiare	changer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
tipica	typique	tipico	typique	ADJ;FEM;SG	ADJ;MASC;SG
eugenio	eugene	eugenio	eugene	N;MASC;SG	N;MASC;SG
portando	apportant	portare	apporter	V;V.MSDR	V;PRS;V.PTCP
osservazione	observation	osservazione	observation	N;FEM;SG	N;FEM;SG
classifiche	classements	classifica	classement	N;FEM;PL	N;MASC;PL
corea	coréenne	corea	coréen	ADJ;FEM;SG	ADJ;FEM;SG
html	html	html	html	N;MASC	N;MASC;SG
copertura	couvercle	copertura	couvercle	N;FEM;SG	N;MASC;SG
copertura	couverture	copertura	couverture	N;FEM;SG	N;FEM;SG
copertura	housse	copertura	housse	N;FEM;SG	N;FEM;SG
copertura	couverture	copertura	couverture	N;FEM;SG	N;FEM;SG
larghezza	largeur	larghezza	largeur	N;FEM;SG	N;FEM;SG
dettagli	détails	dettaglio	détail	N;MASC;PL	N;MASC;PL
ebraica	juif	ebraico	juif	ADJ;FEM;SG	ADJ;MASC;SG
ebraica	juive	ebraico	juif	ADJ;FEM;SG	ADJ;FEM;SG
ebraica	hébraïque	ebraico	hébraïque	ADJ;FEM;SG	ADJ;MASC;SG
vendetta	revanche	vendetta	revanche	N;FEM;SG	N;FEM;SG
vendetta	vengeance	vendetta	vengeance	N;FEM;SG	N;FEM;SG
vendetta	vengeance	vendetta	vengeance	N;FEM;SG	N;FEM;SG
vendetta	revanche	vendetta	revanche	N;FEM;SG	N;FEM;SG
vendetta	vengeance	vendetta	vengeance	N;FEM;SG	N;FEM;SG
vendetta	vendetta	vendetta	vendetta	N;FEM;SG	N;FEM;SG
clemente	clément	clemente	clément	N;MASC;SG	N;MASC;SG
clemente	clement	clemente	clement	N;MASC;SG	N;MASC;SG
martire	martyr	martire	martyr	N;MASC;SG	N;MASC;SG
martire	martyre	martire	martyre	N;MASC;SG	N;MASC;SG
visse	vécue	vivere	vivre	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
visse	vécu	vivere	vivre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
intento	intention	intento	intention	N;MASC;SG	N;FEM;SG
pesanti	lourds	pesante	lourd	ADJ;PL	ADJ;MASC;PL
spazi	espaces	spazio	espace	N;MASC;PL	N;MASC;PL
preparazione	préparation	preparazione	préparation	N;FEM;SG	N;FEM;SG
carolina	caroline	carolina	caroline	N;FEM;SG	N;FEM;SG
condannato	condamnée	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
condannato	condamné	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
condannato	condamnée	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
condannato	condamné	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
condannato	condamnée	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
condannato	condamné	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
condannato	condamner	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;NFIN
condannato	détenu	condannare	détenir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
condannato	condamné	condannare	condamner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
esperto	expert	esperto	expert	N;MASC;SG	N;MASC;SG
rappresentanti	représentants	rappresentante	représentant	N;PL	N;MASC;PL
cento	cent	cento	cent	NUM	NUM
voi	vous	voi	vous	PRO;PL;2	PRO;PL;2
cucina	cuisine	cucina	cuisine	N;FEM;SG	N;FEM;SG
cucina	gastronomie	cucina	gastronomie	N;FEM;SG	N;FEM;SG
cucina	cuisine	cucina	cuisine	N;FEM;SG	N;FEM;SG
specifica	spécifique	specifico	spécifique	ADJ;FEM;SG	ADJ;MASC;SG
costellazione	constellation	costellazione	constellation	N;FEM;SG	N;FEM;SG
eccellenza	excellence	eccellenza	excellence	N;FEM;SG	N;FEM;SG
eccellenza	excellence	eccellenza	excellence	N;FEM;SG	N;FEM;SG
pieve	pieve	pieve	pieve	N;FEM;SG	N;FEM;SG
ideale	idéale	ideale	idéal	ADJ;SG	ADJ;FEM;SG
ideale	ideal	ideale	ideal	ADJ;SG	ADJ;MASC;SG
ideale	idéal	ideale	idéal	ADJ;SG	ADJ;MASC;SG
firmato	signée	firmare	signer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
firmato	signé	firmare	signer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sconfitte	défaites	sconfitta	défaite	N;FEM;PL	N;FEM;PL
crea	créer	creare	créer	V;IMP;SG;2;PRS;FIN	V;NFIN
ricordi	mémoires	ricordo	mémoire	N;MASC;PL	N;MASC;PL
ricordi	souvenirs	ricordo	souvenir	N;MASC;PL	N;MASC;PL
nicolas	nicolas	nicolas	nicola	N;MASC;SG	N;MASC;SG
umanità	humanité	umanità	humanité	N;FEM	N;FEM;SG
baby	bébé	baby	bébé	N	N;MASC;SG
baby	baby	baby	baby	N	N;MASC;SG
discesa	ascendance	discesa	ascendance	N;FEM;SG	N;FEM;SG
discesa	descente	discesa	descente	N;FEM;SG	N;FEM;SG
discesa	descente	discesa	descente	N;FEM;SG	N;FEM;SG
cristina	christiane	cristinare	christiane	N;FEM;SG	N;FEM;SG
cristina	christine	cristinare	christine	N;FEM;SG	N;FEM;SG
terremoto	tremblement	terremoto	tremblement	N;MASC;SG	N;MASC;SG
terremoto	séisme	terremoto	séisme	N;MASC;SG	N;MASC;SG
cemento	béton	cemento	béton	N;MASC;SG	N;MASC;SG
cemento	ciment	cemento	ciment	N;MASC;SG	N;MASC;SG
space	espace	spacere	espace	N	N;MASC;SG
legale	juridique	legale	juridique	ADJ;SG	ADJ;MASC;SG
legale	légal	legale	légal	ADJ;SG	ADJ;MASC;SG
legale	légale	legale	légal	ADJ;SG	ADJ;FEM;SG
insediamento	investiture	insediamento	investiture	N;MASC;SG	N;FEM;SG
insediamento	inauguration	insediamento	inauguration	N;MASC;SG	N;FEM;SG
tardo	tardive	tardo	tardif	ADJ;MASC;SG	ADJ;FEM;SG
tardo	tardif	tardo	tardif	ADJ;MASC;SG	ADJ;MASC;SG
ucraina	ukraine	ucraino	ukrainer	ADJ;FEM;SG	ADJ;FEM;SG
ucraina	ukrainien	ucraino	ukrainien	ADJ;FEM;SG	ADJ;MASC;SG
ucraina	ukrainienne	ucraino	ukrainien	ADJ;FEM;SG	ADJ;FEM;SG
tasso	taux	tasso	taux	N;MASC;SG	N;MASC;SG
tasso	tarif	tasso	tarif	N;MASC;SG	N;MASC;SG
tasso	blaireau	tasso	blaireau	N;MASC;SG	N;MASC;SG
esistente	existant	esistere	exister	V;SG;PRS;V.PTCP	V;PRS;V.PTCP
invernali	hivers	invernale	hiver	N;MASC;PL	N;MASC;PL
sabato	samedi	sabato	samedi	N;MASC;SG	N;MASC;SG
occidente	occident	occidente	occident	N;SG	N;MASC;SG
occidente	ouest	occidente	ouest	N;SG	N;MASC;SG
qualificazione	qualification	qualificazione	qualification	N;FEM;SG	N;FEM;SG
arrivato	arrivé	arrivare	arriver	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cause	causes	causa	cause	N;FEM;PL	N;FEM;PL
serata	soirée	serata	soirée	N;FEM;SG	N;FEM;SG
serata	soir	serata	soir	N;FEM;SG	N;MASC;SG
istituito	institué	istituire	instituer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
istituito	instauré	istituire	instaurer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
agenti	agents	agente	agent	N;PL	N;MASC;PL
agenti	mandataires	agente	mandataire	N;PL	N;MASC;PL
agenti	officiers	agente	officier	N;PL	N;MASC;PL
tastiera	clavier	tastiera	clavier	N;FEM;SG	N;MASC;SG
tastiera	clavier	tastiera	clavier	N;FEM;SG	N;MASC;SG
veicoli	véhicules	veicolo	véhicule	N;MASC;PL	N;MASC;PL
accetta	accepte	accettare	accepter	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
accetta	accepte	accettare	accepter	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
accetta	accepter	accettare	accepter	V;IND;SG;3;PRS;FIN	V;NFIN
clan	clan	clan	clan	N;MASC	N;MASC;SG
clan	clans	clan	clan	N;MASC	N;MASC;PL
impatto	impact	impatto	impact	N;MASC;SG	N;MASC;SG
impatto	incidence	impatto	incidence	N;MASC;SG	N;FEM;SG
programmazione	programmation	programmazione	programmation	N;FEM;SG	N;FEM;SG
vicini	voisines	vicino	voisin	ADJ;MASC;PL	ADJ;FEM;PL
vicini	voisines	vicino	voisin	ADJ;MASC;PL	ADJ;FEM;PL
fattori	facteurs	fattore	facteur	N;MASC;PL	N;MASC;PL
bambina	enfant	bambino	enfant	N;FEM;SG	N;MASC;SG
diviso	divisé	dividere	diviser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
diviso	divisée	dividere	diviser	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
qualificazioni	qualifications	qualificazione	qualification	N;FEM;PL	N;FEM;PL
qualificazioni	qualifications	qualificazione	qualification	N;FEM;PL	N;FEM;PL
qualificazioni	qualifications	qualificazione	qualification	N;FEM;PL	N;FEM;PL
dead	dead	dead	dead	N	N;MASC;SG
sessuale	sexuel	sessuale	sexuel	ADJ;SG	ADJ;MASC;SG
sessuale	sexuelle	sessuale	sexuel	ADJ;SG	ADJ;FEM;SG
turco	turque	turco	turc	ADJ;MASC;SG	ADJ;FEM;SG
turco	turc	turco	turc	ADJ;MASC;SG	ADJ;MASC;SG
dimostra	démontre	dimostrare	démontrer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
statue	statues	statua	statue	N;FEM;PL	N;FEM;PL
centinaia	centaines	centinaio	centaine	N;FEM;PL	N;FEM;PL
battuta	blague	battuta	blague	N;FEM;SG	N;FEM;SG
battuta	plaisanterie	battuta	plaisanterie	N;FEM;SG	N;FEM;SG
rappresentante	représentant	rappresentante	représentant	N;SG	N;MASC;SG
rappresentante	représentante	rappresentante	représentant	N;SG	N;FEM;SG
tradotto	traduite	tradurre	traduire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
tradotto	traduit	tradurre	traduire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
min	min	mino	minute	N	N;MASC;SG
dolore	tristesse	dolore	tristesse	N;MASC;SG	N;FEM;SG
dolore	peine	dolore	peine	N;MASC;SG	N;FEM;SG
dolore	chagrin	dolore	chagrin	N;MASC;SG	N;MASC;SG
dolore	souffrance	dolore	souffrance	N;MASC;SG	N;FEM;SG
dolore	douleur	dolore	douleur	N;MASC;SG	N;FEM;SG
dolore	peine	dolore	peine	N;MASC;SG	N;FEM;SG
studiare	étudier	studiare	étudier	V;NFIN	V;NFIN
studiare	étudier	studiare	étudier	V;NFIN	V;NFIN
impossibile	impossible	impossibile	impossible	ADJ;SG	ADJ;MASC;SG
vissuto	vécue	vivere	vivre	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
vissuto	vécu	vivere	vivre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
accademico	universitaire	accademico	universitaire	ADJ;MASC;SG	ADJ;MASC;SG
accademico	académique	accademico	académique	ADJ;MASC;SG	ADJ;MASC;SG
segnale	clignotant	segnale	clignoter	N;MASC;SG	N;MASC;SG
segnale	signal	segnale	signal	N;MASC;SG	N;MASC;SG
chiesto	demandé	chiedere	demander	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
abbandonare	abandonner	abbandonare	abandonner	V;NFIN	V;NFIN
abbandonare	abandonne	abbandonare	abandonner	V;NFIN	V;IND;SG;3;PRS;FIN
manifestazioni	évènements	manifestazione	évènement	N;FEM;PL	N;MASC;PL
manifestazioni	evénements	manifestazione	evénement	N;FEM;PL	N;MASC;PL
