가속	acceleration	가속	acceleration	N	N;NOM;INDF;MASC+FEM;SG
부관	ställföreträdare	부관	ställföreträdare	N	N;NOM;INDF;MASC+FEM;SG
부관	biträdande	부관	biträdande	N	N;NOM;INDF;NEUT;SG
부관	ställföreträdande	부관	ställföreträdande	N	N;NOM;INDF;NEUT;SG
부관	vice	부관	vice	N	N;NOM;INDF;MASC+FEM;SG
부관	postum	부관	postum	N	N;NOM;INDF;MASC+FEM;SG
신탁	tillit	신탁	tillit	N	N;NOM;INDF;MASC+FEM;SG
신탁	trust	신탁	trust	N	N;NOM;INDF;MASC+FEM;SG
신탁	förtroende	신탁	förtroende	N	N;NOM;INDF;NEUT;SG
가르침	undervisa	가르치+ㅁ	undervisa	V	V;IMP;FIN;ACT
칙령	påbud	칙령	påbud	N	N;NOM;INDF;NEUT;SG
상어	hajar	상어	haje	N	N;NOM;INDF;MASC+FEM;PL
상어	haj	상어	haj	N	N;NOM;INDF;MASC+FEM;SG
상어	shark	상어	shark	N	N;NOM;INDF;MASC+FEM;SG
근로자	arbetare	근로자	arbetare	N	N;NOM;INDF;MASC+FEM;PL
근로자	arbetstagare	근로자	arbetstagare	N	N;NOM;INDF;MASC+FEM;PL
근로자	arbetare	근로자	arbetare	N	N;NOM;INDF;MASC+FEM;PL
근로자	arbetstagare	근로자	arbetstagare	N	N;NOM;INDF;MASC+FEM;PL
응답	svar	응답	svar	N	N;NOM;INDF;NEUT;SG
응답	svaren	응답	svar	N	N;NOM;DEF;NEUT;PL
응답	svar	응답	svar	N	N;NOM;INDF;NEUT;SG
응답	svar	응답	svar	N	N;NOM;INDF;NEUT;SG
응답	svar	응답	svar	N	N;NOM;INDF;NEUT;SG
응답	svar	응답	svar	N	N;NOM;INDF;NEUT;SG
응답	gensvar	응답	gensvar	N	N;NOM;INDF;NEUT;SG
응답	respons	응답	respons	N	N;NOM;INDF;MASC+FEM;SG
저널리즘	journalistik	저널리즘	journalistik	N	N;NOM;INDF;MASC+FEM;SG
텅스텐	volfram	텅스텐	volfram	N	N;NOM;INDF;NEUT;SG
등대	fyr	등대	fyr	N	N;NOM;INDF;MASC+FEM;SG
등대	fyren	등대	fyr	N	N;NOM;DEF;MASC+FEM;SG
던지기	kasta	던지기	kasta	V	V;IMP;FIN;ACT
던지기	kastar	던지기	kasta	V	V;IND;PRS;FIN;ACT
던지기	kasta	던지기	kasta	V	V;IMP;FIN;ACT
던지기	kastar	던지기	kasta	V	V;IND;PRS;FIN;ACT
던지기	slänga	던지기	slänga	V	V;IMP;FIN;ACT
통계학	statistiken	통계학	statistik	N	N;NOM;DEF;MASC+FEM;SG
통계학	statistik	통계학	statistik	N	N;NOM;INDF;MASC+FEM;SG
픽션	påhitt	픽션	påhitt	N	N;NOM;INDF;NEUT;SG
픽션	fiction	픽션	fiction	N	N;NOM;INDF;MASC+FEM;SG
픽션	fiktion	픽션	fiktion	N	N;NOM;INDF;MASC+FEM;SG
학업	skolarbete	학업	skolarbete	N	N;NOM;INDF;NEUT;SG
학업	akademiker	학업	akademik	N	N;NOM;INDF;MASC+FEM;PL
혐오	hat	혐오	hat	N	N;NOM;INDF;NEUT;SG
혐오	hat	혐오	hat	N	N;NOM;INDF;NEUT;SG
등산	klättring	등산	klättring	N	N;NOM;INDF;MASC+FEM;SG
등산	bergsklättring	등산	bergsklättring	N	N;NOM;INDF;MASC+FEM;SG
착용	slitage	착용	slitage	N	N;NOM;INDF;NEUT;SG
천장	tak	천장	tak	N	N;NOM;INDF;NEUT;SG
천장	taken	천장	take	N	N;NOM;DEF;MASC+FEM;SG
천장	tak	천장	tak	N	N;NOM;INDF;NEUT;SG
다면체	polyeder	다면체	polyeder	N	N;NOM;INDF;MASC+FEM;PL
신용카드	kredit	신용카드	kredit	N	N;NOM;INDF;MASC+FEM;SG
신용카드	credit	신용카드	credit	N	N;NOM;INDF;MASC+FEM;SG
대리석	marmor	대리석	marma	N	N;NOM;INDF;MASC+FEM;SG
핸드	handen	핸드	hand	N	N;NOM;DEF;MASC+FEM;SG
핸드	hand	핸드	hand	N	N;NOM;INDF;MASC+FEM;SG
외모	skenet	외모	sken	N	N;NOM;DEF;NEUT;SG
외모	framträdanden	외모	framträdande	N	N;NOM;INDF;NEUT;PL
외모	utseende	외모	utseende	N	N;NOM;INDF;NEUT;SG
외모	utseendet	외모	utseende	N	N;NOM;DEF;NEUT;SG
보행자	fotgängare	보행자	fotgängare	N	N;NOM;INDF;MASC+FEM;PL
보행자	fotgängare	보행자	fotgängare	N	N;NOM;INDF;MASC+FEM;PL
당구	biljard	당구	biljard	N	N;NOM;INDF;MASC+FEM;SG
당구	biljard	당구	biljard	N	N;NOM;INDF;MASC+FEM;SG
형제들	bröderna	형제+들	bröd	N	N;NOM;DEF;MASC+FEM;PL
형제들	bröder	형제+들	bröda	N	N;NOM;INDF;MASC+FEM;PL
형제들	brothers	형제+들	broth	N	N;GEN;INDF;MASC+FEM;SG
외로운	ensamt	외롭+ㄴ	ensam	ADJ	ADJ;NOM;INDF;NEUT;SG
외로운	ensam	외롭+ㄴ	ensam	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
외로운	ensamma	외롭+ㄴ	ensam	ADJ	ADJ;NOM;PL
라벨	etiketter	라벨	etikett	N	N;NOM;INDF;MASC+FEM;PL
라벨	etikett	라벨	etikett	N	N;NOM;INDF;MASC+FEM;SG
라벨	beteckning	라벨	beteckning	N	N;NOM;INDF;MASC+FEM;SG
벽돌	tegelstenar	벽돌	tegelstena	N	N;NOM;INDF;MASC+FEM;PL
벽돌	tegel	벽돌	tegel	N	N;NOM;INDF;MASC+FEM;SG
벽돌	tegelsten	벽돌	tegelst	N	N;NOM;INDF;MASC+FEM;SG
벽돌	tegel	벽돌	tegel	N	N;NOM;INDF;MASC+FEM;SG
벽돌	tegelsten	벽돌	tegelst	N	N;NOM;INDF;MASC+FEM;SG
폴란드인	polacker	폴란드인	polack	N	N;NOM;INDF;MASC+FEM;PL
폴란드인	stolpar	폴란드인	stolpe	N	N;NOM;INDF;MASC+FEM;PL
폴란드인	polackerna	폴란드인	polack	N	N;NOM;DEF;MASC+FEM;PL
폴란드인	pålar	폴란드인	påla	N	N;NOM;INDF;MASC+FEM;PL
백금	platina	백금	platin	N	N;NOM;INDF;NEUT;SG
걷기	promenerar	걷+기	promenera	V	V;IND;PRS;FIN;ACT
걷기	gick	걷+기	gå	V	V;IND;PST;FIN;ACT
걷기	vandrat	걷+기	vandra	V	V;V.CVB;ACT
걷기	promenera	걷+기	promenera	V	V;IMP;FIN;ACT
바지	långbyxor	바지	långbyxa	N	N;NOM;INDF;MASC+FEM;PL
바지	byxor	바지	byxa	N	N;NOM;INDF;MASC+FEM;PL
바지	byxor	바지	byxa	N	N;NOM;INDF;MASC+FEM;PL
설득	övertalning	설득	övertalning	N	N;NOM;INDF;MASC+FEM;SG
광업	brytning	광업	brytning	N	N;NOM;INDF;MASC+FEM;SG
광업	gruvdrift	광업	gruvdrift	N	N;NOM;INDF;MASC+FEM;SG
광업	gruv	광업	gruv	N	N;NOM;INDF;MASC+FEM;SG
부트	boot	부트	boot	N	N;NOM;INDF;MASC+FEM;SG
부트	stövel	부트	stövel	N	N;NOM;INDF;MASC+FEM;SG
부트	uppstart	부트	uppstard	N	N;NOM;INDF;MASC+FEM;SG
애슬론	athlon	애슬론	athlon	N	N;NOM;INDF;MASC+FEM;SG
오르기	klättrar	오르+기	klättra	V	V;IND;PRS;FIN;ACT
오르기	klättra	오르+기	klättra	V	V;IMP;FIN;ACT
완화	lindring	완화	lindring	N	N;NOM;INDF;MASC+FEM;SG
완화	lättnader	완화	lättnad	N	N;NOM;INDF;MASC+FEM;PL
회귀	tillbakagång	회귀	tillbakagång	N	N;NOM;INDF;MASC+FEM;SG
회귀	regression	회귀	regression	N	N;NOM;INDF;MASC+FEM;SG
떠나기	lämna	떠나+기	lämna	V	V;IMP;FIN;ACT
떠나기	lämnar	떠나+기	lämna	V	V;IND;PRS;FIN;ACT
농도	koncentrationer	농도	koncentration	N	N;NOM;INDF;MASC+FEM;PL
농도	koncentrationen	농도	koncentration	N	N;NOM;DEF;MASC+FEM;SG
농도	koncentration	농도	koncentration	N	N;NOM;INDF;MASC+FEM;SG
농도	djup	농도	djup	N	N;NOM;INDF;MASC+FEM;SG
농도	djupet	농도	djup	N	N;NOM;DEF;NEUT;SG
슬롯	slot	슬롯	slot	N	N;NOM;INDF;MASC+FEM;SG
슬롯	slots	슬롯	slots	N	N;NOM;INDF;NEUT;PL
다이오드	diod	다이오드	dudd	N	N;NOM;INDF;MASC+FEM;SG
다이오드	dioder	다이오드	diod	N	N;NOM;INDF;MASC+FEM;PL
샘플링	prov	샘플링	prov	N	N;NOM;INDF;NEUT;SG
샘플링	stickprov	샘플링	stickprov	N	N;NOM;INDF;NEUT;SG
샘플링	urval	샘플링	urval	N	N;NOM;INDF;NEUT;SG
샘플링	stickprov	샘플링	stickprov	N	N;NOM;INDF;NEUT;SG
샘플링	provtagning	샘플링	provtagning	N	N;NOM;INDF;MASC+FEM;SG
튜브	slangar	튜브	slang	N	N;NOM;INDF;MASC+FEM;PL
튜브	rör	튜브	röra	N	N;NOM;INDF;NEUT;SG
튜브	tub	튜브	tub	N	N;NOM;INDF;MASC+FEM;SG
튜브	rör	튜브	röra	N	N;NOM;INDF;NEUT;SG
튜브	tuber	튜브	tuber	N	N;NOM;INDF;MASC+FEM;PL
튜브	slangar	튜브	slang	N	N;NOM;INDF;MASC+FEM;PL
카트	vagn	카트	vagn	N	N;NOM;INDF;MASC+FEM;SG
카트	kärra	카트	kärra	N	N;NOM;INDF;MASC+FEM;SG
레저	fritids	레저	fritid	N	N;NOM;INDF;MASC+FEM;SG
레저	fritid	레저	fritid	N	N;NOM;INDF;MASC+FEM;SG
직위	ställning	직위	ställning	N	N;NOM;INDF;MASC+FEM;SG
직위	position	직위	position	N	N;NOM;INDF;MASC+FEM;SG
직위	ståndpunkt	직위	ståndpunkt	N	N;NOM;INDF;MASC+FEM;SG
직위	befattning	직위	befattning	N	N;NOM;INDF;MASC+FEM;SG
직위	ståndpunkter	직위	ståndpunkt	N	N;NOM;INDF;MASC+FEM;PL
직위	positioner	직위	position	N	N;NOM;INDF;MASC+FEM;PL
직위	befattningar	직위	befattning	N	N;NOM;INDF;MASC+FEM;PL
직위	ställningar	직위	ställning	N	N;NOM;INDF;MASC+FEM;PL
진흙	gyttja	진흙	gyttja	N	N;NOM;INDF;MASC+FEM;SG
진흙	lera	진흙	lera	N	N;NOM;INDF;MASC+FEM;SG
추론	slutledning	추론	slutledning	N	N;NOM;INDF;MASC+FEM;SG
추론	resonemang	추론	resonemang	N	N;NOM;INDF;NEUT;SG
적응	adaptiv	적응	adaptiv	N	N;NOM;INDF;MASC+FEM;SG
적응	anpassning	적응	anpassning	N	N;NOM;INDF;MASC+FEM;SG
코뮌	kommuner	코뮌	kommun	N	N;NOM;INDF;MASC+FEM;PL
흡연	rökare	흡연	rökare	N	N;NOM;INDF;MASC+FEM;PL
흡연	rökning	흡연	rökning	N	N;NOM;INDF;MASC+FEM;SG
흡연	rökare	흡연	rökare	N	N;NOM;INDF;MASC+FEM;PL
복권	lotto	복권	lotto	N	N;NOM;INDF;NEUT;SG
복권	lotto	복권	lotto	N	N;NOM;INDF;NEUT;SG
복권	lotteri	복권	lotteri	N	N;NOM;INDF;NEUT;SG
복권	lotterier	복권	lotteri	N	N;NOM;INDF;MASC+FEM;PL
피아트	fiat	피아트	fia	N	N;NOM;INDF;MASC+FEM;SG
목차	innehållet	목차	innehåll	N	N;NOM;DEF;NEUT;SG
목차	innehåll	목차	innehåll	N	N;NOM;INDF;NEUT;SG
목차	innehållsförteckning	목차	innehållsförteckning	N	N;NOM;INDF;MASC+FEM;SG
결핵	tuberkulos	결핵	tuberkulos	N	N;NOM;INDF;MASC+FEM;SG
불평등	olikhet	불평등	olikhet	N	N;NOM;INDF;MASC+FEM;SG
불평등	ojämlikhet	불평등	ojämlikhet	N	N;NOM;INDF;MASC+FEM;SG
남용	missbruk	남용	missbruk	N	N;NOM;INDF;NEUT;SG
남용	missbruk	남용	missbruk	N	N;NOM;INDF;NEUT;SG
남용	övergrepp	남용	övergrepp	N	N;NOM;INDF;NEUT;PL
편집기	redigerare	편집기	rediger	N	N;NOM;INDF;MASC+FEM;PL
편집기	redaktör	편집기	redaktör	N	N;NOM;INDF;MASC+FEM;SG
편집기	editor	편집기	editor	N	N;NOM;INDF;MASC+FEM;SG
편집기	redigerare	편집기	rediger	N	N;NOM;INDF;MASC+FEM;PL
편집기	redaktörer	편집기	redaktör	N	N;NOM;INDF;MASC+FEM;PL
줄무늬	randig	줄무늬	randig	N	N;NOM;INDF;MASC+FEM;SG
줄무늬	ränder	줄무늬	rända	N	N;NOM;INDF;MASC+FEM;PL
모듈러	modulär	모증러	modulär	N	N;NOM;INDF;MASC+FEM;SG
퇴직	pensionering	퇴직	pensionering	N	N;NOM;INDF;MASC+FEM;SG
퇴직	pension	퇴직	pension	N	N;NOM;INDF;MASC+FEM;SG
퇴직	pensionär	퇴직	pensionär	N	N;NOM;INDF;MASC+FEM;SG
포인터	visare	포인터	visa	N	N;NOM;INDF;MASC+FEM;PL
포인터	pekare	포인터	pekare	N	N;NOM;INDF;MASC+FEM;SG
박격포	murbruk	박격포	murbruk	N	N;NOM;INDF;NEUT;SG
박격포	granatkastare	박격포	granatkastare	N	N;NOM;INDF;MASC+FEM;SG
재활	rehab	재활	rehab	N	N;NOM;INDF;MASC+FEM;SG
재활	rehabilitering	재활	rehabilitering	N	N;NOM;INDF;MASC+FEM;SG
재활	återuppbyggnad	재활	återuppbyggnad	N	N;NOM;INDF;MASC+FEM;SG
통증	smärta	통증	smärta	N	N;NOM;INDF;MASC+FEM;SG
통증	pain	통증	pain	N	N;NOM;INDF;MASC+FEM;SG
통증	smärtor	통증	smärtor	N	N;NOM;INDF;MASC+FEM;PL
통증	värk	통증	värk	N	N;NOM;INDF;MASC+FEM;SG
통증	smärtor	통증	smärtor	N	N;NOM;INDF;MASC+FEM;PL
복합체	förening	복합체	förening	N	N;NOM;INDF;MASC+FEM;SG
카누	kanoter	카누	kanot	N	N;NOM;INDF;MASC+FEM;PL
카누	kanotsport	카누	kanotsport	N	N;NOM;INDF;MASC+FEM;SG
카누	kanot	카누	kano	N	N;NOM;INDF;MASC+FEM;SG
시그널	signal	시그널	signal	N	N;NOM;INDF;MASC+FEM;SG
어디서나	överallt	어디서나	överallt	ADV	ADV
댓글	kommentar	댓글	kommentar	N	N;NOM;INDF;MASC+FEM;SG
댓글	anmärkningar	댓글	anmärkning	N	N;NOM;INDF;MASC+FEM;PL
댓글	kommentarer	댓글	kommentar	N	N;NOM;INDF;MASC+FEM;PL
댓글	synpunkter	댓글	synpunkt	N	N;NOM;INDF;MASC+FEM;PL
아래쪽	botten	아래+쪽	botten	N	N;NOM;DEF;MASC+FEM;SG
플로피	diskett	플로피	diske	N	N;NOM;INDF;NEUT;SG
플로피	disketter	플로피	diskett	N	N;NOM;INDF;MASC+FEM;PL
조달	anskaffning	조달	anskaffning	N	N;NOM;INDF;MASC+FEM;SG
조달	tillvaratagande	조달	tillvaratagande	N	N;NOM;INDF;NEUT;SG
조달	upphandling	조달	upphandling	N	N;NOM;INDF;MASC+FEM;SG
걷고	promenerar	걷+고	promenera	V	V;IND;PRS;FIN;ACT
범죄자	brottslingar	범죄자	brottsling	N	N;NOM;INDF;MASC+FEM;PL
범죄자	brottsling	범죄자	brottsling	N	N;NOM;INDF;MASC+FEM;SG
범죄자	brottmål	범죄자	brottmål	N	N;NOM;INDF;NEUT;SG
범죄자	gärningsmannen	범죄자	gärningsman	N	N;NOM;DEF;MASC+FEM;SG
범죄자	gärningsman	범죄자	gärningsman	N	N;NOM;INDF;MASC+FEM;SG
입술	läpparna	입술	läpp	N	N;NOM;DEF;MASC+FEM;PL
입술	läppar	입술	läppa	N	N;NOM;INDF;MASC+FEM;PL
입술	lip	입술	lip	N	N;NOM;INDF;NEUT;SG
입술	läppen	입술	läpp	N	N;NOM;DEF;MASC+FEM;SG
입술	läpp	입술	läpp	N	N;NOM;INDF;MASC+FEM;SG
농부	jordbrukare	농부	jordbrukare	N	N;NOM;INDF;MASC+FEM;PL
농부	bönder	농부	bönder	N	N;NOM;INDF;NEUT;PL
농부	lantbrukare	농부	lantbrukare	N	N;NOM;INDF;MASC+FEM;PL
농부	jordbrukare	농부	jordbrukare	N	N;NOM;INDF;MASC+FEM;PL
농부	lantbrukare	농부	lantbrukare	N	N;NOM;INDF;MASC+FEM;PL
농부	bonde	농부	bonde	N	N;NOM;INDF;MASC+FEM;SG
호위	eskort	호위	eskort	N	N;NOM;INDF;MASC+FEM;SG
응급	nödsituationer	응급	nödsituation	N	N;NOM;INDF;MASC+FEM;PL
응급	nödfall	응급	nödfall	N	N;NOM;INDF;NEUT;SG
응급	nödfall	응급	nödfall	N	N;NOM;INDF;NEUT;SG
응급	nödsituation	응급	nödsituation	N	N;NOM;INDF;MASC+FEM;SG
실린더	cylinder	실린더	cylinder	N	N;NOM;INDF;MASC+FEM;SG
브람스	brahms	브람스	brahms	N	N;NOM;INDF;MASC+FEM;SG
혈관	fartyg	혈관	fartyg	N	N;NOM;INDF;NEUT;SG
혈관	blodkärl	혈관	blodkärl	N	N;NOM;INDF;NEUT;PL
혈관	kärl	혈관	kärl	N	N;NOM;INDF;NEUT;SG
노래방	karaoke	노래방	karaoke	N	N;NOM;INDF;MASC+FEM;SG
공지	kungörelse	공지	kungörelse	N	N;NOM;INDF;MASC+FEM;SG
공지	tillkännagivandet	공지	tillkännagivande	N	N;NOM;DEF;NEUT;SG
공지	meddelande	공지	meddelande	N	N;NOM;INDF;NEUT;SG
잠금	lock	잠금	lock	N	N;NOM;INDF;NEUT;SG
잠금	lås	잠금	lås	N	N;NOM;INDF;NEUT;SG
잠금	låsning	잠금	låsning	N	N;NOM;INDF;MASC+FEM;SG
온실	växthuset	온실	växthus	N	N;NOM;DEF;NEUT;SG
온실	växthus	온실	växthus	N	N;NOM;INDF;NEUT;SG
온실	växthus	온실	växthus	N	N;NOM;INDF;NEUT;SG
통역	tolk	통역	tolk	N	N;NOM;INDF;MASC+FEM;SG
연습생	övning	연습생	övning	N	N;NOM;INDF;MASC+FEM;SG
연습생	praktik	연습생	praktik	N	N;NOM;INDF;MASC+FEM;SG
연습생	praxis	연습생	praxis	N	N;NOM;INDF;MASC+FEM;SG
민병대	milisen	민병대	milis	N	N;NOM;DEF;MASC+FEM;SG
민병대	milis	민병대	milis	N	N;NOM;INDF;MASC+FEM;SG
전갈자리	scorpio	전갈자리	scorpio	N	N;NOM;INDF;MASC+FEM;SG
전갈자리	skorpion	전갈자리	skorpion	N	N;NOM;INDF;MASC+FEM;SG
전갈자리	scorpius	전갈자리	scorpius	N	N;NOM;INDF;MASC+FEM;SG
물고기자리	fiskarna	물고기+자리	fiskare	N	N;NOM;DEF;MASC+FEM;PL
자격증	intyg	자격증	intyg	N	N;NOM;INDF;NEUT;SG
자격증	certifiering	자격증	certifiering	N	N;NOM;INDF;MASC+FEM;SG
자격증	kvalifikationer	자격증	kvalifikation	N	N;NOM;INDF;MASC+FEM;PL
가정교사	handledare	가정교사	handledare	N	N;NOM;INDF;MASC+FEM;PL
가정교사	handledning	가정교사	handledning	N	N;NOM;INDF;MASC+FEM;SG
가정교사	guvernant	가정교사	guvernant	N	N;NOM;DEF;MASC+FEM;PL
벤치	bänkar	벤치	bänka	N	N;NOM;INDF;MASC+FEM;PL
벤치	bänk	벤치	bänka	N	N;NOM;INDF;MASC+FEM;SG
흔적	spår	흔적	spår	N	N;NOM;INDF;NEUT;PL
흔적	traces	흔적	trace	N	N;NOM;INDF;MASC+FEM;SG
흔적	spår	흔적	spår	N	N;NOM;INDF;NEUT;PL
흔적	spår	흔적	spår	N	N;NOM;INDF;NEUT;PL
흔적	stigar	흔적	stiga	N	N;NOM;INDF;MASC+FEM;PL
비자	visum	비자	visum	N	N;NOM;INDF;NEUT;SG
세르비아인	serbiska	세르비아인	serbisk	N	N;NOM;INDF;MASC+FEM;SG
세르비아인	serberna	세르비아인	serb	N	N;NOM;DEF;MASC+FEM;PL
세르비아인	serber	세르비아인	serber	N	N;NOM;INDF;MASC+FEM;PL
세르비아인	serbiska	세르비아인	serbisk	N	N;NOM;INDF;MASC+FEM;SG
플루트	flöjt	플루트	flyja	N	N;NOM;INDF;MASC+FEM;SG
부모님	föräldrar	부모님	förälder	N	N;NOM;INDF;MASC+FEM;PL
부모님	föräldrars	부모님	förälder	N	N;GEN;INDF;MASC+FEM;PL
부모님	föräldrarna	부모님	förälder	N	N;NOM;DEF;MASC+FEM;PL
부모님	förälder	부모님	förälder	N	N;NOM;INDF;MASC+FEM;SG
수류탄	granater	수류탄	granat	N	N;NOM;INDF;MASC+FEM;PL
단락	punkt	단락	punkt	N	N;NOM;INDF;MASC+FEM;SG
단락	stycke	단락	stycke	N	N;NOM;INDF;NEUT;SG
단락	stycket	단락	styck	N	N;NOM;DEF;NEUT;SG
단락	styckena	단락	stycke	N	N;NOM;DEF;MASC+FEM;PL
단락	stycken	단락	styck	N	N;NOM;INDF;MASC+FEM;PL
단락	punkterna	단락	punkt	N	N;NOM;DEF;MASC+FEM;PL
카세트	kassett	카세트	kassett	N	N;NOM;INDF;MASC+FEM;SG
카세트	kassetter	카세트	kassett	N	N;NOM;INDF;MASC+FEM;PL
거품	bubblor	거품	bubblo	N	N;NOM;INDF;MASC+FEM;PL
거품	skum	거품	skum	N	N;NOM;INDF;MASC+FEM;SG
거품	bubbla	거품	bubbel	N	N;NOM;INDF;MASC+FEM;SG
거품	bubblan	거품	bubblan	N	N;NOM;DEF;MASC+FEM;SG
랠리	rally	랠리	rally	N	N;NOM;INDF;MASC+FEM;SG
배너	fanor	배너	fina	N	N;NOM;INDF;MASC+FEM;PL
배너	banderoller	배너	banderolla	N	N;NOM;INDF;MASC+FEM;PL
배너	fana	배너	fana	N	N;NOM;INDF;MASC+FEM;SG
배너	banderoll	배너	banderoll	N	N;NOM;INDF;MASC+FEM;SG
배너	banner	배너	banner	N	N;NOM;INDF;MASC+FEM;SG
의사당	huvudstaden	의사당	huvudstad	N	N;NOM;DEF;MASC+FEM;SG
억제	hämning	억제	hämning	N	N;NOM;INDF;MASC+FEM;SG
억제	förtryck	억제	förtryck	N	N;NOM;INDF;NEUT;SG
억제	hämmare	억제	hämmare	N	N;NOM;INDF;MASC+FEM;PL
방학	semester	방학	semest	N	N;NOM;INDF;MASC+FEM;SG
가정부	hemhjälp	가정부	hemhjälp	N	N;NOM;INDF;MASC+FEM;SG
가정부	piga	가정부	pig	N	N;NOM;INDF;MASC+FEM;SG
가정부	mö	가정부	mö	N	N;NOM;INDF;MASC+FEM;SG
가정부	jungfru	가정부	jungfru	N	N;NOM;INDF;MASC+FEM;SG
가정부	hembiträde	가정부	hembiträde	N	N;NOM;INDF;NEUT;SG
가정부	hemhjälp	가정부	hemhjälp	N	N;NOM;INDF;MASC+FEM;SG
가정부	hushållerska	가정부	hushållerska	N	N;NOM;INDF;MASC+FEM;SG
멤버들	medlemmars	멤버+들	medlem	N	N;GEN;INDF;MASC+FEM;PL
멤버들	medlemmarna	멤버+들	medlem	N	N;NOM;DEF;MASC+FEM;PL
멤버들	medlemmar	멤버+들	medlem	N	N;NOM;INDF;MASC+FEM;PL
멤버들	ledamöter	멤버+들	ledamot	N	N;NOM;INDF;MASC+FEM;PL
애정	ömhet	애정	ömhet	N	N;NOM;INDF;MASC+FEM;SG
애정	tillgivenhet	애정	tillgivenhet	N	N;NOM;INDF;MASC+FEM;SG
볼륨	volym	볼륨	volym	N	N;NOM;INDF;MASC+FEM;SG
볼륨	volymer	볼륨	volym	N	N;NOM;INDF;MASC+FEM;PL
엘프	älva	엘프	älva	N	N;NOM;INDF;MASC+FEM;SG
엘프	elf	엘프	elf	N	N;NOM;INDF;MASC+FEM;SG
엘프	älvor	엘프	älva	N	N;NOM;INDF;MASC+FEM;PL
백조	svanar	백조	svan	N	N;NOM;INDF;MASC+FEM;PL
백조	svanen	백조	svan	N	N;NOM;DEF;MASC+FEM;SG
백조	svan	백조	svan	N	N;NOM;INDF;MASC+FEM;SG
외출	utflykt	외출	utflykt	N	N;NOM;INDF;MASC+FEM;SG
출판물	offentliggörande	출판물	offentliggörande	N	N;NOM;INDF;NEUT;SG
출판물	publikation	출판물	publikation	N	N;NOM;INDF;MASC+FEM;SG
출판물	publicering	출판물	publicering	N	N;NOM;INDF;MASC+FEM;SG
출판물	publikationer	출판물	publikation	N	N;NOM;INDF;MASC+FEM;PL
발목	vrist	발목	vrist	N	N;NOM;INDF;MASC+FEM;SG
반체제	oliktänkande	반체제	oliktänkande	N	N;NOM;INDF;NEUT;SG
중성미자	neutrino	중성미자	neutrino	N	N;NOM;INDF;MASC+FEM;SG
새우	räkor	새우	räka	N	N;NOM;INDF;MASC+FEM;SG
새우	räkor	새우	räka	N	N;NOM;INDF;MASC+FEM;SG
새우	räkan	새우	räkan	N	N;NOM;DEF;MASC+FEM;SG
새우	räka	새우	räka	N	N;NOM;INDF;MASC+FEM;SG
새우	räkor	새우	räka	N	N;NOM;INDF;MASC+FEM;SG
혼돈	förvirring	혼돈	förvirring	N	N;NOM;INDF;MASC+FEM;SG
혼돈	kaos	혼돈	kaos	N	N;NOM;INDF;NEUT;SG
혼돈	kaoset	혼돈	kaos	N	N;NOM;DEF;NEUT;SG
일관성	samstämmighet	일관성	samstämmighet	N	N;NOM;INDF;MASC+FEM;SG
일관성	enhetlighet	일관성	enhetlighet	N	N;NOM;INDF;MASC+FEM;SG
일관성	sammanhållning	일관성	sammanhållning	N	N;NOM;INDF;MASC+FEM;SG
일관성	enhetlighet	일관성	enhetlighet	N	N;NOM;INDF;MASC+FEM;SG
일관성	samstämmighet	일관성	samstämmighet	N	N;NOM;INDF;MASC+FEM;SG
일관성	konsekvens	일관성	konsekvens	N	N;NOM;INDF;MASC+FEM;SG
일관성	konsekvent	일관성	konsekvent	N	N;NOM;INDF;MASC+FEM;SG
일관성	konsistens	일관성	konsist	N	N;NOM;INDF;MASC+FEM;SG
망치	hammare	망치	hammare	N	N;NOM;INDF;MASC+FEM;SG
망치	hamra	망치	hamra	N	N;NOM;INDF;MASC+FEM;SG
망치	hammaren	망치	hammare	N	N;NOM;DEF;MASC+FEM;SG
지리학	geografi	지리학	geografi	N	N;NOM;INDF;MASC+FEM;SG
전자제품	electronics	전자제품	electronics	N	N;NOM;INDF;MASC+FEM;SG
전자제품	elektronik	전자제품	elektronik	N	N;NOM;INDF;MASC+FEM;SG
재산권	fastighet	재산권	fastighet	N	N;NOM;INDF;MASC+FEM;SG
재산권	egenskap	재산권	egenskap	N	N;NOM;INDF;MASC+FEM;SG
재산권	fastigheter	재산권	fastighet	N	N;NOM;INDF;MASC+FEM;PL
재산권	egendom	재산권	egendom	N	N;NOM;INDF;MASC+FEM;SG
장애물	hinder	장애물	hinder	N	N;NOM;INDF;NEUT;PL
장애물	hindrande	장애물	hindrande	N	N;NOM;INDF;NEUT;SG
장애물	hoppning	장애물	hoppning	N	N;NOM;INDF;MASC+FEM;SG
장애물	hinder	장애물	hinder	N	N;NOM;INDF;NEUT;PL
장애물	hindret	장애물	hindret	N	N;NOM;DEF;NEUT;SG
장애물	hinder	장애물	hinder	N	N;NOM;INDF;NEUT;PL
사용법	användning	사용법	användning	N	N;NOM;INDF;MASC+FEM;SG
분사	injektion	분사	injektion	N	N;NOM;INDF;MASC+FEM;SG
지뢰	gruvor	지뢰	gruva	N	N;NOM;INDF;MASC+FEM;PL
지뢰	gruva	지뢰	gruva	N	N;NOM;INDF;MASC+FEM;SG
