dan	та	dan	та	CONJ	CONJ
wajah	обличчя	wajah	обличчя	N;SG	N;INAN;NOM;NEUT;SG
wajah	обличчям	wajah	обличчя	N;SG	N;INAN;INS;NEUT;SG
fakta	факт	fakta	факт	N;SG	N;INAN;NOM;MASC;SG
penyebab	причина	pensebab	причина	N;SG	N;INAN;NOM;FEM;SG
penyebab	причиною	pensebab	причина	N;SG	N;INAN;INS;FEM;SG
dampak	вплив	dampak	вплив	N;SG	N;INAN;NOM;MASC;SG
pensiun	пенсії	pensiun	пенсія	N	N;INAN;ACC;FEM;PL
pensiun	пенсія	pensiun	пенсія	N	N;INAN;NOM;FEM;SG
frekuensi	частоту	frekuensi	частота	N;SG	N;INAN;ACC;FEM;SG
frekuensi	частота	frekuensi	частота	N;SG	N;INAN;NOM;FEM;SG
nenek	бабусі	nenek	бабус	N;SG	N;ANIM;NOM;FEM;SG
nenek	бабуся	nenek	бабутися	N;SG	N;ANIM;NOM;FEM;SG
nenek	бабця	nenek	бабця	N;SG	N;ANIM;NOM;FEM;SG
nenek	бабусю	nenek	бабутися	N;SG	N;ANIM;ACC;FEM;SG
nenek	бабуся	nenek	бабутися	N;SG	N;ANIM;NOM;FEM;SG
rel	трамвая	rel	трамвая	N	N;INAN;GEN;MASC;SG
rel	машиніст	rel	машиніст	N	N;ANIM;NOM;MASC;SG
rel	залізниця	rel	залізниця	N	N;INAN;NOM;FEM;SG
rel	стрічка	rel	стрічка	N	N;INAN;NOM;FEM;SG
rel	плівка	rel	плівка	N	N;INAN;NOM;FEM;SG
rapat	засідання	rapat	засідання	N;SG	N;INAN;NOM;NEUT;SG
rapat	нарада	rapat	нарада	N;SG	N;INAN;NOM;FEM;SG
rapat	зустріч	rapat	зустріч	N;SG	N;INAN;NOM;FEM;SG
menandatangani	підписано	mentandatangani	підписати	V;SG;ACT	V;PFV;IND;0;FIN
menandatangani	підписав	mentandatangani	підписати	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
menandatangani	підписати	mentandatangani	підписати	V;SG;ACT	V;PFV;NFIN
mandiri	самостійна	mandiri	самостійний	ADJ;SG	ADJ;NOM;FEM;SG
mandiri	незалежна	mandiri	незалежний	ADJ;SG	ADJ;NOM;FEM;SG
mandiri	незалежний	mandiri	незалежний	ADJ;SG	ADJ;NOM;MASC;SG
mandiri	незалежне	mandiri	незалежний	ADJ;SG	ADJ;NOM;NEUT;SG
mandiri	автономному	mandiri	автономний	ADJ;SG	ADJ;DAT;MASC;SG
lampu	світлі	lampu	світло	N;SG	N;INAN;NOM;NEUT;SG
lampu	світло	lampu	світло	N;SG	N;INAN;NOM;NEUT;SG
lampu	світло	lampu	світло	N;SG	N;INAN;NOM;NEUT;SG
lampu	лампа	lampu	лампа	N;SG	N;INAN;NOM;FEM;SG
takut	наляканий	takut	наляканий	ADJ;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
takut	переляканий	takut	переляканий	ADJ;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
senang	радий	senang	радий	ADJ;SG	ADJ;NOM;MASC;SG
senang	щаслива	senang	щасливий	ADJ;SG	ADJ;NOM;FEM;SG
senang	щасливе	senang	щасливий	ADJ;SG	ADJ;NOM;NEUT;SG
senang	щасливий	senang	щасливий	ADJ;SG	ADJ;NOM;MASC;SG
senang	щасливим	senang	щасливий	ADJ;SG	ADJ;INS;NEUT;SG
perencanaan	планування	penrencanaan	планування	N;SG	N;INAN;NOM;NEUT;SG
nada	тонус	nada	тонус	N;SG	N;INAN;NOM;MASC;SG
nada	тон	nada	тон	N;SG	N;INAN;NOM;MASC;SG
kala	епоха	kala	епоха	N;SG	N;INAN;NOM;FEM;SG
kala	епоху	kala	епох	N;SG	N;INAN;NOM;FEM;SG
iklim	клімат	iklim	клімат	N;SG	N;INAN;NOM;MASC;SG
fokus	фокусі	fokus	фокус	N;SG	N;INAN;DAT;MASC;SG
fokus	фокус	fokus	фокус	N;SG	N;INAN;NOM;MASC;SG
fokus	фокусування	fokus	фокусування	N;SG	N;INAN;NOM;NEUT;SG
akar	корінь	akar	корінь	N;SG	N;INAN;NOM;MASC;SG
akar	коріння	akar	коріння	N;SG	N;INAN;NOM;NEUT;SG
dipengaruhi	чинив	dipengaruhi	чинити	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN
riset	дослідження	riset	дослідження	N;SG	N;INAN;NOM;NEUT;SG
harta	багатства	harta	багатство	N;SG	N;INAN;NOM;NEUT;SG
harta	багатство	harta	багатство	N;SG	N;INAN;NOM;NEUT;SG
harta	скарб	harta	скарб	N;SG	N;INAN;NOM;MASC;SG
audio	аудіо	audio	аудіо	N;SG	N;INAN;NOM;NEUT;SG
piano	піаніно	piano	піаніно	N	N;INAN;NOM;NEUT;SG
piano	фортепіано	piano	фортепіано	N	N;INAN;NOM;FEM;SG
rambut	шерсть	rambut	шерсть	N;SG	N;INAN;NOM;FEM;SG
rambut	волосся	rambut	волосся	N;SG	N;INAN;NOM;NEUT;SG
kedatangan	прихід	kedatangan	прихід	N;SG	N;INAN;NOM;MASC;SG
kedatangan	приїзд	kedatangan	приїзд	N;SG	N;INAN;NOM;MASC;SG
kedatangan	прибуття	kedatangan	прибуття	N;SG	N;INAN;NOM;NEUT;SG
kedatangan	прибуття	kedatangan	прибуття	N;SG	N;INAN;NOM;NEUT;SG
pendekatan	підхід	pendekatan	підхід	N;SG	N;INAN;NOM;MASC;SG
ditandai	позначено	ditandai	позначити	V;SG;PASS	V;PFV;IND;0;FIN
ditandai	помічено	ditandai	помічити	V;SG;PASS	V;PFV;IND;0;FIN
dekade	грунту	dekade	грунт	N;SG	N;INAN;GEN;MASC;SG
dekade	десятиліття	dekade	десятиліття	N;SG	N;INAN;NOM;NEUT;SG
keselamatan	спасіння	keselamatan	спасіння	N;SG	N;INAN;NOM;NEUT;SG
keselamatan	безпека	keselamatan	безпека	N;SG	N;INAN;NOM;FEM;SG
persetujuan	згоду	persetujuan	згоду	N;SG	N;INAN;ACC;FEM;SG
persetujuan	згода	persetujuan	згода	N;SG	N;INAN;NOM;FEM;SG
persetujuan	погодження	persetujuan	погодження	N;SG	N;INAN;NOM;NEUT;SG
persetujuan	угода	persetujuan	угода	N;SG	N;INAN;NOM;FEM;SG
persetujuan	угоду	persetujuan	угода	N;SG	N;INAN;ACC;FEM;SG
persetujuan	згоду	persetujuan	згоду	N;SG	N;INAN;ACC;FEM;SG
persetujuan	схвалення	persetujuan	схвалення	N;SG	N;INAN;NOM;NEUT;SG
persetujuan	затвердження	persetujuan	затвердження	N;SG	N;INAN;NOM;NEUT;SG
persetujuan	підтвердження	persetujuan	підтвердження	N;SG	N;INAN;NOM;NEUT;SG
persegi	площа	persegi	площа	N;SG	N;INAN;NOM;FEM;SG
persegi	квадрат	persegi	квадрат	N;SG	N;INAN;NOM;MASC;SG
jadwal	розклад	jadwal	розклад	N;SG	N;INAN;NOM;MASC;SG
jadwal	розклад	jadwal	розклад	N;SG	N;INAN;NOM;MASC;SG
isu	випуск	isu	випускати	N;SG	N;INAN;NOM;MASC;SG
isu	видання	isu	видання	N;SG	N;INAN;NOM;NEUT;SG
isu	питання	isu	питання	N;SG	N;INAN;NOM;NEUT;SG
definisi	визначення	definisi	визначення	N;SG	N;INAN;NOM;NEUT;SG
definisi	визначення	definisi	визначення	N;SG	N;INAN;NOM;NEUT;SG
paruh	дзьоб	paruh	дзьоб	N;SG	N;INAN;NOM;MASC;SG
tabel	стіл	tabel	стіл	N;SG	N;INAN;NOM;MASC;SG
tabel	столик	tabel	столик	N;SG	N;INAN;NOM;MASC;SG
tabel	таблиця	tabel	таблиця	N;SG	N;INAN;NOM;FEM;SG
gejala	симптом	gejala	симпт	N;SG	N;INAN;NOM;MASC;SG
karbon	карбон	karbon	карбон	N;SG	N;INAN;NOM;MASC;SG
padat	суцільна	padat	суцільний	ADJ;SG	ADJ;NOM;FEM;SG
padat	твердий	padat	твердий	ADJ;SG	ADJ;NOM;MASC;SG
padat	суцільний	padat	суцільний	ADJ;SG	ADJ;NOM;MASC;SG
padat	суцільне	padat	суцільний	ADJ;SG	ADJ;NOM;NEUT;SG
padat	щільна	padat	щільний	ADJ;SG	ADJ;NOM;FEM;SG
diatur	організувала	diatur	організувати	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
tarian	танець	tarian	танець	N;SG	N;INAN;NOM;MASC;SG
tarian	танок	tarian	танка	N;SG	N;INAN;NOM;MASC;SG
peperangan	битва	peperangan	битво	N	N;INAN;NOM;FEM;SG
peperangan	бій	peperangan	бій	N	N;INAN;NOM;MASC;SG
peperangan	війна	peperangan	війна	N	N;INAN;NOM;FEM;SG
peperangan	війн	peperangan	війна	N	N;INAN;GEN;FEM;PL
peperangan	війни	peperangan	війна	N	N;INAN;NOM;FEM;SG
peperangan	війна	peperangan	війна	N	N;INAN;NOM;FEM;SG
mengklaim	забрала	menklaim	забрати	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
mengklaim	вимагати	menklaim	вимагати	V;SG;ACT	V;IPFV;NFIN
mengklaim	заявляє	menklaim	заявляти	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengklaim	стверджує	menklaim	стверджувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menyimpan	зберігається	mensimpan	зберігатися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menyimpan	зберігає	mensimpan	зберігати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menyimpan	збереже	mensimpan	збереже	V;SG;ACT	V;PFV;IND;SG;3;FUT;FIN
menyimpan	рятує	mensimpan	рятувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
kaca	скло	kaca	скло	N;SG	N;INAN;NOM;NEUT;SG
panggilan	дзвінок	panggilan	дзвінка	N;SG	N;INAN;NOM;MASC;SG
panggilan	виклик	panggilan	виклик	N;SG	N;INAN;NOM;MASC;SG
domain	доменів	domain	домін	N	N;INAN;GEN;MASC;PL
domain	домен	domain	домний	N	N;INAN;NOM;MASC;SG
kue	торт	kue	торт	N	N;INAN;NOM;MASC;SG
kue	куки	kue	куки	N	N;INAN;NOM;MASC;PL
kue	печиво	kue	печиво	N	N;INAN;NOM;NEUT;SG
kue	торти	kue	торти	N	N;INAN;NOM;MASC;PL
dilanjutkan	поновлено	dilanjutkan	поновити	V;SG;PASS	V;PFV;IND;0;FIN
dilanjutkan	відновлено	dilanjutkan	відновити	V;SG;PASS	V;PFV;IND;0;FIN
dilanjutkan	продовжив	dilanjutkan	продовжити	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
dilanjutkan	продовжується	dilanjutkan	продовжуватися	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
dilanjutkan	продовжила	dilanjutkan	продовжити	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
kontestan	учасники	kontestan	учасник	N	N;ANIM;NOM;MASC;PL
kontestan	учасник	kontestan	учасник	N	N;ANIM;NOM;MASC;SG
otak	мозок	otak	мозок	N;SG	N;INAN;NOM;MASC;SG
otak	мозку	otak	мозок	N;SG	N;INAN;GEN;MASC;SG
kesulitan	складності	kesulitan	складність	N;SG	N;INAN;GEN;FEM;SG
kesulitan	складність	kesulitan	складність	N;SG	N;INAN;NOM;FEM;SG
kesulitan	біді	kesulitan	біда	N;SG	N;INAN;DAT;FEM;SG
kesulitan	біда	kesulitan	біда	N;SG	N;INAN;NOM;FEM;SG
kesulitan	скрута	kesulitan	скрутий	N;SG	N;INAN;NOM;FEM;SG
terdaftar	зареєстровано	terdaftar	зареєстровано	V;SG;PASS	V;PFV;IND;0;FIN
terdaftar	зазначив	terdaftar	зазначити	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
terdaftar	зазначає	terdaftar	зазначати	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
modal	капітал	modal	капітал	N;SG	N;INAN;NOM;MASC;SG
modal	столиця	modal	столиця	N;SG	N;INAN;NOM;FEM;SG
komik	комікси	komik	комікс	N	N;INAN;NOM;MASC;PL
komik	комікс	komik	комікс	N	N;INAN;NOM;MASC;SG
komik	комікс	komik	комікс	N	N;INAN;NOM;MASC;SG
mulia	благородний	mulia	благородний	ADJ;SG	ADJ;NOM;MASC;SG
mulia	славна	mulia	славний	ADJ;SG	ADJ;NOM;FEM;SG
mengalir	протікає	menalir	протікати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengalir	тече	menalir	тече	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
adegan	сцена	adegan	сцена	N;SG	N;INAN;NOM;FEM;SG
biografi	біографія	biografi	біографія	N;SG	N;INAN;NOM;FEM;SG
biografi	біографію	biografi	біографія	N;SG	N;INAN;ACC;FEM;SG
villa	вілла	villa	вілла	N	N;INAN;NOM;FEM;SG
kolam	ставок	kolam	ставка	N;SG	N;INAN;NOM;FEM;SG
kolam	басейн	kolam	басейн	N;SG	N;INAN;NOM;MASC;SG
sempurna	ідеальне	sempurna	ідеальний	ADJ;SG	ADJ;NOM;NEUT;SG
sempurna	ідеальна	sempurna	ідеальний	ADJ;SG	ADJ;NOM;FEM;SG
sempurna	бездоганний	sempurna	бездоганний	ADJ;SG	ADJ;NOM;MASC;SG
wartawan	журналіст	wartawan	журналіст	N;SG	N;ANIM;NOM;MASC;SG
wartawan	репортер	wartawan	репортер	N;SG	N;ANIM;NOM;MASC;SG
budak	раб	budak	раб	N;SG	N;ANIM;NOM;MASC;SG
budak	раба	budak	раба	N;SG	N;ANIM;ACC;MASC;SG
disimpan	зберігається	disimpan	зберігатися	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
disimpan	збережено	disimpan	збережити	V;SG;PASS	V;PFV;IND;0;FIN
mengisi	заповнювати	menisi	заповнювати	V;SG;ACT	V;IPFV;NFIN
mengisi	заповнити	menisi	заповнити	V;SG;ACT	V;PFV;NFIN
ditujukan	звернувся	ditujukan	звернутися	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
ditujukan	призначено	ditujukan	призначити	V;SG;PASS	V;PFV;IND;0;FIN
negatif	негативний	negatif	негативний	ADJ;SG	ADJ;NOM;MASC;SG
negatif	негативне	negatif	негативний	ADJ;SG	ADJ;NOM;NEUT;SG
negatif	негативна	negatif	негативний	ADJ;SG	ADJ;NOM;FEM;SG
kanker	рак	kanker	рак	N;SG	N;INAN;NOM;MASC;SG
internal	внутрішнє	internal	внутрішній	ADJ;SG	ADJ;NOM;NEUT;SG
internal	внутрішній	internal	внутрішній	ADJ;SG	ADJ;NOM;MASC;SG
internal	внутрішня	internal	внутрішній	ADJ;SG	ADJ;NOM;FEM;SG
otoritas	авторитет	otoritas	авторитет	N;SG	N;INAN;NOM;MASC;SG
otoritas	правом	otoritas	право	N;SG	N;INAN;INS;MASC;SG
variasi	різноманітність	variasi	різноманітність	N;SG	N;INAN;NOM;FEM;SG
variasi	різноманітності	variasi	різноманітність	N;SG	N;INAN;DAT;FEM;SG
variasi	варіант	variasi	варіант	N;SG	N;INAN;NOM;MASC;SG
variasi	варіація	variasi	варіація	N;SG	N;INAN;NOM;FEM;SG
biara	монастир	biara	монастир	N	N;INAN;NOM;MASC;SG
biara	монастир	biara	монастир	N	N;INAN;NOM;MASC;SG
biara	абатство	biara	абатство	N	N;INAN;NOM;NEUT;SG
biara	монастирях	biara	монастиря	N	N;INAN;ESS;FEM;PL
menempatkan	додаю	mentempatkan	додати	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
menempatkan	класти	mentempatkan	класти	V;SG;ACT	V;IPFV;NFIN
menempatkan	поставити	mentempatkan	поставити	V;SG;ACT	V;PFV;NFIN
garam	сіль	garam	сіль	N;SG	N;INAN;NOM;FEM;SG
roket	ракета	roket	ракета	N;SG	N;INAN;NOM;FEM;SG
parameter	параметр	parameter	параметр	N;SG	N;INAN;NOM;MASC;SG
terpaksa	примусово	terpaksa	примусово	ADV;SG;PASS	ADV
kosong	порожнім	kosong	порожній	ADJ;SG	ADJ;INS;FEM;SG
kosong	порожнє	kosong	порожній	ADJ;SG	ADJ;NOM;NEUT;SG
kosong	порожня	kosong	порожній	ADJ;SG	ADJ;NOM;FEM;SG
kosong	порожній	kosong	порожній	ADJ;SG	ADJ;DAT;FEM;SG
kosong	порожній	kosong	порожній	ADJ;SG	ADJ;DAT;FEM;SG
partikel	частки	partikel	частка	N	N;INAN;NOM;FEM;PL
partikel	частинок	partikel	частинка	N	N;INAN;GEN;FEM;PL
partikel	частинки	partikel	частинка	N	N;INAN;NOM;FEM;PL
partikel	частка	partikel	частка	N	N;INAN;NOM;FEM;SG
partikel	частинки	partikel	частинка	N	N;INAN;NOM;FEM;PL
partikel	частинка	partikel	частинка	N	N;INAN;NOM;FEM;SG
petunjuk	натяк	petunjuk	натяк	N;SG	N;INAN;NOM;MASC;SG
petunjuk	підказка	petunjuk	підказка	N;SG	N;INAN;NOM;FEM;SG
dibantu	допоміг	dibantu	допомігти	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
dibantu	допомогла	dibantu	допомогти	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
dibantu	допомагав	dibantu	допомагати	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN
invasi	вторгнення	invasi	вторгнення	N;SG	N;INAN;NOM;NEUT;SG
rudal	ракета	rudal	ракета	N;SG	N;INAN;NOM;FEM;SG
personel	персоналу	personel	персонал	N;SG	N;INAN;GEN;MASC;SG
batuan	каміння	batuan	каміння	N;SG	N;INAN;NOM;NEUT;SG
batuan	скеля	batuan	скеля	N;SG	N;INAN;NOM;FEM;SG
batuan	рок	batuan	рок	N;SG	N;INAN;NOM;MASC;SG
pengelolaan	управління	penkelolaan	управління	N;SG	N;INAN;NOM;NEUT;SG
pengelolaan	менеджмент	penkelolaan	менеджмент	N;SG	N;INAN;NOM;MASC;SG
pengelolaan	керівництво	penkelolaan	керівництво	N;SG	N;INAN;NOM;NEUT;SG
pengelolaan	керування	penkelolaan	керування	N;SG	N;INAN;NOM;NEUT;SG
disetujui	підтверджено	disetujui	підтверджити	V;SG;PASS	V;PFV;IND;0;FIN
disetujui	затверджено	disetujui	затверджити	V;SG;PASS	V;PFV;IND;0;FIN
juri	журі	juri	жур	N;SG	N;INAN;NOM;MASC;SG
mengakhiri	припинити	menakhiri	припинити	V;SG;ACT	V;PFV;NFIN
mengakhiri	завершується	menakhiri	завершуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengakhiri	закінчується	menakhiri	закінчуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
anggaran	бюджет	anggaran	бюджет	N;SG	N;INAN;NOM;MASC;SG
penjelasan	пояснення	penjelasan	пояснення	N;SG	N;INAN;NOM;NEUT;SG
penjelasan	пояснення	penjelasan	пояснення	N;SG	N;INAN;NOM;NEUT;SG
perahu	човен	perahu	човен	N;SG	N;INAN;NOM;MASC;SG
lokomotif	локомотив	lokomotif	локомомоти	N	N;INAN;NOM;MASC;SG
rusak	пошкоджений	rusak	пошкоджений	ADJ;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
rusak	розбите	rusak	розбити	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
rusak	зламаний	rusak	зламаний	ADJ;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
rusak	пошкоджений	rusak	пошкоджений	ADJ;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
mengapa	чому	mengapa	чому	ADV	ADV
menyampaikan	передати	mensampaikan	передати	V;SG;ACT	V;PFV;NFIN
mall	алея	mall	алея	N	N;INAN;NOM;FEM;SG
mall	центри	mall	центр	N	N;INAN;NOM;MASC;PL
memasukkan	вводити	menmasukkan	вводити	V;SG;ACT	V;IPFV;NFIN
nasi	рису	nasi	риса	N;SG	N;INAN;ACC;FEM;SG
championship	чемпіонат	championship	чемпіонат	N	N;INAN;NOM;MASC;SG
landasan	смугу	landasan	смуга	N;SG	N;INAN;ACC;FEM;SG
bab	розділ	bab	розділ	N;SG	N;INAN;NOM;MASC;SG
bab	глава	bab	глава	N;SG	N;ANIM;NOM;MASC;SG
bab	главу	bab	глава	N;SG	N;ANIM;ACC;FEM;SG
lemah	слабка	lemah	слабкий	ADJ;SG	ADJ;NOM;FEM;SG
lemah	слабкий	lemah	слабкий	ADJ;SG	ADJ;NOM;MASC;SG
monumen	монумент	monumen	монумент	N;SG	N;INAN;NOM;MASC;SG
menjawab	відповідає	menjawab	відповідати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menjawab	відповів	menjawab	відповісти	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
menjawab	відповіла	menjawab	відповісти	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
menjawab	відповідаю	menjawab	відповідати	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
menjawab	відповіла	menjawab	відповісти	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
kendali	контроль	kendali	контроль	N;SG	N;INAN;NOM;MASC;SG
kendali	керування	kendali	керування	N;SG	N;INAN;NOM;NEUT;SG
menangani	винести	mentangani	винести	V;SG;ACT	V;PFV;NFIN
menangani	керує	mentangani	керувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
koran	газета	koran	газета	N;SG	N;INAN;NOM;FEM;SG
koran	папір	koran	папір	N;SG	N;INAN;NOM;MASC;SG
berlanjut	наполягає	berlanjut	наполягати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
meluncurkan	запускає	menluncurkan	запускати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
dimensi	вимір	dimensi	вимір	N;SG	N;INAN;NOM;MASC;SG
monster	монстр	monster	монстр	N	N;ANIM;NOM;MASC;SG
monster	монстри	monster	монстр	N	N;ANIM;NOM;MASC;PL
signifikan	значний	signifikan	значний	ADJ;SG	ADJ;NOM;MASC;SG
penerima	отримувач	penterima	отримувач	N;SG	N;INAN;NOM;MASC;SG
penerima	адресата	penterima	адресат	N;SG	N;ANIM;ACC;MASC;SG
penerima	отримувача	penterima	отримувач	N;SG	N;ANIM;ACC;MASC;SG
penerima	одержувач	penterima	одержувач	N;SG	N;ANIM;NOM;MASC;SG
penerima	одержувача	penterima	одержувач	N;SG	N;ANIM;ACC;MASC;SG
penerima	отримувач	penterima	отримувач	N;SG	N;INAN;NOM;MASC;SG
identitas	особа	identitas	особа	N;SG	N;ANIM;NOM;FEM;SG
identitas	особистість	identitas	особистість	N;SG	N;INAN;NOM;FEM;SG
identitas	профіль	identitas	профіль	N;SG	N;INAN;NOM;MASC;SG
identitas	ідентичність	identitas	ідентичність	N;SG	N;INAN;NOM;FEM;SG
atap	дах	atap	дах	N;SG	N;INAN;NOM;MASC;SG
dikelola	вдалося	dikelola	вдатися	V;SG;PASS	V;PFV;NEUT;IND;SG;PST;FIN
dikelola	керується	dikelola	керуватися	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
dikelola	вдасться	dikelola	вдастися	V;SG;PASS	V;PFV;IND;SG;3;FUT;FIN
dikelola	влаштує	dikelola	влаштувати	V;SG;PASS	V;PFV;IND;SG;3;FUT;FIN
ancaman	загроза	ancaman	загроза	N;SG	N;INAN;NOM;FEM;SG
ancaman	загрозу	ancaman	загроза	N;SG	N;INAN;ACC;FEM;SG
ancaman	загроза	ancaman	загроза	N;SG	N;INAN;NOM;FEM;SG
ancaman	погроза	ancaman	погроза	N;SG	N;INAN;NOM;FEM;SG
ancaman	загрозу	ancaman	загроза	N;SG	N;INAN;ACC;FEM;SG
pengakuan	сповідь	penakuan	сповідь	N;SG	N;INAN;NOM;FEM;SG
pengakuan	визнання	penakuan	визнання	N;SG	N;INAN;NOM;NEUT;SG
pengakuan	визнання	penakuan	визнання	N;SG	N;INAN;NOM;NEUT;SG
mahkamah	суд	mahkamah	суд	N;SG	N;INAN;NOM;MASC;SG
penerbit	видавець	penterbit	видавець	N;SG	N;ANIM;NOM;MASC;SG
penerbit	видавець	penterbit	видавець	N;SG	N;ANIM;NOM;MASC;SG
penerbit	видавництво	penterbit	видавництво	N;SG	N;INAN;NOM;NEUT;SG
penerbit	оприлюднення	penterbit	оприлюднення	N;SG	N;INAN;NOM;NEUT;SG
penerbit	публікацією	penterbit	публікація	N;SG	N;INAN;INS;FEM;SG
penerbit	публікація	penterbit	публікація	N;SG	N;INAN;NOM;FEM;SG
penerbit	публікування	penterbit	публікування	N;SG	N;INAN;NOM;NEUT;SG
jantan	самець	jantan	самець	N;SG	N;ANIM;NOM;MASC;SG
karyawan	робітника	karyawan	робітник	N;MASC;SG	N;ANIM;ACC;MASC;SG
halus	плавне	halus	плавний	ADJ;SG	ADJ;NOM;NEUT;SG
halus	гладкий	halus	гладкий	ADJ;SG	ADJ;NOM;MASC;SG
halus	тонкий	halus	тонкий	ADJ;SG	ADJ;NOM;MASC;SG
pedang	мечем	pedang	меч	N;SG	N;INAN;INS;MASC;SG
pedang	меч	pedang	меч.	N;SG	N;INAN;NOM;MASC;SG
restoran	ресторан	restoran	ресторан	N;SG	N;INAN;NOM;MASC;SG
bersih	чистий	bersih	чистий	ADJ;SG	ADJ;NOM;MASC;SG
direktorat	директорія	direktorat	директорія	N;SG	N;INAN;NOM;FEM;SG
peluru	кулю	peluru	куля	N;SG	N;INAN;ACC;FEM;SG
peluru	куля	peluru	куля	N;SG	N;INAN;NOM;FEM;SG
koloni	колонія	koloni	колонія	N;SG	N;INAN;NOM;FEM;SG
varian	варіант	varian	варіант	N;SG	N;INAN;NOM;MASC;SG
distribusi	розподіл	distribusi	розподіл	N;SG	N;INAN;NOM;MASC;SG
cucu	онука	cucu	онука	N;SG	N;ANIM;NOM;MASC;SG
cucu	внук	cucu	внук	N;SG	N;ANIM;NOM;MASC;SG
cucu	онук	cucu	онук	N;SG	N;ANIM;NOM;MASC;SG
baja	сталь	baja	сталь	N	N;INAN;NOM;FEM;SG
keterangan	напис	keterangan	напис	N;SG	N;INAN;NOM;MASC;SG
keterangan	підпис	keterangan	підпис	N;SG	N;INAN;NOM;MASC;SG
keterangan	опис	keterangan	опис	N;SG	N;INAN;NOM;MASC;SG
pejuang	воїн	pejuang	воїн	N;SG	N;ANIM;NOM;MASC;SG
bawang	часник	bawang	часник	N;SG	N;INAN;NOM;MASC;SG
bawang	цибулю	bawang	цибуль	N;SG	N;INAN;ACC;FEM;SG
bawang	цибулею	bawang	цибуль	N;SG	N;INAN;INS;FEM;SG
bawang	цибулі	bawang	цибуль	N;SG	N;INAN;NOM;FEM;SG
komposisi	будова	komposisi	будова	N;SG	N;INAN;NOM;FEM;SG
komposisi	композиція	komposisi	композиція	N;SG	N;INAN;NOM;FEM;SG
murni	чисте	murni	чистий	ADJ;SG	ADJ;NOM;NEUT;SG
murni	чиста	murni	чистий	ADJ;SG	ADJ;NOM;FEM;SG
saksi	свідок	saksi	свідок	N;SG	N;ANIM;NOM;MASC;SG
rumput	газон	rumput	газон	N;SG	N;INAN;NOM;MASC;SG
rumput	трава	rumput	трава	N;SG	N;INAN;NOM;FEM;SG
tank	танк	tank	танк	N	N;INAN;NOM;MASC;SG
tank	танки	tank	танка	N	N;INAN;NOM;MASC;PL
tank	танків	tank	танок	N	N;INAN;GEN;MASC;PL
sidang	суд	sidang	суд	N;SG	N;INAN;NOM;MASC;SG
baku	типова	baku	типовий	ADJ;SG	ADJ;NOM;FEM;SG
baku	типовий	baku	типовий	ADJ;SG	ADJ;NOM;MASC;SG
penari	танцівниця	pentari	танцівниця	N;SG	N;ANIM;NOM;FEM;SG
penari	танцюрист	pentari	танцюрист	N;SG	N;ANIM;NOM;MASC;SG
