der	tam	der	tam	ADV	ADV
administrator	skrbnika	administrator	skrbnik	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
administrator	administrator	administrator	administrator	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
administrator	upravitelj	administrator	upravitelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
administrator	administratorja	administrator	administrator	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
stået	stal	stå	stati	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
stået	stala	stå	stati	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
punkter	postavk	punkt	postavka	N;INDF;NEUT;PL	N;GEN;FEM;PL
punkter	predmeti	punkt	predmet	N;INDF;NEUT;PL	N;NOM;MASC;PL
punkter	postavke	punkt	postavka	N;INDF;NEUT;PL	N;NOM;FEM;PL
punkter	točk	punkt	točka	N;INDF;NEUT;PL	N;GEN;FEM;PL
punkter	točke	punkt	točka	N;INDF;NEUT;PL	N;NOM;FEM;PL
løbende	trenutni	løbende	trenuten	ADJ	ADJ;NOM;MASC;SG
løbende	trenutna	løbende	trenuten	ADJ	ADJ;NOM;FEM;SG
løbende	sedanji	løbende	sedanji	ADJ	ADJ;NOM;MASC;SG
løbende	neprekinjen	løbende	neprekinjen	ADJ	ADJ;NOM;INDF;MASC;SG
felt	field	felt	field	N;INDF;NEUT;SG	N;NOM;MASC;SG
felt	polje	felt	polje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kørt	vozil	køre	voziti	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
kørt	jahal	køre	jahal	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
kørt	teči	køre	teči	V;INDF;SG;PST;V.PTCP	V;IPFV;NFIN
aktivitet	dejavnost	aktivitet	dejavnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
aktivitet	aktivnost	aktivitet	aktivnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skat	otrok	skat	otrok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skat	punčka	skat	punčka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skat	dojenček	skat	dojenček	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skat	bejba	skat	bejba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kode	kodo	kode	koda	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kode	šifra	kode	šifra	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kode	oznaka	kode	oznakati	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kode	koda	kode	koda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
instrumenter	inštrumenti	instrument	inštrument	N;INDF;NEUT;PL	N;NOM;MASC;PL
instrumenter	instrumenti	instrument	instrument	N;INDF;NEUT;PL	N;NOM;MASC;PL
belgiske	belgijske	belgisk	belgijski	ADJ;PL	ADJ;NOM;FEM;PL
klima	podnebje	klima	podnebje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
pludselig	nenadoma	pludselig	nenadoma	ADV	ADV
pludselig	naenkrat	pludselig	naenkrat	ADV	ADV
pludselig	nenadno	pludselig	nenadno	ADV	ADV
php	php	php	php	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sejlede	odplula	sejle	odpluti	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
sejren	zmaga	sejr	zmaga	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
sejren	zmago	sejr	zmaga	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
advokat	odvetnik	advokat	odvetnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
advokat	odvetnik	advokat	odvetnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
advokat	pravnik	advokat	pravnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
advokat	odvetnica	advokat	odvetnica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
advokat	odvetnika	advokat	odvetnik	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
institute	inštitut	institut	inštitut	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
institute	zavod	institut	zavod	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mars	mars	mars	mars	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rummet	vesolje	rum	vesolje	N;DEF;NEUT;SG	N;NOM;NEUT;SG
rummet	prostor	rum	prostor	N;DEF;NEUT;SG	N;NOM;MASC;SG
rummet	space	rum	space	N;DEF;NEUT;SG	N;NOM;MASC;SG
rang	čin	rang	čin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
konflikt	navzkrižje	konflikt	navzkrižje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
konflikt	spor	konflikt	spor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
konflikt	konflikt	konflikt	konflikt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
konflikt	spopad	konflikt	spopad	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ansvarlig	odgovorno	ansvarlig	odgovoren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ansvarlig	odgovornega	ansvarlig	odgovoren	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;NEUT;SG
ansvarlig	odgovoren	ansvarlig	odgovoren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
ansvarlig	odgovorna	ansvarlig	odgovoren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
dom	sodba	dom	sodba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dom	presoja	dom	presoja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dom	dom	dom	dom	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forventes	pričakovali	forvente	pričakovati	V;IND;PRS;FIN;PASS	V;IPFV;MASC;PL;V.PTCP
hvornår	kdaj	hvornår	kdaj	ADV	ADV
julie	julijo	julie	juliti	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
julie	juliet	julie	juliet	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
julie	julija	julie	julij	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
krop	truplo	krop	truplo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
krop	body	krop	body	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
krop	telo	krop	telo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
østrigsk	avstrijska	østrigsk	avstrijski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
østrigsk	avstrijsko	østrigsk	avstrijski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
melodi	melody	melodi	melody	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
melodi	melodija	melodi	melodija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
melodi	melodijo	melodi	melodija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
melodi	melodija	melodi	melodija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
melodi	melodijo	melodi	melodija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
element	postavka	element	postavka	N;INDF;NEUT;SG	N;NOM;FEM;SG
element	element	element	element	N;INDF;NEUT;SG	N;NOM;MASC;SG
assistent	pomočnika	assistent	pomočnik	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
assistent	pomočnik	assistent	pomočnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
assistent	asistent	assistent	asistent	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
assistent	asistentka	assistent	asistentka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
assistent	pomočnica	assistent	pomočnica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
irske	irske	irsk	irski	ADJ;PL	ADJ;NOM;FEM;PL
sender	pošlje	sende	poslati	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
sender	pošilja	sende	pošiljati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
sender	pošiljam	sende	pošiljati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
sender	pošlji	sende	pošlja	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
strid	spor	strid	spor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
strid	prepir	strid	prepir	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
filosof	filozof	filosof	filozof	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fart	hitrosti	fart	hitrost	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
fart	hitrost	fart	hitrost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
power	power	powe	power	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
power	moč	powe	moč	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
renault	renault	renault	renaulta	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bestyrelse	desko	bestyrelse	desko	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bestyrelse	krovu	bestyrelse	krov	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
bestyrelse	deska	bestyrelse	deska	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bestyrelse	tabla	bestyrelse	tabel	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
næstformand	vice	næstformand	vica	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
næstformand	podpredsednik	næstformand	podpredsednik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
passende	primerno	passende	primeren	ADJ	ADJ;NOM;NEUT;SG
passende	ustrezna	passende	ustrezen	ADJ	ADJ;NOM;FEM;SG
passende	primerna	passende	primeren	ADJ	ADJ;NOM;FEM;SG
passende	ustrezen	passende	ustrezen	ADJ	ADJ;NOM;INDF;MASC;SG
passende	primerna	passende	primeren	ADJ	ADJ;NOM;FEM;SG
passende	primerno	passende	primeren	ADJ	ADJ;NOM;NEUT;SG
passende	primerni	passende	primeren	ADJ	ADJ;NOM;MASC;PL
passende	ustrezna	passende	ustrezen	ADJ	ADJ;NOM;FEM;SG
passende	primeren	passende	primeren	ADJ	ADJ;NOM;INDF;MASC;SG
passende	ustrezna	passende	ustrezen	ADJ	ADJ;NOM;FEM;SG
passende	ustrezen	passende	ustrezen	ADJ	ADJ;NOM;INDF;MASC;SG
distriktet	okrožje	distrikte	okrožje	N;DEF;NEUT;SG	N;NOM;NEUT;SG
gyldne	zlate	gylden	zlat	ADJ;PL	ADJ;NOM;FEM;PL
fiskeri	ribištvo	fiskeri	ribištvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fiskeri	ribolov	fiskeri	ribolov	N;INDF;NEUT;SG	N;NOM;MASC;SG
fiskeri	ribarjenje	fiskeri	ribarjenje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fiskeri	ribolova	fiskeri	ribolov	N;INDF;NEUT;SG	N;GEN;MASC;SG
uafhængigt	samostojno	uafhængig	samostojen	ADV	ADV
uafhængigt	neodvisno	uafhængig	neodvisen	ADV	ADV
uafhængigt	neodvisno	uafhængig	neodvisen	ADV	ADV
uafhængigt	samostojno	uafhængig	samostojen	ADV	ADV
provinser	province	provins	provinec	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
provinser	provincah	provins	provinca	N;INDF;MASC+FEM;PL	N;ESS;FEM;PL
provinser	pokrajine	provins	pokrajina	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
amter	okrožjih	amt	okrožje	N;INDF;NEUT;PL	N;ESS;NEUT;PL
ild	ogenj	ild	ogenj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ild	požar	ild	požar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hænder	roke	hånd	roka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
beslutning	sklep	beslutning	sklep	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
beslutning	odločitev	beslutning	odločitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beslutning	odločba	beslutning	odločba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beslutning	ločljivost	beslutning	ločljivost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beslutning	resolucija	beslutning	resolucija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forsøgt	probal	forsøge	probati	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
forsøgt	poskusil	forsøge	poskusiti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
forsøgt	poskušal	forsøge	poskušati	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
divisioner	delitve	division	delitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
divisioner	divizije	division	divizija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
divisioner	oddelki	division	oddelek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
ramme	okvir	ramme	okvir	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ramme	ogrodje	ramme	ogrodje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ramme	okvir	ramme	okvir	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ramme	okvirja	ramme	okvirje	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ramme	ogrodje	ramme	ogrodje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rødt	rdeča	rød	rdeč	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
rødt	rdeč	rød	rdeč	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
rødt	rdeče	rød	rdeč	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
situationen	položaj	situation	položaj	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
situationen	situacijo	situation	situacija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
situationen	situacija	situation	situacija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
situationen	stanje	situation	stanje	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
syn	syn	syn	syn	N;INDF;NEUT;SG	N;NOM;MASC;SG
syn	vid	syn	vid	N;INDF;NEUT;SG	N;NOM;MASC;SG
syn	vizija	syn	vizija	N;INDF;NEUT;SG	N;NOM;FEM;SG
syn	vida	syn	vido	N;INDF;NEUT;SG	N;NOM;MASC;SG
syn	vid	syn	vid	N;INDF;NEUT;SG	N;NOM;MASC;SG
syn	vizijo	syn	vizeti	N;INDF;NEUT;SG	N;ACC;FEM;SG
indsætte	vstavi	indsætte	vstaviti	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
flydende	utekočinjeni	flydende	utekočinjen	ADJ	ADJ;NOM;MASC;PL;V.PTCP
flydende	plavajoče	flydende	plavajoč	ADJ	ADJ;NOM;FEM;PL;V.PTCP
flydende	tekoče	flydende	tekoče	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
flydende	tekoča	flydende	tekoč	ADJ	ADJ;NOM;FEM;SG;V.PTCP
flydende	tekoči	flydende	tekoč	ADJ	ADJ;NOM;MASC;PL;V.PTCP
lærte	naučil	lære	naučiti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
lærte	naučil	lære	naučiti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
afghanistan	afganistan	afghanistan	afganistan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
afghanistan	afganistanu	afghanistan	afganistan	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
vind	zmaga	vind	zmaga	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vind	zmago	vind	zmaga	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
vind	vetru	vind	veter	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
vind	veter	vind	veter	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vind	vetra	vind	veter	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
slår	bije	slå	biti	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
slår	premaga	slå	premagati	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
slår	bije	slå	biti	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
medaljer	medalje	medalje	medalja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fremad	naprej	fremad	naprej	ADV	ADV
original	prvotna	original	prvoten	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
original	izvirno	original	izviren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
daglig	dnevno	daglig	dnevno	ADV	ADV
slut	konec	slut	konec	N	N;NOM;MASC;SG
slut	konec	slut	konec	N	N;NOM;MASC;SG
finale	finale	finale	finale	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
finale	finale	finale	finale	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
arm	roka	arm	roka	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
business	poslovanje	business	poslovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
business	posel	business	posel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hurtigere	hitreje	hurtigere	hitro	ADV;CMPR	ADV;CMPR
hurtigere	hitreje	hurtigere	hitro	ADV;CMPR	ADV;CMPR
ministeriet	ministrstvo	ministerium	ministrstvo	N;DEF;NEUT;SG	N;NOM;NEUT;SG
vold	nasilje	vold	nasilje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ansvaret	odgovornost	ansvar	odgovornost	N;DEF;NEUT;SG	N;NOM;FEM;SG
guide	čarovnik	guide	čarovnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
guide	vodič	guide	vodič	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
guide	vodnik	guide	vodnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
guide	vodilo	guide	vodilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bjerget	gora	bjerge	gora	N;DEF;NEUT;SG	N;NOM;FEM;SG
bjerget	planina	bjerge	planina	N;DEF;NEUT;SG	N;NOM;FEM;SG
bjerget	goro	bjerge	gora	N;DEF;NEUT;SG	N;ACC;FEM;SG
talt	spregovorila	tale	spregovoriti	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
talt	govoril	tale	govoriti	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
eksisterede	obstajal	eksistere	obstajati	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
eksisterede	obstajala	eksistere	obstajati	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
eksisterede	obstajali	eksistere	obstajati	V;IND;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
grundlægger	ustanovitelj	grundlægge	ustanovitelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ideer	zamisli	ide	zamisel	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ideer	idej	ide	ideja	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
ideer	ideje	ide	ideja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
erhverv	industrijo	erhverv	industrija	N;INDF;NEUT;SG	N;ACC;FEM;SG
erhverv	panoga	erhverv	panoga	N;INDF;NEUT;SG	N;NOM;FEM;SG
erhverv	industrija	erhverv	industrija	N;INDF;NEUT;SG	N;NOM;FEM;SG
erhverv	poklic	erhverv	poklic	N;INDF;NEUT;SG	N;NOM;MASC;SG
erhverv	poklic	erhverv	poklic	N;INDF;NEUT;SG	N;NOM;MASC;SG
jagt	lov	jagt	lov	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
jagt	lov	jagt	lov	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
jagt	lovljenje	jagt	lovljenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
lykke	srečo	lykke	sreča	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
lykke	sreče	lykke	sreča	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
lykke	sreča	lykke	sreča	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tunge	težki	tung	težek	ADJ;PL	ADJ;NOM;MASC;PL
tunge	težke	tung	težek	ADJ;PL	ADJ;NOM;FEM;PL
håb	upanja	håb	upanje	N;INDF;NEUT;SG	N;GEN;NEUT;SG
håb	upanja	håb	upanje	N;INDF;NEUT;SG	N;GEN;NEUT;SG
håb	upanje	håb	upanje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
broder	bratec	brod	bratec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
broder	brat	brod	brat	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
teknologi	tehnologijo	teknologi	tehnologija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
teknologi	tehnologija	teknologi	tehnologija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
alice	alica	alice	alica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
alice	alice	alice	alica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kommunerne	občin	kommune	občina	N;DEF;MASC+FEM;PL	N;GEN;FEM;PL
kommunerne	občin	kommune	občina	N;DEF;MASC+FEM;PL	N;GEN;FEM;PL
kommunerne	občine	kommune	občina	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
speciel	specialno	speciel	specialno	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
speciel	posebna	speciel	poseben	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
speciel	poseben	speciel	poseben	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
hænger	visi	hænge	vis	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
forfatning	ustava	forfatning	ustava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
boston	bostona	boston	boston	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
lady	gospa	lady	gospa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lady	dama	lady	dama	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lady	lady	lady	lady	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indlæg	objava	indlæg	objava	N;INDF;NEUT;SG	N;NOM;FEM;SG
indlæg	post	indlæg	post	N;INDF;NEUT;SG	N;NOM;MASC;SG
indlæg	objavi	indlæg	objava	N;INDF;NEUT;SG	N;DAT;FEM;SG
indlæg	objavo	indlæg	objava	N;INDF;NEUT;SG	N;ACC;FEM;SG
indlæg	govor	indlæg	govor	N;INDF;NEUT;SG	N;NOM;MASC;SG
traditionel	tradicionalna	traditionel	tradicionalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
traditionel	tradicionalni	traditionel	tradicionalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
traditionel	tradicionalen	traditionel	tradicionalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
hårde	trde	hård	trd	ADJ;PL	ADJ;NOM;FEM;PL
samuel	samuel	samuel	samuel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
uafhængig	neodvisen	uafhængig	neodvisen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
uafhængig	samostojna	uafhængig	samostojen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
uafhængig	neodvisna	uafhængig	neodvisen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
selvmord	samomor	selvmord	samomor	N;INDF;NEUT;SG	N;NOM;MASC;SG
afdelinger	komore	afdeling	komor	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
afdelinger	veje	afdeling	veja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
afdelinger	podružnice	afdeling	podružnica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
afdelinger	oddelki	afdeling	oddelek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
afdelinger	delitve	afdeling	delitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
afdelinger	divizije	afdeling	divizija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
afdelinger	oddelki	afdeling	oddelek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
idé	idejo	idé	ideja	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
idé	ideja	idé	ideja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
idé	zamisel	idé	zamisel	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fischer	fischer	fische	fischer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
parker	parke	park	park	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
parker	parki	park	park	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
parker	parkov	park	park	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
race	dirka	race	dirka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
race	dirko	race	dirka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
race	rasa	race	ras	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
plante	rastlina	plante	rastlina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
plante	obrat	plante	obrat	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
overalt	povsod	overalt	povsod	ADV	ADV
overalt	vsepovsod	overalt	vsepovsod	ADV	ADV
selskaber	družbe	selskab	družba	N;INDF;NEUT;PL	N;NOM;FEM;PL
selskaber	korporacije	selskab	korporacija	N;INDF;NEUT;PL	N;NOM;FEM;PL
selskaber	podjetja	selskab	podjetje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
selskaber	družbe	selskab	družba	N;INDF;NEUT;PL	N;NOM;FEM;PL
patrick	patrick	patrick	patrick	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
patrick	patrik	patrick	patrik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
længste	najdaljši	længe	dolg	ADJ;DEF;RL	ADJ;NOM;DEF;RL;MASC;SG
længste	najdaljša	længe	dolg	ADJ;DEF;RL	ADJ;NOM;RL;FEM;SG
længste	najdaljše	længe	dolg	ADJ;DEF;RL	ADJ;NOM;RL;NEUT;SG
opmærksom	pozoren	opmærksom	pozoren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
talent	nadarjenost	talent	nadarjenost	N;INDF;NEUT;SG	N;NOM;FEM;SG
talent	talent	talent	talent	N;INDF;NEUT;SG	N;NOM;MASC;SG
tronen	prestol	trone	prestol	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
bot	bota	bot	biti	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bot	bot	bot	bot	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forsvare	braniti	forsvare	braniti	V;NFIN;ACT	V;IPFV;NFIN
forsvare	branili	forsvare	braniti	V;NFIN;ACT	V;IPFV;MASC;PL;V.PTCP
forsvare	brani	forsvare	braniti	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
forsvare	branil	forsvare	braniti	V;NFIN;ACT	V;IPFV;MASC;SG;V.PTCP
princippet	princip	princip	princip	N;DEF;NEUT;SG	N;NOM;MASC;SG
princippet	načelo	princip	načelo	N;DEF;NEUT;SG	N;NOM;NEUT;SG
hof	hof	hof	hof	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
