עשורים	десетилетия	עשור	десетилетие	N;MASC;PL	N;INDF;NEUT;PL
תחזוקה	поддръжка	תחזוקה	поддръжка	N;FEM;SG	N;INDF;FEM;SG
תחזוקה	поддържане	תחזוקה	поддържане	N;FEM;SG	N;INDF;NEUT;SG
השתלטות	поемане	השתלטות	поемане	N;FEM;SG	N;INDF;NEUT;SG
השתלטות	поглъщане	השתלטות	поглъщане	N;FEM;SG	N;INDF;NEUT;SG
מעבדה	лаборатория	מעבדה	лаборатория	N;FEM;SG	N;INDF;FEM;SG
מעבדה	лабораторията	מעבדה	лаборатория	N;FEM;SG	N;DEF;FEM;SG
מעבדה	лаборатория	מעבדה	лаборатория	N;FEM;SG	N;INDF;FEM;SG
מוניטין	репутация	מוניטין	репутация	N;MASC;SG	N;INDF;FEM;SG
מוניטין	репутацията	מוניטין	репутация	N;MASC;SG	N;DEF;FEM;SG
מוניטין	репутация	מוניטין	репутация	N;MASC;SG	N;INDF;FEM;SG
מוניטין	репутацията	מוניטין	репутация	N;MASC;SG	N;DEF;FEM;SG
תינוק	бебе	תינוק	бебе	N;MASC;SG	N;INDF;NEUT;SG
תינוק	бейби	תינוק	бейба	N;MASC;SG	N;INDF;NEUT;SG
הוחזר	върнато	הוחזר	върна-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הוחזר	върната	הוחזר	върна-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
שליליות	отрицателни	שלילי	отрицателен	ADJ;FEM;PL	ADJ;INDF;PL
צינורות	тръбопроводи	צינור	тръбопровод	N;MASC;PL	N;INDF;MASC;PL
צינורות	тръбите	צינור	тръба	N;MASC;PL	N;DEF;FEM;PL
צינורות	тръби	צינור	тръба	N;MASC;PL	N;INDF;FEM;PL
צינורות	тръби	צינור	тръба	N;MASC;PL	N;INDF;FEM;PL
בלבול	объркване	בלבול	объркване	N;MASC;SG	N;INDF;NEUT;SG
אכילה	хранене	אכילה	хранене	N;FEM;SG	N;INDF;NEUT;SG
אכילה	ядене	אכילה	ядене	N;FEM;SG	N;INDF;NEUT;SG
יצרן	производител	יצרן	производител	N;MASC;SG	N;INDF;MASC;SG
קופה	копа	קופה	копа	N;FEM;SG	N;INDF;FEM;SG
קופה	купе	קופה	купе	N;FEM;SG	N;INDF;NEUT;SG
תחנה	станция	תחנה	станция	N;FEM;SG	N;INDF;FEM;SG
תחנה	station	תחנה	station	N;FEM;SG	N;INDF;MASC;SG
תחנה	гара	תחנה	гара	N;FEM;SG	N;INDF;FEM;SG
תחנה	парк	תחנה	парк	N;FEM;SG	N;INDF;MASC;SG
פצצת	бомбата	פצצה	бомба	N;FEM;SG	N;DEF;FEM;SG
פצצת	бомба	פצצה	бомба	N;FEM;SG	N;INDF;FEM;SG
מקוריים	оригинални	מקורי	оригинален	ADJ;MASC;PL	ADJ;INDF;PL
מקוריים	древни	מקורי	древен	ADJ;MASC;PL	ADJ;INDF;PL
המצלמה	камера	המצלם	камера	N;FEM;SG	N;INDF;FEM;SG
המצלמה	фотоапарат	המצלם	фотоапарам	N;FEM;SG	N;INDF;MASC;SG
המצלמה	камерата	המצלם	камера	N;FEM;SG	N;DEF;FEM;SG
ליטאים	литовците	ליטאי	литовец	N;MASC;PL	N;DEF;MASC;PL
שרף	серафим	שרף	серафим	N;MASC;SG	N;INDF;MASC;SG
שרף	смола	שרף	смол	N;MASC;SG	N;INDF;FEM;SG
לפרט	посочете	פירט	посоча	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
לפרט	уточни	פירט	уточня	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
רצינית	сериозно	רציני	сериозно	ADV	ADV
הורדת	сваляне	הורדה	сваляне	N;FEM;SG	N;INDF;NEUT;SG
הורדת	изтегляне	הורדה	изтегляне	N;FEM;SG	N;INDF;NEUT;SG
צלילה	гмуркане	צלילה	гмуркане	N;FEM;SG	N;INDF;NEUT;SG
צלילה	потапяне	צלילה	потапяне	N;FEM;SG	N;INDF;NEUT;SG
צלילה	гмуркане	צלילה	гмуркане	N;FEM;SG	N;INDF;NEUT;SG
מקורית	оригинално	מקורי	оригинален	ADV	ADV
צוותי	отбори	צוות	отбор	N;FEM;PL	N;INDF;MASC;PL
צוותי	екипи	צוות	екип	N;FEM;PL	N;INDF;MASC;PL
אינדיאנים	индианци	אינדיאני	индианец	N;MASC;PL	N;INDF;MASC;PL
אינדיאנים	индийци	אינדיאני	индиец	N;MASC;PL	N;INDF;MASC;PL
מחוברים	свързани	מחובר	свържа	V;MASC;PL;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
פופולריים	популярни	פופולרי	популярен	ADJ;MASC;PL	ADJ;INDF;PL
פופולריים	актуални	פופולרי	актуален	ADJ;MASC;PL	ADJ;INDF;PL
רבייה	разплод	רבייה	разплод	N;FEM;SG	N;INDF;MASC;SG
רבייה	размножаване	רבייה	размножаване	N;FEM;SG	N;INDF;NEUT;SG
רבייה	възпроизвеждане	רבייה	възпроизвеждане	N;FEM;SG	N;INDF;NEUT;SG
רבייה	размножаване	רבייה	размножаване	N;FEM;SG	N;INDF;NEUT;SG
הקשיים	трудности	הקשיים	трудност	N	N;INDF;FEM;PL
הקשיים	затруднения	הקשיים	затруднение	N	N;INDF;NEUT;PL
קונגרס	конгрес	קונגרס	конгрес	N;MASC;SG	N;INDF;MASC;SG
קונגרס	конгреса	קונגרס	конгрес	N;MASC;SG	N;DEF;MASC;SG
קונגרס	конгресът	קונגרס	конгрес	N;MASC;SG	N;DEF;MASC;SG
איזון	баланс	איזון	баланс	N;MASC;SG	N;INDF;MASC;SG
איזון	салдо	איזון	салдо	N;MASC;SG	N;INDF;NEUT;SG
איזון	равновесие	איזון	равновесие	N;MASC;SG	N;INDF;NEUT;SG
איזון	балансиране	איזון	балансиране	N;MASC;SG	N;INDF;NEUT;SG
חבורות	лезии	חבורה	лезий	N;FEM;PL	N;INDF;FEM;PL
איכרים	фермери	איכר	фермер	N;MASC;PL	N;INDF;MASC;PL
איכרים	селяни	איכר	селянин	N;MASC;PL	N;INDF;MASC;PL
ייחודיות	уникални	ייחודי	уникален	ADJ;FEM;PL	ADJ;INDF;PL
המאפיין	характеристика	המאפיין	характеристика	N;MASC;SG	N;INDF;FEM;SG
האירופאים	европейците	האירופאי	европеец	N	N;DEF;MASC;PL
האירופאים	европейци	האירופאי	европеец	N	N;INDF;MASC;PL
שוות	равен	שווה	равен	ADJ	ADJ;INDF;MASC;SG
שוות	равни	שווה	равен	ADJ	ADJ;INDF;PL
נקי	чист	נקי	чист	ADJ;MASC;SG	ADJ;INDF;MASC;SG
נקי	чиста	נקי	чист	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מקהלה	хор	הקהלה	хор	N;FEM;SG	N;INDF;MASC;SG
מקהלה	хор	הקהלה	хор	N;FEM;SG	N;INDF;MASC;SG
העתקה	копиране	העתקה	копиране	N;FEM;SG	N;INDF;NEUT;SG
העתקה	копие	העתקה	копие	N;FEM;SG	N;INDF;NEUT;SG
העתקה	копиране	העתקה	копиране	N;FEM;SG	N;INDF;NEUT;SG
עלויות	разходи	עלות	разход	N;FEM;PL	N;INDF;MASC;PL
ברצינות	сериозно	ברצינות	сериозно	ADV	ADV
יעדים	цели	יעד	цел	N;MASC;PL	N;INDF;FEM;PL
יעדים	цели	יעד	цел	N;MASC;PL	N;INDF;FEM;PL
יעדים	голове	יעד	гол	N;MASC;PL	N;INDF;MASC;PL
יעדים	цели	יעד	цел	N;MASC;PL	N;INDF;FEM;PL
יעדים	дестинации	יעד	дестинация	N;MASC;PL	N;INDF;FEM;PL
חילוץ	извличане	חילוץ	извличане	N;MASC;SG	N;INDF;NEUT;SG
חילוץ	екстракция	חילוץ	екстракция	N;MASC;SG	N;INDF;FEM;SG
חילוץ	спасяване	חילוץ	спасяване	N;MASC;SG	N;INDF;NEUT;SG
סודות	тайните	סוד	тайна	N;MASC;PL	N;DEF;FEM;PL
סודות	тайни	סוד	тайна	N;MASC;PL	N;INDF;FEM;PL
תפוצה	достигане	תפוצה	достигане	N;FEM;SG	N;INDF;NEUT;SG
ביצורים	укрепления	ביצורים	укрепление	N;MASC;PL	N;INDF;NEUT;PL
ביצורים	твари	ביצורים	твар	N;MASC;PL	N;INDF;MASC;PL
ביצורים	създания	ביצורים	създане	N;MASC;PL	N;INDF;NEUT;PL
ביצורים	същества	ביצורים	същество	N;MASC;PL	N;INDF;NEUT;PL
יישומים	приложения	יישום	приложение	N;MASC;PL	N;INDF;NEUT;PL
יישומים	заявления	יישום	заявление	N;MASC;PL	N;INDF;NEUT;PL
יישומים	молби	יישום	молба	N;MASC;PL	N;INDF;FEM;PL
יישומים	приложения	יישום	приложение	N;MASC;PL	N;INDF;NEUT;PL
ספרייה	библиотеката	ספרייה	библиотека	N;FEM;SG	N;DEF;FEM;SG
ספרייה	библиотека	ספרייה	библиотека	N;FEM;SG	N;INDF;FEM;SG
מועדפת	предпочитан	הועדף	предпочитам	V;FEM;SG;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
גזים	газове	גז	газ	N;MASC;PL	N;INDF;MASC;PL
נמלים	пристанищата	נמל	пристанище	N;MASC;PL	N;DEF;NEUT;PL
נמלים	пристанища	נמל	пристанище	N;MASC;PL	N;INDF;NEUT;PL
נמלים	мравките	נמל	мравка	N;MASC;PL	N;DEF;FEM;PL
נמלים	мравки	נמל	мравка	N;MASC;PL	N;INDF;FEM;PL
השרירים	мускулите	השריר	мускул	N;MASC;PL	N;DEF;MASC;PL
השרירים	мускули	השריר	мускул	N;MASC;PL	N;INDF;MASC;PL
נצפה	разглеждани	צפה	разглеждам	V;PL;1;PST	V;IPFV;INDF;PL;V.PTCP;PASS
נוזלים	течности	נוזל	течност	N;MASC;PL	N;INDF;FEM;PL
נוזלים	флуиди	נוזל	флуида	N;MASC;PL	N;INDF;MASC;PL
נוזלים	течности	נוזל	течност	N;MASC;PL	N;INDF;FEM;PL
אוקראינים	украинци	אוקראיני	украинец	N;MASC;PL	N;INDF;MASC;PL
צופן	код	צפן	код	N;MASC;SG	N;INDF;MASC;SG
צופן	шифър	צפן	шифър	N;MASC;SG	N;INDF;MASC;SG
מצלמה	камера	מצלמה	камера	N;FEM;SG	N;INDF;FEM;SG
מצלמה	фотоапарат	מצלמה	фотоапарам	N;FEM;SG	N;INDF;MASC;SG
מצלמה	камерата	מצלמה	камера	N;FEM;SG	N;DEF;FEM;SG
העמודים	стълбове	העמוד	стълб	N;MASC;PL	N;INDF;MASC;PL
העמודים	колони	העמוד	колона	N;MASC;PL	N;INDF;FEM;PL
יושבת	седнала	ישב	седна	V;FEM;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
יושבת	седнал	ישב	седна	V;FEM;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
הוגים	мислители	הגה	мислител	N;MASC;PL	N;INDF;MASC;PL
אופרות	опери	אופרות	оперя	N;FEM;PL	N;INDF;FEM;PL
בחינה	изпит	בחינה	изпит	N;FEM;SG	N;INDF;MASC;SG
טייסים	пилоти	טייס	пилот	N;MASC;PL	N;INDF;MASC;PL
טייסים	пилотите	טייס	пилот	N;MASC;PL	N;DEF;MASC;PL
השדות	поля	השדה	поле	N;MASC;PL	N;INDF;FEM;PL
השדות	полетата	השדה	полет	N;MASC;PL	N;DEF;NEUT;PL
השדות	полета	השדה	поле	N;MASC;PL	N;INDF;NEUT;PL
השתנתה	променена	השתנה	променя-(се)	V;FEM;SG;3;PST	V;PFV;INDF;FEM;SG;V.PTCP;PASS
השתנתה	променен	השתנה	променя-(се)	V;FEM;SG;3;PST	V;PFV;INDF;MASC;SG;V.PTCP;PASS
השתנתה	променено	השתנה	променя-(се)	V;FEM;SG;3;PST	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
פסולת	отпадък	פסולת	отпадък	N;FEM;SG	N;INDF;MASC;SG
נשיפה	издишване	נשיפה	издишване	N;FEM;SG	N;INDF;NEUT;SG
אימוץ	осиновяването	אימוץ	осиновяване	N;MASC;SG	N;DEF;NEUT;SG
אימוץ	приемане	אימוץ	приемане	N;MASC;SG	N;INDF;NEUT;SG
אימוץ	осиновяване	אימוץ	осиновяване	N;MASC;SG	N;INDF;NEUT;SG
מופעל	включено	הופעל	включа-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מופעל	включена	הופעל	включа-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מופעל	активиран	הופעל	активирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מופעל	активирана	הופעל	активирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
רווחים	помещения	רווח	помещение	N;MASC;PL	N;INDF;NEUT;PL
רווחים	пространства	רווח	пространство	N;MASC;PL	N;INDF;NEUT;PL
רווחים	приходи	רווח	приход	N;MASC;PL	N;INDF;MASC;PL
רווחים	доходи	רווח	доход	N;MASC;PL	N;INDF;MASC;PL
רווחים	печалби	רווח	печалба	N;MASC;PL	N;INDF;FEM;PL
רווחים	печалби	רווח	печалба	N;MASC;PL	N;INDF;FEM;PL
בוחן	тест	בחן	тест	N;MASC;SG	N;INDF;MASC;SG
אוצרות	съкровища	אצר	съкровище	N;MASC;PL	N;INDF;NEUT;PL
אוצרות	съкровищата	אצר	съкровище	N;MASC;PL	N;DEF;NEUT;PL
עצמאיות	независими	עצמאי	независим	ADJ;FEM;PL	ADJ;INDF;PL
אמירה	амира	אמירה	амир	N;FEM;SG	N;INDF;MASC;SG
חוקיות	законност	חוקיות	законност	N;FEM;SG	N;INDF;FEM;SG
חוקיות	законността	חוקיות	законност	N;FEM;SG	N;DEF;FEM;SG
מסובך	сложен	מסובך	сложен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מסובך	сложна	מסובך	сложен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
דיכאון	депресия	דיכאון	депресия	N;MASC;SG	N;INDF;FEM;SG
אפריקאים	африканци	אפריקני	африканец	N;MASC;PL	N;INDF;MASC;PL
מילוי	пълнеж	מילוי	пълнеж	N;MASC;SG	N;INDF;MASC;SG
מילוי	запълване	מילוי	запълване	N;MASC;SG	N;INDF;NEUT;SG
מילוי	пълнене	מילוי	пълнене	N;MASC;SG	N;INDF;NEUT;SG
מילוי	пълнеж	מילוי	пълнеж	N;MASC;SG	N;INDF;MASC;SG
מילוי	плънка	מילוי	плънка	N;MASC;SG	N;INDF;FEM;SG
מילוי	пълнене	מילוי	пълнене	N;MASC;SG	N;INDF;NEUT;SG
אמריקנים	американците	אמריקן	американец	N;MASC;PL	N;DEF;MASC;PL
אמריקנים	американци	אמריקן	американец	N;MASC;PL	N;INDF;MASC;PL
לצבור	натрупват	צבר	натрупвам-(се)	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
הערבה	степ	הערבה	степ	N;FEM;SG	N;INDF;FEM;SG
השומרים	пазители	השומר	пазител	N;MASC;PL	N;INDF;MASC;PL
השומרים	пазителите	השומר	пазител	N;MASC;PL	N;DEF;MASC;PL
מצלמות	камери	מצלמה	камер	N;FEM;PL	N;INDF;FEM;PL
מצלמות	фотоапарати	מצלמה	фотоапарат	N;FEM;PL	N;INDF;MASC;PL
התעללות	злоупотреба	התעללות	злоупотреба	N;FEM;SG	N;INDF;FEM;SG
התעללות	малтретиране	התעללות	малтретиране	N;FEM;SG	N;INDF;NEUT;SG
התעללות	злоупотреба	התעללות	злоупотреба	N;FEM;SG	N;INDF;FEM;SG
התעללות	малтретиране	התעללות	малтретиране	N;FEM;SG	N;INDF;NEUT;SG
רגש	емоция	רגש	емоция	N;MASC;SG	N;INDF;FEM;SG
רגש	емоцията	רגש	емоция	N;MASC;SG	N;DEF;FEM;SG
מראות	гледки	מראה	гледка	N;FEM;PL	N;INDF;FEM;PL
מראות	забележителности	מראה	забележителност	N;FEM;PL	N;INDF;FEM;PL
מראות	огледала	מראה	огледам-(се)	N;FEM;PL	N;INDF;NEUT;PL
תרגיל	дрил	תרגיל	дрил	N;MASC;SG	N;INDF;MASC;SG
תרגיל	учение	תרגיל	учение	N;MASC;SG	N;INDF;NEUT;SG
תרגיל	упражнение	תרגיל	упражнение	N;MASC;SG	N;INDF;NEUT;SG
הוסר	премахната	הוסר	премахен	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הוסר	премахнато	הוסר	премахна	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
התמחות	стаж	התמחה	стаж	N;FEM;SG	N;INDF;MASC;SG
התמחות	специалност	התמחה	специалност	N;FEM;SG	N;INDF;FEM;SG
התמחות	специалитет	התמחה	специалитет	N;FEM;SG	N;INDF;MASC;SG
כרטיסים	билетите	כרטיס	билет	N;MASC;PL	N;DEF;MASC;PL
כרטיסים	билети	כרטיס	билет	N;MASC;PL	N;INDF;MASC;PL
כרטיסים	картите	כרטיס	карта	N;MASC;PL	N;DEF;FEM;PL
כרטיסים	карти	כרטיס	карта	N;MASC;PL	N;INDF;FEM;PL
כרטיסים	картички	כרטיס	картичка	N;MASC;PL	N;INDF;FEM;PL
דרבי	дерби	דרבי	дерба	N;MASC;SG	N;INDF;NEUT;SG
גנרלים	генерали	גנרלי	генерал	N;MASC;PL	N;INDF;MASC;PL
שגרירות	посолство	שגרירות	посолство	N;FEM;SG	N;INDF;NEUT;SG
שגרירות	посолството	שגרירות	посолство	N;FEM;SG	N;DEF;NEUT;SG
הפיצוץ	взрив	הפיצוץ	взрив	N;MASC;SG	N;INDF;MASC;SG
הפיצוץ	експлозия	הפיצוץ	експлозия	N;MASC;SG	N;INDF;FEM;SG
זיכרונות	спомени	זיכרון	споменя	N;MASC;PL	N;INDF;MASC;PL
זיכרונות	спомените	זיכרון	спомен	N;MASC;PL	N;DEF;MASC;PL
נאצים	нацисти	נאצי	нацист	N;MASC;PL	N;INDF;MASC;PL
נאצים	нацистите	נאצי	нацист	N;MASC;PL	N;DEF;MASC;PL
התעמולה	пропаганда	התעמולה	пропаганда	N;FEM;SG	N;INDF;FEM;SG
שיפורים	подобрения	שיפור	подобрение	N;MASC;PL	N;INDF;NEUT;PL
הנטייה	наклон	הנטייה	наклон	N	N;INDF;MASC;SG
סמוכים	съседни	סמוך	съседен	ADJ;MASC;PL	ADJ;INDF;PL
מינימום	минимум	מינימום	минимум	N;MASC;SG	N;INDF;MASC;SG
פנימה	вътрешно	פנימה	вътрешен	ADV	ADV
פנימה	вътре	פנימה	вътре	ADV	ADV
טיפולים	лечения	טיפול	лечение	N;MASC;PL	N;INDF;NEUT;PL
טיפולים	терапии	טיפול	терапия	N;MASC;PL	N;INDF;FEM;PL
שוחד	подкуп	שוחד	подкуп	N;MASC;SG	N;INDF;MASC;SG
שוחד	подкуп	שוחד	подкуп	N;MASC;SG	N;INDF;MASC;SG
אוטונומיה	самостоятелност	אוטונומיה	самостоятелност	N;FEM;SG	N;INDF;FEM;SG
אוטונומיה	автономия	אוטונומיה	автономия	N;FEM;SG	N;INDF;FEM;SG
להודיע	обявя	הודיע	обявя-(се)	V;NFIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
להודיע	обяви	הודיע	обявя-(се)	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
להודיע	уведоми	הודיע	уведомя	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
שמאלה	ляво	שמאלה	ляв	ADV	ADV
שמאלה	наляво	שמאלה	наляво	ADV	ADV
הלוחות	панели	הלוחה	панеля	N;MASC;PL	N;INDF;MASC;PL
אנטארקטיקה	антарктида	אנטארקטיקה	антарктида	N;FEM;SG	N;INDF;FEM;SG
אנטארקטיקה	антарктика	אנטארקטיקה	антарктика	N;FEM;SG	N;INDF;FEM;SG
כוונות	намерения	כוונה	намерение	N;FEM;PL	N;INDF;NEUT;PL
כוונות	намеренията	כוונה	намерение	N;FEM;PL	N;DEF;NEUT;PL
דרמטי	драматичен	דרמטי	драматичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
דרמטי	драматична	דרמטי	драматичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
גידולים	тумори	גידול	тумор	N;MASC;PL	N;INDF;MASC;PL
גידולים	тумори	גידול	тумор	N;MASC;PL	N;INDF;MASC;PL
מחתרת	съпротива	מחתרת	съпротива	N;FEM;SG	N;INDF;FEM;SG
מחתרת	резистентност	מחתרת	резистентност	N;FEM;SG	N;INDF;FEM;SG
מחתרת	устойчивост	מחתרת	устойчивост	N;FEM;SG	N;INDF;FEM;SG
מחתרת	съпротивление	מחתרת	съпротивление	N;FEM;SG	N;INDF;NEUT;SG
נצרות	кристиан	נצרות	кристиан	N;FEM;SG	N;INDF;MASC;SG
נצרות	кристиян	נצרות	кристиян	N;FEM;SG	N;INDF;MASC;SG
נצרות	християнин	נצרות	християнин	N;FEM;SG	N;INDF;MASC;SG
נצרות	християнството	נצרות	християнство	N;FEM;SG	N;DEF;NEUT;SG
ציטוטים	кавички	ציטוט	кавичка	N;MASC;PL	N;INDF;FEM;PL
ציטוטים	цитати	ציטוט	цитат	N;MASC;PL	N;INDF;MASC;PL
ציטוטים	цитати	ציטוט	цитат	N;MASC;PL	N;INDF;MASC;PL
זול	евтин	זול	евтин	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זול	евтина	זול	евтин	ADJ;MASC;SG	ADJ;INDF;FEM;SG
גיבורים	героите	גיבור	герой	N;MASC;PL	N;DEF;MASC;PL
גיבורים	герои	גיבור	герой	N;MASC;PL	N;INDF;MASC;PL
חרם	бойкот	חרם	бойкот	N;MASC;SG	N;INDF;MASC;SG
תקרית	инцидент	תקרית	инцидент	N;FEM;SG	N;INDF;MASC;SG
מגמות	тенденции	גימה	тенденция	N;FEM;PL	N;INDF;FEM;PL
שיקולים	съображения	שיקול	съображение	N;MASC;PL	N;INDF;NEUT;PL
חורים	дупките	חור	дупка	N;MASC;PL	N;DEF;FEM;PL
חורים	дупки	חור	дупки	N;MASC;PL	N;INDF;FEM;PL
גיטרות	китари	גיטרות	китар	N;FEM;PL	N;INDF;MASC;PL
מסלולים	маршрутите	מסלול	маршрут	N;MASC;PL	N;DEF;MASC;PL
מסלולים	пътища	מסלול	път	N;MASC;PL	N;INDF;MASC;PL
מסלולים	маршрути	מסלול	маршрут	N;MASC;PL	N;INDF;MASC;PL
מסלולים	следите	מסלול	следя	N;MASC;PL	N;DEF;FEM;PL
מסלולים	писти	מסלול	пистя	N;MASC;PL	N;INDF;FEM;PL
מסלולים	следи	מסלול	следя	N;MASC;PL	N;INDF;FEM;PL
מסלולים	релси	מסלול	релса	N;MASC;PL	N;INDF;FEM;PL
חיטה	пшеница	חיטה	пшеница	N;FEM;SG	N;INDF;FEM;SG
חיטה	жито	חיטה	жито	N;FEM;SG	N;INDF;NEUT;SG
אסטרטגי	стратегическа	אסטרטגי	стратегически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
אסטרטגי	стратегически	אסטרטגי	стратегически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
רוחנית	духовно	רוחני	духовен	ADV	ADV
רוחנית	духовно	רוחני	духовен	ADV	ADV
סתירה	противоречие	סתירה	противоречие	N;FEM;SG	N;INDF;NEUT;SG
לפרש	тълкува	פירש	тълкувам	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
משלוח	доставяне	משלוח	доставяне	N;MASC;SG	N;INDF;NEUT;SG
משלוח	доставката	משלוח	доставка	N;MASC;SG	N;DEF;FEM;SG
משלוח	доставка	משלוח	доставка	N;MASC;SG	N;INDF;FEM;SG
משלוח	корабоплаването	משלוח	корабоплаване	N;MASC;SG	N;DEF;NEUT;SG
משלוח	корабоплаване	משלוח	корабоплаване	N;MASC;SG	N;INDF;NEUT;SG
משלוח	доставка	משלוח	доставка	N;MASC;SG	N;INDF;FEM;SG
תלונות	оплаквания	תלונה	оплакване	N;FEM;PL	N;INDF;NEUT;PL
תלונות	жалби	תלונה	жалба	N;FEM;PL	N;INDF;FEM;PL
האמירויות	емирства	האמירות	емирство	N;FEM;PL	N;INDF;NEUT;PL
פרווה	козина	פרווה	козина	N;FEM;SG	N;INDF;FEM;SG
פרווה	козината	פרווה	козина	N;FEM;SG	N;DEF;FEM;SG
ייחוס	признание	ייחוס	признание	N;MASC;SG	N;INDF;NEUT;SG
ייחוס	родословие	ייחוס	родословие	N;MASC;SG	N;INDF;NEUT;SG
הבריחה	бягство	הבריח	бягство	N;FEM;SG	N;INDF;NEUT;SG
המחוקקים	законодатели	המחוקק	законодател	N;MASC;PL	N;INDF;MASC;PL
המחוקקים	законодателите	המחוקק	законодател	N;MASC;PL	N;DEF;MASC;PL
המחוקקים	депутатите	המחוקק	депутат	N;MASC;PL	N;DEF;MASC;PL
המחוקקים	депутати	המחוקק	депутат	N;MASC;PL	N;INDF;MASC;PL
פיגועים	атентати	פיגוע	атентат	N;MASC;PL	N;INDF;MASC;PL
פיגועים	атаки	פיגוע	атака	N;MASC;PL	N;INDF;FEM;PL
פיגועים	нападения	פיגוע	нападение	N;MASC;PL	N;INDF;NEUT;PL
פיגועים	атентати	פיגוע	атентат	N;MASC;PL	N;INDF;MASC;PL
תדירות	честота	תדירות	честот	N;FEM;SG	N;INDF;FEM;SG
אבחון	диагностика	אבחון	диагностика	N;MASC;SG	N;INDF;FEM;SG
אבחון	диагностика	אבחון	диагностика	N;MASC;SG	N;INDF;FEM;SG
אבחון	диагноза	אבחון	диагноза	N;MASC;SG	N;INDF;FEM;SG
אבחון	диагностика	אבחון	диагностика	N;MASC;SG	N;INDF;FEM;SG
אבחון	диагностиката	אבחון	диагностика	N;MASC;SG	N;DEF;FEM;SG
שוחררה	освободена	שוחרר	освободя-(се)	V;FEM;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
שוחררה	освободен	שוחרר	освободя-(се)	V;FEM;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
קרנות	фондове	קרן	фонд	N;FEM;PL	N;INDF;MASC;PL
קרנות	средства	קרן	средство	N;FEM;PL	N;INDF;NEUT;PL
קרנות	рогата	קרן	рог	N;FEM;PL	N;DEF;MASC;PL
קרנות	рога	קרן	рога	N;FEM;PL	N;INDF;NEUT;PL
התודעה	съзнание	התודעה	съзнание	N;FEM;SG	N;INDF;NEUT;SG
התודעה	съзнанието	התודעה	съзнание	N;FEM;SG	N;DEF;NEUT;SG
יוצאות	изходящи	יצא	изходящ	V;FEM;PL;V.PTCP;ACT	V;IPFV;INDF;PL;PST;V.PTCP;ACT
אינטרסים	интереси	אינטרס	интерес	N;MASC;PL	N;INDF;MASC;PL
התועלת	полезността	התועלת	полезност	N;FEM;SG	N;DEF;FEM;SG
נלהב	възторжен	נלהב	възторжя-(се)	ADJ;MASC;SG	ADJ;INDF;MASC;SG
נלהב	страстна	נלהב	страстен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
נלהב	страстен	נלהב	страстен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מקסימלי	максимална	מקסימלי	максимален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מקסימלי	максимален	מקסימלי	максимален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מסגרות	рамки	מסגרת	рамка	N;FEM;PL	N;INDF;FEM;PL
דקדוק	граматика	דקדוק	граматика	N;MASC;SG	N;INDF;FEM;SG
