भित्ति	väggmålning	भित्ति	väggmålning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
नियोक्ता	arbetsgivares	नियोक्ता	arbetsgivare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पश्तो	pashto	पश्तो	pashto	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चमकदार	blank	चमकदार	blank	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नाड़ी	pulsen	नाड़ी	puls	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
नाड़ी	puls	नाड़ी	puls	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
गैसें	gaser	गैस	gas	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
सहभागिता	förlovning	सहभागिता	förlovning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सहभागिता	interaktion	सहभागिता	interaktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सहभागिता	engagemang	सहभागिता	engagemang	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
सहभागिता	samspel	सहभागिता	samspel	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
सहभागिता	interaktion	सहभागिता	interaktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सहभागिता	växelverkan	सहभागिता	växelverkan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सहभागिता	samverkan	सहभागिता	samverkan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
गतिविधियाँ	verksamheter	गतिविधि	verksamhet	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
गतिविधियाँ	aktiviteter	गतिविधि	aktivitet	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
ब्राउजर	webbläsaren	ब्राउजर	pebbläsare	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
ब्राउजर	webbläsare	ब्राउजर	webbläsare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गुदा	anus	गुदा	anus	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
गुदा	anal	गुदा	anal	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
टीकाकरण	vaccination	टीकाकरण	vaccination	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
टीकाकरण	vaccinering	टीकाकरण	vaccinering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मूर्तिकला	skulptur	मूर्तिकला	skulptur	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मूर्तिकला	staty	मूर्तिकला	staty	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
किरणें	strålar	किरण	stråla	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
वैश्वीकरण	globalisering	वैश्वीकरण	globalisering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वैश्वीकरण	globaliseringen	वैश्वीकरण	globalisering	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
बैग	bag	बैग	bag	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बैग	väska	बैग	väsk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बैग	påse	बैग	påse	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नर्तक	dansös	नर्तक	dansös	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ग्लूकोज	glukos	ग्लूकोज	gluka	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ग्लूकोज	druvsocker	ग्लूकोज	druvsock	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
नीतियाँ	policyer	नीति	policy	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
पढ़ना	läser	पढ़	läsa	V;MASC;NFIN;ACT	V;IND;PRS;FIN;ACT
पढ़ना	läsa	पढ़	läsa	V;MASC;NFIN;ACT	V;IMP;FIN;ACT
आपरेशन	insats	आपरेशन	insats	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आपरेशन	operation	आपरेशन	operation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आपरेशन	drift	आपरेशन	drift	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्रॉडबैंड	bredband	ब्रॉडबैंड	bredband	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मैनुअल	manual	मैनुअल	manual	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मैनुअल	handbok	मैनुअल	handbok	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दर्जन	dussin	दर्जन	dussin	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सुखद	behaglig	सुखद	behaglig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
सुखद	behagligt	सुखद	behaglig	ADJ	ADJ;NOM;INDF;NEUT;SG
सस्ती	snål	सस्ती	snål	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
सस्ती	billigt	सस्ती	billig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
पूछे	frågar	पूछ	fråga	V;PFV;MASC;PL;V.PTCP;ACT	V;IND;PRS;FIN;ACT
पूछे	frågade	पूछ	fråga	V;PFV;MASC;PL;V.PTCP;ACT	V;IND;PST;FIN;ACT
सेब	äpple	सेब	äpple	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
चौकी	checkpoint	चौकी	checkpoint	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
चौकी	utposten	चौकी	utpost	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
चौकी	utpost	चौकी	utpost	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
आपात	nödfall	आपात	nödfall	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आपात	nödsituation	आपात	nödsituation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्त्रियाँ	kvinnor	स्त्री	kvinna	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
मामा	mama	मामा	mama	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मामा	mamma	मामा	mamma	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मामा	onkel	मामा	onkel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मामा	morbror	मामा	morbro	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मामा	uncle	मामा	uncle	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मामा	farbror	मामा	farbro	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रूपांतर	varianten	रूपांतर	variant	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
रूपांतर	variant	रूपांतर	variant	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नगरीय	urban	नगरीय	urban	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नगरीय	tätort	नगरीय	tätor	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्रोधित	förvärrade	क्रोधित	förvärra	ADJ	ADJ;NOM;PL;PST;V.PTCP
क्रोधित	rasande	क्रोधित	rasa	ADJ	ADJ;NOM;PRS;V.PTCP
क्रोधित	ursinnig	क्रोधित	ursinnig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
क्रोधित	arga	क्रोधित	arga	ADJ	ADJ;NOM;PL
क्रोधित	arg	क्रोधित	arg	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
हुक्म	nod	हुक्म	nod	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कमांड	command	कमांड	command	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कमांड	kommando	कमांड	kommando	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
कमांड	kommandot	कमांड	kommandod	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
बुराई	ondskan	बुराई	ondska	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
बुराई	ondska	बुराई	ondsk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
बुराई	evil	बुराई	evil	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
फ्लाइट	flight	फ्लाइट	flight	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
फ्लाइट	flyg	फ्लाइट	flyg	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
फ्लाइट	flygning	फ्लाइट	flygning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
निकटता	närheten	निकटता	närhet	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
निकटता	närhet	निकटता	närhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
निकटता	närhet	निकटता	närhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सैर	promenaden	सैर	promenad	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
सैर	promenad	सैर	promenad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सैर	walk	सैर	walk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
चिकनी	slät	चिकना	släta	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
चिकनी	jämn	चिकना	jämn	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
चिकनी	slätt	चिकना	slätta	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
चिकनी	smidigt	चिकना	smidig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
चिकनी	smidig	चिकना	smidig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
अनुवादित	översatt	अनुवादित	översätta	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
अनुवादित	översatta	अनुवादित	översätta	ADJ	ADJ;NOM;PL;PST;V.PTCP
गा	sjunga	गा	sjung	V;SG;FIN;ACT	V;IMP;FIN;ACT
पूछताछ	förfrågan	पूछताछ	förfrågan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पूछताछ	utredning	पूछताछ	utredning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पूछताछ	undersökning	पूछताछ	undersökning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सर्पिल	spiral	सर्पिल	spiral	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
परिशिष्ट	tillägg	परिशिष्ट	tillägg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
परिशिष्ट	bilaga	परिशिष्ट	bilag	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गवाही	vittnesbörd	गवाही	vittnesbörd	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
गवाही	vittnesmål	गवाही	vittnesmål	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
लेआउट	layout	लेआउट	layout	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
हुक	hook	हुक	hook	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
हुक	krok	हुक	krok	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रिटर्न	återkomst	रिटर्न	återkomst	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रिटर्न	avkastning	रिटर्न	avkastning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्लैटिनम	platina	प्लैटिनम	platin	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
दीवारें	murar	दीवार	mura	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
दीवारें	väggarna	दीवार	vägg	N;NOM;FEM;PL;3	N;NOM;DEF;MASC+FEM;PL
दीवारें	väggar	दीवार	vägg	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
नक़ल	kopia	नक़ल	kopia	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
नक़ल	exemplar	नक़ल	exempel	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
फ्रेमवर्क	ramverk	फ्रेमवर्क	ramverk	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
फ्रेमवर्क	ram	फ्रेमवर्क	ram	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
देशभक्ति	patriotism	देशभक्ति	patriotism	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कस्टम	tullen	कस्टम	tull	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
कस्टम	tull	कस्टम	tull	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कस्टम	sed	कस्टम	sed	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कोलेस्ट्रॉल	kolesterol	कोलेस्ट्रॉल	kolesterol	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ईमान	tron	ईमान	tron	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
पोटैशियम	kalium	पोटैशियम	kalium	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
लोकगीत	folklore	लोकगीत	folklore	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्प्रिंगस्टीन	springsteen	स्प्रिंगस्टीन	springste	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
धर्मनिरपेक्ष	sekulära	धर्मनिरपेक्ष	sekulär	ADJ	ADJ;NOM;PL
तोप	kanonen	तोप	kano	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
तोप	kanon	तोप	kano	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
शेंगेन	schengensamarbetet	शेंगेन	schengensamarbete	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
शेंगेन	schengen	शेंगेन	scheng	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
दुल्हन	bruden	दुल्हन	brud	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
दुल्हन	brud	दुल्हन	brud	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
जस्ता	zink	जस्ता	zink	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
उड़	fly	उड़	fly	V;ACT	V;IMP;FIN;ACT
उड़	flyger	उड़	flyga	V;ACT	V;IND;PRS;FIN;ACT
उड़	flyga	उड़	flyga	V;ACT	V;IMP;FIN;ACT
गुजरता	passerar	गुजरता	passera	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
जन्मस्थान	födelseort	जन्मस्थान	födelseort	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बाँस	bambu	बाँस	bambu	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अठारह	arton	अठारह	arton	NUM	NUM;NOM
उत्खनन	utgrävning	उत्खनन	utgrävning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उन्नयन	uppgradering	उन्नयन	uppgradering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उन्नयन	förhöjning	उन्नयन	förhöjning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पेंशन	pension	पेंशन	pension	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पेंशन	pensionen	पेंशन	pension	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
गरिमा	värdighet	गरिमा	värdighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
बताना	berätta	बता	berätta	V;MASC;NFIN;ACT	V;IMP;FIN;ACT
खोपड़ी	skallen	खोपडी	skall	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
खोपड़ी	skalle	खोपडी	skola	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पट्टिका	pall	पट्टिका	pall	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सूर्योदय	soluppgång	सूर्योदय	soluppgång	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सूर्योदय	soluppgången	सूर्योदय	soluppgång	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
रणनीतिक	strategiska	रणनीतिक	strategisk	ADJ;NOM	ADJ;NOM;PL
रणनीतिक	strategisk	रणनीतिक	strategisk	ADJ;NOM	ADJ;NOM;INDF;MASC+FEM;SG
रणनीतिक	strategiskt	रणनीतिक	strategisk	ADJ;NOM	ADJ;NOM;INDF;NEUT;SG
रणनीतिक	strategiskt	रणनीतिक	strategisk	ADJ;NOM	ADJ;NOM;INDF;NEUT;SG
रणनीतिक	taktiska	रणनीतिक	taktisk	ADJ;NOM	ADJ;NOM;PL
रणनीतिक	taktisk	रणनीतिक	taktisk	ADJ;NOM	ADJ;NOM;INDF;MASC+FEM;SG
झटके	stötar	झटका	stöta	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
प्रक्षेप	projektion	प्रक्षेप	projektion	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पर्यवेक्षण	övervakning	पर्यवेक्षण	övervakning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पर्यवेक्षण	tillsyn	पर्यवेक्षण	tillsyn	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
एमी	emmy	एमी	emmy	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्लेटो	platon	प्लेटो	platon	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
रिसाव	läckage	रिसाव	läckage	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
रिसाव	läckage	रिसाव	läckage	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
शोधन	raffinering	शोधन	raffinering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बरसात	dusch	बरसात	dusch	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
बरसात	regnig	बरसात	regnig	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
बरसात	regn	बरसात	regn	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
बरसात	rain	बरसात	rain	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
दर्शनशास्त्र	filosofin	दर्शनशास्त्र	filosofi	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
दर्शनशास्त्र	filosofi	दर्शनशास्त्र	filosofi	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्वादिष्ट	mums	स्वादिष्ट	mums	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कर्ज	skuldsättning	कर्ज	skuldsättning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कर्ज	skuld	कर्ज	skuld	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सलाद	sallad	सलाद	salla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सलाद	sallat	सलाद	salla	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सलाद	sallad	सलाद	salla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
जलन	svartsjuk	जलन	svartsjuk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
जलन	avundsjuk	जलन	avundsjuk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
जलन	inflammatorisk	जलन	inflammatorisk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
जलन	irritation	जलन	irritation	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
शौकिया	amatör	शौकिया	amatör	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अनूठा	omslutande	अनूठा	omslutande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
अनूठा	unik	अनूठा	unik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
अनूठा	unikt	अनूठा	unik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
रक्तस्राव	blödning	रक्तस्राव	blödning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चादर	sjal	चादर	sjal	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
चादर	plåt	चादर	plåt	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
चादर	blad	चादर	blad	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
एथिलीन	eten	एथिलीन	eten	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सेकेंड	sekund	सेकेंड	sekund	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मानविकी	humaniora	मानविकी	humaniora	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
महापौर	borgmästaren	महापौर	borgmästar	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
आयताकार	rektangel	आयताकार	rektangel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रस्तावना	introduktion	प्रस्तावना	introduktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रस्तावना	inledning	प्रस्तावना	inledning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रस्तावना	införande	प्रस्तावना	införande	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
प्रस्तावना	införsel	प्रस्तावना	införsel	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
प्रस्तावना	prolog	प्रस्तावना	prolog	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रस्तावना	ingressen	प्रस्तावना	ingresse	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
प्रस्तावना	inledning	प्रस्तावना	inledning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
लावा	lava	लावा	lava	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
माइग्रेन	migrän	माइग्रेन	migrän	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
परिधान	klänning	परिधान	klänning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गोलीबारी	eldstrid	गोलीबारी	eldstrid	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
गोलीबारी	skottlossning	गोलीबारी	skottlossning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
गोलीबारी	skytte	गोलीबारी	skytte	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
पम्प	pump	पम्प	pump	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नाल	hästsko	नाल	hästsko	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पवित्रता	helighet	पवित्रता	helighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पवित्रता	renhet	पवित्रता	renhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पवित्रता	helighet	पवित्रता	helighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
श्रेष्ठता	överlägsenhet	श्रेष्ठता	överlägsenhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मुलाक़ात	tillhåll	मुलाक़ात	tillhåll	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
सीढ़ी	stege	सीढ़ी	stege	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रतिकृति	mönster	प्रतिकृति	mönster	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
प्रतिकृति	mönstret	प्रतिकृति	mönster	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
प्रतिकृति	kopia	प्रतिकृति	kopia	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ताड़	palm	ताड़	palm	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ताड़	handflata	ताड़	handflata	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रवृति	förkärlek	प्रवृति	förkärlek	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सिरदर्द	huvudvärk	सिरदर्द	huvudvärk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उपनिवेशवाद	kolonialism	उपनिवेशवाद	kolonialism	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उपनिवेशवाद	koloni	उपनिवेशवाद	koloni	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उपनिवेशवाद	kolonin	उपनिवेशवाद	koloni	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
सैंडविच	smörgås	सैंडविच	smörgås	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सैंडविच	sandwich	सैंडविच	sandwich	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सैंडविच	mackan	सैंडविच	macka	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
चिप्स	chips	चिप्स	chips	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
गुड़	melass	गुड़	melass	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उद्योगपति	industriman	उद्योगपति	industriman	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
विधियां	metoderna	विधि	metod	N;NOM;FEM;PL;3	N;NOM;DEF;MASC+FEM;PL
विधियां	metoder	विधि	metod	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
उद्धार	räddning	उद्धार	räddning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उद्धार	undsättning	उद्धार	undsättning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पैकेजिंग	förpackning	पैकेजिंग	förpackning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बिस्तर	säng	बिस्तर	säng	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बिस्तर	sängen	बिस्तर	säng	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
बिस्तर	bädd	बिस्तर	bädd	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गुम्बद	kupol	गुम्बद	kupol	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गुम्बद	kupolen	गुम्बद	kupol	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
सेवानिवृत्ति	pensionering	सेवानिवृत्ति	pensionering	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सेवानिवृत्ति	pension	सेवानिवृत्ति	pension	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
जश्न	firande	जश्न	firande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
जश्न	firandet	जश्न	firande	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
