kao	som	kao	som	CONJ	CONJ
prodaje	säljer	prodavati	sälja	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
tehnika	teknik	tehnik	teknik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tehnika	tekniken	tehnik	teknik	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
izbornik	menyn	izbornik	menyn	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
izbornik	meny	izbornik	meny	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
duljina	längden	duljina	längd	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
duljina	längd	duljina	längd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gen	gen	gen	gen	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
staze	slingor	staza	slinga	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
staze	vägar	staza	väg	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
staze	banor	staza	bana	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
staze	stigar	staza	stiga	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
stigao	anlände	stići	anlände	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
žrtava	förluster	žrtva	förlust	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
plin	gas	plin	ga	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zamijenio	bytte	zamijeniti	byta	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
zamijenio	ersatte	zamijeniti	ersätta	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
sir	ost	sir	ost	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
postaja	järnvägsstation	postaja	järnvägsstation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
postaja	station	postaja	station	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
postaja	stationen	postaja	station	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
utrka	lopp	utrka	lopp	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
utrka	race	utrka	race	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
utrka	ras	utrka	ras	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
utrka	tävling	utrka	tävling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
utrka	racing	utrka	racing	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
utrka	kapplöpning	utrka	kapplöpning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
doline	dalarna	dolina	dal	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
doline	dalar	dolina	dal	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
trgovine	butiker	trgovina	butik	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
trgovine	butiker	trgovina	butik	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
predložio	föreslog	predložiti	föreslå	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
priznanje	bikt	priznanje	bikt	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
priznanje	bekännelse	priznanje	bekännelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
priznanje	erkännande	priznanje	erkännande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
znamenitosti	sevärdheter	znamenitost	sevärdhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
znamenitosti	landmärken	znamenitost	landmärk	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
znamenitosti	sevärdheter	znamenitost	sevärdhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
hotel	hotell	hotel	hotell	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
hotel	hotellet	hotel	hotell	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
hotel	hotel	hotel	hotel	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
slična	liknande	sličan	liknande	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
preselio	flyttade	preseliti	flytta	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
pobjednici	vinnarna	pobjednik	vinna	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
gorivo	drivmedel	gorivo	drivmedel	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
gorivo	bränsle	gorivo	bränsle	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
studije	undersökningar	studija	undersökning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
studije	studier	studija	studie	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
verzije	versioner	verzija	version	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
verzije	versionerna	verzija	version	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
postane	blir	postati	bli	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
princ	prinsen	princ	prins	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
princ	furste	princ	furst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
princ	prince	princ	prince	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
princ	prins	princ	prin	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijevoz	transport	prijevoz	transport	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijevoz	transport	prijevoz	transport	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
krilo	varv	krilo	varv	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
krilo	vingen	krilo	ving	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
krilo	flygeln	krilo	flygel	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
krilo	wing	krilo	bing	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
krilo	vinge	krilo	vinga	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
krilo	flygel	krilo	flygel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
stan	stan	stan	stad	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
stan	platta	stan	platta	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stan	lägenhet	stan	lägenhet	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stan	flat	stan	flat	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
stan	lägenhet	stan	lägenhet	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
klasa	klass	klasa	klass	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
klasa	klassen	klasa	klass	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
znao	visste	znati	veta	V;MASC;SG;PST;V.PTCP;ACT	V;IMP;FIN;ACT
znao	kände	znati	känna	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
znao	viste	znati	viste	V;MASC;SG;PST;V.PTCP;ACT	V;IMP;FIN;ACT
brodovi	båtar	brod	båta	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
putovanje	travel	putovanje	travel	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
putovanje	resa	putovanje	resa	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
putovanje	resande	putovanje	resa	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
putovanje	färd	putovanje	färd	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
putovanje	resa	putovanje	resa	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
putovanje	resan	putovanje	resa	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
putovanje	resa	putovanje	resa	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
logor	lägret	logor	lägr	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
logor	camp	logor	camp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
upravlja	förvaltar	upravljati	förvalta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
upravlja	hanterar	upravljati	hantera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
vijek	sekel	vijek	sekel	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vijek	århundrade	vijek	århundrad	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vijek	århundradet	vijek	århundrad	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
pokopan	begravd	pokopati	begravd	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
utrke	raser	utrka	ras	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
turci	turkarna	turac	turk	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
turci	turkar	turac	turk	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
kraljice	drottningar	kraljica	drottning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
policija	polis	policija	polis	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
policija	polisen	policija	polis	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
istaknuti	markera	istaknuti	markera	V;NFIN	V;IMP;FIN;ACT
istaknuti	belysa	istaknuti	belysa	V;NFIN	V;IMP;FIN;ACT
istaknuti	framhäva	istaknuti	framhäva	V;NFIN	V;IMP;FIN;ACT
znanstvenici	forskare	znanstvenik	forskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
duboko	djupt	duboko	djup	ADV	ADV
smjer	riktningen	smjer	riktning	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
smjer	riktning	smjer	riktning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
smjer	rubrik	smjer	rubrik	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pomaže	hjälper	pomagati	hjälpa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
pomaže	hjälper	pomagati	hjälpa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
dokaz	bevis	dokaz	bevis	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dokaz	belägg	dokaz	belägg	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dokaz	bevisning	dokaz	bevisning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dokaz	bevismaterial	dokaz	bevismaterial	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dokaz	bevis	dokaz	bevis	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
reference	hänvisningar	referenca	hänvisning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
reference	referenser	referenca	referens	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
organizira	organiserar	organizirati	organisera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
organizira	anordnar	organizirati	anordna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
organizira	organiserar	organizirati	organisera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
zračenje	strålning	zračenje	strålning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
omogućava	tillåter	omogućavati	tillåta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
omogućava	möjliggör	omogućavati	möjliggöra	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
omogućava	aktiverar	omogućavati	aktivera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
omogućava	möjliggör	omogućavati	möjliggöra	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
osnivanje	inrättning	osnivanje	inrättning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
osnivanje	anläggning	osnivanje	anläggning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
osnivanje	etablering	osnivanje	etablering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
osnivanje	inrättandet	osnivanje	inrättande	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
sudjelovanje	medverkan	sudjelovanje	medverkan	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sudjelovanje	delaktighet	sudjelovanje	delaktighet	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sudjelovanje	deltagande	sudjelovanje	deltagande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
sudjelovanje	medbestämmande	sudjelovanje	medbestämmande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
gubi	förlorar	gubiti	förlora	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gubi	förlorar	gubiti	förlora	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
hercegovina	hercegovina	hercegovina	hercegovin	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opera	opera	opera	opera	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opera	operan	opera	operan	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
jezgre	kärnor	jezgra	kärna	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
događaji	händelser	događaj	händelse	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
srpanj	juli	srpanj	juli	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tvornica	fabriken	tvornica	fabrik	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
tvornica	fabrik	tvornica	fabrik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tvornica	factory	tvornica	factory	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
podrijetlo	ursprung	podrijetlo	ursprung	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pao	föll	pasti	föll	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
pao	trillade	pasti	trilla	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
pao	ramlade	pasti	ramla	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
bend	band	bend	band	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
bend	musikgrupp	bend	musikgrupp	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
toranj	tower	toranj	tow	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
toranj	torn	toranj	torn	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
toranj	tornet	toranj	torn	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
milijun	miljon	milijun	miljon	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
uporaba	användning	uporaba	användning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
uveo	introducerade	uvesti	introducerad	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;V.PTCP;ACT
oka	eye	oko	eye	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
oka	ögat	oko	öga	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
oka	öga	oko	öga	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pravilo	regeln	pravilo	regel	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
pravilo	regel	pravilo	regel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zastave	flaggor	zastava	flagga	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
aleksandra	alexandra	aleksandra	alexandra	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
iskustva	upplevelser	iskustvo	upplevelse	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
iskustva	erfarenheter	iskustvo	erfarenhet	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
iskustva	erfarenheter	iskustvo	erfarenhet	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
poduzeća	företag	poduzeće	företag	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
poduzeća	företag	poduzeće	företag	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
opus	opus	opus	opus	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
akcija	aktion	akcija	aktion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
akcija	åtgärd	akcija	åtgärd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
akcija	handling	akcija	handling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pare	pengar	para	pengar	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
tehnički	tekniskt	tehnički	teknisk	ADV	ADV
tehnički	tekniskt	tehnički	teknisk	ADV	ADV
kiselina	surt	kiselina	sur	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
kiselina	syra	kiselina	syra	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rješenja	lösningarna	rješenje	lösning	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
rješenja	lösningar	rješenje	lösning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
dance	dance	danca	danc	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dance	dans	danca	dans	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pruga	järnväg	prugati	järnväg	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
slavi	firar	slaviti	fira	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
prijenos	växellåda	prijenos	växellåda	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	transmission	prijenos	transmission	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	överföring	prijenos	överföring	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	sändning	prijenos	sändning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	transfer	prijenos	transfer	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	överlåtelse	prijenos	överlåtelse	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	överföring	prijenos	överföring	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	uppladdning	prijenos	uppladdning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijenos	uppladdningen	prijenos	uppladdning	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
grof	antal	grof	antal	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
konferencije	konferenserna	konferencija	konferens	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
konferencije	konferenser	konferencija	konferens	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
razina	nivå	razina	nivå	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
razina	level	razina	level	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
padding	stoppning	padding	stoppning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
levi	levi	leva	levi	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
regan	regan	regan	regan	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nada	förhoppning	nada	förhoppning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nada	hoppet	nada	hopp	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
nada	hopp	nada	hopp	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
nada	hope	nada	hape	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
viši	högre	visok	hög	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR
zanimanje	yrke	zanimanje	yrke	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
zanimanje	yrket	zanimanje	yrke	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
zanimanje	ränta	zanimanje	ränta	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zanimanje	intresse	zanimanje	intresse	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
zanimanje	yrke	zanimanje	yrke	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
zanimanje	ockupationen	zanimanje	ockupation	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
zanimanje	ockupation	zanimanje	ockupation	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
tlo	jord	tlo	jord	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
tlo	marken	tlo	mark	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
tlo	ground	tlo	ground	N;NOM;NEUT;SG	N
primio	fått	primiti	få	V;MASC;SG;PST;V.PTCP;ACT	V;V.CVB;ACT
primio	fick	primiti	få	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
posade	besättningarna	posada	besättning	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
posade	besättningar	posada	besättning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
akademija	akademin	akademija	akademin	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
akademija	academy	akademija	academy	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
akademija	akademi	akademija	akademi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
suvremene	nutida	suvremen	nutida	ADJ;NOM;DEF;FEM;PL	ADJ;NOM
mišljenja	åsikter	mišljenje	åsikt	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
mišljenja	yttranden	mišljenje	yttrande	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
direktno	direkt	direktno	direkt	ADV	ADV
direktno	direkt	direktno	direkt	ADV	ADV
omjer	förhållande	omjer	förhållande	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
omjer	kvot	omjer	kvot	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
omjer	ratio	omjer	ratio	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ustav	grundlagen	ustav	grundlag	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ustav	konstitutionen	ustav	konstitution	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ustav	författning	ustav	författning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ustav	konstitution	ustav	konstitution	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ustav	grundlag	ustav	grundlag	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
skupština	montering	skupština	montering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
skupština	församling	skupština	församling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
skupština	församlingen	skupština	församling	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
odlučuje	bestämmer	odlučivati	bestämma	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
odlučuje	beslutar	odlučivati	besluta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
trupa	skrov	trup	skrov	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
trupa	skrovet	trup	skrov	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
trupa	trupp	trup	trupp	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vojnik	soldaten	vojnik	soldat	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
vojnik	soldat	vojnik	soldat	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
listopad	oktober	listopad	oktober	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
modeli	modeller	model	modell	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
modeli	modellerna	model	modell	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
modeli	förlagor	model	förlaga	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
važnost	betydelse	važnost	betydelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
važnost	relevans	važnost	relevans	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
snažno	starkt	snažno	stark	ADV	ADV
snažno	kraftigt	snažno	kraftig	ADV	ADV
snažno	starkt	snažno	stark	ADV	ADV
ustanova	institution	ustanova	institution	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ustanova	institutionen	ustanova	institution	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ustanova	anläggning	ustanova	anläggning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prirodne	naturliga	prirodan	naturlig	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;PL
osuđen	dömd	osuditi	dömd	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
osuđen	fälld	osuditi	fälld	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
osuđen	dömt	osuditi	döma	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
osuđen	dömd	osuditi	dömd	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
osuđen	fördömt	osuditi	fördöma	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
osuđen	dömd	osuditi	dömd	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
baze	grunder	baza	grund	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
baze	baser	baza	bas	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
spomenuti	nämner	spomenuti	namn	V;NFIN	V;IND;PRS;FIN;ACT
spomenuti	nämna	spomenuti	nämna	V;NFIN	V;IMP;FIN;ACT
autori	författarna	autor	författare	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
autori	författare	autor	författare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
peti	femte	peti	fem	ADJ;NOM;MASC;SG	ADJ;NOM
povećanje	ökning	povećanje	ökning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
povećanje	höjning	povećanje	höjning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
povećanje	förstoring	povećanje	förstoring	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
vrhunac	höjdpunkt	vrhunac	höjdpunkt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
show	show	show	show	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
matice	muttrar	matica	muttra	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
matice	nötter	matica	nött	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
raketa	raket	raketa	rak	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
raketa	rocket	raketa	rock	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
