dans	اندر	dans	اندر	ADP	ADP;NOM;MASC;SG;3
remarque	لہجہ	remarque	لہجہ	N;FEM;SG	N;NOM;MASC;SG;3
remarque	مشاہدہ	remarque	مشاہدہ	N;FEM;SG	N;NOM;MASC;SG;3
remarque	توجہ	remarque	توجہ	N;FEM;SG	N;NOM;MASC;SG;3
installation	تنصیب	installation	تنصیب	N;FEM;SG	N;NOM;MASC;SG;3
circulation	تعلق	circulation	تعلق	N;FEM;SG	N;NOM;MASC;SG;3
circulation	مقدار	circulation	مقدار	N;FEM;SG	N;NOM;MASC;SG;3
relief	یکسانیت	relief	یکسانیت	N;MASC;SG	N;NOM;MASC;SG;3
relief	مصیبت	relief	مصیبت	N;MASC;SG	N;NOM;FEM;SG;3
relief	وضاحت	relief	وضاحت	N;MASC;SG	N;NOM;MASC;SG;3
relief	صفائی-	relief	صفائی-	N;MASC;SG	N;NOM;MASC;SG;3
universitaires	پرتکلف.	universitaire	پرتکلف.	ADJ;MASC;PL	ADJ
universitaires	روایتی	universitaire	روایتی	ADJ;MASC;PL	ADJ
universitaires	نظریاتی	universitaire	نظریاتی	ADJ;MASC;PL	ADJ;NOM
faites	دیکھنا	faire	دیکھ	V;FEM;PL;PST;V.PTCP	V;NFIN
faites	بچارنا	faire	بچار	V;FEM;PL;PST;V.PTCP	V;NFIN;ACT
faites	دیکھنا	faire	دیکھ	V;FEM;PL;PST;V.PTCP	V;NFIN
faites	بچارنا	faire	بچار	V;FEM;PL;PST;V.PTCP	V;NFIN;ACT
équivalent	مماثل	équivalent	مماثل	ADJ;MASC;SG	ADJ
équivalent	یکساں	équivalent	یکساں	ADJ;MASC;SG	ADJ
récompense	انعام	récompense	انعام	N;FEM;SG	N;NOM;MASC;SG;3
récompense	سزا	récompense	سزا	N;FEM;SG	N;NOM;MASC;SG;3
patron	سرپرست	patron	سرپرست	N;MASC;SG	N;NOM;MASC;SG;3
patron	آجر	patron	آجر	N;MASC;SG	N;NOM;MASC;SG;3
syndicat	اتفاق	syndicat	اتفاق	N;MASC;SG	N;NOM;MASC;SG;3
syndicat	اتحاد	syndicat	اتحاد	N;MASC;SG	N;NOM;MASC;SG;3
syndicat	ملاپ	syndicat	ملاپ	N;MASC;SG	N;NOM;MASC;SG;3
syndicat	شادی	syndicat	شادی	N;MASC;SG	N;NOM;FEM;SG;3
menace	دھمکی	menace	دھمکی	N;FEM;SG	N;NOM;FEM;SG;3
menace	آفت	menace	آفت	N;FEM;SG	N;NOM;FEM;SG;3
menace	دھمکی	menace	دھمکی	N;FEM;SG	N;NOM;FEM;SG;3
poursuite	کارروائی	poursuite	کارروائی	N;FEM;SG	N;NOM;FEM;SG;3
poursuite	مشغلہ	poursuite	مشغلہ	N;FEM;SG	N;NOM;MASC;SG;3
poursuite	مصروفیت	poursuite	مصروفیت	N;FEM;SG	N;NOM;MASC;SG;3
poursuite	مشغلہ	poursuite	مشغلہ	N;FEM;SG	N;NOM;MASC;SG;3
poursuite	تعاقب	poursuite	تعاقب	N;FEM;SG	N;NOM;MASC;SG;3
poursuite	مصروفیت	poursuite	مصروفیت	N;FEM;SG	N;NOM;MASC;SG;3
lot	گروہ	lot	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
lot	جمعیت	lot	جمعیت	N;MASC;SG	N;NOM;MASC;SG;3
lot	کھیپ	lot	کھیپ	N;MASC;SG	N;NOM;MASC;SG;3
lot	قسمت	lot	قسمت	N;MASC;SG	N;NOM;FEM;SG;3
lot	تقدیر	lot	تقدیر	N;MASC;SG	N;NOM;FEM;SG;3
lot	قسمت	lot	قسمت	N;MASC;SG	N;NOM;FEM;SG;3
débit	جوار	débit	جوار	N;MASC;SG	N;NOM;MASC;SG;3
débit	دلدل	débit	دلدل	N;MASC;SG	N;NOM;MASC;SG;3
débit	رقم	débit	رقم	N;MASC;SG	N;NOM;MASC;SG;3
débit	بہتات	débit	بہتات	N;MASC;SG	N;NOM;MASC;SG;3
débit	مائع	débit	مائع	N;MASC;SG	N;NOM;MASC;SG;3
débit	جوار	débit	جوار	N;MASC;SG	N;NOM;MASC;SG;3
débit	دلدل	débit	دلدل	N;MASC;SG	N;NOM;MASC;SG;3
débit	رقم	débit	رقم	N;MASC;SG	N;NOM;MASC;SG;3
débit	بہتات	débit	بہتات	N;MASC;SG	N;NOM;MASC;SG;3
débit	مائع	débit	مائع	N;MASC;SG	N;NOM;MASC;SG;3
commissaire	کمشنر	commissaire	کمشنر	N;MASC;SG	N;NOM;MASC;SG;3
conserver	گلنے	conserver	گل	V;NFIN	V;ACC;NFIN
invasion	حملہ	invasion	حملہ	N;FEM;SG	N;NOM;MASC;SG;3
particulière	تفصیلی.	particulier	تفصیلی.	ADJ;FEM;SG	ADJ
particulière	تفصیلات.	particulier	تفصیلات.	ADJ;FEM;SG	ADJ
particulière	خاص	particulier	خاص	ADJ;FEM;SG	ADJ
particulière	خصوصی	particulier	خصوصی	ADJ;FEM;SG	ADJ
conscience	شعور	conscience	شعور	N;FEM;SG	N;NOM;MASC;SG;3
conscience	شعور	conscience	شعور	N;FEM;SG	N;NOM;MASC;SG;3
conscience	آگاہی	conscience	آگاہی	N;FEM;SG	N;NOM;MASC;SG;3
conscience	ہوش	conscience	ہوش	N;FEM;SG	N;NOM;MASC;SG;3
conscience	آگاہی	conscience	آگاہی	N;FEM;SG	N;NOM;MASC;SG;3
peur	تعظیم	peur	تعظیم	N;FEM;SG	N;NOM;FEM;SG;3
peur	خوف	peur	خوف	N;FEM;SG	N;NOM;MASC;SG;3
peur	ہراس	peur	ہراس	N;FEM;SG	N;NOM;MASC;SG;3
peur	تعظیم	peur	تعظیم	N;FEM;SG	N;NOM;FEM;SG;3
peur	خطرہ	peur	خطرہ	N;FEM;SG	N;NOM;MASC;SG;3
peur	خوف	peur	خوف	N;FEM;SG	N;NOM;MASC;SG;3
peur	ہراس	peur	ہراس	N;FEM;SG	N;NOM;MASC;SG;3
actives	مشغول	actif	مشغول	ADJ;FEM;PL	ADJ
actives	فعال	actif	فعال	ADJ;FEM;PL	ADJ
actives	بانی	actif	بانی	ADJ;FEM;PL	ADJ
actives	مستعد	actif	مستعد	ADJ;FEM;PL	ADJ
nomination	تسمیہ	nomination	تسمیہ	N;FEM;SG	N;NOM;MASC;SG;3
respect	تعلق	respect	تعلق	N;MASC;SG	N;NOM;MASC;SG;3
respect	تعلق	respect	تعلق	N;MASC;SG	N;NOM;MASC;SG;3
respect	تکریم	respect	تکریم	N;MASC;SG	N;NOM;MASC;SG;3
respect	لچک	respect	لچک	N;MASC;SG	N;NOM;MASC;SG;3
respect	لچک	respect	لچک	N;MASC;SG	N;NOM;MASC;SG;3
respect	تعمیل	respect	تعمیل	N;MASC;SG	N;NOM;MASC;SG;3
mobile	منقولہ	mobile	منقولہ	ADJ;MASC;SG	ADJ
mobile	متحرک	mobile	متحرک	ADJ;MASC;SG	ADJ
bientôt	فوراً	bientôt	فوراً	ADV	ADV
spéciale	مطلوبہ	spécial	مطلوبہ	ADJ;FEM;SG	ADJ
spéciale	امتیازی	spécial	امتیازی	ADJ;FEM;SG	ADJ
spéciale	اعلیٰ	spécial	اعلیٰ	ADJ;FEM;SG	ADJ
spéciale	مقررہ	spécial	مقررہ	ADJ;FEM;SG	ADJ
commentaire	توضیح	commentaire	توضیح	N;MASC;SG	N;NOM;MASC;SG;3
commentaire	تصویر	commentaire	تصویر	N;MASC;SG	N;NOM;MASC;SG;3
commentaire	مثال	commentaire	مثال	N;MASC;SG	N;NOM;MASC;SG;3
véhicule	خیال	véhicule	خیال	N;MASC;SG	N;NOM;MASC;SG;3
véhicule	مرکب	véhicule	مرکب	N;MASC;SG	N;NOM;MASC;SG;3
véhicule	گاڑی	véhicule	گاڑی	N;MASC;SG	N;NOM;FEM;SG;3
véhicule	خیال	véhicule	خیال	N;MASC;SG	N;NOM;MASC;SG;3
véhicule	سواری	véhicule	سواری	N;MASC;SG	N;NOM;FEM;SG;3
véhicule	مرکب	véhicule	مرکب	N;MASC;SG	N;NOM;MASC;SG;3
densité	کثافت	densité	کثافت	N;FEM;SG	N;NOM;MASC;SG;3
catholiques	جامع	catholique	جامع	ADJ;MASC;PL	ADJ
rare	طُرفہ.	rare	طُرفہ.	ADJ;MASC;SG	ADJ
rare	غیرمعمولی	rare	غیرمعمولی	ADJ;MASC;SG	ADJ
rare	طُرفہ.	rare	طُرفہ.	ADJ;MASC;SG	ADJ
rare	نایاب	rare	نایاب	ADJ;MASC;SG	ADJ
rare	غیرمعمولی	rare	غیرمعمولی	ADJ;MASC;SG	ADJ
rare	غیرمعمولی	rare	غیرمعمولی	ADJ;MASC;SG	ADJ
rare	انوکھا	rare	انوکھا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
rare	غیرمعمولی	rare	غیرمعمولی	ADJ;MASC;SG	ADJ
transfert	ٹکٹ	transfert	ٹکٹ	N;MASC;SG	N;NOM;MASC;SG;3
transfert	املاک	transfert	ملک	N;MASC;SG	N;NOM;MASC;SG;3
transfert	کلب	transfert	کلب	N;MASC;SG	N;NOM;MASC;SG;3
blessé	دُکھنا	blesser	دُکھ	V;MASC;SG;PST;V.PTCP	V;NFIN
aile	بازو	aile	بازو	N;FEM;SG	N;NOM;MASC;SG;3
dimension	ضخامت	dimension	ضخامت	N;FEM;SG	N;NOM;MASC;SG;3
dimension	وسعت	dimension	وسعت	N;FEM;SG	N;NOM;MASC;SG;3
dimension	گہرائی	dimension	گہرائی	N;FEM;SG	N;NOM;FEM;SG;3
dimension	طول	dimension	طول	N;FEM;SG	N;NOM;MASC;SG;3
dimension	رقبہ	dimension	رقبہ	N;FEM;SG	N;NOM;MASC;SG;3
fera	چاہنا	faire	چاہ	V;IND;SG;3;FUT;FIN	V;MASC;SG;NFIN;ACT
seuil	دہلیز	seuil	دہلیز	N;MASC;SG	N;NOM;MASC;SG;3
détroit	آزمائش-	détroit	آزمائش-	N;MASC;SG	N;NOM;MASC;SG;3
détroit	مصیبت	détroit	مصیبت	N;MASC;SG	N;NOM;FEM;SG;3
préparation	تیاری	préparation	تیاری	N;FEM;SG	N;NOM;MASC;SG;3
préparation	آمادگی	préparation	آمادگی	N;FEM;SG	N;NOM;MASC;SG;3
classiques	متوازن	classique	متوازن	ADJ;MASC;PL	ADJ
nécessaires	جبری	nécessaire	جبری	ADJ;MASC;PL	ADJ
nécessaires	لازمی	nécessaire	لازمی	ADJ;MASC;PL	ADJ
grave	اہم	grave	اہم	ADJ;MASC;SG	ADJ
grave	معقول.	grave	معقول.	ADJ;MASC;SG	ADJ
grave	معتبر	grave	معتبر	ADJ;MASC;SG	ADJ
grave	اہم	grave	اہم	ADJ;MASC;SG	ADJ
grave	معقول.	grave	معقول.	ADJ;MASC;SG	ADJ
grave	معتبر	grave	معتبر	ADJ;MASC;SG	ADJ
grave	سنجیدہ	grave	سنجیدہ	ADJ;MASC;SG	ADJ
grave	متشدد	grave	متشدد	ADJ;MASC;SG	ADJ
grave	بڑا	grave	بڑا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
grave	سادہ	grave	سادہ	ADJ;MASC;SG	ADJ
grave	زبردست	grave	زبردست	ADJ;MASC;SG	ADJ
grave	متشدد	grave	متشدد	ADJ;MASC;SG	ADJ
grave	شدید	grave	شدید	ADJ;MASC;SG	ADJ
grave	بڑا	grave	بڑا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
grave	سادہ	grave	سادہ	ADJ;MASC;SG	ADJ
grave	زبردست	grave	زبردست	ADJ;MASC;SG	ADJ
grave	سخت	grave	سخت	ADJ;MASC;SG	ADJ
grave	گہری	grave	گہری	ADJ;MASC;SG	ADJ;FEM
grave	وزنی	grave	وزنی	ADJ;MASC;SG	ADJ
grave	گہری	grave	گہری	ADJ;MASC;SG	ADJ;FEM
grave	وزنی	grave	وزنی	ADJ;MASC;SG	ADJ
tourne	پلٹنا	tourner	پلٹ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
tourne	پھیرا	tourner	پھیرا	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
faute	نقص	faute	نقص	N;FEM;SG	N;NOM;MASC;SG;3
faute	نقص	faute	نقص	N;FEM;SG	N;NOM;MASC;SG;3
faute	غلیظ	faute	غلیظ	N;FEM;SG	N;NOM;MASC;SG;3
poème	نظم	poème	نظم	N;MASC;SG	N;NOM;MASC;SG;3
extrait	اکھاڑنا	extraire	اکھاڑنا	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
extrait	اکھاڑنا	extraire	اکھاڑنا	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
directe	اصلی	direct	اصلی	ADJ;FEM;SG	ADJ
directe	مستقیم	direct	مستقیم	ADJ;FEM;SG	ADJ
directe	واضح	direct	واضح	ADJ;FEM;SG	ADJ
inférieure	نچلا	inférieur	نچل	ADJ;FEM;SG	ADJ;NOM;MASC;SG
inférieure	نچلا	inférieur	نچل	ADJ;FEM;SG	ADJ;NOM;MASC;SG
inférieure	زیریں	inférieur	زیر	ADJ;FEM;SG	ADJ
inférieure	کمتر	inférieur	کمتر	ADJ;FEM;SG	ADJ
gris	گمنام	gris	گمنام	N;MASC;SG	N;NOM;MASC;SG;3
gris	گمنام	gris	گمنام	N;MASC;SG	N;NOM;MASC;SG;3
notoriété	شعور	notoriété	شعور	N;FEM;SG	N;NOM;MASC;SG;3
notoriété	شعور	notoriété	شعور	N;FEM;SG	N;NOM;MASC;SG;3
notoriété	آگاہی	notoriété	آگاہی	N;FEM;SG	N;NOM;MASC;SG;3
notoriété	امتیاز	notoriété	امتیاز	N;FEM;SG	N;NOM;MASC;SG;3
notoriété	اعتبار	notoriété	اعتبار	N;FEM;SG	N;NOM;MASC;SG;3
léger	شاندار	léger	شاندار	ADJ;MASC;SG	ADJ
léger	گھٹیا	léger	گھٹیا	ADJ;MASC;SG	ADJ
léger	روشن	léger	روشن	ADJ;MASC;SG	ADJ
léger	ہلکا	léger	ہلکا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
léger	ہلکے	léger	ہلکا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
léger	تیز	léger	تیز	ADJ;MASC;SG	ADJ
léger	شاندار	léger	شاندار	ADJ;MASC;SG	ADJ
léger	گھٹیا	léger	گھٹیا	ADJ;MASC;SG	ADJ
léger	روشن	léger	روشن	ADJ;MASC;SG	ADJ
léger	ہلکا	léger	ہلکا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
léger	ہلکے	léger	ہلکا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
léger	تیز	léger	تیز	ADJ;MASC;SG	ADJ
disponibles	موجود	disponible	موجود	ADJ;MASC;PL	ADJ
danger	اتفاق	danger	اتفاق	N;MASC;SG	N;NOM;MASC;SG;3
danger	خطرہ	danger	خطرہ	N;MASC;SG	N;NOM;MASC;SG;3
danger	خوف	danger	خوف	N;MASC;SG	N;NOM;MASC;SG;3
danger	نقصان	danger	نقصان	N;MASC;SG	N;NOM;MASC;SG;3
similaire	مثنٰی	similaire	مثنٰی	ADJ;MASC;SG	ADJ
hypothèse	قیاس	hypothèse	قیاس	N;FEM;SG	N;NOM;MASC;SG;3
hypothèse	قیاس.	hypothèse	قیاس.	N;FEM;SG	N;NOM;MASC;SG;3
révolte	بغاوت	révolte	بغاوت	N;FEM;SG	N;NOM;MASC;SG;3
révolte	سرکشی.	révolte	سرکشی.	N;FEM;SG	N;NOM;MASC;SG;3
révolte	شورش	révolte	شورش	N;FEM;SG	N;NOM;MASC;SG;3
révolte	سرکشی	révolte	سرکشی	N;FEM;SG	N;NOM;MASC;SG;3
révolte	سرکش	révolte	سرکش	N;FEM;SG	N;NOM;MASC;SG;3
révolte	احتجاج	révolte	احتجاج	N;FEM;SG	N;NOM;MASC;SG;3
révolte	شورش	révolte	شورش	N;FEM;SG	N;NOM;MASC;SG;3
révolte	بغاوت	révolte	بغاوت	N;FEM;SG	N;NOM;MASC;SG;3
révolte	سرکشی	révolte	سرکشی	N;FEM;SG	N;NOM;MASC;SG;3
révolte	سرکش	révolte	سرکش	N;FEM;SG	N;NOM;MASC;SG;3
révolte	احتجاج	révolte	احتجاج	N;FEM;SG	N;NOM;MASC;SG;3
révolte	سرکشی.	révolte	سرکشی.	N;FEM;SG	N;NOM;MASC;SG;3
révolte	بغاوت	révolte	بغاوت	N;FEM;SG	N;NOM;MASC;SG;3
révolte	سرکشی.	révolte	سرکشی.	N;FEM;SG	N;NOM;MASC;SG;3
monnaie	املاک	monnaie	ملک	N;FEM;SG	N;NOM;MASC;SG;3
monnaie	دور	monnaie	دور	N;FEM;SG	N;NOM;MASC;SG;3
monnaie	عرصہ	monnaie	عرصہ	N;FEM;SG	N;NOM;MASC;SG;3
monnaie	رواج	monnaie	رواج	N;FEM;SG	N;NOM;MASC;SG;3
enseigne	پرچم	enseigner	پرچم	N;FEM;SG	N;NOM;MASC;SG;3
variété	تنوع	variété	تنوع	N;FEM;SG	N;NOM;MASC;SG;3
ascension	عروج	ascension	عروج	N;FEM;SG	N;NOM;MASC;SG;3
présidentielle	صدارتی	présidentiel	صدارتی	ADJ;FEM;SG	ADJ;NOM
compter	گننا	compter	گننا	V;NFIN	V;MASC;SG;ACT
inférieur	نچلا	inférieur	نچل	ADJ;MASC;SG	ADJ;NOM;MASC;SG
inférieur	نچلا	inférieur	نچل	ADJ;MASC;SG	ADJ;NOM;MASC;SG
inférieur	زیریں	inférieur	زیر	ADJ;MASC;SG	ADJ
inférieur	کمتر	inférieur	کمتر	ADJ;MASC;SG	ADJ
tenir	پانا	tenir	پانا	V;NFIN	V;SG;NFIN;ACT
tenir	ماننا.	tenir	ماننا.	V;NFIN	V;NFIN;ACT
tenir	پانا	tenir	پانا	V;NFIN	V;SG;NFIN;ACT
tenir	ماننا.	tenir	ماننا.	V;NFIN	V;NFIN;ACT
tenir	سنبھالنا	tenir	سنبھال	V;NFIN	V;MASC;SG;NFIN;ACT
installer	لگانا	installer	لگا	V;NFIN	V;MASC;SG;NFIN;ACT
défaut	عہد	défaut	عہد	N;MASC;SG	N;NOM;MASC;SG;3
défaut	اقرار	défaut	اقرار	N;MASC;SG	N;NOM;MASC;SG;3
défaut	کوتاہی	défaut	کوتاہی	N;MASC;SG	N;NOM;MASC;SG;3
défaut	بال	défaut	بال	N;MASC;SG	N;NOM;MASC;SG;3
défaut	عیب	défaut	عیب	N;MASC;SG	N;NOM;MASC;SG;3
défaut	نقص	défaut	نقص	N;MASC;SG	N;NOM;MASC;SG;3
défaut	عیب	défaut	عیب	N;MASC;SG	N;NOM;MASC;SG;3
défaut	کوتاہی	défaut	کوتاہی	N;MASC;SG	N;NOM;MASC;SG;3
défaut	نقص	défaut	نقص	N;MASC;SG	N;NOM;MASC;SG;3
discipline	سزا	discipline	سزا	N;FEM;SG	N;NOM;MASC;SG;3
responsabilité	دستبرداری	responsabilité	دستبرداری	N;FEM;SG	N;NOM;MASC;SG;3
paysage	منظر	paysage	منظر	N;MASC;SG	N;NOM;MASC;SG;3
violence	زیادتی	violence	زیادتی	N;FEM;SG	N;NOM;MASC;SG;3
coût	قیمت	coût	قیمت	N;MASC;SG	N;NOM;FEM;SG;3
coût	نقصان	coût	نقصان	N;MASC;SG	N;NOM;MASC;SG;3
coût	قربانی	coût	قربانی	N;MASC;SG	N;NOM;MASC;SG;3
coût	قیمت	coût	قیمت	N;MASC;SG	N;NOM;FEM;SG;3
coût	نقصان	coût	نقصان	N;MASC;SG	N;NOM;MASC;SG;3
coût	قربانی	coût	قربانی	N;MASC;SG	N;NOM;MASC;SG;3
espoir	اعتبار.	espoir	اعتبار.	N;MASC;SG	N;NOM;MASC;SG;3
espoir	اعتبار.	espoir	اعتبار.	N;MASC;SG	N;NOM;MASC;SG;3
actuels	عصری	actuel	عصری	ADJ;MASC;PL	ADJ
détails	تفصیلات	détail	تفصیل	N;MASC;PL	N;NOM;MASC;PL;3
colonne	ستون	colonne	ستون	N;FEM;SG	N;NOM;MASC;SG;3
colonne	ستون	colonne	ستون	N;FEM;SG	N;NOM;MASC;SG;3
populaires	مقبول	populaire	مقبول	ADJ;MASC;PL	ADJ
affiche	مظاہرہ.	affiche	مظاہرہ.	N;FEM;SG	N;NOM;MASC;SG;3
affiche	نمائش	affiche	نمائش	N;FEM;SG	N;NOM;MASC;SG;3
outil	اوزار	outil	اوزار	N;MASC;SG	N;NOM;MASC;SG;3
prêt	تیز	prêt	تیز	ADJ;MASC;SG	ADJ
prêt	مائل	prêt	مائل	ADJ;MASC;SG	ADJ
prêt	آمادہ	prêt	آمادہ	ADJ;MASC;SG	ADJ
prêt	تیز	prêt	تیز	ADJ;MASC;SG	ADJ
prêt	مائل	prêt	مائل	ADJ;MASC;SG	ADJ
mauvaise	زخمی	mauvais	زخمی	ADJ;FEM;SG	ADJ
mauvaise	شدید	mauvais	شدید	ADJ;FEM;SG	ADJ
mauvaise	ناکارہ	mauvais	ناکارہ	ADJ;FEM;SG	ADJ
mauvaise	نامساعد	mauvais	نامساعد	ADJ;FEM;SG	ADJ
mauvaise	گھٹیا	mauvais	گھٹیا	ADJ;FEM;SG	ADJ
mauvaise	ناکافی	mauvais	ناکافی	ADJ;FEM;SG	ADJ
mauvaise	ناسازگار	mauvais	ناسازگار	ADJ;FEM;SG	ADJ
mauvaise	نادم	mauvais	نادم	ADJ;FEM;SG	ADJ
mauvaise	بدتمیز	mauvais	بدتمیز	ADJ;FEM;SG	ADJ
mauvaise	عمدہ	mauvais	عمدہ	ADJ;FEM;SG	ADJ
mauvaise	شرمندہ	mauvais	شرمندہ	ADJ;FEM;SG	ADJ
mauvaise	بیمار	mauvais	بیمار	ADJ;FEM;SG	ADJ
inventaire	فرد	inventaire	فرد	N;MASC;SG	N;NOM;MASC;SG;3
élevage	تولید	élevage	تولید	N;MASC;SG	N;NOM;MASC;SG;3
élevage	رویہ	élevage	رویہ	N;MASC;SG	N;NOM;MASC;SG;3
battu	دھڑکنا	battre	دھڑک	V;MASC;SG;PST;V.PTCP	V;SG;NFIN;ACT
battu	ہلانا	battre	ہلا	V;MASC;SG;PST;V.PTCP	V;MASC;SG;NFIN;ACT
battu	پیٹنا	battre	پیٹنا	V;MASC;SG;PST;V.PTCP	V;MASC;SG;ACT
battu	کھڑکنا	battre	کھڑک	V;MASC;SG;PST;V.PTCP	V;SG;NFIN;ACT
battu	ہرایا	battre	ہرایا	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
war	بیماری	war	بیماری	N;SG	N;NOM;FEM;SG;3
créateur	فنی	créateur	فنی	N;MASC;SG	N;NOM;MASC;SG;3
créateur	مشین	créateur	مشین	N;MASC;SG	N;NOM;MASC;SG;3
expliquer	سمجھانا	expliquer	سمجھا	V;NFIN	V;MASC;SG;NFIN;ACT
environs	مضافات	environs	مضافات	N;MASC;PL	N;NOM;MASC;PL;3
juridique	قانونی	juridique	قانونی	ADJ;MASC;SG	ADJ
coalition	اتصال	coalition	اتصال	N;FEM;SG	N;NOM;MASC;SG;3
municipale	بلدیاتی	municipal	بلدیاتی	ADJ;FEM;SG	ADJ;NOM
due	آنے	devoir	آ	V;FEM;SG;PST;V.PTCP	V;NFIN;ACT
due	پہنچنے	devoir	پہنچ	V;FEM;SG;PST;V.PTCP	V;ACC;NFIN
due	آنے	devoir	آ	V;FEM;SG;PST;V.PTCP	V;NFIN;ACT
due	پہنچنے	devoir	پہنچ	V;FEM;SG;PST;V.PTCP	V;ACC;NFIN
secours	یکسانیت	secours	یکسانیت	N;MASC;SG	N;NOM;MASC;SG;3
secours	مصیبت	secours	مصیبت	N;MASC;SG	N;NOM;FEM;SG;3
secours	وضاحت	secours	وضاحت	N;MASC;SG	N;NOM;MASC;SG;3
secours	صفائی-	secours	صفائی-	N;MASC;SG	N;NOM;MASC;SG;3
secours	نجات	secours	نجات	N;MASC;SG	N;NOM;MASC;SG;3
retrait	واپسی	retrait	واپسی	N;MASC;SG	N;NOM;MASC;SG;3
âme	روح	âme	روح	N;FEM;SG	N;NOM;MASC;SG;3
gothique	جاہل	gothique	جاہل	ADJ;MASC;SG	ADJ
gothique	وحشیانہ	gothique	وحشیانہ	ADJ;MASC;SG	ADJ
bloc	سر	bloc	سر	N;MASC;SG	N;NOM;MASC;SG;3
bloc	ٹکڑا	bloc	ٹکڑا	N;MASC;SG	N;NOM;MASC;SG;3
clan	قبیلہ	clan	قبیلہ	N;MASC;SG	N;NOM;MASC;SG;3
facile	آسودہ	facile	آسودہ	ADJ;MASC;SG	ADJ
facile	سہل	facile	سہل	ADJ;MASC;SG	ADJ
facile	آسان	facile	آسان	ADJ;MASC;SG	ADJ
facile	آسودہ	facile	آسودہ	ADJ;MASC;SG	ADJ
différent	علاحدہ	différent	علحدہ	ADJ;MASC;SG	ADJ
découvrir	جاننا	découvrir	جان	V;NFIN	V;MASC;SG;NFIN;ACT
opinion	خیال	opinion	خیال	N;FEM;SG	N;NOM;MASC;SG;3
opinion	ظن	opinion	ظن	N;FEM;SG	N;NOM;MASC;SG;3
opinion	تخمینہ	opinion	تخمینہ	N;FEM;SG	N;NOM;MASC;SG;3
opinion	اندازہ	opinion	اندازہ	N;FEM;SG	N;NOM;MASC;SG;3
opinion	خیال	opinion	خیال	N;FEM;SG	N;NOM;MASC;SG;3
opinion	ظن	opinion	ظن	N;FEM;SG	N;NOM;MASC;SG;3
opinion	رائے	opinion	رائے	N;FEM;SG	N;NOM;MASC;SG;3
opinion	تخمینہ	opinion	تخمینہ	N;FEM;SG	N;NOM;MASC;SG;3
opinion	اندازہ	opinion	اندازہ	N;FEM;SG	N;NOM;MASC;SG;3
bonnes	مناسب	bon	مناسب	ADJ;FEM;PL	ADJ
bonnes	مفید	bon	مفید	ADJ;FEM;PL	ADJ
bonnes	موافق	bon	موافق	ADJ;FEM;PL	ADJ
bonnes	معقول	bon	معقول	ADJ;FEM;PL	ADJ
bonnes	دلچسپ	bon	دلچسپ	ADJ;FEM;PL	ADJ
bonnes	پُرکشش	bon	پُرکشش	ADJ;FEM;PL	ADJ
étudier	پڑھائی	étudier	پڑھا	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
avantage	فائدہ	avantage	فائدہ	N;MASC;SG	N;NOM;MASC;SG;3
avantage	امتیاز	avantage	امتیاز	N;MASC;SG	N;NOM;MASC;SG;3
avantage	امتیاز	avantage	امتیاز	N;MASC;SG	N;NOM;MASC;SG;3
avantage	فائدہ	avantage	فائدہ	N;MASC;SG	N;NOM;MASC;SG;3
avantage	نفع	avantage	نفع	N;MASC;SG	N;NOM;MASC;SG;3
appui	توثیق	appui	توثیق	N;MASC;SG	N;NOM;MASC;SG;3
appui	نظریے	appui	نظریہ	N;MASC;SG	N;NOM;MASC;SG;3
métier	پیشہ	métier	پیشہ	N;MASC;SG	N;NOM;MASC;SG;3
soirée	دعوت	soirée	دعوت	N;FEM;SG	N;NOM;FEM;SG;3
soirée	شام	soirée	شام	N;FEM;SG	N;NOM;FEM;SG;3
soirée	رات	soirée	رات	N;FEM;SG	N;NOM;FEM;SG;3
mélange	مرکب	mélange	مرکب	N;MASC;SG	N;NOM;MASC;SG;3
mélange	مرکب	mélange	مرکب	N;MASC;SG	N;NOM;MASC;SG;3
caractéristique	امتیازی	caractéristique	امتیازی	ADJ;FEM;SG	ADJ
caractéristique	عاری	caractéristique	عاری	ADJ;FEM;SG	ADJ
caractéristique	طبعی	caractéristique	طبعی	ADJ;FEM;SG	ADJ
caractéristique	منفرد	caractéristique	منفرد	ADJ;FEM;SG	ADJ
caractéristique	مخصوص	caractéristique	مخصوص	ADJ;FEM;SG	ADJ
communautaire	خانقاہی	communautaire	خانقاہی	ADJ;MASC;SG	ADJ
étrangère	غیر	étranger	غیر	ADJ;FEM;SG	ADJ
