קטגוריה	categoria	קטגוריה	categoria	N;FEM;SG	N;FEM;SG
החלטות	decisioni	החלטה	decisione	N;FEM;PL	N;FEM;PL
טוענים	rivendicare	טען	rivendicare	V;MASC;PL;V.PTCP;ACT	V;NFIN
טוענים	reclamare	טען	reclamare	V;MASC;PL;V.PTCP;ACT	V;NFIN
עוזר	assistente	עוזר	assistente	N;MASC;SG	N;SG
שדות	campi	שדה	campo	N;MASC;PL	N;MASC;PL
מבקר	visitatore	מבקר	visitatore	N;MASC;SG	N;MASC;SG
מבקר	critica	מבקר	critica	N;MASC;SG	N;FEM;SG
מבקר	critico	מבקר	critico	N;MASC;SG	N;MASC;SG
השינויים	modifiche	השינוי	modifica	N;MASC;PL	N;FEM;PL
השינויים	cambiamenti	השינוי	cambiamento	N;MASC;PL	N;MASC;PL
השינויים	variazioni	השינוי	variazione	N;MASC;PL	N;FEM;PL
עשרים	venti	עשרים	venti	NUM;SG	NUM
עקרון	principio	עיקרון	principio	N;MASC;SG	N;MASC;SG
מטבע	valuta	מטבע	valuta	N;SG	N;FEM;SG
מטבע	moneta	מטבע	moneta	N;SG	N;FEM;SG
לשאת	riporto	נשא	riporto	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
זיהוי	identificazione	זיהוי	identificazione	N;FEM;SG	N;FEM;SG
רעיונות	idee	רעיון	idea	N;MASC;PL	N;FEM;PL
להבדיל	differenzia	הבדיל	differenziare	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להבדיל	differenziare	הבדיל	differenziare	V;NFIN;ACT	V;NFIN
יסודות	elementi	יסוד	elemento	N;MASC;PL	N;MASC;PL
מנצח	conduttore	מנצח	conduttore	N;MASC;SG	N;MASC;SG
מנצח	vincitore	מנצח	vincitore	N;MASC;SG	N;MASC;SG
מנצח	vincita	מנצח	vincita	N;MASC;SG	N;FEM;SG
מנצח	vinci	מנצח	vincere	N;MASC;SG	N;MASC
מנצח	win	מנצח	win	N;MASC;SG	N
מנצח	vittoria	מנצח	vittoria	N;MASC;SG	N;FEM;SG
לשרת	servite	לשרה	servire	V;NFIN;ACT	V;FEM;PL;PST;V.PTCP
לשרת	servire	לשרה	servire	V;NFIN;ACT	V;NFIN
ביטול	cancellazione	ביטול	cancellazione	N;MASC;SG	N;FEM;SG
ביטול	annullamento	ביטול	annullamento	N;MASC;SG	N;MASC;SG
ביטול	disdetta	ביטול	disdetta	N;MASC;SG	N;FEM;SG
הגדרה	definizione	הגדרה	definizione	N;FEM;SG	N;FEM;SG
הגדרה	configurazione	הגדרה	configurazione	N;FEM;SG	N;FEM;SG
הגדרה	setup	הגדרה	setup	N;FEM;SG	N;MASC
הגדרה	impostazione	הגדרה	impostazione	N;FEM;SG	N;FEM;SG
נעצר	arrestata	נעצר	arrestare	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נעצר	arrestato	נעצר	arrestare	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
מביא	portando	הביא	portare	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
הסתיימה	finito	הסתיים	finire	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
הסתיימה	terminata	הסתיים	terminare	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
הסתיימה	terminato	הסתיים	terminare	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
הישגים	realizzazioni	הישג	realizzazione	N;MASC;PL	N;FEM;PL
אוהב	amare	אהב	amare	V;MASC;SG;V.PTCP;ACT	V;NFIN
תעשיית	industria	תעשייה	industria	N;FEM;SG	N;FEM;SG
נוף	paesaggio	נוף	paesaggio	N;MASC;SG	N;MASC;SG
מצאתי	trovata	מצא	trovare	V;SG;1;PST;ACT	V;FEM;SG;PST;V.PTCP
מצאתי	trovato	מצא	trovare	V;SG;1;PST;ACT	V;MASC;SG;PST;V.PTCP
דלק	combustibile	דלק	combustibile	N;MASC;SG	N;MASC;SG
דלק	carburante	דלק	carburante	N;MASC;SG	N;MASC;SG
דלק	benzina	דלק	benzina	N;MASC;SG	N;FEM;SG
דלק	gas	דלק	gas	N;MASC;SG	N;MASC
להחזיר	recupera	החזיר	recuperare	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
להחזיר	recuperare	החזיר	recuperare	V;NFIN;ACT	V;NFIN
דיונים	discussioni	דיון	discussione	N;MASC;PL	N;FEM;PL
אופרה	opera	אופרה	opera	N;FEM;SG	N;FEM;SG
אופרה	oprah	אופרה	oprah	N;FEM;SG	N
מכוניות	automobili	מכונית	automobile	N;FEM;PL	N;FEM;PL
מכוניות	automobili	מכונית	automobile	N;FEM;PL	N;FEM;PL
מלחינים	compositori	הלחין	compositore	N;MASC;PL	N;MASC;PL
חלוקה	division	חלוקה	division	N;FEM;SG	N;FEM
חלוקה	divisione	חלוקה	divisione	N;FEM;SG	N;FEM;SG
חלוקה	partizione	חלוקה	partizione	N;FEM;SG	N;FEM;SG
הבדל	differenza	הבדל	differenza	N;MASC;SG	N;FEM;SG
עיתונאי	giornalista	עיתונאי	giornalista	N;MASC;SG	N;SG
בוקר	mattinata	בוקר	mattinata	N;MASC;SG	N;FEM;SG
בוקר	mattina	בוקר	mattina	N;MASC;SG	N;FEM;SG
בוקר	mattino	בוקר	mattino	N;MASC;SG	N;MASC;SG
מוחלט	assoluta	מוחלט	assoluto	ADJ;MASC;SG	ADJ;FEM;SG
מוחלט	assoluto	מוחלט	assoluto	ADJ;MASC;SG	ADJ;MASC;SG
אחריות	garanzia	אחריות	garanzia	N;FEM;SG	N;FEM;SG
אחריות	responsabilità	אחריות	responsabilità	N;FEM;SG	N;FEM
אחריות	responsabile	אחריות	responsabile	N;FEM;SG	N;SG
אחריות	responsabilità	אחריות	responsabilità	N;FEM;SG	N;FEM
תופעות	fenomeni	תופעה	fenomeno	N;FEM;PL	N;MASC;PL
תגובה	comment	תגובה	comment	N;FEM;SG	N
תגובה	commento	תגובה	commento	N;FEM;SG	N;MASC;SG
תגובה	reazione	תגובה	reazione	N;FEM;SG	N;FEM;SG
תגובה	risposta	תגובה	risposta	N;FEM;SG	N;FEM;SG
נפצע	ferito	נפצע	ferire	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נפצע	ferito	נפצע	ferire	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
להרחיב	espandere	הרחיב	espandere	V;NFIN;ACT	V;NFIN
ניצב	commissario	ניצב	commissario	N;MASC;SG	N;SG
טענות	rivendicazioni	טענה	rivendicazione	N;FEM;PL	N;FEM;PL
טענות	asserzioni	טענה	asserzione	N;FEM;PL	N;FEM;PL
טענות	accuse	טענה	accusa	N;FEM;PL	N;FEM;PL
לבטל	cancella	ביטל	cancellare	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
לבטל	annulla	ביטל	annullo	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לבטל	annullare	ביטל	annullare	V;NFIN;ACT	V;NFIN
מפיק	produttore	מפיק	produttore	N;MASC;SG	N;MASC;SG
סבא	nonno	סבא	nonno	N;MASC;SG	N;MASC;SG
סבא	nonno	סבא	nonno	N;MASC;SG	N;MASC;SG
קצינים	ufficiali	קצין	ufficiale	N;MASC;PL	N;MASC;PL
קצינים	agenti	קצין	agente	N;MASC;PL	N;PL
הסתיים	finito	הסתיים	finire	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
הסתיים	terminata	הסתיים	terminare	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
הסתיים	terminato	הסתיים	terminare	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
ניכרת	notevole	ניכר	notevole	ADJ;FEM;SG	ADJ;SG
ניכרת	considerevole	ניכר	considerevole	ADJ;FEM;SG	ADJ;SG
הנוכחית	correnti	הנוכחית	corrente	N	N;MASC;PL
דגש	enfasi	דגש	enfasi	N;MASC;SG	N;FEM
כיסוי	copertura	כיסוי	copertura	N;MASC;SG	N;FEM;SG
כיסוי	copertina	כיסוי	copertina	N;MASC;SG	N;FEM;SG
כיסוי	cover	כיסוי	cover	N;MASC;SG	N;FEM
כיסוי	copertura	כיסוי	copertura	N;MASC;SG	N;FEM;SG
כיסוי	sovrapposizione	כיסוי	sovrapposizione	N;MASC;SG	N;FEM;SG
מבחן	test	מבחן	test	N;MASC;SG	N;MASC
מפלגה	partito	מפלגה	partito	N;FEM;SG	N;MASC;SG
מפלגה	party	מפלגה	party	N;FEM;SG	N;MASC
מפלגה	festa	מפלגה	festa	N;FEM;SG	N;FEM;SG
גאוגרפיה	geografia	גאוגרפיה	geografia	N;FEM;SG	N;FEM;SG
קבועה	permanente	קבוע	permanente	ADJ;FEM;SG	ADJ;SG
קבועה	costante	קבוע	costante	ADJ;FEM;SG	ADJ;SG
המורדים	ribelli	המורד	ribelle	N	N;PL
לתאר	descrivere	תיאר	descrivere	V;NFIN;ACT	V;NFIN
לתאר	descrivi	תיאר	descrivere	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
לנצח	vincere	ניצח	vincere	V;NFIN;ACT	V;NFIN
היקף	perimetro	היקף	perimetro	N;MASC;SG	N;MASC;SG
היקף	scope	היקף	scopo	N;MASC;SG	N;MASC;SG
היקף	circonferenza	היקף	circonferenza	N;MASC;SG	N;FEM;SG
היקף	circonferenza	היקף	circonferenza	N;MASC;SG	N;FEM;SG
חשמלי	elettrico	חשמל	elettrico	ADJ;MASC;SG	ADJ;MASC;SG
חשמלי	elettrica	חשמל	elettrico	ADJ;MASC;SG	ADJ;FEM;SG
חשמלי	elettrico	חשמל	elettrico	ADJ;MASC;SG	ADJ;MASC;SG
חשמלי	elettrica	חשמל	elettrico	ADJ;MASC;SG	ADJ;FEM;SG
להציל	salvate	הציל	salvare	V;NFIN;ACT	V;IND;PL;2;PST;FIN
להציל	risparmia	הציל	risparmia	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להציל	salvare	הציל	salvare	V;NFIN;ACT	V;NFIN
מאמין	credere	האמין	credere	V;MASC;SG;V.PTCP;ACT	V;NFIN
קפה	caffé	קפה	caffè	N;MASC;SG	N;MASC
קפה	caffè	קפה	caffè	N;MASC;SG	N;MASC
קפה	caffe	קפה	caffa	N;MASC;SG	N;MASC
בהתאמה	rispettivamente	בהתאם	rispettivamente	ADV	ADV
סיבות	motivi	סיבה	motivo	N;FEM;PL	N;MASC;PL
סיבות	ragioni	סיבה	ragione	N;FEM;PL	N;FEM;PL
סיבות	cause	סיבה	causa	N;FEM;PL	N;FEM;PL
התייחסות	riferimento	התייחסות	riferimento	N;FEM;SG	N;MASC;SG
שחרור	rilascio	שחרור	rilascio	N;MASC;SG	N;MASC;SG
שחרור	release	שחרור	release	N;MASC;SG	N;FEM;SG
שחרור	liberazione	שחרור	liberazione	N;MASC;SG	N;FEM;SG
מימון	finanziamento	מימון	finanziamento	N;MASC;SG	N;MASC;SG
מימון	finanziamento	מימון	finanziamento	N;MASC;SG	N;MASC;SG
מימון	finanza	מימון	finanza	N;MASC;SG	N;FEM;SG
אוטומטית	automaticamente	אוטומטית	automaticamente	ADV	ADV
משורר	poeta	משורר	poeta	N;MASC;SG	N;MASC;SG
משורר	poetessa	משורר	poetessa	N;MASC;SG	N;FEM;SG
תומך	sostenere	תמך	sostenere	V;MASC;SG;V.PTCP;ACT	V;NFIN
דפוס	pattern	דפוס	pattern	N;MASC;SG	N;MASC
דפוס	schema	דפוס	schema	N;MASC;SG	N;MASC;SG
דפוס	stampa	דפוס	stampa	N;MASC;SG	N;FEM;SG
מושבים	sedili	מושב	sedili	N;MASC;PL	N;MASC;PL
מושבים	seggi	מושב	seggio	N;MASC;PL	N;MASC;PL
משטר	regime	משטר	regime	N;MASC;SG	N;MASC;SG
הצעות	offerte	הצעה	offerta	N;FEM;PL	N;FEM;PL
הצעות	suggerimenti	הצעה	suggerimento	N;FEM;PL	N;MASC;PL
הגורמים	fattori	הגורם	fattore	N	N;MASC;PL
טילים	missili	טיל	missile	N;MASC;PL	N;MASC;PL
טילים	razzi	טיל	razzo	N;MASC;PL	N;MASC;PL
טילים	rockets	טיל	rockets	N;MASC;PL	N;MASC;PL
יחדיו	insieme	יחדיו	insieme	ADV	ADV
מחלה	malattia	מחלה	malattia	N;FEM;SG	N;FEM;SG
מחלה	malattia	מחלה	malattia	N;FEM;SG	N;FEM;SG
מחלה	malattia	מחלה	malattia	N;FEM;SG	N;FEM;SG
עופות	pollame	עופה	pollame	N;MASC;PL	N;MASC;PL
עופות	polli	עופה	pollo	N;MASC;PL	N;MASC;PL
עופות	chicken	עופה	chicken	N;MASC;PL	N
עופות	polli	עופה	pollo	N;MASC;PL	N;MASC;PL
עופות	galline	עופה	galline	N;MASC;PL	N;FEM;PL
עופות	uccelli	עופה	uccello	N;MASC;PL	N;MASC;PL
גיבור	eroe	גיבור	eroe	N;MASC;SG	N;MASC;SG
גיבור	hero	גיבור	hero	N;MASC;SG	N;MASC
נרצחו	uccisi	נרצח	uccidere	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נרצחו	assassinati	נרצח	assassinare	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
ייחודי	unica	ייחודי	unico	ADJ;MASC;SG	ADJ;FEM;SG
ייחודי	unico	ייחודי	unico	ADJ;MASC;SG	ADJ;MASC;SG
פוליטיקאים	politici	פוליטיקאי	politico	N;MASC;PL	N;MASC;PL
גילו	scoperti	גילה	scoprire	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הרוסים	russi	הרוסה	russo	N;MASC;PL	N;MASC;PL
עצמאות	indipendenza	עצמאות	indipendenza	N;FEM;SG	N;FEM;SG
התקבלה	ricevuto	התקבל	ricevere	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
התקבלה	accettata	התקבל	accettare	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
התקבלה	accettato	התקבל	accettare	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
החליף	sostituita	החליף	sostituire	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
החליף	rimpiazzato	החליף	rimpiazzare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
החליף	sostituito	החליף	sostituire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הסכמה	consenso	הסכמה	consenso	N;FEM;SG	N;MASC;SG
הסכמה	consenso	הסכמה	consenso	N;FEM;SG	N;MASC;SG
הסכמה	accordo	הסכמה	accordo	N;FEM;SG	N;MASC;SG
מחיר	prezzo	מחיר	prezzo	N;MASC;SG	N;MASC;SG
מחיר	costo	מחיר	costo	N;MASC;SG	N;MASC;SG
צעד	step	צעד	step	N;MASC;SG	N;MASC
צעד	passo	צעד	passo	N;MASC;SG	N;MASC;SG
צעד	gradino	צעד	gradino	N;MASC;SG	N;MASC;SG
אוצר	tesoro	אוצר	tesoro	N;MASC;SG	N;MASC;SG
בחירה	selezione	בחירה	selezione	N;FEM;SG	N;FEM;SG
בחירה	scelta	בחירה	scelta	N;FEM;SG	N;FEM;SG
דעה	parere	דעה	parere	N;FEM;SG	N;MASC;SG
דעה	opinione	דעה	opinione	N;FEM;SG	N;FEM;SG
העביר	inoltrato	העביר	inoltrare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
אליפויות	campionati	אליפות	campionato	N;FEM;PL	N;MASC;PL
נוצרו	create	נוצר	creare	V;PL;3;PST;MID	V;PL;PST;V.PTCP
נוצרו	creati	נוצר	creare	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
מוסלמים	musulmani	מוסלמי	musulmano	N;MASC;PL	N;MASC;PL
מוסלמים	mussulmani	מוסלמי	mussulmano	N;MASC;PL	N;MASC;PL
מוסלמים	musulmani	מוסלמי	musulmano	N;MASC;PL	N;MASC;PL
משימות	incarichi	משימה	incarico	N;FEM;PL	N;MASC;PL
משימות	assegnazioni	משימה	assegnazione	N;FEM;PL	N;FEM;PL
משימות	compiti	משימה	compito	N;FEM;PL	N;MASC;PL
משימות	missioni	משימה	missione	N;FEM;PL	N;FEM;PL
הודיעה	annunciata	הודיע	annunciare	V;FEM;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הודיעה	annunciato	הודיע	annunciare	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
אחים	fratelli	אח	fratello	N;PL	N;MASC;PL
אחים	fratelli	אח	fratello	N;PL	N;MASC;PL
אחים	brothers	אח	brothers	N;PL	N
אחים	bros	אח	bros	N;PL	N
עור	cuoio	עור	cuoio	N;MASC;SG	N;MASC;SG
עור	pelletteria	עור	pelletteria	N;MASC;SG	N;FEM;SG
עור	pelle	עור	pelle	N;MASC;SG	N;FEM;SG
עור	cute	עור	cuta	N;MASC;SG	N;FEM;SG
עור	skin	עור	skin	N;MASC;SG	N
עור	pelle	עור	pelle	N;MASC;SG	N;FEM;SG
הרוגים	decessi	הרוג	decesso	N;MASC;PL	N;MASC;PL
בנוי	costruito	בנה	costruire	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
בנוי	costruita	בנה	costruire	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
בנוי	costruita	בנה	costruire	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
בנוי	costruito	בנה	costruire	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
ילדה	girl	ילד	girl	N;FEM;SG	N
ילדה	ragazza	ילד	ragazza	N;FEM;SG	N;FEM;SG
ילדה	bambino	ילד	bambino	N;FEM;SG	N;MASC;SG
ילדה	fanciullo	ילד	fanciullo	N;FEM;SG	N;MASC;SG
ילדה	bambina	ילד	bambino	N;FEM;SG	N;FEM;SG
משפטי	legale	משפטי	legale	ADJ;MASC;SG	ADJ;SG
משפטי	giuridico	משפטי	giuridico	ADJ;MASC;SG	ADJ;MASC;SG
היסטוריונים	storici	היסטוריון	storico	N;MASC;PL	N;MASC;PL
גורמת	causando	גרם	causare	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
גורמת	provocando	גרם	provocare	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
דרגה	laurea	דרגה	laurea	N;FEM;SG	N;FEM;SG
דרגה	rango	דרגה	rango	N;FEM;SG	N;MASC;SG
תאים	celle	תא	cella	N;MASC;PL	N;FEM;PL
תאים	cellule	תא	cellula	N;MASC;PL	N;FEM;PL
לפתור	risolvi	פתר	risolvere	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
לפתור	risolvere	פתר	risolvere	V;NFIN;ACT	V;NFIN
לפתור	risolvi	פתר	risolvere	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
לפתור	risolvo	פתר	risolvo	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
לפתור	risolve	פתר	risolvere	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
התגורר	vissuta	התגורר	vivere	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
התגורר	vissuto	התגורר	vivere	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
התגורר	visse	התגורר	vivere	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
פרמטר	parametro	פרמטר	parametro	N;MASC;SG	N;MASC;SG
חכמים	smart	חכם	smart	N;MASC;PL	N
רפאים	spettri	רפאי	spettro	N;MASC;PL	N;MASC;PL
רפאים	wraith	רפאי	wraith	N;MASC;PL	N
תארים	aggettivi	תואר	aggettivo	N;MASC;PL	N;MASC;PL
תארים	titoli	תואר	titolo	N;MASC;PL	N;MASC;PL
תארים	lauree	תואר	laurea	N;MASC;PL	N;FEM;PL
תארים	gradi	תואר	grado	N;MASC;PL	N;MASC;PL
הון	capitale	הון	capitale	N;MASC;SG	N;FEM;SG
הון	capital	הון	capital	N;MASC;SG	N
לאכול	mangiare	אכל	mangiare	V;NFIN;ACT	V;NFIN
לאכול	mangia	אכל	mangiare	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
משוררים	poeti	משורר	poeta	N;MASC;PL	N;MASC;PL
ישיבות	incontri	ישיבה	incontro	N;FEM;PL	N;MASC;PL
ישיבות	riunioni	ישיבה	riunione	N;FEM;PL	N;FEM;PL
עסקה	transazione	עסקה	transazione	N;FEM;SG	N;FEM;SG
עסקה	deal	עסקה	deale	N;FEM;SG	N;MASC
מעוניין	interessata	מעוניין	interessato	ADJ;MASC;SG	ADJ;FEM;SG
מעוניין	interessato	מעוניין	interessato	ADJ;MASC;SG	ADJ;MASC;SG
תקף	attaccato	תקף	attaccare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הוסיף	aggiunto	הוסיף	aggiungere	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הוסיף	aggiunta	הוסיף	aggiungere	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
תעשייה	industria	תעשייה	industria	N;FEM;SG	N;FEM;SG
מסר	messaggio	מסר	messaggio	N;MASC;SG	N;MASC;SG
מסר	messer	מסר	mettere	N;MASC;SG	N;FEM;SG
ממוקמת	localizzato	מוקם	localizzare	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
עיקרי	primario	עיקרי	primario	ADJ;MASC;SG	ADJ;MASC;SG
עיקרי	primaria	עיקרי	primario	ADJ;MASC;SG	ADJ;FEM;SG
לצפות	guardare	None	guardare	V;NFIN	V;NFIN
מכר	conoscente	מכר	conoscente	N;MASC;SG	N;SG
לשמוע	udire	שמע	udire	V;NFIN;ACT	V;NFIN
ביקורות	rassegne	ביקורת	rassegna	N;FEM;PL	N;FEM;PL
ביקורות	recensioni	ביקורת	recensione	N;FEM;PL	N;FEM;PL
מחלקה	reparto	מחלקה	reparto	N;FEM;SG	N;MASC;SG
מחלקה	dipartimento	מחלקה	dipartimento	N;FEM;SG	N;MASC;SG
מחלקה	sezione	מחלקה	sezione	N;FEM;SG	N;FEM;SG
מחלקה	plotone	מחלקה	plotone	N;FEM;SG	N;MASC;SG
להכניס	inserire	הכניס	inserire	V;NFIN;ACT	V;NFIN
להכניס	inserisci	הכניס	inserire	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
מוזכר	menzionato	הוזכר	menzionare	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוזכר	menzionata	הוזכר	menzionare	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
תרמו	donati	תרם	donare	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
מוצג	mostrato	הוצג	mostrare	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוצג	visualizzata	הוצג	visualizzare	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוצג	visualizzato	הוצג	visualizzare	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
כספים	finanze	כסף	finanza	N;MASC;PL	N;FEM;PL
כספים	fondi	כסף	fondo	N;MASC;PL	N;MASC;PL
יתרון	leva	יתרון	leva	N;MASC;SG	N;FEM;SG
יתרון	vantaggio	יתרון	vantaggio	N;MASC;SG	N;MASC;SG
רוסים	russi	רוסי	russo	N;MASC;PL	N;MASC;PL
הוחלף	sostituita	הוחלף	sostituire	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוחלף	rimpiazzato	הוחלף	rimpiazzare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוחלף	sostituito	הוחלף	sostituire	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
גופים	corpi	גוף	corpo	N;MASC;PL	N;MASC;PL
גופים	carrozzerie	גוף	carrozzeria	N;MASC;PL	N;FEM;PL
משבר	crisi	משבר	crisi	N;MASC;SG	N;FEM
משבר	crisi	משבר	crisi	N;MASC;SG	N;FEM
קילומטר	chilometro	קילומטר	chilometro	N;MASC;SG	N;MASC;SG
קילומטר	miles	קילומטר	miles	N;MASC;SG	N
קילומטר	chilometro	קילומטר	chilometro	N;MASC;SG	N;MASC;SG
אמונה	faith	אמונה	faith	N;FEM;SG	N;MASC
אמונה	fede	אמונה	fede	N;FEM;SG	N;FEM;SG
אמונה	credenza	אמונה	credenza	N;FEM;SG	N;FEM;SG
אמונה	convinzione	אמונה	convinzione	N;FEM;SG	N;FEM;SG
פופולרי	popolare	פופולרי	popolare	ADJ;MASC;SG	ADJ;SG
גרעיני	nucleare	גרעיני	nucleare	ADJ;MASC;SG	ADJ;SG
הנצרות	cristianità	הנצרה	cristianità	N;FEM;SG	N;FEM
הנצרות	cristianesimo	הנצרה	cristianesimo	N;FEM;SG	N;MASC;SG
ניסוי	esperimento	ניסוי	esperimento	N;MASC;SG	N;MASC;SG
תזמורת	orchestra	תזמורת	orchestra	N;FEM;SG	N;FEM;SG
מצבים	situazioni	מצב	situazione	N;MASC;PL	N;FEM;PL
מצבים	modalità	מצב	modalità	N;MASC;PL	N;FEM
הוצג	presentato	הוצג	presentare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
התגייס	arruolato	התגייס	arruolare	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
מאמץ	sforzo	מאמץ	sforzo	N;MASC;SG	N;MASC;SG
מפגש	riunione	מפגש	riunione	N;MASC;SG	N;FEM;SG
מפגש	meeting	מפגש	meeting	N;MASC;SG	N;MASC
מפגש	incontro	מפגש	incontro	N;MASC;SG	N;MASC;SG
אפשרויות	possibilità	אפשרות	possibilità	N;FEM;PL	N;FEM
אפשרויות	opzioni	אפשרות	opzione	N;FEM;PL	N;FEM;PL
אותיות	lettere	אות	lettera	N;FEM;PL	N;FEM;PL
לדון	discutere	דן	discutere	V;NFIN;ACT	V;NFIN
ירידה	declino	ירידה	declino	N;FEM;SG	N;MASC;SG
ירידה	discesa	ירידה	discesa	N;FEM;SG	N;FEM;SG
ירידה	goccia	ירידה	goccia	N;FEM;SG	N;FEM;SG
ירידה	drop	ירידה	drop	N;FEM;SG	N
ירידה	diminuzione	ירידה	diminuzione	N;FEM;SG	N;FEM;SG
ירידה	decremento	ירידה	decremento	N;FEM;SG	N;MASC;SG
ירידה	declino	ירידה	declino	N;FEM;SG	N;MASC;SG
בוצע	fatto	בוצע	fare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
כושר	palestra	כושר	palestra	N;MASC;SG	N;FEM;SG
כושר	fitness	כושר	fitness	N;MASC;SG	N;MASC
שמירה	guardia	שמירה	guardia	N;FEM;SG	N;FEM;SG
שמירה	ritenzione	שמירה	ritenzione	N;FEM;SG	N;FEM;SG
שמירה	mantenimento	שמירה	mantenimento	N;FEM;SG	N;MASC;SG
היוצרים	creatori	היוצר	creatore	N;MASC;PL	N;MASC;PL
מוגבל	limitata	מוגבל	limitare	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוגבל	limitata	מוגבל	limitare	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
רישיון	licenza	רישיון	licenza	N;MASC;SG	N;FEM;SG
רישיון	patente	רישיון	patente	N;MASC;SG	N;FEM;SG
רישיון	licenza	רישיון	licenza	N;MASC;SG	N;FEM;SG
הכשרה	formazione	הכשרה	formazione	N;FEM;SG	N;FEM;SG
הכשרה	addestramento	הכשרה	addestramento	N;FEM;SG	N;MASC;SG
חיצוני	esterno	חיצוני	esterno	ADJ;MASC;SG	ADJ;MASC;SG
חיצוני	esterna	חיצוני	esterno	ADJ;MASC;SG	ADJ;FEM;SG
רומנים	rumeni	רומני	rumeno	N;MASC;PL	N;MASC;PL
רומנים	romeni	רומני	romeno	N;MASC;PL	N;MASC;PL
