まで	hasta	まで	hasta	ADP	ADP
フィート	pies	フィート	pie	N	N;MASC;PL
フィート	foot	フィート	foot	N	N
フィート	pie	フィート	pie	N	N;MASC;SG
オーケストラ	orchestra	オーケストラ	orchestra	N	N;FEM;SG
オーケストラ	orquesta	オーケストラ	orquesta	N	N;FEM;SG
キャスト	reparto	キャスト	reparto	N	N;MASC;SG
キャスト	elenco	キャスト	elenco	N	N;MASC;SG
風景	paisaje	風景	paisaje	N	N;MASC;SG
風景	paisajes	風景	paisaje	N	N;MASC;PL
風景	paisajes	風景	paisaje	N	N;MASC;PL
風景	paisaje	風景	paisaje	N	N;MASC;SG
風景	paisajes	風景	paisaje	N	N;MASC;PL
オーディション	audición	オーディション	audición	N	N;FEM;SG
オーディション	audiciones	オーディション	audición	N	N;FEM;PL
オーディション	audiciones	オーディション	audición	N	N;FEM;PL
南西	sudoeste	南西	sudoeste	N	N;MASC;SG
南西	suroeste	南西	suroeste	N	N;MASC;SG
ペア	par	ペア	par	N	N;MASC;SG
ペア	pareja	ペア	pareja	N	N;FEM;SG
ペア	pares	ペア	par	N	N;MASC;PL
ペア	parejas	ペア	pareja	N	N;FEM;PL
深い	profundo	深い	profundo	ADJ	ADJ;MASC;SG
深い	profunda	深い	profundo	ADJ	ADJ;FEM;SG
いつも	siempre	いつも	siempre	ADV	ADV
航海	travesía	航海	travesía	N	N;FEM;SG
航海	viaje	航海	viaje	N	N;MASC;SG
魚雷	torpedo	魚雷	torpedo	N	N;MASC;SG
魚雷	torpedos	魚雷	torpedo	N	N;MASC;PL
魚雷	torpedos	魚雷	torpedo	N	N;MASC;PL
読者	lectores	読者	lector	N	N;MASC;PL
読者	reader	読者	reader	N	N;MASC;SG
読者	lector	読者	lector	N	N;MASC;SG
読者	lectores	読者	lector	N	N;MASC;PL
守護	shugo	守護	shugo	N	N;MASC;PL
遺伝子	gene	遺伝子	gene	N	N
遺伝子	gen	遺伝子	gen	N	N;MASC;SG
遺伝子	genes	遺伝子	gen	N	N;MASC;PL
遺伝子	genes	遺伝子	gen	N	N;MASC;PL
簡単	simple	簡単	simple	ADJ	ADJ;SG
簡単	sencilla	簡単	sencillo	ADJ	ADJ;FEM;SG
簡単	sencillo	簡単	sencillo	ADJ	ADJ;MASC;SG
簡単	simples	簡単	simple	ADJ	ADJ;PL
簡単	facil	簡単	facil	ADJ	ADJ;SG
簡単	sencilla	簡単	sencillo	ADJ	ADJ;FEM;SG
簡単	fácil	簡単	fácil	ADJ	ADJ;SG
簡単	sencillo	簡単	sencillo	ADJ	ADJ;MASC;SG
打撃	bateo	打撃	bateo	N	N;MASC;SG
輸出	exporta	輸出	exportar	V	V;IND;SG;3;PRS;FIN
輸出	exportar	輸出	exportar	V	V;NFIN
来る	viene	来る	venir	V	V;IND;SG;3;PRS;FIN
来る	llegando	来る	llegar	V	V;V.MSDR
来る	venir	来る	venir	V	V;NFIN
ボーイ	muchacho	ボーイ	muchacho	N	N;MASC;SG
ボーイ	boy	ボーイ	boy	N	N
ボーイ	niño	ボーイ	niño	N	N;MASC;SG
ボーイ	chico	ボーイ	chico	N	N;MASC;SG
資源	recursos	資源	recurso	N	N;MASC;PL
資源	recurso	資源	recurso	N	N;MASC;SG
資源	recursos	資源	recurso	N	N;MASC;PL
材料	ingrediente	材料	ingrediente	N	N;MASC;SG
材料	material	材料	material	N	N;MASC;SG
材料	materiales	材料	material	N	N;MASC;PL
材料	material	材料	material	N	N;MASC;SG
材料	materias	材料	materia	N	N;FEM;PL
材料	materiales	材料	material	N	N;MASC;PL
材料	ingredientes	材料	ingrediente	N	N;MASC;PL
徐々に	progresivamente	徐々に	progresivamente	ADV	ADV
徐々に	gradualmente	徐々に	gradualmente	ADV	ADV
感情	emoción	感情	emoción	N	N;FEM;SG
感情	emociones	感情	emoción	N	N;FEM;PL
感情	sentimientos	感情	sentimiento	N	N;MASC;PL
ベルト	cinturón	ベルト	cinturón	N	N;MASC;SG
ベルト	correas	ベルト	correa	N	N;FEM;PL
ベルト	cinturones	ベルト	cinturón	N	N;MASC;PL
ベルト	cinto	ベルト	cinto	N	N;MASC;SG
ベルト	cinturón	ベルト	cinturón	N	N;MASC;SG
航路	pasaje	航路	pasaje	N	N;MASC;SG
航路	pasadizo	航路	pasadizo	N	N;MASC;SG
ファイター	peleador	ファイター	peleador	N	N;MASC;SG
ファイター	luchador	ファイター	luchador	N	N;MASC;SG
ファイター	combatiente	ファイター	combatiente	N	N;SG
ポンド	libra	ポンド	libra	N	N;FEM;SG
ポンド	kilos	ポンド	kilo	N	N;MASC;PL
ポンド	libras	ポンド	libra	N	N;MASC;PL
タンク	tanques	タンク	tanque	N	N;MASC;PL
タンク	tanque	タンク	tanque	N	N;MASC;SG
タンク	cisterna	タンク	cisterna	N	N;FEM;SG
態度	actitud	態度	actitud	N	N;FEM;SG
態度	actitudes	態度	actitud	N	N;FEM;PL
態度	actitud	態度	actitud	N	N;FEM;SG
コンテンツ	contenido	コンテンツ	contenido	N	N;MASC;SG
コンテンツ	contenidos	コンテンツ	contenido	N	N;MASC;PL
メダル	medalla	メダル	medalla	N	N;FEM;SG
メダル	medallas	メダル	medalla	N	N;FEM;PL
メダル	medallón	メダル	medallón	N	N;MASC;SG
メダル	medallas	メダル	medalla	N	N;FEM;PL
ジャイアンツ	giants	ジャイアンツ	giants	N	N;MASC;PL
ジャイアンツ	gigantes	ジャイアンツ	gigante	N	N;PL
発明	inventar	発明	inventar	V	V;NFIN
発明	inventando	発明	inventar	V	V;V.MSDR
発明	inventó	発明	inventar	V	V;IND;SG;3;PST;FIN
発明	inventamos	発明	inventar	V	V;IND;PL;1;PRS;FIN
構内	premisas	構内	premisa	N	N;FEM;PL
確率	probabilidades	確率	probabilidad	N	N;FEM;PL
確率	probabilidades	確率	probabilidad	N	N;FEM;PL
確率	impares	確率	impar	N	N;MASC;PL
確率	probabilidades	確率	probabilidad	N	N;FEM;PL
確率	probabilidad	確率	probabilidad	N	N;FEM;SG
頭部	head	頭部	head	N	N
頭部	cabezal	頭部	cabezal	N	N;MASC;SG
頭部	cabeza	頭部	cabeza	N	N;FEM;SG
病気	enfermedades	病気	enfermedad	N	N;FEM;PL
病気	enfermedad	病気	enfermedad	N	N;FEM;SG
病気	enfermedad	病気	enfermedad	N	N;FEM;SG
病気	enfermos	病気	enfermo	N	N;MASC;PL
病気	enfermedad	病気	enfermedad	N	N;FEM;SG
再現	reproduce	再現	reproducir	V	V;IND;SG;3;PRS;FIN
栽培	crecer	栽培	crecer	V	V;NFIN
栽培	creciendo	栽培	crecer	V	V;V.MSDR
住居	residencia	住居	residencia	N	N;FEM;SG
住居	vivienda	住居	vivienda	N	N;FEM;SG
住居	viviendas	住居	vivienda	N	N;FEM;PL
住居	carcasa	住居	carcaso	N	N;FEM;SG
住居	vivienda	住居	vivienda	N	N;FEM;SG
住居	residencias	住居	residencia	N	N;FEM;PL
ヘビー	heavy	ヘビー	heavy	N	N;MASC;SG
不定期	indeterminada	不定期	indeterminado	ADJ	ADJ;FEM;SG;V.PTCP
不定期	indefinido	不定期	indefinido	ADJ	ADJ;MASC;SG
不定期	indeterminado	不定期	indeterminado	ADJ	ADJ;MASC;SG
不定期	irregulares	不定期	irregular	ADJ	ADJ;PL
不定期	irregular	不定期	irregular	ADJ	ADJ;SG
魔女	brujo	魔女	brujo	N	N;MASC;SG
魔女	bruja	魔女	bruja	N	N;FEM;SG
魔女	brujos	魔女	brujo	N	N;MASC;PL
魔女	brujas	魔女	bruja	N	N;FEM;PL
官僚	burócratas	官僚	burócrata	N	N;PL
官僚	burócrata	官僚	burócrata	N	N;SG
格闘	lucha	格闘	lucha	N	N;FEM;SG
費用	coste	費用	coste	N	N;MASC;SG
費用	costos	費用	costo	N	N;MASC;PL
費用	costo	費用	costo	N	N;MASC;SG
費用	costes	費用	coste	N	N;MASC;PL
費用	coste	費用	coste	N	N;MASC;SG
費用	costo	費用	costo	N	N;MASC;SG
費用	gasto	費用	gasto	N	N;MASC;SG
費用	gastos	費用	gasto	N	N;MASC;PL
費用	gastos	費用	gasto	N	N;MASC;PL
ソース	procedencia	ソース	procedencia	N	N;FEM;SG
ソース	fuente	ソース	fuente	N	N;FEM;SG
ソース	origen	ソース	origen	N	N;MASC;SG
ソース	source	ソース	source	N	N
ソース	salsa	ソース	salsar	N	N;FEM;SG
ソース	sauce	ソース	sauce	N	N;MASC;SG
ソース	fuentes	ソース	fuente	N	N;FEM;PL
フレーム	bastidores	フレーム	bastidor	N	N;MASC;PL
フレーム	marcos	フレーム	marco	N	N;MASC;PL
フレーム	bastidor	フレーム	bastidor	N	N;MASC;SG
フレーム	marco	フレーム	marco	N	N;MASC;SG
フレーム	frame	フレーム	frame	N	N;SG
青い	azules	青い	azul	ADJ	ADJ;PL
青い	azul	青い	azul	ADJ	ADJ;SG
休日	vacaciones	休日	vacaciones	N	N;FEM;PL
休日	vacaciones	休日	vacaciones	N	N;FEM;PL
休日	fiestas	休日	fiesta	N	N;FEM;PL
休日	festivos	休日	festivo	N	N;MASC;PL
表紙	portada	表紙	portada	N	N;FEM;SG
表紙	cover	表紙	cover	N	N
表紙	tapa	表紙	tapa	N	N;FEM;SG
王朝	dinastía	王朝	dinastía	N	N;FEM;SG
タイヤ	neumáticos	タイヤ	neumático	N	N;MASC;PL
タイヤ	llantas	タイヤ	llanta	N	N;FEM;PL
タイヤ	gomas	タイヤ	goma	N	N;FEM;PL
タイヤ	neumáticos	タイヤ	neumático	N	N;MASC;PL
タイヤ	neumático	タイヤ	neumático	N	N;MASC;SG
タイヤ	llanta	タイヤ	llantar	N	N;FEM;SG
プラザ	plaza	プラザ	plaza	N	N;FEM;SG
ゾーン	zonas	ゾーン	zona	N	N;FEM;PL
ゾーン	zona	ゾーン	zona	N	N;FEM;SG
ゾーン	zone	ゾーン	zone	N	N
鉱山	mina	鉱山	mina	N	N;FEM;SG
加工	procesando	加工	procesar	V	V;V.MSDR
ラム	cordero	ラム	cordero	N	N;MASC;SG
ラム	ram	ラム	ram	N	N;FEM;SG
ラム	rama	ラム	rama	N	N;FEM;SG
ラム	carnero	ラム	carnero	N	N;MASC;SG
ラム	ron	ラム	ron	N	N;MASC;SG
激しい	fiero	激しい	fiero	ADJ	ADJ;MASC;SG
激しい	feroz	激しい	feroz	ADJ	ADJ;SG
激しい	feroces	激しい	feroz	ADJ	ADJ;PL
激しい	intensos	激しい	intenso	ADJ	ADJ;MASC;PL
激しい	intensa	激しい	intenso	ADJ	ADJ;FEM;SG
激しい	intensas	激しい	intenso	ADJ	ADJ;FEM;PL
激しい	intenso	激しい	intenso	ADJ	ADJ;MASC;SG
収集	colecciona	収集	coleccionar	V	V;IND;SG;3;PRS;FIN
収集	recopila	収集	recopilar	V	V;IND;SG;3;PRS;FIN
収集	recoger	収集	recoger	V	V;NFIN
郊外	suburbio	郊外	suburbio	N	N;MASC;SG
郊外	afueras	郊外	afueras	N	N;FEM;PL
郊外	periferia	郊外	periferia	N	N;FEM;SG
郊外	suburbios	郊外	suburbio	N	N;MASC;PL
郊外	periferia	郊外	periferia	N	N;FEM;SG
修理	reparar	修理	reparar	V	V;NFIN
流域	cuenca	流域	cuenca	N	N;FEM;SG
相対	pariente	相対	pariente	N	N;SG
先輩	ancianos	先輩	anciano	N	N;MASC;PL
先輩	senior	先輩	senior	N	N;MASC;SG
先輩	senpai	先輩	senpai	N	N;MASC;SG
太字	negrita	太字	negrito	N	N;FEM;SG
いつ	when	いつ	when	N	N
南東	sureste	南東	sureste	N	N;MASC;SG
南東	sudeste	南東	sudeste	N	N;MASC;SG
南東	sureste	南東	sureste	N	N;MASC;SG
南東	sudeste	南東	sudeste	N	N;MASC;SG
ビート	beat	ビート	beat	N	N
効率	eficiencia	効率	eficiencia	N	N;FEM;SG
効率	eficacia	効率	eficacia	N	N;FEM;SG
会計	contabilidad	会計	contabilidad	N	N;FEM;SG
会計	contabilidad	会計	contabilidad	N	N;FEM;SG
オレンジ	orange	オレンジ	orange	N	N;SG
オレンジ	naranja	オレンジ	naranja	N	N;FEM;SG
オレンジ	naranjas	オレンジ	naranja	N	N;FEM;PL
オレンジ	naranja	オレンジ	naranja	N	N;FEM;SG
半島	península	半島	península	N	N;FEM;SG
無視	ignore	無視	ignorar	V	V;IMP;SG;3;FIN
無視	ignora	無視	ignorar	V	V;IND;SG;3;PRS;FIN
無視	ignorar	無視	ignorar	V	V;NFIN
無視	ignoren	無視	ignorar	V	V;IMP;PL;3;FIN
無視	ignoran	無視	ignorar	V	V;IND;PL;3;PRS;FIN
ウイルス	virus	ウイルス	virus	N	N;MASC
ウイルス	virus	ウイルス	virus	N	N;MASC
歌う	canta	歌う	cantar	V	V;IND;SG;3;PRS;FIN
歌う	canten	歌う	cantar	V	V;IMP;PL;3;FIN
歌う	cantar	歌う	cantar	V	V;NFIN
歌う	cantando	歌う	cantar	V	V;V.MSDR
歌う	cantar	歌う	cantar	V	V;NFIN
原子	átomos	原子	átomo	N	N;MASC;PL
原子	átomo	原子	átomo	N	N;MASC;SG
原子	atom	原子	atom	N	N;MASC
修道	monasterio	修道	monasterio	N	N;MASC;SG
修道	convento	修道	convento	N	N;MASC;SG
修道	abadía	修道	abadía	N	N;FEM;SG
修道	monasterios	修道	monasterio	N	N;MASC;PL
同上	ídem	同上	ídem		
スマート	listo	スマート	listo	ADJ	ADJ;MASC;SG
スマート	inteligentes	スマート	inteligente	ADJ	ADJ;PL
スマート	inteligente	スマート	inteligente	ADJ	ADJ;SG
カトリック	católicos	カトリック	católico	N	N;MASC;PL
協奏曲	concierto	協奏曲	concierto	N	N;MASC;SG
推測	adivinar	推測	adivinar	V	V;NFIN
推測	suponiendo	推測	suponer	V	V;V.MSDR
推測	adivinando	推測	adivinar	V	V;V.MSDR
推測	adivinar	推測	adivinar	V	V;NFIN
推測	adivine	推測	adivinar	V	V;IMP;SG;3;FIN
天才	genio	天才	genio	N	N;MASC;SG
天才	genialidad	天才	genialidad	N	N;FEM;SG
天才	genios	天才	genio	N	N;MASC;PL
配備	desplegarse	配備	desplegarse	V	V;SBJV;SG;3;PRS;FIN
配備	desplegar	配備	desplegar	V	V;NFIN
パイ	pastel	パイ	pastel	N	N;MASC;SG
パイ	pie	パイ	pie	N	N;MASC;SG
パイ	tarta	パイ	tarta	N	N;FEM;SG
ロイヤル	royal	ロイヤル	royal	N	N;MASC;SG
サウンドトラック	soundtrack	サウンドトラック	soundtrack	N	N;MASC;SG
サウンドトラック	soundtracks	サウンドトラック	soundtracks	N	N;PL
課題	desafíos	課題	desafío	N	N;MASC;PL
課題	retos	課題	reto	N	N;MASC;PL
歌舞伎	kabuki	歌舞伎	kabuki	N	N;MASC;SG
ショート	short	ショート	short	N	N
出席	asistiendo	出席	asistir	V	V;V.MSDR
出席	asistir	出席	asistir	V	V;NFIN
ポップ	pop	ポップ	pop	N	N
例外	excepciones	例外	excepción	N	N;FEM;PL
例外	excepción	例外	excepción	N	N;FEM;SG
コンセプト	concepto	コンセプト	concepto	N	N;MASC;SG
コンセプト	conceptos	コンセプト	concepto	N	N;MASC;PL
コンセプト	nociones	コンセプト	noción	N	N;FEM;PL
気候	clima	気候	clima	N	N;MASC;SG
気候	climas	気候	clima	N	N;MASC;PL
出会い	saliendo	出会う	salir	V	V;V.MSDR
抗議	protestas	抗議	protesta	N	N;FEM;PL
抗議	protesta	抗議	protesta	N	N;FEM;SG
ワイン	vinos	ワイン	vino	N	N;MASC;PL
ワイン	vinos	ワイン	vino	N	N;MASC;PL
ワイン	vino	ワイン	vino	N	N;MASC;SG
キャンプ	campamentos	キャンプ	campamento	N	N;MASC;PL
キャンプ	camp	キャンプ	camp	N	N;MASC;SG
キャンプ	campamento	キャンプ	campamento	N	N;MASC;SG
キャンプ	campo	キャンプ	campo	N	N;MASC;SG
キャンプ	campings	キャンプ	campings	N	N;MASC;PL
キャンプ	campamento	キャンプ	campamento	N	N;MASC;SG
キャンプ	camping	キャンプ	camping	N	N;MASC;SG
ラリー	rally	ラリー	rally	N	N;MASC;SG
ラリー	mitin	ラリー	mitin	N	N;MASC;SG
デザイナー	diseñadores	デザイナー	diseñador	N	N;MASC;PL
デザイナー	diseñadora	デザイナー	diseñador	N	N;FEM;SG
デザイナー	diseñadores	デザイナー	diseñador	N	N;MASC;PL
デザイナー	diseñador	デザイナー	diseñador	N	N;MASC;SG
天国	cielo	天国	cielo	N	N;MASC;SG
天国	heaven	天国	heaven	N	N;SG
乗客	pasajeros	乗客	pasajero	N	N;MASC;PL
乗客	pasajero	乗客	pasajero	N	N;MASC;SG
乗客	pasajeros	乗客	pasajero	N	N;MASC;PL
タグ	etiqueta	タグ	etiqueta	N	N;FEM;SG
タグ	tag	タグ	tag	N	N;MASC;SG
タグ	etiquetas	タグ	etiqueta	N	N;FEM;PL
直線	línea	直線	línea	N	N;FEM;SG
直線	linea	直線	linea	N	N;FEM;SG
ダーク	dark	ダーク	dark	N	N
ダーク	oscuridad	ダーク	oscuridad	N	N;FEM;SG
権力	potencia	権力	potencia	N	N;FEM;SG
権力	power	権力	power	N	N
ダウンロード	bajar	ダウンロード	bajar	V	V;NFIN
ダウンロード	descargar	ダウンロード	descargar	V	V;NFIN
ダウンロード	descargue	ダウンロード	descargar	V	V;IMP;SG;3;FIN
ダウンロード	descargando	ダウンロード	descargar	V	V;V.MSDR
打者	bateador	打者	bateador	N	N;MASC;SG
水素	hidrógeno	水素	hidrógeno	N	N;MASC;SG
男爵	barón	男爵	barón	N	N;MASC;SG
男爵	baron	男爵	bar	N	N;MASC;SG
男爵	barones	男爵	barón	N	N;MASC;PL
外伝	gaiden	外伝	gaidar	N	N;MASC;SG
事前	adelanto	事前	adelanto	N	N;MASC;SG
事前	avance	事前	avance	N	N;MASC;SG
事前	anticipo	事前	anticipo	N	N;MASC;SG
共有	compartir	共有	compartir	V	V;NFIN
共有	compartiendo	共有	compartir	V	V;V.MSDR
共有	compartan	共有	compartir	V	V;IMP;PL;3;FIN
共有	comparte	共有	compartir	V	V;IND;SG;3;PRS;FIN
共有	compartir	共有	compartir	V	V;NFIN
共有	comparta	共有	compartir	V	V;IMP;SG;3;FIN
女神	diosa	女神	diosa	N	N;FEM;SG
季節	temporada	季節	temporada	N	N;FEM;SG
季節	temporada	季節	temporada	N	N;FEM;SG
季節	estaciones	季節	estación	N	N;FEM;PL
季節	temporadas	季節	temporada	N	N;FEM;PL
ウェア	ware	ウェア	ware	N	N
ダメージ	daños	ダメージ	daño	N	N;MASC;PL
ダメージ	daño	ダメージ	daño	N	N;MASC;SG
ダメージ	daños	ダメージ	daño	N	N;MASC;PL
ダメージ	indemnización	ダメージ	indemnización	N	N;FEM;SG
ギア	engranajes	ギア	engranaje	N	N;MASC;PL
ギア	engranaje	ギア	engranaje	N	N;MASC;SG
ギア	artes	ギア	arte	N	N;PL
ギア	marchas	ギア	marcha	N	N;FEM;PL
ギア	engranajes	ギア	engranaje	N	N;MASC;PL
ギア	engranaje	ギア	engranaje	N	N;MASC;SG
ギア	artes	ギア	arte	N	N;PL
衛生	higiene	衛生	higiene	N	N;FEM;SG
請求	solicitar	請求	solicitar	V	V;NFIN
請求	solicite	請求	solicitar	V	V;IMP;SG;3;FIN
ドキュメンタリー	documentales	ドキュメンタリー	documental	N	N;MASC;PL
ドキュメンタリー	documentales	ドキュメンタリー	documental	N	N;MASC;PL
恐怖	temor	恐怖	temor	N	N;MASC;SG
恐怖	miedo	恐怖	miedo	N	N;MASC;SG
恐怖	fear	恐怖	fear	N	N
マジック	magic	マジック	magic	N	N
マジック	magia	マジック	magia	N	N;FEM;SG
気温	temperatura	気温	temperatura	N	N;FEM;SG
気温	temperaturas	気温	temperatura	N	N;FEM;PL
フェア	feria	フェア	feria	N	N;FEM;SG
船団	convoy	船団	convoy	N	N;MASC;SG
要塞	fortaleza	要塞	fortaleza	N	N;FEM;SG
要塞	fortaleza	要塞	fortaleza	N	N;FEM;SG
要塞	fort	要塞	fort	N	N;MASC
総裁	presidencia	総裁	presidencia	N	N;FEM;SG
証言	testificó	証言	testificar	V	V;IND;SG;3;PST;FIN
証言	testificar	証言	testificar	V	V;NFIN
証言	testificar	証言	testificar	V	V;NFIN
証言	atestiguar	証言	atestiguar	V	V;NFIN
子孫	descendientes	子孫	descendiente	N	N;PL
子孫	descendiente	子孫	descendiente	N	N;SG
子孫	descendientes	子孫	descendiente	N	N;PL
子孫	descendencia	子孫	descendencia	N	N;FEM;SG
子孫	descendientes	子孫	descendiente	N	N;PL
子孫	descendientes	子孫	descendiente	N	N;PL
子孫	descendencia	子孫	descendencia	N	N;FEM;SG
コミュニケーション	comunicacion	コミュニケーション	comunicacion	N	N;FEM;SG
コミュニケーション	comunicación	コミュニケーション	comunicación	N	N;FEM;SG
コミュニケーション	comunicacion	コミュニケーション	comunicacion	N	N;FEM;SG
コミュニケーション	comunicación	コミュニケーション	comunicación	N	N;FEM;SG
コミュニケーション	comunicaciones	コミュニケーション	comunicación	N	N;FEM;PL
ステップ	escalón	ステップ	escalón	N	N;MASC;SG
ステップ	step	ステップ	step	N	N
ステップ	paso	ステップ	paso	N	N;MASC;SG
ステップ	peldaños	ステップ	peldaño	N	N;MASC;PL
ステップ	pasos	ステップ	paso	N	N;MASC;PL
ステップ	escalones	ステップ	escalón	N	N;MASC;PL
銀座	ginza	銀座	ginza	N	N;FEM;SG
義務	duty	義務	duty	N	N
義務	obligaciones	義務	obligación	N	N;FEM;PL
義務	obligación	義務	obligación	N	N;FEM;SG
義務	deberes	義務	deber	N	N;MASC;PL
周波	frecuencias	周波	frecuencia	N	N;FEM;PL
周波	frecuencias	周波	frecuencia	N	N;FEM;PL
周波	periodicidad	周波	periodicidad	N	N;FEM;SG
周波	frecuencia	周波	frecuencia	N	N;FEM;SG
永遠	eternidad	永遠	eternidad	N	N;FEM;SG
短縮	acortar	短縮	acortar	V	V;NFIN
レンズ	lente	レンズ	lente	N	N;FEM;SG
レンズ	lentes	レンズ	lente	N	N;MASC;PL
移民	inmigrantes	移民	inmigrante	N	N;PL
移民	inmigración	移民	inmigración	N	N;FEM;SG
移民	inmigrantes	移民	inmigrante	N	N;PL
移民	inmigrante	移民	inmigrante	N	N;SG
一日	día	一日	día	N	N;MASC;SG
一日	dia	一日	diar	N	N;MASC;SG
電化	electrificación	電化	electrificación	N	N;FEM;SG
船舶	recipiente	船舶	recipiente	N	N;MASC;SG
船舶	embarcación	船舶	embarcación	N	N;FEM;SG
船舶	buque	船舶	buque	N	N;MASC;SG
船舶	barco	船舶	barco	N	N;MASC;SG
船舶	nave	船舶	nave	N	N;FEM;SG
船舶	buque	船舶	buque	N	N;MASC;SG
船舶	barcos	船舶	barco	N	N;MASC;PL
船舶	buques	船舶	buque	N	N;MASC;PL
船舶	naves	船舶	nave	N	N;FEM;PL
妖怪	yokai	妖怪	yokai	N	N;SG
キャッチ	atrapar	キャッチ	atrapar	V	V;NFIN
証拠	comprobante	証拠	comprobante	N	N;MASC;SG
証拠	prueba	証拠	prueba	N	N;FEM;SG
証拠	pruebas	証拠	prueba	N	N;FEM;PL
証拠	evidencia	証拠	evidencia	N	N;FEM;SG
証拠	evidencias	証拠	evidencia	N	N;FEM;PL
証拠	pruebas	証拠	prueba	N	N;FEM;PL
イースト	oriente	イースト	oriente	N	N;MASC;SG
イースト	east	イースト	east	N	N;MASC;SG
メガ	mega	メガ	mega	N	N;SG
数値	número	数値	número	N	N;MASC;SG
数値	numero	数値	numero	N	N;MASC;SG
数値	numeros	数値	numero	N	N;MASC;PL
数値	números	数値	número	N	N;MASC;PL
変遷	transición	変遷	transición	N	N;FEM;SG
口径	calibre	口径	calibre	N	N;MASC;SG
山脈	montañas	山脈	montaña	N	N;FEM;PL
山脈	montes	山脈	monte	N	N;MASC;PL
山脈	montaña	山脈	montaña	N	N;FEM;SG
カフェ	cafe	カフェ	cafe	N	N;SG
カフェ	cafetería	カフェ	cafetería	N	N;FEM;SG
カフェ	café	カフェ	café	N	N;MASC;SG
カフェ	cafeterías	カフェ	cafetería	N	N;FEM;PL
カフェ	cafés	カフェ	café	N	N;MASC;PL
カフェ	cafetería	カフェ	cafetería	N	N;FEM;SG
カフェ	café	カフェ	café	N	N;MASC;SG
北方	norte	北方	norte	N	N;MASC;SG
北方	northern	北方	northern	N	N
ママ	mamá	ママ	mamá	N	N;FEM;SG
ママ	mama	ママ	mama	N	N;FEM;SG
ママ	mom	ママ	mom	N	N
降伏	rendirse	降伏	rendirsar	V	V;SBJV;SG;3;PRS;FIN
降伏	entrego	降伏	entrego	V	V;IND;SG;1;PRS;FIN
木曜日	jueves	木曜日	jueves	N	N
上級	senior	上級	senior	N	N;MASC;SG
マルチ	multi	マルチ	multi	N	N;SG
プラン	plano	プラン	plano	N	N;MASC;SG
プラン	plan	プラン	plan	N	N;MASC;SG
プラン	planos	プラン	plano	N	N;MASC;PL
プラン	planes	プラン	plan	N	N;MASC;PL
差別	discriminación	差別	discriminación	N	N;FEM;SG
差別	discriminaciones	差別	discriminación	N	N;FEM;PL
トラブル	problemas	トラブル	problema	N	N;MASC;PL
トラブル	molestias	トラブル	molestia	N	N;FEM;PL
トラブル	problemas	トラブル	problema	N	N;MASC;PL
出口	salida	出口	salida	N	N;FEM;SG
騒動	conmoción	騒動	conmoción	N	N;FEM;SG
火山	volcán	火山	volcán	N	N;MASC;SG
チェック	compruebe	チェック	compruebir	V	V;IMP;SG;3;FIN
チェック	comprobar	チェック	comprobar	V	V;NFIN
ヒト	humanos	ヒト	humanos	N	N
ヒト	humanos	ヒト	humanos	N	N
灯台	faro	灯台	faro	N	N;MASC;SG
灯台	baliza	灯台	baliza	N	N;FEM;SG
実装	aplica	実装	aplicar	V	V;IND;SG;3;PRS;FIN
実装	implementa	実装	implementar	V	V;IND;SG;3;PRS;FIN
実装	implementando	実装	implementar	V	V;V.MSDR
グレード	grado	グレード	grado	N	N;MASC;SG
カラオケ	karaoke	カラオケ	karaoke	N	N;MASC;SG
ライオン	león	ライオン	león	N	N;MASC;SG
ライオン	lions	ライオン	lion	N	N;MASC;PL
ライオン	leones	ライオン	león	N	N;MASC;PL
探検	explorar	探検	explorar	V	V;NFIN
探検	explorando	探検	explorar	V	V;V.MSDR
探検	explorar	探検	explorar	V	V;NFIN
探検	explore	探検	explorar	V	V;IMP;SG;3;FIN
探検	explora	探検	explorar	V	V;IND;SG;3;PRS;FIN
突然	repentinamente	突然	repentinamente	ADV	ADV
突然	súbitamente	突然	súbitamente	ADV	ADV
ビーム	viga	ビーム	viga	N	N;FEM;SG
ビーム	vigas	ビーム	viga	N	N;FEM;PL
ビーム	rayo	ビーム	rayo	N	N;MASC;SG
正義	justicia	正義	justicia	N	N;FEM;SG
正義	justice	正義	justice	N	N;SG
少数	minoritarios	少数	minoritario	N	N;MASC;PL
少数	minoría	少数	minoría	N	N;FEM;SG
アプリ	app	アプリ	app	N	N;FEM;SG
アプリ	aplicación	アプリ	aplicación	N	N;FEM;SG
アプリ	aplicaciones	アプリ	aplicación	N	N;FEM;PL
ピンク	pink	ピンク	pink	N	N;SG
ピンク	rosado	ピンク	rosar	N	N;MASC;SG
ピンク	rosa	ピンク	rosa	N	N;FEM;SG
中国語	chinos	中国語	chino	N	N;MASC;PL
中国語	chino	中国語	chino	N	N;MASC;SG
ランプ	lampara	ランプ	lamparar	N	N;FEM;SG
ランプ	lámpara	ランプ	lámpara	N	N;FEM;SG
ランプ	rampa	ランプ	rampa	N	N;FEM;SG
運命	destino	運命	destino	N	N;MASC;SG
運命	destiny	運命	destiny	N	N
運命	destino	運命	destino	N	N;MASC;SG
海賊	piratería	海賊	piratería	N	N;FEM;SG
海賊	pirata	海賊	pirata	N	N;SG
海賊	piratas	海賊	pirata	N	N;PL
