kas	кой	kas	кой	PRO;NOM	PRO;NOM;MASC;SG
vairošanās	размножаване	vairošanās	размножаване	N;NOM;FEM;SG	N;INDF;NEUT;SG
acs	окото	acs	око	N;NOM;FEM;SG	N;DEF;NEUT;SG
acs	око	acs	око	N;NOM;FEM;SG	N;INDF;NEUT;SG
jēdziens	понятие	jēdziens	понятие	N;NOM;MASC;SG	N;INDF;NEUT;SG
jēdziens	концепция	jēdziens	концепция	N;NOM;MASC;SG	N;INDF;FEM;SG
atklāt	разкрие	atklāt	разкрия-(се)	V;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
atklāt	открийте	atklāt	открия-(се)	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
atklāt	открие	atklāt	открия-(се)	V;POS;NFIN	V;PFV;IMP;SG;2;PST;FIN
īpaša	специална	īpaša	специален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
īpaša	специален	īpaša	специален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
saknes	корени	sakne	корен	N;NOM;FEM;PL	N;INDF;MASC;PL
saknes	корени	sakne	корен	N;NOM;FEM;PL	N;INDF;MASC;PL
savienota	свързан	savienot	свържа	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
savienota	свързано	savienot	свържа	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
savienota	свързана	savienot	свържа	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
baseins	басейн	baseins	басейн	N;NOM;MASC;SG	N;INDF;MASC;SG
milzu	гигант	milzu	гигант	N	N;INDF;MASC;SG
kuģiem	корабите	kuģis	кораб	N;DAT;MASC;PL	N;DEF;MASC;PL
kuģiem	кораби	kuģis	кораб	N;DAT;MASC;PL	N;INDF;MASC;PL
dēli	синовете	dēli	син	N;NOM;MASC;PL	N;DEF;MASC;PL
dēli	синове	dēli	син	N;NOM;MASC;PL	N;INDF;MASC;PL
pazīmes	черти	pazīme	черта	N;NOM;FEM;PL	N;INDF;FEM;PL
pazīmes	особености	pazīme	особеност	N;NOM;FEM;PL	N;INDF;FEM;PL
pazīmes	характеристики	pazīme	характеристика	N;NOM;FEM;PL	N;INDF;FEM;PL
pazīmes	табели	pazīme	табел	N;NOM;FEM;PL	N;INDF;MASC;PL
pazīmes	признаци	pazīme	признак	N;NOM;FEM;PL	N;INDF;MASC;PL
pazīmes	знаци	pazīme	знак	N;NOM;FEM;PL	N;INDF;MASC;PL
plāns	план	plāns	план	N;NOM;MASC;SG	N;INDF;MASC;SG
vējš	вятърна	vējš	вятърна	N;NOM;MASC;SG	N;INDF;FEM;SG
vējš	вятър	vējš	вятър	N;NOM;MASC;SG	N;INDF;MASC;SG
vējš	вятъра	vējš	вятър	N;NOM;MASC;SG	N;DEF;MASC;SG
atkarīga	зависима	atkarīga	зависим	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
reliģijas	религии	reliģija	религия	N;NOM;FEM;PL	N;INDF;FEM;PL
pārdots	продаден	pārdot	продам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pārdots	продадена	pārdot	продам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pārdots	продадено	pārdot	продам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
aktivitātes	дейности	aktivitāte	дейност	N;NOM;FEM;PL	N;INDF;FEM;PL
aktivitātes	занимания	aktivitāte	занимание	N;NOM;FEM;PL	N;INDF;NEUT;PL
nogalināts	убита	nogalināt	убия	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nogalināts	убит	nogalināt	убия	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
škoda	шкода	škoda	шкода	N;NOM;FEM;SG	N;INDF;MASC;SG
audio	звук	audio	звук	N	N;INDF;MASC;SG
audio	аудио	audio	аудио	N	N;INDF;NEUT;SG
bērns	бебе	bērns	бебе	N;NOM;MASC;SG	N;INDF;NEUT;SG
bērns	бейби	bērns	бейба	N;NOM;MASC;SG	N;INDF;NEUT;SG
bērns	хлапе	bērns	хлапа	N;NOM;MASC;SG	N;INDF;NEUT;SG
bērns	дете	bērns	дете	N;NOM;MASC;SG	N;INDF;NEUT;SG
bērns	дете	bērns	дете	N;NOM;MASC;SG	N;INDF;NEUT;SG
padomi	съветът	padome	съвет	N;ACC;FEM;SG	N;DEF;MASC;SG
padomi	съвет	padome	съвет	N;ACC;FEM;SG	N;INDF;MASC;SG
padomi	съвета	padome	съвет	N;ACC;FEM;SG	N;DEF;MASC;SG
auga	билка	auga	билка	N;NOM;FEM;SG	N;INDF;FEM;SG
auga	биле	auga	съм	N;NOM;FEM;SG	N;INDF;NEUT;SG
aģentūras	агенции	aģentūra	агенция	N;NOM;FEM;PL	N;INDF;FEM;PL
atjaunot	актуализира	atjaunot	актуализирам	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
alfabēta	азбучен	alfabēt	азбучен	N;NOM;FEM;SG	N;INDF;MASC;SG
metāls	metal	metāls	metal	N;NOM;MASC;SG	N;INDF;MASC;SG
metāls	метъл	metāls	метъл	N;NOM;MASC;SG	N;INDF;MASC;SG
metāls	метал	metāls	метал	N;NOM;MASC;SG	N;INDF;MASC;SG
viļņu	вълната	vilnis	вълна	N;ACC;MASC;SG	N;DEF;FEM;SG
viļņu	вълна	vilnis	вълна	N;ACC;MASC;SG	N;INDF;FEM;SG
monētas	монети	monēta	монета	N;NOM;FEM;PL	N;INDF;MASC;PL
monētas	монети	monēta	монета	N;NOM;FEM;PL	N;INDF;MASC;PL
monētas	монетата	monēta	монета	N;NOM;FEM;PL	N;DEF;NEUT;PL
jaunavas	девици	jaunava	девица	N;NOM;FEM;PL	N;INDF;FEM;PL
studenti	студенти	students	студент	N;NOM;MASC;PL	N;INDF;MASC;PL
studenti	ученици	students	ученик	N;NOM;MASC;PL	N;INDF;MASC;PL
politikā	политиката	politika	политика	N;ESS;FEM;SG	N;DEF;FEM;SG
politikā	полица	politika	полица	N;ESS;FEM;SG	N;INDF;FEM;SG
politikā	политика	politika	политика	N;ESS;FEM;SG	N;INDF;FEM;SG
politikā	политиката	politika	политика	N;ESS;FEM;SG	N;DEF;FEM;SG
politikā	политика	politika	политика	N;ESS;FEM;SG	N;INDF;FEM;SG
rota	рота	rota	рота	N;NOM;FEM;SG	N;INDF;FEM;SG
rota	жребец	rota	жребец	N;NOM;FEM;SG	N;INDF;MASC;SG
laikraksts	вестник	laikraksts	вестник	N;NOM;MASC;SG	N;INDF;MASC;SG
ražotājs	продуцент	ražotājs	продуцент	N;NOM;MASC;SG	N;INDF;MASC;SG
ražotājs	производител	ražotājs	производител	N;NOM;MASC;SG	N;INDF;MASC;SG
ražotājs	производител	ražotājs	производител	N;NOM;MASC;SG	N;INDF;MASC;SG
numurs	брой	numurs	брой	N;NOM;MASC;SG	N;INDF;MASC;SG
numurs	число	numurs	число	N;NOM;MASC;SG	N;INDF;NEUT;SG
numurs	номер	numurs	номер	N;NOM;MASC;SG	N;INDF;MASC;SG
aktivitāte	дейност	aktivitāte	дейност	N;NOM;FEM;SG	N;INDF;FEM;SG
aktivitāte	активност	aktivitāte	активност	N;NOM;FEM;SG	N;INDF;FEM;SG
atjaunots	актуализиран	atjaunot	актуализирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
atjaunots	актуализирана	atjaunot	актуализирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
atjaunots	подновено	atjaunot	подновя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
atjaunots	подновен	atjaunot	подновя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
atjaunots	възстановено	atjaunot	възстановя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
atjaunots	възстановен	atjaunot	възстановя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
atjaunots	възстановена	atjaunot	възстановя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sultāns	султан	sultāns	султан	N;NOM;MASC;SG	N;INDF;MASC;SG
sultāns	султанът	sultāns	султан	N;NOM;MASC;SG	N;DEF;MASC;SG
sultāns	султана	sultāns	султана	N;NOM;MASC;SG	N;DEF;MASC;SG
sver	тежи	svērt	тежа	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dzeja	поезия	dzeja	поезия	N;NOM;FEM;SG	N;INDF;FEM;SG
dzeja	поезията	dzeja	поезия	N;NOM;FEM;SG	N;DEF;FEM;SG
pieņem	приема	pieņemt	приемам	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ielejas	долини	ieleja	долина	N;NOM;FEM;PL	N;INDF;FEM;PL
tonumber	tonumber	tonumbers	tonumber	N;NOM;MASC;SG	N;INDF;MASC;SG
viļņa	вълната	viļņa	вълна	N;NOM;FEM;SG	N;DEF;FEM;SG
viļņa	вълна	viļņa	вълна	N;NOM;FEM;SG	N;INDF;FEM;SG
svara	тегло	svars	тегло	N;GEN;MASC;SG	N;INDF;NEUT;SG
svara	тежест	svars	тежест	N;GEN;MASC;SG	N;INDF;FEM;SG
izmaksas	разходи	izmaksa	разход	N;NOM;FEM;PL	N;INDF;MASC;PL
izmaksas	разходи	izmaksa	разход	N;NOM;FEM;PL	N;INDF;MASC;PL
gaisma	светлина	gaisma	светлина	N;NOM;FEM;SG	N;INDF;FEM;SG
gaisma	светлината	gaisma	светлина	N;NOM;FEM;SG	N;DEF;FEM;SG
ziemassvētku	рождество	ziemassvētki	рождество	N;ACC;MASC;SG	N;INDF;NEUT;SG
ziemassvētku	коледа	ziemassvētki	коледа	N;ACC;MASC;SG	N;INDF;FEM;SG
spējas	способности	spēja	способност	N;NOM;FEM;PL	N;INDF;FEM;PL
spējas	способности	spēja	способност	N;NOM;FEM;PL	N;INDF;FEM;PL
zirgi	кончета	zirgs	конче	N;NOM;MASC;PL	N;INDF;NEUT;PL
zirgi	коне	zirgs	кон	N;NOM;MASC;PL	N;INDF;MASC;PL
zirgi	конете	zirgs	кон	N;NOM;MASC;PL	N;DEF;MASC;PL
pievienota	добавена	pievienot	добавя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pievienota	добавен	pievienot	добавен	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pievienota	добавено	pievienot	добавя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
pievienota	прикрепен	pievienot	прикрепя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pievienota	прикрепена	pievienot	прикрепя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
krustu	кръст	krustu	кръст	N;ACC;MASC;SG	N;INDF;MASC;SG
krustu	кръста	krustu	кръст	N;ACC;MASC;SG	N;DEF;MASC;SG
vāka	прикритие	vāks	прикритие	N;NOM;MASC;SG	N;INDF;NEUT;SG
vāka	корица	vāks	корица	N;NOM;MASC;SG	N;INDF;FEM;SG
vāka	покритие	vāks	покритие	N;NOM;MASC;SG	N;INDF;NEUT;SG
vāka	покриване	vāks	покриване	N;NOM;MASC;SG	N;INDF;NEUT;SG
vienāds	равен	vienāds	равен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
labais	добър	labs	добър	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
ebreji	евреите	ebreji	евреин	N;NOM;MASC;PL	N;DEF;MASC;PL
ebreji	евреи	ebreji	евреин	N;NOM;MASC;PL	N;INDF;MASC;PL
lielums	големина	lielums	големина	N;NOM;MASC;SG	N;INDF;FEM;SG
lielums	размер	lielums	размер	N;NOM;MASC;SG	N;INDF;MASC;SG
autobuss	автобусът	autobuss	автобус	N;NOM;MASC;SG	N;DEF;MASC;SG
autobuss	автобус	autobuss	автобус	N;NOM;MASC;SG	N;INDF;MASC;SG
autobuss	бус	autobuss	бус	N;NOM;MASC;SG	N;INDF;MASC;SG
modeļi	модели	modelis	модел	N;NOM;MASC;PL	N;INDF;MASC;PL
modeļi	образци	modelis	образец	N;NOM;MASC;PL	N;INDF;MASC;PL
modeļi	моделите	modelis	модел	N;NOM;MASC;PL	N;DEF;MASC;PL
intereses	интереси	interese	интерес	N;NOM;FEM;PL	N;INDF;MASC;PL
mērs	кмете	mērs	кило	N;NOM;MASC;SG	N;INDF;MASC;SG
mērs	кмет	mērs	кмет	N;NOM;MASC;SG	N;INDF;MASC;SG
asi	ос	asi	ос	N;NOM;MASC;SG	N;INDF;FEM;SG
nometnē	лагер	nometne	лагер	N;ESS;FEM;SG	N;INDF;MASC;SG
prāta	ума	prāts	ум	N;NOM;MASC;SG	N;DEF;MASC;SG
prāta	ум	prāts	ум	N;NOM;MASC;SG	N;INDF;MASC;SG
krūšu	гърди	krūts	гръд	N;GEN;FEM;PL	N;INDF;FEM;PL
krūšu	гърдите	krūts	гръд	N;GEN;FEM;PL	N;DEF;FEM;PL
krūšu	гърди	krūts	гръд	N;GEN;FEM;PL	N;INDF;FEM;PL
krūšu	гърдите	krūts	гръд	N;GEN;FEM;PL	N;DEF;FEM;PL
reakcijas	реакции	reakcija	реакция	N;NOM;FEM;PL	N;INDF;FEM;PL
reakcijas	реакциите	reakcija	реакция	N;NOM;FEM;PL	N;DEF;FEM;PL
apdzīvo	обитават	apdzīvot	обитавам	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
nozare	сектора	nozare	сектор	N;NOM;FEM;SG	N;DEF;MASC;SG
nozare	сектор	nozare	сектор	N;NOM;FEM;SG	N;INDF;MASC;SG
nozare	промишлеността	nozare	промишленост	N;NOM;FEM;SG	N;DEF;FEM;SG
nozare	индустрия	nozare	индустрия	N;NOM;FEM;SG	N;INDF;FEM;SG
nozare	промишленост	nozare	промишленост	N;NOM;FEM;SG	N;INDF;FEM;SG
aktīvs	активна	aktīvs	активна	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
aktīvs	активен	aktīvs	активен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
mergedrow	mergedrow	mergedrot	mergedrow	N	N;INDF;MASC;SG
dramaturgs	драматург	dramaturgs	драматург	N;NOM;MASC;SG	N;INDF;MASC;SG
attēlus	изображения	attēls	изображение	N;ACC;MASC;PL	N;INDF;NEUT;PL
attēlus	образи	attēls	образ	N;ACC;MASC;PL	N;INDF;FEM;PL
ērgļu	орли	ērglis	оръл	N;GEN;MASC;PL	N;INDF;MASC;PL
ērgļu	орлите	ērglis	орел	N;GEN;MASC;PL	N;DEF;MASC;PL
sasniegums	пробив	sasniegums	пробив	N;NOM;MASC;SG	N;INDF;MASC;SG
sasniegums	постижение	sasniegums	постижение	N;NOM;MASC;SG	N;INDF;NEUT;SG
sasniegums	постигането	sasniegums	постигане	N;NOM;MASC;SG	N;DEF;NEUT;SG
gaismu	светлина	gaisma	светлина	N;ACC;FEM;SG	N;INDF;FEM;SG
gaismu	светлината	gaisma	светлина	N;ACC;FEM;SG	N;DEF;FEM;SG
veikts	извършен	veikt	извърша	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
veikts	проведено	veikt	проведа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
veikts	извършено	veikt	извърша	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
veikts	извърши	veikt	извърша	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IMP;SG;2;PST;FIN
veikts	извършена	veikt	извърша	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
māsa	сестра	māsa	сестра	N;NOM;FEM;SG	N;INDF;FEM;SG
situācija	положението	situācija	положение	N;NOM;FEM;SG	N;DEF;NEUT;SG
situācija	ситуация	situācija	ситуация	N;NOM;FEM;SG	N;INDF;FEM;SG
situācija	положение	situācija	положение	N;NOM;FEM;SG	N;INDF;NEUT;SG
ieraksts	навлизане	ieraksts	навлизане	N;NOM;MASC;SG	N;INDF;NEUT;SG
ieraksts	влизане	ieraksts	влизане	N;NOM;MASC;SG	N;INDF;NEUT;SG
ieraksts	вписване	ieraksts	вписване	N;NOM;MASC;SG	N;INDF;NEUT;SG
ieraksts	рекорд	ieraksts	рекорд	N;NOM;MASC;SG	N;INDF;MASC;SG
ieraksts	запис	ieraksts	запис	N;NOM;MASC;SG	N;INDF;MASC;SG
prasībām	спецификации	prasība	спецификация	N;DAT;FEM;PL	N;INDF;FEM;PL
koncerts	концерт	koncerts	концерт	N;NOM;MASC;SG	N;INDF;MASC;SG
telpa	стая	telpa	стая	N;NOM;FEM;SG	N;INDF;FEM;SG
telpa	стаята	telpa	стая	N;NOM;FEM;SG	N;DEF;FEM;SG
telpa	пространство	telpa	пространство	N;NOM;FEM;SG	N;INDF;NEUT;SG
telpa	космос	telpa	космос	N;NOM;FEM;SG	N;INDF;MASC;SG
telpa	космоса	telpa	космос	N;NOM;FEM;SG	N;DEF;MASC;SG
virsma	повърхност	virsma	повърхност	N;NOM;FEM;SG	N;INDF;FEM;SG
virsma	повърхността	virsma	повърхност	N;NOM;FEM;SG	N;DEF;FEM;SG
pussalā	полуостров	pussala	полуостров	N;ESS;FEM;SG	N;INDF;MASC;SG
problēma	проблем	problēma	проблем	N;NOM;FEM;SG	N;INDF;MASC;SG
burts	писмо	burts	писмо	N;NOM;MASC;SG	N;INDF;NEUT;SG
burts	буква	burts	буква	N;NOM;MASC;SG	N;INDF;FEM;SG
sākta	започна	sākt	започна	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
maksimums	максимум	maksimums	максимум	N;NOM;MASC;SG	N;INDF;MASC;SG
maksimums	връх	maksimums	връх	N;NOM;MASC;SG	N;INDF;MASC;SG
maksimums	пика	maksimums	пикам	N;NOM;MASC;SG	N;INDF;FEM;SG
maksimums	пик	maksimums	пик	N;NOM;MASC;SG	N;INDF;MASC;SG
mazuļiem	кутрета	mazulis	кутре	N;DAT;MASC;PL	N;INDF;NEUT;PL
mazuļiem	кученца	mazulis	кученц	N;DAT;MASC;PL	N;INDF;NEUT;PL
mazuļiem	бебетата	mazulis	бебета	N;DAT;MASC;PL	N;DEF;NEUT;PL
mazuļiem	бебета	mazulis	бебе	N;DAT;MASC;PL	N;INDF;NEUT;PL
sega	одеало	sega	одеало	N;NOM;FEM;SG	N;INDF;NEUT;SG
sega	одеяло	sega	одея	N;NOM;FEM;SG	N;INDF;NEUT;SG
precējies	омъжена	precēties	омъжя	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
gaļas	месо	gaļa	месо	N;NOM;MASC;SG	N;INDF;NEUT;SG
gaļas	месото	gaļa	месо	N;NOM;MASC;SG	N;DEF;NEUT;SG
interesanti	интересно	interesanti	интересно	ADV	ADV
vilnis	вълната	vilnis	вълна	N;NOM;MASC;SG	N;DEF;FEM;SG
vilnis	вълна	vilnis	вълна	N;NOM;MASC;SG	N;INDF;FEM;SG
kori	хорове	koris	хор	N;NOM;MASC;PL	N;INDF;MASC;PL
kārtu	слой	kārta	слой	N;ACC;FEM;SG	N;INDF;MASC;SG
cietumā	затвор	cietums	затвор	N;ESS;MASC;SG	N;INDF;MASC;SG
ferdinands	фердинанд	ferdinands	фердинанд	N;NOM;MASC;SG	N;INDF;MASC;SG
sejas	лицата	seja	лице	N;NOM;FEM;PL	N;DEF;NEUT;PL
sejas	лица	seja	лице	N;NOM;FEM;PL	N;INDF;NEUT;PL
grāvis	ров	grāvis	ров	N;NOM;MASC;SG	N;INDF;MASC;SG
ministrija	министерство	ministrija	министерство	N;NOM;FEM;SG	N;INDF;NEUT;SG
ministrija	министерството	ministrija	министерство	N;NOM;FEM;SG	N;DEF;NEUT;SG
xii	xii	kis	xii	ADJ	ADJ;INDF;MASC;SG
slimnīcā	болница	slimnīca	болница	N;ESS;FEM;SG	N;INDF;FEM;SG
slimnīcā	болницата	slimnīca	болница	N;ESS;FEM;SG	N;DEF;FEM;SG
baltais	бяла	balts	бял	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
baltais	бял	balts	бял	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
atmosfērā	атмосфера	atmosfērs	атмосфера	N;ESS;FEM;SG	N;INDF;FEM;SG
pieminekļa	паметник	piemineklis	паметник	N;GEN;MASC;SG	N;INDF;MASC;SG
diplomāts	дипломат	diplomāts	дипломат	N;NOM;MASC;SG	N;INDF;MASC;SG
senā	древна	sens	древен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
liesma	пламък	liesma	пламък	N;NOM;FEM;SG	N;INDF;MASC;SG
sportists	спортист	sportists	спортист	N;NOM;MASC;SG	N;INDF;MASC;SG
sportists	атлет	sportists	атлет	N;NOM;MASC;SG	N;INDF;MASC;SG
fakti	фактите	fakts	факт	N;NOM;MASC;PL	N;DEF;MASC;PL
fakti	факти	fakts	факт	N;NOM;MASC;PL	N;INDF;MASC;PL
nātrija	натрий	nātrija	натрий	N;NOM;FEM;SG	N;INDF;MASC;SG
nātrija	натриев	nātrija	натриев	N;NOM;FEM;SG	N;INDF;MASC;SG
dvd	dvd	dvd	dvd	N	N;INDF;NEUT;SG
dvd	двд	dvd	двд	N	N;INDF;NEUT;SG
virkne	връв	virkne	връв	N;NOM;FEM;SG	N;INDF;FEM;SG
virkne	низ	virkne	низ	N;NOM;FEM;SG	N;INDF;MASC;SG
virkne	струна	virkne	струна	N;NOM;FEM;SG	N;INDF;FEM;SG
skolotāja	учителка	skolotājs	учителка	N;NOM;FEM;SG	N;INDF;FEM;SG
skolotāja	учител	skolotājs	учител	N;NOM;FEM;SG	N;INDF;MASC;SG
tiešā	директна	tieša	директен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
tiešā	директен	tieša	директен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
tauta	нация	tauta	нация	N;NOM;FEM;SG	N;INDF;FEM;SG
tauta	народ	tauta	народ	N;NOM;FEM;SG	N;INDF;MASC;SG
izveidi	учреждение	izveide	учреждение	N;ACC;FEM;SG	N;INDF;NEUT;SG
izveidi	установяване	izveide	установяване	N;ACC;FEM;SG	N;INDF;NEUT;SG
krustojuma	възел	krustojums	възел	N;GEN;MASC;SG	N;INDF;MASC;SG
krustojuma	кръстовище	krustojums	кръстовище	N;GEN;MASC;SG	N;INDF;NEUT;SG
populācija	популация	populācija	популация	N;NOM;FEM;SG	N;INDF;FEM;SG
populācija	население	populācija	население	N;NOM;FEM;SG	N;INDF;NEUT;SG
pārbaudes	изпитвания	pārbaude	изпитване	N;NOM;FEM;PL	N;INDF;NEUT;PL
pārbaudes	тестове	pārbaude	тест	N;NOM;FEM;PL	N;INDF;MASC;PL
pārbaudes	изследвания	pārbaude	изследване	N;NOM;FEM;PL	N;INDF;NEUT;PL
pārbaudes	проверки	pārbaude	проверка	N;NOM;FEM;PL	N;INDF;FEM;PL
pārbaudes	инспекции	pārbaude	инспекция	N;NOM;FEM;PL	N;INDF;FEM;PL
pārbaudes	проверки	pārbaude	проверка	N;NOM;FEM;PL	N;INDF;FEM;PL
pārbaudes	проверки	pārbaude	проверка	N;NOM;FEM;PL	N;INDF;FEM;PL
pārbaudes	чекове	pārbaude	чек	N;NOM;FEM;PL	N;INDF;MASC;PL
krastiem	брегове	krasts	бряг	N;DAT;MASC;PL	N;INDF;MASC;PL
krastiem	брегове	krasts	бряг	N;DAT;MASC;PL	N;INDF;MASC;PL
krastiem	бреговете	krasts	бряг	N;DAT;MASC;PL	N;DEF;MASC;PL
sākt	започнете	sākt	започна	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
sākt	започнете	sākt	започна	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
gleznas	картини	glezna	картина	N;NOM;FEM;PL	N;INDF;FEM;PL
gleznas	картините	glezna	картина	N;NOM;FEM;PL	N;DEF;FEM;PL
enciklopēdija	енциклопедия	enciklopēdija	енциклопедия	N;NOM;FEM;SG	N;INDF;FEM;SG
korpuss	корпусът	korpuss	корпус	N;NOM;MASC;SG	N;DEF;MASC;SG
korpuss	корпус	korpuss	корпус	N;NOM;MASC;SG	N;INDF;MASC;SG
korpuss	корпуса	korpuss	корпус	N;NOM;MASC;SG	N;DEF;MASC;SG
korpuss	заграждение	korpuss	заграждение	N;NOM;MASC;SG	N;INDF;NEUT;SG
korpuss	корпус	korpuss	корпус	N;NOM;MASC;SG	N;INDF;MASC;SG
solo	соло	solo	соло	N	N;INDF;MASC;SG
leģiona	легион	leģions	легион	N;GEN;MASC;SG	N;INDF;MASC;SG
leģiona	легиона	leģions	легион	N;GEN;MASC;SG	N;DEF;MASC;SG
grēda	хребет	grēst	хребет	N;NOM;FEM;SG	N;INDF;MASC;SG
komandiera	командващ	komandieris	командващ	N;GEN;MASC;SG	N;INDF;MASC;SG
komandiera	командир	komandieris	командир	N;GEN;MASC;SG	N;INDF;MASC;SG
acīm	очи	acs	око	N;DAT;FEM;PL	N;INDF;NEUT;PL
acīm	очите	acs	око	N;DAT;FEM;PL	N;DEF;NEUT;PL
plūsmas	потоци	plūsma	поток	N;NOM;FEM;PL	N;INDF;MASC;PL
plūsmas	потоци	plūsma	поток	N;NOM;FEM;PL	N;INDF;MASC;PL
spiediens	напрежение	spiediens	напрежение	N;NOM;MASC;SG	N;INDF;NEUT;SG
spiediens	натиск	spiediens	натиск	N;NOM;MASC;SG	N;INDF;MASC;SG
spiediens	налягане	spiediens	налягане	N;NOM;MASC;SG	N;INDF;NEUT;SG
spiediens	натиск	spiediens	натиск	N;NOM;MASC;SG	N;INDF;MASC;SG
melna	черна	melna	чер	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
melna	черен	melna	черен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
abc	abc	abc	abc	N	N;INDF;MASC;SG
ekonomists	икономист	ekonomists	икономист	N;NOM;MASC;SG	N;INDF;MASC;SG
draugiem	приятели	draugs	приятел	N;DAT;MASC;PL	N;INDF;MASC;PL
draugiem	приятелки	draugs	приятелка	N;DAT;MASC;PL	N;INDF;FEM;PL
atrod	намира	atrast	намирам-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
īss	къса	īss	къс	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
