van	frå	van	frå	ADP	ADP
vreemd	merkelig	vreemd	merkelig	ADJ	ADJ;INDF;NEUT;SG
vreemd	rar	vreemd	rar	ADJ	ADJ;INDF;SG
vreemd	snålt	vreemd	snåle	ADJ	ADJ;INDF;NEUT;SG
vreemd	rart	vreemd	rar	ADJ	ADJ;INDF;NEUT;SG
vreemd	merkelig	vreemd	merkelig	ADJ	ADJ;INDF;NEUT;SG
vreemd	rart	vreemd	rar	ADJ	ADJ;INDF;NEUT;SG
vreemd	merkelig	vreemd	merkelig	ADJ	ADJ;INDF;NEUT;SG
ontsnappen	rømmer	ontsnappen	rømme	V;NFIN	V;IND;PRS;FIN
kroeg	pub	kroeg	pub	N;MASC+FEM;SG	N;INDF;MASC;SG
analyse	analyse	analyse	analyse	N;MASC+FEM;SG	N;INDF;MASC;SG
johanna	johanna	johanna	johanna	N;MASC+FEM;SG	N;INDF;FEM;SG
johanna	joan	johanna	joan	N;MASC+FEM;SG	N;INDF;MASC;SG
johanna	johanna	johanna	johanna	N;MASC+FEM;SG	N;INDF;FEM;SG
johanna	jeanne	johanna	jeanne	N;MASC+FEM;SG	N;INDF;NEUT;SG
trek	dra	trek	dra	V;SG;PRS;FIN	V;IMP;FIN
trek	trekke	trek	trekke	V;SG;PRS;FIN	V;NFIN
story	hendelse	story	hendelse	N;MASC+FEM;SG	N;INDF;MASC;SG
story	story	story	story	N;MASC+FEM;SG	N;INDF;MASC;SG
story	historie	story	historie	N;MASC+FEM;SG	N;INDF;FEM;SG
drama	drama	drama	drama	N;NEUT;SG	N;INDF;NEUT;SG
drama	dramatikk	drama	dramatikk	N;NEUT;SG	N;INDF;MASC;SG
dak	taket	dak	tak	N;NEUT;SG	N;DEF;NEUT;SG
dak	tak	dak	tak	N;NEUT;SG	N;INDF;NEUT;SG
redden	lagrer	redden	lagre	V;NFIN	V;IND;PRS;FIN
redden	sparer	redden	spare	V;NFIN	V;IND;PRS;FIN
eer	ære	eer	ære	N;MASC+FEM;SG	N;INDF;FEM;SG
eer	ære	eer	ære	N;MASC+FEM;SG	N;INDF;FEM;SG
boys	gutter	boys	gutter	N;PL	N;INDF;FEM;PL
boys	guttene	boys	gutt	N;PL	N;DEF;FEM;PL
charlie	charlie	charlie	charlie	N;MASC+FEM;SG	N;INDF;MASC;SG
podium	podiet	podium	podium	N;NEUT;SG	N;DEF;NEUT;SG
podium	scenen	podium	scene	N;NEUT;SG	N;DEF;MASC;SG
podium	stage	podium	stage	N;NEUT;SG	N;INDF;NEUT;SG
drummer	trommis	drummer	trommis	N;MASC+FEM;SG	N;INDF;MASC;SG
drummer	trommeslager	drummer	trommeslag	N;MASC+FEM;SG	N;INDF;FEM;SG
test	test	test	test	N;MASC+FEM;SG	N;INDF;MASC;SG
origineel	originalt	origineel	original	ADJ	ADJ;INDF;NEUT;SG
origineel	opprinnelig	origineel	opprinnelig	ADJ	ADJ;INDF;NEUT;SG
origineel	originale	origineel	original	ADJ	ADJ;PL
origineel	opprinnelige	origineel	opprinnelig	ADJ	ADJ;PL
origineel	original	origineel	original	ADJ	ADJ;INDF;SG
origineel	originals	origineel	originals	ADJ	ADJ;INDF;NEUT;SG
dave	dave	dave	dave	N;MASC+FEM;SG	N;INDF;FEM;SG
verdediging	forsvar	verdediging	forsvar	N;MASC+FEM;SG	N;INDF;NEUT;SG
verdediging	defense	verdediging	defense	N;MASC+FEM;SG	N;INDF;MASC;SG
kopje	cupen	kopje	cup	N;NEUT;SG	N;DEF;MASC;SG
kopje	kopp	kopje	kopp	N;NEUT;SG	N;INDF;MASC;SG
kopje	beger	kopje	bege	N;NEUT;SG	N;INDF;NEUT;SG
kopje	cup	kopje	cup	N;NEUT;SG	N;INDF;NEUT;SG
dordrecht	dordrecht	dordrecht	dordrecht	N;NEUT;SG	N;INDF;MASC;SG
dame	lady	dame	lady	N;MASC+FEM;SG	N;INDF;MASC;SG
dame	damen	dame	dame	N;MASC+FEM;SG	N;DEF;MASC;SG
dame	dame	dame	dame	N;MASC+FEM;SG	N;INDF;FEM;SG
dame	dame	dame	dame	N;MASC+FEM;SG	N;INDF;FEM;SG
draaien	roterer	draaien	rotere	V;NFIN	V;IND;PRS;FIN
draaien	snu	draaien	snu	V;NFIN	V;IMP;NFIN
draaien	skru	draaien	skru	V;NFIN	V;IMP;FIN
bewust	bevisst	bewust	bevisst	ADJ	ADJ;INDF;NEUT;SG
bewust	bevisst	bewust	bevisst	ADJ	ADJ;INDF;NEUT;SG
bewust	bevisste	bewust	bevisst	ADJ	ADJ;PL
peking	beijing	peking	beijing	N;NEUT;SG	N;INDF;FEM;SG
peking	beijing	peking	beijing	N;NEUT;SG	N;INDF;FEM;SG
peking	peking	peking	peking	N;NEUT;SG	N;INDF;FEM;SG
positieve	positivt	positief	positiv	ADJ	ADJ;INDF;NEUT;SG
positieve	positive	positief	positiv	ADJ	ADJ;PL
positieve	positiv	positief	positiv	ADJ	ADJ;INDF;SG
paulo	paulo	paulo	paulo	N;MASC+FEM;SG	N;INDF;MASC;SG
boeren	bøndene	boer	bonde	N;PL	N;DEF;MASC;PL
boeren	bønder	boer	bonde	N;PL	N;INDF;MASC;PL
boeren	bønder	boer	bonde	N;PL	N;INDF;MASC;PL
platen	tallerkener	plaat	tallerken	N;PL	N;INDF;MASC;PL
toestand	situasjon	toestand	situasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
toestand	betingelsen	toestand	betingelse	N;MASC+FEM;SG	N;DEF;MASC;SG
toestand	betingelse	toestand	betingelse	N;MASC+FEM;SG	N;INDF;MASC;SG
toestand	tilstand	toestand	tilstand	N;MASC+FEM;SG	N;INDF;MASC;SG
toestand	stand	toestand	stand	N;MASC+FEM;SG	N;INDF;MASC;SG
oostende	oostende	oostende	oostende	N;MASC+FEM;SG	N;INDF;NEUT;SG
vijftien	femten	vijftien	femten	NUM	NUM;PL
gereden	kjørte	rijden	kjøre	V;V.PTCP	V;IND;PST;FIN
thomson	thomson	thomson	thomson	N;MASC+FEM;SG	N;INDF;MASC;SG
mannetjes	hanner	man	hanne	N;PL	N;INDF;FEM;PL
ernstige	alvorlig	ernstig	alvorlig	ADJ	ADJ;INDF;NEUT;SG
ernstige	alvorlige	ernstig	alvorlig	ADJ	ADJ;PL
ernstige	seriøs	ernstig	seriøs	ADJ	ADJ;INDF;SG
ernstige	alvorlige	ernstig	alvorlig	ADJ	ADJ;PL
ernstige	alvorlig	ernstig	alvorlig	ADJ	ADJ;INDF;NEUT;SG
ernstige	kraftig	ernstig	kraftig	ADJ	ADJ;INDF;NEUT;SG
typisch	typisk	typisch	typisk	ADJ	ADJ;INDF;NEUT;SG
typisch	typiske	typisch	typisk	ADJ	ADJ;PL
eigenlijke	faktiske	eigenlijk	faktisk	ADJ	ADJ;PL
sprint	sprint	sprint	sprint	N;MASC+FEM;SG	N;INDF;MASC;SG
deens	danske	deens	dansk	ADJ	ADJ;PL
liberale	liberale	liberaal	liberal	ADJ	ADJ;PL
liberale	liberal	liberaal	liberal	ADJ	ADJ;INDF;SG
volume	volume	volume	volum	N;NEUT;SG	N;INDF;NEUT;SG
volume	volum	volume	volum	N;NEUT;SG	N;INDF;NEUT;SG
vorming	formasjon	vorming	formasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
vriendin	kjæresten	vriendin	kjæreste	N;MASC+FEM;SG	N;DEF;MASC;SG
vriendin	kjæreste	vriendin	kjæreste	N;MASC+FEM;SG	N;INDF;MASC;SG
vriendin	venninne	vriendin	venninne	N;MASC+FEM;SG	N;INDF;FEM;SG
vriendin	vennen	vriendin	venn	N;MASC+FEM;SG	N;DEF;MASC;SG
vriendin	venninne	vriendin	venninne	N;MASC+FEM;SG	N;INDF;FEM;SG
vriendin	ven	vriendin	ven	N;MASC+FEM;SG	N;INDF;MASC;SG
vriendin	venn	vriendin	vinne	N;MASC+FEM;SG	N;INDF;MASC;SG
stephen	stephen	stephen	stephen	N;SG	N;INDF;MASC;SG
nicolaas	nicholas	nicolaas	nichol	N;MASC+FEM;SG	N
religie	religion	religie	religion	N;MASC+FEM;SG	N;INDF;MASC;SG
religie	religionen	religie	religion	N;MASC+FEM;SG	N;DEF;MASC;SG
robin	rødstrupe	robin	rødstrupe	N;MASC+FEM;SG	N;INDF;FEM;SG
robin	robin	robin	robin	N;MASC+FEM;SG	N;INDF;MASC;SG
waarheid	sannhet	waarheid	sannhet	N;MASC+FEM;SG	N;INDF;MASC;SG
autonome	autonome	autonome	autonom	ADJ	ADJ;PL
figuren	figurer	figuur	figure	N;PL	N;INDF;MASC;PL
transport	transport	transport	transport	N;NEUT;SG	N;INDF;MASC;SG
transport	transport	transport	transport	N;NEUT;SG	N;INDF;MASC;SG
jacobus	james	jacobus	james	N;MASC+FEM;SG	N;INDF;MASC;SG
jacobus	jacobus	jacobus	jacobus	N;MASC+FEM;SG	N;INDF;MASC;SG
graden	grader	graad	grad	N;PL	N;INDF;FEM;PL
interessant	interessante	interessant	interessant	ADJ	ADJ;PL
interessant	interessant	interessant	interessant	ADJ	ADJ;INDF;NEUT;SG
main	main	main	main	N;MASC+FEM;SG	N;INDF;NEUT;SG
main	hoved	main	hoved	N;MASC+FEM;SG	N;INDF;MASC;SG
verkeerd	feil	verkeerd	feil	ADJ	ADJ;INDF;NEUT;SG
federale	føderalt	federaal	føderal	ADJ	ADJ;INDF;NEUT;SG
federale	føderale	federaal	føderal	ADJ	ADJ;PL
federale	føderal	federaal	føderal	ADJ	ADJ;INDF;SG
volgorde	sekvens	volgorde	sekvens	N;MASC+FEM;SG	N;INDF;MASC;SG
sturen	send	sturen	sende	V;NFIN	V;IMP;FIN
wijziging	modifisering	wijziging	modifisering	N;MASC+FEM;SG	N;INDF;FEM;SG
wijziging	tillegget	wijziging	tillegg	N;MASC+FEM;SG	N;DEF;NEUT;SG
wijziging	forandring	wijziging	forandring	N;MASC+FEM;SG	N;INDF;FEM;SG
wijziging	endring	wijziging	endring	N;MASC+FEM;SG	N;INDF;FEM;SG
dochters	døtrene	dochter	dotter	N;PL	N;DEF;FEM;PL
ervaren	opplevde	ervaren	oppleve	V;V.PTCP	V;IND;PST;FIN
vreemde	merkelig	vreemd	merkelig	ADJ	ADJ;INDF;NEUT;SG
vreemde	rart	vreemd	rar	ADJ	ADJ;INDF;NEUT;SG
afkorting	forkortelse	afkorting	forkortelse	N;MASC+FEM;SG	N;INDF;MASC;SG
rudolf	rudolph	rudolf	rudolph	N;MASC+FEM;SG	N;INDF;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;MASC+FEM;SG	N;INDF;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;MASC+FEM;SG	N;INDF;MASC;SG
banden	dekkene	band	dekk	N;PL	N;DEF;FEM;PL
banden	dekkene	band	dekk	N;PL	N;DEF;FEM;PL
banden	båndene	band	bånde	N;PL	N;DEF;FEM;PL
vertrekken	drar	vertrekken	dra	V;NFIN	V;IND;PRS;FIN
ondersteuning	støtte	ondersteuning	støtte	N;MASC+FEM;SG	N;INDF;FEM;SG
ondersteuning	brukerstøtte	ondersteuning	brukerstøtte	N;MASC+FEM;SG	N;INDF;FEM;SG
ondersteuning	support	ondersteuning	support	N;MASC+FEM;SG	N;INDF;MASC;SG
andrew	andrew	andrew	andrew	N;MASC+FEM;SG	N;INDF;MASC;SG
chili	chilli	chili	chilli	N;NEUT;SG	N;INDF;MASC;SG
chili	chili	chili	chili	N;NEUT;SG	N;INDF;MASC;SG
chili	chile	chili	chile	N;NEUT;SG	N;INDF;MASC;SG
conservatorium	konservatoriet	conservatorium	konservatorium	N;NEUT;SG	N;DEF;NEUT;SG
conservatorium	vinterhagen	conservatorium	vinterhage	N;NEUT;SG	N;DEF;MASC;SG
donkere	mørk	donker	mørk	ADJ	ADJ;INDF;SG
donkere	mørkt	donker	mørk	ADJ	ADJ;INDF;NEUT;SG
donkere	mørke	donker	mørk	ADJ	ADJ;PL
nederlaag	nederlag	nederlaag	nederlag	N;MASC+FEM;SG	N;INDF;NEUT;SG
nederlaag	nederlaget	nederlaag	nederlag	N;MASC+FEM;SG	N;DEF;NEUT;SG
conclusie	konklusjon	conclusie	konklusjon	N;MASC+FEM;SG	N;INDF;MASC;SG
conclusie	konklusjonen	conclusie	konklusjon	N;MASC+FEM;SG	N;DEF;MASC;SG
voorwaarden	vilkårene	voorwaarde	vilkår	N;PL	N;DEF;FEM;PL
voorwaarden	betingelsene	voorwaarde	betingelse	N;PL	N;DEF;MASC;PL
voorwaarden	vilkår	voorwaarde	vilkår	N;PL	N;INDF;NEUT;PL
voorwaarden	vilkår	voorwaarde	vilkår	N;PL	N;INDF;NEUT;PL
voorwaarden	betingelsene	voorwaarde	betingelse	N;PL	N;DEF;MASC;PL
ivan	ivan	ivan	ivan	N;MASC+FEM;SG	N;INDF;MASC;SG
stappen	trinnene	stap	trinne	N;PL	N;DEF;FEM;PL
kandidaten	kandidater	kandidaat	kandidat	N;PL	N;INDF;FEM;PL
kandidaten	kandidatene	kandidaat	kandidat	N;PL	N;DEF;FEM;PL
firma	firma	firma	firme	N;MASC+FEM;SG	N;INDF;NEUT;SG
serieus	alvorlig	serieus	alvorlig	ADJ	ADJ;INDF;NEUT;SG
serieus	alvorlige	serieus	alvorlig	ADJ	ADJ;PL
serieus	seriøs	serieus	seriøs	ADJ	ADJ;INDF;SG
serieus	alvorlig	serieus	alvorlig	ADJ	ADJ;INDF;NEUT;SG
serieus	seriøst	serieus	seriøs	ADJ	ADJ;INDF;NEUT;SG
bijen	bier	bij	bie	N;PL	N;INDF;FEM;PL
vergeten	glemmer	vergeten	glemme	V;V.PTCP	V;IND;PRS;FIN
vos	voc	vos	voc	N;MASC+FEM;SG	N;INDF;NEUT;SG
vos	fox	vos	fox	N;MASC+FEM;SG	N
vos	vos	vos	vos	N;MASC+FEM;SG	N;INDF
wetten	lover	wet	lov	N;PL	N;INDF;FEM;PL
planeet	planet	planeet	plan	N;MASC+FEM;SG	N;DEF;NEUT;SG
zeg	sier	zeggen	seie	V;SG;PRS;FIN	V;IND;PRS;FIN
zeg	seie	zeggen	seie	V;SG;PRS;FIN	V;NFIN
atletiek	friidrett	atletiek	friidrett	N;MASC+FEM;SG	N;INDF;MASC;SG
verdwijnen	forsvinner	verdwijnen	forsvinner	V;PL;PRS;FIN	V;IND;PRS;FIN
verdwijnen	forsvinner	verdwijnen	forsvinner	V;PL;PRS;FIN	V;IND;PRS;FIN
verdwijnen	forsvinner	verdwijnen	forsvinner	V;PL;PRS;FIN	V;IND;PRS;FIN
woordenboek	ordbok	woordenboek	ordbok	N;NEUT;SG	N;INDF;FEM;SG
douglas	douglas	douglas	douglas	N;MASC+FEM;SG	N;INDF;MASC;SG
toneel	scenen	toneel	scene	N;NEUT;SG	N;DEF;MASC;SG
toneel	stage	toneel	stage	N;NEUT;SG	N;INDF;NEUT;SG
bezwaar	protesten	bezwaar	protest	N;NEUT;SG	N;DEF;MASC;SG
bezwaar	protest	bezwaar	protest	N;NEUT;SG	N;INDF;MASC;SG
doctor	doktor	doctor	doktor	N;MASC+FEM;SG	N;INDF;FEM;SG
doctor	doktoren	doctor	doktor	N;MASC+FEM;SG	N;DEF;MASC;SG
doctor	lege	doctor	lege	N;MASC+FEM;SG	N;INDF;MASC;SG
doctor	doctor	doctor	doctor	N;MASC+FEM;SG	N
gemeenteraadslid	bystyremedlem	gemeenteraadslid	bystyremedlem	N;NEUT;SG	N;INDF;MASC;SG
zinnen	setninger	zin	setning	N;PL	N;INDF;FEM;PL
drenthe	drenthe	drenth	drenthe	N;MASC+FEM;SG	N;INDF;MASC;SG
israëlische	israelske	israëlisch	israelsk	ADJ	ADJ;PL
israëlische	israelsk	israëlisch	israelsk	ADJ	ADJ;INDF;SG
districten	distrikter	district	distrikt	N;PL	N;INDF;FEM;PL
lokaal	lokalt	lokaal	lokal	ADJ	ADJ;INDF;NEUT;SG
lokaal	lokale	lokaal	lokal	ADJ	ADJ;PL
lokaal	lokalt	lokaal	lokal	ADJ	ADJ;INDF;NEUT;SG
lokaal	lokal	lokaal	lokal	ADJ	ADJ;INDF;SG
gelderland	gelderland	gelderland	gelderland	N;MASC+FEM;SG	N;INDF;MASC;SG
pianist	pianist	pianist	pianist	N;MASC+FEM;SG	N;INDF;MASC;SG
instellingen	innstillinger	instelling	innstilling	N;PL	N;INDF;FEM;PL
instellingen	innstillingene	instelling	innstilling	N;PL	N;DEF;FEM;PL
davie	davie	davie	davie	N;MASC+FEM;SG	N;INDF;MASC;SG
negatieve	negativt	negatief	negativ	ADJ	ADJ;INDF;NEUT;SG
negatieve	negative	negatief	negativ	ADJ	ADJ;PL
negatieve	negativ	negatief	negativ	ADJ	ADJ;INDF;SG
andreas	andreas	andreas	andre	N;MASC+FEM;SG	N;INDF;MASC;SG
gelezen	lese	lezen	lese	V;V.PTCP	V;V.PTCP
gelezen	les	lezen	lese	V;V.PTCP	V;IMP;FIN
bruce	bruce	bruc	bruce	N;MASC+FEM;SG	N;INDF
volle	full	vol	full	ADJ	ADJ;INDF;SG
volle	fullt	vol	full	ADJ	ADJ;INDF;NEUT;SG
besluiten	beslutninger	besluit	beslutning	N;PL	N;INDF;FEM;PL
artikels	artikler	artikel	artikke	N;PL	N;INDF;FEM;PL
benoeming	avtale	benoeming	avtale	N;MASC+FEM;SG	N;INDF;MASC;SG
bewerken	redigere	bewerken	redigere	V;NFIN	V;NFIN
bewerken	redigerer	bewerken	redigere	V;NFIN	V;IND;PRS;FIN
bewerken	redigere	bewerken	redigere	V;NFIN	V;NFIN
norman	norman	norman	norman	N;MASC+FEM;SG	N;INDF;MASC;SG
kortrijk	kortrijk	kortrijk	kortrijk	N;NEUT;SG	N;INDF;MASC;SG
logo	logo	logo	logo	N;NEUT;SG	N;INDF;MASC;SG
herbert	herbert	herberen	herbere	N;MASC+FEM;SG	N;INDF;MASC;SG
cultureel	kulturelle	cultureel	kulturell	ADJ	ADJ;PL
cultureel	kulturell	cultureel	kulturell	ADJ	ADJ;INDF;SG
cultureel	kulturelt	cultureel	kulturell	ADJ	ADJ;INDF;NEUT;SG
maak	lage	maken	lage	V;SG;PRS;FIN	V;NFIN
hoogtepunt	høydepunktet	hoogtepunt	høydepunkt	N;NEUT;SG	N;DEF;NEUT;SG
hoogtepunt	fremheve	hoogtepunt	fremheve	N;NEUT;SG	N;INDF;MASC;SG
hoogtepunt	høydepunkt	hoogtepunt	høydepunkt	N;NEUT;SG	N;INDF;NEUT;SG
hoogtepunt	klimaks	hoogtepunt	klimaks	N;NEUT;SG	N;INDF;NEUT;SG
hoogtepunt	peak	hoogtepunt	peak	N;NEUT;SG	N;INDF;NEUT;SG
abraham	abraham	abraham	abraham	N;MASC+FEM;SG	N;INDF;MASC;SG
rose	rose	rose	rose	N;MASC+FEM;SG	N;INDF;FEM;SG
rechtbank	tinghuset	rechtbank	tinghus	N;MASC+FEM;SG	N;DEF;NEUT;SG
vochtige	fuktig	vochtig	fuktig	ADJ	ADJ;INDF;NEUT;SG
loire	loire	loir	loir	N;MASC+FEM;SG	N;INDF;FEM;SG
gelijke	likestilt	gelijk	likestille	ADJ	ADJ;INDF;SG;V.PTCP
gelijke	like	gelijk	lik	ADJ	ADJ;SG
gelijke	likeverdig	gelijk	likeverdig	ADJ	ADJ;INDF;NEUT;SG
acteurs	aktører	acteur	aktører	N;PL	N;INDF;FEM;PL
behoud	bevaring	behoud	bevaring	N;NEUT;SG	N;INDF;FEM;SG
behoud	bevaring	behoud	bevaring	N;NEUT;SG	N;INDF;FEM;SG
criteria	kriterier	criterium	kriterium	N;PL	N;INDF;NEUT;PL
varianten	varianter	variant	varianter	N;PL	N;INDF;FEM;PL
zand	sand	zand	sand	N;NEUT;SG	N;INDF;MASC;SG
lot	skjebnen	lot	skjebn	N;NEUT;SG	N;DEF;MASC;SG
lot	skjebne	lot	skjebe	N;NEUT;SG	N;INDF;FEM;SG
lot	destiny	lot	destiny	N;NEUT;SG	N
lot	skjebnen	lot	skjebn	N;NEUT;SG	N;DEF;MASC;SG
lot	skjebne	lot	skjebe	N;NEUT;SG	N;INDF;FEM;SG
kopen	kjøpe	kopen	kjøpe	V;NFIN	V;IMP;NFIN
kopen	kjøper	kopen	kjøpe	V;NFIN	V;IND;PRS;FIN
kopen	kjøpe	kopen	kjøpe	V;NFIN	V;IMP;NFIN
zuster	sister	zuster	sister	N;MASC+FEM;SG	N;INDF;MASC;SG
zuster	søster	zuster	søster	N;MASC+FEM;SG	N;INDF;FEM;SG
zuster	syster	zuster	syster	N;MASC+FEM;SG	N;INDF;FEM;SG
zuster	søsteren	zuster	søster	N;MASC+FEM;SG	N;DEF;MASC;SG
zuster	søstera	zuster	søstere	N;MASC+FEM;SG	N;DEF;FEM;SG
zuster	sykepleier	zuster	sykepleie	N;MASC+FEM;SG	N;INDF;MASC;SG
zuster	sykesøster	zuster	sykesøster	N;MASC+FEM;SG	N;INDF;NEUT;SG
andrea	andrea	andrea	andre	N;MASC+FEM;SG	N;INDF;MASC;SG
chen	chen	chen	chen	N;MASC+FEM;SG	N;INDF;SG
gouda	gouda	gouda	goud	N;NEUT;SG	N;DEF;FEM;SG
papier	paper	papier	paper	N;NEUT;SG	N;INDF;MASC;SG
papier	papir	papier	papir	N;NEUT;SG	N;INDF;NEUT;SG
wisten	visste	weten	vite	V;PL;PST;FIN	V;IND;PST;FIN
gas	bensin	gas	bensin	N;NEUT;SG	N;INDF;MASC;SG
gas	gass	gas	gass	N;NEUT;SG	N;INDF;MASC;SG
deelnemen	delta	deelnemen	delta	V;NFIN	V;NFIN
handig	beleilig	handig	beleilig	ADJ	ADJ;INDF;SG
handig	praktisk	handig	praktisk	ADJ	ADJ;INDF;NEUT;SG
handig	praktisk	handig	praktisk	ADJ	ADJ;INDF;NEUT;SG
handig	hendig	handig	hendig	ADJ	ADJ;INDF;NEUT;SG
discussies	tråder	discussie	tråd	N;PL	N;INDF;FEM;PL
miss	frøken	missen	frøken	N;MASC+FEM;SG	N;INDF;FEM;SG
miss	miss	missen	miss	N;MASC+FEM;SG	N;INDF;MASC;SG
giovanni	giovanni	giovanni	giovanni	N;MASC+FEM;SG	N;INDF;MASC;SG
blues	blues	blues	blues	N;MASC+FEM;SG	N;INDF;MASC;SG
toevoeging	tilskudd	toevoeging	tilskudd	N;MASC+FEM;SG	N;INDF;FEM;SG
toevoeging	tillegg	toevoeging	tillegg	N;MASC+FEM;SG	N;INDF;NEUT;SG
bedrag	mengde	bedrag	mengde	N;NEUT;SG	N
bedrag	beløp	bedrag	beløp	N;NEUT;SG	N;INDF;NEUT;SG
danny	danny	danny	danny	N;MASC+FEM;SG	N;INDF;MASC;SG
oblast	oblast	oblast	oblese	N;MASC+FEM;SG	N;INDF;MASC;SG
voorwerpen	gjenstander	voorwerp	gjenstand	N;PL	N;INDF;MASC;PL
voorwerpen	objekter	voorwerp	objekter	N;PL	N;INDF;FEM;PL
voorwerpen	elementer	voorwerp	elementer	N;PL	N;INDF;NEUT;PL
petersburg	petersburg	petersburg	petersburg	N;MASC+FEM;SG	N;INDF;MASC;SG
schmidt	schmidt	schmidt	schmid	N;MASC+FEM;SG	N;INDF;MASC;SG
overeenkomst	enighet	overeenkomst	enighet	N;MASC+FEM;SG	N;INDF;FEM;SG
overeenkomst	avtale	overeenkomst	avtale	N;MASC+FEM;SG	N;INDF;MASC;SG
passagiers	passasjerene	passagier	passasjere	N;PL	N;DEF;FEM;PL
passagiers	passasjerer	passagier	passasjere	N;PL	N;INDF;MASC;PL
voorgesteld	fridde	voorstellen	fri	V;V.PTCP	V;IND;PST;FIN
mexicaanse	meksikansk	mexicaans	meksikansk	ADJ	ADJ;INDF;SG
doelman	keeperen	doelman	keeper	N;MASC+FEM;SG	N;DEF;MASC;SG
doelman	målvakt	doelman	målvakt	N;MASC+FEM;SG	N;INDF;FEM;SG
christendom	kristendommen	christendom	kristendom	N;NEUT;SG	N;DEF;MASC;SG
christendom	kristendom	christendom	kristendom	N;NEUT;SG	N;INDF;MASC;SG
geef	gir	geven	gi	V;SG;PRS;FIN	V;IND;PRS;FIN
geef	gjev	geven	gje	V;SG;PRS;FIN	V;IND;PRS;FIN
geef	gje	geven	gje	V;SG;PRS;FIN	V;IMP;FIN
geef	gi	geven	gi	V;SG;PRS;FIN	V;IMP;FIN
baker	baker	baker	baker	N;MASC+FEM;SG	N;INDF;MASC;SG
tram	trikk	tram	trikk	N;MASC+FEM;SG	N;INDF;MASC;SG
tram	trikken	tram	trikk	N;MASC+FEM;SG	N;DEF;MASC;SG
venetië	venice	venetië	venice	N;NEUT;SG	N
venetië	venezia	venetië	venezie	N;NEUT;SG	N;INDF;MASC;SG
ontslagen	fyrte	ontslaan	fyre	V;V.PTCP	V;IND;PST;FIN
schild	skjold	schild	skjold	N;NEUT;SG	N;INDF;NEUT;SG
ondersoort	underart	ondersoort	underar	N;MASC+FEM;SG	N;INDF;MASC;SG
langere	lenger	lang	lenge	ADJ;CMPR	ADJ;CMPR
langere	lengre	lang	lang	ADJ;CMPR	ADJ;CMPR
langere	lengere	lang	lengere	ADJ;CMPR	ADJ;CMPR
ras	breed	ras	breed	N;NEUT;SG	N;INDF;MASC;SG
ras	rase	ras	rase	N;NEUT;SG	N;INDF;MASC;SG
ras	ras	ras	ras	N;NEUT;SG	N;INDF;NEUT;SG
ras	kappløp	ras	kappløp	N;NEUT;SG	N;INDF;NEUT;SG
ras	rase	ras	rase	N;NEUT;SG	N;INDF;MASC;SG
ras	race	ras	race	N;NEUT;SG	N
commissaris	politisjef	commissaris	politisjef	N;MASC+FEM;SG	N;INDF;MASC;SG
commissaris	kommissær	commissaris	kommissær	N;MASC+FEM;SG	N;INDF;MASC;SG
amersfoort	amersfoort	amersfoort	amersfoort	N;NEUT;SG	N;INDF;MASC;SG
laura	laura	laura	laure	N;MASC+FEM;SG	N;DEF;FEM;SG
fischer	fischer	fischer	fischer	N;MASC+FEM;SG	N;INDF;MASC;SG
bruin	brune	bruin	brune	ADJ	ADJ;PL
bruin	brunt	bruin	brun	ADJ	ADJ;INDF;NEUT;SG
bruin	brun	bruin	brun	ADJ	ADJ;INDF;SG
werkelijk	egentlig	werkelijk	egentlig	ADJ	ADJ;INDF;NEUT;SG
werkelijk	virkelig	werkelijk	virkelig	ADJ	ADJ;INDF;NEUT;SG
vrouwtjes	kvinner	vrouw	kvinne	N;PL	N;INDF;FEM;PL
verjaardag	bursdag	verjaardag	bursdag	N;MASC+FEM;SG	N;INDF;MASC;SG
verjaardag	bursdagen	verjaardag	bursdag	N;MASC+FEM;SG	N;DEF;MASC;SG
verjaardag	fødselsdag	verjaardag	fødselsdag	N;MASC+FEM;SG	N;INDF;MASC;SG
milieu	miljø	milieu	miljø	N;NEUT;SG	N;INDF;NEUT;SG
manieren	måter	manier	måte	N;PL	N;INDF;MASC;PL
toegankelijk	tilgjengelige	toegankelijk	tilgjengelig	ADJ	ADJ;PL
toegankelijk	tilgjengelig	toegankelijk	tilgjengelig	ADJ	ADJ;INDF;NEUT;SG
acties	handlingene	actie	handling	N;PL	N;DEF;FEM;PL
acties	handlinger	actie	handling	N;PL	N;INDF;FEM;PL
communicatie	kommunikasjon	communicatie	kommunikasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
communicatie	kommunikasjon	communicatie	kommunikasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
slachtoffer	fornærmede	slachtoffer	fornærmede	N;NEUT;SG	N;INDF;MASC;SG
platform	plattformen	platform	plattform	N;NEUT;SG	N;DEF;MASC;SG
platform	plattform	platform	plattform	N;NEUT;SG	N;INDF;FEM;SG
diego	diego	diego	diego	N;MASC+FEM;SG	N;INDF;MASC;SG
bay	bukt	bay	bukt	N;MASC+FEM;SG	N;INDF;FEM;SG
