ele	그를	ele	그+를	PRO;NOM;MASC;SG;3	PRO
gravações	레코드	gravação	레코드	N;FEM;PL	N
árbitro	심판	árbitro	심판	N;MASC;SG	N
cadeia	교도소	cadeia	교도소	N;FEM;SG	N
cadeia	감옥	cadeia	감옥	N;FEM;SG	N
cadeia	사슬	cadeia	사슬	N;FEM;SG	N
cadeia	연쇄	cadeia	연쇄	N;FEM;SG	N
orientação	복음	orientação	복음	N;FEM;SG	N
orientação	방향	orientação	방향	N;FEM;SG	N
orientação	지향	orientação	지향	N;FEM;SG	N
funcionários	직원	funcionário	직원	N;MASC;PL	N
funcionários	직원들	funcionário	직원+들	N;MASC;PL	N
documento	문서	documento	문서	N;MASC;SG	N
comitê	위원회	comitê	위원회	N;MASC;SG	N
seriado	직렬	seriado	직렬	N;MASC;SG	N
ausência	부재	ausência	부재	N;FEM;SG	N
destruição	파괴	destruição	파괴	N;FEM;SG	N
casada	결혼	casado	결혼	N;FEM;SG	N
cria	만들기	criar	만들+기	V;IND;SG;3;PRS;FIN	V
salto	점프	salto	점프	N;MASC;SG	N
tela	화면	tela	화면	N;FEM;SG	N
raça	품종	raça	품종	N;FEM;SG	N
raça	인종	raça	인종	N;FEM;SG	N
raça	경쟁	raça	경쟁	N;FEM;SG	N
habilidades	스킬	habilidade	스키+ㄹ	N;FEM;PL	N
habilidades	솜씨	habilidade	솜씨	N;FEM;PL	N
habilidades	능력	habilidade	능력	N;FEM;PL	N
habilidades	기술	habilidade	기술	N;FEM;PL	N
habilidades	실력	habilidade	실력	N;FEM;PL	N
habilidades	스킬	habilidade	스키+ㄹ	N;FEM;PL	N
habilidades	솜씨	habilidade	솜씨	N;FEM;PL	N
papéis	역할	papel	역할	N;MASC;PL	N
papéis	신문	papel	신문	N;MASC;PL	N
carne	고기	carne	고기	N;FEM;SG	N
carne	소고기	carne	소고기	N;FEM;SG	N
carne	육체	carne	육체	N;FEM;SG	N
baixas	사상자	baixa	사상자	N;FEM;PL	N
acontecimentos	이벤트	acontecimento	이벤트	N;MASC;PL	N
acontecimentos	행사	acontecimento	행사	N;MASC;PL	N
marcada	표시됨	marcar	표시+되+ㄴ	V;FEM;SG;V.PTCP	V
tag	태그	tag	태그	N;FEM;SG	N
indígenas	토착	indígena	토착	N;FEM;PL	N
potência	전력	potência	전력	N;FEM;SG	N
potência	권력	potência	권력	N;FEM;SG	N
imigrantes	이민	imigrante	이민	N;MASC;PL	N
imigrantes	이민자	imigrante	이민자	N;MASC;PL	N
vertical	수직	vertical	수직	N;MASC;SG	N
árvores	나무들	árvore	나무+들	N;FEM;PL	N
árvores	나무	árvore	나무	N;FEM;PL	N
assinatura	서명	assinatura	서명	N;FEM;SG	N
assinatura	구독	assinatura	구독	N;FEM;SG	N
assinatura	서명	assinatura	서명	N;FEM;SG	N
metrô	지하철	metrô	지하철	N;MASC;SG	N
metrô	지하철	metrô	지하철	N;MASC;SG	N
partidos	파티	partido	파티	N;MASC;PL	N
alternativa	대안	alternativa	대안	N;FEM;SG	N
exibição	전시	exibição	전시	N;FEM;SG	N
exibição	전시회	exibição	전시회	N;FEM;SG	N
exibição	전시관	exibição	전시관	N;FEM;SG	N
exibição	박람회	exibição	박람회	N;FEM;SG	N
exibição	전시회	exibição	전시회	N;FEM;SG	N
exibição	디스플레이	exibição	디스플레이	N;FEM;SG	N
men	멘트	men	멘트	N;MASC;SG	N
men	남성	men	남성	N;MASC;SG	N
men	남자	men	남자	N;MASC;SG	N
habitats	서식지	habitat	서식지	N;MASC;PL	N
habitats	서식지	habitat	서식지	N;MASC;PL	N
treinamento	훈련	treinamento	훈련	N;MASC;SG	N
treinamento	트레이닝	treinamento	트레이닝	N;MASC;SG	N
publicados	출판됨	publicar	출판+되+ㄴ	V;MASC;PL;V.PTCP	V
extremo	극단	extremo	극단	N;MASC;SG	N
emprego	작업	emprego	작업	N;MASC;SG	N
emprego	일자리	emprego	일자리	N;MASC;SG	N
emprego	직업	emprego	직업	N;MASC;SG	N
emprego	직업	emprego	직업	N;MASC;SG	N
emprego	고용	emprego	고용	N;MASC;SG	N
vendido	팔렸다	vender	팔리+었+다	V;MASC;SG;V.PTCP	V
divisões	분열	divisão	분열	N;FEM;PL	N
recepção	영수증	recepção	영수증	N;FEM;SG	N
recepção	접수	recepção	접수	N;FEM;SG	N
aviões	비행기	avião	비행기	N;MASC;PL	N
aviões	항공기	avião	항공기	N;MASC;PL	N
aviões	비행기	avião	비행기	N;MASC;PL	N
largura	너비	largura	너비	N;FEM;SG	N
componentes	구성요소	componente	구성+요소	N;MASC;PL	N
componentes	부품	componente	부품	N;MASC;PL	N
componentes	성분	componente	성분	N;MASC;PL	N
cemitério	묘지	cemitério	묘지	N;MASC;SG	N
cemitério	묘지	cemitério	묘지	N;MASC;SG	N
petróleo	석유	petróleo	석유	N;MASC;SG	N
permitir	허용하기	permitir	허용+하+기	V;NFIN	V
paixão	열정	paixão	열정	N;FEM;SG	N
humanidade	인류	humanidade	인류	N;FEM;SG	N
humanidade	인류	humanidade	인류	N;FEM;SG	N
song	노래	song	노래	N;MASC;SG	N
aeronaves	항공기	aeronave	항공기	N;FEM;PL	N
citado	인용된	citar	인용+되+ㄴ	V;MASC;SG;V.PTCP	V
correio	편지	correio	편지	N;MASC;SG	N
correio	우편	correio	우편	N;MASC;SG	N
correio	택배	correio	택배	N;MASC;SG	N
orçamento	예산	orçamento	예산	N;MASC;SG	N
concentração	합병	concentração	합병	N;FEM;SG	N
concentração	농도	concentração	농도	N;FEM;SG	N
salas	객실	sala	객실	N;FEM;PL	N
mente	마음	mente	마음	N;FEM;SG	N
artilharia	대포	artilharia	대포	N;FEM;SG	N
transferência	전송	transferência	전송	N;FEM;SG	N
viva	생방송	vivo	생방송	N;FEM;SG	N
intervenção	간섭	intervenção	간섭	N;FEM;SG	N
intervenção	개입	intervenção	개입	N;FEM;SG	N
heart	심장	heart	심장	N;MASC;SG	N
heart	마음	heart	마음	N;MASC;SG	N
altas	높음	alto	높음	ADJ;FEM;PL	ADJ
mecânica	역학	mecânico	역학	N;FEM;SG	N
mecânica	기계	mecânico	기계	N;FEM;SG	N
arquiteto	건축가	arquiteto	건축가	N;MASC;SG	N
arquiteto	건축	arquiteto	건축	N;MASC;SG	N
fluxo	스트림	fluxo	스트림	N;MASC;SG	N
esforço	노력	esforço	노력	N;MASC;SG	N
passos	발자취	passo	발자취	N;MASC;PL	N
passos	단계	passo	단계	N;MASC;PL	N
influências	영향	influência	영향	N;FEM;PL	N
vizinhos	이웃들	vizinho	이웃+들	N;MASC;PL	N
vizinhos	이웃	vizinho	이웃	N;MASC;PL	N
vizinhos	이웃	vizinho	이웃	N;MASC;PL	N
integração	통합	integração	통합	N;FEM;SG	N
transportes	교통수단	transporte	교통+수단	N;MASC;PL	N
transportes	운송	transporte	운송	N;MASC;PL	N
transportes	교통	transporte	교통	N;MASC;PL	N
transportes	교통수단	transporte	교통+수단	N;MASC;PL	N
transportes	운송	transporte	운송	N;MASC;PL	N
transportes	수송	transporte	수송	N;MASC;PL	N
transportes	교통	transporte	교통	N;MASC;PL	N
crimes	범죄	crime	범죄	N;MASC;PL	N
alcançar	도달하기	alcançar	도달+하+기	V;NFIN	V
confederação	연맹	confederação	연맹	N;FEM;SG	N
confederação	연방	confederação	연방	N;FEM;SG	N
monumento	기념물	monumento	기념물	N;MASC;SG	N
monumento	기념비	monumento	기념비	N;MASC;SG	N
discurso	담화	discurso	담화	N;MASC;SG	N
discurso	연설	discurso	연설	N;MASC;SG	N
discurso	음성	discurso	음성	N;MASC;SG	N
telefone	전화	telefone	전화	N;MASC;SG	N
telefone	전화기	telefone	전화기	N;MASC;SG	N
telefone	전화번호	telefone	전화번호	N;MASC;SG	N
telefone	휴대폰	telefone	휴대폰	N;MASC;SG	N
telefone	전화	telefone	전화	N;MASC;SG	N
telefone	전화기	telefone	전화기	N;MASC;SG	N
conservação	보존	conservação	보존	N;FEM;SG	N
conservação	보전	conservação	보전	N;FEM;SG	N
conservação	보존	conservação	보존	N;FEM;SG	N
ameaça	위협	ameaça	위협	N;FEM;SG	N
bíblia	성경	bíblia	성경	N;FEM;SG	N
bíblia	성경	bíblia	성경	N;FEM;SG	N
pergunta	질문	pergunta	질문	N;FEM;SG	N
declaração	성명서	declaração	성명서	N;FEM;SG	N
declaração	진술	declaração	진술	N;FEM;SG	N
declaração	선언	declaração	선언	N;FEM;SG	N
primo	사촌	primo	사촌	N;MASC;SG	N
primo	사촌동생	primo	사촌+동생	N;MASC;SG	N
lenda	전설	lenda	전설	N;FEM;SG	N
vítimas	희생자	vítima	희생자	N;FEM;PL	N
aventura	어드벤처	aventura	어드벤처	N;FEM;SG	N
aventura	모험	aventura	모험	N;FEM;SG	N
pedras	석기	pedra	석기	N;FEM;PL	N
plant	식물	plant	식물	N;MASC;SG	N
plant	식물학	plant	식물학	N;MASC;SG	N
desenhos	설계	desenho	설계	N;MASC;PL	N
aparência	외모	aparência	외모	N;FEM;SG	N
aparência	모양	aparência	모양	N;FEM;SG	N
aparência	출연	aparência	출연	N;FEM;SG	N
comunas	코뮌	comuna	코뮌	N;FEM;PL	N
apresentações	발표	apresentação	발표	N;FEM;PL	N
observação	발언	observação	발언	N;FEM;SG	N
observação	관찰	observação	관찰	N;FEM;SG	N
observação	관측	observação	관측	N;FEM;SG	N
descobrir	찾기	descobrir	찾+기	V;NFIN	V
lagos	호수	lago	호수	N;MASC;PL	N
grão	곡식	grão	곡식	N;MASC;SG	N
confiança	자신감	confiança	자신감	N;FEM;SG	N
confiança	신탁	confiança	신탁	N;FEM;SG	N
habilidade	능력	habilidade	능력	N;FEM;SG	N
habilidade	기술	habilidade	기술	N;FEM;SG	N
habilidade	실력	habilidade	실력	N;FEM;SG	N
habilidade	스킬	habilidade	스키+ㄹ	N;FEM;SG	N
habilidade	솜씨	habilidade	솜씨	N;FEM;SG	N
habilidade	능력	habilidade	능력	N;FEM;SG	N
habilidade	능력자	habilidade	능력자	N;FEM;SG	N
ginástica	체육관	ginástica	체육관	N;FEM;SG	N
ginástica	체조	ginástica	체조	N;FEM;SG	N
sugestões	제안	sugestão	제안	N;FEM;PL	N
açúcar	설탕	açúcar	설탕	N;MASC;SG	N
laboratório	실험실	laboratório	실험실	N;MASC;SG	N
laboratório	연구소	laboratório	연구소	N;MASC;SG	N
laboratório	연구실	laboratório	연구실	N;MASC;SG	N
laboratório	연구실	laboratório	연구실	N;MASC;SG	N
laboratório	실험실	laboratório	실험실	N;MASC;SG	N
drogas	약물	droga	약물	N;FEM;PL	N
drogas	의약품	droga	의약품	N;FEM;PL	N
drogas	약품	droga	약품	N;FEM;PL	N
drogas	마약	droga	마약	N;FEM;PL	N
fases	단계	fase	단계	N;FEM;PL	N
moda	패션	moda	패션	N;FEM;SG	N
doutrina	교리	doutrina	교리	N;FEM;SG	N
inteligência	지능	inteligência	지능	N;FEM;SG	N
space	공간	space	공간	N;MASC;SG	N
space	우주	space	우주	N;MASC;SG	N
escritores	작가	escritor	작가	N;MASC;PL	N
notícia	뉴스	notícia	뉴스	N;FEM;SG	N
notícia	소식	notícia	소식	N;FEM;SG	N
claramente	명백히	claramente	명백+히	ADV	ADV
opiniões	의견	opinião	의견	N;FEM;PL	N
opiniões	의견	opinião	의견	N;FEM;PL	N
instalações	설치	instalação	설치	N;FEM;PL	N
instalações	시설	instalação	시설	N;FEM;PL	N
objetivos	목표	objetivo	목표	N;MASC;PL	N
objetivos	목표	objetivo	목표	N;MASC;PL	N
ligado	연결됨	ligar	연결+되+ㄴ	V;MASC;SG;V.PTCP	V
ligado	연결됨	ligar	연결+되+ㄴ	V;MASC;SG;V.PTCP	V
descreve	설명하기	descrever	설명+하+기	V;IND;SG;3;PRS;FIN	V
marcas	브랜드	marca	브랜드	N;FEM;PL	N
marcas	상표	marca	상표	N;FEM;PL	N
tarefa	작업	tarefa	작업	N;FEM;SG	N
alcance	범위	alcance	범위	N;MASC;SG	N
consciência	양심적	consciência	양심+적	N;FEM;SG	N
consciência	인식	consciência	인식	N;FEM;SG	N
consciência	의식	consciência	의식	N;FEM;SG	N
preço	가격	preço	가격	N;MASC;SG	N
universidades	대학	universidade	대학	N;FEM;PL	N
shopping	쇼핑몰	shopping	쇼핑몰	N;MASC;SG	N
story	이야기	story	이야기	N;MASC;SG	N
story	스토리	story	스토리	N;MASC;SG	N
story	소식	story	소식	N;MASC;SG	N
empate	추첨	empate	추첨	N;MASC;SG	N
ginásio	체육관	ginásio	체육관	N;MASC;SG	N
ginásio	체육관	ginásio	체육관	N;MASC;SG	N
areia	모래시계	areiar	모래+시계	N;FEM;SG	N
períodos	생리	período	생리	N;MASC;PL	N
aprovação	승인	aprovação	승인	N;FEM;SG	N
teclado	키보드	teclado	키보드	N;MASC;SG	N
teclado	키보드	teclado	키보드	N;MASC;SG	N
cavalaria	기병대	cavalaria	기병대	N;FEM;SG	N
cavalaria	기병	cavalaria	기병	N;FEM;SG	N
extinção	대량절멸	extinção	대량절멸	N;FEM;SG	N
extinção	멸종	extinção	멸종	N;FEM;SG	N
lobo	늑대	lobo	늑대	N;MASC;SG	N
dead	사망	dead	사망	N;MASC;SG	N
vídeos	비디오	vídeo	비디오	N;MASC;PL	N
armadas	무장	armar	무장	N;FEM;PL	N
convenção	조약	convenção	조약	N;FEM;SG	N
convenção	협약	convenção	협약	N;FEM;SG	N
regimento	연대	regimento	연대	N;MASC;SG	N
espaços	공간	espaço	공간	N;MASC;PL	N
espaços	공백	espaço	공백	N;MASC;PL	N
garota	소녀	garota	소녀	N;FEM;SG	N
culto	숭배	culto	숭배	N;MASC;SG	N
culto	예배	culto	예배	N;MASC;SG	N
culto	숭배	culto	숭배	N;MASC;SG	N
democracia	민주주의	democracia	민주주의	N;FEM;SG	N
democracia	민주화	democracia	민주화	N;FEM;SG	N
moral	도덕	moral	도덕	N;FEM;SG	N
moral	도덕	moral	도덕	N;FEM;SG	N
moral	도덕성	moral	도덕성	N;FEM;SG	N
moral	도덕	moral	도덕	N;FEM;SG	N
legislativa	입법	legislativo	입법	N;FEM;SG	N
calor	더위	calor	더위	N;MASC;SG	N
atletismo	육상	atletismo	육상	N;MASC;SG	N
irmãs	자매들	irmã	자매+들	N;FEM;PL	N
vítima	희생자	vítima	희생자	N;FEM;SG	N
discutir	토론하기	discutir	토론+하+기	V;NFIN	V
práticas	실습	prática	실습	N;FEM;PL	N
depressão	우울증	depressão	우울증	N;FEM;SG	N
compra	구매	compra	구매	N;FEM;SG	N
compra	구입	compra	구입	N;FEM;SG	N
computadores	컴퓨터	computador	컴퓨터	N;MASC;PL	N
conceitos	개념	conceito	개념	N;MASC;PL	N
dark	어둠	dark	어둠	N;MASC;SG	N
rota	노선	rota	노선	N;FEM;SG	N
microsoft	마이크로소프트	microsoft	마이크로소프트	N;MASC;SG	N
sun	태양	sun	태양	N;MASC;SG	N
cristianismo	기독교	cristianismo	기독교	N;MASC;SG	N
pensar	생각하기	pensar	생각+하+기	V;NFIN	V
trama	플롯	trama	플롯	N;FEM;SG	N
foco	집중	foco	집중	N;MASC;SG	N
foco	포커스	foco	포커스	N;MASC;SG	N
sucessos	성공	sucesso	성공	N;MASC;PL	N
sucessos	성공적	sucesso	성공+적	N;MASC;PL	N
sucessos	성공	sucesso	성공	N;MASC;PL	N
dimensões	차원	dimensão	차원	N;FEM;PL	N
estudante	학생	estudante	학생	N;MASC;SG	N
amizade	우정	amizade	우정	N;FEM;SG	N
amiga	친구	amiga	친구	N;FEM;SG	N
vantagem	혜택	vantagem	혜택	N;FEM;SG	N
peixes	물고기자리	peixe	물고기+자리	N;MASC;PL	N
peixes	물고기	peixe	물고기	N;MASC;PL	N
médicos	의학	médico	의학	N;MASC;PL	N
médicos	의료	médico	의료	N;MASC;PL	N
modalidade	모드	modalidade	모드	N;FEM;SG	N
terror	테러리즘	terror	테러리즘	N;MASC;SG	N
terror	공포	terror	공포	N;MASC;SG	N
terror	테러	terror	테러	N;MASC;SG	N
terror	공포	terror	공포	N;MASC;SG	N
baterista	드러머	baterista	드러데	N;MASC;SG	N
experiências	실험	experiência	실험	N;FEM;PL	N
experiências	경험	experiência	경험	N;FEM;PL	N
experiências	체험	experiência	체험	N;FEM;PL	N
experiências	실험	experiência	실험	N;FEM;PL	N
apresentando	소개합니다	apresentar	소개+하+ㅂ니다	V;V.MSDR	V
moeda	통화	moeda	통화	N;FEM;SG	N
moeda	화폐	moeda	화폐	N;FEM;SG	N
cavaleiros	기사	cavaleiro	기사	N;MASC;PL	N
roupas	의류	roupa	의류	N;FEM;PL	N
roupas	옷이	roupa	옷+이	N;FEM;PL	N
básica	기본	básico	기본	N;FEM;SG	N
básica	기초	básico	기초	N;FEM;SG	N
popularidade	인기	popularidade	인기	N;FEM;SG	N
variação	변동	variação	변동	N;FEM;SG	N
variação	변동이	variação	변동+이	N;FEM;SG	N
variação	변이	variação	변+이	N;FEM;SG	N
democrática	민주당	democrático	민주당	N;FEM;SG	N
spam	스팸	spam	스팸	N;MASC;SG	N
calendário	시간표	calendário	시간표	N;MASC;SG	N
calendário	달력	calendário	달력	N;MASC;SG	N
esforços	노력	esforço	노력	N;MASC;PL	N
esforços	노력	esforço	노력	N;MASC;PL	N
decisões	결정	decisão	결정	N;FEM;PL	N
aulas	강습	aula	강습	N;FEM;PL	N
aulas	레슨	aula	레슨	N;FEM;PL	N
aulas	수업	aula	수업	N;FEM;PL	N
aulas	클래스	aula	클래스	N;FEM;PL	N
aulas	수업	aula	수업	N;FEM;PL	N
juntou	가입했습니다	juntar	가입+하+었+습니다	V;IND;SG;3;PST;FIN	V
definir	정의하기	definir	정의+하+기	V;NFIN	V
contemporânea	현대	contemporâneo	현대	N;FEM;SG	N
técnicos	기술	técnico	기술	N;MASC;PL	N
técnicos	기술적	técnico	기술+적	N;MASC;PL	N
técnicos	기술자	técnico	기술자	N;MASC;PL	N
teorias	이론	teoria	이론	N;FEM;PL	N
teorias	이론	teoria	이론	N;FEM;PL	N
julgamento	심판	julgamento	심판	N;MASC;SG	N
julgamento	재판	julgamento	재판	N;MASC;SG	N
julgamento	판결	julgamento	판결	N;MASC;SG	N
julgamento	판단력	julgamento	판단력	N;MASC;SG	N
julgamento	심판	julgamento	심판	N;MASC;SG	N
games	게임	game	게임	N;MASC;PL	N
sessão	세션	sessão	세션	N;FEM;SG	N
cristão	기독교	cristão	기독교	N;MASC;SG	N
falando	말하기	falar	말하+기	V;V.MSDR	V
heróis	영웅	herói	영웅	N;MASC;PL	N
estratégia	전략	estratégia	전략	N;FEM;SG	N
britânicos	영국인	britânico	영국인	N;MASC;PL	N
eletrônica	일렉트로닉스	eletrônico	일렉트로닉스	N;FEM;SG	N
eletrônica	전자제품	eletrônico	전자제품	N;FEM;SG	N
eletrônica	전자공학	eletrônico	전자공학	N;FEM;SG	N
eletrônica	전자	eletrônico	전자	N;FEM;SG	N
morrer	죽는다	morrer	죽+는다	V;NFIN	V
viagens	여행	viagem	여행	N;FEM;PL	N
journal	학술	journal	학술	N;MASC;SG	N
journal	학술지	journal	학술지	N;MASC;SG	N
journal	저널	journal	저널	N;MASC;SG	N
computação	컴퓨팅	computação	컴퓨팅	N;FEM;SG	N
computação	계산	computação	계산	N;FEM;SG	N
computação	컴퓨팅	computação	컴퓨팅	N;FEM;SG	N
máquinas	기계	máquina	기계	N;FEM;PL	N
máquinas	머신	máquina	머신	N;FEM;PL	N
máquinas	기계	máquina	기계	N;FEM;PL	N
vidas	생명	vida	생명	N;FEM;PL	N
pilotos	운전자	piloto	운전자	N;MASC;PL	N
pilotos	운전사	piloto	운전사	N;MASC;PL	N
pilotos	조종사	piloto	조종사	N;MASC;PL	N
danos	손상	dano	손상	N;MASC;PL	N
ampla	넓은	ampla	넓+ㄴ	ADJ;FEM;SG	ADJ
ampla	넓은	ampla	넓+ㄴ	ADJ;FEM;SG	ADJ
argumentação	논증	argumentação	논증	N;FEM;SG	N
argumentação	논쟁	argumentação	논쟁	N;FEM;SG	N
argumentação	인자	argumentação	인자	N;FEM;SG	N
procurar	찾기	procurar	찾+기	V;NFIN	V
procurar	검색하기	procurar	검색+하+기	V;NFIN	V
agrícola	농업	agrícola	농업	N;MASC;SG	N
agrícola	농지	agrícola	농지	N;MASC;SG	N
professora	교수	professora	교수	N;FEM;SG	N
professora	교수님	professora	교수+님	N;FEM;SG	N
professora	교사	professora	교사	N;FEM;SG	N
professora	스승	professora	스승	N;FEM;SG	N
justificativa	정당화	justificativa	정당화	N;FEM;SG	N
comparação	비교	comparação	비교	N;FEM;SG	N
correto	올바른	correto	올바르+ㄴ	ADJ;MASC;SG	ADJ
colegas	동료들	colega	동료+들	N;MASC;PL	N
colegas	동료들	colega	동료+들	N;MASC;PL	N
escudo	방패	escudo	방패	N;MASC;SG	N
teologia	신학	teologia	신학	N;FEM;SG	N
explicar	설명해	explicar	설명+하+어	V;NFIN	V
explicar	설명하기	explicar	설명+하+기	V;NFIN	V
lutas	투쟁	luta	투쟁	N;FEM;PL	N
herdeiro	상속	herdeiro	상속	N;MASC;SG	N
system	체계	syetir	체계	N;MASC;SG	N
system	시스템	syetir	시스템	N;MASC;SG	N
iluminação	조명	iluminação	조명	N;FEM;SG	N
iluminação	조명	iluminação	조명	N;FEM;SG	N
sobrinho	조카	sobrinho	조카	N;MASC;SG	N
declinação	적위	declinação	적위	N;FEM;SG	N
menina	소녀	menina	소녀	N;FEM;SG	N
apresentador	주최	apresentador	주최	N;MASC;SG	N
republicano	공화당	republicano	공화당	N;MASC;SG	N
violão	기타	violão	기타	N;MASC;SG	N
more	기타	more	기타	N;MASC;SG	N
aventuras	어드벤처	aventura	어드벤처	N;FEM;PL	N
aventuras	모험	aventura	모험	N;FEM;PL	N
aventuras	어드벤처	aventura	어드벤처	N;FEM;PL	N
aventuras	모험	aventura	모험	N;FEM;PL	N
património	문화유산	património	문화유산	N;MASC;SG	N
absoluta	절대적	absoluto	절대+적	N;FEM;SG	N
clássicos	고전주의	clássico	고전주의	N;MASC;PL	N
ritmo	리듬	ritmo	리듬	N;MASC;SG	N
cargos	역할	cargo	역할	N;MASC;PL	N
cerimônia	의식	cerimônia	의식	N;FEM;SG	N
habitat	서식지	habitat	서식지	N;MASC;SG	N
trem	열차	trem	열차	N;MASC;SG	N
corporation	주식회사	corporation	주식회사	N;MASC;SG	N
símbolos	기호	símbolo	기호	N;MASC;PL	N
símbolos	상징	símbolo	상징	N;MASC;PL	N
símbolos	기호	símbolo	기호	N;MASC;PL	N
símbolos	상징	símbolo	상징	N;MASC;PL	N
restante	나머지	restante	나머지	N;MASC;SG	N
soul	영혼	soul	영혼	N;MASC;SG	N
considerar	고려해	considerar	고려+하+어	V;NFIN	V
esquerdo	좌파	esquerdo	좌파	N;MASC;SG	N
transformação	프로세싱	transformação	프로세쉬	N;FEM;SG	N
transformação	처리	transformação	처리	N;FEM;SG	N
transformação	변신	transformação	변신	N;FEM;SG	N
transformação	변환	transformação	변환	N;FEM;SG	N
transformação	변형	transformação	변형	N;FEM;SG	N
infelizmente	불행히도	infelizmente	불행+히+도	ADV	ADV
atmosfera	대기	atmosfera	대기	N;FEM;SG	N
play	재생	play	재생	N;MASC;SG	N
play	연주	play	연주	N;MASC;SG	N
xadrez	체스	xadrez	체스	N;MASC;SG	N
médica	의학	médico	의학	N;FEM;SG	N
médica	의료	médico	의료	N;FEM;SG	N
tendência	추세	tendência	추세	N;FEM;SG	N
tendência	경향	tendência	경향	N;FEM;SG	N
tendência	경향	tendência	경향	N;FEM;SG	N
andar	걷고	andar	걷+고	V;NFIN	V
andar	걷는다	andar	걷+는다	V;NFIN	V
andar	걷기	andar	걷+기	V;NFIN	V
andar	걷기	andar	걷+기	V;NFIN	V
óleo	석유	óleo	석유	N;MASC;SG	N
matemático	수학자	matemático	수학자	N;MASC;SG	N
matemático	수학	matemático	수학	N;MASC;SG	N
nomeação	예약	nomeação	예약	N;FEM;SG	N
amplamente	널리	amplamente	널리	ADV	ADV
itens	상품	item	상품	N;MASC;PL	N
itens	항목	item	항목	N;MASC;PL	N
itens	품목	item	품목	N;MASC;PL	N
itens	아이템	item	아이템	N;MASC;PL	N
filósofo	철학자	filósofo	철학자	N;MASC;SG	N
filósofo	철학	filósofo	철학	N;MASC;SG	N
romênia	루마니아인	romênia	루마니아인	N;FEM;SG	N
aeronave	항공기	aeronave	항공기	N;FEM;SG	N
fale	말하기	falar	말하+기	V;SBJV;SG;3;PRS;FIN	V
circulação	순환	circulação	순환	N;FEM;SG	N
correia	벨트	correia	벨트	N;MASC;SG	N
psicologia	심리학	psicologia	심리학	N;FEM;SG	N
graus	성적	grau	성+적	N;MASC;PL	N
graus	학위	grau	학위	N;MASC;PL	N
definitivamente	확실히	definitivamente	확실+히	ADV	ADV
primeiramente	우선	primeiramente	우선	ADV	ADV
primeiramente	먼저	primeiramente	먼저	ADV	ADV
cerco	포위전	cerco	포위전	N;MASC;SG	N
percussão	타악기	percussão	타악기	N;FEM;SG	N
legenda	자막	legenda	자막	N;FEM;SG	N
legenda	문구	legenda	문구	N;FEM;SG	N
legenda	설명	legenda	설명	N;FEM;SG	N
legenda	자막	legenda	자막	N;FEM;SG	N
legenda	전설	legenda	전설	N;FEM;SG	N
legenda	부제	legenda	부제	N;FEM;SG	N
fenômeno	현상	fenômeno	현상	N;MASC;SG	N
fenômeno	현상	fenômeno	현상	N;MASC;SG	N
cientistas	과학자	cientista	과학자	N;MASC;PL	N
cientistas	과학자	cientista	과학자	N;MASC;PL	N
estatística	통계	estatístico	통계	N;FEM;SG	N
estatística	통계학	estatístico	통계학	N;FEM;SG	N
estatística	통계학	estatístico	통계학	N;FEM;SG	N
estatística	통계	estatístico	통계	N;FEM;SG	N
humor	유머	humor	유머	N;MASC;SG	N
humor	유머	humor	유머	N;MASC;SG	N
estabelecimento	설립	estabelecimento	설립	N;MASC;SG	N
populações	인구	população	인구	N;FEM;PL	N
substituir	바꾸기	substituir	바꾸+기	V;NFIN	V
filhas	딸들	filha	딸+들	N;FEM;PL	N
sons	소리	som	소리	N;MASC;PL	N
sons	아들들	som	아들+들	N;MASC;PL	N
recurso	항소	recurso	항소	N;MASC;SG	N
recurso	자원	recurso	자원	N;MASC;SG	N
recurso	리소스	recurso	리소스	N;MASC;SG	N
fronteiras	경계	fronteira	경계	N;FEM;PL	N
fronteiras	국경	fronteira	국경	N;FEM;PL	N
remoção	제거	remoção	제거	N;FEM;SG	N
aluno	학생	aluno	학생	N;MASC;SG	N
tarefas	작업	tarefa	작업	N;FEM;PL	N
tarefas	태스크	tarefa	태스크	N;FEM;PL	N
ensaio	테스트	ensaio	테스트	N;MASC;SG	N
ensaio	시험	ensaio	시험	N;MASC;SG	N
ensaio	테스트	ensaio	테스트	N;MASC;SG	N
ensaio	검사	ensaio	검사	N;MASC;SG	N
ensaio	시험	ensaio	시험	N;MASC;SG	N
eletrônico	전자	eletrônico	전자	N;MASC;SG	N
receita	처방	receita	처방	N;FEM;SG	N
receita	수익	receita	수익	N;FEM;SG	N
objectos	객체	objecto	객체	N;MASC;PL	N
objectos	개체	objecto	개체	N;MASC;PL	N
objectos	물체	objecto	물체	N;MASC;PL	N
objectos	천체	objecto	천체	N;MASC;PL	N
parar	멈추기	parar	멈추+기	V;NFIN	V
parar	멈추기	parar	멈추+기	V;NFIN	V
lixo	쓰레기	lixo	쓰레+기	N;MASC;SG	N
lixo	휴지통	lixo	휴지통	N;MASC;SG	N
lixo	쓰레기	lixo	쓰레+기	N;MASC;SG	N
lixo	쓰레기	lixo	쓰레+기	N;MASC;SG	N
lixo	쓰레기	lixo	쓰레+기	N;MASC;SG	N
cônsul	영사	cônsul	영사	N;MASC;SG	N
pires	접시	piro	접시	N;MASC;SG	N
