ensino	nastava	ensino	nastava	N	N;NOM;FEM;SG
quinto	peti	quinto	peti	ADJ	ADJ;NOM;MASC;SG
xoguetes	igračka	xoguete	igračka	N	N;NOM;FEM;SG
xoguetes	igračku	xoguete	igračka	N	N;ACC;FEM;SG
xoguetes	igračke	xoguete	igračka	N	N;NOM;FEM;PL
vilas	gradove	vila	grad	N	N;ACC;MASC;PL
vilas	gradovi	vila	grad	N	N;NOM;MASC;PL
vilas	sela	vila	selo	N	N;NOM;NEUT;PL
vilas	selima	vila	selo	N	N;DAT;NEUT;PL
arquivos	datoteke	arquivo	datoteka	N	N;NOM;FEM;PL
arquivos	arhive	arquivo	arhiv	N	N;NOM;FEM;PL
arquivos	arhiv	arquivo	arhiv	N	N;NOM;MASC;SG
arquivos	arhiva	arquivo	arhiv	N	N;NOM;FEM;SG
encargo	narudžba	encargo	narudžba	N	N;NOM;FEM;SG
encargo	poredak	encargo	poredak	N	N;NOM;MASC;SG
asiáticos	azijske	asiático	azijski	ADJ	ADJ;NOM;DEF;FEM;PL
asiáticos	azijski	asiático	azijski	ADJ	ADJ;NOM;DEF;MASC;SG
asiáticos	azijati	asiático	azijati	ADJ	ADJ;NOM;DEF;MASC;PL
factor	čimbenik	factor	čimbenik	N	N;NOM;MASC;SG
factor	faktor	factor	faktor	N	N;NOM;MASC;SG
labor	rad	labor	rad	N	N;NOM;MASC;SG
labor	posao	labor	posao	N	N;NOM;MASC;SG
labor	zadatak	labor	zadatak	N	N;NOM;MASC;SG
queimado	spalio	queimar	spaliti	V	V;MASC;SG;PST;V.PTCP;ACT
perpetua	zivot	perpetuar	zivot	N	N;NOM;MASC;SG
perpetua	život	perpetuar	život	N	N;NOM;MASC;SG
aparencia	pojava	aparencia	pojava	N	N;NOM;FEM;SG
aparencia	izgled	aparencia	izgled	N	N;NOM;MASC;SG
aparencia	pojavljivanje	aparencia	pojavljivanje	N	N;NOM;NEUT;SG
mesas	stolovi	mesa	stol	N	N;NOM;MASC;PL
mesas	stolove	mesa	stol	N	N;ACC;MASC;PL
cinto	remen	cinto	remen	N	N;NOM;MASC;SG
cinto	pojas	cinto	pojas	N	N;NOM;MASC;SG
camiñamos	hodali	camiñar	hodati	V	V;MASC;PL;PST;V.PTCP;ACT
camiñamos	hodao	camiñar	hodati	V	V;MASC;SG;PST;V.PTCP;ACT
camiñamos	hodala	camiñar	hodati	V	V;FEM;SG;PST;V.PTCP;ACT
camiñamos	hodaj	camiñar	hodaj	V	V;IND;SG;2;PRS;FIN
lectura	čitanje	lectura	čitanje	N	N;NOM;NEUT;SG
lectura	čitaj	lectura	čitaj	N	N;NOM;MASC;SG
batallas	bitke	batalla	bitka	N	N;NOM;FEM;PL
batallas	bitaka	batalla	bitak	N	N;NOM;FEM;SG
propietaria	vlasnica	propietaria	vlasnica	N	N;NOM;FEM;SG
propietaria	vlasnika	propietaria	vlasnik	N	N;ANIM;ACC;MASC;SG
propietaria	vlasnik	propietaria	vlasnik	N	N;NOM;MASC;SG
sentou	sjedio	sentar	sjediti	V	V;MASC;SG;PST;V.PTCP;ACT
sentou	sjeo	sentar	sjesti	V	V;MASC;SG;PST;V.PTCP;ACT
mates	matematiku	mate	matematika	N	N;ACC;FEM;SG
mates	matematika	mate	matematika	N	N;NOM;FEM;SG
columnas	kolone	columna	kolona	N	N;NOM;FEM;PL
columnas	stupovi	columna	stup	N	N;NOM;MASC;PL
furgoneta	kombi	furgonetar	kombi	N	N;NOM;MASC;SG
numerosos	mnoge	numeroso	mnogi	ADJ	ADJ;NOM;DEF;FEM;PL
numerosos	mnogi	numeroso	mnogi	ADJ	ADJ;NOM;DEF;MASC;PL
reforma	reforme	reforma	reforma	N	N;NOM;FEM;PL
reforma	reforma	reforma	reforma	N	N;NOM;FEM;SG
reforma	reformu	reforma	reforma	N	N;ACC;FEM;SG
incendio	vatra	incendio	vatra	N	N;NOM;FEM;SG
estuda	prouči	estudar	proučiti	V	V;IND;SG;3;PRS;FIN
estuda	učim	estudar	učiti	V	V;IND;SG;1;PRS;FIN
estuda	uči	estudar	učiti	V	V;IND;SG;3;PRS;FIN
estuda	učiti	estudar	učiti	V	V;NFIN
decepción	razočarenje	decepción	razočarenje	N	N;NOM;NEUT;SG
decepción	razočaranje	decepción	razočaranje	N	N;NOM;NEUT;SG
reportaxe	izvješće	reportaxe	izvješće	N	N;NOM;NEUT;SG
reportaxe	izvještaj	reportaxe	izvještaj	N	N;NOM;MASC;SG
móvese	kreće	móvese	kretati	V	V;IND;SG;3;PRS;FIN
leopardo	leoparda	leopardo	leopard	N	N;GEN;MASC;SG
leopardo	leopard	leopardo	leopard	N	N;NOM;MASC;SG
europea	europski	europeo	europski	ADJ	ADJ;NOM;DEF;MASC;SG
europea	europska	europeo	europski	ADJ	ADJ;NOM;FEM;SG
europea	europske	europeo	europski	ADJ	ADJ;NOM;DEF;FEM;PL
europea	europsko	europeo	europski	ADJ	ADJ;NOM;NEUT;SG
mona	mona	mona	mona	N	N;NOM;FEM;SG
oracións	molitve	oración	molitva	N	N;NOM;FEM;PL
xentes	ljudi	xente	čovjek	N	N;NOM;MASC;PL
radiación	zračenje	radiación	zračenje	N	N;NOM;NEUT;SG
radiación	radijacije	radiación	radijacija	N	N;NOM;FEM;PL
radiación	radijacija	radiación	radijacija	N	N;NOM;FEM;SG
marco	tlo	marco	tlo	N	N;NOM;NEUT;SG
marco	okvir	marco	okvir	N	N;NOM;MASC;SG
marco	marco	marco	marco	N	N;NOM;MASC;SG
agradecer	hvala	agradecer	hvati	V	V;FEM;SG;PST;V.PTCP;ACT
rumbo	kurs	rumbo	kurs	N	N;NOM;MASC;SG
vestíbulo	predvorju	vestíbulo	predvorje	N	N;DAT;NEUT;SG
vestíbulo	predvorje	vestíbulo	predvorje	N	N;NOM;NEUT;SG
vestíbulo	dvorana	vestíbulo	dvorana	N	N;NOM;FEM;SG
vestíbulo	hodnik	vestíbulo	hodnik	N	N;NOM;MASC;SG
ave	ptica	ave	ptica	N	N;NOM;FEM;SG
voa	leti	voar	leti	V	V;IND;SG;3;PRS;FIN
chegado	dođi	chegar	doći	V	V;IMP;SG;2;FIN
brutalidade	brutalnost	brutalidade	brutalnost	N	N;NOM;FEM;SG
brutalidade	brutalnosti	brutalidade	brutalnost	N	N;NOM;FEM;PL
transición	prijelaz	transición	prijelaz	N	N;NOM;MASC;SG
caldeiro	zatvor	caldeiro	zatvor	N	N;NOM;MASC;SG
caldeiro	kantu	caldeiro	kanta	N	N;ACC;FEM;SG
caldeiro	kanta	caldeiro	kanta	N	N;NOM;FEM;SG
atopaba	pronađite	atopar	pronaći	V	V;IMP;PL;2;FIN
atopaba	naći	atopar	naći	V	V;NFIN
atopaba	nađi	atopar	nađi	V	V;IMP;SG;2;FIN
atopaba	pronađi	atopar	pronaći	V	V;IND;SG;2;PRS;FIN
bandas	bendovi	banda	bend	N	N;NOM;MASC;PL
bandas	bendova	banda	bend	N	N;GEN;MASC;PL
delincuencia	zločin	delincuencia	zločin	N	N;NOM;MASC;SG
delincuencia	kriminal	delincuencia	kriminal	N	N;NOM;MASC;SG
capa	plašt	capa	plašt	N	N;NOM;MASC;SG
permitirei	hoce	permitir	hoce	V	V;IND;SG;3;PRS;FIN
permitirei	osvojio	permitir	osvojiti	V	V;MASC;SG;PST;V.PTCP;ACT
permitirei	pobijedio	permitir	pobijediti	V	V;MASC;SG;PST;V.PTCP;ACT
permitirei	pobjedio	permitir	pobjediti	V	V;MASC;SG;PST;V.PTCP;ACT
virei	dođi	virei	doći	V	V;IMP;SG;2;FIN
choras	plakanje	chora	plakanje	N	N;NOM;NEUT;SG
choras	plakati	chora	plakat	N	N;NOM;MASC;PL
municipal	općinske	municipal	općinski	ADJ	ADJ;NOM;DEF;FEM;PL
representantes	predstavnici	representante	predstavnik	N	N;NOM;MASC;PL
representantes	predstavnike	representante	predstavnik	N	N;ACC;MASC;PL
representantes	delegati	representante	delegati	N	N;NOM;MASC;PL
envexa	zavisti	envexa	zavist	N	N;GEN;FEM;PL
envexa	zavist	envexa	zavist	N	N;NOM;FEM;SG
mel	medeni	mel	meden	N	N;NOM;MASC;SG
mel	med	mel	med	N	N;NOM;MASC;SG
mel	dušo	mel	dušo	N	N;NOM;FEM;SG
cuartel	stožer	cuartel	stožer	N	N;NOM;MASC;SG
cuartel	sjedište	cuartel	sjedište	N	N;NOM;NEUT;SG
cuartel	baraka	cuartel	barak	N	N;NOM;FEM;SG
cuartel	barake	cuartel	baraka	N	N;NOM;FEM;PL
afecto	naklonost	afecto	naklonost	N	N;ACC;FEM;SG
afecto	privrženost	afecto	privrženost	N	N;NOM;FEM;SG
mineiros	rudara	mineiro	rudar	N	N;GEN;MASC;PL
mineiros	rudari	mineiro	rudar	N	N;NOM;MASC;PL
coide	vidi	coidar	vidjeti	V	V;IND;SG;3;PRS;FIN
culler	žlica	culler	žlica	N	N;NOM;FEM;SG
disparan	pucaj	disparar	pucaj	V	V;IMP;SG;2;FIN
fianza	jamčevinu	fianza	jamčevina	N	N;ACC;FEM;SG
mantas	deke	manto	dek	N	N;ACC;MASC;PL
pálida	blijeda	pálida	blijed	ADJ	ADJ;NOM;DEF;FEM;SG
continúe	nastavi	continuír	nastaviti	V	V;IND;SG;3;PRS;FIN
serpe	zmija	serpe	zmija	N	N;NOM;FEM;SG
serpe	zmija	serpe	zmija	N	N;NOM;FEM;SG
serpe	snake	serpe	snak	N	N;NOM;MASC;SG
valen	vrijedi	valar	vrijediti	V	V;IND;SG;3;PRS;FIN
proletarios	proletarijata	proletario	proletarijat	N	N;NOM;FEM;SG
bebo	piće	bebo	piće	N	N;NOM;NEUT;SG
abundancia	izobilju	abundancia	izobilje	N	N;DAT;NEUT;SG
abundancia	obilje	abundancia	obilje	N	N;NOM;FEM;SG
pelota	lopta	pelota	lopt	N	N;NOM;FEM;SG
pelota	loptica	pelota	loptica	N	N;NOM;FEM;SG
pelota	loptu	pelota	lopta	N	N;ACC;FEM;SG
pelota	kugla	pelota	kugao	N	N;NOM;FEM;SG
pagaron	platio	pagar	platiti	V	V;MASC;SG;PST;V.PTCP;ACT
cheminea	dimnjak	chemineo	dimnjak	N	N;NOM;MASC;SG
cheminea	dimnjaka	chemineo	dimnjak	N	N;GEN;MASC;SG
criticar	kritizirati	criticar	kritizirati	V	V;NFIN
patrulla	patrola	patrulla	patrola	N	N;NOM;FEM;SG
patrulla	patrole	patrulla	patrola	N	N;NOM;FEM;PL
patrulla	ophodnja	patrulla	ophodnja	N	N;NOM;FEM;SG
salta	skok	salta	skok	N	N;NOM;MASC;SG
rematará	hoce	rematar	hoce	V	V;IND;SG;3;PRS;FIN
traidores	izdajice	traidor	izdajica	N	N;NOM;FEM;PL
traidores	izdajnici	traidor	izdajnik	N	N;NOM;MASC;PL
desexas	želite	desexa	željeti	V	V;IND;PL;2;PRS;FIN
desexas	želim	desexa	željeti	V	V;IND;SG;1;PRS;FIN
milicia	milicije	milicia	milicija	N	N;NOM;FEM;PL
milicia	milicija	milicia	milicija	N	N;NOM;FEM;SG
serea	sirena	ser	siren	N	N;NOM;FEM;SG
serea	udarac	ser	udarac	N	N;NOM;MASC;SG
chamando	zovem	chamar	zvati	V	V;IND;SG;1;PRS;FIN
comerciantes	trgovci	comerciante	trgovac	N	N;NOM;MASC;PL
comerciantes	trgovci	comerciante	trgovac	N	N;NOM;MASC;PL
varón	mužjak	varón	mužjak	N	N;NOM;MASC;SG
varón	muškarac	varón	muškarac	N	N;NOM;MASC;SG
varón	dečko	varón	dečko	N	N;NOM;MASC;SG
varón	momak	varón	momak	N	N;NOM;MASC;SG
varón	dječak	varón	dječak	N	N;NOM;MASC;SG
indio	indijanac	indio	indijanac	N	N;NOM;MASC;SG
indio	indijanci	indio	indijanac	N	N;NOM;MASC;PL
berce	kolijevku	berce	kolijevka	N	N;ACC;FEM;SG
berce	kolijevka	berce	kolijevka	N	N;NOM;FEM;SG
traficante	diler	traficante	diler	N	N;NOM;MASC;SG
traficante	trgovac	traficante	trgovac	N	N;NOM;MASC;SG
reféns	taoci	refén	taok	N	N;NOM;MASC;PL
dios	bog	dio	bog	N	N;NOM;MASC;SG
dios	sake	dio	sak	N	N;NOM;FEM;PL
dios	isus	dio	isus	N	N;NOM;MASC;SG
frota	flote	frota	flota	N	N;NOM;FEM;PL
frota	flota	frota	flota	N	N;NOM;FEM;SG
celoso	ljubomorna	celoso	ljubomoran	ADJ	ADJ;NOM;DEF;FEM;SG
celoso	ljubomorni	celoso	ljubomoran	ADJ	ADJ;NOM;DEF;MASC;SG
seo	seo	seo	seo	N	N;NOM;MASC;SG
mercadorías	dobara	mercadoría	dobro	N	N;NOM;NEUT;PL
mercadorías	robe	mercadoría	roba	N	N;NOM;FEM;PL
mercadorías	robu	mercadoría	roba	N	N;ACC;FEM;SG
mercadorías	roba	mercadoría	roba	N	N;NOM;FEM;SG
anano	patuljka	anano	patuljka	N	N;ACC;MASC;SG
anano	patuljak	anano	patuljak	N	N;NOM;MASC;SG
anano	covjek	anano	covjek	N	N;NOM;MASC;SG
anano	čovjek	anano	čovjek	N	N;NOM;MASC;SG
anano	čovek	anano	čovek	N	N;NOM;MASC;SG
gueto	geta	gueto	geta	N	N;GEN;MASC;SG
gueto	geto	gueto	geto	N	N;NOM;MASC;SG
esmeralda	esmeralda	esmeraldar	esmerald	N	N;NOM;FEM;SG
impulso	puls	impulso	puls	N	N;NOM;MASC;SG
impulso	nagon	impulso	nagon	N	N;NOM;MASC;SG
corán	kuran	corán	kuran	N	N;NOM;MASC;SG
corán	kur	corán	kur	N	N;NOM;MASC;SG
rifles	puške	rifle	puška	N	N;NOM;FEM;PL
parei	zaustavio	parei	zaustaviti	V	V;MASC;SG;PST;V.PTCP;ACT
parei	prestalo	parei	prestati	V	V;NEUT;SG;PST;V.PTCP;ACT
parei	stao	parei	stati	V	V;MASC;SG;PST;V.PTCP;ACT
procedemento	postupak	procedemento	postupak	N	N;NOM;MASC;SG
procedemento	procedura	procedemento	procedura	N	N;NOM;FEM;SG
procedemento	zahvat	procedemento	zahvat	N	N;NOM;MASC;SG
procedemento	procedure	procedemento	procedura	N	N;NOM;FEM;PL
custo	cijena	custo	cijena	N	N;NOM;FEM;SG
custo	trošak	custo	trošak	N	N;NOM;MASC;SG
custo	troškovi	custo	trošak	N	N;NOM;MASC;PL
aforros	uštede	aforro	ušteda	N	N;NOM;FEM;PL
aforros	ušteđevinu	aforro	ušteđevina	N	N;ACC;FEM;SG
previr	spriječi	previr	spriječiti	V	V;IND;SG;3;PRS;FIN
previr	spriječiti	previr	spriječiti	V	V;NFIN
chiste	šala	chistir	šali	N	N;NOM;FEM;SG
tigre	tigrica	tigre	tigrica	N	N;NOM;FEM;SG
tigre	tigar	tigre	tigar	N	N;NOM;MASC;SG
crecen	rastu	crecer	rasti	V	V;IND;PL;3;PRS;FIN
crecen	rasti	crecer	rasti	V	V;NFIN
crecen	dobiti	crecer	dobiti	V	V;NFIN
tradución	prijevod	tradución	prijevod	N	N;NOM;MASC;SG
colectivo	kolektiv	colectivo	kolektiv	N	N;NOM;MASC;SG
instintos	instinkti	instinto	instinkt	N	N;NOM;MASC;PL
instintos	instinkte	instinto	instinkt	N	N;ACC;MASC;PL
básicos	osnovno	básico	osnovno	ADJ	ADJ;NOM;DEF;NEUT;SG
básicos	osnovne	básico	osnovan	ADJ	ADJ;NOM;DEF;FEM;PL
básicos	osnovni	básico	osnovan	ADJ	ADJ;NOM;DEF;MASC;SG
alimentación	hrane	alimentación	hrana	N	N;NOM;FEM;PL
alimentación	hrana	alimentación	hrana	N	N;NOM;FEM;SG
alimentación	odjeća	alimentación	odjeća	N	N;NOM;FEM;SG
loitas	borba	loita	borba	N	N;NOM;FEM;SG
bunker	bunker	bunker	bunker	N	N;NOM;MASC;SG
bunker	bunkera	bunker	bunker	N	N;ACC;MASC;SG
bunker	bunkere	bunker	bunker	N	N;ACC;MASC;PL
básico	osnovno	básico	osnovno	ADJ	ADJ;NOM;DEF;NEUT;SG
básico	osnovne	básico	osnovan	ADJ	ADJ;NOM;DEF;FEM;PL
básico	osnovni	básico	osnovan	ADJ	ADJ;NOM;DEF;MASC;SG
defensores	branitelji	defensor	branitelj	N	N;NOM;MASC;PL
axencias	agencije	axencia	agencija	N	N;NOM;FEM;PL
axencias	agencijama	axencia	agencija	N	N;INS;FEM;PL
axencias	agencije	axencia	agencija	N	N;NOM;FEM;PL
axencias	agencija	axencia	agencija	N	N;NOM;FEM;SG
pausa	stanka	pausa	stanka	N	N;NOM;FEM;SG
pausa	pauza	pausa	pauz	N	N;NOM;FEM;SG
celas	ćelije	cela	ćelija	N	N;NOM;FEM;PL
celas	stanice	cela	stanica	N	N;NOM;FEM;PL
alfombra	tepih	alfombra	tepih	N	N;NOM;MASC;SG
alfombra	tepih	alfombra	tepih	N	N;NOM;MASC;SG
visións	vizije	visión	vizjeti	N	N;NOM;FEM;PL
visións	vizijama	visión	vizija	N	N;INS;FEM;PL
reacciona	reagira	reaccionar	reagirati	V	V;IND;SG;3;PRS;FIN
reacciona	reagira	reaccionar	reagirati	V	V;IND;SG;3;PRS;FIN
conceptos	koncepti	concepto	koncept	N	N;NOM;MASC;PL
empregar	koristi	empregar	koristiti	V	V;IND;SG;3;PRS;FIN
empregar	iskoristi	empregar	iskoristiti	V	V;IND;SG;3;PRS;FIN
empregar	upotrijebi	empregar	upotrijebiti	V	V;IND;SG;3;PRS;FIN
oposición	opozicija	oposición	opozicija	N	N;NOM;FEM;SG
oposición	oporba	oposición	oporba	N	N;NOM;FEM;SG
oposición	protivljenje	oposición	protivljenje	N	N;NOM;NEUT;SG
buraco	rupu	buraco	rupa	N	N;ACC;FEM;SG
buraco	rupa	buraco	rupa	N	N;NOM;FEM;SG
inevitable	neizbježan	inevitable	neizbježan	ADJ	ADJ;NOM;INDF;MASC;SG
inevitable	neizbježna	inevitable	neizbježan	ADJ	ADJ;NOM;DEF;FEM;SG
elevado	visok	elevado	visok	ADJ	ADJ;NOM;INDF;MASC;SG
elevado	visoka	elevado	visok	ADJ	ADJ;NOM;DEF;FEM;SG
direccións	smjer	dirección	smjer	N	N;NOM;MASC;SG
direccións	pravac	dirección	pravac	N	N;NOM;MASC;SG
direccións	smjeru	dirección	smjer	N	N;DAT;MASC;SG
situacións	situacije	situación	situacija	N	N;NOM;FEM;PL
odia	mrzim	odia	mrziti	V	V;IND;SG;1;PRS;FIN
odia	mrzi	odia	mrza	V	V;IND;SG;3;PRS;FIN
afectan	utjecati	afectar	utjecati	V	V;NFIN
facerte	napraviti	facerte	napraviti	V	V;NFIN
facerte	napravi	facerte	napraviti	V	V;IND;SG;3;PRS;FIN
continúan	nastavi	continuar	nastaviti	V	V;IND;SG;3;PRS;FIN
tentarei	pokušajte	tentar	pokušati	V	V;IMP;PL;2;FIN
tentarei	dobiti	tentar	dobiti	V	V;NFIN
prioridade	prioritet	prioridade	prioritet	N	N;NOM;MASC;SG
descuberto	otkrio	descuberto	otkriti	V	V;MASC;SG;PST;V.PTCP;ACT
pensabamos	mislio	pensabar	misliti	V	V;MASC;SG;PST;V.PTCP;ACT
revistas	magazin	revista	magazin	N	N;NOM;MASC;SG
revistas	časopis	revista	časopis	N	N;NOM;MASC;SG
revistas	časopise	revista	časopis	N	N;ACC;MASC;PL
revistas	časopisi	revista	časopis	N	N;NOM;MASC;PL
bocas	usta	boca	usta	N	N;NOM;NEUT;SG
lograr	dobiti	lograr	dobiti	V	V;NFIN
lograr	napraviti	lograr	napraviti	V	V;NFIN
lograr	napravi	lograr	napraviti	V	V;IND;SG;3;PRS;FIN
distinguir	razlikovati	distinguir	razlikovati	V	V;NFIN
lagos	lagos	lago	lagos	N	N;NOM;MASC;SG
lagos	jezera	lago	jezero	N	N;NOM;NEUT;PL
recentes	nedavne	recente	nedavan	ADJ	ADJ;NOM;DEF;FEM;PL
recentes	nedavna	recente	nedavan	ADJ	ADJ;NOM;DEF;FEM;SG
recentes	nedavni	recente	nedavan	ADJ	ADJ;NOM;DEF;MASC;PL
certificado	certifikat	certificado	certifikat	N	N;NOM;MASC;SG
certificado	potvrde	certificado	potvrditi	N	N;NOM;FEM;PL
certificado	potvrda	certificado	potvrda	N	N;NOM;FEM;SG
pipa	cijev	pipa	cijev	N	N;NOM;FEM;SG
pipa	cijevi	pipa	cijev	N	N;NOM;FEM;PL
conversas	razgovore	converso	razgovor	N	N;ACC;MASC;PL
conversas	razgovori	converso	razgovor	N	N;NOM;MASC;PL
conversas	razgovorima	converso	razgovor	N	N;INS;MASC;PL
vivendas	domovi	vivenda	dom	N	N;NOM;MASC;SG
vivendas	domove	vivenda	dom	N	N;ACC;MASC;PL
radical	radikalne	radical	radikalan	ADJ	ADJ;NOM;FEM;PL
radical	radikalna	radical	radikalan	ADJ	ADJ;NOM;DEF;FEM;SG
obesidade	pretilosti	obesidade	pretilost	N	N;NOM;FEM;PL
prosperidade	prosperitet	prosperidade	prosperitet	N	N;NOM;MASC;SG
prosperidade	blagostanje	prosperidade	blagostanje	N	N;NOM;NEUT;SG
exilio	egzilu	exilio	egzil	N	N;DAT;MASC;SG
palma	dlan	palma	dlan	N	N;NOM;MASC;SG
relativamente	relativno	relativamente	relativno	ADV	ADV
cordas	žice	corda	Žica	N	N;NOM;FEM;PL
órganos	organe	órgano	organ	N	N;ACC;MASC;PL
órganos	organa	órgano	organ	N	N;GEN;MASC;SG
órganos	organi	órgano	organ	N	N;NOM;MASC;PL
decatarse	shvatiti	decatarse	shvatiti	V	V;NFIN
decatarse	primijetio	decatarse	primijetiti	V	V;MASC;SG;PST;V.PTCP;ACT
penicilina	penicilin	penicilinar	penicilin	N	N;NOM;MASC;SG
funcións	funkcije	función	funkcija	N	N;NOM;FEM;PL
domina	dominira	domina	dominirati	V	V;IND;SG;3;PRS;FIN
modernos	moderni	moderno	moderan	ADJ	ADJ;NOM;DEF;MASC;SG
modernos	moderna	moderno	moderan	ADJ	ADJ;NOM;DEF;FEM;SG
modernos	moderne	moderno	moderan	ADJ	ADJ;NOM;DEF;FEM;PL
colonial	kolonijalni	colonial	kolonijalan	ADJ	ADJ;NOM;DEF;MASC;SG
exceso	višak	exceso	višak	N	N;NOM;MASC;SG
ostras	kamenice	ostra	kamenica	N	N;NOM;FEM;PL
ostras	mrvica	ostra	mrvica	N	N;NOM;FEM;SG
ostras	mrvice	ostra	mrvica	N	N;NOM;FEM;PL
ocupados	zauzet	ocupado	zauzeti	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
ocupados	zauzeto	ocupado	zauzeto	ADJ	ADJ;NOM;DEF;NEUT;SG
cascos	kacige	casco	kaciga	N	N;NOM;FEM;PL
botóns	dugmad	botóns	dugmad	N	N;NOM;FEM;SG
afirmación	priopćenje	afirmación	priopćenje	N	N;NOM;NEUT;SG
afirmación	izjavu	afirmación	izjava	N	N;ACC;FEM;SG
afirmación	izjava	afirmación	izjava	N	N;NOM;FEM;SG
afirmación	afirmacija	afirmación	afirmacija	N	N;NOM;FEM;SG
champaña	šampanjac	champaña	šampanjac	N	N;NOM;MASC;SG
lanzou	bacio	lanzar	baciti	V	V;MASC;SG;PST;V.PTCP;ACT
nalgo	nesto	nalgo	nesto	N	N;NOM;NEUT;SG
agricultura	poljoprivreda	agricultura	poljoprivreda	N	N;NOM;FEM;SG
agricultura	poljoprivredu	agricultura	poljoprivreda	N	N;ACC;FEM;SG
agricultura	poljoprivrede	agricultura	poljoprivreda	N	N;NOM;FEM;PL
agricultura	poljoprivredi	agricultura	poljoprivreda	N	N;DAT;FEM;SG
ratos	miševi	rato	miš	N	N;NOM;MASC;PL
ratos	štakori	rato	štakor	N	N;NOM;MASC;PL
dispoñible	dostupno	dispoñible	dostupan	ADJ	ADJ;NOM;DEF;NEUT;SG
dispoñible	dostupan	dispoñible	dostupan	ADJ	ADJ;NOM;MASC;SG
dispoñible	dostupne	dispoñible	dostupan	ADJ	ADJ;NOM;DEF;FEM;PL
dispoñible	dostupna	dispoñible	dostupan	ADJ	ADJ;NOM;DEF;FEM;SG
dispoñible	dostupni	dispoñible	dostupan	ADJ	ADJ;NOM;DEF;MASC;PL
plataforma	platforma	plataforma	platforma	N	N;NOM;FEM;SG
plataforma	platformu	plataforma	platforma	N	N;ACC;FEM;SG
celebración	proslava	celebración	proslava	N	N;NOM;FEM;SG
celebración	slavlje	celebración	slavlje	N	N;NOM;NEUT;SG
soubera	znao	soubera	znati	V	V;MASC;SG;PST;V.PTCP;ACT
soubera	znati	soubera	znati	V	V;NFIN
provén	proizlazi	prover	proizlaziti	V	V;IND;SG;3;PRS;FIN
avós	djedova	avó	djed	N	N;GEN;MASC;PL
namorada	volim	namorar	voljeti	V	V;IND;SG;1;PRS;FIN
demasiadas	mnoge	demasiadas	mnogi	ADJ	ADJ;NOM;DEF;FEM;PL
demasiadas	mnogi	demasiadas	mnogi	ADJ	ADJ;NOM;DEF;MASC;PL
dígoo	samo	dígoo	samo	ADV	ADV
evidencias	dokazi	evidencia	dokaz	N	N;NOM;MASC;PL
evidencias	dokaz	evidencia	dokaz	N	N;NOM;MASC;SG
secundaria	visok	secundario	visok	ADJ	ADJ;NOM;INDF;MASC;SG
secundaria	visoka	secundario	visok	ADJ	ADJ;NOM;DEF;FEM;SG
secundaria	školski	secundario	školski	ADJ	ADJ;NOM;DEF;MASC;SG
secundaria	školska	secundario	školski	ADJ	ADJ;NOM;DEF;FEM;SG
secundaria	sekundarni	secundario	sekundaran	ADJ	ADJ;NOM;DEF;MASC;SG
primas	materijale	prima	materijal	N	N;ACC;MASC;PL
primas	materijal	prima	materijal	N	N;NOM;MASC;SG
primas	materijali	prima	materijal	N	N;NOM;MASC;PL
seguín	otišao	seguir	otići	V	V;MASC;SG;PST;V.PTCP;ACT
seguín	slijedio	seguir	slijediti	V	V;MASC;SG;PST;V.PTCP;ACT
seguín	pratio	seguir	pratiti	V	V;MASC;SG;PST;V.PTCP;ACT
seguín	zadržao	seguir	zadržati	V	V;MASC;SG;PST;V.PTCP;ACT
mercou	kupio	mercar	kupiti	V	V;MASC;SG;PST;V.PTCP;ACT
mercou	kupila	mercar	kupiti	V	V;FEM;SG;PST;V.PTCP;ACT
escritores	pisce	escritor	pisac	N	N;ACC;MASC;PL
escritores	pisci	escritor	pisac	N	N;NOM;MASC;PL
universidades	sveučilišta	universidade	sveučilište	N	N;NOM;NEUT;PL
universidades	fakultet	universidade	fakultet	N	N;NOM;MASC;SG
universidades	sveučilište	universidade	sveučilište	N	N;NOM;NEUT;SG
calcetíns	čarape	calcetíns	čarapa	N	N;NOM;FEM;PL
calcetíns	čarapa	calcetíns	čarapa	N	N;NOM;FEM;SG
buscamos	gledam	buscar	gledati	V	V;IND;SG;1;PRS;FIN
buscamos	gleda	buscar	gledati	V	V;IND;SG;3;PRS;FIN
anual	godišnja	anual	godišnji	ADJ	ADJ;NOM;DEF;FEM;SG
anual	godišnji	anual	godišnji	ADJ	ADJ;NOM;DEF;MASC;SG
partidos	zabave	partido	zabava	N	N;NOM;FEM;PL
partidos	stranke	partido	stranka	N	N;NOM;FEM;PL
partidos	podudaranja	partido	podudaranje	N	N;NOM;NEUT;PL
partidos	šibice	partido	šibica	N	N;NOM;FEM;PL
necesarias	neophodna	necesario	neophodan	ADJ	ADJ;NOM;DEF;FEM;SG
necesarias	potrebno	necesario	potreban	ADJ	ADJ;NOM;DEF;NEUT;SG
necesarias	neophodno	necesario	neophodan	ADJ	ADJ;NOM;DEF;NEUT;SG
posiblemente	eventualno	posible	eventualno	ADV	ADV
delicado	osjetljivo	delicar	osjetljiv	ADJ	ADJ;NOM;DEF;NEUT;SG
delicado	osjetljiva	delicar	osjetljiv	ADJ	ADJ;NOM;DEF;FEM;SG
