geprüft	zkontroloval	prüfen	zkontrolovat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
effekte	účinky	effekt	účinek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
effekte	vlivy	effekt	vliv	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
versenkt	potopil	versenken	potopit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
versenkt	potopila	versenken	potopit	V;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
bekämpfung	boj	bekämpfung	boj	N;SG	N;INAN;NOM;MASC;SG;POS
stetig	stabilní	stetig	stabilní	ADJ	ADJ;NOM;MASC;SG;POS
kontinuierlich	nepřetržité	kontinuierlich	nepřetržitý	ADJ	ADJ;NOM;NEUT;SG;NEG
kontinuierlich	kontinuální	kontinuierlich	kontinuální	ADJ	ADJ;NOM;MASC;SG;POS
kontinuierlich	nepřetržitý	kontinuierlich	přetržitý	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
kontinuierlich	průběžné	kontinuierlich	průběžný	ADJ	ADJ;NOM;MASC;PL;POS
gleise	plošiny	gleis	plošin	N	N;NOM;FEM;PL;POS
gleise	nástupiště	gleis	nástupiště	N	N;NOM;NEUT;SG;POS
gleise	platformy	gleis	platforma	N	N;NOM;FEM;PL;POS
gleise	tratě	gleis	trať	N	N;NOM;FEM;PL;POS
gleise	stopy	gleis	stopa	N	N;NOM;FEM;PL;POS
gleise	skladby	gleis	skladba	N	N;NOM;FEM;PL;POS
gleise	koleje	gleis	kolej	N	N;NOM;FEM;PL;POS
erobert	dobyl	erobern	dobýt	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
erobert	dobýt	erobern	dobýt	V;V.PTCP	V;POS;NFIN
anfänge	začátky	anfangen	začátek	N;NOM	N;INAN;NOM;MASC;PL;POS
malte	namaloval	malen	namalovat	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
geographischen	geografické	geographisch	geografický	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
öffnung	úvodní	öffnung	úvodní	ADJ;SG	ADJ;NOM;MASC;SG;POS
lateinisch	latinské	lateinisch	latinský	ADJ	ADJ;NOM;NEUT;SG;POS
betreuung	podporu	betreuung	podpora	N;SG	N;ACC;FEM;SG;POS
betreuung	podpory	betreuung	podpora	N;SG	N;NOM;FEM;SG;POS
betreuung	podpora	betreuung	podpora	N;SG	N;NOM;FEM;SG;POS
betreuung	dohled	betreuung	dohled	N;SG	N;INAN;NOM;MASC;SG;POS
betreuung	dozor	betreuung	dozor	N;SG	N;INAN;NOM;MASC;SG;POS
betreuung	péče	betreuung	péče	N;SG	N;NOM;FEM;SG;POS
betreuung	péči	betreuung	péče	N;SG	N;ACC;FEM;SG;POS
objektiv	objektivní	objektiv	objektivní	ADJ	ADJ;NOM;MASC;SG;POS
personenverkehr	cestující	personenverkehr	cestující	ADJ	ADJ;ANIM;IPFV;NOM;MASC;PL;POS;PRS;V.PTCP;ACT
studiert	studovala	studieren	studovat	V;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
studiert	studoval	studieren	studovat	V;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
richtungen	směry	richtung	směr	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
schmalen	úzká	schmal	úzký	ADJ	ADJ;NOM;FEM;SG;POS
schmalen	úzké	schmal	úzký	ADJ	ADJ;NOM;MASC;SG;POS
schmalen	úzký	schmal	úzký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
schmalen	štíhlá	schmal	štíhlý	ADJ	ADJ;NOM;FEM;SG;POS
stausee	přehrada	stausen	přehrada	N;SG	N;NOM;FEM;SG;POS
stausee	dam	stausen	dáma	N;SG	N;NOM;FEM;SG;POS
stausee	hráz	stausen	hráz	N;SG	N;NOM;FEM;SG;POS
stausee	přehradu	stausen	přehrada	N;SG	N;ACC;FEM;SG;POS
stausee	jezero	stausen	jezero	N;SG	N;NOM;NEUT;SG;POS
stausee	přehrada	stausen	přehrada	N;SG	N;NOM;FEM;SG;POS
stausee	nádrž	stausen	nádrž	N;SG	N;NOM;FEM;SG;POS
hochladen	nahrát	hochladen	nahrát	V;NFIN	V;POS;NFIN
hochladen	nahrajte	hochladen	nahratit	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
begangen	spáchal	begehen	spáchat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ansätze	přístupy	ansätzen	přístup	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
wirft	vrhá	werfen	vrhat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wirft	obviní	werfen	obvinit	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
wirft	obviňuje	werfen	obviňovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wirft	vyvolává	werfen	vyvolávat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wirft	zvyšuje	werfen	zvyšovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wirft	hází	werfen	házet	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wirft	hodí	werfen	hodit	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
fühlt	cítí	fühlen	cítit	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
gerettet	zachránil	retten	zachránit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
gerettet	zachránil	retten	zachránit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ignoriert	ignorovat	ignorieren	ignorovat	V;V.PTCP	V;IPFV;POS;NFIN
ignoriert	ignoroval	ignorieren	ignorovat	V;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
ignoriert	ignorovali	ignorieren	ignorovat	V;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
ignoriert	ignoruje	ignorieren	ignorovat	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
überwachung	dohled	überwachung	dohled	N;SG	N;INAN;NOM;MASC;SG;POS
überwachung	dozor	überwachung	dozor	N;SG	N;INAN;NOM;MASC;SG;POS
überwachung	sledování	überwachung	sledování	N;SG	N;NOM;NEUT;SG;POS
überwachung	monitorování	überwachung	monitorování	N;SG	N;NOM;NEUT;SG;POS
überwachung	monitor	überwachung	monitor	N;SG	N;INAN;NOM;MASC;SG;POS
überwachung	dohled	überwachung	dohled	N;SG	N;INAN;NOM;MASC;SG;POS
überwachung	dozor	überwachung	dozor	N;SG	N;INAN;NOM;MASC;SG;POS
überwachung	sledování	überwachung	sledování	N;SG	N;NOM;NEUT;SG;POS
überwachung	dohled	überwachung	dohled	N;SG	N;INAN;NOM;MASC;SG;POS
überwachung	dozor	überwachung	dozor	N;SG	N;INAN;NOM;MASC;SG;POS
achter	osmá	acht	osmý	ADJ	ADJ;NOM;FEM;SG
achter	osmé	acht	osmý	ADJ	ADJ;NOM;NEUT;SG;POS
achter	osmý	acht	osmý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
chinesisch	čínsko	chinesisch	čínský	ADJ	ADJ;POS
chinesisch	čínský	chinesisch	čínský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
chinesisch	čínská	chinesisch	čínský	ADJ	ADJ;NOM;FEM;SG;POS
chinesisch	čínské	chinesisch	čínský	ADJ	ADJ;NOM;NEUT;SG;POS
verlangen	požadovat	verlangen	požadovat	V;NFIN	V;IPFV;POS;NFIN
verlangen	vyžadují	verlangen	vyžadovat	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
verlangen	vyžadovat	verlangen	vyžadovat	V;NFIN	V;IPFV;POS;NFIN
schreibe	psát	schreibe	psát	V;IND;SG;3;PRS;FIN	V;POS;NFIN
schreibe	napsat	schreibe	napsat	V;IND;SG;3;PRS;FIN	V;POS;NFIN
angemessen	vhodný	angemessen	vhodný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
angemessen	vhodná	angemessen	vhodný	ADJ	ADJ;NOM;FEM;SG;POS
angemessen	vhodné	angemessen	vhodný	ADJ	ADJ;NOM;NEUT;SG;POS
angemessen	přiměřené	angemessen	přiměřený	ADJ	ADJ;NOM;NEUT;SG;POS
angemessen	přiměřená	angemessen	přiměřený	ADJ	ADJ;NOM;FEM;SG;POS
angemessen	přiměřený	angemessen	přiměřený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
angemessen	adekvátní	angemessen	adekvátní	ADJ	ADJ;NOM;MASC;SG;POS
angemessen	rozumná	angemessen	rozumný	ADJ	ADJ;NOM;FEM;SG;POS
angemessen	přiměřené	angemessen	přiměřený	ADJ	ADJ;NOM;NEUT;SG;POS
angemessen	rozumný	angemessen	rozumný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
angemessen	přiměřený	angemessen	přiměřený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
angemessen	rozumné	angemessen	rozumný	ADJ	ADJ;NOM;NEUT;SG;POS
drehen	otočit	drehen	otočit	V;NFIN	V;PFV;POS;NFIN
drehen	otočit	drehen	otočit	V;NFIN	V;PFV;POS;NFIN
drehen	proměnit	drehen	proměnit	V;NFIN	V;PFV;POS;NFIN
angeben	uveďte	angeben	uvést	V;V.PTCP	V;PFV;IMP;PL;2;POS;FIN
angeben	chlubit	angeben	chlubit	V;V.PTCP	V;IPFV;POS;NFIN
angeben	specifikovat	angeben	specifikovat	V;V.PTCP	V;POS;NFIN
angeben	uveďte	angeben	uvést	V;V.PTCP	V;PFV;IMP;PL;2;POS;FIN
angeben	upřesnit	angeben	upřesnit	V;V.PTCP	V;PFV;POS;NFIN
theoretische	teoretické	theoretisch	teoretický	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
umwandlung	přepočet	umwandlung	přepočet	N;SG	N;INAN;NOM;MASC;SG;POS
umwandlung	přeměna	umwandlung	přeměna	N;SG	N;NOM;FEM;SG;POS
umwandlung	konverze	umwandlung	konverze	N;SG	N;NOM;FEM;SG;POS
umwandlung	konverzi	umwandlung	konverze	N;SG	N;ACC;FEM;SG;POS
umwandlung	proměna	umwandlung	proměna	N;SG	N;NOM;FEM;SG;POS
umwandlung	přeměna	umwandlung	přeměna	N;SG	N;NOM;FEM;SG;POS
umwandlung	transformace	umwandlung	transformace	N;SG	N;NOM;FEM;SG;POS
ansiedlung	vypořádání	ansiedlung	vypořádání	N;SG	N;NOM;NEUT;SG;POS
ansiedlung	zúčtování	ansiedlung	zúčtování	N;SG	N;NOM;NEUT;SG;POS
ansiedlung	vyrovnání	ansiedlung	vyrovnání	N;SG	N;NOM;NEUT;SG;POS
ansiedlung	urovnání	ansiedlung	urovnání	N;SG	N;NOM;NEUT;SG;POS
gestiftet	daroval	stiften	darovat	V;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
gestiftet	přispěli	stiften	přispět	V;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
gestiftet	darovali	stiften	darovat	V;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
bezahlt	platí	bezahlen	platit	V;V.PTCP	V;IND;SG;3;POS;PRS;FIN;ACT
bezahlt	vyplácí	bezahlen	vyplácet	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
bezahlt	zaplatil	bezahlen	zaplatit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
hinterlassen	opustit	hinterlassen	opustit	V;V.PTCP	V;PFV;POS;NFIN
hinterlassen	odejít	hinterlassen	odejít	V;V.PTCP	V;POS;NFIN
reguläre	pravidelné	regulär	pravidelný	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
dekan	deane	dekan	deane	N	N;NOM;MASC;SG;POS
dekan	děkan	dekan	děkan	N	N;ANIM;NOM;MASC;SG;POS
konzepte	pojmy	konzepn	pojem	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
konzepte	koncepty	konzepn	koncept	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
ganzes	celý	ganz	celý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
ganzes	celá	ganz	celý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
ganzes	celé	ganz	celý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
heiliger	svatí	heilig	svať	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
heiliger	svatých	heilig	svatý	ADJ	ADJ;ANIM;GEN;MASC;PL;POS
heiliger	svaté	heilig	svatý	ADJ	ADJ;NOM;NEUT;SG;POS
heiliger	svatý	heilig	svatý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
heiliger	svaté	heilig	svatý	ADJ	ADJ;NOM;NEUT;SG;POS
heiliger	svatá	heilig	svatý	ADJ	ADJ;NOM;FEM;SG;POS
heiliger	svatý	heilig	svatý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
heiliger	svatá	heilig	svatý	ADJ	ADJ;NOM;FEM;SG;POS
heiliger	posvátný	heilig	posvátný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
heiliger	posvátné	heilig	posvátný	ADJ	ADJ;NOM;NEUT;SG;POS
heiliger	posvátná	heilig	posvátný	ADJ	ADJ;NOM;FEM;SG;POS
beibehalten	udržujte	beibehalten	udržovat	V;V.PTCP	V;PFV;IMP;PL;2;POS;FIN
beibehalten	zachovat	beibehalten	zachovat	V;V.PTCP	V;POS;NFIN
beibehalten	zachovávat	beibehalten	zachovávat	V;V.PTCP	V;IPFV;POS;NFIN
beibehalten	zachovat	beibehalten	zachovat	V;V.PTCP	V;POS;NFIN
beibehalten	udržovat	beibehalten	udržovat	V;V.PTCP	V;IPFV;POS;NFIN
österreicher	rakouský	österreicher	rakouský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
österreicher	rakouské	österreicher	rakouský	ADJ	ADJ;NOM;NEUT;SG;POS
stürzte	havaroval	stürzen	havarovat	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
stürzte	zkolaboval	stürzen	zkolabovat	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
kannte	věděl	kennen	vědět	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
einverstanden	souhlasím	einverstanden	souhlasit	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
einverstanden	souhlasit	einverstanden	souhlasit	V;NFIN	V;IPFV;POS;NFIN
löst	řeší	lösen	řešit	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
löst	spouští	lösen	spouštět	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
löst	spustí	lösen	spustit	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
soziales	společenské	sozial	společenský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
soziales	sociální	sozial	sociální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
soziales	společenský	sozial	společenský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
soziales	společenská	sozial	společenský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
reformen	reformovat	reformen	reformovat	V;NFIN	V;PFV;POS;NFIN
sklaven	otroci	sklaven	otrok	N;PL	N;ANIM;NOM;MASC;PL;POS
sklaven	otroky	sklaven	otrok	N;PL	N;ANIM;INS;MASC;PL;POS
individuelle	upravené	individuell	upravený	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
fair	spravedlivý	fair	spravedlivý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
fair	férové	fair	férový	ADJ	ADJ;NOM;NEUT;SG;POS
fair	spravedlivé	fair	spravedlivý	ADJ	ADJ;NOM;NEUT;SG;POS
scheitern	selhat	scheitern	selhat	V;NFIN	V;POS;NFIN
scheitern	selhává	scheitern	selhávat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
scheitern	nedaří	scheitern	dařit	V;NFIN	V;IPFV;IND;SG;3;NEG;PRS;FIN;ACT
aussieht	vypadá	aussehen	vypadat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
erwerben	získat	erwerben	získat	V;NFIN	V;PFV;POS;NFIN
erwerben	nabýt	erwerben	nabýt	V;NFIN	V;POS;NFIN
reagieren	zareagovat	reagieren	zareagovat	V;NFIN	V;PFV;POS;NFIN
reagieren	reagovat	reagieren	reagovat	V;NFIN	V;IPFV;POS;NFIN
reagieren	odpovědět	reagieren	odpovědět	V;NFIN	V;POS;NFIN
reagieren	reagovat	reagieren	reagovat	V;NFIN	V;IPFV;POS;NFIN
entsprechender	odpovídající	entsprechend	odpovídající	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
ausgewählte	vybrané	ausgewählt	vybraný	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
britisch	britská	britisch	britský	ADJ	ADJ;NOM;FEM;SG;POS
britisch	britský	britisch	britský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
britisch	british	britisch	british	ADJ	ADJ;POS
britisch	britské	britisch	britský	ADJ	ADJ;NOM;MASC;SG;POS
entdecken	prozkoumat	entdecken	prozkoumat	V;NFIN	V;PFV;POS;NFIN
entdecken	detekovat	entdecken	detekovat	V;NFIN	V;IPFV;POS;NFIN
entdecken	objevit	entdecken	objevit	V;NFIN	V;PFV;POS;NFIN
entdecken	objevovat	entdecken	objevovat	V;NFIN	V;IPFV;POS;NFIN
auffällig	okázalé	auffällig	okázalý	ADJ	ADJ;NOM;NEUT;SG;POS
auffällig	nápadný	auffällig	nápadný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
auffällig	nápadné	auffällig	nápadný	ADJ	ADJ;NOM;NEUT;PL;POS
auffällig	zarážející	auffällig	zarážející	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT
wortes	slovo	wort	slovo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
jederzeit	pokaždé	jederzeit	pokaždé	ADV	ADV
jederzeit	kdykoliv	jederzeit	kdykoliv	ADV	ADV
jederzeit	kdykoli	jederzeit	kdykoliv	ADV	ADV
gefallenen	padlé	gefallen	padlý	ADJ;PL	ADJ;NOM;MASC;PL;POS
gedenkstätte	pamětní	gedenkstätte	pamětní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
modellen	vzory	modell	vzor	N;PL	N;INAN;NOM;MASC;PL;POS
modellen	modely	modell	model	N;PL	N;INAN;NOM;MASC;PL;POS
modellen	modelky	modell	modelka	N;PL	N;NOM;FEM;PL;POS
modellen	modelů	modell	model	N;PL	N;INAN;GEN;MASC;PL;POS
gesendet	poslal	senden	poslat	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
gesendet	zveřejnil	senden	zveřejnit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
anleitung	pokyn	anleitung	pokyn	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
anleitung	návod	anleitung	návod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
anleitung	manuál	anleitung	manuál	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
anleitung	příručka	anleitung	příručka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
anleitung	výuka	anleitung	výuka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
anleitung	tutoriál	anleitung	tutoriál	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
anleitung	návod	anleitung	návod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
zwang	donutil	zwingen	donutit	V;SG;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
kürzer	kratší	kurz	krátký	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
türme	věže	türm	věž	N;NOM;PL	N;NOM;FEM;PL;POS
türme	věže	türm	věž	N;NOM;PL	N;NOM;FEM;PL;POS
hut	hut	hun	hut	N;SG	N;NOM;MASC;SG;POS
hut	chatrč	hun	chatrč	N;SG	N;NOM;MASC;SG;POS
hut	čepice	hun	čepice	N;SG	N;NOM;FEM;SG;POS
hut	klobouček	hun	klobouček	N;SG	N;INAN;NOM;MASC;SG;POS
hut	čepice	hun	čepice	N;SG	N;NOM;FEM;SG;POS
hut	klobouk	hun	klobouk	N;SG	N;INAN;NOM;MASC;SG;POS
kommerziellen	komerční	kommerziell	komerční	ADJ	ADJ;NOM;FEM;SG;POS
kommerziellen	obchodní	kommerziell	obchodní	ADJ	ADJ;NOM;MASC;SG;POS
bestände	zásoby	beständen	zásoba	N;NOM	N;NOM;FEM;PL;POS
bestände	zásoby	beständen	zásoba	N;NOM	N;NOM;FEM;PL;POS
bestände	akcie	beständen	akcie	N;NOM	N;NOM;FEM;PL;POS
bestände	zásoba	beständen	zásoba	N;NOM	N;NOM;FEM;SG;POS
bestände	stavy	beständen	stav	N;NOM	N;INAN;NOM;MASC;PL;POS
bestände	inventář	beständen	inventář	N;NOM	N;INAN;NOM;MASC;SG;POS
bestände	stáda	beständen	stádo	N;NOM	N;NOM;NEUT;PL;POS
weswegen	proč	weswegen	proč	ADV	ADV
beeinflussen	ovlivnit	beeinflussen	ovlivnit	V;NFIN	V;PFV;POS;NFIN
beeinflussen	postihují	beeinflussen	postihovat	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
beeinflussen	ovlivnit	beeinflussen	ovlivnit	V;NFIN	V;PFV;POS;NFIN
ermitteln	vyšetřuje	ermitteln	vyšetřovat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ermitteln	prošetřit	ermitteln	prošetřit	V;NFIN	V;PFV;POS;NFIN
ermitteln	vyšetřovat	ermitteln	vyšetřovat	V;NFIN	V;IPFV;POS;NFIN
ermitteln	vyšetřit	ermitteln	vyšetřit	V;NFIN	V;PFV;POS;NFIN
ermitteln	detekovat	ermitteln	detekovat	V;NFIN	V;IPFV;POS;NFIN
ermitteln	identifikovat	ermitteln	identifikovat	V;NFIN	V;POS;NFIN
aktueller	současné	aktuell	současný	ADJ	ADJ;NOM;NEUT;SG;POS
aktueller	aktuální	aktuell	aktuální	ADJ	ADJ;NOM;MASC;SG;POS
aktueller	současná	aktuell	současný	ADJ	ADJ;NOM;FEM;SG;POS
aktueller	současný	aktuell	současný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
landete	přistálo	landen	přistát	V;IND;SG;3;PST;FIN	V;NEUT;SG;POS;PST;V.PTCP;ACT
landete	přistál	landen	přistát	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
schoss	zastřelil	schießen	zastřelit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
klassiker	klasického	klassik	klasický	ADJ	ADJ;ANIM;GEN;MASC;SG;POS
klassiker	klasický	klassik	klasický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
klassiker	klasické	klassik	klasický	ADJ	ADJ;NOM;MASC;SG;POS
klassiker	klasická	klassik	klasický	ADJ	ADJ;NOM;FEM;SG;POS
klassiker	klasické	klassik	klasický	ADJ	ADJ;NOM;MASC;SG;POS
klassiker	klasická	klassik	klasický	ADJ	ADJ;NOM;FEM;SG;POS
klassiker	klasický	klassik	klasický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
erfordert	vyžaduje	erfordern	vyžadovat	V;SG;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
lehren	učit	lehren	učit	V;NFIN	V;IPFV;POS;NFIN
äußersten	nejvzdálenější	äußer	vzdálený	ADJ	ADJ;NOM;RL;MASC;SG;POS
äußersten	nejvzdálenějších	äußer	vzdálený	ADJ	ADJ;GEN;RL;MASC;PL;POS
ostseite	východní	ostseite	východní	ADJ	ADJ;NOM;FEM;SG;POS
höfe	farmy	hofen	farma	N;NOM;PL	N;NOM;FEM;PL;POS
höfe	soudy	hofen	soud	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
ungarisch	maďarská	ungarisch	maďarský	ADJ	ADJ;NOM;FEM;SG;POS
ungarisch	maďarský	ungarisch	maďarský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
ungarisch	maďarské	ungarisch	maďarský	ADJ	ADJ;NOM;MASC;SG;POS
tool	nástroj	tool	nástroj	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
tool	nářadí	tool	nářadí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
glatt	prosté	glatt	prostý	ADJ	ADJ;NOM;NEUT;SG;POS
glatt	prostá	glatt	prostý	ADJ	ADJ;NOM;FEM;SG;POS
glatt	prostý	glatt	prostý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
glatt	hladká	glatt	hladký	ADJ	ADJ;NOM;FEM;SG;POS
glatt	hladký	glatt	hladký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
glatt	hladké	glatt	hladký	ADJ	ADJ;NOM;NEUT;SG;POS
beauftragte	zadal	beauftragen	zadat	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
erwerb	akvizice	erwerben	akvizice	N	N;NOM;FEM;SG;POS
erwerb	nabytí	erwerben	nabytí	N	N;NOM;NEUT;SG;POS
erwerb	nákupu	erwerben	nákup	N	N;INAN;GEN;MASC;SG;POS
erwerb	koupě	erwerben	koupě	N	N;NOM;FEM;SG;POS
erwerb	nákup	erwerben	nákup	N	N;INAN;NOM;MASC;SG;POS
erwerb	pořízení	erwerben	pořízení	N	N;NOM;NEUT;SG;POS
erwerb	získávání	erwerben	získávání	N	N;NOM;NEUT;SG;POS
erwerb	akvizice	erwerben	akvizice	N	N;NOM;FEM;SG;POS
erwerb	získání	erwerben	získání	N	N;NOM;NEUT;SG;POS
erwerb	nabytí	erwerben	nabytí	N	N;NOM;NEUT;SG;POS
niedriger	dolní	niedrig	dolní	ADJ	ADJ;NOM;FEM;SG;POS
niedriger	nižší	niedrig	nízký	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
niedriger	spodní	niedrig	spodní	ADJ	ADJ;NOM;MASC;SG;POS
portugiesischer	portugalské	portugiesisch	portugalský	ADJ	ADJ;NOM;NEUT;SG;POS
portugiesischer	portugalská	portugiesisch	portugalský	ADJ	ADJ;NOM;FEM;SG;POS
bittet	žádá	bitten	žádat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
bittet	prosit	bitten	prosit	V;IND;SG;3;PRS;FIN	V;POS;NFIN
apostolischen	apoštolská	apostolisch	apoštolský	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
erlauben	povolit	erlauben	povolit	V;NFIN	V;PFV;POS;NFIN
erlauben	umožnit	erlauben	umožnit	V;NFIN	V;PFV;POS;NFIN
erlauben	povolit	erlauben	povolit	V;NFIN	V;PFV;POS;NFIN
erlauben	umožnit	erlauben	umožnit	V;NFIN	V;PFV;POS;NFIN
erlauben	povolit	erlauben	povolit	V;NFIN	V;PFV;POS;NFIN
gescheitert	selhal	scheitern	selhat	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
