και	et	και	et	CONJ	CONJ
πετρελαίου	pétrole	πετρέλαιο	pétrole	N;GEN;NEUT;SG	N;MASC;SG
πετρελαίου	pétrole	πετρέλαιο	pétrole	N;GEN;NEUT;SG	N;MASC;SG
ακρωτήριο	cape	ακρωτήριο	cape	N;NOM;NEUT;SG	N;FEM;SG
ακρωτήριο	cap	ακρωτήριο	cap	N;NOM;NEUT;SG	N;MASC;SG
μέτρησης	mesurage	μέτρηση	mesurage	N;GEN;FEM;SG	N;MASC;SG
μέτρησης	mesure	μέτρηση	mesure	N;GEN;FEM;SG	N;FEM;SG
μπάλα	boule	μπάλα	boule	N;NOM;FEM;SG	N;FEM;SG
μπάλα	balle	μπάλα	balle	N;NOM;FEM;SG	N;FEM;SG
μπάλα	ballon	μπάλα	ballon	N;NOM;FEM;SG	N;MASC;SG
ξεκινώντας	démarrer	ξεκινώ	démarrer	V;IPFV;V.CVB;ACT	V;NFIN
διαστήματα	intervalles	διάστημα	intervalle	N;NOM;NEUT;PL	N;MASC;PL
συνεχείς	continus	συνεχής	continu	ADJ;NOM;FEM;PL	ADJ;MASC;PL
επισκέπτες	visiteurs	επισκέπτης	visiteur	N;NOM;MASC;PL	N;MASC;PL
επισκέπτες	hôtes	επισκέπτης	hôte	N;NOM;MASC;PL	N;MASC;PL
ορίζει	stipule	ορίζω	stipuler	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ορίζει	définit	ορίζω	définir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
συσκευή	appareil	συσκευή	appareil	N;NOM;FEM;SG	N;MASC;SG
συσκευή	dispositif	συσκευή	dispositif	N;NOM;FEM;SG	N;MASC;SG
συσκευή	périphérique	συσκευή	périphérique	N;NOM;FEM;SG	N;MASC;SG
συσκευή	appareil	συσκευή	appareil	N;NOM;FEM;SG	N;MASC;SG
συσκευή	appareillage	συσκευή	appareillage	N;NOM;FEM;SG	N;MASC;SG
απαιτήσεις	exigences	απαίτηση	exigence	N;NOM;FEM;PL	N;FEM;PL
απαιτήσεις	prescriptions	απαίτηση	prescription	N;NOM;FEM;PL	N;FEM;PL
απαιτήσεις	exigences	απαίτηση	exigence	N;NOM;FEM;PL	N;FEM;PL
απαιτήσεις	réclamations	απαίτηση	réclamation	N;NOM;FEM;PL	N;FEM;PL
απαιτήσεις	créances	απαίτηση	créance	N;NOM;FEM;PL	N;FEM;PL
απαιτήσεις	allégations	απαίτηση	allégation	N;NOM;FEM;PL	N;FEM;PL
απαιτήσεις	revendications	απαίτηση	revendication	N;NOM;FEM;PL	N;FEM;PL
υδρογόνο	hydrogène	υδρογόνο	hydrogène	N;NOM;NEUT;SG	N;MASC;SG
πρόποδες	contreforts	πρόποδος	contrefort	N;NOM;MASC;PL	N;MASC;PL
εβραίοι	juives	εβραίος	juif	ADJ;NOM;MASC;PL	ADJ;FEM;PL
κατάρρευση	répartition	κατάρρευση	répartition	N;ACC;FEM;SG	N;FEM;SG
κατάρρευση	décomposition	κατάρρευση	décomposition	N;ACC;FEM;SG	N;FEM;SG
κατάρρευση	ventilation	κατάρρευση	ventilation	N;ACC;FEM;SG	N;FEM;SG
κατάρρευση	effondrement	κατάρρευση	effondrement	N;ACC;FEM;SG	N;MASC;SG
κινείται	bouger	κινώ	bouger	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;NFIN
κινείται	déménager	κινώ	déménager	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;NFIN
εισήχθη	introduit	εισάγω	introduire	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
εισήχθη	admise	εισάγω	admettre	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
εισήχθη	avoué	εισάγω	avouer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
εισήχθη	admis	εισάγω	admettre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
επιχείρημα	argumentation	επιχείρημα	argumentation	N;NOM;NEUT;SG	N;FEM;SG
επιχείρημα	dispute	επιχείρημα	dispute	N;NOM;NEUT;SG	N;FEM;SG
επιχείρημα	argument	επιχείρημα	argument	N;NOM;NEUT;SG	N;MASC;SG
χρήσεις	usages	χρήση	usage	N;NOM;FEM;PL	N;MASC;PL
χρήσεις	utilisations	χρήση	utilisation	N;NOM;FEM;PL	N;FEM;PL
τομέας	secteur	τομέας	secteur	N;NOM;MASC;SG	N;MASC;SG
μετατροπή	conversion	μετατροπή	conversion	N;ACC;FEM;SG	N;FEM;SG
μετατροπή	reconversion	μετατροπή	reconversion	N;ACC;FEM;SG	N;FEM;SG
αστρονόμος	astronome	αστρονόμος	astronome	N;NOM;MASC;SG	N;MASC;SG
γεωγραφικά	géographiquement	γεωγραφικά	géographiquement	ADV	ADV
αικατερίνη	catherine	αικατερίνος	catherine	N;NOM;FEM;SG	N;FEM;SG
επιχειρήματα	arguments	επιχείρημα	argument	N;NOM;NEUT;PL	N;MASC;PL
ανθολογία	anthologie	ανθολογία	anthologie	N;NOM;FEM;SG	N;FEM;SG
φρουρά	garde	φρουρά	garde	N;ACC;FEM;SG	N;FEM;SG
φρουρά	gardien	φρουρά	gardien	N;ACC;FEM;SG	N;MASC;SG
προσωπικότητες	personnalités	προσωπικότητα	personnalité	N;NOM;FEM;PL	N;FEM;PL
εκπομπές	émissions	εκπομπή	émission	N;NOM;FEM;PL	N;FEM;PL
εκπομπές	emissions	εκπομπή	emission	N;NOM;FEM;PL	N;FEM;PL
όπλο	arme	όπλο	arme	N;NOM;NEUT;SG	N;FEM;SG
όπλο	fusil	όπλο	fusil	N;NOM;NEUT;SG	N;MASC;SG
όπλο	pistolet	όπλο	pistolet	N;NOM;NEUT;SG	N;MASC;SG
όπλο	arme	όπλο	arme	N;NOM;NEUT;SG	N;FEM;SG
όπλο	revolver	όπλο	revolver	N;NOM;NEUT;SG	N;MASC;SG
γραμμένο	ecrit	γραμμένος	ecrire	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
γραμμένο	écrite	γραμμένος	écrire	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
γραμμένο	écrit	γραμμένος	écrire	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
πέτρα	pierre	πέτρο	pierre	N;NOM;FEM;SG	N;FEM;SG
πέτρα	rock	πέτρο	rock	N;NOM;FEM;SG	N;MASC;SG
δολοφονήθηκε	assassiné	δολοφονώ	assassiner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δολοφονήθηκε	tué	δολοφονώ	tuer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δολοφονήθηκε	assassinée	δολοφονώ	assassiner	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
διάδοση	diffusion	διάδοση	diffusion	N;ACC;FEM;SG	N;FEM;SG
διάδοση	dissémination	διάδοση	dissémination	N;ACC;FEM;SG	N;FEM;SG
κύκλους	cercles	κύκλος	cercle	N;ACC;MASC;PL	N;MASC;PL
κύκλους	cycles	κύκλος	cycle	N;ACC;MASC;PL	N;MASC;PL
φτάνοντας	arriver	φτάνω	arriver	V;IPFV;V.CVB;ACT	V;NFIN
φτάνοντας	arrivant	φτάνω	arriver	V;IPFV;V.CVB;ACT	V;PRS;V.PTCP
φτάνοντας	atteignant	φτάνω	atteindre	V;IPFV;V.CVB;ACT	V;PRS;V.PTCP
φτάνοντας	atteindre	φτάνω	atteindre	V;IPFV;V.CVB;ACT	V;NFIN
θείο	soufre	θείο	soufre	N;NOM;NEUT;SG	N;MASC;SG
θείο	sulfure	θείο	sulfure	N;NOM;NEUT;SG	N;MASC;SG
θείο	soufre	θείο	soufre	N;NOM;NEUT;SG	N;MASC;SG
θείο	sulfure	θείο	sulfure	N;NOM;NEUT;SG	N;MASC;SG
ανταλλαγή	commerce	ανταλλαγή	commerce	N;NOM;FEM;SG	N;MASC;SG
ανταλλαγή	échange	ανταλλαγή	échange	N;NOM;FEM;SG	N;MASC;SG
ανταλλαγή	échange	ανταλλαγή	échange	N;NOM;FEM;SG	N;MASC;SG
ανταλλαγή	echange	ανταλλαγή	echanger	N;NOM;FEM;SG	N;MASC;SG
λέων	lion	λέος	lion	N;NOM;MASC;SG	N;MASC;SG
λέων	lionne	λέος	lionne	N;NOM;MASC;SG	N;FEM;SG
λέων	léon	λέος	léon	N;NOM;MASC;SG	N;MASC;SG
λέων	léon	λέος	léon	N;NOM;MASC;SG	N;MASC;SG
αναγνωρίστηκε	reconnu	αναγνωρίζω	reconnaître	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
αναγνωρίστηκε	reconnue	αναγνωρίζω	reconnaître	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
αναγνωρίστηκε	identifiée	αναγνωρίζω	identifier	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
αναγνωρίστηκε	identifié	αναγνωρίζω	identifier	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
αναγνωρίστηκε	reconnu	αναγνωρίζω	reconnaître	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
αναγνωρίστηκε	reconnue	αναγνωρίζω	reconnaître	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
καταστήματα	commerces	κατάστημα	commerce	N;NOM;NEUT;PL	N;MASC;PL
καταστήματα	magasins	κατάστημα	magasin	N;NOM;NEUT;PL	N;MASC;PL
καταστήματα	boutiques	κατάστημα	boutique	N;NOM;NEUT;PL	N;FEM;PL
καταστήματα	magasins	κατάστημα	magasin	N;NOM;NEUT;PL	N;MASC;PL
παρατήρηση	remarque	παρατήρηση	remarque	N;ACC;FEM;SG	N;FEM;SG
παρατήρηση	observation	παρατήρηση	observation	N;ACC;FEM;SG	N;FEM;SG
μόνιμη	permanente	μόνιμος	permanent	ADJ;NOM;FEM;SG	ADJ;FEM;SG
μόνιμη	permanent	μόνιμος	permanent	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πρωταθλητή	championne	πρωταθλητής	champion	N;ACC;MASC;SG	N;FEM;SG
πρωταθλητή	champ	πρωταθλητής	champ	N;ACC;MASC;SG	N;MASC;SG
πρωταθλητή	champion	πρωταθλητής	champion	N;ACC;MASC;SG	N;MASC;SG
πρωταθλητή	championne	πρωταθλητής	champion	N;ACC;MASC;SG	N;FEM;SG
πρωταθλητή	champion	πρωταθλητής	champion	N;ACC;MASC;SG	N;MASC;SG
δευτερόλεπτα	secondes	δευτερόλεπτο	seconde	N;NOM;NEUT;PL	N;FEM;PL
δομές	structures	δομή	structure	N;NOM;FEM;PL	N;FEM;PL
αρχιτέκτονα	architecte	αρχιτέκτονας	architecte	N;ACC;MASC;SG	N;MASC;SG
αμυντικός	défensive	αμυντικός	défensif	ADJ;NOM;MASC;SG	ADJ;FEM;SG
αμυντικός	défensif	αμυντικός	défensif	ADJ;NOM;MASC;SG	ADJ;MASC;SG
ηχώ	écho	ηχώ	écho	N;NOM;FEM;SG	N;MASC;SG
ηχώ	echo	ηχώ	echo	N;NOM;FEM;SG	N;MASC;SG
αγώνισμα	évènement	αγώνισμα	évènement	N;NOM;NEUT;SG	N;MASC;SG
αγώνισμα	événement	αγώνισμα	événement	N;NOM;NEUT;SG	N;MASC;SG
αγώνισμα	evénement	αγώνισμα	evénement	N;NOM;NEUT;SG	N;MASC;SG
απόσπασμα	cotation	απόσπασμα	cotation	N;NOM;NEUT;SG	N;FEM;SG
απόσπασμα	citation	απόσπασμα	citation	N;NOM;NEUT;SG	N;FEM;SG
απόσπασμα	devis	απόσπασμα	devis	N;NOM;NEUT;SG	N;MASC;SG
απόσπασμα	détachement	απόσπασμα	détachement	N;NOM;NEUT;SG	N;MASC;SG
απόσπασμα	escouade	απόσπασμα	escouade	N;NOM;NEUT;SG	N;FEM;SG
απόσπασμα	équipe	απόσπασμα	équipe	N;NOM;NEUT;SG	N;FEM;SG
απόσπασμα	escadron	απόσπασμα	escadron	N;NOM;NEUT;SG	N;MASC;SG
απόσπασμα	brigade	απόσπασμα	brigade	N;NOM;NEUT;SG	N;FEM;SG
κατανόηση	compréhension	κατανόηση	compréhension	N;ACC;FEM;SG	N;FEM;SG
κατανόηση	compréhension	κατανόηση	compréhension	N;ACC;FEM;SG	N;FEM;SG
ναζί	nazis	ναζί	nazi	N;NOM;MASC;PL	N;MASC;PL
ναζί	nazis	ναζί	nazi	N;NOM;MASC;PL	N;MASC;PL
κορυφές	tops	κορυφή	top	N;NOM;FEM;PL	N;MASC;PL
κορυφές	crêtes	κορυφή	crête	N;NOM;FEM;PL	N;FEM;PL
κορυφές	pics	κορυφή	pic	N;NOM;FEM;PL	N;MASC;PL
κορυφές	sommets	κορυφή	sommet	N;NOM;FEM;PL	N;MASC;PL
κορυφές	pointes	κορυφή	pointe	N;NOM;FEM;PL	N;FEM;PL
αστέρια	etoiles	αστέριος	etoile	N;NOM;NEUT;PL	N;FEM;PL
αστέρια	vedettes	αστέριος	vedette	N;NOM;NEUT;PL	N;FEM;PL
αστέρια	étoiles	αστέριος	étoile	N;NOM;NEUT;PL	N;FEM;PL
δημοσιεύτηκε	publiée	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
δημοσιεύτηκε	publié	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δημοσιεύτηκε	publiée	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
δημοσιεύτηκε	affiché	δημοσιεύω	afficher	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δημοσιεύτηκε	posté	δημοσιεύω	posté	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δημοσιεύτηκε	publié	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
λευκή	blanche	λευκός	blanc	ADJ;NOM;FEM;SG	ADJ;FEM;SG
διαταγή	ordre	διαταγή	ordre	N;ACC;FEM;SG	N;MASC;SG
διαταγή	commande	διαταγή	commande	N;ACC;FEM;SG	N;FEM;SG
πολιτιστική	culturelle	πολιτιστικός	culturel	ADJ;NOM;FEM;SG	ADJ;FEM;SG
πολιτιστική	culturel	πολιτιστικός	culturel	ADJ;NOM;FEM;SG	ADJ;MASC;SG
περιορισμένη	limitée	περιορίζω	limiter	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
περιορισμένη	limité	περιορίζω	limiter	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
περιορισμένη	limité	περιορίζω	limiter	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
μετακίνηση	déménagement	μετακίνηση	déménagement	N;ACC;FEM;SG	N;MASC;SG
μετακίνηση	déménagement	μετακίνηση	déménagement	N;ACC;FEM;SG	N;MASC;SG
μετακίνηση	movement	μετακίνηση	movement	N;ACC;FEM;SG	N;MASC;SG
μετακίνηση	mouvement	μετακίνηση	mouvement	N;ACC;FEM;SG	N;MASC;SG
πω	dire	λέγω	dire	V;PFV;IND;SG;1;FIN;ACT	V;NFIN
κύματα	ondes	κύμα	onde	N;NOM;NEUT;PL	N;FEM;PL
κύματα	vagues	κύμα	vague	N;NOM;NEUT;PL	N;FEM;PL
αναπτυχθεί	développées	αναπτύσσω	développer	V;PFV;NFIN;PASS	V;FEM;PL;PST;V.PTCP
αναπτυχθεί	développés	αναπτύσσω	développer	V;PFV;NFIN;PASS	V;MASC;PL;PST;V.PTCP
αναπτυχθεί	développée	αναπτύσσω	développer	V;PFV;NFIN;PASS	V;FEM;SG;PST;V.PTCP
αναπτυχθεί	développé	αναπτύσσω	développer	V;PFV;NFIN;PASS	V;MASC;SG;PST;V.PTCP
φύλλο	feuille	φύλλο	feuille	N;NOM;NEUT;SG	N;FEM;SG
φύλλο	leaf	φύλλο	leaf	N;NOM;NEUT;SG	N;FEM;SG
φύλλο	feuille	φύλλο	feuille	N;NOM;NEUT;SG	N;FEM;SG
φύλλο	drap	φύλλο	drap	N;NOM;NEUT;SG	N;MASC;SG
φύλλο	feuillet	φύλλο	feuillet	N;NOM;NEUT;SG	N;MASC;SG
μεταφράσεις	traductions	μεταφράση	traduction	N;NOM;FEM;PL	N;FEM;PL
οργανισμοί	organismes	οργανισμός	organisme	N;NOM;MASC;PL	N;MASC;PL
οργανισμοί	organisations	οργανισμός	organisation	N;NOM;MASC;PL	N;FEM;PL
οργανισμοί	organismes	οργανισμός	organisme	N;NOM;MASC;PL	N;MASC;PL
οργανισμοί	organisations	οργανισμός	organisation	N;NOM;MASC;PL	N;FEM;PL
διαπραγματεύσεις	négociations	διαπραγμάτευση	négociation	N;NOM;FEM;PL	N;FEM;PL
διαπραγματεύσεις	négociateurs	διαπραγμάτευση	négociateur	N;NOM;FEM;PL	N;MASC;PL
διαπραγματεύσεις	négociations	διαπραγμάτευση	négociation	N;NOM;FEM;PL	N;FEM;PL
διαπραγματεύσεις	négociations	διαπραγμάτευση	négociation	N;NOM;FEM;PL	N;FEM;PL
επικράτεια	territoire	επικράτεια	territoire	N;NOM;FEM;SG	N;MASC;SG
αναμέτρηση	confrontation	αναμέτρηση	confrontation	N;ACC;FEM;SG	N;FEM;SG
επίδοση	performance	επίδοση	performance	N;ACC;FEM;SG	N;FEM;SG
επίδοση	rendement	επίδοση	rendement	N;ACC;FEM;SG	N;MASC;SG
μύθο	mythe	μύθος	mythe	N;NOM;MASC;SG	N;MASC;SG
μύθο	fable	μύθος	fable	N;NOM;MASC;SG	N;FEM;SG
επώνυμο	nom	επώνυμο	nom	N;NOM;NEUT;SG	N;MASC;SG
επώνυμο	patronyme	επώνυμο	patronyme	N;NOM;NEUT;SG	N;MASC;SG
αποκτά	acquière	αποκτά	acquérir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αποκτά	acquiert	αποκτά	acquérir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
συστατικά	composants	συστατικά	composant	N;NOM;NEUT;PL	N;MASC;PL
συστατικά	composantes	συστατικά	composante	N;NOM;NEUT;PL	N;FEM;PL
συστατικά	composants	συστατικά	composant	N;NOM;NEUT;PL	N;MASC;PL
συστατικά	ingrédients	συστατικά	ingrédient	N;NOM;NEUT;PL	N;MASC;PL
πολιτιστικό	culturelle	πολιτιστικός	culturel	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
πολιτιστικό	culturel	πολιτιστικός	culturel	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ισλάμ	islam	ισλάμ	islam	N;NOM;NEUT;SG	N;MASC;SG
ρωμαϊκό	romain	ρωμαϊκός	romain	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ρωμαϊκό	romaine	ρωμαϊκός	romain	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
πεθαίνει	meurt	πεθαίνω	mourir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πεθαίνει	décède	πεθαίνω	décéder	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πεθαίνει	mourir	πεθαίνω	mourir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
πεθαίνει	mourant	πεθαίνω	mourant	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
γαλαξία	galaxie	γαλαξία	galaxie	N;NOM;MASC;SG	N;FEM;SG
γαλαξία	galaxy	γαλαξία	galaxy	N;NOM;MASC;SG	N;MASC;SG
στέμμα	couronne	στέμμα	couronne	N;NOM;NEUT;SG	N;FEM;SG
ακριβής	précis	ακριβής	précis	ADJ;NOM;MASC;SG	ADJ;MASC;SG
ακριβής	précise	ακριβής	précis	ADJ;NOM;MASC;SG	ADJ;FEM;SG
ακριβής	exacte	ακριβής	exact	ADJ;NOM;MASC;SG	ADJ;FEM;SG
ακριβής	précis	ακριβής	précis	ADJ;NOM;MASC;SG	ADJ;MASC;SG
ακριβής	exacte	ακριβής	exact	ADJ;NOM;MASC;SG	ADJ;FEM;SG
ακριβής	exact	ακριβής	exact	ADJ;NOM;MASC;SG	ADJ;MASC;SG
αίτημα	demande	αίτημα	demande	N;NOM;NEUT;SG	N;FEM;SG
αίτημα	requête	αίτημα	requête	N;NOM;NEUT;SG	N;FEM;SG
πόλεμοι	guerres	πόλεμος	guerre	N;NOM;MASC;PL	N;FEM;PL
πλήρωμα	équipage	πλήρωμα	équipage	N;NOM;NEUT;SG	N;MASC;SG
διανομή	répartition	διανομή	répartition	N;NOM;FEM;SG	N;FEM;SG
διανομή	distribution	διανομή	distribution	N;NOM;FEM;SG	N;FEM;SG
χώροι	sites	χώρος	site	N;NOM;MASC;PL	N;MASC;PL
χώροι	espaces	χώρος	espace	N;NOM;MASC;PL	N;MASC;PL
επιστολές	lettres	επιστολή	lettre	N;NOM;FEM;PL	N;FEM;PL
σταθερό	stable	σταθερός	stable	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
σταθερό	stable	σταθερός	stable	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
σταθερό	fixe	σταθερός	fixe	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αθλήματα	sports	άθλημα	sport	N;NOM;NEUT;PL	N;MASC;PL
πλαγιές	pentes	πλαγιά	pente	N;NOM;FEM;PL	N;FEM;PL
πλαγιές	pistes	πλαγιά	piste	N;NOM;FEM;PL	N;FEM;PL
καταδικάστηκε	condamnée	καταδικάζω	condamner	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
καταδικάστηκε	condamné	καταδικάζω	condamner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
καταδικάστηκε	condamnée	καταδικάζω	condamner	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
καταδικάστηκε	condamné	καταδικάζω	condamner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
καταδικάστηκε	condamnée	καταδικάζω	condamner	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
καταδικάστηκε	condamné	καταδικάζω	condamner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
έθνος	nation	έθνος	nation	N;NOM;NEUT;SG	N;FEM;SG
στενή	étroite	στενός	étroit	ADJ;NOM;FEM;SG	ADJ;FEM;SG
στενή	étroit	στενός	étroit	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πολίτης	citoyen	πολίτης	citoyen	N;NOM;MASC;SG	N;MASC;SG
παρέμβαση	interférence	παρέμβαση	interférence	N;ACC;FEM;SG	N;FEM;SG
παρέμβαση	ingérence	παρέμβαση	ingérence	N;ACC;FEM;SG	N;FEM;SG
παρέμβαση	intervention	παρέμβαση	intervention	N;ACC;FEM;SG	N;FEM;SG
λάδι	huile	λάδι	huile	N;NOM;NEUT;SG	N;FEM;SG
λάδι	pétrole	λάδι	pétrole	N;NOM;NEUT;SG	N;MASC;SG
σιδήρου	fer	σίδηρος	fer	N;GEN;NEUT;SG	N;MASC;SG
αριστερή	gauche	αριστερής	gauche	ADJ;NOM;FEM;SG	ADJ;MASC;SG
έντονο	intense	έντονος	intense	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
πυρκαγιά	feu	πυρκαγιά	feu	N;NOM;FEM;SG	N;MASC;SG
πυρκαγιά	incendie	πυρκαγιά	incendie	N;NOM;FEM;SG	N;MASC;SG
οθωμανούς	ottomans	οθωμανός	ottoman	N;ACC;MASC;PL	N;MASC;PL
μέτρηση	mesurage	μέτρηση	mesurage	N;NOM;FEM;SG	N;MASC;SG
μέτρηση	mesure	μέτρηση	mesure	N;NOM;FEM;SG	N;FEM;SG
μέτρηση	mesurage	μέτρηση	mesurage	N;NOM;FEM;SG	N;MASC;SG
μέτρηση	mesure	μέτρηση	mesure	N;NOM;FEM;SG	N;FEM;SG
μεταφέρθηκαν	transférées	μεταφέρθηκαν	transférer	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
μεταφέρθηκαν	transférés	μεταφέρθηκαν	transférer	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
μεταφέρθηκαν	transportées	μεταφέρθηκαν	transporter	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
μεταφέρθηκαν	transportés	μεταφέρθηκαν	transporter	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
επιχειρηματίας	entrepreneur	επιχειρηματίας	entrepreneur	N;NOM;FEM;SG	N;MASC;SG
χαρά	joie	χαρά	joie	N;NOM;FEM;SG	N;FEM;SG
χαρά	plaisir	χαρά	plaisir	N;NOM;FEM;SG	N;MASC;SG
έγγραφο	document	έγγραφο	document	N;NOM;NEUT;SG	N;MASC;SG
καταγραφή	enregistrement	καταγραφή	enregistrement	N;ACC;FEM;SG	N;MASC;SG
καταγραφή	inscription	καταγραφή	inscription	N;ACC;FEM;SG	N;FEM;SG
καταγραφή	enregistrement	καταγραφή	enregistrement	N;ACC;FEM;SG	N;MASC;SG
καταγραφή	immatriculation	καταγραφή	immatriculation	N;ACC;FEM;SG	N;FEM;SG
παρόμοιες	similaires	παρόμοιος	similaire	ADJ;NOM;FEM;PL	ADJ;MASC;PL
παρόμοιες	semblables	παρόμοιος	semblable	ADJ;NOM;FEM;PL	ADJ;MASC;PL
μετάδοση	transmission	μετάδοση	transmission	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	diffusion	μετάδοση	diffusion	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	radiodiffusion	μετάδοση	radiodiffusion	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	radiodiffusion	μετάδοση	radiodiffusion	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	diffusion	μετάδοση	diffusion	N;ACC;FEM;SG	N;FEM;SG
ψυχή	ame	ψυχή	ame	N;ACC;FEM;SG	N;FEM;SG
ψυχή	soul	ψυχή	soul	N;ACC;FEM;SG	N;MASC;SG
ψυχή	âme	ψυχή	âme	N;ACC;FEM;SG	N;FEM;SG
κυπριακή	chypriote	κυπριακός	chypriote	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αντιπάλους	adversaires	αντίπαλος	adversaire	N;ACC;MASC;PL	N;MASC;PL
αντιπάλους	opposants	αντίπαλος	opposant	N;ACC;MASC;PL	N;MASC;PL
τείχος	paroi	τείχος	paroi	N;NOM;NEUT;SG	N;FEM;SG
τείχος	muraille	τείχος	muraille	N;NOM;NEUT;SG	N;FEM;SG
τείχος	mur	τείχος	mur	N;NOM;NEUT;SG	N;MASC;SG
οικία	résidence	οικία	résidence	N;NOM;FEM;SG	N;FEM;SG
θηλυκό	femme	θηλυκός	femme	N;NOM;NEUT;SG	N;FEM;SG
διήρκεσε	duré	διαρκώ	durer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ζημιές	dommages	ζημιά	dommage	N;NOM;FEM;PL	N;MASC;PL
