על	om	על	om	ADP	ADP
לשכנע	overbevise	שכנע	overbevise	V;NFIN;ACT	V;NFIN;ACT
לשכנע	overbeviser	שכנע	overbevise	V;NFIN;ACT	V;IND;PRS;FIN;ACT
לשכנע	overtale	שכנע	overtale	V;NFIN;ACT	V;NFIN;ACT
נניח	antag	הניח	antag	V;PL;1;FUT;ACT	V;IMP
תותחים	kanonerne	תותח	kanon	N;MASC;PL	N;DEF;MASC+FEM;PL
תותחים	kanoner	תותח	kanon	N;MASC;PL	N;INDF;MASC+FEM;PL
מתאימה	passer	התאים	passe	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מתאימה	passede	התאים	passe	V;FEM;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
מתאימה	egnet	התאים	egne	V;FEM;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
חמור	æslet	חמור	æsl	N;MASC;SG	N;DEF;NEUT;SG
חמור	æsel	חמור	æsel	N;MASC;SG	N;INDF;NEUT;SG
שופט	dommeren	שופט	dommer	N;MASC;SG	N;DEF;MASC+FEM;SG
שופט	dommer	שופט	dommer	N;MASC;SG	N;INDF;MASC+FEM;SG
שופט	dommer	שופט	dommer	N;MASC;SG	N;INDF;MASC+FEM;SG
שופט	ref	שופט	ref	N;MASC;SG	N;INDF;NEUT;SG
מוגבלת	begrænset	הוגבל	begrænse	V;FEM;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
מוגבלת	indskrænket	הוגבל	indskrænket	V;FEM;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
מוגבלת	begrænset	הוגבל	begrænse	V;FEM;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
מעגל	cirkel	מעגל	cirkel	N;MASC;SG	N;INDF;MASC+FEM;SG
מעגל	kreds	מעגל	kreds	N;MASC;SG	N;INDF;MASC+FEM;SG
שורות	rækker	שורה	række	N;FEM;PL	N;INDF;MASC+FEM;PL
שורות	strækninger	שורה	strækning	N;FEM;PL	N;INDF;MASC+FEM;PL
שורות	linier	שורה	linie	N;FEM;PL	N;INDF;MASC+FEM;PL
שורות	linjer	שורה	linje	N;FEM;PL	N;INDF;MASC+FEM;PL
גיוס	ansættelse	גיוס	ansættelse	N;MASC;SG	N;INDF;MASC+FEM;SG
גיוס	rekruttering	גיוס	rekruttering	N;MASC;SG	N;INDF;MASC+FEM;SG
גיוס	rekruttering	גיוס	rekruttering	N;MASC;SG	N;INDF;MASC+FEM;SG
גיוס	udkast	גיוס	udkast	N;MASC;SG	N;INDF;NEUT;SG
גיוס	kladde	גיוס	kladde	N;MASC;SG	N;INDF;MASC+FEM;SG
תלמיד	elev	תלמיד	elev	N;MASC;SG	N;INDF;MASC+FEM;SG
תלמיד	student	תלמיד	student	N;MASC;SG	N;INDF;MASC+FEM;SG
עמדות	stillinger	עמדה	stilling	N;FEM;PL	N;INDF;MASC+FEM;PL
עמדות	positioner	עמדה	position	N;FEM;PL	N;INDF;MASC+FEM;PL
עמדות	holdninger	עמדה	holdning	N;FEM;PL	N;INDF;MASC+FEM;PL
משימה	overdragelse	משימה	overdragelse	N;FEM;SG	N;INDF;MASC+FEM;SG
משימה	opgave	משימה	opgave	N;FEM;SG	N;INDF;MASC+FEM;SG
משימה	arbejdsopgave	משימה	arbejdsopgave	N;FEM;SG	N;INDF;MASC+FEM;SG
משימה	opgave	משימה	opgave	N;FEM;SG	N;INDF;MASC+FEM;SG
משימה	kommissorium	משימה	kommissorium	N;FEM;SG	N;INDF;NEUT;SG
משימה	tjenesterejse	משימה	tjenesterejse	N;FEM;SG	N;INDF;MASC+FEM;SG
משימה	mission	משימה	mission	N;FEM;SG	N;INDF;MASC+FEM;SG
משימה	missionen	משימה	mission	N;FEM;SG	N;DEF;MASC+FEM;SG
משימה	tjenesterejser	משימה	tjenesterejse	N;FEM;SG	N;INDF;MASC+FEM;SG
מכילה	indholder	הכיל	indholde	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מכילה	indeholder	הכיל	indeholde	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
אלבומים	albummer	אלבום	albumme	N;MASC;PL	N;INDF;NEUT;PL
הוראות	kendelser	הוראה	kendelse	N;FEM;PL	N;INDF;MASC+FEM;PL
הוראות	bestillinger	הוראה	bestilling	N;FEM;PL	N;INDF;MASC+FEM;PL
הוראות	ordrer	הוראה	ordre	N;FEM;PL	N;INDF;MASC+FEM;PL
הוראות	instruktioner	הוראה	instruktion	N;FEM;PL	N;INDF;MASC+FEM;PL
הוראות	instrukser	הוראה	instrukse	N;FEM;PL	N;INDF;MASC+FEM;PL
כתובות	adresserne	כתובת	adresse	N;FEM;PL	N;DEF;MASC+FEM;PL
כתובות	adresser	כתובת	adresse	N;FEM;PL	N;INDF;MASC+FEM;PL
להבטיח	sikre	הבטיח	sikre	V;NFIN;ACT	V;NFIN;ACT
מוסר	moral	מוסר	moral	N;MASC;SG	N;INDF;MASC+FEM;SG
מוסר	moral	מוסר	moral	N;MASC;SG	N;INDF;MASC+FEM;SG
ניתנת	ydet	ניתן	yde	V;FEM;SG;V.PTCP;MID	V;INDF;SG;PST;V.PTCP
ניתנת	tildelt	ניתן	tildele	V;FEM;SG;V.PTCP;MID	V;INDF;SG;PST;V.PTCP
ניתנת	bevilget	ניתן	bevilge	V;FEM;SG;V.PTCP;MID	V;INDF;SG;PST;V.PTCP
ניתנת	indrømmet	ניתן	indrømme	V;FEM;SG;V.PTCP;MID	V;INDF;SG;PST;V.PTCP
מיוחדות	særlige	מיוחד	særlig	ADJ;FEM;PL	ADJ;PL
מיוחדות	specielle	מיוחד	speciel	ADJ;FEM;PL	ADJ;PL
רופאים	læger	רופא	læge	N;MASC;PL	N;INDF;MASC+FEM;PL
רופאים	lægerne	רופא	læge	N;MASC;PL	N;DEF;MASC+FEM;PL
רופאים	læger	רופא	læge	N;MASC;PL	N;INDF;MASC+FEM;PL
איבר	lem	איבר	lem	N;MASC;SG	N;INDF;NEUT;SG
איבר	organ	איבר	organ	N;MASC;SG	N;INDF;NEUT;SG
איבר	organet	איבר	organ	N;MASC;SG	N;DEF;NEUT;SG
להילחם	kæmp	נלחם	kæmp	V;NFIN;MID	V;IMP
טכנולוגיה	teknologien	טכנולוגיה	teknologi	N;FEM;SG	N;DEF;MASC+FEM;SG
טכנולוגיה	teknologi	טכנולוגיה	teknologi	N;FEM;SG	N;INDF;MASC+FEM;SG
השפעות	virkningerne	השפעה	virkning	N;FEM;PL	N;DEF;MASC+FEM;PL
השפעות	retsvirkninger	השפעה	retsvirkning	N;FEM;PL	N;INDF;MASC+FEM;PL
השפעות	effekter	השפעה	effekt	N;FEM;PL	N;INDF;MASC+FEM;PL
השפעות	virkninger	השפעה	virkning	N;FEM;PL	N;INDF;MASC+FEM;PL
השפעות	påvirkninger	השפעה	påvirkning	N;FEM;PL	N;INDF;MASC+FEM;PL
מדענים	videnskabsfolk	מדען	videnskabsfolk	N;MASC;PL	N;INDF;NEUT;PL
מדענים	forskere	מדען	forsker	N;MASC;PL	N;INDF;MASC+FEM;PL
מדענים	videnskabsmænd	מדען	videnskabsmand	N;MASC;PL	N;INDF;MASC+FEM;PL
דמוקרטית	demokratisk	דמוקרטי	demokratisk	ADV	ADV
הצבעות	afstemninger	הצבעה	afstemning	N;FEM;PL	N;INDF;MASC+FEM;PL
הצבעות	stemmer	הצבעה	stemme	N;FEM;PL	N;INDF;MASC+FEM;PL
חוג	cirkel	חוג	cirkel	N;MASC;SG	N;INDF;MASC+FEM;SG
חוג	kreds	חוג	kreds	N;MASC;SG	N;INDF;MASC+FEM;SG
הזכויות	rettigheder	הזכות	rettighed	N;FEM;PL	N;INDF;MASC+FEM;PL
הובילו	førte	הוביל	føre	V;PL;3;PST;ACT	V;IND;PST;FIN;ACT
מתקדם	avanceret	התקדם	avanceret	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
מבקרים	kritikerne	מבקר	kritiker	N;MASC;PL	N;DEF;MASC+FEM;PL
מבקרים	kritikere	מבקר	kritiker	N;MASC;PL	N;INDF;MASC+FEM;PL
מבקרים	gæster	מבקר	gæst	N;MASC;PL	N;INDF;MASC+FEM;PL
מספקת	tilfredsstillende	סיפק	tilfredsstille	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
מספקת	giver	סיפק	give	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מספקת	leverer	סיפק	levere	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מספקת	sørger	סיפק	sørge	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מיעוט	mindretallet	מיעוט	mindretal	N;MASC;SG	N;DEF;NEUT;SG
מיעוט	minoritet	מיעוט	minoritet	N;MASC;SG	N;INDF;MASC+FEM;SG
מיעוט	mindretal	מיעוט	mindretal	N;MASC;SG	N;INDF;NEUT;SG
מיעוט	mindretal	מיעוט	mindretal	N;MASC;SG	N;INDF;NEUT;SG
תאוריה	teorien	תאוריה	teori	N;FEM;SG	N;DEF;MASC+FEM;SG
תאוריה	teori	תאוריה	teori	N;FEM;SG	N;INDF;MASC+FEM;SG
מגדר	køn	מגדר	køn	N;MASC;SG	N;INDF;MASC+FEM;SG
צומת	knudepunkt	צומת	knudepunkt	N;FEM;SG	N;INDF;NEUT;SG
צומת	knude	צומת	knude	N;FEM;SG	N;INDF;MASC+FEM;SG
צומת	krydset	צומת	kryds	N;FEM;SG	N;DEF;NEUT;SG
צומת	junction	צומת	junction	N;FEM;SG	N;INDF;MASC+FEM;SG
כללים	regler	כלל	regel	N;MASC;PL	N;INDF;MASC+FEM;PL
כללים	bestemmelser	כלל	bestemmelse	N;MASC;PL	N;INDF;MASC+FEM;PL
סוכנות	agenturet	סוכנות	agentur	N;FEM;SG	N;DEF;NEUT;SG
סוכנות	agentur	סוכנות	agentur	N;FEM;SG	N;INDF;NEUT;SG
סוכנות	bureau	סוכנות	bureau	N;FEM;SG	N;INDF;NEUT;SG
סוכנות	bureauet	סוכנות	bureau	N;FEM;SG	N;DEF;NEUT;SG
נטען	uploadet	נטען	upload	V;MASC;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
נטען	overført	נטען	overføre	V;MASC;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
סרטן	kræft	סרטן	kræft	N;MASC;SG	N;INDF;MASC+FEM;SG
סרטן	cancer	סרטן	cance	N;MASC;SG	N;INDF;MASC+FEM;SG
סרטן	kræften	סרטן	kraft	N;MASC;SG	N;DEF;MASC+FEM;SG
שיניים	tænderne	שן	tand	N;FEM;PL	N;DEF;MASC+FEM;PL
שיניים	tænder	שן	tand	N;FEM;PL	N;INDF;MASC+FEM;PL
הפסקה	pause	הפסקה	pause	N;FEM;SG	N;INDF;MASC+FEM;SG
הפסקה	pausen	הפסקה	pause	N;FEM;SG	N;DEF;MASC+FEM;SG
הפסקה	pause	הפסקה	pause	N;FEM;SG	N;INDF;MASC+FEM;SG
מרחק	distance	מרחק	distance	N;MASC;SG	N;INDF;MASC+FEM;SG
מרחק	afstand	מרחק	afstand	N;MASC;SG	N;INDF;MASC+FEM;SG
מוכרת	bekendt	מוכר	bekendt	ADJ;FEM;SG	ADJ;INDF;SG
מוכרת	velkendt	מוכר	velkendt	ADJ;FEM;SG	ADJ;INDF;SG
אמצע	midten	אמצע	midte	N;MASC;SG	N;DEF;MASC+FEM;SG
לתרגם	oversætte	רתגם	oversætte	V;NFIN;ACT	V;NFIN;ACT
לברוח	flygte	ברח	flygte	V;NFIN;ACT	V;NFIN;ACT
לברוח	undslippe	ברח	undslippe	V;NFIN;ACT	V;NFIN;ACT
חירום	nødstilfælde	חירום	nødstilfælde	N;MASC;SG	N;INDF;MASC+FEM;SG
חירום	nødsituation	חירום	nødsituation	N;MASC;SG	N;INDF;MASC+FEM;SG
חירום	akut	חירום	akut	N;MASC;SG	N;INDF;MASC+FEM;SG
מעורבות	engagement	מעורבות	engagement	N;FEM;SG	N;INDF;NEUT;SG
מעורבות	interaktion	מעורבות	interaktion	N;FEM;SG	N;INDF;MASC+FEM;SG
מעורבות	forlovelse	מעורבות	forlovelse	N;FEM;SG	N;INDF;MASC+FEM;SG
מעורבות	inddragelse	מעורבות	inddragelse	N;FEM;SG	N;INDF;MASC+FEM;SG
מעורבות	involvering	מעורבות	involvering	N;FEM;SG	N;INDF;MASC+FEM;SG
מעורבות	engagement	מעורבות	engagement	N;FEM;SG	N;INDF;NEUT;SG
גרעין	kerne	גרעין	kerne	N;MASC;SG	N;INDF;MASC+FEM;SG
גרעין	kernen	גרעין	kerne	N;MASC;SG	N;DEF;MASC+FEM;SG
גרעין	kerne	גרעין	kerne	N;MASC;SG	N;INDF;MASC+FEM;SG
קומות	etager	קומה	etage	N;FEM;PL	N;INDF;MASC+FEM;PL
קומות	gulve	קומה	gulve	N;FEM;PL	N;INDF;MASC+FEM;PL
קומות	gulvene	קומה	gulv	N;FEM;PL	N;DEF;NEUT;PL
ציורים	tegninger	ציור	tegning	N;MASC;PL	N;INDF;MASC+FEM;PL
ציורים	malerierne	ציור	maleri	N;MASC;PL	N;DEF;NEUT;PL
ציורים	malerier	ציור	maleri	N;MASC;PL	N;INDF;NEUT;PL
הזדמנות	chance	הזדמנות	chance	N;FEM;SG	N;INDF;MASC+FEM;SG
הזדמנות	mulighed	הזדמנות	mulighed	N;FEM;SG	N;INDF;MASC+FEM;SG
התקדמות	progress	התקדמות	progress	N;FEM;SG	N;INDF;MASC+FEM;SG
התקדמות	fremgang	התקדמות	fremgang	N;FEM;SG	N;INDF;MASC+FEM;SG
החזיק	holdt	החזיק	holde	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
החזיק	afholdt	החזיק	afholde	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
פילוסופיה	filosofien	פילוסופיה	filosofi	N	N;DEF;MASC+FEM;SG
פילוסופיה	filosofi	פילוסופיה	filosofi	N	N;INDF;MASC+FEM;SG
פרחים	blomster	פרח	blomst	N;MASC;PL	N;INDF;NEUT;PL
למלא	fylde	מילא	fylde	V;NFIN;ACT	V;NFIN;ACT
למלא	udfyld	מילא	udfyld	V;NFIN;ACT	V;IMP
מקצועית	fagligt	מקצועי	fagligt	ADV	ADV
פליטים	flygtninge	פליט	flygtning	N;MASC;PL	N;INDF;MASC+FEM;PL
פליטים	flygtningene	פליט	flygtning	N;MASC;PL	N;DEF;MASC+FEM;PL
מסה	masse	מסה	masse	N;FEM;SG	N;INDF;MASC+FEM;SG
מסה	messe	מסה	messe	N;FEM;SG	N;INDF;MASC+FEM;SG
לסיים	afslut	סיים	afslut	V;NFIN;ACT	V;IMP
לסיים	færdiggør	סיים	færdiggøre	V;NFIN;ACT	V;IND;PRS;FIN;ACT
שולחן	bordet	שולחן	bord	N;MASC;SG	N;DEF;NEUT;SG
שולחן	bord	שולחן	bord	N;MASC;SG	N;INDF;NEUT;SG
שולחן	tabel	שולחן	tabel	N;MASC;SG	N;INDF;MASC+FEM;SG
ארכיון	arkiv	ארכיון	arkiv	N;MASC;SG	N;INDF;NEUT;SG
ארכיון	arkivet	ארכיון	arkive	N;MASC;SG	N;DEF;NEUT;SG
ארכיון	arkiv	ארכיון	arkiv	N;MASC;SG	N;INDF;NEUT;SG
ארכיון	arkivet	ארכיון	arkive	N;MASC;SG	N;DEF;NEUT;SG
תוכנן	designet	תוכנן	designe	V;MASC;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
תוכנן	udformet	תוכנן	udforme	V;MASC;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
תוכנן	konstrueret	תוכנן	konstruere	V;MASC;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
גלריה	galleriet	גלריה	galleri	N;FEM;SG	N;DEF;NEUT;SG
גלריה	galleri	גלריה	galleri	N;FEM;SG	N;INDF;NEUT;SG
גלריה	galleria	גלריה	galleria	N;FEM;SG	N;INDF;NEUT;SG
הסכים	aftalt	הסכים	aftale	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
צבעים	farver	צבע	farve	N;MASC;PL	N;INDF;MASC+FEM;PL
צבעים	farvestoffer	צבע	farvestof	N;MASC;PL	N;INDF;NEUT;PL
צבעים	farver	צבע	farve	N;MASC;PL	N;INDF;MASC+FEM;PL
שיקול	overvejelse	שיקול	overvejelse	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקול	hensyntagen	שיקול	hensyntagen	N;MASC;SG	N;INDF;MASC+FEM;SG
חיובי	positivt	חיובי	positiv	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
חיובי	positiv	חיובי	positiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
להכיר	anerkender	הכיר	anerkende	V;NFIN;ACT	V;IND;PRS;FIN;ACT
להכיר	anerkende	הכיר	anerkende	V;NFIN;ACT	V;NFIN;ACT
השלים	gennemført	השלים	gennemføre	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
השלים	afsluttet	השלים	afslutte	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
השלים	udfyldt	השלים	udfylde	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
השלים	afsluttede	השלים	afslutte	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
השלים	fuldført	השלים	fuldføre	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
מערכה	retsakt	מערכה	retsakt	N;FEM;SG	N;INDF;MASC+FEM;SG
מערכה	akt	מערכה	akt	N;FEM;SG	N;INDF;MASC+FEM;SG
מערכה	act	מערכה	act	N;FEM;SG	N;INDF;MASC+FEM;SG
ועדה	komiteen	ועדה	komite	N;FEM;SG	N;DEF;MASC+FEM;SG
ועדה	udvalg	ועדה	udvalg	N;FEM;SG	N;INDF;NEUT;SG
ועדה	udvalget	ועדה	udvalg	N;FEM;SG	N;DEF;NEUT;SG
שכונות	kvarterer	שכונה	kvarter	N;FEM;PL	N;INDF;NEUT;PL
שכונות	bydele	שכונה	bydel	N;FEM;PL	N;INDF;MASC+FEM;PL
שכונות	kvarterer	שכונה	kvarter	N;FEM;PL	N;INDF;NEUT;PL
מפורסמים	berømte	מפורסם	berømt	ADJ;MASC;PL	ADJ;PL
תפילה	bønnen	תפילה	bann	N;FEM;SG	N;DEF;MASC+FEM;SG
תפילה	bøn	תפילה	bøn	N;FEM;SG	N;INDF;MASC+FEM;SG
הנוסעים	passagerer	הנוסע	passager	N	N;INDF;MASC+FEM;PL
הנוסעים	passagererne	הנוסע	passager	N	N;DEF;MASC+FEM;PL
מונחים	termer	מונח	term	N;MASC;PL	N;INDF;MASC+FEM;PL
מונחים	benævnelser	מונח	benævnelse	N;MASC;PL	N;INDF;MASC+FEM;PL
מונחים	vilkår	מונח	vilkår	N;MASC;PL	N;INDF;NEUT;PL
חקירה	afhøringen	חקירה	afhøring	N;FEM;SG	N;DEF;MASC+FEM;SG
חקירה	forhøret	חקירה	forhør	N;FEM;SG	N;DEF;NEUT;SG
חקירה	forhør	חקירה	forhør	N;FEM;SG	N;INDF;NEUT;SG
חקירה	afhøring	חקירה	afhøring	N;FEM;SG	N;INDF;MASC+FEM;SG
חקירה	forespørgsel	חקירה	forespørgsel	N;FEM;SG	N;INDF;MASC+FEM;SG
חקירה	undersøgelse	חקירה	undersøgelse	N;FEM;SG	N;INDF;MASC+FEM;SG
חקירה	efterforskning	חקירה	efterforskning	N;FEM;SG	N;INDF;MASC+FEM;SG
חקירה	forespørgsel	חקירה	forespørgsel	N;FEM;SG	N;INDF;MASC+FEM;SG
חקירה	undersøgelse	חקירה	undersøgelse	N;FEM;SG	N;INDF;MASC+FEM;SG
פוליטיקה	politik	פוליטיקה	politik	N;FEM;SG	N;INDF;MASC+FEM;SG
הפרשים	ryttere	הפרש	ryttere	N;MASC;PL	N;INDF;MASC+FEM;PL
פונה	evakueret	פנה	evakuere	V;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
מדד	indeks	מדד	indeks	N;MASC;SG	N;INDF;NEUT;SG
מדד	måling	מדד	måling	N;MASC;SG	N;INDF;MASC+FEM;SG
ממצאים	undersøgelsesresultater	ממצא	undersøgelsesresultat	N;MASC;PL	N;INDF;NEUT;PL
אוטומטי	automatisk	אוטומטי	automatisk	ADJ;MASC;SG	ADJ;INDF;SG
אוטומטי	automatisk	אוטומטי	automatisk	ADJ;MASC;SG	ADJ;INDF;SG
מומחה	specialist	מומחה	specialist	N;MASC;SG	N;INDF;MASC+FEM;SG
מומחה	speciallæge	מומחה	speciallæge	N;MASC;SG	N;INDF;MASC+FEM;SG
מומחה	eksperten	מומחה	ekspert	N;MASC;SG	N;DEF;MASC+FEM;SG
מומחה	ekspert	מומחה	ekspert	N;MASC;SG	N;INDF;MASC+FEM;SG
סיכון	risiko	סיכון	risiko	N;MASC;SG	N;INDF;MASC+FEM;SG
מזהה	genkender	זיהה	genkende	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מזהה	genkende	זיהה	genke	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
נוח	hyggeligt	נוח	hyggelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נוח	hyggelig	נוח	hyggelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
נוח	behageligt	נוח	behagelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נוח	komfortabelt	נוח	komfortabel	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נוח	behagelig	נוח	behagelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
נוח	komfortabel	נוח	komfortabel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
נוח	tilpas	נוח	tilpas	ADJ;MASC;SG	ADJ;INDF;SG
נוח	behageligt	נוח	behagelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נוח	komfortabelt	נוח	komfortabel	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נוח	behagelig	נוח	behagelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
איטלקים	italienerne	איטלקי	italiener	N;MASC;PL	N;DEF;MASC+FEM;PL
איטלקים	italienere	איטלקי	italienere	N;MASC;PL	N;INDF;MASC+FEM;PL
מסורתי	traditionel	מסורתי	traditionel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
עבדה	arbejdede	עבד	arbejde	V;FEM;SG;3;PST	V;IND;PST;FIN;ACT
עבדה	bearbejdet	עבד	bearbejde	V;FEM;SG;3;PST	V;INDF;SG;PST;V.PTCP
נפתחה	åbnet	נפתח	åbne	V;FEM;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
מודרני	moderne	מודרני	moderne	ADJ;MASC;SG	ADJ
אלמנטים	grundstoffer	אלמנט	grundstof	N;MASC;PL	N;INDF;NEUT;PL
אלמנטים	elementer	אלמנט	element	N;MASC;PL	N;INDF;NEUT;PL
אלמנטים	elementerne	אלמנט	element	N;MASC;PL	N;DEF;NEUT;PL
תחומים	områder	תחום	område	N;MASC;PL	N;INDF;NEUT;PL
תחומים	arealer	תחום	areal	N;MASC;PL	N;INDF;NEUT;PL
תרבותי	kulturel	תרבותי	kulturel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
חלונות	vinduer	חלון	vindue	N;MASC;PL	N;INDF;NEUT;PL
חלונות	vinduerne	חלון	vindue	N;MASC;PL	N;DEF;NEUT;PL
חלונות	ruder	חלון	ruder	N;MASC;PL	N;INDF;MASC+FEM;PL
מקבלת	modtager	קיבל	modtage	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מתמטיקה	matematik	מתמטיקה	matematik	N;FEM;SG	N;INDF;MASC+FEM;SG
מתמטיקה	matematik	מתמטיקה	matematik	N;FEM;SG	N;INDF;MASC+FEM;SG
מתמטיקה	matematik	מתמטיקה	matematik	N;FEM;SG	N;INDF;MASC+FEM;SG
התפתח	fremkaldt	התפתח	fremkalde	V;MASC;SG;3;PST	V;INDF;SG;PST;V.PTCP
התפתח	udviklet	התפתח	udvikle	V;MASC;SG;3;PST	V;INDF;SG;PST;V.PTCP
התפתח	udviklet	התפתח	udvikle	V;MASC;SG;3;PST	V;INDF;SG;PST;V.PTCP
פנימית	internt	פנימי	internt	ADV	ADV
סמלים	symboler	סמל	symbol	N;MASC;PL	N;INDF;MASC+FEM;PL
סמלים	ikoner	סמל	ikone	N;MASC;PL	N;INDF;MASC+FEM;PL
מדיה	medie	מדיה	medie	N;MASC;SG	N;INDF;NEUT;SG
מדיה	medium	מדיה	medium	N;MASC;SG	N;INDF;NEUT;SG
מדיה	medie	מדיה	medie	N;MASC;SG	N;INDF;NEUT;SG
מדיה	mediet	מדיה	medie	N;MASC;SG	N;DEF;NEUT;SG
רשימות	noter	רשימה	note	N;FEM;PL	N;INDF;MASC+FEM;PL
רשימות	sedler	רשימה	sedle	N;FEM;PL	N;INDF;MASC+FEM;PL
רשימות	lister	רשימה	liste	N;FEM;PL	N;INDF;MASC+FEM;PL
רשימות	fortegnelser	רשימה	fortegnelse	N;FEM;PL	N;INDF;MASC+FEM;PL
אימון	træning	אימון	træning	N;MASC;SG	N;INDF;MASC+FEM;SG
אימון	træning	אימון	træning	N;MASC;SG	N;INDF;MASC+FEM;SG
אימון	praksis	אימון	praksis	N;MASC;SG	N;INDF;MASC+FEM;SG
אימון	øvelse	אימון	øvelse	N;MASC;SG	N;INDF;MASC+FEM;SG
אימון	træning	אימון	træning	N;MASC;SG	N;INDF;MASC+FEM;SG
אימון	uddannelse	אימון	uddannelse	N;MASC;SG	N;INDF;MASC+FEM;SG
אימון	oplæring	אימון	oplæring	N;MASC;SG	N;INDF;MASC+FEM;SG
נכשל	mislykket	נכשל	mislykke	V;MASC;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
נכשל	fejlet	נכשל	fejle	V;MASC;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
טלפון	telefon	טלפון	telefon	N;MASC;SG	N;INDF;MASC+FEM;SG
טלפון	telefonen	טלפון	telefon	N;MASC;SG	N;DEF;MASC+FEM;SG
טלפון	tlf	טלפון	tlf	N;MASC;SG	N;INDF;MASC+FEM;SG
טלפון	telefon	טלפון	telefon	N;MASC;SG	N;INDF;MASC+FEM;SG
הוצאות	udgifter	הוצאה	udgift	N;FEM;PL	N;INDF;MASC+FEM;PL
להוביל	føre	הוביל	føre	V;NFIN;ACT	V;NFIN;ACT
נטל	ballast	נטל	ballast	N;MASC;SG	N;INDF;MASC+FEM;SG
נטל	byrde	נטל	byrde	N;MASC;SG	N;INDF;MASC+FEM;SG
כרטיס	billetten	כרטיס	billet	N;MASC;SG	N;DEF;MASC+FEM;SG
כרטיס	billet	כרטיס	billet	N;MASC;SG	N;INDF;MASC+FEM;SG
כרטיס	card	כרטיס	card	N;MASC;SG	N;INDF;MASC+FEM;SG
יוצרת	opretter	יצר	oprette	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
יוצרת	skaber	יצר	skabe	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
יוצרת	opretter	יצר	oprette	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
יוצרת	oprette	יצר	oprette	V;FEM;SG;V.PTCP;ACT	V;NFIN;ACT
יוצרת	skabe	יצר	skabe	V;FEM;SG;V.PTCP;ACT	V;NFIN;ACT
יוצרת	opretter	יצר	oprette	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
יוצרת	skaber	יצר	skabe	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
