par	za	par	za		
ražot	vyrábať	ražot	vyrábať	V;POS;NFIN	V;IPFV;POS;NFIN
ražot	produkovať	ražot	produkovať	V;POS;NFIN	V;IPFV;POS;NFIN
vēsturiskā	historický	vēsturiska	historický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
vēsturiskā	historické	vēsturiska	historický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vēsturiskā	historická	vēsturiska	historický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
aizstāvēja	bránil	aizstāvēt	brániť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
aizstāvēja	bránili	aizstāvēt	brániť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
medicīna	medicína	medicīna	medicín	N;NOM;FEM;SG	N;NOM;FEM;SG
medicīna	liek	medicīna	liek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
kameras	komnaty	kamera	komnata	N;NOM;FEM;PL	N;NOM;FEM;PL
kameras	komory	kamera	komora	N;NOM;FEM;PL	N;NOM;FEM;PL
kameras	kamery	kamera	kamera	N;NOM;FEM;PL	N;NOM;FEM;PL
krūmu	busha	krūms	busha	N;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
pāra	párik	pāra	párik	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pāra	dvojica	pāra	dvojica	N;NOM;FEM;SG	N;NOM;FEM;SG
pāra	párik	pāra	párik	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pāra	dvojica	pāra	dvojica	N;NOM;FEM;SG	N;NOM;FEM;SG
augums	výška	augums	výška	N;NOM;MASC;SG	N;NOM;FEM;SG
mainīts	zmenilo	mainīt	zmeniť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
mainīts	zmenil	mainīt	zmeniť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mainīts	zmenila	mainīt	zmeniť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
izraisīt	spôsobiť	izraisīt	spôsobiť	V;POS;NFIN	V;PFV;POS;NFIN
pazemes	podzemia	pazeme	podzemiť	N;NOM;FEM;PL	N;NOM;NEUT;PL
vāji	slabo	vāji	slabo	ADV	ADV
vāji	slabo	vāji	slabo	ADV	ADV
līdzekļi	zdroje	līdzeklis	zdroj	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
līdzekļi	prostriedky	līdzeklis	prostriedok	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
līdzekļi	prostriedky	līdzeklis	prostriedok	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dzimtene	vlasť	dzimtene	vlasť	N;NOM;FEM;SG	N;NOM;FEM;SG
pļavas	lúky	pļava	lúka	N;NOM;FEM;PL	N;NOM;FEM;PL
pļavas	lúky	pļava	lúka	N;NOM;FEM;PL	N;NOM;FEM;PL
dot	dať	dot	dať	V;POS;NFIN	V;POS;NFIN
dot	daj	dot	dať	V;POS;NFIN	V;IPFV;IMP;SG;2;POS;FIN
dot	dajte	dot	dajte	V;POS;NFIN	V;PFV;IMP;PL;2;POS;FIN
varianti	varianty	variants	variant	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
stāsti	príbehy	stāsts	príbeh	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
stāsti	príspevky	stāsts	príspevok	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
organizē	usporiadať	organizēt	usporiadať	V;IMP;2;POS;FIN;ACT	V;PFV;POS;NFIN
organizē	organizovať	organizēt	organizovať	V;IMP;2;POS;FIN;ACT	V;IPFV;POS;NFIN
organizē	zorganizovať	organizēt	zorganizovať	V;IMP;2;POS;FIN;ACT	V;PFV;POS;NFIN
organizē	usporiadať	organizēt	usporiadať	V;IMP;2;POS;FIN;ACT	V;PFV;POS;NFIN
organizē	organizovať	organizēt	organizovať	V;IMP;2;POS;FIN;ACT	V;IPFV;POS;NFIN
organizē	zorganizovať	organizēt	zorganizovať	V;IMP;2;POS;FIN;ACT	V;PFV;POS;NFIN
pieminēts	spomenul	pieminēt	spomenúť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
pieminēts	spomenula	pieminēt	spomenúť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
pieminēts	zmieniť	pieminēt	zmieniť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;POS;NFIN
pieminēts	spomenúť	pieminēt	spomenúť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;POS;NFIN
playstation	playstation	playstation	playstation	N	N;NOM;FEM;PL
kandidāts	záujemca	kandidāts	záujemca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kandidāts	uchádzač	kandidāts	uchádzač	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kandidāts	kandidát	kandidāts	kandidát	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
molekulas	molekuly	molekula	molekul	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
molekulas	molekuly	molekula	molekul	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
daļiņas	čiastočky	daļiņa	čiastoček	N;NOM;FEM;PL	N;NOM;FEM;PL
daļiņas	častice	daļiņa	častica	N;NOM;FEM;PL	N;NOM;FEM;PL
daļiņas	častice	daļiņa	častica	N;NOM;FEM;PL	N;NOM;FEM;PL
saite	spojenie	saite	spojenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
saite	súvislosť	saite	súvislosť	N;NOM;FEM;SG	N;NOM;FEM;SG
saite	odkaz	saite	odkaz	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
saite	link	saite	link	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
platforma	plošina	platforma	plošina	N;NOM;FEM;SG	N;NOM;FEM;SG
platforma	platforma	platforma	platforma	N;NOM;FEM;SG	N;NOM;FEM;SG
kapu	hrobku	kaps	hrobok	N;ACC;MASC;SG	N;ACC;FEM;SG
nesen	nedávno	nesen	nedávno	ADV	ADV
nesen	najnovšie	nesen	mový	ADV	ADV;RL
info	informácie	info	informácia	N	N;NOM;FEM;PL
pretējā	opačné	pretēja	opačný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
loka	oblúk	loks	oblúk	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
atrasts	našiel	atrast	nájsť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
atrasts	našlo	atrast	nájsť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
aģentūra	agentúra	aģentūra	agentúra	N;NOM;FEM;SG	N;NOM;FEM;SG
atbalsts	podpora	atbalsts	podpora	N;NOM;MASC;SG	N;NOM;FEM;SG
zemāk	nižšie	zemi	nízko	ADV;CMPR	ADV;CMPR
laureāts	laureát	laureāts	laureát	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
sarkana	červené	sarkana	červený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
sarkana	červená	sarkana	červený	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sarkana	červený	sarkana	červený	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
asinis	krvi	asins	krv	N;NOM;FEM;PL	N;NOM;FEM;PL
vieglāk	jednoduchšie	viegli	jednoduchý	ADV;CMPR	ADV;CMPR
vieglāk	ľahšie	viegli	ľahko	ADV;CMPR	ADV;CMPR
sāls	soľ	sāls	soľ	N;NOM;MASC;SG	N;NOM;FEM;SG
konstitūcijas	ústavy	konstitūcija	ústav	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
konstitūcijas	ústavy	konstitūcija	ústav	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
fona	pozadie	fona	pozadie	N;NOM;MASC;SG	N;NOM;NEUT;SG
fona	minulosť	fona	minulosť	N;NOM;MASC;SG	N;NOM;FEM;SG
fona	pozadí	fona	pozadie	N;NOM;MASC;SG	N;NOM;NEUT;SG
savienojums	spojenie	savienojums	spojenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
savienojums	pripojenie	savienojums	pripojenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
kopas	zoskupenia	kopa	zoskupenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
kopas	zoskupení	kopa	zoskupenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
atrastas	našli	atrast	nájsť	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
attīstīties	rozvíjať	attīstīties	rozvíjať	V;POS;REFL;NFIN	V;IPFV;POS;NFIN
attīstīties	vyvinúť	attīstīties	vyvinúť	V;POS;REFL;NFIN	V;PFV;POS;NFIN
attīstīties	vyvíjať	attīstīties	vyvíjať	V;POS;REFL;NFIN	V;IPFV;POS;NFIN
jebkurš	ktokoľvek	jebkurš	ktokoľvek	PRO;NOM;MASC;SG	PRO;ANIM;NOM;MASC;SG
jebkurš	niekto	jebkurš	niekto	PRO;NOM;MASC;SG	PRO;ANIM;NOM;MASC;SG
apakšējā	dolné	apakšēja	dolný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
apakšējā	dolný	apakšēja	dolný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
apakšējā	dolná	apakšēja	dolný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
apakšējā	spodný	apakšēja	spodný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
apakšējā	dolný	apakšēja	dolný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
migrācijas	migrácie	migrācija	migrácia	N;NOM;FEM;PL	N;NOM;FEM;PL
kabinets	skriňa	kabinets	skriňa	N;NOM;MASC;SG	N;NOM;FEM;SG
kabinets	skrinka	kabinets	skrinka	N;NOM;MASC;SG	N;NOM;FEM;SG
materiāls	materiál	materiāls	materiál	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
grieķija	grécko	grieķija	grécko	N;NOM;FEM;SG	N;NOM;NEUT;SG
grieķija	grécka	grieķija	grécka	N;NOM;FEM;SG	N;NOM;NEUT;SG
arhitektūra	architektúra	arhitektūra	architektúra	N;NOM;FEM;SG	N;NOM;FEM;SG
uzlabot	vylepšiť	uzlabot	vylepšiť	V;POS;NFIN	V;PFV;POS;NFIN
uzlabot	zlepšovať	uzlabot	zlepšovať	V;POS;NFIN	V;IPFV;POS;NFIN
uzlabot	zlepšiť	uzlabot	zlepšiť	V;POS;NFIN	V;PFV;POS;NFIN
atsevišķa	oddelený	atsevišķa	oddelený	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
atsevišķa	samostatné	atsevišķa	samostatný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
atsevišķa	oddelené	atsevišķa	oddelený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atsevišķa	samostatný	atsevišķa	samostatný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
atsevišķa	samostatná	atsevišķa	samostatný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
liecības	svedectvá	liecība	svedectvo	N;NOM;FEM;PL	N;NOM;NEUT;PL
krīzes	krízy	krīze	kríza	N;NOM;FEM;PL	N;NOM;FEM;PL
krīzes	krízy	krīze	kríza	N;NOM;FEM;PL	N;NOM;FEM;PL
izgudrotājs	vynálezca	izgudrotājs	vynálezca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
uzsāk	zacne	uzsākt	zacne	V;IMP;SG;2;POS;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
runa	prejav	runa	prejav	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
runa	príhovor	runa	príhovor	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
runa	vystúpenie	runa	vystúpenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
runa	reč	runa	reč	N;NOM;FEM;SG	N;NOM;FEM;SG
jūtas	cíti	justies	cítiť	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
periodi	obdobia	periods	obdobie	N;NOM;MASC;PL	N;NOM;NEUT;PL
eiropa	európa	eiropa	európa	N;NOM;FEM;SG	N;NOM;FEM;SG
tērauda	oceľ	tērauds	oceľ	N;NOM;MASC;SG	N;NOM;FEM;SG
ārā	vonku	ārā	vonku	ADV	ADV
ārā	von	ārā	von	ADV	ADV
pārraides	prenosy	pārraide	prenos	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
formulas	vzorce	formula	vzorec	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
formulas	vzorce	formula	vzorec	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
konstrukcijas	stavby	konstrukcija	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL
konstrukcijas	konštrukcie	konstrukcija	konštrukcia	N;NOM;FEM;PL	N;NOM;FEM;PL
konstrukcijas	konštrukcie	konstrukcija	konštrukcia	N;NOM;FEM;PL	N;NOM;FEM;PL
konstrukcijas	stavby	konstrukcija	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL
konstrukcijas	štruktúry	konstrukcija	štruktúra	N;NOM;FEM;PL	N;NOM;FEM;PL
braukšanas	jazda	braukšana	jazda	N;NOM;FEM;SG	N;NOM;FEM;SG
domas	myšlienky	doma	myšlienka	N;NOM;FEM;PL	N;NOM;FEM;PL
staņislavs	stanisław	staņislavs	stanisław	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
izgatavots	vyrobiť	izgatavot	vyrobiť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;POS;NFIN
tabulas	stoly	tabula	stôl	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
tabulas	tabuľky	tabula	tabuľka	N;NOM;FEM;PL	N;NOM;FEM;PL
just	cítiť	just	cítiť	V;POS;NFIN	V;IPFV;POS;NFIN
just	cítiš	just	cítiť	V;POS;NFIN	V;IPFV;IND;SG;2;POS;PRS;FIN
nometnes	tábory	nometne	tábor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
atklāj	prezradiť	atklāt	prezradiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
atklāj	odhaliť	atklāt	odhaliť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
atklāj	objavovať	atklāt	objavovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;POS;NFIN
atklāj	objaviť	atklāt	objaviť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
atklāj	odhaľuje	atklāt	odhaľovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
atklāj	prezradí	atklāt	prezradiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
atklāj	odhalí	atklāt	odhaliť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
nodalījums	úsek	nodalījums	úsek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nodalījums	oddelenie	nodalījums	oddelenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
drīkst	môže	drīkstēt	môcť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
būvēt	postaviť	būvēt	postaviť	V;POS;NFIN	V;PFV;POS;NFIN
būvēt	budovať	būvēt	budovať	V;POS;NFIN	V;IPFV;POS;NFIN
būvēt	stavať	būvēt	stavať	V;POS;NFIN	V;IPFV;POS;NFIN
būvēt	vybudovať	būvēt	vybudovať	V;POS;NFIN	V;PFV;POS;NFIN
ērglis	orol	ērglis	orol	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
tilpums	objem	tilpums	objem	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tilpums	zväzok	tilpums	zväzok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tilpums	hlasitosť	tilpums	hlasitosť	N;NOM;MASC;SG	N;NOM;FEM;SG
baroka	baroko	baroks	baroko	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
balsis	hlasy	balss	hlas	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
balsis	hlasovania	balss	hlasovanie	N;NOM;FEM;PL	N;NOM;NEUT;PL
balsis	hlasy	balss	hlas	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
tūlīt	ihneď	tūlīt	ihneď	ADV	ADV
tūlīt	okamžite	tūlīt	okamžite	ADV	ADV
starptautiski	medzinárodne	starptautiski	medzinárodne	ADV	ADV
koloniju	kolóniu	kolonija	kolónia	N;ACC;FEM;SG	N;ACC;FEM;SG
atšķirība	rozdiel	atšķirība	rozdiel	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ģitārists	gitarista	ģitārists	gitarista	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
tramvajs	električka	tramvajs	električka	N;NOM;MASC;SG	N;NOM;FEM;SG
atvērts	otvoriť	atvērts	otvoriť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;POS;NFIN
atvērts	otvorila	atvērts	otvoriť	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
izpilda	vykonať	izpilst	vykonať	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
izpilda	popraviť	izpilst	popraviť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
izpilda	spustiť	izpilst	spustiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
izpilda	vykoná	izpilst	vykoný	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
izpilda	vykonáva	izpilst	vykonávať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
āda	koža	āda	koža	N;NOM;FEM;SG	N;NOM;FEM;SG
āda	koža	āda	koža	N;NOM;FEM;SG	N;NOM;FEM;SG
āda	pleť	āda	pleť	N;NOM;FEM;SG	N;NOM;FEM;SG
āda	skin	āda	skin	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
prasības	nároky	prasība	nárok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
prasības	pohľadávky	prasība	pohľadávka	N;NOM;FEM;PL	N;NOM;FEM;PL
prasības	tvrdenia	prasība	tvrdenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
prasības	požiadavky	prasība	požiadavka	N;NOM;FEM;PL	N;NOM;FEM;PL
xiv	xiv	xiv	xiv	NUM	NUM
pētnieks	výskumník	pētnieks	výskumník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pētnieks	vyšetrovateľ	pētnieks	vyšetrovateľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
avīzes	noviny	avīze	noviny	N;NOM;FEM;PL	N;NOM;FEM;PL
lietošana	využívanie	lietošana	využívanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
lietošana	využitie	lietošana	využitie	N;NOM;FEM;SG	N;NOM;NEUT;SG
lietošana	používanie	lietošana	používanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
lietošana	použitie	lietošana	použitie	N;NOM;FEM;SG	N;NOM;NEUT;SG
lietošana	používanie	lietošana	používanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
lietošana	použitie	lietošana	použitie	N;NOM;FEM;SG	N;NOM;NEUT;SG
laikmets	éra	laikmets	éra	N;NOM;MASC;SG	N;NOM;FEM;SG
lauvas	levy	lauva	lev	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
pelēkā	sivý	pelēks	sivý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
pelēkā	sivá	pelēks	sivý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
pelēkā	sivé	pelēks	sivý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zaudē	stráca	zaudēt	strácať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
zaudē	stratiť	zaudēt	stratiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
zaudē	prehrať	zaudēt	prehrať	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
zaudē	prehrá	zaudēt	prehrý	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
zaudē	prehráva	zaudēt	prehráva	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
zaudē	stráca	zaudēt	strácať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
zaudē	stratí	zaudēt	stratiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
augstā	vysoká	augsts	vysoký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
augstā	vysoký	augsts	vysoký	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
augstā	vysoké	augsts	vysoký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ordas	hordy	orda	horda	N;NOM;FEM;PL	N;NOM;FEM;PL
būves	stavby	būve	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL
būves	konštrukcie	būve	konštrukcia	N;NOM;FEM;PL	N;NOM;FEM;PL
sniegs	snehulienka	sniegs	snehulienka	N;NOM;MASC;SG	N;NOM;FEM;SG
sniegs	sneh	sniegs	sneh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
sniegs	sneženie	sniegs	sneženie	N;NOM;MASC;SG	N;NOM;NEUT;SG
slimnīca	nemocnica	slimnīca	nemocnica	N;NOM;FEM;SG	N;NOM;FEM;SG
kategorija	kategória	kategorija	kategória	N;NOM;FEM;SG	N;NOM;FEM;SG
nolaišanās	zostup	nolaišanās	zostup	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
nolaišanās	pristátie	nolaišanās	pristátiť	N;NOM;FEM;SG	N;NOM;NEUT;SG
grādi	stupne	grāds	stupeň	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
cietoksnis	pevnosť	cietoksnis	pevnosť	N;NOM;MASC;SG	N;NOM;FEM;SG
citādi	ináč	citādi	ináč	ADV	ADV
citādi	inak	citādi	inak	ADV	ADV
sarkanais	červené	sarkans	červený	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
sarkanais	červená	sarkans	červený	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
sarkanais	červený	sarkans	červený	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
samazināt	znižovať	samazināt	znižovať	V;POS;NFIN	V;IPFV;POS;NFIN
samazināt	znížiť	samazināt	znížiť	V;POS;NFIN	V;PFV;POS;NFIN
samazināt	zredukovať	samazināt	zredukovať	V;POS;NFIN	V;POS;NFIN
samazināt	znížiť	samazināt	znížiť	V;POS;NFIN	V;PFV;POS;NFIN
nepārtraukti	plynule	nepārtraukti	plynule	ADV	ADV
nepārtraukti	nepretržite	nepārtraukti	nepretržite	ADV	ADV
nepārtraukti	priebežne	nepārtraukti	priebežne	ADV	ADV
nepārtraukti	neprestajne	nepārtraukti	neprestajne	ADV	ADV
nepārtraukti	neustále	nepārtraukti	ustále	ADV	ADV
nepārtraukti	nepretržite	nepārtraukti	nepretržite	ADV	ADV
nepārtraukti	neprestajne	nepārtraukti	neprestajne	ADV	ADV
nepārtraukti	neustále	nepārtraukti	ustále	ADV	ADV
pamest	opustiť	pamest	opustiť	V;POS;NFIN	V;PFV;POS;NFIN
plūsma	tok	plūsma	tok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
plūsma	prietok	plūsma	prietok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ķēniņš	kráľ	ķēniņš	kráľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ķēniņš	král	ķēniņš	král	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mazulis	bábätko	mazulis	bábätko	N;NOM;MASC;SG	N;NOM;NEUT;SG
mazulis	dieťa	mazulis	dieťa	N;NOM;MASC;SG	N;NOM;NEUT;SG
mazulis	mláďa	mazulis	mláďa	N;NOM;MASC;SG	N;NOM;NEUT;SG
vienāda	jednotná	vienāda	jednotný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vienāda	jednotné	vienāda	jednotný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vienāda	jednotný	vienāda	jednotný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
vienāda	rovnaké	vienāda	rovnaký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vienāda	rovnaký	vienāda	rovnaký	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
vienāda	rovné	vienāda	rovný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
mežs	les	mežs	les	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
izvēlēties	vybrať	izvēlēties	vybrať	V;POS;REFL;NFIN	V;PFV;POS;NFIN
izvēlēties	zvoľte	izvēlēties	zvoľiť	V;POS;REFL;NFIN	V;PFV;IMP;PL;2;POS;FIN
izvēlēties	vyberte	izvēlēties	vybrať	V;POS;REFL;NFIN	V;PFV;IMP;PL;2;POS;FIN
izvēlēties	vybrať	izvēlēties	vybrať	V;POS;REFL;NFIN	V;PFV;POS;NFIN
izvēlēties	zvoľte	izvēlēties	zvoľiť	V;POS;REFL;NFIN	V;PFV;IMP;PL;2;POS;FIN
olimpiskā	olympijské	olimpiska	olympijský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
dara	robí	darīt	robiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
dara	robiť	darīt	robiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;POS;NFIN
uzbrūk	útočí	uzbrukt	útočiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
uzbrūk	útočiť	uzbrukt	útočiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;POS;NFIN
saprot	chápe	saprast	cháp	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
saprot	rozumie	saprast	rozumieť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
turpinājums	pokračovanie	turpinājums	pokračovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
turpinājums	pokračovanie	turpinājums	pokračovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
iedalīt	prideliť	iedalīt	prideliť	V;POS;NFIN	V;PFV;POS;NFIN
vāks	veko	vākt	veko	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
vāks	kryt	vākt	kryt	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
