dan	in	dan	in	CONJ	CONJ
mulia	veličastna	mulia	veličasten	ADJ;SG	ADJ;NOM;FEM;SG
mulia	veličasten	mulia	veličasten	ADJ;SG	ADJ;NOM;INDF;MASC;SG
mengalir	teče	menalir	teči	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
adegan	scena	adegan	scena	N;SG	N;NOM;FEM;SG
adegan	prizor	adegan	prizor	N;SG	N;NOM;MASC;SG
adegan	prizorišče	adegan	prizorišče	N;SG	N;NOM;NEUT;SG
adegan	sceno	adegan	scena	N;SG	N;ACC;FEM;SG
biografi	življenjepis	biografi	življenjepis	N;SG	N;NOM;MASC;SG
biografi	biografijo	biografi	biografija	N;SG	N;ACC;FEM;SG
villa	vili	villa	vila	N	N;NOM;FEM;SG
villa	vilo	villa	vila	N	N;ACC;FEM;SG
villa	villa	villa	vileti	N	N;NOM;FEM;SG
villa	vila	villa	vilo	N	N;NOM;FEM;SG
kolam	ribniku	kolam	ribnik	N;SG	N;DAT;MASC;SG
kolam	ribnik	kolam	ribnik	N;SG	N;NOM;MASC;SG
kolam	bazen	kolam	bazen	N;SG	N;NOM;MASC;SG
kolam	biljard	kolam	biljard	N;SG	N;NOM;MASC;SG
sempurna	popolna	sempurna	popoln	ADJ;SG	ADJ;NOM;FEM;SG
sempurna	popoln	sempurna	popoln	ADJ;SG	ADJ;NOM;INDF;MASC;SG
sempurna	popolno	sempurna	popoln	ADJ;SG	ADJ;NOM;NEUT;SG
wartawan	novinarka	wartawan	novinarka	N;SG	N;NOM;FEM;SG
wartawan	novinarja	wartawan	novinar	N;SG	N;ANIM;ACC;MASC;SG
wartawan	novinar	wartawan	novinar	N;SG	N;NOM;MASC;SG
wartawan	novinarka	wartawan	novinarka	N;SG	N;NOM;FEM;SG
wartawan	poročevalec	wartawan	poročevalec	N;SG	N;NOM;MASC;SG
wartawan	poročevalka	wartawan	poročevalka	N;SG	N;NOM;FEM;SG
wartawan	novinar	wartawan	novinar	N;SG	N;NOM;MASC;SG
budak	suženj	budak	suženj	N;SG	N;NOM;MASC;SG
budak	sužnja	budak	sužnja	N;SG	N;NOM;MASC;SG
mengisi	zapolni	menisi	zapolniti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
mengisi	napolni	menisi	napolen	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
negatif	negativen	negatif	negativen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
negatif	negativna	negatif	negativen	ADJ;SG	ADJ;NOM;FEM;SG
negatif	negativni	negatif	negativen	ADJ;SG	ADJ;NOM;MASC;SG
kanker	raku	kanker	rak	N;SG	N;DAT;MASC;SG
kanker	rak	kanker	rak	N;SG	N;NOM;MASC;SG
kanker	raka	kanker	rak	N;SG	N;GEN;MASC;SG
internal	notranja	internal	notranji	ADJ;SG	ADJ;NOM;FEM;SG
internal	notranji	internal	notranji	ADJ;SG	ADJ;NOM;DEF;MASC;SG
otoritas	organ	otoritas	organ	N;SG	N;NOM;MASC;SG
otoritas	avtoriteta	otoritas	avtoriteta	N;SG	N;NOM;FEM;SG
variasi	sorta	variasi	sorta	N;SG	N;NOM;FEM;SG
variasi	raznolikost	variasi	raznolikost	N;SG	N;NOM;FEM;SG
biara	samostana	biara	samostan	N	N;GEN;MASC;SG
biara	samostan	biara	samostan	N	N;NOM;MASC;SG
biara	samostan	biara	samostan	N	N;NOM;MASC;SG
biara	samostan	biara	samostan	N	N;NOM;MASC;SG
biara	abbey	biara	abbey	N	N;NOM;MASC;SG
biara	samostanov	biara	samostan	N	N;GEN;MASC;PL
menempatkan	postavi	mentempatkan	postaviti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
garam	sol	garam	sol	N;SG	N;NOM;MASC;SG
garam	soli	garam	sol	N;SG	N;NOM;FEM;SG
roket	raketo	roket	raketa	N;SG	N;ACC;FEM;SG
roket	raketa	roket	raketa	N;SG	N;NOM;FEM;SG
parameter	parameter	parameter	parameter	N;SG	N;NOM;MASC;SG
parameter	parametra	parameter	parameter	N;SG	N;NOM;MASC;SG
terpaksa	prisilno	terpaksa	prisilno	ADV;SG;PASS	ADV
kosong	prazno	kosong	prazen	ADJ;SG	ADJ;NOM;NEUT;SG
kosong	prazna	kosong	prazen	ADJ;SG	ADJ;NOM;FEM;SG
kosong	prazen	kosong	prazen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
kosong	prazen	kosong	prazen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
kosong	prazno	kosong	prazen	ADJ;SG	ADJ;NOM;NEUT;SG
partikel	delce	partikel	delce	N	N;ACC;MASC;PL
partikel	delci	partikel	delec	N	N;NOM;MASC;PL
partikel	delec	partikel	delec	N	N;NOM;MASC;SG
petunjuk	namig	petunjuk	namig	N;SG	N;NOM;MASC;SG
lanjutan	nadaljevanje	lanjutan	nadaljevanje	N;SG	N;NOM;NEUT;SG
dibantu	pomagala	dibantu	pomagati	V;SG;PASS	V;FEM;SG;V.PTCP
dibantu	pomagal	dibantu	pomagati	V;SG;PASS	V;MASC;SG;V.PTCP
dibantu	pomagalo	dibantu	pomagati	V;SG;PASS	V;NEUT;SG;V.PTCP
sesungguhnya	resnično	sesungguhnya	resnično	ADV	ADV
invasi	invazijo	invasi	invazija	N;SG	N;ACC;FEM;SG
invasi	invazija	invasi	invazija	N;SG	N;NOM;FEM;SG
rudal	izstrelek	rudal	izstrelek	N;SG	N;NOM;MASC;SG
rudal	projektil	rudal	projektiti	N;SG	N;NOM;MASC;SG
rudal	raketa	rudal	raketa	N;SG	N;NOM;FEM;SG
personel	osebje	personel	osebje	N;SG	N;NOM;NEUT;SG
batuan	skalo	batuan	skala	N;SG	N;ACC;FEM;SG
batuan	rock	batuan	rock	N;SG	N;NOM;MASC;SG
batuan	kamen	batuan	kamen	N;SG	N;NOM;MASC;SG
batuan	skala	batuan	skala	N;SG	N;NOM;FEM;SG
pengelolaan	upravljanje	penkelolaan	upravljanje	N;SG	N;NOM;NEUT;SG
pengelolaan	obvladovanje	penkelolaan	obvladovanje	N;SG	N;NOM;NEUT;SG
juri	žirija	juri	žirija	N;SG	N;NOM;FEM;SG
juri	porota	juri	porota	N;SG	N;NOM;FEM;SG
rasi	ozvezdja	rasi	ozvezdjati	N	N;NOM;NEUT;PL
anggaran	proračun	anggaran	proračun	N;SG	N;NOM;MASC;SG
penjelasan	pojasnilo	penjelasan	pojasniti	N;SG	N;NOM;NEUT;SG
penjelasan	obrazložitev	penjelasan	obrazložitev	N;SG	N;NOM;FEM;SG
penjelasan	razlaga	penjelasan	razlagati	N;SG	N;NOM;FEM;SG
penjelasan	obrazložitev	penjelasan	obrazložitev	N;SG	N;NOM;FEM;SG
perahu	jadrnica	perahu	jadrnica	N;SG	N;NOM;FEM;SG
perahu	ladja	perahu	ladja	N;SG	N;NOM;FEM;SG
perahu	čoln	perahu	čoln	N;SG	N;NOM;MASC;SG
lokomotif	lokomotiva	lokomotif	lokomotiv	N	N;NOM;MASC;DU
rusak	poškodovano	rusak	poškodovan	ADJ;SG	ADJ;NOM;NEUT;SG;V.PTCP
rusak	poškodovan	rusak	poškodovan	ADJ;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
rusak	poškodovana	rusak	poškodovan	ADJ;SG	ADJ;NOM;FEM;SG;V.PTCP
rusak	zlomljen	rusak	zlomljen	ADJ;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
rusak	zlomljeno	rusak	zlomljen	ADJ;SG	ADJ;NOM;NEUT;SG;V.PTCP
rusak	pokvarjen	rusak	pokvarjen	ADJ;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
rusak	pokvarjeno	rusak	pokvarjen	ADJ;SG	ADJ;NOM;NEUT;SG;V.PTCP
mengapa	zakaj	mengapa	zakaj	ADV	ADV
mall	btc	mall	btc	N	N;NOM;MASC;SG
nasi	riž	nasi	riža	N;SG	N;NOM;MASC;SG
nasi	riža	nasi	riža	N;SG	N;GEN;MASC;SG
championship	prvenstvo	championship	prvenstvo	N	N;NOM;NEUT;SG
landasan	steza	landasan	steza	N;SG	N;NOM;FEM;SG
bab	poglavje	bab	poglavje	N;SG	N;NOM;NEUT;SG
bab	bab	bab	bab	N;SG	N;NOM;MASC;SG
lemah	šibak	lemah	šibak	ADJ;SG	ADJ;NOM;INDF;MASC;SG
lemah	šibek	lemah	šibek	ADJ;SG	ADJ;NOM;INDF;MASC;SG
lemah	šibka	lemah	šibek	ADJ;SG	ADJ;NOM;FEM;SG
lemah	šibko	lemah	šibko	ADJ;SG	ADJ;NOM;NEUT;SG
monumen	spomenik	monumen	spomenik	N;SG	N;NOM;MASC;SG
menjawab	odgovoril	menjawab	odgovoriti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
menjawab	odgovorilo	menjawab	odgovoriti	V;SG;ACT	V;PFV;NEUT;SG;V.PTCP
menjawab	odgovoril	menjawab	odgovoriti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
kendali	kontrola	kendali	kontrola	N;SG	N;NOM;FEM;SG
kendali	krmiljenje	kendali	krmiljenje	N;SG	N;NOM;NEUT;SG
kendali	nadzor	kendali	nadzor	N;SG	N;NOM;MASC;SG
kendali	obvladovanje	kendali	obvladovanje	N;SG	N;NOM;NEUT;SG
kendali	nadzor	kendali	nadzor	N;SG	N;NOM;MASC;SG
menangani	uredil	mentangani	urediti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
koran	časopis	koran	časopis	N;SG	N;NOM;MASC;SG
koran	papirja	koran	papir	N;SG	N;GEN;MASC;SG
koran	papir	koran	papir	N;SG	N;NOM;MASC;SG
berlanjut	nadaljuje	berlanjut	nadaljevati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
dimensi	razsežnost	dimensi	razsežnost	N;SG	N;NOM;FEM;SG
dimensi	dimenzija	dimensi	dimenzija	N;SG	N;NOM;FEM;SG
monster	pošast	monster	pošast	N	N;NOM;FEM;SG
monster	pošastmi	monster	pošast	N	N;NOM;FEM;PL
monster	pošasti	monster	pošast	N	N;NOM;FEM;PL
signifikan	precejšnje	signifikan	precejšnji	ADJ;SG	ADJ;NOM;NEUT;SG
tulis	pisanje	tulis	pisanje	N;SG;ACT	N;NOM;NEUT;SG
tulis	sestavi	tulis	sestava	N;SG;ACT	N;DAT;FEM;SG
penerima	upravičenec	penterima	upravičenec	N;SG	N;NOM;MASC;SG
penerima	prejemnik	penterima	prejemnik	N;SG	N;NOM;MASC;SG
penerima	prejemnik	penterima	prejemnik	N;SG	N;NOM;MASC;SG
penerima	sprejemnik	penterima	sprejemnik	N;SG	N;NOM;MASC;SG
identitas	identiteto	identitas	identiteta	N;SG	N;ACC;FEM;SG
identitas	identiteta	identitas	identiteta	N;SG	N;NOM;FEM;SG
atap	streho	atap	streha	N;SG	N;ACC;FEM;SG
atap	streha	atap	streha	N;SG	N;NOM;FEM;SG
atap	strehi	atap	streha	N;SG	N;NOM;FEM;SG
dikelola	uspela	dikelola	uspeti	V;SG;PASS	V;PFV;FEM;SG;V.PTCP
dikelola	uspelo	dikelola	uspeti	V;SG;PASS	V;PFV;NEUT;SG;V.PTCP
dikelola	upravlja	dikelola	upravljati	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
ancaman	grožnja	ancaman	grožnja	N;SG	N;NOM;FEM;SG
ancaman	grožnja	ancaman	grožnja	N;SG	N;NOM;FEM;SG
pengakuan	sprejem	penakuan	sprejem	N;SG	N;NOM;MASC;SG
pengakuan	izpoved	penakuan	izpoved	N;SG	N;NOM;FEM;SG
pengakuan	spovedi	penakuan	spoved	N;SG	N;NOM;FEM;SG
pengakuan	spoved	penakuan	spoved	N;SG	N;NOM;FEM;SG
pengakuan	priznanje	penakuan	priznanje	N;SG	N;NOM;NEUT;SG
pengakuan	priznavanje	penakuan	priznavanje	N;SG	N;NOM;NEUT;SG
pengakuan	priznanje	penakuan	priznanje	N;SG	N;NOM;NEUT;SG
pengakuan	prepoznavanje	penakuan	prepoznavanje	N;SG	N;NOM;NEUT;SG
mahkamah	sodišče	mahkamah	sodišče	N;SG	N;NOM;NEUT;SG
mahkamah	dvor	mahkamah	dvor	N;SG	N;NOM;MASC;SG
penerbit	založnik	penterbit	založnik	N;SG	N;NOM;MASC;SG
penerbit	izdajatelj	penterbit	izdajatelj	N;SG	N;NOM;MASC;SG
penerbit	izdajatelja	penterbit	izdajatelj	N;SG	N;ANIM;ACC;MASC;SG
penerbit	izdajatelj	penterbit	izdajatelj	N;SG	N;NOM;MASC;SG
penerbit	izdajanje	penterbit	izdajanje	N;SG	N;NOM;NEUT;SG
penerbit	objavo	penterbit	objava	N;SG	N;ACC;FEM;SG
penerbit	objavljanje	penterbit	objavljanje	N;SG	N;NOM;NEUT;SG
jantan	samec	jantan	samec	N;SG	N;NOM;MASC;SG
karyawan	uslužbenec	karyawan	uslužbenec	N;MASC;SG	N;NOM;MASC;SG
karyawan	delavec	karyawan	delavec	N;MASC;SG	N;NOM;MASC;SG
halus	gladka	halus	gladko	ADJ;SG	ADJ;NOM;FEM;SG
halus	gladek	halus	gladek	ADJ;SG	ADJ;NOM;INDF;MASC;SG
halus	umirjena	halus	umirjen	ADJ;SG	ADJ;NOM;FEM;SG;V.PTCP
halus	prefinjeno	halus	prefinjen	ADJ;SG	ADJ;NOM;NEUT;SG;V.PTCP
pedang	meč	pedang	meč	N;SG	N;NOM;MASC;SG
restoran	restavracija	restoran	restavracija	N;SG	N;NOM;FEM;SG
direktorat	direktorat	direktorat	direktorat	N;SG	N;NOM;MASC;SG
peluru	metki	peluru	metek	N;SG	N;NOM;MASC;SG
peluru	naboj	peluru	naboj	N;SG	N;NOM;MASC;SG
peluru	krogla	peluru	krogel	N;SG	N;NOM;FEM;SG
koloni	kolonijo	koloni	kolonija	N;SG	N;ACC;FEM;SG
koloni	kolonija	koloni	kolonija	N;SG	N;NOM;FEM;SG
varian	varianta	varian	variant	N;SG	N;NOM;FEM;SG
varian	različica	varian	različica	N;SG	N;NOM;FEM;SG
distribusi	razdelitev	distribusi	razdelitev	N;SG	N;NOM;FEM;SG
distribusi	porazdelitev	distribusi	porazdelitev	N;SG	N;NOM;FEM;SG
distribusi	distribucija	distribusi	distribucija	N;SG	N;NOM;FEM;SG
distribusi	razdeljevanje	distribusi	razdeljevanje	N;SG	N;NOM;NEUT;SG
distribusi	razporeditev	distribusi	razporeditev	N;SG	N;NOM;FEM;SG
cucu	vnukinja	cucu	vnukinja	N;SG	N;NOM;FEM;SG
cucu	vnuk	cucu	vnuk	N;SG	N;NOM;MASC;SG
cucu	vnuka	cucu	vnuk	N;SG	N;NOM;MASC;SG
cucu	vnuk	cucu	vnuk	N;SG	N;NOM;MASC;SG
baja	jekla	baja	jeklo	N	N;NOM;NEUT;PL
baja	jeklo	baja	jekla	N	N;NOM;NEUT;SG
baja	baja	baja	baj	N	N;NOM;FEM;SG
keterangan	napis	keterangan	napis	N;SG	N;NOM;MASC;SG
keterangan	opis	keterangan	opis	N;SG	N;NOM;MASC;SG
keterangan	poimenovanje	keterangan	poimenovanje	N;SG	N;NOM;NEUT;SG
pejuang	borca	pejuang	borec	N;SG	N;NOM;MASC;SG
pejuang	borca	pejuang	borec	N;SG	N;NOM;MASC;SG
pejuang	bojevnica	pejuang	bojevnica	N;SG	N;NOM;FEM;SG
pejuang	bojevnik	pejuang	bojevnik	N;SG	N;NOM;MASC;SG
bawang	česen	bawang	česen	N;SG	N;NOM;MASC;SG
bawang	čebula	bawang	čebula	N;SG	N;NOM;FEM;SG
bawang	čebulo	bawang	čebula	N;SG	N;ACC;FEM;SG
bawang	čebule	bawang	čebula	N;SG	N;NOM;FEM;SG
bawang	čebula	bawang	čebula	N;SG	N;NOM;FEM;SG
bawang	čebule	bawang	čebula	N;SG	N;NOM;FEM;SG
komposisi	sestavi	komposisi	sestava	N;SG	N;DAT;FEM;SG
komposisi	sestava	komposisi	sestava	N;SG	N;NOM;FEM;SG
murni	čisti	murni	čist	ADJ;SG	ADJ;NOM;DEF;MASC;SG
murni	čista	murni	čist	ADJ;SG	ADJ;NOM;FEM;SG
saksi	priča	saksi	priča	N;SG	N;NOM;FEM;SG
rumput	trati	rumput	trati	N;SG	N;NOM;FEM;SG
rumput	trato	rumput	trata	N;SG	N;ACC;FEM;SG
rumput	trate	rumput	trati	N;SG	N;ACC;MASC;SG
rumput	trava	rumput	trava	N;SG	N;NOM;FEM;SG
rumput	travo	rumput	trava	N;SG	N;ACC;FEM;SG
tank	rezervoar	tank	rezervoar	N	N;NOM;MASC;SG
tank	tank	tank	tanka	N	N;NOM;MASC;SG
tank	rezervoarji	tank	rezervoar	N	N;NOM;MASC;PL
sidang	sojenje	sidang	sojenje	N;SG	N;NOM;NEUT;SG
sidang	sodišče	sidang	sodišče	N;SG	N;NOM;NEUT;SG
sidang	dvor	sidang	dvor	N;SG	N;NOM;MASC;SG
baku	surova	baku	surov	ADJ;SG	ADJ;NOM;FEM;SG
baku	surovi	baku	surov	ADJ;SG	ADJ;NOM;MASC;SG
baku	surov	baku	surov	ADJ;SG	ADJ;NOM;INDF;MASC;SG
penari	plesalka	pentari	plesalka	N;SG	N;NOM;FEM;SG
penari	plesalec	pentari	plesalec	N;SG	N;NOM;MASC;SG
memperkuat	okrepiti	menperkuat	okrepiti	V;SG;ACT	V;PFV;NFIN
memperkuat	okrepi	menperkuat	okrepiti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
memperkuat	krepi	menperkuat	krepiti	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
formal	formalnega	formal	formalen	ADJ	ADJ;GEN;NEUT;SG
perlawanan	upor	perlawanan	upor	N;SG	N;NOM;MASC;SG
perlawanan	odpornost	perlawanan	odpornost	N;SG	N;NOM;FEM;SG
perlawanan	odpor	perlawanan	odpor	N;SG	N;NOM;MASC;SG
perlawanan	upiranje	perlawanan	upiranje	N;SG	N;NOM;NEUT;SG
terbukti	dokazala	terbukti	dokazati	V;SG;PASS	V;PFV;FEM;SG;V.PTCP
terbukti	izkazal	terbukti	izkazati	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
terbukti	dokazal	terbukti	dokazati	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
betina	ženska	betina	ženska	N;SG	N;NOM;FEM;SG
betina	samica	betina	samica	N;SG	N;NOM;FEM;SG
betina	žensko	betina	ženska	N;SG	N;ACC;FEM;SG
pameran	razstava	pameran	razstava	N;SG	N;NOM;FEM;SG
pameran	expo	pameran	expo	N;SG	N;NOM;MASC;SG
pameran	razstavi	pameran	razstava	N;SG	N;NOM;FEM;SG
pameran	razstavo	pameran	razstava	N;SG	N;ACC;FEM;SG
pameran	razstava	pameran	razstava	N;SG	N;NOM;FEM;SG
mengungkapkan	razkrije	menungkapkan	razkriti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
mengungkapkan	razkriva	menungkapkan	razkrivati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengungkapkan	odkriva	menungkapkan	odkrivati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengungkapkan	razkril	menungkapkan	razkriti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
mengungkapkan	razkriti	menungkapkan	razkriti	V;SG;ACT	V;PFV;NFIN
mengungkapkan	izraziti	menungkapkan	izraziti	V;SG;ACT	V;PFV;NFIN
mengungkapkan	izraža	menungkapkan	izražati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengungkapkan	razkril	menungkapkan	razkriti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
mengungkapkan	pokazala	menungkapkan	pokazati	V;SG;ACT	V;PFV;FEM;SG;V.PTCP
mengungkapkan	razkrila	menungkapkan	razkriti	V;SG;ACT	V;PFV;FEM;SG;V.PTCP
memahami	razume	menpahami	razumeti	V;SG;ACT	V;IND;SG;3;PRS;FIN
peninggalan	relikvija	pentinggalan	relikvija	N;SG	N;NOM;FEM;SG
kontribusi	prispevek	kontribusi	prispevek	N;SG	N;NOM;MASC;SG
kontribusi	prispevanje	kontribusi	prispevanje	N;SG	N;NOM;NEUT;SG
kontribusi	prispevanje	kontribusi	prispevanje	N;SG	N;NOM;NEUT;SG
mengenakan	nosil	menkenakan	nositi	V;SG;ACT	V;IPFV;MASC;SG;V.PTCP
mengenakan	nosila	menkenakan	nositi	V;SG;ACT	V;IPFV;FEM;SG;V.PTCP
dicatat	zabeleži	dicatat	zabelež	V;SG;PASS	V;PFV;IND;SG;3;PRS;FIN
platform	ploščad	platform	ploščad	N	N;NOM;FEM;SG
platform	platforma	platform	platform	N	N;NOM;FEM;SG
platform	platformo	platform	platforma	N	N;ACC;FEM;SG
platform	ploščadi	platform	ploščad	N	N;NOM;FEM;SG
platform	platforme	platform	platform	N	N;NOM;FEM;PL
kamp	taborišče	kamp	taborišče	N;SG	N;NOM;NEUT;SG
kamp	kamp	kamp	kamp	N;SG	N;NOM;MASC;SG
kamp	camp	kamp	camp	N;SG	N;NOM;MASC;SG
kamp	tabor	kamp	tabor	N;SG	N;NOM;MASC;SG
kekayaan	bogastva	kekayaan	bogastvo	N;SG	N;GEN;NEUT;SG
kekayaan	bogastvo	kekayaan	bogastvo	N;SG	N;NOM;NEUT;SG
kekayaan	premoženje	kekayaan	premoženje	N;SG	N;NOM;NEUT;SG
kekayaan	bogastva	kekayaan	bogastvo	N;SG	N;GEN;NEUT;SG
kekayaan	bogastvo	kekayaan	bogastvo	N;SG	N;NOM;NEUT;SG
baris	črta	baris	črta	N;SG	N;NOM;FEM;SG
baris	vrstica	baris	vrstica	N;SG	N;NOM;FEM;SG
baris	vrstica	baris	vrstica	N;SG	N;NOM;FEM;SG
jahat	slaba	jahat	slab	ADJ;SG	ADJ;NOM;FEM;SG
jahat	slab	jahat	slab	ADJ;SG	ADJ;NOM;INDF;MASC;SG
jahat	zlobna	jahat	zloben	ADJ;SG	ADJ;NOM;FEM;SG
jahat	hudobna	jahat	hudoben	ADJ;SG	ADJ;NOM;FEM;SG
jahat	zlobna	jahat	zloben	ADJ;SG	ADJ;NOM;FEM;SG
jahat	hudoben	jahat	hudoben	ADJ;SG	ADJ;NOM;INDF;MASC;SG
jahat	zloben	jahat	zloben	ADJ;SG	ADJ;NOM;INDF;MASC;SG
jahat	zlobno	jahat	zlobno	ADJ;SG	ADJ;NOM;NEUT;SG
pembukaan	odprtje	penbukaan	odprtje	N;SG	N;NOM;NEUT;SG
pembukaan	otvoritev	penbukaan	otvoritev	N;SG	N;NOM;FEM;SG
pembukaan	odpiranje	penbukaan	odpiranje	N;SG	N;NOM;NEUT;SG
perbaikan	popravilo	perbaikan	popravilo	N;SG	N;NOM;NEUT;SG
perbaikan	izboljšanje	perbaikan	izboljšanje	N;SG	N;NOM;NEUT;SG
perbaikan	izboljševanje	perbaikan	izboljševanje	N;SG	N;NOM;NEUT;SG
sayang	ljub	sayang	ljub	N;SG	N;NOM;MASC;SG
sayang	otrok	sayang	otrok	N;SG	N;NOM;MASC;SG
sayang	punčka	sayang	punčka	N;SG	N;NOM;FEM;SG
sayang	dojenček	sayang	dojenček	N;SG	N;NOM;MASC;SG
bunuh	ubil	bunuh	ubiti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
mendarat	pristalo	mendarat	pristati	V;SG;ACT	V;PFV;NEUT;SG;V.PTCP
mendarat	pristal	mendarat	pristati	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
penyair	pesnik	penyair	pesnik	N	N;NOM;MASC;SG
penyair	pesnika	penyair	pesnik	N	N;ANIM;ACC;MASC;SG
penyair	pesnica	penyair	pesnica	N	N;NOM;FEM;SG
penyair	pesniki	penyair	pesnik	N	N;NOM;MASC;PL
penyair	bard	penyair	barda	N	N;NOM;MASC;SG
pendudukan	poklic	pendudukan	poklic	N;SG	N;NOM;MASC;SG
institusi	nosilec	institusi	nosilec	N;SG	N;NOM;MASC;SG
institusi	zavod	institusi	zavod	N;SG	N;NOM;MASC;SG
institusi	institucijo	institusi	institucija	N;SG	N;ACC;FEM;SG
institusi	ustanova	institusi	ustanova	N;SG	N;NOM;FEM;SG
institusi	institucija	institusi	institucija	N;SG	N;NOM;FEM;SG
konsentrasi	zbranost	konsentrasi	zbranost	N;SG	N;NOM;FEM;SG
konsentrasi	koncentracijo	konsentrasi	koncentracija	N;SG	N;ACC;FEM;SG
konsentrasi	koncentracija	konsentrasi	koncentracija	N;SG	N;NOM;FEM;SG
konsentrasi	koncentrat	konsentrasi	koncentrat	N;SG	N;NOM;MASC;SG
pers	tiska	pers	tisk	N;SG	N;GEN;MASC;SG
pers	tisk	pers	tisk	N;SG	N;NOM;MASC;SG
mineral	mineralov	mineral	mineral	N	N;GEN;MASC;PL
mineral	minerali	mineral	minerati	N	N;NOM;MASC;PL
mengaku	priznati	menkaku	priznati	V;SG;ACT	V;PFV;NFIN
mengaku	priznal	menkaku	priznati	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
dibaca	bere	dibaca	breti	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
dibaca	prebere	dibaca	prebrati	V;SG;PASS	V;PFV;IND;SG;3;PRS;FIN
ujian	test	ujian	test	N;SG	N;NOM;MASC;SG
ujian	preskus	ujian	preskus	N;SG	N;NOM;MASC;SG
ujian	preizkus	ujian	preizkus	N;SG	N;NOM;MASC;SG
ujian	izpit	ujian	izpit	N;SG	N;NOM;MASC;SG
pengertian	razumevanje	pengertian	razumevanje	N;SG	N;NOM;NEUT;SG
melaporkan	prijavi	menlaporkan	prijava	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
klasifikasi	klasifikacija	klasifikasi	klasifikacija	N;SG	N;NOM;FEM;SG
klasifikasi	uvrstitev	klasifikasi	uvrstitev	N;SG	N;NOM;FEM;SG
klasifikasi	razvrščanje	klasifikasi	razvrščanje	N;SG	N;NOM;NEUT;SG
klasifikasi	razvrstitev	klasifikasi	razvrstitev	N;SG	N;NOM;FEM;SG
menuntut	zahteval	mentuntut	zahtevati	V;SG;ACT	V;MASC;SG;V.PTCP
perumahan	ohišje	penrumahan	ohišje	N;SG	N;NOM;NEUT;SG
perumahan	nastanitev	penrumahan	nastanitev	N;SG	N;NOM;FEM;SG
perumahan	posest	penrumahan	posest	N;SG	N;NOM;FEM;SG
perumahan	posestvo	penrumahan	posestvo	N;SG	N;NOM;NEUT;SG
rider	jahač	rider	jahač	N	N;NOM;MASC;SG
rider	jezdec	rider	jezdec	N	N;NOM;MASC;SG
akun	račun	akun	račun	N;SG	N;NOM;MASC;SG
aktivis	aktivist	aktivis	aktivist	N;SG	N;NOM;MASC;SG
ritual	obred	ritual	obred	N	N;NOM;MASC;SG
ritual	ritual	ritual	ritual	N	N;NOM;MASC;SG
ritual	obrede	ritual	obred	N	N;ACC;MASC;PL
ekspedisi	odprave	ekspedisi	odprava	N	N;NOM;FEM;PL
ekspedisi	odprava	ekspedisi	odprava	N	N;NOM;FEM;SG
robot	robota	robot	robot	N;SG	N;NOM;MASC;SG
robot	robot	robot	robot	N;SG	N;NOM;MASC;SG
kekalahan	poraz	kekalahan	poraz	N;SG	N;NOM;MASC;SG
lingkaran	krog	lingkaran	krog	N;SG	N;NOM;MASC;SG
rawa	močvirje	rawa	močvirja	N;SG	N;NOM;NEUT;SG
rawa	mokrišče	rawa	mokrišče	N;SG	N;NOM;NEUT;SG
rawa	marsh	rawa	marsh	N;SG	N;NOM;MASC;SG
rawa	močvirje	rawa	močvirja	N;SG	N;NOM;NEUT;SG
pramuka	skavt	pramuka	skavt	N	N;NOM;MASC;SG
pramuka	scout	pramuka	scout	N	N;NOM;MASC;SG
pramuka	izvidnik	pramuka	izvidnik	N	N;NOM;MASC;SG
