και	그리고	και	그리고	CONJ	CONJ
ρυθμός	평가	ρυθμός	평가	N;NOM;MASC;SG	N
ρυθμός	비율	ρυθμός	비율	N;NOM;MASC;SG	N
ρυθμός	리듬	ρυθμός	리듬	N;NOM;MASC;SG	N
θεατές	관람객	θεατός	관람객	N;NOM;MASC;PL	N
θεατές	시청자	θεατός	시청자	N;NOM;MASC;PL	N
σφαγή	학살	σφαγή	학살	N;ACC;FEM;SG	N
μέταλλα	금속	μέταλλος	금속	N;NOM;NEUT;PL	N
μέταλλα	금속	μέταλλος	금속	N;NOM;NEUT;PL	N
υποκατάσταση	교체	υποκατάσταση	교체	N;NOM;FEM;SG	N
χορός	무용	χορός	무용	N;NOM;MASC;SG	N
κολέγιο	대학교	κολέγιο	대학교	N;NOM;NEUT;SG	N
κολέγιο	대학	κολέγιο	대학	N;NOM;NEUT;SG	N
κύμα	파동	κύμα	파동	N;NOM;NEUT;SG	N
βία	폭력	βία	폭력	N;NOM;FEM;SG	N
πύλες	포털	πύλη	포털	N;NOM;FEM;PL	N
κορίτσι	소녀	κορίτσι	소녀	N;NOM;NEUT;SG	N
εγγονός	손자	εγγονός	손자	N;NOM;MASC;SG	N
θηλυκά	여성	θηλυκά	여성	N;NOM;NEUT;PL	N
κατάργηση	폐지	κατάργηση	폐지	N;ACC;FEM;SG	N
θεολογία	신학	θεολογία	신학	N;NOM;FEM;SG	N
εκδοχές	버전	εκδοχή	버전	N;NOM;FEM;PL	N
πρόεδροι	회장	πρόεδρος	회장	N;NOM;MASC;PL	N
πρόεδροι	대통령	πρόεδρος	대통령	N;NOM;MASC;PL	N
ερώτημα	쿼리	ερώτημα	쿼리	N;NOM;NEUT;SG	N
ερώτημα	검색어	ερώτημα	검색+어	N;NOM;NEUT;SG	N
ερώτημα	질문	ερώτημα	질문	N;NOM;NEUT;SG	N
σύνταξη	연금	σύνταξη	연금	N;NOM;FEM;SG	N
σύνταξη	구문	σύνταξη	구문	N;NOM;FEM;SG	N
σύνταξη	문법	σύνταξη	문법	N;NOM;FEM;SG	N
ιδιοκτήτης	소유자	ιδιοκτήτης	소유자	N;NOM;MASC;SG	N
γαλαξίες	은하	γαλαξία	은하	N;NOM;FEM;PL	N
κτήρια	건물	κτήριος	건물	N;NOM;NEUT;PL	N
κτήρια	건축물	κτήριος	건축물	N;NOM;NEUT;PL	N
κτήρια	건물들	κτήριος	건물+들	N;NOM;NEUT;PL	N
κτήρια	빌딩	κτήριος	빌딩	N;NOM;NEUT;PL	N
τάσεις	추세	τάση	추세	N;NOM;FEM;PL	N
τάσεις	경향	τάση	경향	N;NOM;FEM;PL	N
τάσεις	경향	τάση	경향	N;NOM;FEM;PL	N
εύκολο	쉬운	εύκολος	쉽+ㄴ	ADJ;NOM;NEUT;SG	ADJ
εύκολο	쉬워	εύκολος	쉽+어	ADJ;NOM;NEUT;SG	ADJ
εύκολο	아쉬운	εύκολος	아쉽+ㄴ	ADJ;NOM;NEUT;SG	ADJ
εκτιμήσεις	추정치	εκτίμηση	추정치	N;NOM;FEM;PL	N
εκτιμήσεις	추정	εκτίμηση	추정	N;NOM;FEM;PL	N
απάντησε	대답해	απαντώ	대답+하+어	V;PFV;IND;SG;3;PST;FIN;ACT	V
ισοπαλία	추첨	ισοπαλία	추첨	N;ACC;FEM;SG	N
κεφαλή	머리	κεφαλή	머리	N;ACC;FEM;SG	N
επαναστάτες	반군	επαναστάτης	반군	N;NOM;MASC;PL	N
άθροισμα	합계	άθροισμα	합계	N;NOM;NEUT;SG	N
φυλακές	교도소	φυλακή	교도소	N;NOM;FEM;PL	N
φυλακές	감옥	φυλακή	감옥	N;NOM;FEM;PL	N
φυλακές	교도소	φυλακή	교도소	N;NOM;FEM;PL	N
φυλακές	감옥	φυλακή	감옥	N;NOM;FEM;PL	N
αερίου	가스	αέριο	가스	N;GEN;NEUT;SG	N
σύνδρομο	증후군	σύνδρομος	증후군	N;NOM;NEUT;SG	N
πόρων	자원	πόρος	자원	N;GEN;MASC;PL	N
πόρων	리소스	πόρος	리소스	N;GEN;MASC;PL	N
ολοκληρωθεί	완료되었습니다	ολοκληρώνω	완료+되+었+습니다	V;PFV;NFIN;PASS	V
άσκηση	운동	άσκηση	운동	N;ACC;FEM;SG	N
επιπτώσεις	영향	επίπτωση	영향	N;NOM;FEM;PL	N
επιπτώσεις	영향	επίπτωση	영향	N;NOM;FEM;PL	N
επιπτώσεις	영향	επίπτωση	영향	N;NOM;FEM;PL	N
επιπτώσεις	효과	επίπτωση	효과	N;NOM;FEM;PL	N
τραγωδία	비극	τραγωδία	비극	N;ACC;FEM;SG	N
πρωταθλητές	챔피언	πρωταθλητής	챔피언	N;NOM;MASC;PL	N
αναπληρωτής	부관	αναπληρωτής	부관	N;NOM;MASC;SG	N
μόρια	분자	μόριο	분자	N;NOM;NEUT;PL	N
τατουάζ	문신	τατουάζ	문신	N;NOM;NEUT;PL	N
τατουάζ	타투	τατουάζ	타투	N;NOM;NEUT;PL	N
τατουάζ	문신	τατουάζ	문신	N;NOM;NEUT;PL	N
διαταγές	주문	διαταγή	주문	N;NOM;FEM;PL	N
παιδεία	교육학	παιδεία	교육학	N;NOM;FEM;SG	N
παιδεία	교육	παιδεία	교육	N;NOM;FEM;SG	N
παιδεία	학력	παιδεία	학력	N;NOM;FEM;SG	N
αντίγραφο	복사	αντίγραφο	복사	N;NOM;NEUT;SG	N
αντίγραφο	중복	αντίγραφο	중복	N;NOM;NEUT;SG	N
αντίγραφο	복제	αντίγραφο	복제	N;NOM;NEUT;SG	N
αντίγραφο	복사	αντίγραφο	복사	N;NOM;NEUT;SG	N
αντίγραφο	복사본	αντίγραφο	복사본	N;NOM;NEUT;SG	N
αντίγραφο	사본	αντίγραφο	사본	N;NOM;NEUT;SG	N
φωτογραφίας	사진	φωτογραφία	사진	N;GEN;FEM;SG	N
φωτογραφίας	사진술	φωτογραφία	사진술	N;GEN;FEM;SG	N
διάσταση	차원	διάσταση	차원	N;ACC;FEM;SG	N
μυθιστορήματα	소설	μυθιστόρημα	소설	N;NOM;NEUT;PL	N
αξιολόγηση	평가	αξιολόγηση	평가	N;ACC;FEM;SG	N
ορολογία	용어	ορολογία	용어	N;NOM;FEM;SG	N
εντολές	명령	εντολή	명령	N;NOM;FEM;PL	N
εντολές	명령어	εντολή	명령+어	N;NOM;FEM;PL	N
εντολές	주문	εντολή	주문	N;NOM;FEM;PL	N
χειρόγραφα	사본	χειρόγραφο	사본	N;NOM;NEUT;PL	N
κάτοχος	소유자	κάτοχος	소유자	N;NOM;MASC;SG	N
μεθυλο	메틸	μεθυλο	메너+ㄴ	N	N
συμμάχους	연합군	σύμμαχος	연합군	N;ACC;MASC;PL	N
συμμάχους	연합국	σύμμαχος	연합국	N;ACC;MASC;PL	N
διακοπή	휴식	διακοπή	휴식	N;ACC;FEM;SG	N
διακοπή	인터럽트	διακοπή	인터럽트	N;ACC;FEM;SG	N
αποδοχή	합격	αποδοχή	합격	N;ACC;FEM;SG	N
προστέθηκε	추가되었습니다	προσθέτω	추가+되+었+습니다	V;PFV;IND;SG;3;PST;FIN;PASS	V
προστέθηκε	추가됨	προσθέτω	추가+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
κυνήγι	사냥	κυνήγι	사냥	N;NOM;NEUT;SG	N
κυνήγι	사냥	κυνήγι	사냥	N;NOM;NEUT;SG	N
χριστιανούς	기독교인	χριστιανός	기독교인	N;ACC;MASC;PL	N
πλεονέκτημα	혜택	πλεονέκτημα	혜택	N;NOM;NEUT;SG	N
πληθυσμούς	인구	πληθυσμός	인구	N;ACC;MASC;PL	N
κόκκινη	붉은	κόκκινος	붉+ㄴ	ADJ;NOM;FEM;SG	ADJ
ψάρια	물고기	ψάριος	물고기	N;NOM;NEUT;PL	N
τζαμί	모스크	τζαμί	모스크	N;NOM;NEUT;SG	N
πάλη	레슬링	πάλη	레슬링	N;NOM;FEM;SG	N
πάλη	투쟁	πάλη	투쟁	N;NOM;FEM;SG	N
αδυναμία	약점	αδυναμία	약점	N;ACC;FEM;SG	N
αγορές	구매	αγορά	구매	N;NOM;FEM;PL	N
αγορές	시장	αγορά	시장	N;NOM;FEM;PL	N
σύμπλεγμα	클러스터	σύμπλεγμα	클러스터	N;NOM;NEUT;SG	N
σύμπλεγμα	성단	σύμπλεγμα	성단	N;NOM;NEUT;SG	N
αδερφή	여동생	αδερφή	여동생	N;NOM;FEM;SG	N
εργάτες	노동자	εργάτης	노동자	N;NOM;MASC;PL	N
εργάτες	노동자들	εργάτης	노동자+들	N;NOM;MASC;PL	N
εργάτες	근로자	εργάτης	근로자	N;NOM;MASC;PL	N
φόρμουλα	공식	φόρμουλος	공식	N;NOM;MASC;SG	N
λόγοι	이유	λόγος	이유	N;NOM;MASC;PL	N
προσβολή	모욕을	προσβολή	모욕+을	N;ACC;FEM;SG	N
πληθυσμοί	인구	πληθυσμός	인구	N;NOM;MASC;PL	N
λύσεις	해결책	λύση	해결책	N;NOM;FEM;PL	N
λύσεις	솔루션	λύση	솔루션	N;NOM;FEM;PL	N
πτήσεις	항공편	πτήση	항공+편	N;NOM;FEM;PL	N
πτήσεις	비행	πτήση	비행	N;NOM;FEM;PL	N
νάτριο	나트륨	νάτριος	나트륨	N;NOM;NEUT;SG	N
σύμπαν	우주	σύμπαν	우주	N;NOM;NEUT;SG	N
πρακτικές	실습	πρακτική	실습	N;NOM;FEM;PL	N
συντάκτες	편집자	συντάκτης	편집자	N;NOM;MASC;PL	N
συντάκτες	편집기	συντάκτης	편집기	N;NOM;MASC;PL	N
συντάκτες	작가	συντάκτης	작가	N;NOM;MASC;PL	N
συντάκτες	제작자	συντάκτης	제작자	N;NOM;MASC;PL	N
συντάκτες	작성자	συντάκτης	작성자	N;NOM;MASC;PL	N
διαταραχή	장애	διαταραχή	장애	N;NOM;FEM;SG	N
πόδι	발발	πόδι	발발	N;NOM;NEUT;SG	N
ροπή	토크	ροπή	토크	N;ACC;FEM;SG	N
άνθη	꽃이	άνθη	꽃+이	N;NOM;NEUT;PL	N
αστέρι	항성	αστέρι	항성	N;NOM;NEUT;SG	N
πάσχα	부활절	πάσχα	부활절	N;NOM;NEUT;SG	N
γραμματεία	사무국	γραμματείο	사무국	N;NOM;FEM;SG	N
φτερά	깃털	φτερά	깃털	N;NOM;NEUT;PL	N
φτερά	날개	φτερά	날개	N;NOM;NEUT;PL	N
απαγόρευση	금지	απαγόρευση	금지	N;ACC;FEM;SG	N
αίθουσες	객실	αίθουσα	객실	N;NOM;FEM;PL	N
επιβάτες	승객	επιβάτης	승객	N;NOM;MASC;PL	N
υιός	아들	υιός	아들	N;NOM;MASC;SG	N
διάλυμα	해결책	διάλυμα	해결책	N;NOM;NEUT;SG	N
διάλυμα	솔루션	διάλυμα	솔루션	N;NOM;NEUT;SG	N
σύνολα	합계	σύνολο	합계	N;NOM;NEUT;PL	N
αξίες	가치관	αξία	가치관	N;NOM;FEM;PL	N
αξίες	가치	αξία	가치	N;NOM;FEM;PL	N
εξορία	망명	εξορία	망명	N;ACC;FEM;SG	N
ενότητες	모듈	ενότητα	모듈	N;NOM;FEM;PL	N
ενότητες	섹션	ενότητα	섹션	N;NOM;FEM;PL	N
φορτίο	로딩	φορτίο	로딩	N;NOM;NEUT;SG	N
φορτίο	화물	φορτίο	화물	N;NOM;NEUT;SG	N
φορτίο	배송	φορτίο	배송	N;NOM;NEUT;SG	N
φορτίο	발송	φορτίο	발송	N;NOM;NEUT;SG	N
ακμή	여드름	ακμή	여드름	N;NOM;FEM;SG	N
γαλαξίας	은하	γαλαξία	은하	N;NOM;MASC;SG	N
πολίτη	시민	πολίτης	시민	N;VOC;MASC;SG	N
γυρίσματα	촬영	γύρισμα	촬영	N;NOM;NEUT;PL	N
γυρίσματα	총격	γύρισμα	총격	N;NOM;NEUT;PL	N
γυρίσματα	사격	γύρισμα	사격	N;NOM;NEUT;PL	N
επίλυση	해결	επίλυση	해결	N;ACC;FEM;SG	N
επίλυση	해결	επίλυση	해결	N;ACC;FEM;SG	N
κουλτούρα	문화	κουλτούρα	문화	N;NOM;FEM;SG	N
προφήτη	예언자	πρόφητος	예언자	N;NOM;MASC;SG	N
πτηνά	새들	πτηνώ	새+들	N;NOM;NEUT;PL	N
χαρτί	용지	χαρτί	용지	N;NOM;NEUT;SG	N
τρόφιμα	음식	τρόφιμα	음식	N;NOM;NEUT;PL	N
τρόφιμα	식량	τρόφιμα	식량	N;NOM;NEUT;PL	N
τρόφιμα	식품	τρόφιμα	식품	N;NOM;NEUT;PL	N
τρόφιμα	음식	τρόφιμα	음식	N;NOM;NEUT;PL	N
τρόφιμα	식품	τρόφιμα	식품	N;NOM;NEUT;PL	N
τρόφιμα	식료품	τρόφιμα	식료품	N;NOM;NEUT;PL	N
συνδέθηκε	연결됨	συνδέκτω	연결+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
χαμηλό	낮은	χαμηλός	낮+ㄴ	ADJ;NOM;NEUT;SG	ADJ
χαμηλό	낮음	χαμηλός	낮+ㅁ	ADJ;NOM;NEUT;SG	ADJ
παράταση	확장	παράταση	확장	N;ACC;FEM;SG	N
παράταση	연장	παράταση	연장	N;ACC;FEM;SG	N
παράταση	확장자	παράταση	확장자	N;ACC;FEM;SG	N
παράταση	확대	παράταση	확대	N;ACC;FEM;SG	N
βλάστηση	식물	βλάστηση	식물	N;NOM;FEM;SG	N
αποστάσεις	거리	απόσταση	거리	N;NOM;FEM;PL	N
οδηγία	지시	οδηγία	지시	N;NOM;FEM;SG	N
μεταφορών	교통수단	μεταφορά	교통+수단	N;GEN;FEM;PL	N
μεταφορών	운송	μεταφορά	운송	N;GEN;FEM;PL	N
μεταφορών	수송	μεταφορά	수송	N;GEN;FEM;PL	N
μεταφορών	교통	μεταφορά	교통	N;GEN;FEM;PL	N
χειρόγραφο	사본	χειρόγραφο	사본	N;NOM;NEUT;SG	N
έντομα	곤충	έντομα	곤충	N;NOM;NEUT;PL	N
έντομα	곤충	έντομα	곤충	N;NOM;NEUT;PL	N
αθλητισμός	스포츠	αθλητισμός	스포츠	N;NOM;MASC;SG	N
αθλητισμός	스포츠	αθλητισμός	스포츠	N;NOM;MASC;SG	N
μόριο	분자	μόριο	분자	N;NOM;NEUT;SG	N
σκάκι	체스	σκάκι	체스	N;NOM;NEUT;SG	N
διάγραμμα	도표	διάγραμμα	도표	N;NOM;NEUT;SG	N
διάγραμμα	차트	διάγραμμα	차트	N;NOM;NEUT;SG	N
πεδιάδα	평원	πεδιάδα	평원	N;NOM;FEM;SG	N
τραυματίες	부상	τραυματίας	부상	N;NOM;MASC;PL	N
σμήνος	클러스터	σμήνος	클러스터	N;NOM;NEUT;SG	N
σμήνος	성단	σμήνος	성단	N;NOM;NEUT;SG	N
διπλωμάτης	외교관	διπλωμάτης	외교관	N;NOM;MASC;SG	N
ασθένειες	질병	ασθένεια	질병	N;NOM;FEM;PL	N
αίτια	원인	αίτιο	원인	N;NOM;NEUT;PL	N
άγρια	야생	άγρια	야생	N;NOM;NEUT;PL	N
πτέρυγα	날개	πτέρυγα	날개	N;NOM;FEM;SG	N
εκμετάλλευση	착취	εκμετάλλευση	착취	N;NOM;FEM;SG	N
νυν	현재	νυν	현재	N	N
νυν	전류	νυν	전류	N	N
αξιοθέατα	관광지	αξιοθέατος	관광지	N;NOM;NEUT;PL	N
αξιοθέατα	명소	αξιοθέατος	명소	N;NOM;NEUT;PL	N
αξιοθέατα	명소	αξιοθέατος	명소	N;NOM;NEUT;PL	N
αξιοθέατα	관광지	αξιοθέατος	관광지	N;NOM;NEUT;PL	N
αξιοθέατα	관광	αξιοθέατος	관광	N;NOM;NEUT;PL	N
σύγχυση	혼란	σύγχυση	혼란	N;ACC;FEM;SG	N
σύγχυση	혼돈	σύγχυση	혼돈	N;ACC;FEM;SG	N
σύγχυση	혼란	σύγχυση	혼란	N;ACC;FEM;SG	N
σύγχυση	혼란	σύγχυση	혼란	N;ACC;FEM;SG	N
μάρτυρες	증인	μάρτυρας	증인	N;NOM;MASC;PL	N
μάρτυρες	목격자	μάρτυρας	목격자	N;NOM;MASC;PL	N
μάρτυρες	순교자	μάρτυρας	순교자	N;NOM;MASC;PL	N
αγάλματα	동상	άγαλμα	동상	N;NOM;NEUT;PL	N
αγάλματα	조각상	άγαλμα	조각상	N;NOM;NEUT;PL	N
δίπλωμα	수료	δίπλωμα	수료	N;NOM;NEUT;SG	N
δίπλωμα	라이선스	δίπλωμα	라이선스	N;NOM;NEUT;SG	N
δίπλωμα	면허	δίπλωμα	면허	N;NOM;NEUT;SG	N
ιδεολογία	이데올로기	ιδεολογία	이데올로기	N;NOM;FEM;SG	N
ίση	평등	ίσος	평등	N;NOM;FEM;SG	N
συντάκτης	편집기	συντάκτης	편집기	N;NOM;MASC;SG	N
συντάκτης	편집자	συντάκτης	편집자	N;NOM;MASC;SG	N
συντάκτης	작가	συντάκτης	작가	N;NOM;MASC;SG	N
συντάκτης	저자	συντάκτης	저자	N;NOM;MASC;SG	N
συντάκτης	제작자	συντάκτης	제작자	N;NOM;MASC;SG	N
συντάκτης	작성자	συντάκτης	작성자	N;NOM;MASC;SG	N
αυγά	달걀	αυγά	달걀	N;NOM;NEUT;PL	N
κεφάλαια	기금	κεφάλαιο	기금	N;NOM;NEUT;PL	N
κεφάλαια	자금	κεφάλαιο	자금	N;NOM;NEUT;PL	N
κεφάλαια	펀드	κεφάλαιο	펀드	N;NOM;NEUT;PL	N
ζώο	동물	ζώο	동물	N;NOM;NEUT;SG	N
ζώο	동물학	ζώο	동물학	N;NOM;NEUT;SG	N
μέταλλο	금속	μέταλλο	금속	N;NOM;NEUT;SG	N
ένταξη	통합	ένταξη	통합	N;ACC;FEM;SG	N
δηλώσεις	선언	δήλωση	선언	N;NOM;FEM;PL	N
τόποι	음식점	τόπος	음식점	N;NOM;MASC;PL	N
τόποι	장소	τόπος	장소	N;NOM;MASC;PL	N
αστρονομία	천문학	αστρονομία	천문학	N;NOM;FEM;SG	N
κορίτσια	소녀	κορίτσι	소녀	N;NOM;NEUT;PL	N
κορίτσια	소녀들	κορίτσι	소녀+들	N;NOM;NEUT;PL	N
κορίτσια	걸스	κορίτσι	걸스	N;NOM;NEUT;PL	N
τετράγωνο	광장	τετράγωνος	광장	N;NOM;NEUT;SG	N
τετράγωνο	차단	τετράγωνος	차단	N;NOM;NEUT;SG	N
αέρια	가스	αέριος	가스	N;NOM;NEUT;PL	N
αέρια	가스	αέριος	가스	N;NOM;NEUT;PL	N
μεταρρύθμιση	개혁개방	μεταρρύθμιση	개혁+개방	N;NOM;FEM;SG	N
μεταρρύθμιση	개혁	μεταρρύθμιση	개혁	N;NOM;FEM;SG	N
καθημερινά	매일	καθημερινά	매일	ADV	ADV
νατρίου	나트륨	νάτριος	나트륨	N;GEN;NEUT;SG	N
στιγμές	순간	στιγμή	순간	N;NOM;FEM;PL	N
περιστροφή	회전	περιστροφή	회전	N;NOM;FEM;SG	N
περιστροφή	회전	περιστροφή	회전	N;NOM;FEM;SG	N
περιστροφή	회전	περιστροφή	회전	N;NOM;FEM;SG	N
μμε	미디어	μμε	미디어	N	N
αρχιτέκτονες	건축가	αρχιτέκτονας	건축가	N;NOM;MASC;PL	N
γραμματέα	비서	γραμματέας	비서	N;ACC;MASC;SG	N
πυρήνας	커널	πυρήνας	커널	N;NOM;MASC;SG	N
επανάληψη	반복	επανάληψη	반복	N;ACC;FEM;SG	N
περιπέτειες	어드벤처	περιπέτεια	어드벤처	N;NOM;FEM;PL	N
περιπέτειες	모험	περιπέτεια	모험	N;NOM;FEM;PL	N
αναπαραγωγή	재생	αναπαραγωγή	재생	N;NOM;FEM;SG	N
αναπαραγωγή	번식	αναπαραγωγή	번식	N;NOM;FEM;SG	N
αναπαραγωγή	사육	αναπαραγωγή	사육	N;NOM;FEM;SG	N
οχήματα	차량	όχημα	차량	N;NOM;NEUT;PL	N
ταλέντο	재능	ταλέντος	재능	N;NOM;NEUT;SG	N
ταλέντο	탤런트	ταλέντος	탤런트	N;NOM;NEUT;SG	N
ταλέντο	재능	ταλέντος	재능	N;NOM;NEUT;SG	N
μπάντα	밴드	μπάντα	밴드	N;NOM;FEM;SG	N
σεισμό	지진	σεισμός	지진	N;NOM;MASC;SG	N
τουρισμού	관광	τουρισμός	관광	N;GEN;MASC;SG	N
δακτύλιο	반지	δακτύλιο	반지	N;NOM;NEUT;SG	N
δακτύλιο	소환	δακτύλιο	소환	N;NOM;NEUT;SG	N
ποσοστά	백분율	ποσοστό	백분율	N;NOM;NEUT;PL	N
σήματα	신호	σήμα	신호	N;NOM;NEUT;PL	N
σήματα	위젯	σήμα	위젯	N;NOM;NEUT;PL	N
διαγραφεί	삭제됨	διαγραφώ	삭제되+ㄴ	V;PFV;NFIN;PASS	V
διαγραφεί	삭제함	διαγραφώ	삭제+하+ㅁ	V;PFV;NFIN;PASS	V
διαγραφεί	삭제되었습니다	διαγραφώ	삭제+되+었+습니다	V;PFV;NFIN;PASS	V
ραδιόφωνο	라디오방송	ραδιόφωνος	라디오방송	N;NOM;NEUT;SG	N
γλύπτης	조각가	γλύπτης	조각+가	N;NOM;MASC;SG	N
γλύπτης	조각가자리	γλύπτης	조각가리리	N;NOM;MASC;SG	N
συστατικό	위젯	συστατικό	위젯	N;NOM;NEUT;SG	N
συστατικό	컴포넌트	συστατικό	컴포넌트	N;NOM;NEUT;SG	N
συστατικό	구성요소	συστατικό	구성+요소	N;NOM;NEUT;SG	N
συστατικό	재료	συστατικό	재료	N;NOM;NEUT;SG	N
κουζίνα	부엌	κουζίνα	부엌	N;NOM;FEM;SG	N
κουζίνα	주방	κουζίνα	주방	N;NOM;FEM;SG	N
στρώμα	계층	στρώμα	계층	N;NOM;NEUT;SG	N
στρώμα	매트리스	στρώμα	매트리스	N;NOM;NEUT;SG	N
νόμοι	법률	νόμος	법률	N;NOM;MASC;PL	N
στήριξη	지원	στήριξη	지원	N;ACC;FEM;SG	N
στήριξη	후원	στήριξη	후원	N;ACC;FEM;SG	N
στρώματα	매트리스	στρώμα	매트리스	N;NOM;NEUT;PL	N
μαλλιά	머리카락	μαλλιά	머리카락	N;NOM;NEUT;PL	N
μαλλιά	머리	μαλλιά	머리	N;NOM;NEUT;PL	N
μαλλιά	머리카락이	μαλλιά	머리카락+이	N;NOM;NEUT;PL	N
χριστιανός	기독교	χριστιανός	기독교	N;NOM;MASC;SG	N
ομοίως	마찬가지로	ομοίως	마찬가지+로	ADV	ADV
παιδικά	어릴적	παιδικά	어릴+적	N;NOM;NEUT;PL	N
συνδέσεις	연결	σύνδεση	연결	N;NOM;FEM;PL	N
εργαστήρια	연구소	εργαστήρια	연구소	N;NOM;NEUT;PL	N
εργαστήρια	실험실	εργαστήρια	실험실	N;NOM;NEUT;PL	N
δοκιμές	재판	δοκιμή	재판	N;NOM;FEM;PL	N
δοκιμές	테스트	δοκιμή	테스트	N;NOM;FEM;PL	N
δοκιμές	테스트	δοκιμή	테스트	N;NOM;FEM;PL	N
δοκιμές	검사	δοκιμή	검사	N;NOM;FEM;PL	N
δοκιμές	시험	δοκιμή	시험	N;NOM;FEM;PL	N
μυαλό	마음	μυαλός	마음	N;NOM;NEUT;SG	N
αποφυγή	회피	αποφυγή	회피	N;DAT;FEM;SG	N
εγκατασταθεί	설치됨	εγκαθιστώ	설치+되+ㄴ	V;PFV;NFIN;PASS	V
φυγή	항공편	φυγή	항공+편	N;ACC;FEM;SG	N
φυγή	비행	φυγή	비행	N;ACC;FEM;SG	N
χορωδία	합창	χορωδία	합창	N;NOM;FEM;SG	N
ερώτηση	질문	ερώτηση	질문	N;ACC;FEM;SG	N
εύκολη	쉬운	εύκολος	쉽+ㄴ	ADJ;NOM;FEM;SG	ADJ
εύκολη	쉬워	εύκολος	쉽+어	ADJ;NOM;FEM;SG	ADJ
εύκολη	아쉬운	εύκολος	아쉽+ㄴ	ADJ;NOM;FEM;SG	ADJ
θύμα	희생자	θύμα	희생자	N;NOM;NEUT;SG	N
ψυχολογία	심리학	ψυχολογία	심리학	N;ACC;FEM;SG	N
κληρονομιά	상속	κληρονομιά	상속	N;NOM;FEM;SG	N
κληρονομιά	문화유산	κληρονομιά	문화유산	N;NOM;FEM;SG	N
κύριοι	신사	κύριος	신사	N;VOC;MASC;PL	N
απόκτηση	습득	απόκτηση	습득	N;ACC;FEM;SG	N
απόκτηση	획득	απόκτηση	획득	N;ACC;FEM;SG	N
απόκτηση	수집	απόκτηση	수집	N;ACC;FEM;SG	N
εποχές	계절	εποχή	계절	N;NOM;FEM;PL	N
διαμονής	주택	διαμονή	주택	N;GEN;FEM;SG	N
δράσεις	행동	δράση	행동	N;NOM;FEM;PL	N
δράσεις	활동	δράση	활동	N;NOM;FEM;PL	N
δράσεις	동작	δράση	동작	N;NOM;FEM;PL	N
δράσεις	액션	δράση	액션	N;NOM;FEM;PL	N
σεισμός	지진	σεισμός	지진	N;NOM;MASC;SG	N
διατάξεις	조항	διάταξη	조항	N;NOM;FEM;PL	N
συναίνεση	승낙	συναίνεση	승낙	N;ACC;FEM;SG	N
χωριών	마을	χώρα	마을	N;GEN;FEM;PL	N
άνδρας	남성	άντρας	남성	N;NOM;MASC;SG	N
σχήματα	모양	σχήμα	모양	N;NOM;NEUT;PL	N
ξαφνικά	갑자기	ξαφνικά	갑자기	ADV	ADV
καθοδήγηση	복음	καθοδήγηση	복음	N;ACC;FEM;SG	N
οπαδοί	팬들	οπαδός	팬+들	N;NOM;MASC;PL	N
θείος	삼촌	θείος	삼촌	N;NOM;MASC;SG	N
θείος	아저씨	θείος	아저씨	N;NOM;MASC;SG	N
μετρήσεις	지표	μέτρηση	지표	N;NOM;FEM;PL	N
μετρήσεις	측정	μέτρηση	측정	N;NOM;FEM;PL	N
μετρήσεις	측정	μέτρηση	측정	N;NOM;FEM;PL	N
μετανάστευση	이민	μετανάστευση	이민	N;NOM;FEM;SG	N
εγκλήματα	범죄	έγκλημα	범죄	N;NOM;NEUT;PL	N
δημοσιεύθηκε	출판됨	δημοσιεύω	출판+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
πτέρυγες	날개	πτέρυγας	날개	N;NOM;FEM;PL	N
παραβίαση	위반	παραβίαση	위반	N;ACC;FEM;SG	N
πρωτόκολλο	프로토콜	πρωτόκολλο	프로토콜	N;NOM;NEUT;SG	N
πειράματα	실험	πείραμα	실험	N;NOM;NEUT;PL	N
παρακολούθηση	감시	παρακολούθηση	감시	N;ACC;FEM;SG	N
προϋποθέσεις	조건	προϋπόθεση	조건	N;NOM;FEM;PL	N
λαών	민족	λαός	민족	N;GEN;MASC;PL	N
χρειαζόταν	필요함	χρειάζομαι	필요함	V;IPFV;IND;SG;3;PST;FIN;PASS	V
καθαρό	깨끗한	καθερός	깨끗하+ㄴ	ADJ;NOM;NEUT;SG	ADJ
δρόμοι	거리	δρόμος	거리	N;NOM;MASC;PL	N
πώληση	판매	πώληση	판매	N;NOM;FEM;SG	N
πώληση	판매	πώληση	판매	N;NOM;FEM;SG	N
κύρος	타당성	κύρος	타당성	N;ACC;MASC;SG	N
ουρανού	하늘	ουρανός	하늘	N;GEN;NEUT;SG	N
κουτί	상자	κουτί	상자	N;NOM;NEUT;SG	N
αρχαιολογία	고고학	αρχαιολογία	고고학	N;NOM;FEM;SG	N
αρχαιολογία	고고학	αρχαιολογία	고고학	N;NOM;FEM;SG	N
μηχανισμός	메커니즘	μηχανισμός	메커니즘	N;NOM;MASC;SG	N
μαρτυρία	증언	μαρτυρία	증언	N;NOM;FEM;SG	N
μεταρρυθμίσεις	개혁개방	μεταρρύθμιση	개혁+개방	N;NOM;FEM;PL	N
