kot	som	kot	som	CONJ	CONJ
zaposlen	upptagen	zaposlen	upptagen	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sprejeta	godkänt	sprejet	godkänna	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sprejeta	accepterat	sprejet	acceptera	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sprejeta	accepterad	sprejet	acceptera	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sprejeta	godkänd	sprejet	godkänd	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sprejeta	antaget	sprejet	antagen	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sprejeta	antagen	sprejet	antagen	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sprejeta	adopterad	sprejet	adoptera	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nasprotno	motsatt	nasproten	motsatt	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
stotnik	kaptenen	stotnik	kapt	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
stotnik	captain	stotnik	captain	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stotnik	kommendör	stotnik	kommendör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stotnik	kapten	stotnik	kapt	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
uporabljeni	begagnade	uporabljen	begagnad	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
predstavitev	presentation	predstavitev	presentation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
predstavitev	bildspel	predstavitev	bildspel	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
spremljevalni	medföljande	spremljevalen	medfölja	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
pristop	tillvägagångssätt	pristop	tillvägagångssätt	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pristop	inflygning	pristop	inflygning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pristop	anslutningen	pristop	anslutning	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pristop	anslutning	pristop	anslutning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
proga	track	proga	track	N;NOM;FEM;SG	N;NOM;MASC+FEM;SG
odziv	reaktion	odziv	reaktion	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
odziv	svar	odziv	svar	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
odziv	gensvar	odziv	gensvar	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
odziv	respons	odziv	respons	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
boljše	bättre	dober	bra	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR
kulturna	kulturellt	kulturen	kulturell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
kulturna	kulturell	kulturen	kulturell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
mehanizem	mekanism	mehanizem	mekanism	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mehanizem	mekanismen	mehanizem	mekanism	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
švedsko	svenskt	švedski	svensk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
soli	salta	sol	salta	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
soli	salt	sol	salt	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
sekretar	sekreteraren	sekretar	sekreterare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
guverner	guvernören	guverner	guvernör	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
guverner	guvernör	guverner	guvernör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
delavci	arbetare	delavec	arbetare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
delavci	arbetstagare	delavec	arbetstagare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
izrazito	markant	izrazito	markant	ADV	ADV
izrazito	påtagligt	izrazito	påtaglig	ADV	ADV
dala	gav	dati	ge	V;PFV;FEM;SG;V.PTCP	V;IMP;PST;FIN;ACT
oddaje	shower	oddaja	showa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
podoba	avbild	podoba	avbild	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
podoba	bilden	podoba	bild	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
podoba	image	podoba	image	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
podoba	bild	podoba	bild	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
benetton	benetton	benetton	benetton	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
izvajanje	genomförande	izvajanje	genomförande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
izvajanje	implementering	izvajanje	implementering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
izvajanje	genomförandet	izvajanje	genomförande	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
jedra	kärnor	jedro	kärna	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
sestavljeno	sammansatt	sestavljen	sammansatt	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sestavljeno	sammansatt	sestavljen	sammansatt	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
združenje	föreningen	združenje	förening	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
združenje	förening	združenje	förening	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
združenje	association	združenje	association	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
bel	white	bel	white	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bel	bel	bel	bel	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
politiki	politiker	politika	politik	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
politiki	politikerna	politika	politiker	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
politiki	politiker	politika	politik	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
množice	massorna	množica	massa	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
množice	vikter	množica	vikt	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
množice	folkmassor	množica	folkmassa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
simulacija	simulering	simulacija	simulering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zanimivo	intressant	zanimiv	intressant	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zanimivo	spännande	zanimiv	spännande	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
zanimivo	fascinerande	zanimiv	fascinerande	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
bitke	strider	bitka	strid	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
kipar	skulptör	kipar	skulptör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dvd	dvd	dvd	dvd	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
roj	svärm	roj	svärm	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
industrija	industrin	industrija	industri	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
industrija	industri	industrija	industri	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
industrija	bransch	industrija	bransch	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opazil	märkte	opaziti	märka	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
sodišča	domstolar	sodišče	domstol	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
sodišča	domstolarna	sodišče	domstol	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
posneli	filmade	posneti	filma	V;PFV;MASC;PL;V.PTCP	V;PST;V.PTCP;ACT
pokaže	visar	pokazati	visa	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
grb	crest	grb	crest	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kupil	köper	kupiti	köpa	V;PFV;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
kupil	köpa	kupiti	köpa	V;PFV;MASC;SG;V.PTCP	V;IMP;NFIN;ACT
kupil	köptes	kupiti	köpa	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
kupil	köpte	kupiti	köpa	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
ples	dance	ples	danc	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ples	dans	ples	dans	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ples	dancing	ples	dancing	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ples	dans	ples	dans	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stal	stal	stati	stal	V;IPFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
stal	stod	stati	stå	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
stal	stog	stati	sta	V;IPFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
stal	stått	stati	stå	V;IPFV;MASC;SG;V.PTCP	V;V.CVB;ACT
raziskovalci	utforskare	raziskovalec	utforskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
raziskovalci	forskare	raziskovalec	forskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
zvezna	federalt	zvezen	federal	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
indija	india	indija	india	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ukrepi	åtgärder	ukrep	åtgärd	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ukrepi	åtgärder	ukrep	åtgärd	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ukrepi	insatser	ukrep	insats	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ribe	fiskar	riba	fisk	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ribe	fiskar	riba	fisk	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ustvarja	skapar	ustvarjati	skapa	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
električno	elektriskt	električen	elektrisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
električno	elektrisk	električen	elektrisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
električno	elektriskt	električen	elektrisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
električno	elektrisk	električen	elektrisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
električno	elektriskt	električen	elektrisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
pisec	writer	pisec	prit	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zoper	mot	zoper	mot	ADP;ACC	ADP
špansko	spansk	španski	spansk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
špansko	spanskt	španski	spanskt	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zastava	flagga	zastava	flagga	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zastava	flagg	zastava	flagg	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zastava	flaggan	zastava	flagga	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
osnova	base	osnova	base	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
osnova	bas	osnova	ba	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
osnova	basen	osnova	bas	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
osnova	basis	osnova	basis	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
osnova	grund	osnova	grund	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
osnova	grundval	osnova	grundval	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
kitarist	gitarrist	kitarist	gitarrist	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tabor	lägret	tabor	lägr	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
tabor	camp	tabor	camp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
tabor	tabor	tabor	taba	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
debitiral	debuterade	debitirati	debutera	V;MASC;SG;V.PTCP	V;IND;PST;V.PTCP;ACT
foto	photo	foto	photo	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
foto	foto	foto	foto	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
bakterije	bakterier	bakterija	bakterie	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
zaporedje	ordningsföljd	zaporedje	ordningsföljd	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zaporedje	sekvens	zaporedje	sekvens	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zaporedje	sekvensen	zaporedje	sekvens	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
rastlina	planta	rastlina	planta	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rastlina	anläggning	rastlina	anläggning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
posadka	besättning	posadka	besättning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
posadka	besättningen	posadka	besättning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
posadka	manskap	posadka	manskap	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
posadka	crew	posadka	crew	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
razdalje	avstånd	razdalja	avstånd	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zemljevid	karta	zemljevid	karta	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zemljevid	kartan	zemljevid	karta	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
urad	bureau	urad	bureau	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
urad	byrå	urad	byrå	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
urad	presidium	urad	presidium	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
urad	presidiet	urad	presidium	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
urad	kontor	urad	kontor	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
urad	kontoret	urad	kontor	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
urad	office	urad	office	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
obiskal	besökte	obiskati	besökte	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
eagle	eagle	eagel	eagle	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
eagle	örn	eagel	örn	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
eagle	örnen	eagel	örn	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
victor	segrare	victor	segrare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tveganje	risk	tveganje	risk	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kritike	kritiker	kritika	kritik	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
kritike	kritikerna	kritika	kritiker	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
prispeval	bidrog	prispevati	bidra	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
dogaja	händer	dogajati	hända	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ministrstvo	ministeriet	ministrstvo	ministeri	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
ministrstvo	ministerium	ministrstvo	ministerium	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
zapisano	skrivet	zapisan	skriva	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zapisano	skrivit	zapisan	skriva	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zapisano	skriftligt	zapisan	skriftlig	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
žal	tyvärr	žal	tyvärr	ADV	ADV
žal	olyckligtvis	žal	olyckligtvis	ADV	ADV
žal	dessvärre	žal	dessvärre	ADV	ADV
dvojni	dubbel	dvojen	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
dvojni	dubbelt	dvojen	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
drži	hålla	držati	hålla	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
celica	cell	celica	cell	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
celica	cellen	celica	cell	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
britansko	brittisk	britanski	brittisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
britansko	brittiskt	britanski	brittisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
posvečena	tillägnad	posvečen	tillägnad	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
posvečena	hängiven	posvečen	hängiv	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
polovica	half	polovica	half	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
polovica	hälften	polovica	hälft	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
črke	bokstäver	črka	bokstov	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
črke	skrivelser	črka	skrivelse	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
črke	bokstäver	črka	bokstov	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
evropa	europe	evropa	europe	N;NOM;FEM;SG	N;NOM
uporabljena	begagnad	uporabljen	begagnad	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
lune	månar	luna	måna	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
virus	virus	virus	virus	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
virus	viruset	virus	virus	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
razumevanje	förståelse	razumevanje	förståelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
praksi	övning	praksa	övning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
praksi	praktik	praksa	praktik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
praksi	praxis	praksa	praxis	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
starejše	äldre	star	gammal	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR
starejše	äldre	star	gammal	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR
oklepaju	parentes	oklepaj	parente	N;DAT;MASC;SG	N
rasti	odla	rasti	odla	V;IPFV;NFIN	V;IMP;FIN;ACT
rasti	växa	rasti	växa	V;IPFV;NFIN	V;IMP;FIN;ACT
rasti	växer	rasti	växa	V;IPFV;NFIN	V;IND;PRS;FIN;ACT
študent	studenten	študent	student	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
študent	elev	študent	elev	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
študent	student	študent	student	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zaposleni	sysselsatta	zaposlen	sysselsätta	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
svetloba	light	svetloba	ligga	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
svetloba	ljus	svetloba	ljus	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
priložnost	chance	priložnost	chance	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
priložnost	slumpen	priložnost	slump	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
priložnost	chans	priložnost	chans	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
priložnost	tillfälle	priložnost	tillfälle	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
priložnost	möjlighet	priložnost	möjlighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
problemi	problem	problem	problem	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
naboj	kulan	naboj	kula	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
naboj	kula	naboj	kula	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
medicinski	medicinsk	medicinski	medicinsk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
medicinski	medicinskt	medicinski	medicinsk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
portret	stående	portret	stående	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
portret	porträtt	portret	porträtt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
podobe	avbildningar	podoba	avbildning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
podobe	bilder	podoba	bild	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
rezervat	reservation	rezervat	reservation	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rezervat	bokning	rezervat	bokning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vozilo	fordonet	vozilo	fordon	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
vzdevek	smeknamn	vzdevek	smeknamn	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzdevek	öknamn	vzdevek	öknamn	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzdevek	smeknamnet	vzdevek	smeknamn	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
poglavje	kapitel	poglavje	kapitel	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
poglavje	kapitlet	poglavje	kapitel	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
poglavje	avsnitt	poglavje	avsnitt	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
poglavje	sektionen	poglavje	sektion	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
poglavje	sektion	poglavje	sektion	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
poglavje	avdelning	poglavje	avdelning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
poglavje	avsnittet	poglavje	avsnitt	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
sindrom	syndromet	sindrom	syndrom	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
sindrom	syndrom	sindrom	syndrom	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
učenje	lärande	učenje	lärande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
učenje	inlärning	učenje	inlärning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
toro	toro	tora	toro	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
posest	innehav	posest	innehav	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
posest	besittning	posest	besittning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
posest	egendom	posest	egendom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gospod	herrn	gospod	herr	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gospod	herrn	gospod	herr	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gospod	mister	gospod	mister	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gospod	lord	gospod	lord	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gospod	herre	gospod	gärra	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
merjenje	mätning	merjenje	mätning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
merjenje	mätning	merjenje	mätning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
merjenje	värdering	merjenje	värdering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
merjenje	mått	merjenje	mått	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
človeško	mänsklig	človeški	mänsklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
človeško	mänskligt	človeški	mänsklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
ponuja	erbjuder	ponujati	erbjuda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ponuja	erbjuder	ponujati	erbjuda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
predaval	föreläste	predavati	föreläsa	V;IPFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
predaval	föreläser	predavati	föreläsa	V;IPFV;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
obzidje	logg	obzidje	logg	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
obzidje	väggen	obzidje	vägg	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
obzidje	vägg	obzidje	vägg	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
obzidje	mur	obzidje	mur	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zavezniki	bundsförvanter	zaveznik	bundsförvant	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
korak	step	korak	step	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
korak	steg	korak	steg	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
osebnost	personlighet	osebnost	personlighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
osebnost	personligheten	osebnost	personlighet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vzdrževanje	underhåll	vzdrževanje	underhåll	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
učinkovitost	effektiviteten	učinkovitost	effektivitet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
učinkovitost	verkningsgrad	učinkovitost	verkningsgrad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
učinkovitost	effektivitet	učinkovitost	effektivitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
učinkovitost	effektiviteten	učinkovitost	effektivitet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
učinkovitost	effektivitet	učinkovitost	effektivitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
