על	относно	על	относно	ADP	ADP
הרוסים	руснаци	הרוסה	руснак	N;MASC;PL	N;INDF;MASC;PL
הרוסים	руснаците	הרוסה	руснак	N;MASC;PL	N;DEF;MASC;PL
עצמאות	независимост	עצמאות	независимост	N;FEM;SG	N;INDF;FEM;SG
התקבלה	получено	התקבל	получа	V;FEM;SG;3;PST	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
התקבלה	получена	התקבל	получа	V;FEM;SG;3;PST	V;PFV;INDF;FEM;SG;V.PTCP;PASS
התקבלה	получен	התקבל	получа	V;FEM;SG;3;PST	V;PFV;INDF;MASC;SG;V.PTCP;PASS
התקבלה	приета	התקבל	приема	V;FEM;SG;3;PST	V;PFV;INDF;FEM;SG;V.PTCP;PASS
התקבלה	прие	התקבל	приема	V;FEM;SG;3;PST	V;PFV;IND;SG;3;PST;FIN;ACT
התקבלה	прието	התקבל	приема	V;FEM;SG;3;PST	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
התקבלה	приет	התקבל	приема	V;FEM;SG;3;PST	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הסכמה	консенсус	הסכמה	консенсус	N;FEM;SG	N;INDF;MASC;SG
הסכמה	единодушие	הסכמה	единодушие	N;FEM;SG	N;INDF;NEUT;SG
הסכמה	съгласието	הסכמה	съгласие	N;FEM;SG	N;DEF;NEUT;SG
הסכמה	съгласие	הסכמה	съгласие	N;FEM;SG	N;INDF;NEUT;SG
הסכמה	съгласие	הסכמה	съгласие	N;FEM;SG	N;INDF;NEUT;SG
הסכמה	споразумение	הסכמה	споразумение	N;FEM;SG	N;INDF;NEUT;SG
מחיר	цена	מחיר	цена	N;MASC;SG	N;INDF;FEM;SG
מחיר	разход	מחיר	разход	N;MASC;SG	N;INDF;MASC;SG
מחיר	цена	מחיר	цена	N;MASC;SG	N;INDF;FEM;SG
צעד	стъпало	צעד	стъпало	N;MASC;SG	N;INDF;NEUT;SG
צעד	стъпка	צעד	стъпка	N;MASC;SG	N;INDF;FEM;SG
צעד	крачка	צעד	крачка	N;MASC;SG	N;INDF;FEM;SG
אוצר	съкровище	אוצר	съкровище	N;MASC;SG	N;INDF;NEUT;SG
בחירה	селекция	בחירה	селекция	N;FEM;SG	N;INDF;FEM;SG
בחירה	подбор	בחירה	подбор	N;FEM;SG	N;INDF;MASC;SG
בחירה	избор	בחירה	избор	N;FEM;SG	N;INDF;MASC;SG
בחירה	избор	בחירה	избор	N;FEM;SG	N;INDF;MASC;SG
דעה	становище	דעה	становище	N;FEM;SG	N;INDF;NEUT;SG
דעה	мнение	דעה	мнение	N;FEM;SG	N;INDF;NEUT;SG
דעה	мнение	דעה	мнение	N;FEM;SG	N;INDF;NEUT;SG
מחזות	пиеси	מחזה	пиеса	N;MASC;PL	N;INDF;FEM;PL
מוסלמים	мюсюлманите	מוסלמי	мюсюлманин	N;MASC;PL	N;DEF;MASC;PL
מוסלמים	мюсюлмани	מוסלמי	мюсюлманин	N;MASC;PL	N;INDF;MASC;PL
מוסלמים	мюсюлмани	מוסלמי	мюсюлманин	N;MASC;PL	N;INDF;MASC;PL
משימות	задачи	משימה	задача	N;FEM;PL	N;INDF;FEM;PL
משימות	задачи	משימה	задача	N;FEM;PL	N;INDF;FEM;PL
משימות	мисии	משימה	мисия	N;FEM;PL	N;INDF;FEM;PL
הודיעה	обяви	הודיע	обявя-(се)	V;FEM;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
אחים	братя	אח	брат	N;PL	N;INDF;MASC;PL
אחים	братя	אח	брат	N;PL	N;INDF;MASC;PL
עור	кожа	עור	кожа	N;MASC;SG	N;INDF;FEM;SG
עור	кожата	עור	кожа	N;MASC;SG	N;DEF;FEM;SG
עור	кожа	עור	кожа	N;MASC;SG	N;INDF;FEM;SG
ילדה	момиченце	ילד	момиченце	N;FEM;SG	N;INDF;NEUT;SG
ילדה	момиче	ילד	момиче	N;FEM;SG	N;INDF;NEUT;SG
ילדה	дете	ילד	дете	N;FEM;SG	N;INDF;NEUT;SG
משפטי	правна	משפטי	правен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
משפטי	юридически	משפטי	юридически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
היסטוריונים	историци	היסטוריון	историк	N;MASC;PL	N;INDF;MASC;PL
היסטוריונים	историците	היסטוריון	историк	N;MASC;PL	N;DEF;MASC;PL
דרגה	градус	דרגה	градус	N;FEM;SG	N;INDF;MASC;SG
דרגה	степен	דרגה	степен	N;FEM;SG	N;INDF;FEM;SG
דרגה	ранг	דרגה	ранг	N;FEM;SG	N;INDF;MASC;SG
תאים	килии	תא	килия	N;MASC;PL	N;INDF;FEM;PL
תאים	клетките	תא	клетка	N;MASC;PL	N;DEF;FEM;PL
תאים	клетки	תא	клетък	N;MASC;PL	N;INDF;FEM;PL
התגורר	живял	התגורר	живея	V;MASC;SG;3;PST	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
פרמטר	параметър	פרמטר	параметър	N;MASC;SG	N;INDF;MASC;SG
עתיד	бъдеще	עתיד	бъдеще	N;MASC;SG	N;INDF;NEUT;SG
עתיד	бъдещето	עתיד	бъдеще	N;MASC;SG	N;DEF;NEUT;SG
תארים	заглавия	תואר	заглавие	N;MASC;PL	N;INDF;NEUT;PL
תארים	титли	תואר	титла	N;MASC;PL	N;INDF;FEM;PL
תארים	градуси	תואר	градус	N;MASC;PL	N;INDF;MASC;PL
תארים	степени	תואר	степен	N;MASC;PL	N;INDF;MASC;PL
הון	столица	הון	столица	N;MASC;SG	N;INDF;FEM;SG
הון	капитал	הון	капитал	N;MASC;SG	N;INDF;MASC;SG
הון	столицата	הון	столица	N;MASC;SG	N;DEF;FEM;SG
לאכול	яжте	אכל	ям-(се)	V;NFIN;ACT	V;IPFV;IMP;PL;2;FIN
לאכול	яж	אכל	яж	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN
לאכול	ям	אכל	аз	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
ישיבות	срещи	ישיבה	среща	N;FEM;PL	N;INDF;FEM;PL
ישיבות	събрания	ישיבה	събрание	N;FEM;PL	N;INDF;NEUT;PL
ישיבות	заседания	ישיבה	заседание	N;FEM;PL	N;INDF;NEUT;PL
עסקה	сделка	עסקה	сделка	N;FEM;SG	N;INDF;FEM;SG
עסקה	транзакция	עסקה	транзакция	N;FEM;SG	N;INDF;FEM;SG
עסקה	сделка	עסקה	сделка	N;FEM;SG	N;INDF;FEM;SG
מעוניין	заинтересована	מעוניין	заинтересован	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מעוניין	заинтересован	מעוניין	заинтересовам	ADJ;MASC;SG	ADJ;INDF;MASC;SG
תעשייה	промишлеността	תעשייה	промишленост	N;FEM;SG	N;DEF;FEM;SG
תעשייה	индустрия	תעשייה	индустрия	N;FEM;SG	N;INDF;FEM;SG
תעשייה	промишленост	תעשייה	промишленост	N;FEM;SG	N;INDF;FEM;SG
מסר	послание	מסר	послание	N;MASC;SG	N;INDF;NEUT;SG
מסר	съобщение	מסר	съобщение	N;MASC;SG	N;INDF;NEUT;SG
מסר	съобщението	מסר	съобщение	N;MASC;SG	N;DEF;NEUT;SG
ממוקמת	разположена	מוקם	разположа-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ממוקמת	разположен	מוקם	разположа-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ממוקמת	разположено	מוקם	разположа-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
עיקרי	първична	עיקרי	първичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
עיקרי	първичен	עיקרי	първичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
לצפות	гледай	None	гледам	V;NFIN	V;IPFV;IMP;SG;2;FIN
לצפות	гледайте	None	гледам	V;NFIN	V;IPFV;IMP;PL;2;FIN
מכר	запознанство	מכר	запознанство	N;MASC;SG	N;INDF;NEUT;SG
מכר	познат	מכר	познат	N;MASC;SG	N;INDF;MASC;SG
לשמוע	чуя	שמע	чуя	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
ביקורות	отзиви	ביקורת	отзивя-(се)	N;FEM;PL	N;INDF;FEM;PL
ביקורות	прегледи	ביקורת	преглед	N;FEM;PL	N;INDF;MASC;PL
מחלקה	отдел	מחלקה	отдел	N;FEM;SG	N;INDF;MASC;SG
מחלקה	департамент	מחלקה	департамент	N;FEM;SG	N;INDF;MASC;SG
מחלקה	сечение	מחלקה	сечение	N;FEM;SG	N;INDF;NEUT;SG
מחלקה	секция	מחלקה	секция	N;FEM;SG	N;INDF;FEM;SG
מחלקה	раздел	מחלקה	раздел	N;FEM;SG	N;INDF;MASC;SG
מחלקה	взвод	מחלקה	взвод	N;FEM;SG	N;INDF;MASC;SG
מוזכר	спомената	הוזכר	спомена	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוזכר	споменато	הוזכר	спомена	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מוזכר	споменат	הוזכר	спомена	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוצג	показано	הוצג	покажа-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מוצג	показан	הוצג	покажа-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוצג	показано	הוצג	покажа-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
כספים	фондове	כסף	фонд	N;MASC;PL	N;INDF;MASC;PL
כספים	средства	כסף	средство	N;MASC;PL	N;INDF;NEUT;PL
יתרון	ливъридж	יתרון	ливъридж	N;MASC;SG	N;INDF;MASC;SG
יתרון	предимство	יתרון	предимство	N;MASC;SG	N;INDF;NEUT;SG
יתרון	преимущество	יתרון	преимущество	N;MASC;SG	N;INDF;NEUT;SG
רוסים	руснаци	רוסי	руснак	N;MASC;PL	N;INDF;MASC;PL
רוסים	руснаците	רוסי	руснак	N;MASC;PL	N;DEF;MASC;PL
הוחלף	заменен	הוחלף	заменя	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הוחלף	заменено	הוחלף	заменя	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הוחלף	сменен	הוחלף	сменя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הוחלף	заменена	הוחלף	заменя	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
גופים	телата	גוף	тяло	N;MASC;PL	N;DEF;NEUT;PL
גופים	тела	גוף	тяло	N;MASC;PL	N;INDF;NEUT;PL
גופים	трупове	גוף	труп	N;MASC;PL	N;INDF;MASC;PL
משבר	кризата	משבר	криза	N;MASC;SG	N;DEF;FEM;SG
משבר	криза	משבר	криза	N;MASC;SG	N;INDF;FEM;SG
קילומטר	километър	קילומטר	километър	N;MASC;SG	N;INDF;MASC;SG
קילומטר	километър	קילומטר	километър	N;MASC;SG	N;INDF;MASC;SG
אמונה	вяра	אמונה	вяра	N;FEM;SG	N;INDF;FEM;SG
פופולרי	популярен	פופולרי	популярен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
פופולרי	популярна	פופולרי	популярен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
גרעיני	ядрен	גרעיני	ядрен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
גרעיני	ядрена	גרעיני	ядрен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
גרעיני	атомна	גרעיני	атомен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
הנצרות	християнството	הנצרה	християнство	N;FEM;SG	N;DEF;NEUT;SG
ניסוי	експеримент	ניסוי	експеримент	N;MASC;SG	N;INDF;MASC;SG
ניסוי	експериментът	ניסוי	експеримент	N;MASC;SG	N;DEF;MASC;SG
תזמורת	оркестър	תזמורת	оркестър	N;FEM;SG	N;INDF;MASC;SG
מצבים	ситуации	מצב	ситуация	N;MASC;PL	N;INDF;FEM;PL
מצבים	ситуациите	מצב	ситуация	N;MASC;PL	N;DEF;FEM;PL
מצבים	режими	מצב	режим	N;MASC;PL	N;INDF;MASC;PL
הוצג	представено	הוצג	представя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הוצג	представена	הוצג	представя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הוצג	представен	הוצג	представя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מאמץ	усилие	מאמץ	усилие	N;MASC;SG	N;INDF;NEUT;SG
מאמץ	старание	מאמץ	старание	N;MASC;SG	N;INDF;NEUT;SG
מאמץ	усилието	מאמץ	усилие	N;MASC;SG	N;DEF;NEUT;SG
מפגש	среща	מפגש	среща	N;MASC;SG	N;INDF;FEM;SG
מפגש	заседание	מפגש	заседание	N;MASC;SG	N;INDF;NEUT;SG
מפגש	среща	מפגש	среща	N;MASC;SG	N;INDF;FEM;SG
מפגש	съвещание	מפגש	съвещание	N;MASC;SG	N;INDF;NEUT;SG
מפגש	събрание	מפגש	събрание	N;MASC;SG	N;INDF;NEUT;SG
מפגש	срещата	מפגש	среща	N;MASC;SG	N;DEF;FEM;SG
אפשרויות	възможности	אפשרות	възможност	N;FEM;PL	N;INDF;FEM;PL
אפשרויות	вероятности	אפשרות	вероятност	N;FEM;PL	N;INDF;FEM;PL
אפשרויות	възможности	אפשרות	възможност	N;FEM;PL	N;INDF;FEM;PL
אפשרויות	настройки	אפשרות	настройка	N;FEM;PL	N;INDF;FEM;PL
אפשרויות	опции	אפשרות	опция	N;FEM;PL	N;INDF;FEM;PL
אותיות	буквите	אות	буква	N;FEM;PL	N;DEF;FEM;PL
אותיות	букви	אות	буква	N;FEM;PL	N;INDF;FEM;PL
אותיות	писма	אות	писмо	N;FEM;PL	N;INDF;NEUT;PL
ישירה	директно	ישיר	директно	ADV	ADV
ישירה	пряко	ישיר	пряко	ADV	ADV
לדון	обсъдим	דן	обсъдя	V;NFIN;ACT	V;PFV;IND;PL;1;PRS;FIN;ACT
לדון	обсъдете	דן	обсъда	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
ירידה	упадък	ירידה	упадък	N;FEM;SG	N;INDF;MASC;SG
ירידה	спад	ירידה	спад	N;FEM;SG	N;INDF;MASC;SG
ירידה	слизане	ירידה	слизане	N;FEM;SG	N;INDF;NEUT;SG
ירידה	спускане	ירידה	спускане	N;FEM;SG	N;INDF;NEUT;SG
ירידה	капка	ירידה	капка	N;FEM;SG	N;INDF;FEM;SG
ירידה	намаление	ירידה	намаление	N;FEM;SG	N;INDF;NEUT;SG
ירידה	намаляване	ירידה	намаляване	N;FEM;SG	N;INDF;NEUT;SG
ירידה	спадане	ירידה	спадане	N;FEM;SG	N;INDF;NEUT;SG
בוצע	направено	בוצע	направя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
בוצע	сторено	בוצע	сторя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
כושר	фитнес	כושר	фитнес	N;MASC;SG	N;INDF;MASC;SG
כושר	годност	כושר	годност	N;MASC;SG	N;INDF;FEM;SG
כושר	фитнес	כושר	фитнес	N;MASC;SG	N;INDF;MASC;SG
שמירה	гард	שמירה	гард	N;FEM;SG	N;INDF;MASC;SG
שמירה	пазач	שמירה	пазач	N;FEM;SG	N;INDF;MASC;SG
שמירה	запазване	שמירה	запазване	N;FEM;SG	N;INDF;NEUT;SG
שמירה	задържане	שמירה	задържане	N;FEM;SG	N;INDF;NEUT;SG
היוצרים	създателите	היוצר	създател	N;MASC;PL	N;DEF;MASC;PL
היוצרים	създатели	היוצר	създател	N;MASC;PL	N;INDF;MASC;PL
מוגבל	ограничено	מוגבל	огранича	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מוגבל	ограничена	מוגבל	огранича-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוגבל	ограничен	מוגבל	огранича-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוגבל	ограничено	מוגבל	огранича	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מוגבל	ограничена	מוגבל	огранича-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוגבל	ограничен	מוגבל	огранича-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
רישיון	лиценз	רישיון	лиценз	N;MASC;SG	N;INDF;MASC;SG
רישיון	лицензия	רישיון	лицензия	N;MASC;SG	N;INDF;FEM;SG
רישיון	лиценз	רישיון	лиценз	N;MASC;SG	N;INDF;MASC;SG
רישיון	книжка	רישיון	книжка	N;MASC;SG	N;INDF;FEM;SG
רישיון	книжката	רישיון	книжка	N;MASC;SG	N;DEF;FEM;SG
הכשרה	обучение	הכשרה	обучение	N;FEM;SG	N;INDF;NEUT;SG
הכשרה	тренировка	הכשרה	тренировка	N;FEM;SG	N;INDF;FEM;SG
הכשרה	квалификация	הכשרה	квалификация	N;FEM;SG	N;INDF;FEM;SG
חיצוני	външна	חיצוני	външен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
חיצוני	външен	חיצוני	външен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
רומנים	румънците	רומני	румънец	N;MASC;PL	N;DEF;MASC;PL
רומנים	румънци	רומני	румънец	N;MASC;PL	N;INDF;MASC;PL
רומנים	романите	רומני	роман	N;MASC;PL	N;DEF;MASC;PL
רומנים	романи	רומני	роман	N;MASC;PL	N;INDF;MASC;PL
ניצחונות	победите	ניצחון	победя	N;MASC;PL	N;DEF;FEM;PL
ניצחונות	победи	ניצחון	победа	N;MASC;PL	N;INDF;FEM;PL
שימור	опазване	שימור	опазване	N;MASC;SG	N;INDF;NEUT;SG
שימור	запазване	שימור	запазване	N;MASC;SG	N;INDF;NEUT;SG
שימור	съхранение	שימור	съхранение	N;MASC;SG	N;INDF;NEUT;SG
שימור	опазване	שימור	опазване	N;MASC;SG	N;INDF;NEUT;SG
שימור	запазване	שימור	запазване	N;MASC;SG	N;INDF;NEUT;SG
שימור	задържане	שימור	задържане	N;MASC;SG	N;INDF;NEUT;SG
אסירים	пленници	אסיר	пленник	N;MASC;PL	N;INDF;MASC;PL
אסירים	затворници	אסיר	затворник	N;MASC;PL	N;INDF;MASC;PL
אסירים	затворници	אסיר	затворник	N;MASC;PL	N;INDF;MASC;PL
מפלגות	партита	מפלגה	партита	N;FEM;PL	N;INDF;NEUT;PL
מפלגות	партии	מפלגה	партия	N;FEM;PL	N;INDF;FEM;PL
מפלגות	купони	מפלגה	купон	N;FEM;PL	N;INDF;MASC;PL
מפלגות	страни	מפלגה	страна	N;FEM;PL	N;INDF;FEM;PL
אחוזים	проценти	אחוז	процент	N;MASC;PL	N;INDF;MASC;PL
אחוזים	процентите	אחוז	процент	N;MASC;PL	N;DEF;MASC;PL
אחוזים	проценти	אחוז	процент	N;MASC;PL	N;INDF;MASC;PL
מורים	маврите	מורה	мавър	N;MASC;PL	N;DEF;FEM;PL
מורים	преподаватели	מורה	преподавател	N;MASC;PL	N;INDF;MASC;PL
מורים	учителите	מורה	учител	N;MASC;PL	N;DEF;MASC;PL
מורים	учители	מורה	учител	N;MASC;PL	N;INDF;MASC;PL
נייר	хартия	נייר	хартия	N;MASC;SG	N;INDF;FEM;SG
מבצעים	операции	מבצע	операция	N;MASC;PL	N;INDF;FEM;PL
מבצעים	сделките	מבצע	сделка	N;MASC;PL	N;DEF;FEM;PL
מבצעים	сделки	מבצע	сделка	N;MASC;PL	N;INDF;FEM;PL
אולפן	ателие	אולפן	ателие	N;MASC;SG	N;INDF;NEUT;SG
אולפן	студио	אולפן	студио	N;MASC;SG	N;INDF;NEUT;SG
מכונות	машини	מכונה	машина	N;FEM;PL	N;INDF;FEM;PL
הפלסטינים	палестинците	הפלסטיני	палестинец	N;MASC;PL	N;DEF;MASC;PL
צפונה	северно	צפון	северно	ADV	ADV
עיון	разглеждане	עיון	разглеждане	N;MASC;SG	N;INDF;NEUT;SG
עיון	разглеждане	עיון	разглеждане	N;MASC;SG	N;INDF;NEUT;SG
הכרה	признание	הכרה	признание	N;FEM;SG	N;INDF;NEUT;SG
הכרה	признаване	הכרה	признаване	N;FEM;SG	N;INDF;NEUT;SG
הכרה	разпознаване	הכרה	разпознаване	N;FEM;SG	N;INDF;NEUT;SG
פירות	плодове	פרי	плод	N;MASC;PL	N;INDF;MASC;PL
פירות	плодове	פרי	плод	N;MASC;PL	N;INDF;MASC;PL
מסחרי	търговска	מסחרי	търговски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מסחרי	търговски	מסחרי	търговски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
בקשה	прилагане	בקשה	прилагане	N;FEM;SG	N;INDF;NEUT;SG
בקשה	заявка	בקשה	заявка	N;FEM;SG	N;INDF;FEM;SG
בקשה	молба	בקשה	молба	N;FEM;SG	N;INDF;FEM;SG
בקשה	искане	בקשה	искане	N;FEM;SG	N;INDF;NEUT;SG
הוכחה	доказателство	הוכחה	доказателство	N;FEM;SG	N;INDF;NEUT;SG
הוכחה	доказателството	הוכחה	доказателство	N;FEM;SG	N;DEF;NEUT;SG
הוכחה	доказване	הוכחה	доказване	N;FEM;SG	N;INDF;NEUT;SG
התפתחה	разработена	התפתח	разработя-(се)	V;FEM;SG;3;PST	V;PFV;INDF;FEM;SG;V.PTCP;PASS
התפתחה	разработен	התפתח	разработя-(се)	V;FEM;SG;3;PST	V;PFV;INDF;MASC;SG;V.PTCP;PASS
התפתחה	развита	התפתח	развитам	V;FEM;SG;3;PST	V;PFV;INDF;FEM;SG;V.PTCP;PASS
קבורה	погребение	קבורה	погребение	N;FEM;SG	N;INDF;NEUT;SG
ממשל	администриране	ממשל	администриране	N;MASC;SG	N;INDF;NEUT;SG
ממשל	администрация	ממשל	администрация	N;MASC;SG	N;INDF;FEM;SG
ממשל	управление	ממשל	управление	N;MASC;SG	N;INDF;NEUT;SG
ממשל	правителство	ממשל	правителство	N;MASC;SG	N;INDF;NEUT;SG
דגים	риби	דג	риба	N;MASC;PL	N;INDF;FEM;PL
גזע	порода	גזע	пород	N;MASC;SG	N;INDF;FEM;SG
גזע	надпревара	גזע	надпревара	N;MASC;SG	N;INDF;FEM;SG
גזע	надбягване	גזע	надбягване	N;MASC;SG	N;INDF;NEUT;SG
גזע	състезание	גזע	състезание	N;MASC;SG	N;INDF;NEUT;SG
גזע	раса	גזע	раса	N;MASC;SG	N;INDF;FEM;SG
תרומה	дарение	תרומה	дарение	N;FEM;SG	N;INDF;NEUT;SG
תרומה	вноска	תרומה	вноска	N;FEM;SG	N;INDF;FEM;SG
תרומה	принос	תרומה	принос	N;FEM;SG	N;INDF;MASC;SG
השראה	вдъхновението	השראה	вдъхновение	N;FEM;SG	N;DEF;NEUT;SG
השראה	вдъхновение	השראה	вдъхновение	N;FEM;SG	N;INDF;NEUT;SG
מסגרת	рамка	מסגרת	рамка	N;FEM;SG	N;INDF;FEM;SG
מסגרת	кадър	מסגרת	кадър	N;FEM;SG	N;INDF;MASC;SG
מסגרת	рамка	מסגרת	рамка	N;FEM;SG	N;INDF;FEM;SG
שירותים	услуги	שירות	услуга	N;MASC;PL	N;INDF;FEM;PL
שירותים	служби	שירות	служба	N;MASC;PL	N;INDF;FEM;PL
שירותים	тоалетните	שירות	тоалетен	N;MASC;PL	N;DEF;FEM;PL
שירותים	тоалетни	שירות	тоалетен	N;MASC;PL	N;INDF;MASC;PL
שירותים	тоалетни	שירות	тоалетен	N;MASC;PL	N;INDF;MASC;PL
מכשיר	устройство	מכשיר	устройство	N;MASC;SG	N;INDF;NEUT;SG
מכשיר	устройството	מכשיר	устройство	N;MASC;SG	N;DEF;NEUT;SG
ספורטאים	спортисти	ספורטאי	спортист	N;MASC;PL	N;INDF;MASC;PL
ספורטאים	атлети	ספורטאי	атлет	N;MASC;PL	N;INDF;MASC;PL
ספורטאים	спортистите	ספורטאי	спортист	N;MASC;PL	N;DEF;MASC;PL
סחר	търгуване	סחר	търгуване	N;MASC;SG	N;INDF;NEUT;SG
סחר	търговия	סחר	търговия	N;MASC;SG	N;INDF;FEM;SG
חוות	фермата	חווה	ферма	N;FEM;SG	N;DEF;FEM;SG
חוות	ферма	חווה	ферма	N;FEM;SG	N;INDF;FEM;SG
חוות	стопанство	חווה	стопанство	N;FEM;SG	N;INDF;NEUT;SG
הרגלים	навиците	הרגל	навик	N;MASC;PL	N;DEF;MASC;PL
הרגלים	навици	הרגל	навик	N;MASC;PL	N;INDF;MASC;PL
יעיל	ефективна	יעיל	ефективен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יעיל	ефикасен	יעיל	ефикасен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
יעיל	ефективен	יעיל	ефективен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
יעיל	ефективна	יעיל	ефективен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יעיל	ефективен	יעיל	ефективен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
אמון	доверие	אמון	доверие	N;MASC;SG	N;INDF;NEUT;SG
אמון	увереност	אמון	увереност	N;MASC;SG	N;INDF;FEM;SG
אמון	самоувереност	אמון	самоувереност	N;MASC;SG	N;INDF;FEM;SG
אמון	доверие	אמון	доверие	N;MASC;SG	N;INDF;NEUT;SG
אמון	амон	אמון	амон	N;MASC;SG	N;INDF;MASC;SG
מתכת	metal	מתכת	metal	N;FEM;SG	N;INDF;MASC;SG
מתכת	метъл	מתכת	метъл	N;FEM;SG	N;INDF;MASC;SG
מתכת	метал	מתכת	метал	N;FEM;SG	N;INDF;MASC;SG
היכן	къде	היכן	къде	ADV	ADV
דיווח	докладване	דיווח	докладване	N;MASC;SG	N;INDF;NEUT;SG
דיווח	доклад	דיווח	доклад	N;MASC;SG	N;INDF;MASC;SG
דיווח	докладване	דיווח	докладване	N;MASC;SG	N;INDF;NEUT;SG
דיווח	отчитане	דיווח	отчитане	N;MASC;SG	N;INDF;NEUT;SG
נפט	нефт	נפט	нефт	N;MASC;SG	N;INDF;MASC;SG
נפט	петрол	נפט	петрол	N;MASC;SG	N;INDF;MASC;SG
נפט	олио	נפט	олио	N;MASC;SG	N;INDF;NEUT;SG
נפט	масло	נפט	масло	N;MASC;SG	N;INDF;NEUT;SG
נפט	нефт	נפט	нефт	N;MASC;SG	N;INDF;MASC;SG
נפט	петрол	נפט	петрол	N;MASC;SG	N;INDF;MASC;SG
ויקימדיה	уикимедия	ויקימדיה	уикимедия	N	N;INDF;FEM;SG
בדיקות	изпитвания	בדיקה	изпитване	N;FEM;PL	N;INDF;NEUT;PL
בדיקות	тестове	בדיקה	тест	N;FEM;PL	N;INDF;MASC;PL
בדיקות	изследвания	בדיקה	изследване	N;FEM;PL	N;INDF;NEUT;PL
מתואר	описано	תואר	опиша	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
