lovlige	قانونی	lovlig	قانونی	ADJ;PL	ADJ
massakre	قتل	massakre	قتل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
massakre	مقاتلہ	massakre	مقاتلہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
operatør	عامل	operatør	عامل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
faster	خالہ	faste	خالہ	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
faster	پھوپھی	faste	پھوپھی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forbruget	خرچ	forbrug	خرچ	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
livlige	بھرپور	livlig	بھرپور	ADJ;PL	ADJ
livlige	خطرناک	livlig	خطرناک	ADJ;PL	ADJ
livlige	زوردار	livlig	زوردار	ADJ;PL	ADJ
livlige	تیز	livlig	تیز	ADJ;PL	ADJ
ironi	طنز	ironi	طنز	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
natrium	سوڈا	natrium	سوڈا	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bolt	فرار	bolt	فرار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
knuse	کچلنا	knuse	کچل	V;NFIN;ACT	V;SG;NFIN;ACT
uheldigt	نافہمیدہ.	uheldig	نافہمیدہ.	ADJ;INDF;NEUT;SG	ADJ
uheldigt	منحوس.	uheldig	منحوس.	ADJ;INDF;NEUT;SG	ADJ
nåle	گھنٹے	nål	گھنٹہ	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
nåle	گھنٹے	nål	گھنٹہ	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
snedker	ترکھان	snedker	ترکھان	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
snedker	ترکھان	snedker	ترکھان	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hymne	ترانہ	hymne	ترانہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
twist	لپٹی	twist	لپٹی	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
twist	بل	twist	بل	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
twist	لپٹی	twist	لپٹی	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
joke	مذاق	joke	مذاق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tøjet	لباس	tøj	لباس	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
tøjet	بستر	tøj	بستر	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
tøjet	لباس	tøj	لباس	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
etymologi	اشتقاق	etymologi	اشتقاق	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
jordbunden	داغ	jordbund	داغ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
jordbunden	فضلہ	jordbund	فضلہ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
jordbunden	گندگی	jordbund	گندگی	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
visuelt	عینی.	visuelt	عینی.	ADJ;INDF;NEUT;SG	ADJ
visuelt	عینی.	visuelt	عینی.	ADJ;INDF;NEUT;SG	ADJ
universel	جامع	universel	جامع	ADJ;INDF;MASC+FEM;SG	ADJ
universel	جامع	universel	جامع	ADJ;INDF;MASC+FEM;SG	ADJ
universel	آفاقی	universel	آفاقی	ADJ;INDF;MASC+FEM;SG	ADJ
afbrydelse	رکاوٹ	afbrydelse	رکاوٹ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afbrydelse	مداخلت	afbrydelse	مداخلت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
slogan	نعرہ	slogan	نعرہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
formering	توسیع	formering	توسیع	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hældning	جھکاؤ	hældning	جھکاؤ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hældning	انحراف	hældning	انحراف	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hældning	ڈھلان	hældning	ڈھلان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hældning	لگاؤ.	hældning	لگاؤ.	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kredit	اعتماد	kredit	اعتماد	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
drejning	لپٹی	drejning	لپٹی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
drejning	بل	drejning	بل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
drejning	لپٹی	drejning	لپٹی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilbøjelighed	رجحان	tilbøjelighed	رجحان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilbøjelighed	جھکاؤ	tilbøjelighed	جھکاؤ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilbøjelighed	انحراف	tilbøjelighed	انحراف	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilbøjelighed	ڈھلان	tilbøjelighed	ڈھلان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilbøjelighed	لگاؤ.	tilbøjelighed	لگاؤ.	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
prædiken	تلقین	prædik	تلقین	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
prædiken	ہدایت	prædik	ہدایت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
prædiken	وعظ	prædik	وعظ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
prædiken	تلقین	prædik	تلقین	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
prædiken	ہدایت	prædik	ہدایت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kompas	میدان	kompas	میدان	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kompas	دائرہ	kompas	دائرہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ufuldstændig	نامکمل	ufuldstændig	نامکمل	ADJ;INDF;MASC+FEM;SG	ADJ
elegante	امیرانہ	elegant	امیرانہ	ADJ;PL	ADJ
elegante	ممتاز	elegant	ممتاز	ADJ;PL	ADJ
elegante	امیرانہ	elegant	امیرانہ	ADJ;PL	ADJ
elegante	ممتاز	elegant	ممتاز	ADJ;PL	ADJ
tyngdekraften	ثقاہت	tyngdekraft	ثقاہت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tyngdekraften	ثقاہت	tyngdekraft	ثقاہت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tyngdekraften	سنجیدگی	tyngdekraft	سنجیدگی	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
passive	سست	passive	سست	ADJ;PL	ADJ
ovenover	مرتبے	ovenover	مرتبہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ovenover	عہدے	ovenover	عہدہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
sundt	ہمدردانہ.	sund	ہمدردانہ.	ADJ;INDF;NEUT;SG	ADJ
sundt	مددگار	sund	مددگار	ADJ;INDF;NEUT;SG	ADJ
slip	چھوڑنا	slip	چھوڑ	V;IMP	V;NFIN
jubilæet	سالگرہ	jubilæum	سالگرہ	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
jubilæet	جشن	jubilæum	جشن	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
jubilæet	سالگرہ	jubilæum	سالگرہ	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
vitaminer	حیاتین	vitamin	حیاتین	N;INDF;NEUT;PL	N;NOM;MASC;PL;3
skepsis	تشکیک	skepsis	تشکیک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
krans	امتیاز	krans	امتیاز	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rituelle	رسمی	rituel	رسمی	ADJ;PL	ADJ
tavle	تختہ	tave	تختہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
frimærke	قسم	frimærke	قسم	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ejendomsret	وصف	ejendomsr	وصف	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ejendomsret	خصوصیت	ejendomsr	خصوصیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ejendomsret	مکان	ejendomsr	مکان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ejendomsret	ملکیت	ejendomsr	ملکیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ejendomsret	ملکیت	ejendomsr	ملکیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
demonstrere	سمجھانا	demonstrere	سمجھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
redning	نجات	redning	نجات	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dommedag	وحی	dommedag	وحی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åre	لکڑی	åre	لکڑی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åre	رجحان	åre	رجحان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pavillon	مکان	pavillon	مکان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pavillon	خیمہ	pavillon	خیمہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
telt	خیمہ	telt	خیمہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
opmærksomme	متوجہ	opmærksom	متوجہ	ADJ;PL	ADJ
opmærksomme	مشغول.	opmærksom	مشغول.	ADJ;PL	ADJ
kollision	تصادم	kollision	تصادم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kollision	تصادم	kollision	تصادم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
spiselige	خوردنی	spiselig	خوردنی	ADJ;PL	ADJ
dejligt	برا	dejlig	برا	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
dejligt	پسندیدہ	dejlig	پسندیدہ	ADJ;INDF;NEUT;SG	ADJ
anger	خجالت	ange	خجالت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anger	خجالت	ange	خجالت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anger	رحم	ange	رحم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anger	شرمندگی	ange	شرمندگی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hæmmer	روکنا	hæmmer	روک	V;IND;PRS;FIN;ACT	V;NFIN
hæmmer	بڑھنے	hæmmer	بڑھ	V;IND;PRS;FIN;ACT	V;ACC;NFIN
slavehandel	غلامی	slavehandel	غلامی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gravide	پُرتخیّل	gravid	پُرتخیّل	ADJ;SG	ADJ
gravide	پُرمغز	gravid	پُرمغز	ADJ;SG	ADJ
robust	پختہ	robust	پختہ	ADJ;INDF;SG	ADJ
robust	مرتکز	robust	مرتکز	ADJ;INDF;SG	ADJ
robust	مضبوط	robust	مضبوط	ADJ;INDF;SG	ADJ
robust	قوی	robust	قوی	ADJ;INDF;SG	ADJ
valgkredse	خریداروں	valgkreds	خریدار	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
skulder	پہاڑ	skulder	پہاڑ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skulder	پہاڑ	skulder	پہاڑ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blink	شوخ	blink	شوخ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mareridt	ہول	mareridt	ہول	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mareridt	ہراس	mareridt	ہراس	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
opgradering	رتبہ	opgradering	رتبہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
opgradering	درجہ	opgradering	درجہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vakuum	خلا	vakuum	خلا	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
skema	جدول	skema	جدول	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
skema	تجویز	skema	تجویز	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
sandsynlige	موزوں	sandsynlig	موزوں	ADJ;PL	ADJ
sandsynlige	مناسب	sandsynlig	مناسب	ADJ;PL	ADJ
rumfang	وسعت	rumfang	وسعت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
rumfang	کتاب	rumfang	کتاب	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bet	رائے	bet	رائے	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bet	رائے	bet	رائے	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bet	شرط	bet	شرط	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
messing	نقدی	messing	نقدی	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
messing	پیتلی	messing	پیتلی	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
messing	رقم	messing	رقم	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
undertrykke	پھیلنے	undertrykke	پھیل	V;NFIN;ACT	V;NFIN
fredeligt	پُرسکون.	fredelig	پُرسکون.	ADJ;INDF;NEUT;SG	ADJ
lethed	سہولت	lethed	سہولت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lethed	شرمندگی	lethed	شرمندگی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kammeret	خانہ	kammer	خانہ	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
gentager	دہرانا	gentage	دہرانا	V;IND;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
antenne	فضا	antenne	فضا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koalitionen	اتصال	koalition	اتصال	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
spektakulære	غیرمعمولی	spektakulær	غیرمعمولی	ADJ;PL	ADJ
skræmme	ڈرنا	skræmme	ڈرنا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
skræmme	ڈرنا	skræmme	ڈرنا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
skræmme	ڈرانا	skræmme	ڈرانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
vane	عادت	vane	عادت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
rate	درجہ	rate	درجہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rate	شرح	rate	شرح	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
rate	درجہ	rate	درجہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rate	جزو	rate	جزو	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udsyn	رویت	udsyn	رویت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udsyn	نظر	udsyn	نظر	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
maskineri	ذرائع	maskineri	ذرائع	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
stald	استوار	stald	استوار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
patron	سرپرست	patron	سرپرست	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trend	رجحان	trend	رجحان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
installere	لگانا	installere	لگا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
upassende	غلط	upassende	غلط	ADJ	ADJ
introducere	بلانا	introducere	بلانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
aftryk	نقش	aftryk	نقش	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
intellektuel	معقول.	intellektuel	معقول.	ADJ;INDF;MASC+FEM;SG	ADJ
intellektuel	پختہ	intellektuel	پختہ	ADJ;INDF;MASC+FEM;SG	ADJ
intellektuel	ذہنی	intellektuel	ذہنی	ADJ;INDF;MASC+FEM;SG	ADJ
demografi	پیدائش	demografi	پیدائش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
direct	اشارے	direct	اشارہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
direct	انتظام	direct	انتظام	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nægte	ماننے	nægte	مان	V;NFIN;ACT	V;ACC;NFIN
ultimative	بُنیادی	ultimativ	بُنیادی	ADJ;PL	ADJ
ultimative	آخری	ultimativ	آخری	ADJ;PL	ADJ
ultimative	اساسی	ultimativ	اساسی	ADJ;PL	ADJ
proceduren	کام	procedur	کام	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
proceduren	عمل	procedur	عمل	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
proceduren	فعل	procedur	فعل	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skrivning	کتاب	skrivning	کتاب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skrivning	تحریر	skrivning	تحریر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skrivning	کتاب	skrivning	کتاب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
retfærdig	صاف	retfærdig	صاف	ADJ;INDF;MASC+FEM;SG	ADJ
retfærdig	اچھا	retfærdig	اچھا	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
retfærdig	منصفانہ	retfærdig	منصفانہ	ADJ;INDF;MASC+FEM;SG	ADJ
retfærdig	ٹھیک	retfærdig	ٹھیک	ADJ;INDF;MASC+FEM;SG	ADJ
retfærdig	واضح	retfærdig	واضح	ADJ;INDF;MASC+FEM;SG	ADJ
retfærdig	تعریفی	retfærdig	تعریفی	ADJ;INDF;MASC+FEM;SG	ADJ
retfærdig	عمدہ	retfærdig	عمدہ	ADJ;INDF;MASC+FEM;SG	ADJ
retfærdig	مکمل	retfærdig	مکمل	ADJ;INDF;MASC+FEM;SG	ADJ
retfærdig	متقی	retfærdig	متقی	ADJ;INDF;MASC+FEM;SG	ADJ
svinge	جھولنے	svinge	جھول	V;NFIN;ACT	V;ACC;NFIN
svinge	لٹکنے	svinge	لٹک	V;NFIN;ACT	V;ACC;NFIN
svinge	جھونک	svinge	جھونک	V;NFIN;ACT	V;ACT
svinge	جھولنا	svinge	جھول	V;NFIN;ACT	V;SG;NFIN;ACT
slanke	تیز	slank	تیز	ADJ;PL	ADJ
slanke	مختصر	slank	مختصر	ADJ;PL	ADJ
mystik	رازداری	mystik	رازداری	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystik	خفیہ	mystik	خفیہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystik	رمزیت	mystik	رمزیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystik	رازداری	mystik	رازداری	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystik	خفیہ	mystik	خفیہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystik	راز	mystik	راز	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystik	رمزیت	mystik	رمزیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fromme	ریاکار.	from	ریاکار.	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
torsk	دھوکا	torsk	دھوکا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
torsk	نقالی	torsk	نقالی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
torsk	نقل	torsk	نقل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fane	گولی	fane	گولی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
eksperimentel	اختباری	eksperimentel	اختباری	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
eksperimentel	عارضی	eksperimentel	عارضی	ADJ;INDF;MASC+FEM;SG	ADJ
gråt	فاختئی	grå	فاختئی	ADJ;INDF;NEUT;SG	ADJ
gråt	فاختئی	grå	فاختئی	ADJ;INDF;NEUT;SG	ADJ
fejlagtige	غلط	fejlagtig	غلط	ADJ;PL	ADJ
problematiske	مفروضہ	problematisk	مفروضہ	ADJ;PL	ADJ
problematiske	مشتبہ	problematisk	مشتبہ	ADJ;PL	ADJ
problematiske	دشوار	problematisk	دشوار	ADJ;PL	ADJ
latter	قہقہہ	latter	قہقہہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
shore	دیوار	shore	دیوار	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
shore	جہاز	shore	جہاز	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
shore	دریا	shore	دریا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gunstig	موزوں	gunstig	موزوں	ADJ;INDF;MASC+FEM;SG	ADJ
gunstig	موافق	gunstig	موافق	ADJ;INDF;MASC+FEM;SG	ADJ
gunstig	مثبت	gunstig	مثبت	ADJ;INDF;MASC+FEM;SG	ADJ
gunstig	متفق	gunstig	متفق	ADJ;INDF;MASC+FEM;SG	ADJ
tar	ڈالنا.	tar	ڈالنا.	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
tar	چڑھانا	tar	چڑھا	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
kærlig	فریفتگی	kærlig	فریفتگی	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
kærlig	شفقت.	kærlig	شفقت.	ADJ;INDF;MASC+FEM;SG	ADJ
kunden	خریدار	kunde	خریدار	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
meteorologiske	موسمیاتی	meteorologisk	موسمیاتی	ADJ;PL	ADJ;NOM
skrig	شوخ	skrig	شوخ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
cornet	کرارابسکٹ.	corn	کرارابسکٹ.	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
drag	دباؤ	drag	دباؤ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
drag	اثر	drag	اثر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ambitiøse	پُرعزیمت.	ambitiøs	پُرعزیمت.	ADJ;PL	ADJ
seriemorder	رسالہ	seriemorder	رسالہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utilstrækkelig	ناکافی	utilstrækkelig	ناکافی	ADJ;INDF;MASC+FEM;SG	ADJ
eksplicit	خیال	eksplicit	خیال	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
fyldestgørende	کافی	fyldestgørende	کافی	ADJ	ADJ
feudale	قدیم	feudale	قدیم	ADJ;PL	ADJ
feudale	دقیانوسی	feudale	دقیانوسی	ADJ;PL	ADJ
kortfattet	تھوڑا	kortfattet	تھوڑ	ADJ;INDF;SG	ADJ;NOM;MASC;SG
urin	پیشاب	urin	پیشاب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
løsrivelse	افتراق	løsrivelse	افتراق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
suveræne	عمدہ	suveræn	عمدہ	ADJ;PL	ADJ
suveræne	مؤثر.	suveræn	مؤثر.	ADJ;PL	ADJ
uønsket	غیرمطلوبہ	unnsket	غیرمطلوبہ	ADJ;INDF;SG	ADJ
farbror	چچا	farbror	چچا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stolte	مفتخر.	stolt	مفتخر.	ADJ;PL	ADJ
stolte	شاندار	stolt	شاندار	ADJ;PL	ADJ
kontrovers	تنازعہ	kontrovers	تنازعہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forneden	برداشت	forneden	برداشت	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
forneden	سکت	forneden	سکت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forneden	اندازہ	forneden	اندازہ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forneden	اصلیت	forneden	اصلیت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forneden	حقیقت	forneden	حقیقت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forneden	بنیاد	forneden	بنیاد	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
forneden	تاب	forneden	تاب	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forneden	دریا	forneden	دریا	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
overtro	توہّم	overtro	توہّم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
målgruppe	توجہ	målgruppe	توجہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
målgruppe	کتاب	målgruppe	کتاب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
målgruppe	پیشی	målgruppe	پیشی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
målgruppe	شنوائی	målgruppe	شنوائی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
målgruppe	سماعت	målgruppe	سماعت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kapaciteten	حیثیت	kapacitet	حیثیت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
ensom	افسردہ	ensom	افسردہ	ADJ;INDF;MASC+FEM;SG	ADJ
rigelig	کافی	rigelig	کافی	ADJ;INDF;MASC+FEM;SG	ADJ
forfremmelse	بڑھوتری	forfremmelse	بڑھوتری	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forfremmelse	افزائش	forfremmelse	افزائش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forfremmelse	ترقی	forfremmelse	ترقی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forfølgelsen	مشغلہ	forfølgelse	مشغلہ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forfølgelsen	مصروفیت	forfølgelse	مصروفیت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forfølgelsen	مشغلہ	forfølgelse	مشغلہ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forfølgelsen	تعاقب	forfølgelse	تعاقب	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forfølgelsen	مصروفیت	forfølgelse	مصروفیت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sandsynlig	موزوں	sandsynlig	موزوں	ADJ;INDF;MASC+FEM;SG	ADJ
sandsynlig	مناسب	sandsynlig	مناسب	ADJ;INDF;MASC+FEM;SG	ADJ
kanin	شکار	kanin	شکار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
miljømæssige	ماحولیاتی	miljømæssig	ماحولیاتی	ADJ;PL	ADJ;NOM
læreren	استاد	lærer	استاد	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
uregelmæssig	مستقل	uregelmæssig	مستقل	ADJ;INDF;MASC+FEM;SG	ADJ
transparent	نمایاں	transparent	نمایاں	ADJ;INDF;NEUT;SG	ADJ
transparent	نمایاں	transparent	نمایاں	ADJ;INDF;NEUT;SG	ADJ
forbrænding	احتراق	forbrænding	احتراق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forelskelse	عاجز	forelskelse	عاجز	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fængselsstraf	قید	fængselsstraf	قید	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fængselsstraf	قید	fængselsstraf	قید	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trim	تکمیل	trim	تکمیل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trim	تیاری	trim	تیاری	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trim	لباس	trim	لباس	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
