kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vyrába	produkuje	vyrábať	produkovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
dostupné	dostupný	dostupný	dostupný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
dostupné	dostupná	dostupný	dostupný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
zodpovedá	odpovídá	zodpoveďať	odpovídat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ľudské	lidská	ľudský	lidský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
ľudské	lidské	ľudský	lidský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
ľudské	lidský	ľudský	lidský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
otvorený	otevřeno	otvorený	otevřený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
sama	sama	sám	sám	DET;NOM;FEM;SG	DET;NOM;FEM;SG
sama	sám	sám	sám	DET;NOM;FEM;SG	DET;NOM;MASC;SG
skúsenosti	zkušenosti	skúsenosť	zkušenost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
skúsenosti	zážitky	skúsenosť	zážitek	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
skúsenosti	zkušenosti	skúsenosť	zkušenost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
automobil	automobil	automobiť	automobil	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tma	temnota	tma	temnota	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tma	tma	tma	tma	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tma	tmy	tma	tma	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
žiarenie	radiace	žiarenie	radiace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
žiarenie	ozařování	žiarenie	ozařování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
žiarenie	záření	žiarenie	záření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
častíc	částic	častica	částice	N;GEN;FEM;PL	N;GEN;FEM;PL;POS
historický	historický	historický	historický	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
historický	historické	historický	historický	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
historický	historická	historický	historický	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
historický	historický	historický	historický	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
historický	historické	historický	historický	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
historický	historická	historický	historický	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
noc	noci	noc	noc	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
noc	noc	noc	noc	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ústí	ústí	ústie	ústí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
font	písmo	font	písmo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
lodi	lodi	lodi	loď	N;DAT;FEM;SG	N;DAT;FEM;SG;POS
zlato	zlato	zlato	zlato	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
náboženské	náboženský	náboženský	náboženský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
náboženské	náboženská	náboženský	náboženský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
náboženské	náboženské	náboženský	náboženský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
váha	vážení	váha	vážený	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
váha	váha	váha	váha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
váha	závaží	váha	závaží	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
váha	hmotnosti	váha	hmotnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
váha	hmotnost	váha	hmotnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
váha	váha	váha	váha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
port	přístav	port	přístav	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
port	port	port	port	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kam	kde	kam	kde	ADV	ADV
kam	kam	kam	kam	ADV	ADV
absolventi	absolventi	absolvent	absolvent	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
absolventi	absolventi	absolvent	absolvent	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
skončilo	skončilo	skončiť	skončit	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
skončilo	skončil	skončiť	skončit	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
sochár	sochař	sochár	sochař	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
rozsahu	rozsahu	rozsah	rozsah	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
staroveku	starověku	starovek	starověk	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
krátke	krátké	krátky	krátký	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
krátke	krátká	krátky	krátký	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
krátke	krátký	krátky	krátký	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
krátke	stručná	krátky	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
krátke	stručný	krátky	stručný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
gól	cíl	gól	cíl	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
gól	gól	gól	gól	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
steny	zdi	stena	zeď	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
steny	hradby	stena	hradba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
steny	stěny	stena	stěna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
steny	zdi	stena	zeď	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
fyziky	fyziky	fyzika	fyzika	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
okamžite	okamžitě	okamžite	okamžitě	ADV	ADV;POS
okamžite	ihned	okamžite	ihned	ADV	ADV
okamžite	okamžitě	okamžite	okamžitě	ADV	ADV;POS
okamžite	ihned	okamžite	ihned	ADV	ADV
celkový	celková	celkový	celkový	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
celkový	celkové	celkový	celkový	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
celkový	celkový	celkový	celkový	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
celkový	celková	celkový	celkový	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
celkový	celkové	celkový	celkový	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
každé	každý	každý	každý	DET;NOM;NEUT;SG	DET;ANIM;NOM;MASC;SG;POS
každé	každé	každý	každý	DET;NOM;NEUT;SG	DET;NOM;NEUT;SG;POS
každé	každá	každý	každý	DET;NOM;NEUT;SG	DET;NOM;FEM;SG;POS
sochy	sochy	socha	socha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
sochy	sochy	socha	socha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
sochy	sochy	socha	socha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
jaskyňa	jeskyně	jaskyňa	jeskyně	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
jaskyňa	jeskyně	jaskyňa	jeskyně	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
podnik	podnik	podnik	podnik	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
podnik	podnikání	podnik	podnikání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
podnik	enterprise	podnik	enterpris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
oddelenie	odloučení	oddelenie	odloučení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
oddelenie	oddělení	oddelenie	oddělení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
oddelenie	odbor	oddelenie	odbor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
oddelenie	oddělení	oddelenie	oddělení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
oddelenie	kupé	oddelenie	kupé	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
oddelenie	úsek	oddelenie	úsek	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
technika	technik	technika	technik	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
technika	technika	technika	technika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
technika	technika	technika	technika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
technika	technologie	technika	technologie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
technika	technika	technika	technika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
literatúru	literaturu	literatúra	literatura	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
spoločné	společné	spoločný	společný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
energiu	energii	energia	energie	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
biele	bílá	biely	bílý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
biele	bílý	biely	bílý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
typické	typický	typický	typický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
typické	typická	typický	typický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
typické	typické	typický	typický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
zvierat	zvířat	zviera	zvíře	N;GEN;NEUT;PL	N;GEN;NEUT;PL;POS
zvierat	zvířat	zviera	zvíře	N;GEN;NEUT;PL	N;GEN;NEUT;PL;POS
galaxie	galaxy	galaxí	galax	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
akcie	akcie	akcia	akcie	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
akcie	podíly	akcia	podíl	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
základy	základy	základ	základ	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
základy	základy	základ	základ	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
základy	základny	základ	základna	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
základy	základy	základ	základ	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
erupcia	erupce	erupcia	erupce	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
nim	nim	on	on	PRO;ANIM;DAT;MASC;PL;3	PRO;DAT;PL;3
bežne	běžně	bežne	běžně	ADV	ADV;POS
bežne	běžně	bežne	běžně	ADV	ADV;POS
bežne	běžně	bežne	běžně	ADV	ADV;POS
bežne	normálně	bežne	normálně	ADV	ADV;POS
bežne	obvykle	bežne	obvykle	ADV	ADV;POS
politický	politická	politický	politický	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
politický	politické	politický	politický	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
zväčša	většinou	zväčša	většinou	ADV	ADV
zväčša	hlavně	zväčša	hlavně	ADV	ADV;POS
zväčša	převážně	zväčša	převážně	ADV	ADV;POS
zväčša	převážně	zväčša	převážně	ADV	ADV;POS
významná	významná	významný	významný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
významná	značná	významný	značný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
významná	významný	významný	významný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
christian	křesťan	christian	křesťan	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
lokátor	lokátor	lokátor	lokátor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
typov	typů	typ	typ	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
prechod	sklon	prechod	sklon	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prechod	gradient	prechod	gradient	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prechod	přechod	prechod	přechod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prechod	migrace	prechod	migrace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
prípad	pouzdro	prípad	pouzdro	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
prípad	případ	prípad	případ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prosím	prosím	prosiť	prosit	V;IPFV;IND;SG;1;POS;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
priestory	prostory	priestor	prostora	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
priestory	prostory	priestor	prostora	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
priestory	mezery	priestor	mezera	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
priestory	prostory	priestor	prostora	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
veta	věta	veto	věta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
veta	trest	veto	trest	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
veta	rozsudek	veto	rozsudek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
veta	věta	veto	věta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
skutočnosť	skutečnost	skutočnosť	skutečnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
skutočnosť	realita	skutočnosť	realita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
paliva	palivo	paliva	palivo	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
mládež	mládež	mládež	mládež	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mládež	mládí	mládež	mládí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
mládež	mládeže	mládež	mládež	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mimoriadne	mimořádně	mimoriadne	mimořádně	ADV	ADV;POS
mimoriadne	nesmírně	mimoriadne	smírně	ADV	ADV;NEG
mimoriadne	nadmíru	mimoriadne	nadmíru	ADV	ADV
mimoriadne	extrémně	mimoriadne	extrémně	ADV	ADV;POS
nasadený	nasazen	nasadený	nasazený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
kyseliny	kyseliny	kyselina	kyselina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kyseliny	kyseliny	kyselina	kyselina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
tabuľka	stůl	tabuľka	stůl	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
tabuľka	tabulka	tabuľka	tabulka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tabuľka	stolek	tabuľka	stolek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
operácia	provoz	operácia	provoz	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
operácia	operace	operácia	operace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
operácia	chirurgie	operácia	chirurgie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
operácia	operace	operácia	operace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
básne	básně	báseň	báseň	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
osobné	osobní	osobný	osobní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
linka	čára	linko	čára	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
linka	řádek	linko	řádek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
linka	linka	linko	linka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
linka	linie	linko	linie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
výbor	výbor	výbor	výbor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
opera	opera	oper	opera	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
použitím	použitím	použitie	použití	N;INS;NEUT;SG	N;INS;NEUT;SG;POS
štvrtý	čtvrtý	štvrtý	čtvrtý	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
štvrtý	čtvrté	štvrtý	čtvrtý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
štvrtý	čtvrtá	štvrtý	čtvrtý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
konštrukcie	stavby	konštrukcia	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
konštrukcie	struktury	konštrukcia	struktura	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
konštrukcie	stavby	konštrukcia	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stretnutí	schůzky	stretnutie	schůzka	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
nádrž	tank	nádrž	tank	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
nádrž	nádrž	nádrž	nádrž	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
miestne	místně	miestne	místně	ADV	ADV;POS
miestne	lokálně	miestne	lokálně	ADV	ADV;POS
bývalé	bývalý	bývalý	bývalý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
bývalé	bývalé	bývalý	bývalý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
bývalé	bývalá	bývalý	bývalý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
arcibiskup	arcibiskup	arcibiskup	arcibiskup	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
dôvod	rozum	dôvod	rozum	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
dôvod	důvod	dôvod	důvod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
chemické	chemická	chemický	chemický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
chemické	chemické	chemický	chemický	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
chemické	chemický	chemický	chemický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
raketa	raketa	raket	raketa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
raketa	střela	raket	střela	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
raketa	raketa	raket	raketa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
značky	značky	značka	značka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
značky	značky	značka	značka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
značky	značky	značka	značka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
značky	štítky	značka	štítka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
značky	značky	značka	značka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
viedlo	vedl	viesť	vést	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
pokus	pokus	pokus	pokus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pokus	experiment	pokus	experiment	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pokus	pokus	pokus	pokus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pokus	pokus	pokus	pokus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
objektu	objektu	objekt	objekt	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
prehľad	přehled	prehľad	přehled	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prehľad	synopse	prehľad	synopse	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
zvuk	zvuk	zvuk	zvuk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zvuk	zvuk	zvuk	zvuk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zvuk	audio	zvuk	audio	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
dostatočne	dostatečně	dostatočne	dostatečně	ADV	ADV;POS
spolok	coven	spolok	covna	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
spolok	společnost	spolok	společnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
foto	fotografie	foto	fotografie	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
foto	foto	foto	foto	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
foto	fotka	foto	fotka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
severné	severní	severný	severní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
severné	severní	severný	severní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
hlasovania	hlasy	hlasovanie	hlas	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
parametra	parametr	parameter	parametr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
živočíchy	zvířata	živočíchy	zvíře	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
tok	tok	tok	tok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tok	tok	tok	tok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tok	průtok	tok	průtok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
samostatné	diskrétní	samostatný	diskrétní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
samostatné	samostatné	samostatný	samostatný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
vozidlá	vozidla	vozidlo	vozidlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
vozidlá	vozidla	vozidlo	vozidlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
právnik	právnička	právnik	právnička	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
právnik	právník	právnik	právník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
právnik	advokát	právnik	advokát	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
modely	vzory	model	vzor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
modely	modely	model	model	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
modely	modelky	model	modelka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
združenie	konsorcium	združenie	konsorcium	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
združenie	asociace	združenie	asociace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
združenie	sdružování	združenie	sdružování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
združenie	sdružení	združenie	sdružení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
združenie	přidružení	združenie	přidružení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
obchodné	komerční	obchodný	komerční	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
obchodné	obchodní	obchodný	obchodní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
obchodné	obchodní	obchodný	obchodní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
harry	harry	harry	harr	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
softvér	software	softvéra	software	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
filozofické	filozofické	filozofický	filozofický	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
spôsobuje	způsobuje	spôsobovať	způsobovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
spôsobuje	způsobuje	spôsobovať	způsobovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
tábor	kemp	tábor	kemp	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tábor	camp	tábor	camp	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tábor	tábor	tábor	tábor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vyplýva	pramení	vyplývať	pramenit	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vyhlásená	vyhlášen	vyhlásený	vyhlášený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
zbierky	sbírky	zbierka	sbírka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
oltár	oltář	oltár	oltář	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
krídlo	křídlo	krídlo	křídlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
krídlo	křídlo	krídlo	křídlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ponúka	nabízí	ponúkať	nabízet	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
pamätník	pomník	pamätník	pomník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pamätník	památník	pamätník	památník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pamätník	pomník	pamätník	pomník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pamätník	památník	pamätník	památník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pamätník	památka	pamätník	památka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
pamätník	monument	pamätník	monument	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
žili	žili	žiť	žít	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
pleso	pleso	pleso	pleso	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
krista	krista	kristus	krista	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
vytvorený	vytvořeno	vytvorený	vytvořený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
vytvorený	vytvořen	vytvorený	vytvořený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
strávil	strávil	stráviť	strávit	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
kyselina	kyselina	kyselina	kyselina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
objem	objem	objem	objem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
objem	svazek	objem	svazek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
