els	the	el	the	DET;DEF;MASC;PL	DET;DEF
conservació	conservation	conservació	conservation	N;FEM;SG	N;SG
presidència	presidency	presidència	presidency	N;FEM;SG	N;SG
actuació	performance	actuació	performance	N;FEM;SG	N;SG
documentació	documentation	documentació	documentation	N;FEM;SG	N;SG
concerts	concerts	concert	concert	N;MASC;PL	N;PL
comunitats	communities	comunitat	community	N;FEM;PL	N;PL
plans	plans	pla	plan	N;MASC;PL	N;PL
artístic	artistic	artístic	artistic	ADJ;MASC;SG	ADJ
freqüència	frequency	freqüència	frequency	N;FEM;SG	N;SG
mètodes	methods	mètode	method	N;MASC;PL	N;PL
trajectòria	trajectory	trajectòria	trajectory	N;FEM;SG	N;SG
algú	someone	algú	someone	PRO;SG	PRO;SG
experiència	experience	experiència	experience	N;FEM;SG	N;SG
expansió	expansion	expansió	expansion	N;FEM;SG	N;SG
aeroport	airport	aeroport	airport	N;MASC;SG	N;SG
curt	short	curt	short	ADJ;MASC;SG	ADJ
alumnes	students	alumne	student	N;MASC;PL	N;PL
veïns	neighbors	veí	neighbor	N;MASC;PL	N;PL
veïns	neighbours	veí	neighbour	N;MASC;PL	N;PL
restaurant	restaurant	restaurant	restaurant	N;MASC;SG	N;SG
representar	represent	representar	represent	V;NFIN	V;IMP;FIN
respectivament	respectively	respectivament	respectively	ADV	ADV
bellesa	beauty	bellesa	beauty	N;FEM;SG	N;SG
tradicionals	traditional	tradicional	traditional	ADJ;PL	ADJ
democràtica	democratic	democràtic	democratic	ADJ;FEM;SG	ADJ
decisió	decision	decisió	decision	N;FEM;SG	N;SG
mesures	measures	mesura	measure	N;FEM;PL	N;PL
selva	jungle	selva	jungle	N;FEM;SG	N;SG
instrument	instrument	instrument	instrument	N;MASC;SG	N;SG
guàrdia	guard	guàrdia	guard	N;SG	N;SG
elèctric	electric	elèctric	electric	ADJ;MASC;SG	ADJ
advocat	lawyer	advocat	lawyer	N;MASC;SG	N;SG
fruit	fruit	fruit	fruit	N;MASC;SG	N;SG
solució	solution	solució	solution	N;FEM;SG	N;SG
vent	wind	vent	wind	N;MASC;SG	N;SG
tinent	lieutenant	tinent	lieutenant	N;SG	N;SG
correu	mail	correu	mail	N;MASC;SG	N;SG
aplicacions	applications	aplicació	application	N;FEM;PL	N;PL
aplicacions	apps	aplicació	app	N;FEM;PL	N;PL
relativament	relatively	relativament	relatively	ADV	ADV
coordenades	coordinates	coordenat	coordinate	N;FEM;PL	N;PL
banc	bank	banc	bank	N;MASC;SG	N;SG
religiós	religious	religiós	religious	ADJ;MASC;SG	ADJ
vehicles	vehicles	vehicle	vehicle	N;MASC;PL	N;PL
pintors	painters	pintor	painter	N;MASC;PL	N;PL
districtes	districts	districte	district	N;MASC;PL	N;PL
augment	increase	augment	increase	N;MASC;SG	N;SG
ocell	bird	ocell	bird	N;MASC;SG	N;SG
possessió	possession	possessió	possession	N;FEM;SG	N;SG
conseller	counsellor	conseller	counsellor	N;MASC;SG	N;SG
persecució	persecution	persecució	persecution	N;FEM;SG	N;SG
càrrecs	charges	càrrec	charge	N;MASC;PL	N;PL
belles	belles	bell	bell	N;FEM;PL	N;PL
manté	maintains	mantenir	maintain	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
jardí	garden	jardí	garden	N;MASC;SG	N;SG
medalles	medals	medalla	medal	N;FEM;PL	N;PL
autoritats	authorities	autoritat	authority	N;FEM;PL	N;PL
registre	register	registre	register	N;MASC;SG	N;SG
tribunal	court	tribunal	court	N;MASC;SG	N;SG
mestres	teachers	mestre	teacher	N;MASC;PL	N;PL
error	mistake	error	mistake	N;MASC;SG	N;SG
error	error	error	error	N;MASC;SG	N;SG
denominació	name	denominació	name	N;FEM;SG	N;SG
denominació	denomination	denominació	denomination	N;FEM;SG	N;SG
capítol	chapter	capítol	chapter	N;MASC;SG	N;SG
realitza	performs	realitzar	perform	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
malalties	diseases	malaltia	disease	N;FEM;PL	N;PL
dolça	sweet	dolç	sweet	ADJ;FEM;SG	ADJ
castells	castles	castell	castle	N;MASC;PL	N;PL
castells	castells	castell	castell	N;MASC;PL	N;PL
absis	apse	absis	apse	N;MASC;SG	N;SG
artística	artistic	artístic	artistic	ADJ;FEM;SG	ADJ
decoració	decoration	decoració	decoration	N;FEM;SG	N;SG
decret	decree	decret	decree	N;MASC;SG	N;SG
recentment	recently	recentment	recently	ADV	ADV
japonès	japanese	japonès	japanese	ADJ;MASC;SG	ADJ
murs	walls	mur	wall	N;MASC;PL	N;PL
dotze	twelve	dotze	twelve	NUM;PL	NUM
immediatament	immediately	immediatament	immediately	ADV	ADV
conferència	conference	conferència	conference	N;FEM;SG	N;SG
columnes	columns	columna	column	N;FEM;PL	N;PL
institució	institution	institució	institution	N;FEM;SG	N;SG
tallers	workshops	taller	workshop	N;MASC;PL	N;PL
ple	full	ple	full	ADJ;MASC;SG	ADJ
cua	queue	cua	queue	N;FEM;SG	N;SG
cua	tail	cua	tail	N;FEM;SG	N;SG
moments	moments	moment	moment	N;MASC;PL	N;PL
ferrocarril	railway	ferrocarril	railway	N;MASC;SG	N;SG
bloc	blog	bloc	blog	N;MASC;SG	N;SG
bloc	block	bloc	block	N;MASC;SG	N;SG
turisme	tourism	turisme	tourism	N;MASC;SG	N;SG
estany	pond	estany	pond	N;MASC;SG	N;SG
definició	definition	definició	definition	N;FEM;SG	N;SG
òrbita	orbit	òrbita	orbit	N;FEM;SG	N;SG
condició	condition	condició	condition	N;FEM;SG	N;SG
intenció	intention	intenció	intention	N;FEM;SG	N;SG
músic	musician	músic	musician	N;MASC;SG	N;SG
nació	nation	nació	nation	N;FEM;SG	N;SG
cercle	circle	cercle	circle	N;MASC;SG	N;SG
victòries	wins	victòria	win	N;FEM;PL	N;PL
victòries	victories	victòria	victory	N;FEM;PL	N;PL
defensar	defend	defensar	defend	V;NFIN	V;IMP;FIN
notables	notable	notable	notable	ADJ;PL	ADJ
objectius	goals	objectiu	goal	N;MASC;PL	N;PL
parets	walls	paret	wall	N;FEM;PL	N;PL
originalment	originally	originalment	originally	ADV	ADV
abadia	abbey	abadir	abbey	N;FEM;SG	N;SG
poemes	poems	poema	poem	N;MASC;PL	N;PL
nen	child	nen	child	N;MASC;SG	N;SG
diàmetre	diameter	diàmetre	diameter	N;MASC;SG	N;SG
mandat	mandate	mandat	mandate	N;MASC;SG	N;SG
elecció	choice	elecció	choice	N;FEM;SG	N;SG
introducció	introduction	introducció	introduction	N;FEM;SG	N;SG
introducció	intro	introducció	intro	N;FEM;SG	N;SG
infanteria	infantry	infanteria	infantry	N;FEM;SG	N;SG
setmanes	weeks	setmana	week	N;FEM;PL	N;PL
anunciar	announce	anunciar	announce	V;NFIN	V;IMP;FIN
descriu	describes	descriure	describe	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
posicions	positions	posició	position	N;FEM;PL	N;PL
esport	sport	esport	sport	N;MASC;SG	N;SG
bases	bases	base	basis	N;FEM;PL	N;PL
esclaus	slaves	esclau	slave	N;MASC;PL	N;PL
familiar	familiar	familiar	familiar	ADJ;SG	ADJ
escriptura	writing	escriptura	writing	N;FEM;SG	N;SG
cementiri	cemetery	cementiri	cemetery	N;MASC;SG	N;SG
components	components	component	component	N;MASC;PL	N;PL
físic	physical	físic	physical	ADJ;MASC;SG	ADJ
saló	lounge	saló	lounge	N;MASC;SG	N;SG
saló	salon	saló	salon	N;MASC;SG	N;SG
naturalesa	nature	naturalesa	nature	N;FEM;SG	N;SG
organitzacions	organizations	organització	organization	N;FEM;PL	N;PL
segurament	surely	segurament	surely	ADV	ADV
científics	scientists	científic	scientist	N;MASC;PL	N;PL
potència	power	potència	power	N;FEM;SG	N;SG
fotografies	photographs	fotografia	photograph	N;FEM;PL	N;PL
fotografies	pictures	fotografia	picture	N;FEM;PL	N;PL
serveix	serves	servir	serve	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
possibles	possible	possible	possible	ADJ;PL	ADJ
permanent	permanent	permanent	permanent	ADJ;SG	ADJ
guió	dash	guió	dash	N;MASC;SG	N;SG
guió	script	guió	script	N;MASC;SG	N;SG
escenes	scenes	escena	scene	N;FEM;PL	N;PL
descendents	descendants	descendent	descendant	N;PL	N;PL
orígens	origins	origen	origin	N;MASC;PL	N;PL
retirada	retreat	retirada	retreat	N;FEM;SG	N;SG
retirada	withdrawal	retirada	withdrawal	N;FEM;SG	N;SG
professionals	professionals	professional	professional	N;PL	N;PL
antigament	formerly	antigament	formerly	ADV	ADV
pisos	flats	pis	flat	N;MASC;PL	N;PL
pisos	floors	pis	floor	N;MASC;PL	N;PL
episodi	episode	episodi	episode	N;MASC;SG	N;SG
intervenció	intervention	intervenció	intervention	N;FEM;SG	N;SG
territorial	territorial	territorial	territorial	ADJ;SG	ADJ
tocar	touching	tocar	touch	V;NFIN	V;V.MSDR
esperit	spirit	esperit	spirit	N;MASC;SG	N;SG
tret	gunshot	tret	gunshot	N;MASC;SG	N;SG
independents	independent	independent	independent	ADJ;PL	ADJ
observar	observe	observar	observe	V;NFIN	V;IMP;FIN
diferències	differences	diferència	difference	N;FEM;PL	N;PL
lateral	lateral	lateral	lateral	ADJ;SG	ADJ
alliberament	release	alliberament	release	N;MASC;SG	N;SG
alliberament	liberation	alliberament	liberation	N;MASC;SG	N;SG
gel	ice	gel	ice	N;MASC;SG	N;SG
límits	limits	límit	limit	N;MASC;PL	N;PL
clàssic	classic	clàssic	classic	ADJ;MASC;SG	ADJ
tram	stretch	tram	stretch	N;MASC;SG	N;SG
canals	channels	canal	channel	N;MASC;PL	N;PL
canals	canals	canal	canal	N;MASC;PL	N;PL
fusió	fusion	fusió	fusion	N;FEM;SG	N;SG
equivalent	equivalent	equivalent	equivalent	ADJ;SG	ADJ
homenatge	tribute	homenatge	tribute	N;MASC;SG	N;SG
ocells	birds	ocell	bird	N;MASC;PL	N;PL
portada	cover	portada	cover	N;FEM;SG	N;SG
poema	poem	poema	poem	N;MASC;SG	N;SG
naval	naval	naval	naval	ADJ;SG	ADJ
idioma	language	idioma	language	N;MASC;SG	N;SG
fàcil	easy	fàcil	easy	ADJ;SG	ADJ
perill	danger	perill	danger	N;MASC;SG	N;SG
capa	layer	capa	layer	N;FEM;SG	N;SG
venda	sale	venda	sale	N;FEM;SG	N;SG
desert	desert	desert	desert	N;MASC;SG	N;SG
especials	special	especial	special	ADJ;PL	ADJ
públiques	public	públic	public	ADJ;FEM;PL	ADJ
protegir	protect	protegir	protect	V;NFIN	V;IMP;FIN
programari	software	programari	software	N;MASC;SG	N;SG
amplada	width	amplada	width	N;FEM;SG	N;SG
durada	duration	durada	duration	N;FEM;SG	N;SG
mitologia	mythology	mitologia	mythology	N;FEM;SG	N;SG
minerals	minerals	mineral	mineral	N;MASC;PL	N;PL
esdeveniment	event	esdeveniment	event	N;MASC;SG	N;SG
disponible	available	disponible	available	ADJ;SG	ADJ
abat	abbot	abat	abbot	N;MASC;SG	N;SG
curses	careers	cursa	career	N;FEM;PL	N;PL
proteïnes	proteins	proteïna	protein	N;FEM;PL	N;PL
circumscripció	constituency	circumscripció	constituency	N;FEM;SG	N;SG
naus	ships	nau	ship	N;FEM;PL	N;PL
normes	rules	norma	rule	N;FEM;PL	N;PL
virus	virus	virus	virus	N;MASC	N;SG
tomba	tomb	tomba	tomb	N;FEM;SG	N;SG
plena	full	ple	full	ADJ;FEM;SG	ADJ
representants	representatives	representant	representative	N;PL	N;PL
productor	producer	productor	producer	N;MASC;SG	N;SG
risc	risk	risc	risk	N;MASC;SG	N;SG
contracte	contract	contracte	contract	N;MASC;SG	N;SG
factors	factors	factor	factor	N;MASC;PL	N;PL
trets	gunshots	tret	gunshot	N;MASC;PL	N;PL
trets	shots	tret	shot	N;MASC;PL	N;PL
oberta	open	obert	open	ADJ;FEM;SG;V.PTCP	ADJ
descobriment	discovery	descobriment	discovery	N;MASC;SG	N;SG
trobada	meeting	trobada	meeting	N;FEM;SG	N;SG
autonomia	autonomy	autonomia	autonomy	N;FEM;SG	N;SG
bandes	bands	banda	band	N;FEM;PL	N;PL
provincial	provincial	provincial	provincial	ADJ;SG	ADJ
campionats	championships	campionat	championship	N;MASC;PL	N;PL
sòl	soil	sòl	soil	N;MASC;SG	N;SG
enginyeria	engineering	enginyeria	engineering	N;FEM;SG	N;SG
paisatge	landscape	paisatge	landscape	N;MASC;SG	N;SG
opinió	opinion	opinió	opinion	N;FEM;SG	N;SG
regnes	kingdoms	regna	kingdom	N;MASC;PL	N;PL
revistes	magazines	revista	magazine	N;FEM;PL	N;PL
globus	globe	globus	globe	N;MASC	N;SG
globus	balloons	globus	balloon	N;MASC	N;PL
globus	balloon	globus	balloon	N;MASC	N;SG
dominis	domains	domini	domain	N;MASC;PL	N;PL
parlants	speakers	parlant	speaker	N;PL	N;PL
difusió	diffusion	difusió	diffusion	N;FEM;SG	N;SG
difusió	spread	difusió	spread	N;FEM;SG	N;SG
difusió	dissemination	difusió	dissemination	N;FEM;SG	N;SG
relleu	relief	relleu	relief	N;MASC;SG	N;SG
identitat	identity	identitat	identity	N;FEM;SG	N;SG
humanitat	humanity	humanitat	humanity	N;FEM;SG	N;SG
bisbat	bishopric	bisbat	bishopric	N;MASC;SG	N;SG
protagonista	protagonist	protagonista	protagonist	N;SG	N;SG
cartes	cards	carta	card	N;FEM;PL	N;PL
roques	rocks	roca	rock	N;FEM;PL	N;PL
tradicionalment	traditionally	tradicionalment	traditionally	ADV	ADV
adquirir	acquire	adquirir	acquire	V;NFIN	V;IMP;FIN
catàleg	catalogue	catàleg	catalogue	N;MASC;SG	N;SG
catàleg	catalog	catàleg	catalog	N;MASC;SG	N;SG
escultor	sculptor	escultor	sculptor	N;MASC;SG	N;SG
bisbes	bishops	bisbe	bishop	N;MASC;PL	N;PL
propietari	owner	propietari	owner	N;MASC;SG	N;SG
comportament	behavior	comportament	behavior	N;MASC;SG	N;SG
exposicions	exhibitions	exposició	exhibition	N;FEM;PL	N;PL
ningú	anyone	ningú	anyone	PRO;SG	PRO;SG
ningú	nobody	ningú	nobody	PRO;SG	PRO;SG
cavalleria	cavalry	cavalleria	cavalry	N;FEM;SG	N;SG
marge	margin	marge	margin	N;MASC;SG	N;SG
restaurants	restaurants	restaurant	restaurant	N;MASC;PL	N;PL
finalitat	purpose	finalitat	purpose	N;FEM;SG	N;SG
candidat	candidate	candidat	candidate	N;MASC;SG	N;SG
plataforma	platform	plataforma	platform	N;FEM;SG	N;SG
presents	present	present	present	ADJ;PL	ADJ
habitualment	usually	habitualment	usually	ADV	ADV
dansa	dance	dansa	dance	N;FEM;SG	N;SG
entrevista	interview	entrevista	interview	N;FEM;SG	N;SG
motors	engines	motor	engines	N;MASC;PL	N;PL
portuguès	portuguese	portuguès	portuguese	ADJ;MASC;SG	ADJ
dècades	decades	dècada	decade	N;FEM;PL	N;PL
milers	thousands	miler	thousand	N;MASC;PL	N;PL
armada	navy	armat	navy	N;FEM;SG	N;SG
inscripció	registration	inscripció	registration	N;FEM;SG	N;SG
iniciativa	initiative	iniciativa	initiative	N;FEM;SG	N;SG
flandes	flanders	flanda	flander	N;FEM;PL	N;PL
perfil	profile	perfil	profile	N;MASC;SG	N;SG
transició	transition	transició	transition	N;FEM;SG	N;SG
cova	cave	cova	cave	N;FEM;SG	N;SG
adaptació	adaptation	adaptació	adaptation	N;FEM;SG	N;SG
tasques	tasks	tasca	task	N;FEM;PL	N;PL
ràpid	fast	ràpid	fast	ADJ;MASC;SG	ADJ
arxius	files	arxiu	file	N;MASC;PL	N;PL
arxius	archives	arxiu	archive	N;MASC;PL	N;PL
moneda	currency	moneda	currency	N;FEM;SG	N;SG
moneda	coin	moneda	coin	N;FEM;SG	N;SG
facultat	faculty	facultat	faculty	N;FEM;SG	N;SG
foto	photo	foto	photo	N;FEM;SG	N;SG
salt	salt	salt	salt	N;MASC;SG	N;SG
enginyer	engineer	enginyer	engineer	N;MASC;SG	N;SG
vessants	strands	vessant	strand	N;PL	N;PL
consum	consumption	consum	consumption	N;MASC;SG	N;SG
realment	really	realment	really	ADV	ADV
partícules	particles	partícula	particle	N;FEM;PL	N;PL
destrucció	destruction	destrucció	destruction	N;FEM;SG	N;SG
tren	train	tren	train	N;MASC;SG	N;SG
cavalls	horses	cavall	horse	N;MASC;PL	N;PL
calendari	calendar	calendari	calendar	N;MASC;SG	N;SG
descriure	describe	descriure	describe	V;NFIN	V;IMP;FIN
adoptar	adopt	adoptar	adopt	V;NFIN	V;IMP;FIN
reunió	meeting	reunió	meeting	N;FEM;SG	N;SG
aliments	foods	aliment	food	N;MASC;PL	N;PL
parell	peer	parell	peer	N;MASC;SG	N;SG
pop	pop	pop	pop	N;MASC;SG	N;SG
resolució	resolution	resolució	resolution	N;FEM;SG	N;SG
oncle	uncle	oncle	uncle	N;MASC;SG	N;SG
ficció	fiction	ficció	fiction	N;FEM;SG	N;SG
ocasió	occasion	ocasió	occasion	N;FEM;SG	N;SG
públics	public	públic	public	ADJ;MASC;PL	ADJ
pesca	fishing	pesca	fishing	N;FEM;SG	N;SG
crític	critical	crític	critical	ADJ;MASC;SG	ADJ
carn	meat	carn	meat	N;FEM;SG	N;SG
comuns	common	comú	common	ADJ;MASC;PL	ADJ
detalls	details	detall	detail	N;MASC;PL	N;PL
bàsquet	basketball	bàsquet	basketball	N;MASC;SG	N;SG
costes	coasts	costa	coast	N;FEM;PL	N;PL
senzill	simple	senzill	simple	ADJ;MASC;SG	ADJ
incorporar	incorporate	incorporar	incorporate	V;NFIN	V;IMP;FIN
volums	volumes	volum	volume	N;MASC;PL	N;PL
exteriors	foreign	exterior	foreign	ADJ;PL	ADJ
eines	tools	eina	tool	N;FEM;PL	N;PL
retrat	portrait	retrat	portrait	N;MASC;SG	N;SG
exèrcits	armies	exèrcit	army	N;MASC;PL	N;PL
pantalla	screen	pantalla	screen	N;FEM;SG	N;SG
diccionari	dictionary	diccionari	dictionary	N;MASC;SG	N;SG
definitivament	definitely	definitivament	definitely	ADV	ADV
conquerir	conquer	conquerir	conquer	V;NFIN	V;IMP;FIN
nuclear	nuclear	nuclear	nuclear	ADJ;SG	ADJ
accident	accident	accident	accident	N;MASC;SG	N;SG
tendència	trend	tendència	trend	N;FEM;SG	N;SG
sexual	sexual	sexual	sexual	ADJ;SG	ADJ
ordinador	computer	ordinador	computer	N;MASC;SG	N;SG
ruïnes	ruins	ruïna	ruin	N;FEM;PL	N;PL
fama	fame	fama	fame	N;FEM;SG	N;SG
cuina	kitchen	cuina	kitchen	N;FEM;SG	N;SG
vols	flights	vol	flight	N;MASC;PL	N;PL
variant	variant	variant	variant	N;FEM;SG	N;SG
comarques	counties	comarca	county	N;FEM;PL	N;PL
llistes	lists	llista	list	N;FEM;PL	N;PL
interpretar	interpret	interpretar	interpret	V;NFIN	V;IMP;FIN
clarament	clearly	clarament	clearly	ADV	ADV
concretament	specifically	concretament	specifically	ADV	ADV
lleugerament	slightly	lleugerament	slightly	ADV	ADV
continental	continental	continental	continental	ADJ;SG	ADJ
extinció	extinction	extinció	extinction	N;FEM;SG	N;SG
destruir	destroy	destruir	destroy	V;NFIN	V;IMP;FIN
equipament	equipment	equipament	equipment	N;MASC;SG	N;SG
llegir	read	llegir	read	V;NFIN	V;IMP;FIN
avions	planes	avió	plane	N;MASC;PL	N;PL
fàcilment	easily	fàcilment	easily	ADV	ADV
sorgir	arise	sorgir	arise	V;NFIN	V;IMP;FIN
actors	actors	actor	actor	N;MASC;PL	N;PL
compondre	compose	compondre	compose	V;NFIN	V;IMP;FIN
interna	internal	intern	internal	ADJ;FEM;SG	ADJ
vapor	steam	vapor	steam	N;MASC;SG	N;SG
directa	direct	directe	direct	ADJ;FEM;SG	ADJ
certes	certain	cert	certain	ADJ;FEM;PL	ADJ
bateria	battery	bateria	battery	N;SG	N;SG
guia	guide	guia	guide	N;FEM;SG	N;SG
màquina	machine	màquina	machine	N;FEM;SG	N;SG
màquina	host	màquina	host	N;FEM;SG	N;SG
inofensiu	harmless	inofensiu	harmless	ADJ;MASC;SG	ADJ
decideix	decides	decidir	decide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
execució	execution	execució	execution	N;FEM;SG	N;SG
estacions	seasons	estació	season	N;FEM;PL	N;PL
estacions	stations	estació	station	N;FEM;PL	N;PL
excepció	exception	excepció	exception	N;FEM;SG	N;SG
designació	appointment	designació	appointment	N;FEM;SG	N;SG
literària	literary	literari	literary	ADJ;FEM;SG	ADJ
comprar	buy	comprar	buy	V;NFIN	V;IMP;FIN
estret	strait	estret	strait	N;MASC;SG	N;SG
fenomen	phenomenon	fenomen	phenomenon	N;MASC;SG	N;SG
cost	cost	cost	cost	N;MASC;SG	N;SG
agent	agent	agent	agent	N;SG	N;SG
impacte	impact	impacte	impact	N;MASC;SG	N;SG
fosc	dark	fosc	dark	ADJ;MASC;SG	ADJ
organismes	agencies	organisme	agency	N;MASC;PL	N;PL
organismes	organisms	organisme	organisms	N;MASC;PL	N;PL
promoció	promotion	promoció	promotion	N;FEM;SG	N;SG
declaració	statement	declaració	statement	N;FEM;SG	N;SG
declaració	declaration	declaració	declaration	N;FEM;SG	N;SG
guanyador	winner	guanyador	winner	N;MASC;SG	N;SG
vehicle	vehicle	vehicle	vehicle	N;MASC;SG	N;SG
seccions	sections	secció	section	N;FEM;PL	N;PL
fusteria	carpentry	fusteria	carpentry	N;FEM;SG	N;SG
depèn	depends	dependre	depend	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
preu	price	preu	price	N;MASC;SG	N;SG
llar	home	llar	home	N;FEM;SG	N;SG
metall	metal	metall	metal	N;MASC;SG	N;SG
escriptors	writers	escriptor	writer	N;MASC;PL	N;PL
crítiques	reviews	crítica	review	N;FEM;PL	N;PL
violí	fiddle	violí	fiddle	N;MASC;SG	N;SG
aniversari	birthday	aniversari	birthday	N;MASC;SG	N;SG
aniversari	anniversary	aniversari	anniversary	N;MASC;SG	N;SG
esports	sports	esport	sport	N;MASC;PL	N;PL
ocupat	busy	ocupat	busy	ADJ;MASC;SG;V.PTCP	ADJ
gòtic	gothic	gòtic	gothic	ADJ;MASC;SG	ADJ
filòsof	philosopher	filòsof	philosopher	N;MASC;SG	N;SG
èxits	achievements	èxit	achievement	N;MASC;PL	N;PL
barris	neighborhoods	barri	neighborhood	N;MASC;PL	N;PL
interessos	interests	interès	interest	N;MASC;PL	N;PL
dibuixos	drawings	dibuix	drawing	N;MASC;PL	N;PL
controlar	controlling	controlar	control	V;NFIN	V;V.MSDR
democràtic	democratic	democràtic	democratic	ADJ;MASC;SG	ADJ
santuari	sanctuary	santuari	sanctuary	N;MASC;SG	N;SG
defineix	defines	definir	define	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comunicacions	communications	comunicació	communication	N;FEM;PL	N;PL
construccions	constructions	construcció	construction	N;FEM;PL	N;PL
infantil	childish	infantil	childish	ADJ;SG	ADJ
segur	sure	segur	sure	ADJ;MASC;SG	ADJ
electoral	electoral	electoral	electoral	ADJ;SG	ADJ
exemplars	copies	exemplar	copy	N;MASC;PL	N;PL
centrals	central	central	central	ADJ;PL	ADJ
raons	reasons	raó	reason	N;FEM;PL	N;PL
tècnic	technical	tècnic	technical	ADJ;MASC;SG	ADJ
nacionalitat	nationality	nacionalitat	nationality	N;FEM;SG	N;SG
estén	extends	estar	extend	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dura	hard	dur	hard	ADJ;FEM;SG	ADJ
financera	financial	financer	financial	ADJ;FEM;SG	ADJ
definir	define	definir	define	V;NFIN	V;IMP;FIN
colònies	colonies	colònia	colony	N;FEM;PL	N;PL
vies	tracks	via	track	N;FEM;PL	N;PL
hotel	hotel	hotel	hotel	N;MASC;SG	N;SG
temperatures	temperatures	temperatura	temperature	N;FEM;PL	N;PL
otomà	ottoman	otomà	ottoman	ADJ;MASC;SG	ADJ
proclamar	proclaim	proclamar	proclaim	V;NFIN	V;IMP;FIN
enemics	enemies	enemic	enemy	N;MASC;PL	N;PL
senyors	gentlemen	senyor	gentleman	N;MASC;PL	N;PL
vegetació	vegetation	vegetació	vegetation	N;FEM;SG	N;SG
conflictes	conflicts	conflicte	conflict	N;MASC;PL	N;PL
músics	musicians	músic	musician	N;MASC;PL	N;PL
nacionalista	nationalist	nacionalista	nationalist	ADJ;SG	ADJ
déus	gods	déus	god	N;MASC;PL	N;PL
resoldre	resolve	resoldre	resolve	V;NFIN	V;IMP;FIN
resoldre	solve	resoldre	solve	V;NFIN	V;IMP;FIN
monarquia	monarchy	monarquia	monarchy	N;FEM;SG	N;SG
factor	factor	factor	factor	N;MASC;SG	N;SG
missatge	message	missatge	message	N;MASC;SG	N;SG
presentació	presentation	presentació	presentation	N;FEM;SG	N;SG
democràcia	democracy	democràcia	democracy	N;FEM;SG	N;SG
absència	absence	absència	absence	N;FEM;SG	N;SG
històries	stories	història	story	N;FEM;PL	N;PL
branques	branches	branca	branch	N;FEM;PL	N;PL
barroc	baroque	barroc	baroque	ADJ;MASC;SG	ADJ
disciplina	discipline	disciplina	discipline	N;FEM;SG	N;SG
presoners	prisoners	presoner	prisoner	N;MASC;PL	N;PL
plantilles	templates	plantilla	template	N;FEM;PL	N;PL
discurs	discourse	discurs	discourse	N;MASC;SG	N;SG
discurs	speech	discurs	speech	N;MASC;SG	N;SG
transmissió	transmission	transmissió	transmission	N;FEM;SG	N;SG
testament	testament	testament	testament	N;MASC;SG	N;SG
flora	flora	flora	flora	N;FEM;SG	N;SG
profunditat	depth	profunditat	depth	N;FEM;SG	N;SG
capçalera	header	capçalera	header	N;FEM;SG	N;SG
superar	overcome	superar	overcome	V;NFIN	V;IMP;FIN
composicions	compositions	composició	composition	N;FEM;PL	N;PL
continent	continent	continent	continent	N;MASC;SG	N;SG
períodes	periods	període	period	N;MASC;PL	N;PL
criteris	criteria	criteri	criterion	N;MASC;PL	N;PL
recinte	enclosure	recinte	enclosure	N;MASC;SG	N;SG
atmosfera	atmosphere	atmosfera	atmosphere	N;FEM;SG	N;SG
bones	good	bo	good	ADJ;FEM;PL	ADJ
bizantí	byzantine	bizantí	byzantine	ADJ;SG	ADJ
geografia	geography	geografia	geography	N;FEM;SG	N;SG
combinació	combination	combinació	combination	N;FEM;SG	N;SG
botigues	shops	botiga	shop	N;FEM;PL	N;PL
botigues	stores	botiga	store	N;FEM;PL	N;PL
nét	grandson	nét	grandson	N;MASC;SG	N;SG
disposició	layout	disposició	layout	N;FEM;SG	N;SG
disposició	provision	disposició	provision	N;FEM;SG	N;SG
sacerdot	priest	sacerdot	priest	N;MASC;SG	N;SG
adn	dna	adn	dna	N;MASC;SG	N;SG
episodis	episodes	episodi	episode	N;MASC;PL	N;PL
ona	wave	ona	wave	N;FEM;SG	N;SG
organisme	organism	organisme	organism	N;MASC;SG	N;SG
paletes	pallets	paleta	pallet	N;MASC;PL	N;PL
taules	tables	taula	table	N;FEM;PL	N;PL
pati	courtyard	pati	courtyard	N;MASC;SG	N;SG
pati	yard	pati	yard	N;MASC;SG	N;SG
veritat	truth	veritat	truth	N;FEM;SG	N;SG
particularment	particularly	particularment	particularly	ADV	ADV
sectors	sectors	sector	sector	N;MASC;PL	N;PL
conservatori	conservatory	conservatori	conservatory	N;MASC;SG	N;SG
manteniment	maintenance	manteniment	maintenance	N;MASC;SG	N;SG
útil	useful	útil	useful	ADJ;SG	ADJ
reformes	reforms	reforma	reform	N;FEM;PL	N;PL
rècord	record	rècord	record	N;MASC;SG	N;SG
artilleria	artillery	artilleria	artillery	N;FEM;SG	N;SG
ascens	ascent	ascens	ascent	N;MASC;SG	N;SG
renaixement	rebirth	renaixement	rebirth	N;MASC;SG	N;SG
