und	та	und	та	CONJ	CONJ
reisen	подорожувати	reisen	подорожувати	V;NFIN	V;IPFV;NFIN
zugänglich	доступний	zugänglich	доступний	ADJ	ADJ;NOM;MASC;SG
erinnerung	тривогу	erinnerung	тривога	ADJ	ADJ;ACC;FEM;SG
urteil	вердикт	urteil	вердикт	N;SG	N;INAN;NOM;MASC;SG
urteil	суд	urteil	суд	N;SG	N;INAN;NOM;MASC;SG
wichtigste	головний	wichtig	головний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
wichtigste	основне	wichtig	основний	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
wichtigste	головна	wichtig	головний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
internationaler	міжнародний	international	міжнародний	ADJ	ADJ;NOM;MASC;SG
internationaler	міжнародна	international	міжнародний	ADJ	ADJ;NOM;FEM;SG
internationaler	міжнародні	international	міжнародний	ADJ	ADJ;NOM;PL
internationaler	міжнародне	international	міжнародний	ADJ	ADJ;NOM;NEUT;SG
eingefügt	вставлено	einfügen	вставити	V;V.PTCP	V;PFV;IND;0;FIN
eingefügt	вставлено	einfügen	вставити	V;V.PTCP	V;PFV;IND;0;FIN
heilige	святі	heilig	святий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
heilige	святі	heilig	святий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
heilige	священні	heilig	священня	ADJ;NOM;FEM;PL	ADJ;NOM;PL
heilige	священні	heilig	священня	ADJ;NOM;FEM;PL	ADJ;NOM;PL
festgelegt	встановити	festlegen	встановити	V;V.PTCP	V;PFV;NFIN
festgelegt	встановлено	festlegen	встановити	V;V.PTCP	V;PFV;IND;0;FIN
wirtschaftliche	економічні	wirtschaftlich	економічний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
üblichen	звичний	üblich	звичний	ADJ	ADJ;NOM;MASC;SG
üblichen	звичайні	üblich	звичайний	ADJ	ADJ;NOM;PL
bauen	будуємо	bauen	будувати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
bauen	зібрати	bauen	зібрати	V;NFIN	V;PFV;NFIN
bauen	побудувати	bauen	побудувати	V;NFIN	V;PFV;NFIN
bauen	будувати	bauen	будувати	V;NFIN	V;IPFV;NFIN
bauen	побудувати	bauen	побудувати	V;NFIN	V;PFV;NFIN
auge	око	auge	око	N;NOM;SG	N;INAN;NOM;NEUT;SG
geweiht	присвячується	weihen	присвячуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
geweiht	присвячено	weihen	присвячити	V;V.PTCP	V;PFV;IND;0;FIN
geweiht	присвятив	weihen	присвятити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
unterschieden	бувають	unterscheiden	бувати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
geburt	різдво	geburen	різдво	N;SG	N;INAN;NOM;NEUT;SG
geburt	вертеп	geburen	вертеп	N;SG	N;INAN;NOM;MASC;SG
geburt	народження	geburen	народження	N;SG	N;INAN;NOM;NEUT;SG
obere	верхні	ober	верхня	ADJ;NOM;FEM;PL	ADJ;NOM;PL
olympische	олімпійські	olympisch	олімпійський	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kommandeur	командира	kommandeur	командир	N;SG	N;ANIM;ACC;MASC;SG
kommandeur	командувача	kommandeur	командувач	N;SG	N;ANIM;ACC;MASC;SG
kommandeur	командир	kommandeur	командир	N;SG	N;ANIM;NOM;MASC;SG
prüfung	аудит	prüfung	аудит	N;SG	N;INAN;NOM;MASC;SG
prüfung	перевірка	prüfung	перевірка	N;SG	N;INAN;NOM;FEM;SG
prüfung	тест	prüfung	тест	N;SG	N;INAN;NOM;MASC;SG
prüfung	тестування	prüfung	тестування	N;SG	N;INAN;NOM;NEUT;SG
prüfung	випробування	prüfung	випробування	N;SG	N;INAN;NOM;NEUT;SG
prüfung	іспит	prüfung	іспит	N;SG	N;INAN;NOM;MASC;SG
prüfung	екзамен	prüfung	екзамен	N;SG	N;INAN;NOM;MASC;SG
prüfung	екзамен	prüfung	екзамен	N;SG	N;INAN;NOM;MASC;SG
vergessen	забуває	vergessen	забувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
vergessen	забула	vergessen	забути	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
vergessen	забув	vergessen	забути	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
vergessen	забула	vergessen	забути	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
vergessen	забули	vergessen	забути	V;V.PTCP	V;PFV;IND;PL;PST;FIN
vergessen	забувати	vergessen	забувати	V;V.PTCP	V;IPFV;NFIN
vergessen	забути	vergessen	забути	V;V.PTCP	V;PFV;NFIN
vergessen	забудь	vergessen	забудь	V;V.PTCP	V;PFV;IMP;SG;2;FIN
vergessen	забути	vergessen	забути	V;V.PTCP	V;PFV;NFIN
vergessen	забули	vergessen	забути	V;V.PTCP	V;PFV;IND;PL;PST;FIN
polnische	польські	polnisch	польський	ADJ;NOM;FEM;PL	ADJ;NOM;PL
bestanden	існував	bestehen	існувати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
bestanden	існували	bestehen	існувати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
bestanden	існувало	bestehen	існувати	V;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
bestanden	заявив	bestehen	заявити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
bestanden	пройшов	bestehen	пройти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
bestanden	пройдено	bestehen	пройти	V;V.PTCP	V;PFV;IND;0;FIN
bestanden	передано	bestehen	передати	V;V.PTCP	V;PFV;IND;0;FIN
bestanden	перейшов	bestehen	перейти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
bestanden	минули	bestehen	минути	V;V.PTCP	V;PFV;IND;PL;PST;FIN
bestanden	передати	bestehen	передати	V;V.PTCP	V;PFV;NFIN
bestanden	проїхати	bestehen	проїхати	V;V.PTCP	V;PFV;NFIN
gedreht	відзняли	drehen	відзняти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
stärker	сильнішим	stark	сильніший	ADJ	ADJ;INS;RL;NEUT;SG
stärker	сильніші	stark	сильніший	ADJ	ADJ;NOM;RL;PL
stärker	сильнішою	stark	сильніший	ADJ	ADJ;INS;RL;FEM;SG
stärker	сильніший	stark	сильніший	ADJ	ADJ;NOM;CMPR;MASC;SG
behauptet	забрала	behaupten	забрати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
kunden	замовник	kund	замовник	N	N;ANIM;NOM;MASC;SG
kunden	клієнт	kund	клієнт	N	N;ANIM;NOM;MASC;SG
kunden	клієнти	kund	клієнт	N	N;ANIM;NOM;MASC;PL
kunden	клієнтів	kund	клієнт	N	N;ANIM;ACC;MASC;PL
kunden	клієнтами	kund	клієнт	N	N;ANIM;INS;MASC;PL
kunden	клієнти	kund	клієнт	N	N;ANIM;NOM;MASC;PL
kunden	клієнтів	kund	клієнт	N	N;ANIM;ACC;MASC;PL
kunden	клієнтами	kund	клієнт	N	N;ANIM;INS;MASC;PL
kunden	клієнтам	kund	клієнт	N	N;ANIM;DAT;MASC;PL
kunden	клієнта	kund	клієнт	N	N;ANIM;ACC;MASC;SG
kunden	клієнт	kund	клієнт	N	N;ANIM;NOM;MASC;SG
erlangen	отримав	erlangen	отримати	V;NFIN	V;PFV;MASC;IND;SG;PST;FIN
adresse	адреса	adresse	адреса	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
gelegt	ведуться	legen	вестися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
eingang	запис	eingehen	запис	N;SG	N;INAN;NOM;MASC;SG
eingang	вхід	eingehen	вхід	N;SG	N;INAN;NOM;MASC;SG
eingang	ввід	eingehen	ввід	N;SG	N;INAN;NOM;MASC;SG
bessere	кращі	gut	кращий	ADJ;NOM;FEM;PL	ADJ;NOM;RL;PL
bearbeitet	опрацювати	bearbeiten	опрацювати	V;V.PTCP	V;PFV;NFIN
bearbeitet	оброблено	bearbeiten	обробити	V;V.PTCP	V;PFV;IND;0;FIN
erheblich	значну	erheblich	значний	ADJ	ADJ;ACC;FEM;SG
erheblich	значний	erheblich	значний	ADJ	ADJ;NOM;MASC;SG
dänischen	данська	dänisch	данський	ADJ;MASC	ADJ;NOM;FEM;SG
sichtbar	видимий	sichtbar	видимий	ADJ	ADJ;NOM;MASC;SG
sichtbar	видимі	sichtbar	видим	ADJ	ADJ;NOM;PL
beschlossen	вирішили	beschließen	вирішити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
beschlossen	вирішив	beschließen	вирішити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
beschlossen	вирішила	beschließen	вирішити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
details	відомості	details	відомість	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
details	подробиці	details	подробиця	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
details	деталі	details	деталі	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
details	подробиці	details	подробиця	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
wirtschaftlichen	економічні	wirtschaftlich	економічний	ADJ;NOM;MASC;PL	ADJ;NOM;PL
anscheinend	начебто	anscheinend	начебто	ADV	ADV
anscheinend	очевидно	anscheinend	очевидно	ADV	ADV
anscheinend	мабуть	anscheinend	мабуть	ADV	ADV
anscheinend	вочевидь	anscheinend	вочевидь	ADV	ADV
hängt	залежить	hängen	залежати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
aufgehoben	знятий	aufheben	знятий	ADJ;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
partner	партнерські	partner	партнерський	ADJ	ADJ;NOM;PL
zustimmung	згода	zustimmung	згода	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
zustimmung	погодження	zustimmung	погодження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
chance	шанс	chance	шанс	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
chance	вірогідність	chance	вірогідність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
rücken	повернулася	rücken	повернутися	V;NFIN	V;PFV;FEM;IND;SG;PST;FIN
naturschutzgebiet	резервна	naturschutzgebieten	резервний	ADJ	ADJ;NOM;FEM;SG
naturschutzgebiet	резервний	naturschutzgebieten	резервний	ADJ	ADJ;NOM;MASC;SG
übersicht	огляд	übersichen	огляд	N;FEM;SG	N;INAN;NOM;MASC;SG
übersicht	резюме	übersichen	резюме	N;FEM;SG	N;INAN;NOM;NEUT;SG
übersicht	зведення	übersichen	зведення	N;FEM;SG	N;INAN;NOM;NEUT;SG
übersicht	підсумок	übersichen	підсумок	N;FEM;SG	N;INAN;NOM;MASC;SG
test	перевірка	test	перевірка	N	N;INAN;NOM;FEM;SG
test	тест	test	тест	N	N;INAN;NOM;MASC;SG
test	тестування	test	тестування	N	N;INAN;NOM;NEUT;SG
test	випробування	test	випробування	N	N;INAN;NOM;NEUT;SG
unterstützen	підтримую	unterstützen	підтримувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
unterstützen	підтримую	unterstützen	підтримувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
unterstützen	підтримати	unterstützen	підтримати	V;NFIN	V;PFV;NFIN
unterstützen	підтримувати	unterstützen	підтримувати	V;NFIN	V;IPFV;NFIN
anforderungen	вимагає	anforderingen	вимагати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
schützen	захищати	schützen	захищати	V;NFIN	V;IPFV;NFIN
schützen	захистити	schützen	захистити	V;NFIN	V;PFV;NFIN
schützen	стараються	schützen	старатися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
schützen	стріляв	schützen	стріляти	V;NFIN	V;IPFV;MASC;IND;SG;PST;FIN
verhaftet	затримала	verhaften	затримати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
verhaftet	заарештовано	verhaften	заарештовано	V;V.PTCP	V;PFV;IND;0;FIN
übernahme	поглинання	übernehmen	поглинання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ohnehin	коротше	ohnehin	коротше	ADV	ADV;CMPR
versetzt	перевели	versetzen	перевести	V;V.PTCP	V;PFV;IND;PL;PST;FIN
kader	відділення	kader	відділення	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
kader	загін	kader	загін	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
guter	хороші	gut	хороший	ADJ;NOM;MASC	ADJ;NOM;PL
guter	гарні	gut	гарний	ADJ;NOM;MASC	ADJ;NOM;PL
guter	добрий	gut	добрий	ADJ;NOM;MASC	ADJ;NOM;MASC;SG
männchen	самці	männchen	самка	N;NOM;PL	N;ANIM;NOM;MASC;PL
bewusst	уважні	bewußt	уважний	ADJ	ADJ;NOM;PL
begrenzt	обмежені	begrenzen	обмежений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
begrenzt	обмежений	begrenzen	обмежений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
begrenzt	обмежена	begrenzen	обмежений	ADJ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
begrenzt	обмежена	begrenzen	обмежений	ADJ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
begrenzt	обмежений	begrenzen	обмежений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
sowieso	коротше	sowieso	коротше	ADV	ADV;CMPR
episoden	епізоди	episod	епізод	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
episoden	серії	episod	серія	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
entwickeln	розвиватися	entwickeln	розвиватися	V;NFIN	V;IPFV;NFIN
entwickeln	розвивати	entwickeln	розвивати	V;NFIN	V;IPFV;NFIN
entwickeln	розвиваються	entwickeln	розвиватися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
gezogen	намальовано	ziehen	намальовано	V;V.PTCP	V;PFV;IND;0;FIN
verkauf	продаж	verkaufen	продаж	N	N;INAN;NOM;MASC;SG
verkauf	продажів	verkaufen	продаж	N	N;INAN;GEN;MASC;PL
verkauf	продаж	verkaufen	продаж	N	N;INAN;NOM;MASC;SG
verkauf	продажі	verkaufen	продаж	N	N;INAN;NOM;MASC;PL
verkauf	розпродаж	verkaufen	розпродаж	N	N;INAN;NOM;MASC;SG
verkauf	продаж	verkaufen	продаж	N	N;INAN;NOM;MASC;SG
positiv	позитивне	positiv	позитивний	ADJ	ADJ;NOM;NEUT;SG
positiv	позитивні	positiv	позитивний	ADJ	ADJ;NOM;PL
positiv	позитивний	positiv	позитивний	ADJ	ADJ;NOM;MASC;SG
wohnung	рівна	wohnung	рівний	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wohnung	квартира	wohnung	квартира	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
schreib	записати	schreib	записати	V;IND;SG;2;FIN	V;PFV;NFIN
schreib	виписати	schreib	виписати	V;IND;SG;2;FIN	V;PFV;NFIN
schreib	написати	schreib	написати	V;IND;SG;2;FIN	V;PFV;NFIN
interessen	інтереси	interesse	інтерес	N;NOM;PL	N;INAN;NOM;MASC;PL
interessen	відсотки	interesse	відсоток	N;NOM;PL	N;INAN;NOM;MASC;PL
grüne	зелені	grün	зелений	ADJ;NOM;FEM;PL	ADJ;NOM;PL
grüne	зелені	grün	зелений	ADJ;NOM;FEM;PL	ADJ;NOM;PL
posten	опублікувати	posten	опублікувати	V;FIN	V;PFV;NFIN
posten	публікувати	posten	публікувати	V;FIN	V;IPFV;NFIN
gedanken	здалося	panken	здатися	V;NFIN	V;PFV;NEUT;IND;SG;PST;FIN
gedanken	подумав	panken	подумати	V;NFIN	V;PFV;MASC;IND;SG;PST;FIN
gedanken	думав	panken	думати	V;NFIN	V;IPFV;MASC;IND;SG;PST;FIN
gedanken	думала	panken	думати	V;NFIN	V;IPFV;FEM;IND;SG;PST;FIN
gedanken	гадали	panken	гадати	V;NFIN	V;IPFV;IND;PL;PST;FIN
einfachen	просту	einfach	простий	ADJ;ACC;SG	ADJ;ACC;FEM;SG
hinten	назад	hinten	назад	ADV	ADV
hinten	ззаду	hinten	ззаду	ADV	ADV
japanischer	японська	japanisch	японський	ADJ	ADJ;NOM;FEM;SG
japanischer	японський	japanisch	японський	ADJ	ADJ;NOM;MASC;SG
japanischer	японські	japanisch	японський	ADJ	ADJ;NOM;PL
erweiterte	збільшив	erweitern	збільшити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
jung	молода	jung	молодий	ADJ	ADJ;NOM;FEM;SG
jung	молоді	jung	молодий	ADJ	ADJ;NOM;PL
jung	молодою	jung	молодий	ADJ	ADJ;INS;FEM;SG
jung	молодий	jung	молодий	ADJ	ADJ;NOM;MASC;SG
jung	молодим	jung	молодий	ADJ	ADJ;INS;NEUT;SG
sehenswürdigkeiten	екскурсії	sehenswürdigkeiten	екскурсія	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
sehenswürdigkeiten	погляди	sehenswürdigkeiten	погляд	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
umbau	перетворення	umbau	перетворення	N	N;INAN;NOM;NEUT;SG
umbau	конверсія	umbau	конверсія	N	N;INAN;NOM;FEM;SG
umbau	хроматину	umbau	хроматина	N	N;INAN;GEN;MASC;SG
umbau	реконструкція	umbau	реконструкція	N	N;INAN;NOM;FEM;SG
umbau	реконструкції	umbau	реконструкція	N	N;INAN;NOM;FEM;PL
getragen	носив	tragen	носити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
getragen	носили	tragen	носити	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
getragen	носив	tragen	носити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
transport	транспорт	transporen	транспорт	N	N;INAN;NOM;MASC;SG
transport	транспортування	transporen	транспортування	N	N;INAN;NOM;NEUT;SG
transport	перевезення	transporen	перевезення	N	N;INAN;NOM;NEUT;SG
umsetzung	впровадження	umsetzung	впровадження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
umsetzung	реалізація	umsetzung	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
umsetzung	реалізація	umsetzung	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
umsetzung	реалізація	umsetzung	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
kämpfen	боротись	kämpfen	боротися	V;NFIN	V;IPFV;NFIN
abhängig	залежні	abhängig	залежний	ADJ	ADJ;NOM;PL
abhängig	залежних	abhängig	залежний	ADJ	ADJ;GEN;PL
abhängig	умовні	abhängig	умовні	ADJ	ADJ;NOM;PL
sprecher	представника	sprecher	представник	N	N;ANIM;ACC;MASC;SG
sprecher	спікерів	sprecher	спікер	N	N;INAN;GEN;MASC;PL
sprecher	доповідач	sprecher	доповідач	N	N;ANIM;NOM;MASC;SG
sprecher	диктора	sprecher	диктор	N	N;INAN;GEN;MASC;SG
sprecher	диктор	sprecher	диктор	N	N;ANIM;NOM;MASC;SG
äußerst	дуже	äußerst	дуже	ADV	ADV
äußerst	надзвичайно	äußerst	надзвичайно	ADV	ADV
beeinflusst	чинив	beeinflussen	чинити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
beeinflusst	впливає	beeinflussen	впливати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
beeinflusst	впливає	beeinflussen	впливати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
vermeiden	ховався	vermeiden	ховатися	V;NFIN	V;IPFV;MASC;IND;SG;PST;FIN
vermeiden	уникнути	vermeiden	уникнути	V;NFIN	V;PFV;NFIN
vermeiden	уникайте	vermeiden	уникати	V;NFIN	V;IPFV;IMP;PL;2;FIN
vermeiden	уникати	vermeiden	уникати	V;NFIN	V;IPFV;NFIN
vermeiden	запобігти	vermeiden	запобігти	V;NFIN	V;PFV;NFIN
vermeiden	запобігати	vermeiden	запобігати	V;NFIN	V;IPFV;NFIN
bauer	селянська	Bauer	селянський	ADJ	ADJ;NOM;FEM;SG
aktive	активні	aktiv	активний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verständnis	співчуття	verständnis	співчуття	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
verständnis	симпатія	verständnis	симпатія	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
verständnis	взаєморозуміння	verständnis	взаєморозуміння	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
verständnis	розуміння	verständnis	розуміння	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
keinem	нікого	kein	ніхто	PRO;ACC;INDF;MASC;SG;NEG	PRO;ANIM;ACC
begleitet	супроводжувати	begleiten	супроводжувати	V;V.PTCP	V;IPFV;NFIN
pläne	плани	pläne	план	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
politischer	політичний	politisch	політичний	ADJ	ADJ;NOM;MASC;SG
politischer	політичне	politisch	політичний	ADJ	ADJ;NOM;NEUT;SG
politischer	політична	politisch	політичний	ADJ	ADJ;NOM;FEM;SG
politischer	політичні	politisch	політичний	ADJ	ADJ;NOM;PL
unklar	неоднозначний	unklar	неоднозначний	ADJ	ADJ;NOM;MASC;SG
erworben	заробив	erwerben	заробити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
trennung	розійшлась	trennung	розійтися	V;SG;FIN	V;PFV;FEM;IND;SG;PST;FIN
aufmerksam	ввічливий	aufmerksam	ввічливий	ADJ	ADJ;NOM;MASC;SG
kommando	команда	kommando	команда	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
schöne	прекрасні	schön	прекрасний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schöne	красиві	schön	красивий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
näher	ближча	nah	ближча	ADJ	ADJ;NOM;CMPR;FEM;SG
geblieben	зупинилась	bleiben	зупинитися	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
geblieben	залишився	bleiben	залишитися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
geblieben	залишилася	bleiben	залишитися	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
einstellung	ставлення	einstellung	ставлення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
einstellung	встановлення	einstellung	встановлення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
verbessert	покращує	verbessern	покращувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
tief	глибока	tief	глибока	ADJ	ADJ;NOM;FEM;SG
tief	глибокий	tief	глибокий	ADJ	ADJ;NOM;MASC;SG
runden	круговий	rund	круговий	ADJ	ADJ;NOM;MASC;SG
runden	кругова	rund	круг	ADJ	ADJ;NOM;FEM;SG
runden	круглий	rund	круглий	ADJ	ADJ;NOM;MASC;SG
runden	круглий	rund	круглий	ADJ	ADJ;NOM;MASC;SG
ortsteile	райони	ortsteilen	район	N;NOM;PL	N;INAN;NOM;MASC;PL
identisch	однакові	identisch	однаковий	ADJ	ADJ;NOM;PL
aussehen	виглядає	aussehen	виглядати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
gefängnis	пенітенціарної	gefängnis	пенітенціарний	ADJ	ADJ;GEN;FEM;SG
vorgestellt	уявляли	vorstellen	уявляти	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
vorgestellt	видається	vorstellen	видаватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
vorgestellt	представила	vorstellen	представити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
vorgestellt	познайомила	vorstellen	познайомити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
vorgestellt	представив	vorstellen	представити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
vorgestellt	представили	vorstellen	представити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
vorgestellt	презентували	vorstellen	презентувати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
vorgestellt	презентувала	vorstellen	презентувати	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
gesucht	шукаючи	suchen	шукати	V;V.PTCP	V;IPFV;PRS;V.CVB
gesucht	хотів	suchen	хотіти	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gesucht	захотіли	suchen	захотіти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gesucht	хотіли	suchen	хотіти	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gesucht	хотіла	suchen	хотіти	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
gesucht	шукали	suchen	шукати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
drama	драматичний	drama	драматичний	ADJ	ADJ;NOM;MASC;SG
prinzessin	принцеса	prinzessin	принцес	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
genauer	точне	genau	точний	ADJ	ADJ;NOM;NEUT;SG
genauer	точні	genau	точний	ADJ	ADJ;NOM;PL
genauer	точна	genau	точний	ADJ	ADJ;NOM;FEM;SG
genauer	точний	genau	точний	ADJ	ADJ;NOM;MASC;SG
beschränkt	обмежений	beschränken	обмежений	ADJ;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
beschränkt	обмежені	beschränken	обмежений	ADJ;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
beschränkt	обмежений	beschränken	обмежений	ADJ;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
beschränkt	обмежена	beschränken	обмежений	ADJ;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
ausgestrahlt	транслюються	ausstrahlen	транслюватися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
traditionellen	традиційні	traditionell	традиційний	ADJ;NOM;MASC;PL	ADJ;NOM;PL
naja	добре	naja	добре	ADV	ADV
naja	імхо	naja	імхо	ADV	ADV
erfolgreichen	успішне	erfolgreich	успішний	ADJ	ADJ;NOM;NEUT;SG
erfolgreichen	успішний	erfolgreich	успішний	ADJ	ADJ;NOM;MASC;SG
kino	кіно	kino	кіно	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
kino	театр	kino	театр	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
kino	фільм	kino	фільм	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
kino	кіно	kino	кіно	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
kino	кінематограф	kino	кінематограф	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
kino	кіно	kino	кіно	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
lernen	дізнатися	lernen	дізнатися	V;NFIN	V;PFV;NFIN
lernen	вчити	lernen	вчити	V;NFIN	V;IPFV;NFIN
lernen	вчитись	lernen	вчитися	V;NFIN	V;IPFV;NFIN
lernen	навчитися	lernen	навчитися	V;NFIN	V;PFV;NFIN
provinzen	провінції	provinz	провінція	N;NOM;PL	N;INAN;NOM;FEM;PL
franzosen	французька	franzosen	французький	ADJ	ADJ;NOM;FEM;SG
franzosen	французькою	franzosen	французький	ADJ	ADJ;INS;FEM;SG
franzosen	французький	franzosen	французький	ADJ	ADJ;NOM;MASC;SG
zusammengefasst	згруповано	zusammenfassen	згруповано	V;V.PTCP	V;PFV;IND;0;FIN
zusammengefasst	зібрано	zusammenfassen	зібрати	V;V.PTCP	V;PFV;IND;0;FIN
zusammengefasst	зведено	zusammenfassen	звести	V;V.PTCP	V;PFV;IND;0;FIN
