den	la	den	él	PRO;DEF;MASC+FEM;SG	PRO;ACC;FEM;SG;3
häst	caballo	häst	caballo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kyrkoherde	vicario	kyrkoherde	vicario	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kyrkoherde	párroco	kyrkoherde	párroco	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
grå	grey	grå	grey	N;NOM;INDF;MASC+FEM;SG	N
tyckte	pensó	tycka	pensar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
förstå	entienda	förstå	entender	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
förstå	comprenda	förstå	comprender	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
förstå	comprender	förstå	comprender	V;IMP;FIN;ACT	V;NFIN
förstå	entender	förstå	entender	V;IMP;FIN;ACT	V;NFIN
förstå	entendiendo	förstå	entender	V;IMP;FIN;ACT	V;V.MSDR
förstå	comprender	förstå	comprender	V;IMP;FIN;ACT	V;NFIN
förstå	comprendiendo	förstå	comprender	V;IMP;FIN;ACT	V;V.MSDR
bolívar	bolívar	boltva	bolívar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
strider	batallas	strid	batalla	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
racing	racing	racing	racing	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
äktenskapet	casamiento	äktenskap	casamiento	N;NOM;DEF;NEUT;SG	N;MASC;SG
äktenskapet	matrimonio	äktenskap	matrimonio	N;NOM;DEF;NEUT;SG	N;MASC;SG
herr	herr	herr	herr	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
stiftelsen	fundación	stiftelse	fundación	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
mord	homicidio	mord	homicidio	N;NOM;INDF;NEUT;SG	N;MASC;SG
mord	asesinato	mord	asesinato	N;NOM;INDF;NEUT;SG	N;MASC;SG
mord	homicidio	mord	homicidio	N;NOM;INDF;NEUT;SG	N;MASC;SG
naturen	naturaleza	natur	naturaleza	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
naturen	nature	natur	nature	N;NOM;DEF;MASC+FEM;SG	N
enkla	simples	enkel	simple	ADJ;NOM;PL	ADJ;PL
singlar	singles	singla	single	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
singlar	solteros	singla	soltero	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
låga	bajos	låg	bajo	ADJ;NOM;PL	ADJ;MASC;PL
latinska	latinas	latinsk	latina	ADJ;NOM;PL	ADJ;FEM;PL
quercus	quercus	quercus	quercus	N;NOM;INDF;MASC+FEM;SG	N
korrekt	exacto	korrekt	exacto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
korrekt	exacta	korrekt	exacto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
korrekt	correcto	korrekt	correcto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
korrekt	correcta	korrekt	correcto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
betala	pagar	betala	pagar	V;IMP;FIN;ACT	V;NFIN
betala	pague	betala	pagar	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
law	derecho	law	derecho	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
law	legislación	law	legislación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
law	ley	law	ley	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
stjärnor	estrellas	stjärna	estrella	N;NOM;INDF;MASC+FEM;PL	N;PL
stjärnor	stars	stjärna	star	N;NOM;INDF;MASC+FEM;PL	N
gifta	casados	gift	casado	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
människa	humanos	människa	humanos	N;NOM;INDF;MASC+FEM;SG	N
scen	escena	scen	escena	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
scen	etapa	scen	etapa	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
scen	escenario	scen	escenario	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
scen	stage	scen	stage	N;NOM;INDF;MASC+FEM;SG	N
bit	mordedura	bit	mordedura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bit	mordida	bit	mordido	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bit	pieza	bit	pieza	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tusen	mil	tusen	mil	NUM;NOM	NUM;PL
bredd	anchura	bredd	anchura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bredd	ancho	bredd	ancho	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
bredd	amplitud	bredd	amplitud	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bredd	anchura	bredd	anchura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
rothschild	rothschild	rothschild	rothschild	N;NOM;INDF;MASC+FEM;SG	N
bevis	comprobante	bevis	comprobante	N;NOM;INDF;NEUT;SG	N;MASC;SG
bevis	prueba	bevis	prueba	N;NOM;INDF;NEUT;SG	N;FEM;SG
bevis	evidencia	bevis	evidencia	N;NOM;INDF;NEUT;SG	N;FEM;SG
skådespelerska	actriz	skådespelersk	actriz	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
riksdag	parlamento	riksdag	parlamento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
grundat	fundado	grunda	fundado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
grundat	fundada	grunda	fundado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
fokus	enfoque	fokus	enfoque	N;NOM;INDF;NEUT;SG	N;MASC;SG
fokus	concentración	fokus	concentración	N;NOM;INDF;NEUT;SG	N;FEM;SG
fokus	focus	fokus	focu	N;NOM;INDF;NEUT;SG	N
fokus	foco	fokus	foco	N;NOM;INDF;NEUT;SG	N;MASC;SG
perspektiv	perspectiva	perspektiv	perspectiva	N;NOM;INDF;NEUT;SG	N;FEM;SG
perspektiv	perspectiva	perspektiv	perspectiva	N;NOM;INDF;NEUT;SG	N;FEM;SG
skador	daños	skada	daño	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
skador	daños	skada	daño	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
skador	lesiones	skada	lesión	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
skador	traumatismos	skada	traumatismo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
skador	lesiones	skada	lesión	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
skador	heridos	skada	herido	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
skador	heridas	skada	herida	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
chongqing	chongqing	chongqing	chongqing	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skulptör	escultor	skulptör	escultor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mala	moler	mala	moler	V;IMP;FIN;ACT	V;NFIN
handlingar	documentos	handling	documento	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
klubbar	palos	klubb	palo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
klubbar	discotecas	klubb	discoteca	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
klubbar	tréboles	klubb	trébol	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
klubbar	clubes	klubb	club	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
uppfattning	percepción	uppfattning	percepción	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
uppfattning	concepción	uppfattning	concepción	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bretagne	bretagne	bretagne	bretagne	N;NOM;INDF;NEUT;SG	N;FEM;SG
bretagne	bretaña	bretagne	bretaña	N;NOM;INDF;NEUT;SG	N;FEM;SG
bretagne	brittany	bretagne	brittany	N;NOM;INDF;NEUT;SG	N;FEM;SG
åtgärder	medidas	åtgärd	medida	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
åtgärder	acciones	åtgärd	acción	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
lima	lima	lima	lima	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
passerar	cruzando	passera	cruzar	V;IND;PRS;FIN;ACT	V;V.MSDR
passerar	cruzar	passera	cruzar	V;IND;PRS;FIN;ACT	V;NFIN
passerar	pasa	passera	pasar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
passerar	pasando	passera	pasar	V;IND;PRS;FIN;ACT	V;V.MSDR
force	fuerza	force	fuerza	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
force	force	force	force	N;NOM;INDF;MASC+FEM;SG	N
gods	cargo	god	cargo	N;NOM;INDF;NEUT;SG	N;MASC;SG
gods	cargamento	god	cargamento	N;NOM;INDF;NEUT;SG	N;MASC;SG
gods	carga	god	carga	N;NOM;INDF;NEUT;SG	N;FEM;SG
gods	flete	god	flete	N;NOM;INDF;NEUT;SG	N;MASC;SG
arkiv	repositorio	arkiv	repositorio	N;NOM;INDF;NEUT;SG	N;MASC;SG
arkiv	archivo	arkiv	archivo	N;NOM;INDF;NEUT;SG	N;MASC;SG
arkiv	fichero	arkiv	fichero	N;NOM;INDF;NEUT;SG	N;MASC;SG
arkiv	expediente	arkiv	expediente	N;NOM;INDF;NEUT;SG	N;MASC;SG
arkiv	archivo	arkiv	archivo	N;NOM;INDF;NEUT;SG	N;MASC;SG
arkiv	archivo	arkiv	archivo	N;NOM;INDF;NEUT;SG	N;MASC;SG
behåll	mantener	behålla	mantener	V;IMP;FIN;ACT	V;NFIN
behåll	conservar	behålla	conservar	V;IMP;FIN;ACT	V;NFIN
hävdar	reclamando	hävda	reclamar	V;IND;PRS;FIN;ACT	V;V.MSDR
hävdar	alegando	hävda	alegar	V;IND;PRS;FIN;ACT	V;V.MSDR
hävdar	afirma	hävda	afirmar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
knappt	apenas	knappt	apenas	ADV	ADV
knappt	escasamente	knappt	escasamente	ADV	ADV
knappt	apenas	knappt	apenas	ADV	ADV
knappt	difícilmente	knappt	difícilmente	ADV	ADV
verkställande	ejecutivas	verkställande	ejecutivo	ADJ;NOM;PRS;V.PTCP	ADJ;FEM;PL
sjunger	canta	sjunga	cantar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sjunger	cantando	sjunga	cantar	V;IND;PRS;FIN;ACT	V;V.MSDR
sjunger	cantar	sjunga	cantar	V;IND;PRS;FIN;ACT	V;NFIN
ström	stream	ström	stream	N;NOM;INDF;MASC+FEM;SG	N
ström	arroyo	ström	arroyo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fristående	independiente	fristående	independiente	ADJ;NOM;PRS;V.PTCP	ADJ;SG
blommor	flores	blomma	flor	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
minsta	mínima	liten	mínimo	ADJ;NOM;DEF;RL	ADJ;FEM;SG
minsta	mínimo	liten	mínimo	ADJ;NOM;DEF;RL	ADJ;MASC;SG
minsta	mínimos	liten	mínimo	ADJ;NOM;DEF;RL	ADJ;MASC;PL
minsta	mínimas	liten	mínimo	ADJ;NOM;DEF;RL	ADJ;FEM;PL
målningar	pinturas	målning	pintura	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
målningar	cuadros	målning	cuadro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
behövde	necesitó	behöva	necesitar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mclaren	mclaren	mclar	mclarar	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
ungerska	húngaro	ungerska	húngaro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ungerska	hungría	ungerska	hungría	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
forest	bosque	forest	bosque	N;NOM;INDF;NEUT;SG	N;MASC;SG
forest	selva	forest	selva	N;NOM;INDF;NEUT;SG	N;FEM;SG
deep	deep	deep	deep	N;NOM;INDF;NEUT;SG	N
administratör	administrador	administratör	administrador	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
administratör	administración	administratör	administración	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
administratör	administrador	administratör	administrador	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kvinnan	mujer	kvinna	mujer	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
upptäckte	descubierto	upptäcka	descubrir	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
upptäckte	descubrió	upptäcka	descubrir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
cyperus	cyperus	cyperus	cyperus	N;NOM;INDF;MASC+FEM;SG	N
konflikt	conflicto	konflikt	conflicto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
maritime	marítimo	maritime	marítimo	N;NOM;MASC+FEM;SG	N;MASC;SG
hms	hms	hms	hms	N	N;MASC;SG
minister	ministro	minister	ministro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
minister	pastor	minister	pastor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
minister	ministra	minister	ministra	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
marsh	pantano	marsh	pantano	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
marsh	marsh	marsh	marsh	N;NOM;INDF;MASC+FEM;SG	N;SG
skogen	bosque	skog	bosque	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
skogen	woods	skog	woods	N;NOM;DEF;MASC+FEM;SG	N
skogen	bosque	skog	bosque	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
skogen	selva	skog	selva	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
gränser	límites	gräns	límite	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
gränser	limites	gräns	limit	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
gränser	límites	gräns	límite	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
gränser	fronteras	gräns	frontera	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
gränser	limites	gräns	limit	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
gränser	fronteras	gräns	frontera	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
gränser	fronteras	gräns	frontera	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
gränser	bordes	gräns	borde	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
framgångsrik	exitoso	framgångsrik	exitoso	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
framgångsrik	exitosa	framgångsrik	exitoso	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
comté	comté	comté	comtar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ökat	aumentado	öka	aumentar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ökat	incrementado	öka	incrementado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ökat	aumentada	öka	aumentar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ingenjör	maquinista	ingenjör	maquinista	N;NOM;INDF;MASC+FEM;SG	N;SG
ingenjör	ingeniero	ingenjör	ingeniero	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sälja	vender	sälja	vender	V;IMP;FIN;ACT	V;NFIN
sälja	vendo	sälja	ver	V;IMP;FIN;ACT	V;FIN
sälja	vendiendo	sälja	vender	V;IMP;FIN;ACT	V;V.MSDR
sälja	vender	sälja	vender	V;IMP;FIN;ACT	V;NFIN
sälja	vendo	sälja	ver	V;IMP;FIN;ACT	V;FIN
institute	institute	institute	institute	N;NOM;INDF;NEUT;SG	N;MASC;SG
institute	instituto	institute	instituto	N;NOM;INDF;NEUT;SG	N;MASC;SG
provence	provence	provence	provenir	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
provence	provenza	provence	provenza	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
förblev	permaneció	förbleva	permanecer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
förblev	permanecieron	förbleva	permanecer	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
symbol	símbolo	symbol	símbolo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
symbol	signatura	symbol	signatura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
dirigent	revisor	dirigent	revisor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
dirigent	conductor	dirigent	conductor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
livsmiljö	habitat	livsmiljö	habitat	N;NOM;INDF;MASC+FEM;SG	N;SG
livsmiljö	hábitat	livsmiljö	hábitat	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
eagle	águila	eagle	águila	N;NOM;INDF;NEUT;SG	N;FEM;SG
eagle	eagle	eagle	eagle	N;NOM;INDF;NEUT;SG	N;SG
eagle	aguila	eagle	aguilar	N;NOM;INDF;NEUT;SG	N;FEM;SG
medarbetare	empleados	medarbetare	empleado	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
medarbetare	empleados	medarbetare	empleado	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
akut	aguda	akut	agudo	ADJ;NOM;INDF;NEUT;SG	ADJ;FEM;SG
akut	agudo	akut	agudo	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
akut	urgente	akut	urgente	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
julia	julia	juli	julia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
julia	julieta	juli	julieta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tänker	pensando	tänka	pensar	V;IND;PRS;FIN;ACT	V;V.MSDR
tänker	pensar	tänka	pensar	V;IND;PRS;FIN;ACT	V;NFIN
komplett	completado	komplett	completado	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
komplett	completa	komplett	completo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
komplett	completo	komplett	completo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
tänka	pensando	tänka	pensar	V;IMP;FIN;ACT	V;V.MSDR
tänka	pensar	tänka	pensar	V;IMP;FIN;ACT	V;NFIN
tänka	piensen	tänka	pensar	V;IMP;FIN;ACT	V;IMP;PL;3;FIN
tänka	piense	tänka	pensar	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
tänka	pensar	tänka	pensar	V;IMP;FIN;ACT	V;NFIN
sidorna	páginas	sida	página	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
sidorna	paginas	sida	pagina	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
undersökningar	sondeos	undersökning	sondeo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
undersökningar	encuestas	undersökning	encuesta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
undersökningar	investigaciones	undersökning	investigación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
undersökningar	encuestas	undersökning	encuesta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
undersökningar	sondeos	undersökning	sondeo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
undersökningar	urnas	undersökning	urna	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
undersökningar	estudios	undersökning	estudio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
undersökningar	consultas	undersökning	consulta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
undersökningar	investigaciones	undersökning	investigación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
hastighet	velocidad	hastighet	velocidad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hastighet	rapidez	hastighet	rapidez	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hastighet	celeridad	hastighet	celeridad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hastighet	speed	hastighet	speed	N;NOM;INDF;MASC+FEM;SG	N
hastighet	velocidad	hastighet	velocidad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
begränsad	limitado	begränsad	limitado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
begränsad	limitada	begränsad	limitado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
begränsad	restringida	begränsad	restringido	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
begränsad	restringido	begränsad	restringido	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
aktivt	activamente	aktiv	activamente	ADV	ADV
dör	morir	dör	morir	V;IMP;FIN;ACT	V;NFIN
dör	muriendo	dör	morir	V;IMP;FIN;ACT	V;V.MSDR
dör	morir	dör	morir	V;IMP;FIN;ACT	V;NFIN
dör	muera	dör	morir	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
ficus	ficus	ficus	ficu	N;NOM;INDF;MASC+FEM;SG	N;MASC
tunga	pesadas	tung	pesado	ADJ;NOM;PL	ADJ;FEM;PL;V.PTCP
tunga	pesados	tung	pesado	ADJ;NOM;PL	ADJ;MASC;PL;V.PTCP
individuella	individuales	individuell	individual	ADJ;NOM;PL	ADJ;PL
kronan	corona	krona	corona	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
cockerell	cockerell	cockerell	cockerell	N;NOM;INDF;MASC+FEM;SG	N
part	parte	part	parte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
part	partido	part	partido	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
part	fiesta	part	fiesta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
part	party	part	party	N;NOM;INDF;MASC+FEM;SG	N
inriktning	segmentación	inriktning	segmentación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
inriktning	orientación	inriktning	orientación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
knappast	apenas	knappast	apenas	ADV;RL	ADV
knappast	difícilmente	knappast	difícilmente	ADV;RL	ADV
hubei	hubei	hubei	hubei	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
bildat	constituido	bilda	constituido	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bildat	formado	bilda	formado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bildat	formada	bilda	formado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
mästerskap	maestría	mästerskap	maestría	N;NOM;INDF;NEUT;SG	N;FEM;SG
mästerskap	campeonato	mästerskap	campeonato	N;NOM;INDF;NEUT;SG	N;MASC;SG
mästerskap	campeonato	mästerskap	campeonato	N;NOM;INDF;NEUT;SG	N;MASC;SG
mästerskap	championship	mästerskap	championship	N;NOM;INDF;NEUT;SG	N;MASC;SG
lösning	solución	lösning	solución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lösning	solucion	lösning	solucion	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lösning	disolución	lösning	disolución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
moon	luna	moon	luna	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
moon	moon	moon	moon	N;NOM;INDF;MASC+FEM;SG	N
gitarrist	guitarrista	gitarrist	guitarrista	N;NOM;INDF;MASC+FEM;SG	N;SG
grav	tumba	grav	tumba	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
grav	sepulcro	grav	sepulcro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
grav	tumba	grav	tumba	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
wiki	wiki	wiki	wiki	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
herre	lord	gärra	lord	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
lagar	leyes	lag	ley	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
kontor	oficina	kontor	oficina	N;NOM;INDF;NEUT;SG	N;FEM;SG
kontor	office	kontor	office	N;NOM;INDF;NEUT;SG	N;SG
kontor	despacho	kontor	despacho	N;NOM;INDF;NEUT;SG	N;MASC;SG
alternativt	alternativamente	alternativ	alternativamente	ADV	ADV
alltför	también	alltför	también	ADV	ADV
alltför	demasiado	alltför	demasiado	ADV	ADV
sekunder	segundos	sekund	segundo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
run	run	run	run	N;NOM;INDF;MASC+FEM;SG	N
tillfälligt	temporalmente	tillfällig	temporalmente	ADV	ADV
tillfälligt	temporalmente	tillfällig	temporalmente	ADV	ADV
champions	champions	champions	championso	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lotus	lotus	lotus	lotus	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
lotus	loto	lotus	loto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utgivna	emitidos	utge	emitido	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
brun	brown	brun	brown	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brun	moreno	brun	moreno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kusin	primo	kusin	primo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kusin	prima	kusin	prima	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utvecklats	evolucionaron	utveckla	evolucionar	V;V.CVB;PASS	V;IND;PL;3;PST;FIN
utvecklats	evolucionó	utveckla	evolucionar	V;V.CVB;PASS	V;IND;SG;3;PST;FIN
församlingar	asambleas	församling	asamblea	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
församlingar	montajes	församling	montaje	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
påven	papa	påv	papa	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
grundad	fundado	grunda	fundado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
grundad	fundada	grunda	fundado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tiderna	tiempos	tid	tiempo	N;NOM;DEF;MASC+FEM;PL	N;MASC;PL
tiderna	veces	tid	vez	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
tiderna	épocas	tid	época	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
tiderna	times	tid	time	N;NOM;DEF;MASC+FEM;PL	N
rötter	raíces	rött	raíz	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
rötter	raices	rött	raiz	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
cross	cruz	cross	cruz	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
cross	cross	cross	cross	N;NOM;INDF;MASC+FEM;SG	N
cross	cruce	cross	cruce	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
modeller	modelos	modell	modelo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
modeller	maquetas	modell	maqueta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
elev	alumna	elev	alumna	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
elev	alumno	elev	alumno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
elev	pupila	elev	pupila	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
elev	pupilo	elev	pupilo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
elev	alumna	elev	alumna	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
