conquistando	conquérir	conquistare	conquérir	V;V.MSDR	V;NFIN
carmelo	carmel	carmelo	carmel	N;MASC;SG	N;MASC;SG
separata	séparée	separare	séparer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
separata	séparé	separare	séparer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
separata	séparé	separare	séparer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
separata	séparer	separare	séparer	V;FEM;SG;PST;V.PTCP	V;NFIN
invita	inviter	invitare	inviter	V;IND;SG;3;PRS;FIN	V;NFIN
omicidi	homicides	omicidio	homicide	N;MASC;PL	N;MASC;PL
omicidi	assassinats	omicidio	assassinat	N;MASC;PL	N;MASC;PL
omicidi	meurtres	omicidio	meurtre	N;MASC;PL	N;MASC;PL
omicidi	homicides	omicidio	homicide	N;MASC;PL	N;MASC;PL
residente	résidente	residente	résident	ADJ;SG	ADJ;FEM;SG
atletico	athlétique	atletico	athlétique	ADJ;MASC;SG	ADJ;MASC;SG
diga	dam	diga	dam	N;FEM;SG	N;MASC;SG
diga	barrage	diga	barrage	N;FEM;SG	N;MASC;SG
diga	digue	diga	digue	N;FEM;SG	N;FEM;SG
reato	crime	reato	crime	N;MASC;SG	N;MASC;SG
reato	offense	reato	offense	N;MASC;SG	N;FEM;SG
reato	infraction	reato	infraction	N;MASC;SG	N;FEM;SG
reato	délit	reato	délit	N;MASC;SG	N;MASC;SG
reato	délit	reato	délit	N;MASC;SG	N;MASC;SG
reato	délinquance	reato	délinquance	N;MASC;SG	N;FEM;SG
reato	criminalité	reato	criminalité	N;MASC;SG	N;FEM;SG
reato	crime	reato	crime	N;MASC;SG	N;MASC;SG
continuamente	continuellement	continuamente	continuellement	ADV	ADV
continuamente	constamment	continuamente	constamment	ADV	ADV
continuamente	continuellement	continuamente	continuellement	ADV	ADV
militante	militant	militante	militant	N;SG	N;MASC;SG
sismica	sismique	sismico	sismique	ADJ;FEM;SG	ADJ;MASC;SG
contemporaneo	contemporain	contemporaneo	contemporain	ADJ;MASC;SG	ADJ;MASC;SG
contemporaneo	contemporaine	contemporaneo	contemporain	ADJ;MASC;SG	ADJ;FEM;SG
trasformare	transformer	trasformare	transformer	V;NFIN	V;NFIN
trasformare	transforme	trasformare	transformer	V;NFIN	V;IND;SG;3;PRS;FIN
associati	associés	associare	associer	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
associati	associées	associare	associer	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
filadelfia	philadelphie	filadelfia	philadelphie	N;FEM;SG	N;FEM;SG
vertice	sommet	vertice	sommet	N;MASC;SG	N;MASC;SG
attuazione	implémentation	attuazione	implémentation	N;FEM;SG	N;FEM;SG
gregory	grégoire	gregory	grégoire	N;MASC;SG	N;MASC;SG
narrativa	récit	narrativa	récit	N;FEM;SG	N;MASC;SG
narrativa	fiction	narrativa	fiction	N;FEM;SG	N;FEM;SG
procuratore	procureur	procuratore	procureur	N;MASC;SG	N;MASC;SG
operatori	exploitants	operatore	exploitant	N;MASC;PL	N;MASC;PL
operatori	opérateurs	operatore	opérateur	N;MASC;PL	N;MASC;PL
rinunciare	renoncer	rinunciare	renoncer	V;NFIN	V;NFIN
menzione	mention	menzione	mention	N;FEM;SG	N;FEM;SG
verbo	verbe	verbo	verbe	N;MASC;SG	N;MASC;SG
distribuita	distribué	distribuire	distribuer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
distribuita	distribuée	distribuire	distribuer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
suggerisce	suggère	suggerire	suggérer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
uguali	égales	uguale	égal	ADJ;PL	ADJ;FEM;PL
uguali	égaux	uguale	égal	ADJ;PL	ADJ;MASC;PL
uguali	égaux	uguale	égal	ADJ;PL	ADJ;MASC;PL
uguali	égales	uguale	égal	ADJ;PL	ADJ;FEM;PL
creatore	créatrice	creatore	créateur	N;MASC;SG	N;FEM;SG
creatore	créateur	creatore	créateur	N;MASC;SG	N;MASC;SG
leva	levier	leva	levier	N;FEM;SG	N;MASC;SG
leva	levier	leva	levier	N;FEM;SG	N;MASC;SG
macchia	tache	macchia	tache	N;FEM;SG	N;FEM;SG
macchia	teinture	macchia	teinture	N;FEM;SG	N;FEM;SG
intenzioni	intentions	intenzione	intention	N;FEM;PL	N;FEM;PL
intenzioni	intentions	intenzione	intention	N;FEM;PL	N;FEM;PL
rudolf	rodolphe	rudolf	rodolphe	N;MASC;SG	N;MASC;SG
soglia	seuil	soglia	seuil	N;FEM;SG	N;MASC;SG
ortodossa	orthodoxe	ortodosso	orthodoxe	ADJ;FEM;SG	ADJ;MASC;SG
hope	espoirs	hope	espoir	N	N;MASC;PL
hope	espoir	hope	espoir	N	N;MASC;SG
hope	espérance	hope	espérance	N	N;FEM;SG
liberato	libérée	liberare	libérer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
liberato	libéré	liberare	libérer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
liberato	affranchi	liberare	affranchi	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
liberato	libéré	liberare	libérer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
automatica	automatique	automatico	automatique	ADJ;FEM;SG	ADJ;MASC;SG
pirenei	pyrénées	pirene	pyrénée	N;MASC;PL	N;FEM;PL
guardare	regardez	guardare	regarder	V;NFIN	V;IMP;PL;2;PRS;FIN
guardare	montre	guardare	montrer	V;NFIN	V;IND;SG;3;PRS;FIN
guardare	regarder	guardare	regarder	V;NFIN	V;NFIN
guardare	regarde	guardare	regarder	V;NFIN	V;IND;SG;3;PRS;FIN
guardare	regardant	guardare	regarder	V;NFIN	V;PRS;V.PTCP
guardare	regarder	guardare	regarder	V;NFIN	V;NFIN
nuotatore	nageur	nuotatore	nageur	N;MASC;SG	N;MASC;SG
rivali	rivaux	rivale	rival	N;PL	N;MASC;PL
rivali	rivaux	rivale	rival	N;PL	N;MASC;PL
controllata	contrôlée	controllare	contrôler	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
controllata	contrôlé	controllare	contrôler	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rettore	doyen	rettore	doyen	N;MASC;SG	N;MASC;SG
rettore	recteur	rettore	recteur	N;MASC;SG	N;MASC;SG
folk	folk	folk	folk	N;MASC	N;MASC;SG
beatles	beatles	beatles	beatle	N;MASC;PL	N;MASC;PL
beatles	beatles	beatles	beatle	N;MASC;PL	N;MASC;PL
costruttori	constructeurs	costruttore	constructeur	N;MASC;PL	N;MASC;PL
costruttori	bâtisseurs	costruttore	bâtisseur	N;MASC;PL	N;MASC;PL
costruttori	constructeurs	costruttore	constructeur	N;MASC;PL	N;MASC;PL
costruttori	fabricants	costruttore	fabricant	N;MASC;PL	N;MASC;PL
tendono	tendent	tendere	tendre	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
significativa	significative	significativo	significatif	ADJ;FEM;SG	ADJ;FEM;SG
significativa	significatif	significativo	significatif	ADJ;FEM;SG	ADJ;MASC;SG
significativa	significative	significativo	significatif	ADJ;FEM;SG	ADJ;FEM;SG
significativa	significatif	significativo	significatif	ADJ;FEM;SG	ADJ;MASC;SG
bombardamenti	bombardements	bombardamento	bombardement	N;MASC;PL	N;MASC;PL
bombardamenti	attentats	bombardamento	attentat	N;MASC;PL	N;MASC;PL
bombardamenti	bombardements	bombardamento	bombardement	N;MASC;PL	N;MASC;PL
tubo	pipe	tubo	pipe	N;MASC;SG	N;FEM;SG
tubo	tuyau	tubo	tuyau	N;MASC;SG	N;MASC;SG
tubo	tube	tubo	tube	N;MASC;SG	N;MASC;SG
adottata	adoptée	adottare	adopter	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
adottata	adopté	adottare	adopter	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
decisivo	décisive	decisivo	décisif	ADJ;MASC;SG	ADJ;FEM;SG
decisivo	décisif	decisivo	décisif	ADJ;MASC;SG	ADJ;MASC;SG
contenenti	contenant	contenere	contenir	V;PL;PRS;V.PTCP	V;PRS;V.PTCP
impostazione	paramètre	impostazione	paramètre	N;FEM;SG	N;MASC;SG
impostazione	réglage	impostazione	réglager	N;FEM;SG	N;MASC;SG
canonico	canonique	canonico	canonique	ADJ;MASC;SG	ADJ;MASC;SG
canonico	canonique	canonico	canonique	ADJ;MASC;SG	ADJ;MASC;SG
gestisce	gère	gestire	gérer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
soffitto	plafond	soffitto	plafond	N;MASC;SG	N;MASC;SG
comprensione	compréhension	comprensione	compréhension	N;FEM;SG	N;FEM;SG
comprensione	compréhension	comprensione	compréhension	N;FEM;SG	N;FEM;SG
recensioni	examens	recensione	examen	N;FEM;PL	N;MASC;PL
recensioni	critiques	recensione	critique	N;FEM;PL	N;MASC;PL
arrivata	arrivé	arrivare	arriver	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
vangelo	évangile	vangelo	évangile	N;MASC;SG	N;MASC;SG
vangelo	evangile	vangelo	evangile	N;MASC;SG	N;FEM;SG
caratterizzati	caractérisés	caratterizzare	caractériser	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
caratterizzati	caractérisés	caratterizzare	caractériser	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
imperatrice	impératrice	imperatore	empereur	N;FEM;SG	N;FEM;SG
ieri	hier	ieri	hier	ADV	ADV
intervallo	gamme	intervallo	gamme	N;MASC;SG	N;FEM;SG
intervallo	intervalle	intervallo	intervalle	N;MASC;SG	N;MASC;SG
intervallo	entracte	intervallo	entract	N;MASC;SG	N;MASC;SG
poetica	poétique	poetico	poétique	ADJ;FEM;SG	ADJ;MASC;SG
divisi	divisées	dividere	diviser	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
divisi	divisés	dividere	diviser	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
violinista	violoniste	violinista	violoniste	N;SG	N;MASC;SG
violinista	violoniste	violinista	violoniste	N;SG	N;MASC;SG
pericoloso	dangereux	pericoloso	dangereux	ADJ;MASC;SG	ADJ;MASC;SG
pericoloso	dangereuse	pericoloso	dangereux	ADJ;MASC;SG	ADJ;FEM;SG
pericoloso	dangereux	pericoloso	dangereux	ADJ;MASC;SG	ADJ;MASC;SG
pericoloso	dangereuse	pericoloso	dangereux	ADJ;MASC;SG	ADJ;FEM;SG
citate	citées	citate	citer	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
citate	cités	citate	citer	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
true	true	trua	true	N	N;MASC;SG
analogo	analogue	analogo	analogue	ADJ;MASC;SG	ADJ;MASC;SG
analogo	analogique	analogo	analogique	ADJ;MASC;SG	ADJ;MASC;SG
analogo	analogue	analogo	analogue	ADJ;MASC;SG	ADJ;MASC;SG
secondario	secondaire	secondario	secondaire	ADJ;MASC;SG	ADJ;MASC;SG
negativa	négative	negativo	négatif	ADJ;FEM;SG	ADJ;FEM;SG
negativa	négatif	negativo	négatif	ADJ;FEM;SG	ADJ;MASC;SG
organista	organiste	organista	organiste	N;SG	N;MASC;SG
crociera	croisière	crociera	croisière	N;FEM;SG	N;FEM;SG
crociera	cruise	crociera	cruise	N;FEM;SG	N;MASC;SG
crociera	croisière	crociera	croisière	N;FEM;SG	N;FEM;SG
sufficientemente	suffisamment	sufficientemente	suffisamment	ADV	ADV
anteprima	aperçu	anteprimo	aperçu	N;FEM;SG	N;MASC;SG
carol	carole	carol	carole	N;FEM;SG	N;FEM;SG
pura	pur	puro	pur	ADJ;FEM;SG	ADJ;MASC;SG
pura	pure	puro	pur	ADJ;FEM;SG	ADJ;FEM;SG
inaugurazione	investiture	inaugurazione	investiture	N;FEM;SG	N;FEM;SG
inaugurazione	inauguration	inaugurazione	inauguration	N;FEM;SG	N;FEM;SG
inaugurazione	vernissage	inaugurazione	vernissage	N;FEM;SG	N;MASC;SG
inaugurazione	ouverture	inaugurazione	ouverture	N;FEM;SG	N;FEM;SG
adolf	adolphe	adolf	adolphe	N;MASC;SG	N;MASC;SG
correre	courir	correre	courir	V;NFIN	V;NFIN
correre	exécuter	correre	exécuter	V;NFIN	V;NFIN
orale	orale	orale	oral	ADJ;SG	ADJ;FEM;SG
orale	buccale	orale	buccal	ADJ;SG	ADJ;FEM;SG
aggiornata	actualisé	aggiornare	actualiser	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
eccezionalmente	exceptionnellement	eccezionalmente	exceptionnellement	ADV	ADV
beat	battement	beat	battement	N;MASC	N;MASC;SG
sprint	sprint	sprint	sprint	N;MASC	N;MASC;SG
dinamo	dynamo	dinare	dynamo	N;MASC;SG	N;MASC;SG
dinamo	dinamo	dinare	dinamo	N;MASC;SG	N;MASC;SG
liberty	liberté	liberty	liberté	N;MASC	N;FEM;SG
trinità	trinité	trinità	trinité	N;FEM	N;FEM;SG
gallia	gaule	gallia	gaule	N;FEM;SG	N;FEM;SG
aggiungendo	ajoutant	aggiungere	ajouter	V;V.MSDR	V;PRS;V.PTCP
violento	violent	violento	violent	ADJ;MASC;SG	ADJ;MASC;SG
violento	violente	violento	violent	ADJ;MASC;SG	ADJ;FEM;SG
riforme	réformes	riforma	réforme	N;FEM;PL	N;FEM;PL
riforme	réformes	riforma	réforme	N;FEM;PL	N;FEM;PL
demoni	démons	demone	démon	N;MASC;PL	N;MASC;PL
favorire	favorisant	favorire	favoriser	V;NFIN	V;PRS;V.PTCP
corde	cordages	cordo	cordage	N;FEM;PL	N;MASC;PL
corde	cordes	cordo	corde	N;FEM;PL	N;FEM;PL
corde	chaînes	cordo	chaîne	N;FEM;PL	N;FEM;PL
corde	cordes	cordo	corde	N;FEM;PL	N;FEM;PL
cellula	cellule	cellula	cellule	N;FEM;SG	N;FEM;SG
presidenti	présidents	presidente	président	N;MASC;PL	N;MASC;PL
presidenti	présidents	presidente	président	N;MASC;PL	N;MASC;PL
mine	mines	mina	mine	N;FEM;PL	N;FEM;PL
digimon	digimon	digimon	digimon	N;MASC;SG	N;MASC;SG
carità	bienfaisance	carità	bienfaisance	N;FEM	N;FEM;SG
carità	aumône	carità	aumône	N;FEM	N;FEM;SG
carità	charité	carità	charité	N;FEM	N;FEM;SG
leggende	légendes	leggenda	légende	N;FEM;PL	N;FEM;PL
leggende	légendes	leggenda	légende	N;FEM;PL	N;FEM;PL
molecole	molécules	molecola	molécule	N;FEM;PL	N;FEM;PL
sacrificio	sacrifice	sacrificio	sacrifice	N;MASC;SG	N;MASC;SG
architetti	architectes	architetto	architecte	N;MASC;PL	N;MASC;PL
cava	carrière	cava	carrière	N;FEM;SG	N;FEM;SG
sospetto	soupçon	sospetto	soupçon	N;MASC;SG	N;MASC;SG
sospetto	suspicion	sospetto	suspicion	N;MASC;SG	N;FEM;SG
sospetto	suspect	sospetto	suspect	N;MASC;SG	N;MASC;SG
sospetto	suspect	sospetto	suspect	N;MASC;SG	N;MASC;SG
terminale	terminal	terminale	terminal	N;MASC;SG	N;MASC;SG
benzina	essence	benzina	essence	N;FEM;SG	N;FEM;SG
benzina	essence	benzina	essence	N;FEM;SG	N;FEM;SG
zar	tsar	zar	tsar	N;MASC;SG	N;MASC;SG
elementare	primaire	elementare	primaire	ADJ;SG	ADJ;MASC;SG
elementare	élémentaire	elementare	élémentaire	ADJ;SG	ADJ;MASC;SG
elementare	élémentaire	elementare	élémentaire	ADJ;SG	ADJ;MASC;SG
reggente	régent	reggente	régent	N;SG	N;MASC;SG
rispettare	respecter	rispettare	respecter	V;NFIN	V;NFIN
rispettare	respecte	rispettare	respecter	V;NFIN	V;IND;SG;3;PRS;FIN
olanda	hollande	olanda	hollande	N;FEM;SG	N;MASC;SG
fatica	labeur	fatica	labeur	N;FEM;SG	N;MASC;SG
fatica	fatigue	fatica	fatigue	N;FEM;SG	N;FEM;SG
fatica	lassitude	fatica	lassitude	N;FEM;SG	N;FEM;SG
generazioni	générations	generazione	génération	N;FEM;PL	N;FEM;PL
derivati	dérivés	derivare	dériver	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
derivati	dérivés	derivare	dériver	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
consentito	autorisé	consentire	autoriser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
seggi	sièges	seggio	siège	N;MASC;PL	N;MASC;PL
cantare	chantons	cantare	chanter	V;NFIN	V;IMP;PL;1;PRS;FIN
cantare	chanter	cantare	chanter	V;NFIN	V;NFIN
cantare	chante	cantare	chanter	V;NFIN	V;IND;SG;3;PRS;FIN
cantare	chanter	cantare	chanter	V;NFIN	V;NFIN
provinciali	provinciales	provinciale	provincial	ADJ;PL	ADJ;FEM;PL
provinciali	provinciaux	provinciale	provincial	ADJ;PL	ADJ;MASC;PL
referendum	referendum	referendum	referendum	N;MASC	N;MASC;SG
referendum	référendum	referendum	référendum	N;MASC	N;MASC;SG
referendum	référendums	referendum	référendum	N;MASC	N;MASC;PL
apostolo	apôtre	apostolo	apôtre	N;MASC;SG	N;MASC;SG
fischio	sifflement	fischio	sifflement	N;MASC;SG	N;MASC;SG
fischio	sifflet	fischio	sifflet	N;MASC;SG	N;MASC;SG
fischio	sifflement	fischio	sifflement	N;MASC;SG	N;MASC;SG
contee	comtés	contea	comté	N;FEM;PL	N;MASC;PL
gestore	directeur	gestore	directeur	N;MASC;SG	N;MASC;SG
gestore	manager	gestore	manager	N;MASC;SG	N;MASC;SG
gestore	directrice	gestore	directrice	N;MASC;SG	N;FEM;SG
gestore	gérant	gestore	gérant	N;MASC;SG	N;MASC;SG
israeliano	israélien	israeliano	israélien	ADJ;MASC;SG	ADJ;MASC;SG
israeliano	israélienne	israeliano	israélien	ADJ;MASC;SG	ADJ;FEM;SG
africano	africain	africano	africain	ADJ;MASC;SG	ADJ;MASC;SG
africano	africaine	africano	africain	ADJ;MASC;SG	ADJ;FEM;SG
suite	suite	suite	suite	N;FEM	N;FEM;SG
suite	suites	suite	suite	N;FEM	N;FEM;PL
qualifica	qualification	qualifica	qualification	N;FEM;SG	N;FEM;SG
qualifica	qualification	qualifica	qualification	N;FEM;SG	N;FEM;SG
affiancato	flanqué	affiancare	flanquer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
lino	lino	lino	lino	N;MASC;SG	N;MASC;SG
lino	lin	lino	lin	N;MASC;SG	N;MASC;SG
lino	linge	lino	linge	N;MASC;SG	N;MASC;SG
lino	lin	lino	lin	N;MASC;SG	N;MASC;SG
capaci	capables	capace	capable	ADJ;PL	ADJ;MASC;PL
ira	courroux	ira	courroux	N;FEM;SG	N;MASC;SG
ira	colère	ira	colère	N;FEM;SG	N;FEM;SG
conduzione	conduction	conduzione	conduction	N;FEM;SG	N;FEM;SG
enormi	énormes	enorme	énorme	ADJ;PL	ADJ;MASC;PL
enormi	énormes	enorme	énorme	ADJ;PL	ADJ;MASC;PL
efficienza	efficacité	efficienza	efficacité	N;FEM;SG	N;FEM;SG
efficienza	efficience	efficienza	efficience	N;FEM;SG	N;FEM;SG
efficienza	rendement	efficienza	rendement	N;FEM;SG	N;MASC;SG
significativi	significatifs	significativo	significatif	ADJ;MASC;PL	ADJ;MASC;PL
ritmica	rythmique	ritmico	rythmique	ADJ;FEM;SG	ADJ;MASC;SG
nodo	noeud	nodo	noeud	N;MASC;SG	N;MASC;SG
nodo	nœud	nodo	nœud	N;MASC;SG	N;MASC;SG
nodo	noeud	nodo	noeud	N;MASC;SG	N;MASC;SG
nodo	nœud	nodo	nœud	N;MASC;SG	N;MASC;SG
heaven	paradis	heaven	paradis	N	N;MASC;SG
heaven	cieux	heaven	ciel	N	N;MASC;PL
heaven	ciel	heaven	ciel	N	N;MASC;SG
unire	unir	unire	unir	V;NFIN	V;NFIN
unire	fusionner	unire	fusionner	V;NFIN	V;NFIN
unire	fusionne	unire	fusionner	V;NFIN	V;IND;SG;3;PRS;FIN
ostacoli	entraves	ostacolo	entrave	N;MASC;PL	N;FEM;PL
ostacoli	obstacles	ostacolo	obstacle	N;MASC;PL	N;MASC;PL
ostacoli	barrières	ostacolo	barrière	N;MASC;PL	N;FEM;PL
ostacoli	haies	ostacolo	haie	N;MASC;PL	N;FEM;PL
ostacoli	entraves	ostacolo	entrave	N;MASC;PL	N;FEM;PL
ostacoli	obstacles	ostacolo	obstacle	N;MASC;PL	N;MASC;PL
sinfonia	symphonie	sinfonia	symphonie	N;FEM;SG	N;FEM;SG
pasta	colle	pasta	colle	N;FEM;SG	N;FEM;SG
pasta	pâte	pasta	pâte	N;FEM;SG	N;FEM;SG
massacro	massacre	massacro	massacre	N;MASC;SG	N;MASC;SG
massacro	carnage	massacro	carnage	N;MASC;SG	N;MASC;SG
massacro	abattage	massacro	abattage	N;MASC;SG	N;MASC;SG
rolling	laminage	rolling	laminage	N;MASC	N;MASC;SG
rolling	roulement	rolling	roulement	N;MASC	N;MASC;SG
fall	automne	fall	automne	N	N;MASC;SG
fall	chute	fall	chute	N	N;FEM;SG
leoni	lions	leone	lion	N;MASC;PL	N;MASC;PL
convegno	conférence	convegno	conférence	N;MASC;SG	N;FEM;SG
centimetri	centimètres	centimetro	centimètre	N;MASC;PL	N;MASC;PL
centimetri	centimètres	centimetro	centimètre	N;MASC;PL	N;MASC;PL
centimetri	pouces	centimetro	pouce	N;MASC;PL	N;MASC;PL
centimetri	centimètres	centimetro	centimètre	N;MASC;PL	N;MASC;PL
identificare	identifier	identificare	identifier	V;NFIN	V;NFIN
identificare	identifier	identificare	identifier	V;NFIN	V;NFIN
amanti	maîtresses	amante	maître	N;PL	N;FEM;PL
amanti	amants	amante	amant	N;PL	N;MASC;PL
mason	maçon	mason	maçon	N;MASC;SG	N;MASC;SG
odore	odeur	odore	odeur	N;MASC;SG	N;FEM;SG
odore	odeur	odore	odeur	N;MASC;SG	N;FEM;SG
odore	odeur	odore	odeur	N;MASC;SG	N;FEM;SG
odore	odorat	odore	odorat	N;MASC;SG	N;MASC;SG
marca	marque	marca	marque	N;FEM;SG	N;FEM;SG
gradualmente	progressivement	gradualmente	progressivement	ADV	ADV
gradualmente	graduellement	gradualmente	graduellement	ADV	ADV
calice	calice	calice	calice	N;MASC;SG	N;MASC;SG
calice	gobelet	calice	gobelet	N;MASC;SG	N;MASC;SG
crimini	crimes	crimine	crime	N;MASC;PL	N;MASC;PL
organico	biologique	organico	biologique	ADJ;MASC;SG	ADJ;MASC;SG
organico	organique	organico	organique	ADJ;MASC;SG	ADJ;MASC;SG
estinzione	extinction	estinzione	extinction	N;FEM;SG	N;FEM;SG
totali	totaux	totale	total	ADJ;PL	ADJ;MASC;PL
trattare	traitez	trattare	traiter	V;NFIN	V;IMP;PL;2;PRS;FIN
trattare	traiter	trattare	traiter	V;NFIN	V;NFIN
catene	chaines	catena	chaine	N;FEM;PL	N;FEM;PL
catene	chaînes	catena	chaîne	N;FEM;PL	N;FEM;PL
rara	rare	raro	rare	ADJ;FEM;SG	ADJ;MASC;SG
rimuovere	supprimer	rimuovere	supprimer	V;NFIN	V;NFIN
rimuovere	enlever	rimuovere	enlever	V;NFIN	V;NFIN
rimuovere	retirer	rimuovere	retirer	V;NFIN	V;NFIN
rimuovere	enlèvent	rimuovere	enlever	V;NFIN	V;IND;PL;3;PRS;FIN
rimuovere	supprimez	rimuovere	supprimer	V;NFIN	V;IMP;PL;2;PRS;FIN
eyes	yeux	eyes	oeil	N	N;MASC;PL
face	visage	face	visage	N	N;MASC;SG
face	face	face	face	N	N;FEM;SG
sinonimi	synonymes	sinonimo	synonyme	N;MASC;PL	N;MASC;PL
sinonimi	synonymes	sinonimo	synonyme	N;MASC;PL	N;MASC;PL
vettore	vecteur	vettore	vecteur	N;MASC;SG	N;MASC;SG
vettore	transporteur	vettore	transporteur	N;MASC;SG	N;MASC;SG
appassionato	enthousiaste	appassionato	enthousiaste	ADJ;MASC;SG	ADJ;MASC;SG
sensibilità	prédisposition	sensibilità	prédisposition	N;FEM	N;FEM;SG
sensibilità	sensibilité	sensibilità	sensibilité	N;FEM	N;FEM;SG
sensibilità	sensibilités	sensibilità	sensibilité	N;FEM	N;FEM;PL
sensibilità	sensibilité	sensibilità	sensibilité	N;FEM	N;FEM;SG
dominazione	domination	dominazione	domination	N;FEM;SG	N;FEM;SG
dominazione	domination	dominazione	domination	N;FEM;SG	N;FEM;SG
dominazione	dominance	dominazione	dominance	N;FEM;SG	N;FEM;SG
dominazione	prédominance	dominazione	prédominance	N;FEM;SG	N;FEM;SG
causando	causant	causare	causer	V;V.MSDR	V;PRS;V.PTCP
gola	gorge	gola	gorge	N;FEM;SG	N;FEM;SG
gola	gorge	gola	gorge	N;FEM;SG	N;FEM;SG
annuario	annuaire	annuario	annuaire	N;MASC;SG	N;MASC;SG
irene	irène	irena	irène	N;FEM;SG	N;FEM;SG
songs	chanson	songs	chanson	N;MASC	N;FEM;SG
songs	chansons	songs	chanson	N;MASC	N;FEM;PL
soap	savon	soap	savon	N;FEM	N;MASC;SG
mvp	mvp	mvp	mvp	N	N;MASC;SG
condotti	conduits	condurre	conduire	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gatti	chats	gatto	chat	N;MASC;PL	N;MASC;PL
naturalista	naturaliste	naturalista	naturaliste	N;SG	N;MASC;SG
suonato	jouée	suonare	jouer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
suonato	joué	suonare	jouer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cintura	courroie	cintura	courroie	N;FEM;SG	N;FEM;SG
cintura	ceinture	cintura	ceinture	N;FEM;SG	N;FEM;SG
procedimento	procédure	procedimento	procédure	N;MASC;SG	N;FEM;SG
uccisione	tuerie	uccisione	tuerie	N;FEM;SG	N;FEM;SG
parchi	parcs	parco	parc	N;MASC;PL	N;MASC;PL
trovati	trouvées	trovare	trouver	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
trovati	trouvés	trovare	trouver	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
distanze	distances	distanza	distance	N;FEM;PL	N;FEM;PL
distanze	distances	distanza	distance	N;FEM;PL	N;FEM;PL
abbandona	abandonner	abbandonare	abandonner	V;IND;SG;3;PRS;FIN	V;NFIN
abbandona	abandonne	abbandonare	abandonner	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
certezza	certitude	certezza	certitude	N;FEM;SG	N;FEM;SG
cook	cuisinier	cook	cuisinier	N;MASC;SG	N;MASC;SG
cook	cuisinière	cook	cuisinier	N;MASC;SG	N;FEM;SG
lotte	luttes	lotta	lutte	N;FEM;PL	N;FEM;PL
materie	sujets	materia	sujet	N;FEM;PL	N;MASC;PL
birra	biere	birra	biere	N;FEM;SG	N;FEM;SG
birra	bière	birra	bière	N;FEM;SG	N;FEM;SG
birra	bière	birra	bière	N;FEM;SG	N;FEM;SG
fallito	raté	fallire	rater	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
fallito	échoué	fallire	échouer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sviluppi	développements	sviluppo	développement	N;MASC;PL	N;MASC;PL
esplicitamente	explicitement	esplicitamente	explicitement	ADV	ADV
esplicitamente	expressément	esplicitamente	expressément	ADV	ADV
