על	om	על	om	ADP	ADP
כניסה	oppføring	כניסה	oppføring	N;FEM;SG	N;INDF;FEM;SG
כניסה	entré	כניסה	entré	N;FEM;SG	N;INDF;MASC;SG
כניסה	inngang	כניסה	inngang	N;FEM;SG	N;INDF;MASC;SG
כניסה	inngangen	כניסה	inngang	N;FEM;SG	N;DEF;MASC;SG
כניסה	entre	כניסה	entre	N;FEM;SG	N;INDF;MASC;SG
כניסה	pålogging	כניסה	pålogging	N;FEM;SG	N;INDF;FEM;SG
כניסה	innlogging	כניסה	innlogging	N;FEM;SG	N;INDF;FEM;SG
הלך	gått	הלך	gå	V;MASC;SG;3;PST	V;V.PTCP
הלך	gikk	הלך	gå	V;MASC;SG;3;PST	V;IND;PST;FIN
הלך	dro	הלך	dro	V;MASC;SG;3;PST	V;IND;PST;FIN
הלך	gjekk	הלך	gå	V;MASC;SG;3;PST	V;IND;PST;FIN
גבר	mannfolk	גבר	mannfolk	N;MASC;SG	N;INDF;NEUT;SG
גבר	mannen	גבר	mann	N;MASC;SG	N;DEF;MASC;SG
גבר	mann	גבר	mann	N;MASC;SG	N;INDF;MASC;SG
קורה	skjer	קרה	skje	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
קורה	skjer	קרה	skje	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
התשובה	svare	התשובה	svare	V;MASC;SG;3;PST	V;IMP;NFIN
להוכיח	bevise	הוכיח	bevise	V;NFIN;ACT	V;NFIN
להוכיח	bevise	הוכיח	bevise	V;NFIN;ACT	V;NFIN
דרמה	drama	דרמה	drama	N;FEM;SG	N;INDF;NEUT;SG
דרמה	dramatikk	דרמה	dramatikk	N;FEM;SG	N;INDF;MASC;SG
מטרה	målsetting	מטרה	målsetting	N;FEM;SG	N;INDF;FEM;SG
מטרה	målsettingen	מטרה	målsetting	N;FEM;SG	N;DEF;MASC;SG
מטרה	formål	מטרה	formål	N;FEM;SG	N;INDF;NEUT;SG
מטרה	målet	מטרה	mål	N;FEM;SG	N;DEF;NEUT;SG
התגלה	avslørte	התגלה	avsløre	V;MASC;SG;3;PST	V;IND;PST;FIN
מחשבים	datamaskiner	מחשב	datamaskin	N;MASC;PL	N;INDF;FEM;PL
בנים	gutter	בן	gutter	N;MASC;PL	N;INDF;FEM;PL
בנים	guttene	בן	gutt	N;MASC;PL	N;DEF;FEM;PL
לנהל	administrere	ניהל	administrere	V;NFIN;ACT	V;NFIN
הוראה	undervisning	הוראה	undervisning	N;FEM;SG	N;INDF;FEM;SG
הוראה	undervise	הוראה	undervise	N;FEM;SG	N;INDF;FEM;SG
הוראה	instruksjon	הוראה	instruksjon	N;FEM;SG	N;INDF;MASC;SG
שיפור	forbedrede	שיפור	forbedre	N;MASC;SG	N;INDF;MASC;SG
שיפור	bedret	שיפור	bedrate	N;MASC;SG	N;INDF;MASC;SG
שיפור	forbedret	שיפור	forberr	N;MASC;SG	N;DEF;NEUT;SG
שיפור	forbedring	שיפור	forbedring	N;MASC;SG	N;INDF;FEM;SG
חלב	melk	חלב	melk	N;MASC;SG	N;INDF;NEUT;SG
גרסת	versjonen	גרסה	versjon	N;FEM;SG	N;DEF;MASC;SG
גרסת	versjon	גרסה	versjon	N;FEM;SG	N;INDF;MASC;SG
מאבק	kamp	מאבק	kamp	N;MASC;SG	N;INDF;MASC;SG
קשים	vanskelige	קשה	vanskelig	ADJ;MASC;PL	ADJ;PL
תחנות	stasjoner	תחנה	stasjon	N;FEM;PL	N;INDF;MASC;PL
תחנות	stasjonene	תחנה	stasjon	N;FEM;PL	N;DEF;FEM;PL
אלימות	voldelig	אלימות	voldelig	N;FEM;SG	N;INDF;MASC;SG
אלימות	vold	אלימות	vold	N;FEM;SG	N;INDF;MASC;SG
מלמד	underviser	לימד	undervise	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
מלמד	lærer	לימד	lære	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
מלמד	underviser	לימד	undervise	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
ללכת	gå	הלך	gå	V;NFIN;ACT	V;NFIN
הוספת	insert	הוספה	insere	N;PSSD;FEM;SG	N
תקציב	budsjettet	תקציב	budsjett	N;MASC;SG	N;DEF;NEUT;SG
תקציב	budsjett	תקציב	budsjett	N;MASC;SG	N;INDF;NEUT;SG
בדיוני	fiksjon	בדיוני	fiksjon	N;MASC;SG	N;INDF;MASC;SG
מחזור	syklus	מחזור	syklus	N;MASC;SG	N;INDF;MASC;SG
מאסר	fengsel	מאסר	fengsel	N;MASC;SG	N;INDF;NEUT;SG
מאסר	fengsling	מאסר	fengsling	N;MASC;SG	N;INDF;FEM;SG
מאסר	frihetsberøvelse	מאסר	frihetsberøvelse	N;MASC;SG	N;INDF;MASC;SG
מניח	antar	הניח	anta	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
רמות	nivåer	רמה	nivåe	N;FEM;PL	N;INDF;FEM;PL
מסחר	handel	מסחר	handel	N;MASC;SG	N;INDF;MASC;SG
מסחר	trading	מסחר	trading	N;MASC;SG	N;INDF;FEM;SG
מסחר	byttehandel	מסחר	byttehandel	N;MASC;SG	N;INDF;MASC;SG
מסחר	handel	מסחר	handel	N;MASC;SG	N;INDF;MASC;SG
עליון	øvre	עליון	øvre	ADJ;MASC;SG	ADJ;CMPR
כותרת	overskriften	כותרת	overskrift	N;FEM;SG	N;DEF;MASC;SG
כותרת	overskrift	כותרת	overskrift	N;FEM;SG	N;INDF;FEM;SG
כותרת	overskrift	כותרת	overskrift	N;FEM;SG	N;INDF;FEM;SG
כותרת	tittel	כותרת	tittel	N;FEM;SG	N;INDF;MASC;SG
נפוצה	felles	נפוץ	felles	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
נפוצה	vanlig	נפוץ	vanlig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
אישיות	personlighet	אישיות	personlighet	N;FEM;SG	N;INDF;FEM;SG
מוכן	klar	מוכן	klar	ADJ;MASC;SG	ADJ;INDF;SG
צורות	former	צורה	form	N;FEM;PL	N;INDF;FEM;PL
צורות	skjemaene	צורה	skjema	N;FEM;PL	N;DEF;FEM;PL
צורות	former	צורה	form	N;FEM;PL	N;INDF;FEM;PL
צורות	skjemaer	צורה	skjemae	N;FEM;PL	N;INDF;MASC;PL
שכונה	nabolaget	שכונה	nabolag	N;FEM;SG	N;DEF;NEUT;SG
שכונה	nabolag	שכונה	nabolag	N;FEM;SG	N;INDF;NEUT;SG
שכונה	strøket	שכונה	strøk	N;FEM;SG	N;DEF;NEUT;SG
שכונה	nabolaget	שכונה	nabolag	N;FEM;SG	N;DEF;NEUT;SG
שכונה	nabolag	שכונה	nabolag	N;FEM;SG	N;INDF;NEUT;SG
שכונה	strøk	שכונה	strøk	N;FEM;SG	N;INDF;NEUT;SG
שכונה	nærområde	שכונה	nærområde	N;FEM;SG	N;INDF;NEUT;SG
בד	duken	בד	duken	N;MASC;SG	N;DEF;MASC;SG
בד	klede	בד	klede	N;MASC;SG	N;INDF;NEUT;SG
בד	klut	בד	klut	N;MASC;SG	N;INDF;MASC;SG
בד	tøy	בד	tøy	N;MASC;SG	N;INDF;NEUT;SG
בד	lerret	בד	lerr	N;MASC;SG	N;DEF;NEUT;SG
בד	kanvas	בד	kanvas	N;MASC;SG	N;INDF;MASC;SG
הוכרז	erklærte	הוכרז	erklære	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN
הוכרז	kunngjorde	הוכרז	kunngjere	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN
קטעים	avsnittene	קטע	avsnitt	N;MASC;PL	N;DEF;FEM;PL
קטעים	segmenter	קטע	segmenter	N;MASC;PL	N;INDF;FEM;PL
תחבורה	transport	תחבורה	transport	N;FEM;SG	N;INDF;MASC;SG
תחבורה	transport	תחבורה	transport	N;FEM;SG	N;INDF;MASC;SG
מסורת	tradisjon	מסורת	tradisjon	N;FEM;SG	N;INDF;MASC;SG
מסורת	tradisjonen	מסורת	tradisjon	N;FEM;SG	N;DEF;MASC;SG
מסורת	tradisjoner	מסורת	tradisjon	N;FEM;SG	N;INDF;MASC;SG
לשלוח	send	שלח	sende	V;NFIN;ACT	V;IMP;FIN
מתח	spenning	מתח	spenning	N;MASC;SG	N;INDF;FEM;SG
מתח	stress	מתח	stress	N;MASC;SG	N;INDF;NEUT;SG
מתח	voltage	מתח	voltag	N;MASC;SG	N;INDF;MASC;SG
תשלום	betaling	תשלום	betaling	N;MASC;SG	N;INDF;FEM;SG
תשלום	betalingen	תשלום	betaling	N;MASC;SG	N;DEF;MASC;SG
חייל	soldat	חייל	soldat	N;MASC;SG	N;INDF;MASC;SG
שייך	tilhørt	שייך	tilhøre	ADJ;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
מוגדר	defineres	הוגדר	defineres	V;MASC;SG;V.PTCP;PASS	V;IND;FIN
הזכות	privilegium	הזכה	privilegium	N;FEM;SG	N;INDF;NEUT;SG
הזכות	privilegiet	הזכה	privilegi	N;FEM;SG	N;DEF;NEUT;SG
לטפל	behandle	טיפל	behandle	V;NFIN;ACT	V;IMP;NFIN
להט	passion	להט	passion	N;MASC;SG	N;INDF;MASC;SG
להט	lidenskap	להט	lidenskap	N;MASC;SG	N;INDF;MASC;SG
להט	lidenskapen	להט	lidenskap	N;MASC;SG	N;DEF;MASC;SG
הסוכנות	agency	הסוכנות	agency	N;FEM	N
הסוכנות	byrå	הסוכנות	byrå	N;FEM	N;INDF;NEUT;SG
הסוכנות	byrået	הסוכנות	byrå	N;FEM	N;DEF;NEUT;SG
חתן	brudgom	חתן	brudgom	N;MASC;SG	N;INDF;MASC;SG
חתן	brudgommen	חתן	brudgom	N;MASC;SG	N;DEF;MASC;SG
ראיתי	såg	ראה	sjå	V;SG;1;PST;ACT	V;IND;PST;FIN
מוצרים	produkter	מוצר	produkt	N;MASC;PL	N;INDF;FEM;PL
מוצרים	produktene	מוצר	produkt	N;MASC;PL	N;DEF;FEM;PL
קרה	hendte	קרה	hende	V;MASC;SG;3;PST	V;IND;PST;FIN
קרה	skjedde	קרה	skje	V;MASC;SG;3;PST	V;IND;PST;FIN
קרה	skjedd	קרה	skje	V;MASC;SG;3;PST	V;V.PTCP
מפרץ	bukt	מפרץ	bukt	N;MASC;SG	N;INDF;FEM;SG
מפרץ	bukt	מפרץ	bukt	N;MASC;SG	N;INDF;FEM;SG
מפרץ	bay	מפרץ	bay	N;MASC;SG	N;INDF;FEM;SG
מוזיקלי	musikalsk	מוזיקלי	musikalsk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
הרחבה	ekspansjon	הרחבה	ekspansjon	N;FEM;SG	N;INDF;MASC;SG
הרחבה	utvidelse	הרחבה	utvidelse	N;FEM;SG	N;INDF;MASC;SG
הרחבה	forlengelse	הרחבה	forlengelse	N;FEM;SG	N;INDF;MASC;SG
הרחבה	extension	הרחבה	extension	N;FEM;SG	N
הערכה	takknemlighet	הערכה	takknemlighet	N;FEM;SG	N;INDF;NEUT;SG
הערכה	evaluering	הערכה	evaluering	N;FEM;SG	N;INDF;FEM;SG
הערכה	vurdering	הערכה	vurdering	N;FEM;SG	N;INDF;FEM;SG
חזית	front	חזית	front	N;FEM;SG	N;INDF;MASC;SG
חזית	foran	חזית	foran	N;FEM;SG	N;INDF;MASC;SG
פשוטה	enkelt	פשוט	enkel	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
פשוטה	enkel	פשוט	enkel	ADJ;FEM;SG	ADJ;INDF;SG
משלחת	delegasjon	משלחת	delegasjon	N;FEM;SG	N;INDF;MASC;SG
משלחת	delegasjonen	משלחת	delegasjon	N;FEM;SG	N;DEF;MASC;SG
משלחת	ekspedisjon	משלחת	ekspedisjon	N;FEM;SG	N;INDF;MASC;SG
מתחילה	starter	התחיל	starte	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN
מתחילה	begynner	התחיל	begynne	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN
מקצועי	profesjonell	מקצועי	profesjonell	ADJ;MASC;SG	ADJ;INDF;SG
החלטות	beslutninger	החלטה	beslutning	N;FEM;PL	N;INDF;FEM;PL
טוענים	hevder	טען	hevde	V;MASC;PL;V.PTCP;ACT	V;IND;PRS;FIN
עוזר	assisterende	עוזר	assisterende	N;MASC;SG	N;INDF;MASC;SG
עוזר	assistent	עוזר	assistent	N;MASC;SG	N;INDF;MASC;SG
עוזר	assistenten	עוזר	assistent	N;MASC;SG	N;DEF;MASC;SG
עוזר	hjelpsom	עוזר	hjelpsom	N;MASC;SG	N;INDF;MASC;SG
עוזר	behjelpelig	עוזר	behjelpelig	N;MASC;SG	N;INDF;MASC;SG
משתתפים	deltar	השתתף	delta	V;MASC;PL;V.PTCP	V;IND;PRS;FIN
שדות	jorder	שדה	jord	N;MASC;PL	N;INDF;FEM;PL
שדות	felter	שדה	felter	N;MASC;PL	N;INDF;FEM;PL
שדות	fields	שדה	field	N;MASC;PL	N
מבקר	besøkende	מבקר	besøkende	N;MASC;SG	N;INDF;FEM;SG
מבקר	kritiker	מבקר	kritiker	N;MASC;SG	N;INDF;MASC;SG
השינויים	endringer	השינוי	endring	N;MASC;PL	N;INDF;FEM;PL
השינויים	forandringer	השינוי	forandring	N;MASC;PL	N;INDF;FEM;PL
השינויים	endringene	השינוי	endring	N;MASC;PL	N;DEF;FEM;PL
עקרון	prinsippet	עיקרון	prinsipp	N;MASC;SG	N;DEF;NEUT;SG
מטבע	valuta	מטבע	valuta	N;SG	N;INDF;MASC;SG
מטבע	valutaen	מטבע	valuta	N;SG	N;DEF;MASC;SG
מטבע	mynt	מטבע	mynt	N;SG	N;INDF;MASC;SG
לשאת	bære	נשא	bære	V;NFIN;ACT	V;IMP;NFIN
זיהוי	identifisering	זיהוי	identifisering	N;FEM;SG	N;INDF;FEM;SG
זיהוי	identifikasjon	זיהוי	identifikasjon	N;FEM;SG	N;INDF;MASC;SG
מתרחשת	oppstår	התרחש	oppstå	V;FEM;SG;V.PTCP	V;IND;PRS;FIN
רעיונות	ideer	רעיון	idé	N;MASC;PL	N;INDF;MASC;PL
יסודות	elementer	יסוד	elementer	N;MASC;PL	N;INDF;NEUT;PL
מנצח	dirigent	מנצח	dirigent	N;MASC;SG	N;INDF;MASC;SG
מנצח	vinner	מנצח	vinne	N;MASC;SG	N;INDF;MASC;SG
מנצח	seiere	מנצח	seiere	N;MASC;SG	N;INDF;MASC;SG
מנצח	vinner	מנצח	vinne	N;MASC;SG	N;INDF;MASC;SG
מנצח	vinner	מנצח	vinne	N;MASC;SG	N;INDF;MASC;SG
מנצח	vinnende	מנצח	vinnende	N;MASC;SG	N;INDF;MASC;SG
מנצח	vinner	מנצח	vinne	N;MASC;SG	N;INDF;MASC;SG
מנצח	win	מנצח	win	N;MASC;SG	N
משא	frakt	משא	frakt	N;MASC;SG	N;INDF;MASC;SG
ביטול	avbryte	ביטול	avbryte	N;MASC;SG	N;INDF;NEUT;SG
ביטול	avlyse	ביטול	avlyse	N;MASC;SG	N;INDF;NEUT;SG
הגדרה	definisjon	הגדרה	definisjon	N;FEM;SG	N;INDF;MASC;SG
הגדרה	oppsett	הגדרה	oppsetje	N;FEM;SG	N;INDF;MASC;SG
הגדרה	konfigurasjon	הגדרה	konfigurasjon	N;FEM;SG	N;INDF;MASC;SG
הגדרה	konfigurering	הגדרה	konfigurering	N;FEM;SG	N;INDF;FEM;SG
הגדרה	innstilling	הגדרה	innstilling	N;FEM;SG	N;INDF;FEM;SG
הגדרה	innstillingen	הגדרה	innstilling	N;FEM;SG	N;DEF;MASC;SG
מביא	bringer	הביא	bringe	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
מביא	bringer	הביא	bringe	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
הסתיימה	endte	הסתיים	ende	V;FEM;SG;3;PST	V;IND;PST;FIN
הסתיימה	fullførte	הסתיים	fullføre	V;FEM;SG;3;PST	V;IND;PST;FIN
הישגים	bragder	הישג	bragd	N;MASC;PL	N;INDF;FEM;PL
אוהב	liker	אהב	like	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
אוהב	likar	אהב	like	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
אוהב	liker	אהב	like	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
תעשיית	industri	תעשייה	industri	N;FEM;SG	N;INDF;MASC;SG
תעשיית	bransje	תעשייה	bransje	N;FEM;SG	N;INDF;MASC;SG
נוף	landskap	נוף	landskap	N;MASC;SG	N;INDF;NEUT;SG
נוף	liggende	נוף	liggende	N;MASC;SG	N;INDF;MASC;SG
מצאתי	fann	מצא	finne	V;SG;1;PST;ACT	V;IND;PST;FIN
מצאתי	fant	מצא	finne	V;SG;1;PST;ACT	V;IND;PST;FIN
דלק	drivstoff	דלק	drivstoff	N;MASC;SG	N;INDF;NEUT;SG
דלק	bensin	דלק	bensin	N;MASC;SG	N;INDF;MASC;SG
דלק	bensin	דלק	bensin	N;MASC;SG	N;INDF;MASC;SG
דלק	gass	דלק	gass	N;MASC;SG	N;INDF;MASC;SG
להחזיר	hente	החזיר	hente	V;NFIN;ACT	V;NFIN
מוביל	fører	הוביל	føre	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
אופרה	opera	אופרה	opera	N;FEM;SG	N;INDF;MASC;SG
אופרה	operaen	אופרה	opera	N;FEM;SG	N;DEF;MASC;SG
אופרה	oprah	אופרה	oprah	N;FEM;SG	N;INDF;MASC;SG
מכוניות	cars	מכונית	cars	N;FEM;PL	N
מכוניות	biler	מכונית	bile	N;FEM;PL	N;INDF;MASC;PL
מכוניות	biler	מכונית	bile	N;FEM;PL	N;INDF;MASC;PL
חלוקה	divisjon	חלוקה	divisjon	N;FEM;SG	N;INDF;MASC;SG
חלוקה	partisjon	חלוקה	partisjon	N;FEM;SG	N;INDF;MASC;SG
הבדל	forskjell	הבדל	forskjell	N;MASC;SG	N;INDF;MASC;SG
עיתונאי	journalist	עיתונאי	journalist	N;MASC;SG	N;INDF;MASC;SG
בוקר	morgon	בוקר	morgon	N;MASC;SG	N;INDF;MASC;SG
בוקר	morgen	בוקר	morg	N;MASC;SG	N;DEF;MASC;SG
בוקר	formiddag	בוקר	formiddag	N;MASC;SG	N;INDF;MASC;SG
בוקר	morning	בוקר	morning	N;MASC;SG	N;INDF;FEM;SG
מוחלט	absolutt	מוחלט	absolutt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
אחריות	garanti	אחריות	garanti	N;FEM;SG	N;INDF;MASC;SG
אחריות	garantien	אחריות	garanti	N;FEM;SG	N;DEF;MASC;SG
אחריות	ansvar	אחריות	ansvar	N;FEM;SG	N;INDF;NEUT;SG
אחריות	ansvar	אחריות	ansvar	N;FEM;SG	N;INDF;NEUT;SG
תופעות	fenomener	תופעה	fenomen	N;FEM;PL	N;INDF;MASC;PL
תגובה	kommentar	תגובה	kommentar	N;FEM;SG	N;INDF;MASC;SG
תגובה	reaksjon	תגובה	reaksjon	N;FEM;SG	N;INDF;MASC;SG
תגובה	respons	תגובה	respons	N;FEM;SG	N;INDF;MASC;SG
להרחיב	utvider	הרחיב	utvide	V;NFIN;ACT	V;IND;PRS;FIN
להרחיב	utvide	הרחיב	utvide	V;NFIN;ACT	V;NFIN
ניצב	politisjef	ניצב	politisjef	N;MASC;SG	N;INDF;MASC;SG
ניצב	kommissær	ניצב	kommissær	N;MASC;SG	N;INDF;MASC;SG
מפיק	produsenter	מפיק	produsenter	N;MASC;SG	N;INDF;NEUT;SG
מפיק	produsent	מפיק	produsent	N;MASC;SG	N;INDF;MASC;SG
מפיק	produsenten	מפיק	produsent	N;MASC;SG	N;DEF;MASC;SG
סבא	farfar	סבא	farf	N;MASC;SG	N;INDF;MASC;SG
סבא	bestefar	סבא	bestefar	N;MASC;SG	N;INDF;MASC;SG
סבא	farfar	סבא	farf	N;MASC;SG	N;INDF;MASC;SG
סבא	farfaren	סבא	farfar	N;MASC;SG	N;DEF;MASC;SG
סבא	bestefar	סבא	bestefar	N;MASC;SG	N;INDF;MASC;SG
קצינים	betjenter	קצין	betjenter	N;MASC;PL	N;INDF;FEM;PL
קצינים	offiserene	קצין	offiser	N;MASC;PL	N;DEF;FEM;PL
לייצר	produserer	ייצר	produsere	V;NFIN;ACT	V;IND;PRS;FIN
לייצר	produsere	ייצר	produsere	V;NFIN;ACT	V;NFIN
הסתיים	endte	הסתיים	ende	V;MASC;SG;3;PST	V;IND;PST;FIN
הסתיים	fullførte	הסתיים	fullføre	V;MASC;SG;3;PST	V;IND;PST;FIN
הנוכחית	gjeldende	הנוכחית	gjeldende	N	N;INDF;MASC;SG
הנוכחית	nåværende	הנוכחית	nåværende	N	N;INDF;NEUT;SG
מומלץ	anbefalt	מומלץ	anbefal	ADJ;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
כיסוי	dekke	כיסוי	dekke	N;MASC;SG	N;INDF;NEUT;SG
כיסוי	cover	כיסוי	cove	N;MASC;SG	N;INDF;MASC;SG
כיסוי	deksel	כיסוי	deksel	N;MASC;SG	N;INDF;NEUT;SG
כיסוי	dekk	כיסוי	dekk	N;MASC;SG	N;INDF;NEUT;SG
כיסוי	dekning	כיסוי	dekning	N;MASC;SG	N;INDF;FEM;SG
כיסוי	dekningen	כיסוי	dekning	N;MASC;SG	N;DEF;MASC;SG
כיסוי	overlegg	כיסוי	overlegg	N;MASC;SG	N;INDF;MASC;SG
הובילה	førte	הוביל	føre	V;FEM;SG;3;PST;ACT	V;IND;PST;FIN
מבחן	test	מבחן	test	N;MASC;SG	N;INDF;MASC;SG
מפלגה	parti	מפלגה	parti	N;FEM;SG	N;INDF;NEUT;SG
מפלגה	fest	מפלגה	fest	N;FEM;SG	N;INDF;MASC;SG
מפלגה	feste	מפלגה	feste	N;FEM;SG	N;INDF;NEUT;SG
מפלגה	party	מפלגה	party	N;FEM;SG	N;INDF;NEUT;SG
גאוגרפיה	geografi	גאוגרפיה	geografi	N;FEM;SG	N;INDF;MASC;SG
קבועה	permanent	קבוע	permanent	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
קבועה	konstant	קבוע	konstant	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
המורדים	rebell	המורד	rebell	N	N;INDF;MASC;SG
המורדים	opprører	המורד	opprøre	N	N;INDF;FEM;PL
המורדים	rebel	המורד	rebel	N	N;INDF;MASC;SG
לתאר	beskriver	תיאר	beskrive	V;NFIN;ACT	V;IND;PRS;FIN
לתאר	beskrive	תיאר	beskrive	V;NFIN;ACT	V;NFIN
לתאר	beskriv	תיאר	beskriv	V;NFIN;ACT	V;IND;PRS;FIN
לנצח	vinne	ניצח	vinne	V;NFIN;ACT	V;NFIN
לנצח	vinn	ניצח	vinne	V;NFIN;ACT	V;IND;PRS;FIN
עומדת	står	עמד	stå	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN
היקף	omkrets	היקף	omkrets	N;MASC;SG	N;INDF;MASC;SG
היקף	omkrets	היקף	omkrets	N;MASC;SG	N;INDF;MASC;SG
חשמלי	elektrisk	חשמל	elektrisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
מאמין	trø	האמין	trø	V;MASC;SG;V.PTCP;ACT	V;IMP;FIN
קפה	kaffe	קפה	kaffe	N;MASC;SG	N;INDF;MASC;SG
סיבות	reasons	סיבה	reasons	N;FEM;PL	N
סיבות	årsaker	סיבה	årsak	N;FEM;PL	N;INDF;FEM;PL
סיבות	grunner	סיבה	grunn	N;FEM;PL	N;INDF;FEM;PL
סיבות	forårsaker	סיבה	forårsak	N;FEM;PL	N;INDF;FEM;PL
סיבות	saker	סיבה	sak	N;FEM;PL	N;INDF;FEM;PL
סיבות	årsaker	סיבה	årsak	N;FEM;PL	N;INDF;FEM;PL
התייחסות	referanse	התייחסות	referanse	N;FEM;SG	N;INDF;MASC;SG
שחרור	frigi	שחרור	frigi	N;MASC;SG	N;INDF;NEUT;SG
שחרור	slipp	שחרור	slipp	N;MASC;SG	N;INDF;MASC;SG
שחרור	løslatelse	שחרור	løslatels	N;MASC;SG	N;INDF;MASC;SG
שחרור	frigjøring	שחרור	frigjøring	N;MASC;SG	N;INDF;FEM;SG
מימון	finansiering	מימון	finansiering	N;MASC;SG	N;INDF;FEM;SG
מימון	finans	מימון	finans	N;MASC;SG	N;INDF;MASC;SG
משורר	poet	משורר	poet	N;MASC;SG	N;INDF;MASC;SG
משורר	dikter	משורר	dikter	N;MASC;SG	N;INDF;MASC;SG
תומך	støtter	תמך	støtte	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
תומך	støtter	תמך	støtte	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
תומך	støtter	תמך	støtte	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
תומך	tilhenger	תמך	tilhenger	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
דפוס	mønster	דפוס	mønster	N;MASC;SG	N;INDF;NEUT;SG
דפוס	utskrift	דפוס	utskrift	N;MASC;SG	N;INDF;FEM;SG
דפוס	trykking	דפוס	trykking	N;MASC;SG	N;INDF;FEM;SG
מושבים	plasser	מושב	plasse	N;MASC;PL	N;INDF;FEM;PL
משטר	regime	משטר	regime	N;MASC;SG	N;INDF;NEUT;SG
הצעות	tilbudene	הצעה	tilbude	N;FEM;PL	N;DEF;FEM;PL
הגורמים	faktorer	הגורם	faktor	N	N;INDF;FEM;PL
טילים	missilene	טיל	missil	N;MASC;PL	N;DEF;FEM;PL
דונם	acres	דונם	acres	N;MASC;SG	N;INDF;NEUT;SG
מחלה	sykdom	מחלה	sykdom	N;FEM;SG	N;INDF;MASC;SG
מחלה	sykdom	מחלה	sykdom	N;FEM;SG	N;INDF;MASC;SG
עופות	høner	עופה	høne	N;MASC;PL	N;INDF;FEM;PL
עופות	kyllinger	עופה	kylling	N;MASC;PL	N;INDF;MASC;PL
עופות	fugler	עופה	fugle	N;MASC;PL	N;INDF;MASC;PL
קנה	buy	קנה	buy	N;MASC;SG	N
קנה	kjøp	קנה	kjøp	N;MASC;SG	N;INDF;NEUT;SG
גיבור	helt	גיבור	helt	N;MASC;SG	N;INDF;MASC;SG
גיבור	hero	גיבור	hero	N;MASC;SG	N;INDF;MASC;SG
גיבור	helten	גיבור	helt	N;MASC;SG	N;DEF;MASC;SG
ייחודי	unik	ייחודי	unik	ADJ;MASC;SG	ADJ;INDF;SG
ייחודי	unikt	ייחודי	unik	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
עצמאות	uavhengighet	עצמאות	uavhengighet	N;FEM;SG	N;INDF;FEM;SG
עצמאות	independence	עצמאות	independence	N;FEM;SG	N;INDF;MASC;SG
התקבלה	mottok	התקבל	motta	V;FEM;SG;3;PST	V;IND;PST;FIN
הסכמה	konsensus	הסכמה	konsensus	N;FEM;SG	N;INDF;MASC;SG
הסכמה	samtykke	הסכמה	samtykke	N;FEM;SG	N;INDF;NEUT;SG
הסכמה	enighet	הסכמה	enighet	N;FEM;SG	N;INDF;FEM;SG
הסכמה	avtale	הסכמה	avtale	N;FEM;SG	N;INDF;MASC;SG
מחיר	pris	מחיר	pris	N;MASC;SG	N;INDF;MASC;SG
מחיר	kostnad	מחיר	kostnad	N;MASC;SG	N;INDF;MASC;SG
מחיר	koster	מחיר	koster	N;MASC;SG	N;INDF;MASC;SG
צעד	skritt	צעד	skritt	N;MASC;SG	N;INDF;NEUT;SG
צעד	steg	צעד	steg	N;MASC;SG	N;INDF;NEUT;SG
צעד	trinn	צעד	trinn	N;MASC;SG	N;INDF;NEUT;SG
אוצר	skatten	אוצר	skatt	N;MASC;SG	N;DEF;MASC;SG
