esporre	کھلا	esporre	کھل	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
carestia	بھوک	carestia	بھوک	N;FEM;SG	N;NOM;MASC;SG;3
robusta	پختہ	robusto	پختہ	ADJ;FEM;SG	ADJ
robusta	مرتکز	robusto	مرتکز	ADJ;FEM;SG	ADJ
robusta	مضبوط	robusto	مضبوط	ADJ;FEM;SG	ADJ
robusta	قوی	robusto	قوی	ADJ;FEM;SG	ADJ
ballare	اُبھرنا	ballare	اُبھرنا	V;NFIN	V;SG;NFIN;ACT
ballare	اُبھرنا	ballare	اُبھرنا	V;NFIN	V;SG;NFIN;ACT
intersezione	تقاطع	intersezione	تقاطع	N;FEM;SG	N;NOM;MASC;SG;3
monetazione	ایجاد	monetazione	ایجاد	N;FEM;SG	N;NOM;MASC;SG;3
consolidamento	استحکام	consolidamento	استحکام	N;MASC;SG	N;NOM;MASC;SG;3
brava	مناسب	bravo	مناسب	ADJ;FEM;SG	ADJ
brava	اچھا	bravo	اچھا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
brava	مفید	bravo	مفید	ADJ;FEM;SG	ADJ
brava	موافق	bravo	موافق	ADJ;FEM;SG	ADJ
brava	معقول	bravo	معقول	ADJ;FEM;SG	ADJ
brava	دلچسپ	bravo	دلچسپ	ADJ;FEM;SG	ADJ
brava	پُرکشش	bravo	پُرکشش	ADJ;FEM;SG	ADJ
multipli	مخلوط	multiplo	مخلوط	ADJ;MASC;PL	ADJ
multipli	متنوع.	multiplo	متنوع.	ADJ;MASC;PL	ADJ
evacuazione	اخراج	evacuazione	اخراج	N;FEM;SG	N;NOM;MASC;SG;3
irrigazione	آبیاری	irrigazione	آبیاری	N;FEM;SG	N;NOM;MASC;SG;3
crosta	چھلکا	crosta	چھلکا	N;FEM;SG	N;NOM;MASC;SG;3
crosta	قشرارض.	crosta	قشرارض.	N;FEM;SG	N;NOM
criminal	مجرم	criminal	مجرم	N	N;NOM;MASC;SG;3
salon	وضعدار	salon	وضعدار	N;MASC	N
alternativi	متبادل	alternativo	متبادل	ADJ;MASC;PL	ADJ
limitazione	رکاوٹ	limitazione	رکاوٹ	N;FEM;SG	N;NOM;MASC;SG;3
limitazione	مزاحمت	limitazione	مزاحمت	N;FEM;SG	N;NOM;MASC;SG;3
limitazione	پابندی	limitazione	پابندی	N;FEM;SG	N;NOM;MASC;SG;3
limitazione	رکاوٹ	limitazione	رکاوٹ	N;FEM;SG	N;NOM;MASC;SG;3
limitazione	تحدید	limitazione	تحدید	N;FEM;SG	N;NOM;MASC;SG;3
limitazione	مزاحمت	limitazione	مزاحمت	N;FEM;SG	N;NOM;MASC;SG;3
limitazione	معذوری	limitazione	معذوری	N;FEM;SG	N;NOM;MASC;SG;3
tranquillità	خاموشی	tranquillità	خاموشی	N;FEM	N;NOM;MASC;SG;3
tranquillità	ساکن	tranquillità	ساکن	N;FEM	N;NOM;MASC;SG;3
tranquillità	خاموشی	tranquillità	خاموشی	N;FEM	N;NOM;MASC;SG;3
tranquillità	ساکن	tranquillità	ساکن	N;FEM	N;NOM;MASC;SG;3
onesto	مخلصانہ	onesto	مخلصانہ	ADJ;MASC;SG	ADJ
tin	ٹین	tino	ٹین	N	N;NOM;MASC;SG;3
eleganti	امیرانہ	elegante	امیرانہ	ADJ;PL	ADJ
eleganti	ممتاز	elegante	ممتاز	ADJ;PL	ADJ
eleganti	امیرانہ	elegante	امیرانہ	ADJ;PL	ADJ
eleganti	ممتاز	elegante	ممتاز	ADJ;PL	ADJ
tassa	معاوضہ	tassa	معاوضہ	N;FEM;SG	N;NOM;MASC;SG;3
tassa	محصول	tassa	محصول	N;FEM;SG	N;NOM;MASC;SG;3
tassa	مکلف	tassa	مکلف	N;FEM;SG	N;NOM;MASC;SG;3
tassa	ٹیکس	tassa	ٹیکس	N;FEM;SG	N;NOM;MASC;SG;3
tassa	مکلف	tassa	مکلف	N;FEM;SG	N;NOM;MASC;SG;3
tassa	محصول	tassa	محصول	N;FEM;SG	N;NOM;MASC;SG;3
tassa	ٹیکس	tassa	ٹیکس	N;FEM;SG	N;NOM;MASC;SG;3
illegittimo	غلط	illegittimo	غلط	ADJ;MASC;SG	ADJ
illegittimo	ناجائز	illegittimo	ناجائز	ADJ;MASC;SG	ADJ
gru	جرّثقیل.	gru	جرّثقیل.	N;FEM;PL	N
immunità	استثنیٰ.	immunità	استثنیٰ.	N;FEM	N;NOM;MASC;SG;3
sfilata	چوک	sfilata	چوک	N;FEM;SG	N;NOM;MASC;SG;3
maturo	سرخ	maturo	سرخ	ADJ;MASC;SG	ADJ
maturo	بالغ	maturo	بالغ	ADJ;MASC;SG	ADJ
maturo	پختہ	maturo	پختہ	ADJ;MASC;SG	ADJ
maturo	فہمیدہ	maturo	فہمیدہ	ADJ;MASC;SG	ADJ
maturo	سنجیدہ	maturo	سنجیدہ	ADJ;MASC;SG	ADJ
maturo	پختہ	maturo	پختہ	ADJ;MASC;SG	ADJ
maturo	فہمیدہ	maturo	فہمیدہ	ADJ;MASC;SG	ADJ
maturo	سنجیدہ	maturo	سنجیدہ	ADJ;MASC;SG	ADJ
maturo	بالغ	maturo	بالغ	ADJ;MASC;SG	ADJ
zinco	جست	zinco	جست	N;MASC;SG	N;NOM;MASC;SG;3
decesso	موت	decesso	موت	N;MASC;SG	N;NOM;FEM;SG;3
tacito	متصوّر	tacito	متصوّر	ADJ;MASC;SG	ADJ
entusiasta	پُرولولہ	entusiasta	پُرولولہ	ADJ;SG	ADJ
ansia	فکر	ansia	فکر	N;FEM;SG	N;NOM;MASC;SG;3
conseguenti	ظاہر	conseguente	ظاہر	ADJ;PL	ADJ
conseguenti	متوالی.	conseguente	متوالی.	ADJ;PL	ADJ;NOM
covo	کھوہ	covo	کھوہ	N;MASC;SG	N;NOM;MASC;SG;3
approssimazione	مشابہت	approssimazione	مشابہت	N;FEM;SG	N;NOM;MASC;SG;3
approssimazione	قربت	approssimazione	قربت	N;FEM;SG	N;NOM;MASC;SG;3
host	ملائکہ	host	ملائکہ	N;MASC	N;NOM;MASC;SG;3
gong	تمغا	gong	تمغا	N;MASC	N;NOM;MASC;SG;3
signorina	کوتاہی	signorino	کوتاہی	N;FEM;SG	N;NOM;MASC;SG;3
signorina	چوک	signorino	چوک	N;FEM;SG	N;NOM;MASC;SG;3
biondo	بھورے	biondo	بھورا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
supplemento	تعدیل	supplemento	تعدیل	N;MASC;SG	N;NOM;MASC;SG;3
supplemento	تکمیل	supplemento	تکمیل	N;MASC;SG	N;NOM;MASC;SG;3
sperimentare	پرکھنا	sperimentare	پرکھ	V;NFIN	V;SG;NFIN;ACT
sperimentare	آزمانا	sperimentare	آزما	V;NFIN	V;SG;ACT
corrette	مناسب	corretto	مناسب	ADJ;FEM;PL	ADJ
corrette	مناسب	corretto	مناسب	ADJ;FEM;PL	ADJ
corrette	صحیح	corretto	صحیح	ADJ;FEM;PL	ADJ
coupe	پھل	coupe	پھل	N;FEM;SG	N;NOM;MASC;SG;3
costituzionali	آئینی	costituzionale	آئینی	ADJ;PL	ADJ
contraddizione	تنسیخ	contraddizione	تنسیخ	N;FEM;SG	N;NOM;MASC;SG;3
contraddizione	انکار	contraddizione	انکار	N;FEM;SG	N;NOM;MASC;SG;3
contraddizione	تنسیخ	contraddizione	تنسیخ	N;FEM;SG	N;NOM;MASC;SG;3
contraddizione	تردید	contraddizione	تردید	N;FEM;SG	N;NOM;MASC;SG;3
contraddizione	انکار	contraddizione	انکار	N;FEM;SG	N;NOM;MASC;SG;3
contraddizione	تضاد	contraddizione	تضاد	N;FEM;SG	N;NOM;MASC;SG;3
wise	انداز	wise	انداز	N;MASC	N;NOM;MASC;SG;3
wise	طور	wise	طور	N;MASC	N;NOM;MASC;SG;3
wise	طرح	wise	طرح	N;MASC	N;NOM;MASC;SG;3
wise	انداز	wise	انداز	N;MASC	N;NOM;MASC;SG;3
wise	طور	wise	طور	N;MASC	N;NOM;MASC;SG;3
wise	طرح	wise	طرح	N;MASC	N;NOM;MASC;SG;3
stallo	کھوکھا	stallo	کھوکھا	N;MASC;SG	N;NOM;MASC;SG;3
cilindrica	اسطوانی	cilindrico	اسطوانی	ADJ;FEM;SG	ADJ;NOM
conchiglia	صدف	conchiglia	صدف	N;FEM;SG	N;NOM;MASC;SG;3
conchiglia	خول	conchiglia	خول	N;FEM;SG	N;NOM;MASC;SG;3
conchiglia	صدف	conchiglia	صدف	N;FEM;SG	N;NOM;MASC;SG;3
problem	مسئلہ	problem	مسئلہ	N	N;NOM;MASC;SG;3
truffa	دھوکا	truffa	دھوکا	N;FEM;SG	N;NOM;MASC;SG;3
truffa	افواہ	truffa	افواہ	N;FEM;SG	N;NOM;MASC;SG;3
truffa	چکمہ	truffa	چکمہ	N;FEM;SG	N;NOM;MASC;SG;3
elogio	قصیدہ	elogio	قصیدہ	N;MASC;SG	N;NOM;MASC;SG;3
elogio	تعریف	elogio	تعریف	N;MASC;SG	N;NOM;MASC;SG;3
cluster	جھنڈ	cluster	جھنڈ	N;MASC	N;NOM;MASC;SG;3
cluster	یکجا	cluster	یکجا	N;MASC	N;NOM;MASC;SG;3
cluster	جھنڈ	cluster	جھنڈ	N;MASC	N;NOM;MASC;SG;3
cluster	یکجا	cluster	یکجا	N;MASC	N;NOM;MASC;SG;3
discriminazione	تفریق	discriminazione	تفریق	N;FEM;SG	N;NOM;MASC;SG;3
discriminazione	شناخت	discriminazione	شناخت	N;FEM;SG	N;NOM;MASC;SG;3
discriminazione	تمیز	discriminazione	تمیز	N;FEM;SG	N;NOM;MASC;SG;3
assorbita	غرق	assorbire	غرق	V;FEM;SG;PST;V.PTCP	V;ACT
assorbita	محو	assorbire	محو	V;FEM;SG;PST;V.PTCP	V;ACT
reliquia	لاش	reliquiare	لاش	N;FEM;SG	N;NOM;FEM;SG;3
relitto	لاش	relitto	لاش	N;MASC;SG	N;NOM;FEM;SG;3
vittorioso	فاتح	vittorioso	فاتح	ADJ;MASC;SG	ADJ
mid	اوسط	mid	اوسط	N	N;NOM;MASC;SG;3
primitive	اصلی	primitivo	اصلی	ADJ;FEM;PL	ADJ
primitive	ناپختہ.	primitivo	ناپختہ.	ADJ;FEM;PL	ADJ
sereno	کھلی	sereno	کھلا	ADJ;MASC;SG	ADJ;FEM
sereno	خاموش	sereno	خاموش	ADJ;MASC;SG	ADJ
vizio	عادت	vizio	عادت	N;MASC;SG	N;NOM;FEM;SG;3
vizio	فسق	vizio	فسق	N;MASC;SG	N;NOM;MASC;SG;3
vizio	عیب	vizio	عیب	N;MASC;SG	N;NOM;MASC;SG;3
maledetto	مقہور.	maledetto	مقہور.	ADJ;MASC;SG	ADJ
maledetto	مقہور.	maledetto	مقہور.	ADJ;MASC;SG	ADJ
corretti	مناسب	corretto	مناسب	ADJ;MASC;PL	ADJ
corretti	مناسب	corretto	مناسب	ADJ;MASC;PL	ADJ
corretti	صحیح	corretto	صحیح	ADJ;MASC;PL	ADJ
caricatore	ڈش	caricatore	ڈش	N;MASC;SG	N;NOM;MASC;SG;3
caricatore	کیمرے	caricatore	کیمرا	N;MASC;SG	N;NOM;MASC;SG;3
trial	دشواریاں	trial	دشواری	N;MASC	N;NOM;MASC;PL;3
trial	مقدمہ	trial	مقدمہ	N;MASC	N;NOM;MASC;SG;3
trial	آزمائش	trial	آزمائش	N;MASC	N;NOM;MASC;SG;3
trial	دشواریاں	trial	دشواری	N;MASC	N;NOM;MASC;PL;3
trial	جانچ	trial	جانچ	N;MASC	N;NOM;MASC;SG;3
trial	مقدمہ	trial	مقدمہ	N;MASC	N;NOM;MASC;SG;3
terribili	شرمندہ.	terribile	شرمندہ.	ADJ;PL	ADJ
informale	معمولی	informale	معمولی	ADJ;SG	ADJ
rotondo	اسطوانی	rotondo	اسطوانی	ADJ;MASC;SG	ADJ;NOM
rotondo	اسطوانی	rotondo	اسطوانی	ADJ;MASC;SG	ADJ;NOM
dossier	کاغذات	dossier	کاغذہ	N;MASC	N;NOM;MASC;PL;3
pilot	رہبر	pilot	رہبر	N	N;NOM;MASC;SG;3
immensa	زبردست	immenso	زبردست	ADJ;FEM;SG	ADJ
etico	پسندیدہ	etico	پسندیدہ	ADJ;MASC;SG	ADJ
riservate	بچاکر	riservare	بچاکر	V;FEM;PL;PST;V.PTCP	V;ACT
mite	کمزور	mita	کمزور	ADJ;SG	ADJ
mite	کمزور	mita	کمزور	ADJ;SG	ADJ
mite	ہلکا	mita	ہلکا	ADJ;SG	ADJ;NOM;MASC;SG
vergogna	غیرت	vergogna	غیرت	N;FEM;SG	N;NOM;MASC;SG;3
vergogna	شرم	vergogna	شرم	N;FEM;SG	N;NOM;MASC;SG;3
vergogna	غیرت	vergogna	غیرت	N;FEM;SG	N;NOM;MASC;SG;3
mortal	ڈر	mortal	ڈر	N;MASC;SG	N;NOM;MASC;SG;3
mortal	ڈر	mortal	ڈر	N;MASC;SG	N;NOM;MASC;SG;3
premessa	موقوف	premessa	موقوف	N;FEM;SG	N;NOM;MASC;SG;3
montare	لگانا.	montare	لگان	V;NFIN	V;MASC;SG;NFIN;ACT
montare	ٹکانا	montare	ٹکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
montare	چڑھائی	montare	چڑھا	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
lone	مہجور	lona	مہجور	N	N;NOM;MASC;SG;3
merce	تجارت	merce	تجارت	N;FEM;SG	N;NOM;MASC;SG;3
conformità	لچک	conformità	لچک	N;FEM	N;NOM;MASC;SG;3
conformità	لچک	conformità	لچک	N;FEM	N;NOM;MASC;SG;3
conformità	تعمیل	conformità	تعمیل	N;FEM	N;NOM;MASC;SG;3
conformità	مشابہت	conformità	مشابہت	N;FEM	N;NOM;MASC;SG;3
conformità	تقلید.	conformità	تقلید.	N;FEM	N;NOM;MASC;SG;3
conformità	مطابقت.	conformità	مطابقت.	N;FEM	N
legittimità	استحقاق	legittimità	استحقاق	N;FEM	N;NOM;MASC;SG;3
legittimità	جواز	legittimità	جواز	N;FEM	N;NOM;MASC;SG;3
riempire	بھرنا	riempire	بھر	V;NFIN	V;SG;NFIN;ACT
farmer	کاشتکار	farmer	کاشتکار	N	N;NOM;MASC;SG;3
divano	صوفہ	divare	صوفہ	N;MASC;SG	N;NOM;MASC;SG;3
divano	صوفہ	divare	صوفہ	N;MASC;SG	N;NOM;MASC;SG;3
coraggioso	باہمت	coraggioso	باہمت	ADJ;MASC;SG	ADJ
intestino	امعائ.	intestino	امعائ.	N;MASC;SG	N;NOM;MASC;SG;3
intimo	ذاتی	intimo	ذاتی	ADJ;MASC;SG	ADJ
intimo	لازمی	intimo	لازمی	ADJ;MASC;SG	ADJ
intimo	فطری	intimo	فطری	ADJ;MASC;SG	ADJ
intimo	ذاتی	intimo	ذاتی	ADJ;MASC;SG	ADJ
intimo	لازمی	intimo	لازمی	ADJ;MASC;SG	ADJ
intimo	مانوس	intimo	مانوس	ADJ;MASC;SG	ADJ
intimo	فطری	intimo	فطری	ADJ;MASC;SG	ADJ
output	نتیجہ	output	نتیجہ	N;MASC	N;NOM;MASC;SG;3
output	طاقت	output	طاقت	N;MASC	N;NOM;FEM;SG;3
fiato	دم	fiato	دم	N;MASC;SG	N;NOM;MASC;SG;3
sistematico	عادی	sistematico	عادی	ADJ;MASC;SG	ADJ
sistematico	باقاعدہ	sistematico	باقاعدہ	ADJ;MASC;SG	ADJ
schermata	آڑ	schermare	آڑ	N;FEM;SG	N;NOM;MASC;SG;3
usura	رگڑجانا.	usura	رگڑجاناؤ	N;FEM;SG	N;NOM;MASC;SG;3
usura	رگڑجانا.	usura	رگڑجاناؤ	N;FEM;SG	N;NOM;MASC;SG;3
tutore	محافظ	tutore	محافظ	N;MASC;SG	N;NOM;MASC;SG;3
tutore	مدافعت	tutore	مدافعت	N;MASC;SG	N;NOM;MASC;SG;3
tutore	ہدایت	tutore	ہدایت	N;MASC;SG	N;NOM;FEM;SG;3
rifiutare	ردکرنا	rifiutare	ردکرنا	V;NFIN	V;NFIN;ACT
rifiutare	ماننے	rifiutare	مان	V;NFIN	V;ACC;NFIN
biologici	منظم	biologico	منظم	ADJ;MASC;PL	ADJ
biologici	موروثی	biologico	موروثی	ADJ;MASC;PL	ADJ
biologici	آئینی	biologico	آئینی	ADJ;MASC;PL	ADJ
biologici	مربوط	biologico	مربوط	ADJ;MASC;PL	ADJ
ninfa	پہاڑ	ninfa	پہاڑ	N;FEM;SG	N;NOM;MASC;SG;3
attico	سائبان	attico	سائبان	N;MASC;SG	N;NOM;MASC;SG;3
lontananza	گریز	lontananza	گریز	N;FEM;SG	N;NOM;MASC;SG;3
lontananza	گریز	lontananza	گریز	N;FEM;SG	N;NOM;MASC;SG;3
lontananza	دوری	lontananza	دوری	N;FEM;SG	N;NOM;FEM;SG;3
lontananza	فصل	lontananza	فصل	N;FEM;SG	N;NOM;MASC;SG;3
lontananza	تفاوت	lontananza	تفاوت	N;FEM;SG	N;NOM;MASC;SG;3
disprezzo	مذمت	disprezzo	مذمت	N;MASC;SG	N;NOM;MASC;SG;3
disprezzo	حقارت	disprezzo	حقارت	N;MASC;SG	N;NOM;MASC;SG;3
disprezzo	رسوائی.	disprezzo	رسوائی.	N;MASC;SG	N;NOM;MASC;SG;3
disprezzo	حقارت	disprezzo	حقارت	N;MASC;SG	N;NOM;MASC;SG;3
disprezzo	تحقیر	disprezzo	تحقیر	N;MASC;SG	N;NOM;MASC;SG;3
sacca	کثرت	saccare	کثرت	N;FEM;SG	N;NOM;MASC;SG;3
durezza	صلابت	durezza	صلابت	N;FEM;SG	N;NOM;MASC;SG;3
durezza	سختی	durezza	سختی	N;FEM;SG	N;NOM;MASC;SG;3
trasparenza	شفافیت	trasparenza	شفافیت	N;FEM;SG	N;NOM;MASC;SG;3
smile	مسکراہٹ	smile	مسکراہٹ	N;MASC	N;NOM;MASC;SG;3
smile	خوشنودی	smile	خوشنودی	N;MASC	N;NOM;MASC;SG;3
governante	مکان	governante	مکان	N;SG	N;NOM;MASC;SG;3
large	ضخیم	large	ضخیم	N;MASC;SG	N;NOM;MASC;SG;3
large	ضخیم	large	ضخیم	N;MASC;SG	N;NOM;MASC;SG;3
cospirazione	سازش	cospirazione	سازش	N;FEM;SG	N;NOM;FEM;SG;3
bellissimo	عمدہ	bello	عمدہ	ADJ;AB;MASC;SG	ADJ
bellissimo	اعلیٰ	bello	اعلیٰ	ADJ;AB;MASC;SG	ADJ
bellissimo	خوبصورت	bello	خوبصورت	ADJ;AB;MASC;SG	ADJ
sfidare	کٹھن	sfidare	کٹھن	V;NFIN	V;ACT
attitudine	مناسبت	attitudine	مناسبت	N;FEM;SG	N;NOM;MASC;SG;3
accuratezza	صداقت	accuratezza	صداقت	N;FEM;SG	N;NOM;MASC;SG;3
accuratezza	صحت	accuratezza	صحت	N;FEM;SG	N;NOM;FEM;SG;3
pen	کلک	pen	کلک	N	N;NOM;MASC;SG;3
pen	گایوں	pen	گایوں	N	N;ACC;MASC;PL;3
pen	کلک	pen	کلک	N	N;NOM;MASC;SG;3
pen	گایوں	pen	گایوں	N	N;ACC;MASC;PL;3
urla	چیخ	urlo	چیخ	V;IND;SG;3;PRS;FIN	V;ACT
urla	پکار	urlo	پکار	V;IND;SG;3;PRS;FIN	V;SG;ACT
urla	چلّانا	urlo	چلّانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
urla	چیخنا	urlo	چیخنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
costruttiva	مفید	costruttivo	مفید	ADJ;FEM;SG	ADJ
costruttiva	مثبت	costruttivo	مثبت	ADJ;FEM;SG	ADJ
costruttiva	ماخوذ	costruttivo	ماخوذ	ADJ;FEM;SG	ADJ
costruttiva	معاون	costruttivo	معاون	ADJ;FEM;SG	ADJ
negare	ماننے	negare	مان	V;NFIN	V;ACC;NFIN
succo	خلاصہ	succo	خلاصہ	N;MASC;SG	N;NOM;MASC;SG;3
succo	رس	succo	رس	N;MASC;SG	N;NOM;MASC;SG;3
succo	خلاصہ	succo	خلاصہ	N;MASC;SG	N;NOM;MASC;SG;3
autentico	اصلی	autentico	اصلی	ADJ;MASC;SG	ADJ
gala	جشن	gala	جشن	N;FEM;SG	N;NOM;MASC;SG;3
dodge	زبردستی	dodere	زبردستی	N;MASC	N;NOM;MASC;SG;3
evolve	کھولنا	evolvere	کھول	V;IND;SG;3;PRS;FIN	V;NFIN
umile	فروتنی	umile	فروتنی	ADJ;SG	ADJ
umile	معمولی	umile	معمولی	ADJ;SG	ADJ
allargamento	توسیع	allargamento	توسیع	N;MASC;SG	N;NOM;MASC;SG;3
insolita	انوکھا	insolito	انوکھا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
insolita	غیرمعمولی	insolito	غیرمعمولی	ADJ;FEM;SG	ADJ
reciproco	مشترک.	reciproco	مشترک.	ADJ;MASC;SG	ADJ
reciproco	باہمی	reciproco	باہمی	ADJ;MASC;SG	ADJ
reciproco	مشترک.	reciproco	مشترک.	ADJ;MASC;SG	ADJ
reciproco	جوابی	reciproco	جوابی	ADJ;MASC;SG	ADJ
reciproco	تکمیلی	reciproco	تکمیلی	ADJ;MASC;SG	ADJ
reciproco	جوابی	reciproco	جوابی	ADJ;MASC;SG	ADJ
reciproco	تکمیلی	reciproco	تکمیلی	ADJ;MASC;SG	ADJ
reciproco	باہمی	reciproco	باہمی	ADJ;MASC;SG	ADJ
clandestina	مخفی	clandestino	مخفی	ADJ;FEM;SG	ADJ
clandestina	پوشیدہ	clandestino	پوشیدہ	ADJ;FEM;SG	ADJ
clandestina	مخفی	clandestino	مخفی	ADJ;FEM;SG	ADJ
clandestina	پوشیدہ	clandestino	پوشیدہ	ADJ;FEM;SG	ADJ
sad	حقیر	sad	حقیر	N;MASC;SG	N;NOM;MASC;SG;3
sad	حقیر	sad	حقیر	N;MASC;SG	N;NOM;MASC;SG;3
deformazione	انحراف	deformazione	انحراف	N;FEM;SG	N;NOM;MASC;SG;3
insolito	انوکھا	insolito	انوکھا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
insolito	غیرمعمولی	insolito	غیرمعمولی	ADJ;MASC;SG	ADJ
magra	چھوٹا	magro	چھوٹا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
magra	تیز	magro	تیز	ADJ;FEM;SG	ADJ
magra	مختصر	magro	مختصر	ADJ;FEM;SG	ADJ
magra	کمزور	magro	کمزور	ADJ;FEM;SG	ADJ
magra	ہلکے	magro	ہلکا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
magra	کمزور	magro	کمزور	ADJ;FEM;SG	ADJ
magra	ہلکے	magro	ہلکا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
bravi	مناسب	bravo	مناسب	ADJ;MASC;PL	ADJ
bravi	مفید	bravo	مفید	ADJ;MASC;PL	ADJ
bravi	موافق	bravo	موافق	ADJ;MASC;PL	ADJ
bravi	معقول	bravo	معقول	ADJ;MASC;PL	ADJ
bravi	دلچسپ	bravo	دلچسپ	ADJ;MASC;PL	ADJ
bravi	پُرکشش	bravo	پُرکشش	ADJ;MASC;PL	ADJ
saccheggio	نفع	saccheggio	نفع	N;MASC;SG	N;NOM;MASC;SG;3
saw	کہاوت	essere	کہاوت	N;MASC;SG	N;NOM;MASC;SG;3
saw	کہاوت	essere	کہاوت	N;MASC;SG	N;NOM;MASC;SG;3
geometrica	ہموار	geometrico	ہموار	ADJ;FEM;SG	ADJ
chemical	جز	chemical	جز	N;FEM;SG	N;NOM;MASC;SG;3
proclama	کرنا	proclamare	کر	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
busta	غلاف	busta	غلاف	N;FEM;SG	N;NOM;MASC;SG;3
convergenza	ارتکاز	convergenza	ارتکاز	N;FEM;SG	N;NOM;MASC;SG;3
direct	اشارے	direct	اشارہ	N	N;NOM;MASC;SG;3
direct	انتظام	direct	انتظام	N	N;NOM;MASC;SG;3
arch	کمان	arch	کمان	N;MASC	N;NOM;MASC;SG;3
arch	شریر	arch	شریر	N;MASC	N;NOM;MASC;SG;3
devoto	متقی	devoto	متقی	ADJ;MASC;SG	ADJ
decorativo	آرائشی	decorativo	آرائشی	ADJ;MASC;SG	ADJ
matrix	قالب	matrix	قالب	N;MASC	N;NOM;MASC;SG;3
matrix	قالب	matrix	قالب	N;MASC	N;NOM;MASC;SG;3
vitamina	وٹامن	vitamina	وٹامن	N;FEM;SG	N;NOM;MASC;SG;3
vitamina	وٹامن	vitamina	وٹامن	N;FEM;SG	N;NOM;MASC;SG;3
delicata	شائستہ(	delicato	شائستہ(	ADJ;FEM;SG	ADJ;NOM
delicata	ہلکا	delicato	ہلکا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
delicata	شائستہ(	delicato	شائستہ(	ADJ;FEM;SG	ADJ;NOM
estraneo	ناآزمودہ	estraneo	ناآزمودہ	ADJ;MASC;SG	ADJ
estraneo	غیرمتخصص	estraneo	غیرمتخصص	ADJ;MASC;SG	ADJ
estraneo	غیر	estraneo	غیر	ADJ;MASC;SG	ADJ
estraneo	غیر	estraneo	غیر	ADJ;MASC;SG	ADJ
intuizione	وجدان	intuizione	وجدان	N;FEM;SG	N;NOM;MASC;SG;3
intuizione	اشارہ	intuizione	اشارہ	N;FEM;SG	N;NOM;MASC;SG;3
intuizione	اندازہ	intuizione	اندازہ	N;FEM;SG	N;NOM;MASC;SG;3
corsia	پتلا	corsia	پتلا	N;FEM;SG	N;NOM;MASC;SG;3
corsia	پتلا	corsia	پتلا	N;FEM;SG	N;NOM;MASC;SG;3
frizione	تصادم	frizione	تصادم	N;FEM;SG	N;NOM;MASC;SG;3
frizione	مزاحمت	frizione	مزاحمت	N;FEM;SG	N;NOM;MASC;SG;3
coltivare	سنوارنا	coltivare	سنوار	V;NFIN	V;MASC;SG;NFIN;ACT
farmacia	دواخانہ	farmacia	دواخانہ	N;FEM;SG	N;NOM;MASC;SG;3
intelletto	عقل	intelletto	عقل	N;MASC;SG	N;NOM;MASC;SG;3
disgrazia	شے	disgrazia	شے	N;FEM;SG	N;NOM;FEM;SG;3
disgrazia	شے	disgrazia	شے	N;FEM;SG	N;NOM;FEM;SG;3
disgrazia	خواری	disgrazia	خواری	N;FEM;SG	N;NOM;MASC;SG;3
stimoli	جوش	stimolare	جوش	N;MASC;SG	N;NOM;MASC;SG;3
stimoli	ابھار	stimolare	ابھار	N;MASC;SG	N;NOM;MASC;SG;3
hub	مرکز	hub	مرکز	N;MASC	N;NOM;MASC;SG;3
hub	محور	hub	محور	N;MASC	N;NOM;MASC;SG;3
hub	دلچسپی	hub	دلچسپی	N;MASC	N;NOM;MASC;SG;3
enfasi	زور	enfasi	زور	N;FEM	N;NOM;MASC;SG;3
enfasi	بیان	enfasi	بیان	N;FEM	N;NOM;MASC;SG;3
enfasi	سختی	enfasi	سختی	N;FEM	N;NOM;MASC;SG;3
estrarre	اکھاڑنا	estrarre	اکھاڑنا	V;NFIN	V;NFIN;ACT
estrarre	اکھاڑنا	estrarre	اکھاڑنا	V;NFIN	V;NFIN;ACT
colt	کھلاڑی	colt	کھلاڑی	N	N;NOM;MASC;SG;3
colt	کھلاڑی	colt	کھلاڑی	N	N;NOM;MASC;SG;3
quantitativo	بڑی	quantitativo	بڑی	ADJ;MASC;SG	ADJ;FEM
quantitativo	خاصی	quantitativo	خاصی	ADJ;MASC;SG	ADJ
portamento	برداشت	portamento	برداشت	N;MASC;SG	N;NOM;FEM;SG;3
portamento	سہارا	portamento	سہارا	N;MASC;SG	N;NOM;MASC;SG;3
ton	وضعدار	ton	وضعدار	N	N
fusa	خُرخُراہٹ.	fusa	خُرخُراہٹ.	ADJ;FEM;SG	ADJ
