задняя	zadní	задний	zadní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
вступление	úvod	вступление	úvod	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
существо	stvoření	существо	stvoření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
открытая	otevřít	открыть	otevřít	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	V;POS;NFIN
единство	jednota	единство	jednota	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
восьмой	osmá	восьмой	osmý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
восьмой	osmé	восьмой	osmý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
восьмой	osmý	восьмой	osmý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
столкновение	kolize	столкновение	kolize	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
столкновение	srážka	столкновение	srážka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
столкновение	střet	столкновение	střet	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
батарея	baterie	батарея	baterie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
оценил	ocenil	оценить	ocenit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
топливо	palivo	топливо	palivo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
зенит	zenit	зенить	zenit	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
зенит	zenith	зенить	zenit	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кристаллическая	krystalický	кристаллический	krystalický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
снятие	zvedání	снятие	zvedání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
снятие	odstoupení	снятие	odstoupení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
снятие	odejmutí	снятие	odejmutí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
снятие	odebrání	снятие	odebrání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
снятие	stažení	снятие	stažení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
прекращения	ukončení	прекращение	ukončení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
купил	koupil	купить	koupit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
купил	koupil	купить	koupit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
срочно	naléhavě	срочно	naléhavě	ADV	ADV;POS
похожие	podobné	похожий	podobný	ADJ;NOM;PL	ADJ;NOM;NEUT;PL;POS
похожие	obdobné	похожий	obdobný	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
врачи	lékaři	врач	lékař	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
врачи	doktoři	врач	doktor	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
врачи	lékaři	врач	lékař	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
глубину	hloubku	глубина	hloubka	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
собирать	sbírat	собирать	sbírat	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
собирать	shromažďovat	собирать	shromažďovat	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
уникальный	jedinečný	уникальный	jedinečný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
уникальный	unikátní	уникальный	unikátní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
уникальный	jedinečná	уникальный	jedinečný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
уникальный	jedinečné	уникальный	jedinečný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
павловна	pavlovna	павловна	pavlovna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
массачусетс	massachusetts	массачусетс	massachusetts	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
мостов	mostů	мост	most	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
миллион	milion	миллион	milión	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
комнаты	místnosti	комната	místnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
комнаты	pokoje	комната	pokoj	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
ралли	rally	ралли	rall	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
ралли	shromáždění	ралли	shromáždění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ралли	rallye	ралли	rallye	N;INAN;NOM;NEUT;SG	N;FEM;POS
сократить	zkrátit	сократить	zkrátit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
сократить	omezit	сократить	omezit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
сократить	snížit	сократить	snížit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
стрельба	zastřelení	стрельба	zastřelení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
стрельба	střelba	стрельба	střelba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
стрельба	střílení	стрельба	střílení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
стрельба	střelba	стрельба	střelba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
раскопки	vykopávky	раскопка	vykopávka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
раскопки	vykopávky	раскопка	vykopávka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
корпорация	korporace	корпорация	korporace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
корпорация	corporation	корпорация	corporation	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;POS
австрийская	rakouský	австрийский	rakouský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
австрийская	rakouské	австрийский	rakouský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
вершина	vrchol	вершина	vrchol	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
перестал	zastavil	перестать	zastavit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
перестал	přestalo	перестать	přestat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NEUT;SG;POS;PST;V.PTCP;ACT
перестал	přestal	перестать	přestat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
стрелок	střelec	стрелок	střelec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
стрелок	pistolník	стрелок	pistolník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
стрелок	střelec	стрелок	střelec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
региональный	oblastní	региональный	oblastní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
региональный	regionální	региональный	regionální	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
резиденция	sídlo	резиденция	sídlo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
резиденция	bydliště	резиденция	bydliště	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
резиденция	rezidence	резиденция	rezidence	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
катание	bruslení	катание	bruslení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
католицизм	katolictví	католицизм	katolictví	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
эпитет	epiteton	эпитет	epiteton	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
изготовление	výroba	изготовление	výroba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
изготовление	výroba	изготовление	výroba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
изготовление	dělání	изготовление	dělání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
пользователи	uživatelé	пользователь	uživatel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
христиане	křesťané	христианин	křesťan	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
рнк	rna	рнк	rna	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
мифы	mýty	миф	mýtus	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
глубины	hloubky	глубина	hloubka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
глубины	hloubky	глубина	hloubka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ногу	nohu	нога	noha	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
ногу	nohu	нога	noha	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
страх	strach	страх	strach	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
страх	úžas	страх	úžas	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
интересная	zajímavý	интересный	zajímavý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
интересная	zajímavé	интересный	zajímavý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
интересная	zajímavá	интересный	zajímavý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
заседания	schůzky	заседание	schůzka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
побеждает	vyhraje	побеждать	vyhrát	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
побеждает	vítězí	побеждать	vítězit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
побеждает	vyhrává	побеждать	vyhrávat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
разработчик	vývojář	разработчик	vývojář	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
статуи	sochy	статуя	socha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
активная	aktivní	активный	aktivní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
начальное	primární	начальный	primární	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
вмешательства	zásahy	вмешательство	zásah	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
корона	koruna	корона	koruna	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
корона	corona	корона	corona	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
политиков	politiků	политик	politik	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
разногласия	odlišnosti	разногласие	odlišnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
разногласия	rozdíly	разногласие	rozdíl	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
разногласия	neshody	разногласие	neshoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
разногласия	neshody	разногласие	neshoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
разногласия	neshody	разногласие	neshoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
операторы	operátory	оператор	operátor	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
операторы	operátoři	оператор	operátor	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
операторы	provozovatelé	оператор	provozovatel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
традиционный	tradiční	традиционный	tradiční	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
фонтан	fontána	фонтан	fontaný	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
авторство	autorství	авторство	autorství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ресторан	restaurace	ресторан	restaurace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
углы	rohy	угол	roh	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
углы	úhly	угол	úhel	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
партизаны	partyzáni	партизан	partyzán	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
отчет	zpráva	отчет	zpráva	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
отчет	report	отчет	report	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
отчет	hlášení	отчет	hlášení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
отчет	nahlášení	отчет	nahlášení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
экспорт	export	экспорт	export	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
экспорт	vývoz	экспорт	vývoz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
экспорт	export	экспорт	export	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
экспорт	vývoz	экспорт	vývoz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
экспорт	export	экспорт	export	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
целое	integer	целое	integer	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
фёдоровна	fjodorovna	фёдоровна	fjodorovna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
вещь	věc	вещь	věc	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
вещь	vec	вещь	vec	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
лёгкий	lehké	лёгкий	lehký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
шведская	švédský	шведский	švédský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
шведская	švédská	шведский	švédský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
враг	nepřítel	враг	nepřítel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
наследник	dědic	наследник	dědic	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
наследник	dědice	наследник	dědic	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
коммунистическая	komunistická	коммунистический	komunistický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
коммунистическая	komunistické	коммунистический	komunistický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
широкая	široké	широкий	široký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
широкая	široký	широкий	široký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
широкая	široká	широкий	široký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
широкая	široká	широкий	široký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
широкая	široký	широкий	široký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
широкая	široké	широкий	široký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
мюзикл	muzikál	мюзикл	muzikál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
резерв	rezerva	резерв	rezerva	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
прозвища	přezdívky	прозвище	přezdívka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
безуспешно	neúspěšně	безуспешно	úspěšně	ADV	ADV;NEG
интересный	zajímavý	интересный	zajímavý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
интересный	zajímavé	интересный	zajímavý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
интересный	zajímavá	интересный	zajímavý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
реальные	skutečné	реальный	skutečný	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
теннис	tenis	теннис	tenis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ключи	klíče	ключ	klíč	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ключи	klávesy	ключ	klávesa	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
ключи	klíčky	ключ	klíček	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
лавры	vavříny	лавр	vavřína	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
банды	gangy	банда	gang	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
духовное	duchovní	духовный	duchovní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
духовное	duševní	духовный	duševní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
духовное	spirituální	духовный	spirituální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
славу	slávu	слава	sláva	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
славу	slávu	слава	sláva	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
славу	glory	слава	glor	N;INAN;ACC;FEM;SG	N;FEM;SG;POS
поляна	poljana	поляна	poljan	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
финансирование	financování	финансирование	financování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
финансирование	financování	финансирование	financování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
финансирование	financování	финансирование	financování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
робин	robin	робин	robina	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
угроза	hrozba	угроза	hrozba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
угроза	ohrožení	угроза	ohrožení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
угроза	hrozba	угроза	hrozba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
председатели	křesla	председатель	křeslo	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;PL;POS
председатели	předsedové	председатель	předseda	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
председатели	předsedové	председатель	předseda	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
председатели	prezidenti	председатель	prezident	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
председатели	předsedové	председатель	předseda	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
трагедия	tragédie	трагедия	tragedie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
трагедия	tragédie	трагедия	tragedie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
заседание	relace	заседание	relace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
заседание	sezení	заседание	sezení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
заседание	zasedání	заседание	zasedání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
заседание	setkání	заседание	setkání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
заседание	schůzka	заседание	schůzka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
заседание	schůze	заседание	schůze	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
заседание	zasedání	заседание	zasedání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
заседание	porada	заседание	porada	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
теоретик	teoretik	теоретик	teoretik	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
луки	luky	лук	luk	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
луки	luky	лук	luk	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
советники	poradci	советник	poradce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
советники	poradci	советник	poradce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
гитлер	hitler	гитлер	hitler	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
организмов	organismů	организм	organismus	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
присоединиться	připojit	присоединиться	připojit	V;PFV;NFIN;MID	V;PFV;POS;NFIN
счастье	spokojenost	счастье	spokojenost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
счастье	štěstí	счастье	štěstí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
холл	hala	холл	hala	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
холл	sál	холл	sál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
культ	kult	культ	kult	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
культ	sekta	культ	sekta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
волос	vlasů	волос	vlas	N;INAN;GEN;FEM;PL	N;INAN;GEN;MASC;PL;POS
создатели	tvůrci	создатель	tvůrce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
покрытия	povlaky	покрытие	povlak	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
ферма	farma	ферма	farma	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
ферма	statek	ферма	statek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
условие	stav	условие	stav	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
условие	podmínka	условие	podmínka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
объединять	kombinovat	объединять	kombinovat	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
португальский	portugalské	португальский	portugalský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
португальский	portugalská	португальский	portugalský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
низкий	nízký	низкий	nízký	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
низкий	nízká	низкий	nízký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
никуда	nikam	никуда	nikam	ADV	ADV
никуда	nikde	никуда	nikde	ADV	ADV
древесины	dřeva	древесина	dřevo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL;POS
уменьшить	omezit	уменьшить	omezit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
уменьшить	snížit	уменьшить	snížit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
уменьшить	snížit	уменьшить	snížit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
уменьшить	zmenšit	уменьшить	zmenšit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
типичный	typický	типичный	typický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
типичный	typická	типичный	typický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
типичный	typické	типичный	typický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
геолог	geolog	геолог	geolog	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
дань	hold	дань	hold	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
дань	pocta	дань	pocta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
мозг	mozek	мозг	mozek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
мозг	mozek	мозг	mozek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
бред	brada	бред	brada	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
бред	delirium	бред	delirium	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
дэнни	danny	дэнный	danna	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
секция	úsek	секция	úsek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
секция	oddíl	секция	oddíl	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
секция	sekce	секция	sekce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
десятка	desítka	десяток	desítka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
десятка	tucet	десяток	tucet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
биология	biologie	биология	biologie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
акулы	žraloci	акула	žraloce	N;ANIM;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
сложность	obtíž	сложность	obtíž	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
сложность	složitosti	сложность	složitost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
сложность	složitost	сложность	složitost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
расписание	harmonogram	расписание	harmonogram	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
расписание	rozvrh	расписание	rozvrh	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
расписание	harmonogram	расписание	harmonogram	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
расписание	rozpis	расписание	rozpis	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
разрыв	rozchod	разрыв	rozchod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
разрыв	prasknutí	разрыв	prasknutí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
разрыв	mezera	разрыв	mezera	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
пошла	šel	пойти	jít	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
греки	řekové	грек	řekový	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
греки	řeky	грек	řeka	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL;POS
богослов	teolog	богосл	teolog	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
эволюция	vývoj	эволюция	vývoj	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
эволюция	evoluce	эволюция	evoluce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
леонардо	leonardo	леонардо	leonardo	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
водитель	řidič	водитель	řidič	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
постоянная	trvalý	постоянный	trvalý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
постоянная	trvalá	постоянный	trvalý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
постоянная	permanentní	постоянный	permanentní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
постоянная	trvalé	постоянный	trvalý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
постоянная	stálá	постоянный	stálý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
постоянная	konstantní	постоянный	konstantní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
