gard	gard	gard	gard	N;MASC;SG	N;INDF;MASC+FEM;SG
révolutionnaires	revolutionære	révolutionnaire	revolutionær	ADJ;MASC;PL	ADJ;PL
révolutionnaires	revolutionære	révolutionnaire	revolutionær	ADJ;MASC;PL	ADJ;PL
proportion	andel	proportion	andel	N;FEM;SG	N;INDF;MASC+FEM;SG
palatinat	pfalz	palatinat	pfalz	N;MASC;SG	N;INDF;MASC+FEM;SG
poméranie	pommern	poméranie	pommer	N;FEM;SG	N;INDF;MASC+FEM;SG
reçoivent	modtager	recevoir	modtage	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
reçoivent	modtage	recevoir	modtage	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
bal	bal	bal	bal	N;MASC;SG	N;INDF;MASC+FEM;SG
bal	prom	bal	prom	N;MASC;SG	N;INDF;MASC+FEM;SG
bal	ballet	bal	bal	N;MASC;SG	N;INDF;MASC+FEM;SG
câble	kabel	câble	kabel	N;MASC;SG	N;INDF;NEUT;SG
câble	kablet	câble	kable	N;MASC;SG	N;DEF;NEUT;SG
reconstruit	rekonstrueret	reconstruire	rekonstruere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruit	genskabt	reconstruire	genskabt	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruit	genopbygget	reconstruire	genopbygget	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruit	ombygget	reconstruire	ombygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruit	genopbygges	reconstruire	genopbygge	V;MASC;SG;PST;V.PTCP	V;NFIN;PASS
canaux	kanalerne	canal	kanal	N;MASC;PL	N;DEF;MASC+FEM;PL
canaux	kanaler	canal	kanal	N;MASC;PL	N;INDF;MASC+FEM;PL
canaux	kanalerne	canal	kanal	N;MASC;PL	N;DEF;MASC+FEM;PL
canaux	kanaler	canal	kanal	N;MASC;PL	N;INDF;MASC+FEM;PL
figaro	figaro	figaro	figaro	N;MASC;SG	N;INDF;MASC+FEM;SG
exercer	øver	exercer	øve	V;NFIN	V;IND;PRS;FIN;ACT
exercer	øve	exercer	øve	V;NFIN	V;NFIN;ACT
exercer	øvede	exercer	øved	V;NFIN	V;NFIN;ACT
exercer	udøver	exercer	udøve	V;NFIN	V;IND;PRS;FIN;ACT
brièvement	kortvarigt	brièvement	kortvarigt	ADV	ADV
implantation	implantation	implantation	implantation	N;FEM;SG	N;INDF;MASC+FEM;SG
boucle	spænd	boucle	spænd	N;FEM;SG	N;INDF;NEUT;SG
boucle	løkke	boucle	løkke	N;FEM;SG	N;INDF;MASC+FEM;SG
boucle	sløjfe	boucle	sløjfe	N;FEM;SG	N;INDF;MASC+FEM;SG
boucle	løkken	boucle	løkke	N;FEM;SG	N;DEF;MASC+FEM;SG
produisent	fremstiller	produire	fremstille	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
produisent	producere	produire	producere	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
escadre	eskadrille	escadre	eskadrille	N;FEM;SG	N;INDF;MASC+FEM;SG
escadre	fløjen	escadre	fløj	N;FEM;SG	N;DEF;MASC+FEM;SG
escadre	vinge	escadre	vinge	N;FEM;SG	N;INDF;MASC+FEM;SG
maçonnerie	murværk	maçonnerie	murværk	N;FEM;SG	N;INDF;NEUT;SG
correctement	ordentligt	correctement	ordentligt	ADV	ADV
piliers	grundpiller	pilier	grundpil	N;MASC;PL	N;INDF;NEUT;PL
piliers	søjler	pilier	søjle	N;MASC;PL	N;INDF;MASC+FEM;PL
piliers	søjlerne	pilier	søjle	N;MASC;PL	N;DEF;MASC+FEM;PL
coordination	samordning	coordination	samordning	N;FEM;SG	N;INDF;MASC+FEM;SG
coordination	koordinering	coordination	koordinering	N;FEM;SG	N;INDF;MASC+FEM;SG
coordination	koordination	coordination	koordination	N;FEM;SG	N;INDF;MASC+FEM;SG
coordination	koordinering	coordination	koordinering	N;FEM;SG	N;INDF;MASC+FEM;SG
talents	talenter	talent	talent	N;MASC;PL	N;INDF;NEUT;PL
talents	talenter	talent	talent	N;MASC;PL	N;INDF;NEUT;PL
doux	sød	doux	sød	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
doux	sødt	doux	sød	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
doux	blid	doux	blid	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
doux	mild	doux	mild	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
doux	mildt	doux	mild	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
doux	blød	doux	blød	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
doux	blødt	doux	blød	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
pères	fædre	père	fader	N;MASC;PL	N;INDF;MASC+FEM;PL
pères	fædrene	père	fader	N;MASC;PL	N;DEF;MASC+FEM;PL
pères	fædre	père	fader	N;MASC;PL	N;INDF;MASC+FEM;PL
partagé	delte	partager	dele	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
partagé	delt	partager	delt	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
romaines	romerske	romain	romersk	ADJ;FEM;PL	ADJ;PL
achevé	gennemført	achever	gennemføre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
achevé	afsluttet	achever	afslutte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
achevé	udfyldt	achever	udfylde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
achevé	afsluttede	achever	afslutte	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
achevé	fuldført	achever	fuldføre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
syndicats	fagforeninger	syndicat	fagforening	N;MASC;PL	N;INDF;MASC+FEM;PL
syndicats	fagforeningerne	syndicat	fagforening	N;MASC;PL	N;DEF;MASC+FEM;PL
immédiate	omgående	immédiat	omgående	ADJ;FEM;SG	ADJ
immédiate	umiddelbar	immédiat	umiddelbar	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
immédiate	øjeblikkelig	immédiat	øjeblikkelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
convaincu	overbevist	convaincre	overbevise	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
concession	koncession	concession	koncession	N;FEM;SG	N;INDF;MASC+FEM;SG
concession	indrømmelse	concession	indrømmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
concession	koncessionen	concession	koncession	N;FEM;SG	N;DEF;MASC+FEM;SG
inspirée	inspireret	inspirer	inspirere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
eurovision	eurovision	eurovision	eurovision	N;FEM;SG	N;INDF;MASC+FEM;SG
égyptien	egyptisk	égyptien	egyptisk	ADJ;MASC;SG	ADJ;INDF;SG
naturaliste	naturalist	naturaliste	naturalist	N;MASC;SG	N;INDF;MASC+FEM;SG
juges	dommere	juge	dommer	N;MASC;PL	N;INDF;MASC+FEM;PL
juges	dommernes	juge	dommer	N;MASC;PL	N;GEN;DEF;MASC+FEM;PL
juges	dommerne	juge	dom	N;MASC;PL	N;DEF;MASC+FEM;PL
hms	hms	hm	hms	N;MASC;SG	N;INDF;NEUT;SG
avantages	fordele	avantage	fordel	N;MASC;PL	N;INDF;MASC+FEM;PL
avantages	fordele	avantage	fordel	N;MASC;PL	N;INDF;MASC+FEM;PL
avantages	ydelserne	avantage	ydelse	N;MASC;PL	N;DEF;MASC+FEM;PL
avantages	ydelser	avantage	ydelse	N;MASC;PL	N;INDF;MASC+FEM;PL
prévention	forebyggelse	prévention	forebyggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
dommages	skader	dommage	skade	N;MASC;PL	N;INDF;MASC+FEM;PL
dommages	skader	dommage	skade	N;MASC;PL	N;INDF;MASC+FEM;PL
prononce	udtale	prononcer	udtale	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
eglise	church	eglise	church	N;FEM;SG	N;INDF;MASC+FEM;SG
eglise	kirken	eglise	kirk	N;FEM;SG	N;DEF;MASC+FEM;SG
eglise	kirke	eglise	kirke	N;FEM;SG	N;INDF;MASC+FEM;SG
impôt	afgift	impôt	afgift	N;MASC;SG	N;INDF;MASC+FEM;SG
vengeance	hævnen	vengeance	hævne	N;FEM;SG	N;DEF;MASC+FEM;SG
vengeance	hævn	vengeance	hævn	N;FEM;SG	N;INDF;MASC+FEM;SG
vengeance	hævnen	vengeance	hævne	N;FEM;SG	N;DEF;MASC+FEM;SG
vengeance	hævn	vengeance	hævn	N;FEM;SG	N;INDF;MASC+FEM;SG
vengeance	hævnen	vengeance	hævne	N;FEM;SG	N;DEF;MASC+FEM;SG
vengeance	hævn	vengeance	hævn	N;FEM;SG	N;INDF;MASC+FEM;SG
bombardement	bombeangreb	bombardement	bombeangreb	N;MASC;SG	N;INDF;NEUT;SG
bombardement	beskydning	bombardement	beskydning	N;MASC;SG	N;INDF;MASC+FEM;SG
bombardement	bombardement	bombardement	bombardement	N;MASC;SG	N;INDF;NEUT;SG
bombardement	bombe	bombardement	bombe	N;MASC;SG	N;INDF;MASC+FEM;SG
bombardement	bombning	bombardement	bombning	N;MASC;SG	N;INDF;MASC+FEM;SG
bombardement	bombeangreb	bombardement	bombeangreb	N;MASC;SG	N;INDF;NEUT;SG
bombardement	bombningen	bombardement	bombning	N;MASC;SG	N;DEF;MASC+FEM;SG
guadeloupe	guadeloupe	guadeloupe	guadeloupe	N;FEM;SG	N;INDF;MASC+FEM;SG
violoncelle	cello	violoncelle	cello	N;MASC;SG	N;INDF;MASC+FEM;SG
impliqué	involveret	impliquer	involvere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
impliqué	impliceret	impliquer	implicere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
impliqué	involveret	impliquer	involvere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ancêtre	forfader	ancêtre	forfade	N;MASC;SG	N;INDF;MASC+FEM;SG
stage	praktikplads	stage	praktikplads	N;MASC;SG	N;INDF;MASC+FEM;SG
stage	praktik	stage	praktik	N;MASC;SG	N;INDF;MASC+FEM;SG
mensuel	månedlig	mensuel	månedlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
équipée	monteret	équiper	monter	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
équipée	udstyret	équiper	udstyre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
équipée	udrustet	équiper	udruste	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
souveraineté	suveræniteten	souveraineté	suverænitet	N;FEM;SG	N;DEF;MASC+FEM;SG
souveraineté	suverænitet	souveraineté	suverænitet	N;FEM;SG	N;INDF;MASC+FEM;SG
profond	dyb	profond	dyb	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
profond	dybtgående	profond	dybtgående	ADJ;MASC;SG	ADJ
occitan	occitansk	occitan	occitansk	N;MASC;SG	N;INDF;NEUT;SG
spécialisés	specialiserede	spécialiser	specialisere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
spécialisés	specialiserede	spécialiser	specialisere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
continuité	kontinuiteten	continuité	kontinuitet	N;FEM;SG	N;DEF;MASC+FEM;SG
continuité	kontinuitet	continuité	kontinuitet	N;FEM;SG	N;INDF;MASC+FEM;SG
systématiquement	systematisk	systématiquement	systematisk	ADV	ADV
systématiquement	systematisk	systématiquement	systematisk	ADV	ADV
intensité	intensitet	intensité	intensitet	N;FEM;SG	N;INDF;MASC+FEM;SG
protéines	proteiner	protéine	protein	N;FEM;PL	N;INDF;NEUT;PL
protéines	proteiner	protéine	protein	N;FEM;PL	N;INDF;NEUT;PL
récent	seneste	récent	sen	ADJ;MASC;SG	ADJ;DEF;RL
accompagnée	ledsaget	accompagner	ledsag	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
hollandais	nederlandsk	hollandais	nederlandsk	ADJ;MASC;SG	ADJ;INDF;SG
hollandais	hollandsk	hollandais	hollandsk	ADJ;MASC;SG	ADJ;INDF;SG
attentats	attentater	attentat	attentat	N;MASC;PL	N;INDF;NEUT;PL
attentats	bombninger	attentat	bombning	N;MASC;PL	N;INDF;MASC+FEM;PL
intéressé	interesseret	intéresser	interessere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
décrire	beskriv	décrire	beskrive	V;NFIN	V;IMP
sauveur	frelser	sauveur	frelse	N;MASC;SG	N;INDF;MASC+FEM;SG
sauveur	frelser	sauveur	frelse	N;MASC;SG	N;INDF;MASC+FEM;SG
sauveur	redningsmand	sauveur	redningsmand	N;MASC;SG	N;INDF;MASC+FEM;SG
éclairage	belysning	éclairage	belysning	N;MASC;SG	N;INDF;MASC+FEM;SG
éclairage	belysningen	éclairage	belysning	N;MASC;SG	N;DEF;MASC+FEM;SG
éclairage	belysning	éclairage	belysning	N;MASC;SG	N;INDF;MASC+FEM;SG
rochefort	rochefort	rochefort	rochefort	N;MASC;SG	N;INDF;MASC+FEM;SG
assurée	forsikret	assurer	forsikre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
assurée	forsikrede	assurer	forsikre	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
assurée	sikret	assurer	sikre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
halte	standsning	halte	standsning	N;FEM;SG	N;INDF;MASC+FEM;SG
baccalauréat	ungkarl	baccalauréat	ungkarl	N;MASC;SG	N;INDF;MASC+FEM;SG
baccalauréat	bachelor	baccalauréat	bachelor	N;MASC;SG	N;INDF;MASC+FEM;SG
baccalauréat	polterabend	baccalauréat	polterabend	N;MASC;SG	N;DEF;MASC+FEM;SG
baccalauréat	studentereksamen	baccalauréat	studentereksame	N;MASC;SG	N;DEF;MASC+FEM;SG
dialogues	dialoger	dialogue	dialog	N;MASC;PL	N;INDF;MASC+FEM;PL
dialogues	dialoger	dialogue	dialog	N;MASC;PL	N;INDF;MASC+FEM;PL
appliquée	anvendt	appliquer	anvende	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appliquée	ansøgt	appliquer	ansøge	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appliquée	ansøgte	appliquer	ansøge	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
atlético	atlético	atlético	atlético	N;MASC;SG	N;INDF;MASC+FEM;SG
mesurer	måler	mesurer	måle	V;NFIN	V;IND;PRS;FIN;ACT
mesurer	måle	mesurer	måle	V;NFIN	V;NFIN;ACT
mesurer	måle	mesurer	måle	V;NFIN	V;NFIN;ACT
grace	nåde	grace	nåde	N;FEM;SG	N;INDF;MASC+FEM;SG
paire	pair	paire	pair	N;FEM;SG	N;INDF;MASC+FEM;SG
paire	par	paire	par	N;FEM;SG	N;INDF;NEUT;SG
console	konsol	console	konsol	N;FEM;SG	N;INDF;MASC+FEM;SG
tombes	gravene	tombe	grav	N;FEM;PL	N;DEF;NEUT;PL
récents	nylige	récent	nylig	ADJ;MASC;PL	ADJ;PL
récents	seneste	récent	sen	ADJ;MASC;PL	ADJ;DEF;RL
réservoir	kampvogn	réservoir	kampvogn	N;MASC;SG	N;INDF;MASC+FEM;SG
réservoir	tank	réservoir	tank	N;MASC;SG	N;INDF;MASC+FEM;SG
réservoir	reservoir	réservoir	reservoir	N;MASC;SG	N;INDF;MASC+FEM;SG
approfondir	uddybe	approfondir	uddybe	V;NFIN	V;NFIN;ACT
transformée	forvandlet	transformer	forvandle	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
transformée	omdannet	transformer	omdanne	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
élevés	forhøjede	élevé	forhøje	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
missile	missil	missile	missil	N;MASC;SG	N;INDF;NEUT;SG
utiles	nyttige	utile	nyttig	ADJ;MASC;PL	ADJ;PL
utiles	nyttige	utile	nyttig	ADJ;MASC;PL	ADJ;PL
wallonie	vallonien	wallonie	vallonie	N;FEM;SG	N;DEF;MASC+FEM;SG
représentés	repræsenterede	représenter	repræsentere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
cyr	cyr	cyr	cyr	N;MASC;SG	N;INDF;MASC+FEM;SG
fuir	flygte	fuir	flygte	V;NFIN	V;NFIN;ACT
sentier	sporet	sentier	spor	N;MASC;SG	N;DEF;NEUT;SG
sentier	sti	sentier	sti	N;MASC;SG	N;INDF;MASC+FEM;SG
sentier	stien	sentier	stie	N;MASC;SG	N;DEF;MASC+FEM;SG
richelieu	richelieu	richelieu	richelieu	N;MASC;SG	N;INDF;NEUT;SG
croisade	korstog	croisade	korstog	N;FEM;SG	N;INDF;NEUT;SG
boxeur	bokser	boxeur	bokse	N;MASC;SG	N;INDF;MASC+FEM;SG
boxeur	boxer	boxeur	boxe	N;MASC;SG	N;INDF;MASC+FEM;SG
boxeur	bokser	boxeur	bokse	N;MASC;SG	N;INDF;MASC+FEM;SG
boxeur	fighter	boxeur	fight	N;MASC;SG	N;INDF;MASC+FEM;SG
parisiens	parisiske	parisien	parisisk	ADJ;MASC;PL	ADJ;PL
qualifiée	kvalificeret	qualifier	kvalificere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
qualifiée	kvalificeret	qualifier	kvalificere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
finance	finansiering	finance	finansiering	N;FEM;SG	N;INDF;MASC+FEM;SG
vedette	stjerne	vedette	stjer	N;FEM;SG	N;INDF;MASC+FEM;SG
vedette	stjernen	vedette	stjerne	N;FEM;SG	N;DEF;MASC+FEM;SG
critère	kriteriet	critère	kriteri	N;MASC;SG	N;DEF;NEUT;SG
critère	kriterium	critère	kriterium	N;MASC;SG	N;INDF;NEUT;SG
tensions	spændinger	tension	spænding	N;FEM;PL	N;INDF;MASC+FEM;PL
tensions	spændinger	tension	spænding	N;FEM;PL	N;INDF;MASC+FEM;PL
tensions	spændingerne	tension	spænding	N;FEM;PL	N;DEF;MASC+FEM;PL
casse	casse	casse	casse	N;FEM;SG	N;INDF;MASC+FEM;SG
casse	kup	casse	kup	N;FEM;SG	N;INDF;NEUT;SG
impôts	skatte	impôt	skatte	N;MASC;PL	N;INDF;NEUT;PL
brigitte	bridget	brigitte	bridge	N;FEM;SG	N;DEF;NEUT;SG
brigitte	brigitte	brigitte	brigitte	N;FEM;SG	N;INDF;MASC+FEM;SG
fresques	vægmalerier	fresque	vægmaleri	N;FEM;PL	N;INDF;NEUT;PL
pattes	benene	patte	ben	N;FEM;PL	N;DEF;NEUT;PL
pattes	ben	patte	ben	N;FEM;PL	N;INDF;NEUT;PL
pattes	poter	patte	pote	N;FEM;PL	N;INDF;MASC+FEM;PL
économiste	økonom	économiste	økonom	N;MASC;SG	N;INDF;MASC+FEM;SG
adapter	tilpasser	adapter	tilpasse	V;NFIN	V;IND;PRS;FIN;ACT
adapter	tilpasse	adapter	tilpasse	V;NFIN	V;NFIN;ACT
adapter	tilpasse	adapter	tilpasse	V;NFIN	V;NFIN;ACT
disparaître	forsvindende	disparaître	forsvindende	V;NFIN	V;PRS;V.PTCP
disparaître	forsvinder	disparaître	forsvinde	V;NFIN	V;IND;PRS;FIN;ACT
disparaître	forsvindende	disparaître	forsvindende	V;NFIN	V;PRS;V.PTCP
disparaître	forsvinder	disparaître	forsvinde	V;NFIN	V;IND;PRS;FIN;ACT
disparaître	forsvinde	disparaître	forsvinde	V;NFIN	V;NFIN;ACT
disparaître	forsvinder	disparaître	forsvinde	V;NFIN	V;IND;PRS;FIN;ACT
verbe	verbum	verbe	verbum	N;MASC;SG	N;INDF;NEUT;SG
reconstruite	rekonstrueret	reconstruire	rekonstruere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruite	genskabt	reconstruire	genskabt	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruite	genopbygget	reconstruire	genopbygget	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruite	ombygget	reconstruire	ombygge	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reconstruite	genopbygges	reconstruire	genopbygge	V;FEM;SG;PST;V.PTCP	V;NFIN;PASS
adopter	adoptere	adopter	adopter	V;NFIN	V;NFIN;ACT
adopter	vedtage	adopter	vedtage	V;NFIN	V;NFIN;ACT
adopter	vedtager	adopter	vedtage	V;NFIN	V;IND;PRS;FIN;ACT
évalué	vurderede	évaluer	vurdere	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
évalué	vurderet	évaluer	vurdere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
évalué	bedømt	évaluer	bedømme	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
évalué	vurderet	évaluer	vurdere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
évalué	bedømte	évaluer	bedømme	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
évalué	evalueret	évaluer	evaluere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
évalué	vurderet	évaluer	vurdere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
rond	budrunde	rond	budrunde	N;MASC;SG	N;INDF;MASC+FEM;SG
rond	runde	rond	runde	N;MASC;SG	N;INDF;MASC+FEM;SG
rond	omgang	rond	omgang	N;MASC;SG	N;INDF;MASC+FEM;SG
bnf	bnf	bnf	bnf	N;FEM;SG	N;INDF;NEUT;SG
érigé	rejst	ériger	rejse	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
pokémon	pokémon	pokémon	pokémon	N;MASC;SG	N;INDF;MASC+FEM;SG
linux	linux	linux	linux	N;MASC;SG	N;INDF;MASC+FEM;SG
commandée	bestilt	commander	bestille	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
commandée	bestilte	commander	bestille	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
commandée	befalede	commander	befale	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
commandée	befalet	commander	befale	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
commandée	bestilt	commander	bestille	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
commandée	bestilte	commander	bestille	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
fabricant	fabrikanten	fabricant	fabrikant	N;MASC;SG	N;DEF;MASC+FEM;SG
fabricant	producent	fabricant	producent	N;MASC;SG	N;INDF;MASC+FEM;SG
fabricant	fabrikant	fabricant	fabrikant	N;MASC;SG	N;INDF;MASC+FEM;SG
syntaxe	syntaks	syntaxe	syntaks	N;FEM;SG	N;INDF;MASC+FEM;SG
michelle	michelle	michelle	michel	N;FEM;SG	N;INDF;MASC+FEM;SG
joie	glæde	joie	glæde	N;FEM;SG	N;INDF;MASC+FEM;SG
joie	livsglæde	joie	livsglæde	N;FEM;SG	N;INDF;MASC+FEM;SG
costume	kostumet	costume	kostum	N;MASC;SG	N;DEF;NEUT;SG
costume	dragt	costume	drinke	N;MASC;SG	N;INDF;MASC+FEM;SG
costume	udklædning	costume	udklædning	N;MASC;SG	N;INDF;MASC+FEM;SG
costume	kostume	costume	kostum	N;MASC;SG	N;INDF;NEUT;SG
costume	dragt	costume	drinke	N;MASC;SG	N;INDF;MASC+FEM;SG
costume	jakkesæt	costume	jakkesæt	N;MASC;SG	N;INDF;NEUT;SG
puissants	magtfulde	puissant	magtfulde	ADJ;MASC;PL	ADJ;PL
hymne	salme	hymne	salme	N;MASC;SG	N;INDF;MASC+FEM;SG
hymne	hymne	hymne	hymne	N;MASC;SG	N;INDF;MASC+FEM;SG
hymne	hymne	hymne	hymne	N;MASC;SG	N;INDF;MASC+FEM;SG
douleur	smerte	douleur	smerte	N;FEM;SG	N;INDF;MASC+FEM;SG
restauré	genoprettet	restaurer	genoprettet	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
restauré	gendannet	restaurer	gendann	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
restauré	genetableret	restaurer	genetableret	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
restauré	genindsat	restaurer	genindsætte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
restauré	genskabt	restaurer	genskabt	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gay	bøsse	gay	bøsse	N;MASC;SG	N;INDF;MASC+FEM;SG
mannequin	model	mannequin	model	N;MASC;SG	N;INDF;MASC+FEM;SG
mannequin	mannequin	mannequin	mannequin	N;MASC;SG	N;INDF;MASC+FEM;SG
intense	intensiv	intense	intensiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
intense	intens	intense	intens	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
appartiennent	tilhøre	appartenir	tilhøre	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
chimiste	kemiker	chimiste	kemike	N;MASC;SG	N;INDF;MASC+FEM;SG
flash	flash	flash	flash	N;MASC;SG	N;INDF;MASC+FEM;SG
flash	blitz	flash	blitz	N;MASC;SG	N;INDF;NEUT;SG
flash	blink	flash	blink	N;MASC;SG	N;INDF;NEUT;SG
pacte	pagt	pacte	pagt	N;MASC;SG	N;INDF;MASC+FEM;SG
pacte	pagten	pacte	pagt	N;MASC;SG	N;DEF;MASC+FEM;SG
pacte	pagt	pacte	pagt	N;MASC;SG	N;INDF;MASC+FEM;SG
pacte	pagten	pacte	pagt	N;MASC;SG	N;DEF;MASC+FEM;SG
analyses	analyser	analyse	analyse	N;FEM;PL	N;INDF;MASC+FEM;PL
analyses	analyser	analyse	analyse	N;FEM;PL	N;INDF;MASC+FEM;PL
analyses	analyser	analyse	analyse	N;FEM;PL	N;INDF;MASC+FEM;PL
plateforme	perron	plateforme	perron	N;FEM;SG	N;INDF;MASC+FEM;SG
plateforme	platform	plateforme	platform	N;FEM;SG	N;INDF;MASC+FEM;SG
plateforme	perronen	plateforme	perron	N;FEM;SG	N;DEF;MASC+FEM;SG
plateforme	platformen	plateforme	platform	N;FEM;SG	N;DEF;MASC+FEM;SG
stock	bestand	stock	bestand	N;MASC;SG	N;INDF;MASC+FEM;SG
stock	stock	stock	stock	N;MASC;SG	N;INDF;NEUT;SG
traversé	krydsede	traverser	krydse	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
corruption	bestikkelse	corruption	bestikkelse	N;FEM;SG	N;INDF;MASC+FEM;SG
corruption	fordærv	corruption	fordærv	N;FEM;SG	N;INDF;NEUT;SG
corruption	korruption	corruption	korruption	N;FEM;SG	N;INDF;MASC+FEM;SG
corruption	bestikkelse	corruption	bestikkelse	N;FEM;SG	N;INDF;MASC+FEM;SG
dépenses	udgifter	dépense	udgift	N;FEM;PL	N;INDF;MASC+FEM;PL
dépenses	udgifter	dépense	udgift	N;FEM;PL	N;INDF;MASC+FEM;PL
découpage	skæring	découpage	skæring	N;MASC;SG	N;INDF;MASC+FEM;SG
découpage	opskæring	découpage	opskæring	N;MASC;SG	N;INDF;MASC+FEM;SG
