pilih	διάλεξε	pilih	διαλώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
menyertakan	συμπεριλαμβάνονται	menyertakan	συμπεριλαμβάνω	V	V;IPFV;IND;PL;3;PRS;FIN;PASS
menyertakan	περιλαμβάνεται	menyertakan	περιλαμβάνω	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
menyertakan	συμπεριλάβετε	menyertakan	συμπεριλαμβάνω	V	V;PFV;IND;PL;2;FIN;ACT
menyertakan	περιλαμβάνουν	menyertakan	περιλαμβάνω	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
menyertakan	περιλαμβάνονται	menyertakan	περιλαμβάνω	V	V;IPFV;IND;PL;3;PRS;FIN;PASS
menyertakan	περιλαμβάνει	menyertakan	περιλαμβάνω	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
wajar	λογικός	wajar	λογικός	ADJ;SG	ADJ;NOM;MASC;SG
wajar	λογικό	wajar	λογικός	ADJ;SG	ADJ;NOM;NEUT;SG
akademis	ακαδημαϊκή	akademis	ακαδημαϊκός	ADJ;SG	ADJ;NOM;FEM;SG
peralihan	μετάβαση	peralihan	μετάβαση	N;SG	N;ACC;FEM;SG
pengeluaran	δαπάνη	penkeluaran	δαπάνη	N;SG	N;NOM;FEM;SG
dominasi	κυριαρχία	dominasi	κυριαρχία	N;SG	N;ACC;FEM;SG
dominasi	υπεροχή	dominasi	υπεροχή	N;SG	N;ACC;FEM;SG
dominasi	κυριαρχία	dominasi	κυριαρχία	N;SG	N;ACC;FEM;SG
pemanasan	θέρμανση	penpanasan	θέρμανση	N;SG	N;NOM;FEM;SG
pemanasan	θέρμανσης	penpanasan	θέρμανση	N;SG	N;GEN;FEM;SG
dieksekusi	εκτελέστηκε	dieksekusi	εκτελώ	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dieksekusi	εκτελείται	dieksekusi	εκτελώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dieksekusi	εκτελεστεί	dieksekusi	εκτελώ	V;SG;PASS	V;PFV;NFIN;PASS
kawat	καλώδιο	kawat	καλώδιο	N;SG	N;NOM;NEUT;SG
kawat	σύρμα	kawat	σύρμα	N;SG	N;NOM;NEUT;SG
rongga	κοιλότητα	rongga	κοιλότητα	N;SG	N;NOM;FEM;SG
persepsi	αντίληψη	persepsi	αντίληψη	N;SG	N;ACC;FEM;SG
kaset	κασέτα	kaset	κασέτα	N	N;NOM;FEM;SG
kaset	κασέτες	kaset	κασέτα	N	N;NOM;FEM;PL
kaset	κασέτες	kaset	κασέτα	N	N;NOM;FEM;PL
biarawan	μοναχός	biarawan	μοναχός	N	N;NOM;MASC;SG
biarawan	μοναχούς	biarawan	μοναχός	N	N;ACC;MASC;PL
biarawan	μοναχοί	biarawan	μοναχός	N	N;NOM;MASC;PL
dipecat	απολύθηκε	dipecat	απολύω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
celana	σορτσάκι	celana	σορτσάκι	N;SG	N;NOM;NEUT;SG
celana	εσώρουχο	celana	εσώρουχος	N;SG	N;NOM;NEUT;SG
celana	παντελόνι	celana	παντελόνι	N;SG	N;NOM;NEUT;SG
celana	παντελόνι	celana	παντελόνι	N;SG	N;NOM;NEUT;SG
pemberi	δότης	penberi	δότη	N;SG	N;NOM;MASC;SG
memulihkan	αποκαθιστά	menpulihkan	αποκαθιστώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memulihkan	ανακτήσει	menpulihkan	ανακτώ	V;SG;ACT	V;PFV;IND;SG;3;FIN;ACT
pemindahan	μετατόπιση	penpindahan	μετατόπιση	N;SG	N;ACC;FEM;SG
bubuk	σκόνη	bubuk	σκόνη	N;SG	N;NOM;FEM;SG
pembacaan	ανάγνωση	penbacaan	ανάγνωση	N;SG	N;NOM;FEM;SG
pembacaan	διάβασμα	penbacaan	διάβασμα	N;SG	N;NOM;NEUT;SG
jurnalistik	δημοσιογραφία	jurnalistik	δημοσιογραφία	N;SG	N;NOM;FEM;SG
kelinci	λαγός	kelinci	λαγός	N	N;NOM;MASC;SG
kelinci	λαγό	kelinci	λαγός	N	N;ACC;MASC;SG
kelinci	κουνέλια	kelinci	κουνέλιο	N	N;NOM;NEUT;PL
kelinci	κουνελάκι	kelinci	κουνελάκι	N	N;NOM;NEUT;SG
kelinci	λαγός	kelinci	λαγός	N	N;NOM;MASC;SG
kelinci	κουνέλι	kelinci	κουνέλι	N	N;NOM;NEUT;SG
nasionalisme	εθνικισμού	nasionalisme	εθνικισμός	N;SG	N;GEN;MASC;SG
implementasi	εφαρμογή	implementasi	εφαρμογή	N;SG	N;NOM;FEM;SG
implementasi	υλοποίηση	implementasi	υλοποίηση	N;SG	N;ACC;FEM;SG
penempatan	τοποθέτηση	pentempatan	τοποθέτηση	N;SG	N;ACC;FEM;SG
katak	βάτραχος	katak	βάτραχος	N;SG	N;NOM;MASC;SG
katak	βάτραχος	katak	βάτραχος	N;SG	N;NOM;MASC;SG
katak	βάτραχο	katak	βάτραχος	N;SG	N;NOM;NEUT;SG
menghukum	τιμωρεί	menhukum	τιμώρω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menghukum	τιμωρήσει	menhukum	τιμωρώ	V;SG;ACT	V;PFV;NFIN;ACT
imigrasi	μετανάστευση	imigrasi	μετανάστευση	N;SG	N;NOM;FEM;SG
imigrasi	μετανάστευσης	imigrasi	μετανάστευση	N;SG	N;GEN;FEM;SG
drastis	δραστικό	drastis	δραστικός	ADJ;SG	ADJ;NOM;NEUT;SG
prototipe	πρωτότυπο	prototipe	πρωτότυπο	N;SG	N;NOM;NEUT;SG
subyek	υπήκοοι	subyek	υπήκοοι	N	N;NOM;MASC;PL
subyek	θεματα	subyek	θέμα	N	N;NOM;NEUT;PL
subyek	υποκείμενο	subyek	υποκείμενο	N	N;NOM;NEUT;SG
subyek	θέμα	subyek	θέμα	N	N;NOM;NEUT;SG
sukarela	εθελοντισμού	sukarela	εθελοντισμός	N;SG	N;GEN;MASC;SG
kolektif	συλλογική	kolektif	συλλογικός	ADJ	ADJ;NOM;FEM;SG
kolektif	συλλογικό	kolektif	συλλογικός	ADJ	ADJ;NOM;NEUT;SG
kolektif	συλλογικές	kolektif	συλλογικός	ADJ	ADJ;NOM;FEM;PL
ester	εστέρας	ester	εστέρα	N	N;NOM;MASC;SG
ester	έστερ	ester	έστερ	N	N
ester	έσθερ	ester	έσθερ	N	N
nyonya	κυρία	nyonya	κυρία	N	N;VOC;FEM;SG
nyonya	κυρά	nyonya	κυρώ	N	N;NOM;FEM;SG
nyonya	κυρά	nyonya	κυρώ	N	N;NOM;FEM;SG
nyonya	κυρία	nyonya	κυρία	N	N;VOC;FEM;SG
oksida	οξείδιο	oksida	οξείδιο	N;SG	N;NOM;NEUT;SG
hobi	χόμπι	hobi	χόμπι	N;SG	N;NOM;NEUT;SG
hobi	χόμπυ	hobi	χόμπυ	N;SG	N;NOM;NEUT;SG
hobi	χόμπι	hobi	χόμπι	N;SG	N;NOM;NEUT;SG
hobi	χόμπυ	hobi	χόμπυ	N;SG	N;NOM;NEUT;SG
rotasi	περιστροφή	rotasi	περιστροφή	N	N;NOM;FEM;SG
jamaika	τζαμαϊκανή	jamaika	τζαμαϊκανός	N;SG	N;NOM;FEM;SG
balasan	απαντηση	balasan	απαντηση	N;SG;ACT	N;ACC;FEM;SG
balasan	απάντηση	balasan	απάντηση	N;SG;ACT	N;ACC;FEM;SG
undian	κλήρωση	undian	κλήρωση	N;SG	N;NOM;FEM;SG
undian	λοταρία	undian	λοταρία	N;SG	N;NOM;FEM;SG
undian	λαχείο	undian	λαχείο	N;SG	N;NOM;NEUT;SG
penguasaan	κατοχή	penkuasaan	κατοχή	N;SG	N;ACC;FEM;SG
gantung	κρέμασμα	gantung	κρέμασμα	N;SG	N;NOM;NEUT;SG
prioritas	προτεραιότητας	prioritas	προτεραιότητα	N;SG	N;GEN;FEM;SG
prioritas	προτεραιότητα	prioritas	προτεραιότητα	N;SG	N;ACC;FEM;SG
dihilangkan	παραλειφθεί	dihilangkan	παραλείπω	V;SG;PASS	V;PFV;IND;SG;3;NFIN;PASS
dihilangkan	εξαλειφθεί	dihilangkan	εξαλείπω	V;SG;PASS	V;PFV;NFIN;PASS
penerjemah	διερμηνέας	penterjemah	διερμηνέας	N;SG	N;NOM;MASC;SG
penerjemah	μεταφραστής	penterjemah	μεταφραστής	N;SG	N;NOM;MASC;SG
penerjemah	μεταφραστή	penterjemah	μεταφραστής	N;SG	N;ACC;MASC;SG
penerjemah	διερμηνέας	penterjemah	διερμηνέας	N;SG	N;NOM;MASC;SG
penerjemah	διερμηνέα	penterjemah	διερμηνέα	N;SG	N;ACC;MASC;SG
performa	επίδοση	performa	επίδοση	N;SG	N;ACC;FEM;SG
performa	απόδοση	performa	απόδοση	N;SG	N;ACC;FEM;SG
performa	παράσταση	performa	παράσταση	N;SG	N;ACC;FEM;SG
persentase	ποσοστό	persentase	ποσοστό	N;SG	N;NOM;NEUT;SG
strip	λωρίδες	strip	λωρίδα	N	N;NOM;FEM;PL
strip	λωρίδα	strip	λωρίδα	N	N;NOM;FEM;SG
marx	μαρξ	marx	μαρχ	N	N;NOM;MASC;SG
champion	πρωταθλήτρια	champion	πρωταθλήτρια	N	N;NOM;FEM;SG
champion	πρωταθλητής	champion	πρωταθλητής	N	N;NOM;MASC;SG
champion	πρωταθλητή	champion	πρωταθλητής	N	N;ACC;MASC;SG
menggali	σκάβει	mengali	σκάβω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
neutron	νετρόνια	neutron	νετρόνιος	N	N;NOM;NEUT;PL
neutron	νετρονίων	neutron	νετρόνιος	N	N;GEN;NEUT;PL
sengketa	αμφισβήτηση	sengketa	αμφισβήτηση	N;SG	N;ACC;FEM;SG
sengketa	διαφωνία	sengketa	διαφωνία	N;SG	N;NOM;FEM;SG
sengketa	διένεξη	sengketa	διένεξη	N;SG	N;ACC;FEM;SG
sengketa	διαμάχη	sengketa	διαμάχη	N;SG	N;ACC;FEM;SG
pengasingan	εξορία	penasingan	εξορία	N;SG	N;ACC;FEM;SG
liburan	γιορτή	liburan	γιορτής	N;SG	N;NOM;FEM;SG
liburan	αργία	liburan	αργία	N;SG	N;NOM;FEM;SG
ekstra	έξτρα	ekstra	έξτρο	N;SG	N
ekstra	έξτρα	ekstra	έξτρο	N;SG	N
teras	βεράντα	teras	βεράντα	N;SG	N;NOM;FEM;SG
teras	ταράτσα	teras	ταράτσα	N;SG	N;ACC;FEM;SG
teras	αίθριο	teras	αίθριο	N;SG	N;NOM;NEUT;SG
teras	αίθριο	teras	αίθριο	N;SG	N;NOM;NEUT;SG
personil	προσωπικό	personil	προσωπικό	N;SG	N;NOM;NEUT;SG
personil	προσωπικού	personil	προσωπικό	N;SG	N;GEN;NEUT;SG
acuan	αναφοράς	acuan	αναφορά	N;SG	N;GEN;FEM;SG
acuan	παραπομπή	acuan	παραπομπή	N;SG	N;NOM;FEM;SG
acuan	αναφορά	acuan	αναφορά	N;SG	N;NOM;FEM;SG
rekomendasi	σύσταση	rekomendasi	σύσταση	N;SG	N;NOM;FEM;SG
kisaran	εύρος	kisaran	εύρος	N;SG	N;ACC;NEUT;SG
kisaran	εμβέλεια	kisaran	εμβέλεια	N;SG	N;ACC;FEM;SG
kisaran	απόσταση	kisaran	απόσταση	N;SG	N;ACC;FEM;SG
imbang	ισοπαλία	imbang	ισοπαλία	N;SG	N;ACC;FEM;SG
imbang	γραβάτα	imbang	γραβάτα	N;SG	N;NOM;FEM;SG
imbang	κλήρωση	imbang	κλήρωση	N;SG	N;NOM;FEM;SG
imbang	σχεδίαση	imbang	σχεδίαση	N;SG	N;ACC;FEM;SG
imbang	ισοπαλία	imbang	ισοπαλία	N;SG	N;ACC;FEM;SG
pembatasan	περιορισμός	penbatasan	περιορισμός	N;SG	N;NOM;MASC;SG
pembatasan	περιορισμό	penbatasan	περιορισμός	N;SG	N;ACC;MASC;SG
tangkai	κοτσάνι	tangkai	κοτσάνι	N;SG	N;NOM;NEUT;SG
nubuat	προφητείες	nubuat	προφητεία	N	N;NOM;FEM;PL
nubuat	προφητεία	nubuat	προφητεία	N	N;NOM;FEM;SG
menyembunyikan	έκρυψε	mensembunyikan	κρύπτω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
menyembunyikan	κρύψει	mensembunyikan	κρύπτω	V;SG;ACT	V;PFV;NFIN;ACT
menyembunyikan	κρύβει	mensembunyikan	κρύβω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dongeng	παραμύθι	dongeng	παραμύθι	N;SG	N;NOM;NEUT;SG
dongeng	παραμύθι	dongeng	παραμύθι	N;SG	N;NOM;NEUT;SG
aroma	άρωμα	aroma	άρωμα	N;SG	N;NOM;NEUT;SG
aroma	μυρωδιά	aroma	μυρωδιό	N;SG	N;NOM;FEM;SG
aroma	άρωμα	aroma	άρωμα	N;SG	N;NOM;NEUT;SG
penggantian	αντικατάσταση	pengantian	αντικατάσταση	N;SG	N;ACC;FEM;SG
penggantian	υποκατάστασης	pengantian	υποκατάσταση	N;SG	N;GEN;FEM;SG
penggantian	υποκατάσταση	pengantian	υποκατάσταση	N;SG	N;NOM;FEM;SG
penggantian	αντικατάσταση	pengantian	αντικατάσταση	N;SG	N;ACC;FEM;SG
penggantian	αντικαταστάτης	pengantian	αντικαταστάτης	N;SG	N;NOM;MASC;SG
suite	σουίτα	suite	σουίτα	N	N;NOM;FEM;SG
suite	σουίτες	suite	σουίτης	N	N;NOM;FEM;PL
penggalian	ανασκαφή	pengalian	ανασκαφή	N;SG	N;NOM;FEM;SG
reputasi	φήμη	reputasi	φήμη	N;SG	N;ACC;FEM;SG
reputasi	υπόληψη	reputasi	υπόληψη	N;SG	N;ACC;FEM;SG
mengenali	αναγνωρίσει	menkenali	αναγνωρίζω	V;SG;ACT	V;PFV;NFIN;ACT
mengenali	αναγνωρίζοντας	menkenali	αναγνωρίζω	V;SG;ACT	V;IPFV;V.CVB;ACT
wawasan	διορατικότητα	wawasan	διορατικότητα	N;SG	N;ACC;FEM;SG
keunikan	μοναδικότητα	keunikan	μοναδικότητα	N;SG	N;ACC;FEM;SG
asumsi	εικασία	asumsi	εικασία	N;SG	N;NOM;FEM;SG
asumsi	παραδοχή	asumsi	παραδοχή	N;SG	N;NOM;FEM;SG
kiper	τερματοφύλακας	kiper	τερματοφύλακας	N;SG	N;NOM;MASC;SG
kiper	τερματοφύλακας	kiper	τερματοφύλακας	N;SG	N;NOM;MASC;SG
lancar	λείο	lancar	λείο	ADJ;SG	ADJ;NOM;NEUT;SG
lancar	ομαλή	lancar	ομαλός	ADJ;SG	ADJ;NOM;FEM;SG
bengkel	εργαστήριο	bengkel	εργαστήριο	N;SG	N;NOM;NEUT;SG
bengkel	εργαστήρι	bengkel	εργαστήρι	N;SG	N;NOM;NEUT;SG
penawaran	προσφορά	pentawaran	προσφορά	N;SG	N;ACC;FEM;SG
penawaran	προσφορά	pentawaran	προσφορά	N;SG	N;ACC;FEM;SG
pengalihan	αντιπερισπασμός	penalihan	αντιπερισπασμός	N;SG	N;NOM;MASC;SG
pengalihan	αντιπερισπασμό	penalihan	αντιπερισπασμός	N;SG	N;ACC;MASC;SG
pengalihan	εκτροπή	penalihan	εκτροπή	N;SG	N;ACC;FEM;SG
pengalihan	αντιπερισπασμό	penalihan	αντιπερισπασμός	N;SG	N;ACC;MASC;SG
pengalihan	αντιπερισπασμός	penalihan	αντιπερισπασμός	N;SG	N;NOM;MASC;SG
kalsium	ασβέστιο	kalsium	ασβέστιο	N	N;NOM;NEUT;SG
teror	τρόμος	teror	τρόμος	N;SG	N;NOM;MASC;SG
teror	τρόμο	teror	τρόμος	N;SG	N;ACC;MASC;SG
obligasi	δεσμός	obligasi	δεσμός	N;SG	N;NOM;MASC;SG
tingkah	καπρίτσιο	tingkah	καπρίτσιο	N;SG	N;NOM;NEUT;SG
tingkah	συμπεριφορά	tingkah	συμπεριφορά	N;SG	N;ACC;FEM;SG
ketahanan	αντοχή	ketahanan	αντοχή	N;SG	N;ACC;FEM;SG
ketahanan	ανθεκτικότητα	ketahanan	ανθεκτικότητα	N;SG	N;ACC;FEM;SG
ketahanan	αντοχή	ketahanan	αντοχή	N;SG	N;ACC;FEM;SG
ketahanan	αντίστασης	ketahanan	αντίσταση	N;SG	N;GEN;FEM;SG
ketahanan	αντίσταση	ketahanan	αντίσταση	N;SG	N;ACC;FEM;SG
ketahanan	ανθεκτικότητα	ketahanan	ανθεκτικότητα	N;SG	N;ACC;FEM;SG
beku	παγωνιά	beku	παγωνία	N;SG	N;NOM;FEM;SG
metabolisme	μεταβολισμός	metabolisme	μεταβολισμός	N;SG	N;NOM;MASC;SG
metabolisme	μεταβολισμό	metabolisme	μεταβολισμός	N;SG	N;ACC;MASC;SG
surel	αλληλογραφία	surel	αλληλογραφία	N	N;NOM;FEM;SG
surel	ταχυδρομείο	surel	ταχυδρομείο	N	N;NOM;NEUT;SG
diakhiri	τερματιστεί	diakhiri	τερματίζω	V;SG;PASS	V;PFV;NFIN;PASS
diakhiri	τερματίστηκε	diakhiri	τερματίζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
tren	τάση	tren	τάση	N;SG	N;NOM;FEM;SG
perusak	καταστροφέας	penrusak	καταστροφέας	N;SG	N;NOM;MASC;SG
perusak	καταστροφέα	penrusak	καταστροφέα	N;SG	N;ACC;MASC;SG
aluminium	αργίλιο	aluminium	αργίλιο	N;SG	N;NOM;NEUT;SG
aluminium	αλουμίνιο	aluminium	αλουμίνιος	N;SG	N;NOM;NEUT;SG
aluminium	αλουμινίου	aluminium	αλούμινίος	N;SG	N;GEN;NEUT;SG
aluminium	αργιλίου	aluminium	αργίλιο	N;SG	N;GEN;NEUT;SG
aluminium	αλουμίνιο	aluminium	αλουμίνιος	N;SG	N;NOM;NEUT;SG
natrium	νάτριο	natrium	νάτριος	N	N;NOM;NEUT;SG
natrium	νατρίου	natrium	νάτριος	N	N;GEN;NEUT;SG
banteng	ταύρος	banteng	ταύρος	N;SG	N;NOM;MASC;SG
banteng	ταύρο	banteng	ταύρο	N;SG	N;ACC;MASC;SG
turbin	τουρμπίνα	turbin	τουρμπίνα	N;SG	N;NOM;FEM;SG
kabin	καμπίνες	kabin	καμπίνα	N	N;NOM;FEM;PL
kabin	καλύβες	kabin	καλύβας	N	N;NOM;FEM;PL
kabin	καλύβα	kabin	καλύβας	N	N;NOM;FEM;SG
kabin	καμπίνα	kabin	καμπίνα	N	N;NOM;FEM;SG
shogun	σογκούν	shogun	σογκώ	N	N;NOM;MASC;SG
gencatan	ανακωχή	gencatan	ανακωχή	N;SG	N;ACC;FEM;SG
gencatan	εκεχειρία	gencatan	εκεχειρία	N;SG	N;ACC;FEM;SG
daur	κύκλου	daur	κύκλος	N;SG	N;GEN;MASC;SG
daur	κύκλο	daur	κύκλος	N;SG	N;ACC;MASC;SG
daur	κύκλος	daur	κύκλος	N;SG	N;NOM;MASC;SG
piramida	πυραμίδα	piramida	πυραμίδα	N	N;NOM;FEM;SG
piramida	πυραμίδες	piramida	πυραμίδα	N	N;NOM;FEM;PL
semut	μυρμήγκι	semut	μυρμήγκι	N;SG	N;NOM;NEUT;SG
semut	αντ	semut	αντ	N;SG	N
percetakan	εκτύπωση	percetakan	εκτύπωση	N;SG	N;NOM;FEM;SG
percetakan	εκτυπωτή	percetakan	εκτυπωτής	N;SG	N;ACC;NEUT;SG
motivasi	κίνητρο	motivasi	κίνητρο	N;SG	N;ACC;NEUT;SG
kas	μετρητά	kas	μετρητά	N;SG	N;NOM;NEUT;SG
indikator	δείκτης	indikator	δείκτης	N;SG	N;NOM;MASC;SG
helium	ήλιο	helium	ήλιο	N	N;ACC;MASC;SG
kemarahan	θυμός	kemarahan	θυμός	N;SG	N;NOM;MASC;SG
kemarahan	θυμό	kemarahan	θυμός	N;SG	N;NOM;NEUT;SG
kemarahan	οργή	kemarahan	οργή	N;SG	N;ACC;FEM;SG
kemarahan	μανία	kemarahan	μανία	N;SG	N;ACC;FEM;SG
kemarahan	μένος	kemarahan	μένος	N;SG	N;NOM;NEUT;SG
kemarahan	οργή	kemarahan	οργή	N;SG	N;ACC;FEM;SG
kemarahan	θυμός	kemarahan	θυμός	N;SG	N;NOM;MASC;SG
kemarahan	οργή	kemarahan	οργή	N;SG	N;ACC;FEM;SG
notaris	συμβολαιογράφος	notaris	συμβολαιογράφος	N	N;NOM;MASC;SG
pembeli	αγοραστής	penbeli	αγοραστής	N;SG	N;NOM;MASC;SG
pembeli	αγοραστή	penbeli	αγοραστής	N;SG	N;VOC;MASC;SG
sunting	διορθώσεις	sunting	διορθώση	N	N;NOM;FEM;PL
kehamilan	κύηση	kehamilan	κύηση	N;SG	N;NOM;FEM;SG
kehamilan	εγκυμοσύνη	kehamilan	εγκυμοσύνη	N;SG	N;NOM;FEM;SG
emisi	εκπομπή	emisi	εκπομπή	N;SG	N;ACC;FEM;SG
keberanian	κουράγιο	keberanian	κουράγιο	N;SG	N;NOM;NEUT;SG
keberanian	θάρρος	keberanian	θάρρος	N;SG	N;NOM;NEUT;SG
keberanian	θράσος	keberanian	θράσος	N;SG	N;NOM;NEUT;SG
keberanian	γενναιότητα	keberanian	γενναιότητα	N;SG	N;ACC;FEM;SG
keberanian	ανδρεία	keberanian	ανδρείο	N;SG	N;NOM;FEM;SG
sekte	λατρεία	sekte	λατρεία	N	N;NOM;FEM;SG
sekte	αίρεση	sekte	αίρεση	N	N;ACC;FEM;SG
sekte	αίρεση	sekte	αίρεση	N	N;ACC;FEM;SG
sekte	αιρέσεις	sekte	αίρεση	N	N;NOM;FEM;PL
melodi	μελωδία	melodi	μελωδία	N;SG	N;NOM;FEM;SG
tangki	τάνκερ	tangki	τάνκερ	N;SG	N
tangki	δεξαμενή	tangki	δεξαμενή	N;SG	N;NOM;FEM;SG
saingan	αντίπαλο	saingan	αντίπαλο	N;SG	N;ACC;MASC;SG
antologi	ανθολογία	antologi	ανθολογία	N	N;NOM;FEM;SG
keemasan	χρυσός	keemasan	χρυσός	N;SG	N;NOM;MASC;SG
keemasan	χρυσή	keemasan	χρυσός	N;SG	N;NOM;FEM;SG
fluida	υγρό	fluida	υγρό	N	N;NOM;NEUT;SG
diklaim	ισχυρίστηκε	diklaim	ισχυρίζομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
pesanan	τάξη	pesanan	τάξη	N;SG	N;NOM;FEM;SG
pesanan	παραγγελία	pesanan	παραγγελία	N;SG	N;NOM;FEM;SG
pesanan	σειρά	pesanan	σειρά	N;SG	N;ACC;FEM;SG
pesanan	διαταγή	pesanan	διαταγή	N;SG	N;ACC;FEM;SG
restorasi	αποκατάσταση	restorasi	αποκατάσταση	N;SG	N;ACC;FEM;SG
martir	μάρτυρες	martir	μάρτυρας	N	N;NOM;MASC;PL
martir	μάρτυρας	martir	μάρτυρας	N	N;NOM;MASC;SG
martir	μάρτυρα	martir	μάρτυρα	N	N;ACC;MASC;SG
menggambar	επιστήσω	mengambar	εφιστώ	V;SG;ACT	V;PFV;IND;SG;1;FIN;ACT
glass	γυάλινο	glass	γυάλινος	N	N;NOM;NEUT;SG
glass	γυάλινη	glass	γυάλινος	N	N;NOM;FEM;SG
glass	ποτήρι	glass	ποτήρι	N	N;NOM;NEUT;SG
glass	γυαλί	glass	γυαλί	N	N;NOM;NEUT;SG
glass	γυαλιά	glass	γυαλιάς	N	N;NOM;NEUT;PL
psikologis	ψυχολόγος	psikologis	ψυχολόγος	N;SG	N;NOM;MASC;SG
kromosom	χρωμόσωμα	kromosom	χρωμόσωμα	N;SG	N;NOM;NEUT;SG
konsol	κονσόλες	konsol	κονσόλος	N	N;NOM;FEM;PL
konsol	κονσόλα	konsol	κονσόλο	N	N;NOM;FEM;SG
sep	sep	sep	sep		
sep	σεπ	sep	σεπ		
merekrut	στρατολογήσει	menrekrut	στρατολογώ	V;SG;ACT	V;PFV;NFIN;ACT
merekrut	νεοσύλλεκτοι	menrekrut	νεοσύλλεκτος	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
angkut	μεταφορά	angkut	μεταφορά	N;SG;ACT	N;NOM;FEM;SG
pakan	ζωοτροφή	pakan	ζωοτροφή	N;SG	N;NOM;NEUT;SG
pakan	τροφοδοσία	pakan	τροφοδοσία	N;SG	N;ACC;FEM;SG
pakan	ροή	pakan	ροή	N;SG	N;NOM;FEM;SG
terjebak	κολλημένος	terjebak	κολλημένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
terjebak	κολλημένη	terjebak	κολλημένος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
terjebak	παγιδευμένος	terjebak	παγιδευμένος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
terjebak	παγιδευμένο	terjebak	παγιδεύω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
terjebak	παγιδευμένη	terjebak	παγιδεύω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
fermentasi	ζύμωση	fermentasi	ζύμωση	N;SG	N;NOM;FEM;SG
fermentasi	ζύμωση	fermentasi	ζύμωση	N;SG	N;NOM;FEM;SG
fermentasi	ζύμωσης	fermentasi	ζύμωση	N;SG	N;GEN;FEM;SG
fermentasi	ζύμωση	fermentasi	ζύμωση	N;SG	N;NOM;FEM;SG
mendapati	βρήκα	mendapati	βρήκα	V;SG;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
mendapati	βρήκε	mendapati	βρίσκω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
meditasi	διαλογισμό	meditasi	διαλογισμός	N;SG	N;ACC;MASC;SG
meditasi	διαλογισμό	meditasi	διαλογισμός	N;SG	N;ACC;MASC;SG
meditasi	διαλογισμό	meditasi	διαλογισμός	N;SG	N;ACC;MASC;SG
kuis	κουίζ	kuis	κουίζ	N	N;NOM;NEUT;SG
kotoran	βρωμιά	kotoran	βρωμιά	N;SG	N;NOM;FEM;SG
kotoran	λέρα	kotoran	λέρα	N;SG	N
kotoran	βρωμιά	kotoran	βρωμιά	N;SG	N;NOM;FEM;SG
kotoran	χώμα	kotoran	χώμα	N;SG	N;NOM;NEUT;SG
keberatan	ένσταση	keberatan	ένσταση	N;SG	N;ACC;FEM;SG
agenda	ατζέντα	agenda	ατζέντα	N;SG	N;NOM;FEM;SG
transistor	τρανζίστορ	transistor	τρανζίστορ	N	N;NOM;NEUT;SG
transistor	τρανζίστορ	transistor	τρανζίστορ	N	N;NOM;NEUT;SG
membenci	μισούσε	menbenci	μισώ	V;SG;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
membenci	μισώ	menbenci	μισώ	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
membenci	μισεί	menbenci	μίσεί	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sheila	σίλα	sheila	σίλα	N	N
penganiayaan	χαμός	penaniayaan	χαμός	N;SG	N;NOM;MASC;SG
penganiayaan	δίωξη	penaniayaan	δίωξη	N;SG	N;ACC;FEM;SG
pedas	πικάντικο	pedas	πικάντικος	N;SG	N;NOM;NEUT;SG
pelantikan	επαγωγή	penlantikan	επαγωγή	N;SG	N;NOM;FEM;SG
stabilitas	σταθερότητας	stabilitas	σταθερότητα	N;SG	N;GEN;FEM;SG
stabilitas	σταθερότητα	stabilitas	σταθερότητα	N;SG	N;ACC;FEM;SG
antropologi	ανθρωπολογία	antropologi	ανθρωπολογία	N	N;NOM;FEM;SG
