על	sobre	על	sobre	ADP	ADP
שכונה	barrio	שכונה	barrio	N;FEM;SG	N;MASC;SG
שכונה	vecindad	שכונה	vecindad	N;FEM;SG	N;FEM;SG
שכונה	vecindad	שכונה	vecindad	N;FEM;SG	N;FEM;SG
שכונה	barrio	שכונה	barrio	N;FEM;SG	N;MASC;SG
שכונה	vecindario	שכונה	vecindario	N;FEM;SG	N;MASC;SG
בד	tela	בד	tela	N;MASC;SG	N;FEM;SG
בד	paño	בד	paño	N;MASC;SG	N;MASC;SG
בד	lona	בד	lona	N;MASC;SG	N;FEM;SG
בד	canvas	בד	canva	N;MASC;SG	N;FEM
בד	lienzo	בד	lienzo	N;MASC;SG	N;MASC;SG
בד	tela	בד	tela	N;MASC;SG	N;FEM;SG
הוכרז	declaró	הוכרז	declarar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
הוכרז	anunció	הוכרז	anunciar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
קטעים	pasajes	קטע	pasaje	N;MASC;PL	N;MASC;PL
קטעים	extractos	קטע	extracto	N;MASC;PL	N;MASC;PL
קטעים	segmentos	קטע	segmento	N;MASC;PL	N;MASC;PL
תחבורה	transporte	תחבורה	transporte	N;FEM;SG	N;MASC;SG
תחבורה	transportación	תחבורה	transportación	N;FEM;SG	N;FEM;SG
תחבורה	transporte	תחבורה	transporte	N;FEM;SG	N;MASC;SG
הנוצרים	cristianos	הנוצר	cristiano	N	N;MASC;PL
צופים	espectadores	צופה	espectador	N;MASC;PL	N;MASC;PL
צופים	observadores	צופה	observador	N;MASC;PL	N;MASC;PL
צופים	cazatalentos	צופה	cazatalento	N;MASC;PL	N;MASC;PL
צופים	exploradores	צופה	explorador	N;MASC;PL	N;MASC;PL
צופים	scouts	צופה	scout	N;MASC;PL	N;PL
צופים	espectadores	צופה	espectador	N;MASC;PL	N;MASC;PL
צופים	televidentes	צופה	televidente	N;MASC;PL	N;PL
מסורת	tradición	מסורת	tradición	N;FEM;SG	N;FEM;SG
לשלוח	enviar	שלח	enviar	V;NFIN;ACT	V;NFIN
לשלוח	envíe	שלח	enviar	V;NFIN;ACT	V;IMP;SG;3;FIN
לשלוח	mandar	שלח	mandar	V;NFIN;ACT	V;NFIN
מתח	tensión	מתח	tensión	N;MASC;SG	N;FEM;SG
מתח	estrés	מתח	estrés	N;MASC;SG	N;MASC;SG
מתח	stress	מתח	stres	N;MASC;SG	N
מתח	suspense	מתח	suspense	N;MASC;SG	N;MASC;SG
מתח	suspenso	מתח	suspenso	N;MASC;SG	N;MASC;SG
מתח	voltaje	מתח	voltaje	N;MASC;SG	N;MASC;SG
מתח	tensión	מתח	tensión	N;MASC;SG	N;FEM;SG
תשלום	pago	תשלום	pago	N;MASC;SG	N;MASC;SG
שייך	pertenecido	שייך	pertenecer	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
הזכות	privilegio	הזכה	privilegio	N;FEM;SG	N;MASC;SG
לטפל	tratar	טיפל	tratar	V;NFIN;ACT	V;NFIN
אהמ	ejem	אהמ	ejem		
להט	pasión	להט	pasión	N;MASC;SG	N;FEM;SG
להט	pasion	להט	pasion	N;MASC;SG	N;FEM;SG
הסוכנות	agencia	הסוכנות	agencia	N;FEM	N;FEM;SG
הסוכנות	agency	הסוכנות	agency	N;FEM	N
ציין	observó	ציין	observar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
ציין	señalado	ציין	señalar	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ציין	especifique	ציין	especificar	V;MASC;SG;3;PST;ACT	V;IMP;SG;3;FIN
ציין	precisar	ציין	precisar	V;MASC;SG;3;PST;ACT	V;NFIN
ציין	especificar	ציין	especificar	V;MASC;SG;3;PST;ACT	V;NFIN
חתן	novio	חתן	novio	N;MASC;SG	N;MASC;SG
ראיתי	vi	ראה	ver	V;SG;1;PST;ACT	V;IND;SG;1;PST;FIN
מוצרים	productos	מוצר	producto	N;MASC;PL	N;MASC;PL
קרה	ocurrió	קרה	ocurrir	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
קרה	sucedió	קרה	suceder	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
קרה	pasó	קרה	pasar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
מפרץ	golfo	מפרץ	golfo	N;MASC;SG	N;MASC;SG
מפרץ	abismo	מפרץ	abismo	N;MASC;SG	N;MASC;SG
מפרץ	bahía	מפרץ	bahía	N;MASC;SG	N;FEM;SG
ראשוני	primitivo	ראשוני	primitivo	ADJ;MASC;SG	ADJ;MASC;SG
ראשוני	inicial	ראשוני	inicial	ADJ;MASC;SG	ADJ;SG
ראשוני	primario	ראשוני	primario	ADJ;MASC;SG	ADJ;MASC;SG
מוזיקלי	musical	מוזיקלי	musical	ADJ;MASC;SG	ADJ;SG
הרחבה	ampliación	הרחבה	ampliación	N;FEM;SG	N;FEM;SG
הרחבה	expansión	הרחבה	expansión	N;FEM;SG	N;FEM;SG
הרחבה	ampliación	הרחבה	ampliación	N;FEM;SG	N;FEM;SG
הרחבה	extensión	הרחבה	extensión	N;FEM;SG	N;FEM;SG
הרחבה	prórroga	הרחבה	prórroga	N;FEM;SG	N;FEM;SG
הערכה	agradecimiento	הערכה	agradecimiento	N;FEM;SG	N;MASC;SG
הערכה	apreciación	הערכה	apreciación	N;FEM;SG	N;FEM;SG
הערכה	aprecio	הערכה	aprecio	N;FEM;SG	N;MASC;SG
הערכה	evaluación	הערכה	evaluación	N;FEM;SG	N;FEM;SG
הערכה	valoración	הערכה	valoración	N;FEM;SG	N;FEM;SG
הערכה	evaluación	הערכה	evaluación	N;FEM;SG	N;FEM;SG
חזית	fachada	חזית	fachada	N;FEM;SG	N;FEM;SG
חזית	front	חזית	front	N;FEM;SG	N
חזית	frente	חזית	frente	N;FEM;SG	N
חזית	delantero	חזית	delantero	N;FEM;SG	N;MASC;SG
עיתונאים	periodistas	עיתונאי	periodista	N;MASC;PL	N;PL
עיתונאים	periodistas	עיתונאי	periodista	N;MASC;PL	N;PL
עיתונאים	reporteros	עיתונאי	reportero	N;MASC;PL	N;MASC;PL
פשוטה	simple	פשוט	simple	ADJ;FEM;SG	ADJ;SG
פשוטה	sencilla	פשוט	sencillo	ADJ;FEM;SG	ADJ;FEM;SG
פשוטה	sencillo	פשוט	sencillo	ADJ;FEM;SG	ADJ;MASC;SG
משלחת	delegación	משלחת	delegación	N;FEM;SG	N;FEM;SG
משלחת	expedición	משלחת	expedición	N;FEM;SG	N;FEM;SG
מתחילה	empezando	התחיל	empezar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
מתחילה	iniciando	התחיל	iniciar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
מתחילה	comenzando	התחיל	comenzar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
מקצועי	profesional	מקצועי	profesional	ADJ;MASC;SG	ADJ;SG
מקצועי	professional	מקצועי	professional	ADJ;MASC;SG	ADJ;SG
החלטות	resoluciones	החלטה	resolución	N;FEM;PL	N;FEM;PL
החלטות	decisiones	החלטה	decisión	N;FEM;PL	N;FEM;PL
טוענים	reclamar	טען	reclamar	V;MASC;PL;V.PTCP;ACT	V;NFIN
עוזר	asistente	עוזר	asistente	N;MASC;SG	N;SG
עוזר	ayudante	עוזר	ayudante	N;MASC;SG	N;SG
משתתפים	participando	השתתף	participar	V;MASC;PL;V.PTCP	V;V.MSDR
שדות	fields	שדה	fields	N;MASC;PL	N
שדות	campos	שדה	campo	N;MASC;PL	N;MASC;PL
מבקר	visitante	מבקר	visitante	N;MASC;SG	N;SG
מבקר	crítica	מבקר	crítica	N;MASC;SG	N;FEM;SG
מבקר	visita	מבקר	visita	N;MASC;SG	N;FEM;SG
השינויים	modificaciones	השינוי	modificación	N;MASC;PL	N;FEM;PL
השינויים	cambios	השינוי	cambio	N;MASC;PL	N;MASC;PL
עקרון	principio	עיקרון	principio	N;MASC;SG	N;MASC;SG
מטבע	divisa	מטבע	divisa	N;SG	N;FEM;SG
מטבע	moneda	מטבע	moneda	N;SG	N;FEM;SG
מטבע	moneda	מטבע	moneda	N;SG	N;FEM;SG
לשאת	llevar	נשא	llevar	V;NFIN;ACT	V;NFIN
זיהוי	identificación	זיהוי	identificación	N;FEM;SG	N;FEM;SG
רעיונות	ideas	רעיון	idea	N;MASC;PL	N;FEM;PL
להבדיל	diferenciarse	הבדיל	diferenciar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
להבדיל	diferenciar	הבדיל	diferenciar	V;NFIN;ACT	V;NFIN
יסודות	elementos	יסוד	elemento	N;MASC;PL	N;MASC;PL
מנצח	revisor	מנצח	revisor	N;MASC;SG	N;MASC;SG
מנצח	conductor	מנצח	conductor	N;MASC;SG	N;MASC;SG
מנצח	ganador	מנצח	ganador	N;MASC;SG	N;MASC;SG
מנצח	vencedor	מנצח	vencedor	N;MASC;SG	N;MASC;SG
מנצח	win	מנצח	win	N;MASC;SG	N
מנצח	triunfo	מנצח	triunfo	N;MASC;SG	N;MASC;SG
משא	flete	משא	flete	N;MASC;SG	N;MASC;SG
לשרת	servir	לשרה	servir	V;NFIN;ACT	V;NFIN
לשרת	sirva	לשרה	servir	V;NFIN;ACT	V;SBJV;SG;3;FIN
לשרת	sirven	לשרה	servir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
ביטול	anulación	ביטול	anulación	N;MASC;SG	N;FEM;SG
ביטול	cancelación	ביטול	cancelación	N;MASC;SG	N;FEM;SG
הגדרה	definición	הגדרה	definición	N;FEM;SG	N;FEM;SG
הגדרה	configuración	הגדרה	configuración	N;FEM;SG	N;FEM;SG
באו	vinieron	בא	venir	V;PL;3;PST;ACT	V;IND;PL;3;PST;FIN
מביא	trayendo	הביא	traer	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
הסתיימה	terminó	הסתיים	terminar	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
הישגים	logros	הישג	logro	N;MASC;PL	N;MASC;PL
הישגים	realizaciones	הישג	realización	N;MASC;PL	N;FEM;PL
הישגים	logros	הישג	logro	N;MASC;PL	N;MASC;PL
הישגים	realizaciones	הישג	realización	N;MASC;PL	N;FEM;PL
הישגים	logros	הישג	logro	N;MASC;PL	N;MASC;PL
אוהב	amando	אהב	amar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
אוהב	amar	אהב	amar	V;MASC;SG;V.PTCP;ACT	V;NFIN
אוהב	gustar	אהב	gustar	V;MASC;SG;V.PTCP;ACT	V;NFIN
תעשיית	industria	תעשייה	industria	N;FEM;SG	N;FEM;SG
נוף	paisaje	נוף	paisaje	N;MASC;SG	N;MASC;SG
דלק	combustible	דלק	combustible	N;MASC;SG	N;MASC;SG
דלק	carburante	דלק	carburante	N;MASC;SG	N;MASC;SG
דלק	gasolina	דלק	gasolina	N;MASC;SG	N;FEM;SG
דלק	gasolina	דלק	gasolina	N;MASC;SG	N;FEM;SG
דלק	gas	דלק	gas	N;MASC;SG	N;MASC;SG
להחזיר	recuperar	החזיר	recuperar	V;NFIN;ACT	V;NFIN
להחזיר	recupera	החזיר	recuperar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
מוביל	liderando	הוביל	liderar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מוביל	liderar	הוביל	liderar	V;MASC;SG;V.PTCP;ACT	V;NFIN
דיונים	discusiones	דיון	discusión	N;MASC;PL	N;FEM;PL
דיונים	debates	דיון	debate	N;MASC;PL	N;MASC;PL
דיונים	deliberaciones	דיון	deliberación	N;MASC;PL	N;FEM;PL
אופרה	ópera	אופרה	ópera	N;FEM;SG	N;FEM;SG
אופרה	oprah	אופרה	oprah	N;FEM;SG	N;FEM;SG
מכוניות	coches	מכונית	coche	N;FEM;PL	N;MASC;PL
מכוניות	automóviles	מכונית	automóvil	N;FEM;PL	N;MASC;PL
מכוניות	carros	מכונית	carro	N;FEM;PL	N;MASC;PL
מכוניות	autos	מכונית	auto	N;FEM;PL	N;MASC;PL
מכוניות	automóviles	מכונית	automóvil	N;FEM;PL	N;MASC;PL
מלחינים	compositores	הלחין	compositor	N;MASC;PL	N;MASC;PL
חלוקה	division	חלוקה	division	N;FEM;SG	N;FEM;SG
חלוקה	división	חלוקה	división	N;FEM;SG	N;FEM;SG
חלוקה	partición	חלוקה	partición	N;FEM;SG	N;FEM;SG
הבדל	diferencia	הבדל	diferencia	N;MASC;SG	N;FEM;SG
עיתונאי	periodista	עיתונאי	periodista	N;MASC;SG	N;SG
בוקר	morning	בוקר	morning	N;MASC;SG	N
מוחלט	absoluta	מוחלט	absoluto	ADJ;MASC;SG	ADJ;FEM;SG
מוחלט	absoluto	מוחלט	absoluto	ADJ;MASC;SG	ADJ;MASC;SG
אחריות	garantía	אחריות	garantía	N;FEM;SG	N;FEM;SG
אחריות	responsable	אחריות	responsable	N;FEM;SG	N;SG
אחריות	responsabilidad	אחריות	responsabilidad	N;FEM;SG	N;FEM;SG
תופעות	fenómenos	תופעה	fenómeno	N;FEM;PL	N;MASC;PL
תגובה	comentario	תגובה	comentario	N;FEM;SG	N;MASC;SG
תגובה	reacción	תגובה	reacción	N;FEM;SG	N;FEM;SG
תגובה	repuesta	תגובה	repuesta	N;FEM;SG	N;FEM;SG
תגובה	respuesta	תגובה	respuesta	N;FEM;SG	N;FEM;SG
האמונה	fé	האמונה	fé		
להרחיב	ampliar	הרחיב	ampliar	V;NFIN;ACT	V;NFIN
להרחיב	expandirse	הרחיב	expandir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
להרחיב	expandir	הרחיב	expandir	V;NFIN;ACT	V;NFIN
ניצב	comisaria	ניצב	comisaria	N;MASC;SG	N;FEM;SG
ניצב	comisionada	ניצב	comisionado	N;MASC;SG	N;FEM;SG
ניצב	comisario	ניצב	comisario	N;MASC;SG	N;MASC;SG
טענות	siniestros	טענה	siniestro	N;FEM;PL	N;MASC;PL
טענות	reclamos	טענה	reclamo	N;FEM;PL	N;MASC;PL
טענות	reclamaciones	טענה	reclamación	N;FEM;PL	N;FEM;PL
טענות	alegaciones	טענה	alegación	N;FEM;PL	N;FEM;PL
טענות	denuncias	טענה	denuncia	N;FEM;PL	N;FEM;PL
טענות	acusaciones	טענה	acusación	N;FEM;PL	N;FEM;PL
טענות	alegatos	טענה	alegato	N;FEM;PL	N;MASC;PL
לבטל	anular	ביטל	anular	V;NFIN;ACT	V;NFIN
לבטל	cancelar	ביטל	cancelar	V;NFIN;ACT	V;NFIN
מפיק	productor	מפיק	productor	N;MASC;SG	N;MASC;SG
מפיק	productora	מפיק	productora	N;MASC;SG	N;FEM;SG
סבא	abuelito	סבא	abuelito	N;MASC;SG	N;MASC;SG
סבא	abuelo	סבא	abuelo	N;MASC;SG	N;MASC;SG
סבא	abuelito	סבא	abuelito	N;MASC;SG	N;MASC;SG
סבא	abuelo	סבא	abuelo	N;MASC;SG	N;MASC;SG
קצינים	agentes	קצין	agente	N;MASC;PL	N;PL
לייצר	producen	ייצר	producir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לייצר	producir	ייצר	producir	V;NFIN;ACT	V;NFIN
הסתיים	terminó	הסתיים	terminar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
ניכרת	considerable	ניכר	considerable	ADJ;FEM;SG	ADJ;SG
הנוכחית	actualidad	הנוכחית	actualidad	N	N;FEM;SG
הנוכחית	corriente	הנוכחית	corriente	N	N;MASC;SG
דגש	hincapié	דגש	hincapié	N;MASC;SG	N;SG
דגש	énfasis	דגש	énfasis	N;MASC;SG	N;MASC
מומלץ	recomendado	מומלץ	recomendado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
מומלץ	recomendada	מומלץ	recomendado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
מומלץ	recomendable	מומלץ	recomendable	ADJ;MASC;SG	ADJ;SG
כיסוי	portada	כיסוי	portada	N;MASC;SG	N;FEM;SG
כיסוי	cover	כיסוי	cover	N;MASC;SG	N
כיסוי	tapa	כיסוי	tapa	N;MASC;SG	N;FEM;SG
כיסוי	cobertura	כיסוי	cobertura	N;MASC;SG	N;FEM;SG
כיסוי	overlay	כיסוי	overlay	N;MASC;SG	N;SG
כיסוי	superposición	כיסוי	superposición	N;MASC;SG	N;FEM;SG
הובילה	llevó	הוביל	llevar	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מבחן	test	מבחן	test	N;MASC;SG	N;MASC;SG
מבחן	prueba	מבחן	prueba	N;MASC;SG	N;FEM;SG
מבחן	ensayo	מבחן	ensayo	N;MASC;SG	N;MASC;SG
מפלגה	parte	מפלגה	parte	N;FEM;SG	N;FEM;SG
מפלגה	partido	מפלגה	partido	N;FEM;SG	N;MASC;SG
מפלגה	fiesta	מפלגה	fiesta	N;FEM;SG	N;FEM;SG
מפלגה	party	מפלגה	party	N;FEM;SG	N
גאוגרפיה	geografía	גאוגרפיה	geografía	N;FEM;SG	N;FEM;SG
קבועה	permanente	קבוע	permanente	ADJ;FEM;SG	ADJ;SG
קבועה	constante	קבוע	constante	ADJ;FEM;SG	ADJ;SG
המורדים	rebeldes	המורד	rebelde	N	N;PL
לתאר	describe	תיאר	describir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לתאר	describir	תיאר	describir	V;NFIN;ACT	V;NFIN
לתאר	describa	תיאר	describir	V;NFIN;ACT	V;IMP;SG;3;FIN
לנצח	ganar	ניצח	ganar	V;NFIN;ACT	V;NFIN
לנצח	gana	ניצח	ganar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לנצח	gane	ניצח	ganar	V;NFIN;ACT	V;IMP;SG;3;FIN
לנצח	gano	ניצח	ganar	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
הרומאים	romanos	הרום	romano	N;MASC;PL	N;MASC;PL
היקף	perímetro	היקף	perímetro	N;MASC;SG	N;MASC;SG
היקף	alcance	היקף	alcance	N;MASC;SG	N;MASC;SG
היקף	ámbito	היקף	ámbito	N;MASC;SG	N;MASC;SG
היקף	circunferencia	היקף	circunferencia	N;MASC;SG	N;FEM;SG
היקף	circunferencia	היקף	circunferencia	N;MASC;SG	N;FEM;SG
חשמלי	eléctrica	חשמל	eléctrico	ADJ;MASC;SG	ADJ;FEM;SG
חשמלי	eléctrico	חשמל	eléctrico	ADJ;MASC;SG	ADJ;MASC;SG
חשמלי	eléctrica	חשמל	eléctrico	ADJ;MASC;SG	ADJ;FEM;SG
חשמלי	eléctrico	חשמל	eléctrico	ADJ;MASC;SG	ADJ;MASC;SG
להציל	ahorrar	הציל	ahorrar	V;NFIN;ACT	V;NFIN
להציל	guardar	הציל	guardar	V;NFIN;ACT	V;NFIN
להציל	salvar	הציל	salvar	V;NFIN;ACT	V;NFIN
להציל	ahorra	הציל	ahorra	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
מאמין	creer	האמין	creer	V;MASC;SG;V.PTCP;ACT	V;NFIN
קפה	coffee	קפה	coffear	N;MASC;SG	N
קפה	cafe	קפה	cafe	N;MASC;SG	N;SG
קפה	cafetería	קפה	cafetería	N;MASC;SG	N;FEM;SG
קפה	café	קפה	café	N;MASC;SG	N;MASC;SG
בהתאמה	respectivamente	בהתאם	respectivamente	ADV	ADV
סיבות	motivos	סיבה	motivo	N;FEM;PL	N;MASC;PL
סיבות	razones	סיבה	razón	N;FEM;PL	N;FEM;PL
סיבות	causas	סיבה	causa	N;FEM;PL	N;FEM;PL
התייחסות	referencia	התייחסות	referencia	N;FEM;SG	N;FEM;SG
שחרור	liberación	שחרור	liberación	N;MASC;SG	N;FEM;SG
שחרור	lanzamiento	שחרור	lanzamiento	N;MASC;SG	N;MASC;SG
שחרור	excarcelación	שחרור	excarcelación	N;MASC;SG	N;FEM;SG
שחרור	liberación	שחרור	liberación	N;MASC;SG	N;FEM;SG
מימון	financiación	מימון	financiación	N;MASC;SG	N;FEM;SG
מימון	financiamiento	מימון	financiamiento	N;MASC;SG	N;MASC;SG
מימון	financiación	מימון	financiación	N;MASC;SG	N;FEM;SG
מימון	financiamiento	מימון	financiamiento	N;MASC;SG	N;MASC;SG
מימון	financiación	מימון	financiación	N;MASC;SG	N;FEM;SG
מימון	financiamiento	מימון	financiamiento	N;MASC;SG	N;MASC;SG
אוטומטית	automáticamente	אוטומטית	automáticamente	ADV	ADV
משורר	poeta	משורר	poeta	N;MASC;SG	N;MASC;SG
משורר	poetisa	משורר	poetisa	N;MASC;SG	N;FEM;SG
תומך	apoyar	תמך	apoyar	V;MASC;SG;V.PTCP;ACT	V;NFIN
תומך	apoyando	תמך	apoyar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
דפוס	patrón	דפוס	patrón	N;MASC;SG	N;MASC;SG
דפוס	patron	דפוס	patron	N;MASC;SG	N;MASC;SG
דפוס	pauta	דפוס	pauta	N;MASC;SG	N;FEM;SG
דפוס	imprenta	דפוס	imprenta	N;MASC;SG	N;FEM;SG
דפוס	impresión	דפוס	impresión	N;MASC;SG	N;FEM;SG
מושבים	escaños	מושב	escaño	N;MASC;PL	N;MASC;PL
מושבים	asientos	מושב	asiento	N;MASC;PL	N;MASC;PL
משטר	régimen	משטר	régimen	N;MASC;SG	N;MASC;SG
הצעות	ofertas	הצעה	oferta	N;FEM;PL	N;FEM;PL
הצעות	sugerencias	הצעה	sugerencia	N;FEM;PL	N;FEM;PL
הגורמים	factores	הגורם	factor	N	N;MASC;PL
טילים	misiles	טיל	misil	N;MASC;PL	N;MASC;PL
טילים	cohetes	טיל	cohete	N;MASC;PL	N;MASC;PL
מחלה	enfermedad	מחלה	enfermedad	N;FEM;SG	N;FEM;SG
מחלה	enfermedad	מחלה	enfermedad	N;FEM;SG	N;FEM;SG
מחלה	enfermedad	מחלה	enfermedad	N;FEM;SG	N;FEM;SG
עופות	aves	עופה	ave	N;MASC;PL	N;FEM;PL
עופות	pollos	עופה	pollo	N;MASC;PL	N;MASC;PL
עופות	pollos	עופה	pollo	N;MASC;PL	N;MASC;PL
עופות	gallinas	עופה	gallina	N;MASC;PL	N;FEM;PL
עופות	pajaritos	עופה	pajarito	N;MASC;PL	N;MASC;PL
עופות	aves	עופה	ave	N;MASC;PL	N;FEM;PL
עופות	pájaros	עופה	pájaro	N;MASC;PL	N;MASC;PL
קנה	compra	קנה	compra	N;MASC;SG	N;FEM;SG
גיבור	heroe	גיבור	heroe	N;MASC;SG	N;MASC;SG
גיבור	hero	גיבור	hero	N;MASC;SG	N;MASC;SG
גיבור	héroe	גיבור	héroe	N;MASC;SG	N;MASC;SG
בסיסי	básica	בסיסי	básico	ADJ;MASC;SG	ADJ;FEM;SG
בסיסי	básico	בסיסי	básico	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	distintiva	ייחודי	distintivo	ADJ;MASC;SG	ADJ;FEM;SG
ייחודי	distintivo	ייחודי	distintivo	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	único	ייחודי	único	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	única	ייחודי	único	ADJ;MASC;SG	ADJ;FEM;SG
פוליטיקאים	políticos	פוליטיקאי	político	N;MASC;PL	N;MASC;PL
פוליטיקאים	politicos	פוליטיקאי	politico	N;MASC;PL	N;MASC;PL
הרוסים	rusos	הרוסה	ruso	N;MASC;PL	N;MASC;PL
עצמאות	autonomía	עצמאות	autonomía	N;FEM;SG	N;FEM;SG
עצמאות	independencia	עצמאות	independencia	N;FEM;SG	N;FEM;SG
החליף	sustituyó	החליף	sustituir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הסכמה	consenso	הסכמה	consenso	N;FEM;SG	N;MASC;SG
הסכמה	consentimiento	הסכמה	consentimiento	N;FEM;SG	N;MASC;SG
הסכמה	acuerdo	הסכמה	acuerdo	N;FEM;SG	N;MASC;SG
מחיר	precio	מחיר	precio	N;MASC;SG	N;MASC;SG
מחיר	price	מחיר	price	N;MASC;SG	N
מחיר	coste	מחיר	coste	N;MASC;SG	N;MASC;SG
מחיר	costo	מחיר	costo	N;MASC;SG	N;MASC;SG
צעד	escalón	צעד	escalón	N;MASC;SG	N;MASC;SG
צעד	step	צעד	step	N;MASC;SG	N
צעד	paso	צעד	paso	N;MASC;SG	N;MASC;SG
אוצר	tesoro	אוצר	tesoro	N;MASC;SG	N;MASC;SG
בחירה	selección	בחירה	selección	N;FEM;SG	N;FEM;SG
בחירה	elección	בחירה	elección	N;FEM;SG	N;FEM;SG
בחירה	opción	בחירה	opción	N;FEM;SG	N;FEM;SG
בחירה	choice	בחירה	choice	N;FEM;SG	N
דעה	opinion	דעה	opinion	N;FEM;SG	N;FEM;SG
דעה	dictamen	דעה	dictamen	N;FEM;SG	N;MASC;SG
דעה	opinión	דעה	opinión	N;FEM;SG	N;FEM;SG
מחזות	obras	מחזה	obra	N;MASC;PL	N;FEM;PL
אליפויות	campeonatos	אליפות	campeonato	N;FEM;PL	N;MASC;PL
מוסלמים	musulmanes	מוסלמי	musulmán	N;MASC;PL	N;MASC;PL
מוסלמים	musulmanes	מוסלמי	musulmán	N;MASC;PL	N;MASC;PL
משימות	tareas	משימה	tarea	N;FEM;PL	N;FEM;PL
משימות	cesiones	משימה	cesión	N;FEM;PL	N;FEM;PL
משימות	asignaciones	משימה	asignación	N;FEM;PL	N;FEM;PL
משימות	tareas	משימה	tarea	N;FEM;PL	N;FEM;PL
משימות	misiones	משימה	misión	N;FEM;PL	N;FEM;PL
הודיעה	anunció	הודיע	anunciar	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
אחים	hermanos	אח	hermano	N;PL	N;MASC;PL
אחים	hermanos	אח	hermano	N;PL	N;MASC;PL
אחים	brothers	אח	brothers	N;PL	N;MASC;PL
עור	cuero	עור	cuero	N;MASC;SG	N;MASC;SG
עור	piel	עור	piel	N;MASC;SG	N;FEM;SG
עור	piel	עור	piel	N;MASC;SG	N;FEM;SG
עור	cutis	עור	cuti	N;MASC;SG	N;MASC;SG
עור	skin	עור	skin	N;MASC;SG	N
הרוגים	muertes	הרוג	muerte	N;MASC;PL	N;FEM;PL
ילדה	chica	ילד	chica	N;FEM;SG	N;FEM;SG
ילדה	niña	ילד	niña	N;FEM;SG	N;FEM;SG
ילדה	muchacha	ילד	muchacha	N;FEM;SG	N;FEM;SG
ילדה	niño	ילד	niño	N;FEM;SG	N;MASC;SG
ילדה	niña	ילד	niña	N;FEM;SG	N;FEM;SG
משפטי	legal	משפטי	legal	ADJ;MASC;SG	ADJ;SG
משפטי	jurídico	משפטי	jurídico	ADJ;MASC;SG	ADJ;MASC;SG
היסטוריונים	historiadores	היסטוריון	historiador	N;MASC;PL	N;MASC;PL
גורמת	causando	גרם	causar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
גורמת	causar	גרם	causar	V;FEM;SG;V.PTCP;ACT	V;NFIN
גורמת	provocando	גרם	provocar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
דרגה	grado	דרגה	grado	N;FEM;SG	N;MASC;SG
דרגה	licenciatura	דרגה	licenciatura	N;FEM;SG	N;FEM;SG
דרגה	rango	דרגה	rango	N;FEM;SG	N;MASC;SG
תאים	células	תא	célula	N;MASC;PL	N;FEM;PL
תאים	celdas	תא	celda	N;MASC;PL	N;FEM;PL
לפתור	resolver	פתר	resolver	V;NFIN;ACT	V;NFIN
לפתור	resuelva	פתר	resolver	V;NFIN;ACT	V;IMP;SG;3;FIN
לפתור	solucionar	פתר	solucionar	V;NFIN;ACT	V;NFIN
לפתור	resolver	פתר	resolver	V;NFIN;ACT	V;NFIN
לפתור	resuelve	פתר	resolver	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
