tagasiside	odozva	tagasi_side	odozva	N;NOM;SG	N;NOM;FEM;SG
firmad	spoločnosti	firma	spoločnosť	N;NOM;PL	N;NOM;FEM;PL
firmad	korporácie	firma	korporácia	N;NOM;PL	N;NOM;FEM;PL
firmad	firmy	firma	firma	N;NOM;PL	N;NOM;FEM;PL
firmad	firmy	firma	firma	N;NOM;PL	N;NOM;FEM;PL
firmad	spoločnosti	firma	spoločnosť	N;NOM;PL	N;NOM;FEM;PL
michelangelo	michelangelo	michelangelo	michelangieť	N;NOM;SG	N;NOM;NEUT;SG
võti	kľúč	võti	kľúč	N;NOM;SG	N;INAN;NOM;MASC;SG
kliiniline	klinická	kliiniline	klinický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kliiniline	klinické	kliiniline	klinický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
kliiniline	klinický	kliiniline	klinický	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
väljatöötamine	vypracovanie	välja_töötamine	vypracovanie	N;NOM;SG	N;NOM;NEUT;SG
väljatöötamine	rozvíjanie	välja_töötamine	rozvíjanie	N;NOM;SG	N;NOM;NEUT;SG
võõras	cudzí	võõras	cudzí	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
tuttav	známe	tuttav	známy	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tuttav	známy	tuttav	známy	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
baltimore	baltimore	balti_more	baltimor	N;NOM;SG	N;INAN;NOM;MASC;SG
platvorm	plošina	platvorm	plošina	N;NOM;SG	N;NOM;FEM;SG
platvorm	platforma	platvorm	platforma	N;NOM;SG	N;NOM;FEM;SG
metallica	metallica	metallica	metallica	N;NOM;SG	N;NOM;FEM;SG
pidu	oslava	pidu	oslava	N;NOM;SG	N;NOM;FEM;SG
pidu	strana	pidu	strana	N;NOM;SG	N;NOM;FEM;SG
pidu	večierok	pidu	večierko	N;NOM;SG	N;INAN;NOM;MASC;SG
meeleolu	nálada	meele_olu	nálada	N;NOM;SG	N;NOM;FEM;SG
sata	sata	satma	sata	N;NOM;SG	N;NOM;NEUT;SG
alternatiiv	alternatíva	alternatiiv	alternatíva	N;NOM;SG	N;NOM;FEM;SG
alternatiiv	náhradník	alternatiiv	náhradník	N;NOM;SG	N;ANIM;NOM;MASC;SG
disainitud	projektované	disainitud	projektovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
disainitud	navrhnuté	disainitud	navrhnutý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
disainitud	konštruované	disainitud	konštruovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
disainitud	navrhnutá	disainitud	navrhnutý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
disainitud	navrhnutý	disainitud	navrhnutý	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
geneetika	genetika	geneetika	genetika	N;NOM;SG	N;NOM;FEM;SG
täitnud	splnila	täitma	splniť	V;PST;V.PTCP;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
täitnud	splnil	täitma	splniť	V;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ingel	anjelik	ingel	anjelik	N;NOM;SG	N;ANIM;NOM;MASC;SG
ingel	anjel	ingel	anjel	N;NOM;SG	N;ANIM;NOM;MASC;SG
kohane	primerané	kohane	primeraný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kohane	vhodná	kohane	vhodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kohane	primeraná	kohane	primeraný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
kohane	vhodné	kohane	vhodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
kohane	primeraný	kohane	primeraný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
kohane	vhodný	kohane	vhodný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
vangistatud	uväznený	vangista=tud	uväznený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
vangistatud	uväznených	vangista=tud	uväznený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
vangistatud	uväznená	vangista=tud	uväznený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vangistatud	zachytený	vangista=tud	zachytený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
vangistatud	chytený	vangista=tud	chytený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
vangistatud	zachytené	vangista=tud	zachytený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vaatas	sledoval	vaatama	sledovať	V;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
vaatas	pozeral	vaatama	pozerať	V;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
rev	rev	rev	rev	N	N;INAN;NOM;MASC;SG
maximus	maximus	maximus	maximus	N;NOM;SG	N;ANIM;NOM;MASC;SG
samsung	samsung	samsung	samsung	N;NOM;SG	N;INAN;NOM;MASC;SG
variandid	varianty	variant	variant	N;NOM;PL	N;INAN;NOM;MASC;PL
pühak	svätec	pühak	svätec	N;NOM;SG	N;ANIM;NOM;MASC;SG
honda	honda	hond	honda	N;NOM;SG	N;INAN;NOM;MASC;SG
florence	florence	florence	florenec	N;NOM;SG	N;ANIM;NOM;MASC;SG
reporter	reportér	reporter	reportér	N;NOM;SG	N;ANIM;NOM;MASC;SG
reporter	reportérka	reporter	reportérka	N;NOM;SG	N;NOM;FEM;SG
geoloogiline	geologická	geoloogiline	geologický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
geoloogiline	geologické	geoloogiline	geologický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
geoloogiline	geologické	geoloogiline	geologický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
jutud	príbehy	jutt	príbeh	N;NOM;PL	N;INAN;NOM;MASC;PL
jutud	príspevky	jutt	príspevok	N;NOM;PL	N;INAN;NOM;MASC;PL
atmosfäär	atmosféra	atmo_sfäär	atmosféra	N;NOM;SG	N;NOM;FEM;SG
sissetulek	príjem	sisse_tulek	príjem	N;NOM;SG	N;INAN;NOM;MASC;SG
ületanud	prekročiť	ületama	prekročiť	V;PST;V.PTCP;ACT	V;PFV;POS;NFIN
lame	byt	lame	byt	N;NOM;SG	N;INAN;NOM;MASC;SG
brand	značka	brand	značka	N;NOM;SG	N;NOM;FEM;SG
augustin	augustin	augustima	augustin	N;NOM;SG	N;ANIM;NOM;MASC;SG
hunter	hunter	hunter	hunter	N;NOM;SG	N;INAN;NOM;MASC;SG
hunter	lovec	hunter	lovec	N;NOM;SG	N;ANIM;NOM;MASC;SG
nõutud	požiadal	nõu=tud	požiadať	V;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
nõutud	požiadali	nõu=tud	požiadať	V;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
moodul	modul	moodul	moduť	N;NOM;SG	N;INAN;NOM;MASC;SG
mungad	mnísi	munk	mnísi	N;NOM;PL	N;ANIM;NOM;MASC;PL
ameeriklane	američan	ameeriklane	američan	N;NOM;SG	N;ANIM;NOM;MASC;SG
ameeriklane	american	ameeriklane	american	N;NOM;SG	N;NOM;FEM;SG
hinnad	ceny	hind	cena	N;NOM;PL	N;NOM;FEM;PL
diktaator	diktátor	diktaator	diktátor	N;NOM;SG	N;ANIM;NOM;MASC;SG
lane	lane	lane	lana	N;NOM;SG	N;NOM;FEM;SG
lane	pruh	lane	pruh	N;NOM;SG	N;INAN;NOM;MASC;SG
armastatud	milovaná	armastatud	milovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
armastatud	milovaní	armastatud	milovaný	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
armastatud	milovaný	armastatud	milovaný	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
armastatud	milované	armastatud	milovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
eesistuja	predseda	ees_istuja	predseda	N;NOM;SG	N;ANIM;NOM;MASC;SG
ragnar	ragnar	ragnar	ragnar	N;NOM;SG	N;ANIM;NOM;MASC;SG
canterbury	canterbury	canterbury	canterbur	N;NOM;SG	N;ANIM;NOM;MASC;SG
kulu	výdavok	kulu	výdavok	N;NOM;SG	N;INAN;NOM;MASC;SG
tagajärg	dôsledok	taga_järg	dôsledok	N;NOM;SG	N;INAN;NOM;MASC;SG
tagajärg	následok	taga_järg	následok	N;NOM;SG	N;INAN;NOM;MASC;SG
julge	tučné	julge	tučný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
julge	odvážny	julge	odvážny	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
julge	odvážna	julge	odvážny	ADJ;NOM;SG	ADJ;NOM;FEM;SG
julge	odvážny	julge	odvážny	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
tasane	ploché	tasane	plochý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tasane	plochá	tasane	plochý	ADJ;NOM;SG	ADJ;NOM;FEM;SG
konkreetsete	konkrétnych	konkreetne	konkrétny	ADJ;GEN;PL	ADJ;GEN;MASC;PL
voyager	voyager	voyager	voyager	N;NOM;SG	N;INAN;NOM;MASC;SG
jõulud	vianoce	jõulud	vianoce	N;NOM;PL	N;NOM;FEM;PL
nõbu	sesternica	nõbu	sesternica	N;NOM;SG	N;NOM;FEM;SG
nõbu	bratranec	nõbu	bratranec	N;NOM;SG	N;ANIM;NOM;MASC;SG
aurora	aurora	aurora	aurora	N;NOM;SG	N;NOM;FEM;SG
stanislav	stanislav	stanislav	stanislav	N;NOM;SG	N;ANIM;NOM;MASC;SG
kõneleja	rečník	kõneleja	rečník	N;NOM;SG	N;ANIM;NOM;MASC;SG
kõneleja	hovorca	kõneleja	hovorca	N;NOM;SG	N;ANIM;NOM;MASC;SG
kõneleja	hovorca	kõneleja	hovorca	N;NOM;SG	N;ANIM;NOM;MASC;SG
terminoloogia	terminológia	terminoloogia	terminológia	N;NOM;SG	N;NOM;FEM;SG
nokk	zobák	nokk	zobák	N;NOM;SG	N;INAN;NOM;MASC;SG
hirv	jeleň	hirv	jeleň	N;NOM;SG	N;ANIM;NOM;MASC;SG
tunnel	tunela	tunnel	tunieť	N;NOM;SG	N;NOM;FEM;SG
tunnel	tunel	tunnel	tunel	N;NOM;SG	N;INAN;NOM;MASC;SG
mahajäetud	opustené	maha_jäetud	opustený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mahajäetud	opustenej	maha_jäetud	opustený	ADJ;PST;V.PTCP;PASS	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
mahajäetud	opustený	maha_jäetud	opustený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mahajäetud	opustená	maha_jäetud	opustený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
leib	chlebík	leib	chlebík	N;NOM;SG	N;INAN;NOM;MASC;SG
leib	chlieb	leib	chlieb	N;NOM;SG	N;INAN;NOM;MASC;SG
isabel	isabel	isabel	isabel	N;NOM;SG	N;NOM;FEM;SG
secret	secret	secret	secret	N;NOM;SG	N;NOM;FEM;SG
secret	tajomstvo	secret	tajomstvo	N;NOM;SG	N;NOM;NEUT;SG
snake	had	snake	had	N;NOM;SG	N;ANIM;NOM;MASC;SG
avaldus	prehlásenie	avaldus	prehlásenie	N;NOM;SG	N;NOM;NEUT;SG
avaldus	výkaz	avaldus	výkaz	N;NOM;SG	N;INAN;NOM;MASC;SG
avaldus	vyhlásenie	avaldus	vyhlásenie	N;NOM;SG	N;NOM;NEUT;SG
avaldus	vyjadrenie	avaldus	vyjadrenie	N;NOM;SG	N;NOM;NEUT;SG
kontor	kancelária	kontor	kancelária	N;NOM;SG	N;NOM;FEM;SG
kontor	úrad	kontor	úrad	N;NOM;SG	N;INAN;NOM;MASC;SG
oskus	zručnosť	oskus	zručnosť	N;NOM;SG	N;NOM;FEM;SG
väljendus	výraz	väljenduma	výraz	N;NOM;SG	N;INAN;NOM;MASC;SG
väljendus	vyjadrenie	väljenduma	vyjadrenie	N;NOM;SG	N;NOM;NEUT;SG
kahur	dela	kahur	dielo	N;NOM;SG	N;NOM;NEUT;SG
kahur	delo	kahur	delo	N;NOM;SG	N;NOM;NEUT;SG
esitus	prezentácia	esitus	prezentácia	N;NOM;SG	N;NOM;FEM;SG
toodang	výroba	toodang	výroba	N;NOM;SG	N;NOM;FEM;SG
toodang	produkcia	toodang	produkcia	N;NOM;SG	N;NOM;FEM;SG
bordeaux	bordeaux	bordeaux	bordeaux	N;NOM;SG	N;INAN;NOM;MASC;SG
nuku	bábika	nukk	bábika	N;NOM;SG	N;NOM;FEM;SG
stsenaarium	scenár	stsenaarium	scenár	N;NOM;SG	N;INAN;NOM;MASC;SG
õigustada	odôvodniť	õigustama	odôvodniť	V;NFIN	V;PFV;POS;NFIN
õigustada	zdôvodniť	õigustama	zdôvodniť	V;NFIN	V;PFV;POS;NFIN
kaar	oblúk	kaar	oblúk	N;NOM;SG	N;INAN;NOM;MASC;SG
kaar	oblúk	kaar	oblúk	N;NOM;SG	N;INAN;NOM;MASC;SG
skp	hdp	skp	hdp	N	N;INAN;NOM;MASC;SG
autod	automobily	auto	automobiť	N;NOM;PL	N;NOM;FEM;PL
autod	autá	auto	auto	N;NOM;PL	N;NOM;NEUT;PL
oranž	orange	oranž	oranga	N;NOM;SG	N;INAN;NOM;MASC;SG
oranž	pomaranč	oranž	pomaranč	N;NOM;SG	N;INAN;NOM;MASC;SG
ideaalne	perfektný	ideaalne	perfektný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
ideaalne	perfektné	ideaalne	perfektný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ideaalne	dokonalá	ideaalne	dokonalý	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ideaalne	perfektná	ideaalne	perfektný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ideaalne	ideálna	ideaalne	ideálny	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ideaalne	ideálny	ideaalne	ideálny	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
serv	hrane	serv	hraň	N;NOM;SG	N;NOM;FEM;SG
serv	okraj	serv	okraj	N;NOM;SG	N;INAN;NOM;MASC;SG
muster	vzor	muster	vzor	N;NOM;SG	N;INAN;NOM;MASC;SG
castle	zámok	castle	zámok	N;NOM;SG	N;INAN;NOM;MASC;SG
castle	hrad	castle	hrad	N;NOM;SG	N;INAN;NOM;MASC;SG
identiteet	totožnosť	identiteet	totožnosť	N;NOM;SG	N;NOM;FEM;SG
identiteet	identita	identiteet	identita	N;NOM;SG	N;NOM;FEM;SG
rõivas	odev	rõivama	odev	N;NOM;SG	N;INAN;NOM;MASC;SG
ainulaadne	jedinečný	ainu_laadne	jedinečný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
ainulaadne	unikátne	ainu_laadne	unikátny	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ainulaadne	jedinečné	ainu_laadne	jedinečný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ainulaadne	jedinečná	ainu_laadne	jedinečný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ainulaadne	unikátny	ainu_laadne	unikátny	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
algataja	pôvodca	algataja	pôvodca	N;NOM;SG	N;ANIM;NOM;MASC;SG
algataja	iniciátor	algataja	iniciátor	N;NOM;SG	N;ANIM;NOM;MASC;SG
sissetung	invázia	sissetung	inváziť	N;NOM;SG	N;NOM;FEM;SG
sissetung	zasahovanie	sissetung	zasahovanie	N;NOM;SG	N;NOM;NEUT;SG
sissetung	vniknutie	sissetung	vniknutie	N;NOM;SG	N;NOM;NEUT;SG
grey	šedá	grey	šedý	N;NOM;SG	N;NOM;FEM;SG
grey	šedé	grey	šedý	N;NOM;SG	N;NOM;NEUT;SG
teresa	teresa	tere	teres	N;NOM;SG	N;NOM;FEM;SG
teresa	tereza	tere	tereza	N;NOM;SG	N;NOM;FEM;SG
oskused	zručnosti	oskus	zručnosť	N;NOM;PL	N;NOM;FEM;PL
oskused	zručnosti	oskus	zručnosť	N;NOM;PL	N;NOM;FEM;PL
intervall	interval	intervall	intervať	N;NOM;SG	N;INAN;NOM;MASC;SG
oklahoma	oklahoma	oklahom	oklah	N;NOM;SG	N;INAN;NOM;MASC;SG
leopard	leopard	leopard	leopard	N;NOM;SG	N;ANIM;NOM;MASC;SG
kusagil	niekde	kusagil	niekde	ADV	ADV
kusagil	kdesi	kusagil	kdesi	ADV	ADV
kusagil	niekam	kusagil	niekam	ADV	ADV
vastused	odpovede	vastus	odpoveď	N;NOM;PL	N;NOM;FEM;PL
vastused	odozvy	vastus	odozvať	N;NOM;PL	N;NOM;FEM;PL
vastused	reakcie	vastus	reakcia	N;NOM;PL	N;NOM;FEM;PL
vastused	odpovede	vastus	odpoveď	N;NOM;PL	N;NOM;FEM;PL
vastused	odpovede	vastus	odpoveď	N;NOM;PL	N;NOM;FEM;PL
hannah	hannah	hannah	hannah	N;NOM;SG	N;NOM;FEM;SG
trotski	trockij	trotski	trockij	N;NOM;SG	N;ANIM;NOM;MASC;SG
esitamine	predloženie	esitamine	predloženie	N;NOM;SG	N;NOM;NEUT;SG
esitamine	predkladanie	esitamine	predkladanie	N;NOM;SG	N;NOM;NEUT;SG
esitamine	podanie	esitamine	podanie	N;NOM;SG	N;NOM;NEUT;SG
järjekord	front	järje_kord	front	N;NOM;SG	N;INAN;NOM;MASC;SG
järjekord	poradie	järje_kord	poradie	N;NOM;SG	N;NOM;NEUT;SG
järjekord	objednávka	järje_kord	objednávka	N;NOM;SG	N;NOM;FEM;SG
järjekord	poriadok	järje_kord	poriadok	N;NOM;SG	N;INAN;NOM;MASC;SG
karistus	trest	karistus	trest	N;NOM;SG	N;INAN;NOM;MASC;SG
karistus	pokuta	karistus	pokut	N;NOM;SG	N;NOM;FEM;SG
karistus	sankcia	karistus	sankcia	N;NOM;SG	N;NOM;FEM;SG
karistus	treste	karistus	trest	N;NOM;SG	N;INAN;NOM;MASC;SG
karistus	trest	karistus	trest	N;NOM;SG	N;INAN;NOM;MASC;SG
karistus	potrestanie	karistus	potrestanie	N;NOM;SG	N;NOM;NEUT;SG
montgomery	montgomery	montgomery	montgomer	N;NOM;SG	N;ANIM;NOM;MASC;SG
kuulnud	počula	kuulma	počuť	V;PST;V.PTCP;ACT	V;FEM;SG;POS;PST;V.PTCP
kuulnud	počuli	kuulma	počuť	V;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
kuulnud	počul	kuulma	počuť	V;PST;V.PTCP;ACT	V;ANIM;MASC;SG;POS;PST;V.PTCP
aspekt	aspekt	aspekt	aspekt	N;NOM;SG	N;INAN;NOM;MASC;SG
aspekt	hľadisko	aspekt	hľadisko	N;NOM;SG	N;NOM;NEUT;SG
filter	filter	filter	filter	N;NOM;SG	N;INAN;NOM;MASC;SG
terje	terje	terje	terova	N;NOM;SG	N;NOM;FEM;SG
vinci	vinci	vinci	vinca	N;NOM;SG	N;ANIM;NOM;MASC;SG
stephan	stephan	stephan	stephan	N;NOM;SG	N;ANIM;NOM;MASC;SG
abstraktne	abstraktné	abstraktne	abstraktný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
valle	valle	valle	vallí	N;NOM;SG	N;INAN;NOM;MASC;SG
puudused	nedostatky	puudus	nedostatok	N;NOM;PL	N;INAN;NOM;MASC;PL
puudused	nedostatky	puudus	nedostatok	N;NOM;PL	N;INAN;NOM;MASC;PL
puudused	slabiny	puudus	slabina	N;NOM;PL	N;NOM;FEM;PL
puudused	slabosti	puudus	slabosť	N;NOM;PL	N;NOM;FEM;PL
puudused	nedostatky	puudus	nedostatok	N;NOM;PL	N;INAN;NOM;MASC;PL
wilde	wilde	wilde	wild	N;NOM;SG	N;NOM;FEM;SG
kontserdid	koncerty	kontsert	koncert	N;NOM;PL	N;INAN;NOM;MASC;PL
õpetlane	učenec	õpetlane	učenec	N;NOM;SG	N;ANIM;NOM;MASC;SG
volinik	komisár	volinik	komisár	N;NOM;SG	N;ANIM;NOM;MASC;SG
pioneer	pionier	pioneer	pionier	N;NOM;SG	N;INAN;NOM;MASC;SG
ravenna	ravenna	ravendama	ravenný	N;NOM;SG	N;NOM;FEM;SG
tapab	zabije	tapma	zabiť	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
tapab	zabíja	tapma	zabíjať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
arendus	rozvoj	arendus	rozvoj	N;NOM;SG	N;INAN;NOM;MASC;SG
arendus	vývoj	arendus	vývoj	N;NOM;SG	N;INAN;NOM;MASC;SG
raskused	ťažkosti	raskus	ťažkosť	N;NOM;PL	N;NOM;FEM;PL
raskused	ťažkosti	raskus	ťažkosť	N;NOM;PL	N;NOM;FEM;PL
grupid	skupiny	grupp	skupina	N;NOM;PL	N;NOM;FEM;PL
nael	klinec	nael	klinec	N;NOM;SG	N;INAN;NOM;MASC;SG
eraldunud	oddeliť	eralduma	oddeliť	V;PST;V.PTCP;ACT	V;PFV;POS;NFIN
püssi	puška	püss	puška	N;NOM;SG	N;NOM;FEM;SG
mix	mix	mix	mix	N;NOM;SG	N;INAN;NOM;MASC;SG
mix	zmes	mix	zmes	N;NOM;SG	N;NOM;FEM;SG
vari	tieň	vari	tieň	N;NOM;SG	N;INAN;NOM;MASC;SG
vesinik	vodík	vesinik	vodík	N;NOM;SG	N;INAN;NOM;MASC;SG
usd	usd	uks	usdo	N;NOM;SG	N;NOM;FEM;SG
motiiv	motív	motiiv	motív	N;NOM;SG	N;INAN;NOM;MASC;SG
motiiv	motív	motiiv	motív	N;NOM;SG	N;INAN;NOM;MASC;SG
motiiv	motív	motiiv	motív	N;NOM;SG	N;INAN;NOM;MASC;SG
motiiv	funkcia	motiiv	funkcia	N;NOM;SG	N;NOM;FEM;SG
motiiv	vlastnosť	motiiv	vlastnosť	N;NOM;SG	N;NOM;FEM;SG
motiiv	prvok	motiiv	prvok	N;NOM;SG	N;INAN;NOM;MASC;SG
usbeki	uzbecké	usbek	uzbecký	ADJ	ADJ;NOM;NEUT;SG
veebisait	web	veebi_sait	web	N;NOM;SG	N;INAN;NOM;MASC;SG
veebisait	webe	veebi_sait	wiaba	N;NOM;SG	N;INAN;NOM;MASC;SG
adobe	adobe	adobe	adobe	N;NOM;SG	N;NOM;FEM;SG
positiivselt	kladne	positiivselt	kladne	ADV	ADV
oswald	oswald	oswald	oswald	N;NOM;SG	N;ANIM;NOM;MASC;SG
värskelt	čerstvo	värskelt	čerstvo	ADV	ADV
liigne	nadmerný	liigne	nadmerný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
liigne	nadmerná	liigne	nadmerný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
liigne	nadmerné	liigne	nadmerný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
evelyn	evelyn	evelyn	evelyn	N;NOM;SG	N;NOM;FEM;SG
serblased	srbi	serblane	srbi	N;NOM;PL	N;ANIM;NOM;MASC;PL
hõim	kmeň	hõim	kmeň	N;NOM;SG	N;INAN;NOM;MASC;SG
haydn	haydn	haydn	haydn	N;NOM;SG	N;ANIM;NOM;MASC;SG
tiiger	tiger	tiiger	tiger	N;NOM;SG	N;ANIM;NOM;MASC;SG
tiiger	tigra	tiiger	tiger	N;NOM;SG	N;NOM;FEM;SG
võimed	schopnosti	võime	schopný	N;NOM;PL	N;NOM;FEM;PL
võimed	právomoci	võime	právomoc	N;NOM;PL	N;NOM;FEM;PL
raoul	raoul	raoul	raoul	N;NOM;SG	N;ANIM;NOM;MASC;SG
kile	film	kile	film	N;NOM;SG	N;INAN;NOM;MASC;SG
mägismaa	vysočina	mägi_smaa	vysočin	N;NOM;SG	N;NOM;FEM;SG
oodatud	očakávaný	oodatud	očakávaný	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
oodatud	očakávaná	oodatud	očakávaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
oodatud	predpokladaný	oodatud	predpokladaný	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
oodatud	očakávané	oodatud	očakávaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kartis	bál	kartma	bál	V;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
marilyn	marilyn	marilyn	marilyn	N;NOM;SG	N;NOM;FEM;SG
sara	sára	sara	sár	N;NOM;SG	N;NOM;FEM;SG
sara	saru	sara	sara	N;NOM;SG	N;NOM;FEM;SG
energeetika	energia	energeetika	energia	N;NOM;SG	N;NOM;FEM;SG
energeetika	energy	energeetika	energ	N;NOM;SG	N;NOM;FEM;SG
energeetika	energetika	energeetika	energetika	N;NOM;SG	N;NOM;FEM;SG
act	čin	act	čin	N;NOM;SG	N;INAN;NOM;MASC;SG
act	akt	act	akt	N;NOM;SG	N;INAN;NOM;MASC;SG
häda	beda	häda	beda	N;NOM;SG	N;ANIM;NOM;MASC;SG
häda	kalamita	häda	kalamita	N;NOM;SG	N;NOM;FEM;SG
parandab	zlepšuje	parandama	zlepšovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
mahler	mahler	mahler	mahler	N;NOM;SG	N;ANIM;NOM;MASC;SG
muld	pôda	muld	pôda	N;NOM;SG	N;NOM;FEM;SG
muld	špina	muld	špina	N;NOM;SG	N;NOM;FEM;SG
muld	hlina	muld	hlina	N;NOM;SG	N;NOM;FEM;SG
muld	pôda	muld	pôda	N;NOM;SG	N;NOM;FEM;SG
pinged	napätia	pinge	napätia	N;NOM;PL	N;NOM;NEUT;PL
kontroller	regulátor	kont_roller	regulátor	N;NOM;SG	N;INAN;NOM;MASC;SG
kontroller	ovládač	kont_roller	ovládač	N;NOM;SG	N;INAN;NOM;MASC;SG
arve	faktúra	arve	faktúra	N;NOM;SG	N;NOM;FEM;SG
tõstetud	vychovala	tõstma	vychovať	V;PST;V.PTCP;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
klassid	triedy	klass	trieda	N;NOM;PL	N;NOM;FEM;PL
laser	laser	laser	laser	N;NOM;SG	N;INAN;NOM;MASC;SG
varese	varese	vares	variesť	N;NOM;SG	N;INAN;NOM;MASC;SG
jessica	jessica	jessica	jessica	N;NOM;SG	N;NOM;FEM;SG
hardcore	hardcore	hardcore	hardcore	N;NOM;SG	N;INAN;NOM;MASC;SG
