もの	rzeczy	もの	rzecz	N	N;ACC;FEM;PL
ヒト	ludzie	ヒト	człowiek	N	N;NOM;MASC;PL
ヒト	człowiek	ヒト	człowiek	N	N;NOM;MASC;SG
ヒト	człowieka	ヒト	człowiek	N	N;ACC;MASC;SG
灯台	latarni	灯台	latarnia	N	N;GEN;FEM;SG
灯台	latarnia	灯台	latarniać	N	N;NOM;FEM;SG
実装	wdraża	実装	wdraż	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
グレード	stopień	グレード	stopień	N	N;NOM;MASC;SG
グレード	klasie	グレード	klasa	N	N;DAT;FEM;SG
ライオン	lwa	ライオン	lwa	N	N;ACC;MASC;SG
ライオン	lew	ライオン	lew	N	N;NOM;MASC;SG
ライオン	lwy	ライオン	lew	N	N;NOM;MASC;PL
突然	nagle	突然	nagle	ADV	ADV
ビーム	wiązka	ビーム	wiązka	N	N;NOM;FEM;SG
ビーム	promień	ビーム	promień	N	N;NOM;MASC;SG
ビーム	wiązki	ビーム	wiązka	N	N;ACC;FEM;PL
正義	sprawiedliwości	正義	sprawiedliwość	N	N;GEN;FEM;SG
正義	sprawiedliwość	正義	sprawiedliwość	N	N;NOM;FEM;SG
少数	mniejszość	少数	mniejszość	N	N;NOM;FEM;SG
少数	mniejszości	少数	mniejszość	N	N;GEN;FEM;SG
アプリ	aplikacji	アプリ	aplikacja	N	N;GEN;FEM;SG
アプリ	aplikację	アプリ	aplikacja	N	N;ACC;FEM;SG
アプリ	aplikacja	アプリ	aplikacja	N	N;NOM;FEM;SG
アプリ	aplikacje	アプリ	aplikacja	N	N;NOM;FEM;PL
アプリ	aplikacji	アプリ	aplikacja	N	N;GEN;FEM;SG
中国語	chińczyk	中国語	chińczyk	N	N;NOM;MASC;SG
ランプ	lampka	ランプ	lampka	N	N;NOM;FEM;SG
ランプ	lampy	ランプ	lampa	N	N;ACC;FEM;PL
ランプ	lampa	ランプ	lampa	N	N;NOM;FEM;SG
ランプ	podjazd	ランプ	podjazd	N	N;ACC;MASC;SG
運命	przeznaczenia	運命	przeznaczenie	N	N;GEN;NEUT;SG
運命	przeznaczeniem	運命	przeznaczenie	N	N;INS;NEUT;SG
運命	przeznaczenie	運命	przeznaczenie	N	N;NOM;NEUT;SG
運命	losy	運命	los	N	N;NOM;MASC;PL
運命	los	運命	los	N	N;NOM;MASC;SG
運命	przeznaczenia	運命	przeznaczenie	N	N;GEN;NEUT;SG
運命	przeznaczenie	運命	przeznaczenie	N	N;NOM;NEUT;SG
海賊	piractwa	海賊	piractwo	N	N;GEN;NEUT;SG
海賊	piractwo	海賊	piractwo	N	N;NOM;NEUT;SG
海賊	pirata	海賊	pirat	N	N;ACC;MASC;SG
海賊	pirat	海賊	pirat	N	N;NOM;MASC;SG
海賊	piratów	海賊	pirat	N	N;ACC;MASC;PL
概要	podsumowanie	概要	podsumowanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
概要	streszczenie	概要	streszczenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
概要	zestawienie	概要	zestawienie	N	N;NOM;NEUT;SG
概要	podsumowanie	概要	podsumowanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
成分	składniki	成分	składnik	N	N;NOM;MASC;PL
成分	składników	成分	składnik	N	N;GEN;MASC;PL
初演	premierę	初演	premiera	N	N;ACC;FEM;SG
初演	premiera	初演	premier	N	N;ACC;MASC;SG
紛争	konflikty	紛争	konflikt	N	N;NOM;MASC;PL
紛争	konfliktów	紛争	konflikt	N	N;GEN;MASC;PL
紛争	konflikt	紛争	konflikt	N	N;NOM;MASC;SG
紛争	kłótnie	紛争	kłótnie	N	N;NOM;NEUT;SG
紛争	konflikty	紛争	konflikt	N	N;NOM;MASC;PL
紛争	konfliktu	紛争	konflikt	N	N;GEN;MASC;SG
紛争	konflikt	紛争	konflikt	N	N;NOM;MASC;SG
ジャーナリスト	dziennikarstwo	ジャーナリスト	dziennikarstwo	N	N;NOM;NEUT;SG
ジャーナリスト	dziennikarz	ジャーナリスト	dziennikarz	N	N;NOM;MASC;SG
ジャーナリスト	dziennikarka	ジャーナリスト	dziennikarka	N	N;NOM;FEM;SG
ジャーナリスト	dziennikarze	ジャーナリスト	dziennikarz	N	N;NOM;MASC;PL
ジャーナリスト	dziennikarzy	ジャーナリスト	dziennikarz	N	N;ACC;MASC;PL
リズム	rytmy	リズム	rytm	N	N;NOM;MASC;PL
リズム	rytm	リズム	rytm	N	N;NOM;MASC;SG
リズム	rytmu	リズム	rytm	N	N;GEN;MASC;SG
美しい	piękne	美しい	piękny	ADJ	ADJ;NOM;NEUT;SG
美しい	piękna	美しい	piękny	ADJ	ADJ;NOM;FEM;SG
美しい	śliczna	美しい	śliczny	ADJ	ADJ;NOM;FEM;SG
一本	ippon	一本	ippon		
フェリー	promy	フェリー	próm	N	N;NOM;MASC;PL
フェリー	promy	フェリー	próm	N	N;NOM;MASC;PL
地形	topografia	地形	topografia	N	N;NOM;FEM;SG
地形	teren	地形	teren	N	N;NOM;MASC;SG
地形	tereny	地形	teren	N	N;NOM;MASC;PL
地形	terenu	地形	teren	N	N;GEN;MASC;SG
財産	własności	財産	własność	N	N;ACC;FEM;SG
財産	nieruchomości	財産	nieruchomość	N	N;GEN;FEM;SG
財産	właściwość	財産	właściwość	N	N;NOM;FEM;SG
財産	własność	財産	własność	N	N;ACC;FEM;SG
財産	nieruchomość	財産	nieruchomość	N	N;NOM;FEM;SG
広報	rozgłos	広報	rozgłos	N	N;NOM;MASC;SG
功績	osiągnięcia	功績	osiągnięcie	N	N;NOM;NEUT;SG
功績	osiągnięć	功績	osiągnięcie	N	N;GEN;NEUT;PL
功績	osiągnięcie	功績	osiągnięcie	N	N;NOM;NEUT;SG
功績	osiągnięcia	功績	osiągnięcie	N	N;NOM;NEUT;SG
功績	osiąganie	功績	osiągać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
コスト	koszt	コスト	koszt	N	N;NOM;MASC;SG
コスト	koszty	コスト	koszt	N	N;NOM;MASC;PL
コスト	koszty	コスト	koszt	N	N;NOM;MASC;PL
ミドル	środek	ミドル	środek	N	N;NOM;MASC;SG
特性	cechy	特性	cecha	N	N;NOM;FEM;PL
特性	charakterystyka	特性	charakterystyka	N	N;NOM;FEM;SG
特性	właściwości	特性	właściwość	N	N;ACC;FEM;PL
特性	cecha	特性	cechać	N	N;NOM;FEM;SG
財務	finansowania	財務	finansowanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
財務	finansowanie	財務	finansować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
パネル	panelu	パネル	panel	N	N;GEN;MASC;SG
パネル	panel	パネル	panel	N	N;NOM;MASC;SG
馬場	baba	馬場	baba	N	N;NOM;FEM;SG
馬場	babę	馬場	baba	N	N;ACC;FEM;SG
キャップ	czapka	キャップ	czapki	N	N;NOM;FEM;SG
キック	kopnięcie	キック	kopnięcie	N	N;NOM;NEUT;SG
正しい	poprawna	正しい	poprawny	ADJ	ADJ;NOM;FEM;SG
正しい	poprawny	正しい	poprawny	ADJ	ADJ;NOM;MASC;SG
正しい	poprawne	正しい	poprawny	ADJ	ADJ;NOM;NEUT;SG
通貨	walutę	通貨	waluta	N	N;ACC;FEM;SG
通貨	waluty	通貨	waluta	N	N;ACC;FEM;PL
通貨	waluta	通貨	walutać	N	N;NOM;FEM;SG
通貨	waluty	通貨	waluta	N	N;ACC;FEM;PL
庭園	ogrodu	庭園	ogród	N	N;GEN;MASC;SG
庭園	ogród	庭園	ogród	N	N;NOM;MASC;SG
庭園	ogródek	庭園	ogródek	N	N;NOM;MASC;SG
庭園	ogrodzie	庭園	ogród	N	N;DAT;MASC;SG
庭園	ogrody	庭園	ogród	N	N;NOM;MASC;PL
庭園	ogrodów	庭園	ogród	N	N;GEN;MASC;PL
クエスト	poszukiwanie	クエスト	poszukiwać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
クエスト	wyprawa	クエスト	wyprawa	N	N;NOM;FEM;SG
クエスト	misje	クエスト	misja	N	N;NOM;FEM;PL
モーター	silnik	モーター	silnik	N	N;NOM;MASC;SG
月間	miesiąc	月間	miesiąc	N	N;NOM;MASC;SG
月間	miesiąca	月間	miesiąc	N	N;ACC;MASC;SG
夕方	wieczór	夕方	wieczór	N	N;NOM;MASC;SG
夕方	wieczorem	夕方	wieczór	N	N;INS;MASC;SG
役員	funkcjonariusze	役員	funkcjonariusz	N	N;NOM;MASC;PL
役員	oficerowie	役員	oficer	N	N;NOM;MASC;PL
役員	oficerów	役員	oficer	N	N;ACC;MASC;PL
役員	oficer	役員	oficer	N	N;NOM;MASC;SG
役員	funkcjonariusz	役員	funkcjonariusz	N	N;NOM;MASC;SG
勉強	studiuje	勉強	studiować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
式典	ceremonia	式典	ceremonia	N	N;NOM;FEM;SG
式典	ceremonii	式典	ceremonia	N	N;GEN;FEM;SG
式典	uroczystości	式典	uroczystość	N	N;GEN;FEM;SG
式典	uroczystość	式典	uroczystość	N	N;NOM;FEM;SG
演技	aktorstwo	演技	aktorstwo	N	N;NOM;NEUT;SG
奇跡	cudów	奇跡	cud	N	N;GEN;MASC;PL
奇跡	cud	奇跡	cud	N	N;NOM;MASC;SG
バード	ptaka	バード	ptak	N	N;ACC;MASC;SG
バード	ptak	バード	ptak	N	N;NOM;MASC;SG
バード	ptaszek	バード	ptaszek	N	N;NOM;MASC;SG
ストーン	kamienia	ストーン	kamień	N	N;GEN;MASC;SG
ストーン	kamienie	ストーン	kamień	N	N;NOM;MASC;PL
ストーン	kamień	ストーン	kamień	N	N;NOM;MASC;SG
受信	otrzymywać	受信	otrzymywać	V	V;IPFV;NFIN;ACT
受信	odbierać	受信	odbierać	V	V;IPFV;NFIN;ACT
受信	otrzymać	受信	otrzymać	V	V;PFV;NFIN;ACT
受信	otrzymała	受信	otrzymać	V	V;PFV;FEM;IND;SG;PST;FIN;ACT
受信	otrzymano	受信	otrzymać	V	V;PFV;IND;0;PST;FIN;ACT
農林	leśnictwa	農林	leśnictwo	N	N;GEN;NEUT;SG
甲板	pokładzie	甲板	pokład	N	N;ACC;MASC;SG
甲板	pokład	甲板	pokład	N	N;NOM;MASC;SG
湘南	shonan	湘南	shonan		
事務局	biura	事務局	biuro	N	N;NOM;NEUT;SG
事務局	urząd	事務局	urząd	N	N;NOM;MASC;SG
事務局	sekretariatu	事務局	sekretariat	N	N;GEN;MASC;SG
事務局	sekretariat	事務局	sekretariat	N	N;NOM;MASC;SG
ムービー	filmu	ムービー	film	N	N;GEN;MASC;SG
ムービー	film	ムービー	film	N	N;ACC;MASC;SG
オプション	opcje	オプション	opcja	N	N;NOM;MASC;PL
オプション	opcję	オプション	opcja	N	N;ACC;FEM;SG
オプション	opcja	オプション	opcja	N	N;NOM;FEM;SG
業績	osiągnięcia	業績	osiągnięcie	N	N;NOM;NEUT;SG
業績	osiągnięć	業績	osiągnięcie	N	N;GEN;NEUT;PL
橋梁	wiadukt	橋梁	wiadukt	N	N;NOM;MASC;SG
アプリケーション	podanie	アプリケーション	podanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
アプリケーション	zastosowanie	アプリケーション	zastosowanie	N	N;NOM;NEUT;SG
アプリケーション	aplikacja	アプリケーション	aplikacja	N	N;NOM;FEM;SG
アプリケーション	wniosków	アプリケーション	wniosek	N	N;GEN;MASC;PL
アプリケーション	zastosowania	アプリケーション	zastosowanie	N	N;GEN;NEUT;SG
アプリケーション	aplikacje	アプリケーション	aplikacja	N	N;NOM;FEM;PL
アプリケーション	podania	アプリケーション	podać	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
アプリケーション	wnioski	アプリケーション	wniosek	N	N;NOM;MASC;PL
ミラー	miller	ミラー	miller	N	N;NOM;MASC;SG
ミラー	millera	ミラー	miller	N	N;ACC;MASC;SG
ミラー	lustro	ミラー	lustro	N	N;NOM;NEUT;SG
ミラー	lusterko	ミラー	lusterko	N	N;NOM;NEUT;SG
バレエ	baletu	バレエ	balet	N	N;GEN;MASC;SG
バレエ	balet	バレエ	balet	N	N;NOM;MASC;SG
広い	szersze	広い	szeroko	ADJ	ADJ;NOM;CMPR;MASC;SG
広い	szerszy	広い	szeroki	ADJ	ADJ;NOM;CMPR;MASC;SG
広い	szeroka	広い	szeroki	ADJ	ADJ;NOM;FEM;SG
広い	szerokie	広い	szeroki	ADJ	ADJ;NOM;NEUT;SG
広い	szeroki	広い	szeroki	ADJ	ADJ;NOM;MASC;SG
広い	szerokiej	広い	szeroki	ADJ	ADJ;GEN;FEM;SG
モノ	rzeczy	モノ	rzecz	N	N;ACC;FEM;PL
決める	decyduje	決める	decydować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
決める	postanawia	決める	postanawiać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
決める	zdecydować	決める	zdecydować	V	V;PFV;NFIN;ACT
支社	gałęzi	支社	gałąź	N	N;GEN;FEM;PL
支社	gałąź	支社	gałąź	N	N;ACC;FEM;SG
支社	oddział	支社	oddział	N	N;NOM;MASC;SG
省略	pominąć	省略	pominąć	V	V;PFV;NFIN;ACT
サークル	kółka	サークル	kółka	N	N;NOM;NEUT;PL
サークル	okręgi	サークル	okręga	N	N;NOM;MASC;PL
サークル	kółko	サークル	kółko	N	N;NOM;NEUT;SG
サークル	kręgi	サークル	krąg	N	N;NOM;MASC;PL
サークル	kręgu	サークル	krąg	N	N;GEN;MASC;SG
サークル	okrąg	サークル	okrąg	N	N;NOM;MASC;SG
サークル	koło	サークル	koło	N	N;NOM;NEUT;SG
サークル	krąg	サークル	krąg	N	N;NOM;MASC;SG
犠牲	poświęcić	犠牲	poświęcić	V	V;PFV;NFIN;ACT
パフォーマンス	wykonanie	パフォーマンス	wykonać	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
パフォーマンス	skuteczność	パフォーマンス	skuteczność	N	N;NOM;FEM;SG
パフォーマンス	występ	パフォーマンス	występ	N	N;ACC;MASC;SG
パフォーマンス	wydajność	パフォーマンス	wydajność	N	N;ACC;FEM;SG
パフォーマンス	wydajności	パフォーマンス	wydajność	N	N;GEN;FEM;SG
ファイト	walka	ファイト	walka	N	N;NOM;FEM;SG
奉行	sędziego	奉行	sędzia	N	N;ACC;MASC;SG
おそらく	prawdopodobnie	おそらく	prawdopodobnie	ADV	ADV
ショット	ujęcie	ショット	ująć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ショット	strzał	ショット	strzał	N	N;NOM;MASC;SG
ショット	strzałów	ショット	strzał	N	N;GEN;MASC;PL
ショット	strzały	ショット	strzał	N	N;NOM;MASC;PL
若者	młodzież	若者	młodzież	N	N;NOM;FEM;SG
若者	młodości	若者	młodość	N	N;GEN;FEM;SG
若者	młodość	若者	młodość	N	N;NOM;FEM;SG
兵隊	żołnierz	兵隊	żołnierz	N	N;NOM;MASC;SG
兵隊	żołnierzu	兵隊	żołnierz	N	N;DAT;MASC;SG
間隔	odstępach	間隔	odstęp	N	N;DAT;FEM;PL
間隔	odstęp	間隔	odstęp	N	N;NOM;MASC;SG
間隔	przedział	間隔	przedział	N	N;NOM;MASC;SG
間隔	odstęp	間隔	odstęp	N	N;NOM;MASC;SG
間隔	odstępy	間隔	odstęp	N	N;NOM;MASC;PL
生きる	żyj	生きる	żyć	V	V;IPFV;IMP;SG;2;FIN;ACT
全般	generał	全般	generał	N	N;NOM;MASC;SG
応募	zastosować	応募	zastosować	V	V;PFV;NFIN;ACT
応募	stosować	応募	stosować	V	V;IPFV;NFIN;ACT
リスク	ryzyko	リスク	ryzyko	N	N;NOM;NEUT;SG
リスク	ryzyko	リスク	ryzyko	N	N;NOM;NEUT;SG
リスク	ryzyk	リスク	ryzyk	N	N;GEN;FEM;PL
割合	proporcji	割合	proporcja	N	N;GEN;FEM;SG
割合	odsetek	割合	odsetka	N	N;ACC;MASC;SG
割合	proporcje	割合	proporcja	N	N;NOM;FEM;PL
割合	procent	割合	procent	N	N;NOM;MASC;SG
割合	odsetek	割合	odsetka	N	N;ACC;MASC;SG
割合	procent	割合	procent	N	N;NOM;MASC;SG
プリンセス	księżniczki	プリンセス	księżniczka	N	N;GEN;FEM;SG
プリンセス	księżniczka	プリンセス	księżniczka	N	N;NOM;FEM;SG
プリンセス	księżniczki	プリンセス	księżniczka	N	N;GEN;FEM;SG
気持ち	uczuć	気持ち	uczucie	N	N;GEN;NEUT;PL
気持ち	odczucia	気持ち	odczucie	N	N;NOM;NEUT;PL
気持ち	uczucia	気持ち	uczucie	N	N;NOM;NEUT;PL
軍隊	wojsko	軍隊	wojsko	N	N;NOM;NEUT;SG
軍隊	wojska	軍隊	wojsko	N	N;NOM;NEUT;SG
軍隊	armie	軍隊	arma	N	N;NOM;FEM;PL
軍隊	wojska	軍隊	wojsko	N	N;NOM;NEUT;SG
軍隊	wojsko	軍隊	wojsko	N	N;NOM;NEUT;SG
軍隊	armia	軍隊	armia	N	N;NOM;FEM;SG
みなみ	minami	みなむ	mina	N	N;INS;FEM;PL
無効	wyłączony	無効	wyłączyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
無効	niepełnosprawnych	無効	niepełnosprawny	ADJ	ADJ;GEN;MASC;PL
無効	wyłączona	無効	wyłączyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
無効	wyłączone	無効	wyłączyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
無効	nieprawidłowa	無効	nieprawidłowy	ADJ	ADJ;NOM;FEM;SG
無効	nieprawidłowe	無効	nieprawidłowy	ADJ	ADJ;NOM;NEUT;SG
無効	nieprawidłowy	無効	nieprawidłowy	ADJ	ADJ;NOM;MASC;SG
行事	zdarzenia	行事	zdarzenie	N	N;NOM;NEUT;SG
行事	wydarzenia	行事	wydarzenie	N	N;NOM;NEUT;PL
行事	wydarzeń	行事	wydarzenie	N	N;GEN;NEUT;PL
行事	wydarzenie	行事	wydarzenie	N	N;NOM;NEUT;SG
行事	wydarzenia	行事	wydarzenie	N	N;NOM;NEUT;PL
行事	zdarzenie	行事	zdarzenie	N	N;NOM;NEUT;SG
競争	rywalizacja	競争	rywalizacja	N	N;NOM;FEM;SG
競争	zawody	競争	zawód	N	N;NOM;MASC;PL
競争	konkurencja	競争	konkurencja	N	N;NOM;FEM;SG
競争	konkurs	競争	konkurs	N	N;NOM;MASC;SG
競争	konkurencji	競争	konkurencja	N	N;GEN;FEM;SG
医薬品	pharmaceuticals	医薬品	pharmaceutical	N	N;NOM;MASC;SG
双子	bliźniak	双子	bliźniak	N	N;NOM;MASC;SG
双子	bliźniaczki	双子	bliźniaczka	N	N;NOM;FEM;SG
双子	bliźniaki	双子	bliźniak	N	N;NOM;MASC;PL
双子	bliźniaczki	双子	bliźniaczka	N	N;NOM;FEM;SG
ビジョン	wzrok	ビジョン	wzrok	N	N;NOM;MASC;SG
ビジョン	wizji	ビジョン	wizja	N	N;GEN;FEM;SG
ビジョン	wizja	ビジョン	wizja	N	N;NOM;FEM;SG
ビジョン	widzenie	ビジョン	widzenie	N	N;NOM;NEUT;SG
疾患	choroba	疾患	choroba	N	N;NOM;FEM;SG
疾患	choroby	疾患	choroba	N	N;ACC;FEM;PL
疾患	zaburzenia	疾患	zaburzyć	N	N;NOM;NEUT;PL
パーツ	części	パーツ	część	N	N;ACC;FEM;PL
ローン	kredyt	ローン	kredyt	N	N;NOM;MASC;SG
ローン	pożyczka	ローン	pożyczka	N	N;NOM;FEM;SG
ローン	pożyczki	ローン	pożyczka	N	N;ACC;FEM;PL
ローン	kredyty	ローン	kredyt	N	N;NOM;MASC;PL
ローン	pożyczki	ローン	pożyczka	N	N;ACC;FEM;PL
トイレ	toalety	トイレ	toaleta	N	N;GEN;FEM;SG
トイレ	toaleta	トイレ	toaleta	N	N;NOM;FEM;SG
トイレ	łazience	トイレ	łazienka	N	N;DAT;FEM;SG
トイレ	łazienka	トイレ	łazienka	N	N;NOM;FEM;SG
トイレ	łazienki	トイレ	łazienka	N	N;ACC;FEM;PL
トイレ	toalety	トイレ	toaleta	N	N;GEN;FEM;SG
リスナー	słuchaczem	リスナー	słuchacz	N	N;INS;MASC;SG
リスナー	słuchaczy	リスナー	słuchaczyć	N	N;GEN;MASC;PL
グラウンド	ziemi	グラウンド	ziemia	N	N;GEN;FEM;SG
グラウンド	grunt	グラウンド	grunt	N	N;NOM;MASC;SG
グラウンド	podłoże	グラウンド	podłoże	N	N;NOM;NEUT;SG
トレーニング	kształcenie	トレーニング	kształcenie	N	N;NOM;NEUT;SG
トレーニング	szkolenia	トレーニング	szkolić	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
トレーニング	trening	トレーニング	trening	N	N;NOM;MASC;SG
トレーニング	szkolenie	トレーニング	szkolenie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
トレーニング	treningi	トレーニング	trening	N	N;NOM;MASC;PL
レンタル	wynajem	レンタル	wynaj	N	N;NOM;MASC;SG
レンタル	wypożyczalnia	レンタル	wypożyczalniać	N	N;NOM;FEM;SG
レンタル	wynajem	レンタル	wynaj	N	N;NOM;MASC;SG
レンタル	czynsz	レンタル	czynsz	N	N;NOM;MASC;SG
コマンド	polecenia	コマンド	polecenie	N	N;NOM;NEUT;SG
コマンド	dowództwo	コマンド	dowództwo	N	N;NOM;NEUT;SG
コマンド	polecenie	コマンド	polecenie	N	N;NOM;NEUT;SG
コマンド	polecenia	コマンド	polecenie	N	N;NOM;NEUT;SG
質量	masie	質量	masa	N	N;GEN;FEM;SG
質量	masy	質量	masa	N	N;GEN;FEM;SG
質量	masa	質量	masa	N	N;NOM;FEM;SG
質量	msza	質量	msza	N	N;NOM;FEM;SG
照明	oświetlenia	照明	oświetlenie	N	N;GEN;NEUT;SG
照明	oświetlenie	照明	oświetlenie	N	N;NOM;NEUT;SG
照明	oświetlenia	照明	oświetlenie	N	N;GEN;NEUT;SG
照明	oświetlenie	照明	oświetlenie	N	N;NOM;NEUT;SG
ペット	zwierzak	ペット	zwierzak	N	N;NOM;MASC;SG
ペット	zwierzaki	ペット	zwierzak	N	N;NOM;MASC;PL
ペット	zwierzęta	ペット	zwierzę	N	N;NOM;NEUT;PL
エンド	koniec	エンド	koniec	N	N;NOM;MASC;SG
独特	unikalne	独特	unikalny	ADJ	ADJ;NOM;NEUT;SG
独特	unikatowe	独特	unikatowy	ADJ	ADJ;NOM;NEUT;SG
独特	unikalny	独特	unikalny	ADJ	ADJ;NOM;MASC;SG
独特	wyjątkowy	独特	wyjątkowy	ADJ	ADJ;NOM;MASC;SG
独特	niepowtarzalny	独特	niepowtarzalny	ADJ	ADJ;NOM;MASC;SG
住所	siedziba	住所	siedziba	N	N;NOM;FEM;SG
住所	adres	住所	adres	N	N;ACC;MASC;SG
総長	rektor	総長	rektor	N	N;NOM;MASC;SG
不適切	niewłaściwe	不適切	niewłaściwy	ADJ	ADJ;NOM;NEUT;SG
不適切	niestosowne	不適切	niestosowny	ADJ	ADJ;NOM;NEUT;SG
不適切	niewłaściwa	不適切	niewłaściwy	ADJ	ADJ;NOM;FEM;SG
不適切	nieodpowiednie	不適切	nieodpowiedni	ADJ	ADJ;NOM;NEUT;SG
限界	granica	限界	granica	N	N;NOM;FEM;SG
限界	ograniczenie	限界	ograniczenie	N	N;NOM;NEUT;SG
限界	limit	限界	limit	N	N;NOM;MASC;SG
限界	granice	限界	granica	N	N;NOM;FEM;PL
限界	limity	限界	limita	N	N;NOM;MASC;PL
限界	ograniczenia	限界	ograniczenie	N	N;NOM;NEUT;SG
視点	perspektywa	視点	perspektywa	N	N;NOM;FEM;SG
視点	perspektywę	視点	perspektywa	N	N;ACC;FEM;SG
視点	perspektywy	視点	perspektywa	N	N;ACC;FEM;PL
視点	perspektyw	視点	perspektywa	N	N;GEN;FEM;PL
視点	perspektywy	視点	perspektywa	N	N;ACC;FEM;PL
視点	perspektywa	視点	perspektywa	N	N;NOM;FEM;SG
チェーン	łańcuchy	チェーン	łańcuch	N	N;NOM;MASC;PL
チェーン	łańcuch	チェーン	łańcuch	N	N;NOM;MASC;SG
チェーン	łańcucha	チェーン	łańcuch	N	N;GEN;MASC;SG
チェーン	łańcuszek	チェーン	łańcuszek	N	N;ACC;MASC;SG
飛行機	samolot	飛行機	samolot	N	N;NOM;MASC;SG
飛行機	samolotem	飛行機	samolot	N	N;INS;MASC;SG
飛行機	samolotem	飛行機	samolot	N	N;INS;MASC;SG
飛行機	samolot	飛行機	samolot	N	N;NOM;MASC;SG
飛行機	płaszczyzna	飛行機	płaszczyzna	N	N;NOM;FEM;SG
飛行機	samolot	飛行機	samolot	N	N;NOM;MASC;SG
飛行機	samoloty	飛行機	samolot	N	N;NOM;MASC;PL
飛行機	samolot	飛行機	samolot	N	N;NOM;MASC;SG
飛行機	samolotu	飛行機	samolot	N	N;GEN;MASC;SG
飛行機	samolotem	飛行機	samolot	N	N;INS;MASC;SG
キロメートル	kilometra	キロメートル	kilometra	N	N;ACC;MASC;SG
キロメートル	kilometr	キロメートル	kilometr	N	N;ACC;MASC;SG
キロメートル	kilometry	キロメートル	kilometra	N	N;NOM;MASC;PL
キロメートル	kilometrów	キロメートル	kilometr	N	N;GEN;MASC;PL
キロメートル	kilometr	キロメートル	kilometr	N	N;ACC;MASC;SG
キロメートル	kilometry	キロメートル	kilometra	N	N;NOM;MASC;PL
キロメートル	kilometrów	キロメートル	kilometr	N	N;GEN;MASC;PL
宮殿	pałace	宮殿	pałac	N	N;NOM;MASC;PL
宮殿	pałac	宮殿	pałac	N	N;NOM;MASC;SG
宮殿	pałacu	宮殿	pałac	N	N;GEN;MASC;SG
宮殿	palace	宮殿	palak	N	N;NOM;MASC;SG
需要	popytu	需要	popyt	N	N;GEN;MASC;SG
需要	popyt	需要	popyt	N	N;NOM;MASC;SG
需要	zapotrzebowanie	需要	zapotrzebowanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
需要	żądanie	需要	żądanie	N	N;NOM;NEUT;SG
圧力	presja	圧力	presja	N	N;NOM;FEM;SG
圧力	ciśnienie	圧力	ciśnienie	N	N;NOM;NEUT;SG
圧力	nacisk	圧力	nacisk	N	N;NOM;MASC;SG
圧力	presji	圧力	presja	N	N;GEN;FEM;SG
衣装	kostiumy	衣装	kostium	N	N;ACC;MASC;PL
衣装	stroje	衣装	strać	N	N;NOM;FEM;PL
衣装	kostium	衣装	kostium	N	N;NOM;MASC;SG
衣装	kostiumy	衣装	kostium	N	N;ACC;MASC;PL
衣装	strój	衣装	strój	N	N;ACC;MASC;SG
衣装	strój	衣装	strój	N	N;ACC;MASC;SG
伝承	folklor	伝承	folklor	N	N;NOM;MASC;SG
別れ	żegnaj	別れ	żegnać	V	V;IPFV;IMP;SG;2;FIN;ACT
近隣	sąsiedztwo	近隣	sąsiedztwo	N	N;NOM;NEUT;SG
近隣	osiedle	近隣	osiedle	N	N;NOM;NEUT;SG
近隣	dzielnica	近隣	dzielnica	N	N;NOM;FEM;SG
近隣	okolica	近隣	okolica	N	N;NOM;FEM;SG
必要	konieczność	必要	konieczność	N	N;NOM;FEM;SG
必要	konieczności	必要	konieczność	N	N;GEN;FEM;SG
プレーオフ	playoff	プレーオフ	playoff	N	N;NOM;MASC;SG
室内	kryty	室内	kryć	N	N;ACC;MASC;SG
コーヒー	kawy	コーヒー	kawa	N	N;GEN;FEM;SG
コーヒー	kawie	コーヒー	kawa	N	N;DAT;FEM;SG
スパイ	szpieg	スパイ	szpieg	N	N;NOM;MASC;SG
スパイ	szpiega	スパイ	szpieg	N	N;ACC;MASC;SG
スパイ	szpiegostwo	スパイ	szpiegostwo	N	N;NOM;NEUT;SG
