ابتر	miserábel	ابتر	miserábel	ADJ	ADJ
بناوٹ	estrutura	بناوٹ	estrutura	N;NOM;MASC;SG;3	N
بناوٹ	rede	بناوٹ	rede	N;NOM;MASC;SG;3	N
بناوٹ	forma	بناوٹ	forma	N;NOM;MASC;SG;3	N
بناوٹ	dunha	بناوٹ	dunha	N;NOM;MASC;SG;3	N
بناوٹ	construción	بناوٹ	construción	N;NOM;MASC;SG;3	N
بناوٹ	construcción	بناوٹ	construcción	N;NOM;MASC;SG;3	N
بناوٹ	construtora	بناوٹ	construtor	N;NOM;MASC;SG;3	N
بناوٹ	constitución	بناوٹ	constitución	N;NOM;MASC;SG;3	N
بنایا	fixen	بنا	facer	V;PFV;MASC;SG;V.PTCP;ACT	V
بنایا	fixo	بنا	facer	V;PFV;MASC;SG;V.PTCP;ACT	V
بنٹانا	compartir	بنٹا	compartir	V;MASC;SG;NFIN;ACT	V
بنٹانا	comparten	بنٹا	compartir	V;MASC;SG;NFIN;ACT	V
بنٹانا	compartimos	بنٹا	compartir	V;MASC;SG;NFIN;ACT	V
بنٹانا	dividen	بنٹا	dividir	V;MASC;SG;NFIN;ACT	V
بندگی	servizo	بندگی	servizo	N;NOM;MASC;SG;3	N
بندگی	humildade	بندگی	humildade	N;NOM;MASC;SG;3	N
بندگی	escravitude	بندگی	escravitude	N;NOM;MASC;SG;3	N
بندوبست	orde	بندوبست	orde	N;NOM;MASC;SG;3	N
بندوبست	xiro	بندوبست	xiro	N;NOM;MASC;SG;3	N
بندوبست	postal	بندوبست	postal	N;NOM;MASC;SG;3	N
بندوبست	sistema	بندوبست	sistema	N;NOM;MASC;SG;3	N
بندوبست	xestión	بندوبست	xestión	N;NOM;MASC;SG;3	N
بندوبست	dirección	بندوبست	dirección	N;NOM;MASC;SG;3	N
بندوبست	arranxo	بندوبست	arranxo	N;NOM;MASC;SG;3	N
بندوبست	acordo	بندوبست	acordo	N;NOM;MASC;SG;3	N
بندوبست	economía	بندوبست	economía	N;NOM;MASC;SG;3	N
بندوبست	organización	بندوبست	organización	N;NOM;MASC;SG;3	N
بندوبست	sindicato	بندوبست	sindicato	N;NOM;MASC;SG;3	N
بندوبست	método	بندوبست	método	N;NOM;MASC;SG;3	N
بندوبست	plan	بندوبست	plan	N;NOM;MASC;SG;3	N
بندوبست	plano	بندوبست	plano	N;NOM;MASC;SG;3	N
بندوبست	posición	بندوبست	posición	N;NOM;MASC;SG;3	N
بندوبست	oferta	بندوبست	oferta	N;NOM;MASC;SG;3	N
بندوبست	orde	بندوبست	orde	N;NOM;MASC;SG;3	N
بندوبست	xiro	بندوبست	xiro	N;NOM;MASC;SG;3	N
بندوبست	postal	بندوبست	postal	N;NOM;MASC;SG;3	N
بندوبست	sistema	بندوبست	sistema	N;NOM;MASC;SG;3	N
بندوبست	administración	بندوبست	administración	N;NOM;MASC;SG;3	N
بندوبست	xestión	بندوبست	xestión	N;NOM;MASC;SG;3	N
بندوبست	dirección	بندوبست	dirección	N;NOM;MASC;SG;3	N
بندوبست	arranxo	بندوبست	arranxo	N;NOM;MASC;SG;3	N
بندوبست	acordo	بندوبست	acordo	N;NOM;MASC;SG;3	N
بندوبست	economía	بندوبست	economía	N;NOM;MASC;SG;3	N
بندوبست	organización	بندوبست	organización	N;NOM;MASC;SG;3	N
بندوبست	sindicato	بندوبست	sindicato	N;NOM;MASC;SG;3	N
بندوبست	método	بندوبست	método	N;NOM;MASC;SG;3	N
بندوبست	plan	بندوبست	plan	N;NOM;MASC;SG;3	N
بندوبست	plano	بندوبست	plano	N;NOM;MASC;SG;3	N
بندوبست	posición	بندوبست	posición	N;NOM;MASC;SG;3	N
بندوبست	oferta	بندوبست	oferta	N;NOM;MASC;SG;3	N
بندی	escrava	بندی	escravo	ADJ	ADJ
بنک	banco	بنک	banco	N;NOM;MASC;SG;3	N
بنک	ribeira	بنک	ribeira	N;NOM;MASC;SG;3	N
بنک	penedo	بنک	pener	N;NOM;MASC;SG;3	N
بنک	citybank	بنک	citybank	N;NOM;MASC;SG;3	N
بنکارنا	berrar	بنکار	berrar	V;NFIN	V
بنکارنا	berrar	بنکار	berrar	V;NFIN	V
بننا	ser	بن	ser	V;MASC;SG;NFIN;ACT	V
بننا	ser	بن	ser	V;MASC;SG;NFIN;ACT	V
بننا	estar	بن	estar	V;MASC;SG;NFIN;ACT	V
بننا	ser	بن	ser	V;MASC;SG;NFIN;ACT	V
بننا	ser	بن	ser	V;MASC;SG;NFIN;ACT	V
بننا	estar	بن	estar	V;MASC;SG;NFIN;ACT	V
بُنیادی	fundamental	بُنیادی	fundamental	ADJ	ADJ
بُنیادی	básica	بُنیادی	básico	ADJ	ADJ
بُنیادی	básicos	بُنیادی	básico	ADJ	ADJ
بُنیادی	básico	بُنیادی	básico	ADJ	ADJ
بُنیادی	básicas	بُنیادی	básico	ADJ	ADJ
بُنیادی	director	بُنیادی	director	ADJ	ADJ
بُنیادی	principal	بُنیادی	principal	ADJ	ADJ
بوتل	viño	بوتل	vir	N;NOM;FEM;SG;3	N
بوتل	viño	بوتل	vir	N;NOM;FEM;SG;3	N
بوتل	botella	بوتل	botella	N;NOM;FEM;SG;3	N
بوجھ	carguen	بوجھ	carguen	V;ACT	V
بوجھ	carguen	بوجھ	carguen	V;ACT	V
بُوڑنا	afogar	بُوڑ	afogar	V;NFIN;ACT	V
بوِساطت	través	بوِساطت	través	N;NOM;MASC;SG;3	N
بوسہ	bico	بوسہ	bico	N;NOM;MASC;SG;3	N
بوسیدہ	horríbel	بوسیدہ	horríbel	ADJ	ADJ
بُوقلموں	diversidade	بُوقلم	diversidade	N;ACC;MASC;PL;3	N
بول	fala	بول	falar	V;ACT	V
بول	comando	بول	comar	V;ACT	V
بول	prometer	بول	prometer	V;ACT	V
بول	prometo	بول	prometo	V;ACT	V
بول	seguido	بول	seguir	V;ACT	V
بول	falar	بول	falar	V;ACT	V
بولتا	déixate	بول	déixate	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتا	falando	بول	falar	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتا	falar	بول	falar	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتا	falar	بول	falar	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتا	falando	بول	falar	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتا	vivir	بول	vivir	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتا	viven	بول	vivir	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتا	vive	بول	vivir	V;IPFV;MASC;SG;V.PTCP;ACT	V
بولتی	déixate	بول	déixate	V;IPFV;FEM;SG;V.PTCP;ACT	V
بولتی	falando	بول	falar	V;IPFV;FEM;SG;V.PTCP;ACT	V
بولتی	falar	بول	falar	V;IPFV;FEM;SG;V.PTCP;ACT	V
بولنا	dicir	بول	dicir	V;MASC;SG;NFIN;ACT	V
بولنا	dille	بول	dille	V;MASC;SG;NFIN;ACT	V
بولنا	falar	بول	falar	V;MASC;SG;NFIN;ACT	V
بولی	fala	بول	falar	V;PFV;FEM;SG;V.PTCP;ACT	V
بولی	fala	بول	falar	V;PFV;FEM;SG;V.PTCP;ACT	V
بوہُڑنا	volvo	بوہُڑنا	volvo	V;SG;NFIN;ACT	V
بوہُڑنا	regresar	بوہُڑنا	regresar	V;SG;NFIN;ACT	V
بوہُڑنا	volva	بوہُڑنا	volva	V;SG;NFIN;ACT	V
بوہُڑنا	volver	بوہُڑنا	volver	V;SG;NFIN;ACT	V
بہا	aboiando	بہ	aboiar	V;PFV;SG;V.PTCP;ACT	V
بہتا	correr	بہتا	correr	V;PFV;MASC;SG;V.PTCP;ACT	V
بہتا	correndo	بہتا	correr	V;PFV;MASC;SG;V.PTCP;ACT	V
بِہترین	mellores	بِہترین	mellor	ADJ	ADJ
بِہترین	mellor	بِہترین	mellor	ADJ	ADJ
بِہترین	mellor	بِہترین	mellor	ADJ	ADJ
بِہروزی	prosperidade	بِہروزی	prosperidade	N;NOM;MASC;SG;3	N
بِہری	parte	بِہری	parte	N;NOM;MASC;SG;3	N
بہورنا	volvo	بہور	volvo	V;NFIN;ACT	V
بہورنا	regresar	بہور	regresar	V;NFIN;ACT	V
بہورنا	volva	بہور	volva	V;NFIN;ACT	V
بہورنا	volver	بہور	volver	V;NFIN;ACT	V
بہیمانہ	brutal	بہیمانہ	brutal	ADJ	ADJ
بیان	descrición	بیان	descrición	N;NOM;MASC;SG;3	N
بیان	declaración	بیان	declaración	N;NOM;MASC;SG;3	N
بیان	descrición	بیان	descrición	N;NOM;MASC;SG;3	N
بیان	relato	بیان	relato	N;NOM;MASC;SG;3	N
بیان	contas	بیان	conta	N;NOM;MASC;SG;3	N
بیان	conta	بیان	conta	N;NOM;MASC;SG;3	N
بیان	declaración	بیان	declaración	N;NOM;MASC;SG;3	N
بیاہ	casamento	بیاہ	casamento	N;NOM;MASC;SG;3	N
بیاہ	matrimonio	بیاہ	matrimonio	N;NOM;MASC;SG;3	N
بیاہ	casamento	بیاہ	casamento	N;NOM;MASC;SG;3	N
بیاہ	matrimonio	بیاہ	matrimonio	N;NOM;MASC;SG;3	N
بیاہ	voda	بیاہ	vodo	N;NOM;MASC;SG;3	N
بیاہ	matrimonio	بیاہ	matrimonio	N;NOM;MASC;SG;3	N
بیاہ	noiva	بیاہ	noiva	N;NOM;MASC;SG;3	N
بِیاہنا	casar	بِیاہنا	casar	V;SG;NFIN;ACT	V
بِیتنا	pasar	بِیتنا	pasar	V;NFIN;ACT	V
بِیتنا	pasará	بِیتنا	pasar	V;NFIN;ACT	V
بِیتنا	pasar	بِیتنا	pasar	V;NFIN;ACT	V
بِیتنا	pase	بِیتنا	pase	V;NFIN;ACT	V
بیٹا	neno	بیٹا	neno	N;NOM;MASC;SG;3	N
بیٹا	rapaz	بیٹا	rapaz	N;NOM;MASC;SG;3	N
بیٹا	mozo	بیٹا	mozo	N;NOM;MASC;SG;3	N
بیٹا	fillo	بیٹا	fillo	N;NOM;MASC;SG;3	N
بیٹا	nena	بیٹا	nena	N;NOM;MASC;SG;3	N
بیٹا	neno	بیٹا	neno	N;NOM;MASC;SG;3	N
بیٹا	fillo	بیٹا	fillo	N;NOM;MASC;SG;3	N
بیٹا	neno	بیٹا	neno	N;NOM;MASC;SG;3	N
بیٹا	rapaz	بیٹا	rapaz	N;NOM;MASC;SG;3	N
بیٹا	mozo	بیٹا	mozo	N;NOM;MASC;SG;3	N
بیٹا	fillo	بیٹا	fillo	N;NOM;MASC;SG;3	N
بیٹا	fillo	بیٹا	fillo	N;NOM;MASC;SG;3	N
بیٹا	nena	بیٹا	nena	N;NOM;MASC;SG;3	N
بیٹا	neno	بیٹا	neno	N;NOM;MASC;SG;3	N
بیٹا	fillo	بیٹا	fillo	N;NOM;MASC;SG;3	N
بیٹی	moza	بیٹی	mozo	N;NOM;FEM;SG;3	N
بیٹی	rapaza	بیٹی	rapaza	N;NOM;FEM;SG;3	N
بیٹی	nena	بیٹی	nena	N;NOM;FEM;SG;3	N
بیٹی	filla	بیٹی	fillo	N;NOM;FEM;SG;3	N
بیٹی	moza	بیٹی	mozo	N;NOM;FEM;SG;3	N
بیٹی	rapaza	بیٹی	rapaza	N;NOM;FEM;SG;3	N
بیٹی	nena	بیٹی	nena	N;NOM;FEM;SG;3	N
بَیٹھنا	senta	بَیٹھ	sentar	V;NFIN	V
بَیٹھنا	sente	بَیٹھ	sente	V;NFIN	V
بَیٹھنا	sentar	بَیٹھ	sentar	V;NFIN	V
بَیٹھنا	apostar	بَیٹھ	apostar	V;NFIN	V
بَیٹھنا	diminúe	بَیٹھ	diminuír	V;NFIN	V
بَیٹھنا	caer	بَیٹھ	caer	V;NFIN	V
بَیٹھنا	ir	بَیٹھ	ir	V;NFIN	V
بَیٹھنا	liscar	بَیٹھ	liscar	V;NFIN	V
بِیجنا	fan	بِیج	facer	V;NFIN;ACT	V
بیچا	vendido	بیچا	vendido	V;PFV;MASC;SG;V.PTCP;ACT	V
بیخ	base	بیخ	base	N;NOM;MASC;SG;3	N
بیخ	orixe	بیخ	orixe	N;NOM;MASC;SG;3	N
بیخ	fonte	بیخ	fonte	N;NOM;MASC;SG;3	N
بیخ	orixe	بیخ	orixe	N;NOM;MASC;SG;3	N
بیخ	orixe	بیخ	orixe	N;NOM;MASC;SG;3	N
بیخ	raíz	بیخ	raíz	N;NOM;MASC;SG;3	N
بیخ	fundación	بیخ	fundación	N;NOM;MASC;SG;3	N
بیخ	alicerce	بیخ	alicerce	N;NOM;MASC;SG;3	N
بیخ	alicerces	بیخ	alicerze	N;NOM;MASC;SG;3	N
بیخ	base	بیخ	base	N;NOM;MASC;SG;3	N
بیخ	cimentos	بیخ	cimento	N;NOM;MASC;SG;3	N
بیداربخت	sorte	بیداربخت	sorte	N;NOM;MASC;SG;3	N
بیدارمغز	intelixente	بیدارمغز	intelixente	ADJ	ADJ
بیدارمغز	intelixentes	بیدارمغز	intelixente	ADJ	ADJ
بِیسوں	cantos	بڑیس	canto	N;ACC;MASC;PL;3	N
بیسیوں	exames	بیسی	exame	N;ACC;MASC;PL;3	N
بیسیوں	cantos	بیسی	canto	N;ACC;MASC;PL;3	N
بیگانہ	estranxeira	بیگانہ	estranxeiro	ADJ	ADJ
بیگانہ	estraño	بیگانہ	estraño	ADJ	ADJ
بیگانہ	estraño	بیگانہ	estraño	ADJ	ADJ
بیگانہ	estraña	بیگانہ	estraña	ADJ	ADJ
بیگانہ	extraño	بیگانہ	extraño	ADJ	ADJ
بیگانہ	rara	بیگانہ	raro	ADJ	ADJ
بیگانہ	raro	بیگانہ	raro	ADJ	ADJ
بیگانہ	estranxeira	بیگانہ	estranxeiro	ADJ	ADJ
بیگانہ	estraño	بیگانہ	estraño	ADJ	ADJ
بیگانہ	estraño	بیگانہ	estraño	ADJ	ADJ
بیگانہ	estraña	بیگانہ	estraña	ADJ	ADJ
بیگانہ	extraño	بیگانہ	extraño	ADJ	ADJ
بیگانہ	rara	بیگانہ	raro	ADJ	ADJ
بیگانہ	raro	بیگانہ	raro	ADJ	ADJ
بَیں	queda	بَیں	quedar	V;PL;FIN;ACT	V
دوربین	prismáticos	دوربین	prismáticos	N;NOM;FEM;SG;3	N
دوربین	telescopio	دوربین	telescopio	N;NOM;FEM;SG;3	N
بِیننا	recoller	بِین	recoller	V;SG;NFIN;ACT	V
بیہودہ	absurdas	بیہودہ	absurda	ADJ	ADJ
بیہودہ	inmoral	بیہودہ	inmoral	ADJ	ADJ
بھاتا	encantado	بھا	encantar	V;IPFV;MASC;SG;V.PTCP;ACT	V
بھاتا	querida	بھا	querer	V;IPFV;MASC;SG;V.PTCP;ACT	V
بھاری	difícil	بھاری	difícil	ADJ	ADJ
بھاری	duro	بھاری	duro	ADJ	ADJ
بھاری	importante	بھاری	importante	ADJ	ADJ
بھاری	importantes	بھاری	importante	ADJ	ADJ
بھاری	ricos	بھاری	rico	ADJ	ADJ
بھاری	rica	بھاری	rico	ADJ	ADJ
بھاری	rico	بھاری	rico	ADJ	ADJ
بھاری	forte	بھاری	forte	ADJ	ADJ
بھاری	alto	بھاری	alto	ADJ	ADJ
بھاری	alta	بھاری	alto	ADJ	ADJ
بھاری	valioso	بھاری	valioso	ADJ	ADJ
بھاری	grande	بھاری	grande	ADJ	ADJ
بھاری	gran	بھاری	gran	ADJ	ADJ
بھاری	grandes	بھاری	grande	ADJ	ADJ
بھاری	xenial	بھاری	xenial	ADJ	ADJ
بھاری	gran	بھاری	gran	ADJ	ADJ
بھاری	grande	بھاری	grande	ADJ	ADJ
بھاری	grandes	بھاری	grande	ADJ	ADJ
بھاری	triste	بھاری	triste	ADJ	ADJ
بھاری	difícil	بھاری	difícil	ADJ	ADJ
بھاری	dificil	بھاری	dificil	ADJ	ADJ
بھاری	superior	بھاری	superior	ADJ	ADJ
بھاری	superiores	بھاری	superior	ADJ	ADJ
بھاری	pesada	بھاری	pesar	ADJ	ADJ
بھاری	pesado	بھاری	pesar	ADJ	ADJ
بھاری	forte	بھاری	forte	ADJ	ADJ
بھاری	intenso	بھاری	intenso	ADJ	ADJ
بھاری	difícil	بھاری	difícil	ADJ	ADJ
بھاری	duro	بھاری	duro	ADJ	ADJ
بھاری	importante	بھاری	importante	ADJ	ADJ
بھاری	importantes	بھاری	importante	ADJ	ADJ
بھاری	ricos	بھاری	rico	ADJ	ADJ
بھاری	rica	بھاری	rico	ADJ	ADJ
بھاری	rico	بھاری	rico	ADJ	ADJ
بھاری	forte	بھاری	forte	ADJ	ADJ
بھاری	alto	بھاری	alto	ADJ	ADJ
بھاری	alta	بھاری	alto	ADJ	ADJ
بھاری	valioso	بھاری	valioso	ADJ	ADJ
بھاری	grande	بھاری	grande	ADJ	ADJ
بھاری	gran	بھاری	gran	ADJ	ADJ
بھاری	grandes	بھاری	grande	ADJ	ADJ
بھاری	xenial	بھاری	xenial	ADJ	ADJ
بھاری	gran	بھاری	gran	ADJ	ADJ
بھاری	grande	بھاری	grande	ADJ	ADJ
بھاری	grandes	بھاری	grande	ADJ	ADJ
بھاری	triste	بھاری	triste	ADJ	ADJ
بھاری	difícil	بھاری	difícil	ADJ	ADJ
بھاری	dificil	بھاری	dificil	ADJ	ADJ
بھاری	superior	بھاری	superior	ADJ	ADJ
بھاری	superiores	بھاری	superior	ADJ	ADJ
بھاری	pesada	بھاری	pesar	ADJ	ADJ
بھاری	pesado	بھاری	pesar	ADJ	ADJ
بھاری	forte	بھاری	forte	ADJ	ADJ
بھاری	intenso	بھاری	intenso	ADJ	ADJ
بھاشن	charla	بھاشن	charlar	N;NOM;MASC;SG;3	N
بھاشن	discurso	بھاشن	discurso	N;NOM;MASC;SG;3	N
بھاشن	expresión	بھاشن	expresión	N;NOM;MASC;SG;3	N
بھاشن	discurso	بھاشن	discurso	N;NOM;MASC;SG;3	N
بھاشن	enderezo	بھاشن	enderezo	N;NOM;MASC;SG;3	N
بھاشن	dirección	بھاشن	dirección	N;NOM;MASC;SG;3	N
بھاشن	falo	بھاشن	falar	N;NOM;MASC;SG;3	N
بھاشن	charla	بھاشن	charlar	N;NOM;MASC;SG;3	N
بھاکنا	dicir	بھاک	dicir	V;SG;NFIN;ACT	V
بھاکنا	di	بھاک	dicir	V;SG;NFIN;ACT	V
بھاکنا	falar	بھاک	falar	V;SG;NFIN;ACT	V
بھاکنا	falamos	بھاک	falar	V;SG;NFIN;ACT	V
بھاکنا	fala	بھاک	falar	V;SG;NFIN;ACT	V
بھاکنا	fale	بھاک	fale	V;SG;NFIN;ACT	V
بھاگ	compartir	بھاگ	compartir	V;ACT	V
بھاگ	comparten	بھاگ	compartir	V;ACT	V
بھاگ	compartimos	بھاگ	compartir	V;ACT	V
بھاگا	correr	بھاگا	correr	V;PFV;MASC;SG;V.PTCP;ACT	V
بھاگا	correndo	بھاگا	correr	V;PFV;MASC;SG;V.PTCP;ACT	V
بھاگتا	voando	بھاگ	voar	V;IPFV;MASC;SG;V.PTCP;ACT	V
بھاگتا	voar	بھاگ	voar	V;IPFV;MASC;SG;V.PTCP;ACT	V
بھاگتا	correr	بھاگ	correr	V;IPFV;MASC;SG;V.PTCP;ACT	V
بھاگتا	correndo	بھاگ	correr	V;IPFV;MASC;SG;V.PTCP;ACT	V
بھاگنا	escapar	بھاگ	escapar	V;MASC;SG;NFIN;ACT	V
بھاگنا	da	بھاگ	da	V;MASC;SG;NFIN;ACT	V
بھاگنا	fuxir	بھاگ	fuxir	V;MASC;SG;NFIN;ACT	V
بھاگنا	pilotar	بھاگ	pilotar	V;MASC;SG;NFIN;ACT	V
بھاگنا	voar	بھاگ	voar	V;MASC;SG;NFIN;ACT	V
بھاگنا	voan	بھاگ	voar	V;MASC;SG;NFIN;ACT	V
بھاگنا	voarei	بھاگ	voar	V;MASC;SG;NFIN;ACT	V
بھال	fortuna	بھال	fortuna	N;NOM;MASC;SG;3	N
بھال	sorte	بھال	sorte	N;NOM;MASC;SG;3	N
بھالا	spear	بھالا	spear	V;PFV;MASC;SG;V.PTCP;ACT	V
بھالا	spear	بھالا	spear	V;PFV;MASC;SG;V.PTCP;ACT	V
بھانا	aprezar	بھانا	aprezar	V;MASC;SG;NFIN;ACT	V
بھانا	apreciaría	بھانا	apreciar	V;MASC;SG;NFIN;ACT	V
بھانا	estivese	بھانا	estar	V;MASC;SG;NFIN;ACT	V
بھانا	gustaríame	بھانا	gustaríame	V;MASC;SG;NFIN;ACT	V
بھانپنا	supoño	بھانپنا	supor	V;SG;NFIN;ACT	V
بھانپنا	creo	بھانپنا	creo	V;SG;NFIN;ACT	V
بھانجنا	dividen	بھانجنا	dividir	V;SG;NFIN;ACT	V
بھائی	compañeira	بھائی	compañeira	N;NOM;MASC;SG;3	N
بھائی	camarada	بھائی	camarar	N;NOM;MASC;SG;3	N
بھائی	compañeiro	بھائی	compañeiro	N;NOM;MASC;SG;3	N
بھائی	irmán	بھائی	irmán	N;NOM;MASC;SG;3	N
بھائی	compañeira	بھائی	compañeira	N;NOM;MASC;SG;3	N
بھائی	camarada	بھائی	camarar	N;NOM;MASC;SG;3	N
بھائی	compañeiro	بھائی	compañeiro	N;NOM;MASC;SG;3	N
بھٹکا	perdeu	بھٹک	perder	V;PFV;MASC;SG;V.PTCP;ACT	V
بھٹکا	perderon	بھٹک	perder	V;PFV;MASC;SG;V.PTCP;ACT	V
بھٹکا	perdín	بھٹک	perder	V;PFV;MASC;SG;V.PTCP;ACT	V
بھٹکا	perdemos	بھٹک	perder	V;PFV;MASC;SG;V.PTCP;ACT	V
بھٹکا	perdido	بھٹک	perdido	V;PFV;MASC;SG;V.PTCP;ACT	V
بھٹکائو	dubidar	بھٹکائو	dubidar	V;PFV;MASC;SG;V.PTCP;ACT	V
بھٹکائو	dubido	بھٹکائو	dober	V;PFV;MASC;SG;V.PTCP;ACT	V
بھٹکائو	dubídoo	بھٹکائو	dubídoo	V;PFV;MASC;SG;V.PTCP;ACT	V
بِھچّی	controlar	بِھچّی	controlar	V;PFV;FEM;SG;V.PTCP;ACT	V
بھرپور	completo	بھرپور	completo	ADJ	ADJ
بھرا	completo	بھرا	completo	ADJ;NOM;MASC;SG	ADJ
بھرا	cheos	بھرا	cheo	ADJ;NOM;MASC;SG	ADJ
بھرتی	almacenar	بھر	almacenar	V;IPFV;FEM;SG;V.PTCP;ACT	V
بھرتی	almacenar	بھر	almacenar	V;IPFV;FEM;SG;V.PTCP;ACT	V
بھرکم	pesados	بھرکم	pesar	V;SG;ACT	V
بھرکم	pesa	بھرکم	pesar	V;SG;ACT	V
بُھرکی	alugar	بُھرکی	alugar	V;PFV;FEM;SG;V.PTCP;ACT	V
بھرم	dúbida	بھرم	dúbida	N;NOM;MASC;SG;3	N
بھرم	dúbidas	بھرم	dúbida	N;NOM;MASC;SG;3	N
بھرم	segredo	بھرم	segredo	N;NOM;MASC;SG;3	N
بھرم	secreto	بھرم	secreto	N;NOM;MASC;SG;3	N
بھرم	secreta	بھرم	secreta	N;NOM;MASC;SG;3	N
بھرم	tarxetas	بھرم	tarxeta	N;NOM;MASC;SG;3	N
بھرم	crédito	بھرم	crédito	N;NOM;MASC;SG;3	N
بھرم	confusión	بھرم	confusión	N;NOM;MASC;SG;3	N
بھرم	erro	بھرم	erro	N;NOM;MASC;SG;3	N
بھرنا	sufrir	بھر	sufrir	V;SG;NFIN;ACT	V
بھرنا	sufrir	بھر	sufrir	V;SG;NFIN;ACT	V
بھرنا	cubrir	بھر	cubrir	V;SG;NFIN;ACT	V
بھرنا	encher	بھر	encher	V;SG;NFIN;ACT	V
بھرنی	sofre	بھرنی	sofrer	V;PFV;FEM;SG;V.PTCP;ACT	V
بھرنی	volve	بھرنی	volver	V;PFV;FEM;SG;V.PTCP;ACT	V
بھری	completo	بھر	completo	ADJ;FEM	ADJ
بھری	cheos	بھر	cheo	ADJ;FEM	ADJ
بِھڑا	pechada	بِھڑا	pechada	V;PFV;MASC;SG;V.PTCP;ACT	V
بِھڑا	pechou	بِھڑا	pechar	V;PFV;MASC;SG;V.PTCP;ACT	V
بِھڑا	pechados	بِھڑا	pechar	V;PFV;MASC;SG;V.PTCP;ACT	V
بِھڑائی	loitar	بِھڑائی	loitar	V;PFV;FEM;SG;V.PTCP;ACT	V
بِھڑائی	loitamos	بِھڑائی	loitar	V;PFV;FEM;SG;V.PTCP;ACT	V
بِھڑائی	pelexar	بِھڑائی	pelexar	V;PFV;FEM;SG;V.PTCP;ACT	V
بِھڑائی	combater	بِھڑائی	combater	V;PFV;FEM;SG;V.PTCP;ACT	V
بھڑک	amosar	بھڑک	amosar	V;ACT	V
بِھڑنا	únete	بِھڑ	únete	V;NFIN	V
بِھڑنا	tocar	بِھڑ	tocar	V;NFIN	V
بھسکنا	consumir	بھسک	consumir	V;NFIN;ACT	V
بھسکنا	consumimos	بھسک	consumir	V;NFIN;ACT	V
بھسکنا	caer	بھسک	caer	V;NFIN;ACT	V
بھگانا	vencer	بھگا	vencer	V;MASC;SG;NFIN;ACT	V
بھگدڑ	confusión	بھگدڑ	confusión	N;NOM;MASC;SG;3	N
بھگدڑ	pánico	بھگدڑ	pánico	N;NOM;MASC;SG;3	N
بھگدڑ	trastorno	بھگدڑ	trastorno	N;NOM;MASC;SG;3	N
بھگدڑ	desorde	بھگدڑ	desorde	N;NOM;MASC;SG;3	N
بھلا	son	بھلا	ser	V;SG;V.PTCP;ACT	V
بھلا	parece	بھلا	parecer	V;SG;V.PTCP;ACT	V
بُھلانا	esquecer	بُھلانا	esquecer	V;SG;NFIN;ACT	V
بُھلانا	esquezas	بُھلانا	esquece	V;SG;NFIN;ACT	V
بھلائی	virtude	بھلائی	virtude	N;NOM;FEM;SG;3	N
بھلائی	benestar	بھلائی	benestar	N;NOM;FEM;SG;3	N
بھلائی	asistencia	بھلائی	asistencia	N;NOM;FEM;SG;3	N
بھلائی	beneficio	بھلائی	beneficio	N;NOM;FEM;SG;3	N
بھلائی	amabilidade	بھلائی	amabilidade	N;NOM;FEM;SG;3	N
بھلائی	bondade	بھلائی	bondade	N;NOM;FEM;SG;3	N
بھلائی	deus	بھلائی	daus	N;NOM;FEM;SG;3	N
بھلائی	bondade	بھلائی	bondade	N;NOM;FEM;SG;3	N
بھلائی	virtude	بھلائی	virtude	N;NOM;FEM;SG;3	N
بھلائی	benestar	بھلائی	benestar	N;NOM;FEM;SG;3	N
بھلائی	asistencia	بھلائی	asistencia	N;NOM;FEM;SG;3	N
بھلائی	beneficio	بھلائی	beneficio	N;NOM;FEM;SG;3	N
بھلائی	amabilidade	بھلائی	amabilidade	N;NOM;FEM;SG;3	N
بھلائی	bondade	بھلائی	bondade	N;NOM;FEM;SG;3	N
بھُولنا	esquecer	بھہول	esquecer	V;NFIN;ACT	V
بھُولنا	esquezas	بھہول	esquece	V;NFIN;ACT	V
بھُوننا	queimalos	بھہوننا	queimalo	V;NFIN;ACT	V
بھُوننا	queiman	بھہوننا	queimar	V;NFIN;ACT	V
بھُوننا	queimar	بھہوننا	queimar	V;NFIN;ACT	V
بھوئیں	da	بھو	da	V;PFV;PL;V.PTCP;ACT	V
بھیانک	horríbel	بھیانک	horríbel	ADJ	ADJ
بِھیتری	oculto	بِھیتری	oculto	N;NOM;MASC;SG;3	N
بِھیتری	ocultas	بِھیتری	oculto	N;NOM;MASC;SG;3	N
بِھیتریا	caseira	بِھیتریا	caseira	N;NOM;MASC;SG;3	N
بھیجنا	enviar	بھیج	enviar	V;SG;NFIN;ACT	V
بھیس	xeito	بھیس	xeito	N;NOM;MASC;SG;3	N
بھیس	maneira	بھیس	maneira	N;NOM;MASC;SG;3	N
بھیس	aire	بھیس	aire	N;NOM;MASC;SG;3	N
بھیس	ar	بھیس	ar	N;NOM;MASC;SG;3	N
