con	sa	con	sa	ADP	ADP;INS
religioso	vjerska	religioso	vjerski	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
religioso	vjerski	religioso	vjerski	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
net	neto	net	neto	N	N;NOM;MASC;SG
net	net	net	net	N	N;NOM;MASC;SG
net	mreža	net	mreža	N	N;NOM;FEM;SG
zamora	zamora	zamora	zamor	N;FEM;SG	N;GEN;MASC;SG
relativamente	relativno	relativamente	relativno	ADV	ADV
columna	kolona	columna	kolona	N;FEM;SG	N;NOM;FEM;SG
columna	stupac	columna	stupac	N;FEM;SG	N;NOM;MASC;SG
columna	kičma	columna	kičma	N;FEM;SG	N;NOM;FEM;SG
columna	kralježnicu	columna	kralježnica	N;FEM;SG	N;ACC;FEM;SG
columna	kralježnica	columna	kralježnica	N;FEM;SG	N;NOM;FEM;SG
danza	dance	danza	danca	N;FEM;SG	N;NOM;MASC;SG
danza	pleši	danza	plesati	N;FEM;SG	N;NOM;MASC;SG
danza	ples	danza	ples	N;FEM;SG	N;NOM;MASC;SG
danza	plesanje	danza	plesanje	N;FEM;SG	N;NOM;NEUT;SG
danza	ples	danza	ples	N;FEM;SG	N;NOM;MASC;SG
veinte	dvadeset	veinte	dvadeset	NUM;PL	NUM
desarrolla	razvija	desarrollar	razvijati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
desarrolla	razviti	desarrollar	razviti	V;IND;SG;3;PRS;FIN	V;NFIN
desarrolla	razvijati	desarrollar	razvijati	V;IND;SG;3;PRS;FIN	V;NFIN
periodistas	novinari	periodista	novinar	N;PL	N;NOM;MASC;PL
periodistas	reporteri	periodista	reporter	N;PL	N;NOM;MASC;PL
periodistas	novinari	periodista	novinar	N;PL	N;NOM;MASC;PL
asunción	pretpostavka	asunción	pretpostavka	N;FEM;SG	N;NOM;FEM;SG
asunción	asunción	asunción	asunción	N;FEM;SG	N;NOM;MASC;SG
fondos	sredstva	fondo	sredstvo	N;MASC;PL	N;NOM;NEUT;PL
fondos	sredstava	fondo	sredstvo	N;MASC;PL	N;NOM;NEUT;PL
fondos	fondove	fondo	fond	N;MASC;PL	N;ACC;MASC;PL
factores	faktora	factor	faktor	N;MASC;PL	N;GEN;MASC;PL
barcos	brodove	barco	brod	N;MASC;PL	N;ACC;MASC;PL
barcos	brodovi	barco	brod	N;MASC;PL	N;NOM;MASC;PL
barcos	plovila	barco	plovilo	N;MASC;PL	N;NOM;NEUT;PL
barcos	žile	barco	žila	N;MASC;PL	N;NOM;FEM;PL
barcos	brodove	barco	brod	N;MASC;PL	N;ACC;MASC;PL
barcos	brodovi	barco	brod	N;MASC;PL	N;NOM;MASC;PL
barcos	čamci	barco	čamac	N;MASC;PL	N;NOM;MASC;PL
chica	djevojka	chica	djevojka	N;FEM;SG	N;NOM;FEM;SG
chica	devojka	chica	devojka	N;FEM;SG	N;NOM;FEM;SG
chica	cura	chica	cur	N;FEM;SG	N;NOM;FEM;SG
precio	cijena	precio	cijena	N;MASC;SG	N;NOM;FEM;SG
precio	cena	precio	cena	N;MASC;SG	N;NOM;FEM;SG
pensamiento	misao	pensamiento	misao	N;MASC;SG	N;NOM;FEM;SG
pensamiento	razmišljanje	pensamiento	razmišljanje	N;MASC;SG	N;NOM;NEUT;SG
leer	pročitajte	leer	pročitati	V;NFIN	V;IMP;PL;2;FIN
leer	čitam	leer	čitati	V;NFIN	V;IND;SG;1;PRS;FIN
leer	čita	leer	čitati	V;NFIN	V;IND;SG;3;PRS;FIN
declaración	priopćenje	declaración	priopćenje	N;FEM;SG	N;NOM;NEUT;SG
declaración	izjavu	declaración	izjava	N;FEM;SG	N;ACC;FEM;SG
declaración	izjava	declaración	izjava	N;FEM;SG	N;NOM;FEM;SG
declaración	proglašenje	declaración	proglašenje	N;FEM;SG	N;NOM;NEUT;SG
declaración	deklaracija	declaración	deklaracija	N;FEM;SG	N;NOM;FEM;SG
deportistas	sportaši	deportista	sportaš	N;PL	N;NOM;MASC;PL
mala	loša	malo	loš	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
mala	mala	malo	mali	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
asesinado	ubijena	asesinado	ubiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP;PASS
asesinado	ubijen	asesinado	ubiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
asesinado	ubijen	asesinado	ubiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
argumento	zavjeru	argumento	zavjera	N;MASC;SG	N;ACC;FEM;SG
argumento	zavjera	argumento	zavjera	N;MASC;SG	N;NOM;FEM;SG
argumento	zemljište	argumento	zemljište	N;MASC;SG	N;NOM;NEUT;SG
argumento	parcela	argumento	parcela	N;MASC;SG	N;NOM;FEM;SG
argumento	argument	argumento	argument	N;MASC;SG	N;NOM;MASC;SG
portal	portala	portal	portal	N;MASC;SG	N;GEN;MASC;SG
portal	portal	portal	portal	N;MASC;SG	N;NOM;MASC;SG
portal	prolaz	portal	prolaz	N;MASC;SG	N;NOM;MASC;SG
médicos	liječnici	médico	liječnik	N;MASC;PL	N;NOM;MASC;PL
médicos	doktori	médico	doktor	N;MASC;PL	N;NOM;MASC;PL
sacerdote	svećenik	sacerdote	svećenik	N;MASC;SG	N;NOM;MASC;SG
night	noć	night	noć	N	N;NOM;FEM;SG
night	noći	night	noć	N	N;GEN;FEM;SG
night	noc	night	noc	N	N;NOM;MASC;SG
cultivo	kultura	cultivo	kultura	N;MASC;SG	N;NOM;FEM;SG
cultivo	obrezivanje	cultivo	obrezivanje	N;MASC;SG	N;NOM;NEUT;SG
cultivo	usjeva	cultivo	usjev	N;MASC;SG	N;NOM;MASC;SG
económicas	gospodarske	económico	gospodarski	ADJ;FEM;PL	ADJ;NOM;FEM;PL
guion	scenarij	guion	scenarij	N;MASC;SG	N;NOM;MASC;SG
guion	scenario	guion	scenariti	N;MASC;SG	N;NOM;MASC;SG
guion	scenarij	guion	scenarij	N;MASC;SG	N;NOM;MASC;SG
arzobispo	nadbiskupa	arzobispo	nadbiskupa	N;MASC;SG	N;ANIM;ACC;MASC;SG
arzobispo	nadbiskup	arzobispo	nadbiskup	N;MASC;SG	N;NOM;MASC;SG
mancha	mrlja	mancha	mrlj	N;FEM;SG	N;NOM;FEM;SG
conocidas	poznati	conocido	poznat	ADJ;FEM;PL;V.PTCP	ADJ;NOM;DEF;MASC;PL
retirado	umirovljen	retirado	umiroviti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
inteligencia	inteligencija	inteligencia	inteligencija	N;FEM;SG	N;NOM;FEM;SG
inteligencia	inteligenciju	inteligencia	inteligencija	N;FEM;SG	N;ACC;FEM;SG
inteligencia	intel	inteligencia	intel	N;FEM;SG	N;NOM;MASC;SG
baile	dance	baile	danca	N;MASC;SG	N;NOM;MASC;SG
baile	pleši	baile	plesati	N;MASC;SG	N;NOM;MASC;SG
baile	ples	baile	ples	N;MASC;SG	N;NOM;MASC;SG
baile	plesanje	baile	plesanje	N;MASC;SG	N;NOM;NEUT;SG
baile	ples	baile	ples	N;MASC;SG	N;NOM;MASC;SG
fundamental	temeljni	fundamental	temeljan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
viviendas	domove	vivienda	dom	N;FEM;PL	N;ACC;MASC;PL
disney	disney	disney	disney	N;MASC;SG	N;NOM;MASC;SG
establece	uspostavlja	establecer	uspostavljati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
paseo	vožnja	paseo	vožnja	N;MASC;SG	N;NOM;FEM;SG
paseo	jaši	paseo	jašiti	N;MASC;SG	N;DAT;FEM;SG
paseo	prevoz	paseo	prevoz	N;MASC;SG	N;NOM;MASC;SG
paseo	šetnja	paseo	šetnja	N;MASC;SG	N;NOM;FEM;SG
albert	albert	albert	albert	N;SG	N;NOM;MASC;SG
menciona	spominje	mencionar	spominjati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
menciona	spomenuti	mencionar	spomenuti	V;IND;SG;3;PRS;FIN	V;NFIN
famosa	poznat	famoso	poznat	ADJ;FEM;SG	ADJ;NOM;MASC;SG
famosa	slavni	famoso	slavan	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
famosa	poznata	famoso	poznat	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
famosa	slavan	famoso	slavan	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
obtiene	dobija	obtener	dobije	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
obtiene	dobiva	obtener	dobivati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
obtiene	dobije	obtener	dobiti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
compañías	poduzeća	compañía	poduzeće	N;FEM;PL	N;NOM;NEUT;PL
compañías	tvrtke	compañía	tvrtka	N;FEM;PL	N;NOM;FEM;PL
compañías	kompanije	compañía	kompanija	N;FEM;PL	N;NOM;FEM;PL
compañías	firme	compañía	firma	N;FEM;PL	N;NOM;FEM;PL
actuaciones	nastupe	actuación	nastup	N;FEM;PL	N;ACC;MASC;PL
actuaciones	nastupi	actuación	nastup	N;FEM;PL	N;NOM;MASC;PL
actuaciones	izvedbe	actuación	izvedba	N;FEM;PL	N;NOM;FEM;PL
diseñado	dizajnirana	diseñado	dizajnirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
diseñado	osmišljen	diseñado	osmišiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
diseñado	dizajniran	diseñado	dizajnirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reciente	nedavna	reciente	nedavan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
intereses	interesi	interés	interes	N;MASC;PL	N;NOM;MASC;PL
intereses	interese	interés	interes	N;MASC;PL	N;ACC;MASC;PL
intereses	kamate	interés	kamata	N;MASC;PL	N;NOM;FEM;PL
senado	senatu	senado	senat	N;MASC;SG	N;DAT;MASC;SG
senado	senat	senado	senat	N;MASC;SG	N;NOM;MASC;SG
edward	edward	edward	edward	N;MASC;SG	N;NOM;MASC;SG
coros	zborovi	coro	zbor	N;MASC;PL	N;NOM;MASC;PL
vicepresidente	porok	vicepresidente	porok	N;MASC;SG	N;NOM;MASC;SG
vicepresidente	vice	vicepresidente	vice	N;MASC;SG	N;NOM;MASC;SG
plantillas	predlošci	plantilla	predlošac	N;FEM;PL	N;NOM;MASC;PL
disputa	spor	disputa	spor	N;FEM;SG	N;NOM;MASC;SG
disputa	spora	disputa	spor	N;FEM;SG	N;GEN;MASC;SG
ave	ptica	ave	ptica	N;FEM;SG	N;NOM;FEM;SG
post	objava	post	objava	N;MASC;SG	N;NOM;FEM;SG
participaron	sudjelovali	participar	sudjelovati	V;IND;PL;3;PST;FIN	V;MASC;PL;PST;V.PTCP;ACT
globo	balona	globo	balon	N;MASC;SG	N;GEN;MASC;SG
globo	balonu	globo	balon	N;MASC;SG	N;DAT;MASC;SG
globo	balon	globo	balon	N;MASC;SG	N;NOM;MASC;SG
globo	globus	globo	globus	N;MASC;SG	N;NOM;MASC;SG
económicos	gospodarske	económico	gospodarski	ADJ;MASC;PL	ADJ;NOM;FEM;PL
aliados	saveznici	aliado	saveznik	N;MASC;PL	N;NOM;MASC;PL
aliados	saveznike	aliado	saveznik	N;MASC;PL	N;ACC;MASC;PL
rally	skup	rally	skup	N;MASC;SG	N;NOM;MASC;SG
detalles	detalji	detalle	detalj	N;MASC;PL	N;NOM;MASC;PL
detalles	pojedinosti	detalle	pojedinost	N;MASC;PL	N;NOM;FEM;PL
salto	skok	salto	skok	N;MASC;SG	N;NOM;MASC;SG
salto	skakanje	salto	skakanje	N;MASC;SG	N;NOM;NEUT;SG
state	stanje	state	stanje	N	N;NOM;NEUT;SG
state	država	state	država	N	N;NOM;FEM;SG
state	stanja	state	stanje	N	N;NOM;NEUT;PL
state	stanju	state	stanje	N	N;DAT;NEUT;SG
marine	marine	marine	marina	N	N;NOM;FEM;PL
marine	marinac	marine	marinac	N	N;NOM;MASC;SG
bilbao	bilbao	bilbao	bilbati	N;MASC;SG	N;NOM;MASC;SG
colonial	kolonijalni	colonial	kolonijalan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
competiciones	natjecanjima	competición	natjecanje	N;FEM;PL	N;DAT;NEUT;PL
competiciones	natjecanja	competición	natjecanje	N;FEM;PL	N;NOM;NEUT;PL
competiciones	takmičenja	competición	takmičenje	N;FEM;PL	N;NOM;NEUT;PL
academy	akademija	academy	akademija	N	N;NOM;FEM;SG
academy	akademiji	academy	akademija	N	N;DAT;FEM;SG
medina	medina	medina	medini	N;FEM;SG	N;NOM;FEM;SG
difusión	difuzija	difusión	difuzija	N;FEM;SG	N;NOM;FEM;SG
difusión	emitiranje	difusión	emitiranje	N;FEM;SG	N;NOM;NEUT;SG
rio	riju	rio	rije	N;MASC;SG	N;DAT;MASC;SG
rio	rijeci	rio	rijeka	N;MASC;SG	N;DAT;FEM;SG
rio	rijeka	rio	rijeka	N;MASC;SG	N;NOM;FEM;SG
alcanza	dosegne	alcanzar	dosegnuti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ejecución	pogubljenje	ejecución	pogubljenje	N;FEM;SG	N;NOM;NEUT;SG
ejecución	izvršenje	ejecución	izvršenje	N;FEM;SG	N;NOM;NEUT;SG
ejecución	smaknuće	ejecución	smaknuće	N;FEM;SG	N;NOM;NEUT;SG
ensayo	esej	ensayo	esej	N;MASC;SG	N;NOM;MASC;SG
ensayo	testiranje	ensayo	testiranje	N;MASC;SG	N;NOM;NEUT;SG
ensayo	proba	ensayo	proba	N;MASC;SG	N;NOM;FEM;SG
ensayo	probu	ensayo	proba	N;MASC;SG	N;ACC;FEM;SG
ensayo	proba	ensayo	proba	N;MASC;SG	N;NOM;FEM;SG
ensayo	suđenje	ensayo	suđenje	N;MASC;SG	N;NOM;NEUT;SG
ensayo	test	ensayo	test	N;MASC;SG	N;NOM;MASC;SG
ensayo	ispit	ensayo	ispit	N;MASC;SG	N;NOM;MASC;SG
lucas	luke	luca	luka	N;FEM;PL	N;NOM;FEM;PL
independientes	slobodnjaci	independiente	slobodnjak	N;PL	N;NOM;MASC;PL
boston	bostona	boston	boston	N;MASC;SG	N;ACC;MASC;SG
boston	bostonu	boston	boston	N;MASC;SG	N;DAT;MASC;SG
reglas	pravila	regla	pravilo	N;FEM;PL	N;NOM;NEUT;PL
viernes	petak	viernes	petak	N	N;NOM;MASC;SG
viernes	petkom	viernes	petak	N	N;INS;MASC;SG
suerte	sreća	suerte	sreća	N;FEM;SG	N;NOM;FEM;SG
golfo	zaljev	golfo	zaljev	N;MASC;SG	N;NOM;MASC;SG
golfo	zaljevu	golfo	zaljev	N;MASC;SG	N;DAT;MASC;SG
nobles	plemići	noble	plemići	N;PL	N;NOM;MASC;PL
augusto	augusto	augusto	augusto	N;MASC;SG	N;NOM;MASC;SG
augusto	augustus	augusto	augustus	N;MASC;SG	N;NOM;MASC;SG
radical	radikalna	radical	radikalan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
tratar	pokušajte	tratar	pokušati	V;NFIN	V;IMP;PL;2;FIN
tratar	liječiti	tratar	liječiti	V;NFIN	V;NFIN
tratar	tretirati	tratar	tretirati	V;NFIN	V;NFIN
establecido	utvrđeno	establecido	utvrditi	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
establecido	uspostavljen	establecido	uspostaviti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
establecido	uspostavljena	establecido	uspostaviti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP;PASS
establecido	osnovan	establecido	osnovati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
mandato	mandat	mandato	mandat	N;MASC;SG	N;NOM;MASC;SG
trenes	vlakovi	tren	vlak	N;MASC;PL	N;NOM;MASC;PL
trenes	vlakove	tren	vlak	N;MASC;PL	N;ACC;MASC;PL
trenes	vlakova	tren	vlak	N;MASC;PL	N;GEN;MASC;PL
feria	sajam	feria	sajam	N;FEM;SG	N;NOM;MASC;SG
comida	hrana	comida	hrana	N;FEM;SG	N;NOM;FEM;SG
apellido	prezime	apellido	prezime	N;MASC;SG	N;NOM;NEUT;SG
etapas	faze	etapa	faza	N;FEM;PL	N;NOM;FEM;PL
etapas	faze	etapa	faza	N;FEM;PL	N;NOM;FEM;PL
seguro	sigurna	seguro	siguran	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
seguro	osigurano	seguro	osigurati	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
fotos	fotografije	foto	fotografija	N;FEM;PL	N;NOM;FEM;PL
fotos	slike	foto	slika	N;FEM;PL	N;NOM;FEM;PL
fotos	slike	foto	slika	N;FEM;PL	N;NOM;FEM;PL
amistad	prijateljstvo	amistad	prijateljstvo	N;FEM;SG	N;NOM;NEUT;SG
particularmente	osobito	particularmente	osobito	ADV	ADV
extranjeros	vanzemaljci	extranjero	vanzemaljci	N;MASC;PL	N;NOM;MASC;PL
extranjeros	izvanzemaljci	extranjero	izvanzemaljci	N;MASC;PL	N;NOM;MASC;PL
extranjeros	stranci	extranjero	stranac	N;MASC;PL	N;NOM;MASC;PL
extranjeros	strancima	extranjero	strank	N;MASC;PL	N;DAT;MASC;PL
artillería	artiljerija	artillería	artiljerija	N;FEM;SG	N;NOM;FEM;SG
artillería	topništvo	artillería	topništvo	N;FEM;SG	N;NOM;NEUT;SG
concentración	koncentracija	concentración	koncentracija	N;FEM;SG	N;NOM;FEM;SG
concentración	fokus	concentración	fokus	N;FEM;SG	N;NOM;MASC;SG
contar	brojim	contar	broj	V;NFIN	V;IND;SG;1;PRS;FIN
contar	brojimo	contar	brojiti	V;NFIN	V;IND;PL;1;PRS;FIN
máquina	stroj	máquina	stroj	N;FEM;SG	N;NOM;MASC;SG
máquina	mašina	máquina	mašina	N;FEM;SG	N;NOM;FEM;SG
máquina	masina	máquina	masina	N;FEM;SG	N;NOM;FEM;SG
frecuentemente	cesto	frecuentemente	cesto	ADV	ADV
frecuentemente	često	frecuentemente	često	ADV	ADV
frecuentemente	cesto	frecuentemente	cesto	ADV	ADV
frecuentemente	često	frecuentemente	često	ADV	ADV
lagos	jezera	lago	jezero	N;MASC;PL	N;NOM;NEUT;PL
lagos	jezera	lago	jezero	N;MASC;PL	N;NOM;NEUT;PL
lagos	lake	lago	lak	N;MASC;PL	N;NOM;FEM;PL
montes	planine	monte	planina	N;MASC;PL	N;NOM;FEM;PL
hot	vrelo	hot	vrelo	N	N;NOM;NEUT;SG
fruto	voće	fruto	voće	N;MASC;SG	N;NOM;NEUT;SG
fruto	voce	fruto	vociti	N;MASC;SG	N;NOM;FEM;SG
fruto	plod	fruto	plod	N;MASC;SG	N;NOM;MASC;SG
coche	auto	coche	auto	N;MASC;SG	N;NOM;MASC;SG
coche	automobil	coche	automobil	N;MASC;SG	N;NOM;MASC;SG
bernardo	bernard	bernardo	bernard	N;MASC;SG	N;NOM;MASC;SG
bernardo	bernhard	bernardo	bernhard	N;MASC;SG	N;NOM;MASC;SG
bernardo	bernardo	bernardo	bernardo	N;MASC;SG	N;NOM;MASC;SG
terrenos	zavjere	terreno	zavjera	N;MASC;PL	N;NOM;FEM;PL
terrenos	parcele	terreno	parcela	N;MASC;PL	N;NOM;FEM;PL
ceremonia	svečanost	ceremonia	svečanost	N;FEM;SG	N;NOM;FEM;SG
ceremonia	ceremonija	ceremonia	ceremonija	N;FEM;SG	N;NOM;FEM;SG
ceremonia	ceremoniji	ceremonia	ceremonija	N;FEM;SG	N;DAT;FEM;SG
columbia	columbia	columbia	columbia	N;FEM;SG	N;NOM;MASC;SG
conflictos	sukobi	conflicto	sukob	N;MASC;PL	N;NOM;MASC;PL
conflictos	sukobi	conflicto	sukob	N;MASC;PL	N;NOM;MASC;PL
pregunta	pitanje	pregunta	pitanje	N;FEM;SG	N;NOM;NEUT;SG
drama	drama	drama	drama	N;MASC;SG	N;NOM;FEM;SG
drama	drami	drama	drama	N;MASC;SG	N;DAT;FEM;SG
drama	dramu	drama	dram	N;MASC;SG	N;ACC;FEM;SG
juez	sudac	juez	sudac	N;SG	N;NOM;MASC;SG
familiares	rođaci	familiar	rođak	N;MASC;PL	N;NOM;MASC;PL
familiares	obitelji	familiar	obitelj	N;MASC;PL	N;NOM;FEM;PL
patrón	uzorak	patrón	uzorak	N;MASC;SG	N;NOM;MASC;SG
patrón	obrazac	patrón	obrazac	N;MASC;SG	N;NOM;MASC;SG
patrón	zaštitnika	patrón	zaštitnik	N;MASC;SG	N;ANIM;ACC;MASC;SG
patrón	zaštitnik	patrón	zaštitnik	N;MASC;SG	N;NOM;MASC;SG
requiere	zahtijeva	requerir	zahtijevati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
endémica	endemična	endémica	endemičan	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
sexo	spol	sexo	spol	N;MASC;SG	N;NOM;MASC;SG
sexo	seks	sexo	seks	N;MASC;SG	N;NOM;MASC;SG
sexo	seksa	sexo	seks	N;MASC;SG	N;GEN;MASC;SG
sexo	sex	sexo	sex	N;MASC;SG	N;NOM;MASC;SG
celebración	proslava	celebración	proslava	N;FEM;SG	N;NOM;FEM;SG
celebración	slavlje	celebración	slavlje	N;FEM;SG	N;NOM;NEUT;SG
previamente	prethodno	previamente	prethodno	ADV	ADV
mínimo	minimalna	mínimo	minimalan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
mínimo	minimalni	mínimo	minimalan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
mínimo	minimalna	mínimo	minimalan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
abarca	obuhvaća	abarcar	obuhvaćati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
abarca	pokriva	abarcar	pokrivati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
literaria	književni	literario	književan	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
milán	milana	milán	milan	N;MASC;SG	N;ANIM;ACC;MASC;SG
descenso	spuštanje	descenso	spuštanje	N;MASC;SG	N;NOM;NEUT;SG
viajes	putovanja	viaje	putovanje	N;MASC;PL	N;NOM;NEUT;PL
viajes	izleti	viaje	izlet	N;MASC;PL	N;NOM;MASC;PL
bloqueo	zaključavanje	bloqueo	zaključavanje	N;MASC;SG	N;NOM;NEUT;SG
bloqueo	zaključavanje	bloqueo	zaključavanje	N;MASC;SG	N;NOM;NEUT;SG
bloqueo	blokada	bloqueo	blokada	N;MASC;SG	N;NOM;FEM;SG
bloqueo	blokiranje	bloqueo	blokiranje	N;MASC;SG	N;NOM;NEUT;SG
bloqueo	blok	bloqueo	blok	N;MASC;SG	N;NOM;MASC;SG
empleados	zaposlenika	empleado	zaposlenik	N;MASC;PL	N;ACC;MASC;PL
empleados	zaposlenici	empleado	zaposlenik	N;MASC;PL	N;NOM;MASC;PL
empleados	zaposlenika	empleado	zaposlenik	N;MASC;PL	N;ACC;MASC;PL
poblado	naseljena	poblado	naseliti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
batallas	bitke	batalla	bitka	N;FEM;PL	N;NOM;FEM;PL
demanda	potražnja	demanda	potražnja	N;FEM;SG	N;NOM;FEM;SG
demanda	tužba	demanda	tužba	N;FEM;SG	N;NOM;FEM;SG
demanda	parnica	demanda	parnica	N;FEM;SG	N;NOM;FEM;SG
agrupación	grupiranje	agrupación	grupiranje	N;FEM;SG	N;NOM;NEUT;SG
fenómeno	nakaza	fenómeno	nakaza	N;MASC;SG	N;NOM;FEM;SG
fenómeno	fenomen	fenómeno	fenomen	N;MASC;SG	N;NOM;MASC;SG
fenómeno	fenomen	fenómeno	fenomen	N;MASC;SG	N;NOM;MASC;SG
fenómeno	pojava	fenómeno	pojava	N;MASC;SG	N;NOM;FEM;SG
continuar	nastavljamo	continuar	nastavljati	V;NFIN	V;IND;PL;1;PRS;FIN
continuar	nastavi	continuar	nastaviti	V;NFIN	V;IND;SG;3;PRS;FIN
paredes	zidovi	pared	zid	N;FEM;PL	N;NOM;MASC;PL
paredes	zidine	pared	zidina	N;FEM;PL	N;NOM;FEM;PL
paredes	zidove	pared	zid	N;FEM;PL	N;ACC;MASC;PL
paredes	zidova	pared	zid	N;FEM;PL	N;GEN;MASC;PL
empleo	posao	empleo	posao	N;MASC;SG	N;NOM;MASC;SG
empleo	zaposlenje	empleo	zaposlenje	N;MASC;SG	N;NOM;NEUT;SG
empleo	zapošljavanje	empleo	zapošljavanje	N;MASC;SG	N;NOM;NEUT;SG
confederación	konfederacija	confederación	konfederacija	N;FEM;SG	N;NOM;FEM;SG
cabezas	glave	cabeza	glava	N;FEM;PL	N;NOM;FEM;PL
continúa	nastavi	continuar	nastaviti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
aniversario	obljetnica	aniversario	obljetnica	N;MASC;SG	N;NOM;FEM;SG
aniversario	godišnjica	aniversario	godišnjica	N;MASC;SG	N;NOM;FEM;SG
niña	djevojka	niña	djevojka	N;FEM;SG	N;NOM;FEM;SG
niña	devojka	niña	devojka	N;FEM;SG	N;NOM;FEM;SG
niña	cura	niña	cur	N;FEM;SG	N;NOM;FEM;SG
niña	djete	niña	dijete	N;FEM;SG	N;NOM;NEUT;SG
niña	dete	niña	deti	N;FEM;SG	N;NOM;NEUT;SG
niña	dijete	niña	dijete	N;FEM;SG	N;NOM;NEUT;SG
terremoto	zemljotres	terremoto	zemljotres	N;MASC;SG	N;NOM;MASC;SG
terremoto	potres	terremoto	potres	N;MASC;SG	N;NOM;MASC;SG
casco	kaciga	casco	kaciga	N;MASC;SG	N;NOM;FEM;SG
casco	kacigu	casco	kaciga	N;MASC;SG	N;ACC;FEM;SG
casco	trup	casco	trup	N;MASC;SG	N;NOM;MASC;SG
casco	trupa	casco	trup	N;MASC;SG	N;NOM;MASC;SG
factor	čimbenik	factor	čimbenik	N;MASC;SG	N;NOM;MASC;SG
factor	faktor	factor	faktor	N;MASC;SG	N;NOM;MASC;SG
suma	zbroj	suma	zbroj	N;FEM;SG	N;NOM;MASC;SG
suma	suma	suma	suma	N;FEM;SG	N;NOM;FEM;SG
oxford	oxfordu	oxford	Oxford	N;MASC;SG	N;DAT;MASC;SG
oxford	oxforda	oxford	Oxford	N;MASC;SG	N;NOM;MASC;SG
ejemplares	primjerci	ejemplar	primjerac	N;MASC;PL	N;NOM;MASC;PL
ejemplares	kopije	ejemplar	kopija	N;MASC;PL	N;NOM;FEM;PL
buque	plovilo	buque	ploviti	N;MASC;SG	N;NOM;NEUT;SG
buque	posuda	buque	posudati	N;MASC;SG	N;NOM;FEM;SG
buque	brod	buque	brod	N;MASC;SG	N;NOM;MASC;SG
ausencia	izostanak	ausencia	izostanak	N;FEM;SG	N;NOM;MASC;SG
ausencia	odsutnost	ausencia	odsutnost	N;FEM;SG	N;NOM;FEM;SG
ausencia	odsustvo	ausencia	odsustvo	N;FEM;SG	N;NOM;NEUT;SG
lanza	koplje	lanza	koplje	N;FEM;SG	N;NOM;NEUT;SG
wheeler	wheeler	wheeler	wheeler	N;SG	N;NOM;MASC;SG
coalición	koaliciju	coalición	koalicija	N;FEM;SG	N;ACC;FEM;SG
