ale	ama	ale	ama	CONJ	CONJ
unie	birliği	unie	birlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
skladby	kompozisyonlar	skladba	kompozisyon	N;NOM;FEM;PL;POS	N;NOM;PL;3
skladby	şarkılar	skladba	şarkı	N;NOM;FEM;PL;POS	N;NOM;PL;3
manželka	karısı	manželka	karı	N;NOM;FEM;SG;POS	N;NOM;SG;3
online	çevrimiçi	online	çevrimiçi	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
volby	seçenekler	volba	seçenek	N;NOM;FEM;PL;POS	N;NOM;PL;3
volby	seçenekleri	volba	seçenek	N;NOM;FEM;PL;POS	N;NOM;PL;3
volby	seçimler	volba	seçim	N;NOM;FEM;PL;POS	N;NOM;PL;3
volby	seçimler	volba	seçim	N;NOM;FEM;PL;POS	N;NOM;PL;3
síť	izgara	síť	izgar	N;NOM;FEM;SG;POS	N;NOM;SG;3
hřbitov	mezarlık	hřbitov	mezarlık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hřbitov	mezarlığı	hřbitov	mezarlık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hřbitov	mezarlık	hřbitov	mezarlık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hřbitov	mezarlığı	hřbitov	mezarlık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
svaz	birliği	svaz	birlik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zájem	faizi	zájem	faiz	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
předtím	önceden	předtím	önceden	ADV	ADV
předtím	önceden	předtím	önceden	ADV	ADV
začalo	başladı	začít	başla	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
začalo	başladım	začít	başla	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
nástroj	enstrüman	nástroj	enstrüman	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zase	yine	zase	yine	ADV	ADV
zase	gene	zase	gene	ADV	ADV
zase	yeniden	zase	yeniden	ADV	ADV
skutečně	hakikaten	skutečně	hakikaten	ADV;POS	ADV
skutečně	gerçekten	skutečně	gerçekten	ADV;POS	ADV
skutečně	gerçekten	skutečně	gerçekten	ADV;POS	ADV
potřeba	ihtiyacım	potřeba	ihtiyaç	N;NOM;FEM;SG;POS	N;NOM;SG;3
jezera	göller	jezero	göl	N;NOM;NEUT;PL;POS	N;NOM;PL;3
doba	zaman	doba	zaman	N;NOM;FEM;SG;POS	N;NOM;SG;3
doba	süre	doba	süre	N;NOM;FEM;SG;POS	N;NOM;SG;3
kola	tekerlekler	kolo	tekerlek	N;NOM;NEUT;PL;POS	N;NOM;PL;3
čísla	sayılar	číslo	say	N;NOM;NEUT;PL;POS	N;NOM;PL;3
čísla	rakamlar	číslo	rakam	N;NOM;NEUT;PL;POS	N;NOM;PL;3
čísla	şekiller	číslo	şekil	N;NOM;NEUT;PL;POS	N;NOM;PL;3
čísla	numaralar	číslo	numara	N;NOM;NEUT;PL;POS	N;NOM;PL;3
čísla	sayılar	číslo	say	N;NOM;NEUT;PL;POS	N;NOM;PL;3
čísla	rakamlar	číslo	rakam	N;NOM;NEUT;PL;POS	N;NOM;PL;3
žena	kadınım	žena	kadın	N;NOM;FEM;SG;POS	N;NOM;SG;3
žena	karısı	žena	karı	N;NOM;FEM;SG;POS	N;NOM;SG;3
televize	televizyon	televize	televizyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
události	etkinlikler	událost	etkinlik	N;NOM;FEM;PL;POS	N;NOM;PL;3
události	olaylar	událost	olay	N;NOM;FEM;PL;POS	N;NOM;PL;3
federace	federasyonu	federace	federasyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlastnosti	özellikler	vlastnost	özellik	N;NOM;FEM;PL;POS	N;NOM;PL;3
vlastnosti	özellikleri	vlastnost	özellik	N;NOM;FEM;PL;POS	N;NOM;PL;3
vlastnosti	özellikler	vlastnost	özellik	N;NOM;FEM;PL;POS	N;NOM;PL;3
vlastnosti	özellikleri	vlastnost	özellik	N;NOM;FEM;PL;POS	N;NOM;PL;3
vlastnosti	özellikler	vlastnost	özellik	N;NOM;FEM;PL;POS	N;NOM;PL;3
vlastnosti	özellikleri	vlastnost	özellik	N;NOM;FEM;PL;POS	N;NOM;PL;3
červené	kırmızı	červený	kırmızı	ADJ;NOM;NEUT;SG;POS	ADJ
kapely	gruplar	kapela	grup	N;NOM;FEM;PL;POS	N;NOM;PL;3
bitva	savaş	bitva	savaş	N;NOM;FEM;SG;POS	N;NOM;SG;3
bitva	muharebe	bitva	muharebe	N;NOM;FEM;SG;POS	N;NOM;SG;3
témata	konular	téma	konu	N;NOM;NEUT;PL;POS	N;NOM;PL;3
témata	başlıklar	téma	başlık	N;NOM;NEUT;PL;POS	N;NOM;PL;3
politiky	politikacılar	politika	politikacı	N;NOM;FEM;PL;POS	N;NOM;PL;3
politiky	siyasiler	politika	siyasi	N;NOM;FEM;PL;POS	N;NOM;PL;3
politiky	ilkeleri	politika	ilke	N;NOM;FEM;PL;POS	N;NOM;PL;3
politiky	politikaları	politika	politika	N;NOM;FEM;PL;POS	N;NOM;PL;3
politiky	politikalar	politika	politika	N;NOM;FEM;PL;POS	N;NOM;PL;3
uvnitř	içinde	uvnitř	içinde	ADV	ADV
vysoká	yüksek	vysoký	yüksek	ADJ;NOM;FEM;SG;POS	ADJ
vysoká	uzun	vysoký	uzun	ADJ;NOM;FEM;SG;POS	ADJ
obránce	defans	obránce	defans	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
obránce	savunucusu	obránce	savunucu	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
palác	palace	palác	palace	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
bod	point	bod	point	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
týmy	ekipler	tým	ekip	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
týmy	takımlar	tým	takım	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
noci	gece	noc	gece	N;NOM;FEM;SG;POS	N;NOM;SG;3
post	gönderi	post	gönder	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
útok	taarruz	útok	taarruz	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
názvy	başlıklar	název	başlık	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
názvy	unvanlar	název	unvan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
názvy	isimler	název	isim	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
názvy	adlar	název	ad	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
mistr	hocam	mistr	hocam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
slovník	sözlük	slovník	sözlük	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
slovník	sözlük	slovník	sözlük	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
slovník	sözlüğü	slovník	sözlük	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
sekce	bölümü	sekce	bölüm	N;NOM;FEM;SG;POS	N;NOM;SG;3
hráči	oyuncular	hráč	oyuncu	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
hráči	oyuncular	hráč	oyuncu	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
komunikace	iletişim	komunikace	iletiş	N;NOM;FEM;SG;POS	N;NOM;SG;3
komunikace	iletişim	komunikace	iletiş	N;NOM;FEM;SG;POS	N;NOM;SG;3
slunce	güneşi	slunce	güneş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
barvy	boyalar	barva	boya	N;NOM;FEM;PL;POS	N;NOM;PL;3
barvy	renkler	barva	renk	N;NOM;FEM;PL;POS	N;NOM;PL;3
barvy	renkleri	barva	renk	N;NOM;FEM;PL;POS	N;NOM;PL;3
barvy	renkler	barva	renk	N;NOM;FEM;PL;POS	N;NOM;PL;3
barvy	renkleri	barva	renk	N;NOM;FEM;PL;POS	N;NOM;PL;3
důležité	onemli	důležitý	onemli	ADJ;NOM;NEUT;SG;POS	ADJ
vztahy	ilişkiler	vztah	ilişki	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vztahy	ilişkiler	vztah	ilişki	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vytvoření	yaratılış	vytvoření	yarat	N;NOM;NEUT;SG;POS	N;NOM;SG;3
typy	türler	typ	tür	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
typy	tipler	typ	tip	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
postavy	karakterler	postava	karak	N;NOM;FEM;PL;POS	N;NOM;PL;3
postavy	karakterleri	postava	karakter	N;NOM;FEM;PL;POS	N;NOM;PL;3
velitel	kumandan	velitel	kumandan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
osm	sekiz	osm	sekiz	NUM;NOM;SG	NUM
památky	anıtlar	památka	anıt	N;NOM;FEM;PL;POS	N;NOM;PL;3
dlouhý	uzun	dlouhý	uzun	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
vstoupil	girdi	vstoupit	gir	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
změna	değişiklik	změna	değişiklik	N;NOM;FEM;SG;POS	N;NOM;SG;3
stará	yaşlı	starý	yaşlı	ADJ;NOM;FEM;SG;POS	ADJ
windows	pencereler	windows	pencere	N;INAN;MASC;PL;POS	N;NOM;PL;3
windows	pencereleri	windows	pencere	N;INAN;MASC;PL;POS	N;NOM;PL;3
dny	günler	den	gün	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
najít	bulmak	najít	bul	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
najít	bulun	najít	bul	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
najít	bul	najít	bul	V;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
vůz	otomobil	vůz	otomobil	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
ústav	enstitüsü	ústav	enstitü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
konstrukce	dizayn	konstrukce	dizayn	N;NOM;FEM;SG;POS	N;NOM;SG;3
konstrukce	yapısı	konstrukce	yapı	N;NOM;FEM;SG;POS	N;NOM;SG;3
turnaj	turnuvası	turnaj	turnuva	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
turnaj	turnuva	turnaj	tur	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výbor	komitesi	výbor	komite	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obdržel	aldı	obdržet	al	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
ředitel	direktör	ředitel	direk	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
hlavy	kafalar	hlava	kafa	N;NOM;FEM;PL;POS	N;NOM;PL;3
vzdálenosti	mesafeler	vzdálenost	mesafe	N;NOM;FEM;PL;POS	N;NOM;PL;3
vzdálenosti	mesafeler	vzdálenost	mesafe	N;NOM;FEM;PL;POS	N;NOM;PL;3
dítě	bebeğim	dítě	bebek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dítě	çocuk	dítě	çocuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dítě	çocuk	dítě	çocuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dítě	çocuğum	dítě	çocuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zpěvačka	şarkıcı	zpěvačka	şarkıcı	N;NOM;FEM;SG;POS	N;NOM;SG;3
hodnoty	değerler	hodnota	değer	N;NOM;FEM;PL;POS	N;NOM;PL;3
hodnoty	değerleri	hodnota	değer	N;NOM;FEM;PL;POS	N;NOM;PL;3
termín	vade	termín	vade	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rozdělení	dağıtımı	rozdělení	dağıt	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dálnice	karayolu	dálnice	karayolu	N;NOM;FEM;SG;POS	N;NOM;SG;3
potoka	creek	potok	creek	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
starý	yaşlı	starý	yaşlı	ADJ;INAN;NOM;MASC;SG;POS	ADJ
zpráva	şikayet	zpráva	şikayet	N;NOM;FEM;SG;POS	N;NOM;SG;3
zpráva	rapor	zpráva	rapor	N;NOM;FEM;SG;POS	N;NOM;SG;3
zpráva	mesajınız	zpráva	mesaj	N;NOM;FEM;SG;POS	N;NOM;SG;3
letoun	uçak	letoun	uçak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
letoun	uçak	letoun	uçak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zprávy	haberler	zpráva	haber	N;NOM;FEM;PL;POS	N;NOM;PL;3
zprávy	haberleri	zpráva	haber	N;NOM;FEM;PL;POS	N;NOM;PL;3
zprávy	mesajlar	zpráva	mesaj	N;NOM;FEM;PL;POS	N;NOM;PL;3
zprávy	raporlar	zpráva	rapor	N;NOM;FEM;PL;POS	N;NOM;PL;3
smlouvy	anlaşmalar	smlouva	anlaş	N;NOM;FEM;PL;POS	N;NOM;PL;3
vojska	birlikler	vojsko	birlik	N;NOM;NEUT;PL;POS	N;NOM;PL;3
vojska	askerler	vojsko	asker	N;NOM;NEUT;PL;POS	N;NOM;PL;3
systémy	sistemler	systém	sistem	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
úspěch	başarım	úspěch	baş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
muž	insan	muž	insan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
muž	adam	muž	adam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
muž	adamım	muž	adam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
úspěchy	başarılar	úspěch	başarı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
úspěchy	başarılar	úspěch	başarı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
úspěchy	başarılar	úspěch	başarı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
důvod	nedeni	důvod	neden	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
jiná	farklı	jiný	farklı	ADJ;NOM;FEM;SG;POS	ADJ
jiná	diğer	jiný	diğer	ADJ;NOM;FEM;SG;POS	ADJ
dobrý	güzel	dobrý	güzel	ADJ;INAN;NOM;MASC;SG;POS	ADJ
opatření	ölçüm	opatření	ölçüm	N;NOM;NEUT;SG;POS	N;NOM;SG;3
hlas	sesi	hlas	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hlas	ses	hlas	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
měsíc	ay	měsíc	ay	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
měsíc	ay	měsíc	ay	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
měsíc	moon	měsíc	moon	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vytvořit	oluştur	vytvořit	oluş	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS;CAUS
vytvořit	oluşturun	vytvořit	oluş	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS;CAUS
vytvořit	oluşturma	vytvořit	oluş	V;PFV;POS;NFIN	V;PFV;IND;SG;2;POS;PRS;CAUS
vytvořit	yarat	vytvořit	yarat	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
vytvořit	oluşturmak	vytvořit	oluş	V;PFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
stejný	aynı	stejný	aynı	ADJ;INAN;NOM;MASC;SG;POS	ADJ
popisek	etiketi	popisek	etiket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
texty	mesajlar	text	mesaj	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
texty	sözleri	text	söz	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
texty	sözler	text	söz	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
teď	şimdi	teď	şimdi	ADV	ADV
královna	kraliçe	královna	kraliçe	N;NOM;FEM;SG;POS	N;NOM;SG;3
jezero	gol	jezero	gol	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jezero	lake	jezero	lake	N;NOM;NEUT;SG;POS	N;NOM;SG;3
tituly	başlıklar	titul	başlık	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
tituly	unvanlar	titul	unvan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
tituly	dereceler	titul	derece	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
hrát	oynayın	hrát	oyna	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
možnosti	olasılıklar	možnost	olasılık	N;NOM;FEM;PL;POS	N;NOM;PL;3
možnosti	ihtimaller	možnost	ihtimal	N;NOM;FEM;PL;POS	N;NOM;PL;3
možnosti	olasılıkları	možnost	olasılık	N;NOM;FEM;PL;POS	N;NOM;PL;3
možnosti	olanaklar	možnost	olanak	N;NOM;FEM;PL;POS	N;NOM;PL;3
možnosti	seçenekler	možnost	seçenek	N;NOM;FEM;PL;POS	N;NOM;PL;3
možnosti	seçenekleri	možnost	seçenek	N;NOM;FEM;PL;POS	N;NOM;PL;3
víc	daha	hodně	daha	ADV;CMPR;POS	ADV
dvůr	avlu	dvůr	avlu	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
látky	kumaşlar	látka	kumaş	N;NOM;FEM;PL;POS	N;NOM;PL;3
látky	maddeler	látka	madde	N;NOM;FEM;PL;POS	N;NOM;PL;3
ostrovy	adalar	ostrov	ada	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
paměti	bellek	paměť	bellek	N;NOM;FEM;SG;POS	N;NOM;SG;3
paměti	hafıza	paměť	hafız	N;NOM;FEM;SG;POS	N;NOM;SG;3
reakce	cevap	reakce	cevap	N;NOM;FEM;SG;POS	N;NOM;SG;3
zelené	yeşil	zelený	yeşil	ADJ;NOM;NEUT;SG;POS	ADJ
knihovna	kütüphane	knihovna	kütüphane	N;NOM;FEM;SG;POS	N;NOM;SG;3
knihovna	kütüphanesi	knihovna	kütüphane	N;NOM;FEM;SG;POS	N;NOM;SG;3
rodiče	aileler	rodič	aile	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
rodiče	ebeveynler	rodič	ebeveyn	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
rodiče	ebeveynler	rodič	ebeveyn	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
půdy	topraklar	půda	toprak	N;NOM;FEM;PL;POS	N;NOM;PL;3
rybník	pond	rybník	pond	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kulturních	kültürel	kulturní	kültürel	ADJ;GEN;MASC;PL;POS	ADJ
svoboda	özgürlük	svoboda	özgürlük	N;NOM;FEM;SG;POS	N;NOM;SG;3
svoboda	hürriyet	svoboda	hürriyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
svoboda	özgürlük	svoboda	özgürlük	N;NOM;FEM;SG;POS	N;NOM;SG;3
svoboda	hürriyet	svoboda	hürriyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
zakladatel	kurucusu	zakladatel	kurucu	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
příklad	örneği	příklad	örnek	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
věže	kuleler	věž	kule	N;NOM;FEM;PL;POS	N;NOM;PL;3
spolupráce	işbirliği	spolupráce	işbirliği	N;NOM;FEM;SG;POS	N;NOM;SG;3
spolupráce	işbirliği	spolupráce	işbirliği	N;NOM;FEM;SG;POS	N;NOM;SG;3
cup	kupası	cup	kupa	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
cup	fincan	cup	fincan	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
cup	bardak	cup	bardak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
jazyky	diller	jazyk	dil	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
jazyky	dilleri	jazyk	dil	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
materiál	madde	materiál	madde	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vlastně	aslinda	vlastně	aslinda	ADV	ADV
vlastně	aslında	vlastně	aslında	ADV	ADV
zemědělství	çiftçilik	zemědělství	çiftçilik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
setkání	toplantı	setkání	toplantı	N;NOM;NEUT;SG;POS	N;NOM;SG;3
setkání	toplantı	setkání	toplantı	N;NOM;NEUT;SG;POS	N;NOM;SG;3
občas	bazen	občas	bazen	ADV	ADV
stupně	dereceler	stupeň	derece	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
bilance	dengesi	bilance	denge	N;NOM;FEM;SG;POS	N;NOM;SG;3
krátké	kısa	krátký	kısa	ADJ;NOM;NEUT;SG;POS	ADJ
samostatné	ayrı	samostatný	ayrı	ADJ;NOM;NEUT;SG;POS	ADJ
dětství	çocukluğum	dětství	çocukluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dětství	çocukluğu	dětství	çocukluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dětství	çocukluk	dětství	çocukluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
air	air	air	air	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
metody	yöntemleri	metoda	yöntem	N;NOM;FEM;PL;POS	N;NOM;PL;3
metody	yöntemler	metoda	yöntem	N;NOM;FEM;PL;POS	N;NOM;PL;3
turné	tour	turné	tour	N;NEUT;POS	N;NOM;SG;3
turné	tura	turné	tur	N;NEUT;POS	N;DAT;SG;3
turné	turneye	turné	turne	N;NEUT;POS	N;DAT;SG;3
tábor	camp	tábor	camp	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vědy	bilimler	věda	bilim	N;NOM;FEM;PL;POS	N;NOM;PL;3
formy	formlar	forma	form	N;NOM;FEM;PL;POS	N;NOM;PL;3
formy	kalıplar	forma	kalıp	N;NOM;FEM;PL;POS	N;NOM;PL;3
motory	motorlar	motor	motor	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
motory	motorlar	motor	motor	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
plocha	site	plocha	sit	N;NOM;FEM;SG;POS	N;NOM;SG;3
plocha	alanı	plocha	alan	N;NOM;FEM;SG;POS	N;NOM;SG;3
domy	evler	dům	ev	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
domy	evler	dům	ev	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrany	defans	obrana	defans	N;NOM;FEM;SG;POS	N;NOM;SG;3
obrany	defans	obrana	defans	N;NOM;FEM;SG;POS	N;NOM;SG;3
obrázek	görüntü	obrázek	görüntü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
mapa	harita	mapa	harit	N;NOM;FEM;SG;POS	N;NOM;SG;3
mapa	haritası	mapa	harita	N;NOM;FEM;SG;POS	N;NOM;SG;3
dráha	pisti	dráha	pist	N;NOM;FEM;SG;POS	N;NOM;SG;3
napětí	gerginlik	napětí	gerginlik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
napětí	belirsizlik	napětí	belirsizlik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
napětí	voltaj	napětí	voltaj	N;NOM;NEUT;SG;POS	N;NOM;SG;3
prostě	sadece	prostě	sadece	ADV;POS	ADV
stroj	makine	stroj	makine	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
týden	hafta	týden	hafta	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zlaté	altınlar	zlatý	altın	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL;3
chrám	tapınak	chrám	tapınak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
chrám	tapınağı	chrám	tapınak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
celkové	genel	celkový	genel	ADJ;NOM;NEUT;SG;POS	ADJ
věc	şey	věc	şey	N;NOM;FEM;SG;POS	N;NOM;SG;3
uživatele	kullanıcıları	uživatel	kullanıcı	N;ANIM;ACC;MASC;PL;POS	N;ACC;PL;3
osoba	kişi	osoba	kişi	N;NOM;FEM;SG;POS	N;NOM;SG;3
osoba	insan	osoba	insan	N;NOM;FEM;SG;POS	N;NOM;SG;3
hvězdy	yıldızlar	hvězda	yıl	N;NOM;FEM;PL;POS	N;NOM;PL;3
hvězdy	yıldızları	hvězda	yıldız	N;NOM;FEM;PL;POS	N;NOM;PL;3
měření	ölçüm	měření	ölçüm	N;NOM;NEUT;SG;POS	N;NOM;SG;3
měření	ölçüm	měření	ölçüm	N;NOM;NEUT;SG;POS	N;NOM;SG;3
onemocnění	hastalık	onemocnění	hastalık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
onemocnění	hastalık	onemocnění	hastalık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
onemocnění	hastalık	onemocnění	hastalık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
majetek	mülkiyet	majetek	mülkiyet	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
majetek	emlak	majetek	emlak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
majetek	gayrimenkul	majetek	gayrimenkul	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
učení	öğretmenlik	učení	öğretmenlik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
učení	öğretim	učení	öğretim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
znaky	karakterler	znak	karak	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
znaky	karakterleri	znak	karakter	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
stadium	stadyumu	stadium	stadyum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
stadium	stadyum	stadium	stadyum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
psal	yazdı	psát	yaz	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
vydavatelství	yayıncılık	vydavatelství	yayıncılık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
stromy	ağaçlar	strom	ağaç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
aktivity	faaliyetler	aktivita	faaliyet	N;NOM;FEM;PL;POS	N;NOM;PL;3
aktivity	etkinlikler	aktivita	etkinlik	N;NOM;FEM;PL;POS	N;NOM;PL;3
aktivity	faaliyetleri	aktivita	faaliyet	N;NOM;FEM;PL;POS	N;NOM;PL;3
aktivity	aktiviteler	aktivita	aktivite	N;NOM;FEM;PL;POS	N;NOM;PL;3
aktivity	hareketler	aktivita	hareket	N;NOM;FEM;PL;POS	N;NOM;PL;3
aktivity	aktiviteler	aktivita	aktivite	N;NOM;FEM;PL;POS	N;NOM;PL;3
hodiny	saatler	hodina	saat	N;NOM;FEM;PL;POS	N;NOM;PL;3
hodiny	saatler	hodina	saat	N;NOM;FEM;PL;POS	N;NOM;PL;3
zástupce	temsilcisi	zástupce	temsilci	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
zástupce	yardımcısı	zástupce	yardımcı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
regionální	bölgesel	regionální	bölgesel	ADJ;NOM;MASC;SG;POS	ADJ
obchod	alışveriş	obchod	alışveriş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obchod	dükkan	obchod	dükkan	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obchod	mağaza	obchod	mağaz	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
