with	مع	with	مَعَ	ADP	ADP;ACC
visible	مرئية	visible	مَرئِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
gulf	خليج	gulf	خَلِيج	N;SG	N;NOM;INDF;SG
gulf	الخليج	gulf	خَلِيج	N;SG	N;NOM;DEF;SG
revolutionary	الثورية	revolutionary	ثُورِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
inner	الداخلية	inner	دَاخِلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
inner	داخلي	inner	دَاخِلِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
inner	داخلية	inner	دَاخِلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
inner	الداخلي	inner	دَاخِلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
trip	الرحلة	trip	رِحلَة	N;SG	N;NOM;DEF;SG
trip	سفرة	trip	سِفرَة	N;SG	N;NOM;INDF;SG
trip	رحلة	trip	رِحلَة	N;SG	N;NOM;INDF;SG
restaurant	المطعم	restaurant	مَطعَم	N;SG	N;NOM;DEF;SG
restaurant	مطعم	restaurant	مطعم	N;SG	N;NOM;INDF;SG
stores	متاجر	store	مُتَأَجِّر	N;PL	N;NOM;INDF;PL
stores	المخازن	store	مَخزَن	N;PL	N;NOM;DEF;PL
stores	محلات	store	مَحَلّ	N;PL	N;NOM;INDF;PL
stores	المتاجر	store	مُتَأَجِّر	N;PL	N;NOM;DEF;PL
stores	مخازن	store	مَخزَن	N;PL	N;NOM;INDF;PL
rice	الارز	rice	أَرز	N;SG	N;NOM;DEF;SG
rice	الرز	rice	رُزّ	N;SG	N;NOM;DEF;SG
reasonable	معقولة	reasonable	مَعقُول	ADJ	ADJ;NOM;INDF;FEM;SG
skin	الجلد	skin	جَلد	N;SG	N;NOM;DEF;SG
skin	بشرة	skin	بَشَرَة	N;SG	N;NOM;INDF;SG
skin	جلد	skin	جَلَد	N;SG	N;NOM;INDF;SG
skin	البشرة	skin	بَشَرَة	N;SG	N;NOM;DEF;SG
committed	ارتكبت	commit	اِرتَكَب	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
factors	عوامل	factor	عَامِل	N;PL	N;NOM;INDF;PL
factors	العوامل	factor	عَامِل	N;PL	N;NOM;DEF;PL
devices	الاجهزة	device	جِهَاز	N;PL	N;NOM;DEF;PL
devices	اجهزة	device	جِهَاز	N;PL	N;NOM;INDF;PL
phrase	جملة	phrase	جُملَة	N;SG	N;NOM;INDF;SG
phrase	العبارة	phrase	عِبَارَة	N;SG	N;NOM;DEF;SG
phrase	عبارة	phrase	عِبَارَة	N;SG	N;NOM;INDF;SG
suicide	الانتحار	suicide	اِنتِحَار	N;SG	N;NOM;DEF;SG
suicide	انتحار	suicide	اِنتِحَار	N;SG	N;NOM;INDF;SG
advantage	الميزة	advantage	مِيزَة	N;SG	N;NOM;DEF;SG
advantage	ميزة	advantage	مِيزَة	N;SG	N;NOM;INDF;SG
advantage	مزية	advantage	مَزِيَّة	N;SG	N;NOM;INDF;SG
minimum	الدنيا	minimum	دِنِّيَا	N;SG	N;NOM;DEF;SG
goods	سلع	goods	سِلعَة	N;PL	N;NOM;INDF;PL
goods	البضائع	goods	بِضَاعَة	N;PL	N;NOM;DEF;PL
goods	السلع	goods	سِلعَة	N;PL	N;NOM;DEF;PL
goods	بضائع	goods	بِضَاعَة	N;PL	N;NOM;INDF;PL
operator	مشغل	operator	مُشَغِّل	N;SG	N;NOM;INDF;SG
operator	المشغل	operator	مُشَغَّل	N;SG	N;NOM;DEF;SG
finishing	الانتهاء	finish	اِنتِهَاء	N;SG	N;NOM;DEF;SG
producers	المنتجون	producer	مُنتِج	N;PL	N;NOM;DEF;PL
producers	المنتجين	producer	مُنتِج	N;PL	N;NOM;DEF;PL
releases	اصدارات	release	إِصدَار	N;PL	N;NOM;INDF;PL
releases	الاصدارات	release	إِصدَار	N;PL	N;NOM;DEF;PL
victims	الضحايا	victim	ضَحِيَّة	N;PL	N;NOM;DEF;PL
victims	ضحايا	victim	ضَحِيَّة	N;PL	N;NOM;INDF;PL
explanation	الشرح	explanation	شَرح	N;SG	N;NOM;DEF;SG
explanation	توضيح	explanation	تَوضِيح	N;SG	N;NOM;INDF;SG
explanation	التفسير	explanation	تَفسِير	N;SG	N;NOM;DEF;SG
explanation	تفسير	explanation	تَفسِير	N;SG	N;NOM;INDF;SG
explanation	تعليل	explanation	تَعلِيل	N;SG	N;NOM;INDF;SG
threat	تهديد	threat	تَهدِيد	N;SG	N;NOM;INDF;SG
threat	التهديد	threat	تَهدِيد	N;SG	N;NOM;DEF;SG
crossing	العبور	crossing	عُبُور	N;SG	N;NOM;DEF;SG
crossing	معبر	crossing	مَعبَر	N;SG	N;NOM;INDF;SG
crossing	عبور	crossing	عُبُور	N;SG	N;NOM;INDF;SG
slow	بطيئة	slow	بَطِيء	ADJ	ADJ;NOM;INDF;FEM;SG
poets	الشعراء	poet	شَاعِر	N;PL	N;NOM;DEF;PL
stopped	توقفت	stop	تَوَقَّف	V;PST;FIN	V;PFV;FEM;SG;3;ACT
strategy	استراتيجية	strategy	إِسترَاتِيجِيَّة	N;SG	N;NOM;INDF;SG
strategy	الاستراتيجية	strategy	إِسترَاتِيجِيَّة	N;SG	N;NOM;DEF;SG
ranking	الترتيب	rank	تَرتِيب	N;SG	N;NOM;DEF;SG
residential	سكني	residential	سَكَنِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
associate	معاون	associate	مُعَاوِن	N;SG	N;NOM;INDF;SG
significance	دلالة	significance	دَلَالَة	N;SG	N;NOM;INDF;SG
significance	الاهمية	significance	أَهَمِّيَّة	N;SG	N;NOM;DEF;SG
significance	اهمية	significance	أَهَمِّيَّة	N;SG	N;NOM;INDF;SG
ruled	حكمت	rule	حَكَم	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
excellent	ممتازة	excellent	مُمتَاز	ADJ	ADJ;NOM;INDF;FEM;SG
excellent	ممتاز	excellent	مُمتَاز	ADJ	ADJ;NOM;INDF;MASC;SG
observed	لوحظ	observe	لَاحَظ	V;PST;V.PTCP	V;PFV;MASC;SG;3;PASS
threatened	هدد	threaten	هَدَّد	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
friendly	ودية	friendly	وُدِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
temporary	مؤقتا	temporary	مُؤَقَّت	ADJ	ADJ;ACC;INDF;MASC;SG
temporary	المؤقت	temporary	مُؤَقَّت	ADJ	ADJ;NOM;DEF;MASC;SG
temporary	مؤقتة	temporary	مُؤَقَّت	ADJ	ADJ;NOM;INDF;FEM;SG
temporary	مؤقت	temporary	مُؤَقَّت	ADJ	ADJ;NOM;INDF;MASC;SG
networks	شبكات	network	شَبَكَة	N;PL	N;NOM;INDF;PL
networks	الشبكات	network	شَبَكَة	N;PL	N;NOM;DEF;PL
passengers	المسافرون	passenger	مُسَافِر	N;PL	N;NOM;DEF;PL
passengers	مسافرين	passenger	مُسَافِر	N;PL	N;NOM;INDF;PL
passengers	المسافرين	passenger	مُسَافِر	N;PL	N;NOM;DEF;PL
passengers	الركاب	passenger	رَاكِب	N;PL	N;NOM;DEF;PL
passengers	ركاب	passenger	رَاكِب	N;PL	N;NOM;INDF;PL
assumed	افترضت	assume	اِفتَرَض	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
artistic	فنية	artistic	فَنِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
safe	امنة	safe	امنة	ADJ	ADJ;NOM;INDF;FEM;SG
festivals	المهرجانات	festival	مَهرَجَان	N;PL	N;NOM;DEF;PL
partnership	الشراكة	partnership	شِرَاكَة	N;SG	N;NOM;DEF;SG
partnership	شراكة	partnership	شِرَاكَة	N;SG	N;NOM;INDF;SG
maintenance	النفقة	maintenance	نِفقَة	N;SG	N;NOM;DEF;SG
maintenance	صيانة	maintenance	صِيَانَة	N;SG	N;NOM;INDF;SG
maintenance	الصيانة	maintenance	صِيَانَة	N;SG	N;NOM;DEF;SG
monitoring	الرصد	monitor	رَصد	N;SG	N;NOM;DEF;SG
monitoring	رصد	monitor	رَصد	N;SG	N;NOM;INDF;SG
evil	الشر	evil	شَرّ	N;SG	N;NOM;DEF;SG
evil	شرا	evil	شَرّ	N;SG	N;NOM;INDF;SG
relief	الاغاثة	relief	إِغَاثَة	N;SG	N;NOM;DEF;SG
relief	اغاثة	relief	إِغَاثَة	N;SG	N;NOM;INDF;SG
poverty	الفقر	poverty	فَقر	N;SG	N;NOM;DEF;SG
poverty	فقر	poverty	فَقر	N;SG	N;NOM;INDF;SG
decide	تقرر	decide	تَقَرَّر	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
decide	قرر	decide	قَرَّر	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
breaking	كسر	breaking	كَسر	N;SG	N;NOM;INDF;SG
resigned	استقلت	resign	اِستَقَلّ	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
historians	المؤرخين	historian	مُؤَرِّخ	N;PL	N;NOM;DEF;PL
speaker	المتحدث	speaker	مُتَحَدِّث	N;SG	N;NOM;DEF;SG
speaker	المتكلم	speaker	مُتَكَلِّم	N;SG	N;NOM;DEF;SG
speaker	متحدث	speaker	مُتَحَدِّث	N;SG	N;NOM;INDF;SG
moth	العثة	moth	عُثَّة	N;SG	N;NOM;DEF;SG
permission	تصريح	permission	تَصرِيح	N;SG	N;NOM;INDF;SG
permission	الاذن	permission	اَلذَذِن	N;SG	N;NOM;DEF;SG
racial	عرقية	racial	عِرقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
gate	البوابة	gate	بَوَّابَة	N;SG	N;NOM;DEF;SG
gate	بوابة	gate	بَوَّابَة	N;SG	N;NOM;INDF;SG
springs	الينابيع	spring	الينابيع	N;PL	N;NOM;DEF;PL
photography	التصوير	photography	تَصوِير	N;SG	N;NOM;DEF;SG
photography	تصوير	photography	تَصوِير	N;SG	N;NOM;INDF;SG
roll	لفة	roll	لِفَة	N;SG	N;NOM;INDF;SG
progressive	التدريجي	progressive	تَدرِيجِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
progressive	تدريجي	progressive	تَدرِيجِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
contrast	التباين	contrast	تَبَايُن	N;SG	N;NOM;DEF;SG
contrast	تباين	contrast	تَبَايُن	N;SG	N;NOM;INDF;SG
processes	عمليات	process	عَمَلِيَّة	N;PL	N;NOM;INDF;PL
terminal	محطة	terminal	مَحَطَّة	N;SG	N;NOM;INDF;SG
executed	اعدم	execute	أَعدَم	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
principle	المبدا	principle	مَبدَا	N;SG	N;NOM;DEF;SG
principle	مبدا	principle	مَبدَا	N;SG	N;NOM;INDF;SG
painted	رسمت	paint	رَسمَت	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
frequency	التردد	frequency	تَرَدُّد	N;SG	N;NOM;DEF;SG
frequency	تكرار	frequency	تَكرَار	N;SG	N;NOM;INDF;SG
frequency	التكرار	frequency	تَكرَر	N;SG	N;NOM;DEF;SG
frequency	تواتر	frequency	تَوَاتُر	N;SG	N;NOM;INDF;SG
frequency	تردد	frequency	تَرَدُّد	N;SG	N;NOM;INDF;SG
bridges	الجسور	bridge	جِسر	N;PL	N;NOM;DEF;PL
bridges	جسور	bridge	جِسر	N;PL	N;NOM;INDF;PL
monument	النصب	monument	نَصب	N;SG	N;NOM;DEF;SG
monument	نصب	monument	نَصب	N;SG	N;NOM;INDF;SG
mental	عقلية	mental	عقلية	ADJ	ADJ;NOM;INDF;FEM;SG
portal	البوابة	portal	بَوَّابَة	N;SG	N;NOM;DEF;SG
portal	بوابة	portal	بَوَّابَة	N;SG	N;NOM;INDF;SG
parallel	متوازية	parallel	مُتَوَازِي	ADJ	ADJ;NOM;INDF;FEM;SG
parallel	موازية	parallel	مُوَازِي	ADJ	ADJ;NOM;INDF;FEM;SG
giant	عملاق	giant	عِملَاق	N;SG	N;NOM;INDF;SG
giant	العملاق	giant	عِملَاق	N;SG	N;NOM;DEF;SG
assessment	تقييم	assessment	تَقيِيم	N;SG	N;NOM;INDF;SG
assessment	التقييم	assessment	تَقيِيم	N;SG	N;NOM;DEF;SG
counter	العداد	counter	عِدَاد	N;SG	N;NOM;DEF;SG
expression	تعبير	expression	تَعبِير	N;SG	N;NOM;INDF;SG
expression	التعبير	expression	تَعبِير	N;SG	N;NOM;DEF;SG
improvement	التحسين	improvement	تَحسِين	N;SG	N;NOM;DEF;SG
improvement	التحسن	improvement	تَحَسُّن	N;SG	N;NOM;DEF;SG
improvement	تحسن	improvement	تَحَسُّن	N;SG	N;NOM;INDF;SG
improvement	تحسين	improvement	تَحسِين	N;SG	N;NOM;INDF;SG
closure	الاغلاق	closure	إِغلَاق	N;SG	N;NOM;DEF;SG
closure	اغلاق	closure	إِغلَاق	N;SG	N;NOM;INDF;SG
closure	خاتمة	closure	خاتمة	N;SG	N;NOM;INDF;SG
wheel	العجلة	wheel	عَجَلَة	N;SG	N;NOM;DEF;SG
wheel	عجلة	wheel	عَجَلَة	N;SG	N;NOM;INDF;SG
ambassador	السفيرة	ambassador	سَفِيرَة	N;SG	N;NOM;DEF;SG
ambassador	سفير	ambassador	سَفِير	N;SG	N;NOM;INDF;SG
ambassador	السفير	ambassador	سَفِير	N;SG	N;NOM;DEF;SG
desert	صحراء	desert	صَحرَاء	N;SG	N;NOM;INDF;SG
desert	الصحراء	desert	صَحرَاء	N;SG	N;NOM;DEF;SG
iranian	ايراني	iranian	إِيرَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
iranian	الايرانية	iranian	إِيرَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
reign	عهد	reign	عَهد	N;SG	N;NOM;INDF;SG
rain	المطر	rain	مُطرَة	N;SG	N;NOM;DEF;SG
fishing	الصيد	fishing	صَيد	N;SG	N;NOM;DEF;SG
principles	مبادئ	principle	مَبدَأ	N;PL	N;NOM;INDF;PL
principles	المبادئ	principle	مَبدَأ	N;PL	N;NOM;DEF;PL
tests	اختبارات	test	اِختِبَار	N;PL	N;NOM;INDF;PL
tests	الاختبارات	test	اِختِبَار	N;PL	N;NOM;DEF;PL
trouble	ورطة	trouble	وَرَطَة	N;SG	N;NOM;INDF;SG
trouble	مشكلة	trouble	مُشكِلَة	N;SG	N;NOM;INDF;SG
paragraph	الفقرة	paragraph	فَقرَة	N;SG	N;NOM;DEF;SG
paragraph	فقرة	paragraph	فَقرَة	N;SG	N;NOM;INDF;SG
bat	المضرب	bat	مِضرَب	N;SG	N;NOM;DEF;SG
measures	التدابير	measure	تَدبِير	N;PL	N;NOM;DEF;PL
measures	تدابير	measure	تَدبِير	N;PL	N;NOM;INDF;PL
fear	الخوف	fear	خَوف	N;SG	N;NOM;DEF;SG
fear	خوف	fear	خَائِف	N;SG	N;NOM;INDF;SG
merit	الجدارة	merit	جِدَارَة	N;SG	N;NOM;DEF;SG
merit	الاستحقاق	merit	اِستِحقَاق	N;SG	N;NOM;DEF;SG
merit	استحقاق	merit	اِستِحقَاق	N;SG	N;NOM;INDF;SG
merit	جدارة	merit	جَدَارَة	N;SG	N;NOM;INDF;SG
participation	المشاركة	participation	مُشَارَكَة	N;SG	N;NOM;DEF;SG
designs	التصاميم	design	تَصمِيم	N;PL	N;NOM;DEF;PL
designs	تصميمات	design	تَصمِيم	N;PL	N;NOM;INDF;PL
designs	التصميمات	design	تَصمِيم	N;PL	N;NOM;DEF;PL
designs	تصاميم	design	تَصمِيم	N;PL	N;NOM;INDF;PL
agencies	وكالات	agency	وِكَالَة	N;PL	N;NOM;INDF;PL
agencies	الوكالات	agency	وِكَالَة	N;PL	N;NOM;DEF;PL
technique	تقنية	technique	تَقنِيَّة	N;SG	N;NOM;INDF;SG
technique	التقنية	technique	تَقنِيَّة	N;SG	N;NOM;DEF;SG
egyptian	مصرية	egyptian	مِصرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
egyptian	مصري	egyptian	مِصرِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
egyptian	المصرية	egyptian	مِصرِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
knew	عرفت	know	عَرَف	V;IND;PST;FIN	V;PFV;FEM;SG;3;ACT
commissioner	مفوضة	commissioner	مفوضة	N;SG	N;NOM;INDF;SG
commissioner	المفوض	commissioner	مُفَوَّض	N;SG	N;NOM;DEF;SG
commissioner	مفوض	commissioner	مفوض	N;SG	N;NOM;INDF;SG
commissioner	المفوضة	commissioner	مُفَوَّض	N;SG	N;NOM;DEF;SG
dating	مواعدة	dating	مُوَاعَدَة	N;SG	N;NOM;INDF;SG
dating	المواعدة	dating	مُوَاعَدَة	N;SG	N;NOM;DEF;SG
bomb	قنبلة	bomb	قُنبُلَة	N;SG	N;NOM;INDF;SG
bomb	القنبلة	bomb	قُنبُلَة	N;SG	N;NOM;DEF;SG
capable	قادر	capable	قَادِر	ADJ	ADJ;NOM;INDF;MASC;SG
capable	قادرة	capable	قَادِر	ADJ	ADJ;NOM;INDF;FEM;SG
capable	قادرين	capable	قَادِر	ADJ	ADJ;NOM;INDF;MASC;PL
poem	القصيدة	poem	قَصِيد	N;SG	N;NOM;DEF;SG
poem	قصيدة	poem	قَصِيدَة	N;SG	N;NOM;INDF;SG
stages	اطوار	stage	طَور	N;PL	N;NOM;INDF;PL
stages	المراحل	stage	مَرحَلَة	N;PL	N;NOM;DEF;PL
stages	مراحل	stage	مَرحَلَة	N;PL	N;NOM;INDF;PL
dragon	التنين	dragon	تَنَيَّن	N;SG	N;NOM;DEF;SG
send	ارسل	send	أَرسَل	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
proof	دليل	proof	دَلِيل	N;SG	N;NOM;INDF;SG
proof	اثبات	proof	إِثبَات	N;SG	N;NOM;INDF;SG
proof	البرهان	proof	بَرهَان	N;SG	N;NOM;DEF;SG
practices	الممارسات	practice	مُمَارَسَة	N;PL	N;NOM;DEF;PL
practices	ممارسات	practice	مُمَارَسَة	N;PL	N;NOM;INDF;PL
arabic	العربية	arabic	عَرَبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
arabic	عربي	arabic	عَرَبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
arabic	عربية	arabic	عَرَبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
attractions	الجذب	attraction	جَذب	N;PL	N;NOM;DEF;PL
mouth	فم	mouth	فَمّ	N;SG	N;NOM;INDF;SG
mouth	الفم	mouth	فَمّ	N;SG	N;NOM;DEF;SG
symbol	رمز	symbol	رَمز	N;SG	N;NOM;INDF;SG
symbol	الرمز	symbol	رَمز	N;SG	N;NOM;DEF;SG
symbol	رمزا	symbol	رَمز	N;SG	N;ACC;INDF;SG
organ	العضو	organ	عُضو	N;SG	N;NOM;DEF;SG
damaged	تضررت	damage	تَضَرَّر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
exception	استثناء	exception	اِستِثنَاء	N;SG	N;NOM;INDF;SG
exception	الاستثناء	exception	اِستِثنَاء	N;SG	N;NOM;DEF;SG
replacement	الاستبدال	replacement	اِستِبدَال	N;SG	N;NOM;DEF;SG
replacement	البديل	replacement	بَدِيل	N;SG	N;NOM;DEF;SG
replacement	استبدال	replacement	اِستِبدَال	N;SG	N;NOM;INDF;SG
replacement	بديل	replacement	بَدِيل	N;SG	N;NOM;INDF;SG
legislation	التشريع	legislation	تَشرِيع	N;SG	N;NOM;DEF;SG
legislation	تشريع	legislation	تَشرِيع	N;SG	N;NOM;INDF;SG
beauty	الجمال	beauty	جَمَل	N;SG	N;NOM;DEF;SG
credits	النقاط	credit	نُقطَة	N;PL	N;NOM;DEF;PL
credits	نقاط	credit	نُقطَة	N;PL	N;NOM;INDF;PL
credits	الاعتمادات	credit	اِعتِمَاد	N;PL	N;NOM;DEF;PL
organisations	منظمات	organisation	مُنَظَّمَة	N;PL	N;NOM;INDF;PL
organisations	المنظمات	organisation	مُنَظَّمَة	N;PL	N;NOM;DEF;PL
opinions	اراء	opinion	رَأي	N;PL	N;NOM;INDF;PL
opinions	الاراء	opinion	رَأي	N;PL	N;NOM;DEF;PL
tribe	قبيلة	tribe	قَبِيلَة	N;SG	N;NOM;INDF;SG
tribe	القبيلة	tribe	قَبِيلَة	N;SG	N;NOM;DEF;SG
chess	الشطرنج	chess	شَطرَنج	N;SG	N;NOM;DEF;SG
channels	قنوات	channel	قَنَاة	N;PL	N;NOM;INDF;PL
channels	القنوات	channel	قَنَاة	N;PL	N;NOM;DEF;PL
sisters	الاخوات	sister	أَخَات	N;PL	N;NOM;DEF;PL
sisters	اخوات	sister	اخوات	N;PL	N;NOM;INDF;PL
requests	الطلبات	request	طَلَب	N;PL	N;NOM;DEF;PL
requests	طلبات	request	طَلَب	N;PL	N;NOM;INDF;PL
impossible	المستحيل	impossible	مُستَحِيل	ADJ	ADJ;NOM;DEF;MASC;SG
impossible	مستحيل	impossible	مُستَحِيل	ADJ	ADJ;NOM;INDF;MASC;SG
colors	الالوان	color	لَون	N;PL	N;NOM;DEF;PL
cook	الطباخ	cook	طَبِيخ	N;SG	N;NOM;DEF;SG
cook	طباخ	cook	طباخ	N;SG	N;NOM;INDF;SG
drawing	رسمة	draw	رَسمَة	N;SG	N;NOM;INDF;SG
drawing	رسم	draw	رَسم	N;SG	N;NOM;INDF;SG
drawing	الرسم	draw	رَسم	N;SG	N;NOM;DEF;SG
removal	ازالة	removal	إِزَالَة	N;SG	N;NOM;INDF;SG
moves	حركات	move	حَرَكَة	N;PL	N;NOM;INDF;PL
moves	التحركات	move	تَحَرُّك	N;PL	N;NOM;DEF;PL
moves	الحركات	move	حَرَكَة	N;PL	N;NOM;DEF;PL
indicates	يشير	indicate	أَشَار	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
admitted	اعترفت	admit	اِعتَرَف	V;IND;PST;FIN	V;PFV;FEM;SG;3;ACT
ownership	ملكية	ownership	مِلكِيَّة	N;SG	N;NOM;INDF;SG
ownership	الملكية	ownership	مِلكِيَّة	N;SG	N;NOM;DEF;SG
regulations	اللوائح	regulation	لَائِحَة	N;PL	N;NOM;DEF;PL
regulations	الانظمة	regulation	نِظَام	N;PL	N;NOM;DEF;PL
regulations	انظمة	regulation	نِظَام	N;PL	N;NOM;INDF;PL
crash	تحطم	crash	تَحَطُّم	N;SG	N;NOM;INDF;SG
supports	يدعم	support	دَعَم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
supports	تؤيد	support	أَيَّد	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
abbey	الدير	abbey	دَير	N;SG	N;NOM;DEF;SG
tone	نبرة	tone	نَبرَة	N;SG	N;NOM;INDF;SG
tone	لهجة	tone	لَهجَة	N;SG	N;NOM;INDF;SG
tone	نغمة	tone	نَغمَة	N;SG	N;NOM;INDF;SG
personality	شخصية	personality	شَخصِيَّة	N;SG	N;NOM;INDF;SG
reception	استقبال	reception	اِستِقبَال	N;SG	N;NOM;INDF;SG
reception	الاستقبال	reception	اِستِقبَال	N;SG	N;NOM;DEF;SG
transit	العبور	transit	عُبُور	N;SG	N;NOM;DEF;SG
transit	عبور	transit	عُبُور	N;SG	N;NOM;INDF;SG
adventure	المغامرة	adventure	مُغَامَرَة	N;SG	N;NOM;DEF;SG
adventure	مغامرة	adventure	مُغَامَرَة	N;SG	N;NOM;INDF;SG
guinea	لغينيا	guinea	لغينيا	N;SG	N;NOM;DEF;SG
horror	الرعب	horror	رُعب	N;SG	N;NOM;DEF;SG
horror	رعب	horror	رَعب	N;SG	N;NOM;INDF;SG
popularity	شعبية	popularity	شَعبِيَّة	N;SG	N;NOM;INDF;SG
coalition	ائتلاف	coalition	اِئتِلَاف	N;SG	N;NOM;INDF;SG
coalition	الائتلاف	coalition	اِئتِلَاف	N;SG	N;NOM;DEF;SG
coalition	تحالف	coalition	تَحَالُف	N;SG	N;NOM;INDF;SG
coalition	التحالف	coalition	تَحَالُف	N;SG	N;NOM;DEF;SG
franchise	امتياز	franchise	امتياز	N;SG	N;NOM;INDF;SG
franchise	الامتياز	franchise	اِمتِيَاز	N;SG	N;NOM;DEF;SG
critic	ناقد	critic	نَاقِد	N;SG	N;NOM;INDF;SG
silent	صامتة	silent	صَامِت	ADJ	ADJ;NOM;INDF;FEM;SG
laboratory	المختبر	laboratory	مُختَبَر	N;SG	N;NOM;DEF;SG
laboratory	مختبر	laboratory	مُختَبِر	N;SG	N;NOM;INDF;SG
movements	التحركات	movement	تَحَرُّك	N;PL	N;NOM;DEF;PL
movements	الحركات	movement	حَرَكَة	N;PL	N;NOM;DEF;PL
charter	ميثاق	charter	مِيثَاق	N;SG	N;NOM;INDF;SG
charter	الميثاق	charter	مِيثَاق	N;SG	N;NOM;DEF;SG
missions	بعثات	mission	بَعثَة	N;PL	N;NOM;INDF;PL
missions	البعثات	mission	بَعثَة	N;PL	N;NOM;DEF;PL
experimental	تجريبية	experimental	تَجرِيبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
experimental	تجريبي	experimental	تجريبي	ADJ	ADJ;NOM;INDF;MASC;SG
rooms	الغرف	room	غُرفَة	N;PL	N;NOM;DEF;PL
rooms	غرف	room	غُرفَة	N;PL	N;NOM;INDF;PL
concluded	اختتمت	conclude	اِختَتَم	V;IND;PST;FIN	V;PFV;FEM;SG;3;ACT
reputation	سمعة	reputation	سُمعَة	N;SG	N;NOM;INDF;SG
reputation	السمعة	reputation	سُمعَة	N;SG	N;NOM;DEF;SG
accurate	دقيقا	accurate	دَقِيق	ADJ	ADJ;ACC;INDF;MASC;SG
accurate	دقيق	accurate	دَقِيق	ADJ	ADJ;NOM;INDF;MASC;SG
interpretation	التفسير	interpretation	تَفسِير	N;SG	N;NOM;DEF;SG
interpretation	تفسير	interpretation	تَفسِير	N;SG	N;NOM;INDF;SG
knows	يعرف	know	عَرَف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;PASS
knows	يعلم	know	عَلِم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
journalists	الصحفيون	journalist	صُحُفِيّ	N;PL	N;NOM;DEF;PL
journalists	الصحافيين	journalist	صَحَافِيّ	N;PL	N;NOM;DEF;PL
journalists	صحفيين	journalist	صُحُفِيّ	N;PL	N;NOM;INDF;PL
journalists	الصحفيين	journalist	صُحُفِيّ	N;PL	N;NOM;DEF;PL
forests	الغابات	forest	غَابَة	N;PL	N;NOM;DEF;PL
forests	غابات	forest	غَابَة	N;PL	N;NOM;INDF;PL
comprehensive	شاملة	comprehensive	شَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
comprehensive	شامل	comprehensive	شَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
symphony	سيمفونية	symphony	سيمفونية	N;SG	N;NOM;INDF;SG
promotional	الترويجية	promotional	تَروِيجِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
promotional	ترويجية	promotional	تَروِيجِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
tags	الاشارات	tags	إِشَارَة	N;PL	N;NOM;DEF;PL
tags	اشارات	tags	إِشَارَة	N;PL	N;NOM;INDF;PL
tags	العلامات	tags	عَلَامَة	N;PL	N;NOM;DEF;PL
tags	علامات	tags	عَلَامَة	N;PL	N;NOM;INDF;PL
meters	امتار	meter	مِتر	N;PL	N;NOM;INDF;PL
commerce	تجارة	commerce	تِجَارَة	N;SG	N;NOM;INDF;SG
commerce	التجارة	commerce	تِجَارَة	N;SG	N;NOM;DEF;SG
automatic	تلقائية	automatic	تِلقَائِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
