この	این	この	این	DET	DET
複合	مرکب	複合	None	N	N;SG
プロモーション	تبلیغات	プロモーション	تبلیغ	N	N;PL
プロモーション	ترویج	プロモーション	ترویج	N	N;SG
プロモーション	ارتقاء	プロモーション	ارتقاءء	N	N;SG
プロモーション	ترفیع	プロモーション	ترفیع	N	N;SG
プロモーション	تبلیغ	プロモーション	تبلیغ	N	N;SG
プロモーション	ارتقای	プロモーション	ارتقا	N	N;SG
プロモーション	ارتقا	プロモーション	ارتقا	N	N;SG
ヴァイオリン	ویولون	ヴァイオリン	ویولون	N	N;SG
ヴァイオリン	ویلن	ヴァイオリン	ویلن	N	N;SG
ヴァイオリン	ویولن	ヴァイオリン	ویولن	N	N;SG
モーニング	صبح	モーニング	صبح	N	N;SG
モーニング	بامداد	モーニング	بامداد	N	N;SG
外交	دیپلماسی	外交	دیپلماسی	N	N;SG
外交	سیاست	外交	سیاست	N	N;SG
もっと	دیگر	もっと	دیگر	ADV	ADV
射撃	فیلمبرداری	射撃	فیلمبرداری	N	N;SG
射撃	تیراندازی	射撃	None	N	N;SG
木造	چوبی	木造	چوبی	N	N;SG
メモリ	خاطره	メモリ	خاطره	N	N;SG
メモリ	حافظه	メモリ	حافظه	N	N;SG
メモリ	حافظۀ	メモリ	حافظۀ	N	N;SG
時計	کلاک	時計	کلاک	N	N;SG
時計	ساعت	時計	ساعت	N	N;SG
メイク	گریم	メイク	None	N	N;SG
メイク	makeup	メイク	makeup	N	N;SG
メイク	آرایشی	メイク	None	N	N;PL
メイク	آرایش	メイク	None	N	N;SG
成人	بزرگسال	成人	بزرگسال	N	N;SG
成人	بزرگسالان	成人	بزرگسال	N	N;PL
少佐	ماژور	少佐	ماژور	N	N;SG
少佐	سرگرد	少佐	سرگرد	N	N;SG
パターン	الگو	パターン	الگو	N	N;SG
パターン	الگوها	パターン	الگو	N	N;PL
複雑	پیچیده	複雑	پیچیده	ADJ	ADJ
複雑	پیچیده	複雑	پیچیده	ADJ	ADJ
シングルス	اختصاص	シングルス	اختصاص	N	N;SG
シングルス	تکآهنگ	シングルス	تکآهنگ	N	N;SG
シングルス	تکنفره	シングルス	تکنفره	N	N;SG
シングルス	مجرد	シングルス	مجرد	N	N;SG
プリンス	پرنس	プリンス	پرنس	N	N;SG
プリンス	پرینس	プリンス	پرینس	N	N;SG
プリンス	شاهزاده	プリンス	شاهزاده	N	N;SG
レーダー	راداری	レーダー	راداری	N	N;SG
レーダー	رادار	レーダー	رادار	N	N;SG
部品	قطعات	部品	قطعه	N	N;PL
部品	عورت	部品	عورت	N	N;SG
フィート	پاهای	フィート	پا	N	N;PL
フィート	پایی	フィート	پا	N	N;SG
フィート	پای	フィート	پا	N	N;SG
フィート	فوت	フィート	فوت	N	N;SG
フィート	پیاده	フィート	پیاده	N	N;SG
フィート	پا	フィート	پا	N	N;SG
オーケストラ	نوازندگان	オーケストラ	None	N	N;PL
オーケストラ	ارکستر	オーケストラ	ارکستر	N	N;SG
キャスト	گچ	キャスト	گچ	N	N;SG
風景	مناظر	風景	None	N	N;PL
風景	مناظر	風景	None	N	N;PL
風景	عرضی	風景	عرضی	N	N;SG
風景	منظره	風景	منظره	N	N;SG
ペア	زوج	ペア	زوج	N	N;SG
ペア	جفت	ペア	None	N	N;SG
ペア	جفت	ペア	None	N	N;SG
深い	عمیق	深い	عمیق	ADJ	ADJ
いつも	همیشه	いつも	همیشه	ADV	ADV
魚雷	اژدر	魚雷	اژدر	N	N;SG
読者	خوانندگان	読者	خواننده	N	N;PL
読者	ریدر	読者	ریدر	N	N;SG
読者	خواننده	読者	خواننده	N	N;SG
読者	خوانندگان	読者	خواننده	N	N;PL
遺伝子	ژنها	遺伝子	ژن	N	N;PL
遺伝子	ژن	遺伝子	ژن	N	N;SG
遺伝子	ژنی	遺伝子	ژنی	N	N;SG
遺伝子	ژنها	遺伝子	ژن	N	N;PL
遺伝子	ژن	遺伝子	ژن	N	N;SG
遺伝子	ژنهای	遺伝子	ژن	N	N;PL
簡単	ساده	簡単	ساده	ADJ	ADJ
簡単	آسان	簡単	None	ADJ	ADJ
簡単	ساده	簡単	ساده	ADJ	ADJ
簡単	راحت	簡単	راحت	ADJ	ADJ
来る	میاد	来る	میاد	V	V;SG;2;PRS
ボーイ	پسر	ボーイ	پسر	N	N;SG
資源	منبع	資源	منبع	N	N;SG
資源	منابع	資源	منبع	N	N;PL
材料	مواد	材料	ماده	N	N;PL
材料	مصالح	材料	مصالح	N	N;PL
材料	مواد	材料	ماده	N	N;PL
材料	مصالح	材料	مصالح	N	N;PL
感情	احساسات	感情	احساس	N	N;PL
感情	عاطفه	感情	عاطفه	N	N;SG
感情	هیجانی	感情	هیجانی	N	N;SG
感情	احساسات	感情	احساس	N	N;PL
感情	احساسات	感情	احساس	N	N;PL
感情	احساس	感情	احساس	N	N;SG
感情	احساساتی	感情	None	N	N;SG
ベルト	کمربند	ベルト	کمربند	N	N;SG
ベルト	کمربند	ベルト	کمربند	N	N;SG
運賃	کرایه	運賃	کرایه	N	N;SG
ファイター	رزمنده	ファイター	رزمنده	N	N;SG
ファイター	جنگنده	ファイター	جنگنده	N	N;SG
ファイター	مبارز	ファイター	مبارز	N	N;SG
ファイター	مبارزان	ファイター	None	N	N;PL
ポンド	پوند	ポンド	پوند	N	N;SG
タンク	مخزن	タンク	مخزن	N	N;SG
タンク	تانک	タンク	None	N	N;SG
タンク	تنک	タンク	تنک	N	N;SG
態度	نگرش	態度	نگرش	N	N;SG
態度	منش	態度	منش	N	N;SG
態度	گرایش	態度	گرایش	N	N;SG
コンテンツ	محتویات	コンテンツ	محتویه	N	N;PL
コンテンツ	رضایت	コンテンツ	رضایت	N	N;SG
コンテンツ	محتوای	コンテンツ	محتوا	N	N;SG
コンテンツ	محتوا	コンテンツ	محتوا	N	N;SG
なぜ	چرا	なぜ	چرا	ADV	ADV
メダル	مدال	メダル	مدال	N	N;SG
メダル	مدال	メダル	مدال	N	N;SG
確率	احتمالات	確率	احتمال	N	N;PL
確率	احتمال	確率	احتمال	N	N;SG
確率	احتمالات	確率	احتمال	N	N;PL
確率	احتمال	確率	احتمال	N	N;SG
確率	احتمالات	確率	احتمال	N	N;PL
頭部	هد	頭部	هد	N	N;SG
頭部	سر	頭部	سر	N	N;SG
病気	بیماری	病気	بیماری	N	N;SG
病気	بیماری	病気	بیماری	N	N;SG
病気	مریض	病気	None	N	N;SG
病気	بیمار	病気	بیمار	N	N;SG
病気	مریضی	病気	None	N	N;SG
病気	ناخوشی	病気	ناخوشی	N	N;SG
病気	مرضی	病気	مرضی	N	N;SG
病気	بیماری	病気	بیماری	N	N;SG
住居	اقامتگاه	住居	اقامتگاه	N	N;SG
住居	جایگاه	住居	جایگاه	N	N;SG
住居	اقامت	住居	اقامت	N	N;SG
住居	مسکن	住居	مسکن	N	N;SG
ヘビー	سنگینی	ヘビー	سنگینی	N	N;SG
不定期	نامنظم	不定期	نامنظم	ADJ	ADJ
魔女	جادوگر	魔女	None	N	N;SG
魔女	جادوگری	魔女	جادوگری	N	N;SG
魔女	جادوگران	魔女	جادوگر	N	N;PL
官僚	b	官僚	b	N	N;SG
格闘	جهاد	格闘	جهاد	N	N;SG
格闘	کشمکش	格闘	کشمکش	N	N;SG
費用	هزینه	費用	هزینه	N	N;SG
費用	هزینه	費用	هزینه	N	N;SG
ソース	مبدأ	ソース	None	N	N;SG
ソース	متن	ソース	متن	N	N;SG
ソース	منبع	ソース	منبع	N	N;SG
ソース	سس	ソース	سس	N	N;SG
ソース	منابع	ソース	منبع	N	N;PL
フレーム	فریم	フレーム	فریم	N	N;SG
フレーム	قاب	フレーム	None	N	N;SG
フレーム	چارچوب	フレーム	چارچوب	N	N;SG
フレーム	فریم	フレーム	فریم	N	N;SG
青い	آبی	青い	آبی	ADJ	ADJ
休日	تعطیلات	休日	تعطیل	N	N;PL
休日	اعیاد	休日	اعیاد	N	N;PL
表紙	کاور	表紙	کاور	N	N;SG
表紙	جلد	表紙	جلد	N	N;SG
表紙	پوشش	表紙	پوشش	N	N;SG
王朝	دودمان	王朝	دودم	N	N;SG
王朝	سلسله	王朝	سلسله	N	N;SG
タイヤ	تایر	タイヤ	تایر	N	N;SG
タイヤ	تایر	タイヤ	تایر	N	N;SG
タイヤ	لاستیک	タイヤ	لاستیک	N	N;SG
プラザ	پلازا	プラザ	پلاز	N	N;SG
ゾーン	منطقه	ゾーン	منطقه	N	N;SG
ゾーン	زون	ゾーン	زون	N	N;SG
ラム	رام	ラム	رام	N	N;SG
ラム	ram	ラム	ram	N	N;SG
ラム	رم	ラム	رم	N	N;SG
郊外	حومه	郊外	حومه	N	N;SG
郊外	حومه	郊外	حومه	N	N;SG
郊外	حومه	郊外	حومه	N	N;SG
流域	watershed	流域	watershed	N	N;SG
流域	جلگه	流域	جلگه	N	N;SG
相対	نسبی	相対	نسبی	N	N;SG
先輩	ارشد	先輩	ارشد	N	N;SG
相撲	سومو	相撲	سومو	N	N;SG
太字	توپر	太字	توپر	N	N;SG
太字	جسور	太字	جسور	N	N;SG
ビート	بیت	ビート	بیت	N	N;SG
効率	کارآمد	効率	کارآمد	N	N;SG
効率	بازده	効率	بازده	N	N;SG
効率	کارایی	効率	کارایی	N	N;SG
会計	حسابرسی	会計	حسابرسی	N	N;SG
会計	حسابداری	会計	حسابداری	N	N;SG
会計	accounting	会計	accounting	N	N;SG
オレンジ	پرتقال	オレンジ	پرتقال	N	N;SG
オレンジ	نارنجی	オレンジ	نارنجی	N	N;SG
オレンジ	اورنج	オレンジ	اورنج	N	N;SG
オレンジ	پرتقال	オレンジ	پرتقال	N	N;SG
ウイルス	ویروس	ウイルス	ویروس	N	N;SG
ウイルス	ویروس	ウイルス	ویروس	N	N;SG
ウイルス	ویروسها	ウイルス	ویروس	N	N;PL
歌う	بخون	歌う	بخون	V	V;IMP;SG;2
歌う	بخونید	歌う	None	V	V;SBJV;PL;2;PRS
原子	اتمهای	原子	اتم	N	N;PL
原子	اتمها	原子	اتم	N	N;PL
原子	اتم	原子	اتم	N	N;SG
修道	صومعه	修道	صومعه	N	N;SG
同上	ایضا	同上	ایضا		
カトリック	کاتولیک	カトリック	کاتولیک	N	N;SG
協奏曲	کنسرتو	協奏曲	کنسرتو	N	N;SG
天才	نبوغ	天才	نبوغ	N	N;SG
天才	نابغه	天才	نابغه	N	N;SG
パイ	پای	パイ	پا	N	N;SG
ロイヤル	رویال	ロイヤル	رویال	N	N;SG
ロイヤル	سلطنتی	ロイヤル	سلطنت	N	N;SG
ロイヤル	شاهانه	ロイヤル	شاهانه	N	N;SG
課題	چالش	課題	چالش	N	N;SG
歌舞伎	کابوکی	歌舞伎	کابوکی	N	N;SG
ショート	کوتاهی	ショート	کوتاه	N	N;SG
ポップ	پاپ	ポップ	پاپ	N	N;SG
ポップ	pop	ポップ	pop	N	N;SG
例外	استثنا	例外	استثنا	N	N;SG
例外	استثنا	例外	استثنا	N	N;SG
例外	استثنای	例外	استثنای	N	N;SG
コンセプト	مفهومی	コンセプト	مفهوم	N	N;SG
コンセプト	مفهوم	コンセプト	مفهوم	N	N;SG
コンセプト	مفاهیم	コンセプト	مفهوم	N	N;PL
気候	اقلیم	気候	اقلیم	N	N;SG
気候	اقلیم	気候	اقلیم	N	N;SG
抗議	تظاهرات	抗議	تظاهرات	N	N;SG
抗議	اعتراض	抗議	اعتراض	N	N;SG
抗議	اعتراضات	抗議	اعتراض	N	N;PL
抗議	اعتراضی	抗議	اعتراض	N	N;SG
ワイン	شرابی	ワイン	شراب	N	N;SG
ワイン	شراب	ワイン	شراب	N	N;SG
ワイン	باده	ワイン	باده	N	N;SG
キャンプ	اردوگاه	キャンプ	اردوگاه	N	N;SG
キャンプ	اردو	キャンプ	اردو	N	N;SG
キャンプ	کمپ	キャンプ	کمپ	N	N;SG
キャンプ	اردو	キャンプ	اردو	N	N;SG
キャンプ	چادر	キャンプ	چادر	N	N;SG
ラリー	اجتماع	ラリー	None	N	N;SG
ラリー	رالی	ラリー	رالی	N	N;SG
ラリー	لری	ラリー	لری	N	N;SG
ラリー	لاری	ラリー	None	N	N;SG
デザイナー	طراح	デザイナー	طراح	N	N;SG
デザイナー	نگارنده	デザイナー	نگارنده	N	N;SG
デザイナー	designer	デザイナー	designer	N	N;SG
天国	آسمان	天国	آسمان	N	N;SG
乗客	سرنشین	乗客	سرنشین	N	N;SG
乗客	مسافر	乗客	مسافر	N	N;SG
乗客	مسافرین	乗客	مسافرین	N	N;PL
乗客	مسافر	乗客	مسافر	N	N;SG
乗客	مسافران	乗客	مسافر	N	N;PL
タグ	تگ	タグ	تگ	N	N;SG
タグ	برچسبها	タグ	برچسب	N	N;SG
タグ	برچسبهای	タグ	برچسبای	N	N;PL
直線	خط	直線	خط	N	N;SG
ダーク	دارک	ダーク	دارک	N	N;SG
ダーク	تاریک	ダーク	None	N	N;SG
ダーク	تیره	ダーク	تیره	N	N;SG
まる	مارو	まる	مارو		
権力	قدرت	権力	قدرت	N	N;SG
権力	پاور	権力	پاور	N	N;SG
権力	توان	権力	توان	N	N;SG
権力	power	権力	power	N	N;SG
権力	قدرتش	権力	قدرتش	N	N;SG
論理	منطق	論理	منطق	N	N;SG
水素	هیدروژن	水素	هیدروژن	N	N;SG
水素	هیدروژنی	水素	هیدروژنی	N	N;SG
男爵	بارن	男爵	بارن	N	N;SG
男爵	بارون	男爵	بارون	N	N;SG
外伝	گایدن	外伝	گایدن	N	N;SG
女神	الهه	女神	الهه	N	N;SG
季節	فصلی	季節	فصلی	N	N;SG
季節	فصل	季節	فصل	N	N;SG
季節	فصلها	季節	فصل	N	N;PL
季節	فصول	季節	فصول	N	N;PL
ダメージ	صدمه	ダメージ	صدمه	N	N;SG
ダメージ	آسیب	ダメージ	آسیب	N	N;SG
ダメージ	آسیبهای	ダメージ	آسیب	N	N;PL
ダメージ	صدمات	ダメージ	صدمه	N	N;PL
ギア	دنده	ギア	دنده	N	N;SG
衛生	بهداشت	衛生	بهداشت	N	N;SG
ドキュメンタリー	مستند	ドキュメンタリー	مستند	N	N;SG
恐怖	خوف	恐怖	خوف	N	N;SG
恐怖	ترس	恐怖	None	N	N;SG
マジック	جادویی	マジック	جادویی	N	N;SG
マジック	جادو	マジック	None	N	N;SG
マジック	سحر	マジック	سحر	N	N;SG
マジック	جادوی	マジック	جادوی	N	N;SG
気温	دما	気温	دما	N	N;SG
フェア	فر	フェア	فر	N	N;SG
フェア	انصاف	フェア	انصاف	N	N;SG
フェア	منصف	フェア	منصف	N	N;SG
船団	کاروان	船団	کاروان	N	N;SG
要塞	قلعه	要塞	قلعه	N	N;SG
要塞	دژ	要塞	دژ	N	N;SG
要塞	فورت	要塞	فورت	N	N;SG
要塞	دژ	要塞	دژ	N	N;SG
有料	پرداخت	有料	پرداخت	N	N;SG
子孫	زادگان	子孫	زاده	N	N;PL
子孫	نواده	子孫	نواد#نوا	N	N;SG
子孫	فرزندانی	子孫	فرزند	N	N;PL
子孫	اولاد	子孫	None	N	N;PL
子孫	فرزند	子孫	فرزند	N	N;SG
子孫	زاد	子孫	زاد	N	N;SG
子孫	نوادگان	子孫	نواده	N	N;PL
コミュニケーション	ارتباط	コミュニケーション	ارتباط	N	N;SG
コミュニケーション	ارتباطات	コミュニケーション	ارتباط	N	N;PL
コミュニケーション	مکاتبه	コミュニケーション	مکاتبه	N	N;SG
コミュニケーション	ارتباطی	コミュニケーション	ارتباط	N	N;SG
コミュニケーション	ارتباطات	コミュニケーション	ارتباط	N	N;PL
コミュニケーション	مخابرات	コミュニケーション	مخابرات	N	N;SG
コミュニケーション	آیات	コミュニケーション	None	N	N;PL
ステップ	گام	ステップ	گام	N	N;SG
ステップ	مرحله	ステップ	مرحله	N	N;SG
ステップ	قدم	ステップ	قدم	N	N;SG
ステップ	گامهای	ステップ	گام	N	N;PL
銀座	گینزا	銀座	گینزا	N	N;SG
義務	وظیفه	義務	وظیفه	N	N;SG
義務	تعهدات	義務	تعهد	N	N;PL
義務	قراردادها	義務	قرارداد	N	N;PL
義務	التزام	義務	التزام	N	N;SG
義務	تکالیف	義務	تکالیف	N	N;SG
義務	وظایف	義務	None	N	N;PL
周波	فرکانسهای	周波	فرکانس	N	N;PL
周波	فرکانس	周波	فرکانس	N	N;SG
周波	فرکانسی	周波	فرکانسی	N	N;SG
周波	فرکانس	周波	فرکانس	N	N;SG
周波	بسامد	周波	بسامد#سام	N	N;SG
永遠	جاودانگی	永遠	جاودانگی	N	N;SG
永遠	ابدیت	永遠	ابدیت	N	N;SG
レンズ	عدسی	レンズ	عدسی	N	N;SG
レンズ	لنز	レンズ	لنز	N	N;SG
移民	مهاجران	移民	مهاجر	N	N;PL
移民	مهاجرین	移民	مهاجر	N	N;PL
移民	مهاجرت	移民	مهاجرت	N	N;SG
移民	مهاجری	移民	مهاجری	N	N;SG
移民	مهاجر	移民	مهاجر	N	N;SG
一日	روز	一日	روز	N	N;SG
一日	روزی	一日	روز	N	N;SG
船舶	مجرا	船舶	None	N	N;SG
船舶	سفینه	船舶	سفینه	N	N;SG
船舶	کشتی	船舶	کشتی	N	N;SG
船舶	کشتیها	船舶	کشتی	N	N;PL
船舶	کشتیها	船舶	کشتی	N	N;PL
船舶	کشتی	船舶	کشتی	N	N;SG
キャッチ	بگیرن	キャッチ	بگیرن	V	V;SBJV;PL;3;PRS
証拠	برهان	証拠	برهان	N	N;SG
証拠	اثبات	証拠	اثبات	N	N;SG
証拠	مدرک	証拠	مدرک	N	N;SG
証拠	شواهد	証拠	شاهد	N	N;PL
証拠	مدارک	証拠	مدرک	N	N;PL
証拠	مدرک	証拠	مدرک	N	N;SG
イースト	شرق	イースト	شرق	N	N;SG
イースト	شرقی	イースト	شرقی	N	N;SG
メガ	مگا	メガ	مگا	N	N;SG
数値	عدد	数値	عدد	N	N;SG
数値	شمارۀ	数値	شمارۀ	N	N;SG
数値	شماره	数値	شماره	N	N;SG
数値	اعداد	数値	اعداد	N	N;PL
数値	عدد	数値	عدد	N	N;SG
数値	اعدادی	数値	اعدادی	N	N;PL
変遷	انتقال	変遷	انتقال	N	N;SG
変遷	گذار	変遷	گذار	N	N;SG
口径	کالیبر	口径	کالیبر	N	N;SG
山脈	کوهستان	山脈	کوهستان	N	N;SG
山脈	کوهها	山脈	کوه	N	N;PL
カフェ	کافه	カフェ	کافه	N	N;SG
カフェ	کافه	カフェ	کافه	N	N;SG
北方	شمالی	北方	شمالی	N	N;SG
北方	شمال	北方	شمال	N	N;SG
ママ	مادر	ママ	مادر	N	N;SG
ママ	مامان	ママ	مامان	N	N;SG
木曜日	پنجشنبه	木曜日	پنجشنبه	N	N;SG
上級	ارشد	上級	ارشد	N	N;SG
上級	پیشرفته	上級	پیشرفته	N	N;SG
プラン	تدبیر	プラン	تدبیر	N	N;SG
プラン	پلان	プラン	پلان	N	N;SG
プラン	نقشه	プラン	None	N	N;SG
差別	تبعیض	差別	تبعیض	N	N;SG
トラブル	مشکل	トラブル	مشکل	N	N;SG
トラブル	دردسر	トラブル	دردسر	N	N;SG
トラブル	زحمت	トラブル	زحمت	N	N;SG
出口	خروج	出口	خروج	N	N;SG
騒動	هیاهو	騒動	هیاهو	N	N;SG
騒動	آشوب	騒動	آشوب	N	N;SG
火山	آتشفشان	火山	آتشفشان	N	N;SG
比例	متناسب	比例	متناسب	N	N;SG
ヒト	انسانها	ヒト	انسان	N	N;PL
ヒト	بشر	ヒト	بشر	N	N;SG
ヒト	انسان	ヒト	انسان	N	N;SG
ヒト	انسانی	ヒト	انسانی	N	N;SG
ヒト	بشر	ヒト	بشر	N	N;SG
グレード	درجه	グレード	درجه	N	N;SG
グレード	نمره	グレード	نمره	N	N;SG
カラオケ	کارائوکه	カラオケ	کارائوکه	N	N;SG
ライオン	شیر	ライオン	شیر	N	N;SG
ライオン	شیرهای	ライオン	شیر	N	N;PL
ライオン	شیرها	ライオン	شیر	N	N;PL
突然	ناگهان	突然	ناگهان	ADV	ADV
定数	مداوم	定数	مداوم	N	N;SG
ビーム	پرگار	ビーム	پرگار	N	N;SG
ビーム	پرتو	ビーム	None	N	N;SG
正義	عدالت	正義	None	N	N;SG
正義	عدل	正義	None	N	N;SG
少数	اقلیت	少数	اقلیت	N	N;SG
アプリ	اپ	アプリ	اپ	N	N;SG
アプリ	برنامه	アプリ	برنامه	N	N;SG
ピンク	پینک	ピンク	پینک	N	N;SG
ピンク	صورتی	ピンク	صورت	N	N;SG
中国語	چینی	中国語	چینی	N	N;SG
ランプ	چراغی	ランプ	چراغی	N	N;SG
ランプ	چراغ	ランプ	چراغ	N	N;SG
ランプ	لامپ	ランプ	لامپ	N	N;SG
運命	سرنوشت	運命	سرنوشت	N	N;SG
運命	تقدیر	運命	تقدیر	N	N;SG
運命	سرنوشتی	運命	سرنوشتی	N	N;SG
運命	سرنوشت	運命	سرنوشت	N	N;SG
運命	تقدیر	運命	تقدیر	N	N;SG
タッチ	لمس	タッチ	None	N	N;SG
タッチ	تاچ	タッチ	تاچ	N	N;SG
概要	خلاصۀ	概要	خلاصۀ	N	N;SG
概要	خلاصه	概要	خلاصه	N	N;SG
概要	خلاصۀ	概要	خلاصۀ	N	N;SG
概要	خلاصه	概要	خلاصه	N	N;SG
初演	پریمیر	初演	پریمیر	N	N;SG
初演	افتتاحیه	初演	افتتاحیه	N	N;SG
かおり	کائوری	かおり	کائوری	N	N;SG
紛争	درگیریهای	紛争	درگیری	N	N;PL
紛争	تضاد	紛争	None	N	N;SG
紛争	ناسازگار	紛争	ناسازگار	N	N;SG
紛争	ناسازگاری	紛争	ناسازگاری	N	N;SG
紛争	مجادله	紛争	مجادله	N	N;SG
紛争	اختلافات	紛争	اختلاف	N	N;PL
紛争	درگیری	紛争	درگیری	N	N;SG
紛争	منازعه	紛争	منازعه	N	N;SG
紛争	کشمکش	紛争	کشمکش	N	N;SG
紛争	نزاع	紛争	نزاع	N	N;SG
紛争	ناسازگاری	紛争	ناسازگاری	N	N;SG
ジャーナリスト	خبرنگار	ジャーナリスト	خبرنگار	N	N;SG
ジャーナリスト	خبرنگاران	ジャーナリスト	خبرنگار	N	N;PL
リズム	ریتم	リズム	None	N	N;SG
リズム	موزون	リズム	موزون	N	N;SG
リズム	ریتم	リズム	None	N	N;SG
シャン	عدی	シャン	None	N	N;SG
美しい	زیبا	美しい	زیبا	ADJ	ADJ
美しい	قشنگ	美しい	None	ADJ	ADJ
フェリー	فری	フェリー	فری	N	N;SG
フェリー	معبر	フェリー	معبر	N	N;SG
フェリー	گذرگاه	フェリー	گذرگاه	N	N;SG
フットボール	football	フットボール	football	N	N;SG
フットボール	فوتبال	フットボール	فوتبال	N	N;SG
地形	ناهمواری	地形	ناهمواری	N	N;SG
地形	عوارض	地形	عارضه	N	N;PL
財産	ویژگی	財産	ویژگی	N	N;SG
財産	دارایی	財産	دارایی	N	N;SG
財産	ملک	財産	ملک	N	N;SG
財産	اموال	財産	مال	N	N;PL
財産	مالکیت	財産	مالکیت	N	N;SG
功績	دستاوردهای	功績	دستاورد	N	N;PL
功績	دستاوردهای	功績	دستاورد	N	N;PL
功績	کامیابی	功績	کامیابی	N	N;SG
コスト	هزینه	コスト	هزینه	N	N;SG
ミドル	وسطی	ミドル	وسطی	N	N;SG
ミドル	میدل	ミドル	میدل	N	N;SG
ミドル	میانی	ミドル	None	N	N;SG
ミドル	میانه	ミドル	میانه	N	N;SG
特性	مشخصات	特性	مشخصه	N	N;PL
パネル	تابلو	パネル	تابلو	N	N;SG
パネル	پانل	パネル	پانل	N	N;SG
パネル	پنل	パネル	پنل	N	N;SG
パネル	تابلوی	パネル	تابلو	N	N;SG
馬場	b	馬場	b	N	N;SG
マンガ	مانگا	マンガ	مانگا	N	N;SG
キャップ	کاپ	キャップ	کاپ	N	N;SG
キャップ	کلاهک	キャップ	کلاهک	N	N;SG
キャップ	کپ	キャップ	کپ	N	N;SG
キック	ضربه	キック	ضربه	N	N;SG
キック	لگد	キック	None	N	N;SG
キック	شوت	キック	شوت	N	N;SG
庭園	باغچه	庭園	باغچه	N	N;SG
庭園	باغ	庭園	باغ	N	N;SG
庭園	گاردن	庭園	گاردن	N	N;SG
庭園	بهشت	庭園	بهشت	N	N;SG
庭園	باغ	庭園	باغ	N	N;SG
庭園	بوستان	庭園	بوستان	N	N;SG
庭園	باغها	庭園	باغ	N	N;PL
クエスト	پویش	クエスト	پویش	N	N;SG
モーター	موتوری	モーター	موتوری	N	N;SG
モーター	موتور	モーター	موتور	N	N;SG
月間	ماهنامه	月間	ماهنامه	N	N;SG
月間	ماهیانه	月間	ماهیانه	N	N;SG
月間	ماه	月間	ماه	N	N;SG
夕方	عصر	夕方	عصر	N	N;SG
夕方	غروب	夕方	غروب	N	N;SG
夕方	شام	夕方	شام	N	N;SG
神宮	جینگو	神宮	جینگو	N	N;SG
肖像	طولی	肖像	طولی	N	N;SG
役員	ماموران	役員	None	N	N;PL
役員	افسران	役員	افسر	N	N;PL
役員	افسر	役員	None	N	N;SG
役員	سرکار	役員	سرکار	N	N;SG
式典	مراسمی	式典	مراسم	N	N;SG
式典	مراسم	式典	مراسم	N	N;PL
幕末	باکوماتسو	幕末	None	N	N;SG
演技	بازیگری	演技	بازیگر	N	N;SG
演技	رفتار	演技	رفتار	N	N;SG
奇跡	معجزات	奇跡	معجزه	N	N;PL
奇跡	معجزه	奇跡	معجزه	N	N;SG
奇跡	معجزه	奇跡	معجزه	N	N;SG
バード	پرنده	バード	پرنده	N	N;SG
ストーン	سنگ	ストーン	سنگ	N	N;SG
ストーン	استون	ストーン	استون	N	N;SG
ストーン	سنگی	ストーン	سنگی	N	N;SG
ストーン	سنگسار	ストーン	سنگسار	N	N;SG
農林	جنگلداری	農林	جنگلداری	N	N;SG
甲板	ورق	甲板	ورق	N	N;SG
甲板	عرشه	甲板	عرشه	N	N;SG
事務局	اداره	事務局	اداره	N	N;SG
事務局	دفتر	事務局	دفتر	N	N;SG
事務局	دبیرخانه	事務局	دبیرخانه	N	N;SG
ムービー	فیلمی	ムービー	فیلم	N	N;SG
ムービー	فیلم	ムービー	فیلم	N	N;SG
オプション	اختیاری	オプション	اختیار	N	N;SG
オプション	گزینه	オプション	گزینه	N	N;SG
業績	دستاوردهای	業績	دستاورد	N	N;PL
アプリケーション	کاربردی	アプリケーション	کاربردی	N	N;SG
アプリケーション	کاربرد	アプリケーション	کاربرد	N	N;SG
アプリケーション	کاربردها	アプリケーション	کاربرد	N	N;PL
ミラー	میلر	ミラー	None	N	N;SG
ミラー	انعکاس	ミラー	انعکاس	N	N;SG
ミラー	آیینه	ミラー	آیینه	N	N;SG
ミラー	آینه	ミラー	آینه	N	N;SG
ミラー	آئینه	ミラー	آئینه	N	N;SG
バレエ	باله	バレエ	باله	N	N;SG
広い	بازتر	広い	باز	ADJ	ADJ;CMPR
広い	وسیعتر	広い	وسیع	ADJ	ADJ;CMPR
モノ	اوضاع	モノ	وضع	N	N;PL
モノ	چیز	モノ	چیز	N	N;SG
モノ	چیزها	モノ	چیز	N	N;PL
モノ	مونو	モノ	مونو	N	N;SG
支社	انشعاب	支社	انشعاب	N	N;SG
支社	برنچ	支社	برنچ	N	N;SG
支社	شاخه	支社	شاخه	N	N;SG
サークル	دایره	サークル	دایره	N	N;SG
サークル	چرخه	サークル	چرخه	N	N;SG
サークル	دایره	サークル	دایره	N	N;SG
パフォーマンス	عملکرد	パフォーマンス	عملکرد	N	N;SG
パフォーマンス	اجرا	パフォーマンス	اجرا	N	N;SG
パフォーマンス	کارایی	パフォーマンス	کارایی	N	N;SG
ファイト	بجنگ	ファイト	بجنگ	N	N;SG
奉行	دادرس	奉行	دادرس	N	N;SG
おそらく	احتمالا	おそらく	احتمالا	ADV	ADV
おそらく	احتمالاً	おそらく	احتمالاً	ADV	ADV
