den	den	den	den	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
lighed	likhet	lighed	likhet	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lighed	likeverd	lighed	likeverd	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lighed	likhet	lighed	likhet	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lighed	likestilling	lighed	likestilling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lighed	likhet	lighed	likhet	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lighed	likhetstrekk	lighed	likhetstrekk	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
handling	action	handling	action	N;INDF;MASC+FEM;SG	N
handling	aksjon	handling	aksjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
handling	handling	handling	handling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
eksamen	eksamen	eksamen	eksamen	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
eksamen	exam	eksamen	exam	N;INDF;MASC+FEM;SG	N
eksamen	eksamen	eksamen	eksamen	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
repræsentant	representant	repræsentant	representant	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
manager	manager	manager	manager	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
manager	bestyrer	manager	bestyre	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
overvejende	overveiende	overveje	overveiende	ADJ	ADJ;INDF;SG
sex	sex	sex	sex	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forbedre	forbedre	forbedre	forbedre	V;NFIN;ACT	V;IMP;NFIN
rektor	rektor	rektor	rektor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rektor	rektor	rektor	rektor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
cambridge	cambridge	cambridge	cambridg	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
internettet	internet	internettet	intern	N;DEF;NEUT;SG	N;DEF;NEUT;SG
kemi	kjemi	kemi	kjeme	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
slagelse	slagelse	slagelse	slagelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rolling	rullende	rolling	rullende	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rolling	rolling	rolling	rolling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sekretær	sekretær	sekretær	sekretær	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
varierer	varierer	variere	variere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
varierer	variere	variere	variere	V;IND;PRS;FIN;ACT	V;NFIN
varierer	varierer	variere	variere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
holstebro	holstebro	holstebro	holstebro	N;INDF;NEUT;SG	N;INDF;MASC;SG
bragt	brakte	bringe	brake	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
skove	skoger	skov	skoge	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
skove	skoger	skov	skoge	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
frederiksborg	frederiksborg	frederiksborg	frederiksborg	N;INDF;NEUT;SG	N;INDF;MASC;SG
milliarder	milliarder	milliard	milliard	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
milliarder	milliarder	milliard	milliard	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
dårlig	vond	dårlig	vond	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
dårlig	dårlig	dårlig	dårlig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
øster	øster	øste	øster	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
theodor	theodor	theodor	theodor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
juridisk	juridisk	juridisk	juridisk	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
juridisk	lovlig	juridisk	lovlig	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
software	programvare	softwar	programvare	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
deler	dele	dele	dele	V;IND;PRS;FIN;ACT	V;NFIN
riget	reich	rige	reich	N;DEF;NEUT;SG	N
halvt	halvt	halv	halv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
halvt	halv	halv	halv	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
malerier	malerier	maleri	malerium	N;INDF;NEUT;PL	N;INDF;FEM;PL
islam	islam	islam	islam	N;INDF;MASC+FEM;SG	N
foreslået	fridde	foreslå	fri	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
flora	flora	flora	flor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gram	gram	gram	gram	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kristen	kristen	kristen	kristen	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
kristen	kristen	kristen	kristen	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
drive	kjøre	drive	kjøre	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
drive	kjør	drive	kjør	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
junior	junior	junior	junior	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mulig	mulig	mulig	mulig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
fod	fot	fod	fot	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fod	fot	fod	fot	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
halv	halvt	halv	halv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
halv	halv	halv	halv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
længdekreds	meridian	længdekreds	meridian	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hovedsæde	hovedkvarter	hovedsæde	hovedkvart	N;INDF;NEUT;SG	N;INDF;NEUT;SG
anerkendelse	anerkjennelse	anerkendelse	anerkjennelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
anerkendelse	erkjennelse	anerkendelse	erkjennels	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
snarere	heller	snarere	heller	ADV	ADV
rute	route	rute	route	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rute	rute	rute	rute	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
voksende	gror	vokse	gror	V;PRS;V.PTCP	V;IND;PRS;FIN
romaner	romaner	roman	roman	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
ægte	ekte	ægte	ekte	ADJ	ADJ;INDF;NEUT;SG
ægte	reelt	ægte	reell	ADJ	ADJ;INDF;NEUT;SG
ægte	autentiske	ægte	autentisk	ADJ	ADJ;PL
ægte	autentisk	ægte	autentisk	ADJ	ADJ;INDF;NEUT;SG
ægte	ekte	ægte	ekte	ADJ	ADJ;INDF;NEUT;SG
ægte	genuint	ægte	genuin	ADJ	ADJ;INDF;NEUT;SG
styret	administreres	styre	administrere	V;INDF;SG;PST;V.PTCP	V;NFIN
styret	klarte	styre	klare	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
job	job	job	job	N;INDF;NEUT;SG	N;INDF;SG
job	jobb	job	jobb	N;INDF;NEUT;SG	N;INDF;MASC;SG
job	jobs	job	jobs	N;INDF;NEUT;SG	N;INDF;MASC;SG
job	arbeidsplasser	job	arbeidsplasse	N;INDF;NEUT;SG	N;INDF;NEUT;SG
golden	golden	gold	gold	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
oplag	sirkulasjon	oplag	sirkulasjon	N;INDF;NEUT;SG	N;INDF;MASC;SG
oplag	omløp	oplag	omløp	N;INDF;NEUT;SG	N;INDF;NEUT;SG
oplag	opplag	oplag	opplag	N;INDF;NEUT;SG	N;INDF;NEUT;SG
følte	følte	føle	føle	V;IND;PST;FIN;ACT	V;IND;PST;FIN
begyndt	begynte	begynde	begynne	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
morgen	morgon	morgen	morgon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
morgen	formiddag	morgen	formiddag	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
morgen	morning	morgen	morning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fængslet	fengslet	fængsel	fengsle	N;DEF;NEUT;SG	N;DEF;NEUT;SG
frivillige	frivillige	frivillig	frivillig	ADJ;PL	ADJ;PL
sangerinde	sanger	sangerinde	sanger	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ludwig	ludwig	ludwig	ludwig	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
christiansen	christiansen	christians	christianse	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
jane	jane	jane	jane	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fysik	physique	fysik	physique	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fysik	fysikk	fysik	fysikk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
berømt	berømt	berømt	berømme	ADJ;INDF;SG	ADJ;INDF;SG
mangel	fravær	mangel	fravær	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mangel	lack	mangel	lack	N;INDF;MASC+FEM;SG	N
mangel	mangle	mangel	mangle	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mangel	mangel	mangel	mangel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mangel	mangel	mangel	mangel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dit	ditt	din	din	PRO;NOM;MASC+FEM;SG;2	PRO;NEUT;SG
dit	din	din	din	PRO;NOM;MASC+FEM;SG;2	PRO;MASC;SG
virkning	sammenstøt	virkning	sammenstøt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
virkning	innvirkning	virkning	innvirkning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
virkning	nedslag	virkning	nedslag	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
virkning	virkning	virkning	virkning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
virkning	effekt	virkning	effekt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
heste	hester	hest	hester	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
årsag	årsak	årsag	årsak	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
årsag	fornuft	årsag	fornuft	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
årsag	grunn	årsag	grunn	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
årsag	sak	årsag	sak	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
årsag	årsak	årsag	årsak	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
årsag	forårsake	årsag	forårsake	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
forbudt	forbudt	forbudt	forbude	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
forbudt	forbudt	forbudt	forbude	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
forbudt	bannlyst	forbudt	bannlyse	ADJ;INDF;SG	ADJ;INDF;SG;V.PTCP
forbudt	utestengt	forbudt	utestengje	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
forbudt	forbudt	forbudt	forbude	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
baggrunden	bakgrunnen	baggrund	bakgrunn	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
borgen	castle	borgen	castle	N;DEF;MASC+FEM;SG	N
dreng	gutt	dreng	gu	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dreng	gutt	dreng	gu	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dreng	kid	dreng	kid	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ramte	slo	ramme	slå	V;IND;PST;FIN;ACT	V;IND;PST;FIN
hjælper	hjelper	hjælpe	hjelpe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
hjælper	hjelper	hjælpe	hjelpe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
hjælper	hjelper	hjælpe	hjelpe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
stephen	stephen	steph	stephen	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
png	png	png	png	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
politi	politi	politi	politi	N;INDF;NEUT;SG	N;INDF;NEUT;SG
politi	police	politi	police	N;INDF;NEUT;SG	N;INDF;FEM;SG
udgiver	publiserer	udgive	publisere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
udgiver	publisere	udgive	publisere	V;IND;PRS;FIN;ACT	V;NFIN
firma	firma	firma	firme	N;INDF;NEUT;SG	N;INDF;NEUT;SG
firma	firma	firma	firme	N;INDF;NEUT;SG	N;INDF;NEUT;SG
firma	selskap	firma	selskap	N;INDF;NEUT;SG	N;INDF;NEUT;SG
firma	kompani	firma	kompani	N;INDF;NEUT;SG	N;INDF;NEUT;SG
firma	bedrift	firma	bedrift	N;INDF;NEUT;SG	N;INDF;FEM;SG
meddelte	kunngjorde	meddele	kunngjere	V;IND;PST;FIN;ACT	V;IND;PST;FIN
afsnittet	seksjonen	afsnitte	seksjon	N;DEF;NEUT;SG	N;DEF;MASC;SG
afsnittet	delen	afsnitte	del	N;DEF;NEUT;SG	N;DEF;MASC;SG
tilbyder	tilbyr	tilbyde	tilby	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
sæt	set	sætte	setje	V;IMP	V;IMP;FIN
sæt	angi	sætte	angi	V;IMP	V;IMP;FIN
minde	hukommelse	minde	hukommelse	N;INDF;NEUT;SG	N;INDF;MASC;SG
minde	minne	minde	minne	N;INDF;NEUT;SG	N;INDF;NEUT;SG
minde	memory	minde	memory	N;INDF;NEUT;SG	N
inspiration	inspirasjon	inspiration	inspirasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
drenge	gutter	dreng	gutter	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
bånd	teip	bånd	teip	N;INDF;NEUT;SG	N;INDF;MASC;SG
bånd	tape	bånd	tape	N;INDF;NEUT;SG	N;INDF;MASC;SG
bånd	bånd	bånd	bånd	N;INDF;NEUT;SG	N;INDF;NEUT;SG
centre	sentre	centre	senter	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
centre	senter	centre	senter	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
centre	centre	centre	cente	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dans	dance	dans	dance	N;INDF;MASC+FEM;SG	N
dans	dans	dans	dans	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dans	danser	dans	danse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dans	dans	dans	dans	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dans	dancing	dans	dancing	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
dans	dansing	dans	dansing	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ingeniør	engineering	ingeniør	engineering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ingeniør	ingeniør	ingeniør	ingeniør	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
federation	federation	federation	federation	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
federation	føderasjon	federation	føderasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
irsk	irish	irsk	irish	N;INDF;NEUT;SG	N
irsk	ire	irsk	ire	N;INDF;NEUT;SG	N;INDF;MASC;SG
irsk	irsk	irsk	irsk	N;INDF;NEUT;SG	N;INDF;MASC;SG
løse	løse	løse	løse	V;NFIN;ACT	V;NFIN
atletik	friidrett	atletik	friidrett	N;INDF;NEUT;SG	N;INDF;MASC;SG
kristendommen	kristendommen	kristendom	kristendom	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
udstilling	utstilling	udstilling	utstilling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
udstilling	utstilling	udstilling	utstilling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
selvstændigt	uavhengig	selvstændigt	uavhengig	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
selvstændigt	selvstendig	selvstændigt	selvstendig	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
permanent	permanent	permanent	permanent	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
permanent	permanent	permanent	permanent	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
halvøen	halvøya	halvøen	halvøye	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
afstemning	avstemning	afstemning	avstemning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
afstemning	stemme	afstemning	stemme	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
afstemning	stem	afstemning	stem	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
afstemning	avstemming	afstemning	avstemming	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
afstemning	meningsmåling	afstemning	meningsmåling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mødtes	møtte	mødes	møte	V;IND;PST;FIN;ACT	V;IND;PST;FIN
mødtes	møttes	mødes	møta	V;IND;PST;FIN;ACT	V;IND;PST;FIN
mødtes	traff	mødes	traff	V;IND;PST;FIN;ACT	V;IND;PST;FIN
fremtiden	fremtiden	fremtid	fremtid	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
fremtiden	framtida	fremtid	framtid	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
potter	gryter	potte	gryte	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
potter	potter	potte	potter	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
tur	ride	tur	ride	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tur	ritt	tur	ritt	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tur	ridetur	tur	ridetur	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tur	ri	tur	ri	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tur	tur	tur	tur	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nødvendige	nødvendige	nødvendig	nødvendig	ADJ;PL	ADJ;PL
reaktion	reaksjon	reaktion	reaksjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
reaktion	respons	reaktion	respons	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
udvidelse	ekspansjon	udvidelse	ekspansjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
udvidelse	utvidelse	udvidelse	utvidelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
udvidelse	forlengelse	udvidelse	forlengelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
udvidelse	extension	udvidelse	extension	N;INDF;MASC+FEM;SG	N
internet	internet	interne	intern	N;DEF;NEUT;SG	N;DEF;NEUT;SG
meyer	meyer	meyer	mey	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forstå	forstår	forstå	forstå	V;NFIN;ACT	V;IND;PRS;FIN
forstå	forstå	forstå	forstå	V;NFIN;ACT	V;NFIN
forstå	skjønner	forstå	skjønne	V;NFIN;ACT	V;IND;PRS;FIN
høre	hører	høre	høre	V;NFIN;ACT	V;IND;PRS;FIN
test	test	test	test	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
test	test	test	test	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
test	testing	test	testing	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
uafhængige	uavhengige	uafhængig	uavhengig	ADJ;PL	ADJ;PL
hård	røff	hård	røff	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
hård	grovt	hård	grov	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
hård	tøff	hård	tøff	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
hård	hard	hård	hard	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
hård	vanskeleg	hård	vanskeleg	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
hård	hardt	hård	hard	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
hård	vanskelig	hård	vanskelig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
hård	tøff	hård	tøff	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
indtryk	inntrykk	indtryk	inntrykk	N;INDF;NEUT;SG	N;INDF;NEUT;SG
relevant	relevant	relevant	relevant	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
relevant	relevant	relevant	relevant	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
relevant	aktuelt	relevant	aktuell	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
frankfurt	frankfurt	frankfurt	frankføre	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
sikker	trygt	sikker	trygg	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
sikker	trygg	sikker	trygg	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
sikker	sikker	sikker	sikker	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
sikker	javisst	sikker	javisst	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
sikker	sikker	sikker	sikker	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
bugt	bukt	bugt	bukt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bugt	bay	bugt	bay	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mørke	dark	mørke	dark	N;INDF;NEUT;SG	N;INDF;SG
mørke	darkness	mørke	darkness	N;INDF;NEUT;SG	N;INDF;MASC;SG
svarede	reagerte	svare	reagere	V;IND;PST;FIN;ACT	V;IND;PST;FIN
strøm	flow	strøm	flow	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
strøm	bekk	strøm	bekk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
strøm	strøm	strøm	strøm	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
strøm	kraft	strøm	kraft	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
strøm	makt	strøm	makt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
strøm	strøm	strøm	strøm	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
strøm	power	strøm	power	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kors	kryss	kors	kryss	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kors	cross	kors	cross	N;INDF;NEUT;SG	N;INDF;SG
kors	kors	kors	kors	N;INDF;NEUT;SG	N;INDF;NEUT;SG
parlament	parlament	parlament	parlament	N;INDF;NEUT;SG	N;INDF;NEUT;SG
columbia	colombias	columbia	colombias	N;INDF;NEUT;SG	N
columbia	colombia	columbia	colombi	N;INDF;NEUT;SG	N;INDF;MASC;SG
ren	reint	ren	rein	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
brødrene	brødrene	broder	brødre	N;DEF;MASC+FEM;PL	N;DEF;FEM;PL
danskere	dansker	dansker	dansker	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
sogne	menigheter	sogn	menigheter	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
eventyr	adventure	eventyr	adventure	N;INDF;NEUT;SG	N;INDF;MASC;SG
eventyr	eventyr	eventyr	eventyr	N;INDF;NEUT;SG	N;INDF;NEUT;SG
eventyr	adventures	eventyr	adventur	N;INDF;NEUT;SG	N;INDF;MASC;SG
eventyr	eventyr	eventyr	eventyr	N;INDF;NEUT;SG	N;INDF;NEUT;SG
adskiller	skiller	adskille	skille	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
lyst	begjær	lyst	begjær	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lyst	lyst	lyst	lyst	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lyst	begjær	lyst	begjær	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lyst	bright	lyst	bright	N;INDF;MASC+FEM;SG	N;INDF;SG
tennis	tennis	tennis	tennis	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
producerer	produserer	producere	produsere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
producerer	produserer	producere	produsere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
berlingske	berlingske	berlingsk	berlingsk	N;INDF;NEUT;SG	N;INDF;MASC;SG
slutter	slutter	slutte	slutte	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
forståelse	forståelse	forståelse	forståelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forståelse	forståelsesfull	forståelse	forståelsesfull	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
jern	jern	jern	jern	N;INDF;NEUT;SG	N;INDF;NEUT;SG
jern	strykejern	jern	strykejern	N;INDF;NEUT;SG	N;INDF;NEUT;SG
dræbe	drepe	dræbe	drepe	V;NFIN;ACT	V;NFIN
udsigt	visning	udsigt	visning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
udsigt	utsikt	udsigt	utsikt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
udsigt	vis	udsigt	vis	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
målmand	målvakt	målmand	målvakt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
målmand	keeper	målmand	keeper	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
værdier	verdier	værdi	verdi	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
studere	studerer	studere	studere	V;NFIN;ACT	V;IND;PRS;FIN
mestre	champions	mester	champions	N;INDF;MASC+FEM;PL	N
project	project	project	project	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
project	prosjekt	project	prosjekt	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
initiativ	initiativ	initiativ	initiativ	N;INDF;NEUT;SG	N;INDF;NEUT;SG
startet	begynte	starte	begynne	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
nød	nøtt	nød	nø	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nød	nøt	nød	nøt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nød	trivdes	nød	trivas	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
uafhængighed	uavhengighet	uafhængighed	uavhengighet	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
uafhængighed	independence	uafhængighed	independence	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
viggo	viggo	viggo	viggo	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
elvis	elvis	elvis	elvis	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
administrator	admin	administrator	admin	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
administrator	administrator	administrator	administrator	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
administrator	administrator	administrator	administrator	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stået	stod	stå	stå	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
stået	sto	stå	stå	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
punkter	varer	punkt	vare	N;INDF;NEUT;PL	N;INDF;FEM;PL
punkter	elementer	punkt	elementer	N;INDF;NEUT;PL	N;INDF;NEUT;PL
punkter	gjenstander	punkt	gjenstand	N;INDF;NEUT;PL	N;INDF;MASC;PL
punkter	punkter	punkt	punkter	N;INDF;NEUT;PL	N;INDF;FEM;PL
felt	field	felt	field	N;INDF;NEUT;SG	N;INDF;NEUT;SG
felt	felt	felt	felt	N;INDF;NEUT;SG	N;INDF;NEUT;SG
felt	jorde	felt	jorde	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kørt	kjørte	køre	kjøre	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
