偵查	prieskum	偵查	prieskum	N	N;INAN;NOM;MASC;SG
證書	certifikát	證書	certifikát	N	N;INAN;NOM;MASC;SG
證書	osvedčenia	證書	osvedčenie	N	N;NOM;NEUT;PL
山脊	hrebeň	山脊	hrebeň	N	N;INAN;NOM;MASC;SG
惡作	žart	惡作	žart	N	N;INAN;NOM;MASC;SG
佈局	usporiadania	佈局	usporiadanie	N	N;NOM;NEUT;PL
佈局	rozloženia	佈局	rozloženie	N	N;NOM;NEUT;PL
佈局	rozloženie	佈局	rozloženie	N	N;NOM;NEUT;SG
佈局	usporiadanie	佈局	usporiadanie	N	N;NOM;NEUT;SG
日產	nissan	日產	nissan	N	N;INAN;NOM;MASC;SG
拳擊	boxu	拳擊	box	N	N;INAN;GEN;MASC;SG
青蛙	žaby	青蛙	žaba	N	N;NOM;FEM;PL
青蛙	žaba	青蛙	žaba	N	N;NOM;FEM;SG
面板	panel	面板	panieť	N	N;INAN;NOM;MASC;SG
高	efektívny	高	efektívny	ADJ	ADJ;ANIM;NOM;MASC;SG
高	efektívna	高	efektívny	ADJ	ADJ;NOM;FEM;SG
拖延	oddialiť	拖延	oddialiť	V	V;PFV;POS;NFIN
拖延	odložiť	拖延	odložiť	V	V;PFV;POS;NFIN
伴隨	sprevádzajú	伴隨	sprevádzať	V	V;IPFV;IND;PL;3;POS;PRS;FIN
伴隨	sprevádzať	伴隨	sprevádzať	V	V;IPFV;POS;NFIN
骨灰	popol	骨灰	popol	N	N;INAN;NOM;MASC;SG
執照	licencie	執照	licencia	N	N;NOM;FEM;PL
執照	licencií	執照	licencia	N	N;GEN;FEM;PL
執照	licencie	執照	licencia	N	N;NOM;FEM;PL
執照	licencií	執照	licencia	N	N;GEN;FEM;PL
執照	preukaz	執照	preukaz	N	N;INAN;NOM;MASC;SG
執照	licencie	執照	licencia	N	N;NOM;FEM;PL
執照	licencia	執照	licencia	N	N;NOM;FEM;SG
執照	licenciu	執照	licencia	N	N;ACC;FEM;SG
執照	licencia	執照	licencia	N	N;NOM;FEM;SG
脊椎	stavovce	脊椎	stavovec	N	N;INAN;NOM;MASC;PL
粉紅	ružovú	粉紅	ružový	N	N;ACC;FEM;SG
軍營	kasární	軍營	kasárniť	N	N;NOM;FEM;PL
先例	precedens	先例	precedens	N	N;INAN;NOM;MASC;SG
頸部	krk	頸部	krk	N	N;INAN;NOM;MASC;SG
頸部	šije	頸部	šiť	N	N;NOM;FEM;SG
頸部	krku	頸部	krk	N	N;INAN;GEN;MASC;SG
定制	prispôsobiť	定制	prispôsobiť	V	V;PFV;POS;NFIN
火花	iskru	火花	iskra	N	N;ACC;FEM;SG
火花	iskra	火花	iskra	N	N;NOM;FEM;SG
脈	impulzy	脈	impulza	N	N;INAN;NOM;MASC;PL
脈	strukoviny	脈	strukovina	N	N;NOM;FEM;PL
脈	tep	脈	tep	N	N;INAN;NOM;MASC;SG
脈	impulz	脈	impulz	N	N;INAN;NOM;MASC;SG
脈	pulz	脈	pulz	N	N;INAN;NOM;MASC;SG
電器	spotrebič	電器	spotrebič	N	N;INAN;NOM;MASC;SG
電器	spotrebiče	電器	spotrebiče	N	N;INAN;NOM;MASC;PL
客房	izieb	客房	izba	N	N;GEN;FEM;PL
客房	miestnosti	客房	miestnosť	N	N;NOM;FEM;PL
客房	izby	客房	izba	N	N;NOM;FEM;PL
伸展	úsek	伸展	úsek	N	N;INAN;NOM;MASC;SG
餐	stravovanie	餐	stravovanie	N	N;NOM;NEUT;SG
餐	stravovanie	餐	stravovanie	N	N;NOM;NEUT;SG
眼淚	slza	眼淚	slza	N	N;NOM;FEM;SG
眼淚	sĺz	眼淚	sĺz	N	N;GEN;FEM;PL
眼淚	slzy	眼淚	slza	N	N;NOM;FEM;PL
特赦	amnestiu	特赦	amnestie	N	N;ACC;FEM;SG
電影	kinách	電影	kino	N	N;INS;NEUT;PL
電影	divadla	電影	divadlo	N	N;NOM;NEUT;PL
電影	divadlo	電影	divadlo	N	N;NOM;NEUT;SG
電影	kino	電影	kino	N	N;NOM;NEUT;SG
電影	kine	電影	kino	N	N;NOM;NEUT;SG
休假	odíď	休假	odísť	V	V;PFV;IMP;SG;2;POS;FIN
休假	opustiť	休假	opustiť	V	V;PFV;POS;NFIN
休假	odísť	休假	odísť	V	V;PFV;POS;NFIN
休假	nechajte	休假	nechať	V	V;PFV;IMP;PL;2;POS;FIN
口音	prízvuk	口音	prízvuk	N	N;INAN;NOM;MASC;SG
肢	končatiny	肢	končatina	N	N;NOM;FEM;PL
肢	končatiny	肢	končatina	N	N;NOM;FEM;PL
肢	končatín	肢	končatina	N	N;NOM;NEUT;PL
王座	trón	王座	trón	N	N;INAN;NOM;MASC;SG
王座	trónu	王座	trón	N	N;INAN;GEN;MASC;SG
容忍	tolerovať	容忍	tolerovať	V	V;IPFV;POS;NFIN
核糖	ribóza	核糖	ribóza	N	N;NOM;FEM;SG
偏好	prednosť	偏好	prednosť	N	N;NOM;FEM;SG
偏好	preferencie	偏好	preferencia	N	N;NOM;FEM;PL
偏好	preferencií	偏好	preferencia	N	N;GEN;FEM;PL
偏好	preferencie	偏好	preferencia	N	N;NOM;FEM;PL
糖果	sladkosti	糖果	sladkosť	N	N;NOM;FEM;PL
糖果	cukríky	糖果	cukrík	N	N;INAN;NOM;MASC;PL
糖果	sladkosť	糖果	sladkosť	N	N;NOM;FEM;SG
糖果	sladkosti	糖果	sladkosť	N	N;NOM;FEM;PL
糖果	cukrík	糖果	cukrík	N	N;INAN;NOM;MASC;SG
糖果	candy	糖果	candy	N	N;VOC;FEM;SG
糖果	cukríky	糖果	cukrík	N	N;INAN;NOM;MASC;PL
山寨	chata	山寨	chata	N	N;NOM;FEM;SG
山寨	domček	山寨	domček	N	N;INAN;NOM;MASC;SG
擾動	narušenie	擾動	narušenie	N	N;NOM;NEUT;SG
擾動	rušenie	擾動	rušenie	N	N;NOM;NEUT;SG
範例	paradigmy	範例	paradigma	N	N;NOM;FEM;PL
範例	príklady	範例	príklad	N	N;INAN;NOM;MASC;PL
範例	príkladov	範例	príklad	N	N;INAN;GEN;MASC;PL
範例	príklad	範例	príklad	N	N;INAN;NOM;MASC;SG
施政	riadenie	施政	riadenie	N	N;NOM;NEUT;SG
切換	zapnúť	切換	zapnúť	V	V;PFV;POS;NFIN
切換	prepnúť	切換	prepnúť	V	V;PFV;POS;NFIN
切換	prepnúť	切換	prepnúť	V	V;PFV;POS;NFIN
瘟疫	mor	瘟疫	mor	N	N;INAN;NOM;MASC;SG
瘟疫	mor	瘟疫	mor	N	N;INAN;NOM;MASC;SG
公關	publicista	公關	publicista	N	N;ANIM;NOM;MASC;SG
捍衛	obhajovať	捍衛	obhajovať	V	V;IPFV;POS;NFIN
捍衛	brániť	捍衛	brániť	V	V;IPFV;POS;NFIN
捍衛	ubrániť	捍衛	ubrániť	V	V;PFV;POS;NFIN
捍衛	obhájiť	捍衛	obhájiť	V	V;PFV;POS;NFIN
海邊	pobrežie	海邊	pobrežie	N	N;NOM;NEUT;SG
海邊	moru	海邊	moru	N	N;DAT;FEM;SG
奔	beží	奔	bežať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
括號	konzola	括號	konzola	N	N;NOM;FEM;SG
括號	zátvorkách	括號	zátvorka	N	N;GEN;FEM;PL
括號	konzoly	括號	konzol	N	N;NOM;FEM;PL
震驚	šoku	震驚	šok	N	N;INAN;GEN;MASC;SG
震驚	šok	震驚	šok	N	N;INAN;NOM;MASC;SG
貨櫃	nádoba	貨櫃	nádob	N	N;NOM;FEM;SG
貨櫃	kontajner	貨櫃	kontajner	N	N;INAN;NOM;MASC;SG
貨櫃	kontajnery	貨櫃	kontajner	N	N;INAN;NOM;MASC;PL
貨櫃	nádoby	貨櫃	nádoba	N	N;NOM;FEM;PL
貨櫃	kontajnery	貨櫃	kontajner	N	N;INAN;NOM;MASC;PL
協作	spolupráca	協作	spolupráca	N	N;NOM;FEM;SG
協作	spolupráca	協作	spolupráca	N	N;NOM;FEM;SG
郵件	mail	郵件	maiť	N	N;INAN;NOM;MASC;SG
郵件	pošta	郵件	pošta	N	N;NOM;FEM;SG
無視	ignorovať	無視	ignorovať	V	V;IPFV;POS;NFIN
無視	ignoruje	無視	ignorovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
材質	materiál	材質	materiál	N	N;INAN;NOM;MASC;SG
虧損	stratu	虧損	strata	N	N;ACC;FEM;SG
虧損	prehra	虧損	prehra	N	N;NOM;FEM;SG
虧損	strata	虧損	strata	N	N;NOM;FEM;SG
虧損	straty	虧損	strata	N	N;NOM;FEM;PL
虧損	strát	虧損	strát	N	N;GEN;FEM;PL
虧損	prehry	虧損	prehra	N	N;INAN;NOM;MASC;PL
虧損	straty	虧損	strata	N	N;NOM;FEM;PL
虧損	deficitu	虧損	deficita	N	N;INAN;GEN;MASC;SG
虧損	deficit	虧損	deficit	N	N;INAN;NOM;MASC;SG
口袋	vrecko	口袋	vrecko	N	N;NOM;NEUT;SG
口袋	vrecka	口袋	vrecko	N	N;NOM;NEUT;SG
口袋	vrecku	口袋	vrecko	N	N;DAT;NEUT;SG
口袋	vrecká	口袋	vrecko	N	N;NOM;NEUT;PL
蜜蜂	včely	蜜蜂	včela	N	N;NOM;FEM;PL
蜜蜂	včiel	蜜蜂	včela	N	N;GEN;FEM;PL
蜜蜂	včiel	蜜蜂	včela	N	N;GEN;FEM;PL
瑜伽	joga	瑜伽	joga	N	N;NOM;FEM;SG
硫磺	síry	硫磺	sír	N	N;NOM;FEM;PL
硫磺	síra	硫磺	sír	N	N;NOM;FEM;SG
硫磺	síry	硫磺	sír	N	N;NOM;FEM;PL
硫磺	síra	硫磺	sír	N	N;NOM;FEM;SG
療	terapie	療	terapia	N	N;NOM;FEM;PL
療	terapiu	療	terapia	N	N;ACC;FEM;SG
療	liečba	療	liečba	N	N;NOM;FEM;SG
療	terapia	療	terapia	N	N;NOM;FEM;SG
療	terapie	療	terapia	N	N;NOM;FEM;PL
狐狸	líška	狐狸	líška	N	N;NOM;FEM;SG
狐狸	líšky	狐狸	líška	N	N;NOM;FEM;PL
石灰	vápenec	石灰	vápenec	N	N;INAN;NOM;MASC;SG
站立	stáť	站立	stáť	V	V;IPFV;POS;NFIN
站立	stála	站立	stáť	V	V;IPFV;FEM;SG;POS;PST;V.PTCP
站立	stáť	站立	stáť	V	V;IPFV;POS;NFIN
鼓吹	obhajuje	鼓吹	obhajovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
鼓吹	kázať	鼓吹	kázať	V	V;IPFV;POS;NFIN
風車	mlyn	風車	mlyn	N	N;INAN;NOM;MASC;SG
風車	mlyny	風車	mlyn	N	N;NOM;FEM;PL
鍋	pot	鍋	pot	N	N;INAN;NOM;MASC;SG
鍋	hrniec	鍋	hrniec	N	N;INAN;NOM;MASC;SG
鍋	koše	鍋	kôš	N	N;INAN;NOM;MASC;PL
鍋	hrnce	鍋	hrniec	N	N;INAN;NOM;MASC;PL
職責	povinnosť	職責	povinnosť	N	N;NOM;FEM;SG
職責	clo	職責	clo	N	N;INAN;NOM;MASC;SG
職責	ciel	職責	cieľ	N	N;INAN;NOM;MASC;SG
職責	clá	職責	clo	N	N;INAN;NOM;MASC;PL
職責	povinnosti	職責	povinnosť	N	N;NOM;FEM;PL
文藝	renesancie	文藝	renesancie	N	N;NOM;FEM;PL
忠誠	lojalita	忠誠	lojalita	N	N;NOM;FEM;SG
忠誠	vernosť	忠誠	vernosť	N	N;NOM;FEM;SG
忠誠	oddanosť	忠誠	oddanosť	N	N;NOM;FEM;SG
祖國	vlasti	祖國	vlasť	N	N;DAT;FEM;SG
祖國	vlasť	祖國	vlasť	N	N;NOM;FEM;SG
祖國	vlasti	祖國	vlasť	N	N;DAT;FEM;SG
祖國	vlasť	祖國	vlasť	N	N;NOM;FEM;SG
老化	starnutie	老化	starnutie	N	N;NOM;NEUT;SG
老化	starnutie	老化	starnutie	N	N;NOM;NEUT;SG
老化	starnutia	老化	starnutie	N	N;NOM;NEUT;PL
經紀	maklér	經紀	maklér	N	N;ANIM;NOM;MASC;SG
經紀	sprostredkovateľ	經紀	sprostredkovateľ	N	N;ANIM;NOM;MASC;SG
仇恨	nenávisť	仇恨	nenávisť	N	N;NOM;FEM;SG
仇恨	nenávisť	仇恨	nenávisť	N	N;NOM;FEM;SG
矮人	trpaslíka	矮人	trpaslík	N	N;ANIM;ACC;MASC;SG
矮人	trpaslík	矮人	trpaslík	N	N;ANIM;NOM;MASC;SG
混沌	chaos	混沌	chaos	N	N;INAN;NOM;MASC;SG
鑰匙	kľúč	鑰匙	kľúč	N	N;INAN;NOM;MASC;SG
摩托	motocykel	摩托	motocykel	N	N;INAN;NOM;MASC;SG
摩托	motocykel	摩托	motocykel	N	N;INAN;NOM;MASC;SG
摩托	motocykle	摩托	motocyklo	N	N;INAN;NOM;MASC;PL
摩托	motorky	摩托	motorka	N	N;NOM;FEM;PL
摩托	motocyklov	摩托	motocykel	N	N;INAN;GEN;MASC;PL
摩托	motocykle	摩托	motocyklo	N	N;INAN;NOM;MASC;PL
地雷	bane	地雷	baňa	N	N;NOM;FEM;PL
地雷	baní	地雷	baňa	N	N;GEN;FEM;PL
地雷	míny	地雷	mína	N	N;NOM;FEM;PL
空手	karate	空手	karata	N	N;NOM;FEM;SG
乾燥	suché	乾燥	suchý	ADJ	ADJ;NOM;NEUT;SG
乾燥	suchý	乾燥	suchý	ADJ	ADJ;ANIM;NOM;MASC;SG
點數	kreditov	點數	kredit	N	N;INAN;GEN;MASC;PL
點數	úvery	點數	úver	N	N;INAN;NOM;MASC;PL
點數	kredity	點數	kredit	N	N;INAN;NOM;MASC;PL
點數	body	點數	boda	N	N;NOM;FEM;PL
點數	bodov	點數	bod	N	N;INAN;GEN;MASC;PL
警示	upozornenia	警示	upozornenie	N	N;NOM;NEUT;PL
警示	zápisy	警示	zápis	N	N;INAN;NOM;MASC;PL
警示	zápis	警示	zápis	N	N;INAN;NOM;MASC;SG
警示	upozornenie	警示	upozornenie	N	N;NOM;NEUT;SG
潛力	potenciál	潛力	potenciál	N	N;INAN;NOM;MASC;SG
潛力	potenciálu	潛力	potenciál	N	N;INAN;GEN;MASC;SG
班級	triedy	班級	trieda	N	N;NOM;FEM;PL
班級	triedy	班級	trieda	N	N;NOM;FEM;PL
班級	trieda	班級	trieda	N	N;NOM;FEM;SG
低溫	podchladenie	低溫	podchladenie	N	N;NOM;NEUT;SG
送出	pošli	送出	poslať	V	V;PFV;IMP;SG;2;POS;FIN
送出	poslať	送出	poslať	V	V;PFV;IMP;2;POS;NFIN
送出	odoslať	送出	odoslať	V	V;PFV;POS;NFIN
聚焦	sústrediť	聚焦	sústrediť	V	V;PFV;POS;NFIN
全景	panorama	全景	panoram	N	N;INAN;NOM;MASC;SG
後宮	hárem	後宮	hárem	N	N;INAN;NOM;MASC;SG
誤導	zavádzať	誤導	zavádzať	V	V;IPFV;POS;NFIN
工地	stránka	工地	stránka	N	N;NOM;FEM;SG
工地	lokalita	工地	lokalita	N	N;NOM;FEM;SG
工地	mieste	工地	miesto	N	N;NOM;NEUT;SG
工地	miesto	工地	miesto	N	N;NOM;NEUT;SG
特質	znaku	特質	znak	N	N;INAN;GEN;MASC;SG
腎	obličky	腎	oblička	N	N;NOM;FEM;PL
腎	obličiek	腎	oblička	N	N;GEN;FEM;PL
腎	obličky	腎	oblička	N	N;NOM;FEM;PL
腎	obličiek	腎	oblička	N	N;GEN;FEM;PL
腎	obličky	腎	oblička	N	N;NOM;FEM;PL
腎	obličku	腎	oblička	N	N;ACC;FEM;SG
腎	obličiek	腎	oblička	N	N;GEN;FEM;PL
鈎	hák	鈎	hák	N	N;INAN;NOM;MASC;SG
鈎	háčik	鈎	háčik	N	N;INAN;NOM;MASC;SG
觸發	spúšťa	觸發	spúšťa	V	V;PFV;IND;SG;3;POS;PRS;FIN
觸發	spustí	觸發	spustiť	V	V;PFV;IND;SG;3;POS;PRS;FIN
觸發	spúšťa	觸發	spúšťa	V	V;PFV;IND;SG;3;POS;PRS;FIN
香水	vône	香水	vôňa	N	N;NOM;FEM;PL
香水	vôňa	香水	vôňa	N	N;NOM;FEM;SG
香水	vôňu	香水	vôňa	N	N;ACC;FEM;SG
香水	parfum	香水	parfum	N	N;INAN;NOM;MASC;SG
美式	američan	美式	američan	N	N;ANIM;NOM;MASC;SG
美式	american	美式	american	N	N;NOM;FEM;SG
診	kliniky	診	klinika	N	N;NOM;FEM;PL
診	klinika	診	klinika	N	N;NOM;FEM;SG
診	kliniky	診	klinika	N	N;NOM;FEM;PL
診	klinike	診	klinika	N	N;DAT;FEM;SG
胚胎	embryo	胚胎	embryo	N	N;NOM;FEM;PL
胚胎	embryá	胚胎	embrya	N	N;NOM;FEM;PL
感知	vnímanie	感知	vnímanie	N	N;NOM;NEUT;SG
感知	vnímanie	感知	vnímanie	N	N;NOM;NEUT;SG
鈣	vápnika	鈣	vápnik	N	N;INAN;GEN;MASC;SG
鈣	vápnik	鈣	vápnik	N	N;INAN;NOM;MASC;SG
民主	demokratizácie	民主	demokratizácia	N	N;NOM;FEM;PL
關節	kĺb	關節	kĺb	N	N;INAN;NOM;MASC;SG
關節	joint	關節	joint	N	N;INAN;NOM;MASC;SG
關節	kĺbov	關節	kĺb	N	N;INAN;GEN;MASC;PL
關節	spoje	關節	spoj	N	N;INAN;NOM;MASC;PL
關節	kĺby	關節	kĺb	N	N;INAN;NOM;MASC;PL
煤礦	uhlie	煤礦	uhlieť	N	N;NOM;NEUT;PL
宣揚	kázať	宣揚	kázať	V	V;IPFV;POS;NFIN
學期	polrok	學期	polrok	N	N;INAN;NOM;MASC;SG
學期	semester	學期	semester	N	N;INAN;NOM;MASC;SG
學期	pojem	學期	pojem	N	N;INAN;NOM;MASC;SG
學期	termín	學期	termina	N	N;INAN;NOM;MASC;SG
學期	pomenovanie	學期	pomenovanie	N	N;NOM;NEUT;SG
官司	žaloba	官司	žaloba	N	N;NOM;FEM;SG
官司	žalobu	官司	žaloba	N	N;ACC;FEM;SG
後勤	logistika	後勤	logistika	N	N;NOM;FEM;SG
後勤	logistiky	後勤	logistika	N	N;NOM;FEM;PL
後勤	logistiku	後勤	logistika	N	N;ACC;FEM;SG
固體	tuhé	固體	tuhý	N	N;INAN;NOM;MASC;PL
固體	tuhá	固體	tuhý	N	N;NOM;FEM;SG
寄宿	nástup	寄宿	nástup	N	N;INAN;NOM;MASC;SG
鼻子	nosa	鼻子	nos	N	N;INAN;GEN;MASC;SG
鼻子	nose	鼻子	nos	N	N;INAN;NOM;MASC;SG
鼻子	nos	鼻子	nos	N	N;INAN;NOM;MASC;SG
瓷器	porcelánu	瓷器	porcelán	N	N;INAN;GEN;MASC;SG
諜	špión	諜	špión	N	N;ANIM;NOM;MASC;SG
諜	špióna	諜	špión	N	N;ANIM;ACC;MASC;SG
訂單	objednať	訂單	objednať	V	V;PFV;POS;NFIN
特權	privilégium	特權	privilégium	N	N;NOM;NEUT;SG
特權	oprávnenia	特權	oprávnenie	N	N;NOM;NEUT;PL
漁民	rybári	漁民	rybár	N	N;ANIM;NOM;MASC;PL
漁民	rybárov	漁民	rybár	N	N;ANIM;ACC;MASC;PL
漁民	rybári	漁民	rybár	N	N;ANIM;NOM;MASC;PL
漁民	rybárov	漁民	rybár	N	N;ANIM;ACC;MASC;PL
漁民	rybár	漁民	rybár	N	N;ANIM;NOM;MASC;SG
痕跡	stopy	痕跡	stopa	N	N;NOM;FEM;PL
痕跡	traces	痕跡	traces	N	N;NOM;FEM;SG
痕跡	stôp	痕跡	stôp	N	N;GEN;FEM;PL
猩猩	gorila	猩猩	goriť	N	N;NOM;FEM;SG
猩猩	orangutan	猩猩	orangutan	N	N;NOM;FEM;SG
猩猩	opica	猩猩	opica	N	N;NOM;FEM;SG
證人	svedkovia	證人	svedok	N	N;ANIM;NOM;MASC;PL
證人	svedkov	證人	svedok	N	N;ANIM;ACC;MASC;PL
證人	svedka	證人	svedka	N	N;ANIM;ACC;MASC;SG
證人	svedok	證人	svedok	N	N;ANIM;NOM;MASC;SG
本體	ontológia	本體	ontológia	N	N;NOM;FEM;SG
女巫	čarodejnice	女巫	čarodejnica	N	N;NOM;FEM;PL
女巫	čarodejnica	女巫	čarodejnica	N	N;NOM;FEM;SG
女巫	bosorka	女巫	bosorka	N	N;NOM;FEM;SG
擁抱	objatie	擁抱	objatie	N	N;NOM;NEUT;SG
擁抱	objatie	擁抱	objatie	N	N;NOM;NEUT;SG
擁抱	objatie	擁抱	objatie	N	N;NOM;NEUT;SG
擁抱	objatí	擁抱	objatie	N	N;NOM;NEUT;SG
擁抱	objatia	擁抱	objatie	N	N;NOM;NEUT;PL
西邊	západ	西邊	západ	N	N;INAN;NOM;MASC;SG
陣列	polí	陣列	poliť	N	N;GEN;FEM;PL
紡織	textil	紡織	textiť	N	N;INAN;NOM;MASC;SG
紡織	textílie	紡織	textília	N	N;NOM;FEM;PL
紡織	textil	紡織	textiť	N	N;INAN;NOM;MASC;SG
紡織	textilu	紡織	textila	N	N;INAN;GEN;MASC;SG
潛水	ponoriť	潛水	ponoriť	V	V;PFV;POS;NFIN
甘蔗	trstiny	甘蔗	trstina	N	N;NOM;FEM;PL
甘蔗	palica	甘蔗	palica	N	N;NOM;FEM;SG
甘蔗	paličku	甘蔗	palička	N	N;ACC;FEM;SG
甘蔗	palicu	甘蔗	palica	N	N;ACC;FEM;SG
哭	plakať	哭	plakať	V	V;IPFV;POS;NFIN
哭	plakať	哭	plakať	V	V;IPFV;POS;NFIN
哭	plače	哭	plakať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
賭博	hazard	賭博	hazard	N	N;INAN;NOM;MASC;SG
功效	účinnosť	功效	účinnosť	N	N;NOM;FEM;SG
成型	tvarovanie	成型	tvarovanie	N	N;NOM;NEUT;SG
腫瘤	tumor	腫瘤	tumor	N	N;INAN;NOM;MASC;SG
腫瘤	nádoru	腫瘤	nádor	N	N;INAN;GEN;MASC;SG
腫瘤	nádor	腫瘤	nádor	N	N;INAN;NOM;MASC;SG
腫瘤	tumor	腫瘤	tumor	N	N;INAN;NOM;MASC;SG
腫瘤	nádoru	腫瘤	nádor	N	N;INAN;GEN;MASC;SG
腫瘤	nádor	腫瘤	nádor	N	N;INAN;NOM;MASC;SG
紀律	disciplína	紀律	disciplína	N	N;NOM;FEM;SG
紀律	disciplíny	紀律	disciplína	N	N;NOM;FEM;PL
紀律	disciplíne	紀律	disciplína	N	N;DAT;FEM;SG
紀律	disciplínu	紀律	disciplína	N	N;ACC;FEM;SG
紀律	disciplín	紀律	disciplína	N	N;GEN;FEM;PL
紀律	disciplíny	紀律	disciplína	N	N;NOM;FEM;PL
酷刑	týranie	酷刑	týranie	N	N;NOM;NEUT;SG
酷刑	mučenie	酷刑	mučenie	N	N;NOM;NEUT;SG
嚴謹	prísna	嚴謹	prísny	ADJ	ADJ;NOM;FEM;SG
嚴謹	prísny	嚴謹	prísny	ADJ	ADJ;INAN;NOM;MASC;SG
展品	výstavu	展品	výstava	N	N;ACC;FEM;SG
展品	výstava	展品	výstava	N	N;NOM;FEM;SG
花絮	banality	花絮	banalita	N	N;NOM;FEM;PL
刪去	odstrániť	刪去	odstrániť	V	V;PFV;POS;NFIN
刪去	vymazať	刪去	vymazať	V	V;PFV;POS;NFIN
刪去	zmazať	刪去	zmazať	V	V;PFV;POS;NFIN
礦物	minerálov	礦物	minerál	N	N;INAN;GEN;MASC;PL
礦物	minerály	礦物	minerál	N	N;INAN;NOM;MASC;PL
麻醉	anestetikum	麻醉	anestetikum	N	N;NOM;NEUT;SG
麻醉	anestetikum	麻醉	anestetikum	N	N;NOM;NEUT;SG
加深	prehĺbiť	加深	prehĺbiť	V	V;PFV;POS;NFIN
加深	prehlbuje	加深	prehlbovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
芳香	vôňa	芳香	vôňa	N	N;NOM;FEM;SG
芳香	vôňu	芳香	vôňa	N	N;ACC;FEM;SG
芳香	vôňa	芳香	vôňa	N	N;NOM;FEM;SG
芳香	aróma	芳香	aróma	N	N;NOM;FEM;SG
芳香	arómu	芳香	aróm	N	N;ACC;FEM;SG
民謠	balada	民謠	balada	N	N;NOM;FEM;SG
民謠	folk	民謠	folk	N	N;INAN;NOM;MASC;SG
守衛	strážiť	守衛	strážiť	V	V;PFV;POS;NFIN
氣球	balón	氣球	balón	N	N;INAN;NOM;MASC;SG
氣球	balóny	氣球	balón	N	N;INAN;NOM;MASC;PL
氣球	balónov	氣球	balón	N	N;INAN;GEN;MASC;PL
籃板	reb	籃板	reb	N	N;INAN;NOM;MASC;SG
倫理	etiky	倫理	etika	N	N;NOM;FEM;PL
倫理	etiku	倫理	etika	N	N;ACC;FEM;SG
摸	dotýkať	摸	dotýkať	V	V;IPFV;POS;NFIN
摸	dotknúť	摸	dotknúť	V	V;PFV;POS;NFIN
類比	analógií	類比	analógia	N	N;NOM;FEM;PL
類比	analógia	類比	analógia	N	N;NOM;FEM;SG
營利	profit	營利	profit	N	N;INAN;NOM;MASC;SG
營利	zisku	營利	ziska	N	N;INAN;GEN;MASC;SG
營利	zisk	營利	zisk	N	N;INAN;NOM;MASC;SG
營利	rentabilita	營利	rentabilita	N	N;NOM;FEM;SG
良心	svedomie	良心	svedomie	N	N;NOM;NEUT;SG
良心	svedomia	良心	sved	N	N;NOM;NEUT;PL
位	posun	位	posun	N	N;INAN;NOM;MASC;SG
雨傘	dáždnik	雨傘	dáždnik	N	N;INAN;NOM;MASC;SG
雨傘	dáždniky	雨傘	dáždnik	N	N;INAN;NOM;MASC;PL
花生	oriešok	花生	orieško	N	N;INAN;NOM;MASC;SG
花生	oriešky	花生	orieška	N	N;NOM;FEM;PL
花生	arašidy	花生	arašida	N	N;INAN;NOM;MASC;PL
閃光	blesk	閃光	blesk	N	N;INAN;NOM;MASC;SG
閃光	flash	閃光	flash	N	N;INAN;NOM;MASC;SG
閃光	záblesk	閃光	záblesk	N	N;INAN;NOM;MASC;SG
和弦	akord	和弦	akord	N	N;INAN;NOM;MASC;SG
和弦	akordy	和弦	akordy	N	N;INAN;NOM;MASC;PL
子	vicomte	子	vicom	N	N;ANIM;NOM;MASC;SG
子	vikomt	子	vikomt	N	N;ANIM;NOM;MASC;SG
髮型	vlasov	髮型	vlas	N	N;INAN;GEN;MASC;PL
髮型	vlasy	髮型	vlas	N	N;INAN;NOM;MASC;PL
髮型	chlpy	髮型	chlpy	N	N;INAN;NOM;MASC;PL
髮型	srsť	髮型	srsť	N	N;NOM;FEM;SG
髮型	účes	髮型	účes	N	N;INAN;NOM;MASC;SG
叛變	vzburu	叛變	vzbura	N	N;ACC;FEM;SG
叛變	vzbura	叛變	vzbura	N	N;NOM;FEM;SG
殘酷	krutý	殘酷	krutý	ADJ	ADJ;ANIM;NOM;MASC;SG
殘酷	krutá	殘酷	krutý	ADJ	ADJ;NOM;FEM;SG
殘酷	kruté	殘酷	krutý	ADJ	ADJ;NOM;NEUT;SG
殘酷	brutálna	殘酷	brutálny	ADJ	ADJ;NOM;FEM;SG
殘酷	brutálny	殘酷	brutálny	ADJ	ADJ;ANIM;NOM;MASC;SG
牧場	pasienky	牧場	pasienka	N	N;INAN;NOM;MASC;PL
牧場	ranč	牧場	ranč	N	N;INAN;NOM;MASC;SG
單身	single	單身	singľa	N	N;INAN;NOM;MASC;PL
犀	nosorožec	犀	nosorožec	N	N;ANIM;NOM;MASC;SG
九	deväť	九	deväť	NUM	NUM;NOM;NEUT;SG
九	deviatich	九	devať	NUM	NUM;GEN;MASC;PL
雇用	najať	雇用	najať	V	V;PFV;POS;NFIN
雇用	zamestnať	雇用	zamestnať	V	V;PFV;POS;NFIN
