per	für	per	für	ADP	ADP
documentario	dokumentation	documentario	dokumentation	N;MASC;SG	N;NOM;FEM;SG
lunghi	lang	lungo	lang	ADJ;MASC;PL	ADJ
lunghi	langen	lungo	lang	ADJ;MASC;PL	ADJ
lunghi	langer	lungo	lang	ADJ;MASC;PL	ADJ
pubblici	öffentlicher	pubblico	öffentlich	ADJ;MASC;PL	ADJ
pubblici	öffentlichkeit	pubblico	öffentlichkeit	ADJ;MASC;PL	ADJ
pubblici	öffentlichen	pubblico	öffentlich	ADJ;MASC;PL	ADJ;NOM;PL
pubblici	öffentliche	pubblico	öffentlich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
pubblici	öffentlich	pubblico	öffentlich	ADJ;MASC;PL	ADJ
facile	leichter	facile	leicht	ADJ;SG	ADJ
facile	leicht	facile	leicht	ADJ;SG	ADJ
stazioni	tankstellen	stazione	tankstellen	N;FEM;PL	N;NOM;PL
stazioni	bahnhöfe	stazione	bahnhöfen	N;FEM;PL	N;NOM;MASC;PL
stazioni	stationen	stazione	station	N;FEM;PL	N;NOM;FEM;PL
stazioni	haltestellen	stazione	haltestellen	N;FEM;PL	N;NOM;FEM;PL
tenuto	behielt	tenere	behalten	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
tenuto	gehalten	tenere	halten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
parrocchia	pfarrkirche	parrocchia	pfarrkirche	N;FEM;SG	N;NOM;FEM;SG
parrocchia	gemeinde	parrocchia	gemeinde	N;FEM;SG	N;NOM;FEM;SG
relativamente	vergleichsweise	relativamente	vergleichsweise	ADV	ADV
leggermente	etwas	leggermente	etwas	ADV	ADV
fortuna	glück	fortuna	glück	N;FEM;SG	N;NOM;SG
fortuna	glück	fortuna	glück	N;FEM;SG	N;NOM;SG
prestazioni	sozialleistungen	prestazione	sozialleistungen	N;FEM;PL	N;NOM;FEM;PL
trenta	dreißig	trenta	dreißig	NUM	NUM
ampia	breiten	ampio	breit	ADJ;FEM;SG	ADJ;SG
ampia	breiter	ampio	breit	ADJ;FEM;SG	ADJ
ampia	breite	ampio	breit	ADJ;FEM;SG	ADJ;NOM;FEM;SG
ampia	breit	ampio	breit	ADJ;FEM;SG	ADJ
ciao	wiedersehen	ciao	wiedersehen	V;IND;SG;3;PRS;FIN	V;NFIN
esposizione	ausstellung	esposizione	ausstellingen	N;FEM;SG	N;NOM;FEM;SG
esposizione	ausstellung	esposizione	ausstellingen	N;FEM;SG	N;NOM;FEM;SG
esposizione	messegelände	esposizione	messegelände	N;FEM;SG	N;NOM;FEM;SG
esposizione	belichtung	esposizione	belichtung	N;FEM;SG	N;SG
assemblea	montage	assemblea	montag	N;FEM;SG	N;NOM;SG
assemblea	versammlung	assemblea	versammlung	N;FEM;SG	N;NOM;FEM;SG
foresta	wald	foresta	wald	N;FEM;SG	N;NOM;MASC;SG
foresta	wald	foresta	wald	N;FEM;SG	N;NOM;MASC;SG
corpi	karosserien	corpo	karosserie	N;MASC;PL	N;NOM;PL
apre	eröffnet	aprire	eröffnen	V;IND;SG;3;PRS;FIN	V;V.PTCP
apre	geöffnet	aprire	öffnen	V;IND;SG;3;PRS;FIN	V;V.PTCP
apre	öffnet	aprire	öffnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ispirato	inspiriert	ispirare	inspirieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ispirato	inspirierte	ispirare	inspirieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
ispirato	inspirieren	ispirare	inspirieren	V;MASC;SG;PST;V.PTCP	V;NFIN
piena	voll	pieno	voll	ADJ;FEM;SG	ADJ
piena	vollständig	pieno	vollständig	ADJ;FEM;SG	ADJ
cinquanta	fünfzig	cinquanta	fünfzig	NUM	NUM
sostegno	betreuung	sostegno	betreuung	N;MASC;SG	N;SG
candidato	kandidat	candidato	kandidat	N;MASC;SG	N
storiche	historische	storico	historisch	ADJ;FEM;PL	ADJ;NOM;FEM;PL
storiche	altstadt	storico	altstadt	ADJ;FEM;PL	ADJ
storiche	historische	storico	historisch	ADJ;FEM;PL	ADJ;NOM;FEM;PL
cannoni	kanonen	cannone	kanon	N;MASC;PL	N;NOM;FEM;PL
cannoni	pistolen	cannone	pistol	N;MASC;PL	N;NOM;PL
cannoni	gewehre	cannone	gewehr	N;MASC;PL	N;NOM;PL
cannoni	kanonen	cannone	kanon	N;MASC;PL	N;NOM;FEM;PL
cannoni	kanonen	cannone	kanon	N;MASC;PL	N;NOM;FEM;PL
letterario	literatur	letterario	literatur	ADJ;MASC;SG	ADJ
capace	fähig	capace	fähig	ADJ;SG	ADJ
capace	fähiger	capace	fähiger	ADJ;SG	ADJ
lettura	lesung	lettura	lesung	N;FEM;SG	N;SG
occupazione	beschäftigung	occupazione	Beschäftigung	N;FEM;SG	N;NOM;FEM;SG
occupazione	besetzung	occupazione	Besetzung	N;FEM;SG	N;FEM;SG
occupazione	beruf	occupazione	beruf	N;FEM;SG	N;SG
doppiato	geäußert	doppiato	äußern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
popolazioni	populationen	popolazione	populationen	N;FEM;PL	N;NOM;FEM;PL
fasi	bühnen	fase	bühnen	N;FEM;PL	N;NOM;PL
controllare	überprüfen	controllare	überprüfen	V;NFIN	V;NFIN
controllare	prüfen	controllare	prüfen	V;NFIN	V;NFIN
rappresentazione	darstellung	rappresentazione	darstellung	N;FEM;SG	N;NOM;FEM;SG
rappresentazione	vertretung	rappresentazione	vertretung	N;FEM;SG	N;FEM;SG
sci	skigebiete	sci	skigebiet	N;MASC	N;NOM;SG
restauro	restauration	restauro	Restauration	N;MASC;SG	N;NOM;SG
restauro	restaurierung	restauro	restaurierung	N;MASC;SG	N;NOM;FEM;SG
possibili	möglichen	possibile	möglich	ADJ;PL	ADJ
possibili	möglicher	possibile	möglich	ADJ;PL	ADJ
possibili	mögliche	possibile	möglich	ADJ;PL	ADJ;NOM;FEM;PL
possibili	möglich	possibile	möglich	ADJ;PL	ADJ
colle	anhöhe	colla	anhöhe	ADJ;SG	ADJ
tastiere	tastaturen	tastiere	tastatur	N;FEM;PL	N;NOM;PL
tastiere	tastaturen	tastiere	tastatur	N;FEM;PL	N;NOM;PL
estratto	extrahieren	estrarre	extrahieren	V;MASC;SG;PST;V.PTCP	V;NFIN
estratto	entpacken	estrarre	entpacken	V;MASC;SG;PST;V.PTCP	V;NFIN
estratto	entnommen	estrarre	entnehmen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
estratto	extrahiert	estrarre	extrahieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
romanzi	romane	romanzo	roman	N;MASC;PL	N;NOM;FEM;PL
fusione	fusion	fusione	fusion	N;FEM;SG	N;NOM;SG
fusione	fusion	fusione	fusion	N;FEM;SG	N;NOM;SG
tavola	tabelle	tavola	tabell	N;FEM;SG	N;NOM;FEM;SG
marchio	marke	marchio	marken	N;MASC;SG	N;NOM;FEM;SG
marchio	marke	marchio	marken	N;MASC;SG	N;NOM;FEM;SG
assoluta	absoluten	assoluto	absolut	ADJ;FEM;SG	ADJ
assoluta	absolutes	assoluto	absolut	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
assoluta	absoluter	assoluto	absolut	ADJ;FEM;SG	ADJ
assoluta	absolute	assoluto	absolut	ADJ;FEM;SG	ADJ;NOM;SG
assolutamente	absolut	assolutamente	absolut	ADV	ADV
assolutamente	unbedingt	assolutamente	unbedingt	ADV	ADV
semplificata	vereinfachung	semplificato	vereinfachung	ADJ;FEM;SG	ADJ
semplificata	vereinfacht	semplificato	vereinfachen	ADJ;FEM;SG	ADJ;V.PTCP
vino	weines	vino	wein	N;MASC;SG	N;NOM;NEUT;SG
copertina	abdeckung	copertina	abdeckung	N;FEM;SG	N;NOM;SG
ricostruzione	umbau	ricostruzione	umbau	N;FEM;SG	N
ricostruzione	rekonstruktion	ricostruzione	rekonstruktion	N;FEM;SG	N;NOM;FEM;SG
ricostruzione	umbau	ricostruzione	umbau	N;FEM;SG	N
operativo	operativer	operativo	operativ	ADJ;MASC;SG	ADJ
operativo	operativ	operativo	operativ	ADJ;MASC;SG	ADJ
operativo	operationellen	operativo	operationell	ADJ;MASC;SG	ADJ
operativo	betriebsbereit	operativo	betriebsbereit	ADJ;MASC;SG	ADJ
individuale	einzelnen	individuale	einzeln	ADJ;SG	ADJ
individuale	einzelperson	individuale	einzelperson	ADJ;SG	ADJ
individuale	individuell	individuale	individuell	ADJ;SG	ADJ
perde	verlieren	perdere	verlieren	V;IND;SG;3;PRS;FIN	V;NFIN
perde	verliert	perdere	verlieren	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
perde	verlieren	perdere	verlieren	V;IND;SG;3;PRS;FIN	V;NFIN
perde	verliert	perdere	verlieren	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pericolo	gefährdung	pericolo	gefährdung	N;MASC;SG	N;FEM;SG
pericolo	gefährdung	pericolo	gefährdung	N;MASC;SG	N;FEM;SG
cast	besetzung	cast	Besetzung	N;MASC	N;FEM;SG
iniziativa	initiative	iniziativa	initiativ	N;FEM;SG	N;NOM;FEM;SG
tabella	tabelle	tabella	tabell	N;FEM;SG	N;NOM;FEM;SG
organizzato	organisierte	organizzare	organisieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organizzato	veranstaltet	organizzare	veranstalten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
organizzato	organisierte	organizzare	organisieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organizzato	veranstaltet	organizzare	veranstalten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
applicazione	anwendung	applicazione	anwendung	N;FEM;SG	N;NOM;FEM;SG
applicazione	antragstellung	applicazione	antragstellung	N;FEM;SG	N;NOM;FEM;SG
applicazione	anwendung	applicazione	anwendung	N;FEM;SG	N;NOM;FEM;SG
ragazze	mädchen	ragazza	mädchen	N;FEM;PL	N;NOM;FEM;PL
sposato	verheiratete	sposare	verheiraten	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
legata	gebunden	legare	binden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
legata	gefesselt	legare	fesseln	V;FEM;SG;PST;V.PTCP	V;V.PTCP
asse	achsen	assa	achsen	N;MASC;SG	N
denaro	geld	denaro	geld	N;MASC;SG	N;NOM;NEUT;SG
intervista	interview	intervista	interveiwen	N;FEM;SG	N;SG
intervista	befragung	intervista	befragung	N;FEM;SG	N;NOM;FEM;SG
intervista	gespräch	intervista	gespräch	N;FEM;SG	N;NOM;NEUT;SG
vota	abstimmen	votare	abstimmen	V;IND;SG;2;PRS;FIN	V;NFIN
vota	stimmen	votare	stimmen	V;IND;SG;2;PRS;FIN	V;NFIN
famosi	berühmter	famoso	berühmt	ADJ;MASC;PL	ADJ
famosi	berühmte	famoso	berühmt	ADJ;MASC;PL	ADJ;NOM;PL
famosi	berühmt	famoso	berühmt	ADJ;MASC;PL	ADJ
famosi	berühmten	famoso	berühmt	ADJ;MASC;PL	ADJ;PL
critiche	kritikpunkte	critica	kritikpunkt	N;FEM;PL	N;NOM;PL
critiche	kritik	critica	kritik	N;FEM;PL	N
critiche	kritik	critica	kritik	N;FEM;PL	N
critiche	kritikpunkte	critica	kritikpunkt	N;FEM;PL	N;NOM;PL
critiche	kritik	critica	kritik	N;FEM;PL	N
south	süd	south	süd	N;MASC	N;NOM;NEUT;SG
australiano	australischen	australiano	australisch	ADJ;MASC;SG	ADJ;NOM;MASC;SG
tomba	mausoleum	tomba	mausoleum	N;FEM;SG	N;NOM;NEUT;SG
tomba	grab	tomba	grab	N;FEM;SG	N;NOM;NEUT;SG
tomba	grabmal	tomba	grabmal	N;FEM;SG	N;NOM;SG
tomba	grab	tomba	grab	N;FEM;SG	N;NOM;NEUT;SG
segnalazione	berichterstattung	segnalazione	berichterstattung	N;FEM;SG	N;NOM;FEM;SG
votazioni	abstimmungen	votazione	abstimmung	N;FEM;PL	N;NOM;FEM;PL
votazioni	abstimmungen	votazione	abstimmung	N;FEM;PL	N;NOM;FEM;PL
estensione	ausweitung	estensione	ausweitung	N;FEM;SG	N;FEM;SG
estensione	ausdehnung	estensione	ausdehnung	N;FEM;SG	N;NOM;FEM;SG
estensione	ausbau	estensione	ausbau	N;FEM;SG	N
estensione	erweiterung	estensione	Erweiterung	N;FEM;SG	N;NOM;FEM;SG
amica	freundin	amico	Freundin	N;FEM;SG	N;NOM;FEM;SG
parete	wand	parete	wand	N;FEM;SG	N;NOM;FEM;SG
dolce	süss	dolce	süßen	ADJ;SG	ADJ
dolce	süßen	dolce	süßen	ADJ;SG	ADJ
dolce	süß	dolce	süß	ADJ;SG	ADJ
dolce	nachtisch	dolce	nachtisch	ADJ;SG	ADJ
margherita	margarete	margherita	margaret	N;FEM;SG	N;NOM;FEM;SG
distruzione	verwüstung	distruzione	verwüstung	N;FEM;SG	N;NOM;SG
distruzione	vernichtung	distruzione	vernichtung	N;FEM;SG	N;NOM;FEM;SG
usando	benutzen	usare	benutzen	V;V.MSDR	V;NFIN
usando	verwenden	usare	verwenden	V;V.MSDR	V;NFIN
trasferimento	überweisung	trasferimento	überweisung	N;MASC;SG	N;NOM;FEM;SG
perdere	verlieren	perdere	verlieren	V;NFIN	V;NFIN
perdere	verliert	perdere	verlieren	V;NFIN	V;IND;SG;3;PRS;FIN
perdere	verlieren	perdere	verlieren	V;NFIN	V;NFIN
perdere	verliert	perdere	verlieren	V;NFIN	V;IND;SG;3;PRS;FIN
treni	züge	treno	züg	N;MASC;PL	N;NOM;MASC;PL
treni	eisenbahnen	treno	eisenbahnen	N;MASC;PL	N;NOM;FEM;PL
chimica	chemie	chimica	chemie	N;FEM;SG	N;NOM;FEM
chimica	chemie	chimica	chemie	N;FEM;SG	N;NOM;FEM
usati	gebraucht	usare	brauchen|gebrauchen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
usati	benutzt	usare	benutzen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
usati	verwendet	usare	verwenden	V;MASC;PL;PST;V.PTCP	V;V.PTCP
quotidiano	täglich	quotidiano	täglich	ADJ;MASC;SG	ADJ
quotidiano	tägliches	quotidiano	täglich	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
trama	fläche	trama	fläche	N;FEM;SG	N;NOM;FEM;SG
trama	zeichnung	trama	zeichnung	N;FEM;SG	N;NOM;FEM;SG
disputa	anfechten	disputare	anfechten	V;IND;SG;3;PRS;FIN	V;NFIN
gravi	schwer	grave	schwer	ADJ;PL	ADJ
gravi	schwerwiegend	grave	schwerwiegend	ADJ;PL	ADJ
gravi	schwere	grave	schwer	ADJ;PL	ADJ;NOM;FEM;PL
vendite	verkäufe	vendita	verkaufen	N;FEM;PL	N;NOM
vendite	verkauf	vendita	verkaufen	N;FEM;PL	N
vendite	umsätze	vendita	umsätzen	N;FEM;PL	N;NOM;PL
grosso	groß	grosso	groß	ADJ;MASC;SG	ADJ
grosso	großes	grosso	groß	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
trasporti	transportwesen	trasporto	transportwesen	N;MASC;PL	N;PL
trasporti	transport	trasporto	transporen	N;MASC;PL	N
trasporti	transportwesen	trasporto	transportwesen	N;MASC;PL	N;PL
liberazione	freilassung	liberazione	freilassung	N;FEM;SG	N;NOM;FEM;SG
ricco	reiches	ricco	reich	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ricco	reich	ricco	reich	ADJ;MASC;SG	ADJ
ricco	wohlhabend	ricco	wohlhabend	ADJ;MASC;SG	ADJ
navale	schiffsbau	navale	schiffsbau	ADJ;SG	ADJ
nobili	edel	nobile	edel	ADJ;PL	ADJ
nobili	adligen	nobile	adlig	ADJ;PL	ADJ;PL
bacino	beckens	bacino	beckens	N;MASC;SG	N;NOM;NEUT;SG
scientifica	wissenschaftlich	scientifico	wissenschaftlich	ADJ;FEM;SG	ADJ
scientifica	wissenschaftlichen	scientifico	wissenschaftlich	ADJ;FEM;SG	ADJ
aggiunto	fügte	aggiungere	fügen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
aggiunto	hinzugefügt	aggiungere	hinzufügen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
alte	hohe	alto	hoch	ADJ;FEM;PL	ADJ;NOM;FEM;PL
alte	hohen	alto	hoch	ADJ;FEM;PL	ADJ;PL
alte	hoch	alto	hoch	ADJ;FEM;PL	ADJ
alte	alten	alto	alt	ADJ;FEM;PL	ADJ;NOM;MASC;PL
alte	alte	alto	alt	ADJ;FEM;PL	ADJ;NOM;FEM;PL
annunciato	kündigte	annunciare	kündigen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
annunciato	verkündet	annunciare	verkünden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
annunciato	bekanntgegeben	annunciare	bekanntgeben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
annunciato	angekündigt	annunciare	ankündigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
bosco	wald	bosco	wald	N;MASC;SG	N;NOM;MASC;SG
bosco	waldfläche	bosco	waldfläch	N;MASC;SG	N;NOM;FEM;SG
bosco	waldes	bosco	wald	N;MASC;SG	N;NOM;NEUT;SG
bosco	wald	bosco	wald	N;MASC;SG	N;NOM;MASC;SG
bosco	holz	bosco	holz	N;MASC;SG	N;NOM;NEUT;SG
bosco	wald	bosco	wald	N;MASC;SG	N;NOM;MASC;SG
pelle	leder	pelle	leder	N;FEM;SG	N;NOM
elevata	hoch	elevato	hoch	ADJ;FEM;SG	ADJ
elevata	erhöhter	elevato	erhöht	ADJ;FEM;SG	ADJ
elevata	erhöhte	elevato	erhöhen	ADJ;FEM;SG	ADJ;NOM;SG
tranne	ausser	tranne	außernernern		
profilo	profil	profilo	profil	N;MASC;SG	N;NOM;SG
colpi	schläge	colpo	schläg	N;MASC;PL	N;NOM;FEM;PL
colpi	schüsse	colpo	schüß	N;MASC;PL	N;NOM;FEM;PL
olimpiade	olympiade	olimpiade	olympiade	N;FEM;SG	N;NOM;FEM;SG
corretto	zutreffend	corretto	zutreffend	ADJ;MASC;SG	ADJ
corretto	korrekt	corretto	korrekt	ADJ;MASC;SG	ADJ
migliorare	verbessern	migliorare	verbessern	V;NFIN	V;NFIN
migliorare	verbessern	migliorare	verbessern	V;NFIN	V;NFIN
indiano	indischen	indiano	indisch	ADJ;MASC;SG	ADJ;MASC
indiano	indischer	indiano	indisch	ADJ;MASC;SG	ADJ
pubblicazioni	veröffentlichungen	pubblicazione	veröffentlichung	N;FEM;PL	N;NOM;FEM;PL
pubblicazioni	publikationen	pubblicazione	publikationen	N;FEM;PL	N;NOM;FEM;PL
cantone	kantons	cantone	kantons	N;MASC;SG	N;GEN;MASC;SG
cantone	kanton	cantone	kanton	N;MASC;SG	N;NOM;MASC;SG
istruzione	ausbildung	istruzione	ausbildung	N;FEM;SG	N;FEM;SG
istruzione	erziehung	istruzione	erziehung	N;FEM;SG	N;NOM;FEM;SG
saggio	abhandlung	saggio	abhandlung	N;MASC;SG	N;SG
socialista	sozialistischer	socialista	sozialistisch	ADJ;SG	ADJ
conservato	bewahrt	conservare	bewahren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
conservato	konserviert	conservare	konservieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
conservato	einbehalten	conservare	einbehalten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
conservato	beibehalten	conservare	beibehalten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
conservato	behalten	conservare	behalten	V;MASC;SG;PST;V.PTCP	V;NFIN
bibliografia	bibliographie	bibliografia	bibliographie	N;FEM;SG	N;NOM;FEM;SG
interessante	interessanten	interessante	interessant	ADJ;SG	ADJ
interessante	interessanter	interessante	interessant	ADJ;SG	ADJ
interessante	interessantes	interessante	interessant	ADJ;SG	ADJ;NOM;NEUT;SG
interessante	interessant	interessante	interessant	ADJ;SG	ADJ
riuscito	gelungen	riuscire	gelingen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
riuscito	geschafft	riuscire	schaffen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
design	entwurf	design	entwerfen	N;MASC	N
design	gestaltung	design	gestaltung	N;MASC	N;NOM;FEM;SG
design	konstruktion	design	konstruktion	N;MASC	N;SG
design	design	design	design	N;MASC	N;NOM;NEUT;SG
doppia	doppelzimmer	doppio	doppelzimmer	ADJ;FEM;SG	ADJ
doppia	doppelt	doppio	doppelt	ADJ;FEM;SG	ADJ
orientali	ost	orientale	ost	N;MASC;PL	N;NOM;NEUT
purtroppo	bedauerlicherweise	purtroppo	bedauerlicherweise	ADV	ADV
purtroppo	leider	purtroppo	leider	ADV	ADV
purtroppo	bedauerlicherweise	purtroppo	bedauerlicherweise	ADV	ADV
purtroppo	leider	purtroppo	leider	ADV	ADV
purtroppo	unglücklicherweise	purtroppo	unglücklicherweise	ADV	ADV
assunto	angeheuert	assumere	anpeuern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
assunto	eingestellt	assumere	einstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
esercizio	übung	esercizio	übung	N;MASC;SG	N;NOM;SG
esercizio	ausübung	esercizio	ausübung	N;MASC;SG	N;SG
impegno	zusage	impegno	zusage	N;MASC;SG	N;SG
disegni	entwürfe	disegno	entwürfen	N;MASC;PL	N;NOM;MASC;PL
disegni	zeichnungen	disegno	zeichnungen	N;MASC;PL	N;NOM;FEM;PL
collana	kette	collana	kett	N;FEM;SG	N;NOM;FEM;SG
totalmente	absolut	totalmente	absolut	ADV	ADV
cane	hund	cane	hund	N;MASC;SG	N;NOM;MASC;SG
aggiungere	hinzufügen	aggiungere	hinfügen	V;NFIN	V;NFIN
aggiungere	hinzufügen	aggiungere	hinfügen	V;NFIN	V;NFIN
aggiungere	addieren	aggiungere	addieren	V;NFIN	V;NFIN
aggiungere	fügen	aggiungere	fügen	V;NFIN	V;NFIN
aggiungere	füge	aggiungere	fügen	V;NFIN	V;IND;SG;3;PRS;FIN
death	todesstrafe	death	todesstraf	N	N;NOM;FEM;SG
ricca	reiches	ricco	reich	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
ricca	reich	ricco	reich	ADJ;FEM;SG	ADJ
ricca	wohlhabend	ricco	wohlhabend	ADJ;FEM;SG	ADJ
selezione	auswahl	selezione	auswahl	N;FEM;SG	N;NOM;SG
mobile	beweglich	mobile	beweglich	ADJ;SG	ADJ
mobile	mobil	mobile	mobil	ADJ;SG	ADJ
mobile	mobilgeräte	mobile	mobilgerät	ADJ;SG	ADJ
volto	gesichts	volto	gesichts	N;MASC;SG	N;NOM;NEUT;SG
giovanile	jugendlicher	giovanile	jugendlich	ADJ;SG	ADJ
interrotta	gestört	interrompere	stören	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interrotta	unterbrochen	interrompere	unterbrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interrotta	abgebrochen	interrompere	abbrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interrotta	aufgegeben	interrompere	aufgeben	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interrotta	beendet	interrompere	beenden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interrotta	abgebrochen	interrompere	abbrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interrotta	abgesetzt	interrompere	absetzen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interrotta	eingestellt	interrompere	einstellen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
educazione	ausbildung	educazione	ausbildung	N;FEM;SG	N;FEM;SG
educazione	erziehung	educazione	erziehung	N;FEM;SG	N;NOM;FEM;SG
classificata	eingestuft	classificare	einstufen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
fabbrica	werk	fabbrica	werk	N;FEM;SG	N;NOM;NEUT;SG
consente	ermöglicht	consentire	ermöglichen	V;IND;SG;3;PRS;FIN	V;V.PTCP
consente	erlaubt	consentire	erlauben	V;IND;SG;3;PRS;FIN	V;V.PTCP
inserita	eingefügt	inserire	einfügen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
reali	echte	reale	echt	ADJ;PL	ADJ;NOM;FEM;PL
reali	real	reale	real	ADJ;PL	ADJ
reali	reale	reale	real	ADJ;PL	ADJ;NOM;FEM;PL
continuare	weitermachen	continuare	weitermachen	V;NFIN	V;NFIN
continuare	fortfahren	continuare	fortfahren	V;NFIN	V;NFIN
continuare	fortsetzen	continuare	fortsetzen	V;NFIN	V;NFIN
teresa	therese	teresa	therese	N;FEM;SG	N;NOM;FEM;SG
aeronautica	luftfahrtindustrie	aeronautica	luftfahrtindustrie	ADJ;FEM;SG	ADJ
aeronautica	luftfahrtindustrie	aeronautica	luftfahrtindustrie	ADJ;FEM;SG	ADJ
east	ost	east	ost	N;MASC	N;NOM;NEUT
processi	prozesse	processo	prozeß	N;MASC;PL	N;PL
muro	wand	muro	wand	N;MASC;SG	N;NOM;FEM;SG
capito	verstanden	capire	verstehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
colpito	beeindrucken	colpire	beeindrucken	V;MASC;SG;PST;V.PTCP	V;NFIN
colpito	getroffen	colpire	treffen|triefen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
segna	markieren	segnare	markieren	V;IND;SG;3;PRS;FIN	V;NFIN
scomparsa	verschwinden	scomparire	verschwinden	V;FEM;SG;PST;V.PTCP	V;NFIN
scomparsa	verschwand	scomparire	verschwinden	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
scomparsa	verschwunden	scomparire	verschwinden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
scomparsa	fehlen	scomparire	fehlen	V;FEM;SG;PST;V.PTCP	V;NFIN
scomparsa	vermisst	scomparire	vermissen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
pesante	schwerer	pesante	schwer	ADJ;SG	ADJ
pesante	schwer	pesante	schwer	ADJ;SG	ADJ
pesante	schweren	pesante	schwer	ADJ;SG	ADJ;SG
riconosciuto	erkannt	riconoscere	erkennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
riconosciuto	anerkannt	riconoscere	anerkennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
riconosciuto	bestätigte	riconoscere	bestätigen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
riconosciuto	anerkannt	riconoscere	anerkennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
riconosciuto	erkannte	riconoscere	erkennen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
riconosciuto	erkannt	riconoscere	erkennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
riconosciuto	anerkannt	riconoscere	anerkennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
civica	bürgerlich	civico	bürgerlich	ADJ;FEM;SG	ADJ
ricordare	gedenken	ricordare	gedenken	V;NFIN	V;NFIN
ricordare	erinnern	ricordare	erinnern	V;NFIN	V;NFIN
diplomatico	diplomat	diplomatico	diplomat	ADJ;MASC;SG	ADJ
diplomatico	diplomatischer	diplomatico	diplomatisch	ADJ;MASC;SG	ADJ
diplomatico	diplomatischen	diplomatico	diplomatisch	ADJ;MASC;SG	ADJ;NOM;MASC;SG
diplomatico	diplomatisch	diplomatico	diplomatisch	ADJ;MASC;SG	ADJ
normalmente	normalerweise	normalmente	normalerweise	ADV	ADV
sicuro	selbstbewusst	sicuro	selbstbewußt	ADJ;MASC;SG	ADJ
sicuro	überzeugt	sicuro	überzeugt	ADJ;MASC;SG	ADJ
sicuro	zuversichtlich	sicuro	zuversichtlich	ADJ;MASC;SG	ADJ
