van	مخرج	van	مخرج		
graan	اصلیت	graan	اصلیت	N;SG	N;NOM;MASC;SG;3
graan	روغن	graan	روغن	N;SG	N;NOM;MASC;SG;3
vyftien	پندرہ	vyftien	پندرہ	NUM	NUM
vorentoe	ڈھوانا	vorentoe	ڈھوا	V;PRS	V;MASC;SG;NFIN;ACT
gereed	رواں.	gereed	رواں.		
gereed	(	gereed	(		
gereed	رواں.	gereed	رواں.		
gereed	(	gereed	(		
plaat	طشتری	plaat	طشتری	N;SG	N;NOM;MASC;SG;3
gooi	پھینکنے	gooi	پھینک	V;PRS	V;ACC;NFIN
gooi	جھاڑنا.	gooi	جھاڑن	V;PRS	V;SG;NFIN;ACT
gooi	پھینکنے	gooi	پھینک	V;PRS	V;ACC;NFIN
gooi	جھاڑنا.	gooi	جھاڑن	V;PRS	V;SG;NFIN;ACT
gooi	پھینکنا	gooi	پھینکنا	V;PRS	V;NFIN;ACT
saamgestelde	مخلوط	saamstel	مخلوط	ADJ;NOM	ADJ
saamgestelde	مخلوط.	saamstel	مخلوط.	ADJ;NOM	ADJ
saamgestelde	مخلوط	saamstel	مخلوط	ADJ;NOM	ADJ
saamgestelde	مجموعی	saamstel	مجموعی	ADJ;NOM	ADJ
saamgestelde	ترکیبی	saamstel	ترکیبی	ADJ;NOM	ADJ
saamgestelde	مخلوط.	saamstel	مخلوط.	ADJ;NOM	ADJ
saamgestelde	دشوار	saamstel	دشوار	ADJ;NOM	ADJ
saamgestelde	مخلوط	saamstel	مخلوط	ADJ;NOM	ADJ
saamgestelde	مجموعی	saamstel	مجموعی	ADJ;NOM	ADJ
saamgestelde	ترکیبی	saamstel	ترکیبی	ADJ;NOM	ADJ
saamgestelde	مخلوط.	saamstel	مخلوط.	ADJ;NOM	ADJ
saamgestelde	دشوار	saamstel	دشوار	ADJ;NOM	ADJ
herdenking	برسی	herdenking	برسی	N;SG	N;NOM;FEM;SG;3
herdenking	سالگرہ	herdenking	سالگرہ	N;SG	N;NOM;FEM;SG;3
intellektuele	معقول.	intellektueel	معقول.	ADJ;NOM	ADJ
intellektuele	پختہ	intellektueel	پختہ	ADJ;NOM	ADJ
intellektuele	ذہنی	intellektueel	ذہنی	ADJ;NOM	ADJ
prokureur	وکیل	prokureur	وکیل	N;SG	N;NOM;MASC;SG;3
gesonde	ہمدردانہ.	gesond	ہمدردانہ.	ADJ;NOM	ADJ
gesonde	مددگار	gesond	مددگار	ADJ;NOM	ADJ
suiker	گاجر	suiker	گاجر	N;SG	N;NOM;MASC;SG;3
suiker	گاجر	suiker	گاجر	N;SG	N;NOM;MASC;SG;3
suiker	شکر	suiker	شکر	N;SG	N;NOM;MASC;SG;3
vrug	ترکاری	vrug	ترکاری	N;SG	N;NOM;FEM;SG;3
vrug	اولاد	vrug	اولاد	N;SG	N;NOM;MASC;SG;3
vrug	ترکاری	vrug	ترکاری	N;SG	N;NOM;FEM;SG;3
vrug	اولاد	vrug	اولاد	N;SG	N;NOM;MASC;SG;3
syfer	عدد	syfer	عدد	N;SG	N;NOM;MASC;SG;3
sitplek	چوتڑ	sitplek	چوتڑ	N;SG	N;NOM;MASC;SG;3
sitplek	گاڑی	sitplek	گاڑی	N;SG	N;NOM;FEM;SG;3
sitplek	نشست	sitplek	نشست	N;SG	N;NOM;MASC;SG;3
sitplek	چوتڑ	sitplek	چوتڑ	N;SG	N;NOM;MASC;SG;3
sitplek	گاڑی	sitplek	گاڑی	N;SG	N;NOM;FEM;SG;3
sitplek	نشست	sitplek	نشست	N;SG	N;NOM;MASC;SG;3
boerdery	کاشتکاری	boerdery	کاشتکاری	N;SG	N;NOM;MASC;SG;3
kragtige	طاقتور	kragtig	طاقتور	ADJ;NOM	ADJ
herfs	آپڑنے	herfs	آپڑ	V;PRS	V;NFIN;ACT
herfs	بچھڑنا.	herfs	بچھڑنا	V;PRS	V;NFIN;ACT
herfs	برسنے	herfs	برسنہ	V;PRS	V;PL;V.PTCP;ACT
herfs	بٹنا	herfs	بٹ	V;PRS	V;MASC;SG;NFIN;ACT
herfs	ڈھال	herfs	ڈھال	V;PRS	V;ACT
herfs	اترنا	herfs	اتر	V;PRS	V;MASC;SG;NFIN;ACT
herfs	مرنا	herfs	مر	V;PRS	V;MASC;SG;NFIN;ACT
herfs	پھینکنا	herfs	پھینکنا	V;PRS	V;NFIN;ACT
herfs	گرانا	herfs	گرانا	V;PRS	V;MASC;SG;NFIN;ACT
herfs	گرنے	herfs	گر	V;PRS	V;ACC;NFIN
herfs	گھٹنا	herfs	گھٹ	V;PRS	V;MASC;SG;V.PTCP;ACT
herfs	آپڑنے	herfs	آپڑ	V;PRS	V;NFIN;ACT
herfs	بچھڑنا.	herfs	بچھڑنا	V;PRS	V;NFIN;ACT
herfs	برسنے	herfs	برسنہ	V;PRS	V;PL;V.PTCP;ACT
herfs	بٹنا	herfs	بٹ	V;PRS	V;MASC;SG;NFIN;ACT
herfs	ڈھال	herfs	ڈھال	V;PRS	V;ACT
herfs	اترنا	herfs	اتر	V;PRS	V;MASC;SG;NFIN;ACT
herfs	مرنا	herfs	مر	V;PRS	V;MASC;SG;NFIN;ACT
herfs	پھینکنا	herfs	پھینکنا	V;PRS	V;NFIN;ACT
herfs	گرانا	herfs	گرانا	V;PRS	V;MASC;SG;NFIN;ACT
herfs	گرنے	herfs	گر	V;PRS	V;ACC;NFIN
herfs	گھٹنا	herfs	گھٹ	V;PRS	V;MASC;SG;V.PTCP;ACT
kwessie	روانگی	kwessie	روانگی	N;SG	N;NOM;FEM;SG;3
kwessie	نتیجہ	kwessie	نتیجہ	N;SG	N;NOM;MASC;SG;3
kwessie	سیل	kwessie	سیل	N;SG	N;NOM;FEM;SG;3
kwessie	تنازعہ	kwessie	تنازعہ	N;SG	N;NOM;MASC;SG;3
kwessie	اخبار	kwessie	اخبار	N;SG	N;NOM;MASC;SG;3
kwessie	نوٹ	kwessie	نوٹ	N;SG	N;NOM;MASC;SG;3
kwessie	تقسیم	kwessie	تقسیم	N;SG	N;NOM;FEM;SG;3
kwessie	روانگی	kwessie	روانگی	N;SG	N;NOM;FEM;SG;3
kwessie	مسئلہ	kwessie	مسئلہ	N;SG	N;NOM;MASC;SG;3
kwessie	نتیجہ	kwessie	نتیجہ	N;SG	N;NOM;MASC;SG;3
kwessie	سیل	kwessie	سیل	N;SG	N;NOM;FEM;SG;3
kwessie	تنازعہ	kwessie	تنازعہ	N;SG	N;NOM;MASC;SG;3
kwessie	اخبار	kwessie	اخبار	N;SG	N;NOM;MASC;SG;3
kwessie	نوٹ	kwessie	نوٹ	N;SG	N;NOM;MASC;SG;3
kwessie	تقسیم	kwessie	تقسیم	N;SG	N;NOM;FEM;SG;3
meester	اعلٰی	meester	اعلٰی	N;SG	N;NOM;MASC;SG;3
meester	اُستاد	meester	اُستاد	N;SG	N;NOM;MASC;SG;3
meester	فنکار	meester	فنکار	N;SG	N;NOM;MASC;SG;3
meester	منتظم	meester	منتظم	N;SG	N;NOM;MASC;SG;3
meester	مالک	meester	مالک	N;SG	N;NOM;MASC;SG;3
meester	اعلٰی	meester	اعلٰی	N;SG	N;NOM;MASC;SG;3
meester	اُستاد	meester	اُستاد	N;SG	N;NOM;MASC;SG;3
meester	فنکار	meester	فنکار	N;SG	N;NOM;MASC;SG;3
meester	منتظم	meester	منتظم	N;SG	N;NOM;MASC;SG;3
meester	مالک	meester	مالک	N;SG	N;NOM;MASC;SG;3
melk	لبن	melk	لبن		
alledaagse	معمولی	alledaags	معمولی	ADJ;NOM	ADJ
kompakte	جگہ	kompak	جگہ	N;SG	N;NOM;MASC;SG;3
ope	مقابلہ	ope	مقابلہ	N;SG	N;NOM;MASC;SG;3
ope	آماجگاہ	ope	آماجگاہ	N;SG	N;NOM;MASC;SG;3
ope	ڈبہ	ope	ڈبہ	N;SG	N;NOM;MASC;SG;3
ope	مقابلہ	ope	مقابلہ	N;SG	N;NOM;MASC;SG;3
ope	آماجگاہ	ope	آماجگاہ	N;SG	N;NOM;MASC;SG;3
ope	باز	ope	باز	N;SG	N;NOM;MASC;SG;3
ope	ڈبہ	ope	ڈبہ	N;SG	N;NOM;MASC;SG;3
redelike	مناسب	redelik	مناسب	ADJ;NOM	ADJ
redelike	متوازن	redelik	متوازن	ADJ;NOM	ADJ
redelike	فہمیدہ.	redelik	فہمیدہ.	ADJ;NOM	ADJ
redelike	مناسب	redelik	مناسب	ADJ;NOM	ADJ
redelike	معقول	redelik	معقول	ADJ;NOM	ADJ
redelike	متوازن	redelik	متوازن	ADJ;NOM	ADJ
redelike	فہمیدہ.	redelik	فہمیدہ.	ADJ;NOM	ADJ
gevangenis	حراست	gevangenis	حراست	N;SG	N;NOM;MASC;SG;3
gevangenis	حراست	gevangenis	حراست	N;SG	N;NOM;MASC;SG;3
ontbinding	آوارگی	ontbinding	آوارگی	N;SG	N;NOM;MASC;SG;3
ontbinding	انجام	ontbinding	انجام	N;SG	N;NOM;MASC;SG;3
ontbinding	خاتمہ	ontbinding	خاتمہ	N;SG	N;NOM;MASC;SG;3
ontbinding	تقسیم	ontbinding	تقسیم	N;SG	N;NOM;FEM;SG;3
ontbinding	آوارگی	ontbinding	آوارگی	N;SG	N;NOM;MASC;SG;3
ontbinding	انجام	ontbinding	انجام	N;SG	N;NOM;MASC;SG;3
ontbinding	خاتمہ	ontbinding	خاتمہ	N;SG	N;NOM;MASC;SG;3
ontbinding	تقسیم	ontbinding	تقسیم	N;SG	N;NOM;FEM;SG;3
ray	out	ray	out		
ray	(	ray	(		
ray	کرن	ray	کرن		
vat	پانا	vat	پانا	V;PRS	V;SG;NFIN;ACT
vat	کھانا	vat	کھا	V;PRS	V;MASC;SG;NFIN;ACT
vat	سمجھنا	vat	سمجھ	V;PRS	V;MASC;SG;NFIN;ACT
vat	پکڑنا	vat	پکڑ	V;PRS	V;MASC;SG;NFIN;ACT
vat	چُننا	vat	چُن	V;PRS	V;MASC;SG;NFIN;ACT
vat	آزمانا	vat	آزما	V;PRS	V;SG;ACT
vat	ڈالنا	vat	ڈال	V;PRS	V;MASC;SG;NFIN;ACT
vat	کمانا	vat	کمانا	V;PRS	V;MASC;SG;NFIN;ACT
vat	چاہنا	vat	چاہ	V;PRS	V;MASC;SG;NFIN;ACT
instrument	اوزار	instrument	اوزار	N;SG	N;NOM;MASC;SG;3
christen	رحمدل	christen	رحمدل		
laai	چڑھانا	laai	چڑھا	V;PRS	V;MASC;SG;NFIN;ACT
barry	امرد	barry	امرد		
barry	امرد	barry	امرد		
brein	منتظم	brein	منتظم	N;SG	N;NOM;MASC;SG;3
brein	دماغ	brein	دماغ	N;SG	N;NOM;MASC;SG;3
brein	منتظم	brein	منتظم	N;SG	N;NOM;MASC;SG;3
brein	دماغ	brein	دماغ	N;SG	N;NOM;MASC;SG;3
reputasie	امتیاز	reputasie	امتیاز	N;SG	N;NOM;MASC;SG;3
reputasie	اعتبار	reputasie	اعتبار	N;SG	N;NOM;MASC;SG;3
stapel	خرمن	stapel	خرمن		
grot	غار	grot	غار	N;SG	N;NOM;MASC;SG;3
kritiese	مبصّرانہ	krities	مبصّرانہ	ADJ;NOM	ADJ
aanvaarding	قبولیت	aanvaarding	قبولیت	N;SG	N;NOM;MASC;SG;3
aanvaarding	رضامندی.	aanvaarding	رضامندی.	N;SG	N;NOM;MASC;SG;3
teoretiese	علمی	teoreties	علمی	ADJ;NOM	ADJ
teoretiese	علمی	teoreties	علمی	ADJ;NOM	ADJ
droogte	تشنگی	droogte	تشنگی	N;SG	N;NOM;MASC;SG;3
sisteem	تنظیم	sisteem	تنظیم	N;SG	N;NOM;FEM;SG;3
sisteem	ترتیب	sisteem	ترتیب	N;SG	N;NOM;FEM;SG;3
bruto	مجموعی	bruto	مجموعی	ADJ;NOM	ADJ
bruto	موٹا	bruto	موٹا	ADJ;NOM	ADJ;NOM;MASC;SG
bruto	مجموعی	bruto	مجموعی	ADJ;NOM	ADJ
gay	وارہ	gay	وارہ		
bewaring	تحفظ	bewaring	تحفظ	N;SG	N;NOM;MASC;SG;3
bewaring	بچاؤ	bewaring	بچاؤ	N;SG	N;NOM;MASC;SG;3
baba	اختراع	baba	اختراع	N;SG	N;NOM;MASC;SG;3
baba	منصب	baba	منصب	N;SG	N;NOM;MASC;SG;3
fonds	ذخیرہ	fonds	ذخیرہ	N;SG	N;NOM;MASC;SG;3
klop	دھڑکنا	klop	دھڑک	V;PRS	V;SG;NFIN;ACT
klop	ہلانا	klop	ہلا	V;PRS	V;MASC;SG;NFIN;ACT
klop	پیٹنا	klop	پیٹنا	V;PRS	V;MASC;SG;ACT
klop	کھڑکنا	klop	کھڑک	V;PRS	V;SG;NFIN;ACT
klop	لڑھکانا	klop	لڑھکانا	V;PRS	V;MASC;SG;V.PTCP;ACT
bang	ہچکچاتا	bang	ہچکچا	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
bang	ہچکچاتا	bang	ہچکچا	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
pyn	کوشش	pyn	کوشش	N;SG	N;NOM;FEM;SG;3
sekonde	تعاون	sekond	تعاون	N;SG	N;NOM;MASC;SG;3
sekonde	تعاون	sekond	تعاون	N;SG	N;NOM;MASC;SG;3
kleinseun	پوتا	kleinseun	پوتا	N;SG	N;NOM;MASC;SG;3
kolonel	lieutenant-colonel	kolonel	lieutenant-colonel	N;SG	N;NOM;MASC;SG;3
betrokkenheid	ملاقات	betrokkenheid	ملاقات	N;SG	N;NOM;FEM;SG;3
sak	پتلون	sak	پتلون	V;PRS	V;MASC;SG;ACT
sak	تحقیرکرنا	sak	تحقیرکرنا	V;PRS	V;NFIN;ACT
sak	پھلانا	sak	پھلانا	V;PRS	V;MASC;SG;V.PTCP;ACT
koalisie	اتصال	koalisie	اتصال	N;SG	N;NOM;MASC;SG;3
vet	جلی	vet	جلی		
vet	قلیل	vet	قلیل		
vet	فراواں	vet	فراواں		
vet	قلیل	vet	قلیل		
vet	فربہ	vet	فربہ		
vet	فراواں	vet	فراواں		
nul	ہیچ	nul	ہیچ		
ruil	چوٹ	ruil	چوٹ	V;PRS	V;ACT
hardloop	چالو	hardloop	چالو	V;PRS	V;ACT
hardloop	پھیرا	hardloop	پھیرا	V;PRS	V;MASC;SG;V.PTCP;ACT
hardloop	دوڑنا.	hardloop	دوڑنا.	V;PRS	V;MASC;SG;NFIN;ACT
hardloop	بھاگنا	hardloop	بھاگ	V;PRS	V;MASC;SG;NFIN;ACT
hardloop	تماشے	hardloop	تماشہ	V;PRS	V;MASC;PL;V.PTCP;ACT
hardloop	چڑھائی	hardloop	چڑھا	V;PRS	V;PFV;FEM;SG;V.PTCP;ACT
uiteenlopende	متعدد.	uiteenloop	متعدد.	ADJ;NOM	ADJ
uiteenlopende	متنوع	uiteenloop	متنوع	ADJ;NOM	ADJ
uiteenlopende	مختلف	uiteenloop	مختلف	ADJ;NOM	ADJ
inisiatief	ابتدا.	inisiatief	ابتدا.	N;SG	N;NOM;MASC;SG;3
ateljee	ٹیلیوژن	ateljee	ٹیلیوژن	N;SG	N;NOM;MASC;SG;3
omvattende	فعال	omvat	فعال	ADJ;NOM	ADJ
prosa	نثر	prosa	نثر	N;SG	N;NOM;MASC;SG;3
geheue	وقتی	heue	وقتی	N;SG	N;NOM;MASC;SG;3
nick	کٹائو.	nick	کٹائو.		
nick	کیفیت.	nick	کیفیت.		
gesprek	گفتگو	gesprek	گفتگو	N;SG	N;NOM;MASC;SG;3
rekening	بیان	rekening	بیان	N;SG	N;NOM;MASC;SG;3
skare	ہجوم	skaar	ہجوم	N;SG	N;NOM;MASC;SG;3
skare	ہجوم	skaar	ہجوم	N;SG	N;NOM;MASC;SG;3
valley	کھڈ.	valley	کھڈ.		
regerende	حاوی	regeer	حاوی	ADJ;NOM	ADJ
regerende	رائج	regeer	رائج	ADJ;NOM	ADJ
uitslag	حاصل	uitslag	حاصل	N;SG	N;NOM;MASC;SG;3
uitslag	حاصل	uitslag	حاصل	N;SG	N;NOM;MASC;SG;3
uitslag	نتیجہ	uitslag	نتیجہ	N;SG	N;NOM;MASC;SG;3
bekwame	سازگار	bekwame	سازگار	ADJ;NOM	ADJ
bekwame	باصلاحیت.	bekwame	باصلاحیت.	ADJ;NOM	ADJ
bekwame	لائق	bekwame	لائق	ADJ;NOM	ADJ
bekwame	سازگار	bekwame	سازگار	ADJ;NOM	ADJ
bekwame	باصلاحیت.	bekwame	باصلاحیت.	ADJ;NOM	ADJ
strewe	مشغلہ	strewe	مشغلہ	N;SG	N;NOM;MASC;SG;3
strewe	مصروفیت	strewe	مصروفیت	N;SG	N;NOM;MASC;SG;3
strewe	مشغلہ	strewe	مشغلہ	N;SG	N;NOM;MASC;SG;3
strewe	تعاقب	strewe	تعاقب	N;SG	N;NOM;MASC;SG;3
strewe	مصروفیت	strewe	مصروفیت	N;SG	N;NOM;MASC;SG;3
beurs	وظیفہ	beurs	وظیفہ	N;SG	N;NOM;MASC;SG;3
aanbod	کوشش	aanbod	کوشش	N;SG	N;NOM;FEM;SG;3
aanbod	پیغام	aanbod	پیغام	N;SG	N;NOM;MASC;SG;3
aanbod	غور	aanbod	غور	N;SG	N;NOM;MASC;SG;3
aanbod	پیشکش.	aanbod	پیشکش.	N;SG	N;NOM;MASC;SG;3
aanbod	پیشکش	aanbod	پیشکش	N;SG	N;NOM;MASC;SG;3
aanbod	پیغام	aanbod	پیغام	N;SG	N;NOM;MASC;SG;3
aanbod	غور	aanbod	غور	N;SG	N;NOM;MASC;SG;3
aanbod	پیشکش.	aanbod	پیشکش.	N;SG	N;NOM;MASC;SG;3
afgeleide	ماخوذ	aflei	ماخوذ	ADJ;NOM	ADJ
simboliese	علامتی	simbolies	علامتی	ADJ;NOM	ADJ
bestyging	عروج	bestyging	عروج	N;SG	N;NOM;MASC;SG;3
gebreek	ٹوٹی	gebreek	ٹوٹی	V;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
doelwit	منتہا	doelwit	منتہا	N;SG	N;NOM;MASC;SG;3
doelwit	ہدف	doelwit	ہدف	N;SG	N;NOM;MASC;SG;3
doelwit	غایت	doelwit	غایت	N;SG	N;NOM;MASC;SG;3
doelwit	مقصد	doelwit	مقصد	N;SG	N;NOM;MASC;SG;3
doelwit	ہدف	doelwit	ہدف	N;SG	N;NOM;MASC;SG;3
doelwit	نشانہ	doelwit	نشانہ	N;SG	N;NOM;MASC;SG;3
ramp	مصیبت	ramp	مصیبت	N;SG	N;NOM;FEM;SG;3
nat	شراب	nat	شراب	N;SG	N;NOM;MASC;SG;3
nat	برسات	nat	برسات	N;SG	N;NOM;MASC;SG;3
nat	نمی	nat	نمی	N;SG	N;NOM;MASC;SG;3
onmiddellike	فوری	onmiddellik	فوری	ADJ;NOM	ADJ
migrasie	مہاجرت	migrasie	مہاجرت	N;SG	N;NOM;MASC;SG;3
dwing	دھکیلنا	dwing	دھکیل	V;PRS	V;NFIN;ACT
dwing	دھکیلنا	dwing	دھکیل	V;PRS	V;NFIN;ACT
periodieke	متوالی	periodiek	متوالی	ADJ;NOM	ADJ
dooie	حتمی	dooie	حتمی	N;SG	N;NOM;MASC;SG;3
dooie	ساکت	dooie	ساکت	N;SG	N;NOM;MASC;SG;3
dooie	حتمی	dooie	حتمی	N;SG	N;NOM;MASC;SG;3
dooie	ساکت	dooie	ساکت	N;SG	N;NOM;MASC;SG;3
inspirasie	اصول	inspirasie	اصول	N;SG	N;NOM;MASC;SG;3
inspirasie	شخص	inspirasie	شخص	N;SG	N;NOM;MASC;SG;3
inspirasie	وحی	inspirasie	وحی	N;SG	N;NOM;MASC;SG;3
skoon	(	skoon	(		
skoon	(	skoon	(		
skoon	(	skoon	(		
skoon	(	skoon	(		
belê	اوڑھنا	belê	اوڑھنا	V;PRS	V;MASC;SG;NFIN;ACT
belê	پہننا.	belê	پہننا.	V;PRS	V;MASC;SG;NFIN;ACT
kommissaris	کمشنر	kommissaris	کمشنر	N;SG	N;NOM;MASC;SG;3
key	غوزہ	key	غوزہ		
key	ثمارہ.	key	ثمارہ.		
besigtig	دیکھنا	besigtig	دیکھ	V;PRS	V;NFIN
besigtig	دیکھنا	besigtig	دیکھ	V;PRS	V;NFIN
diagram	نقشہ	diagram	نقشہ	N;SG	N;NOM;MASC;SG;3
aanraking	امتیاز	aanraking	امتیاز	N;SG	N;NOM;MASC;SG;3
aanraking	جانچ	aanraking	جانچ	N;SG	N;NOM;MASC;SG;3
aanraking	مشق	aanraking	مشق	N;SG	N;NOM;MASC;SG;3
aanraking	امتحان	aanraking	امتحان	N;SG	N;NOM;MASC;SG;3
aanraking	امتیاز	aanraking	امتیاز	N;SG	N;NOM;MASC;SG;3
aanraking	لمس	aanraking	لمس	N;SG	N;NOM;MASC;SG;3
aanraking	جانچ	aanraking	جانچ	N;SG	N;NOM;MASC;SG;3
aanraking	مشق	aanraking	مشق	N;SG	N;NOM;MASC;SG;3
aanraking	امتحان	aanraking	امتحان	N;SG	N;NOM;MASC;SG;3
illustrasie	تزئین	illustrasie	تزئین	N;SG	N;NOM;MASC;SG;3
illustrasie	مثال	illustrasie	مثال	N;SG	N;NOM;MASC;SG;3
waarskynlikheid	امکان	waarskynlikheid	امکان	N;SG	N;NOM;MASC;SG;3
droog	اڑنے	droog	اڑنا	V;PRS	V;ACC;NFIN
droog	اڑنے	droog	اڑنا	V;PRS	V;ACC;NFIN
portret	خاکہ	portret	خاکہ	N;SG	N;NOM;MASC;SG;3
ophou	تاننا	ophou	تان	V;PRS	V;SG;NFIN;ACT
ophou	تاننا	ophou	تان	V;PRS	V;SG;NFIN;ACT
ophou	ٹھہرنا	ophou	ٹھہر	V;PRS	V;MASC;SG;NFIN;ACT
ophou	تھامنا	ophou	تھامنا	V;PRS	V;SG;NFIN;ACT
revolusie	گردش	revolusie	گردش	N;SG	N;NOM;MASC;SG;3
revolusie	گردش	revolusie	گردش	N;SG	N;NOM;MASC;SG;3
verteenwoordiging	شبیہہ	verteenwoordiging	شبیہہ	N;SG	N;NOM;MASC;SG;3
verteenwoordiging	نمائندگی	verteenwoordiging	نمائندگی	N;SG	N;NOM;MASC;SG;3
waarneming	حکم	waarneming	حکم	N;SG	N;NOM;MASC;SG;3
waarneming	قانون	waarneming	قانون	N;SG	N;NOM;MASC;SG;3
droom	غفلت	droom	غفلت	N;SG	N;NOM;MASC;SG;3
stikstof	نائٹروجن	stikstof	نائٹروجن	N;SG	N;NOM;MASC;SG;3
voorbereiding	تیاری	voorbereiding	تیاری	N;SG	N;NOM;MASC;SG;3
voorbereiding	آمادگی	voorbereiding	آمادگی	N;SG	N;NOM;MASC;SG;3
gevaarlike	خطرناک	gevaarlik	خطرناک	ADJ;NOM	ADJ
gevaarlike	خطرناک	gevaarlik	خطرناک	ADJ;NOM	ADJ
vermeerder	بڑھانا	vermeerder	بڑھا	V;PRS	V;MASC;SG;NFIN;ACT
ontvangs	استقبال	ontvangs	استقبال	N;SG	N;NOM;MASC;SG;3
ontvangs	استقبال	ontvangs	استقبال	N;SG	N;NOM;MASC;SG;3
ontvangs	پذیرائی	ontvangs	پذیرائی	N;SG	N;NOM;FEM;SG;3
parallel	تقابل.	parallel	تقابل.		
vakansie	جشن	vakansie	جشن	N;SG	N;NOM;MASC;SG;3
vakansie	سالگرہ	vakansie	سالگرہ	N;SG	N;NOM;FEM;SG;3
vakansie	گھنٹہ	vakansie	گھنٹہ	N;SG	N;NOM;MASC;SG;3
wens	(	wens	(		
wens	on	wens	on		
opstel	آزمانا.	opstel	آزمانا.	V;PRS	V;PL;FIN;ACT
gat	پیالی	gat	پیالی	N;SG	N;NOM;FEM;SG;3
gat	سوراخ	gat	سوراخ	N;SG	N;NOM;MASC;SG;3
gat	نالی	gat	نالی	N;SG	N;NOM;FEM;SG;3
gat	پیالی	gat	پیالی	N;SG	N;NOM;FEM;SG;3
gat	سوراخ	gat	سوراخ	N;SG	N;NOM;MASC;SG;3
gat	نالی	gat	نالی	N;SG	N;NOM;FEM;SG;3
boot	بادبانی	boot	بادبانی	N;SG	N;NOM;MASC;SG;3
middelste	اوسط	middelste	اوسط	N;SG	N;NOM;MASC;SG;3
aanbidding	تعظیم	aanbidding	تعظیم	N;SG	N;NOM;FEM;SG;3
aankoop	خریدنا	aankoop	خرید	V;PRS	V;SG;NFIN;ACT
skedel	کھوپڑی	skedel	کھوپڑی	N;SG	N;NOM;MASC;SG;3
skedel	سر	skedel	سر	N;SG	N;NOM;MASC;SG;3
skedel	کھوپڑی	skedel	کھوپڑی	N;SG	N;NOM;MASC;SG;3
kortstondige	عبوری	kortstondig	عبوری	ADJ;NOM	ADJ
werkwoord	فعل	werkwoord	فعل	N;SG	N;NOM;MASC;SG;3
koel	ڈھیٹ	koel	ڈھیٹ	V;PRS	V;SG;ACT
welvaart	بہبود	welvaart	بہبود	N;SG	N;NOM;MASC;SG;3
elektromagnetiese	برقناطیسی	elektromagneties	برقناطیسی	ADJ;NOM	ADJ;NOM
voorwaarde	شرط	voorwaarde	شرط	N;SG	N;NOM;FEM;SG;3
voorwaarde	موجب	voorwaarde	موجب	N;SG	N;NOM;MASC;SG;3
voorwaarde	کیفیت	voorwaarde	کیفیت	N;SG	N;NOM;FEM;SG;3
molekulêre	سالمی	molekulêr	سالمی	ADJ;NOM	ADJ
religie	مذہب	religie	مذہب	N;SG	N;NOM;MASC;SG;3
lekker	بھدّا.	lekker	بھدّا.		
begeerte	درخواست	begeerte	درخواست	N;SG	N;NOM;FEM;SG;3
begeerte	خواہش	begeerte	خواہش	N;SG	N;NOM;FEM;SG;3
dinamiese	فعال	dinamies	فعال	ADJ;NOM	ADJ
uitvinding	اختراعیت.	uitvinding	اختراعیت.	N;SG	N;NOM;MASC;SG;3
monetêre	زری	monetêre	زری	N;SG	N;NOM;MASC;SG;3
logiese	معقول	logies	معقول	ADJ;NOM	ADJ
logiese	مربوط	logies	مربوط	ADJ;NOM	ADJ
logiese	صحیح	logies	صحیح	ADJ;NOM	ADJ
logiese	استدلالی	logies	استدلالی	ADJ;NOM	ADJ
logiese	منطقی	logies	منطقی	ADJ;NOM	ADJ
logiese	معقول	logies	معقول	ADJ;NOM	ADJ
logiese	مربوط	logies	مربوط	ADJ;NOM	ADJ
logiese	صحیح	logies	صحیح	ADJ;NOM	ADJ
logiese	استدلالی	logies	استدلالی	ADJ;NOM	ADJ
frekwensie	تکرار	frekwensie	تکرار	N;SG	N;NOM;MASC;SG;3
frekwensie	ارتعاش	frekwensie	ارتعاش	N;SG	N;NOM;MASC;SG;3
agterkant	کمر	agterkant	کمر	N;SG	N;NOM;MASC;SG;3
soet	میٹھا	soet	میٹھا	N;SG	N;NOM;MASC;SG;3
bekendstelling	تمہید	bekendstelling	تمہید	N;SG	N;NOM;MASC;SG;3
verlaag	گرانا.	verlaag	گرانا.	V;PRS	V;PFV;MASC;PL;V.PTCP;ACT
verlaag	گھٹانا.	verlaag	گھٹانا.	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
verlaag	اُتارنا	verlaag	اُتار	V;PRS	V;NFIN;ACT
verlaag	گرانا.	verlaag	گرانا.	V;PRS	V;PFV;MASC;PL;V.PTCP;ACT
verlaag	گھٹانا.	verlaag	گھٹانا.	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
skepper	بنانے	skepper	بنا	V;PRS	V;NFIN
fisieke	جسمانی	fisiek	جسمانی	ADJ;NOM	ADJ
ontwerper	فنی	ontwerper	فنی	N;SG	N;NOM;MASC;SG;3
ontwerper	مشین	ontwerper	مشین	N;SG	N;NOM;MASC;SG;3
herlewing	اعادہ	herlewing	اعادہ	N;SG	N;NOM;MASC;SG;3
herlewing	تجدید	herlewing	تجدید	N;SG	N;NOM;MASC;SG;3
