par	대략	par	대략		
prasības	요구사항	prasība	요구사항	N;NOM;FEM;PL	N
pētnieks	연구자	pētnieks	연구자	N;NOM;MASC;SG	N
pētnieks	연구원	pētnieks	연구원	N;NOM;MASC;SG	N
pētnieks	탐정	pētnieks	탐정	N;NOM;MASC;SG	N
avīzes	신문	avīze	신문	N;NOM;FEM;PL	N
lietošana	사용법	lietošana	사용법	N;NOM;FEM;SG	N
lietošana	사용량	lietošana	사용량	N;NOM;FEM;SG	N
lietošana	사용	lietošana	사용	N;NOM;FEM;SG	N
lietošana	사용	lietošana	사용	N;NOM;FEM;SG	N
lietošana	이용	lietošana	이용	N;NOM;FEM;SG	N
laikmets	시대	laikmets	시대	N;NOM;MASC;SG	N
gravitācijas	중력	gravitācija	중력	N;NOM;FEM;PL	N
gravitācijas	중력	gravitācija	중력	N;NOM;FEM;PL	N
augstā	높음	augsts	높음	ADJ;NOM;FEM;SG	ADJ
slimnīca	병원	slimnīca	병원	N;NOM;FEM;SG	N
kategorija	카테고리	kategorija	카테고리	N;NOM;FEM;SG	N
kategorija	범주	kategorija	범주	N;NOM;FEM;SG	N
kategorija	분류	kategorija	분류	N;NOM;FEM;SG	N
nolaišanās	착륙	nolaišanās	착륙	N;NOM;FEM;SG	N
sarkanais	붉은	sarkans	붉+ㄴ	ADJ;NOM;MASC;SG	ADJ
samazināt	줄이기	samazināt	줄이+기	V;POS;NFIN	V
nepārtraukti	지속적으로	nepārtraukti	지속+적+으로	ADV	ADV
nepārtraukti	끊임없이	nepārtraukti	끊임없이	ADV	ADV
nepārtraukti	지속적으로	nepārtraukti	지속+적+으로	ADV	ADV
debesīs	하늘	debess	하늘	N;ESS;FEM;PL	N
izvēlēties	선택하기	izvēlēties	선택+하+기	V;POS;REFL;NFIN	V
izvēlēties	선택하기	izvēlēties	선택+하+기	V;POS;REFL;NFIN	V
velosipēdu	자전거	velosipēds	자전거	N;ACC;MASC;SG	N
velosipēdu	자전거	velosipēds	자전거	N;ACC;MASC;SG	N
kariem	전쟁	karš	전쟁	N;DAT;MASC;PL	N
vāks	뚜껑	vākt	뚜껑	N;NOM;MASC;SG	N
izmeklēšanas	수사	izmeklēšana	수사	N;NOM;FEM;SG	N
izmeklēšanas	탐구	izmeklēšana	탐구	N;NOM;FEM;SG	N
aizliedza	차단됨	aizliegt	차단+되+ㄴ	V;FH;IND;3;POS;PST;FIN;ACT	V
apmācības	훈련	apmācība	훈련	N;NOM;FEM;PL	N
apmācības	트레이닝	apmācība	트레이닝	N;NOM;FEM;PL	N
mūzikā	음악	mūzika	음악	N;ESS;FEM;SG	N
mūzikā	뮤직	mūzika	뮤직	N;ESS;FEM;SG	N
slam	슬램	sla	슬램	N	N
runas	연설	runa	연설	N;NOM;FEM;PL	N
runas	연설	runa	연설	N;NOM;FEM;PL	N
runas	음성	runa	음성	N;NOM;FEM;PL	N
redzami	표시됨	redzēt	표시+되+ㄴ	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	V
produkti	상품	produkts	상품	N;NOM;MASC;PL	N
produkti	제품	produkts	제품	N;NOM;MASC;PL	N
plašs	넓은	plašs	넓+ㄴ	ADJ;NOM;MASC;SG	ADJ
plašs	넓은	plašs	넓+ㄴ	ADJ;NOM;MASC;SG	ADJ
plašs	넓은	plašs	넓+ㄴ	ADJ;NOM;MASC;SG	ADJ
automašīnas	자동차	automašīna	자동차	N;NOM;FEM;PL	N
automašīnas	차량	automašīna	차량	N;NOM;FEM;PL	N
noformējums	삽화	noformējums	삽화	N;NOM;MASC;SG	N
noformējums	예술작품	noformējums	예술작품	N;NOM;MASC;SG	N
dejas	무용	deja	무용	N;NOM;FEM;PL	N
mieru	평화	miers	평화	N;ACC;MASC	N
īsā	짧은	īss	짧+ㄴ	ADJ;NOM;FEM;SG	ADJ
sadarbība	콜라보레이션	sadarbība	콜라보레이션	N;NOM;FEM;SG	N
sadarbība	협력	sadarbība	협력	N;NOM;FEM;SG	N
sadarbība	협업	sadarbība	협업	N;NOM;FEM;SG	N
sadarbība	협력	sadarbība	협력	N;NOM;FEM;SG	N
aktieri	배우	aktieris	배우	N;NOM;MASC;PL	N
bibliotēku	도서관	bibliotēka	도서관	N;ACC;FEM;SG	N
tulkojums	번역기	tulkojums	번역기	N;NOM;MASC;SG	N
signāls	신호	signāls	신호	N;NOM;MASC;SG	N
signāls	시그널	signāls	시그널	N;NOM;MASC;SG	N
pasākumi	조치	pasākums	조치	N;NOM;MASC;PL	N
pasākumi	측정	pasākums	측정	N;NOM;MASC;PL	N
pasākumi	대책	pasākums	대책	N;NOM;MASC;PL	N
pasākumi	이벤트	pasākums	이벤트	N;NOM;MASC;PL	N
pasākumi	행사	pasākums	행사	N;NOM;MASC;PL	N
tēlnieks	조각가	tēlnieks	조각+가	N;NOM;MASC;SG	N
tēlnieks	조각가자리	tēlnieks	조각가리리	N;NOM;MASC;SG	N
paskaidrojums	설명	paskaidrojums	설명	N;NOM;MASC;SG	N
rezidence	주택	rezidence	주택	N;NOM;FEM;SG	N
raķešu	로켓	raķetis	로켓	N;GEN;FEM;PL	N
ierīce	기기	ierīce	기기	N;NOM;FEM;SG	N
ierīce	단말기	ierīce	단말기	N;NOM;FEM;SG	N
ierīce	장치	ierīce	장치	N;NOM;FEM;SG	N
kareivji	군인	kareivji	군인	N;NOM;MASC;PL	N
kareivji	병사	kareivji	병사	N;NOM;MASC;PL	N
kareivji	전사	kareivji	전사	N;NOM;MASC;PL	N
panākumi	성공	panākums	성공	N;NOM;MASC;PL	N
panākumi	성공적	panākums	성공+적	N;NOM;MASC;PL	N
panākumi	성공	panākums	성공	N;NOM;MASC;PL	N
failu	파일	fails	파일	N;ACC;MASC;SG	N
trūkums	결함	trūkums	결함	N;NOM;MASC;SG	N
trūkums	부족	trūkums	부족	N;NOM;MASC;SG	N
piloti	조종사	pilots	조종사	N;NOM;MASC;PL	N
maina	바뀌기	mainīt	바뀌+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
pamats	파운데이션	pamats	파운데이션	N;NOM;MASC;SG	N
pamats	기초	pamats	기초	N;NOM;MASC;SG	N
pamats	근거	pamats	근거	N;NOM;MASC;SG	N
pamats	기저	pamats	기저	N;NOM;MASC;SG	N
pamats	기지	pamats	기지	N;NOM;MASC;SG	N
labas	좋다	laba	좋+다	ADJ;NOM;FEM;PL	ADJ
kļūdas	실수	kļūda	실수	N;NOM;FEM;PL	N
kļūdas	오류	kļūda	오류	N;NOM;FEM;PL	N
pārmaiņas	변화	pārmaiņa	변화	N;NOM;FEM;PL	N
pārmaiņas	변경	pārmaiņa	변경	N;NOM;FEM;PL	N
pārmaiņas	변화	pārmaiņa	변화	N;NOM;FEM;PL	N
pārmaiņas	변경	pārmaiņa	변경	N;NOM;FEM;PL	N
kapa	무덤	kaps	무덤	N;NOM;MASC;SG	N
kapa	무덤	kaps	무덤	N;NOM;MASC;SG	N
mediju	미디어	medijs	미디어	N;ACC;MASC;SG	N
krustnešu	십자군	krustnesis	십자군	N;GEN;MASC;PL	N
atbildes	응답	atbilde	응답	N;NOM;FEM;PL	N
atbildes	답변	atbilde	답변	N;NOM;FEM;PL	N
atbildes	답변	atbilde	답변	N;NOM;FEM;PL	N
atbildes	대답	atbilde	대답	N;NOM;FEM;PL	N
atbildes	응답	atbilde	응답	N;NOM;FEM;PL	N
atbildes	답변	atbilde	답변	N;NOM;FEM;PL	N
rangers	레인저스	rangers	레인저스	N;NOM;MASC;SG	N
rangers	레인저	rangers	레인저	N;NOM;MASC;SG	N
ostu	항구	osta	항구	N;ACC;FEM;SG	N
iekārta	식물	iekārta	식물	N;NOM;FEM;SG	N
iekārta	식물학	iekārta	식물학	N;NOM;FEM;SG	N
iekārta	설치	iekārta	설치	N;NOM;FEM;SG	N
iekārta	장비	iekārta	장비	N;NOM;FEM;SG	N
koeficients	계수	koeficients	계수	N;NOM;MASC;SG	N
koeficients	인자	koeficients	인자	N;NOM;MASC;SG	N
koeficients	요인	koeficients	요인	N;NOM;MASC;SG	N
vilciens	열차	vilciens	열차	N;NOM;MASC;SG	N
krājumi	주식	krājums	주식	N;NOM;MASC;PL	N
krājumi	주식	krājums	주식	N;NOM;MASC;PL	N
stingri	엄격히	stingri	엄격+히	ADV	ADV
izlūkošanas	지능	izlūkošana	지능	N;NOM;FEM;SG	N
izlūkošanas	정찰	izlūkošana	정찰	N;NOM;FEM;SG	N
eļļas	석유	eļļa	석유	N;NOM;FEM;PL	N
platuma	위도	platums	위도	N;GEN;MASC;SG	N
ierodas	도착하다	ierasties	도착+하+다	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
likumdošanas	입법	likumdošana	입법	N;NOM;FEM;PL	N
atšķirīgs	다르다	atšķirīgs	다르+다	ADJ;NOM;MASC;SG	ADJ
ainava	조경	ainava	조경	N;NOM;FEM;SG	N
ainava	경관	ainava	경관	N;NOM;FEM;SG	N
ainava	풍경	ainava	풍경	N;NOM;FEM;SG	N
skābekli	산소	skābeklis	산소	N;ACC;MASC;SG	N
cikls	순환	cikls	순환	N;NOM;MASC;SG	N
cikls	사이클	cikls	사이클	N;NOM;MASC;SG	N
tramvaja	트램	tramvajs	트램	N;GEN;MASC;SG	N
tehnika	기법	tehnika	기법	N;NOM;FEM;SG	N
tehnika	기계	tehnika	기계	N;NOM;FEM;SG	N
fakts	사실	fakts	사실	N;NOM;MASC;SG	N
instruments	악기	instruments	악기	N;NOM;MASC;SG	N
instruments	계기	instruments	계기	N;NOM;MASC;SG	N
instruments	공구	instruments	공구	N;NOM;MASC;SG	N
instruments	도구	instruments	도구	N;NOM;MASC;SG	N
pabeigts	완료되었습니다	pabeigt	완료+되+었+습니다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pabeigts	완료되었습니다	pabeigt	완료+되+었+습니다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
vīri	남편	vīrs	남편	N;NOM;MASC;PL	N
vīri	멘트	vīrs	멘트	N;NOM;MASC;PL	N
vīri	남성	vīrs	남성	N;NOM;MASC;PL	N
vīri	남자	vīrs	남자	N;NOM;MASC;PL	N
tibetas	티베트족	tibeta	티베트족	N;NOM;FEM;PL	N
update	업데이트	update	업데이트	N;NOM;FEM;SG	N
redzes	시각	redze	시각	N;NOM;FEM;PL	N
īsa	짧은	īsa	짧+ㄴ	ADJ;NOM;FEM;SG	ADJ
norādīts	지정됨	norādīt	지정+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
izveide	생성	izveide	생성	N;NOM;FEM;SG	N
izveide	창조	izveide	창조	N;NOM;FEM;SG	N
izveide	설립	izveide	설립	N;NOM;FEM;SG	N
faktori	요인	faktors	요인	N;NOM;MASC;PL	N
pārdošanas	판매	pārdošana	판매	N;NOM;FEM;SG	N
apjoms	볼륨	apjoms	볼륨	N;NOM;MASC;SG	N
apjoms	금액	apjoms	금액	N;NOM;MASC;SG	N
būvniecība	공사	būvniecība	공사	N;NOM;FEM;SG	N
būvniecība	건설	būvniecība	건설	N;NOM;FEM;SG	N
būvniecība	건축	būvniecība	건축	N;NOM;FEM;SG	N
urāna	우라늄	urāns	우라늄	N;NOM;MASC;SG	N
parametri	매개변수	parametrs	매개변수	N;NOM;MASC;PL	N
parametri	매개변수	parametrs	매개변수	N;NOM;MASC;PL	N
modulis	모듈	modulis	모듈	N;NOM;MASC;SG	N
tēmas	주제	tēma	주제	N;NOM;FEM;PL	N
tēmas	주제	tēma	주제	N;NOM;FEM;PL	N
tēmas	과목	tēma	과목	N;NOM;FEM;PL	N
izstādes	전시관	izstāde	전시관	N;NOM;FEM;PL	N
izstādes	박람회	izstāde	박람회	N;NOM;FEM;PL	N
izstādes	전시회	izstāde	전시회	N;NOM;FEM;PL	N
izstādes	박람회	izstāde	박람회	N;NOM;FEM;PL	N
izstādes	전시회	izstāde	전시회	N;NOM;FEM;PL	N
valūta	통화	valūta	통화	N;NOM;FEM;SG	N
valūta	화폐	valūta	화폐	N;NOM;FEM;SG	N
analīze	해석학	analīze	해석학	N;NOM;FEM;SG	N
analīze	해석	analīze	해석	N;NOM;FEM;SG	N
analīze	분석	analīze	분석	N;NOM;FEM;SG	N
pants	기사	pants	기사	N;NOM;MASC;SG	N
avārijas	충돌	avārija	충돌	N;NOM;FEM;PL	N
avārijas	응급	avārija	응급	N;NOM;FEM;PL	N
avārijas	비상사태	avārija	비상+사태	N;NOM;FEM;PL	N
klasifikācija	분류법	klasifikācija	분류법	N;NOM;FEM;SG	N
klasifikācija	분류	klasifikācija	분류	N;NOM;FEM;SG	N
brāļa	형제자매	brālis	형제+자매	N;GEN;MASC;SG	N
muzeju	박물관	muzejs	박물관	N;ACC;MASC;SG	N
muskuļu	근육	muskulis	근육	N;GEN;MASC;PL	N
ceremonija	의식	ceremonija	의식	N;NOM;FEM;SG	N
šķidruma	수액	šķidrums	수액	N;GEN;MASC;SG	N
šķidruma	액체	šķidrums	액체	N;GEN;MASC;SG	N
šķidruma	액체	šķidrums	액체	N;GEN;MASC;SG	N
šķidruma	리퀴드	šķidrums	리퀴드	N;GEN;MASC;SG	N
glābšanas	구출	glābšana	구출	N;NOM;FEM;PL	N
glābšanas	구조	glābšana	구조	N;NOM;FEM;PL	N
spiedienu	압력	spiediens	압력	N;ACC;MASC;SG	N
spiedienu	압박	spiediens	압박	N;ACC;MASC;SG	N
antarktikas	남극	antarktika	남극	N;NOM;FEM;PL	N
paraugs	표본	paraugs	표본	N;NOM;MASC;SG	N
paraugs	샘플링	paraugs	샘플링	N;NOM;MASC;SG	N
paraugs	샘플	paraugs	샘플	N;NOM;MASC;SG	N
paraugs	모델	paraugs	모델	N;NOM;MASC;SG	N
paraugs	모형	paraugs	모형	N;NOM;MASC;SG	N
paraugs	템플릿	paraugs	템플릿	N;NOM;MASC;SG	N
kopiena	공동체	kopiena	공동체	N;NOM;FEM;SG	N
kandidātiem	후보	kandidāts	후보	N;DAT;MASC;PL	N
kandidātiem	후보자	kandidāts	후보자	N;DAT;MASC;PL	N
arheoloģijas	고고학	arheoloģija	고고학	N;NOM;FEM;PL	N
biezs	두껍게	biezs	두껍+게	ADJ;NOM;MASC;SG	ADJ
biezs	두꺼운	biezs	두껍+ㄴ	ADJ;NOM;MASC;SG	ADJ
fakultāte	학부	fakultāte	학부	N;NOM;FEM;SG	N
fakultāte	교수	fakultāte	교수	N;NOM;FEM;SG	N
zvejnieku	어부	zvejnieks	어부	N;ACC;MASC;SG	N
tūristu	관광객	tūrists	관광객	N;ACC;MASC;SG	N
sievieti	여자	sieviete	여자	N;ACC;FEM;SG	N
sievieti	여성	sieviete	여성	N;ACC;FEM;SG	N
uzņemt	흡수해	uzņemt	흡수+하+어	V;POS;NFIN	V
uzņemt	흡수하기	uzņemt	흡수+하+기	V;POS;NFIN	V
balsi	목소리	balss	목소리	N;ACC;FEM;SG	N
balsi	음성	balss	음성	N;ACC;FEM;SG	N
kodolu	커널	kodols	커널	N;ACC;MASC;SG	N
dzimumu	성별	dzimums	성별	N;ACC;MASC;SG	N
tirdzniecība	마케팅	tirdzniecība	마케팅	N;NOM;FEM;SG	N
tirdzniecība	무역	tirdzniecība	무역	N;NOM;FEM;SG	N
tirdzniecība	트레이딩	tirdzniecība	트레이딩	N;NOM;FEM;SG	N
tirdzniecība	거래	tirdzniecība	거래	N;NOM;FEM;SG	N
tirdzniecība	무역	tirdzniecība	무역	N;NOM;FEM;SG	N
zemnieki	농부	zemnieks	농부	N;NOM;MASC;PL	N
zemnieki	농부	zemnieks	농부	N;NOM;MASC;PL	N
stundām	영업시간	stunda	영업+시간	N;DAT;FEM;PL	N
stundām	시간	stunda	시간	N;DAT;FEM;PL	N
infekcijas	염증	infekcija	염증	N;NOM;FEM;PL	N
infekcijas	감염	infekcija	감염	N;NOM;FEM;PL	N
infekcijas	감염증	infekcija	감염증	N;NOM;FEM;PL	N
infekcijas	염증	infekcija	염증	N;NOM;FEM;PL	N
infekcijas	감염	infekcija	감염	N;NOM;FEM;PL	N
upuri	희생자	upuris	희생자	N;NOM;MASC;PL	N
upuri	희생자	upuris	희생자	N;NOM;MASC;PL	N
šķidrums	수액	šķidrums	수액	N;NOM;MASC;SG	N
šķidrums	액체	šķidrums	액체	N;NOM;MASC;SG	N
šķidrums	액체	šķidrums	액체	N;NOM;MASC;SG	N
šķidrums	리퀴드	šķidrums	리퀴드	N;NOM;MASC;SG	N
mītne	본부	mītne	본부	N;NOM;FEM;SG	N
mītne	본사	mītne	본사	N;NOM;FEM;SG	N
planēta	행성	planēta	행성	N;NOM;FEM;SG	N
diska	디스크	disks	디스크	N;GEN;MASC;SG	N
diska	디스크	disks	디스크	N;GEN;MASC;SG	N
jums	당신은	jūs	당신+은	PRO;DAT;PL;2	PRO
jums	당신	jūs	당신	PRO;DAT;PL;2	PRO
kvantu	양자	kvants	양자	N;ACC;FEM;SG	N
simboli	기호	simbols	기호	N;NOM;MASC;PL	N
simboli	상징	simbols	상징	N;NOM;MASC;PL	N
planētu	행성	planēta	행성	N;ACC;FEM;SG	N
uzvedība	행동	uzvedība	행동	N;NOM;FEM;SG	N
uzvedība	행동	uzvedība	행동	N;NOM;FEM;SG	N
uzvedība	동작	uzvedība	동작	N;NOM;FEM;SG	N
uzvedība	행위	uzvedība	행위	N;NOM;FEM;SG	N
piemēri	예시	piemērs	예시	N;NOM;MASC;PL	N
piemēri	예제	piemērs	예제	N;NOM;MASC;PL	N
bībeles	성경	bībele	성경	N;NOM;FEM;PL	N
režīms	모드	režīms	모드	N;NOM;MASC;SG	N
servera	서버	servera	서버	N;GEN;MASC;SG	N
alumīnija	알루미늄	alumīnija	알루미늄	N;NOM;FEM;SG	N
alumīnija	알루미늄	alumīnija	알루미늄	N;NOM;FEM;SG	N
tipi	유형	tips	유형	N;NOM;MASC;PL	N
negaiss	폭풍	negaiss	폭풍	N;NOM;MASC;SG	N
mūziķi	음악가	mūziķis	음악가	N;NOM;MASC;PL	N
mūziķi	연주자	mūziķis	연주자	N;NOM;MASC;PL	N
mūziķi	뮤지션	mūziķis	뮤지션	N;NOM;MASC;PL	N
izpildītājs	연기자	izpildītājs	연기자	N;NOM;MASC;SG	N
izpildītājs	연주자	izpildītājs	연주자	N;NOM;MASC;SG	N
izpildītājs	음악가	izpildītājs	음악가	N;NOM;MASC;SG	N
izpildītājs	예술가	izpildītājs	예술가	N;NOM;MASC;SG	N
izpildītājs	아티스트	izpildītājs	아티스트	N;NOM;MASC;SG	N
izpildītājs	아티스트가	izpildītājs	아티스트+가	N;NOM;MASC;SG	N
audi	조직	auds	조직	N	N
audi	아우디	auds	아우디	N	N
ala	동굴	ala	동굴	N;NOM;FEM;SG	N
sadursmes	충돌	sadursme	충돌	N;NOM;FEM;PL	N
sadursmes	충돌	sadursme	충돌	N;NOM;FEM;PL	N
posmi	단계	posme	단계	N;NOM;MASC;PL	N
posmi	단계	posme	단계	N;NOM;MASC;PL	N
maiņa	변화	maiņa	변화	N;NOM;FEM;SG	N
maiņa	변경	maiņa	변경	N;NOM;FEM;SG	N
princese	공주님	princese	공주님	N;NOM;FEM;SG	N
statistikas	통계학	statistika	통계학	N;NOM;FEM;PL	N
termiņš	성숙	termiņš	성숙	N;NOM;MASC;SG	N
termiņš	성숙도	termiņš	성숙+도	N;NOM;MASC;SG	N
uzbrukumā	공격	uzbrukums	공격	N;ESS;MASC;SG	N
trases	트랙	trase	트랙	N;NOM;FEM;PL	N
trases	추적	trase	추적	N;NOM;FEM;PL	N
vairogs	방패	vairogs	방패	N;NOM;MASC;SG	N
rādītājs	지표	rādītājs	지표	N;NOM;MASC;SG	N
šūnām	세포	šūna	세포	N;DAT;FEM;PL	N
pasniedzējs	가정교사	pasniedzējs	가정교사	N;NOM;MASC;SG	N
gadījumi	케이스	gadījums	케이스	N;NOM;MASC;PL	N
gadījumi	사례	gadījums	사례	N;NOM;MASC;PL	N
noslēgšanas	접착	noslēgšana	접착	N;NOM;FEM;SG	N
dienests	서비스	dienests	서비스	N;NOM;MASC;SG	N
ainavas	풍경	ainava	풍경	N;NOM;FEM;PL	N
ainavas	조경	ainava	조경	N;NOM;FEM;PL	N
ainavas	경관	ainava	경관	N;NOM;FEM;PL	N
ainavas	풍경	ainava	풍경	N;NOM;FEM;PL	N
rajoni	분열	rajons	분열	N;NOM;MASC;PL	N
dibens	아래쪽	dibens	아래+쪽	N;NOM;MASC;SG	N
dibens	아래	dibens	아래	N;NOM;MASC;SG	N
alfabēts	알파벳	alfabēt	알파벳	N;NOM;MASC;SG	N
alfabēts	문자	alfabēt	문자	N;NOM;MASC;SG	N
cukura	설탕	cukurs	설탕	N;NOM;MASC	N
māksliniece	음악가	māksliniece	음악가	N;NOM;FEM;SG	N
māksliniece	예술가	māksliniece	예술가	N;NOM;FEM;SG	N
māksliniece	아티스트	māksliniece	아티스트	N;NOM;FEM;SG	N
māksliniece	아티스트가	māksliniece	아티스트+가	N;NOM;FEM;SG	N
koledžā	대학교	koledžs	대학교	N;ESS;FEM;SG	N
koledžā	대학	koledžs	대학	N;ESS;FEM;SG	N
veidošanos	형성	veidošanās	형성	N;ACC;FEM;SG	N
raksturs	성격	raksturs	성격	N;NOM;MASC;SG	N
raksturs	문자	raksturs	문자	N;NOM;MASC;SG	N
raksturs	인물	raksturs	인물	N;NOM;MASC;SG	N
raksturs	자연	raksturs	자연	N;NOM;MASC;SG	N
asteroīds	소행성	asteroīds	소행성	N;NOM;MASC;SG	N
šķirne	품종	šķirne	품종	N;NOM;FEM;SG	N
šķirne	다양체	šķirne	다양체	N;NOM;FEM;SG	N
advokāts	변호사	advokāts	변호사	N;NOM;MASC;SG	N
avīze	신문	avīze	신문	N;NOM;FEM;SG	N
dizaina	설계	dizains	설계	N;NOM;MASC;SG	N
tauku	지방	tauki	지방	N;ACC;MASC	N
tikšanās	예약	tikšanās	예약	N;NOM;FEM;SG	N
tikšanās	미팅	tikšanās	미팅	N;NOM;FEM;SG	N
tikšanās	모임	tikšanās	모임	N;NOM;FEM;SG	N
tikšanās	만남	tikšanās	만남	N;NOM;FEM;SG	N
tikšanās	미팅	tikšanās	미팅	N;NOM;FEM;SG	N
ievainots	부상당한	ievainot	부상+당하+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
lūgšanu	기도	lūgšana	기도	N;ACC;FEM;SG	N
personības	성격	personība	성격	N;NOM;FEM;PL	N
personības	성격	personība	성격	N;NOM;FEM;PL	N
personības	인격	personība	인격	N;NOM;FEM;PL	N
detaļas	부품	detaļa	부품	N;NOM;FEM;PL	N
detaļas	부분	detaļa	부분	N;NOM;FEM;PL	N
detaļas	세부사항	detaļa	세부+사항	N;NOM;FEM;PL	N
fragments	발췌	fragments	발췌	N;NOM;MASC;SG	N
īpašnieki	소유자	īpašnieks	소유자	N;NOM;MASC;PL	N
dabu	자연	daba	자연	N;ACC;FEM;SG	N
civilizācijas	문명의	civilizācija	문명+의	N;NOM;FEM;PL	N
civilizācijas	문명	civilizācija	문명	N;NOM;FEM;PL	N
dators	주최	dators	주최	N;NOM;MASC;SG	N
dators	컴퓨터	dators	컴퓨터	N;NOM;MASC;SG	N
jomās	도메인	joma	도메인	N;ESS;FEM;PL	N
sāpes	통증	sāpes	통증	N;NOM;FEM	N
sāpes	통증이	sāpes	통증+이	N;NOM;FEM	N
sāpes	고통	sāpes	고통	N;NOM;FEM	N
pieaugums	증가	pieaugums	증가	N;NOM;MASC;SG	N
pieaugums	성장	pieaugums	성장	N;NOM;MASC;SG	N
pieaugums	증가	pieaugums	증가	N;NOM;MASC;SG	N
pieaugums	증가	pieaugums	증가	N;NOM;MASC;SG	N
speciālists	전문	speciālists	전문	N;NOM;MASC;SG	N
īslaicīgi	일시적으로	īslaicīgi	일시+적+으로	ADV	ADV
kamera	사진기	kamers	사진기	N;NOM;FEM;SG	N
budžets	예산	budžets	예산	N;NOM;MASC;SG	N
slāpekļa	질소	slāpeklis	질소	N;GEN;MASC;SG	N
rūpniecība	업계	rūpniecība	업계	N;NOM;FEM;SG	N
rūpniecība	산업	rūpniecība	산업	N;NOM;FEM;SG	N
kalcija	칼슘	kalcijs	칼슘	N;GEN;MASC;SG	N
portāla	포털	portāls	포털	N;GEN;MASC;SG	N
ranga	순위	ranga	순위	N;NOM;MASC;SG	N
pakalpojumi	서비스	pakalpojums	서비스	N;NOM;MASC;PL	N
konflikts	갈등	konflikts	갈등	N;NOM;MASC;SG	N
konflikts	갈등이	konflikts	갈등+이	N;NOM;MASC;SG	N
konflikts	충돌	konflikts	충돌	N;NOM;MASC;SG	N
konflikts	분쟁	konflikts	분쟁	N;NOM;MASC;SG	N
vakara	저녁	vakars	저녁	N;GEN;MASC;SG	N
vide	환경	vide	환경	N;NOM;FEM;SG	N
veicināt	홍보하기	veicināt	홍보+하+기	V;POS;NFIN	V
tevi	당신은	tu	당신+은	PRO;ACC;SG;2	PRO
tevi	당신	tu	당신	PRO;ACC;SG;2	PRO
atcelts	취소	atcelt	취소	N;NOM;MASC;SG	N
direktora	감독	direktors	감독	N;GEN;MASC;SG	N
veikali	상점	veikals	상점	N;NOM;MASC;PL	N
veikali	매장	veikals	매장	N;NOM;MASC;PL	N
veikali	상점	veikals	상점	N;NOM;MASC;PL	N
airlines	항공	airline	항공	N;NOM;FEM;PL	N
airlines	항공사	airline	항공사	N;NOM;FEM;PL	N
iekšzemes	국내	iekšzeme	국내	N;NOM;FEM;PL	N
disku	디스크	disks	디스크	N;ACC;MASC;SG	N
domāt	생각하기	domāt	생각+하+기	V;POS;NFIN	V
ticību	신념	ticība	신념	N;ACC;FEM;SG	N
ticību	신앙	ticība	신앙	N;ACC;FEM;SG	N
bezvadu	무선	bezvads	무선	N;ACC;MASC;SG	N
bezvadu	무선	bezvads	무선	N;ACC;MASC;SG	N
atklāšana	탐지	atklāšana	탐지	N;NOM;FEM;SG	N
atklāšana	감지	atklāšana	감+지	N;NOM;FEM;SG	N
atklāšana	검출	atklāšana	검출	N;NOM;FEM;SG	N
atklāšana	발견	atklāšana	발견	N;NOM;FEM;SG	N
vasara	여름	vasara	여름	N;NOM;FEM;SG	N
baktērijas	세균	baktērija	세균	N;NOM;FEM;PL	N
baktērijas	박테리아	baktērija	박테리아	N;NOM;FEM;PL	N
baktērijas	세균	baktērija	세균	N;NOM;FEM;PL	N
festivāls	축제	festivāls	축제	N;NOM;MASC;SG	N
lieta	케이스	lieta	케이스	N;NOM;FEM;SG	N
lieta	사례	lieta	사례	N;NOM;FEM;SG	N
poļi	폴란드인	polis	폴란드인	N;NOM;MASC;PL	N
likumus	법률	likums	법률	N;ACC;MASC;PL	N
lietotājam	사용자	lietotājs	사용자	N;DAT;MASC;SG	N
maksas	청구	maksa	청구	N;NOM;FEM;PL	N
maksas	수수료	maksa	수수료	N;NOM;FEM;PL	N
kategoriju	카테고리	kategorija	카테고리	N;ACC;FEM;SG	N
kategoriju	범주	kategorija	범주	N;ACC;FEM;SG	N
kategoriju	분류	kategorija	분류	N;ACC;FEM;SG	N
tautām	민족	tauta	민족	N;DAT;FEM;PL	N
zinātniekiem	과학자	zinātnieks	과학자	N;DAT;MASC;PL	N
sakrīt	일치하기	sakrist	일치+하+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
sakrīt	일치합니다	sakrist	일치+하+ㅂ니다	V;FH;IND;3;POS;PRS;FIN;ACT	V
bieza	두껍게	bieza	두껍+게	ADJ;NOM;FEM;SG	ADJ
bieza	두꺼운	bieza	두껍+ㄴ	ADJ;NOM;FEM;SG	ADJ
burti	편지	burte	편지	N;NOM;MASC;PL	N
ienākumi	소득	ienākums	소득	N;NOM;MASC;PL	N
ienākumi	수익	ienākums	수익	N;NOM;MASC;PL	N
ienākumi	소득	ienākums	소득	N;NOM;MASC;PL	N
