von	de	von	de	ADP	ADP
spezielle	especiais	speziell	especial	ADJ;NOM;FEM;PL	ADJ;MASC;PL
zählte	contado	zählen	contar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
ziele	metas	ziel	meta	N;NOM;NEUT;PL	N;FEM;PL
ziele	alvos	ziel	alvo	N;NOM;NEUT;PL	N;MASC;PL
ziele	objectivos	ziel	objectivo	N;NOM;NEUT;PL	N;MASC;PL
ziele	objetivos	ziel	objetivo	N;NOM;NEUT;PL	N;MASC;PL
ziele	objectivos	ziel	objectivo	N;NOM;NEUT;PL	N;MASC;PL
ziele	gols	ziel	gol	N;NOM;NEUT;PL	N;MASC;PL
ziele	metas	ziel	meta	N;NOM;NEUT;PL	N;FEM;PL
ziele	golos	ziel	golo	N;NOM;NEUT;PL	N;MASC;PL
ziele	objetivos	ziel	objetivo	N;NOM;NEUT;PL	N;MASC;PL
ziele	objectivos	ziel	objectivo	N;NOM;NEUT;PL	N;MASC;PL
ziele	destinos	ziel	destino	N;NOM;NEUT;PL	N;MASC;PL
handelte	atuou	handeln	atuar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
handelte	agiu	handeln	agir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
bühne	palco	bühnen	palco	N;FEM;SG	N;MASC;SG
bühne	etapa	bühnen	etapa	N;FEM;SG	N;FEM;SG
kandidaten	concorrentes	kandidat	concorrente	N;NOM;PL	N;MASC;PL
kandidaten	competidores	kandidat	competidor	N;NOM;PL	N;MASC;PL
kandidaten	candidatas	kandidat	candidatar	N;NOM;PL	N;FEM;PL
kandidaten	candidatos	kandidat	candidato	N;NOM;PL	N;MASC;PL
kandidaten	candidatos	kandidat	candidato	N;NOM;PL	N;MASC;PL
interessiert	interessada	interessieren	interessado	ADJ	ADJ;FEM;SG
interessiert	interessado	interessieren	interessado	ADJ	ADJ;MASC;SG
aktiven	ativo	aktiv	ativo	ADJ	ADJ;MASC;SG
aktiven	activo	aktiv	activo	ADJ	ADJ;MASC;SG
aktiven	ativa	aktiv	ativo	ADJ	ADJ;FEM;SG
aktiven	activa	aktiv	activo	ADJ	ADJ;FEM;SG
kleines	pequeno	klein	pequeno	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
kleines	pequena	klein	pequeno	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
hören	ouvir	hören	ouvir	V;NFIN	V;NFIN
hören	escutar	hören	escutar	V;NFIN	V;NFIN
hören	ouvindo	hören	ouvir	V;NFIN	V;V.MSDR
hören	escutando	hören	escutar	V;NFIN	V;V.MSDR
hören	ouvir	hören	ouvir	V;NFIN	V;NFIN
hören	ouça	hören	ouçar	V;NFIN	V;SBJV;SG;3;PRS;FIN
hören	ouve	hören	ouvir	V;NFIN	V;IND;SG;3;PRS;FIN
passt	encaixa	passen	encaixa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dokumentation	documentação	dokumentation	documentação	N;NOM;FEM;SG	N;FEM;SG
dokumentation	documentário	dokumentation	documentário	N;NOM;FEM;SG	N;MASC;SG
format	formato	format	formato	N;NOM;NEUT;SG	N;MASC;SG
format	formatação	format	formatação	N;NOM;NEUT;SG	N;FEM;SG
voll	cheia	voll	cheio	ADJ	ADJ;FEM;SG
voll	plena	voll	pleno	ADJ	ADJ;FEM;SG
voll	pleno	voll	pleno	ADJ	ADJ;MASC;SG
voll	cheio	voll	cheio	ADJ	ADJ;MASC;SG
voll	cheio	voll	cheio	ADJ	ADJ;MASC;SG
anerkannt	reconhecido	anerkennen	reconhecer	V;V.PTCP	V;MASC;SG;V.PTCP
anerkannt	reconheceu	anerkennen	reconhecer	V;V.PTCP	V;IND;SG;3;PST;FIN
anerkannt	reconhecidos	anerkennen	reconhecer	V;V.PTCP	V;MASC;PL;V.PTCP
anerkannt	reconhecida	anerkennen	reconhecer	V;V.PTCP	V;FEM;SG;V.PTCP
anerkannt	reconhecido	anerkennen	reconhecer	V;V.PTCP	V;MASC;SG;V.PTCP
anerkannt	reconhecidas	anerkennen	reconhecer	V;V.PTCP	V;FEM;PL;V.PTCP
anerkannt	reconhecidos	anerkennen	reconhecer	V;V.PTCP	V;MASC;PL;V.PTCP
anerkannt	reconhecida	anerkennen	reconhecer	V;V.PTCP	V;FEM;SG;V.PTCP
anerkannt	reconhecido	anerkennen	reconhecer	V;V.PTCP	V;MASC;SG;V.PTCP
anerkannt	reconheci	anerkennen	reconhecer	V;V.PTCP	V;IND;SG;1;PST;FIN
anerkannt	reconhecidas	anerkennen	reconhecer	V;V.PTCP	V;FEM;PL;V.PTCP
anerkannt	reconhecidos	anerkennen	reconhecer	V;V.PTCP	V;MASC;PL;V.PTCP
anerkannt	reconhecida	anerkennen	reconhecer	V;V.PTCP	V;FEM;SG;V.PTCP
gewinn	lucro	gewinn	lucro	N	N;MASC;SG
gewinn	lucros	gewinn	lucro	N	N;MASC;PL
gewinn	win	gewinn	win	N	N;MASC;SG
gewinn	vitória	gewinn	vitória	N	N;FEM;SG
gewinn	ganhos	gewinn	ganho	N	N;MASC;PL
gewinn	ganhos	gewinn	ganho	N	N;MASC;PL
gewinn	lucro	gewinn	lucro	N	N;MASC;SG
gewinn	lucros	gewinn	lucro	N	N;MASC;PL
befördert	promovido	befördern	promover	V;V.PTCP	V;MASC;SG;V.PTCP
befördert	promovidos	befördern	promover	V;V.PTCP	V;MASC;PL;V.PTCP
befördert	promovidas	befördern	promover	V;V.PTCP	V;FEM;PL;V.PTCP
befördert	promovida	befördern	promover	V;V.PTCP	V;FEM;SG;V.PTCP
befördert	transportado	befördern	transportar	V;V.PTCP	V;MASC;SG;V.PTCP
befördert	transportados	befördern	transportar	V;V.PTCP	V;MASC;PL;V.PTCP
befördert	transportada	befördern	transportar	V;V.PTCP	V;FEM;SG;V.PTCP
befördert	transportadas	befördern	transportar	V;V.PTCP	V;FEM;PL;V.PTCP
umgebaut	reconstruído	umbauen	reconstruir	V;V.PTCP	V;MASC;SG;V.PTCP
umgebaut	reconstruída	umbauen	reconstruir	V;V.PTCP	V;FEM;SG;V.PTCP
umgebaut	reconstruiu	umbauen	reconstruir	V;V.PTCP	V;IND;SG;3;PST;FIN
umgebaut	converteu	umbauen	converter	V;V.PTCP	V;IND;SG;3;PST;FIN
umgebaut	convertido	umbauen	converter	V;V.PTCP	V;MASC;SG;V.PTCP
umgebaut	convertida	umbauen	converter	V;V.PTCP	V;FEM;SG;V.PTCP
umgebaut	convertidas	umbauen	converter	V;V.PTCP	V;FEM;PL;V.PTCP
umgebaut	convertidos	umbauen	converter	V;V.PTCP	V;MASC;PL;V.PTCP
ständig	contínuas	ständig	contínuo	ADJ	ADJ;FEM;PL
erreichten	alcançadas	erreichen	alcançar	V;IND;PL;3;PST;FIN	V;FEM;PL;V.PTCP
bereit	pronto	bereit	pronto	ADJ	ADJ;MASC;SG
bereit	pronta	bereit	pronto	ADJ	ADJ;FEM;SG
bereit	prontos	bereit	pronto	ADJ	ADJ;MASC;PL
bereit	disposta	bereit	disposto	ADJ	ADJ;FEM;SG
bereit	dispostos	bereit	disposto	ADJ	ADJ;MASC;PL
persönlichkeiten	celebridades	persönlichkeit	celebridade	N;NOM;FEM;PL	N;FEM;PL
persönlichkeiten	personalidades	persönlichkeit	personalidade	N;NOM;FEM;PL	N;FEM;PL
langer	longa	lang	longo	ADJ	ADJ;FEM;SG
langer	longos	lang	longo	ADJ	ADJ;MASC;PL
gesprochen	falados	sprechen	falar	V;V.PTCP	V;MASC;PL;V.PTCP
gesprochen	falou	sprechen	falar	V;V.PTCP	V;IND;SG;3;PST;FIN
gesprochen	falado	sprechen	falar	V;V.PTCP	V;MASC;SG;V.PTCP
gesprochen	falada	sprechen	falar	V;V.PTCP	V;FEM;SG;V.PTCP
gesprochen	faladas	sprechen	falar	V;V.PTCP	V;FEM;PL;V.PTCP
gesprochen	falou	sprechen	falar	V;V.PTCP	V;IND;SG;3;PST;FIN
gesprochen	conversado	sprechen	conversar	V;V.PTCP	V;MASC;SG;V.PTCP
gesprochen	falou	sprechen	falar	V;V.PTCP	V;IND;SG;3;PST;FIN
gesprochen	falaram	sprechen	falar	V;V.PTCP	V;IND;PL;3;FIN
gesprochen	falava	sprechen	falar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
erzeugt	cria	erzeugen	criar	V;V.PTCP	V;IND;SG;3;PRS;FIN
erzeugt	gera	erzeugen	gerar	V;V.PTCP	V;IND;SG;3;PRS;FIN
erzeugt	criadas	erzeugen	criar	V;V.PTCP	V;FEM;PL;V.PTCP
erzeugt	criada	erzeugen	criar	V;V.PTCP	V;FEM;SG;V.PTCP
erzeugt	criado	erzeugen	criar	V;V.PTCP	V;MASC;SG;V.PTCP
erzeugt	criados	erzeugen	criar	V;V.PTCP	V;MASC;PL;V.PTCP
erzeugt	criou	erzeugen	criar	V;V.PTCP	V;IND;SG;3;PST;FIN
erzeugt	produzidos	erzeugen	produzir	V;V.PTCP	V;MASC;PL;V.PTCP
erzeugt	produziu	erzeugen	produzir	V;V.PTCP	V;IND;SG;3;PST;FIN
erzeugt	produzida	erzeugen	produzir	V;V.PTCP	V;FEM;SG;V.PTCP
erzeugt	produzidas	erzeugen	produzir	V;V.PTCP	V;FEM;PL;V.PTCP
erzeugt	produzido	erzeugen	produzir	V;V.PTCP	V;MASC;SG;V.PTCP
erzeugt	gerados	erzeugen	gerar	V;V.PTCP	V;MASC;PL;V.PTCP
erzeugt	gerado	erzeugen	gerar	V;V.PTCP	V;MASC;SG;V.PTCP
erzeugt	gerada	erzeugen	gerar	V;V.PTCP	V;FEM;SG;V.PTCP
erzeugt	geradas	erzeugen	gerar	V;V.PTCP	V;FEM;PL;V.PTCP
rollen	rolar	roll	rolar	V;NFIN	V;NFIN
beteiligung	afluência	Beteiligung	afluência	N;NOM;FEM;SG	N;FEM;SG
beteiligung	participação	Beteiligung	participação	N;NOM;FEM;SG	N;FEM;SG
beteiligung	envolvimento	Beteiligung	envolvimento	N;NOM;FEM;SG	N;MASC;SG
beteiligung	participação	Beteiligung	participação	N;NOM;FEM;SG	N;FEM;SG
meint	significa	meinen	significar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
breiten	ampla	breit	ampla	ADJ;SG	ADJ;FEM;SG
breiten	amplo	breit	amplo	ADJ;SG	ADJ;MASC;SG
breiten	vasto	breit	vasto	ADJ;SG	ADJ;MASC;SG
breiten	ampla	breit	ampla	ADJ;SG	ADJ;FEM;SG
breiten	amplo	breit	amplo	ADJ;SG	ADJ;MASC;SG
träger	portadora	träger	portadora	ADJ	ADJ;FEM;SG
bands	bandas	bands	banda	N;NOM;FEM;PL	N;FEM;PL
unterschiedlich	variável	unterschiedlich	variável	ADJ	ADJ;MASC;SG
unterschiedlich	diferente	unterschiedlich	diferente	ADJ	ADJ;MASC;SG
unterschiedlich	diferentes	unterschiedlich	diferente	ADJ	ADJ;MASC;PL
siege	cerco	siegen	cerco	N;NOM	N;MASC;SG
siege	vitórias	siegen	vitória	N;NOM	N;FEM;PL
volkszählung	recenseamento	volkszählung	recenseamento	N;SG	N;MASC;SG
volkszählung	censo	volkszählung	censo	N;SG	N;MASC;SG
klub	club	klub	club	N;NOM;MASC;SG	N;MASC;SG
klub	clube	klub	clube	N;NOM;MASC;SG	N;MASC;SG
klub	klub	klub	klub	N;NOM;MASC;SG	N;MASC;SG
dach	telhado	dach	telhar	N;NOM;NEUT;SG	N;MASC;SG
dach	telhado	dach	telhar	N;NOM;NEUT;SG	N;MASC;SG
dach	teto	dach	teto	N;NOM;NEUT;SG	N;MASC;SG
lernte	aprendeu	lernen	aprender	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
lernte	aprendido	lernen	aprender	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
lernte	aprendeu	lernen	aprender	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
lernte	aprendido	lernen	aprender	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
altstadt	histórico	altstadt	histórico	ADJ	ADJ;MASC;SG
altstadt	históricas	altstadt	histórico	ADJ	ADJ;FEM;PL
altstadt	histórica	altstadt	histórico	ADJ	ADJ;FEM;SG
altstadt	históricos	altstadt	histórico	ADJ	ADJ;MASC;PL
altstadt	velho	altstadt	velho	ADJ	ADJ;MASC;SG
altstadt	antigo	altstadt	antigo	ADJ	ADJ;MASC;SG
altstadt	velha	altstadt	velho	ADJ	ADJ;FEM;SG
basiert	baseado	basieren	basear	V;V.PTCP	V;MASC;SG;V.PTCP
basiert	baseados	basieren	basear	V;V.PTCP	V;MASC;PL;V.PTCP
vorhandenen	existentes	vorhanden	existente	ADJ;PL	ADJ;MASC;PL
einst	outrora	einst	outrora	ADV	ADV
entgegen	contrário	entgegen	contrário	ADV	ADV
real	verdadeiro	real	verdadeiro	ADJ	ADJ;MASC;SG
real	verdadeiros	real	verdadeiro	ADJ	ADJ;MASC;PL
real	verdadeira	real	verdadeiro	ADJ	ADJ;FEM;SG
sagte	disse	sagen	dizer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
sagte	contada	sagen	contar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
analyse	analítica	analyse	analítico	N;NOM;FEM;SG	N;FEM;SG
analyse	análise	analyse	análise	N;NOM;FEM;SG	N;FEM;SG
analyse	analise	analyse	analisar	N;NOM;FEM;SG	N;FEM;SG
analyse	analise	analyse	analisar	N;NOM;FEM;SG	N;FEM;SG
analyse	análise	analyse	análise	N;NOM;FEM;SG	N;FEM;SG
falsche	incorretas	falsch	incorreta	ADJ;NOM;FEM;PL	ADJ;FEM;PL
falsche	falsas	falsch	falso	ADJ;NOM;FEM;PL	ADJ;FEM;PL
ausstellungen	feiras	ausstellingen	feira	N;NOM;FEM;PL	N;FEM;PL
ausstellungen	exibições	ausstellingen	exibição	N;NOM;FEM;PL	N;FEM;PL
ausstellungen	feiras	ausstellingen	feira	N;NOM;FEM;PL	N;FEM;PL
ausstellungen	exposições	ausstellingen	exposição	N;NOM;FEM;PL	N;FEM;PL
ausstellungen	exposições	ausstellingen	exposição	N;NOM;FEM;PL	N;FEM;PL
ausstellungen	exposições	ausstellingen	exposição	N;NOM;FEM;PL	N;FEM;PL
schlug	sugerida	schlagen	sugerir	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
schlug	sugerido	schlagen	sugerir	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
schlug	sugeriu	schlagen	sugerir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
kurzer	curto	kurz	curto	ADJ	ADJ;MASC;SG
kurzer	curtas	kurz	curto	ADJ	ADJ;FEM;PL
kurzer	curta	kurz	curto	ADJ	ADJ;FEM;SG
bearbeitung	edit	bearbeitung	edit	N;NOM;FEM;SG	N;MASC;SG
bearbeitung	edição	bearbeitung	edição	N;NOM;FEM;SG	N;FEM;SG
bearbeitung	processamento	bearbeitung	processamento	N;NOM;FEM;SG	N;MASC;SG
bearbeitung	transformação	bearbeitung	transformação	N;NOM;FEM;SG	N;FEM;SG
gedacht	pensei	denken|gedenken	pensar	V;V.PTCP	V;IND;SG;1;PST;FIN
gedacht	pensado	denken|gedenken	pensar	V;V.PTCP	V;MASC;SG;V.PTCP
gedacht	pensou	denken|gedenken	pensar	V;V.PTCP	V;IND;SG;3;PST;FIN
gedacht	imaginei	denken|gedenken	imaginar	V;V.PTCP	V;IND;SG;1;PST;FIN
gedacht	imaginou	denken|gedenken	imaginar	V;V.PTCP	V;IND;SG;3;PST;FIN
gedacht	imaginava	denken|gedenken	imaginar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
gedacht	imaginado	denken|gedenken	imaginar	V;V.PTCP	V;MASC;SG;V.PTCP
vierte	quarta	viert	quarto	ADJ;NOM;FEM;SG	ADJ;FEM;SG
denken	pensando	denken	pensar	V;NFIN	V;V.MSDR
denken	pensar	denken	pensar	V;NFIN	V;NFIN
denken	pensando	denken	pensar	V;NFIN	V;V.MSDR
denken	pense	denken	pensar	V;NFIN	V;SBJV;SG;3;PRS;FIN
denken	pensem	denken	pensar	V;NFIN	V;SBJV;PL;3;PRS;FIN
denken	pensa	denken	pensar	V;NFIN	V;IND;SG;3;PRS;FIN
denken	pensar	denken	pensar	V;NFIN	V;NFIN
täglich	quotidiana	täglich	quotidiano	ADJ	ADJ;FEM;SG
täglich	diários	täglich	diário	ADJ	ADJ;MASC;PL
abgelehnt	recusou	ablehnen	recusar	V;V.PTCP	V;IND;SG;3;PST;FIN
abgelehnt	recusada	ablehnen	recusar	V;V.PTCP	V;FEM;SG;V.PTCP
abgelehnt	recusado	ablehnen	recusar	V;V.PTCP	V;MASC;SG;V.PTCP
abgelehnt	rejeitados	ablehnen	rejeitar	V;V.PTCP	V;MASC;PL;V.PTCP
abgelehnt	rejeitado	ablehnen	rejeitar	V;V.PTCP	V;MASC;SG;V.PTCP
abgelehnt	rejeitada	ablehnen	rejeitar	V;V.PTCP	V;FEM;SG;V.PTCP
abgelehnt	rejeitadas	ablehnen	rejeitar	V;V.PTCP	V;FEM;PL;V.PTCP
abgelehnt	recusado	ablehnen	recusar	V;V.PTCP	V;MASC;SG;V.PTCP
abgelehnt	negado	ablehnen	negar	V;V.PTCP	V;MASC;SG;V.PTCP
abgelehnt	negou	ablehnen	negar	V;V.PTCP	V;IND;SG;3;PST;FIN
abgelehnt	negada	ablehnen	negar	V;V.PTCP	V;FEM;SG;V.PTCP
abgelehnt	recusada	ablehnen	recusar	V;V.PTCP	V;FEM;SG;V.PTCP
abgelehnt	reprovado	ablehnen	reprovar	V;V.PTCP	V;MASC;SG;V.PTCP
abgelehnt	recusou	ablehnen	recusar	V;V.PTCP	V;IND;SG;3;PST;FIN
abgelehnt	recusada	ablehnen	recusar	V;V.PTCP	V;FEM;SG;V.PTCP
abgelehnt	recusado	ablehnen	recusar	V;V.PTCP	V;MASC;SG;V.PTCP
laufen	executando	laufen	executar	V;NFIN	V;V.MSDR
laufen	correndo	laufen	correr	V;NFIN	V;V.MSDR
laufen	executar	laufen	executar	V;NFIN	V;NFIN
laufen	corra	laufen	corra	V;NFIN	V;SBJV;SG;3;PRS;FIN
laufen	correr	laufen	correr	V;NFIN	V;NFIN
laufen	corre	laufen	correr	V;NFIN	V;IND;SG;3;PRS;FIN
schließt	fecha	schließen	fechar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
schließt	conclui	schließen	concluir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ermöglichen	permitindo	ermöglichen	permitir	V;NFIN	V;V.MSDR
ermöglichen	ativar	ermöglichen	ativar	V;NFIN	V;NFIN
ermöglichen	activar	ermöglichen	activar	V;NFIN	V;NFIN
ermöglichen	habilitar	ermöglichen	habilitar	V;NFIN	V;NFIN
ermöglichen	permitir	ermöglichen	permitir	V;NFIN	V;NFIN
ermöglichen	permita	ermöglichen	permitir	V;NFIN	V;SBJV;SG;3;PRS;FIN
passiert	acontece	passieren	acontecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
passiert	acontecer	passieren	acontecer	V;IND;SG;3;PRS;FIN	V;NFIN
passiert	acontecendo	passieren	acontecer	V;IND;SG;3;PRS;FIN	V;V.MSDR
fahren	conduzir	fahren	conduzir	V;NFIN	V;NFIN
fahren	conduza	fahren	conduzir	V;NFIN	V;SBJV;SG;3;PRS;FIN
fahren	conduz	fahren	conduzir	V;NFIN	V;IND;SG;3;PRS;FIN
fahren	conduzir	fahren	conduzir	V;NFIN	V;NFIN
fahren	dirigindo	fahren	dirigir	V;NFIN	V;V.MSDR
fahren	conduzindo	fahren	conduzir	V;NFIN	V;V.MSDR
versteht	entende	verstehen	entender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
versteht	compreende	verstehen	compreender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gewicht	peso	wechen	peso	N;NOM;NEUT;SG	N;MASC;SG
erhöht	aumenta	erhöhen	aumentar	V;V.PTCP	V;IND;SG;3;PRS;FIN
erhöht	criado	erhöhen	criar	V;V.PTCP	V;MASC;SG;V.PTCP
erhöht	aumentado	erhöhen	aumentar	V;V.PTCP	V;MASC;SG;V.PTCP
erhöht	aumentados	erhöhen	aumentar	V;V.PTCP	V;MASC;PL;V.PTCP
erhöht	aumentou	erhöhen	aumentar	V;V.PTCP	V;IND;SG;3;PST;FIN
erhöht	aumentada	erhöhen	aumentar	V;V.PTCP	V;FEM;SG;V.PTCP
erhöht	elevado	erhöhen	elevar	V;V.PTCP	V;MASC;SG;V.PTCP
erhöht	elevada	erhöhen	elevar	V;V.PTCP	V;FEM;SG;V.PTCP
erhöht	elevados	erhöhen	elevar	V;V.PTCP	V;MASC;PL;V.PTCP
absolut	absolutamente	absolut	absolutamente	ADV	ADV
absolut	totalmente	absolut	totalmente	ADV	ADV
absolut	completamente	absolut	completamente	ADV	ADV
ergeben	rendeu	ergeben	render	V;V.PTCP	V;IND;SG;3;PST;FIN
ergeben	rendido	ergeben	render	V;V.PTCP	V;MASC;SG;V.PTCP
ergeben	devolvidas	ergeben	devolver	V;V.PTCP	V;FEM;PL;V.PTCP
ergeben	render	ergeben	render	V;V.PTCP	V;NFIN
glück	fortuna	glück	fortuna	N;NOM;SG	N;FEM;SG
glück	fortune	glück	fortune	N;NOM;SG	N;MASC;SG
glück	sortuda	glück	sortuda	N;NOM;SG	N;FEM;SG
glück	sorte	glück	sorte	N;NOM;SG	N;FEM;SG
glück	lucky	glück	lucky	N;NOM;SG	N;MASC;SG
glück	sortudo	glück	sortudo	N;NOM;SG	N;MASC;SG
glück	felicidade	glück	felicidade	N;NOM;SG	N;FEM;SG
glück	sorte	glück	sorte	N;NOM;SG	N;FEM;SG
glück	luck	glück	luck	N;NOM;SG	N;MASC;SG
umwelt	ambiente	umwelt	ambiente	N;NOM;FEM;SG	N;MASC;SG
reisen	viaja	reisen	viajar	V;NFIN	V;IND;SG;3;PRS;FIN
reisen	viajar	reisen	viajar	V;NFIN	V;NFIN
reisen	viaje	reisen	viaje	V;NFIN	V;SBJV;SG;3;PRS;FIN
reisen	viajando	reisen	viajar	V;NFIN	V;V.MSDR
reisen	viajar	reisen	viajar	V;NFIN	V;NFIN
zugänglich	acessível	zugänglich	acessível	ADJ	ADJ;MASC;SG
zugänglich	acessíveis	zugänglich	acessível	ADJ	ADJ;MASC;PL
urteil	julgamento	urteil	julgamento	N;SG	N;MASC;SG
urteil	veredito	urteil	vereditar	N;SG	N;MASC;SG
urteil	veredicto	urteil	veredicto	N;SG	N;MASC;SG
urteil	juízo	urteil	juízo	N;SG	N;MASC;SG
urteil	julgamento	urteil	julgamento	N;SG	N;MASC;SG
urteil	acórdão	urteil	acórdão	N;SG	N;MASC;SG
wichtigste	principal	wichtig	principal	ADJ;NOM;FEM;SG	ADJ;MASC;SG
internationaler	internacional	international	internacional	ADJ	ADJ;MASC;SG
internationaler	internacionais	international	internacional	ADJ	ADJ;MASC;PL
eingefügt	colado	einfügen	colado	V;V.PTCP	V;MASC;SG;V.PTCP
eingefügt	colou	einfügen	colar	V;V.PTCP	V;IND;SG;3;PST;FIN
eingefügt	inserido	einfügen	inserir	V;V.PTCP	V;MASC;SG;V.PTCP
eingefügt	inseridas	einfügen	inserir	V;V.PTCP	V;FEM;PL;V.PTCP
eingefügt	inseridos	einfügen	inserir	V;V.PTCP	V;MASC;PL;V.PTCP
eingefügt	inserida	einfügen	inserir	V;V.PTCP	V;FEM;SG;V.PTCP
nominierung	nomeação	nominierung	nomeação	N;NOM;FEM;SG	N;FEM;SG
festgelegt	definir	festlegen	definir	V;V.PTCP	V;NFIN
festgelegt	definido	festlegen	definir	V;V.PTCP	V;MASC;SG;V.PTCP
festgelegt	estipulado	festlegen	estipular	V;V.PTCP	V;MASC;SG;V.PTCP
festgelegt	estipulada	festlegen	estipular	V;V.PTCP	V;FEM;SG;V.PTCP
festgelegt	estipulados	festlegen	estipular	V;V.PTCP	V;MASC;PL;V.PTCP
üblichen	habitual	üblich	habitual	ADJ	ADJ;MASC;SG
üblichen	usual	üblich	usual	ADJ	ADJ;MASC;SG
bauen	construindo	bauen	construir	V;NFIN	V;V.MSDR
bauen	construir	bauen	construir	V;NFIN	V;NFIN
bauen	construa	bauen	construo	V;NFIN	V;SBJV;SG;3;PRS;FIN
bauen	constrói	bauen	construir	V;NFIN	V;IND;SG;3;PRS;FIN
bauen	construir	bauen	construir	V;NFIN	V;NFIN
auge	eye	auge	eye	N;NOM;SG	N;MASC;SG
auge	olho	auge	olho	N;NOM;SG	N;MASC;SG
geweiht	ordenados	weihen	ordenado	V;V.PTCP	V;MASC;PL;V.PTCP
geweiht	ordenado	weihen	ordenado	V;V.PTCP	V;MASC;SG;V.PTCP
geweiht	dedicada	weihen	dedicar	V;V.PTCP	V;FEM;SG;V.PTCP
geweiht	dedicados	weihen	dedicar	V;V.PTCP	V;MASC;PL;V.PTCP
geweiht	dedicado	weihen	dedicar	V;V.PTCP	V;MASC;SG;V.PTCP
geweiht	consagrado	weihen	consagrado	V;V.PTCP	V;MASC;SG;V.PTCP
geweiht	consagradas	weihen	consagrado	V;V.PTCP	V;FEM;PL;V.PTCP
geweiht	consagrados	weihen	consagrado	V;V.PTCP	V;MASC;PL;V.PTCP
geweiht	consagrada	weihen	consagrado	V;V.PTCP	V;FEM;SG;V.PTCP
geweiht	santificado	weihen	santificar	V;V.PTCP	V;MASC;SG;V.PTCP
unterschieden	distinguido	unterscheiden	distinguir	V;V.PTCP	V;MASC;SG;V.PTCP
geburt	natividade	geburen	natividade	N;SG	N;FEM;SG
geburt	parto	geburen	parto	N;SG	N;MASC;SG
geburt	parto	geburen	parto	N;SG	N;MASC;SG
geburt	nascimento	geburen	nascimento	N;SG	N;MASC;SG
kommandeur	comandante	kommandeur	comandante	N;SG	N;MASC;SG
systeme	sistemas	system	sistema	N;NOM	N;MASC;PL
prüfung	auditoria	prüfung	auditoria	N;SG	N;FEM;SG
prüfung	teste	prüfung	teste	N;SG	N;MASC;SG
prüfung	ensaio	prüfung	ensaio	N;SG	N;MASC;SG
prüfung	teste	prüfung	teste	N;SG	N;MASC;SG
prüfung	ensaio	prüfung	ensaio	N;SG	N;MASC;SG
prüfung	exame	prüfung	exame	N;SG	N;MASC;SG
prüfung	exame	prüfung	exame	N;SG	N;MASC;SG
vergessen	esquecendo	vergessen	esquecer	V;V.PTCP	V;V.MSDR
vergessen	esqueci	vergessen	esquecer	V;V.PTCP	V;IND;SG;1;PRS;FIN
vergessen	esqueceu	vergessen	esquecer	V;V.PTCP	V;IND;SG;3;PST;FIN
vergessen	esqueça	vergessen	esquecer	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
vergessen	esquecer	vergessen	esquecer	V;V.PTCP	V;NFIN
vergessen	esquece	vergessen	esquecer	V;V.PTCP	V;IND;SG;3;PRS;FIN
vergessen	esquecida	vergessen	esquecer	V;V.PTCP	V;FEM;SG;V.PTCP
vergessen	esqueceu	vergessen	esquecer	V;V.PTCP	V;IND;SG;3;PST;FIN
vergessen	esquecido	vergessen	esquecer	V;V.PTCP	V;MASC;SG;V.PTCP
vergessen	esquecidos	vergessen	esquecer	V;V.PTCP	V;MASC;PL;V.PTCP
bestanden	existiam	bestehen	existir	V;V.PTCP	V;IND;PL;3;IPFV;FIN
bestanden	existia	bestehen	existir	V;V.PTCP	V;IND;SG;3;IPFV;FIN
bestanden	existiram	bestehen	existir	V;V.PTCP	V;IND;PL;3;FIN
bestanden	existiu	bestehen	existir	V;V.PTCP	V;IND;SG;3;PST;FIN
bestanden	existido	bestehen	existir	V;V.PTCP	V;MASC;SG;V.PTCP
