que	että	que	että	CONJ	CONJ
duda	epäilys	duda	epäilys	N;FEM;SG	N;NOM;SG
duda	epäilystä	duda	epäily	N;FEM;SG	N;PRT;SG
pies	jalkojen	pie	jalka	N;MASC;PL	N;GEN;PL
pies	jalat	pie	jalka	N;MASC;PL	N;NOM;PL
pies	varpaat	pie	varvas	N;MASC;PL	N;NOM;PL
ida	ida	ida	ida	N;FEM;SG	N;NOM;SG
metropolitana	metropolitan	metropolitano	metro#politta	N;FEM;SG	N;NOM;SG
url	url	url	url	N;FEM;SG	N;NOM;SG
recorrido	kierros	recorrido	kierros	N;MASC;SG	N;NOM;SG
recorrido	kiertue	recorrido	kiertue	N;MASC;SG	N;NOM;SG
comunista	kommunistinen	comunista	kommunistinen	ADJ;SG	ADJ;NOM;SG
leyenda	legendan	leyenda	legenda	N;FEM;SG	N;GEN;SG
leyenda	taru	leyenda	taru	N;FEM;SG	N;NOM;SG
leyenda	legenda	leyenda	legenda	N;FEM;SG	N;NOM;SG
comedia	komedia	comedia	komedia	N;FEM;SG	N;NOM;SG
barco	laiva	barco	laiva	N;MASC;SG	N;NOM;SG
barco	alusta	barco	alku	N;MASC;SG	N;IN+ABL;SG
barco	aluksen	barco	alus	N;MASC;SG	N;GEN;SG
barco	alus	barco	alus	N;MASC;SG	N;NOM;SG
barco	vene	barco	vene	N;MASC;SG	N;NOM;SG
barco	laiva	barco	laiva	N;MASC;SG	N;NOM;SG
barco	veneen	barco	vene	N;MASC;SG	N;GEN;SG
barco	venettä	barco	vene	N;MASC;SG	N;PRT;SG
mañana	huomenna	mañana	huomenna	ADV	ADV
fotografía	valokuvan	fotografía	valo#kuva	N;FEM;SG	N;GEN;SG
fotografía	valokuva	fotografía	valo#kuva	N;FEM;SG	N;NOM;SG
fotografía	valokuvaus	fotografía	valo#kuvaus	N;FEM;SG	N;NOM;SG
fotografía	kuvaa	fotografía	kuva	N;FEM;SG	N;PRT;SG
fotografía	kuva	fotografía	kuva	N;FEM;SG	N;NOM;SG
fotografía	valokuva	fotografía	valo#kuva	N;FEM;SG	N;NOM;SG
romanos	roomalaisia	romano	roomalainen	N;MASC;PL	N;PRT;PL
romanos	roomalaiset	romano	roomalainen	N;MASC;PL	N;NOM;PL
etiqueta	etiketti	etiqueta	etiketti	N;FEM;SG	N;NOM;SG
etiqueta	merkintä	etiqueta	merkintä	N;FEM;SG	N;NOM;SG
etiqueta	tunniste	etiqueta	tunniste	N;FEM;SG	N;NOM;SG
etiqueta	etiketti	etiqueta	etiketti	N;FEM;SG	N;NOM;SG
ohio	ohion	ohio	ohio	N;MASC;SG	N;GEN;SG
cable	kaapelin	cable	kaapeli	N;MASC;SG	N;GEN;SG
cable	kaapeli	cable	kaapeli	N;MASC;SG	N;NOM;SG
propias	omista	propio	oma	ADJ;FEM;PL	ADJ;IN+ABL;PL
propias	omat	propio	oma	ADJ;FEM;PL	ADJ;NOM;PL
mensaje	viesti	mensaje	viesti	N;MASC;SG	N;NOM;SG
mensaje	viestiä	mensaje	viesti	N;MASC;SG	N;PRT;SG
mensaje	viestin	mensaje	viesti	N;MASC;SG	N;GEN;SG
hugo	hugo	hugo	hugo	N;MASC;SG	N;NOM;SG
décadas	vuosikymmeniä	década	vuosikymmen	N;FEM;PL	N;PRT;PL
décadas	vuosikymmenten	década	vuosi#kymmen	N;FEM;PL	N;GEN;PL
décadas	vuosikymmenien	década	vuosikymmen	N;FEM;PL	N;GEN;PL
poderes	voimia	poder	voima	N;MASC;PL	N;PRT;PL
poderes	valtuudet	poder	valtuus	N;MASC;PL	N;NOM;PL
poderes	voimat	poder	voima	N;MASC;PL	N;NOM;PL
permanente	pysyvää	permanente	pysyvä	ADJ;SG	ADJ;PRT;SG
permanente	vakituinen	permanente	vakituinen	ADJ;SG	ADJ;NOM;SG
permanente	pysyvä	permanente	pysyvä	ADJ;SG	ADJ;NOM;SG
antiguas	muinaiset	antiguo	muinainen	ADJ;FEM;PL	ADJ;NOM;PL
química	kemikaali	química	kemikaali	N;FEM;SG	N;NOM;SG
química	kemia	química	kemata	N;FEM;SG	N;NOM;SG
química	kemian	química	kemia	N;FEM;SG	N;GEN;SG
química	kemiaa	química	kemia	N;FEM;SG	N;PRT;SG
plataforma	alusta	plataforma	alku	N;FEM;SG	N;IN+ABL;SG
plataforma	foorumi	plataforma	foorumi	N;FEM;SG	N;NOM;SG
plataforma	alustan	plataforma	alusta	N;FEM;SG	N;GEN;SG
plataforma	laituri	plataforma	laituri	N;FEM;SG	N;NOM;SG
razones	syyt	razón	syy	N;FEM;PL	N;NOM;PL
razones	syitä	razón	syy	N;FEM;PL	N;PRT;PL
poblaciones	varastot	población	varasto	N;FEM;PL	N;NOM;PL
poblaciones	osakkeet	población	osake	N;FEM;PL	N;NOM;PL
poblaciones	kannat	población	kanta	N;FEM;PL	N;NOM;PL
potencia	hevosvoimaa	potencia	hevos#voima	N;FEM;SG	N;PRT;SG
potencia	teho	potencia	teho	N;FEM;SG	N;NOM;SG
potencia	power	potencia	power	N;FEM;SG	N;NOM;SG
potencia	voima	potencia	voima	N;FEM;SG	N;NOM;SG
potencia	valta	potencia	valta	N;FEM;SG	N;NOM;SG
potencia	valtaa	potencia	valta	N;FEM;SG	N;PRT;SG
espíritu	hengen	espíritu	henki	N;MASC;SG	N;GEN;SG
espíritu	henki	espíritu	henki	N;MASC;SG	N;NOM;SG
artístico	taiteellinen	artístico	taiteellinen	ADJ;MASC;SG	ADJ;NOM;SG
house	house	house	house	N;MASC;SG	N;NOM;SG
house	talo	house	talo	N;MASC;SG	N;NOM;SG
house	talon	house	talo	N;MASC;SG	N;GEN;SG
vivió	asunut	vivir	asua	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
vivió	asui	vivir	asua	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
vivió	elänyt	vivir	elää	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
rol	roolin	rol	rooli	N;MASC;SG	N;GEN;SG
rol	rooli	rol	rooli	N;MASC;SG	N;NOM;SG
tren	juna	tren	juna	N;MASC;SG	N;NOM;SG
tren	junalla	tren	juna	N;MASC;SG	N;AT+ESS
;SG
tren	junan	tren	juna	N;MASC;SG	N;GEN;SG
misiones	tehtäviä	misión	tehtävä	N;FEM;PL	N;PRT;PL
misiones	tehtävät	misión	tehtävä	N;FEM;PL	N;NOM;PL
princesa	prinsessa	princesa	prinsessa	N;FEM;SG	N;NOM;SG
college	college	collegar	college	N;MASC;SG	N;NOM;SG
college	korkeakoulu	collegar	korkea#koulu	N;MASC;SG	N;NOM;SG
college	yliopisto	collegar	yli#opisto	N;MASC;SG	N;NOM;SG
audiencia	yleisö	audiencia	yleisö	N;FEM;SG	N;NOM;SG
audiencia	kohderyhmä	audiencia	kohde#ryhmä	N;FEM;SG	N;NOM;SG
audiencia	kohderyhmän	audiencia	kohde#ryhmä	N;FEM;SG	N;GEN;SG
audiencia	kohderyhmää	audiencia	kohde#ryhmä	N;FEM;SG	N;PRT;SG
audiencia	yleisöä	audiencia	yleisö	N;FEM;SG	N;PRT;SG
entrega	jakelu	entrega	jakelu	N;FEM;SG	N;NOM;SG
entrega	toimitus	entrega	toimitus	N;FEM;SG	N;NOM;SG
invasión	hyökkäys	invasión	hyökkäys	N;FEM;SG	N;NOM;SG
invasión	hyökkäyksen	invasión	hyökkäys	N;FEM;SG	N;GEN;SG
límites	rajojen	límite	raja	N;MASC;PL	N;GEN;PL
límites	rajoja	límite	raja	N;MASC;PL	N;PRT;PL
límites	rajat	límite	raja	N;MASC;PL	N;NOM;PL
límites	rajoitukset	límite	rajoitus	N;MASC;PL	N;NOM;PL
límites	rajat	límite	raja	N;MASC;PL	N;NOM;PL
enseñanza	opettaminen	enseñanza	opettaminen	N;FEM;SG	N;NOM;SG
enseñanza	opetus	enseñanza	opetus	N;FEM;SG	N;NOM;SG
enseñanza	opetusta	enseñanza	opetus	N;FEM;SG	N;PRT;SG
enseñanza	koulutus	enseñanza	koulutus	N;FEM;SG	N;NOM;SG
asteroides	asteroidit	asteroid	asteroida	N;MASC;PL	N;NOM;PL
corta	lyhyt	corto	lyhyt	ADJ;FEM;SG	ADJ;NOM;SG
reunión	kokoontuminen	reunión	kokoontuminen	N;FEM;SG	N;NOM;SG
reunión	tapaaminen	reunión	tapaaminen	N;FEM;SG	N;NOM;SG
reunión	kokous	reunión	kokous	N;FEM;SG	N;NOM;SG
representantes	edustajat	representante	edustaja	N;PL	N;NOM;PL
representantes	edustajien	representante	edustaja	N;PL	N;GEN;PL
representantes	edustajia	representante	edustaja	N;PL	N;PRT;PL
frank	frankin	frank	frankki	N;SG	N;GEN;SG
programación	aikataulun	programación	aika#taulu	N;FEM;SG	N;GEN;SG
programación	aikataulu	programación	aika#taulu	N;FEM;SG	N;NOM;SG
programación	ajasta	programación	aika	N;FEM;SG	N;IN+ABL;SG
programación	ohjelmointi	programación	ohjelmointi	N;FEM;SG	N;NOM;SG
programación	aikataulu	programación	aika#taulu	N;FEM;SG	N;NOM;SG
entidad	olio	entidad	olio	N;FEM;SG	N;NOM;SG
compañeros	kumppaneita	compañero	kumppani	N;MASC;PL	N;PRT;PL
compañeros	yhteistyökumppanit	compañero	yhteis#työ#kumppani	N;MASC;PL	N;NOM;PL
compañeros	kumppanit	compañero	kumppani	N;MASC;PL	N;NOM;PL
compañeros	kollegat	compañero	kollega	N;MASC;PL	N;NOM;PL
compañeros	toverit	compañero	toveri	N;MASC;PL	N;NOM;PL
animal	eläin	animal	eläin	N;MASC;SG	N;NOM;SG
animal	eläintä	animal	eläin	N;MASC;SG	N;PRT;SG
escultura	veistos	escultura	veistos	N;FEM;SG	N;NOM;SG
destacar	korostaa	destacar	korostaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
destacar	korosta	destacar	korko	V;NFIN	V;IMP;SG;2;FIN;ACT
motivos	syyt	motivo	syy	N;MASC;PL	N;NOM;PL
motivos	syitä	motivo	syy	N;MASC;PL	N;PRT;PL
motivos	motiiveja	motivo	motiivi	N;MASC;PL	N;PRT;PL
espacios	tilat	espacio	tila	N;MASC;PL	N;NOM;PL
introducción	esittely	introducción	esittely	N;FEM;SG	N;NOM;SG
introducción	käyttöönotto	introducción	käyttöön#otto	N;FEM;SG	N;NOM;SG
introducción	johdanto	introducción	johdanto	N;FEM;SG	N;NOM;SG
introducción	intro	introducción	intro	N;FEM;SG	N;NOM;SG
introducción	esittely	introducción	esittely	N;FEM;SG	N;NOM;SG
fuertes	vahvat	fuerte	vahva	ADJ;PL	ADJ;NOM;PL
bases	tietokannat	base	tieto#kanta	N;PL	N;NOM;PL
bases	tietokantojen	base	tieto#kanta	N;PL	N;GEN;PL
bases	tietokantoja	base	tieto#kanta	N;PL	N;PRT;PL
bases	tietokantoihin	base	tieto#kanta	N;PL	N;IN+ALL;PL
sureste	kaakkoon	sureste	kaakko	N;MASC;SG	N;IN+ALL;SG
sureste	kaakkois	sureste	kaakkois	N;MASC;SG	N;NOM;SG
sureste	kaakkois	sureste	kaakkois	N;MASC;SG	N;NOM;SG
bretaña	brittany	bretaña	brittany	N;FEM;SG	N;NOM;SG
chino	chino	chino	chino	N;MASC;SG	N;NOM;SG
chino	kiinan	chino	kiina	N;MASC;SG	N;GEN;SG
chino	kiina	chino	kiina	N;MASC;SG	N;NOM;SG
chino	kiinalaista	chino	kiinalainen	N;MASC;SG	N;PRT;SG
entorno	ympäristön	entorno	ympäristö	N;MASC;SG	N;GEN;SG
entorno	ympäristö	entorno	ympäristö	N;MASC;SG	N;NOM;SG
entorno	ympäristössä	entorno	ympäristö	N;MASC;SG	N;IN+ESS;SG
récord	levy	récord	levy	N;MASC;SG	N;NOM;SG
récord	ennätys	récord	ennätys	N;MASC;SG	N;NOM;SG
fauna	eläimistön	fauna	eläimistö	N;FEM;SG	N;GEN;SG
raíz	root	raíz	root	N;FEM;SG	N;NOM;SG
profundidad	syvyys	profundidad	syvyys	N;FEM;SG	N;NOM;SG
profundidad	syvyyteen	profundidad	syvyys	N;FEM;SG	N;IN+ALL;SG
sirve	palvelee	servir	palvella	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
japonesa	japanilainen	japonés	japanilainen	ADJ;FEM;SG	ADJ;NOM;SG
crea	luoda	creer	luoda	V;SBJV;SG;3;FIN	V;SG;NFIN;ACT
científicos	tutkijoita	científico	tutkija	N;MASC;PL	N;PRT;PL
científicos	tiedemiehet	científico	tiede#mies	N;MASC;PL	N;NOM;PL
científicos	tutkijat	científico	tutkija	N;MASC;PL	N;NOM;PL
científicos	tiedemiehiä	científico	tiede#mies	N;MASC;PL	N;PRT;PL
cabe	sopii	caber	sopia	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
cabe	mahtuu	caber	mahtua	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
universidades	yliopistoja	universidad	yli#opisto	N;FEM;PL	N;PRT;PL
universidades	yliopistot	universidad	yli#opisto	N;FEM;PL	N;NOM;PL
universidades	yliopistojen	universidad	yli#opisto	N;FEM;PL	N;GEN;PL
universidades	korkeakoulut	universidad	korkea#koulu	N;FEM;PL	N;NOM;PL
termina	päättyy	terminar	päättyä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
termina	loppuu	terminar	loppua	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
ciudadanos	kansalaisten	ciudadano	kansalainen	N;MASC;PL	N;GEN;PL
ciudadanos	kansalaisia	ciudadano	kansa#lainen	N;MASC;PL	N;PRT;PL
ciudadanos	kansalaiset	ciudadano	kansalainen	N;MASC;PL	N;NOM;PL
símbolo	symbolin	símbolo	symboli	N;MASC;SG	N;GEN;SG
símbolo	symboli	símbolo	symboli	N;MASC;SG	N;NOM;SG
símbolo	tunnus	símbolo	tunnus	N;MASC;SG	N;NOM;SG
copias	kopioita	copia	kopio	N;FEM;PL	N;PRT;PL
copias	kopiot	copia	kopio	N;FEM;PL	N;NOM;PL
virginia	virginian	virginia	virginia	N;FEM;SG	N;GEN;SG
virginia	virginia	virginia	virginen	N;FEM;SG	N;NOM;SG
virginia	virginiassa	virginia	virginia	N;FEM;SG	N;IN+ESS;SG
distritos	alueet	distrito	alue	N;MASC;PL	N;NOM;PL
distritos	piirit	distrito	piiri	N;MASC;PL	N;NOM;PL
rápido	nopea	rápido	nopea	ADJ;MASC;SG	ADJ;NOM;SG
rápido	nopeaa	rápido	nopea	ADJ;MASC;SG	ADJ;PRT;SG
rápido	nopea	rápido	nopea	ADJ;MASC;SG	ADJ;NOM;SG
moderno	moderni	moderno	moderni	ADJ;MASC;SG	ADJ;NOM;SG
moderno	modernia	moderno	moderni	ADJ;MASC;SG	ADJ;PRT;SG
moderno	nykyaikainen	moderno	nykyaikainen	ADJ;MASC;SG	ADJ;NOM;SG
eléctrica	sähköinen	eléctrico	sähköinen	ADJ;FEM;SG	ADJ;NOM;SG
eléctrica	sähköinen	eléctrico	sähköinen	ADJ;FEM;SG	ADJ;NOM;SG
zelanda	seelannin	zelanda	seelanti	N;FEM;SG	N;GEN;SG
zelanda	seelanti	zelanda	seelanti	N;FEM;SG	N;NOM;SG
moreno	brownin	moreno	brown	N;MASC;SG	N;GEN;SG
utilizando	käyttää	utilizar	käyttää	V;V.MSDR	V;IND;SG;PRS;FIN;ACT
utilizando	käyttäen	utilizar	käyttää	V;V.MSDR	V;INS;SG;NFIN;ACT
utilizando	käyttämällä	utilizar	käyttää	V;V.MSDR	V;AT+ESS
;SG;NFIN;ACT
pocas	harvat	poco	harva	PRO;FEM;PL	PRO;NOM;PL
pobreza	köyhyyden	pobreza	köyhyys	N;FEM;SG	N;GEN;SG
pobreza	köyhyyteen	pobreza	köyhyys	N;FEM;SG	N;IN+ALL;SG
pobreza	köyhyys	pobreza	köyhyys	N;FEM;SG	N;NOM;SG
pobreza	köyhyyttä	pobreza	köyhyys	N;FEM;SG	N;PRT;SG
film	elokuva	film	elo#kuva	N;MASC;SG	N;NOM;SG
film	kalvo	film	kalvo	N;MASC;SG	N;NOM;SG
film	filmi	film	filmi	N;MASC;SG	N;NOM;SG
fachada	julkisivu	fachada	julkisivu	N;FEM;SG	N;NOM;SG
fachada	rintama	fachada	rintama	N;FEM;SG	N;NOM;SG
fachada	etu	fachada	etu	N;FEM;SG	N;NOM;SG
fachada	julkisivu	fachada	julkisivu	N;FEM;SG	N;NOM;SG
error	erehdys	error	erehdys	N;MASC;SG	N;NOM;SG
error	virhe	error	virhe	N;MASC;SG	N;NOM;SG
ministros	ministerit	ministro	ministeri	N;MASC;PL	N;NOM;PL
conservación	suojelu	conservación	suojelu	N;FEM;SG	N;NOM;SG
conservación	säilyttäminen	conservación	säilyttäminen	N;FEM;SG	N;NOM;SG
conservación	säilytys	conservación	säilytys	N;FEM;SG	N;NOM;SG
conservación	säilyminen	conservación	säilyminen	N;FEM;SG	N;NOM;SG
conservación	säilyttäminen	conservación	säilyttäminen	N;FEM;SG	N;NOM;SG
cambió	muutettu	cambiar	muuttaa	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;PASS
cambió	muuttunut	cambiar	muuttua	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
cambió	muutti	cambiar	muuttaa	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
cambió	vaihdettu	cambiar	vaihtaa	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;PASS
propiedades	kiinteistöt	propiedad	kiinteistö	N;FEM;PL	N;NOM;PL
propiedades	kiinteistöt	propiedad	kiinteistö	N;FEM;PL	N;NOM;PL
propiedades	ominaisuudet	propiedad	ominaisuus	N;FEM;PL	N;NOM;PL
historiador	historioitsija	historiador	historioitsija	N;MASC;SG	N;NOM;SG
enfermedades	sairauksia	enfermedad	sairaus	N;FEM;PL	N;PRT;PL
enfermedades	tautien	enfermedad	tauti	N;FEM;PL	N;GEN;PL
enfermedades	sairaudet	enfermedad	sairaus	N;FEM;PL	N;NOM;PL
enfermedades	taudit	enfermedad	tauti	N;FEM;PL	N;NOM;PL
cola	jonossa	cola	jono	N;FEM;SG	N;IN+ESS;SG
cola	jono	cola	jono	N;FEM;SG	N;NOM;SG
cola	jonoon	cola	jono	N;FEM;SG	N;IN+ALL;SG
cola	hännän	cola	häntä	N;FEM;SG	N;GEN;SG
cola	liima	cola	liima	N;FEM;SG	N;NOM;SG
cola	liimaa	cola	liima	N;FEM;SG	N;PRT;SG
cola	cola	cola	cola	N;FEM;SG	N;NOM;SG
constante	vakaa	constante	vakaa	ADJ;SG	ADJ;NOM;SG
constante	tasainen	constante	tasainen	ADJ;SG	ADJ;NOM;SG
constante	jatkuvaa	constante	jatkuva	ADJ;SG	ADJ;PRT;SG
constante	jatkuva	constante	jatkuva	ADJ;SG	ADJ;NOM;SG
asesinato	salamurha	asesinato	salamur	N;MASC;SG	N;NOM;SG
asesinato	murha	asesinato	murha	N;MASC;SG	N;NOM;SG
asesinato	murhaa	asesinato	murha	N;MASC;SG	N;PRT;SG
celebra	juhlimaan	celebrar	juhlia	V;IND;SG;3;PRS;FIN	V;IN+ALL;SG;NFIN;ACT
celebra	juhlia	celebrar	juhlia	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
recibir	saava	recibir	saada	V;NFIN	V;NOM;SG;V.PTCP;ACT
recibir	vastaanottavat	recibir	vastaanottaa	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
recibir	vastaanottava	recibir	vastaanottaa	V;NFIN	V;NOM;SG;V.PTCP;ACT
lograr	saavuta	lograr	saavuttaa	V;NFIN	V;IMP;SG;2;FIN;ACT
lograr	saavuttaa	lograr	saavuttaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
individuales	yksittäiset	individual	yksittäinen	ADJ;PL	ADJ;NOM;PL
individuales	yksittäisten	individual	yksittäinen	ADJ;PL	ADJ;GEN;PL
fábrica	tehtaan	fábrica	tehdas	N;FEM;SG	N;GEN;SG
fábrica	tehtaassa	fábrica	tehdas	N;FEM;SG	N;IN+ESS;SG
fábrica	tehdas	fábrica	tehdas	N;FEM;SG	N;NOM;SG
paris	pariisiin	pari	pariisi	N;SG	N;IN+ALL;SG
paris	pariisi	pari	pariisi	N;SG	N;NOM;SG
paris	pariisin	pari	pariisi	N;SG	N;GEN;SG
sufrió	kärsi	sufrir	kärsiä	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
sufrió	kärsinyt	sufrir	kärsiä	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
restauración	catering	restauración	catering	N;FEM;SG	N;NOM;SG
restauración	palauttamista	restauración	palauttaminen	N;FEM;SG	N;PRT;SG
restauración	palauttaminen	restauración	palauttaminen	N;FEM;SG	N;NOM;SG
roca	kallio	roca	kallio	N;FEM;SG	N;NOM;SG
roca	kivi	roca	kivi	N;FEM;SG	N;NOM;SG
cargos	syytteet	cargo	syyte	N;MASC;PL	N;NOM;PL
cargos	maksut	cargo	maksu	N;MASC;PL	N;NOM;PL
cargos	kulut	cargo	kulu	N;MASC;PL	N;NOM;PL
prisión	vankila	prisión	vankila	N;FEM;SG	N;NOM;SG
prisión	vankilaan	prisión	vankila	N;FEM;SG	N;IN+ALL;SG
prisión	vankila	prisión	vankila	N;FEM;SG	N;NOM;SG
prisión	vankilassa	prisión	vankila	N;FEM;SG	N;IN+ESS;SG
dirigente	leader	dirigente	leader	N;SG	N;NOM;SG
dirigente	johtaja	dirigente	johtaja	N;SG	N;NOM;SG
inicios	alkuja	inicio	alku	N;MASC;PL	N;PRT;PL
religiosos	uskonnolliset	religioso	uskonnollinen	ADJ;MASC;PL	ADJ;NOM;PL
pintores	maalareita	pintor	maalari	N;MASC;PL	N;PRT;PL
filipinas	filippiineillä	filipino	fili#ppiine	N;FEM;PL	N;AT+ESS
;PL
filipinas	filippiinien	filipino	fili#ppiini	N;FEM;PL	N;GEN;PL
filipinas	filippiinit	filipino	fili#ppiini	N;FEM;PL	N;NOM;PL
filipinas	filippiinien	filipino	fili#ppiini	N;FEM;PL	N;GEN;PL
privada	yksityisen	privado	yksityinen	ADJ;FEM;SG;V.PTCP	ADJ;GEN;SG
privada	yksityinen	privado	yksityinen	ADJ;FEM;SG;V.PTCP	ADJ;NOM;SG
intervención	interventio	intervención	interventio	N;FEM;SG	N;NOM;SG
intervención	väliintuloa	intervención	väliintulo	N;FEM;SG	N;PRT;SG
intervención	väliintulo	intervención	väliintulo	N;FEM;SG	N;NOM;SG
juicio	tuomion	juicio	tuomio	N;MASC;SG	N;GEN;SG
juicio	tuomio	juicio	tuomio	N;MASC;SG	N;NOM;SG
juicio	oikeudenkäyntiä	juicio	oikeuden#käynti	N;MASC;SG	N;PRT;SG
juicio	oikeudenkäynnin	juicio	oikeuden#käynti	N;MASC;SG	N;GEN;SG
juicio	oikeudenkäynti	juicio	oikeuden#käynti	N;MASC;SG	N;NOM;SG
escenas	kulissien	escena	kulissi	N;FEM;PL	N;GEN;PL
escenas	kohtauksia	escena	kohtaus	N;FEM;PL	N;PRT;PL
escenas	kohtaukset	escena	kohtaus	N;FEM;PL	N;NOM;PL
ingreso	tulo	ingreso	tulo	N;MASC;SG	N;NOM;SG
europeos	eurooppalaisia	europeo	eurooppalainen	N;MASC;PL	N;PRT;PL
europeos	eurooppalaiset	europeo	eurooppalainen	N;MASC;PL	N;NOM;PL
permaneció	pysynyt	permanecer	pysyä	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
permaneció	säilyi	permanecer	säilyä	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
permaneció	pysyi	permanecer	pysyä	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
ascendencia	laskeutuminen	ascendencia	laskeutuminen	N;FEM;SG	N;NOM;SG
ascendencia	laskeutumisen	ascendencia	laskeutuminen	N;FEM;SG	N;GEN;SG
expansión	laajentaminen	expansión	laajentaminen	N;FEM;SG	N;NOM;SG
expansión	laajentuminen	expansión	laajentuminen	N;FEM;SG	N;NOM;SG
expansión	laajentaminen	expansión	laajentaminen	N;FEM;SG	N;NOM;SG
expansión	laajeneminen	expansión	laajeneminen	N;FEM;SG	N;NOM;SG
expansión	laajennus	expansión	laajennus	N;FEM;SG	N;NOM;SG
entrenadores	valmentajat	entrenador	valmentaja	N;MASC;PL	N;NOM;PL
entrenadores	kouluttajien	entrenador	kouluttaja	N;MASC;PL	N;GEN;PL
igualmente	lisäksi	igualmente	lisäksi	ADV	ADV
igualmente	myöskin	igualmente	myöskin	ADV	ADV
igualmente	myös	igualmente	myös	ADV	ADV
igualmente	tasapuolisesti	igualmente	tasa#puolisesti	ADV	ADV
igualmente	vastaavasti	igualmente	vastaavasti	ADV	ADV
igualmente	samoin	igualmente	samoin	ADV	ADV
tradicionales	perinteisiä	tradicional	perinteinen	ADJ;PL	ADJ;PRT;PL
tradicionales	perinteiset	tradicional	perinteinen	ADJ;PL	ADJ;NOM;PL
pan	pan	pan	pan	N;MASC;SG	N;NOM;SG
pan	leipää	pan	leipä	N;MASC;SG	N;PRT;SG
pan	leipä	pan	leipä	N;MASC;SG	N;NOM;SG
quinta	viidenneksi	quinto	viides	ADJ;FEM;SG	ADJ;TRANS;SG
quinta	viides	quinto	viides	ADJ;FEM;SG	ADJ;NOM;SG
trono	valtaistuimen	trono	valta#istuin	N;MASC;SG	N;GEN;SG
noreste	koillis	noreste	koillis	N;MASC;SG	N;NOM;SG
noreste	koillis	noreste	koillis	N;MASC;SG	N;NOM;SG
noreste	koilliseen	noreste	koillinen	N;MASC;SG	N;IN+ALL;SG
inmediatamente	heti	inmediatamente	heti	ADV	ADV
inmediatamente	välittömästi	inmediatamente	välittömästi	ADV	ADV
familiar	tuttu	familiar	tuttu	ADJ;SG	ADJ;NOM;SG
familiar	tuttua	familiar	tuttu	ADJ;SG	ADJ;PRT;SG
familiar	tutulta	familiar	tuttu	ADJ;SG	ADJ;AT+ABL;SG
riesgo	riskiä	riesgo	riski	N;MASC;SG	N;PRT;SG
riesgo	vaara	riesgo	vaara	N;MASC;SG	N;NOM;SG
riesgo	riski	riesgo	riski	N;MASC;SG	N;NOM;SG
hablar	puhua	hablar	puhua	V;NFIN	V;SG;NFIN;ACT
hablar	puhu	hablar	puhua	V;NFIN	V;IMP;SG;2;FIN;ACT
hablar	puhua	hablar	puhua	V;NFIN	V;SG;NFIN;ACT
hablar	puhu	hablar	puhua	V;NFIN	V;IMP;SG;2;FIN;ACT
inicia	alkaa	iniciar	alkaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
inicia	alkaa	iniciar	alkaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
windows	ikkunat	windows	ikkuna	N;MASC	N;NOM;PL
ermita	kappeli	ermitir	kappeli	N;FEM;SG	N;NOM;SG
ermita	hermitage	ermitir	hermitage	N;FEM;SG	N;NOM;SG
caza	huntin	caza	hunti	N;FEM;SG	N;GEN;SG
caza	jahti	caza	jahtaa	N;FEM;SG	N;NOM;SG
caza	metsästys	caza	metsästys	N;FEM;SG	N;NOM;SG
caza	metsällä	caza	metsä	N;FEM;SG	N;AT+ESS
;SG
caza	metsästystä	caza	metsästys	N;FEM;SG	N;PRT;SG
caza	metsästys	caza	metsästys	N;FEM;SG	N;NOM;SG
reacción	reaktio	reacción	reaktio	N;FEM;SG	N;NOM;SG
reacción	reaktiota	reacción	reaktio	N;FEM;SG	N;PRT;SG
reacción	reaktion	reacción	reaktio	N;FEM;SG	N;GEN;SG
