एक	один	एक	один	NUM	NUM;NOM;MASC
नामकरण	крещение	नामकरण	крещение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
हस्तक्षेप	вмешательство	हस्तक्षेप	вмешательство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
हस्तक्षेप	вмешательство	हस्तक्षेप	вмешательство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पतन	рецидив	पतन	рецидить	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पतन	дегенерация	पतन	дегенерация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पतन	крах	पतन	крах	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पतन	осень	पतन	осень	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पतन	падение	पतन	падение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
स्वाभाविक	естественные	स्वाभाविक	естественный	ADJ	ADJ;NOM;PL
स्वाभाविक	естественный	स्वाभाविक	естественный	ADJ	ADJ;NOM;MASC;SG
स्वाभाविक	естественное	स्वाभाविक	естественный	ADJ	ADJ;NOM;NEUT;SG
स्वाभाविक	природных	स्वाभाविक	природный	ADJ	ADJ;GEN;PL
स्वाभाविक	натуральные	स्वाभाविक	натуральный	ADJ	ADJ;NOM;PL
स्वाभाविक	натуральный	स्वाभाविक	натуральный	ADJ	ADJ;NOM;MASC;SG
स्नान	ванна	स्नान	ванна	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
स्नान	бат	स्नान	бат	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्नान	баня	स्नान	баня	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
वेग	скорость	वेग	скорость	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सफ़ेद	уайт	सफ़ेद	уайт	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
फ़ाइल	файл	फााइल	файл	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विरासत	наследие	विरासत	наследие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
विरासत	наследия	विरासत	наследие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
विरासत	наследие	विरासत	наследие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
विरासत	наследство	विरासत	наследство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
गोली	выстрел	गोली	выстрел	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
गोली	кадр	गोली	кадр	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
गोली	пуля	गोली	пуля	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
विलोपन	ликвидация	विलोपन	ликвидация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विलोपन	ликвидации	विलोपन	ликвидация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
एकता	единство	एकता	единство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
मतदान	голосование	मतदान	голосование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
नेपाली	непальский	नेपाली	непальский	ADJ;NOM	ADJ;NOM;MASC;SG
चावल	рис	चावल	рис	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
गहरा	тёмный	गहरा	тёмный	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
गहरा	темно	गहरा	темный	ADJ;NOM;MASC;SG	ADJ;NEUT;SG
गहरा	темная	गहरा	темный	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
गहरा	тёмная	गहरा	темный	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
गहरा	глубокое	गहरा	глубокий	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
गहरा	глубокая	गहरा	глубокий	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
गहरा	глубокий	गहरा	глубокий	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
गहरा	темнее	गहरा	темный	ADJ;NOM;MASC;SG	ADJ;CMPR
बारह	двенадцать	बारह	двенадцать	NUM	NUM;NOM
संकलन	подборка	संकलन	подборка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संकलन	компиляция	संकलन	компиляция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
लड़की	девочка	लड़की	девочка	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
लड़की	девчонка	लड़की	девчонка	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
लड़की	девушка	लड़की	девушка	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
आकर्षक	очаровательный	आकर्षक	очаровательный	ADJ	ADJ;NOM;MASC;SG
आकर्षक	очаровательная	आकर्षक	очаровательный	ADJ	ADJ;NOM;FEM;SG
आकर्षक	привлекательна	आकर्षक	привлекательный	ADJ	ADJ;FEM;SG
आकर्षक	привлекательная	आकर्षक	привлекательный	ADJ	ADJ;NOM;FEM;SG
आकर्षक	привлекательно	आकर्षक	привлекательно	ADJ	ADJ;NEUT;SG
आकर्षक	привлекательный	आकर्षक	привлекательный	ADJ	ADJ;NOM;MASC;SG
आकर्षक	привлекательным	आकर्षक	привлекательный	ADJ	ADJ;INS;NEUT;SG
सवाल	вопросы	सवाल	вопрос	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
संतुलन	баланс	संतुलन	баланс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संतुलन	остаток	संतुलन	остаток	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संतुलन	равновесие	संतुलन	равновесие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संतुलन	равновесие	संतुलन	равновесие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
स्क्रीन	экран	स्क्रीन	экран	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पथ	путь	पथ	путь	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शिक्षक	инструктор	शिक्षक	инструктор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शिक्षक	учитель	शिक्षक	учитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शिक्षक	преподаватель	शिक्षक	преподаватель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शिक्षक	учительница	शिक्षक	учительница	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
नोट	нота	नोट	нота	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
नोट	записка	नोट	записка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
नोट	примечание	नोट	примечание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पेज	страница	पेज	страница	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
परम	баст	परम	баста		
गिर	упасть	गिर	падать	V;ACT	V;PFV;NFIN;ACT
खुला	открыть	खुल	открыть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
खुला	открыл	खुल	открыть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
वास्तुकला	архитектор	वास्तुकला	архитектор	N;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
वास्तुकला	архитектура	वास्तुकला	архитектура	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
नकारात्मक	негативных	नकारात्मक	негативный	ADJ	ADJ;GEN;PL
नकारात्मक	отрицательный	नकारात्मक	отрицательный	ADJ	ADJ;NOM;MASC;SG
नकारात्मक	отрицательные	नकारात्मक	отрицательный	ADJ	ADJ;NOM;PL
नकारात्मक	негативные	नकारात्मक	негативный	ADJ	ADJ;NOM;PL
नकारात्मक	отрицательное	नकारात्मक	отрицательный	ADJ	ADJ;NOM;NEUT;SG
वक्त	время	वक्त	время	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
वक्त	тайм	वक्त	тайма	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
निगरानी	контроль	निगरानी	контроль	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
निगरानी	наблюдение	निगरानी	наблюдение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
निगरानी	мониторинг	निगरानी	мониторинг	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
निगरानी	наблюдение	निगरानी	наблюдение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
राजस्व	доход	राजस्व	доход	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
राजस्व	выручка	राजस्व	выручка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पटकथा	сценарий	पटकथा	сценарий	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
पटकथा	сценарист	पटकथा	сценарист	N;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
व्यवस्थित	систематический	व्यवस्थित	систематический	ADJ	ADJ;NOM;MASC;SG
व्यवस्थित	систематическая	व्यवस्थित	систематический	ADJ	ADJ;NOM;FEM;SG
व्यवस्थित	систематические	व्यवस्थित	систематический	ADJ	ADJ;NOM;PL
व्यवस्थित	систематическое	व्यवस्थित	систематический	ADJ	ADJ;NOM;NEUT;SG
व्यवस्थित	систематического	व्यवस्थित	систематический	ADJ	ADJ;GEN;MASC;SG
डॉक्टर	доктор	डॉक्टर	доктор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
डॉक्टर	врач	डॉक्टर	врач	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
ऑक्सीजन	кислород	ऑक्सीजन	кислород	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
टैग	метка	टैग	метка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
गणितीय	математик	गणितीय	математик	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
प्रदूषण	загрязнение	प्रदूषण	загрязнение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
सबूत	доказательство	सबूत	доказательство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
सबूत	улика	सबूत	улик	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सबूत	доказательство	सबूत	доказательство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
सटीक	точные	सटीक	точный	ADJ	ADJ;NOM;PL
सटीक	точная	सटीक	точный	ADJ	ADJ;NOM;FEM;SG
सटीक	точный	सटीक	точный	ADJ	ADJ;NOM;MASC;SG
सटीक	точной	सटीक	точный	ADJ	ADJ;INS;FEM;SG
सटीक	точная	सटीक	точный	ADJ	ADJ;NOM;FEM;SG
सटीक	точный	सटीक	точный	ADJ	ADJ;NOM;MASC;SG
समाप्ति	завершение	समाप्ति	завершение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
समाप्ति	конец	समाप्ति	конец	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
समाप्ति	окончание	समाप्ति	окончание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
समाप्ति	конец	समाप्ति	конец	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
उल्लंघन	нарушение	उल्लंघन	нарушение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
उल्लंघन	нарушение	उल्लंघन	нарушение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
उल्लंघन	брешь	उल्लंघन	брешь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पूंजी	столица	पूंजी	столица	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पूंजी	капитал	पूंजी	капитал	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
एजेंसी	учреждение	एजेंसी	учреждение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
एजेंसी	агенство	एजेंसी	агенство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
एजेंसी	агентство	एजेंसी	агентство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
इतिहासकार	историк	इतिहासकार	историк	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
चार्ट	диаграмма	चार्ट	диаграмма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
औषधि	медицина	औषधि	медицина	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
औषधि	лекарство	औषधि	лекарство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
औषधि	герб	औषधि	герб	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
औषधि	херб	औषधि	херб	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मांस	мясо	माँस	мясо	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रतिस्पर्धा	конкуренция	प्रतिस्पर्धा	конкуренция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्रतिस्पर्धा	конкурс	प्रतिस्पर्धा	конкурс	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रतिस्पर्धा	соревнование	प्रतिस्पर्धा	соревнование	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
बिन्दु	точка	बिंदु	точка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
बिन्दु	дот	बिंदु	дот	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बिन्दु	точка	बिंदु	точка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
बिन्दु	очко	बिंदु	очко	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
बहु	поли	बहु	поль		
कप्तान	капитан	कप्तान	капитан	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
खूबसूरत	красивые	खूबसूरत	красивый	ADJ	ADJ;NOM;PL
खूबसूरत	красивая	खूबसूरत	красивый	ADJ	ADJ;NOM;FEM;SG
संयंत्र	завод	संयंत्र	завод	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संयंत्र	растение	संयंत्र	растение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
अणु	атом	अणु	атом	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
भीड़	толпа	भीड़	толпа	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
रिकॉर्डिंग	запись	रिकॉर्डिंग	запись	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
क्रेडिट	кредит	क्रेडिट	кредит	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
द्वीपसमूह	архипелаг	द्वीपसमूह	архипелаг	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्कोर	счёт	स्कोर	счет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्कोर	счет	स्कोर	счет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्कोर	очко	स्कोर	очко	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
अवशेष	остатки	अवशेष	остатки	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
चेतावनी	предупреждение	चेतावनी	предупреждение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
चेतावनी	предостережение	चेतावनी	предостережение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
चेतावनी	тревога	चेतावनी	тревога	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
चेतावनी	оповещение	चेतावनी	оповещение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
परामर्श	консультирование	परामर्श	консультирование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
परामर्श	консультация	परामर्श	консультация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
गोत्र	клан	गोत्र	клан	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दंड	наказание	दंड	наказание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
दंड	наказание	दंड	наказание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रतिबंध	ограничение	प्रतिबंध	ограничение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पढ़ाई	изучение	पढ़ाई	изучение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
पढ़ाई	исследование	पढ़ाई	исследование	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
पहाड़	гора	पहाड	гора	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मठ	монастырь	मठ	монастырь	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
आउट	аут	आउट	аута	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
नौसेना	флот	नौसेना	флот	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
गिटार	гитара	गिटार	гитар	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
सहमति	согласие	सहमति	согласие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
लोहे	утюг	लोहा	утюг	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लोहे	железо	लोहा	железо	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
भय	страх	भय	страх	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
एसिड	кислота	एसिड	кислота	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
बुक	книга	बुक	книга	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
तीव्रता	интенсивность	तीव्रता	интенсивность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
तीव्रता	интенсивности	तीव्रता	интенсивность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
कागज	бумага	कागज	бумага	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चुनौती	задача	चुनौती	задача	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
चुनौती	вызов	चुनौती	вызов	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वसा	жир	वसा	жир	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पाता	находит	पा	находить	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
पाता	считает	पा	считать	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
कमजोर	слабая	कमजोर	слабый	ADJ	ADJ;NOM;FEM;SG
कमजोर	слабым	कमजोर	слабый	ADJ	ADJ;INS;NEUT;SG
कमजोर	слабые	कमजोर	слабый	ADJ	ADJ;NOM;PL
कमजोर	слабый	कमजोर	слабый	ADJ	ADJ;NOM;MASC;SG
नजर	глаз	नजर	глаз	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
नजर	око	नजर	око	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
असर	эффект	असर	эффект	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
रीति	ритуал	रीति	ритуал	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
रीति	обряд	रीति	обряд	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सीधा	прямая	सीधा	прямой	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
सीधा	прямая	सीधा	прямой	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
भाषण	речь	भाषण	речь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
भाषण	речи	भाषण	речь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सृष्टि	создание	सृष्टि	создание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
सृष्टि	сотворение	सृष्टि	сотворение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
स्वस्थ	здорового	स्वस्थ	здоровый	ADJ	ADJ;GEN;MASC;SG
स्वस्थ	здоровый	स्वस्थ	здоровый	ADJ	ADJ;NOM;MASC;SG
स्वस्थ	здоровое	स्वस्थ	здоровый	ADJ	ADJ;NOM;NEUT;SG
स्वस्थ	здоровые	स्वस्थ	здоровый	ADJ	ADJ;NOM;PL
स्वस्थ	здоровая	स्वस्थ	здоровый	ADJ	ADJ;NOM;FEM;SG
भागीदारी	партнерство	भागीदारी	партнерство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
भागीदारी	вовлечение	भागीदारी	вовлечение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
भागीदारी	участие	भागीदारी	участие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
भागीदारी	участие	भागीदारी	участие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
मर	умер	मर	умереть	V;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
यात्रियों	пассажиров	यात्री	пассажир	N;ACC;MASC;PL;3	N;ANIM;ACC;MASC;PL
गहरी	глубокое	गहरा	глубокий	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
गहरी	глубокая	गहरा	глубокий	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
गहरी	глубокий	गहरा	глубокий	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
लिंक्स	рысь	लिंक्स	рысь	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
विस्फोट	взрыв	विस्फोट	взрыв	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
नक्शा	карта	नक्शा	карта	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
हॉकी	хоккей	हॉकी	хоккей	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सोडियम	натрия	सोडियम	натрий	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बिल्कुल	абсолютно	बिल्कुल	абсолютно	ADV	ADV
घास	газон	घास	газон	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
घास	трава	घास	трава	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
कथन	ведомость	कथन	ведомость	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
कथन	заявление	कथन	заявление	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
ज्वालामुखी	вулкан	ज्वालामुखी	вулкан	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शेर	лев	शेर	лев	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
कमरे	комната	कमरा	комната	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मंत्र	мантра	मंत्र	мантра	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
स्वाद	вкус	स्वाद	вкус	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्वाद	вкус	स्वाद	вкус	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चित्रकार	художник	चित्रकार	художник	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
विद्यार्थी	студентка	विद्यार्थी	студентка	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
विद्यार्थी	ученик	विद्यार्थी	ученик	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
विद्यार्थी	студент	विद्यार्थी	студент	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
पेय	напиток	पेय	напиток	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पेय	напиток	पेय	напиток	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अनुक्रम	орден	अनुक्रम	орден	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अनुक्रम	заказ	अनुक्रम	заказ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अनुक्रम	приказ	अनुक्रम	приказ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अनुक्रम	порядок	अनुक्रम	порядок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अनुक्रम	последовательность	अनुक्रम	последовательность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
तार	провод	तार	провод	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अचानक	неожиданно	अचानक	неожиданно	ADV	ADV
अचानक	внезапно	अचानक	внезапно	ADV	ADV
अचानक	вдруг	अचानक	вдруг	ADV	ADV
अचानक	внезапно	अचानक	внезапно	ADV	ADV
करियर	карьера	करियर	карьера	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
करियर	карьера	करियर	карьера	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
जानवर	чудовище	जानवर	чудовище	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
जानवर	зверь	जानवर	зверь	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
जानवर	животное	जानवर	животное	N;NOM;MASC;SG;3	N;ANIM;NOM;NEUT;SG
चेहरे	лица	चेहरा	лицо	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;PL
अंग्रेज	англичанин	अंग्रेज	англичанин	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्यात	экспорт	निर्यात	экспорт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
निर्यात	экспорт	निर्यात	экспорт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
भूकंप	землетрясение	भूकंप	землетрясение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
दायित्व	обязанность	दायित्व	обязанность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
दायित्व	обязательство	दायित्व	обязательство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
गाड़ी	автомобиль	गाड़ी	автомобиль	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
गाड़ी	вагон	गाड़ी	вагон	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
गाड़ी	машина	गाड़ी	машина	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
हिंसा	насилие	हिंसा	насилие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
भर्ती	набор	भर्ती	набор	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
भर्ती	вербовка	भर्ती	вербовка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
भर्ती	наем	भर्ती	мы	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
स्तंभ	колонна	स्तंभ	колонна	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
स्तंभ	колонка	स्तंभ	колонка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
स्तंभ	столбец	स्तंभ	столбец	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
नहर	канал	नहर	канал	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
ताल	бит	ताल	бит		
आजादी	свобода	आजादी	свобода	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
अंडे	яйца	अंडा	яйцо	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;PL
मजबूर	принудительный	मजबूर	принудительный	ADJ	ADJ;NOM;MASC;SG
मजबूर	принудительные	मजबूर	принудительный	ADJ	ADJ;NOM;PL
मजबूर	принудительного	मजबूर	принудительный	ADJ	ADJ;GEN;MASC;SG
अधिग्रहण	приобретение	अधिग्रहण	приобретение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
गुफा	пещера	गुफा	пещера	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्लास्टिक	пластик	प्लास्टिक	пластик	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्लास्टिक	пластик	प्लास्टिक	пластик	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्रकरण	серия	प्रकरण	серия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
