ψωμί	pão	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;SG
βασιλεύς	king	βασιλής	king	N;NOM;MASC;SG	N;MASC;SG
βασιλεύς	rei	βασιλής	rei	N;NOM;MASC;SG	N;MASC;SG
μορφοποίησης	formatação	μορφοποίηση	formatação	N;GEN;FEM;SG	N;FEM;SG
ουράς	tail	ουρός	tail	N;GEN;FEM;SG	N;MASC;SG
ουράς	cauda	ουρός	cauda	N;GEN;FEM;SG	N;FEM;SG
ουράς	rabo	ουρός	rabo	N;GEN;FEM;SG	N;MASC;SG
ιός	virus	ιός	virus	N;NOM;MASC;SG	N;MASC;SG
ιός	vírus	ιός	vírus	N;NOM;MASC;SG	N;MASC;SG
ενώνει	une	ενώνω	unir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
όντα	seres	όντα	seres	N;NOM;NEUT;PL	N;MASC;PL
γιατρό	doutor	γιατρός	doutor	N;NOM;MASC;SG	N;MASC;SG
γιατρό	médica	γιατρός	médico	N;NOM;MASC;SG	N;FEM;SG
γιατρό	doutora	γιατρός	doutora	N;NOM;MASC;SG	N;FEM;SG
γιατρό	doctor	γιατρός	doctor	N;NOM;MASC;SG	N;MASC;SG
γιατρό	médico	γιατρός	médico	N;NOM;MASC;SG	N;MASC;SG
προτιμούν	preferir	προτιμώ	preferir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
προκλήθηκε	causado	προκαλώ	causar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
προκλήθηκε	causou	προκαλώ	causar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
προκλήθηκε	causada	προκαλώ	causar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
βίαια	violentamente	βίαιο	violentamente	ADV	ADV
επηρεάζεται	influenciada	επηρεάζω	influenciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
επηρεάζεται	influenciado	επηρεάζω	influenciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
επηρεάζεται	afetado	επηρεάζω	afetar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
επηρεάζεται	afetada	επηρεάζω	afetado	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
επηρεάζεται	afectado	επηρεάζω	afectar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
ξενοδοχεία	hotéis	ξενοδοχείο	hotel	N;NOM;NEUT;PL	N;MASC;PL
συγκριτικά	comparativamente	συγκριτικά	comparativamente	ADV	ADV
αποθήκη	armazém	αποθήκη	armazém	N;NOM;FEM;SG	N;MASC;SG
αποθήκη	entreposto	αποθήκη	entreposto	N;NOM;FEM;SG	N;MASC;SG
αποθήκη	armazenagem	αποθήκη	armazenagem	N;NOM;FEM;SG	N;FEM;SG
αποθήκη	armazenamento	αποθήκη	armazenamento	N;NOM;FEM;SG	N;MASC;SG
εντέρου	intestinal	έντερος	intestinal	N;GEN;NEUT;SG	N;MASC;SG
εντέρου	intestino	έντερος	intestino	N;GEN;NEUT;SG	N;MASC;SG
ζωές	vidas	ζωή	vida	N;NOM;FEM;PL	N;FEM;PL
σημάδι	signo	σημάδι	signo	N;NOM;NEUT;SG	N;MASC;SG
σημάδι	sinal	σημάδι	sinal	N;NOM;NEUT;SG	N;MASC;SG
μοριακό	molecular	μοριακός	molecular	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ψήφισμα	resolução	ψήφισμα	resolução	N;NOM;NEUT;SG	N;FEM;SG
υπουργών	ministros	υπουργός	ministro	N;GEN;MASC;PL	N;MASC;PL
συνταγματαρχών	coronéis	συνταγματάρχης	coronel	N;GEN;FEM;PL	N;MASC;PL
αποφευχθεί	evitar	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;NFIN
αποφευχθεί	evita	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;IND;SG;3;PRS;FIN
αποφευχθεί	evitem	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;SBJV;PL;3;PRS;FIN
αποφευχθεί	evite	αποφεύγω	evite	V;PFV;NFIN;PASS	V;SBJV;SG;3;PRS;FIN
αποφευχθεί	evitada	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;FEM;SG;V.PTCP
αποφευχθεί	evitado	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;MASC;SG;V.PTCP
αποφευχθεί	evitou	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;IND;SG;3;PST;FIN
αποφευχθεί	evitadas	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;FEM;PL;V.PTCP
αποφευχθεί	evitados	αποφεύγω	evitar	V;PFV;NFIN;PASS	V;MASC;PL;V.PTCP
βρύση	torneira	βρύση	torneira	N;NOM;FEM;SG	N;FEM;SG
βρύση	tap	βρύση	tap	N;NOM;FEM;SG	N;MASC;SG
βρύση	toque	βρύση	toque	N;NOM;FEM;SG	N;MASC;SG
ώθηση	impulso	ώθηση	impulso	N;ACC;FEM;SG	N;MASC;SG
εξασφαλίζοντας	garantindo	εξασφαλίζω	garantir	V;IPFV;V.CVB;ACT	V;V.MSDR
εξασφαλίζοντας	assegurando	εξασφαλίζω	assegurar	V;IPFV;V.CVB;ACT	V;V.MSDR
βικτώρια	victória	βικτώριο	victória	N;NOM;FEM;SG	N;FEM;SG
βικτώρια	vitoria	βικτώριο	vitoria	N;NOM;FEM;SG	N;FEM;SG
βικτώρια	victoria	βικτώριο	victoria	N;NOM;FEM;SG	N;FEM;SG
βικτώρια	vitória	βικτώριο	vitória	N;NOM;FEM;SG	N;FEM;SG
πλέγμα	malha	πλέγμα	malha	N;NOM;NEUT;SG	N;FEM;SG
πλέγμα	grade	πλέγμα	grade	N;NOM;NEUT;SG	N;FEM;SG
πλέγμα	grelha	πλέγμα	grelha	N;NOM;NEUT;SG	N;FEM;SG
πλέγμα	grid	πλέγμα	grid	N;NOM;NEUT;SG	N;MASC;SG
κατοικεί	reside	κατοικώ	residir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πρώτον	primeiramente	πρώτον	primeiramente	ADV	ADV
πρώτον	primeiro	πρώτον	primeiro	ADV	ADV
δημοσιογραφία	jornalismo	δημοσιογραφία	jornalismo	N;NOM;FEM;SG	N;MASC;SG
ρυθμίσεις	arranjos	ρύθμιση	arranjo	N;NOM;FEM;PL	N;MASC;PL
ρυθμίσεις	configurações	ρύθμιση	configuração	N;NOM;FEM;PL	N;FEM;PL
ρυθμίσεις	definições	ρύθμιση	definição	N;NOM;FEM;PL	N;FEM;PL
δένδρα	árvores	δένδρος	árvore	N;NOM;NEUT;PL	N;FEM;PL
δένδρα	arvores	δένδρος	arvor	N;NOM;NEUT;PL	N;FEM;PL
συντρόφους	companheiras	σύντροφος	companheiro	N;ACC;MASC;PL	N;FEM;PL
συντρόφους	companheiros	σύντροφος	companheiro	N;ACC;MASC;PL	N;MASC;PL
κολύμβηση	natação	κολύμβηση	natação	N;ACC;FEM;SG	N;FEM;SG
υπερβαίνει	excede	υπερβαίνω	excedir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
υπερβαίνει	ultrapassa	υπερβαίνω	ultrapassar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ανέβηκαν	carregadas	αναβέκω	carregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
ανέβηκαν	carregados	αναβέκω	carregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
καλοκαίρια	verões	καλοκαίριο	verão	N;NOM;NEUT;PL	N;MASC;PL
δουλεία	escravatura	δουλείο	escravatura	N;NOM;FEM;SG	N;FEM;SG
δουλεία	escravidão	δουλείο	escravidão	N;NOM;FEM;SG	N;FEM;SG
δουλεία	servidão	δουλείο	servidão	N;NOM;FEM;SG	N;FEM;SG
δουλεία	escravidão	δουλείο	escravidão	N;NOM;FEM;SG	N;FEM;SG
αναλύσεις	análises	ανάλυση	análise	N;NOM;FEM;PL	N;FEM;PL
νηπιαγωγείο	infantário	νηπιαγωγείο	infantário	N;NOM;NEUT;SG	N;MASC;SG
χρέος	dívida	χρέος	dívida	N;NOM;NEUT;SG	N;FEM;SG
μειωμένη	diminuído	μειώνω	diminuir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
μειωμένη	diminuída	μειώνω	diminuir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
μειωμένη	diminuiu	μειώνω	diminuir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
μειωμένη	diminuído	μειώνω	diminuir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
μειωμένη	diminuída	μειώνω	diminuir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
μειωμένη	reduzida	μειώνω	reduzir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
μειωμένη	reduzido	μειώνω	reduzir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
υπεύθυνοι	responsáveis	υπεύθυνος	responsável	ADJ;NOM;MASC;PL	ADJ;MASC;PL
εγκαταλείπει	abandona	εγκαταλείπω	abandonar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
νεκρή	morta	νεκρός	morto	N;NOM;FEM;SG	N;FEM;SG
νεκρή	dead	νεκρός	dead	N;NOM;FEM;SG	N;MASC;SG
άσυλο	hospício	άσυλο	hospício	N;NOM;NEUT;SG	N;MASC;SG
άσυλο	asilo	άσυλο	asilo	N;NOM;NEUT;SG	N;MASC;SG
κέρδος	lucro	κέρδος	lucro	N;NOM;NEUT;SG	N;MASC;SG
κέρδος	ganho	κέρδος	ganho	N;NOM;NEUT;SG	N;MASC;SG
θησαυρός	tesouro	θησαυρός	tesouro	N;NOM;MASC;SG	N;MASC;SG
θησαυρός	tesauro	θησαυρός	tesauro	N;NOM;MASC;SG	N;MASC;SG
θησαυρός	thesaurus	θησαυρός	thesauru	N;NOM;MASC;SG	N;MASC;SG
χάος	caos	χάος	caos	N;NOM;NEUT;SG	N;MASC;SG
χάος	chaos	χάος	chao	N;NOM;NEUT;SG	N;MASC;SG
κλαδιά	galhos	κλαδιό	galho	N;NOM;NEUT;PL	N;MASC;PL
κλαδιά	sucursais	κλαδιό	sucursal	N;NOM;NEUT;PL	N;MASC;PL
κλαδιά	galhos	κλαδιό	galho	N;NOM;NEUT;PL	N;MASC;PL
κλαδιά	ramos	κλαδιό	ramo	N;NOM;NEUT;PL	N;MASC;PL
κλαδιά	filiais	κλαδιό	filial	N;NOM;NEUT;PL	N;FEM;PL
λεπτή	fina	λεπτό	fino	ADJ;NOM;FEM;SG	ADJ;FEM;SG
λεπτή	magro	λεπτό	magro	ADJ;NOM;FEM;SG	ADJ;MASC;SG
λεπτή	fino	λεπτό	fino	ADJ;NOM;FEM;SG	ADJ;MASC;SG
υιοθέτηση	adoção	υιοθέτηση	adoção	N;ACC;FEM;SG	N;FEM;SG
υιοθέτηση	adopção	υιοθέτηση	adopção	N;ACC;FEM;SG	N;FEM;SG
αυτιά	orelhas	αυτιό	orelha	N;NOM;NEUT;PL	N;FEM;PL
ηγεμονία	hegemonia	ηγεμονία	hegemonia	N;ACC;FEM;SG	N;FEM;SG
ευρεσιτεχνίας	patente	ευρεσιτεχνία	patente	N;GEN;FEM;SG	N;FEM;SG
απόσπαση	destacamento	απόσπαση	destacamento	N;ACC;FEM;SG	N;MASC;SG
απόσπαση	postagem	απόσπαση	postagem	N;ACC;FEM;SG	N;FEM;SG
μηχανήματα	máquinas	μηχάνημα	máquina	N;NOM;NEUT;PL	N;FEM;PL
μηχανήματα	máquinas	μηχάνημα	máquina	N;NOM;NEUT;PL	N;FEM;PL
μηχανήματα	maquinas	μηχάνημα	maquina	N;NOM;NEUT;PL	N;FEM;PL
ερμηνεύει	interpreta	ερμηνεύω	interpretar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ποντίκι	rato	ποντίκι	rato	N;NOM;NEUT;SG	N;MASC;SG
ποντίκι	ratinho	ποντίκι	ratinho	N;NOM;NEUT;SG	N;MASC;SG
ποντίκι	mouse	ποντίκι	mouse	N;NOM;NEUT;SG	N;MASC;SG
ύφασμα	tecido	ύφασμα	tecido	N;NOM;NEUT;SG	N;MASC;SG
ύφασμα	pano	ύφασμα	pano	N;NOM;NEUT;SG	N;MASC;SG
ύφασμα	tecido	ύφασμα	tecido	N;NOM;NEUT;SG	N;MASC;SG
συμβουλή	assessoria	συμβουλής	assessoria	N;NOM;FEM;SG	N;FEM;SG
συμβουλή	conselho	συμβουλής	conselho	N;NOM;FEM;SG	N;MASC;SG
συμβουλή	aconselhamento	συμβουλής	aconselhamento	N;NOM;FEM;SG	N;MASC;SG
συμβουλή	dica	συμβουλής	dica	N;NOM;FEM;SG	N;FEM;SG
συμβουλή	ponta	συμβουλής	ponta	N;NOM;FEM;SG	N;FEM;SG
συμβουλή	tip	συμβουλής	tip	N;NOM;FEM;SG	N;MASC;SG
σφάλματα	enganos	σφάλμα	engano	N;NOM;NEUT;PL	N;MASC;PL
σφάλματα	erros	σφάλμα	erro	N;NOM;NEUT;PL	N;MASC;PL
σφάλματα	erros	σφάλμα	erro	N;NOM;NEUT;PL	N;MASC;PL
σφάλματα	insectos	σφάλμα	insecto	N;NOM;NEUT;PL	N;MASC;PL
σφάλματα	insetos	σφάλμα	inseto	N;NOM;NEUT;PL	N;MASC;PL
σφάλματα	bugs	σφάλμα	bug	N;NOM;NEUT;PL	N;MASC;PL
σφάλματα	bichos	σφάλμα	bicho	N;NOM;NEUT;PL	N;MASC;PL
σφάλματα	erros	σφάλμα	erro	N;NOM;NEUT;PL	N;MASC;PL
συντελεστή	coeficiente	συντελεστής	coeficiente	N;ACC;NEUT;SG	N;MASC;SG
προσευχή	oração	προσευχής	oração	N;NOM;FEM;SG	N;FEM;SG
θυγατρική	subsidiário	θυγατρικός	subsidiário	ADJ;NOM;FEM;SG	ADJ;MASC;SG
διαφυγής	fuga	διαφυγή	fuga	N;GEN;FEM;SG	N;FEM;SG
διαφυγής	escape	διαφυγή	escape	N;GEN;FEM;SG	N;MASC;SG
νευρικό	nervosa	νευρικός	nervoso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τρένο	trem	τρένο	trem	N;NOM;NEUT;SG	N;MASC;SG
τρένο	comboio	τρένο	comboio	N;NOM;NEUT;SG	N;MASC;SG
κύκλοι	círculos	κύκλος	círculo	N;NOM;MASC;PL	N;MASC;PL
κύκλοι	ciclos	κύκλος	ciclo	N;NOM;MASC;PL	N;MASC;PL
μεσαίο	middle	μεσαίος	middle	N;NOM;NEUT;SG	N;MASC;SG
μεσαίο	mídia	μεσαίος	mídia	N;NOM;NEUT;SG	N;FEM;SG
μεσαίο	média	μεσαίος	média	N;NOM;NEUT;SG	N;FEM;SG
μεσαίο	médium	μεσαίος	médium	N;NOM;NEUT;SG	N;MASC;SG
φόβος	fear	φόβος	fear	N;NOM;MASC;SG	N;MASC;SG
φόβος	medo	φόβος	medo	N;NOM;MASC;SG	N;MASC;SG
βαθμίδα	tier	βαθμίδα	tier	N;NOM;FEM;SG	N;MASC;SG
βαθμίδα	escalão	βαθμίδα	escalão	N;NOM;FEM;SG	N;MASC;SG
κατασκευαστές	fabricantes	κατασκευαστής	fabricante	N;NOM;MASC;PL	N;MASC;PL
κατασκευαστές	fabricantes	κατασκευαστής	fabricante	N;NOM;MASC;PL	N;MASC;PL
προωθεί	promove	προωθώ	promover	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
τροχιές	trajectórias	τροχιά	trajectória	N;NOM;FEM;PL	N;FEM;PL
τροχιές	órbitas	τροχιά	órbita	N;NOM;FEM;PL	N;FEM;PL
αρχικώς	inicialmente	αρχικώς	inicialmente	ADV	ADV
αρχικώς	originalmente	αρχικώς	originalmente	ADV	ADV
αρχικώς	inicialmente	αρχικώς	inicialmente	ADV	ADV
κατάθλιψη	depressão	κατάθλιψη	depressão	N;ACC;FEM;SG	N;FEM;SG
φανερό	óbvia	φανερός	óbvio	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
φανερό	óbvio	φανερός	óbvio	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ουδετερότητα	neutralidade	ουδετερότητα	neutralidade	N;ACC;FEM;SG	N;FEM;SG
επιβάλει	impor	επιβάζω	impor	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
επιβάλει	impor	επιβάζω	impor	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
βλαχίας	valáquia	βλαχία	valáquia	N;GEN;FEM;SG	N;FEM;SG
όραση	visão	όραση	visão	N;ACC;FEM;SG	N;FEM;SG
όραση	vision	όραση	vision	N;ACC;FEM;SG	N;MASC;SG
παρατηρητή	observador	παρατηρητής	observador	N;ACC;MASC;SG	N;MASC;SG
εκδηλώθηκε	manifestou	εκδηλώνω	manifestar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
εκδηλώθηκε	manifestada	εκδηλώνω	manifestar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
εκδηλώθηκε	manifestado	εκδηλώνω	manifestar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
σκληρός	cruel	σκληρός	cruel	ADJ;NOM;MASC;SG	ADJ;MASC;SG
σκληρός	duro	σκληρός	duro	ADJ;NOM;MASC;SG	ADJ;MASC;SG
σκληρός	difícil	σκληρός	difícil	ADJ;NOM;MASC;SG	ADJ;MASC;SG
σκληρός	duro	σκληρός	duro	ADJ;NOM;MASC;SG	ADJ;MASC;SG
σκληρός	difícil	σκληρός	difícil	ADJ;NOM;MASC;SG	ADJ;MASC;SG
διπλωμάτες	diplomatas	διπλωμα	diplomata	N;NOM;MASC;PL	N;MASC;PL
αφαίρεσης	takedown	αφαίρεση	takedown	N;GEN;FEM;SG	N;MASC;SG
νάνος	anã	νάνος	anã	N;NOM;MASC;SG	N;FEM;SG
νάνος	anão	νάνος	anão	N;NOM;MASC;SG	N;MASC;SG
νάνος	anã	νάνος	anã	N;NOM;MASC;SG	N;FEM;SG
νάνος	anão	νάνος	anão	N;NOM;MASC;SG	N;MASC;SG
πρωταγωνιστεί	estrelando	πρωταγωνίζω	estrelar	V;PFV;IND;SG;3;FIN;PASS	V;V.MSDR
κατανοητό	compreensível	κατανοητός	compreensível	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
κλάδοι	sucursais	κλάδος	sucursal	N;NOM;MASC;PL	N;MASC;PL
κλάδοι	galhos	κλάδος	galho	N;NOM;MASC;PL	N;MASC;PL
κλάδοι	ramos	κλάδος	ramo	N;NOM;MASC;PL	N;MASC;PL
κλάδοι	filiais	κλάδος	filial	N;NOM;MASC;PL	N;FEM;PL
κλάδοι	setores	κλάδος	setor	N;NOM;MASC;PL	N;MASC;PL
κλάδοι	sectores	κλάδος	sector	N;NOM;MASC;PL	N;MASC;PL
αναγκαίο	necessário	αναγκαίος	necessário	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αναγκαίο	necessária	αναγκαίος	necessário	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
προαγωγή	promoção	προαγωγή	promoção	N;ACC;FEM;SG	N;FEM;SG
επιβίωση	sobrevivência	επιβίωση	sobrevivência	N;ACC;FEM;SG	N;FEM;SG
εξαιρετικό	excelente	εξαιρετικός	excelente	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αισθήματα	emoções	αίσθημα	emoção	N;NOM;NEUT;PL	N;FEM;PL
αισθήματα	sensações	αίσθημα	sensação	N;NOM;NEUT;PL	N;FEM;PL
αισθήματα	sentimentos	αίσθημα	sentimento	N;NOM;NEUT;PL	N;MASC;PL
εκδότες	editoras	εκδότης	editora	N;NOM;MASC;PL	N;FEM;PL
εκδότες	editores	εκδότης	editor	N;NOM;MASC;PL	N;MASC;PL
εκδότες	editores	εκδότης	editor	N;NOM;MASC;PL	N;MASC;PL
εκδότες	emissores	εκδότης	emissor	N;NOM;MASC;PL	N;MASC;PL
πρόσθεση	adição	πρόσθεση	adição	N;NOM;FEM;SG	N;FEM;SG
πρόσθεση	adição	πρόσθεση	adição	N;NOM;FEM;SG	N;FEM;SG
φίλτρο	filtro	φίλτρο	filtro	N;NOM;NEUT;SG	N;MASC;SG
φίλτρο	poção	φίλτρο	poção	N;NOM;NEUT;SG	N;FEM;SG
καγκελάριος	chanceler	καγκελάριος	chanceler	N;NOM;MASC;SG	N;MASC;SG
προσέλαβε	contratou	προσελαμβάνω	contratar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
προσέλαβε	contratado	προσελαμβάνω	contratar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
προσέλαβε	contratada	προσελαμβάνω	contratar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
μεταμόρφωση	metamorfose	μεταμόρφωση	metamorfose	N;NOM;FEM;SG	N;FEM;SG
μεταμόρφωση	transformação	μεταμόρφωση	transformação	N;NOM;FEM;SG	N;FEM;SG
πραγματοποίηση	realização	πραγματοποίηση	realização	N;ACC;FEM;SG	N;FEM;SG
συμβάν	incidente	συμβάν	incidente	N;NOM;NEUT;SG	N;MASC;SG
συμβάν	acontecimento	συμβάν	acontecimento	N;NOM;NEUT;SG	N;MASC;SG
συμβάν	evento	συμβάν	evento	N;NOM;NEUT;SG	N;MASC;SG
βρείτε	encontrar	βρίσκω	encontrar	V;PFV;IMP;PL;2;FIN;ACT	V;NFIN
διαμαρτυρίες	protestos	διαμαρτυρία	protesto	N;NOM;FEM;PL	N;MASC;PL
ανεγέρθηκε	erguido	ανεγέρω	erguido	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
δίωξη	perseguição	δίωξη	perseguição	N;ACC;FEM;SG	N;FEM;SG
δίωξη	dea	δίωξη	dea	N;ACC;FEM;SG	N;MASC;SG
δίωξη	acusação	δίωξη	acusação	N;ACC;FEM;SG	N;FEM;SG
δυναμικά	dinamicamente	δυναμικά	dinamicamente	ADV	ADV
χτύπησε	atingido	χτυπώ	atingir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
χτύπησε	bater	χτυπώ	bater	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
χτύπησε	bateu	χτυπώ	bater	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
τέρας	fera	τέρας	fera	N;NOM;NEUT;SG	N;FEM;SG
τέρας	besta	τέρας	besta	N;NOM;NEUT;SG	N;FEM;SG
τέρας	monstro	τέρας	monstro	N;NOM;NEUT;SG	N;MASC;SG
τέρας	monster	τέρας	monster	N;NOM;NEUT;SG	N;MASC;SG
κατακτητές	conquistadores	κατακτητής	conquistador	N;NOM;MASC;PL	N;MASC;PL
οπαδός	seguidor	οπαδός	seguidor	N;NOM;MASC;SG	N;MASC;SG
μεμβράνη	película	μεμβράνη	película	N;NOM;FEM;SG	N;FEM;SG
μεμβράνη	filme	μεμβράνη	filme	N;NOM;FEM;SG	N;MASC;SG
μεμβράνη	membrana	μεμβράνη	membrano	N;NOM;FEM;SG	N;FEM;SG
εισιτήριο	ingresso	εισιτήριο	ingresso	N;NOM;NEUT;SG	N;MASC;SG
εισιτήριο	bilhete	εισιτήριο	bilhete	N;NOM;NEUT;SG	N;MASC;SG
βεβαιότητα	certeza	βεβαιότητα	certeza	N;ACC;FEM;SG	N;FEM;SG
αλφαβητική	alfabético	αλφαβητικός	alfabético	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αποκαλύπτεται	revela	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
αποκαλύπτεται	revelada	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
αποκαλύπτεται	revelado	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
πέταξε	voar	πετώ	voar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
πέταξε	voou	πετώ	voar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
αύριο	amanhã	αύριο	amanhã	ADV	ADV
λίνκολν	lincoln	λίνκολν	lincoln	N;NOM;NEUT;SG	N;MASC;SG
ιόντων	iões	ιόντος	ião	N;GEN;NEUT;PL	N;MASC;PL
ιόντων	íons	ιόντος	íom	N;GEN;NEUT;PL	N;MASC;PL
σίνα	sheena	σίνα	sheena	N;MASC;SG	N;FEM;SG
μεταφέρονται	transportados	μεταφέρω	transportar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
μεταφέρονται	transportadas	μεταφέρω	transportar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
συντελεστής	coeficiente	συντελεστής	coeficiente	N;NOM;MASC;SG	N;MASC;SG
συντελεστής	taxa	συντελεστής	taxa	N;NOM;MASC;SG	N;FEM;SG
συντελεστής	factor	συντελεστής	factor	N;NOM;MASC;SG	N;MASC;SG
συντελεστής	fator	συντελεστής	fator	N;NOM;MASC;SG	N;MASC;SG
μισά	meio	μισό	meio	ADV	ADV
κληρικός	clérigo	κληρικός	clérigo	N;NOM;MASC;SG	N;MASC;SG
κληρικός	sacerdote	κληρικός	sacerdote	N;NOM;MASC;SG	N;MASC;SG
κληρικός	clérigo	κληρικός	clérigo	N;NOM;MASC;SG	N;MASC;SG
διευθύνσεις	moradas	διεύθυνση	morada	N;NOM;FEM;PL	N;FEM;PL
διευθύνσεις	endereços	διεύθυνση	endereço	N;NOM;FEM;PL	N;MASC;PL
διευθύνσεις	direcções	διεύθυνση	direcção	N;NOM;FEM;PL	N;FEM;PL
επιβεβαιώθηκε	confirmado	επιβεβαιώνω	confirmar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
επιβεβαιώθηκε	confirmou	επιβεβαιώνω	confirmar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
επιβεβαιώθηκε	confirmada	επιβεβαιώνω	confirmar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
ποταμούς	rios	ποταμός	rio	N;ACC;MASC;PL	N;MASC;PL
πρύτανης	reitor	πρύτανος	reitor	N;NOM;MASC;SG	N;MASC;SG
δημιουργό	criador	δημιουργός	criador	N;ACC;MASC;SG	N;MASC;SG
θάνος	thanos	θάνος	thano	N;NOM;MASC;SG	N;MASC;SG
φόρους	impostos	φόρος	imposto	N;ACC;MASC;PL	N;MASC;PL
ακριβείς	exatas	ακριβής	exato	N;NOM;FEM;PL	N;FEM;PL
δίδυμο	duo	δίδυμο	duo	N;NOM;MASC;SG	N;MASC;SG
δίδυμο	gémeo	δίδυμο	gémeo	N;NOM;MASC;SG	N;MASC;SG
δίδυμο	twin	δίδυμο	twin	N;NOM;MASC;SG	N;MASC;SG
δίδυμο	gêmeo	δίδυμο	gêmeo	N;NOM;MASC;SG	N;MASC;SG
δίδυμο	gêmea	δίδυμο	gêmea	N;NOM;MASC;SG	N;FEM;SG
