per	pre	per	pre	ADP	ADP;ACC
risorse	prostriedky	risorsa	prostriedok	N;FEM;PL	N;INAN;NOM;MASC;PL
commissario	komisár	commissario	komisár	N;SG	N;ANIM;NOM;MASC;SG
commissario	komisár	commissario	komisár	N;SG	N;ANIM;NOM;MASC;SG
asse	nápravu	assa	náprava	N;MASC;SG	N;ACC;FEM;SG
asse	náprava	assa	náprava	N;MASC;SG	N;NOM;FEM;SG
asse	osi	assa	osi	N;MASC;SG	N;NOM;FEM;SG
denaro	money	denaro	money	N;MASC;SG	N;INAN;NOM;MASC;SG
intervista	interview	intervista	interview	N;FEM;SG	N;INAN;NOM;MASC;SG
intervista	pohovor	intervista	pohovor	N;FEM;SG	N;INAN;NOM;MASC;SG
intervista	rozhovor	intervista	rozhovor	N;FEM;SG	N;INAN;NOM;MASC;SG
north	sever	north	sever	N;MASC	N;INAN;NOM;MASC;SG
north	severne	north	severne	N;MASC	N;NOM;FEM;PL
vota	hlasovať	votare	hlasovať	V;IND;SG;2;PRS;FIN	V;IPFV;POS;NFIN
vota	voliť	votare	voliť	V;IND;SG;2;PRS;FIN	V;IPFV;POS;NFIN
lucio	lucio	lucio	lucio	N;MASC;SG	N;ANIM;NOM;MASC;SG
lucio	lucius	lucio	lucius	N;MASC;SG	N;ANIM;NOM;MASC;SG
critiche	kritici	critica	kritica	N;FEM;PL	N;ANIM;NOM;MASC;PL
south	juhu	south	juh	N;MASC	N;INAN;NOM;MASC;SG
south	juh	south	juh	N;MASC	N;INAN;NOM;MASC;SG
australiano	austrálsky	australiano	austrálsky	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
chiuso	uzavretá	chiuso	uzavretý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
chiuso	zatvorená	chiuso	zatvorený	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
chiuso	zatvorené	chiuso	zatvorený	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
chiuso	zavreté	chiuso	zavretý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
chiuso	uzavreté	chiuso	uzavretý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sacerdote	kňaz	sacerdote	kňaz	N;MASC;SG	N;ANIM;NOM;MASC;SG
sacerdote	kňaza	sacerdote	kňaz	N;MASC;SG	N;ANIM;ACC;MASC;SG
tomba	hrobke	tomba	hrobka	N;FEM;SG	N;DAT;FEM;SG
tomba	hrobka	tomba	hrobka	N;FEM;SG	N;NOM;FEM;SG
tomba	hrob	tomba	hrob	N;FEM;SG	N;INAN;NOM;MASC;SG
tomba	hrobku	tomba	hrobok	N;FEM;SG	N;ACC;FEM;SG
tomba	hrobu	tomba	hrob	N;FEM;SG	N;INAN;GEN;MASC;SG
tomba	hrobe	tomba	hrob	N;FEM;SG	N;INAN;ESS;MASC;SG
tomba	hrob	tomba	hrob	N;FEM;SG	N;INAN;NOM;MASC;SG
frutto	ovocia	frutto	ovoc	N;MASC;SG	N;GEN;NEUT;SG
segnalazione	oznamovanie	segnalazione	oznamovanie	N;FEM;SG	N;NOM;NEUT;SG
segnalazione	hlásenie	segnalazione	hlásenie	N;FEM;SG	N;NOM;NEUT;SG
votazioni	hlasy	votazione	hlas	N;FEM;PL	N;INAN;NOM;MASC;PL
votazioni	hlasov	votazione	hlas	N;FEM;PL	N;INAN;GEN;MASC;PL
votazioni	hlasovania	votazione	hlasovanie	N;FEM;PL	N;NOM;NEUT;PL
votazioni	hlasovania	votazione	hlasovanie	N;FEM;PL	N;NOM;NEUT;PL
estensione	predĺženie	estensione	predĺženie	N;FEM;SG	N;NOM;NEUT;SG
estensione	rozšírenie	estensione	rozšírenie	N;FEM;SG	N;NOM;NEUT;SG
estensione	modul	estensione	moduť	N;FEM;SG	N;INAN;NOM;MASC;SG
amica	kamarát	amico	kamarát	N;FEM;SG	N;ANIM;NOM;MASC;SG
amica	kamarátka	amico	kamarátka	N;FEM;SG	N;NOM;FEM;SG
amica	priateľ	amico	priateľ	N;FEM;SG	N;ANIM;NOM;MASC;SG
stephen	stephen	stepheno	stephen	N;MASC;SG	N;ANIM;NOM;MASC;SG
parete	múr	parete	múr	N;FEM;SG	N;INAN;NOM;MASC;SG
parete	stenu	parete	stena	N;FEM;SG	N;ACC;FEM;SG
parete	stene	parete	stena	N;FEM;SG	N;DAT;FEM;SG
parete	stena	parete	stena	N;FEM;SG	N;NOM;FEM;SG
dolce	sladký	dolce	sladký	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
dolce	sladká	dolce	sladký	ADJ;SG	ADJ;NOM;FEM;SG
dolce	sladké	dolce	sladký	ADJ;SG	ADJ;NOM;NEUT;SG
margherita	margaret	margherita	margaret	N;FEM;SG	N;NOM;FEM;SG
margherita	margherita	margherita	margherita	N;FEM;SG	N;NOM;MASC;SG
margherita	marguerite	margherita	marguerita	N;FEM;SG	N;NOM;FEM;SG
margherita	daisy	margherita	daisa	N;FEM;SG	N;NOM;FEM;SG
pellicola	filmom	pellicolo	film	N;FEM;SG	N;INAN;INS;MASC;SG
pellicola	film	pellicolo	film	N;FEM;SG	N;INAN;NOM;MASC;SG
ragioni	dôvodov	ragione	dôvod	N;FEM;PL	N;INAN;GEN;MASC;PL
ragioni	príčiny	ragione	príčina	N;FEM;PL	N;NOM;FEM;PL
ragioni	dôvody	ragione	dôvod	N;FEM;PL	N;INAN;NOM;MASC;PL
diametro	priemer	diametro	priemer	N;MASC;SG	N;INAN;NOM;MASC;SG
bergamo	bergamo	bergamo	bergamo	N;MASC;SG	N;NOM;NEUT;SG
distruzione	ničenie	distruzione	ničenie	N;FEM;SG	N;NOM;NEUT;SG
distruzione	zničenie	distruzione	zničenie	N;FEM;SG	N;NOM;NEUT;SG
modi	spôsoby	modo	spôsob	N;MASC;PL	N;INAN;NOM;MASC;PL
modi	spôsobov	modo	spôsob	N;MASC;PL	N;INAN;GEN;MASC;PL
trasferimento	presun	trasferimento	presun	N;MASC;SG	N;INAN;NOM;MASC;SG
trasferimento	prenos	trasferimento	prenos	N;MASC;SG	N;INAN;NOM;MASC;SG
trasferimento	prevod	trasferimento	prevod	N;MASC;SG	N;INAN;NOM;MASC;SG
perdere	stráca	perdere	strácať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
perdere	stratiť	perdere	stratiť	V;NFIN	V;PFV;POS;NFIN
perdere	prehrať	perdere	prehrať	V;NFIN	V;PFV;POS;NFIN
aerea	letecké	aereo	letecký	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
aerea	vzdušné	aereo	vzdušný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
treni	vlaky	treno	vlak	N;MASC;PL	N;INAN;NOM;MASC;PL
treni	vlakov	treno	vlak	N;MASC;PL	N;INAN;GEN;MASC;PL
chimica	chémia	chimica	chémiť	N;FEM;SG	N;NOM;FEM;SG
usati	používali	usare	používať	V;MASC;PL;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
quotidiano	denná	quotidiano	denný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
quotidiano	denný	quotidiano	denný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
quotidiano	denné	quotidiano	denný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
romania	rumunska	romania	rumunsky	N;FEM;SG	N;NOM;FEM;SG
trama	dej	trama	dej	N;FEM;SG	N;INAN;NOM;MASC;SG
trama	pozemok	trama	pozemok	N;FEM;SG	N;INAN;NOM;MASC;SG
trama	pozemku	trama	pozemok	N;FEM;SG	N;INAN;GEN;MASC;SG
trama	textúra	trama	textúra	N;FEM;SG	N;NOM;FEM;SG
trama	štruktúra	trama	štruktúra	N;FEM;SG	N;NOM;FEM;SG
ceca	esuo	ceco	esuo	N;FEM;SG	N;NOM;FEM;SG
anello	prsteň	anello	prsteň	N;MASC;SG	N;INAN;NOM;MASC;SG
anello	krúžok	anello	krúžok	N;MASC;SG	N;INAN;NOM;MASC;SG
anello	ringu	anello	ringa	N;MASC;SG	N;INAN;GEN;MASC;SG
passeggeri	pasažierov	passeggero	pasažier	N;MASC;PL	N;ANIM;ACC;MASC;PL
passeggeri	pasažieri	passeggero	pasažier	N;MASC;PL	N;ANIM;NOM;MASC;PL
piemonte	piemonte	piemonte	piemonte	N;MASC;SG	N;NOM;MASC;SG
console	konzul	console	konzul	N;FEM;SG	N;ANIM;NOM;MASC;SG
console	konzola	console	konzola	N;FEM;SG	N;NOM;FEM;SG
disputa	namietať	disputare	namietať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
marcia	marec	marcia	marec	N;FEM;SG	N;INAN;NOM;MASC;SG
marcia	marci	marcia	marec	N;FEM;SG	N;INAN;ESS;MASC;SG
marcia	marca	marcia	marec	N;FEM;SG	N;INAN;GEN;MASC;SG
marcia	marcu	marcia	marec	N;FEM;SG	N;INAN;DAT;MASC;SG
marcia	pochod	marcia	pochod	N;FEM;SG	N;INAN;NOM;MASC;SG
marcia	marcia	marcia	marcia	N;FEM;SG	N;NOM;FEM;SG
pallavolo	volejbal	pallavolo	volejbať	N;MASC;SG	N;INAN;NOM;MASC;SG
marcello	marcellus	marcello	marcellus	N;MASC;SG	N;INAN;NOM;MASC;SG
marcello	marcello	marcello	marcello	N;MASC;SG	N;ANIM;NOM;MASC;SG
vendite	predaje	vendita	predať	N;FEM;PL	N;INAN;NOM;MASC;PL
vendite	tržby	vendita	tržba	N;FEM;PL	N;NOM;FEM;PL
residenza	bydlisko	residenza	bydlisko	N;FEM;SG	N;NOM;NEUT;SG
residenza	pobyt	residenza	pobyt	N;FEM;SG	N;INAN;NOM;MASC;SG
grosso	veľký	grosso	veľký	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
grosso	veľké	grosso	veľký	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
grosso	veľká	grosso	veľký	ADJ;MASC;SG	ADJ;NOM;FEM;SG
liberazione	oslobodenie	liberazione	oslobodenie	N;FEM;SG	N;NOM;NEUT;SG
liberazione	vyslobodenie	liberazione	vyslobodenie	N;FEM;SG	N;NOM;NEUT;SG
ricco	bohaté	ricco	bohatý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ricco	bohatá	ricco	bohatý	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ricco	bohatý	ricco	bohatý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
profondità	hĺbky	profondità	hĺbka	N;FEM	N;NOM;FEM;PL
profondità	hĺbka	profondità	hĺbka	N;FEM	N;NOM;FEM;SG
profondità	hĺbku	profondità	hĺbka	N;FEM	N;ACC;FEM;SG
profondità	hĺbky	profondità	hĺbka	N;FEM	N;NOM;FEM;PL
edoardo	edoardo	edoardo	edoardo	N;MASC;SG	N;ANIM;NOM;MASC;SG
alba	úsvitu	alba	úsvit	N;FEM;SG	N;INAN;GEN;MASC;SG
alba	úsvit	alba	úsvit	N;FEM;SG	N;INAN;NOM;MASC;SG
alba	sunrise	alba	sunris	N;FEM;SG	N;INAN;NOM;MASC;SG
alba	úsvit	alba	úsvit	N;FEM;SG	N;INAN;NOM;MASC;SG
bacino	panva	bacino	panv	N;MASC;SG	N;NOM;FEM;SG
bacino	povodie	bacino	povodieť	N;MASC;SG	N;NOM;NEUT;SG
carcere	väznica	carcere	väznica	N;MASC;SG	N;NOM;FEM;SG
carcere	väzenie	carcere	väzenie	N;MASC;SG	N;NOM;NEUT;SG
carcere	väznica	carcere	väznica	N;MASC;SG	N;NOM;FEM;SG
carcere	väzení	carcere	väzenie	N;MASC;SG	N;NOM;NEUT;SG
carcere	väzenie	carcere	väzenie	N;MASC;SG	N;NOM;NEUT;SG
scientifica	vedecký	scientifico	vedecký	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
scientifica	vedecká	scientifico	vedecký	ADJ;FEM;SG	ADJ;NOM;FEM;SG
scientifica	vedecké	scientifico	vedecký	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
aggiunto	pridal	aggiungere	pridať	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
rifugio	útočisko	rifugio	útočisko	N;MASC;SG	N;NOM;NEUT;SG
andy	andyho	andy	andyho	N;MASC	N;ANIM;ACC;MASC;SG
fortezza	stronghold	fortezza	stronghold	N;FEM;SG	N;NOM;FEM;SG
fortezza	pevnosť	fortezza	pevnosť	N;FEM;SG	N;NOM;FEM;SG
fortezza	pevnosť	fortezza	pevnosť	N;FEM;SG	N;NOM;FEM;SG
rapidamente	rýchlo	rapidamente	rýchlo	ADV	ADV
annunciato	oznámil	annunciare	oznámiť	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
annunciato	oznámila	annunciare	oznámiť	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
personalmente	osobne	personalmente	osobne	ADV	ADV
bosco	woodland	bosco	woodland	N;MASC;SG	N;NOM;FEM;SG
bosco	drevo	bosco	drevo	N;MASC;SG	N;NOM;NEUT;SG
bosco	les	bosco	les	N;MASC;SG	N;INAN;NOM;MASC;SG
bosco	lese	bosco	les	N;MASC;SG	N;INAN;ESS;MASC;SG
bosco	lesa	bosco	les	N;MASC;SG	N;INAN;GEN;MASC;SG
pelle	koža	pelle	koža	N;FEM;SG	N;NOM;FEM;SG
pelle	koža	pelle	koža	N;FEM;SG	N;NOM;FEM;SG
pelle	pleť	pelle	pleť	N;FEM;SG	N;NOM;FEM;SG
pelle	kožu	pelle	koža	N;FEM;SG	N;ACC;FEM;SG
pelle	skin	pelle	skin	N;FEM;SG	N;INAN;NOM;MASC;SG
elevata	vysoká	elevato	vysoký	ADJ;FEM;SG	ADJ;NOM;FEM;SG
elevata	vysoký	elevato	vysoký	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
elevata	vysoké	elevato	vysoký	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
elevata	zvýšená	elevato	zvýšený	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
elevata	zvýšený	elevato	zvýšený	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
elevata	zvýšené	elevato	zvýšený	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
classificazione	zaradenie	classificazione	zaradenie	N;FEM;SG	N;NOM;NEUT;SG
classificazione	triedenie	classificazione	triedenie	N;FEM;SG	N;NOM;NEUT;SG
classificazione	zatriedenie	classificazione	zatriedenie	N;FEM;SG	N;NOM;NEUT;SG
classificazione	klasifikácia	classificazione	klasifikácia	N;FEM;SG	N;NOM;FEM;SG
cambridge	cambridge	cambridge	cambridga	N;FEM;SG	N;INAN;NOM;MASC;SG
profilo	profil	profilo	profiť	N;MASC;SG	N;INAN;NOM;MASC;SG
profilo	profilu	profilo	profil	N;MASC;SG	N;INAN;GEN;MASC;SG
profilo	profile	profilo	profil	N;MASC;SG	N;INAN;NOM;MASC;SG
colpi	výstrely	colpo	výstrel	N;MASC;PL	N;INAN;NOM;MASC;PL
colpi	strely	colpo	strela	N;MASC;PL	N;NOM;FEM;PL
colpi	zábery	colpo	záber	N;MASC;PL	N;NOM;FEM;PL
barone	barón	barone	barón	N;MASC;SG	N;ANIM;NOM;MASC;SG
catalogo	katalóg	catalogo	katalóg	N;MASC;SG	N;INAN;NOM;MASC;SG
catalogo	katalóg	catalogo	katalóg	N;MASC;SG	N;INAN;NOM;MASC;SG
corretto	opravený	corretto	opravený	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
corretto	opravené	corretto	opravený	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
corretto	opravená	corretto	opravený	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
corretto	správny	corretto	správny	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
corretto	správna	corretto	správny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
migliorare	zlepšuje	migliorare	zlepšovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
migliorare	vylepšiť	migliorare	vylepšiť	V;NFIN	V;PFV;POS;NFIN
migliorare	zlepšovať	migliorare	zlepšovať	V;NFIN	V;IPFV;POS;NFIN
migliorare	zlepšiť	migliorare	zlepšiť	V;NFIN	V;PFV;POS;NFIN
federale	federálny	federale	federálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
federale	federálne	federale	federálne	ADJ;SG	ADJ;NOM;NEUT;SG
federale	federálna	federale	federálny	ADJ;SG	ADJ;NOM;FEM;SG
giulia	júlia	giulia	júlia	N;FEM;SG	N;NOM;FEM;SG
giulia	giulia	giulia	giulia	N;FEM;SG	N;NOM;FEM;SG
giulia	julia	giulia	julia	N;FEM;SG	N;NOM;FEM;SG
giulia	júlia	giulia	júlia	N;FEM;SG	N;NOM;FEM;SG
indiano	indický	indiano	indický	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
indiano	indické	indiano	indický	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
indiano	indická	indiano	indický	ADJ;MASC;SG	ADJ;NOM;FEM;SG
pubblicazioni	publikácie	pubblicazione	publikácia	N;FEM;PL	N;NOM;FEM;PL
ammiraglio	admirál	ammiraglio	admirál	N;MASC;SG	N;ANIM;NOM;MASC;SG
istruzione	výchova	istruzione	výchova	N;FEM;SG	N;NOM;FEM;SG
istruzione	vzdelanie	istruzione	vzdelanie	N;FEM;SG	N;NOM;NEUT;SG
istruzione	vzdelávanie	istruzione	vzdelávanie	N;FEM;SG	N;NOM;NEUT;SG
istruzione	školstvo	istruzione	školstvo	N;FEM;SG	N;NOM;NEUT;SG
saggio	esej	saggio	esej	N;MASC;SG	N;NOM;FEM;SG
ambienti	prostredia	ambiente	prostredie	N;MASC;PL	N;NOM;NEUT;PL
socialista	socialistická	socialista	socialistický	ADJ;SG	ADJ;NOM;FEM;SG
socialista	socialistickej	socialista	socialistický	ADJ;SG	ADJ;GEN;FEM;SG
caratteri	písma	carattere	písmo	N;MASC;PL	N;NOM;NEUT;PL
caratteri	postavy	carattere	postava	N;MASC;PL	N;NOM;FEM;PL
caratteri	znaky	carattere	znak	N;MASC;PL	N;INAN;NOM;MASC;PL
caratteri	znakov	carattere	znak	N;MASC;PL	N;INAN;GEN;MASC;PL
apparizione	prízrak	apparizione	prízrak	N;FEM;SG	N;INAN;NOM;MASC;SG
apparizione	vzhľad	apparizione	vzhľad	N;FEM;SG	N;INAN;NOM;MASC;SG
bibliografia	bibliografia	bibliografia	bibliografia	N;FEM;SG	N;NOM;FEM;SG
interessante	zaujímavá	interessante	zaujímavý	ADJ;SG	ADJ;NOM;FEM;SG
interessante	zaujímavé	interessante	zaujímavý	ADJ;SG	ADJ;NOM;NEUT;SG
interessante	zaujímavý	interessante	zaujímavý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
riuscito	uspel	riuscire	uspieť	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
design	dizajn	design	dizajný	N;MASC	N;INAN;NOM;MASC;SG
design	navrhovanie	design	navrhovanie	N;MASC	N;NOM;NEUT;SG
design	konštrukcia	design	konštrukcia	N;MASC	N;NOM;FEM;SG
doppia	dvojité	doppio	dvojitý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
doppia	dvojnásobok	doppio	dvojnásobok	ADJ;FEM;SG	ADJ;NOM;FEM;SG
avventura	dobrodružstvo	avventura	dobrodružstvo	N;FEM;SG	N;NOM;NEUT;SG
central	central	central	centrať	N	N;NOM;NEUT;SG
assunto	najal	assumere	najať	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
esercizio	cvičenie	esercizio	cvičenie	N;MASC;SG	N;NOM;NEUT;SG
impegno	odhodlanie	impegno	odhodlanie	N;MASC;SG	N;NOM;NEUT;SG
impegno	záväzok	impegno	záväzok	N;MASC;SG	N;INAN;NOM;MASC;SG
impegno	angažovanosť	impegno	angažovanosť	N;MASC;SG	N;NOM;FEM;SG
disegni	vzory	disegno	vzor	N;MASC;PL	N;INAN;NOM;MASC;PL
disegni	návrhy	disegno	návrh	N;MASC;PL	N;INAN;NOM;MASC;PL
disegni	výkresy	disegno	výkres	N;MASC;PL	N;INAN;NOM;MASC;PL
disegni	kresby	disegno	kresb	N;MASC;PL	N;NOM;FEM;PL
disegni	nákresy	disegno	nákresy	N;MASC;PL	N;INAN;NOM;MASC;PL
british	briti	british	brit	N;MASC	N;ANIM;NOM;MASC;PL
british	british	british	britis	N;MASC	N;NOM;FEM;SG
urbano	mestský	urbano	mestský	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
urbano	mestské	urbano	mestský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
urbano	mestská	urbano	mestský	ADJ;MASC;SG	ADJ;NOM;FEM;SG
perdite	straty	perdita	strata	N;FEM;PL	N;NOM;FEM;PL
perdite	strát	perdita	strát	N;FEM;PL	N;GEN;FEM;PL
perdite	prehry	perdita	prehra	N;FEM;PL	N;INAN;NOM;MASC;PL
perdite	straty	perdita	strata	N;FEM;PL	N;NOM;FEM;PL
perdite	obete	perdita	obete	N;FEM;PL	N;INAN;NOM;MASC;PL
perdite	straty	perdita	strata	N;FEM;PL	N;NOM;FEM;PL
collana	náhrdelník	collana	náhrdelník	N;FEM;SG	N;INAN;NOM;MASC;SG
collana	prívesok	collana	prívesok	N;FEM;SG	N;INAN;NOM;MASC;SG
totalmente	úplne	totalmente	úplne	ADV	ADV
totalmente	kompletne	totalmente	kompletne	ADV	ADV
totalmente	úplne	totalmente	úplne	ADV	ADV
totalmente	totálne	totalmente	totálne	ADV	ADV
cane	psíka	cane	psík	N;MASC;SG	N;ANIM;ACC;MASC;SG
cane	psa	cane	pes	N;MASC;SG	N;INAN;NOM;MASC;SG
cane	psík	cane	psík	N;MASC;SG	N;ANIM;NOM;MASC;SG
cane	pes	cane	pes	N;MASC;SG	N;ANIM;NOM;MASC;SG
aggiungere	pridaj	aggiungere	pridaj	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
aggiungere	pridať	aggiungere	pridať	V;NFIN	V;PFV;POS;NFIN
blues	blues	blues	blues	N;MASC	N;NOM;NEUT;SG
death	smrt	death	smrt	N	N;NOM;FEM;SG
death	smrť	death	smrť	N	N;NOM;FEM;SG
death	úmrtia	death	úmrtie	N	N;NOM;NEUT;PL
death	úmrtie	death	úmrtie	N	N;NOM;NEUT;SG
ricca	bohaté	ricco	bohatý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
ricca	bohatá	ricco	bohatý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
ricca	bohatý	ricco	bohatý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
selezione	výber	selezione	výber	N;FEM;SG	N;INAN;NOM;MASC;SG
mobile	mobilné	mobile	mobilný	ADJ;SG	ADJ;NOM;NEUT;SG
mobile	mobilný	mobile	mobilný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
volto	tvárou	volto	tvár	N;MASC;SG	N;INS;FEM;SG
volto	tvár	volto	tvár	N;MASC;SG	N;NOM;FEM;SG
hollywood	hollywoode	hollywood	hollywoode	N;MASC	N;INAN;NOM;MASC;SG
hollywood	hollywoodu	hollywood	hollywooda	N;MASC	N;INAN;GEN;MASC;SG
interrotta	prerušilo	interrompere	prerušiť	V;FEM;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
educazione	výchova	educazione	výchova	N;FEM;SG	N;NOM;FEM;SG
educazione	vzdelanie	educazione	vzdelanie	N;FEM;SG	N;NOM;NEUT;SG
educazione	vzdelávanie	educazione	vzdelávanie	N;FEM;SG	N;NOM;NEUT;SG
educazione	školstvo	educazione	školstvo	N;FEM;SG	N;NOM;NEUT;SG
fabbrica	továreň	fabbrica	továreň	N;FEM;SG	N;NOM;FEM;SG
intenzione	zámer	intenzione	zámer	N;FEM;SG	N;INAN;NOM;MASC;SG
intenzione	úmysel	intenzione	úmysel	N;FEM;SG	N;INAN;NOM;MASC;SG
intenzione	zámer	intenzione	zámer	N;FEM;SG	N;INAN;NOM;MASC;SG
intenzione	úmysel	intenzione	úmysel	N;FEM;SG	N;INAN;NOM;MASC;SG
consente	dovoľuje	consentire	dovoľovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
consente	umožňuje	consentire	umožňovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
consente	povoľuje	consentire	povoľovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
norma	norma	norma	norma	N;FEM;SG	N;NOM;FEM;SG
norma	normou	norma	norma	N;FEM;SG	N;INS;FEM;SG
norma	norma	norma	norma	N;FEM;SG	N;NOM;FEM;SG
riferimenti	odkazy	riferimento	odkaz	N;MASC;PL	N;INAN;NOM;MASC;PL
riferimenti	referencie	riferimento	referencia	N;MASC;PL	N;NOM;FEM;PL
liceo	liceo	liceo	liceo	N;MASC;SG	N;NOM;FEM;SG
continuare	pokračovať	continuare	pokračovať	V;NFIN	V;IPFV;POS;NFIN
continuare	pokračujte	continuare	pokračovať	V;NFIN	V;IPFV;IMP;PL;2;POS;FIN
teresa	teresa	teresa	teres	N;FEM;SG	N;NOM;FEM;SG
teresa	tereza	teresa	tereza	N;FEM;SG	N;NOM;FEM;SG
teresa	theresa	teresa	theres	N;FEM;SG	N;NOM;FEM;SG
east	východ	east	východ	N;MASC	N;INAN;NOM;MASC;SG
processi	procesy	processo	proces	N;MASC;PL	N;INAN;NOM;MASC;PL
processi	procesov	processo	proces	N;MASC;PL	N;INAN;GEN;MASC;PL
muro	múr	muro	múr	N;MASC;SG	N;INAN;NOM;MASC;SG
muro	stenu	muro	stena	N;MASC;SG	N;ACC;FEM;SG
muro	stene	muro	stena	N;MASC;SG	N;DAT;FEM;SG
muro	stena	muro	stena	N;MASC;SG	N;NOM;FEM;SG
disney	disney	disney	disney	N;MASC	N;NOM;FEM;SG
capito	pochopil	capire	pochopiť	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
capito	rozumel	capire	rozumieť	V;MASC;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
capito	rozumela	capire	rozumieť	V;MASC;SG;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
capito	pochopila	capire	pochopiť	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
colpito	udrieť	colpire	udrieť	V;MASC;SG;PST;V.PTCP	V;PFV;POS;NFIN
colpito	udrel	colpire	udrieť	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
consigliere	poradca	consigliere	poradca	N;MASC;SG	N;ANIM;NOM;MASC;SG
consigliere	poradca	consigliere	poradca	N;MASC;SG	N;ANIM;NOM;MASC;SG
consigliere	poradca	consigliere	poradca	N;MASC;SG	N;ANIM;NOM;MASC;SG
miller	millerová	miller	millerový	N;MASC;SG	N;NOM;FEM;SG
segna	označiť	segnare	označiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
scomparsa	zmizla	scomparire	zmiznúť	V;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
