studieren	študuje	studieren	študovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
vermitteln	sprostredkovať	vermitteln	sprostredkovať	V;NFIN	V;IPFV;POS;NFIN
argentinischer	argentínska	argentinisch	argentínsky	ADJ	ADJ;NOM;FEM;SG
positiven	pozitívnych	positiv	pozitívny	ADJ	ADJ;GEN;MASC;PL
positiven	pozitívna	positiv	pozitívny	ADJ	ADJ;NOM;FEM;SG
positiven	kladná	positiv	kladný	ADJ	ADJ;NOM;FEM;SG
positiven	pozitívny	positiv	pozitívny	ADJ	ADJ;INAN;NOM;MASC;SG
floh	utiekol	fliehen	utiecť	V;IND;SG;3;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
floh	utiekla	fliehen	utiecť	V;IND;SG;3;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
floh	ušiel	fliehen	ujsť	V;IND;SG;3;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
margarete	margaret	margaret	margaret	N;NOM;FEM;SG	N;NOM;FEM;SG
margarete	margarete	margaret	margaret	N;NOM;FEM;SG	N;NOM;FEM;SG
deutet	označuje	deuten	označovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
deutet	naznačuje	deuten	naznačovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
deutet	udáva	deuten	udávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
religionen	náboženstvá	religion	náboženstvo	N;NOM;PL	N;NOM;NEUT;PL
religionen	veriaci	religion	veriaci	N;NOM;PL	N;ANIM;NOM;MASC;PL
religionen	náboženstva	religion	náboženstvo	N;NOM;PL	N;NOM;NEUT;PL
mitwirkung	zapojenie	mitwirkung	zapojenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
mitwirkung	angažovanosť	mitwirkung	angažovanosť	N;NOM;FEM;SG	N;NOM;FEM;SG
mitwirkung	účasti	mitwirkung	účasť	N;NOM;FEM;SG	N;NOM;FEM;SG
mitwirkung	účasť	mitwirkung	účasť	N;NOM;FEM;SG	N;NOM;FEM;SG
entscheidenden	rozhodujúci	entscheidend	rozhodujúci	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
entscheidenden	rozhodný	entscheidend	rozhodný	ADJ	ADJ;ANIM;NOM;MASC;SG
entscheidenden	rozhodujúce	entscheidend	rozhodujúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
entscheidenden	rozhodné	entscheidend	rozhodný	ADJ	ADJ;NOM;NEUT;SG
entscheidenden	rozhodujúca	entscheidend	rozhodujúci	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
externen	externý	extern	externý	ADJ	ADJ;ANIM;NOM;MASC;SG
externen	vonkajšie	extern	vonkajší	ADJ	ADJ;NOM;NEUT;SG
externen	vonkajší	extern	vonkajší	ADJ	ADJ;INAN;NOM;MASC;SG
externen	externé	extern	externý	ADJ	ADJ;NOM;NEUT;SG
externen	vonkajšia	extern	vonkajší	ADJ	ADJ;NOM;FEM;SG
auswertung	interpretácia	auswertung	interpretácia	N;FEM;SG	N;NOM;FEM;SG
auswertung	výklad	auswertung	výklad	N;FEM;SG	N;INAN;NOM;MASC;SG
auswertung	tlmočenie	auswertung	tlmočenie	N;FEM;SG	N;NOM;NEUT;SG
auswertung	vyhodnotenie	auswertung	vyhodnotenie	N;FEM;SG	N;NOM;NEUT;SG
auswertung	hodnotenie	auswertung	hodnotenie	N;FEM;SG	N;NOM;NEUT;SG
auswertung	vyhodnocovanie	auswertung	vyhodnocovanie	N;FEM;SG	N;NOM;NEUT;SG
auswertung	rozbor	auswertung	rozbor	N;FEM;SG	N;INAN;NOM;MASC;SG
auswertung	analýza	auswertung	analýza	N;FEM;SG	N;NOM;FEM;SG
auswertung	analýzu	auswertung	analýza	N;FEM;SG	N;ACC;FEM;SG
rumänischer	rumunský	rumänisch	rumunský	ADJ	ADJ;ANIM;NOM;MASC;SG
rumänischer	rumunská	rumänisch	rumunský	ADJ	ADJ;NOM;FEM;SG
rumänischer	rumunskom	rumänisch	rumunský	ADJ	ADJ;INS;NEUT;SG
rumänischer	rumunské	rumänisch	rumunský	ADJ	ADJ;NOM;NEUT;SG
rumänischer	rumunského	rumänisch	rumunský	ADJ	ADJ;GEN;NEUT;SG
messung	meranie	messung	meranie	N;SG	N;NOM;NEUT;SG
messung	oceňovanie	messung	oceňovanie	N;SG	N;NOM;NEUT;SG
messung	meranie	messung	meranie	N;SG	N;NOM;NEUT;SG
schlagen	biť	schlagen	biť	V;NFIN	V;IPFV;POS;NFIN
schlagen	poraziť	schlagen	poraziť	V;NFIN	V;PFV;POS;NFIN
schlagen	biť	schlagen	biť	V;NFIN	V;IPFV;POS;NFIN
schlagen	udrieť	schlagen	udrieť	V;NFIN	V;PFV;POS;NFIN
inszenierung	inscenácia	inszenierung	inscenácia	N;NOM;FEM;SG	N;NOM;FEM;SG
glaubens	viery	glaubens	viera	N;NOM;NEUT;PL	N;NOM;FEM;PL
erkrankungen	choroby	erkrankung	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL
erkrankungen	ochorenia	erkrankung	ochorenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
erkrankungen	choroby	erkrankung	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL
erkrankungen	ochorenia	erkrankung	ochorenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
blüte	kvet	blüt	kvet	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
blüte	kvet	blüt	kvet	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
blüte	kvietok	blüt	kvietok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
überprüft	skontroloval	überprüfen	skontrolovať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
überprüft	skontrolovať	überprüfen	skontrolovať	V;V.PTCP	V;PFV;POS;NFIN
wahlperiode	zákonodarca	wahlperiode	zákonodarec	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
einladung	pozvánka	einladung	pozvánka	N;FEM;SG	N;NOM;FEM;SG
einladung	pozvánka	einladung	pozvánka	N;FEM;SG	N;NOM;FEM;SG
einladung	pozvanie	einladung	pozvanie	N;FEM;SG	N;NOM;NEUT;SG
disziplinen	disciplíny	disziplin	disciplína	N;NOM;PL	N;NOM;FEM;PL
disziplinen	disciplíny	disziplin	disciplína	N;NOM;PL	N;NOM;FEM;PL
finnischer	fínsky	finnisch	fínsky	ADJ	ADJ;ANIM;NOM;MASC;SG
finnischer	fínska	finnisch	fínsky	ADJ	ADJ;NOM;FEM;SG
finnischer	fínskom	finnisch	fínsky	ADJ	ADJ;INS;NEUT;SG
finnischer	fínske	finnisch	fínsky	ADJ	ADJ;NOM;NEUT;SG
ausländischen	cudzích	ausländisch	cudzí	ADJ	ADJ;GEN;MASC;PL
ausländischen	cudzie	ausländisch	cudzí	ADJ	ADJ;NOM;NEUT;SG
ausländischen	zahraničný	ausländisch	zahraničný	ADJ	ADJ;ANIM;NOM;MASC;SG
ausländischen	zahraničné	ausländisch	zahraničný	ADJ	ADJ;NOM;NEUT;SG
ausländischen	cudzí	ausländisch	cudzí	ADJ	ADJ;ANIM;NOM;MASC;SG
ausländischen	zahraničnej	ausländisch	zahraničný	ADJ	ADJ;GEN;FEM;SG
gesungen	spievala	singen	spievať	V;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
gesungen	zaspieval	singen	zaspievať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
gesungen	spievali	singen	spievať	V;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
gesungen	spieval	singen	spievať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
türken	turci	türken	turec	N;PL	N;ANIM;NOM;MASC;PL
zeitweilig	dočasné	zeitweilig	dočasný	ADJ	ADJ;NOM;NEUT;SG
zeitweilig	dočasný	zeitweilig	dočasný	ADJ	ADJ;INAN;NOM;MASC;SG
zeitweilig	dočasná	zeitweilig	dočasný	ADJ	ADJ;NOM;FEM;SG
jährlichen	ročné	jährlich	ročný	ADJ	ADJ;NOM;NEUT;SG
jährlichen	ročný	jährlich	ročný	ADJ	ADJ;ANIM;NOM;MASC;SG
jährlichen	každoročné	jährlich	každoročný	ADJ	ADJ;NOM;NEUT;SG
jährlichen	ročný	jährlich	ročný	ADJ	ADJ;ANIM;NOM;MASC;SG
jährlichen	ročná	jährlich	ročný	ADJ	ADJ;NOM;FEM;SG
jährlichen	ročné	jährlich	ročný	ADJ	ADJ;NOM;NEUT;SG
überleben	prežije	überleben	prežiť	V;NFIN	V;PFV;IND;SG;3;POS;PRS;FIN
überleben	prežijú	überleben	prežiť	V;NFIN	V;PFV;IND;PL;3;POS;PRS;FIN
überleben	prežiť	überleben	prežiť	V;NFIN	V;PFV;POS;NFIN
stimmung	vibrácie	stimmung	vibrácia	N	N;NOM;FEM;PL
stimmung	náladu	stimmung	nálada	N	N;ACC;FEM;SG
stimmung	nálada	stimmung	nálada	N	N;NOM;FEM;SG
stimmung	nálady	stimmung	nálada	N	N;NOM;FEM;PL
anpassung	úprava	anpassung	úprava	N;NOM;FEM;SG	N;NOM;FEM;SG
anpassung	nastavenie	anpassung	nastavenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
anpassung	prispôsobenie	anpassung	prispôsobenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
anpassung	prispôsobenie	anpassung	prispôsobenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
anpassung	prispôsobovanie	anpassung	prispôsobovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
flach	ploché	flach	plochý	ADJ	ADJ;NOM;NEUT;SG
flach	plochá	flach	plochý	ADJ	ADJ;NOM;FEM;SG
flach	plytké	flach	plytoký	ADJ	ADJ;NOM;NEUT;SG
schwedisch	švédske	schwedisch	švédsky	ADJ	ADJ;NOM;NEUT;SG
schwedisch	švédsky	schwedisch	švédsky	ADJ	ADJ;ANIM;NOM;MASC;SG
kostenlos	voľné	kostenlos	voľný	ADJ	ADJ;NOM;NEUT;SG
kostenlos	slobodný	kostenlos	slobodný	ADJ	ADJ;ANIM;NOM;MASC;SG
kostenlos	voľný	kostenlos	voľný	ADJ	ADJ;ANIM;NOM;MASC;SG
tausende	tisíce	tausende	tisíc`1000	N;NOM;FEM;PL	N;NOM;MASC;PL
israelischen	izraelských	israelisch	izraelský	ADJ;PL	ADJ;GEN;MASC;PL
prototyp	prototyp	prototyp	prototyp	N	N;INAN;NOM;MASC;SG
unterzeichnete	podpísal	unterzeichnen	podpísať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
effekte	efekty	effekt	efekt	N;NOM;PL	N;INAN;NOM;MASC;PL
effekte	účinky	effekt	účinka	N;NOM;PL	N;INAN;NOM;MASC;PL
effekte	vplyvy	effekt	vplyv	N;NOM;PL	N;INAN;NOM;MASC;PL
versenkt	potopil	versenken	potopiť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
versenkt	potopila	versenken	potopiť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
versenkt	potopil	versenken	potopiť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bekämpfung	boj	bekämpfung	boj	N;SG	N;INAN;NOM;MASC;SG
stetig	stabilné	stetig	stabilný	ADJ	ADJ;NOM;NEUT;SG
stetig	stabilný	stetig	stabilný	ADJ	ADJ;ANIM;NOM;MASC;SG
stetig	stály	stetig	stály	ADJ	ADJ;ANIM;NOM;MASC;SG
kontinuierlich	nepretržité	kontinuierlich	pretržitý	ADJ	ADJ;NOM;NEUT;SG
kontinuierlich	nepretržitá	kontinuierlich	nepretržitý	ADJ	ADJ;NOM;FEM;SG
kontinuierlich	nepretržitá	kontinuierlich	nepretržitý	ADJ	ADJ;NOM;FEM;SG
kontinuierlich	priebežné	kontinuierlich	priebežný	ADJ	ADJ;NOM;NEUT;SG
kontinuierlich	nepretržitý	kontinuierlich	nepretržitý	ADJ	ADJ;INAN;NOM;MASC;SG
kontinuierlich	nepretržité	kontinuierlich	pretržitý	ADJ	ADJ;NOM;NEUT;SG
gleise	plošiny	gleis	plošina	N	N;NOM;FEM;PL
gleise	platformy	gleis	platforma	N	N;NOM;FEM;PL
gleise	platforiem	gleis	platforma	N	N;GEN;FEM;PL
gleise	stopy	gleis	stopa	N	N;NOM;FEM;PL
gleise	stôp	gleis	stôp	N	N;GEN;FEM;PL
gleise	skladby	gleis	skladba	N	N;NOM;FEM;PL
gleise	trate	gleis	triata	N	N;NOM;FEM;PL
erobert	zvíťazil	erobern	zvíťaziť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
erobert	premôže	erobern	premôcť	V;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN
anfänge	začiatky	anfangen	začiatok	N;NOM	N;INAN;NOM;MASC;PL
malte	namaľoval	malen	namaľovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
malte	maľoval	malen	maľovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
übergab	podal	übergeben	podať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
lateinisch	latinskej	lateinisch	latinský	ADJ	ADJ;GEN;FEM;SG
lateinisch	latinská	lateinisch	latinský	ADJ	ADJ;NOM;FEM;SG
betreuung	podporu	betreuung	podpora	N;SG	N;ACC;FEM;SG
betreuung	podpora	betreuung	podpora	N;SG	N;NOM;FEM;SG
betreuung	dohľad	betreuung	dohľad	N;SG	N;INAN;NOM;MASC;SG
betreuung	dozor	betreuung	dozor	N;SG	N;INAN;NOM;MASC;SG
betreuung	care	betreuung	cara	N;SG	N;VOC;FEM;SG
betreuung	starostlivosť	betreuung	starostlivosť	N;SG	N;NOM;FEM;SG
objektiv	objektívny	objektiv	objektívny	ADJ	ADJ;INAN;NOM;MASC;SG
personenverkehr	cestujúcich	personenverkehr	cestujúci	ADJ	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
personenverkehr	osobná	personenverkehr	osobný	ADJ	ADJ;NOM;FEM;SG
personenverkehr	cestujúci	personenverkehr	cestujúci	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
studiert	študovali	studieren	študovať	V;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
studiert	študoval	studieren	študovať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
studiert	študovala	studieren	študovať	V;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
illustrationen	ilustrácie	illustrationen	ilustrácia	N;NOM;FEM;PL	N;NOM;FEM;PL
richtungen	smerovania	richtung	smerovanie	N;NOM;FEM;PL	N;NOM;NEUT;PL
richtungen	smery	richtung	smer	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
schmalen	úzka	schmal	úzky	ADJ	ADJ;NOM;FEM;SG
schmalen	úzky	schmal	úzky	ADJ	ADJ;INAN;NOM;MASC;SG
schmalen	úzke	schmal	úzka	ADJ	ADJ;NOM;NEUT;SG
stausee	priehrada	stausen	priehrada	N;SG	N;NOM;FEM;SG
stausee	jazere	stausen	jazero	N;SG	N;NOM;NEUT;SG
stausee	jazero	stausen	jazero	N;SG	N;NOM;NEUT;SG
stausee	zásobník	stausen	zásobník	N;SG	N;INAN;NOM;MASC;SG
stausee	zásobníku	stausen	zásobník	N;SG	N;INAN;DAT;MASC;SG
stausee	priehrada	stausen	priehrada	N;SG	N;NOM;FEM;SG
hochladen	nahrať	hochladen	nahrať	V;NFIN	V;PFV;POS;NFIN
hochladen	nahrávať	hochladen	nahrávať	V;NFIN	V;IPFV;POS;NFIN
begangen	zaviazala	begehen	zaviazať	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
begangen	spáchal	begehen	spáchať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ansätze	priblíženia	ansätzen	priblíženie	N;NOM;MASC;PL	N;NOM;NEUT;PL
ansätze	prístupy	ansätzen	prístup	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
designer	dizajnér	designer	dizajnér	ADJ	ADJ;ANIM;NOM;MASC;SG
wirft	vrhá	werfen	vrhý	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
wirft	vyvoláva	werfen	vyvolávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
wirft	hádže	werfen	hádža	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
fühlt	cíti	fühlen	cítiť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
gerettet	zachránili	retten	zachrániť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gerettet	zachránil	retten	zachrániť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gerettet	zachránili	retten	zachrániť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
ignoriert	ignorovať	ignorieren	ignorovať	V;V.PTCP	V;IPFV;POS;NFIN
ignoriert	ignorovali	ignorieren	ignorovať	V;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
ignoriert	ignorovať	ignorieren	ignorovať	V;V.PTCP	V;IPFV;POS;NFIN
ignoriert	ignorovala	ignorieren	ignorovať	V;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
ignoriert	ignoroval	ignorieren	ignorovať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
ignoriert	ignoruje	ignorieren	ignorovať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
überwachung	dohľad	überwachung	dohľad	N;SG	N;INAN;NOM;MASC;SG
überwachung	sledovanie	überwachung	sledovanie	N;SG	N;NOM;NEUT;SG
überwachung	monitoring	überwachung	monitoring	N;SG	N;INAN;NOM;MASC;SG
überwachung	monitorovanie	überwachung	monitorovanie	N;SG	N;NOM;NEUT;SG
überwachung	monitor	überwachung	monitor	N;SG	N;INAN;NOM;MASC;SG
überwachung	dohľad	überwachung	dohľad	N;SG	N;INAN;NOM;MASC;SG
überwachung	dozor	überwachung	dozor	N;SG	N;INAN;NOM;MASC;SG
überwachung	dohľad	überwachung	dohľad	N;SG	N;INAN;NOM;MASC;SG
überwachung	sledovanie	überwachung	sledovanie	N;SG	N;NOM;NEUT;SG
überwachung	dozor	überwachung	dozor	N;SG	N;INAN;NOM;MASC;SG
achter	ôsmej	acht	ôsmy	ADJ	ADJ;GEN;FEM;SG
achter	ôsmy	acht	oso	ADJ	ADJ;INAN;NOM;MASC;SG
achter	ôsma	acht	ôsmo	ADJ	ADJ;NOM;FEM;SG
chinesisch	čínska	chinesisch	čínsky	ADJ	ADJ;NOM;FEM;SG
chinesisch	čínske	chinesisch	čínsky	ADJ	ADJ;NOM;NEUT;SG
chinesisch	čínsky	chinesisch	čínsky	ADJ	ADJ;ANIM;NOM;MASC;SG
chinesisch	čínskych	chinesisch	čínsky	ADJ	ADJ;GEN;MASC;PL
verlangen	vyžadujú	verlangen	vyžadovať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
verlangen	požadovať	verlangen	požadovať	V;NFIN	V;IPFV;POS;NFIN
verlangen	vyžaduje	verlangen	vyžadovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
verlangen	vyžadovať	verlangen	vyžadovať	V;NFIN	V;IPFV;POS;NFIN
schreibe	písať	schreibe	písať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
schreibe	napísať	schreibe	napísať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
schreibe	písať	schreibe	písať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
angemessen	primerané	angemessen	primeraný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
angemessen	vhodná	angemessen	vhodný	ADJ	ADJ;NOM;FEM;SG
angemessen	primeraná	angemessen	primeraný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
angemessen	vhodné	angemessen	vhodný	ADJ	ADJ;NOM;NEUT;SG
angemessen	primeraný	angemessen	primeraný	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
angemessen	vhodný	angemessen	vhodný	ADJ	ADJ;ANIM;NOM;MASC;SG
angemessen	primeraný	angemessen	primeraný	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
angemessen	primeraná	angemessen	primeraný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
angemessen	primerané	angemessen	primeraný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
angemessen	primeraný	angemessen	primeraný	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
angemessen	primerané	angemessen	primeraný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
angemessen	rozumný	angemessen	rozumný	ADJ	ADJ;ANIM;NOM;MASC;SG
angemessen	primeraná	angemessen	primeraný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
angemessen	rozumná	angemessen	rozumný	ADJ	ADJ;NOM;FEM;SG
drehen	otočiť	drehen	otočiť	V;NFIN	V;PFV;POS;NFIN
drehen	otočiť	drehen	otočiť	V;NFIN	V;PFV;POS;NFIN
angeben	uveďte	angeben	uviesť	V;V.PTCP	V;PFV;IMP;PL;2;POS;FIN
angeben	chváliť	angeben	chváliť	V;V.PTCP	V;IPFV;POS;NFIN
angeben	upresniť	angeben	upresniť	V;V.PTCP	V;PFV;POS;NFIN
angeben	uveďte	angeben	uviesť	V;V.PTCP	V;PFV;IMP;PL;2;POS;FIN
angeben	zadať	angeben	zadať	V;V.PTCP	V;PFV;POS;NFIN
angeben	špecifikovať	angeben	špecifikovať	V;V.PTCP	V;IPFV;POS;NFIN
gerichtet	posudzoval	richten	posudzovať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
umwandlung	konverzia	umwandlung	konverzia	N;SG	N;NOM;FEM;SG
umwandlung	prevod	umwandlung	prevod	N;SG	N;INAN;NOM;MASC;SG
umwandlung	prepočet	umwandlung	prepočet	N;SG	N;INAN;NOM;MASC;SG
umwandlung	premena	umwandlung	premena	N;SG	N;NOM;FEM;SG
umwandlung	premena	umwandlung	premena	N;SG	N;NOM;FEM;SG
umwandlung	transformácia	umwandlung	transformácia	N;SG	N;NOM;FEM;SG
ansiedlung	urovnanie	ansiedlung	urovnanie	N;SG	N;NOM;NEUT;SG
ansiedlung	vysporiadanie	ansiedlung	vysporiadanie	N;SG	N;NOM;NEUT;SG
ansiedlung	zúčtovanie	ansiedlung	zúčtovanie	N;SG	N;NOM;NEUT;SG
ansiedlung	vyrovnanie	ansiedlung	vyrovnanie	N;SG	N;NOM;NEUT;SG
gestiftet	prispela	stiften	prispieť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gestiftet	darovala	stiften	darovať	V;V.PTCP	V;FEM;SG;POS;PST;V.PTCP
gestiftet	prispel	stiften	prispieť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gestiftet	daroval	stiften	darovať	V;V.PTCP	V;ANIM;MASC;SG;POS;PST;V.PTCP
gestiftet	prispeli	stiften	prispieť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
bezahlt	zaplatili	bezahlen	zaplatiť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
bezahlt	platí	bezahlen	platiť	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
bezahlt	vypláca	bezahlen	vyplácať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
bezahlt	zaplatí	bezahlen	zaplatiť	V;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN
hinterlassen	odíď	hinterlassen	odísť	V;V.PTCP	V;PFV;IMP;SG;2;POS;FIN
hinterlassen	opustiť	hinterlassen	opustiť	V;V.PTCP	V;PFV;POS;NFIN
hinterlassen	odísť	hinterlassen	odísť	V;V.PTCP	V;PFV;POS;NFIN
hinterlassen	nechajte	hinterlassen	nechať	V;V.PTCP	V;PFV;IMP;PL;2;POS;FIN
abgesetzt	prerušilo	absetzen	prerušiť	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
dekan	dekan	dekan	dekan	N	N;ANIM;NOM;MASC;SG
dekan	deana	dekan	deana	N	N;ANIM;ACC;MASC;SG
ausgeliefert	doručiť	ausliefern	doručiť	V;V.PTCP	V;PFV;POS;NFIN
ausgeliefert	doručila	ausliefern	doručiť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
konzepte	pojmy	konzepn	pojem	N;NOM;PL	N;INAN;NOM;MASC;PL
konzepte	koncepcie	konzepn	koncepcia	N;NOM;PL	N;NOM;FEM;PL
konzepte	koncepty	konzepn	koncept	N;NOM;PL	N;INAN;NOM;MASC;PL
ganzes	celý	ganz	celý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
ganzes	celé	ganz	celý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ganzes	celá	ganz	celý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
heiliger	svätá	heilig	svätý	ADJ	ADJ;NOM;FEM;SG
heiliger	svätý	heilig	svätý	ADJ	ADJ;ANIM;NOM;MASC;SG
heiliger	sväté	heilig	svätý	ADJ	ADJ;NOM;NEUT;SG
heiliger	svätá	heilig	svätý	ADJ	ADJ;NOM;FEM;SG
heiliger	svätý	heilig	svätý	ADJ	ADJ;ANIM;NOM;MASC;SG
heiliger	posvätný	heilig	posvätný	ADJ	ADJ;ANIM;NOM;MASC;SG
heiliger	posvätné	heilig	posvätný	ADJ	ADJ;NOM;NEUT;SG
beibehalten	držať	beibehalten	držať	V;V.PTCP	V;IPFV;POS;NFIN
beibehalten	uchovávať	beibehalten	uchovávať	V;V.PTCP	V;IPFV;POS;NFIN
beibehalten	majte	beibehalten	mať	V;V.PTCP	V;IPFV;IMP;PL;2;POS;FIN
beibehalten	ponechať	beibehalten	ponechať	V;V.PTCP	V;PFV;POS;NFIN
beibehalten	zachovať	beibehalten	zachovať	V;V.PTCP	V;PFV;POS;NFIN
beibehalten	udržiavať	beibehalten	udržiavať	V;V.PTCP	V;IPFV;POS;NFIN
beibehalten	zachovať	beibehalten	zachovať	V;V.PTCP	V;PFV;POS;NFIN
beibehalten	zachovať	beibehalten	zachovať	V;V.PTCP	V;PFV;POS;NFIN
beibehalten	ponechať	beibehalten	ponechať	V;V.PTCP	V;PFV;POS;NFIN
stürzte	havaroval	stürzen	havarovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
stürzte	skolaboval	stürzen	skolabovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
stürzte	zrútil	stürzen	zrútiť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
urheberrecht	autorských	urheberrecht	autorský	ADJ	ADJ;GEN;MASC;PL
urheberrecht	autorských	urheberrecht	autorský	ADJ	ADJ;GEN;MASC;PL
