bagdad	bagdad	bagdar	bagdad	N	N;INDF;MASC;SG
estudios	studiourile	estudio	studio	N	N;DEF;FEM;PL
estudios	studios	estudio	studios	N	N;INDF;MASC;SG
axuden	ajută	axudar	ajuta	V	V;IND;SG;3;PST;FIN
arrecifes	coral	arrecife	coral	N	N;INDF;MASC;SG
arrecifes	corali	arrecife	coral	N	N;INDF;MASC;PL
arrecifes	recifurile	arrecife	recif	N	N;DEF;FEM;PL
ondas	valuri	onda	val	N	N;INDF;FEM;PL
ondas	valurile	onda	val	N	N;DEF;FEM;PL
ártico	arctică	ártico	arctic	ADJ	ADJ;INDF;FEM;SG
egoísta	egoism	egoísta	egoism	N	N;INDF;MASC;SG
tratei	încercat	tratar	încerca	V	V;MASC;SG;V.PTCP
camiñas	mersul	camiña	mers	N	N;DEF;MASC;SG
camiñas	plimbare	camiña	plimbare	N	N;INDF;FEM;SG
camiñas	walk	camiña	walk	N	N;INDF;MASC;SG
rescate	salvare	rescate	salvare	N	N;INDF;FEM;SG
rescate	răscumpărare	rescate	răscumpărare	N	N;INDF;FEM;SG
xerar	generează	xerar	genera	V	V;IND;3;PRS;FIN
xerar	genera	xerar	genera	V	V;IND;SG;3;IPFV;FIN
racismo	rasismul	racismo	rasism	N	N;DEF;MASC;SG
racismo	rasismului	racismo	rasism	N	N;DEF;MASC;SG
racismo	rasism	racismo	rasism	N	N;INDF;MASC;SG
esposo	soț	esposo	soț	N	N;INDF;MASC;SG
esposo	soțul	esposo	soț	N	N;DEF;MASC;SG
esposo	sotul	esposo	sot	N	N;DEF;MASC;SG
xove	tineri	xover	tânăr	N	N;INDF;MASC;PL
xenético	genetic	xenético	genetic	ADJ	ADJ;INDF;MASC;SG
xenético	genetică	xenético	genetic	ADJ	ADJ;INDF;FEM;SG
xenético	genetice	xenético	genetic	ADJ	ADJ;INDF;FEM;PL
kilos	kilograme	kilo	kilogram	N	N;INDF;FEM;PL
kilos	kilograme	kilo	kilogram	N	N;INDF;FEM;PL
agradecido	recunoscători	agradecer	recunoaștăre	V	V;IND;PL;2;IPFV;FIN
aburrida	plictisită	aburrido	plictisit	ADJ	ADJ;INDF;FEM;SG
aburrida	plictisit	aburrido	plictisi	ADJ	ADJ;INDF;MASC;SG
aburrida	plictisitoare	aburrido	plictisitor	ADJ	ADJ;INDF;FEM
aburrida	plictisitor	aburrido	plictisitor	ADJ	ADJ;INDF;MASC;SG
tentan	încercați	tentar	încerca	V	V;IND;PL;2;IPFV;FIN
tentan	încearcă	tentar	încerca	V	V;IND;3;PRS;FIN
tentan	incearca	tentar	incearca	V	V;IND;SG;3;IPFV;FIN
tentan	încerc	tentar	încerca	V	V;IND;SG;1;PRS;FIN
tentan	încercând	tentar	încerca	V	V;V.MSDR
axencia	agenția	axencia	agenție	N	N;DEF;FEM;SG
axencia	agentie	axencia	agentie	N	N;INDF;FEM;SG
axencia	agenție	axencia	agenție	N	N;INDF;FEM;SG
axencia	agentia	axencia	agentie	N	N;DEF;FEM;SG
responsables	responsabilitatea	responsable	responsabilitate	N	N;DEF;FEM;SG
responsables	responsabilitate	responsable	responsabilitate	N	N;INDF;FEM;SG
nobel	nobel	nobel	nobel	N	N;INDF;MASC;SG
nobel	premiu	nobel	premiu	N	N;INDF;MASC;SG
nobel	premiul	nobel	premiu	N	N;DEF;MASC;SG
bonos	timbre	bono	timbru	N	N;INDF;FEM;PL
bonos	timbrele	bono	timbru	N	N;DEF;FEM;PL
sentiu	simți	sentiu	simți	V	V;IND;SG;3;PST;FIN
sentiu	simte	sentiu	simți	V	V;IND;SG;3;PRS;FIN
sentiu	simțiți	sentiu	simți	V	V;IND;PL;2;IPFV;FIN
sentiu	simt	sentiu	simți	V	V;IND;PL;3;PRS;FIN
memorias	amintiri	memoria	amintire	N	N;INDF;FEM;PL
memorias	amintirile	memoria	amintire	N	N;DEF;FEM;PL
cultivar	creste	cultivar	creste	V	V;IND;SG;3;PRS;FIN
cultivar	crească	cultivar	crește	V	V;SBJV;3;PRS;FIN
cultivar	crește	cultivar	crește	V	V;IND;SG;3;PRS;FIN
cultivar	cresc	cultivar	crește	V	V;IND;PL;3;PRS;FIN
cultivar	creşte	cultivar	creşte	V	V;IND;SG;3;PRS;FIN
cultivar	cultiva	cultivar	cultiva	V	V;IND;SG;3;IPFV;FIN
cultivar	cultivă	cultivar	cultiva	V	V;IND;SG;3;PST;FIN
industriais	fabrică	industrial	fabrică	N	N;INDF;FEM;SG
industriais	fabrica	industrial	fabrică	N	N;DEF;FEM;SG
desigualdade	inegalitatea	desigualdade	inegalitate	N	N;DEF;FEM;SG
ameazas	amenintari	ameaza	amenintar	N	N;INDF;FEM;PL
ameazas	amenințări	ameaza	amenințare	N	N;INDF;FEM;PL
posesión	posesie	posesión	posesie	N	N;INDF;FEM;SG
posesión	posesia	posesión	posesie	N	N;DEF;FEM;SG
curva	curba	curvar	curbă	N	N;DEF;FEM;SG
curva	curbă	curvar	curbă	N	N;INDF;FEM;SG
entradas	bilete	entrada	bilet	N	N;INDF;FEM;PL
entradas	biletele	entrada	bilet	N	N;DEF;FEM;PL
cultivo	cultura	cultivo	cultură	N	N;DEF;FEM;SG
cultivo	cultură	cultivo	cultură	N	N;INDF;FEM;SG
tratamentos	tratamentul	tratamento	tratament	N	N;DEF;MASC;SG
tratamentos	tratamentului	tratamento	tratament	N	N;DEF;MASC;SG
tratamentos	tratament	tratamento	tratament	N	N;INDF;MASC;SG
tratamentos	tratamentele	tratamento	tratament	N	N;DEF;FEM;PL
tratamentos	tratamente	tratamento	tratament	N	N;INDF;FEM;PL
almacéns	magazine	almacén	magazine	N	N;INDF;FEM;PL
almacéns	departamentul	almacén	departament	N	N;DEF;MASC;SG
almacéns	departament	almacén	departament	N	N;INDF;MASC;SG
almacéns	magazin	almacén	magazin	N	N;INDF;MASC;SG
almacéns	magazinul	almacén	magazin	N	N;DEF;MASC;SG
mecanismo	mecanismului	mecanismo	mecanism	N	N;DEF;MASC;SG
mecanismo	mecanism	mecanismo	mecanism	N	N;INDF;MASC;SG
mecanismo	mecanismul	mecanismo	mecanism	N	N;DEF;MASC;SG
mecanismo	dispozitivul	mecanismo	dispozitiv	N	N;DEF;MASC;SG
mecanismo	dispozitiv	mecanismo	dispozitiv	N	N;INDF;MASC;SG
mandei	trimise	mander	trimite	V	V;IND;SG;3;PST;FIN
xoguetes	jucărie	xoguete	jucărie	N	N;INDF;FEM;SG
xoguetes	jucăria	xoguete	jucărie	N	N;DEF;FEM;SG
xoguetes	jucarie	xoguete	jucarie	N	N;INDF;FEM;SG
xoguetes	jucarii	xoguete	jucar	N	N;DEF;MASC;PL
xoguetes	jucării	xoguete	jucărie	N	N;INDF;FEM;PL
vilas	oraşe	vila	orac	N	N;INDF;FEM;PL
vilas	sate	vila	sat	N	N;INDF;FEM;PL
vilas	satele	vila	sat	N	N;DEF;FEM;PL
arquivos	fișiere	arquivo	fișier	N	N;INDF;FEM;PL
arquivos	fisiere	arquivo	fisier	N	N;INDF;FEM;PL
arquivos	dosare	arquivo	dosare	N	N;INDF;FEM;PL
arquivos	arhive	arquivo	arhivă	N	N;INDF;FEM;PL
arquivos	arhiva	arquivo	arhivă	N	N;DEF;FEM;SG
arquivos	arhivele	arquivo	arhivă	N	N;DEF;FEM;PL
arquivos	arhivă	arquivo	arhivă	N	N;INDF;FEM;SG
encargo	comanda	encargo	comandă	N	N;DEF;FEM;SG
encargo	ordinea	encargo	ordine	N	N;DEF;FEM;SG
encargo	comandă	encargo	comandă	N	N;INDF;FEM;SG
encargo	ordine	encargo	ordine	N	N;INDF;FEM;SG
encargo	ordin	encargo	ordin	N	N;INDF;MASC;SG
asiáticos	asiatic	asiático	asiatic	ADJ	ADJ;INDF;MASC;SG
asiáticos	asiatice	asiático	asiatic	ADJ	ADJ;INDF;FEM;PL
asiáticos	asiatici	asiático	asiatic	ADJ	ADJ;INDF;MASC;PL
asiáticos	asiatică	asiático	asiatic	ADJ	ADJ;INDF;FEM;SG
asiáticos	asiatici	asiático	asiatic	ADJ	ADJ;INDF;MASC;PL
factor	factorul	factor	factor	N	N;DEF;MASC;SG
factor	factor	factor	factor	N	N;INDF;MASC;SG
labor	munca	labor	muncă	N	N;DEF;FEM;SG
labor	lucru	labor	lucru	N	N;INDF;MASC;SG
labor	muncă	labor	muncă	N	N;INDF;FEM;SG
labor	sarcină	labor	sarcină	N	N;INDF;FEM;SG
queimado	arse	queimar	arde	V	V;IND;SG;3;PST;FIN
queimado	ars	queimar	arde	V	V;MASC;SG;V.PTCP
perpetua	viaţa	perpetuar	viapă	N	N;DEF;FEM;SG
perpetua	viaţă	perpetuar	viaţă	N	N;INDF;FEM;SG
perpetua	viața	perpetuar	viață	N	N;DEF;FEM;SG
perpetua	viață	perpetuar	viață	N	N;INDF;FEM;SG
perpetua	viata	perpetuar	viată	N	N;DEF;FEM;SG
aparencia	aspectul	aparencia	aspect	N	N;DEF;MASC;SG
aparencia	aspect	aparencia	aspect	N	N;INDF;MASC;SG
mesas	tabelele	mesa	tabel	N	N;DEF;FEM;PL
mesas	tabele	mesa	tabel	N	N;INDF;FEM;PL
mesas	mese	mesa	masă	N	N;INDF;FEM;PL
cinto	curea	cinto	curie	N	N;DEF;FEM;SG
cinto	centură	cinto	centură	N	N;INDF;FEM;SG
cinto	centura	cinto	centură	N	N;DEF;FEM;SG
lectura	citirea	lectura	citire	N	N;DEF;FEM;SG
lectura	citire	lectura	citire	N	N;INDF;FEM;SG
lectura	lectură	lectura	lectură	N	N;INDF;FEM;SG
lectura	citire	lectura	citire	N	N;INDF;FEM;SG
batallas	bătălii	batalla	bătală	N	N;INDF;FEM;PL
batallas	bătăliile	batalla	bătalie	N	N;DEF;FEM;PL
propietaria	proprietar	propietaria	proprietar	N	N;INDF;MASC;SG
propietaria	proprietarul	propietaria	proprietar	N	N;DEF;MASC;SG
mates	kill	mate	kill	N	N;INDF;MASC;SG
mates	matematică	mate	matematică	N	N;INDF;FEM;SG
mates	matematica	mate	matematică	N	N;DEF;FEM;SG
columnas	coloanele	columna	coloană	N	N;DEF;FEM;PL
columnas	coloane	columna	coloană	N	N;INDF;FEM;PL
furgoneta	dubă	furgonetar	dubă	N	N;INDF;FEM;SG
furgoneta	duba	furgonetar	duba	N	N;DEF;FEM;SG
reforma	reformei	reforma	reformă	N	N;DEF;FEM;SG
reforma	reforma	reforma	reformă	N	N;DEF;FEM;SG
reforma	reformă	reforma	reformă	N	N;INDF;FEM;SG
incendio	focul	incendio	foc	N	N;DEF;MASC;SG
incendio	incendiu	incendio	incendiu	N	N;INDF;MASC;SG
incendio	foc	incendio	foc	N	N;INDF;MASC;SG
estuda	studiază	estudar	studia	V	V;IND;3;PRS;FIN
estuda	studiez	estudar	studia	V	V;IND;SG;1;PRS;FIN
estuda	studiind	estudar	studia	V	V;V.MSDR
decepción	dezamăgirea	decepción	dezamăgire	N	N;DEF;FEM;SG
decepción	dezamăgire	decepción	dezamăgire	N	N;INDF;FEM;SG
reportaxe	raport	reportaxe	raport	N	N;INDF;MASC;SG
reportaxe	raportul	reportaxe	raport	N	N;DEF;MASC;SG
leopardo	leopardul	leopardo	leopard	N	N;DEF;MASC;SG
leopardo	leopard	leopardo	leopard	N	N;INDF;MASC;SG
europea	europene	europeo	european	ADJ	ADJ;INDF;FEM;PL
europea	europeană	europeo	european	ADJ	ADJ;INDF;FEM;SG
europea	europeni	europeo	european	ADJ	ADJ;INDF;MASC;PL
europea	european	europeo	european	ADJ	ADJ;INDF;MASC;SG
mona	mona	mona	monă	N	N;DEF;FEM;SG
ruína	ruină	ruína	ruină	N	N;INDF;FEM;SG
ruína	ruina	ruína	ruină	N	N;DEF;FEM;SG
ruína	falit	ruína	falit	N	N;INDF;MASC;SG
alzhéimer	alzheimer	alzhéimer	alzheimer	N	N;INDF;MASC;SG
oracións	rugăciuni	oración	rugăciune	N	N;INDF;FEM;PL
oracións	rugăciunile	oración	rugăciune	N	N;DEF;FEM;PL
xentes	oamenii	xente	om	N	N;DEF;MASC;PL
xentes	oameni	xente	om	N	N;INDF;MASC;PL
xentes	persoane	xente	persoană	N	N;INDF;FEM;PL
radiación	iradiere	radiación	iradiere	N	N;INDF;FEM;SG
radiación	radiații	radiación	radiație	N	N;INDF;FEM;PL
radiación	radiatii	radiación	radiat	N	N;INDF;FEM;PL
marco	sol	marco	sol	N	N;INDF;MASC;SG
marco	cadru	marco	cadru	N	N;INDF;MASC;SG
marco	rama	marco	ramă	N	N;DEF;FEM;SG
marco	ramă	marco	ramă	N	N;INDF;FEM;SG
agradecer	mulțumesc	agradecer	mulțumi	V	V;IND;PL;3;PRS;FIN
rumbo	cursul	rumbo	curs	N	N;DEF;MASC;SG
rumbo	curs	rumbo	curs	N	N;INDF;MASC;SG
vestíbulo	hol	vestíbulo	hol	N	N;INDF;MASC;SG
vestíbulo	lobby	vestíbulo	lobby	N	N;INDF;MASC;SG
ave	pasare	ave	pasar	N	N;INDF;FEM;SG
ave	pasăre	ave	pasăre	N	N;INDF;FEM;SG
ave	pasărea	ave	pasăre	N	N;DEF;FEM;SG
ave	bird	ave	bird	N	N;INDF;MASC;SG
chegado	vino	chegar	vino	V	V;IND;SG;2;PRS;FIN
brutalidade	brutalitatea	brutalidade	brutalitate	N	N;DEF;FEM;SG
brutalidade	brutalitate	brutalidade	brutalitate	N	N;INDF;FEM;SG
transición	tranziție	transición	tranziție	N	N;INDF;FEM;SG
transición	tranziția	transición	tranziție	N	N;DEF;FEM;SG
actuando	hotărând	actuar	hotărî	V	V;V.MSDR
caldeiro	închisoare	caldeiro	închisoare	N	N;INDF;FEM;SG
caldeiro	puscarie	caldeiro	puscarie	N	N;INDF;FEM;SG
caldeiro	închisoarea	caldeiro	închisoare	N	N;DEF;FEM;SG
caldeiro	galeata	caldeiro	galeat	N	N;DEF;FEM;SG
caldeiro	găleată	caldeiro	găleată	N	N;INDF;FEM;SG
caldeiro	găleata	caldeiro	găleată	N	N;DEF;FEM;SG
atopaba	găsiți	atopar	găsi	V	V;IND;PL;2;IPFV;FIN
atopaba	găseşte	atopar	găsea	V	V;IND;SG;3;PRS;FIN
atopaba	găsește	atopar	găsi	V	V;IND;SG;3;PRS;FIN
bandas	trupe	banda	trupă	N	N;INDF;FEM;PL
delincuencia	crimă	delincuencia	crimă	N	N;INDF;FEM;SG
delincuencia	crima	delincuencia	crimă	N	N;DEF;FEM;SG
delincuencia	criminalitate	delincuencia	criminalitate	N	N;INDF;FEM;SG
capa	mantie	capa	mantie	N	N;INDF;FEM;SG
permitirei	lasă	permitir	lăsa	V	V;IND;3;PRS;FIN
virei	vino	virei	vino	V	V;IND;SG;2;PRS;FIN
choras	plânsul	chora	plâns	N	N;DEF;MASC;SG
municipal	municipale	municipal	municipal	ADJ	ADJ;INDF;FEM;PL
municipal	municipală	municipal	municipal	ADJ	ADJ;INDF;FEM;SG
representantes	reprezentanti	representante	reprezentant	N	N;INDF;MASC;PL
representantes	reprezentanți	representante	reprezentant	N	N;INDF;MASC;PL
representantes	reprezentanții	representante	reprezentant	N	N;DEF;MASC;PL
envexa	invidia	envexa	invidia	N	N;DEF;FEM;SG
envexa	invidie	envexa	invidie	N	N;INDF;FEM;SG
mel	miere	mel	miere	N	N;INDF;FEM;SG
cuartel	sediu	cuartel	sediu	N	N;INDF;MASC;SG
cuartel	sedii	cuartel	sedie	N	N;INDF;FEM;PL
cuartel	barăci	cuartel	baracă	N	N;INDF;FEM;PL
cuartel	cazarmă	cuartel	cazarmă	N	N;INDF;FEM;SG
cuartel	cazarma	cuartel	cazarma	N	N;DEF;FEM;SG
afecto	afecțiune	afecto	afecțiune	N	N;INDF;FEM;SG
afecto	afectiune	afecto	afectiune	N	N;INDF;FEM;SG
mineiros	minerii	mineiro	miner	N	N;DEF;MASC;PL
mineiros	mineri	mineiro	miner	N	N;INDF;MASC;PL
culler	lingura	culler	lingură	N	N;DEF;FEM;SG
culler	lingură	culler	lingură	N	N;INDF;FEM;SG
disparan	trage	disparar	trage	V	V;IND;SG;3;PRS;FIN
mantas	pături	manto	pătură	N	N;INDF;FEM;PL
mantas	păturile	manto	pătură	N	N;DEF;FEM;PL
pálida	palidă	pálida	palid	ADJ	ADJ;INDF;FEM;SG
continúe	continuați	continuír	continua	V	V;IND;PL;2;IPFV;FIN
continúe	continuă	continuír	continua	V	V;IND;SG;3;PST;FIN
continúe	continua	continuír	continua	V	V;IND;SG;3;IPFV;FIN
fresca	proaspete	frescar	proaspăt	N	N;INDF;FEM;PL
fresca	fresh	frescar	fresh	N	N;INDF;MASC;SG
serpe	sarpe	serpe	sarpe	N	N;INDF;MASC;SG
serpe	șarpe	serpe	șarpe	N	N;INDF;MASC;SG
serpe	sarpele	serpe	sarpea	N	N;DEF;MASC;SG
serpe	sarpe	serpe	sarpe	N	N;INDF;MASC;SG
serpe	șarpe	serpe	șarpe	N	N;INDF;MASC;SG
serpe	snake	serpe	snak	N	N;INDF;MASC;SG
proletarios	proletariatului	proletario	proletariat	N	N;DEF;MASC;SG
bebo	băutură	bebo	băutură	N	N;INDF;FEM;SG
dicides	spune	dicidir	spune	V	V;IND;SG;3;PRS;FIN
pelota	minge	pelota	minge	N	N;INDF;FEM;SG
pelota	mingea	pelota	minge	N	N;DEF;FEM;SG
pelota	bilă	pelota	bilă	N	N;INDF;FEM;SG
pelota	bila	pelota	bilă	N	N;DEF;FEM;SG
patrulla	patrulă	patrulla	patrulă	N	N;INDF;FEM;SG
patrulla	patrula	patrulla	patrulă	N	N;DEF;FEM;SG
patrulla	patrulare	patrulla	patrular	N	N;INDF;FEM;SG
salta	salt	salta	salt	N	N;INDF;MASC;SG
traidores	trădătorii	traidor	trădător	N	N;DEF;MASC;PL
desexas	vrei	desexa	vrea	V	V;IND;SG;2;PRS;FIN
desexas	vreau	desexa	vrea	V	V;IND;SG;1;PRS;FIN
morrese	mor	morrer	muri	V	V;IND;PL;3;PRS;FIN
morrese	mori	morrer	muri	V	V;IND;SG;2;PRS;FIN
morrese	murit	morrer	muri	V	V;MASC;SG;V.PTCP
serea	sirenă	ser	sirenă	N	N;INDF;FEM;SG
serea	sirena	ser	sirena	N	N;DEF;FEM;SG
comerciantes	comercianți	comerciante	comerciant	N	N;INDF;MASC;PL
comerciantes	comercianți	comerciante	comerciant	N	N;INDF;MASC;PL
comerciantes	negustori	comerciante	negustor	N	N;INDF;MASC;PL
comerciantes	negustorii	comerciante	negustor	N	N;DEF;MASC;PL
varón	bărbat	varón	bărbat	N	N;INDF;MASC;SG
varón	mascul	varón	masc	N	N;INDF;MASC;SG
varón	barbat	varón	barbat	N	N;INDF;MASC;SG
varón	băiat	varón	băiat	N	N;INDF;MASC;SG
varón	baiat	varón	baiat	N	N;INDF;MASC;SG
indio	indianul	indio	indian	N	N;DEF;MASC;SG
berce	leagăn	berce	leagăn	N	N;INDF;MASC;SG
berce	leagănul	berce	leagăn	N	N;DEF;MASC;SG
berce	leagan	berce	leagan	N	N;INDF;MASC;SG
traficante	traficant	traficante	traficant	N	N;INDF;MASC;SG
traficante	dealer	traficante	dealer	N	N;INDF;MASC;SG
reféns	ostatici	refén	ostatic	N	N;INDF;MASC;PL
reféns	ostaticii	refén	ostatic	N	N;DEF;MASC;PL
reféns	ostateci	refén	ostateci	N	N;INDF;MASC;PL
frota	flotei	frota	flotă	N	N;DEF;FEM;SG
frota	flota	frota	flotă	N	N;DEF;FEM;SG
frota	flotă	frota	flotă	N	N;INDF;FEM;SG
celoso	geloasă	celoso	gelos	ADJ	ADJ;INDF;FEM;SG
celoso	gelos	celoso	gelos	ADJ	ADJ;INDF;MASC;SG
mercadorías	mărfuri	mercadoría	marfă	N	N;INDF;FEM;PL
mercadorías	bunuri	mercadoría	bun	N	N;INDF;FEM;PL
mercadorías	marfuri	mercadoría	marfă	N	N;INDF;FEM;PL
mercadorías	mărfuri	mercadoría	marfă	N	N;INDF;FEM;PL
anano	bărbat	anano	bărbat	N	N;INDF;MASC;SG
anano	om	anano	om	N	N;INDF;MASC;SG
anano	omul	anano	om	N	N;DEF;MASC;SG
anano	barbat	anano	barbat	N	N;INDF;MASC;SG
gueto	ghetou	gueto	ghetou	N	N;INDF;MASC;SG
esmeralda	esmeralda	esmeraldar	esmeralda	N	N;DEF;FEM;SG
impulso	pulsul	impulso	puls	N	N;DEF;MASC;SG
impulso	puls	impulso	puls	N	N;INDF;MASC;SG
impulso	îndemn	impulso	îndemn	N	N;INDF;MASC;SG
corán	coranul	corán	coran	N	N;DEF;MASC;SG
clínicas	clinic	clínico	clinic	ADJ	ADJ;INDF;MASC;SG
clínicas	clinice	clínico	clinic	ADJ	ADJ;INDF;FEM;PL
lombo	spate	lombo	spate	N	N;INDF;MASC;SG
procedemento	procedură	procedemento	procedură	N	N;INDF;FEM;SG
procedemento	procedura	procedemento	procedură	N	N;DEF;FEM;SG
custo	costuri	custo	cost	N	N;INDF;FEM;PL
custo	costul	custo	cost	N	N;DEF;MASC;SG
custo	cost	custo	cost	N	N;INDF;MASC;SG
aforros	economii	aforro	economie	N	N;INDF;FEM;PL
aforros	economiile	aforro	economie	N	N;DEF;FEM;PL
previr	previne	previr	preveni	V	V;IND;SG;3;PRS;FIN
chiste	gluma	chistir	glumă	N	N;DEF;FEM;SG
chiste	glumă	chistir	glumă	N	N;INDF;FEM;SG
chiste	banc	chistir	banc	N	N;INDF;MASC;SG
tigre	tiger	tigre	tiger	N	N;INDF;MASC;SG
tigre	tigrul	tigre	tigru	N	N;DEF;MASC;SG
tigre	tigru	tigre	tigru	N	N;INDF;MASC;SG
crecen	creste	crecer	creste	V	V;IND;SG;3;PRS;FIN
crecen	crească	crecer	crește	V	V;SBJV;3;PRS;FIN
crecen	crește	crecer	crește	V	V;IND;SG;3;PRS;FIN
crecen	cresc	crecer	crește	V	V;IND;PL;3;PRS;FIN
crecen	creşte	crecer	creşte	V	V;IND;SG;3;PRS;FIN
crecen	obține	crecer	obține	V	V;IND;SG;3;PRS;FIN
empezan	începe	empezar	începe	V	V;IND;SG;3;PRS;FIN
tradución	traducere	tradución	traducere	N	N;INDF;FEM;SG
tradución	traducerea	tradución	traducere	N	N;DEF;FEM;SG
pintar	pictează	pintar	picta	V	V;IND;3;PRS;FIN
colectivo	colectivul	colectivo	colectiv	N	N;DEF;MASC;SG
instintos	instincte	instinto	instinct	N	N;INDF;FEM;PL
instintos	instinctele	instinto	instinct	N	N;DEF;FEM;PL
alimentación	mancare	alimentación	mancare	N	N;INDF;FEM;SG
alimentación	mâncare	alimentación	mâncare	N	N;INDF;FEM;SG
alimentación	alimentare	alimentación	alimentare	N	N;INDF;FEM;SG
alimentación	alimente	alimentación	aliment	N	N;INDF;FEM;PL
alimentación	hrană	alimentación	hrană	N	N;INDF;FEM;SG
alimentación	îmbrăcăminte	alimentación	îmbrăcăminte	N	N;INDF;FEM;SG
loitas	luptă	loita	luptă	N	N;INDF;FEM;SG
loitas	lupta	loita	luptă	N	N;DEF;FEM;SG
bunker	bunker	bunker	bunker	N	N;INDF;MASC;SG
bunker	buncăr	bunker	buncăr	N	N;INDF;MASC;SG
bunker	buncăre	bunker	buncăr	N	N;INDF;FEM;PL
favorito	favorita	favorito	favorita	N	N;DEF;FEM;SG
defensores	apărători	defensor	apărător	N	N;INDF;MASC;PL
defensores	apărătorii	defensor	apărător	N	N;DEF;MASC;PL
defensores	apărătorilor	defensor	apărător	N	N;DEF;MASC;PL
axencias	agenții	axencia	agent	N	N;DEF;MASC;PL
axencias	agențiile	axencia	agenție	N	N;DEF;FEM;PL
axencias	agentii	axencia	agent	N	N;DEF;MASC;PL
axencias	agenția	axencia	agenție	N	N;DEF;FEM;SG
axencias	agentie	axencia	agentie	N	N;INDF;FEM;SG
axencias	agenție	axencia	agenție	N	N;INDF;FEM;SG
axencias	agentia	axencia	agentie	N	N;DEF;FEM;SG
pausa	pauza	pausa	pauză	N	N;DEF;FEM;SG
pausa	pauză	pausa	pauză	N	N;INDF;FEM;SG
celas	celule	cela	celulă	N	N;INDF;FEM;PL
celas	celulele	cela	celulă	N	N;DEF;FEM;PL
celas	celulelor	cela	celulă	N	N;DEF;FEM;PL
alfombra	covor	alfombra	covor	N	N;INDF;MASC;SG
alfombra	covor	alfombra	covor	N	N;INDF;MASC;SG
visións	viziunile	visión	viziune	N	N;DEF;FEM;PL
visións	viziuni	visión	viziune	N	N;INDF;FEM;PL
conceptos	concepte	concepto	concept	N	N;INDF;FEM;PL
conceptos	conceptele	concepto	concept	N	N;DEF;FEM;PL
xenéticas	genetic	xenético	genetic	ADJ	ADJ;INDF;MASC;SG
xenéticas	genetică	xenético	genetic	ADJ	ADJ;INDF;FEM;SG
xenéticas	genetice	xenético	genetic	ADJ	ADJ;INDF;FEM;PL
confuso	lost	confuso	lost	N	N;INDF;MASC;SG
empregar	utilizează	empregar	utiliza	V	V;IND;3;PRS;FIN
empregar	folosește	empregar	folosi	V	V;IND;SG;3;PRS;FIN
oposición	opoziția	oposición	opoziție	N	N;DEF;FEM;SG
oposición	opozitie	oposición	opozitie	N	N;INDF;FEM;SG
oposición	opoziție	oposición	opoziție	N	N;INDF;FEM;SG
buraco	gaură	buraco	gaură	N	N;INDF;FEM;SG
buraco	gaura	buraco	gaură	N	N;DEF;FEM;SG
inevitable	inevitabile	inevitable	inevitabil	ADJ	ADJ;INDF;FEM;PL
inevitable	inevitabilă	inevitable	inevitabil	ADJ	ADJ;INDF;FEM;SG
elevado	înaltă	elevado	înalt	ADJ	ADJ;INDF;FEM;SG
elevado	inalta	elevado	inalta	ADJ	ADJ;DEF;FEM;SG
direccións	direcţia	dirección	direchi	N	N;DEF;FEM;SG
direccións	direcție	dirección	direcție	N	N;INDF;FEM;SG
direccións	directie	dirección	directie	N	N;INDF;FEM;SG
direccións	direcția	dirección	direcție	N	N;DEF;FEM;SG
situacións	situațiile	situación	situație	N	N;DEF;FEM;PL
situacións	situații	situación	situație	N	N;INDF;FEM;PL
situacións	situatii	situación	situat	N	N;INDF;FEM;PL
odia	urăsc	odia	ură	V	V;IND;PL;3;PRS;FIN
odia	urăște	odia	urăște	V	V;IND;SG;3;PRS;FIN
odia	uraste	odia	urast	V	V;IND;SG;3;PRS;FIN
afectan	afectează	afectar	afecta	V	V;IND;3;PRS;FIN
afectan	afecta	afectar	afecta	V	V;IND;SG;3;IPFV;FIN
facerte	face	facerte	face	V	V;IND;SG;3;PRS;FIN
continúan	continuați	continuar	continua	V	V;IND;PL;2;IPFV;FIN
continúan	continuă	continuar	continua	V	V;IND;SG;3;PST;FIN
continúan	continua	continuar	continua	V	V;IND;SG;3;IPFV;FIN
tentarei	încercați	tentar	încerca	V	V;IND;PL;2;IPFV;FIN
tentarei	încearcă	tentar	încerca	V	V;IND;3;PRS;FIN
tentarei	incearca	tentar	incearca	V	V;IND;SG;3;IPFV;FIN
tentarei	obține	tentar	obține	V	V;IND;SG;3;PRS;FIN
prioridade	prioritatea	prioridade	prioritate	N	N;DEF;FEM;SG
prioridade	prioritate	prioridade	prioritate	N	N;INDF;FEM;SG
revistas	revista	revista	revistă	N	N;DEF;FEM;SG
revistas	revistă	revista	revistă	N	N;INDF;FEM;SG
revistas	reviste	revista	revistă	N	N;INDF;FEM;PL
revistas	revistele	revista	revistă	N	N;DEF;FEM;PL
bocas	gurile	boca	gură	N	N;DEF;FEM;PL
bocas	guri	boca	guri	N	N;INDF;FEM;PL
lograr	obține	lograr	obține	V	V;IND;SG;3;PRS;FIN
lograr	face	lograr	face	V	V;IND;SG;3;PRS;FIN
distinguir	distinge	distinguir	distinge	V	V;IND;SG;3;PRS;FIN
lagos	lagos	lago	lagos	N	N;INDF;MASC;SG
lagos	lacurile	lago	lac	N	N;DEF;FEM;PL
