sau	لیکن	sau	لیکن	CONJ;POS	CONJ
observa	تاڑنا	observa	تاڑنا	V;IND;SG;3;IPFV;FIN	V;SG;NFIN;ACT
suflet	روح	suflet	روح	N;INDF;MASC;SG	N;NOM;MASC;SG;3
folk	خلقت	folk	خلقت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
legale	قانونی	legal	قانونی	ADJ;INDF;FEM;PL	ADJ
organism	مقدار	organism	مقدار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organism	جسم	organism	جسم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organism	فرد	organism	فرد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organism	آدمی	organism	آدمی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
deces	موت	deces	موت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
pui	بزدل	pune	بزدل		
sărat	تیز	sărat	تیز	ADJ;INDF;MASC;SG	ADJ
spiritual	مذہبی	spiritual	مذہبی	ADJ;INDF;MASC;SG	ADJ
viu	موجود	viu	موجود	ADJ;INDF;MASC;SG	ADJ
viu	خبردار	viu	خبردار	ADJ;INDF;MASC;SG	ADJ
câine	گرفت	câine	گرفت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
extinde	بڑھانا	extinde	بڑھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
extinde	بچھانا	extinde	بچھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
sound	رطوبت	sound	رطوبت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sound	صوت	sound	صوت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sound	آواز	sound	آواز	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sound	رطوبت	sound	رطوبت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sound	صوت	sound	صوت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
metropolitană	اصل	metropolitan	اصل	ADJ;INDF;FEM;SG	ADJ
cupru	تانبا	cupru	تانبا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
construi	جوڑنا	construi	جوڑ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
construi	بڑھانا	construi	بڑھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
construi	جوڑنا	construi	جوڑ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
construi	بڑھانا	construi	بڑھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
construi	بنانا	construi	بنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
directe	اصلی	direct	اصلی	ADJ;INDF;FEM;PL	ADJ
directe	مستقیم	direct	مستقیم	ADJ;INDF;FEM;PL	ADJ
directe	واضح	direct	واضح	ADJ;INDF;FEM;PL	ADJ
cimitir	قبرستان	cimitir	قبرستان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interval	خط	interval	خط	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interval	سمت	interval	سمت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interval	سلسلہ	interval	سلسلہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interval	حدود	interval	حد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interval	قطار	interval	قطار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ghost	روح	ghost	روح	N;INDF;MASC;SG	N;NOM;MASC;SG;3
profit	بھلائی	profit	بھلائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
profit	بھلائی	profit	بھلائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
profit	فائدہ	profit	فائدہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
profit	نفع	profit	نفع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
respect	تعلق	respect	تعلق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
respect	تعلق	respect	تعلق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
respect	تکریم	respect	تکریم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sper	چاہنا	spera	چاہ	V;IND;SG;1;PRS;FIN	V;MASC;SG;NFIN;ACT
sper	چاہنا	spera	چاہ	V;IND;SG;1;PRS;FIN	V;MASC;SG;NFIN;ACT
summer	in	summer	in		
proteja	بچانا	proteja	بچا	V;IND;SG;3;IPFV;FIN	V;MASC;SG;NFIN;ACT
marcu	چرکا	marcu	چرکا		
marcu	کار	marcu	کار		
ambasador	سفیر	ambasador	سفیر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
absolută	آخری	absolut	آخری	ADJ;INDF;FEM;SG	ADJ
absolută	مکمل	absolut	مکمل	ADJ;INDF;FEM;SG	ADJ
absolută	ناطق.	absolut	ناطق.	ADJ;INDF;FEM;SG	ADJ
semnificativă	اہم	semnificativ	اہم	ADJ;INDF;FEM;SG	ADJ
însemnând	دلالت.	însemna	دلالت.	V;V.MSDR	V;IPFV;MASC;SG;V.PTCP;ACT
însemnând	دلالت.	însemna	دلالت.	V;V.MSDR	V;IPFV;MASC;SG;V.PTCP;ACT
discurs	تقریر	discurs	تقریر	N;INDF;MASC;SG	N;NOM;FEM;SG;3
juridic	قانونی	juridic	قانونی	ADJ;INDF;MASC;SG	ADJ
sfântă	متبرک	sfânt	متبرک	ADJ;INDF;FEM;SG	ADJ
deceniu	دہائی	deceniu	دہائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
lanț	سلسلہ	lanț	سلسلہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lanț	ترتیب	lanț	ترتیب	N;INDF;MASC;SG	N;NOM;FEM;SG;3
lanț	چینل	lanț	چینل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lanț	قطار	lanț	قطار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
poem	نظم	poem	نظم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transfer	ٹکٹ	transfer	ٹکٹ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transfer	املاک	transfer	ملک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transfer	کلب	transfer	کلب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
util	مفید	util	مفید	ADJ;INDF;MASC;SG	ADJ
etaj	میدان	etaj	میدان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
etaj	غار	etaj	غار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blood	وراثت	blood	وراثت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blood	تعلق	blood	تعلق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blood	خون	blood	خون	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blood	جذبہ	blood	جذبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blood	نسل	blood	نسل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blood	رشتہ	blood	رشتہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
laterală	ذیلی	lateral	ذیلی	ADJ;INDF;FEM;SG	ADJ
legislative	قانونی	legislativ	قانونی	ADJ;INDF;FEM;PL	ADJ
slabă	نازک	slab	نازک	ADJ;INDF;FEM;SG	ADJ
slabă	کمزور	slab	کمزور	ADJ;INDF;FEM;SG	ADJ
slabă	نازک	slab	نازک	ADJ;INDF;FEM;SG	ADJ
slabă	ناتواں	slab	ناتواں	ADJ;INDF;FEM;SG	ADJ
elev	شاگرد	elev	شاگرد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ban	امتناع	ban	امتناع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ban	امتناع	ban	امتناع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
continent	براعظم	continent	براعظم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
parțială	متعصب	parțial	متعصب	ADJ;INDF;FEM;SG	ADJ
parțială	نامکمل	parțial	نامکمل	ADJ;INDF;FEM;SG	ADJ
parțială	جانبدار	parțial	جانبدار	ADJ;INDF;FEM;SG	ADJ
exterioare	معروضی	exterior	معروضی	ADJ;INDF;FEM;PL	ADJ
exterioare	معروضی	exterior	معروضی	ADJ;INDF;FEM;PL	ADJ
exterioare	بیرونی	exterior	بیرونی	ADJ;INDF;FEM;PL	ADJ
exterioare	خارجی	exterior	خارجی	ADJ;INDF;FEM;PL	ADJ
heavy	تحریر	heavy	تحریر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
heavy	تحریر	heavy	تحریر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
botez	تسمیہ	botez	تسمیہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
soul	روح	sou	روح	N;INDF;MASC;SG	N;NOM;MASC;SG;3
șir	حروف	șir	حرف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rea	زخمی	rău	زخمی	ADJ;INDF;FEM;SG	ADJ
rea	شدید	rău	شدید	ADJ;INDF;FEM;SG	ADJ
rea	ناکارہ	rău	ناکارہ	ADJ;INDF;FEM;SG	ADJ
rea	نامساعد	rău	نامساعد	ADJ;INDF;FEM;SG	ADJ
rea	گھٹیا	rău	گھٹیا	ADJ;INDF;FEM;SG	ADJ
rea	ناکافی	rău	ناکافی	ADJ;INDF;FEM;SG	ADJ
rea	ناسازگار	rău	ناسازگار	ADJ;INDF;FEM;SG	ADJ
rea	نادم	rău	نادم	ADJ;INDF;FEM;SG	ADJ
rea	بدتمیز	rău	بدتمیز	ADJ;INDF;FEM;SG	ADJ
rea	عمدہ	rău	عمدہ	ADJ;INDF;FEM;SG	ADJ
rea	شرمندہ	rău	شرمندہ	ADJ;INDF;FEM;SG	ADJ
rea	بیمار	rău	بیمار	ADJ;INDF;FEM;SG	ADJ
mori	اکتانا	muri	اکتانا	V;IND;SG;2;PRS;FIN	V;MASC;SG;NFIN;ACT
morală	مقولہ	moral	مقولہ	ADJ;INDF;FEM;SG	ADJ
field	سمندر	field	سمندر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
field	برف	field	برف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
field	سکّے	field	سک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
field	شعبہ	field	شعبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
field	لڑائی	field	لڑائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
accent	بل	accent	بل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
accent	رجحان	accent	رجحان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
accent	بل	accent	بل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
accent	رجحان	accent	رجحان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
complexă	مربوط	complex	مربوط	ADJ;INDF;FEM;SG	ADJ
complexă	مربوط	complex	مربوط	ADJ;INDF;FEM;SG	ADJ
complexă	پیچیدہ	complex	پیچیدہ	ADJ;INDF;FEM;SG	ADJ
academic	پرتکلف.	academic	پرتکلف.	ADJ;INDF;MASC;SG	ADJ
academic	روایتی	academic	روایتی	ADJ;INDF;MASC;SG	ADJ
academic	نظریاتی	academic	نظریاتی	ADJ;INDF;MASC;SG	ADJ;NOM
nobil	عمدہ	nobil	عمدہ	ADJ;INDF;MASC;SG	ADJ
full	(	full	(		
full	مملو	full	مملو		
full	وافر	full	وافر		
full	کثیر	full	کثیر		
full	خوب	full	خوب		
full	(	full	(		
full	مملو	full	مملو		
full	وافر	full	وافر		
full	کثیر	full	کثیر		
full	خوب	full	خوب		
contrast	موازنہ	contrast	موازنہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
extern	خارجی	extern	خارجی	ADJ;INDF;MASC;SG	ADJ
extern	خارجی	extern	خارجی	ADJ;INDF;MASC;SG	ADJ
extern	بیرونی	extern	بیرونی	ADJ;INDF;MASC;SG	ADJ
curge	کھلا	curge	کھل	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
curge	کھلا	curge	کھل	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
dezvăluie	بتانا	dezvălui	بتا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
dezvăluie	دکھانا	dezvălui	دکھا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
penal	مجرم	penal	مجرم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
verzi	تازہ	verde	تازہ	ADJ;INDF;PL	ADJ
părinte	محرک.	părinte	محرک.		
renumit	معروف	renumit	معروف	ADJ;INDF;MASC;SG	ADJ
renumit	ممتاز	renumit	ممتاز	ADJ;INDF;MASC;SG	ADJ
renumit	مشہور	renumit	مشہور	ADJ;INDF;MASC;SG	ADJ
universale	جامع	universal	جامع	ADJ;INDF;FEM;PL	ADJ
universale	جامع	universal	جامع	ADJ;INDF;FEM;PL	ADJ
universale	آفاقی	universal	آفاقی	ADJ;INDF;FEM;PL	ADJ
templu	صومعہ	templu	صومعہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
treizeci	30	treizeci	30	NUM;PL	NUM
talent	فطانت	talent	فطانت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
low	کمینہ	low	کمینہ		
low	کمینہ	low	کمینہ		
metalice	دھاتی	metalic	دھاتی	ADJ;INDF;FEM;PL	ADJ
feminină	زنانہ	feminin	زنانہ	ADJ;INDF;FEM;SG	ADJ
neutru	نامرد	neutru	نامرد	ADJ;INDF;MASC;SG	ADJ
neutru	ہلکا	neutru	ہلکا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
neutru	مبہم	neutru	مبہم	ADJ;INDF;MASC;SG	ADJ
neutru	پسماندہ	neutru	پسماندہ	ADJ;INDF;MASC;SG	ADJ
merit	شرف	merit	شرف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
merit	اچھائی	merit	اچھائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
merit	خوبی	merit	خوبی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
merit	فضلیت	merit	فضلیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
singular	نادر	singular	نادر	ADJ;INDF;MASC;SG	ADJ
singular	عجیب	singular	عجیب	ADJ;INDF;MASC;SG	ADJ
vânt	موڑ	vânt	موڑ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vânt	سانس	vânt	سانس	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spirituale	مذہبی	spiritual	مذہبی	ADJ;INDF;FEM;PL	ADJ
frumoasa	عمدہ	frumos	عمدہ	ADJ;DEF;FEM;SG	ADJ
frumoasa	اعلیٰ	frumos	اعلیٰ	ADJ;DEF;FEM;SG	ADJ
frumoasa	خوبصورت	frumos	خوبصورت	ADJ;DEF;FEM;SG	ADJ
plumb	مثال	plumb	مثال	N;INDF;MASC;SG	N;NOM;MASC;SG;3
plumb	مثال	plumb	مثال	N;INDF;MASC;SG	N;NOM;MASC;SG;3
side	ڈینگ	side	ڈینگ		
side	(	side	(		
side	ڈینگ	side	ڈینگ		
side	(	side	(		
individ	آدمی	individ	آدمی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
individ	شخص	individ	شخص	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bloc	سر	bloc	سر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bloc	ٹکڑا	bloc	ٹکڑا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
extremă	جابرانہ	extrem	جابرانہ	ADJ;INDF;FEM;SG	ADJ
extremă	آخری	extrem	آخری	ADJ;INDF;FEM;SG	ADJ
extremă	سخت	extrem	سخت	ADJ;INDF;FEM;SG	ADJ
fundamentală	ابتدائی	fundamental	ابتدائی	ADJ;INDF;FEM;SG	ADJ
fundamentală	بنیادی	fundamental	بنیادی	ADJ;INDF;FEM;SG	ADJ
fundamentală	ابتدائی	fundamental	ابتدائی	ADJ;INDF;FEM;SG	ADJ
fundamentală	اصلی	fundamental	اصلی	ADJ;INDF;FEM;SG	ADJ
fundamentală	بنیادی	fundamental	بنیادی	ADJ;INDF;FEM;SG	ADJ
democratice	جمہوری	democratic	جمہوری	ADJ;INDF;FEM;PL	ADJ
gratuit	خالی	gratuit	خالی	ADJ;INDF;MASC;SG	ADJ
zahăr	گاجر	zahăr	گاجر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zahăr	گاجر	zahăr	گاجر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zahăr	شکر	zahăr	شکر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
călugăr	راہب	călugăr	راہب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fals	غیرقانونی	fals	غیرقانونی	ADJ;INDF;MASC;SG	ADJ
fals	جعلی	fals	جعلی	ADJ;INDF;MASC;SG	ADJ
fals	ناجائز	fals	ناجائز	ADJ;INDF;MASC;SG	ADJ
fals	غلط	fals	غلط	ADJ;INDF;MASC;SG	ADJ
fals	غیرقانونی	fals	غیرقانونی	ADJ;INDF;MASC;SG	ADJ
fals	نقلی	fals	نقلی	ADJ;INDF;MASC;SG	ADJ
fals	جعلی	fals	جعلی	ADJ;INDF;MASC;SG	ADJ
fals	ناجائز	fals	ناجائز	ADJ;INDF;MASC;SG	ADJ
fals	نقلی	fals	نقلی	ADJ;INDF;MASC;SG	ADJ
fals	جعلی	fals	جعلی	ADJ;INDF;MASC;SG	ADJ
liberi	خالی	liber	خالی	ADJ;INDF;MASC;PL	ADJ
suficientă	کافی	suficient	کافی	ADJ;INDF;FEM;SG	ADJ
mercur	پارہ	mercur	پارہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
demonstrează	سمجھانا	demonstra	سمجھا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
ideal	ذہنی	ideal	ذہنی	ADJ;INDF;MASC;SG	ADJ
repetat	متواتر	repetat	متواتر	ADJ;INDF;MASC;SG	ADJ
gros	قریبی	gros	قریبی	ADJ;INDF;MASC;SG	ADJ
gros	گہرے	gros	گہرے	ADJ;INDF;MASC;SG	ADJ;ACC;MASC;SG
gros	قریبی	gros	قریبی	ADJ;INDF;MASC;SG	ADJ
gros	گہرے	gros	گہرے	ADJ;INDF;MASC;SG	ADJ;ACC;MASC;SG
holt	قبضہ	holt	قبضہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
holt	گرفت	holt	گرفت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pont	شام	pont	شام	N;INDF;MASC;SG	N;NOM;FEM;SG;3
pont	بخشش	pont	بخشش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pont	شام	pont	شام	N;INDF;MASC;SG	N;NOM;FEM;SG;3
roz	سرخا.	roz	سرخا.		
exprima	اداکرنا	exprima	اداکرنا	V;IND;SG;3;IPFV;FIN	V;NFIN;ACT
explica	سمجھانا	explica	سمجھا	V;IND;SG;3;IPFV;FIN	V;MASC;SG;NFIN;ACT
intensă	پُرزور	intens	پُرزور	ADJ;INDF;FEM;SG	ADJ
intensă	قوی	intens	قوی	ADJ;INDF;FEM;SG	ADJ
intensă	پُرزور	intens	پُرزور	ADJ;INDF;FEM;SG	ADJ
intensă	قوی	intens	قوی	ADJ;INDF;FEM;SG	ADJ
intensă	شدید	intens	شدید	ADJ;INDF;FEM;SG	ADJ
scăzută	پست	scăzut	پست	ADJ;INDF;FEM;SG	ADJ
scăzută	ناموافق	scăzut	ناموافق	ADJ;INDF;FEM;SG	ADJ
scăzută	افسردہ	scăzut	افسردہ	ADJ;INDF;FEM;SG	ADJ
scăzută	مبتذل	scăzut	مبتذل	ADJ;INDF;FEM;SG	ADJ
scăzută	پست	scăzut	پست	ADJ;INDF;FEM;SG	ADJ
scăzută	ناموافق	scăzut	ناموافق	ADJ;INDF;FEM;SG	ADJ
scăzută	افسردہ	scăzut	افسردہ	ADJ;INDF;FEM;SG	ADJ
scăzută	مبتذل	scăzut	مبتذل	ADJ;INDF;FEM;SG	ADJ
scăzută	گھٹیا	scăzut	گھٹیا	ADJ;INDF;FEM;SG	ADJ
compune	نچنت.	compune	نچنت.	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
exterioară	خارجی	exterior	خارجی	ADJ;INDF;FEM;SG	ADJ
legală	قانونی	legal	قانونی	ADJ;INDF;FEM;SG	ADJ
citește	جانچنا	citi	جانچ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
citește	بھانپنا	citi	بھانپنا	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
trafic	تعلق	trafic	تعلق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
trafic	مقدار	trafic	مقدار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
islamică	اسلامی	islamic	اسلامی	ADJ;INDF;FEM;SG	ADJ
derivă	ڈھیر	deriv	ڈھیر	V;IND;SG;3;PST;FIN	V;ACT
amândoi	دونوں	amândoi	دو	NUM;MASC;PL	NUM
plăcut	خوشگوار	plăcut	خوشگوار	ADJ;INDF;MASC;SG	ADJ
plăcut	پُرلطف	plăcut	پُرلطف	ADJ;INDF;MASC;SG	ADJ
edge	براقی	edge	براقی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cald	مشتاقانہ.	cald	مشتاقانہ.	ADJ;INDF;MASC;SG	ADJ
cald	برانگیختہ	cald	برانگیختہ	ADJ;INDF;MASC;SG	ADJ
cald	سرگرم	cald	سرگرم	ADJ;INDF;MASC;SG	ADJ
cald	مخلصانہ-	cald	مخلصانہ-	ADJ;INDF;MASC;SG	ADJ
cald	عاشقانہ	cald	عاشقانہ	ADJ;INDF;MASC;SG	ADJ
cald	گلابی	cald	گلابی	ADJ;INDF;MASC;SG	ADJ;NOM
cald	دوستانہ	cald	دوستانہ	ADJ;INDF;MASC;SG	ADJ
cald	دشوار	cald	دشوار	ADJ;INDF;MASC;SG	ADJ
cald	گرم	cald	گرم	ADJ;INDF;MASC;SG	ADJ
cald	مخلصانہ-	cald	مخلصانہ-	ADJ;INDF;MASC;SG	ADJ
cald	عاشقانہ	cald	عاشقانہ	ADJ;INDF;MASC;SG	ADJ
cald	گلابی	cald	گلابی	ADJ;INDF;MASC;SG	ADJ;NOM
cald	دوستانہ	cald	دوستانہ	ADJ;INDF;MASC;SG	ADJ
cald	دشوار	cald	دشوار	ADJ;INDF;MASC;SG	ADJ
adânc	انتہائی	adânc	انتہائی	ADV	ADV
adânc	انتہائی	adânc	انتہائی	ADV	ADV
lapte	شیر	lapte	شیر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lapte	دودھ	lapte	دودھ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lapte	شیر	lapte	شیر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lapte	دودھ	lapte	دودھ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
democratic	جمہوری	democratic	جمہوری	ADJ;INDF;MASC;SG	ADJ
simte	سوچنا	simți	سوچ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
islamice	اسلامی	islamic	اسلامی	ADJ;INDF;FEM;PL	ADJ
salt	نشتریت	salt	نشتریت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
salt	نشتریت	salt	نشتریت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
salt	شور	salt	شور	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aruncă	پھینکنے	arunca	پھینک	V;IND;SG;3;PST;FIN	V;ACC;NFIN
aruncă	جھاڑنا.	arunca	جھاڑن	V;IND;SG;3;PST;FIN	V;SG;NFIN;ACT
aruncă	پھینکنے	arunca	پھینک	V;IND;SG;3;PST;FIN	V;ACC;NFIN
aruncă	جھاڑنا.	arunca	جھاڑن	V;IND;SG;3;PST;FIN	V;SG;NFIN;ACT
aruncă	پھینکنا	arunca	پھینکنا	V;IND;SG;3;PST;FIN	V;NFIN;ACT
recentă	حالیہ	recent	حالیہ	ADJ;INDF;FEM;SG	ADJ
recentă	جدید	recent	جدید	ADJ;INDF;FEM;SG	ADJ
bate	دھڑکنا	bate	دھڑک	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
bate	ہلانا	bate	ہلا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
bate	پیٹنا	bate	پیٹنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;ACT
bate	کھڑکنا	bate	کھڑک	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
zguduit	شائق	zguduit	شائق	ADJ;INDF;MASC;SG	ADJ
bolnav	بیمار	bolnav	بیمار	ADJ;INDF;MASC;SG	ADJ
afectează	بننا	afecta	بن	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
dedesubt	پیندا	dedesubt	پیندا		
derivate	ماخوذ	derivat	ماخوذ	ADJ;INDF;FEM;PL	ADJ
ring	حلقہ	ring	حلقہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sever	متشدد	sever	متشدد	ADJ;INDF;MASC;SG	ADJ
sever	بڑا	sever	بڑا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
sever	سادہ	sever	سادہ	ADJ;INDF;MASC;SG	ADJ
sever	زبردست	sever	زبردست	ADJ;INDF;MASC;SG	ADJ
sever	متشدد	sever	متشدد	ADJ;INDF;MASC;SG	ADJ
sever	شدید	sever	شدید	ADJ;INDF;MASC;SG	ADJ
sever	بڑا	sever	بڑا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
sever	سادہ	sever	سادہ	ADJ;INDF;MASC;SG	ADJ
sever	زبردست	sever	زبردست	ADJ;INDF;MASC;SG	ADJ
sever	سخت	sever	سخت	ADJ;INDF;MASC;SG	ADJ
decisiv	فوری	decisiv	فوری	ADJ;INDF;MASC;SG	ADJ
sălbatice	پراگندہ	sălbatic	پراگندہ	ADJ;INDF;FEM;PL	ADJ
sălbatice	جنگلی	sălbatic	جنگلی	ADJ;INDF;FEM;PL	ADJ
sălbatice	پراگندہ	sălbatic	پراگندہ	ADJ;INDF;FEM;PL	ADJ
dați	کہنا	da	کہہ	V;IND;PL;2;IPFV;FIN	V;MASC;NFIN
rector	کالج	rector	کالج	N;INDF;MASC;SG	N;NOM;MASC;SG;3
crească	بڑھنا	crește	بڑھ	V;SBJV;3;PRS;FIN	V;MASC;SG;NFIN;ACT
rebel	منحرف.	rebel	منحرف.	ADJ;INDF;MASC;SG	ADJ
rebel	منحرف.	rebel	منحرف.	ADJ;INDF;MASC;SG	ADJ
rebel	باغی	rebel	باغی	ADJ;INDF;MASC;SG	ADJ
roll	فرد	roll	فرد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
roll	دفتر	roll	دفتر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecător	منصف	judecător	منصف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fir	رشتہ	fir	رشتہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fir	رشتہ	fir	رشتہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
chip	ٹکڑا	chip	ٹکڑا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
call	اپیل	call	اپیل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
call	مطالبہ	call	مطالبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
call	استدعا	call	استدعا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
esențiale	بنیادی	esențial	بنیادی	ADJ;INDF;FEM;PL	ADJ
esențiale	لازمی	esențial	لازمی	ADJ;INDF;FEM;PL	ADJ
credit	اعتماد	credit	اعتماد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
academică	پرتکلف.	academic	پرتکلف.	ADJ;INDF;FEM;SG	ADJ
academică	روایتی	academic	روایتی	ADJ;INDF;FEM;SG	ADJ
promovează	چڑھانا	promova	چڑھا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
