istanboel	stambule	istanboel	stambuł	N;NEUT;SG	N;NOM;MASC;SG
zuiver	czyste	zuiver	czysty	ADJ	ADJ;NOM;NEUT;SG
edelman	szlachcic	edelman	szlachcie	N;MASC+FEM;SG	N;NOM;MASC;SG
miljoenen	milionów	miljoenen	milion	N;PL	N;GEN;MASC;PL
voorlopige	tymczasowego	voorlopig	tymczasowy	ADJ	ADJ;ACC;MASC;SG
voorlopige	tymczasowa	voorlopig	tymczasowy	ADJ	ADJ;NOM;FEM;SG
voorlopige	tymczasowe	voorlopig	tymczasowy	ADJ	ADJ;NOM;NEUT;SG
voorlopige	tymczasowy	voorlopig	tymczasowy	ADJ	ADJ;NOM;MASC;SG
voorlopige	wstępna	voorlopig	wstępny	ADJ	ADJ;NOM;FEM;SG
voorlopige	wstępne	voorlopig	wstępny	ADJ	ADJ;NOM;NEUT;SG
voorlopige	wstępny	voorlopig	wstępny	ADJ	ADJ;NOM;MASC;SG
meeting	posiedzenie	meeting	posiedzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
meeting	zebranie	meeting	zebranie	N;MASC+FEM;SG	N;NOM;NEUT;SG
meeting	spotkanie	meeting	spotkanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
betaling	wypłata	betaling	wypłatać	N;MASC+FEM;SG	N;NOM;FEM;SG
betaling	zapłata	betaling	zapłatać	N;MASC+FEM;SG	N;NOM;FEM;SG
betaling	płatność	betaling	płatność	N;MASC+FEM;SG	N;NOM;FEM;SG
grondslag	podstawa	grondslag	podstawa	N;MASC+FEM;SG	N;NOM;FEM;SG
grondslag	podstawie	grondslag	podstawa	N;MASC+FEM;SG	N;DAT;FEM;SG
bloei	kwitnienia	bloei	kwitnienie	N;MASC+FEM;SG	N;GEN;NEUT;SG
interessante	interesujące	interessant	interesujący	ADJ	ADJ;NOM;NEUT;SG
interessante	ciekawe	interessant	ciekawy	ADJ	ADJ;NOM;NEUT;SG
interessante	interesujący	interessant	interesujący	ADJ	ADJ;NOM;MASC;SG
krachtig	energiczne	krachtig	energiczny	ADJ	ADJ;NOM;NEUT;SG
krachtig	potężne	krachtig	potężny	ADJ	ADJ;NOM;NEUT;SG
krachtig	potężna	krachtig	potężny	ADJ	ADJ;NOM;FEM;SG
krachtig	potężny	krachtig	potężny	ADJ	ADJ;NOM;MASC;SG
krachtig	mocne	krachtig	mocny	ADJ	ADJ;NOM;NEUT;SG
uitgevers	wydawców	uitgever	wydawca	N;PL	N;ACC;MASC;PL
commonwealth	commonwealth	commonwealth	commonwealt	N;MASC+FEM;SG	N;NOM;MASC;SG
commonwealth	wspólnota	commonwealth	wspólnota	N;MASC+FEM;SG	N;NOM;FEM;SG
bekken	miednicy	bekken	miednica	N;NEUT;SG	N;GEN;FEM;SG
papieren	papiery	papieren	papier	N;PL	N;NOM;MASC;PL
papieren	gazety	papieren	gazeta	N;PL	N;ACC;FEM;PL
natte	mokre	nat	mokry	ADJ	ADJ;NOM;NEUT;SG
natte	wilgotna	nat	wilgotny	ADJ	ADJ;NOM;FEM;SG
natte	mokra	nat	mokry	ADJ	ADJ;NOM;FEM;SG
natte	mokry	nat	mokry	ADJ	ADJ;NOM;MASC;SG
bevrijd	uwolnił	bevrijden	uwolnić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
herinneringen	wspomnienia	herinnering	wspomnienie	N;PL	N;NOM;NEUT;PL
herinneringen	wspomnień	herinnering	wspomnienie	N;PL	N;GEN;NEUT;PL
herinneringen	wspomnienia	herinnering	wspomnienie	N;PL	N;NOM;NEUT;PL
sterkte	siłę	sterkte	siła	N;MASC+FEM;SG	N;ACC;FEM;SG
sterkte	siły	sterkte	siła	N;MASC+FEM;SG	N;ACC;FEM;SG
sterkte	siła	sterkte	siła	N;MASC+FEM;SG	N;NOM;FEM;SG
sterkte	wytrzymałość	sterkte	wytrzymałość	N;MASC+FEM;SG	N;NOM;FEM;SG
essays	eseje	essays	esej	N;PL	N;NOM;MASC;PL
opslag	składowanie	opslag	składowanie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
opslag	magazyn	opslag	magazyn	N;MASC+FEM;SG	N;NOM;MASC;SG
opslag	przechowywanie	opslag	przechowywać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
opslag	magazynowanie	opslag	magazynowanie	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
farao	faraon	farao	faraon	N;MASC+FEM;SG	N;NOM;MASC;SG
stabiele	stabilny	stabiel	stabilny	ADJ	ADJ;NOM;MASC;SG
stabiele	stabilna	stabiel	stabilny	ADJ	ADJ;NOM;FEM;SG
stabiele	stabilne	stabiel	stabilny	ADJ	ADJ;NOM;NEUT;SG
turken	turków	turken	turek	N;PL	N;ACC;MASC;PL
turken	turcy	turken	turca	N;PL	N;NOM;MASC;PL
legendarische	legendarny	legendarisch	legendarny	ADJ	ADJ;NOM;MASC;SG
oekraïens	ukraiński	oekraïen	ukraiński	ADJ	ADJ;NOM;MASC;SG
fictie	fikcja	fictie	fikcja	N;MASC+FEM;SG	N;NOM;FEM;SG
copyright	autorskie	copyright	autorski	ADJ	ADJ;NOM;NEUT;SG
colombiaanse	kolumbijski	colombiaans	kolumbijski	ADJ	ADJ;NOM;MASC;SG
lucius	lucjusz	lucius	lucjusz	N;MASC+FEM;SG	N;NOM;MASC;SG
eng	przerażające	eng	przerażający	ADJ	ADJ;NOM;NEUT;SG
eng	straszne	eng	straszny	ADJ	ADJ;NOM;NEUT;SG
eng	straszna	eng	straszny	ADJ	ADJ;NOM;FEM;SG
eng	straszny	eng	straszny	ADJ	ADJ;NOM;MASC;SG
eng	przerażające	eng	przerażający	ADJ	ADJ;NOM;NEUT;SG
eng	straszne	eng	straszny	ADJ	ADJ;NOM;NEUT;SG
eng	odrażające	eng	odrażać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
eng	straszny	eng	straszny	ADJ	ADJ;NOM;MASC;SG
taalkundige	językowej	taalkundig	językowy	ADJ	ADJ;GEN;FEM;SG
ontwikkelt	rozwija	ontwikkelen	rozwijać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
voegt	dodaje	voegen	dodawać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
gelovigen	wierzący	gelovigen	wierzyć	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
gelovigen	wierzących	gelovigen	wierzyć	ADJ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
tradities	tradycje	traditie	tradycja	N;PL	N;NOM;FEM;PL
tradities	tradycje	traditie	tradycja	N;PL	N;NOM;FEM;PL
coördinaten	koordynaty	coprdinaat	koordynat	N;PL	N;ACC;MASC;PL
wisconsin	wisconsin	wisconsin	wisconsin	N;MASC+FEM;SG	N;NOM;MASC;SG
volwassenen	dorosłych	volwassenen	dorosły	ADJ	ADJ;GEN;MASC;PL
volwassenen	dorosłych	volwassenen	dorosły	ADJ	ADJ;GEN;MASC;PL
verpleegster	pielęgniarka	verpleegster	pielęgniarka	N;MASC+FEM;SG	N;NOM;FEM;SG
herhaling	nawrót	herhaling	nawrót	N;MASC+FEM;SG	N;NOM;MASC;SG
herhaling	powtarzanie	herhaling	powtarzać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
herhaling	powtórzenia	herhaling	powtórzyć	N;MASC+FEM;SG	N;NOM;NEUT;SG
herhaling	powtarzanie	herhaling	powtarzać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
herhaling	powtórka	herhaling	powtórka	N;MASC+FEM;SG	N;NOM;FEM;SG
herhaling	powtórka	herhaling	powtórka	N;MASC+FEM;SG	N;NOM;FEM;SG
adelaar	orzeł	adelaar	orzeł	N;MASC+FEM;SG	N;NOM;MASC;SG
scenarioschrijver	scenarzysta	scenarioschrijver	scenarzysta	N;MASC+FEM;SG	N;NOM;MASC;SG
rechtstreekse	bezpośrednia	rechtstreeks	bezpośredni	ADJ	ADJ;NOM;FEM;SG
rechtstreekse	bezpośrednie	rechtstreeks	bezpośrednie	ADJ	ADJ;NOM;NEUT;SG
kiss	pocałunek	kissen	pocałunek	N;MASC+FEM;SG	N;NOM;MASC;SG
renovatie	remont	renovatie	remont	N;MASC+FEM;SG	N;NOM;MASC;SG
renovatie	renowacji	renovatie	renowacja	N;MASC+FEM;SG	N;GEN;FEM;SG
gesprekken	rozmowy	gesprek	rozmowa	N;PL	N;ACC;FEM;PL
uitnodiging	zaproszenie	uitnodiging	zaprosić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
uitnodiging	zaproszenie	uitnodiging	zaprosić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
uitnodiging	zaproszenia	uitnodiging	zaprosić	N;MASC+FEM;SG	N;NOM;NEUT;SG
juridisch	prawny	juridisch	prawny	ADJ	ADJ;NOM;MASC;SG
juridisch	prawne	juridisch	prawny	ADJ	ADJ;NOM;NEUT;SG
juridisch	legalne	juridisch	legalny	ADJ	ADJ;NOM;NEUT;SG
componenten	podzespoły	component	podzespoły	N;PL	N;NOM;MASC;PL
componenten	komponenty	component	komponent	N;PL	N;NOM;MASC;PL
rugslag	grzbietowym	rugslag	grzbietowy	ADJ	ADJ;INS;MASC;SG
nicholas	mikołaj	nicholas	mikołaj	N;MASC+FEM;SG	N;NOM;MASC;SG
benoemen	mianuje	benoemen	mianować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
benoemen	mianować	benoemen	mianować	V;NFIN	V;IPFV;NFIN;ACT
benoemen	wyznaczyć	benoemen	wyznaczyć	V;NFIN	V;PFV;NFIN;ACT
knopen	przycisków	knopen	przycisk	N;PL	N;GEN;MASC;PL
knopen	przyciski	knopen	przyciski	N;PL	N;NOM;MASC;PL
knopen	guziki	knopen	guzik	N;PL	N;NOM;MASC;PL
knopen	węzłów	knopen	wązława	N;PL	N;GEN;MASC;PL
knopen	węzłów	knopen	wązława	N;PL	N;GEN;MASC;PL
vervullen	spełnić	vervullen	spełnić	V;NFIN	V;PFV;NFIN;ACT
waardig	godne	waardig	godny	ADJ	ADJ;NOM;NEUT;SG
waardig	godny	waardig	godny	ADJ	ADJ;NOM;MASC;SG
waardig	godne	waardig	godny	ADJ	ADJ;NOM;NEUT;SG
waardig	godna	waardig	godny	ADJ	ADJ;NOM;FEM;SG
vrucht	owoc	vrucht	owoc	N;MASC+FEM;SG	N;NOM;MASC;SG
impact	wpływ	impact	wpływ	N;MASC+FEM;SG	N;NOM;MASC;SG
impact	zderzenie	impact	zderzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
impact	uderzenie	impact	uderzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
impact	oddziaływanie	impact	oddziaływać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vancouver	vancouver	vancouver	vancouver	N;MASC+FEM;SG	N;NOM;MASC;SG
grammy	grammy	grammy	grać	N;MASC+FEM;SG	N;ACC;FEM;SG
armoede	bieda	armoede	bieda	N;MASC+FEM;SG	N;NOM;FEM;SG
armoede	ubóstwa	armoede	ubóstwo	N;MASC+FEM;SG	N;GEN;NEUT;SG
armoede	ubóstwo	armoede	ubóstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
vooruitgang	postępu	vooruitgang	postęp	N;MASC+FEM;SG	N;GEN;MASC;SG
vooruitgang	postęp	vooruitgang	postęp	N;MASC+FEM;SG	N;NOM;MASC;SG
rondes	okrążenia	rondes	okrążyć	N;PL	N;NOM;NEUT;PL
rondes	okrążeń	rondes	okrążenie	N;PL	N;GEN;NEUT;PL
rondes	rundy	rondes	rund	N;PL	N;ACC;FEM;PL
collecties	zbiory	collectie	zbiór	N;PL	N;NOM;MASC;PL
collecties	kolekcje	collectie	kolekcja	N;PL	N;NOM;FEM;PL
continentale	kontynentalne	continentaal	kontynentalny	ADJ	ADJ;NOM;NEUT;SG
zwaarden	miecze	zwaard	miecz	N;PL	N;NOM;MASC;PL
onnodig	zbędny	onnodig	zbędny	ADJ	ADJ;NOM;MASC;SG
onnodig	niepotrzebny	onnodig	niepotrzebny	ADJ	ADJ;NOM;MASC;SG
onnodig	zbędne	onnodig	zbędny	ADJ	ADJ;NOM;NEUT;SG
onnodig	niepotrzebne	onnodig	niepotrzebny	ADJ	ADJ;NOM;NEUT;SG
suggestie	propozycja	suggestie	propozycja	N;MASC+FEM;SG	N;NOM;FEM;SG
suggestie	sugestia	suggestie	sugestia	N;MASC+FEM;SG	N;NOM;FEM;SG
beweren	twierdząc	beweren	twierdzić	V;NFIN	V;IPFV;PRS;V.CVB;ACT
residentie	rezydencja	residentie	rezydencja	N;MASC+FEM;SG	N;NOM;FEM;SG
residentie	staż	residentie	staż	N;MASC+FEM;SG	N;NOM;MASC;SG
dwingen	zmuszając	dwingen	zmuszać	V;NFIN	V;IPFV;PRS;V.CVB;ACT
verdiensten	zyski	verdienste	zysk	N;PL	N;NOM;MASC;PL
verdiensten	zarobki	verdienste	zarobek	N;PL	N;NOM;MASC;PL
verdiensten	zarobków	verdienste	zarobek	N;PL	N;GEN;MASC;PL
verdiensten	dochody	verdienste	dochód	N;PL	N;NOM;MASC;PL
discografie	dyskografia	discografie	dyskografia	N;MASC+FEM;SG	N;NOM;FEM;SG
kwetsbaar	krucha	kwetsbaar	kruchy	ADJ	ADJ;NOM;FEM;SG
kwetsbaar	delikatna	kwetsbaar	delikatny	ADJ	ADJ;NOM;FEM;SG
kwetsbaar	delikatne	kwetsbaar	delikatny	ADJ	ADJ;NOM;NEUT;SG
kwetsbaar	podatne	kwetsbaar	podatny	ADJ	ADJ;NOM;NEUT;SG
kwetsbaar	wrażliwych	kwetsbaar	wrażliwy	ADJ	ADJ;GEN;MASC;PL
kwetsbaar	wrażliwe	kwetsbaar	wrażliwy	ADJ	ADJ;NOM;NEUT;SG
kwetsbaar	podatny	kwetsbaar	podatny	ADJ	ADJ;NOM;MASC;SG
automatische	automatyczne	automatisch	automatyczny	ADJ	ADJ;NOM;NEUT;SG
automatische	automatyczny	automatisch	automatyczny	ADJ	ADJ;NOM;MASC;SG
automatische	automatyczna	automatisch	automatyczny	ADJ	ADJ;NOM;FEM;SG
plantage	plantacji	plantage	plantacja	N;MASC+FEM;SG	N;GEN;FEM;SG
tours	wycieczki	tours	wycieczka	N;PL	N;NOM;FEM;PL
diplomatieke	dyplomatycznych	diplomatiek	dyplomatyczny	ADJ	ADJ;GEN;MASC;PL
diplomatieke	dyplomatyczne	diplomatiek	dyplomatyczny	ADJ	ADJ;NOM;NEUT;SG
diplomatieke	dyplomatyczny	diplomatiek	dyplomatyczny	ADJ	ADJ;NOM;MASC;SG
diplomatieke	dyplomatycznej	diplomatiek	dyplomatyczny	ADJ	ADJ;GEN;FEM;SG
dossier	dossier	dossier	dossier	N;NEUT;SG	N;NOM;MASC;SG
dossier	plik	dossier	plik	N;NEUT;SG	N;ACC;MASC;SG
dossier	pliku	dossier	plik	N;NEUT;SG	N;GEN;MASC;SG
cook	kucharza	cook	kucharz	N;MASC+FEM;SG	N;ACC;MASC;SG
cook	kucharz	cook	kucharz	N;MASC+FEM;SG	N;NOM;MASC;SG
millennium	millennium	millennium	millennium	N;NEUT;SG	N;NOM;NEUT;SG
millennium	tysiąclecia	millennium	tysiąclecie	N;NEUT;SG	N;NOM;NEUT;SG
roemeens	rumuński	roemeens	rumuński	ADJ	ADJ;NOM;MASC;SG
atleten	sportowcy	atleten	sportowiec	N;PL	N;NOM;MASC;PL
atleten	sportowców	atleten	sportowiec	N;PL	N;ACC;MASC;PL
operaties	operacje	operatie	operacja	N;PL	N;NOM;FEM;PL
kazachstan	kazachstanu	kazachstan	kazachstan	N;NEUT;SG	N;GEN;MASC;SG
plots	nagle	plot	nagle	ADV	ADV
gustave	gustave	gustave	gustav	N;MASC+FEM;SG	N;NOM;MASC;SG
integraal	integralną	integraal	integralny	ADJ	ADJ;ACC;FEM;SG
toegevoegde	dodano	toevoegen	dodać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
hervorming	reformy	hervorming	reforma	N;MASC+FEM;SG	N;ACC;FEM;SG
hervorming	reformę	hervorming	reforma	N;MASC+FEM;SG	N;ACC;FEM;SG
hervorming	reforma	hervorming	reforma	N;MASC+FEM;SG	N;NOM;FEM;SG
hervorming	reformy	hervorming	reforma	N;MASC+FEM;SG	N;ACC;FEM;SG
verhuisd	przeniesiono	verhuizen	przenieść	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
aangekomen	dotarły	aankomen	dotrzeć	V;V.PTCP	V;PFV;FEM;IND;PL;PST;FIN;ACT
aangekomen	przybyła	aankomen	przybyły	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
aangekomen	przybyli	aankomen	przybyć	V;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
aangekomen	przybył	aankomen	przybyć	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
perron	peron	perron	peron	N;NEUT;SG	N;NOM;MASC;SG
perron	platformie	perron	platforma	N;NEUT;SG	N;ACC;MASC;SG
perron	platforma	perron	platforma	N;NEUT;SG	N;NOM;FEM;SG
paraguay	paragwaju	paraguay	paragwaj	N;NEUT;SG	N;GEN;MASC;SG
blessure	uraz	blessure	uraz	N;MASC+FEM;SG	N;NOM;MASC;SG
blessure	uszkodzenie	blessure	uszkodzić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
civiele	cywilne	civiel	cywilny	ADJ	ADJ;NOM;NEUT;SG
civiele	obywatelskiego	civiel	obywatelski	ADJ	ADJ;ACC;MASC;SG
civiele	cywilny	civiel	cywilny	ADJ	ADJ;NOM;MASC;SG
cilinder	cylinder	cilinder	cylinder	N;MASC+FEM;SG	N;NOM;MASC;SG
cilinder	cylindra	cilinder	cylindro	N;MASC+FEM;SG	N;ACC;MASC;SG
theoretische	teoretyczne	theoretisch	teoretyczny	ADJ	ADJ;NOM;NEUT;SG
kilometers	kilometrów	kilometer	kilometr	N;PL	N;GEN;MASC;PL
kilometers	kilometry	kilometer	kilometra	N;PL	N;NOM;MASC;PL
kilometers	kilometry	kilometer	kilometra	N;PL	N;NOM;MASC;PL
kilometers	kilometrów	kilometer	kilometr	N;PL	N;GEN;MASC;PL
kilometers	kilometry	kilometer	kilometra	N;PL	N;NOM;MASC;PL
kilometers	kilometrów	kilometer	kilometr	N;PL	N;GEN;MASC;PL
avontuur	przygodę	avontuur	przygoda	N;NEUT;SG	N;ACC;FEM;SG
avontuur	przygoda	avontuur	przygoda	N;NEUT;SG	N;NOM;FEM;SG
bennett	bennett	benneten	bennett	N;MASC+FEM;SG	N;NOM;MASC;SG
motieven	motywów	motief	motyw	N;PL	N;GEN;MASC;PL
motieven	motywy	motief	motyw	N;PL	N;NOM;MASC;PL
geruchten	plotki	gerucht	plotka	N;PL	N;NOM;FEM;PL
geruchten	plotki	gerucht	plotka	N;PL	N;NOM;FEM;PL
manhattan	manhattanie	manhattan	manhattan	N;MASC+FEM;SG	N;ACC;MASC;SG
manhattan	manhattanu	manhattan	manhattan	N;MASC+FEM;SG	N;GEN;MASC;SG
arrest	wyrok	arrest	wyrok	N;NEUT;SG	N;NOM;MASC;SG
arrest	orzeczenie	arrest	orzeczenie	N;NEUT;SG	N;NOM;NEUT;SG
arrest	osąd	arrest	osąd	N;NEUT;SG	N;NOM;MASC;SG
repertoire	repertuar	repertoire	repertuar	N;NEUT;SG	N;NOM;MASC;SG
lijstje	wykaz	lijst	wykaz	N;NEUT;SG	N;NOM;MASC;SG
lijstje	lista	lijst	list	N;NEUT;SG	N;NOM;FEM;SG
lijstje	spis	lijst	spis	N;NEUT;SG	N;NOM;MASC;SG
lijstje	listę	lijst	lista	N;NEUT;SG	N;ACC;FEM;SG
meters	metrów	meter	metr	N;PL	N;GEN;MASC;PL
meters	liczniki	meter	licznik	N;PL	N;NOM;MASC;PL
meters	metrach	meter	metr	N;PL	N;GEN;MASC;PL
meters	metrów	meter	metr	N;PL	N;GEN;MASC;PL
liberalen	liberałowie	liberaal	liberałowie	N;PL	N;NOM;MASC;PL
liberalen	liberałów	liberaal	liberał	N;PL	N;GEN;MASC;PL
adressen	adresów	adres	adres	N;PL	N;GEN;MASC;PL
adressen	adresy	adres	adres	N;PL	N;NOM;MASC;PL
brooklyn	brooklynu	brooklyn	brooklyn	N;MASC+FEM;SG	N;GEN;MASC;SG
brooklyn	brooklynie	brooklyn	brooklyna	N;MASC+FEM;SG	N;DAT;MASC;SG
verminderen	zmniejszyć	verminderen	zmniejszyć	V;NFIN	V;PFV;NFIN;ACT
verminderen	zredukować	verminderen	zredukować	V;NFIN	V;PFV;NFIN;ACT
verminderen	zmniejszyć	verminderen	zmniejszyć	V;NFIN	V;PFV;NFIN;ACT
kelder	piwnicy	kelder	piwnica	N;MASC+FEM;SG	N;GEN;FEM;SG
kelder	piwnica	kelder	piwnica	N;MASC+FEM;SG	N;NOM;FEM;SG
kelder	piwnicy	kelder	piwnica	N;MASC+FEM;SG	N;GEN;FEM;SG
kelder	piwnica	kelder	piwnica	N;MASC+FEM;SG	N;NOM;FEM;SG
suggereert	sugeruje	suggereren	sugerować	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
update	aktualizacja	update	aktualizacja	N;MASC+FEM;SG	N;NOM;FEM;SG
update	aktualizacji	update	aktualizacja	N;MASC+FEM;SG	N;GEN;FEM;SG
update	uaktualnienie	update	uaktualnienie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
suiker	cukrem	suiker	cukier	N;MASC+FEM;SG	N;INS;MASC;SG
suiker	cukru	suiker	cukr	N;MASC+FEM;SG	N;GEN;MASC;SG
suiker	cukier	suiker	cukier	N;MASC+FEM;SG	N;NOM;MASC;SG
teruggetrokken	wycofano	terugtrekken	wycofać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
loge	lodge	loog	lodge	N;MASC+FEM;SG	N;NOM;MASC;SG
materie	materia	materie	materia	N;MASC+FEM;SG	N;NOM;FEM;SG
materie	materii	materie	materia	N;MASC+FEM;SG	N;GEN;FEM;SG
opent	otwiera	openen	otwierać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
slaap	śpi	slapen	spać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
slaap	spać	slapen	spać	V;SG;PRS;FIN	V;IPFV;NFIN;ACT
bioscoop	teatrze	bioscoop	teatr	N;MASC+FEM;SG	N;DAT;MASC;SG
bioscoop	teatr	bioscoop	teatr	N;MASC+FEM;SG	N;NOM;MASC;SG
bioscoop	kino	bioscoop	kino	N;MASC+FEM;SG	N;NOM;NEUT;SG
bioscoop	kina	bioscoop	kino	N;MASC+FEM;SG	N;GEN;NEUT;SG
bioscoop	kina	bioscoop	kino	N;MASC+FEM;SG	N;GEN;NEUT;SG
bibliografie	bibliografia	bibliografie	bibliografia	N;MASC+FEM;SG	N;NOM;FEM;SG
kromme	krzywa	krom	krzywać	N;MASC+FEM;SG	N;NOM;FEM;SG
kromme	krzywą	krom	krzywać	N;MASC+FEM;SG	N;INS;FEM;SG
vergelijk	porównaj	vergelijk	porównać	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
vergelijk	porównać	vergelijk	porównać	V;SG;PRS;FIN	V;PFV;NFIN;ACT
lichter	lżejsze	licht	lekki	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
lichter	lżejszy	licht	lekki	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
congregatie	zgromadzenie	congregatie	zgromadzenie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
congregatie	kongregacji	congregatie	kongregacja	N;MASC+FEM;SG	N;GEN;FEM;SG
congregatie	zgromadzenia	congregatie	zgromadzić	N;MASC+FEM;SG	N;NOM;NEUT;SG
begrafenis	pogrzeb	begrafenis	pogrzeb	N;MASC+FEM;SG	N;NOM;MASC;SG
begrafenis	pochówku	begrafenis	pochówek	N;MASC+FEM;SG	N;GEN;MASC;SG
begrafenis	pochówek	begrafenis	pochówek	N;MASC+FEM;SG	N;NOM;MASC;SG
begrafenis	pogrzeb	begrafenis	pogrzeb	N;MASC+FEM;SG	N;NOM;MASC;SG
begrafenis	pogrzebu	begrafenis	pogrzeb	N;MASC+FEM;SG	N;GEN;MASC;SG
gewoonte	przyzwyczajenia	gewoonte	przyzwyczajenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
gewoonte	zwyczaj	gewoonte	zwyczaj	N;MASC+FEM;SG	N;NOM;MASC;SG
gewoonte	nawyk	gewoonte	nawyk	N;MASC+FEM;SG	N;NOM;MASC;SG
stamboom	rodowód	stamboom	rodowód	N;MASC+FEM;SG	N;NOM;MASC;SG
klik	kliknij	klik	klikni	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
onlangs	niedawno	onlangs	niedawno	ADV	ADV
onlangs	ostatnio	onlangs	ostatnio	ADV	ADV
erger	gorszy	erg	zły	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
erger	gorsze	erg	zły	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
full	pełen	full	pełen	N;MASC+FEM;SG	N;NOM;MASC;SG
minimale	minimalna	minimaal	minimalny	ADJ	ADJ;NOM;FEM;SG
minimale	minimalne	minimaal	minimalny	ADJ	ADJ;NOM;NEUT;SG
minimale	minimalny	minimaal	minimalny	ADJ	ADJ;NOM;MASC;SG
put	pit	putten	pit	N;MASC+FEM;SG	N;NOM;MASC;SG
communisten	komunistów	communist	komunista	N;PL	N;ACC;MASC;PL
communisten	komuniści	communist	komunista	N;PL	N;NOM;MASC;PL
heersers	linijki	heerser	linijka	N;PL	N;ACC;FEM;PL
econoom	ekonomista	econoom	ekonomista	N;MASC+FEM;SG	N;NOM;MASC;SG
planning	planowanie	planning	planować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
planning	planowania	planning	planowanie	N;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
planning	planowanie	planning	planować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
planning	rozkład	planning	rozkład	N;MASC+FEM;SG	N;NOM;MASC;SG
planning	harmonogram	planning	harmonogram	N;MASC+FEM;SG	N;NOM;MASC;SG
lezingen	wykładów	lezing	wykład	N;PL	N;GEN;MASC;PL
lezingen	wykłady	lezing	wykład	N;PL	N;NOM;MASC;PL
lezingen	odczyty	lezing	odczyt	N;PL	N;NOM;MASC;PL
lezingen	wykłady	lezing	wykład	N;PL	N;NOM;MASC;PL
verdiende	zasłużył	verdienen	zasłużyć	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
verdiende	zarobił	verdienen	zarobić	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
goddelijke	boskie	goddelijk	boski	ADJ	ADJ;NOM;NEUT;SG
goddelijke	boski	goddelijk	bosk	ADJ	ADJ;NOM;MASC;SG
draad	drutu	draad	drut	N;MASC+FEM;SG	N;GEN;MASC;SG
draad	drut	draad	drut	N;MASC+FEM;SG	N;NOM;MASC;SG
draad	wątek	draad	wątek	N;MASC+FEM;SG	N;ACC;MASC;SG
draad	wątku	draad	wątek	N;MASC+FEM;SG	N;GEN;MASC;SG
vee	inwentarz	vee	inwentarz	N;NEUT;SG	N;ACC;MASC;SG
vee	bydło	vee	bydło	N;NEUT;SG	N;NOM;NEUT;SG
