überlegungen	pensées	überlegungen	penser	V;NFIN	V;FEM;PL;PST;V.PTCP
brasilianischen	brésiliennes	brasilianisch	brésilien	ADJ;NOM;MASC;PL	ADJ;FEM;PL
gerechtfertigt	justifiable	gerechtfertigt	justifiable	ADJ	ADJ;MASC;SG
beratung	conseil	beratung	conseil	N;NOM;FEM;SG	N;MASC;SG
beratung	conseil	beratung	conseil	N;NOM;FEM;SG	N;MASC;SG
beratung	consultant	beratung	consulter	N;NOM;FEM;SG	N;MASC;SG
beratung	consultation	beratung	consultation	N;NOM;FEM;SG	N;FEM;SG
beschäftigung	emploi	Beschäftigung	emploi	N;NOM;FEM;SG	N;MASC;SG
orientierung	orientation	orientierung	orientation	N;NOM;FEM;SG	N;FEM;SG
elektronischen	électroniques	elektronisch	électronique	ADJ	ADJ;MASC;PL
elektronischen	electronique	elektronisch	electronique	ADJ	ADJ;MASC;SG
elektronischen	électronique	elektronisch	électronique	ADJ	ADJ;MASC;SG
untergang	malheur	untergehen	malheur	N	N;MASC;SG
untergang	doom	untergehen	doom	N	N;MASC;SG
rache	revanche	rachen	revanche	N;NOM;SG	N;FEM;SG
rache	vengeance	rachen	vengeance	N;NOM;SG	N;FEM;SG
rache	vengeance	rachen	vengeance	N;NOM;SG	N;FEM;SG
rache	revanche	rachen	revanche	N;NOM;SG	N;FEM;SG
rache	vengeance	rachen	vengeance	N;NOM;SG	N;FEM;SG
kategorisierung	catégorisation	kategorisierung	catégorisation	N;NOM;FEM;SG	N;FEM;SG
kategorisierung	catégorisation	kategorisierung	catégorisation	N;NOM;FEM;SG	N;FEM;SG
finanziell	financière	finanziell	financier	ADJ	ADJ;FEM;SG
finanziell	financier	finanziell	financier	ADJ	ADJ;MASC;SG
beamter	officielles	beamt	officiel	ADJ	ADJ;FEM;PL
beamter	officiels	beamt	officiel	ADJ	ADJ;MASC;PL
beamter	officielle	beamt	officiel	ADJ	ADJ;FEM;SG
beamter	officiel	beamt	officiel	ADJ	ADJ;MASC;SG
beamter	officiels	beamt	officiel	ADJ	ADJ;MASC;PL
allgemeines	générale	allgemein	général	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
identifiziert	identifie	identifizieren	identifier	V;V.PTCP	V;IND;SG;3;PRS;FIN
identifiziert	identifiée	identifizieren	identifier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
identifiziert	identifié	identifizieren	identifier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
identifiziert	identifiées	identifizieren	identifier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
identifiziert	identifiés	identifizieren	identifier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gerecht	justes	rechen	juste	ADJ	ADJ;MASC;PL
gerecht	équitable	rechen	équitable	ADJ	ADJ;MASC;SG
gerecht	équitables	rechen	équitable	ADJ	ADJ;MASC;PL
gerecht	équitable	rechen	équitable	ADJ	ADJ;MASC;SG
gerecht	équitables	rechen	équitable	ADJ	ADJ;MASC;PL
schaut	regarde	schauen	regarder	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
naturwissenschaften	scientifique	naturwissenschaft	scientifique	ADJ	ADJ;MASC;SG
barocke	baroques	barock	baroque	ADJ;NOM;FEM;PL	ADJ;MASC;PL
vermitteln	communiquer	vermitteln	communiquer	V;NFIN	V;NFIN
argentinischer	argentins	argentinisch	argentin	ADJ	ADJ;MASC;PL
argentinischer	argentin	argentinisch	argentin	ADJ	ADJ;MASC;SG
argentinischer	argentins	argentinisch	argentin	ADJ	ADJ;MASC;PL
argentinischer	argentin	argentinisch	argentin	ADJ	ADJ;MASC;SG
argentinischer	argentine	argentinisch	argentin	ADJ	ADJ;FEM;SG
positiven	positive	positiv	positif	ADJ	ADJ;FEM;SG
positiven	positives	positiv	positif	ADJ	ADJ;FEM;PL
positiven	positif	positiv	positif	ADJ	ADJ;MASC;SG
positiven	positifs	positiv	positif	ADJ	ADJ;MASC;PL
positiven	positives	positiv	positif	ADJ	ADJ;FEM;PL
positiven	positif	positiv	positif	ADJ	ADJ;MASC;SG
positiven	positifs	positiv	positif	ADJ	ADJ;MASC;PL
floh	enfui	fliehen	enfui	V;IND;SG;3;FIN	V;MASC;SG;PST;V.PTCP
floh	fuit	fliehen	fuir	V;IND;SG;3;FIN	V;IND;SG;3;PRS;FIN
floh	fui	fliehen	fuir	V;IND;SG;3;FIN	V;MASC;SG;PST;V.PTCP
margarete	marguerite	margaret	marguerite	N;NOM;FEM;SG	N;FEM;SG
margarete	margarete	margaret	margarete	N;NOM;FEM;SG	N;FEM;SG
deutet	indique	deuten	indiquer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
religionen	religions	religion	religion	N;NOM;PL	N;FEM;PL
religionen	cultes	religion	culte	N;NOM;PL	N;MASC;PL
mitwirkung	implication	mitwirkung	implication	N;NOM;FEM;SG	N;FEM;SG
mitwirkung	participation	mitwirkung	participation	N;NOM;FEM;SG	N;FEM;SG
freigegeben	publié	freigeben	publier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
freigegeben	relâché	freigeben	relâcher	V;V.PTCP	V;MASC;SG;PST;V.PTCP
freigegeben	libérés	freigeben	libérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
freigegeben	libéré	freigeben	libérer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
freigegeben	innocenté	freigeben	innocenté	V;V.PTCP	V;MASC;SG;PST;V.PTCP
entscheidenden	décisives	entscheidend	décisif	ADJ	ADJ;FEM;PL
entscheidenden	décisive	entscheidend	décisif	ADJ	ADJ;FEM;SG
entscheidenden	décisif	entscheidend	décisif	ADJ	ADJ;MASC;SG
weißer	caucasien	weiß	caucasien	ADJ	ADJ;MASC;SG
orientierte	orienté	orientieren	orienter	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
orientierte	orientée	orientieren	orienter	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
afrikanischen	africain	afrikanisch	africain	ADJ;ACC;MASC;SG	ADJ;MASC;SG
afrikanischen	africaine	afrikanisch	africain	ADJ;ACC;MASC;SG	ADJ;FEM;SG
externen	externe	extern	externe	ADJ	ADJ;MASC;SG
externen	extérieurs	extern	extérieur	ADJ	ADJ;MASC;PL
externen	extérieure	extern	extérieur	ADJ	ADJ;FEM;SG
externen	externes	extern	externe	ADJ	ADJ;MASC;PL
auswertung	interprétation	auswertung	interprétation	N;FEM;SG	N;FEM;SG
auswertung	évaluation	auswertung	évaluation	N;FEM;SG	N;FEM;SG
auswertung	evaluation	auswertung	evaluation	N;FEM;SG	N;FEM;SG
auswertung	analyse	auswertung	analyse	N;FEM;SG	N;FEM;SG
rumänischer	roumains	rumänisch	roumain	ADJ	ADJ;MASC;PL
rumänischer	roumaine	rumänisch	roumain	ADJ	ADJ;FEM;SG
rumänischer	roumain	rumänisch	roumain	ADJ	ADJ;MASC;SG
messung	mesurage	messung	mesurage	N;SG	N;MASC;SG
messung	mesure	messung	mesure	N;SG	N;FEM;SG
messung	mesurage	messung	mesurage	N;SG	N;MASC;SG
messung	mesure	messung	mesure	N;SG	N;FEM;SG
schlagen	battez	schlagen	battre	V;NFIN	V;IMP;PL;2;PRS;FIN
schlagen	battu	schlagen	battre	V;NFIN	V;MASC;SG;PST;V.PTCP
schlagen	battre	schlagen	battre	V;NFIN	V;NFIN
schlagen	gifler	schlagen	gifler	V;NFIN	V;NFIN
schlagen	battant	schlagen	battre	V;NFIN	V;PRS;V.PTCP
schlagen	battre	schlagen	battre	V;NFIN	V;NFIN
ansässig	résidente	ansässig	résident	ADJ	ADJ;FEM;SG
erkrankungen	maladies	erkrankung	maladie	N;NOM;FEM;PL	N;FEM;PL
erkrankungen	affections	erkrankung	affection	N;NOM;FEM;PL	N;FEM;PL
blüte	fleur	blüt	fleur	N;NOM;FEM;SG	N;FEM;SG
blüte	floraison	blüt	floraison	N;NOM;FEM;SG	N;FEM;SG
blüte	fleur	blüt	fleur	N;NOM;FEM;SG	N;FEM;SG
blüte	floraison	blüt	floraison	N;NOM;FEM;SG	N;FEM;SG
blüte	floraison	blüt	floraison	N;NOM;FEM;SG	N;FEM;SG
durchgesetzt	forcées	durchsetzen	forcé	V;V.PTCP	V;FEM;PL;PST;V.PTCP
durchgesetzt	forcée	durchsetzen	forcé	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ausländische	étrangères	ausländisch	étranger	ADJ;NOM;FEM;PL	ADJ;FEM;PL
digitalen	numérique	digital	numérique	ADJ;ACC;MASC;SG	ADJ;MASC;SG
digitalen	digital	digital	digital	ADJ;ACC;MASC;SG	ADJ;MASC;SG
überprüft	vérifiés	überprüfen	vérifier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
überprüft	cochée	überprüfen	cocher	V;V.PTCP	V;FEM;SG;PST;V.PTCP
überprüft	vérifiées	überprüfen	vérifier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
überprüft	vérifié	überprüfen	vérifier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
überprüft	vérifiée	überprüfen	vérifier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
überprüft	coché	überprüfen	coché	V;V.PTCP	V;MASC;SG;PST;V.PTCP
überprüft	vérifiés	überprüfen	vérifier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
überprüft	vérifiée	überprüfen	vérifier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
überprüft	vérifiées	überprüfen	vérifier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
überprüft	vérifié	überprüfen	vérifier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
überprüft	revu	überprüfen	revoir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
überprüft	examiné	überprüfen	examiner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
wahlperiode	législateur	wahlperiode	législateur	N;NOM;FEM;SG	N;MASC;SG
wahlperiode	législature	wahlperiode	législature	N;NOM;FEM;SG	N;FEM;SG
einladung	invite	einladung	invite	N;FEM;SG	N;FEM;SG
einladung	invitation	einladung	invitation	N;FEM;SG	N;FEM;SG
einladung	invitation	einladung	invitation	N;FEM;SG	N;FEM;SG
legislaturperiode	législatif	legislaturperiode	législatif	ADJ;NOM;FEM;SG	ADJ;MASC;SG
disziplinen	disciplines	disziplin	discipline	N;NOM;PL	N;FEM;PL
finnischer	finnoise	finnisch	finnois	ADJ	ADJ;FEM;SG
finnischer	finlandais	finnisch	finlandais	ADJ	ADJ;MASC;SG
finnischer	finnois	finnisch	finnois	ADJ	ADJ;MASC;SG
finnischer	finlandaise	finnisch	finlandais	ADJ	ADJ;FEM;SG
ausländischen	étrangère	ausländisch	étranger	ADJ	ADJ;FEM;SG
ausländischen	étrangères	ausländisch	étranger	ADJ	ADJ;FEM;PL
gesungen	chanté	singen	chanter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gesungen	chantait	singen	chanter	V;V.PTCP	V;IND;SG;3;IPFV;FIN
gesungen	chanter	singen	chanter	V;V.PTCP	V;NFIN
gesungen	chanté	singen	chanter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gesungen	chantée	singen	chanter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
türken	turcs	türken	turc	N;PL	N;MASC;PL
zeitweilig	provisoire	zeitweilig	provisoire	ADJ	ADJ;MASC;SG
zeitweilig	temporaires	zeitweilig	temporaire	ADJ	ADJ;MASC;PL
zeitweilig	temporaire	zeitweilig	temporaire	ADJ	ADJ;MASC;SG
jährlichen	annuelle	jährlich	annuel	ADJ	ADJ;FEM;SG
jährlichen	annuels	jährlich	annuel	ADJ	ADJ;MASC;PL
jährlichen	annuel	jährlich	annuel	ADJ	ADJ;MASC;SG
jährlichen	annuelle	jährlich	annuel	ADJ	ADJ;FEM;SG
jährlichen	annuels	jährlich	annuel	ADJ	ADJ;MASC;PL
jährlichen	annuel	jährlich	annuel	ADJ	ADJ;MASC;SG
akademische	académiques	akademisch	académique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
akademische	universitaires	akademisch	universitaire	ADJ;NOM;FEM;PL	ADJ;MASC;PL
überleben	survivent	überleben	survivre	V;NFIN	V;IND;PL;3;PRS;FIN
überleben	survivre	überleben	survivre	V;NFIN	V;NFIN
überleben	survivre	überleben	survivre	V;NFIN	V;NFIN
überleben	survivant	überleben	survivant	V;NFIN	V;PRS;V.PTCP
überleben	survivre	überleben	survivre	V;NFIN	V;NFIN
stimmung	ondes	stimmung	onde	N	N;FEM;PL
stimmung	vibes	stimmung	vibe	N	N;MASC;SG
stimmung	vibrations	stimmung	vibration	N	N;FEM;PL
stimmung	humeur	stimmung	humeur	N	N;FEM;SG
stimmung	ambiance	stimmung	ambiance	N	N;FEM;SG
stimmung	tuning	stimmung	tuning	N	N;MASC;SG
stimmung	réglage	stimmung	réglager	N	N;MASC;SG
anpassung	ajustement	anpassung	ajustement	N;NOM;FEM;SG	N;MASC;SG
anpassung	réglage	anpassung	réglager	N;NOM;FEM;SG	N;MASC;SG
anpassung	ajustement	anpassung	ajustement	N;NOM;FEM;SG	N;MASC;SG
anpassung	adaptation	anpassung	adaptation	N;NOM;FEM;SG	N;FEM;SG
anpassung	personnalisation	anpassung	personnalisation	N;NOM;FEM;SG	N;FEM;SG
flach	superficielle	flach	superficiel	ADJ	ADJ;FEM;SG
flach	superficiel	flach	superficiel	ADJ	ADJ;MASC;SG
flach	superficielles	flach	superficiel	ADJ	ADJ;FEM;PL
schwedisch	suédoise	schwedisch	suédois	ADJ	ADJ;FEM;SG
schwedisch	suédoises	schwedisch	suédois	ADJ	ADJ;FEM;PL
schwedisch	suédois	schwedisch	suédois	ADJ	ADJ;MASC;SG
kostenlos	gratuit	kostenlos	gratuit	ADJ	ADJ;MASC;SG
kostenlos	libre	kostenlos	libre	ADJ	ADJ;MASC;SG
tausende	milliers	tausende	millier	N;NOM;FEM;PL	N;MASC;PL
israelischen	israéliens	israelisch	israélien	ADJ;PL	ADJ;MASC;PL
israelischen	israéliennes	israelisch	israélien	ADJ;PL	ADJ;FEM;PL
prototyp	prototype	prototyp	prototype	N	N;MASC;SG
prototyp	prototypes	prototyp	prototype	N	N;MASC;PL
unterzeichnete	soussigné	unterzeichnen	soussigner	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
unterzeichnete	signée	unterzeichnen	signer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
unterzeichnete	signé	unterzeichnen	signer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
effekte	effets	effekt	effet	N;NOM;PL	N;MASC;PL
effekte	effets	effekt	effet	N;NOM;PL	N;MASC;PL
versenkt	coulés	versenken	coulé	V;V.PTCP	V;MASC;PL;PST;V.PTCP
versenkt	coulé	versenken	coulé	V;V.PTCP	V;MASC;SG;PST;V.PTCP
indische	indiens	indisch	indien	ADJ;NOM;FEM;PL	ADJ;MASC;PL
indische	indiennes	indisch	indien	ADJ;NOM;FEM;PL	ADJ;FEM;PL
bekämpfung	combat	bekämpfung	combat	N;SG	N;MASC;SG
stetig	stable	stetig	stable	ADJ	ADJ;MASC;SG
kontinuierlich	continue	kontinuierlich	continu	ADJ	ADJ;FEM;SG
kontinuierlich	continu	kontinuierlich	continu	ADJ	ADJ;MASC;SG
kontinuierlich	continus	kontinuierlich	continu	ADJ	ADJ;MASC;PL
gleise	plateformes	gleis	plateforme	N	N;FEM;PL
gleise	morceaux	gleis	morceau	N	N;MASC;PL
gleise	chenilles	gleis	chenille	N	N;FEM;PL
gleise	pistes	gleis	piste	N	N;FEM;PL
erobert	vaincu	erobern	vaincre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
erobert	conquis	erobern	conquérir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
erobert	conquise	erobern	conquérir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
erobert	conquiert	erobern	conquérir	V;V.PTCP	V;IND;SG;3;PRS;FIN
erobert	vaincre	erobern	vaincre	V;V.PTCP	V;NFIN
erobert	conquérir	erobern	conquérir	V;V.PTCP	V;NFIN
verwundet	blessé	verwunden	blesser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verwundet	blessée	verwunden	blessé	V;V.PTCP	V;FEM;SG;PST;V.PTCP
verwundet	blessées	verwunden	blesser	V;V.PTCP	V;FEM;PL;PST;V.PTCP
verwundet	blessés	verwunden	blesser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
anfänge	débuts	anfangen	début	N;NOM	N;MASC;PL
malte	peinte	malen	peinte	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
malte	peint	malen	peindre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
lateinisch	latine	lateinisch	latin	ADJ	ADJ;FEM;SG
lateinisch	latines	lateinisch	latin	ADJ	ADJ;FEM;PL
betreuung	soutien	betreuung	soutien	N;SG	N;MASC;SG
betreuung	assistance	betreuung	assistance	N;SG	N;FEM;SG
betreuung	appui	betreuung	appui	N;SG	N;MASC;SG
betreuung	tutorat	betreuung	tutorat	N;SG	N;MASC;SG
betreuung	mentorat	betreuung	mentorat	N;SG	N;MASC;SG
betreuung	supervision	betreuung	supervision	N;SG	N;FEM;SG
betreuung	surveillance	betreuung	surveillance	N;SG	N;FEM;SG
betreuung	soin	betreuung	soin	N;SG	N;MASC;SG
personenverkehr	passagère	personenverkehr	passager	ADJ	ADJ;FEM;SG
wohnsitz	résidente	wohnsitz	résident	ADJ	ADJ;FEM;SG
studiert	étudié	studieren	étudier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
studiert	étudiée	studieren	étudier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
studiert	étudiées	studieren	étudier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
studiert	étudiés	studieren	étudier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
illustrationen	illustrations	illustrationen	illustration	N;NOM;FEM;PL	N;FEM;PL
richtungen	directions	richtung	direction	N;NOM;FEM;PL	N;FEM;PL
schmalen	étroite	schmal	étroit	ADJ	ADJ;FEM;SG
schmalen	étroits	schmal	étroit	ADJ	ADJ;MASC;PL
schmalen	étroites	schmal	étroit	ADJ	ADJ;FEM;PL
schmalen	étroit	schmal	étroit	ADJ	ADJ;MASC;SG
schmalen	mince	schmal	mince	ADJ	ADJ;MASC;SG
schmalen	minces	schmal	mince	ADJ	ADJ;MASC;PL
stausee	dam	stausen	dam	N;SG	N;MASC;SG
stausee	barrage	stausen	barrage	N;SG	N;MASC;SG
stausee	digue	stausen	digue	N;SG	N;FEM;SG
stausee	lac	stausen	lac	N;SG	N;MASC;SG
stausee	réservoir	stausen	réservoir	N;SG	N;MASC;SG
begangen	engagée	begehen	engager	V;V.PTCP	V;FEM;SG;PST;V.PTCP
begangen	engagés	begehen	engager	V;V.PTCP	V;MASC;PL;PST;V.PTCP
begangen	commis	begehen	commettre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
begangen	engagé	begehen	engager	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ansätze	approches	ansätzen	approche	N;NOM;MASC;PL	N;FEM;PL
wirft	accuse	werfen	accuser	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
wirft	soulève	werfen	soulever	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
wirft	jette	werfen	jeter	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fühlt	ressent	fühlen	ressentir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gerettet	secouru	retten	secourir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerettet	sauvés	retten	sauver	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gerettet	secourus	retten	secouris	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gerettet	sauvée	retten	sauver	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gerettet	sauvé	retten	sauver	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerettet	enregistré	retten	enregistrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerettet	enregistrée	retten	enregistrer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gerettet	sauvés	retten	sauver	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gerettet	sauvé	retten	sauver	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerettet	sauvegardé	retten	sauvegarder	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerettet	enregistrés	retten	enregistrer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
ignoriert	ignore	ignorieren	ignorer	V;V.PTCP	V;IND;SG;3;PRS;FIN
ignoriert	ignorez	ignorieren	ignorer	V;V.PTCP	V;IMP;PL;2;PRS;FIN
ignoriert	ignorer	ignorieren	ignorer	V;V.PTCP	V;NFIN
ignoriert	ignorée	ignorieren	ignorer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ignoriert	ignorées	ignorieren	ignorer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
ignoriert	ignoré	ignorieren	ignorer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ignoriert	ignorés	ignorieren	ignorer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
ignoriert	ignore	ignorieren	ignorer	V;V.PTCP	V;IND;SG;3;PRS;FIN
überwachung	supervision	überwachung	supervision	N;SG	N;FEM;SG
überwachung	surveillance	überwachung	surveillance	N;SG	N;FEM;SG
überwachung	moniteur	überwachung	moniteur	N;SG	N;MASC;SG
überwachung	supervision	überwachung	supervision	N;SG	N;FEM;SG
überwachung	surveillance	überwachung	surveillance	N;SG	N;FEM;SG
überwachung	surveillance	überwachung	surveillance	N;SG	N;FEM;SG
achter	huitième	acht	huitième	ADJ	ADJ;MASC;SG
chinesisch	chinois	chinesisch	chinois	ADJ	ADJ;MASC;SG
chinesisch	chinoise	chinesisch	chinois	ADJ	ADJ;FEM;SG
verlangen	désirer	verlangen	désirer	V;NFIN	V;NFIN
verlangen	requiert	verlangen	requérir	V;NFIN	V;IND;SG;3;PRS;FIN
verlangen	exige	verlangen	exiger	V;NFIN	V;IND;SG;3;PRS;FIN
verlangen	exigent	verlangen	exiger	V;NFIN	V;IND;PL;3;PRS;FIN
verlangen	nécessite	verlangen	nécessiter	V;NFIN	V;IND;SG;3;PRS;FIN
verlangen	exiger	verlangen	exiger	V;NFIN	V;NFIN
verlangen	requièrent	verlangen	requérir	V;NFIN	V;IND;PL;3;PRS;FIN
verlangen	exiger	verlangen	exiger	V;NFIN	V;NFIN
schreibe	ecrire	schreibe	ecrire	V;IND;SG;3;PRS;FIN	V;NFIN
schreibe	écrire	schreibe	écrire	V;IND;SG;3;PRS;FIN	V;NFIN
schreibe	rédiger	schreibe	rédiger	V;IND;SG;3;PRS;FIN	V;NFIN
schreibe	ecrire	schreibe	ecrire	V;IND;SG;3;PRS;FIN	V;NFIN
schreibe	écrire	schreibe	écrire	V;IND;SG;3;PRS;FIN	V;NFIN
angemessen	approprié	angemessen	approprié	ADJ	ADJ;MASC;SG
angemessen	adéquate	angemessen	adéquat	ADJ	ADJ;FEM;SG
angemessen	adéquates	angemessen	adéquat	ADJ	ADJ;FEM;PL
angemessen	adéquat	angemessen	adéquat	ADJ	ADJ;MASC;SG
angemessen	raisonnable	angemessen	raisonnable	ADJ	ADJ;MASC;SG
angemessen	raisonnables	angemessen	raisonnable	ADJ	ADJ;MASC;PL
drehen	tourner	drehen	tourner	V;NFIN	V;NFIN
drehen	pivoter	drehen	pivoter	V;NFIN	V;NFIN
drehen	tournant	drehen	tourner	V;NFIN	V;PRS;V.PTCP
drehen	tournant	drehen	tourner	V;NFIN	V;PRS;V.PTCP
drehen	tourne	drehen	tourner	V;NFIN	V;IND;SG;3;PRS;FIN
drehen	tourner	drehen	tourner	V;NFIN	V;NFIN
drehen	tournez	drehen	tourner	V;NFIN	V;IMP;PL;2;PRS;FIN
angeben	indiquez	angeben	indiquer	V;V.PTCP	V;IMP;PL;2;PRS;FIN
angeben	indiquer	angeben	indiquer	V;V.PTCP	V;NFIN
angeben	vanter	angeben	vanter	V;V.PTCP	V;NFIN
angeben	précisez	angeben	préciser	V;V.PTCP	V;IMP;PL;2;PRS;FIN
angeben	préciser	angeben	préciser	V;V.PTCP	V;NFIN
angeben	spécifier	angeben	spécifier	V;V.PTCP	V;NFIN
theoretische	théoriques	theoretisch	théorique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
industriellen	industriels	industriell	industriel	ADJ;PL	ADJ;MASC;PL
industriellen	industrielles	industriell	industriel	ADJ;PL	ADJ;FEM;PL
gerichtet	dirigé	richten	diriger	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichtet	réalisé	richten	réaliser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichtet	orienté	richten	orienter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichtet	adressé	richten	adresser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichtet	adressée	richten	adresser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gerichtet	jugée	richten	juger	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gerichtet	jugés	richten	juger	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gerichtet	jugé	richten	juger	V;V.PTCP	V;MASC;SG;PST;V.PTCP
umwandlung	conversion	umwandlung	conversion	N;SG	N;FEM;SG
umwandlung	reconversion	umwandlung	reconversion	N;SG	N;FEM;SG
umwandlung	conversion	umwandlung	conversion	N;SG	N;FEM;SG
umwandlung	transformation	umwandlung	transformation	N;SG	N;FEM;SG
umwandlung	transformation	umwandlung	transformation	N;SG	N;FEM;SG
gestiftet	donné	stiften	donner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestiftet	donnés	stiften	donner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gestiftet	doté	stiften	doter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestiftet	dotée	stiften	doter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
bezahlt	paie	bezahlen	payer	V;V.PTCP	V;IND;SG;3;PRS;FIN
bezahlt	paye	bezahlen	payer	V;V.PTCP	V;IND;SG;3;PRS;FIN
bezahlt	rémunéré	bezahlen	rémunérer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
bezahlt	payées	bezahlen	payer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
bezahlt	payé	bezahlen	payer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
bezahlt	payée	bezahlen	payer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
bezahlt	payés	bezahlen	payer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
interne	internes	intern	interne	ADJ;NOM;FEM;PL	ADJ;MASC;PL
besetzte	occupé	besetzen	occuper	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
besetzte	occupée	besetzen	occuper	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
hinterlassen	quitter	hinterlassen	quitter	V;V.PTCP	V;NFIN
hinterlassen	laisser	hinterlassen	laisser	V;V.PTCP	V;NFIN
hinterlassen	partir	hinterlassen	partir	V;V.PTCP	V;NFIN
abgesetzt	arrêté	absetzen	arrêter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
abgesetzt	interrompu	absetzen	interrompre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
abgesetzt	destitué	absetzen	destituer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
reguläre	régulières	regulär	régulier	ADJ;NOM;FEM;PL	ADJ;FEM;PL
dekan	doyen	dekan	doyen	N	N;MASC;SG
ausgeliefert	livrés	ausliefern	livrer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
