警部	лейтенант	警部	лейтенант	N	N;ANIM;NOM;MASC;SG
動揺	расстроена	動揺	расстроить	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
タブレット	планшет	タブレット	планшет	N	N;INAN;NOM;MASC;SG
神学校	семинарии	神学校	семинария	N	N;INAN;NOM;FEM;PL
麻酔	анестезии	麻酔	анестезия	N	N;INAN;NOM;FEM;PL
人魚	русалка	人魚	русалка	N	N;ANIM;NOM;FEM;SG
年数	годы	年数	год	N	N;INAN;ACC;MASC;PL
年数	лет	年数	год	N	N;INAN;GEN;MASC;PL
コロナ	корона	コロナ	корона	N	N;INAN;NOM;FEM;SG
切符	билеты	切符	билет	N	N;INAN;NOM;MASC;PL
切符	билет	切符	билет	N	N;INAN;NOM;MASC;SG
教義	догмы	教義	догма	N	N;INAN;NOM;FEM;PL
教義	крид	教義	крид	N	N;INAN;NOM;MASC;SG
教義	доктрина	教義	доктрина	N	N;INAN;NOM;FEM;SG
教義	доктрины	教義	доктрина	N	N;INAN;NOM;FEM;PL
オメガ	омега	オメガ	омег	N	N;INAN;NOM;FEM;SG
富豪	миллионеры	富豪	миллионер	N	N;ANIM;NOM;MASC;PL
地雷	шахты	地雷	шахта	N	N;INAN;NOM;FEM;PL
地雷	мин	地雷	минута	N	N;INAN;NOM;FEM;SG
地雷	мины	地雷	мина	N	N;INAN;NOM;FEM;PL
可愛	обаяние	可愛	обаяние	N	N;INAN;NOM;NEUT;SG
ホッケー	хоккей	ホッケー	хоккей	N	N;INAN;NOM;MASC;SG
かもめ	чайка	かもめ	чайка	N	N;INAN;NOM;FEM;SG
事績	достижения	事績	достижение	N	N;INAN;NOM;NEUT;PL
事績	достижение	事績	достижение	N	N;INAN;NOM;NEUT;SG
事績	достижения	事績	достижение	N	N;INAN;NOM;NEUT;PL
上告	обжаловать	上告	обжаловать	V	V;IPFV;NFIN;ACT
カートリッジ	патроны	カートリッジ	патрон	N	N;INAN;NOM;MASC;PL
カートリッジ	патрон	カートリッジ	патрон	N	N;INAN;NOM;MASC;SG
カートリッジ	картридж	カートリッジ	картридж	N	N;INAN;NOM;MASC;SG
トレイル	след	トレイル	след	N	N;INAN;NOM;MASC;SG
臓器	органы	臓器	орган	N	N;INAN;NOM;MASC;PL
臓器	органов	臓器	орган	N	N;INAN;GEN;MASC;PL
臓器	орган	臓器	орган	N	N;INAN;NOM;MASC;SG
水銀	ртути	水銀	ртуть	N	N;INAN;NOM;FEM;SG
水銀	ртуть	水銀	ртуть	N	N;INAN;NOM;FEM;SG
水銀	меркурий	水銀	меркурия	N	N;INAN;NOM;MASC;SG
ユニーク	уникальная	ユニーク	уникальный	ADJ	ADJ;NOM;FEM;SG
ユニーク	уникальные	ユニーク	уникальный	ADJ	ADJ;NOM;PL
ユニーク	уникальный	ユニーク	уникальный	ADJ	ADJ;NOM;MASC;SG
ユニーク	уникальное	ユニーク	уникальный	ADJ	ADJ;NOM;NEUT;SG
城郭	замки	城郭	замок	N	N;INAN;NOM;MASC;PL
音節	слог	音節	слог	N	N;INAN;NOM;MASC;SG
音節	слогов	音節	слог	N	N;INAN;GEN;MASC;PL
炎	воспаление	炎	воспаление	N	N;INAN;NOM;NEUT;SG
摩擦	трения	摩擦	трение	N	N;INAN;NOM;NEUT;PL
芝生	лужайке	芝生	лужайка	N	N;INAN;DAT;FEM;SG
芝生	газон	芝生	газон	N	N;INAN;NOM;MASC;SG
悪役	злодей	悪役	злодь	N	N;ANIM;NOM;MASC;SG
実効	эффективность	実効	эффективность	N	N;INAN;NOM;FEM;SG
実効	эффективность	実効	эффективность	N	N;INAN;NOM;FEM;SG
マッサージ	массаж	マッサージ	массаж	N	N;INAN;NOM;MASC;SG
マッサージ	массаж	マッサージ	массаж	N	N;INAN;NOM;MASC;SG
工具	инструмент	工具	инструмент	N	N;INAN;NOM;MASC;SG
オナニー	мастурбации	オナニー	мастурбация	N	N;INAN;NOM;FEM;SG
ラーマ	лама	ラーマ	лама	N	N;ANIM;NOM;MASC;SG
ラーマ	рама	ラーマ	рама	N	N;INAN;NOM;FEM;SG
浄土	тодор	浄土	тодор	N	N;ANIM;NOM;MASC;SG
接着	сцепления	接着	сцепление	N	N;INAN;NOM;NEUT;PL
サンプリング	образец	サンプリング	образец	N	N;INAN;NOM;MASC;SG
サンプリング	выборка	サンプリング	выборка	N	N;INAN;NOM;FEM;SG
サンプリング	выборка	サンプリング	выборка	N	N;INAN;NOM;FEM;SG
サンプリング	выборки	サンプリング	выборка	N	N;INAN;NOM;FEM;PL
ねずみ	мышка	ねずみ	мышка	N	N;ANIM;NOM;FEM;SG
ねずみ	мыши	ねずみ	мышь	N	N;INAN;NOM;FEM;PL
ねずみ	мышь	ねずみ	мышь	N	N;INAN;NOM;FEM;SG
経典	сутра	経典	сутро	N	N;INAN;NOM;FEM;SG
書体	шрифт	書体	шрифт	N	N;INAN;NOM;MASC;SG
大気圏	атмосфера	大気圏	атмосфера	N	N;INAN;NOM;FEM;SG
大気圏	атмосферу	大気圏	атмосфера	N	N;INAN;ACC;FEM;SG
不審	подозрительные	不審	подозрительный	ADJ	ADJ;NOM;PL
不審	подозрительный	不審	подозрительный	ADJ	ADJ;NOM;MASC;SG
不審	подозрительных	不審	подозрительный	ADJ	ADJ;GEN;PL
リサイクル	переработка	リサイクル	переработка	N	N;INAN;NOM;FEM;SG
隠す	скрывать	隠す	скрывать	V	V;IPFV;NFIN;ACT
隠す	скрыть	隠す	скрыть	V	V;PFV;NFIN;ACT
隠す	спрятать	隠す	прятать	V	V;PFV;NFIN;ACT
グラフィックス	графика	グラフィックス	график	N	N;INAN;NOM;FEM;SG
グラフィックス	графики	グラフィックス	график	N	N;INAN;NOM;MASC;PL
カモ	уток	カモ	утка	N	N;ANIM;GEN;FEM;PL
カモ	утки	カモ	утка	N	N;ANIM;NOM;FEM;PL
カモ	утка	カモ	утка	N	N;INAN;NOM;FEM;SG
カモ	утку	カモ	утка	N	N;INAN;ACC;FEM;SG
カモ	утки	カモ	утка	N	N;ANIM;NOM;FEM;PL
無意味	бессмысленно	無意味	бессмысленный	ADJ	ADJ;NEUT;SG
ビーズ	бусы	ビーズ	бус	N	N;INAN;NOM;MASC;PL
旋風	вихрь	旋風	вихрь	N	N;INAN;NOM;MASC;SG
精製	совершенствовать	精製	совершенствовать	V	V;IPFV;NFIN;ACT
精製	уточнить	精製	уточнить	V	V;PFV;NFIN;ACT
責め	винить	責める	винить	V	V;IPFV;NFIN;ACT
スナック	закуски	スナック	закуска	N	N;INAN;NOM;FEM;PL
グリップ	хватка	グリップ	хваток	N	N;INAN;NOM;FEM;SG
ペダル	педали	ペダル	педаль	N	N;INAN;NOM;FEM;PL
ペダル	педаль	ペダル	педаль	N	N;INAN;NOM;FEM;SG
ビザ	визы	ビザ	виза	N	N;INAN;NOM;FEM;PL
ビザ	визу	ビザ	виза	N	N;INAN;ACC;FEM;SG
ビザ	виза	ビザ	виза	N	N;INAN;NOM;FEM;SG
スタック	стек	スタック	стек	N	N;INAN;NOM;MASC;SG
満期	зрелость	満期	зрелость	N	N;INAN;NOM;FEM;SG
満期	зрелости	満期	зрелость	N	N;INAN;NOM;FEM;PL
隙間	пробелы	隙間	пробел	N	N;INAN;NOM;MASC;PL
握手	рукопожатие	握手	рукопожатие	N	N;INAN;NOM;NEUT;SG
風力	гейл	風力	гейл	N	N;ANIM;NOM;FEM;SG
センチュリー	век	センチュリー	век	N	N;INAN;NOM;MASC;SG
センチュリー	столетие	センチュリー	столетие	N	N;INAN;NOM;NEUT;SG
バッグ	пакет	バッグ	пакет	N	N;INAN;NOM;MASC;SG
バッグ	мешок	バッグ	мешок	N	N;INAN;NOM;MASC;SG
バッグ	сумку	バッグ	сумка	N	N;INAN;ACC;FEM;SG
バッグ	сумка	バッグ	сумка	N	N;INAN;NOM;FEM;SG
バッグ	пакеты	バッグ	пакет	N	N;INAN;NOM;MASC;PL
バッグ	мешки	バッグ	мешок	N	N;INAN;NOM;MASC;PL
バッグ	сумки	バッグ	сумка	N	N;INAN;NOM;FEM;PL
画質	качество	画質	качество	N	N;INAN;NOM;NEUT;SG
飽和	насыщения	飽和	насыщение	N	N;INAN;NOM;NEUT;PL
福音書	евангелие	福音書	евангелие	N	N;INAN;NOM;NEUT;SG
ユニバー	универсиада	ユニバー	универсиад	N	N;INAN;NOM;FEM;SG
侮辱	оскорбление	侮辱	оскорбление	N	N;INAN;NOM;NEUT;SG
平衡	равновесия	平衡	равновесие	N	N;INAN;NOM;NEUT;PL
平衡	равновесие	平衡	равновесие	N	N;INAN;NOM;NEUT;SG
乗馬	езда	乗馬	езда	N	N;INAN;NOM;FEM;SG
粘土	клей	粘土	клей	N	N;INAN;NOM;MASC;SG
粘土	клэй	粘土	клэй	N	N;ANIM;NOM;MASC;SG
粘土	глины	粘土	глина	N	N;INAN;NOM;FEM;PL
肝臓	печени	肝臓	печень	N	N;INAN;GEN;FEM;SG
肝臓	печень	肝臓	печень	N	N;INAN;NOM;FEM;SG
ノック	стук	ノック	стук	N	N;INAN;NOM;MASC;SG
ノック	нок	ノック	нок	N	N;INAN;NOM;MASC;SG
ペイント	краски	ペイント	краска	N	N;INAN;NOM;FEM;PL
ペイント	краска	ペイント	краска	N	N;INAN;NOM;FEM;SG
ピーチ	персик	ピーチ	персик	N	N;INAN;NOM;MASC;SG
滑らか	гладко	滑らか	гладкий	ADJ	ADJ;NEUT;SG
完備	завершить	完備	завершить	V	V;PFV;NFIN;ACT
白血	лейкоз	白血	лейкоз	N	N;INAN;NOM;MASC;SG
アングル	угол	アングル	угол	N	N;INAN;NOM;MASC;SG
アングル	углы	アングル	угол	N	N;INAN;NOM;MASC;PL
冷たい	холодная	冷たい	холодный	ADJ	ADJ;NOM;FEM;SG
冷たい	холодное	冷たい	холодный	ADJ	ADJ;NOM;NEUT;SG
冷たい	холодный	冷たい	холодный	ADJ	ADJ;NOM;MASC;SG
冷たい	холодно	冷たい	холодный	ADJ	ADJ;NEUT;SG
ラウンジ	салонах	ラウンジ	салон	N	N;INAN;ESS;MASC;PL
ディーラー	дилер	ディーラー	дилер	N	N;INAN;NOM;MASC;SG
信条	крид	信条	крид	N	N;INAN;NOM;MASC;SG
シルエット	силуэт	シルエット	силуэт	N	N;INAN;NOM;MASC;SG
中性子	нейтрон	中性子	нейтрон	N	N;INAN;NOM;MASC;SG
パノラマ	панорама	パノラマ	панорам	N	N;INAN;NOM;FEM;SG
反復	повторение	反復	повторение	N	N;INAN;NOM;NEUT;SG
反復	повторения	反復	повторение	N	N;INAN;NOM;NEUT;PL
反復	итерации	反復	итерация	N	N;INAN;NOM;FEM;PL
反復	итераций	反復	итерация	N	N;INAN;GEN;FEM;PL
共存	сосуществовать	共存	сосуществовать	V	V;IPFV;NFIN;ACT
修道士	монах	修道士	монах	N	N;ANIM;NOM;MASC;SG
ヴィレッジ	деревне	ヴィレッジ	деревня	N	N;INAN;DAT;FEM;SG
ヴィレッジ	село	ヴィレッジ	село	N	N;INAN;NOM;NEUT;SG
ヴィレッジ	деревня	ヴィレッジ	деревня	N	N;INAN;NOM;FEM;SG
受け取り	получено	受け取る	получить	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
受け取り	получен	受け取る	получить	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
受け取り	полученная	受け取る	получить	V	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
受け取り	полученные	受け取る	получить	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
受け取り	получены	受け取る	получить	V	V;PFV;PL;PST;V.PTCP;PASS
顕微	микроскоп	顕微	микроскоп	N	N;INAN;NOM;MASC;SG
検察官	преследование	検察官	преследование	N	N;INAN;NOM;NEUT;SG
検察官	обвинение	検察官	обвинение	N	N;INAN;NOM;NEUT;SG
検察官	прокурор	検察官	прокурор	N	N;ANIM;NOM;MASC;SG
検察官	обвинитель	検察官	обвинитель	N	N;ANIM;NOM;MASC;SG
ボトル	бутылок	ボトル	бутылка	N	N;INAN;GEN;FEM;PL
ボトル	бутылки	ボトル	бутылка	N	N;INAN;NOM;FEM;PL
ボトル	бутылка	ボトル	бутылка	N	N;INAN;NOM;FEM;SG
ボトル	бутылку	ボトル	бутылка	N	N;INAN;ACC;FEM;SG
神風	камикадзе	神風	камикадзе	N	N;INAN;NOM;MASC;SG
クォーター	квартал	クォーター	квартал	N	N;INAN;NOM;MASC;SG
クォーター	четверть	クォーター	четверть	N	N;INAN;NOM;FEM;SG
クォーター	квартале	クォーター	квартал	N	N;INAN;ESS;MASC;SG
グリッド	сетку	グリッド	сетка	N	N;INAN;ACC;FEM;SG
グリッド	сетка	グリッド	сетка	N	N;INAN;NOM;FEM;SG
グリッド	сетки	グリッド	сетка	N	N;INAN;NOM;FEM;PL
リチウム	лития	リチウム	литий	N	N;INAN;NOM;MASC;SG
便所	туалеты	便所	туалет	N	N;INAN;NOM;MASC;PL
インタラクティブ	интерактивные	インタラクティブ	интерактивный	ADJ	ADJ;NOM;PL
インタラクティブ	интерактивный	インタラクティブ	интерактивный	ADJ	ADJ;NOM;MASC;SG
インタラクティブ	интерактивного	インタラクティブ	интерактивный	ADJ	ADJ;GEN;MASC;SG
セール	продажи	セール	продажа	N	N;INAN;NOM;FEM;PL
セール	продажа	セール	продажа	N	N;INAN;NOM;FEM;SG
セール	распродажа	セール	распродажа	N	N;INAN;NOM;FEM;SG
用紙	бумага	用紙	бумага	N	N;INAN;NOM;FEM;SG
用紙	бумаги	用紙	бумага	N	N;INAN;NOM;FEM;PL
きれい	чистые	きれい	чистый	ADJ	ADJ;NOM;PL
きれい	чистая	きれい	чистый	ADJ	ADJ;NOM;FEM;SG
きれい	чистый	きれい	чистый	ADJ	ADJ;NOM;MASC;SG
きれい	чистой	きれい	чистый	ADJ	ADJ;INS;FEM;SG
気球	шар	気球	шар	N	N;INAN;NOM;MASC;SG
気球	шарик	気球	шарик	N	N;INAN;NOM;MASC;SG
イケメン	красавец	イケメン	красавец	N	N;ANIM;NOM;MASC;SG
イケメン	красавчик	イケメン	красавчик	N	N;ANIM;NOM;MASC;SG
フィルタ	фильтр	フィルタ	фильтр	N	N;INAN;NOM;MASC;SG
フィルタ	фильтры	フィルタ	фильтр	N	N;INAN;NOM;MASC;PL
蒸発	испаряется	蒸発	испаряться	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
祈祷	молитву	祈祷	молитва	N	N;INAN;ACC;FEM;SG
祈祷	молитва	祈祷	молитва	N	N;INAN;NOM;FEM;SG
募金	пожертвование	募金	пожертвование	N	N;INAN;NOM;NEUT;SG
募金	пожертвования	募金	пожертвование	N	N;INAN;NOM;NEUT;PL
募金	пожертвование	募金	пожертвование	N	N;INAN;NOM;NEUT;SG
募金	пожертвования	募金	пожертвование	N	N;INAN;NOM;NEUT;PL
作物	культур	作物	культура	N	N;INAN;GEN;FEM;PL
作物	посевы	作物	посев	N	N;INAN;NOM;MASC;PL
トカゲ	ящериц	トカゲ	ящериц	N	N;ANIM;GEN;FEM;PL
トカゲ	ящерица	トカゲ	ящерица	N	N;ANIM;NOM;FEM;SG
参道	подход	参道	подход	N	N;INAN;NOM;MASC;SG
飢饉	голод	飢饉	голод	N	N;INAN;NOM;MASC;SG
ピストル	пистолет	ピストル	пистолет	N	N;INAN;NOM;MASC;SG
ブランチ	бранч	ブランチ	бранч	N	N;INAN;NOM;MASC;SG
ブランチ	сектор	ブランチ	сектор	N	N;INAN;NOM;MASC;SG
ブランチ	ветвь	ブランチ	ветвь	N	N;INAN;NOM;FEM;SG
ブランチ	филиал	ブランチ	филиал	N	N;INAN;NOM;MASC;SG
聖歌	гимн	聖歌	гимн	N	N;INAN;NOM;MASC;SG
聖歌	гимны	聖歌	гимн	N	N;INAN;NOM;MASC;PL
漁師	рыбаков	漁師	рыбак	N	N;ANIM;GEN;MASC;PL
漁師	рыбак	漁師	рыбак	N	N;ANIM;NOM;MASC;SG
塩素	хлора	塩素	хлор	N	N;INAN;GEN;MASC;SG
パッチ	патчи	パッチ	патч	N	N;INAN;NOM;MASC;PL
パッチ	патч	パッチ	патч	N	N;INAN;NOM;MASC;SG
美学	эстетика	美学	эстетика	N	N;INAN;NOM;FEM;SG
筆記	написание	筆記	написание	N	N;INAN;NOM;NEUT;SG
レコーダー	диктофон	レコーダー	диктофон	N	N;INAN;NOM;MASC;SG
リハビリ	реабилитация	リハビリ	реабилитация	N	N;INAN;NOM;FEM;SG
リハビリ	восстановление	リハビリ	восстановление	N	N;INAN;NOM;NEUT;SG
リハビリ	реабилитации	リハビリ	реабилитация	N	N;INAN;NOM;FEM;SG
テリア	терьеров	テリア	терьер	N	N;ANIM;GEN;MASC;PL
テリア	терьер	テリア	терьер	N	N;ANIM;NOM;MASC;SG
苦情	жалобы	苦情	жалоба	N	N;INAN;NOM;FEM;PL
代名詞	местоимения	代名詞	местоимение	N	N;INAN;NOM;NEUT;PL
代名詞	местоимение	代名詞	местоимение	N	N;INAN;NOM;NEUT;SG
静脈	вены	静脈	вена	N	N;INAN;NOM;FEM;PL
静脈	вена	静脈	вена	N	N;INAN;NOM;FEM;SG
静脈	вену	静脈	вена	N	N;INAN;ACC;FEM;SG
チューン	мелодия	チューン	мелодия	N	N;INAN;NOM;FEM;SG
チューン	мелодию	チューン	мелодия	N	N;INAN;ACC;FEM;SG
ハウ	хау	ハウ	хау	N	N;INAN;NOM;MASC;SG
エデン	иден	エデン	идня	N	N;ANIM;NOM;FEM;SG
デザート	десерт	デザート	десерт	N	N;INAN;NOM;MASC;SG
デザート	пустыня	デザート	пустыня	N	N;INAN;NOM;FEM;SG
デザート	пустыне	デザート	пустыня	N	N;INAN;DAT;FEM;SG
デザート	пустыни	デザート	пустыня	N	N;INAN;NOM;FEM;PL
デザート	десерты	デザート	десерт	N	N;INAN;NOM;MASC;PL
リバイバル	оживление	リバイバル	оживление	N	N;INAN;NOM;NEUT;SG
リバイバル	возрождение	リバイバル	возрождение	N	N;INAN;NOM;NEUT;SG
動脈	артерию	動脈	артерия	N	N;INAN;ACC;FEM;SG
動脈	артерия	動脈	артерия	N	N;INAN;NOM;FEM;SG
動脈	артерии	動脈	артерия	N	N;INAN;NOM;FEM;PL
リュック	рюкзак	リュック	рюкзак	N	N;INAN;NOM;MASC;SG
リュック	люк	リュック	люк	N	N;INAN;NOM;MASC;SG
織物	плетение	織物	плетение	N	N;INAN;NOM;NEUT;SG
織物	ткань	織物	ткань	N	N;INAN;NOM;FEM;SG
織物	ткани	織物	ткань	N	N;INAN;NOM;FEM;PL
織物	текстиль	織物	текстиль	N	N;INAN;NOM;MASC;SG
礼	этикет	礼	этикет	N	N;INAN;NOM;MASC;SG
礼	вежливость	礼	вежливость	N	N;INAN;NOM;FEM;SG
礼	вежливости	礼	вежливость	N	N;INAN;GEN;FEM;SG
ゴリラ	горилла	ゴリラ	горилл	N	N;INAN;NOM;FEM;SG
ゴリラ	гориллы	ゴリラ	горилл	N	N;ANIM;NOM;FEM;PL
竜巻	торнадо	竜巻	торнадо	N	N;INAN;NOM;MASC;SG
ポロ	поло	ポロ	поло	N	N;ANIM;NOM;MASC;SG
日没	закат	日没	закат	N	N;INAN;NOM;MASC;SG
ディナー	обед	ディナー	обед	N	N;INAN;NOM;MASC;SG
ディナー	ужин	ディナー	ужин	N	N;INAN;NOM;MASC;SG
コンタクト	контакт	コンタクト	контакт	N	N;INAN;NOM;MASC;SG
コンタクト	контакты	コンタクト	контакт	N	N;INAN;NOM;MASC;PL
バスケット	корзина	バスケット	корзин	N	N;INAN;NOM;FEM;SG
バスケット	корзину	バスケット	корзина	N	N;INAN;ACC;FEM;SG
バスケット	корзины	バスケット	корзина	N	N;INAN;NOM;FEM;PL
特製	специальность	特製	специальность	N	N;INAN;NOM;FEM;SG
特製	специализация	特製	специализация	N	N;INAN;NOM;FEM;SG
快感	удовольствие	快感	удовольствие	N	N;INAN;NOM;NEUT;SG
快感	удовольствия	快感	удовольствие	N	N;INAN;NOM;NEUT;SG
快感	наслаждение	快感	наслаждение	N	N;INAN;NOM;NEUT;SG
叔母	тетя	叔母	тетя	N	N;ANIM;NOM;FEM;SG
叔母	тётя	叔母	тетя	N	N;ANIM;NOM;FEM;SG
段落	параграф	段落	параграф	N	N;INAN;NOM;MASC;SG
段落	пункт	段落	пункт	N	N;INAN;NOM;MASC;SG
段落	абзац	段落	абзац	N	N;INAN;NOM;MASC;SG
段落	пункты	段落	пункт	N	N;INAN;NOM;MASC;PL
段落	пунктах	段落	пункт	N	N;INAN;ESS;MASC;PL
ハーモニー	гармонию	ハーモニー	гармония	N	N;INAN;ACC;FEM;SG
ハーモニー	гармония	ハーモニー	гармония	N	N;INAN;NOM;FEM;SG
ハーモニー	гармонии	ハーモニー	гармония	N	N;INAN;NOM;FEM;PL
やっと	наконец	やっと	наконец	ADV	ADV
アイディア	идея	アイディア	идея	N	N;INAN;NOM;FEM;SG
アイディア	идеи	アイディア	идея	N	N;INAN;NOM;FEM;PL
アンプ	усилитель	アンプ	усилитель	N	N;INAN;NOM;MASC;SG
アンプ	усилители	アンプ	усилитель	N	N;INAN;NOM;MASC;PL
宝物	сокровищ	宝物	сокровище	N	N;INAN;GEN;NEUT;PL
宝物	сокровища	宝物	сокровище	N	N;INAN;NOM;NEUT;PL
宝物	сокровище	宝物	сокровище	N	N;INAN;NOM;NEUT;SG
宝物	клад	宝物	клад	N	N;INAN;NOM;MASC;SG
宝物	сокровища	宝物	сокровище	N	N;INAN;NOM;NEUT;PL
ギフト	подарки	ギフト	подарок	N	N;INAN;NOM;MASC;PL
ギフト	дары	ギフト	дар	N	N;INAN;NOM;MASC;PL
ギフト	подарок	ギフト	подарок	N	N;INAN;NOM;MASC;SG
ギフト	дар	ギフト	дар	N	N;INAN;NOM;MASC;SG
理性	причина	理性	причина	N	N;INAN;NOM;FEM;SG
構文	синтаксис	構文	синтаксис	N	N;INAN;NOM;MASC;SG
光景	достопримечательности	光景	достопримечательность	N	N;INAN;NOM;FEM;PL
光景	зрение	光景	зрение	N	N;INAN;NOM;NEUT;SG
安い	дешевые	安い	дешевый	ADJ	ADJ;NOM;PL
安い	дешевая	安い	дешевый	ADJ	ADJ;NOM;FEM;SG
安い	дешевый	安い	дешевый	ADJ	ADJ;NOM;MASC;SG
スラッシュ	тире	スラッシュ	тир	N	N;INAN;NOM;MASC;SG
ハーレム	гарлеме	ハーレム	гарлема	N	N;INAN;DAT;MASC;SG
サンズ	пески	サンズ	песок	N	N;INAN;NOM;MASC;PL
バタフライ	бабочка	バタフライ	бабочка	N	N;INAN;NOM;FEM;SG
バタフライ	бабочки	バタフライ	бабочка	N	N;ANIM;NOM;FEM;PL
最小	минимизации	最小	минимизация	N	N;INAN;NOM;FEM;PL
最小	минимум	最小	минимум	N	N;INAN;ACC;MASC;SG
プロポーズ	предложить	プロポーズ	предложить	V	V;PFV;NFIN;ACT
パラレル	параллель	パラレル	параллель	N	N;INAN;NOM;FEM;SG
ゴマ	сезам	ゴマ	сезый	N	N;INAN;DAT;MASC;PL
図形	геометрия	図形	геометрия	N	N;INAN;NOM;FEM;SG
図形	форме	図形	форма	N	N;INAN;DAT;FEM;SG
図形	форма	図形	форма	N	N;INAN;NOM;FEM;SG
おば	тетя	おば	тетя	N	N;ANIM;NOM;FEM;SG
おば	тётя	おば	тетя	N	N;ANIM;NOM;FEM;SG
おば	тёти	おば	тетя	N	N;ANIM;NOM;FEM;PL
おば	тети	おば	тетя	N	N;ANIM;NOM;FEM;PL
視線	взгляд	視線	взгляд	N	N;INAN;NOM;MASC;SG
ベイビー	ребёнок	ベイビー	ребёнок	N	N;ANIM;NOM;MASC;SG
ベイビー	малышка	ベイビー	малышка	N	N;ANIM;NOM;FEM;SG
ベイビー	детка	ベイビー	детка	N	N;INAN;NOM;FEM;SG
ベイビー	малыш	ベイビー	малыш	N	N;ANIM;NOM;MASC;SG
参事官	советники	参事官	советник	N	N;ANIM;NOM;MASC;PL
参事官	советник	参事官	советник	N	N;ANIM;NOM;MASC;SG
トレーラー	прицеп	トレーラー	прицеп	N	N;INAN;NOM;MASC;SG
トレーラー	трейлер	トレーラー	трейлер	N	N;INAN;NOM;MASC;SG
毛皮	шерсть	毛皮	шерсть	N	N;INAN;NOM;FEM;SG
毛皮	мех	毛皮	мех	N	N;INAN;NOM;MASC;SG
毛皮	меха	毛皮	мех	N	N;INAN;NOM;MASC;SG
コロシアム	колизей	コロシアム	колизь	N	N;INAN;NOM;MASC;SG
シンフォニー	симфония	シンフォニー	симфония	N	N;INAN;NOM;FEM;SG
エスカレーター	эскалатор	エスカレーター	эскалатор	N	N;INAN;NOM;MASC;SG
ゴールキーパー	вратарь	ゴールキーパー	вратарь	N	N;ANIM;NOM;MASC;SG
条文	положения	条文	положение	N	N;INAN;NOM;NEUT;PL
ごみ	мусор	ごみ	мусор	N	N;INAN;NOM;MASC;SG
ごみ	мусор	ごみ	мусор	N	N;INAN;NOM;MASC;SG
ごみ	мусора	ごみ	мусор	N	N;INAN;GEN;MASC;SG
ハーブ	герб	ハーブ	герб	N	N;INAN;NOM;MASC;SG
ハーブ	херб	ハーブ	херб	N	N;INAN;NOM;MASC;SG
ハーブ	трав	ハーブ	трава	N	N;INAN;GEN;FEM;PL
ハーブ	травы	ハーブ	трава	N	N;INAN;NOM;FEM;PL
ジョーク	шутка	ジョーク	шутка	N	N;INAN;NOM;FEM;SG
ジョーク	шутки	ジョーク	шутка	N	N;INAN;NOM;FEM;PL
クロス	кроссовер	クロス	кроссовер	N	N;INAN;NOM;MASC;SG
コウモリ	бат	コウモリ	бат	N	N;INAN;NOM;MASC;SG
コウモリ	бита	コウモリ	бита	N	N;INAN;NOM;MASC;SG
コウモリ	биты	コウモリ	бит	N	N;INAN;NOM;MASC;PL
バール	бар	バール	бар	N	N;INAN;NOM;MASC;SG
ユーモア	юмор	ユーモア	юмор	N	N;INAN;NOM;MASC;SG
ユーモア	юмор	ユーモア	юмор	N	N;INAN;NOM;MASC;SG
溶液	раствор	溶液	раствор	N	N;INAN;NOM;MASC;SG
溶液	решение	溶液	решение	N	N;INAN;NOM;NEUT;SG
転覆	свергнуть	転覆	свергнуть	V	V;PFV;NFIN;ACT
ウイスキー	виски	ウイスキー	виски	N	N;INAN;NOM;MASC;PL
ウイスキー	виски	ウイスキー	виски	N	N;INAN;NOM;MASC;PL
総局	директората	総局	директорат	N	N;INAN;GEN;MASC;SG
総局	директорат	総局	директорат	N	N;INAN;NOM;MASC;SG
コンポーネント	компонент	コンポーネント	компонент	N	N;INAN;NOM;MASC;SG
コンポーネント	компонентов	コンポーネント	компонент	N	N;INAN;GEN;MASC;PL
コンポーネント	компоненты	コンポーネント	компонент	N	N;INAN;NOM;MASC;PL
聴覚	слух	聴覚	слух	N	N;INAN;NOM;MASC;SG
聴覚	слушание	聴覚	слушание	N	N;INAN;NOM;NEUT;SG
聴覚	слушания	聴覚	слушание	N	N;INAN;NOM;NEUT;PL
簡潔	краткое	簡潔	краткий	ADJ	ADJ;NOM;NEUT;SG
トリガー	курок	トリガー	курок	N	N;INAN;NOM;MASC;SG
チューリップ	тюльпаны	チューリップ	тюльпан	N	N;INAN;NOM;MASC;PL
チューリップ	тюльпан	チューリップ	тюльпан	N	N;INAN;NOM;MASC;SG
プランニング	планирование	プランニング	планирование	N	N;INAN;NOM;NEUT;SG
曲面	поверхность	曲面	поверхность	N	N;INAN;NOM;FEM;SG
曲面	поверхности	曲面	поверхность	N	N;INAN;NOM;FEM;PL
薬剤師	фармацевт	薬剤師	фармацевт	N	N;ANIM;NOM;MASC;SG
名字	фамилии	名字	фамилия	N	N;INAN;NOM;FEM;PL
ミーティング	собрания	ミーティング	собрание	N	N;INAN;NOM;NEUT;PL
