med	koos	med	koos	ADV	ADV
årsag	põhjus	årsag	põhjus	N;INDF;MASC+FEM;SG	N;NOM;SG
årsag	põhjus	årsag	põhjus	N;INDF;MASC+FEM;SG	N;NOM;SG
beholdt	säilinud	beholde	säilima	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
forbudt	keelustatud	forbudt	keelustama	ADJ;INDF;SG	ADJ;PST;V.PTCP;PASS
baggrunden	tausta	baggrund	taust	N;DEF;MASC+FEM;SG	N;PRT;SG
baggrunden	taust	baggrund	taust	N;DEF;MASC+FEM;SG	N;NOM;SG
elsker	armastan	elske	armastama	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN;ACT
elsker	armastab	elske	armastama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
borgen	loss	borgen	loss	N;DEF;MASC+FEM;SG	N;NOM;SG
borgen	castle	borgen	castle	N;DEF;MASC+FEM;SG	N;NOM;SG
borgen	lossi	borgen	loss	N;DEF;MASC+FEM;SG	N;PRT;SG
dreng	poiss	dreng	poiss	N;INDF;MASC+FEM;SG	N;NOM;SG
dreng	poiss	dreng	poiss	N;INDF;MASC+FEM;SG	N;NOM;SG
hovedsagelig	peamiselt	hovedsagelig	peamiselt	ADV	ADV
hovedsagelig	põhiliselt	hovedsagelig	põhiliselt	ADV	ADV
ramte	tabas	ramme	tabama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
lufthavnen	lennujaam	lufthavn	lennu_jaam	N;DEF;MASC+FEM;SG	N;NOM;SG
hjælper	aidates	hjælpe	aitama	V;IND;PRS;FIN;ACT	V;V.CVB
hjælper	aitan	hjælpe	aitama	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN;ACT
hjælper	aitab	hjælpe	aitama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
samarbejdet	koostöö	samarbejde	koos_töö	N;DEF;NEUT;SG	N;NOM;SG
stephen	stephen	steph	stephen	N;INDF;MASC+FEM;SG	N;NOM;SG
png	png	png	png	N;INDF;MASC+FEM;SG	N
politi	politsei	politi	politsei	N;INDF;NEUT;SG	N;NOM;SG
firma	äriühing	firma	äri_ühing	N;INDF;NEUT;SG	N;NOM;SG
firma	ettevõte	firma	ette_võte	N;INDF;NEUT;SG	N;NOM;SG
firma	seltskond	firma	seltskond	N;INDF;NEUT;SG	N;NOM;SG
meddelte	teatas	meddele	teatama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
afsnittet	lõik	afsnitte	lõik	N;DEF;NEUT;SG	N;NOM;SG
afsnittet	sektsioon	afsnitte	sektsioon	N;DEF;NEUT;SG	N;NOM;SG
afsnittet	jagu	afsnitte	jagu	N;DEF;NEUT;SG	N;PRT;SG
tilbyder	pakub	tilbyde	pakkuma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
minde	memory	minde	memory	N;INDF;NEUT;SG	N;NOM;SG
minde	mälu	minde	mälu	N;INDF;NEUT;SG	N;NOM;SG
minde	mälestus	minde	mälestus	N;INDF;NEUT;SG	N;NOM;SG
inspiration	inspiratsiooni	inspiration	inspiratsioon	N;INDF;MASC+FEM;SG	N;PRT;SG
inspiration	inspiratsioon	inspiration	inspiratsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
drenge	poisid	dreng	poiss	N;INDF;MASC+FEM;PL	N;NOM;PL
bånd	lindi	bånd	lint	N;INDF;NEUT;SG	N;PRT;SG
bånd	lint	bånd	lint	N;INDF;NEUT;SG	N;NOM;SG
bånd	linti	bånd	lint	N;INDF;NEUT;SG	N;PRT;SG
bånd	pael	bånd	pael	N;INDF;NEUT;SG	N;NOM;SG
bånd	paela	bånd	paela	N;INDF;NEUT;SG	N;PRT;SG
støttet	toetas	støtte	toetama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
centre	keskus	centre	keskus	N;INDF;MASC+FEM;SG	N;NOM;SG
dans	tantsu	dans	tants	N;INDF;MASC+FEM;SG	N;PRT;SG
dans	tants	dans	tants	N;INDF;MASC+FEM;SG	N;NOM;SG
dans	tantsi	dans	tantsima	N;INDF;MASC+FEM;SG	N;NOM;SG
dans	tantsimine	dans	tantsi=mine	N;INDF;MASC+FEM;SG	N;NOM;SG
ingeniør	inseneri	ingeniør	insener	N;INDF;MASC+FEM;SG	N;GEN;SG
ingeniør	insener	ingeniør	insener	N;INDF;MASC+FEM;SG	N;NOM;SG
federation	föderatsiooni	federation	föderatsioon	N;INDF;MASC+FEM;SG	N;PRT;SG
federation	föderatsioon	federation	föderatsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
løse	lahenda	løse	lahendama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
løse	lahendada	løse	lahendama	V;NFIN;ACT	V;NFIN
løse	lahendada	løse	lahendama	V;NFIN;ACT	V;NFIN
løse	lahenda	løse	lahendama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
atletik	kergejõustik	atletik	kerge_jõustik	N;INDF;NEUT;SG	N;NOM;SG
kristendommen	kristlus	kristendom	kristlus	N;DEF;MASC+FEM;SG	N;NOM;SG
udstilling	näitus	udstilling	näitus	N;INDF;MASC+FEM;SG	N;NOM;SG
fjorden	fjordi	fjord	fjord	N;DEF;MASC+FEM;SG	N;PRT;SG
selvstændigt	iseseisev	selvstændigt	ise_seisev	ADJ;INDF;NEUT;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
selvstændigt	sõltumatu	selvstændigt	sõltumatu	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
permanent	alalise	permanent	alaline	ADJ;INDF;SG	ADJ;GEN;SG
permanent	alaline	permanent	alaline	ADJ;INDF;SG	ADJ;NOM;SG
permanent	püsiv	permanent	püsiv	ADJ;INDF;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
halvøen	poolsaar	halvøen	pool_saar	N;DEF;MASC+FEM;SG	N;NOM;SG
afstemning	hääletus	afstemning	hääletus	N;INDF;MASC+FEM;SG	N;NOM;SG
afstemning	hääletamine	afstemning	hääletamine	N;INDF;MASC+FEM;SG	N;NOM;SG
afstemning	hääletus	afstemning	hääletus	N;INDF;MASC+FEM;SG	N;NOM;SG
afstemning	hääletamine	afstemning	hääletamine	N;INDF;MASC+FEM;SG	N;NOM;SG
afstemning	küsitlus	afstemning	küsitlus	N;INDF;MASC+FEM;SG	N;NOM;SG
mødtes	kohtasin	mødes	kohtama	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN;ACT
mødtes	kohtunud	mødes	kohtuma	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
fremtiden	tulevikku	fremtid	tulevik	N;DEF;MASC+FEM;SG	N;PRT;SG
fremtiden	tulevik	fremtid	tulevik	N;DEF;MASC+FEM;SG	N;NOM;SG
tur	sõit	tur	sõit	N;INDF;MASC+FEM;SG	N;NOM;SG
tur	trip	tur	trip	N;INDF;MASC+FEM;SG	N;NOM;SG
tur	reis	tur	reis	N;INDF;MASC+FEM;SG	N;NOM;SG
nødvendige	vajalikud	nødvendig	vajalik	ADJ;PL	ADJ;NOM;PL
reaktion	reaktsioon	reaktion	reaktsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
reaktion	vastus	reaktion	vastus	N;INDF;MASC+FEM;SG	N;NOM;SG
reaktion	reageering	reaktion	reageering	N;INDF;MASC+FEM;SG	N;NOM;SG
reaktion	reageerimine	reaktion	reageerimine	N;INDF;MASC+FEM;SG	N;NOM;SG
blandet	segatud	blande	segama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
blandet	segunenud	blande	segunema	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
blandet	segatud	blande	segama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
fremmede	võõrad	fremmed	võõras	ADJ;PL	ADJ;NOM;PL
udvidelse	laienemine	udvidelse	laienemine	N;INDF;MASC+FEM;SG	N;NOM;SG
udvidelse	laiendamine	udvidelse	laiendamine	N;INDF;MASC+FEM;SG	N;NOM;SG
udvidelse	laienemine	udvidelse	laienemine	N;INDF;MASC+FEM;SG	N;NOM;SG
udvidelse	laiendamine	udvidelse	laiendamine	N;INDF;MASC+FEM;SG	N;NOM;SG
udvidelse	pikendamine	udvidelse	pikendamine	N;INDF;MASC+FEM;SG	N;NOM;SG
udvidelse	laiendus	udvidelse	laiendus	N;INDF;MASC+FEM;SG	N;NOM;SG
udvidelse	pikendamise	udvidelse	pikendamine	N;INDF;MASC+FEM;SG	N;GEN;SG
syrien	süüria	syrie	süüria	N;DEF;MASC+FEM;SG	N;NOM;SG
internet	internet	interne	internet	N;DEF;NEUT;SG	N;NOM;SG
meyer	meyer	meyer	meyer	N;INDF;MASC+FEM;SG	N;NOM;SG
forstå	mõista	forstå	mõistma	V;NFIN;ACT	V;NFIN
konger	kuningad	konge	kuningas	N;INDF;MASC+FEM;PL	N;NOM;PL
test	test	test	test	N;INDF;MASC+FEM;SG	N;NOM;SG
test	katse	test	katse	N;INDF;MASC+FEM;SG	N;NOM;SG
test	testimine	test	testimine	N;INDF;MASC+FEM;SG	N;NOM;SG
test	katsetamine	test	katsetamine	N;INDF;MASC+FEM;SG	N;NOM;SG
sælge	müüa	sælge	müüma	V;NFIN;ACT	V;NFIN
sælge	müüa	sælge	müüma	V;NFIN;ACT	V;NFIN
uafhængige	sõltumatud	uafhængig	sõltumatu	ADJ;PL	ADJ;NOM;PL
uafhængige	sõltumatud	uafhængig	sõltumatu	ADJ;PL	ADJ;NOM;PL
hård	karm	hård	karm	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hård	raske	hård	raske	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hård	kõva	hård	kõva	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hård	kõva	hård	kõva	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hård	sitke	hård	sitke	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hård	karm	hård	karm	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hård	karm	hård	karm	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
indtryk	mulje	indtryk	mulje	N;INDF;NEUT;SG	N;GEN;SG
relevant	asjakohane	relevant	asja_kohane	ADJ;INDF;SG	ADJ;NOM;SG
relevant	kohaldatav	relevant	kohaldatav	ADJ;INDF;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
sæde	iste	sæde	iste	N;INDF;NEUT;SG	N;NOM;SG
sæde	istet	sæde	iste	N;INDF;NEUT;SG	N;PRT;SG
sæde	istekoht	sæde	iste_koht	N;INDF;NEUT;SG	N;NOM;SG
frankfurt	frankfurt	frankfurt	frankfurt	N;INDF;MASC+FEM;SG	N;NOM;SG
sikker	turvaline	sikker	turvaline	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
sikker	ohutu	sikker	ohutu	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
sikker	turvaline	sikker	turvaline	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
sikker	kindel	sikker	kindel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
bugt	laht	bugt	laht	N;INDF;MASC+FEM;SG	N;NOM;SG
bugt	bay	bugt	bay	N;INDF;MASC+FEM;SG	N;NOM;SG
mørke	pimedus	mørke	pimedus	N;INDF;NEUT;SG	N;NOM;SG
svarede	vastas	svare	vastama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
svarede	vastasid	svare	vastama	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
strøm	voo	strøm	voog	N;INDF;MASC+FEM;SG	N;NOM;SG
strøm	voolu	strøm	vool	N;INDF;MASC+FEM;SG	N;PRT;SG
strøm	vool	strøm	vool	N;INDF;MASC+FEM;SG	N;NOM;SG
strøm	voog	strøm	voog	N;INDF;MASC+FEM;SG	N;NOM;SG
strøm	oja	strøm	oja	N;INDF;MASC+FEM;SG	N;NOM;SG
strøm	power	strøm	power	N;INDF;MASC+FEM;SG	N;NOM;SG
strøm	võimu	strøm	võim	N;INDF;MASC+FEM;SG	N;PRT;SG
strøm	võim	strøm	võim	N;INDF;MASC+FEM;SG	N;NOM;SG
strøm	võimsus	strøm	võimsus	N;INDF;MASC+FEM;SG	N;NOM;SG
strøm	jõud	strøm	jõud	N;INDF;MASC+FEM;SG	N;NOM;SG
kors	rist	kors	rist	N;INDF;NEUT;SG	N;NOM;SG
kors	cross	kors	cross	N;INDF;NEUT;SG	N;NOM;SG
parlament	parlament	parlament	parlament	N;INDF;NEUT;SG	N;NOM;SG
columbia	columbia	columbia	columbia	N;INDF;NEUT;SG	N;NOM;SG
columbia	kolumbia	columbia	kolumbia	N;INDF;NEUT;SG	N;NOM;SG
ovenfor	eespool	ovenfor	ees_pool	ADV	ADV
ovenfor	ülalpool	ovenfor	ülal_pool	ADV	ADV
ovenfor	ülal	ovenfor	ülal	ADV	ADV
ren	puhas	ren	puhas	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
ren	puhtaks	ren	puhas	ADJ;INDF;MASC+FEM;SG	ADJ;TRANS;SG
ren	puhas	ren	puhas	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
brødrene	vennad	broder	vend	N;DEF;MASC+FEM;PL	N;NOM;PL
danskere	taanlased	dansker	taanlane	N;INDF;MASC+FEM;PL	N;NOM;PL
materialer	materjalid	materiale	materjal	N;INDF;NEUT;PL	N;NOM;PL
eventyr	seiklus	eventyr	seiklus	N;INDF;NEUT;SG	N;NOM;SG
adskiller	eraldab	adskille	eraldama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
lyst	iha	lyst	iha	N;INDF;MASC+FEM;SG	N;NOM;SG
lyst	soov	lyst	soov	N;INDF;MASC+FEM;SG	N;NOM;SG
lyst	soovi	lyst	soov	N;INDF;MASC+FEM;SG	N;PRT;SG
lyst	iha	lyst	iha	N;INDF;MASC+FEM;SG	N;NOM;SG
lyst	himu	lyst	himu	N;INDF;MASC+FEM;SG	N;NOM;SG
lyst	hele	lyst	hele	N;INDF;MASC+FEM;SG	N;NOM;SG
tennis	tennis	tennis	tennima	N;INDF;MASC+FEM;SG	N;NOM;SG
producerer	toodab	producere	tootma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
elektronisk	elektrooniliselt	elektronisk	elektroonilise=lt	ADV	ADV
slutter	lõpeb	slutte	lõppema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
slutter	lõppeb	slutte	lõppema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
forståelse	arusaamine	forståelse	aru_saamine	N;INDF;MASC+FEM;SG	N;NOM;SG
forståelse	mõistmist	forståelse	mõistmine	N;INDF;MASC+FEM;SG	N;PRT;SG
forståelse	mõistmine	forståelse	mõistmine	N;INDF;MASC+FEM;SG	N;NOM;SG
forståelse	arusaam	forståelse	aru_saam	N;INDF;MASC+FEM;SG	N;NOM;SG
landskabet	maastik	landskab	maastik	N;DEF;NEUT;SG	N;NOM;SG
landskabet	maastiku	landskab	maastik	N;DEF;NEUT;SG	N;NOM;SG
jern	raud	jern	rau	N;INDF;NEUT;SG	N;NOM;SG
jern	raua	jern	raud	N;INDF;NEUT;SG	N;NOM;SG
angiveligt	teadaolevalt	angiveligt	teada_olevalt	ADV	ADV
angiveligt	väidetavalt	angiveligt	väidetavalt	ADV	ADV
angiveligt	oletatavasti	angiveligt	oletatavasti	ADV	ADV
angiveligt	väidetavalt	angiveligt	väidetavalt	ADV	ADV
dybt	sügavalt	dybt	sügavalt	ADV	ADV
dybt	sügavale	dybt	sügavale	ADV	ADV
udsigt	vaade	udsigt	vaade	N;INDF;MASC+FEM;SG	N;NOM;SG
målmand	väravavaht	målmand	värava_vaht	N;INDF;MASC+FEM;SG	N;NOM;SG
målmand	väravavaht	målmand	värava_vaht	N;INDF;MASC+FEM;SG	N;NOM;SG
målmand	väravavahi	målmand	värava_vaht	N;INDF;MASC+FEM;SG	N;NOM;SG
værdier	väärtused	værdi	väärtus	N;INDF;MASC+FEM;PL	N;NOM;PL
mestre	isandad	mester	isand	N;INDF;MASC+FEM;PL	N;NOM;PL
mestre	meistrid	mester	meister	N;INDF;MASC+FEM;PL	N;NOM;PL
mestre	meistrid	mester	meister	N;INDF;MASC+FEM;PL	N;NOM;PL
project	projekt	project	projekt	N;INDF;MASC+FEM;SG	N;NOM;SG
project	projekti	project	projekt	N;INDF;MASC+FEM;SG	N;PRT;SG
initiativ	algatuse	initiativ	algatus	N;INDF;NEUT;SG	N;GEN;SG
initiativ	algatus	initiativ	algatus	N;INDF;NEUT;SG	N;NOM;SG
opholdt	jäin	opholde	jääma	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN;ACT
opholdt	jäi	opholde	jääma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
opholdt	jäid	opholde	jääma	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
lokalt	kohalikult	lokalt	kohalikult	ADV	ADV
lokalt	lokaalselt	lokalt	lokaalselt	ADV	ADV
lokalt	kohapeal	lokalt	koha_peal	ADV	ADV
startet	alanud	starte	algama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
startet	algas	starte	algama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
startet	hakkas	starte	hakkama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
startet	alustas	starte	alustama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
uafhængighed	iseseisvus	uafhængighed	ise_seisvus	N;INDF;MASC+FEM;SG	N;NOM;SG
uafhængighed	sõltumatus	uafhængighed	sõltumatus	N;INDF;MASC+FEM;SG	N;NOM;SG
elvis	elvis	elvis	elvima	N;INDF;MASC+FEM;SG	N;NOM;SG
administrator	admin	administrator	admin	N;INDF;MASC+FEM;SG	N;NOM;SG
administrator	administraatori	administrator	administraator	N;INDF;MASC+FEM;SG	N;PRT;SG
administrator	administraator	administrator	administraator	N;INDF;MASC+FEM;SG	N;NOM;SG
administrator	haldur	administrator	haldur	N;INDF;MASC+FEM;SG	N;NOM;SG
administrator	administraator	administrator	administraator	N;INDF;MASC+FEM;SG	N;NOM;SG
stået	seisis	stå	seisma	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
stået	seisnud	stå	seisma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
punkter	kirjed	punkt	kirje	N;INDF;NEUT;PL	N;NOM;PL
punkter	elemendid	punkt	element	N;INDF;NEUT;PL	N;NOM;PL
punkter	esemed	punkt	ese	N;INDF;NEUT;PL	N;NOM;PL
punkter	punktid	punkt	punkt	N;INDF;NEUT;PL	N;NOM;PL
løbende	aktiivne	løbende	aktiivne	ADJ	ADJ;NOM;SG
løbende	praeguse	løbende	praegune	ADJ	ADJ;GEN;SG
løbende	praegune	løbende	praegune	ADJ	ADJ;NOM;SG
løbende	pidev	løbende	pidev	ADJ	ADJ;NOM;SG
løbende	pideva	løbende	pidev	ADJ	ADJ;GEN;SG
felt	põld	felt	põld	N;INDF;NEUT;SG	N;NOM;SG
felt	väli	felt	väli	N;INDF;NEUT;SG	N;NOM;SG
kørt	sõitnud	køre	sõitma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
kørt	sõitis	køre	sõitma	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
aktivitet	tegevus	aktivitet	tegevus	N;INDF;MASC+FEM;SG	N;NOM;SG
aktivitet	aktiivsus	aktivitet	aktiivsus	N;INDF;MASC+FEM;SG	N;NOM;SG
nødvendigvis	tingimata	nødvendigvis	tingimata	ADV	ADV
nødvendigvis	ilmtingimata	nødvendigvis	ilm_tingimata	ADV	ADV
skat	honey	skat	honey	N;INDF;MASC+FEM;SG	N;NOM;SG
skat	mesi	skat	mesi	N;INDF;MASC+FEM;SG	N;NOM;SG
skat	beebi	skat	beebi	N;INDF;MASC+FEM;SG	N;NOM;SG
kode	code	kode	code	N;INDF;MASC+FEM;SG	N;NOM;SG
kode	kood	kode	kood	N;INDF;MASC+FEM;SG	N;NOM;SG
stop	peatus	stop	peatus	N;INDF;NEUT;SG	N;NOM;SG
blu	blu	blu	blu	N;INDF;MASC+FEM;SG	N;NOM;SG
instrumenter	instrumendid	instrument	instrument	N;INDF;NEUT;PL	N;NOM;PL
klima	kliima	klima	kliima	N;INDF;NEUT;SG	N;NOM;SG
pludselig	äkitselt	pludselig	äkitselt	ADV	ADV
php	php	php	php	N;INDF;MASC+FEM;SG	N;NOM;SG
sejlede	seilanud	sejle	seilama	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
sejren	võidu	sejr	võit	N;DEF;MASC+FEM;SG	N;GEN;SG
sejren	võitu	sejr	võit	N;DEF;MASC+FEM;SG	N;PRT;SG
sejren	võit	sejr	võit	N;DEF;MASC+FEM;SG	N;NOM;SG
advokat	advokaat	advokat	advokaat	N;INDF;MASC+FEM;SG	N;NOM;SG
advokat	advokaat	advokat	advokaat	N;INDF;MASC+FEM;SG	N;NOM;SG
advokat	jurist	advokat	jurist	N;INDF;MASC+FEM;SG	N;NOM;SG
institute	instituut	institut	instituut	N;INDF;MASC+FEM;SG	N;NOM;SG
mars	mars	mars	mars	N;INDF;MASC+FEM;SG	N;NOM;SG
mars	marss	mars	marss	N;INDF;MASC+FEM;SG	N;NOM;SG
baden	baden	bade	baden	N;DEF;MASC+FEM;SG	N;NOM;SG
rummet	kosmos	rum	kosmos	N;DEF;NEUT;SG	N;NOM;SG
rummet	ruum	rum	ruum	N;DEF;NEUT;SG	N;NOM;SG
rummet	ruumi	rum	ruum	N;DEF;NEUT;SG	N;PRT;SG
rammer	tabab	ramme	tabama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
rammer	lööb	ramme	lööma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
rang	auaste	rang	auaste	N;INDF;MASC+FEM;SG	N;NOM;SG
konflikt	konflikt	konflikt	konflikt	N;INDF;MASC+FEM;SG	N;NOM;SG
ansvarlig	vastutustundlik	ansvarlig	vastutus_tundlik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
ansvarlig	vastutav	ansvarlig	vastutav	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
dom	kohtuotsus	dom	kohtuotsus	N;INDF;MASC+FEM;SG	N;NOM;SG
dom	kohtuotsuse	dom	kohtu_otsus	N;INDF;MASC+FEM;SG	N;GEN;SG
dom	dom	dom	dom	N;INDF;MASC+FEM;SG	N;NOM;SG
hvornår	millal	hvornår	millal	ADV	ADV
julie	julie	julie	juli	N;INDF;MASC+FEM;SG	N;NOM;SG
julie	juliet	julie	juliet	N;INDF;MASC+FEM;SG	N;NOM;SG
hår	soeng	hår	soeng	N;INDF;NEUT;SG	N;NOM;SG
krop	keha	krop	keha	N;INDF;MASC+FEM;SG	N;NOM;SG
østrigsk	austria	østrigsk	austria	ADJ;INDF;SG	ADJ
melodi	meloodia	melodi	meloodia	N;INDF;MASC+FEM;SG	N;NOM;SG
melodi	melody	melodi	melody	N;INDF;MASC+FEM;SG	N;NOM;SG
melodi	viisi	melodi	viis	N;INDF;MASC+FEM;SG	N;PRT;SG
forlænget	laiendatud	forlænge	laienda=tud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
element	kirje	element	kirje	N;INDF;NEUT;SG	N;NOM;SG
element	element	element	element	N;INDF;NEUT;SG	N;NOM;SG
element	element	element	element	N;INDF;NEUT;SG	N;NOM;SG
assistent	abiline	assistent	abiline	N;INDF;MASC+FEM;SG	N;NOM;SG
assistent	assistent	assistent	assistent	N;INDF;MASC+FEM;SG	N;NOM;SG
irske	iiri	irsk	iiri	ADJ;PL	ADJ
sender	saadab	sende	saatma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
sender	saada	sende	saama	V;IND;PRS;FIN;ACT	V;NFIN
strid	vaidluse	strid	vaidlus	N;INDF;MASC+FEM;SG	N;GEN;SG
strid	vaidlus	strid	vaidlus	N;INDF;MASC+FEM;SG	N;NOM;SG
strid	vaidlus	strid	vaidlus	N;INDF;MASC+FEM;SG	N;NOM;SG
organiseret	korraldatud	organisere	korraldama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
filosof	filosoof	filosof	filosoof	N;INDF;MASC+FEM;SG	N;NOM;SG
fart	pöörlemiskiirus	fart	pöörlemis_kiirus	N;INDF;MASC+FEM;SG	N;NOM;SG
fart	kiirus	fart	kiirus	N;INDF;MASC+FEM;SG	N;NOM;SG
bemærk	märka	bemærke	märkama	V;IMP	V;IMP;SG;2;PRS;FIN;ACT
power	power	powe	power	N;INDF;MASC+FEM;SG	N;NOM;SG
power	võimu	powe	võim	N;INDF;MASC+FEM;SG	N;PRT;SG
power	võim	powe	võim	N;INDF;MASC+FEM;SG	N;NOM;SG
power	võimsus	powe	võimsus	N;INDF;MASC+FEM;SG	N;NOM;SG
power	jõud	powe	jõud	N;INDF;MASC+FEM;SG	N;NOM;SG
renault	renault	renault	renault	N;INDF;MASC+FEM;SG	N;NOM;SG
bestyrelse	juhatuse	bestyrelse	juhatus	N;INDF;MASC+FEM;SG	N;GEN;SG
bestyrelse	juhatus	bestyrelse	juhatus	N;INDF;MASC+FEM;SG	N;NOM;SG
passende	sobiv	passende	sobiv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
passende	asjakohane	passende	asja_kohane	ADJ	ADJ;NOM;SG
passende	kohane	passende	kohane	ADJ	ADJ;NOM;SG
passende	sobilik	passende	sobilik	ADJ	ADJ;NOM;SG
passende	sobiv	passende	sobiv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
passende	sobilik	passende	sobilik	ADJ	ADJ;NOM;SG
passende	piisav	passende	piisav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
passende	piisavad	passende	piisav	ADJ	ADJ;NOM;PL;PRS;V.PTCP;ACT
passende	adekvaatne	passende	adekvaatne	ADJ	ADJ;NOM;SG
distriktet	ringkond	distrikte	ringkond	N;DEF;NEUT;SG	N;NOM;SG
distriktet	rajoon	distrikte	rajoon	N;DEF;NEUT;SG	N;NOM;SG
indførte	tutvustas	indføre	tutvustama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
gyldne	kuldsed	gylden	kuldne	ADJ;PL	ADJ;NOM;PL
fiskeri	kalandus	fiskeri	kalandus	N;INDF;NEUT;SG	N;NOM;SG
fiskeri	kalanduse	fiskeri	kalandus	N;INDF;NEUT;SG	N;GEN;SG
fiskeri	kalandus	fiskeri	kalandus	N;INDF;NEUT;SG	N;NOM;SG
fiskeri	kalapüük	fiskeri	kala_püük	N;INDF;NEUT;SG	N;NOM;SG
fiskeri	püük	fiskeri	püük	N;INDF;NEUT;SG	N;NOM;SG
uafhængigt	sõltumatult	uafhængig	sõltumatult	ADV	ADV
uafhængigt	iseseisvalt	uafhængig	ise_seisvalt	ADV	ADV
provinser	provintsid	provins	provints	N;INDF;MASC+FEM;PL	N;NOM;PL
amter	maakondades	amt	maakond	N;INDF;NEUT;PL	N;IN+ESS;PL
islandske	islandi	islandsk	island	ADJ;PL	ADJ
ild	tuli	ild	tuli	N;INDF;MASC+FEM;SG	N;NOM;SG
ild	tulekahju	ild	tule_kahju	N;INDF;MASC+FEM;SG	N;NOM;SG
