من	dari	مِن	dari	ADP	ADP
الحرس	pengawal	حَرَس	penawal	N;NOM;DEF;SG	N;SG
الحرس	penjaga	حَرَس	penjaga	N;NOM;DEF;SG	N;SG
الحرس	guard	حَرَس	guard	N;NOM;DEF;SG	N;SG
حديد	besi	حَدِيد	besi	N;NOM;INDF;SG	N;SG
الويب	web	وَيب	web	N;NOM;DEF;SG	N
حقل	bidang	حقل	bidang	N;NOM;INDF;SG	N;SG
حقل	lapangan	حقل	lapangan	N;NOM;INDF;SG	N;SG
حقل	medan	حقل	medan	N;NOM;INDF;SG	N;SG
حقل	kolom	حقل	kolom	N;NOM;INDF;SG	N;SG
الروايات	novel	رِوَايَة	novel	N;NOM;DEF;PL	N
مرتبة	kasur	مَرتَبَة	kasur	N;NOM;INDF;SG	N;SG
مرتبة	matras	مَرتَبَة	matras	N;NOM;INDF;SG	N;SG
احتلال	penjajahan	اِحتِلَال	penjajahan	N;NOM;INDF;SG	N;SG
احتلال	pendudukan	اِحتِلَال	pendudukan	N;NOM;INDF;SG	N;SG
ورقة	lembaran	وَرَقَة	lembaran	N;NOM;INDF;SG	N;SG
ورقة	sheet	وَرَقَة	sheet	N;NOM;INDF;SG	N
ورقة	lembar	وَرَقَة	lembar	N;NOM;INDF;SG	N;SG
ورقة	koran	وَرَقَة	koran	N;NOM;INDF;SG	N;SG
ورقة	makalah	وَرَقَة	makalah	N;NOM;INDF;SG	N;SG
ورقة	kertas	وَرَقَة	kertas	N;NOM;INDF;SG	N;SG
ورقة	daun	وَرَقَة	daun	N;NOM;INDF;SG	N;SG
الموقف	situasi	مَوقِف	situasi	N;NOM;DEF;SG	N;SG
الموقف	sikapnya	مَوقِف	sikap	N;NOM;DEF;SG	N;SG
الموقف	sikap	مَوقِف	sikap	N;NOM;DEF;SG	N;SG
الموقف	posisi	مَوقِف	posisi	N;NOM;DEF;SG	N;SG
الموقف	jabatan	مَوقِف	jabatan	N;NOM;DEF;SG	N;SG
الصف	angkatan	صَفّ	angkatan	N;NOM;DEF;SG	N;SG
الصف	kelas	صَفّ	kelas	N;NOM;DEF;SG	N;SG
الحج	ziarah	حَجّ	ziarah	N;NOM;DEF;SG	N
الدخل	pendapatan	دَخل	pendapatan	N;NOM;DEF;SG	N;SG
الدخل	penghasilan	دَخل	penhasilan	N;NOM;DEF;SG	N;SG
الدخل	pemasukan	دَخل	penpasukan	N;NOM;DEF;SG	N;SG
اتصال	sambungan	اِتِّصَال	sambungan	N;NOM;INDF;SG	N;SG
اتصال	koneksi	اِتِّصَال	koneksi	N;NOM;INDF;SG	N;SG
اتصال	hubungi	اِتِّصَال	hubungi	N;NOM;INDF;SG	N;SG;ACT
الانتقال	peralihan	اِنتِقَال	peralihan	N;NOM;DEF;SG	N;SG
الانتقال	transisi	اِنتِقَال	transisi	N;NOM;DEF;SG	N;SG
شراء	pembelian	شِرَاء	penbelian	N;NOM;INDF;SG	N;SG
شراء	pembelian	شِرَاء	penbelian	N;NOM;INDF;SG	N;SG
تشريح	anatomi	تَشرِيح	anatomi	N;NOM;INDF;SG	N;SG
ضابط	opsir	ضَابِط	opsir	N;NOM;INDF;SG	N
ضابط	petugas	ضَابِط	petugas	N;NOM;INDF;SG	N;SG
ضابط	perwira	ضَابِط	perwira	N;NOM;INDF;SG	N;SG
جملة	borongan	جُملَة	borongan	N;NOM;INDF;SG	N
جملة	massal	جُملَة	massal	N;NOM;INDF;SG	N;SG
جملة	masal	جُملَة	masal	N;NOM;INDF;SG	N;SG
جملة	grosir	جُملَة	grosir	N;NOM;INDF;SG	N;SG
جملة	frase	جُملَة	frase	N;NOM;INDF;SG	N
جملة	frasa	جُملَة	frasa	N;NOM;INDF;SG	N
جملة	hukuman	جُملَة	hukuman	N;NOM;INDF;SG	N;SG
جملة	kalimat	جُملَة	kalimat	N;NOM;INDF;SG	N;SG
شاشة	layar	شَاشَة	layar	N;NOM;INDF;SG	N;SG
الممثلة	aktris	مُمَثَّل	aktris	N;NOM;DEF;SG	N;SG
الفكرية	intelektual	فِكرِيّ	intelektual	ADJ;NOM;DEF;FEM;SG	ADJ;SG
محرر	penyunting	محرر	penyunting	N;NOM;INDF;SG	N
محرر	editor	محرر	editor	N;NOM;INDF;SG	N
الاتجاه	tren	اِتِّجَاه	tren	N;NOM;DEF;SG	N;SG
الاتجاه	arah	اِتِّجَاه	arah	N;NOM;DEF;SG	N;SG
الاتجاه	tujuan	اِتِّجَاه	tujuan	N;NOM;DEF;SG	N;SG
الاتجاه	destinasi	اِتِّجَاه	destinasi	N;NOM;DEF;SG	N;SG
الشهرة	ketenaran	شُهرَة	ketenaran	N;NOM;DEF;SG	N;SG
شرطة	polisi	شُرطَة	polisi	N;NOM;INDF;SG	N;SG
شرطة	kepolisian	شُرطَة	kepolisian	N;NOM;INDF;SG	N;SG
الرئاسة	kepresidenan	رِئَاسَة	kepresidenan	N;NOM;DEF;SG	N;SG
ثابتة	mantap	ثَابِت	mantap	ADJ;NOM;INDF;FEM;SG	ADJ;SG
سحب	awan	سَحب	awan	N;NOM;INDF;SG	N;SG
سحب	penarikan	سَحب	pentarikan	N;NOM;INDF;SG	N;SG
امتداد	peregangan	اِمتِدَاد	peregangan	N;NOM;INDF;SG	N;SG
امتداد	ekstensi	اِمتِدَاد	ekstensi	N;NOM;INDF;SG	N
التحقيق	investigasi	تَحقِيق	investigasi	N;NOM;DEF;SG	N;SG
التحقيق	penyelidikan	تَحقِيق	penselidikan	N;NOM;DEF;SG	N;SG
التحقيق	penyelidikan	تَحقِيق	penselidikan	N;NOM;DEF;SG	N;SG
التحقيق	pertanyaan	تَحقِيق	pertanyaan	N;NOM;DEF;SG	N;SG
المستقلة	independen	مُستَقِلّ	independen	ADJ;NOM;DEF;FEM;SG	ADJ;SG
المستقلة	mandiri	مُستَقِلّ	mandiri	ADJ;NOM;DEF;FEM;SG	ADJ;SG
التدخل	interferensi	تَدَخُّل	interferensi	N;NOM;DEF;SG	N;SG
التدخل	gangguan	تَدَخُّل	gangguan	N;NOM;DEF;SG	N;SG
التدخل	intervensi	تَدَخُّل	intervensi	N;NOM;DEF;SG	N;SG
حارس	pengawal	حَارِس	penawal	N;NOM;INDF;SG	N;SG
حارس	penjaga	حَارِس	penjaga	N;NOM;INDF;SG	N;SG
حارس	guard	حَارِس	guard	N;NOM;INDF;SG	N;SG
سلوك	perilaku	سُلُوك	perilaku	N;NOM;INDF;SG	N;SG
سلوك	kelakuan	سُلُوك	kelakuan	N;NOM;INDF;SG	N;SG
سلوك	sikapnya	سُلُوك	sikap	N;NOM;INDF;SG	N;SG
سلوك	sikap	سُلُوك	sikap	N;NOM;INDF;SG	N;SG
سلوك	tingkah	سُلُوك	tingkah	N;NOM;INDF;SG	N;SG
سلوك	perilaku	سُلُوك	perilaku	N;NOM;INDF;SG	N;SG
سلوك	kelakuan	سُلُوك	kelakuan	N;NOM;INDF;SG	N;SG
سلوك	prilaku	سُلُوك	prilaku	N;NOM;INDF;SG	N;SG
طائر	burung	طَائِر	burung	N;NOM;INDF;SG	N;SG
توجيه	orientasi	تَوجِيه	orientasi	N;NOM;INDF;SG	N;SG
توجيه	direktif	تَوجِيه	direktif	N;NOM;INDF;SG	N;SG
توجيه	bimbingan	تَوجِيه	bimbingan	N;NOM;INDF;SG	N;SG
الغرض	tujuan	غَرَض	tujuan	N;NOM;DEF;SG	N;SG
مغني	penyanyi	مَغِين	pennyanyi	N;NOM;INDF;SG	N;SG
الوصف	uraian	وَصف	uraian	N;NOM;DEF;SG	N;SG
الوصف	deskripsi	وَصف	deskripsi	N;NOM;DEF;SG	N;SG
الوصف	keterangan	وَصف	keterangan	N;NOM;DEF;SG	N;SG
بخصوص	perihal	بخصوص	perihal	N;NOM;INDF;SG	N
القنوات	kanal	قَنَاة	kanal	N;NOM;DEF;PL	N
تمثال	patung	تِمثَال	patung	N;NOM;INDF;SG	N;SG
تمثال	patung	تِمثَال	patung	N;NOM;INDF;SG	N;SG
تحالف	persekutuan	تَحَالُف	persekutuan	N;NOM;INDF;SG	N;SG
تحالف	aliansi	تَحَالُف	aliansi	N;NOM;INDF;SG	N;SG
تحالف	koalisi	تَحَالُف	koalisi	N;NOM;INDF;SG	N;SG
درب	trail	دَرَّب	trail	N;NOM;INDF;SG	N
درب	setapak	دَرَّب	setapak	N;NOM;INDF;SG	N;SG
درب	jejak	دَرَّب	jejak	N;NOM;INDF;SG	N;SG
الخشب	kayu	خَشَب	kayu	N;NOM;DEF;SG	N;SG
الخشب	kayu	خَشَب	kayu	N;NOM;DEF;SG	N;SG
مهندس	teknisi	مُهَندِس	teknisi	N;NOM;INDF;SG	N;SG
مهندس	insinyur	مُهَندِس	insinyur	N;NOM;INDF;SG	N;SG
خسر	kalah	خَسِر	kalah	V;PFV;MASC;SG;3;ACT	V;SG
دعوة	undangan	دَعوَة	undangan	N;NOM;INDF;SG	N;SG
دعوة	undang	دَعوَة	undang	N;NOM;INDF;SG	N;SG
دعوة	undangan	دَعوَة	undangan	N;NOM;INDF;SG	N;SG
دعوة	kondangan	دَعوَة	kondangan	N;NOM;INDF;SG	N;SG
دائم	awet	دَائِم	awet	ADJ;NOM;INDF;MASC;SG	ADJ;SG
دائم	permanen	دَائِم	permanen	ADJ;NOM;INDF;MASC;SG	ADJ;SG
بسيط	simple	بَسِيط	simple	ADJ;NOM;INDF;MASC;SG	ADJ
بسيط	simpel	بَسِيط	simpel	ADJ;NOM;INDF;MASC;SG	ADJ;SG
بسيط	sederhana	بَسِيط	sederhana	ADJ;NOM;INDF;MASC;SG	ADJ;SG
الصلب	baja	صُلب	baja	N;NOM;DEF;SG	N
فضاء	ruang	فَضَاء	ruang	N;NOM;INDF;SG	N;SG
فضاء	spasi	فَضَاء	spasi	N;NOM;INDF;SG	N
فضاء	angkasa	فَضَاء	angkasa	N;NOM;INDF;SG	N;SG
الجسيمات	partikel	جَسِيم	partikel	N;NOM;DEF;PL	N
الجسيمات	partikulat	جَسِيم	partikulat	N;NOM;DEF;PL	N
الجسيمات	partikel	جَسِيم	partikel	N;NOM;DEF;PL	N
صديق	teman	صَدِيق	teman	N;NOM;INDF;SG	N;SG
صديق	sahabat	صَدِيق	sahabat	N;NOM;INDF;SG	N;SG
السبت	sabtu	سَبت	sabtu	N;NOM;DEF;SG	N;SG
القطن	katun	قُطن	katun	N;NOM;DEF;SG	N
القطن	kapas	قُطن	kapas	N;NOM;DEF;SG	N;SG
القطن	cotton	قُطن	cotton	N;NOM;DEF;SG	N
الوجود	keberadaan	وُجُود	keberadaan	N;NOM;DEF;SG	N;SG
الوجود	keberadaannya	وُجُود	keberadaan	N;NOM;DEF;SG	N;SG
الوجود	eksistensi	وُجُود	eksistensi	N;NOM;DEF;SG	N
الوجود	kehadirannya	وُجُود	kehadiran	N;NOM;DEF;SG	N;SG
الوجود	kehadiran	وُجُود	kehadiran	N;NOM;DEF;SG	N;SG
النهار	siang	نَهَار	siang	N;NOM;DEF;SG	N;SG
حزيران	juni	حَزِيرَان	juni	N;NOM;INDF;SG	N;SG
الجاذبية	gravitasi	جَاذِبِيَّة	gravitasi	N;NOM;DEF;SG	N
انتقال	pemindahan	اِنتِقَال	penpindahan	N;NOM;INDF;SG	N;SG
انتقال	peralihan	اِنتِقَال	peralihan	N;NOM;INDF;SG	N;SG
انتقال	transisi	اِنتِقَال	transisi	N;NOM;INDF;SG	N;SG
جنيه	poundsterling	جُنَيه	poundsterling	N;NOM;INDF;SG	N
جنيه	poundsterling	جُنَيه	poundsterling	N;NOM;INDF;SG	N
تدفق	aliran	تَدَفُّق	aliran	N;NOM;INDF;SG	N;SG
تدفق	alur	تَدَفُّق	alur	N;NOM;INDF;SG	N;SG
المركبة	kendaraan	مَركَبَة	kendaraan	N;NOM;DEF;SG	N;SG
النسبة	proporsi	نِسبَة	proporsi	N;NOM;DEF;SG	N;SG
النسبة	rasio	نِسبَة	rasio	N;NOM;DEF;SG	N;SG
الفرصة	peluang	فُرصَة	peluang	N;NOM;DEF;SG	N;SG
الفرصة	kesempatan	فُرصَة	kesempatan	N;NOM;DEF;SG	N;SG
الفرصة	peluang	فُرصَة	peluang	N;NOM;DEF;SG	N;SG
الفرصة	kesempatan	فُرصَة	kesempatan	N;NOM;DEF;SG	N;SG
بطاقة	kartu	بِطَاقَة	kartu	N;NOM;INDF;SG	N;SG
الملف	berkas	مِلَفّ	berkas	N;NOM;DEF;SG	N;SG
الملف	file	مِلَفّ	file	N;NOM;DEF;SG	N;SG
قررت	memutuskan	قَرَّر	menputuskan	V;PFV;FEM;SG;3;ACT	V;SG;ACT
اهتمام	perhatian	اِهتِمَام	perhatian	N;NOM;INDF;SG	N;SG
اهتمام	minat	اِهتِمَام	minat	N;NOM;INDF;SG	N;SG
البحار	pelaut	بَحَّار	penlaut	N;NOM;DEF;SG	N;SG
المؤرخين	sejarawan	مُؤَرِّخ	sejarawan	N;NOM;DEF;PL	N
العامل	pekerja	عَامِل	pekerja	N;NOM;DEF;SG	N;SG
العامل	faktor	عَامِل	faktor	N;NOM;DEF;SG	N;SG
الزعيم	ketua	زَعِيم	ketua	N;NOM;DEF;SG	N;SG
الزعيم	kepala	زَعِيم	kepala	N;NOM;DEF;SG	N;SG
التفسير	penjelasan	تَفسِير	penjelasan	N;NOM;DEF;SG	N;SG
التفسير	interpretasi	تَفسِير	interpretasi	N;NOM;DEF;SG	N;SG
التفسير	penafsiran	تَفسِير	penafsiran	N;NOM;DEF;SG	N;SG
موجة	lambaian	مَوجَة	lambaian	N;NOM;INDF;SG	N;SG
القبيلة	suku	قَبِيلَة	suku	N;NOM;DEF;SG	N;SG
تدريس	pengajaran	تَدرِيس	penajaran	N;NOM;INDF;SG	N;SG
المتخصصة	spesialis	مُتَخَصِّص	spesialis	ADJ;NOM;DEF;FEM;SG	ADJ;SG
الباحث	peneliti	بَاحِث	penteliti	N;NOM;DEF;SG	N;SG
الباحث	pencari	بَاحِث	pencari	N;NOM;DEF;SG	N;SG
الباحث	sarjana	بَاحِث	sarjana	N;NOM;DEF;SG	N
الباحث	terpelajar	بَاحِث	terpelajar	N;NOM;DEF;SG	N;SG
الباحث	cendekiawan	بَاحِث	cendekiawan	N;NOM;DEF;SG	N;SG
المعاصرة	kontemporer	مُعَاصِر	kontemporer	N;NOM;DEF;SG	N
مركبة	komposit	مَركَبَة	komposit	N;NOM;INDF;SG	N;SG
مركبة	kendaraan	مَركَبَة	kendaraan	N;NOM;INDF;SG	N;SG
سريع	cepat	سَرِيع	cepat	ADJ;NOM;INDF;MASC;SG	ADJ;SG
سريع	cepat	سَرِيع	cepat	ADJ;NOM;INDF;MASC;SG	ADJ;SG
قريب	dekat	قَرِيب	dekat	ADJ;NOM;INDF;MASC;SG	ADJ;SG
قريب	terdekat	قَرِيب	terdekat	ADJ;NOM;INDF;MASC;SG	ADJ;RL;SG
الصيغة	formula	صِيغَة	formula	N;NOM;DEF;SG	N
الصيغة	rumus	صِيغَة	rumus	N;NOM;DEF;SG	N;SG
النور	cahaya	النور	cahaya	N;NOM;DEF;SG	N;SG
النور	lampu	النور	lampu	N;NOM;DEF;SG	N;SG
غياب	absen	غِيَاب	absen	N;NOM;INDF;SG	N;SG
غياب	ketidakhadiran	غِيَاب	ketidakhadiran	N;NOM;INDF;SG	N;SG
غياب	ketiadaan	غِيَاب	ketiadaan	N;NOM;INDF;SG	N;SG
غياب	absen	غِيَاب	absen	N;NOM;INDF;SG	N;SG
محور	pivot	مِحوَر	pivot	N;NOM;INDF;SG	N
محور	sumbu	مِحوَر	sumbu	N;NOM;INDF;SG	N;SG
مقابلة	wawancara	مُقَابَلَة	wawancara	N;NOM;INDF;SG	N;SG
مشابهة	serupa	مُشَابِه	serupa	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مشابهة	mirip	مُشَابِه	mirip	ADJ;NOM;INDF;FEM;SG	ADJ;SG
طائفة	sekte	طَائِفَة	sekte	N;NOM;INDF;SG	N
طائفة	pemujaan	طَائِفَة	penpujaan	N;NOM;INDF;SG	N;SG
طائفة	kultus	طَائِفَة	kultus	N;NOM;INDF;SG	N
طائفة	sekte	طَائِفَة	sekte	N;NOM;INDF;SG	N
مستقل	independen	مُستَقِلّ	independen	ADJ;NOM;INDF;MASC;SG	ADJ;SG
مستقل	mandiri	مُستَقِلّ	mandiri	ADJ;NOM;INDF;MASC;SG	ADJ;SG
البكالوريوس	bujangan	البكالوريوس	bujangan	N;NOM;DEF;SG	N;SG
البكالوريوس	sarjana	البكالوريوس	sarjana	N;NOM;DEF;SG	N
النباتي	vegetarian	اَلنببَاتِيّ	vegetarian	N;NOM;DEF;SG	N;SG
النباتي	vegan	اَلنببَاتِيّ	vegan	N;NOM;DEF;SG	N;SG
الرابط	pranala	رَابِط	pranala	N;NOM;DEF;SG	N;SG
الرابط	link	رَابِط	link	N;NOM;DEF;SG	N
الرابط	tautan	رَابِط	tautan	N;NOM;DEF;SG	N;SG
الرابط	taut	رَابِط	taut	N;NOM;DEF;SG	N;SG
الرؤية	penglihatan	رُؤيَة	penlihatan	N;NOM;DEF;SG	N;SG
الرؤية	visibilitas	رُؤيَة	visibilitas	N;NOM;DEF;SG	N
الرؤية	kenampakan	رُؤيَة	kenampakan	N;NOM;DEF;SG	N;SG
العادة	kebiasaan	عَادَة	kebiasaan	N;NOM;DEF;SG	N;SG
مدنية	sipil	مَدَنِيّ	sipil	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مدنية	sipil	مَدَنِيّ	sipil	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مدنية	sipil	مَدَنِيّ	sipil	ADJ;NOM;INDF;FEM;SG	ADJ;SG
شعبة	divisi	شُعبَة	divisi	N;NOM;INDF;SG	N;SG
شعبة	pembagian	شُعبَة	penbagian	N;NOM;INDF;SG	N;SG
الموافقة	persetujuan	مُوَافَقَة	persetujuan	N;NOM;DEF;SG	N;SG
الموافقة	persetujuan	مُوَافَقَة	persetujuan	N;NOM;DEF;SG	N;SG
هزم	mengalahkan	هَزم	menkalahkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
هزم	kalah	هَزم	kalah	V;PFV;MASC;SG;3;ACT	V;SG
تبادل	tukar	تَبَادُل	tukar	N;NOM;INDF;SG	N;SG;ACT
تبادل	pertukaran	تَبَادُل	pertukaran	N;NOM;INDF;SG	N;SG
تبادل	bursa	تَبَادُل	bursa	N;NOM;INDF;SG	N;SG
صفة	sifat	صِفَة	sifat	N;NOM;INDF;SG	N;SG
صفة	atribut	صِفَة	atribut	N;NOM;INDF;SG	N
ترشيح	pencalonan	تَرشِيح	pencalonan	N;NOM;INDF;SG	N
ترشيح	penyaringan	تَرشِيح	pensaringan	N;NOM;INDF;SG	N;SG
ترشيح	nominasi	تَرشِيح	nominasi	N;NOM;INDF;SG	N;SG
اقترح	menyarankan	اِقتَرَح	mensarankan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
الاعتماد	akreditasi	اِعتِمَاد	akreditasi	N;NOM;DEF;SG	N;SG
الاعتماد	ketergantungan	اِعتِمَاد	ketergantungan	N;NOM;DEF;SG	N
الاعتماد	dependensi	اِعتِمَاد	dependensi	N;NOM;DEF;SG	N;SG
الاعتماد	ketergantungan	اِعتِمَاد	ketergantungan	N;NOM;DEF;SG	N
عالمي	global	عَالَمِيّ	global	ADJ;NOM;INDF;MASC;SG	ADJ
التعرض	pencahayaan	تَعَرُّض	pencahayaan	N;NOM;DEF;SG	N;SG
التعرض	bukaan	تَعَرُّض	bukaan	N;NOM;DEF;SG	N;SG
التعرض	eksposur	تَعَرُّض	eksposur	N;NOM;DEF;SG	N;SG
التعرض	pemaparan	تَعَرُّض	penpaparan	N;NOM;DEF;SG	N;SG
سيدة	nyonya	سَيِّدَة	nyonya	N;NOM;INDF;SG	N
مغامرات	adventure	مغامرات	adventure	N;NOM;INDF;PL	N
القمة	puncak	قِمَّة	puncak	N;NOM;DEF;SG	N;SG
القمة	ktt	قِمَّة	ktt	N;NOM;DEF;SG	N;SG
القمة	puncak	قِمَّة	puncak	N;NOM;DEF;SG	N;SG
كلام	pidato	كَلَام	pidato	N;NOM;INDF;SG	N;SG
كلام	ucapan	كَلَام	ucapan	N;NOM;INDF;SG	N;SG
نابليون	napoleon	نَابِلِيّ	napoleon	N;NOM;INDF;PL	N
الحصار	pengepungan	حِصَار	penkepungan	N;NOM;DEF;SG	N;SG
الحصار	kepung	حِصَار	kepung	N;NOM;DEF;SG	N;SG;ACT
الحصار	blokade	حِصَار	blokade	N;NOM;DEF;SG	N;SG
الروابط	link	رَابِطَة	link	N;NOM;DEF;PL	N
انقلاب	kudeta	اِنقِلَاب	kudeta	N;NOM;INDF;SG	N;SG
الدفع	pembayaran	دَفع	penbayaran	N;NOM;DEF;SG	N;SG
الدفع	pembayaran	دَفع	penbayaran	N;NOM;DEF;SG	N;SG
زيت	oli	زيت	oli	N;NOM;INDF;SG	N
زيت	minyak	زيت	minyak	N;NOM;INDF;SG	N;SG
اعتماد	akreditasi	اِعتِمَاد	akreditasi	N;NOM;INDF;SG	N;SG
متخصصة	spesialis	مُتَخَصِّص	spesialis	ADJ;NOM;INDF;FEM;SG	ADJ;SG
متخصصة	spesialis	مُتَخَصِّص	spesialis	ADJ;NOM;INDF;FEM;SG	ADJ;SG
رواد	pionir	رَائِد	pionir	N;NOM;INDF;PL	N
تركيز	konsentrasi	تَركِيز	konsentrasi	N;NOM;INDF;SG	N;SG
تركيز	jurusan	تَركِيز	jurusan	N;NOM;INDF;SG	N;SG
تركيز	fokus	تَركِيز	fokus	N;NOM;INDF;SG	N;SG
التطوير	pengembangan	تَطوِير	penkembangan	N;NOM;DEF;SG	N;SG
التطوير	perkembangan	تَطوِير	perkembangan	N;NOM;DEF;SG	N;SG
التطوير	pembangunan	تَطوِير	penbangunan	N;NOM;DEF;SG	N;SG
الرد	balasan	رَدّ	balasan	N;NOM;DEF;SG	N;SG;ACT
الرد	respon	رَدّ	respon	N;NOM;DEF;SG	N;SG
الرد	tanggapan	رَدّ	tanggapan	N;NOM;DEF;SG	N;SG
الرد	respons	رَدّ	respons	N;NOM;DEF;SG	N;SG
انتخب	terpilih	اِنتَخَب	terpilih	V;PFV;MASC;SG;3;PASS	V;SG;PASS
تسعة	sembilan	تِسعَة	sembilan	NUM;NOM;INDF;MASC	NUM
زوج	suamiku	زَوج	suami	N;NOM;INDF;SG	N;SG
زوج	suaminya	زَوج	suami	N;NOM;INDF;SG	N;SG
زوج	suami	زَوج	suami	N;NOM;INDF;SG	N;SG
القانوني	sah	قَانُونِيّ	sah	ADJ;NOM;DEF;MASC;SG	ADJ;SG
القانوني	legal	قَانُونِيّ	legal	ADJ;NOM;DEF;MASC;SG	ADJ;SG
حادثة	insiden	حَادِث	insiden	N;NOM;INDF;SG	N;SG
حادثة	kejadian	حَادِث	kejadian	N;NOM;INDF;SG	N;SG
حادثة	kecelakaan	حَادِث	kecelakaan	N;NOM;INDF;SG	N;SG
التجمع	reli	تَجَمُّع	reli	N;NOM;DEF;SG	N
التجمع	jemaat	تَجَمُّع	jemaat	N;NOM;DEF;SG	N;SG
التجمع	pengumpulan	تَجَمُّع	penkumpulan	N;NOM;DEF;SG	N;SG
النحاس	tembaga	نُحَاس	tembaga	N;NOM;DEF;SG	N;SG
النحاس	kuningan	نُحَاس	kuningan	N;NOM;DEF;SG	N;SG
مسيرة	maret	مَسِيرَة	maret	N;NOM;INDF;SG	N;SG
دالة	fungsi	دَالَة	fungsi	N;NOM;INDF;SG	N;SG
هام	penting	هَامّ	penting	ADJ;NOM;INDF;MASC;SG	ADJ;SG
التغذية	nutrisi	تَغذِيَة	nutrisi	N;NOM;DEF;SG	N;SG
تخطيط	perencanaan	تَخطِيط	penrencanaan	N;NOM;INDF;SG	N;SG
تخطيط	layout	تَخطِيط	layout	N;NOM;INDF;SG	N
الشاشة	layar	شَاشَّة	layar	N;NOM;DEF;SG	N;SG
الشاشة	pantau	شَاشَّة	pantau	N;NOM;DEF;SG	N;SG;ACT
الشاشة	monitor	شَاشَّة	monitor	N;NOM;DEF;SG	N;SG
الشاشة	pemantau	شَاشَّة	penpantau	N;NOM;DEF;SG	N;SG
المحطة	stasiun	مَحَطَّة	stasiun	N;NOM;DEF;SG	N;SG
المحطة	station	مَحَطَّة	station	N;NOM;DEF;SG	N
المعدة	perutnya	مُعَدّ	perut	N;NOM;DEF;SG	N;SG
المعدة	lambung	مُعَدّ	lambung	N;NOM;DEF;SG	N;SG
المعدة	perut	مُعَدّ	perut	N;NOM;DEF;SG	N;SG
قبول	kepasrahan	قُبُول	kepasrahan	N;NOM;INDF;SG	N;SG
قبول	penerimaan	قُبُول	penterimaan	N;NOM;INDF;SG	N;SG
قبول	terima	قُبُول	terrima	N;NOM;INDF;SG	N;SG;ACT
النواة	kernel	نَوَاة	kernel	N;NOM;DEF;SG	N
شريط	batang	شَرِيط	batang	N;NOM;INDF;SG	N;SG
شريط	bilah	شَرِيط	bilah	N;NOM;INDF;SG	N;SG
شريط	bar	شَرِيط	bar	N;NOM;INDF;SG	N
شريط	pita	شَرِيط	pita	N;NOM;INDF;SG	N;SG
شريط	rekaman	شَرِيط	rekaman	N;NOM;INDF;SG	N;SG
شريط	pita	شَرِيط	pita	N;NOM;INDF;SG	N;SG
شريط	ribbon	شَرِيط	ribbon	N;NOM;INDF;SG	N
مماثلة	serupa	مُمَاثِل	serupa	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مماثلة	mirip	مُمَاثِل	mirip	ADJ;NOM;INDF;FEM;SG	ADJ;SG
القتل	pembunuhan	قَتل	penbunuhan	N;NOM;DEF;SG	N;SG
معادلة	persamaan	مُعَادَلَة	persamaan	N;NOM;INDF;SG	N;SG
الاعتراف	pengakuan	اِعتِرَاف	penakuan	N;NOM;DEF;SG	N;SG
الاعتراف	pengakuan	اِعتِرَاف	penakuan	N;NOM;DEF;SG	N;SG
الاعتراف	pengakuan	اِعتِرَاف	penakuan	N;NOM;DEF;SG	N;SG
البرمجة	pemrograman	بَرمَجَة	penprograman	N;NOM;DEF;SG	N;SG
يجمع	mengoleksi	جَمَّع	menkoleksi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يجمع	mengumpulkan	جَمَّع	menkumpulkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
لسان	lidah	لِسَان	lidah	N;NOM;INDF;SG	N;SG
الباردة	kedinginan	بَارِد	kedinginan	N;NOM;DEF;SG	N;SG
المعلم	guru	مُعلِم	guru	N;NOM;DEF;SG	N;SG
المعلم	guru	مُعلِم	guru	N;NOM;DEF;SG	N;SG
صحية	sehat	صِحِّيّ	sehat	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الجسر	anjungan	جِسر	anjungan	N;NOM;DEF;SG	N;SG
الجسر	jembatan	جِسر	jembatan	N;NOM;DEF;SG	N;SG
خسارة	kerugian	خَسَارَة	kerugian	N;NOM;INDF;SG	N;SG
خسارة	kehilangan	خَسَارَة	kehilangan	N;NOM;INDF;SG	N;SG
خسارة	rugi	خَسَارَة	rugi	N;NOM;INDF;SG	N;SG
المقر	markas	مَقَرّ	markas	N;NOM;DEF;SG	N;SG
الفتاة	gadis	فَتَاة	gadis	N;NOM;DEF;SG	N;SG
تخصص	spesialisasi	خَصَّص	spesialisasi	N;NOM;INDF;SG	N
تخصص	spesialisasi	خَصَّص	spesialisasi	N;NOM;INDF;SG	N
رائعة	cantik	رَائِع	cantik	ADJ;NOM;INDF;FEM;SG	ADJ;SG
البرج	tower	بُرج	tower	N;NOM;DEF;SG	N
البرج	menara	بُرج	menara	N;NOM;DEF;SG	N;SG
الوظيفة	fungsi	وَظِيفَة	fungsi	N;NOM;DEF;SG	N;SG
