nie	لا	nie	لَا	PART;NEG	PART
serwis	خدمة	serwis	خِدمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
zjawisko	ظاهرة	zjawisko	ظَاهِرَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
zjawisko	ظاهرة	zjawisko	ظَاهِرَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
zjawisko	الظاهرة	zjawisko	ظَاهِرَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
piosenkarz	مغني	piosenkarz	مَغِين	N;NOM;MASC;SG	N;NOM;INDF;SG
piosenkarz	المغني	piosenkarz	مَغَنِيّ	N;NOM;MASC;SG	N;NOM;DEF;SG
spełnia	يلتقي	spełnia	اِلتَقَى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
karta	لسان	karta	لِسَان	N;NOM;FEM;SG	N;NOM;INDF;SG
karta	بطاقة	karta	بِطَاقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
karta	البطاقة	karta	بِطَاقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
kryteria	معايير	kryterium	مِعيَار	N;NOM;NEUT;PL	N;NOM;INDF;PL
kryteria	المعايير	kryterium	مِعيَار	N;NOM;NEUT;PL	N;NOM;DEF;PL
amerykańskie	امريكية	amerykański	أَمرِيكِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
amerykańskie	امريكي	amerykański	أَمرِيكِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
szlaki	دروب	szlak	دَرب	N;NOM;MASC;PL	N;NOM;INDF;PL
szlaki	طرق	szlak	طَرِيقَة	N;NOM;MASC;PL	N;NOM;INDF;PL
szlaki	مسارات	szlak	مَسَار	N;NOM;MASC;PL	N;NOM;INDF;PL
szlaki	مسارات	szlak	مَسَار	N;NOM;MASC;PL	N;NOM;INDF;PL
szlaki	المسارات	szlak	مَسَار	N;NOM;MASC;PL	N;NOM;DEF;PL
wyższa	الاعلى	wysoki	أَعلَى	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;MASC;SG
operacja	العملية	operacja	عَمَلِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
operacja	عملية	operacja	عَمَلِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
operacja	الجراحة	operacja	جِرَاحَة	N;NOM;FEM;SG	N;NOM;DEF;SG
operacja	جراحة	operacja	جِرَاحَة	N;NOM;FEM;SG	N;NOM;INDF;SG
ziemie	اراضي	ziemia	أَرض	N;NOM;FEM;PL	N;NOM;INDF;PL
ziemie	اراض	ziemia	أَرض	N;NOM;FEM;PL	N;NOM;INDF;PL
ziemie	الاراضي	ziemia	أَرض	N;NOM;FEM;PL	N;NOM;DEF;PL
spotkał	قابلت	spotkać	قَابَل	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
spotkał	اجتمعت	spotkać	اِجتَمَع	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
spotkał	اجتمع	spotkać	اِجتَمَع	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
spotkał	التقى	spotkać	اِلتَقَى	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
wygląd	الظهور	wygląd	ظُهُور	N;NOM;MASC;SG	N;NOM;DEF;SG
wygląd	ظهور	wygląd	ظُهُور	N;NOM;MASC;SG	N;NOM;INDF;SG
wygląd	مظهر	wygląd	مَظهَر	N;NOM;MASC;SG	N;NOM;INDF;SG
odpowiedź	اجابة	odpowiedź	إِجَابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
odpowiedź	الاجابة	odpowiedź	إِجَابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
odpowiedź	جواب	odpowiedź	جَابّ	N;NOM;FEM;SG	N;NOM;INDF;SG
odpowiedź	الجواب	odpowiedź	جَوَاب	N;NOM;FEM;SG	N;NOM;DEF;SG
odpowiedź	الرد	odpowiedź	رَدّ	N;NOM;FEM;SG	N;NOM;DEF;SG
odpowiedź	الاستجابة	odpowiedź	اِستِجَابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
odpowiedź	الرد	odpowiedź	رَدّ	N;NOM;FEM;SG	N;NOM;DEF;SG
odpowiedź	استجابة	odpowiedź	اِستِجَابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
zachowanie	السلوك	zachować	سُلُوك	N;NOM;NEUT;SG	N;NOM;DEF;SG
zachowanie	سلوك	zachować	سُلُوك	N;NOM;NEUT;SG	N;NOM;INDF;SG
zachowanie	السلوك	zachować	سُلُوك	N;NOM;NEUT;SG	N;NOM;DEF;SG
zachowanie	سلوك	zachować	سُلُوك	N;NOM;NEUT;SG	N;NOM;INDF;SG
owoce	الفواكه	owoc	فَاكِهَة	N;NOM;MASC;PL	N;NOM;DEF;PL
owoce	الفواكه	owoc	فَاكِهَة	N;NOM;MASC;PL	N;NOM;DEF;PL
owoce	ثمار	owoc	ثَمَر	N;NOM;MASC;PL	N;NOM;INDF;PL
wydawca	الناشر	wydawca	نَاشِر	N;NOM;MASC;SG	N;NOM;DEF;SG
wydawca	محرر	wydawca	محرر	N;NOM;MASC;SG	N;NOM;INDF;SG
wydawca	المحرر	wydawca	مُحَرَّر	N;NOM;MASC;SG	N;NOM;DEF;SG
karabin	بندقية	karabin	بُندُقِيَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
sesja	الدورة	sesja	دَورَة	N;NOM;FEM;SG	N;NOM;DEF;SG
sesja	جلسة	sesja	جَلسَة	N;NOM;FEM;SG	N;NOM;INDF;SG
sesja	الجلسة	sesja	جَلسَة	N;NOM;FEM;SG	N;NOM;DEF;SG
historyczny	تاريخي	historyczny	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
historyczny	تاريخية	historyczny	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
historyczny	تاريخي	historyczny	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
historyczny	تاريخية	historyczny	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
zbudowane	مبني	zbudować	مَبنِيّ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
burmistrz	العمدة	burmistrz	العمدة	N;NOM;MASC;SG	N;NOM;DEF;SG
żydowski	اليهودية	żydowski	يَهُودِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
żydowski	يهودية	żydowski	يَهُودِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
żydowski	يهودي	żydowski	يَهُودِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
przemysł	صناعة	przemysł	صِنَاعَة	N;NOM;MASC;SG	N;NOM;INDF;SG
przemysł	الصناعة	przemysł	صِنَاعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
wschodnia	شرقي	wschodnia	شَرقِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
wschodnia	الشرقية	wschodnia	شَرقِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
wschodnia	شرقي	wschodnia	شَرقِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
wschodnia	شرقية	wschodnia	شَرقِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
wschodnia	الشرقية	wschodnia	شَرقِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
napastnik	المهاجم	napastnik	مُهَاجِم	N;NOM;MASC;SG	N;NOM;DEF;SG
napastnik	مهاجم	napastnik	مُهَاجِم	N;NOM;MASC;SG	N;NOM;INDF;SG
napastnik	المهاجم	napastnik	مُهَاجِم	N;NOM;MASC;SG	N;NOM;DEF;SG
bokser	ملاكم	bokser	مَلكَم	N;NOM;MASC;SG	N;NOM;INDF;SG
średnica	القطر	średnica	قَطَر	N;NOM;FEM;SG	N;NOM;DEF;SG
umieszczone	موضوعة	umieścić	مَوضُوع	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
wystawa	المعرض	wystawa	مَعرِض	N;NOM;FEM;SG	N;NOM;DEF;SG
wystawa	معرض	wystawa	مَعرِض	N;NOM;FEM;SG	N;NOM;INDF;SG
wystawa	المعرض	wystawa	مَعرِض	N;NOM;FEM;SG	N;NOM;DEF;SG
wystawa	معرض	wystawa	مَعرِض	N;NOM;FEM;SG	N;NOM;INDF;SG
zbiory	التشكيلات	zbiór	تَشكِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
zbiory	المجموعات	zbiór	مَجمُوعَة	N;NOM;MASC;PL	N;NOM;DEF;PL
zbiory	مجموعات	zbiór	مَجمُوعَة	N;NOM;MASC;PL	N;NOM;INDF;PL
zbiory	المحاصيل	zbiór	مَحصُول	N;NOM;MASC;PL	N;NOM;DEF;PL
poświęcony	المكرسة	poświęcić	مُكَرَّس	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
poświęcony	مكرسة	poświęcić	مُكرِس	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
poświęcony	مكرس	poświęcić	مَكرَس	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
poświęcony	مكرسة	poświęcić	مُكرِس	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
poświęcony	مكرس	poświęcić	مَكرَس	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
statystyczny	احصائي	statystyczny	إِحصَائِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
statystyczny	احصائية	statystyczny	إِحصَائِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
lider	زعيم	lider	زَعِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
lider	قائد	lider	قَائِد	N;NOM;MASC;SG	N;NOM;INDF;SG
szkolenia	التدريب	szkolić	تَدرِيب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
szkolenia	تدريب	szkolić	تَدرِيب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
obecna	الحالي	obecny	حَالِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
umieszczony	موضوعة	umieścić	مَوضُوع	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
ranking	الترتيب	ranking	تَرتِيب	N;NOM;MASC;SG	N;NOM;DEF;SG
ranking	المرتبة	ranking	مَرتَبَة	N;NOM;MASC;SG	N;NOM;DEF;SG
ranking	تقييم	ranking	تَقيِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
ranking	التقييم	ranking	تَقيِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
ranking	التصنيف	ranking	تَصنِيف	N;NOM;MASC;SG	N;NOM;DEF;SG
ranking	تصنيف	ranking	تَصنِيف	N;NOM;MASC;SG	N;NOM;INDF;SG
utworzenie	انشاء	utworzenie	إِنشَاء	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
utworzenie	الانشاء	utworzenie	إِنشَاء	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
utworzenie	الخلق	utworzenie	خَلق	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
uprawnienia	امتيازات	uprawnić	اِمتِيَاز	N;NOM;NEUT;PL	N;NOM;INDF;PL
uprawnienia	الامتيازات	uprawnić	اِمتِيَاز	N;NOM;NEUT;PL	N;NOM;DEF;PL
uprawnienia	سلطات	uprawnić	سُلطَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
uprawnienia	القوى	uprawnić	قُوَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
uprawnienia	الصلاحيات	uprawnić	صَلَاحِيَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
uprawnienia	الصلاحيات	uprawnić	صَلَاحِيَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
uprawnienia	التصاريح	uprawnić	تَصرِيح	N;NOM;NEUT;PL	N;NOM;DEF;PL
środki	الوسائل	środek	وَسِيلَة	N;NOM;MASC;PL	N;NOM;DEF;PL
środki	التدابير	środek	تَدبِير	N;NOM;MASC;PL	N;NOM;DEF;PL
środki	تدابير	środek	تَدبِير	N;NOM;MASC;PL	N;NOM;INDF;PL
środki	الموارد	środek	مَورِد	N;NOM;MASC;PL	N;NOM;DEF;PL
środki	موارد	środek	مَورِد	N;NOM;MASC;PL	N;NOM;INDF;PL
środki	الاعتمادات	środek	اِعتِمَاد	N;NOM;MASC;PL	N;NOM;DEF;PL
środki	المخصصات	środek	مُخَصَّص	N;NOM;MASC;PL	N;NOM;DEF;PL
kolejna	اخر	kolejny	آخَر	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
kolejna	اخرى	kolejny	آخَر	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
wiersze	القصائد	wiersz	قَصِيدَة	N;NOM;MASC;PL	N;NOM;DEF;PL
wiersze	قصائد	wiersz	قَصِيدَة	N;NOM;MASC;PL	N;NOM;INDF;PL
wiersze	صفوف	wiersz	صَفّ	N;NOM;MASC;PL	N;NOM;INDF;PL
wiersze	الصفوف	wiersz	صَفّ	N;NOM;MASC;PL	N;NOM;DEF;PL
programy	برامج	program	بَرنَامَج	N;NOM;MASC;PL	N;NOM;INDF;PL
programy	البرامج	program	بَرنَامَج	N;NOM;MASC;PL	N;NOM;DEF;PL
programy	برامج	program	بَرنَامَج	N;NOM;MASC;PL	N;NOM;INDF;PL
programy	البرامج	program	بَرنَامَج	N;NOM;MASC;PL	N;NOM;DEF;PL
zakończenie	الاكتمال	zakończyć	اِكتِمَال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
zakończenie	الانجاز	zakończyć	إِنجَاز	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
zakończenie	اكمال	zakończyć	إِكمَال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
zakończenie	انهاء	zakończyć	إِنهَاء	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
zakończenie	انهاء	zakończyć	إِنهَاء	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
rosyjskie	روسي	rosyjski	رُوسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
rosyjskie	روسية	rosyjski	رُوسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
rosyjskie	الروسية	rosyjski	رُوسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
rosyjskie	الروسي	rosyjski	رُوسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ogólne	عامة	ogólny	عَامّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
pokój	سلام	pokój	سَلَام	N;NOM;MASC;SG	N;NOM;INDF;SG
pokój	السلام	pokój	سَلَام	N;NOM;MASC;SG	N;NOM;DEF;SG
pokój	غرفة	pokój	غُرفَة	N;NOM;MASC;SG	N;NOM;INDF;SG
pokój	الغرفة	pokój	غُرفَة	N;NOM;MASC;SG	N;NOM;DEF;SG
pokój	حجرة	pokój	حُجرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
baza	القاعدة	baza	قَاعِدَة	N;NOM;FEM;SG	N;NOM;DEF;SG
baza	قاعدة	baza	قَاعِدَة	N;NOM;FEM;SG	N;NOM;INDF;SG
zabytki	مناظر	zabytek	مُنَاظِر	N;NOM;MASC;PL	N;NOM;INDF;PL
zabytki	المناظر	zabytek	مُنَاظِر	N;NOM;MASC;PL	N;NOM;DEF;PL
odcinki	الحلقات	odcinka	حَلقَة	N;NOM;MASC;PL	N;NOM;DEF;PL
odcinki	حلقات	odcinka	حَلقَة	N;NOM;MASC;PL	N;NOM;INDF;PL
odcinki	الاقسام	odcinka	قِسم	N;NOM;MASC;PL	N;NOM;DEF;PL
odcinki	اقسام	odcinka	قِسم	N;NOM;MASC;PL	N;NOM;INDF;PL
otwarty	مفتوح	otworzyć	مَفتُوح	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
pytania	الاسئلة	pytanie	سُؤَال	N;NOM;NEUT;PL	N;NOM;DEF;PL
pytania	اسئلة	pytanie	سُؤَال	N;NOM;NEUT;PL	N;NOM;INDF;PL
skierowany	موجه	skierować	مُوَجَّه	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
kryterium	معيار	kryterium	مُعِير	N;NOM;NEUT;SG	N;NOM;INDF;SG
kryterium	المعيار	kryterium	مِعيَار	N;NOM;NEUT;SG	N;NOM;DEF;SG
uzasadnienie	التبرير	uzasadnić	تَبرِير	N;NOM;NEUT;SG	N;NOM;DEF;SG
uzasadnienie	مبرر	uzasadnić	مُبَرِّر	N;NOM;NEUT;SG	N;NOM;INDF;SG
uzasadnienie	المبرر	uzasadnić	مُبَرَّر	N;NOM;NEUT;SG	N;NOM;DEF;SG
uzasadnienie	تبرير	uzasadnić	تَبرِير	N;NOM;NEUT;SG	N;NOM;INDF;SG
noc	ليلا	noc	ليلا	N;NOM;FEM;SG	N;NOM;INDF;SG
noc	الليل	noc	لَيل	N;NOM;FEM;SG	N;NOM;DEF;SG
noc	ليلة	noc	لَيلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
noc	ليل	noc	لَيل	N;NOM;FEM;SG	N;NOM;INDF;SG
wzięła	اخذت	wziąć	أَخَذ	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
wkład	ادخال	wkład	إِدخَال	N;NOM;MASC;SG	N;NOM;INDF;SG
wkład	مساهمة	wkład	مُسَاهَمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
wkład	الاسهام	wkład	إِسهَام	N;NOM;MASC;SG	N;NOM;DEF;SG
wkład	مساهمة	wkład	مُسَاهَمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
wkład	المساهمة	wkład	مُسَاهَمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
wkład	خرطوشة	wkład	خَرطُوش	N;NOM;MASC;SG	N;NOM;INDF;SG
fundacja	الاساس	fundacja	أَسَاس	N;NOM;FEM;SG	N;NOM;DEF;SG
fundacja	مؤسسة	fundacja	مُؤَسَّسَة	N;NOM;FEM;SG	N;NOM;INDF;SG
fundacja	المؤسسة	fundacja	مُؤَسَّسَة	N;NOM;FEM;SG	N;NOM;DEF;SG
tłum	الحشد	tłum	حَشد	N;NOM;MASC;SG	N;NOM;DEF;SG
tłum	جمهور	tłum	جُمهُور	N;NOM;MASC;SG	N;NOM;INDF;SG
tłum	حشد	tłum	حَشد	N;NOM;MASC;SG	N;NOM;INDF;SG
systemy	الانظمة	system	نِظَام	N;NOM;MASC;PL	N;NOM;DEF;PL
systemy	النظم	system	نِظَام	N;NOM;MASC;PL	N;NOM;DEF;PL
systemy	انظمة	system	نِظَام	N;NOM;MASC;PL	N;NOM;INDF;PL
partie	حفلات	partia	حَفلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
partie	اطراف	partia	طَرَف	N;NOM;FEM;PL	N;NOM;INDF;PL
partie	الاطراف	partia	طَرَف	N;NOM;FEM;PL	N;NOM;DEF;PL
partie	الحفلات	partia	حَفلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
partie	الاحزاب	partia	حِزب	N;NOM;FEM;PL	N;NOM;DEF;PL
partie	احزاب	partia	حِزب	N;NOM;FEM;PL	N;NOM;INDF;PL
wykaz	قائمة	wykaz	قَائِمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
wykaz	القائمة	wykaz	قَائِمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
opracowanie	التنمية	opracowanie	تَنمِيَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
opracowanie	تنمية	opracowanie	تَنمِيَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
opracowanie	التطوير	opracowanie	تَطوِير	N;NOM;NEUT;SG	N;NOM;DEF;SG
tydzień	الاسبوع	tydzień	أُسبُوع	N;NOM;MASC;SG	N;NOM;DEF;SG
tydzień	اسبوع	tydzień	أُسبُوع	N;NOM;MASC;SG	N;NOM;INDF;SG
połączone	مرتبط	połączyć	مُرتَبِط	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
połączone	مرتبطة	połączyć	مُرتَبِط	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
połączone	متصلة	połączyć	مُتَّصِل	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
połączone	متصل	połączyć	مُتَّصِل	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
połączone	مرتبطة	połączyć	مُرتَبِط	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
połączone	مرتبط	połączyć	مُرتَبِط	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
szczegóły	تفاصيل	szczegół	تَفصِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
szczegóły	التفاصيل	szczegół	تَفصِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
choroba	المرض	choroba	مَرَض	N;NOM;FEM;SG	N;NOM;DEF;SG
choroba	المرض	choroba	مَرَض	N;NOM;FEM;SG	N;NOM;DEF;SG
choroba	مرض	choroba	مَرَض	N;NOM;FEM;SG	N;NOM;INDF;SG
choroba	المرض	choroba	مَرَض	N;NOM;FEM;SG	N;NOM;DEF;SG
kontakt	للاتصال	kontakt	للاتصال	N;NOM;MASC;SG	N;NOM;DEF;SG
kontakt	اتصال	kontakt	اِتِّصَال	N;NOM;MASC;SG	N;NOM;INDF;SG
kontakt	الاتصال	kontakt	اِتِّصَال	N;NOM;MASC;SG	N;NOM;DEF;SG
kontakt	التواصل	kontakt	تَوَاصُل	N;NOM;MASC;SG	N;NOM;DEF;SG
spadł	سقطت	spaść	سَقَط	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
obóz	المخيم	obóz	مُخَيَّم	N;NOM;MASC;SG	N;NOM;DEF;SG
obóz	مخيم	obóz	مُخَيَّم	N;NOM;MASC;SG	N;NOM;INDF;SG
obóz	معسكر	obóz	مُعَسكَر	N;NOM;MASC;SG	N;NOM;INDF;SG
obóz	المعسكر	obóz	مُعَسكَر	N;NOM;MASC;SG	N;NOM;DEF;SG
światło	الخفيفة	światło	خَفِيف	N;NOM;NEUT;SG	N;NOM;DEF;SG
światło	ضوء	światło	ضَوء	N;NOM;NEUT;SG	N;NOM;INDF;SG
światło	النور	światło	النور	N;NOM;NEUT;SG	N;NOM;DEF;SG
spotyka	يلتقي	spotykać	اِلتَقَى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
techniczny	فني	techniczny	فَنِّيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
piąty	خامس	piąty	خَامِس	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
piąty	الخامس	piąty	خَامِس	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
piąty	الخامسة	piąty	خَامِس	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
ciśnienie	ضغط	ciśnienie	ضَغط	N;NOM;NEUT;SG	N;NOM;INDF;SG
ciśnienie	الضغط	ciśnienie	ضَغط	N;NOM;NEUT;SG	N;NOM;DEF;SG
poglądy	مشاهدات	pogląd	مُشَاهَدَة	N;NOM;MASC;PL	N;NOM;INDF;PL
poglądy	اراء	pogląd	رَأي	N;NOM;MASC;PL	N;NOM;INDF;PL
poglądy	المشاهدات	pogląd	مُشَاهَدَة	N;NOM;MASC;PL	N;NOM;DEF;PL
poglądy	الاراء	pogląd	رَأي	N;NOM;MASC;PL	N;NOM;DEF;PL
absolwent	التخرج	absolwent	تَخَرُّج	N;NOM;MASC;SG	N;NOM;DEF;SG
absolwent	خريج	absolwent	خَرِيج	N;NOM;MASC;SG	N;NOM;INDF;SG
młode	شابة	młody	شَابّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
traktat	المعاهدة	traktat	مُعَاهَدَة	N;NOM;MASC;SG	N;NOM;DEF;SG
traktat	معاهدة	traktat	مُعَاهَدَة	N;NOM;MASC;SG	N;NOM;INDF;SG
uznany	المعترف	uznać	مُعتَرَف	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
uznany	معترف	uznać	مُعتَرَف	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
przyjmuje	يقبل	przyjmować	قَبِل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
przyjmuje	يتقبل	przyjmować	تَقَبَّل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
wyposażony	مجهزة	wyposażyć	مُجَهَّز	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
wyposażony	مجهز	wyposażyć	مَجهَز	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
księstwo	امارة	księstwo	إِمَارَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
księstwo	الامارة	księstwo	إِمَارَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
zwierzęta	حيوانات	zwierzę	حيوانات	N;NOM;NEUT;PL	N;NOM;INDF;PL
zwierzęta	الحيوانات	zwierzę	حَيَوَان	N;NOM;NEUT;PL	N;NOM;DEF;PL
spadek	انخفاض	spadka	اِنخِفَاض	N;NOM;MASC;SG	N;NOM;INDF;SG
spadek	انحدار	spadka	اِنحِدَار	N;NOM;MASC;SG	N;NOM;INDF;SG
spadek	الانحدار	spadka	اِنحِدَار	N;NOM;MASC;SG	N;NOM;DEF;SG
spadek	تخفيض	spadka	تَخفِيض	N;NOM;MASC;SG	N;NOM;INDF;SG
spadek	انخفاض	spadka	اِنخِفَاض	N;NOM;MASC;SG	N;NOM;INDF;SG
spadek	النقصان	spadka	نِقصَان	N;NOM;MASC;SG	N;NOM;DEF;SG
spadek	نقصان	spadka	نقصان	N;NOM;MASC;SG	N;NOM;INDF;SG
spadek	خفض	spadka	خَفض	N;NOM;MASC;SG	N;NOM;INDF;SG
spadek	الميراث	spadka	مِيرَاث	N;NOM;MASC;SG	N;NOM;DEF;SG
spadek	الارث	spadka	أَرث	N;NOM;MASC;SG	N;NOM;DEF;SG
spadek	الوراثة	spadka	وَرَاثَة	N;NOM;MASC;SG	N;NOM;DEF;SG
