antropología	ανθρωπολογία	antropología	ανθρωπολογία	N;FEM;SG	N;NOM;FEM;SG
exclusiva	αποκλειστική	exclusivo	αποκλειστικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
exclusiva	αποκλειστικός	exclusivo	αποκλειστικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
exclusiva	αποκλειστικό	exclusivo	αποκλειστικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
armados	ένοπλες	armado	ένοπλος	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL
manuscritos	χειρόγραφα	manuscrito	χειρόγραφο	N;MASC;PL	N;NOM;NEUT;PL
manuscritos	χειρόγραφα	manuscrito	χειρόγραφο	N;MASC;PL	N;NOM;NEUT;PL
major	ταγματάρχης	major	ταγματάρχης	N	N;NOM;MASC;SG
major	ταγματάρχη	major	ταγματάρχης	N	N;ACC;MASC;SG
necesariamente	απαραίτητα	necesariamente	απαραίτητος	ADV	ADV
demonio	δαίμονας	demonio	δαίμονας	N;MASC;SG	N;NOM;MASC;SG
demonio	διάβολος	demonio	διάβολος	N;MASC;SG	N;NOM;MASC;SG
demonio	δαίμονα	demonio	δαίμονας	N;MASC;SG	N;ACC;MASC;SG
demonio	δαίμονας	demonio	δαίμονας	N;MASC;SG	N;NOM;MASC;SG
note	νότα	notar	νότος	N	N;NOM;FEM;SG
note	σημείωμα	notar	σημείωμα	N	N;NOM;NEUT;SG
note	σημείωση	notar	σημείωση	N	N;NOM;FEM;SG
reside	κατοικεί	residir	κατοικώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
nazis	ναζί	nazi	ναζί	N;PL	N;NOM;MASC;PL
nazis	ναζί	nazi	ναζί	N;PL	N;NOM;MASC;PL
malo	κακός	malo	κακός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
malo	κακό	malo	κακός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
malo	κακή	malo	κακός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
materias	υλικά	materia	υλικά	N;FEM;PL	N;NOM;NEUT;PL
materias	ύλες	materia	ύλος	N;FEM;PL	N;NOM;FEM;PL
materias	υπήκοοι	materia	υπήκοοι	N;FEM;PL	N;NOM;MASC;PL
materias	θεματα	materia	θέμα	N;FEM;PL	N;NOM;NEUT;PL
urbanas	αστικές	urbano	αστικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
estándares	πρότυπα	estándar	πρότυπο	N;MASC;PL	N;NOM;NEUT;PL
básicas	βασικές	básico	βασικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
gases	αέρια	gas	αέριος	N;MASC;PL	N;NOM;NEUT;PL
gases	αέρια	gas	αέριος	N;MASC;PL	N;NOM;NEUT;PL
ferroviario	σιδηροδρομικός	ferroviario	σιδηροδρομικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
boletín	δελτίο	boletín	δελτίο	N;MASC;SG	N;NOM;NEUT;SG
potencias	εξουσίες	potencia	εξουσία	N;FEM;PL	N;NOM;FEM;PL
potencias	πάουερς	potencia	πάουηρ	N;FEM;PL	N
potencias	δυνάμεις	potencia	δύναμη	N;FEM;PL	N;NOM;FEM;PL
potencias	δυναμεις	potencia	δύναμη	N;FEM;PL	N;NOM;FEM;PL
express	εξπρές	express	εξπρός	N;MASC	N
estelar	αστρική	estelar	αστρικός	ADJ;SG	ADJ;NOM;FEM;SG
estelar	αστρικό	estelar	αστρικός	ADJ;SG	ADJ;NOM;NEUT;SG
montaje	εγκατάσταση	montaje	εγκατάσταση	N;MASC;SG	N;NOM;FEM;SG
montaje	τοποθέτηση	montaje	τοποθέτηση	N;MASC;SG	N;ACC;FEM;SG
montaje	στερέωσης	montaje	στέρεωση	N;MASC;SG	N;GEN;FEM;SG
montaje	συναρμολόγηση	montaje	συναρμολόγηση	N;MASC;SG	N;NOM;FEM;SG
montaje	συνέλευση	montaje	συνέλευση	N;MASC;SG	N;NOM;FEM;SG
enviados	απεσταλμένοι	enviar	απεστάλλωνος	ADJ;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL
fotógrafo	φωτογράφος	fotógrafo	φωτογράφος	N;MASC;SG	N;NOM;MASC;SG
porción	μερίδα	porción	μερίδα	N;FEM;SG	N;NOM;FEM;SG
combatientes	αγωνιστές	combatiente	αγωνιστής	N;PL	N;NOM;MASC;PL
oponente	αντίπαλο	oponente	αντίπαλο	N;SG	N;ACC;MASC;SG
prince	πρίγκηπας	prince	πρίγκηπας	N	N;NOM;MASC;SG
prince	πρίγκιπας	prince	πρίγκιπας	N	N;NOM;MASC;SG
prince	πρίγκιπα	prince	πρίγκιπας	N	N;ACC;MASC;SG
activamente	ενεργά	activamente	ενεργά	ADV	ADV
pura	καθαρή	puro	καθερός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
forestal	δασική	forestal	δασικός	ADJ;SG	ADJ;NOM;FEM;SG
track	τροχιά	track	τροχιά	N;SG	N;NOM;FEM;SG
track	πίστα	track	πίστα	N;SG	N;ACC;FEM;SG
parodia	παρωδία	parodia	παρωδία	N;FEM;SG	N;NOM;FEM;SG
parodia	παρωδία	parodia	παρωδία	N;FEM;SG	N;NOM;FEM;SG
evangelio	ευαγγέλιο	evangelio	ευαγγέλιο	N;MASC;SG	N;NOM;NEUT;SG
honda	σφεντόνα	honda	σφεντόνα	N;FEM;SG	N;NOM;FEM;SG
esfera	σφαίρα	esfera	σφαίρα	N;FEM;SG	N;NOM;FEM;SG
muertes	θανάτους	muerte	θάνατος	N;FEM;PL	N;ACC;MASC;PL
muertes	θάνατοι	muerte	θάνατος	N;FEM;PL	N;NOM;MASC;PL
intenso	έντονη	intenso	έντονος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
intenso	έντονος	intenso	έντονος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
intenso	έντονο	intenso	έντονος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
shows	παραστάσεις	show	παράσταση	N;MASC;PL	N;NOM;FEM;PL
name	ονομασία	name	ονομασία	N	N;NOM;FEM;SG
name	όνομα	name	όνομα	N	N;NOM;NEUT;SG
name	ονομα	name	ονομα	N	N;NOM;NEUT;SG
consulado	προξενείο	consulado	προξενείο	N;MASC;SG	N;NOM;NEUT;SG
ingresar	συνδεθείτε	ingresar	συνδέω	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
ingresar	εισάγετε	ingresar	εισάγω	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
autorización	άδεια	autorización	άδεια	N;FEM;SG	N;NOM;FEM;SG
autorización	αδεια	autorización	αδεια	N;FEM;SG	N;NOM;FEM;SG
autorización	αδειοδότηση	autorización	αδειοδότηση	N;FEM;SG	N;ACC;FEM;SG
autorización	εξουσιοδότηση	autorización	εξουσιοδότηση	N;FEM;SG	N;ACC;FEM;SG
autorización	εξουσιοδότηση	autorización	εξουσιοδότηση	N;FEM;SG	N;ACC;FEM;SG
belén	βηθλεέμ	belén	βηθλεέμ	N;MASC;SG	N;NOM;FEM;SG
discografía	δισκογραφία	discografía	δισκογραφία	N;FEM;SG	N;ACC;FEM;SG
rangers	καταδρομείς	rangers	καταδρομή	N;MASC;PL	N;NOM;MASC;PL
envía	στέλνει	enviar	στέλνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
prisionero	κρατούμενος	prisionero	κρατούμενος	N;MASC;SG	N;NOM;MASC;SG
prisionero	κρατούμενο	prisionero	κρατούμενος	N;MASC;SG	N;NOM;NEUT;SG
causando	προκαλώντας	causar	προκαλώ	V;V.MSDR	V;IPFV;V.CVB;ACT
disparo	πυροβολισμό	disparo	πυροβολισμός	N;MASC;SG	N;ACC;MASC;SG
disparo	πυροβολισμός	disparo	πυροβολισμός	N;MASC;SG	N;NOM;MASC;SG
disparo	πυροβολισμός	disparo	πυροβολισμός	N;MASC;SG	N;NOM;MASC;SG
disparo	πυροβολισμό	disparo	πυροβολισμός	N;MASC;SG	N;ACC;MASC;SG
disparo	βολή	disparo	βολή	N;MASC;SG	N;ACC;FEM;SG
disparo	πυροβολισμός	disparo	πυροβολισμός	N;MASC;SG	N;NOM;MASC;SG
teorema	θεώρημα	teorema	θεώρημα	N;MASC;SG	N;NOM;NEUT;SG
extenso	εκτενής	extenso	εκτενής	ADJ;MASC;SG	ADJ;NOM;FEM;SG
extenso	εκτεταμένο	extenso	εκτεταμένος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
golpes	χτυπήματα	golpe	χτύπημα	N;MASC;PL	N;NOM;NEUT;PL
golpes	γροθιές	golpe	γροθιός	N;MASC;PL	N;NOM;FEM;PL
mega	μέγα	mega	μέγο	N;SG	N;NOM;MASC;SG
mega	μεγα	mega	μέγος	N;SG	N
atacó	επιτέθηκε	atacar	επιτίθεμαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
dinosaurios	δεινόσαυρο	dinosaurio	δεινόσαυρος	N;MASC;PL	N
extranjera	ξένος	extranjero	ξένος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
extranjera	αλλοδαπός	extranjero	αλλοδαπός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
extranjera	ξένος	extranjero	ξένος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
extranjera	ξένο	extranjero	ξένος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
extranjera	ξένη	extranjero	ξένος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
caña	καλάμι	caña	καλάμι	N;FEM;SG	N;NOM;NEUT;SG
caña	πόλο	caña	πόλος	N;FEM;SG	N;NOM;MASC;SG
caña	κοντάρι	caña	κοντάρι	N;FEM;SG	N;NOM;NEUT;SG
caña	ζαχαροκάλαμο	caña	ζαχαροκάλαμος	N;FEM;SG	N;NOM;NEUT;SG
caña	ράβδος	caña	ράβδος	N;FEM;SG	N;NOM;FEM;SG
caña	καλάμι	caña	καλάμι	N;FEM;SG	N;NOM;NEUT;SG
ética	ηθικό	ética	ηθικός	N;FEM;SG	N;NOM;NEUT;SG
ética	δεοντολογία	ética	δεοντολογία	N;FEM;SG	N;NOM;FEM;SG
correspondencia	αλληλογραφία	correspondencia	αλληλογραφία	N;FEM;SG	N;NOM;FEM;SG
correspondencia	αλληλογραφία	correspondencia	αλληλογραφία	N;FEM;SG	N;NOM;FEM;SG
correspondencia	ταχυδρομείο	correspondencia	ταχυδρομείο	N;FEM;SG	N;NOM;NEUT;SG
monjes	μοναχούς	monje	μοναχός	N;MASC;PL	N;ACC;MASC;PL
monjes	μοναχοί	monje	μοναχός	N;MASC;PL	N;NOM;MASC;PL
vaticano	βατικανό	vaticano	βατικανός	N;MASC;SG	N;NOM;NEUT;SG
bombardeo	βομβαρδισμό	bombardeo	βομβαρδισμός	N;MASC;SG	N;ACC;MASC;SG
bombardeo	βομβαρδισμό	bombardeo	βομβαρδισμός	N;MASC;SG	N;ACC;MASC;SG
bombardeo	βομβαρδισμός	bombardeo	βομβαρδισμός	N;MASC;SG	N;NOM;MASC;SG
bombardeo	βομβαρδισμό	bombardeo	βομβαρδισμός	N;MASC;SG	N;ACC;MASC;SG
bombardeo	βομβαρδισμός	bombardeo	βομβαρδισμός	N;MASC;SG	N;NOM;MASC;SG
respuestas	απαντήσεις	respuesta	απάντηση	N;FEM;PL	N;NOM;FEM;PL
respuestas	απαντήσεις	respuesta	απάντηση	N;FEM;PL	N;NOM;FEM;PL
respuestas	απαντήσεις	respuesta	απάντηση	N;FEM;PL	N;NOM;FEM;PL
cambiando	αλλάζει	cambiar	αλλάζω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
cambiando	αλλάζω	cambiar	αλλάζω	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
típicos	τυπικές	típico	τυπικός	ADJ;MASC;PL	ADJ;NOM;FEM;PL
lento	αργή	lento	αργή	ADJ;MASC;SG	ADJ;NOM;FEM;SG
summer	καλοκαιρι	summer	καλοκαιρι	N	N;NOM;NEUT;SG
summer	καλοκαίρι	summer	καλοκαίρι	N	N;NOM;NEUT;SG
summer	σάμμερ	summer	σάμμερ	N	N
seudónimo	ψευδώνυμο	seudónimo	ψεύδωνυμος	N;MASC;SG	N;NOM;NEUT;SG
independientemente	ανεξάρτητα	independientemente	ανεξάρτητα	ADV	ADV
independientemente	ασχέτως	independientemente	ασχέτως	ADV	ADV
astronómico	αστρονομικό	astronómico	αστρονομικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
túnez	τυνησίας	túnez	τυνησία	N;MASC;SG	N;GEN;FEM;SG
túnez	τυνησίας	túnez	τυνησία	N;MASC;SG	N;GEN;FEM;SG
cena	βραδινό	cena	βραδινός	N;FEM;SG	N;NOM;NEUT;SG
cena	δείπνο	cena	δείπνο	N;FEM;SG	N;NOM;NEUT;SG
four	τεσσερα	four	τέσσερις	N	N;NOM;NEUT;PL
pescado	ψάρι	pescado	ψάρι	N;MASC;SG	N;NOM;NEUT;SG
republicanos	ρεπουμπλικάνοι	republicano	ρεπουμπλικάνος	N;MASC;PL	N;NOM;MASC;PL
magic	μαγεία	magic	μαγείο	N	N;ACC;FEM;SG
artísticas	καλλιτεχνικές	artístico	καλλιτεχνικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
lujo	πολυτελές	lujo	πολυτελής	N;MASC;SG	N;NOM;FEM;SG
lujo	πολυτέλεια	lujo	πολυτέλεια	N;MASC;SG	N;NOM;FEM;SG
electrones	ηλεκτρονίων	electrón	ηλεκτρόνιος	N;MASC;PL	N;GEN;NEUT;PL
electrones	ηλεκτρόνια	electrón	ηλεκτρόνιος	N;MASC;PL	N;NOM;NEUT;PL
wood	ξύλο	wood	ξύλο	N	N;NOM;NEUT;SG
wood	ξυλεία	wood	ξυλεία	N	N;NOM;FEM;SG
avances	προεπισκοπήσεις	avance	προεπισκόπηση	N;MASC;PL	N;NOM;FEM;PL
vacaciones	διακοπές	vacaciones	διακοπή	N;FEM;PL	N;NOM;FEM;PL
vacaciones	διακοπές	vacaciones	διακοπή	N;FEM;PL	N;NOM;FEM;PL
vacaciones	διακοπές	vacaciones	διακοπή	N;FEM;PL	N;NOM;FEM;PL
vacaciones	γιορτές	vacaciones	γιορτής	N;FEM;PL	N;NOM;FEM;PL
vacaciones	αργίες	vacaciones	αργία	N;FEM;PL	N;NOM;FEM;PL
vacaciones	διακοπές	vacaciones	διακοπή	N;FEM;PL	N;NOM;FEM;PL
murallas	τοίχους	muralla	τοίχος	N;FEM;PL	N;NOM;MASC;PL
murallas	τείχη	muralla	τείχος	N;FEM;PL	N;NOM;NEUT;PL
murallas	τοίχοι	muralla	τοίχος	N;FEM;PL	N;NOM;MASC;PL
descendiente	απόγονος	descendiente	απόγονος	N;SG	N;NOM;MASC;SG
cóndor	κόνδορα	cóndor	κόνδορος	N;MASC;SG	N;ACC;MASC;SG
reduce	μειώνει	reducir	μειώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reduce	μειώσει	reducir	μειώνω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FIN;ACT
esperando	περιμένω	esperar	περιμένω	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
esperando	περιμένοντας	esperar	περιμένω	V;V.MSDR	V;IPFV;V.CVB;ACT
esperando	περιμένει	esperar	περιμένω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
esperando	ελπίζοντας	esperar	ελπίζω	V;V.MSDR	V;IPFV;V.CVB;ACT
específicas	ειδικές	especifico	ειδικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
manifestación	διαδήλωση	manifestación	διαδήλωση	N;FEM;SG	N;ACC;FEM;SG
manifestación	επίδειξη	manifestación	επίδειξη	N;FEM;SG	N;ACC;FEM;SG
trajo	έφερε	traer	φέρω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
bienestar	ευεξίας	bienestar	ευεξία	N;MASC;SG	N;GEN;FEM;SG
bienestar	ευεξία	bienestar	ευεξία	N;MASC;SG	N;NOM;FEM;SG
bienestar	πρόνοιας	bienestar	πρόνοια	N;MASC;SG	N;GEN;FEM;SG
mansión	έπαυλη	mansión	έπαυλος	N;FEM;SG	N;NOM;FEM;SG
mansión	μέγαρο	mansión	μέγαρος	N;FEM;SG	N;NOM;NEUT;SG
mansión	αρχοντικό	mansión	αρχοντικός	N;FEM;SG	N;NOM;NEUT;SG
suplente	αντικαταστάτρια	suplente	αντικαταστάτρια	N;SG	N;NOM;FEM;SG
suplente	αντικαταστάτης	suplente	αντικαταστάτης	N;SG	N;NOM;MASC;SG
suplente	αντικατάσταση	suplente	αντικατάσταση	N;SG	N;ACC;FEM;SG
suplente	αναπληρωματικό	suplente	αναπληρωματικός	N;SG	N;NOM;NEUT;SG
suplente	υποκατάστατο	suplente	υποκατάστατος	N;SG	N;NOM;NEUT;SG
convencional	συμβατικό	convencional	συμβατικός	ADJ;SG	ADJ;NOM;NEUT;SG
convencional	συμβατική	convencional	συμβατικός	ADJ;SG	ADJ;NOM;FEM;SG
asesinatos	φόνοι	asesinato	φόνος	N;MASC;PL	N;NOM;MASC;PL
asesinatos	δολοφονίες	asesinato	δολοφονία	N;MASC;PL	N;NOM;FEM;PL
asesinatos	δολοφονίες	asesinato	δολοφονία	N;MASC;PL	N;NOM;FEM;PL
asesinatos	φόνοι	asesinato	φόνος	N;MASC;PL	N;NOM;MASC;PL
asesinatos	φόνους	asesinato	φόνος	N;MASC;PL	N;ACC;MASC;PL
asesinatos	δολοφονίες	asesinato	δολοφονία	N;MASC;PL	N;NOM;FEM;PL
concha	κέλυφος	concha	κέλυφος	N;FEM;SG	N;NOM;NEUT;SG
implementación	εφαρμογή	implementación	εφαρμογή	N;FEM;SG	N;NOM;FEM;SG
implementación	υλοποίηση	implementación	υλοποίηση	N;FEM;SG	N;ACC;FEM;SG
ciudadanía	ιθαγένεια	ciudadanía	ιθαγένεια	N;FEM;SG	N;NOM;FEM;SG
ciudadanía	υπηκοότητα	ciudadanía	υπηκοότητα	N;FEM;SG	N;ACC;FEM;SG
significativo	σημαντική	significativo	σημαντικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
desastre	καταστροφή	desastre	καταστροφή	N;MASC;SG	N;ACC;FEM;SG
protagonizó	πρωταγωνίστησε	protagonizar	πρωταγωνίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
ejecutar	εκτελέσει	ejecutar	εκτελώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
studio	στούντιο	studio	στούντιος	N;MASC;SG	N;NOM;NEUT;SG
calificación	βαθμολογία	calificación	βαθμολογία	N;FEM;SG	N;ACC;FEM;SG
calificación	προσόν	calificación	προσόν	N;FEM;SG	N;NOM;NEUT;SG
dramática	δραματικός	dramático	δραματικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
dramática	δραματικό	dramático	δραματικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
dramática	δραματική	dramático	δραματικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
armadura	πανοπλία	armadura	πανοπλία	N;FEM;SG	N;NOM;FEM;SG
armadura	πανοπλία	armadura	πανοπλία	N;FEM;SG	N;NOM;FEM;SG
espaciales	χωρικών	espacial	χωρικός	ADJ;PL	ADJ;GEN;FEM;PL
bebé	μωρό	bebé	μωρός	N;MASC;SG	N;NOM;NEUT;SG
hits	χτυπήματα	hit	χτύπημα	N;MASC;PL	N;NOM;NEUT;PL
mortal	θανατηφόρος	mortal	θανατηφόρος	ADJ;SG	ADJ;NOM;MASC;SG
mortal	θανατηφόρο	mortal	θανατηφόρο	ADJ;SG	ADJ;NOM;NEUT;SG
mortal	θανατηφόρος	mortal	θανατηφόρος	ADJ;SG	ADJ;NOM;MASC;SG
mortal	θανατηφόρο	mortal	θανατηφόρο	ADJ;SG	ADJ;NOM;NEUT;SG
mortal	θνητό	mortal	θνητό	ADJ;SG	ADJ;NOM;MASC;SG
reconocimientos	εξετάσεις	reconocimiento	εξέταση	N;MASC;PL	N;NOM;FEM;PL
casino	καζίνο	casino	καζίνο	N;MASC;SG	N;NOM;NEUT;SG
vencedor	νικήτρια	vencedor	νικήτριος	N;MASC;SG	N;NOM;FEM;SG
vencedor	νικητής	vencedor	νικητής	N;MASC;SG	N;NOM;MASC;SG
vencedor	νικητή	vencedor	νικητής	N;MASC;SG	N;ACC;MASC;SG
delegado	αντιπρόσωπος	delegado	αντιπρόσωπος	N;MASC;SG	N;NOM;MASC;SG
delegado	εκπρόσωπος	delegado	εκπρόσωπος	N;MASC;SG	N;NOM;MASC;SG
colinas	λόφοι	colina	λόφος	N;FEM;PL	N;NOM;MASC;PL
colinas	λόφους	colina	λόφος	N;FEM;PL	N;ACC;MASC;PL
extranjeras	ξένα	extranjero	ξένος	ADJ;FEM;PL	ADJ;NOM;NEUT;PL
membrana	μεμβράνη	membrana	μεμβράνη	N;FEM;SG	N;NOM;FEM;SG
ruido	θόρυβος	ruido	θόρυβος	N;MASC;SG	N;NOM;MASC;SG
ruido	θόρυβο	ruido	θόρυβο	N;MASC;SG	N;ACC;MASC;SG
radar	ραντάρ	radar	ραντάρ	N;MASC;SG	N;NOM;NEUT;SG
television	τηλεόραση	television	τηλεόραση	N;FEM;SG	N;ACC;FEM;SG
television	τηλεοραση	television	τηλεοραση	N;FEM;SG	N;ACC;FEM;SG
teatros	θέατρα	teatro	θέατρο	N;MASC;PL	N;NOM;NEUT;PL
teatros	θέατρα	teatro	θέατρο	N;MASC;PL	N;NOM;NEUT;PL
fabricantes	κατασκευαστές	fabricante	κατασκευαστής	N;PL	N;NOM;MASC;PL
finca	αγρόκτημα	finca	αγρόκτημα	N;FEM;SG	N;NOM;NEUT;SG
finca	φάρμα	finca	φάρμα	N;FEM;SG	N;NOM;FEM;SG
finca	κτήμα	finca	κτήμα	N;FEM;SG	N;NOM;NEUT;SG
finca	περιουσία	finca	περιουσία	N;FEM;SG	N;ACC;FEM;SG
pilares	πυλώνες	pilar	πυλώνας	N;MASC;PL	N;NOM;MASC;PL
pilares	κολώνες	pilar	κολώνας	N;MASC;PL	N;NOM;FEM;PL
guarnición	γαρνιτούρα	guarnición	γαρνιτούρα	N;FEM;SG	N;NOM;FEM;SG
fábricas	εργοστάσια	fábrica	εργοστάσιο	N;FEM;PL	N;NOM;NEUT;PL
oliva	ελιά	oliva	ελιά	N;FEM;SG	N;NOM;FEM;SG
contener	περιέχουν	contener	περιέχω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
escape	εξάτμιση	escape	εξάτμιση	N;MASC;SG	N;NOM;FEM;SG
escape	διαφυγής	escape	διαφυγή	N;MASC;SG	N;GEN;FEM;SG
escape	διαφυγή	escape	διαφυγή	N;MASC;SG	N;NOM;FEM;SG
escape	απόδραση	escape	απόδραση	N;MASC;SG	N;NOM;FEM;SG
shakespeare	σαίξπηρ	shakespeare	σαίξπηρ	N	N;NOM;FEM;SG
eugenia	ευγενία	eugenia	ευγενία	N;FEM;SG	N;NOM;FEM;SG
baños	τουαλέτες	baño	τουαλέτης	N;MASC;PL	N;NOM;FEM;PL
baños	τουαλέτες	baño	τουαλέτης	N;MASC;PL	N;NOM;FEM;PL
baños	μπάνια	baño	μπάνια	N;MASC;PL	N;NOM;NEUT;PL
baños	λουτρά	baño	λουτρός	N;MASC;PL	N;NOM;NEUT;PL
baños	μπάνια	baño	μπάνια	N;MASC;PL	N;NOM;NEUT;PL
logro	επίτευγμα	logro	επίτευγμα	N;MASC;SG	N;NOM;NEUT;SG
logro	επίτευξη	logro	επίτευξη	N;MASC;SG	N;ACC;FEM;SG
logro	επίτευγμα	logro	επίτευγμα	N;MASC;SG	N;NOM;NEUT;SG
entiende	κατανοεί	entender	κατανός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
entiende	καταλαβαίνει	entender	καταλαβαίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
extracción	εκχύλιση	extracción	εκχύλιση	N;FEM;SG	N;NOM;FEM;SG
extracción	εξόρυξη	extracción	εξόρυξη	N;FEM;SG	N;NOM;FEM;SG
profundamente	βαθιά	profundamente	βαθύς	ADV	ADV
nacionalismo	εθνικισμού	nacionalismo	εθνικισμός	N;MASC;SG	N;GEN;MASC;SG
cruzar	διασχίζοντας	cruzar	διασχίζω	V;NFIN	V;IPFV;V.CVB;ACT
adulto	ενήλικο	adulto	ενήλικος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
adulto	ενήλικας	adulto	ενήλικα	ADJ;MASC;SG	ADJ;NOM;MASC;SG
adulto	ενήλικος	adulto	ενήλικος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
responder	απαντήστε	responder	απαντώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
responder	ανταποκρίνεται	responder	ανταποκρίνομαι	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
responder	απαντάει	responder	απαντώ	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
responder	απάντησε	responder	απαντώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
responder	απαντήστε	responder	απαντώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
responder	απαντήστε	responder	απαντώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
hermosa	όμορφη	hermoso	όμορφος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
galaxia	γαλαξίας	galaxia	γαλαξία	N;FEM;SG	N;NOM;MASC;SG
galaxia	γαλαξία	galaxia	γαλαξία	N;FEM;SG	N;NOM;MASC;SG
age	ηλικίας	age	ηλικία	N	N;GEN;FEM;SG
age	ηλικία	age	ηλικία	N	N;NOM;FEM;SG
age	ηλικια	age	ηλικια	N	N;NOM;FEM;SG
cubiertas	καλυμμένοι	cubierto	καλύμμινος	ADJ;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL
trasladar	μετεγκατασταθούν	trasladar	μετεγκαθιστώ	V;NFIN	V;PFV;IND;PL;3;FIN;PASS
dependencias	εξαρτήσεις	dependencia	εξάρτηση	N;FEM;PL	N;NOM;FEM;PL
bola	μπαλάκι	bola	μπαλάκι	N;FEM;SG	N;NOM;NEUT;SG
bola	μπάλα	bola	μπάλα	N;FEM;SG	N;NOM;FEM;SG
wolf	λύκος	wolf	λύκος	N	N;NOM;MASC;SG
vigor	σθένος	vigor	σθένος	N;MASC;SG	N;NOM;NEUT;SG
escándalo	σκάνδαλο	escándalo	σκάνδαλο	N;MASC;SG	N;NOM;NEUT;SG
tanque	δεξαμενή	tanque	δεξαμενή	N;MASC;SG	N;NOM;FEM;SG
serpiente	φίδι	serpiente	φίδι	N;FEM;SG	N;NOM;NEUT;SG
serpiente	φίδι	serpiente	φίδι	N;FEM;SG	N;NOM;NEUT;SG
serpiente	ερπετό	serpiente	ερπετός	N;FEM;SG	N;NOM;NEUT;SG
testigos	μάρτυρες	testigo	μάρτυρας	N;MASC;PL	N;NOM;MASC;PL
economista	οικονομολόγος	economista	οικονομολόγος	N;SG	N;NOM;MASC;SG
submarino	υποβρύχιο	submarino	υποβρύχιο	N;MASC;SG	N;NOM;NEUT;SG
submarino	υποβρύχιο	submarino	υποβρύχιο	N;MASC;SG	N;NOM;NEUT;SG
submarino	υπο	submarino	υπο	N;MASC;SG	N
códigos	κώδικα	código	κώδικας	N;MASC;PL	N
códigos	κώδικες	código	κώδικας	N;MASC;PL	N;NOM;MASC;PL
prevención	πρόληψη	prevención	πρόληψη	N;FEM;SG	N;ACC;FEM;SG
